Orthogroup	CCAP.longest_only	DEUG.longest_only
OG0008704	CCAP1982_LOCUS6717|CAD6998103.1|CCAP	LOC108111087|XP_017075912.1|DEUG
OG0008705	CCAP1982_LOCUS5541|CAD6996868.1|CCAP	LOC108107149|XP_017070041.1|DEUG
OG0008706	CCAP1982_LOCUS152|CAD6991214.1|CCAP	LOC108109352|XP_017073301.1|DEUG
OG0008709	CCAP1982_LOCUS452|CAD6991534.1|CCAP	LOC108115842|XP_017082942.1|DEUG
OG0008710	CCAP1982_LOCUS2383|CAD6993571.1|CCAP	LOC108116958|XP_017084603.1|DEUG
OG0008711	CCAP1982_LOCUS666|CAD6991757.1|CCAP	LOC108110215|XP_017074683.1|DEUG
OG0008712	CCAP1982_LOCUS22119|CAD7014113.1|CCAP	LOC108112830|XP_017078625.1|DEUG
OG0008715	CCAP1982_LOCUS3692|CAD6994960.1|CCAP	LOC108109538|XP_017073592.1|DEUG
OG0008716	CCAP1982_LOCUS4582|CAD6995881.1|CCAP	LOC108117467|XP_017085378.1|DEUG
OG0008717	CCAP1982_LOCUS10957|CAD7002468.1|CCAP	LOC108109819|XP_017074038.1|DEUG
OG0008718	CCAP1982_LOCUS22609|CAD7014618.1|CCAP	LOC108112897|XP_017078743.1|DEUG
OG0008719	CCAP1982_LOCUS147|CAD6991209.1|CCAP	LOC108109371|XP_017073340.1|DEUG
OG0008723	CCAP1982_LOCUS19903|CAD7011793.1|CCAP	LOC108109872|XP_017074154.1|DEUG
OG0008724	CCAP1982_LOCUS5746|CAD6997094.1|CCAP	LOC108110480|XP_017075046.1|DEUG
OG0008725	CCAP1982_LOCUS22054|CAD7014047.1|CCAP	LOC108109028|XP_017072792.1|DEUG
OG0008726	CCAP1982_LOCUS23099|CAD7015150.1|CCAP, CCAP1982_LOCUS23098|CAD7015149.1|CCAP	LOC108112974|XP_017078870.1|DEUG
OG0008727	CCAP1982_LOCUS3998|CAD6995279.1|CCAP	LOC108117007|XP_017084666.1|DEUG
OG0008728	CCAP1982_LOCUS3859|CAD6995136.1|CCAP	LOC108111535|XP_017076548.1|DEUG
OG0008731	CCAP1982_LOCUS4085|CAD6995366.1|CCAP, CCAP1982_LOCUS4086|CAD6995367.1|CCAP	LOC108111666|XP_017076687.1|DEUG
OG0008732	CCAP1982_LOCUS8792|CAD7000304.1|CCAP	LOC108108212|XP_017071667.1|DEUG
OG0008734	CCAP1982_LOCUS1995|CAD6993171.1|CCAP	LOC108115029|XP_017081763.1|DEUG
OG0008736	CCAP1982_LOCUS21754|CAD7013717.1|CCAP	LOC108106423|XP_017068941.1|DEUG
OG0008738	CCAP1982_LOCUS6139|CAD6997498.1|CCAP	LOC108113458|XP_017079528.1|DEUG
OG0008739	CCAP1982_LOCUS13810|CAD7005450.1|CCAP	LOC108114640|XP_017081198.1|DEUG
OG0008740	CCAP1982_LOCUS20281|CAD7012179.1|CCAP	LOC108104862|XP_017066673.1|DEUG
OG0008741	CCAP1982_LOCUS10476|CAD7001989.1|CCAP	LOC108104796|XP_017066554.1|DEUG
OG0008742	CCAP1982_LOCUS11287|CAD7002817.1|CCAP	LOC108107860|XP_017071116.1|DEUG
OG0008743	CCAP1982_LOCUS22592|CAD7014599.1|CCAP, CCAP1982_LOCUS22587|CAD7014593.1|CCAP	LOC108106432|XP_017068953.1|DEUG
OG0008744	CCAP1982_LOCUS21204|CAD7013132.1|CCAP, CCAP1982_LOCUS21207|CAD7013136.1|CCAP	LOC108112401|XP_017077731.1|DEUG
OG0008746	CCAP1982_LOCUS4934|CAD6996251.1|CCAP	LOC108117265|XP_017085106.1|DEUG
OG0008747	CCAP1982_LOCUS13028|CAD7004633.1|CCAP	LOC108114671|XP_017081240.1|DEUG
OG0008748	CCAP1982_LOCUS8870|CAD7000395.1|CCAP	LOC108102691|XP_017063323.1|DEUG
OG0008750	CCAP1982_LOCUS6281|CAD6997649.1|CCAP	LOC108110995|XP_017075793.1|DEUG
OG0008751	CCAP1982_LOCUS4713|CAD6996007.1|CCAP	LOC108115100|XP_017081836.1|DEUG
OG0008752	CCAP1982_LOCUS4966|CAD6996283.1|CCAP	LOC108109491|XP_017073517.1|DEUG, LOC108109489|XP_017073513.1|DEUG
OG0008754	CCAP1982_LOCUS1543|CAD6992698.1|CCAP, CCAP1982_LOCUS1552|CAD6992707.1|CCAP, CCAP1982_LOCUS1550|CAD6992705.1|CCAP, CCAP1982_LOCUS1541|CAD6992696.1|CCAP	LOC108106776|XP_017069506.1|DEUG
OG0008755	CCAP1982_LOCUS2695|CAD6993902.1|CCAP	LOC108115748|XP_017082807.1|DEUG
OG0008756	CCAP1982_LOCUS3007|CAD6994246.1|CCAP	LOC108117083|XP_017084745.1|DEUG
OG0008757	CCAP1982_LOCUS3713|CAD6994982.1|CCAP	LOC108115584|XP_017082585.1|DEUG
OG0008758	CCAP1982_LOCUS8687|CAD7000194.1|CCAP, CCAP1982_LOCUS8685|CAD7000192.1|CCAP, CCAP1982_LOCUS8686|CAD7000193.1|CCAP	LOC108110432|XP_017074987.1|DEUG
OG0008759	CCAP1982_LOCUS8539|CAD7000035.1|CCAP	LOC108112357|XP_017077678.1|DEUG
OG0008760	CCAP1982_LOCUS7945|CAD6999419.1|CCAP	LOC108110569|XP_017075154.1|DEUG
OG0008761	CCAP1982_LOCUS5384|CAD6996700.1|CCAP	LOC108108495|XP_017072042.1|DEUG
OG0008762	CCAP1982_LOCUS20993|CAD7012894.1|CCAP	LOC108104586|XP_017066236.1|DEUG
OG0008763	CCAP1982_LOCUS6155|CAD6997516.1|CCAP	LOC108114890|XP_017081537.1|DEUG, LOC108114887|XP_017081533.1|DEUG, LOC108110385|XP_017074912.1|DEUG, LOC108114888|XP_017081534.1|DEUG, LOC108114889|XP_017081536.1|DEUG
OG0008764	CCAP1982_LOCUS6030|CAD6997389.1|CCAP	LOC108105866|XP_017068131.1|DEUG
OG0008765	CCAP1982_LOCUS21954|CAD7013942.1|CCAP	LOC108112602|XP_017078151.1|DEUG
OG0008766	CCAP1982_LOCUS23200|CAD7015251.1|CCAP	LOC108111536|XP_017076551.1|DEUG
OG0008767	CCAP1982_LOCUS23255|CAD7015310.1|CCAP	LOC108112292|XP_017077605.1|DEUG
OG0008768	CCAP1982_LOCUS8440|CAD6999927.1|CCAP, CCAP1982_LOCUS23404|CAD7015464.1|CCAP, CCAP1982_LOCUS23405|CAD7015465.1|CCAP	LOC108107386|XP_017070389.1|DEUG
OG0008769	CCAP1982_LOCUS22208|CAD7014204.1|CCAP	LOC108109169|XP_017073081.1|DEUG
OG0008770	CCAP1982_LOCUS21615|CAD7013557.1|CCAP	LOC108113292|XP_017079330.1|DEUG
OG0008771	CCAP1982_LOCUS21633|CAD7013577.1|CCAP	LOC108106624|XP_017069316.1|DEUG
OG0008772	CCAP1982_LOCUS21275|CAD7013204.1|CCAP	LOC108106433|XP_017068956.1|DEUG
OG0008773	CCAP1982_LOCUS19409|CAD7011303.1|CCAP	LOC108112784|XP_017078551.1|DEUG
OG0008774	CCAP1982_LOCUS19458|CAD7011355.1|CCAP, CCAP1982_LOCUS19456|CAD7011353.1|CCAP, CCAP1982_LOCUS19457|CAD7011354.1|CCAP	LOC108108937|XP_017072679.1|DEUG
OG0008776	CCAP1982_LOCUS20440|CAD7012346.1|CCAP	LOC108106779|XP_017069508.1|DEUG
OG0008777	CCAP1982_LOCUS20433|CAD7012339.1|CCAP, CCAP1982_LOCUS20434|CAD7012340.1|CCAP, CCAP1982_LOCUS20435|CAD7012341.1|CCAP	LOC108112893|XP_017078738.1|DEUG
OG0008778	CCAP1982_LOCUS20836|CAD7012732.1|CCAP, CCAP1982_LOCUS20835|CAD7012731.1|CCAP, CCAP1982_LOCUS20834|CAD7012730.1|CCAP	LOC108114911|XP_017081579.1|DEUG
OG0008782	CCAP1982_LOCUS12075|CAD7003636.1|CCAP	LOC108117394|XP_017085282.1|DEUG
OG0008783	CCAP1982_LOCUS12958|CAD7004562.1|CCAP	LOC108112323|XP_017077642.1|DEUG
OG0008784	CCAP1982_LOCUS14038|CAD7005686.1|CCAP	LOC108115314|XP_017082247.1|DEUG, LOC108115095|XP_017081869.1|DEUG, LOC108109657|XP_017073726.1|DEUG, LOC108114465|XP_017080961.1|DEUG
OG0008811	CCAP1982_LOCUS2036|CAD6993217.1|CCAP	LOC108105633|XP_017067811.1|DEUG
OG0008814	CCAP1982_LOCUS7259|CAD6998702.1|CCAP	LOC108107214|XP_017070120.1|DEUG
OG0008819	CCAP1982_LOCUS19691|CAD7011602.1|CCAP	LOC108109285|XP_017073267.1|DEUG
OG0008824	CCAP1982_LOCUS22196|CAD7014191.1|CCAP	LOC108113848|XP_017080048.1|DEUG
OG0008825	CCAP1982_LOCUS14388|CAD7006053.1|CCAP	LOC108114036|XP_017080271.1|DEUG
OG0008836	CCAP1982_LOCUS22544|CAD7014543.1|CCAP	LOC108104520|XP_017066140.1|DEUG
OG0008838	CCAP1982_LOCUS7720|CAD6999183.1|CCAP	LOC108111059|XP_017075877.1|DEUG
OG0008839	CCAP1982_LOCUS20062|CAD7011951.1|CCAP	LOC108106757|XP_017069485.1|DEUG
OG0008840	CCAP1982_LOCUS7606|CAD6999059.1|CCAP	LOC108115515|XP_017082502.1|DEUG
OG0008841	CCAP1982_LOCUS12504|CAD7004081.1|CCAP	LOC108107599|XP_017070651.1|DEUG
OG0008842	CCAP1982_LOCUS22249|CAD7014246.1|CCAP	LOC108108857|XP_017072563.1|DEUG
OG0008843	CCAP1982_LOCUS14974|CAD7006672.1|CCAP	LOC108108033|XP_017071394.1|DEUG
OG0008845	CCAP1982_LOCUS8635|CAD7000142.1|CCAP	LOC108105122|XP_017067044.1|DEUG
OG0008848	CCAP1982_LOCUS21393|CAD7013323.1|CCAP	LOC108112952|XP_017078841.1|DEUG
OG0008852	CCAP1982_LOCUS21004|CAD7012905.1|CCAP	LOC108105405|XP_017067440.1|DEUG
OG0008854	CCAP1982_LOCUS9420|CAD7000947.1|CCAP	LOC108111058|XP_017075876.1|DEUG
OG0008856	CCAP1982_LOCUS10194|CAD7001704.1|CCAP	LOC108108741|XP_017072372.1|DEUG
OG0008857	CCAP1982_LOCUS12355|CAD7003933.1|CCAP	LOC108102750|XP_017063391.1|DEUG
OG0008858	CCAP1982_LOCUS11044|CAD7002555.1|CCAP	LOC108111553|XP_017076563.1|DEUG
OG0008859	CCAP1982_LOCUS11266|CAD7002796.1|CCAP	LOC108114717|XP_017081307.1|DEUG
OG0008860	CCAP1982_LOCUS174|CAD6991237.1|CCAP, CCAP1982_LOCUS172|CAD6991235.1|CCAP	LOC108111381|XP_017076302.1|DEUG
OG0008861	CCAP1982_LOCUS19444|CAD7011339.1|CCAP	LOC108104550|XP_017066180.1|DEUG
OG0008862	CCAP1982_LOCUS4205|CAD6995490.1|CCAP	LOC108117140|XP_017084888.1|DEUG
OG0008863	CCAP1982_LOCUS5963|CAD6997329.1|CCAP	LOC108105187|XP_017067126.1|DEUG
OG0008865	CCAP1982_LOCUS22724|CAD7014747.1|CCAP, CCAP1982_LOCUS192|CAD6991258.1|CCAP	LOC108104095|XP_017065481.1|DEUG
OG0008866	CCAP1982_LOCUS6672|CAD6998056.1|CCAP	LOC108104180|XP_017065594.1|DEUG
OG0008868	CCAP1982_LOCUS7217|CAD6998649.1|CCAP	LOC108104464|XP_017066017.1|DEUG
OG0008869	CCAP1982_LOCUS14637|CAD7006315.1|CCAP	LOC108116762|XP_017084275.1|DEUG
OG0008870	CCAP1982_LOCUS14603|CAD7006280.1|CCAP	LOC108108585|XP_017072169.1|DEUG
OG0008871	CCAP1982_LOCUS14487|CAD7006160.1|CCAP	LOC108104015|XP_017065332.1|DEUG
OG0008872	CCAP1982_LOCUS6870|CAD6998261.1|CCAP	LOC108107127|XP_017070010.1|DEUG
OG0008875	CCAP1982_LOCUS21585|CAD7013525.1|CCAP	LOC108113358|XP_017079411.1|DEUG
OG0008876	CCAP1982_LOCUS10392|CAD7001905.1|CCAP	LOC108102365|XP_017062766.1|DEUG
OG0008877	CCAP1982_LOCUS14436|CAD7006104.1|CCAP	LOC108108160|XP_017071586.1|DEUG
OG0008878	CCAP1982_LOCUS7850|CAD6999323.1|CCAP	LOC108106160|XP_017068560.1|DEUG
OG0008879	CCAP1982_LOCUS21392|CAD7013322.1|CCAP	LOC108112951|XP_017078839.1|DEUG
OG0008881	CCAP1982_LOCUS19739|CAD7011653.1|CCAP	LOC108107228|XP_017070136.1|DEUG
OG0008882	CCAP1982_LOCUS7724|CAD6999188.1|CCAP	LOC108110936|XP_017075718.1|DEUG
OG0008883	CCAP1982_LOCUS4530|CAD6995828.1|CCAP	LOC108109659|XP_017073730.1|DEUG
OG0008884	CCAP1982_LOCUS4838|CAD6996145.1|CCAP, CCAP1982_LOCUS4837|CAD6996144.1|CCAP	LOC108113518|XP_017079599.1|DEUG
OG0008885	CCAP1982_LOCUS5772|CAD6997126.1|CCAP	LOC108107105|XP_017069981.1|DEUG
OG0008886	CCAP1982_LOCUS20331|CAD7012234.1|CCAP	LOC108113094|XP_017079029.1|DEUG
OG0008887	CCAP1982_LOCUS21718|CAD7013676.1|CCAP	LOC108109098|XP_017072970.1|DEUG
OG0008888	CCAP1982_LOCUS12807|CAD7004397.1|CCAP	LOC108114675|XP_017081247.1|DEUG
OG0008889	CCAP1982_LOCUS19841|CAD7011727.1|CCAP	LOC108112851|XP_017078658.1|DEUG
OG0008890	CCAP1982_LOCUS20631|CAD7012546.1|CCAP, CCAP1982_LOCUS20630|CAD7012545.1|CCAP, CCAP1982_LOCUS20629|CAD7012544.1|CCAP, CCAP1982_LOCUS20628|CAD7012543.1|CCAP	LOC108116178|XP_017083408.1|DEUG
OG0008891	CCAP1982_LOCUS12910|CAD7004511.1|CCAP	LOC108107953|XP_017071275.1|DEUG
OG0008892	CCAP1982_LOCUS22399|CAD7014407.1|CCAP	LOC108107369|XP_017070362.1|DEUG
OG0008893	CCAP1982_LOCUS13223|CAD7004834.1|CCAP	LOC108108009|XP_017071354.1|DEUG
OG0008894	CCAP1982_LOCUS3280|CAD6994537.1|CCAP	LOC108115640|XP_017082682.1|DEUG
OG0008895	CCAP1982_LOCUS520|CAD6991603.1|CCAP	LOC108110384|XP_017074915.1|DEUG
OG0008897	CCAP1982_LOCUS740|CAD6991841.1|CCAP	LOC108105265|XP_017067233.1|DEUG
OG0008898	CCAP1982_LOCUS19439|CAD7011334.1|CCAP	LOC108111942|XP_017077106.1|DEUG
OG0008899	CCAP1982_LOCUS8803|CAD7000318.1|CCAP, CCAP1982_LOCUS8802|CAD7000317.1|CCAP	LOC108106943|XP_017069699.1|DEUG
OG0008900	CCAP1982_LOCUS6726|CAD6998112.1|CCAP	LOC108105695|XP_017067894.1|DEUG
OG0008901	CCAP1982_LOCUS11548|CAD7003085.1|CCAP	LOC108108102|XP_017071495.1|DEUG
OG0008902	CCAP1982_LOCUS10029|CAD7001533.1|CCAP	LOC108102333|XP_017062625.1|DEUG
OG0008903	CCAP1982_LOCUS7300|CAD6998746.1|CCAP	LOC108110559|XP_017075139.1|DEUG
OG0008904	CCAP1982_LOCUS23071|CAD7015121.1|CCAP	LOC108112798|XP_017078574.1|DEUG
OG0008905	CCAP1982_LOCUS10031|CAD7001535.1|CCAP	LOC108102309|XP_017062559.1|DEUG
OG0008906	CCAP1982_LOCUS12106|CAD7003668.1|CCAP, CCAP1982_LOCUS12107|CAD7003669.1|CCAP	LOC108114591|XP_017081135.1|DEUG
OG0008907	CCAP1982_LOCUS413|CAD6991489.1|CCAP	LOC108116566|XP_017083995.1|DEUG
OG0008908	CCAP1982_LOCUS4378|CAD6995671.1|CCAP, CCAP1982_LOCUS4376|CAD6995669.1|CCAP, CCAP1982_LOCUS4377|CAD6995670.1|CCAP	LOC108116238|XP_017083518.1|DEUG
OG0008909	CCAP1982_LOCUS1393|CAD6992545.1|CCAP	LOC108115934|XP_017083059.1|DEUG
OG0008910	CCAP1982_LOCUS1337|CAD6992485.1|CCAP, CCAP1982_LOCUS1332|CAD6992480.1|CCAP	LOC108109343|XP_017073295.1|DEUG
OG0008911	CCAP1982_LOCUS2275|CAD6993462.1|CCAP	LOC108117280|XP_017085122.1|DEUG
OG0008912	CCAP1982_LOCUS2311|CAD6993498.1|CCAP, CCAP1982_LOCUS2310|CAD6993497.1|CCAP	LOC108114936|XP_017081610.1|DEUG
OG0008913	CCAP1982_LOCUS2840|CAD6994069.1|CCAP	LOC108115674|XP_017082728.1|DEUG
OG0008914	CCAP1982_LOCUS2760|CAD6993977.1|CCAP	LOC108111654|XP_017076674.1|DEUG
OG0008915	CCAP1982_LOCUS3581|CAD6994846.1|CCAP	LOC108116548|XP_017083975.1|DEUG
OG0008916	CCAP1982_LOCUS8302|CAD6999780.1|CCAP, CCAP1982_LOCUS8300|CAD6999778.1|CCAP	LOC108107151|XP_017070048.1|DEUG
OG0008917	CCAP1982_LOCUS8136|CAD6999613.1|CCAP, CCAP1982_LOCUS8138|CAD6999615.1|CCAP	LOC108107144|XP_017070037.1|DEUG
OG0008918	CCAP1982_LOCUS7279|CAD6998722.1|CCAP	LOC108105326|XP_017067309.1|DEUG
OG0008919	CCAP1982_LOCUS7561|CAD6999014.1|CCAP, CCAP1982_LOCUS7562|CAD6999015.1|CCAP, CCAP1982_LOCUS7563|CAD6999016.1|CCAP, CCAP1982_LOCUS7560|CAD6999013.1|CCAP	LOC108110875|XP_017075611.1|DEUG
OG0008920	CCAP1982_LOCUS7759|CAD6999225.1|CCAP, CCAP1982_LOCUS7760|CAD6999226.1|CCAP	LOC108118258|XP_017086338.1|DEUG
OG0008921	CCAP1982_LOCUS2132|CAD6993315.1|CCAP, CCAP1982_LOCUS9115|CAD7000641.1|CCAP	LOC108110835|XP_017075564.1|DEUG
OG0008922	CCAP1982_LOCUS6595|CAD6997979.1|CCAP	LOC108105203|XP_017067143.1|DEUG, LOC108106144|XP_017068527.1|DEUG
OG0008923	CCAP1982_LOCUS21920|CAD7013907.1|CCAP	LOC108112048|XP_017077290.1|DEUG
OG0008924	CCAP1982_LOCUS22040|CAD7014034.1|CCAP	LOC108108854|XP_017072560.1|DEUG
OG0008925	CCAP1982_LOCUS23261|CAD7015316.1|CCAP	LOC108112651|XP_017078271.1|DEUG
OG0008926	CCAP1982_LOCUS23319|CAD7015375.1|CCAP	LOC108104553|XP_017066184.1|DEUG
OG0008927	CCAP1982_LOCUS23406|CAD7015466.1|CCAP, CCAP1982_LOCUS23407|CAD7015467.1|CCAP	LOC108107494|XP_017070531.1|DEUG
OG0008928	CCAP1982_LOCUS23369|CAD7015427.1|CCAP	LOC108112892|XP_017078737.1|DEUG
OG0008929	CCAP1982_LOCUS22113|CAD7014107.1|CCAP	LOC108111952|XP_017077123.1|DEUG
OG0008930	CCAP1982_LOCUS22409|CAD7014413.1|CCAP	LOC108116859|XP_017084410.1|DEUG, LOC108111641|XP_017076661.1|DEUG
OG0008931	CCAP1982_LOCUS22283|CAD7014280.1|CCAP	LOC108104786|XP_017066531.1|DEUG
OG0008932	CCAP1982_LOCUS21274|CAD7013203.1|CCAP, CCAP1982_LOCUS21273|CAD7013202.1|CCAP	LOC108107243|XP_017070149.1|DEUG
OG0008933	CCAP1982_LOCUS21287|CAD7013216.1|CCAP	LOC108106270|XP_017068724.1|DEUG
OG0008935	CCAP1982_LOCUS21498|CAD7013433.1|CCAP, CCAP1982_LOCUS21497|CAD7013432.1|CCAP	LOC108112231|XP_017077540.1|DEUG
OG0008936	CCAP1982_LOCUS19449|CAD7011346.1|CCAP	LOC108113293|XP_017079331.1|DEUG
OG0008937	CCAP1982_LOCUS20341|CAD7012245.1|CCAP, CCAP1982_LOCUS20342|CAD7012246.1|CCAP, CCAP1982_LOCUS20343|CAD7012247.1|CCAP, CCAP1982_LOCUS20340|CAD7012244.1|CCAP	LOC108113129|XP_017079122.1|DEUG
OG0008938	CCAP1982_LOCUS20561|CAD7012484.1|CCAP	LOC108114902|XP_017081564.1|DEUG
OG0008939	CCAP1982_LOCUS20782|CAD7012675.1|CCAP	LOC108109084|XP_017072939.1|DEUG
OG0008940	CCAP1982_LOCUS21046|CAD7012952.1|CCAP	LOC108112987|XP_017078882.1|DEUG
OG0008946	CCAP1982_LOCUS19692|CAD7011603.1|CCAP	LOC108111870|XP_017076983.1|DEUG
OG0008949	CCAP1982_LOCUS12415|CAD7003993.1|CCAP	LOC108108011|XP_017071356.1|DEUG
OG0008950	CCAP1982_LOCUS12886|CAD7004481.1|CCAP	LOC108103368|XP_017064303.1|DEUG
OG0008951	CCAP1982_LOCUS12900|CAD7004501.1|CCAP	LOC108114029|XP_017080265.1|DEUG
OG0008952	CCAP1982_LOCUS12363|CAD7003941.1|CCAP, CCAP1982_LOCUS12373|CAD7003951.1|CCAP	LOC108105356|XP_017067360.1|DEUG
OG0008953	CCAP1982_LOCUS13060|CAD7004665.1|CCAP	LOC108116737|XP_017084243.1|DEUG
OG0008955	CCAP1982_LOCUS11543|CAD7003080.1|CCAP	LOC108107651|XP_017070726.1|DEUG
OG0008956	CCAP1982_LOCUS14575|CAD7006249.1|CCAP	LOC108112300|XP_017077615.1|DEUG
OG0008957	CCAP1982_LOCUS12274|CAD7003841.1|CCAP	LOC108106021|XP_017068360.1|DEUG
OG0008958	CCAP1982_LOCUS13525|CAD7005164.1|CCAP	LOC108108764|XP_017072420.1|DEUG
OG0008959	CCAP1982_LOCUS13474|CAD7005112.1|CCAP, CCAP1982_LOCUS13473|CAD7005111.1|CCAP	LOC108113981|XP_017080214.1|DEUG
OG0008960	CCAP1982_LOCUS13422|CAD7005052.1|CCAP	LOC108114377|XP_017080818.1|DEUG
OG0008961	CCAP1982_LOCUS7054|CAD6998457.1|CCAP	LOC108103078|XP_017063916.1|DEUG
OG0008985	CCAP1982_LOCUS12236|CAD7003803.1|CCAP	LOC108114428|XP_017080905.1|DEUG
OG0008986	CCAP1982_LOCUS5702|CAD6997047.1|CCAP	LOC108109622|XP_017073688.1|DEUG
OG0008990	CCAP1982_LOCUS11431|CAD7002967.1|CCAP	LOC108114167|XP_017080448.1|DEUG
OG0008992	CCAP1982_LOCUS3524|CAD6994793.1|CCAP	LOC108116463|XP_017083882.1|DEUG
OG0008993	CCAP1982_LOCUS13676|CAD7005315.1|CCAP	LOC108114448|XP_017080937.1|DEUG
OG0008994	CCAP1982_LOCUS6730|CAD6998118.1|CCAP	LOC108106105|XP_017068469.1|DEUG
OG0008999	CCAP1982_LOCUS4623|CAD6995921.1|CCAP, CCAP1982_LOCUS4622|CAD6995920.1|CCAP	LOC108103582|XP_017064594.1|DEUG
OG0009003	CCAP1982_LOCUS14538|CAD7006210.1|CCAP	LOC108113960|XP_017080163.1|DEUG
OG0009005	CCAP1982_LOCUS8449|CAD6999940.1|CCAP	LOC108110770|XP_017075473.1|DEUG
OG0009006	CCAP1982_LOCUS3116|CAD6994363.1|CCAP	LOC108117038|XP_017084697.1|DEUG
OG0009007	CCAP1982_LOCUS14979|CAD7006678.1|CCAP	LOC108108308|XP_017071816.1|DEUG
OG0009008	CCAP1982_LOCUS93|CAD6991153.1|CCAP	LOC108117103|XP_017084808.1|DEUG
OG0009009	CCAP1982_LOCUS12773|CAD7004361.1|CCAP	LOC108102825|XP_017063503.1|DEUG
OG0009010	CCAP1982_LOCUS14898|CAD7006587.1|CCAP	LOC108109807|XP_017074017.1|DEUG
OG0009011	CCAP1982_LOCUS12729|CAD7004309.1|CCAP	LOC108107827|XP_017071066.1|DEUG
OG0009014	CCAP1982_LOCUS13336|CAD7004957.1|CCAP	LOC108114132|XP_017080397.1|DEUG
OG0009015	CCAP1982_LOCUS12356|CAD7003934.1|CCAP	LOC108102710|XP_017063340.1|DEUG
OG0009016	CCAP1982_LOCUS10869|CAD7002375.1|CCAP	LOC108109889|XP_017074180.1|DEUG
OG0009017	CCAP1982_LOCUS5361|CAD6996677.1|CCAP	LOC108111132|XP_017075986.1|DEUG
OG0009018	CCAP1982_LOCUS10355|CAD7001867.1|CCAP, CCAP1982_LOCUS10357|CAD7001869.1|CCAP	LOC108102336|XP_017062644.1|DEUG
OG0009019	CCAP1982_LOCUS10619|CAD7002131.1|CCAP	LOC108102351|XP_017062704.1|DEUG
OG0009020	CCAP1982_LOCUS2828|CAD6994056.1|CCAP	LOC108105623|XP_017067796.1|DEUG
OG0009021	CCAP1982_LOCUS4666|CAD6995955.1|CCAP	LOC108114988|XP_017081709.1|DEUG
OG0009022	CCAP1982_LOCUS1965|CAD6993139.1|CCAP	LOC108116969|XP_017084616.1|DEUG
OG0009023	CCAP1982_LOCUS3398|CAD6994663.1|CCAP	LOC108115775|XP_017082836.1|DEUG
OG0009024	CCAP1982_LOCUS2458|CAD6993649.1|CCAP	LOC108117519|XP_017085503.1|DEUG
OG0009025	CCAP1982_LOCUS3816|CAD6995093.1|CCAP	LOC108111753|XP_017076797.1|DEUG
OG0009026	CCAP1982_LOCUS20439|CAD7012345.1|CCAP	LOC108116677|XP_017084166.1|DEUG
OG0009027	CCAP1982_LOCUS21777|CAD7013746.1|CCAP	LOC108111972|XP_017077170.1|DEUG
OG0009028	CCAP1982_LOCUS11381|CAD7002914.1|CCAP	LOC108117365|XP_017085237.1|DEUG
OG0009029	CCAP1982_LOCUS5388|CAD6996704.1|CCAP	LOC108113436|XP_017079492.1|DEUG
OG0009030	CCAP1982_LOCUS7038|CAD6998438.1|CCAP	LOC108102666|XP_017063295.1|DEUG
OG0009031	CCAP1982_LOCUS4387|CAD6995680.1|CCAP	LOC108116207|XP_017083480.1|DEUG
OG0009032	CCAP1982_LOCUS4386|CAD6995679.1|CCAP	LOC108116208|XP_017083481.1|DEUG
OG0009033	CCAP1982_LOCUS8791|CAD7000303.1|CCAP	LOC108108449|XP_017071995.1|DEUG
OG0009034	CCAP1982_LOCUS7585|CAD6999038.1|CCAP	LOC108105197|XP_017067138.1|DEUG
OG0009035	CCAP1982_LOCUS7736|CAD6999202.1|CCAP	LOC108111221|XP_017076111.1|DEUG
OG0009036	CCAP1982_LOCUS20353|CAD7012257.1|CCAP	LOC108104856|XP_017066664.1|DEUG
OG0009037	CCAP1982_LOCUS6931|CAD6998326.1|CCAP	LOC108110818|XP_017075539.1|DEUG
OG0009038	CCAP1982_LOCUS3917|CAD6995198.1|CCAP	LOC108116081|XP_017083288.1|DEUG
OG0009039	CCAP1982_LOCUS4800|CAD6996100.1|CCAP	LOC108116319|XP_017083614.1|DEUG
OG0009040	CCAP1982_LOCUS5253|CAD6996584.1|CCAP	LOC108106533|XP_017069159.1|DEUG
OG0009041	CCAP1982_LOCUS2610|CAD6993813.1|CCAP	LOC108117110|XP_017084821.1|DEUG
OG0009042	CCAP1982_LOCUS7840|CAD6999312.1|CCAP	LOC108102697|XP_017063330.1|DEUG
OG0009043	CCAP1982_LOCUS2208|CAD6993392.1|CCAP	LOC108114835|XP_017081465.1|DEUG
OG0009044	CCAP1982_LOCUS8461|CAD6999953.1|CCAP	LOC108102570|XP_017063139.1|DEUG
OG0009046	CCAP1982_LOCUS13800|CAD7005440.1|CCAP	LOC108108794|XP_017072458.1|DEUG
OG0009047	CCAP1982_LOCUS23383|CAD7015441.1|CCAP	LOC108112721|XP_017078445.1|DEUG
OG0009048	CCAP1982_LOCUS5609|CAD6996939.1|CCAP	LOC108105794|XP_017068013.1|DEUG
OG0009049	CCAP1982_LOCUS923|CAD6992042.1|CCAP	LOC108116468|XP_017083888.1|DEUG
OG0009050	CCAP1982_LOCUS6009|CAD6997372.1|CCAP	LOC108105787|XP_017068003.1|DEUG
OG0009052	CCAP1982_LOCUS4264|CAD6995553.1|CCAP	LOC108115064|XP_017081801.1|DEUG
OG0009053	CCAP1982_LOCUS5061|CAD6996384.1|CCAP	LOC108116682|XP_017084172.1|DEUG
