Orthogroup	CCAP.longest_only	DFIC.longest_only
OG0006625	CCAP1982_LOCUS21813|CAD7013792.1|CCAP	LOC108094259|XP_017050213.1|DFIC
OG0006626	CCAP1982_LOCUS22832|CAD7014867.1|CCAP	LOC108101344|XP_017061140.1|DFIC
OG0006627	CCAP1982_LOCUS22824|CAD7014857.1|CCAP	LOC108101561|XP_017061451.1|DFIC
OG0006628	CCAP1982_LOCUS22825|CAD7014859.1|CCAP	LOC108101563|XP_017061455.1|DFIC
OG0006629	CCAP1982_LOCUS21787|CAD7013761.1|CCAP	LOC108095177|XP_017051631.1|DFIC
OG0006630	CCAP1982_LOCUS21623|CAD7013567.1|CCAP	LOC108086404|XP_017038794.1|DFIC
OG0006631	CCAP1982_LOCUS10962|CAD7002473.1|CCAP	LOC108096317|XP_017053309.1|DFIC
OG0006632	CCAP1982_LOCUS21952|CAD7013941.1|CCAP	LOC108096634|XP_017053881.1|DFIC
OG0006633	CCAP1982_LOCUS14728|CAD7006408.1|CCAP	LOC108100597|XP_017060068.1|DFIC
OG0006634	CCAP1982_LOCUS7489|CAD6998943.1|CCAP	LOC108091448|XP_017046135.1|DFIC
OG0006635	CCAP1982_LOCUS8563|CAD7000059.1|CCAP	LOC108094166|XP_017050107.1|DFIC
OG0006637	CCAP1982_LOCUS11319|CAD7002850.1|CCAP	LOC108093182|XP_017048626.1|DFIC
OG0006638	CCAP1982_LOCUS22003|CAD7013994.1|CCAP	LOC108090500|XP_017044706.1|DFIC
OG0006639	CCAP1982_LOCUS21997|CAD7013988.1|CCAP	LOC108090380|XP_017044500.1|DFIC
OG0006640	CCAP1982_LOCUS22600|CAD7014608.1|CCAP	LOC108101569|XP_017061467.1|DFIC
OG0006641	CCAP1982_LOCUS22281|CAD7014278.1|CCAP	LOC108090731|XP_017045034.1|DFIC
OG0006642	CCAP1982_LOCUS21367|CAD7013296.1|CCAP	LOC108096733|XP_017054068.1|DFIC
OG0006644	CCAP1982_LOCUS13359|CAD7004982.1|CCAP	LOC108100388|XP_017059736.1|DFIC
OG0006645	CCAP1982_LOCUS7859|CAD6999332.1|CCAP	LOC108094448|XP_017050511.1|DFIC
OG0006647	CCAP1982_LOCUS23042|CAD7015088.1|CCAP	LOC108087834|XP_017040895.1|DFIC
OG0006648	CCAP1982_LOCUS11612|CAD7003151.1|CCAP	LOC108100211|XP_017059475.1|DFIC
OG0006649	CCAP1982_LOCUS22576|CAD7014577.1|CCAP	LOC108096753|XP_017054100.1|DFIC
OG0006650	CCAP1982_LOCUS22640|CAD7014652.1|CCAP	LOC108094288|XP_017050272.1|DFIC
OG0006651	CCAP1982_LOCUS13148|CAD7004755.1|CCAP	LOC108093082|XP_017048493.1|DFIC
OG0006652	CCAP1982_LOCUS13149|CAD7004756.1|CCAP	LOC108099967|XP_017059144.1|DFIC
OG0006653	CCAP1982_LOCUS13104|CAD7004711.1|CCAP	LOC108099026|XP_017057750.1|DFIC
OG0006654	CCAP1982_LOCUS11324|CAD7002855.1|CCAP	LOC108099607|XP_017058721.1|DFIC
OG0006655	CCAP1982_LOCUS13134|CAD7004741.1|CCAP	LOC108099096|XP_017057903.1|DFIC
OG0006656	CCAP1982_LOCUS11743|CAD7003281.1|CCAP	LOC108096284|XP_017053238.1|DFIC
OG0006657	CCAP1982_LOCUS22052|CAD7014046.1|CCAP	LOC108094842|XP_017051133.1|DFIC
OG0006658	CCAP1982_LOCUS11182|CAD7002705.1|CCAP	LOC108100547|XP_017060004.1|DFIC
OG0006659	CCAP1982_LOCUS11184|CAD7002707.1|CCAP	LOC108100669|XP_017060174.1|DFIC
OG0006660	CCAP1982_LOCUS12555|CAD7004135.1|CCAP	LOC108093220|XP_017048677.1|DFIC
OG0006661	CCAP1982_LOCUS12527|CAD7004104.1|CCAP	LOC108093142|XP_017048576.1|DFIC
OG0006662	CCAP1982_LOCUS7042|CAD6998444.1|CCAP	LOC108101310|XP_017061101.1|DFIC
OG0006663	CCAP1982_LOCUS14938|CAD7006632.1|CCAP	LOC108093189|XP_017048638.1|DFIC
OG0006664	CCAP1982_LOCUS2839|CAD6994068.1|CCAP	LOC108099398|XP_017058393.1|DFIC
OG0006665	CCAP1982_LOCUS14792|CAD7006474.1|CCAP, CCAP1982_LOCUS14791|CAD7006473.1|CCAP	LOC108098983|XP_017057688.1|DFIC
OG0006666	CCAP1982_LOCUS22636|CAD7014647.1|CCAP	LOC108094768|XP_017051029.1|DFIC
OG0006667	CCAP1982_LOCUS11261|CAD7002788.1|CCAP	LOC108088241|XP_017041441.1|DFIC
OG0006668	CCAP1982_LOCUS7109|CAD6998521.1|CCAP	LOC108101615|XP_017061519.1|DFIC
OG0006669	CCAP1982_LOCUS14930|CAD7006623.1|CCAP	LOC108089333|XP_017043002.1|DFIC
OG0006671	CCAP1982_LOCUS14928|CAD7006621.1|CCAP	LOC108089472|XP_017043216.1|DFIC
OG0006672	CCAP1982_LOCUS11196|CAD7002721.1|CCAP	LOC108088970|XP_017042487.1|DFIC
OG0006673	CCAP1982_LOCUS13220|CAD7004831.1|CCAP	LOC108088985|XP_017042517.1|DFIC
OG0006674	CCAP1982_LOCUS11002|CAD7002513.1|CCAP	LOC108100192|XP_017059453.1|DFIC
OG0006675	CCAP1982_LOCUS7205|CAD6998634.1|CCAP	LOC108100155|XP_017059401.1|DFIC
OG0006677	CCAP1982_LOCUS14896|CAD7006582.1|CCAP	LOC108088996|XP_017042548.1|DFIC
OG0006678	CCAP1982_LOCUS13806|CAD7005446.1|CCAP	LOC108096396|XP_017053453.1|DFIC
OG0006679	CCAP1982_LOCUS11898|CAD7003444.1|CCAP	LOC108099124|XP_017057950.1|DFIC
OG0006680	CCAP1982_LOCUS2136|CAD6993319.1|CCAP	LOC108088507|XP_017041828.1|DFIC
OG0006681	CCAP1982_LOCUS14917|CAD7006607.1|CCAP	LOC108089470|XP_017043213.1|DFIC
OG0006682	CCAP1982_LOCUS14914|CAD7006604.1|CCAP	LOC108093198|XP_017048649.1|DFIC
OG0006683	CCAP1982_LOCUS14913|CAD7006602.1|CCAP	LOC108093092|XP_017048517.1|DFIC
OG0006684	CCAP1982_LOCUS14897|CAD7006585.1|CCAP	LOC108088995|XP_017042547.1|DFIC
OG0006686	CCAP1982_LOCUS11873|CAD7003417.1|CCAP	LOC108093077|XP_017048482.1|DFIC
OG0006688	CCAP1982_LOCUS12564|CAD7004144.1|CCAP	LOC108093036|XP_017048429.1|DFIC
OG0006689	CCAP1982_LOCUS11516|CAD7003053.1|CCAP	LOC108100241|XP_017059507.1|DFIC
OG0006690	CCAP1982_LOCUS3531|CAD6994800.1|CCAP	LOC108097964|XP_017056071.1|DFIC
OG0006692	CCAP1982_LOCUS14727|CAD7006407.1|CCAP	LOC108100595|XP_017060065.1|DFIC
OG0006693	CCAP1982_LOCUS14966|CAD7006664.1|CCAP	LOC108099113|XP_017057929.1|DFIC
OG0006695	CCAP1982_LOCUS11878|CAD7003422.1|CCAP	LOC108089042|XP_017042637.1|DFIC
OG0006696	CCAP1982_LOCUS9008|CAD7000530.1|CCAP	LOC108093445|XP_017049000.1|DFIC
OG0006697	CCAP1982_LOCUS11380|CAD7002912.1|CCAP	LOC108087440|XP_017040282.1|DFIC
OG0006698	CCAP1982_LOCUS11378|CAD7002909.1|CCAP	LOC108089388|XP_017043060.1|DFIC
OG0006699	CCAP1982_LOCUS12611|CAD7004192.1|CCAP	LOC108099081|XP_017057869.1|DFIC
OG0006700	CCAP1982_LOCUS14947|CAD7006642.1|CCAP	LOC108096364|XP_017053405.1|DFIC
OG0006701	CCAP1982_LOCUS23314|CAD7015370.1|CCAP	LOC108096932|XP_017054373.1|DFIC
OG0006702	CCAP1982_LOCUS11337|CAD7002868.1|CCAP	LOC108099161|XP_017057995.1|DFIC
OG0006703	CCAP1982_LOCUS11941|CAD7003491.1|CCAP	LOC108089631|XP_017043483.1|DFIC
OG0006705	CCAP1982_LOCUS7218|CAD6998650.1|CCAP	LOC108090479|XP_017044666.1|DFIC
OG0006706	CCAP1982_LOCUS22322|CAD7014324.1|CCAP	LOC108090845|XP_017045206.1|DFIC
OG0006707	CCAP1982_LOCUS21888|CAD7013871.1|CCAP	LOC108087710|XP_017040718.1|DFIC
OG0006708	CCAP1982_LOCUS600|CAD6991687.1|CCAP	LOC108097771|XP_017055786.1|DFIC
OG0006709	CCAP1982_LOCUS21316|CAD7013245.1|CCAP	LOC108091245|XP_017045846.1|DFIC
OG0006710	CCAP1982_LOCUS14796|CAD7006479.1|CCAP	LOC108093088|XP_017048505.1|DFIC
OG0006711	CCAP1982_LOCUS14801|CAD7006484.1|CCAP, CCAP1982_LOCUS14800|CAD7006483.1|CCAP, CCAP1982_LOCUS14799|CAD7006482.1|CCAP	LOC108093019|XP_017048412.1|DFIC
OG0006712	CCAP1982_LOCUS11065|CAD7002577.1|CCAP	LOC108099028|XP_017057766.1|DFIC
OG0006713	CCAP1982_LOCUS12231|CAD7003798.1|CCAP	LOC108099899|XP_017059046.1|DFIC
OG0006714	CCAP1982_LOCUS12230|CAD7003797.1|CCAP	LOC108099896|XP_017059043.1|DFIC
OG0006715	CCAP1982_LOCUS11732|CAD7003270.1|CCAP	LOC108093183|XP_017048627.1|DFIC
OG0006716	CCAP1982_LOCUS8575|CAD7000077.1|CCAP	LOC108092322|XP_017047346.1|DFIC
OG0006717	CCAP1982_LOCUS10793|CAD7002302.1|CCAP	LOC108089637|XP_017043492.1|DFIC
OG0006718	CCAP1982_LOCUS10791|CAD7002299.1|CCAP	LOC108089586|XP_017043432.1|DFIC
OG0006719	CCAP1982_LOCUS12921|CAD7004523.1|CCAP	LOC108100425|XP_017059817.1|DFIC
OG0006721	CCAP1982_LOCUS11809|CAD7003350.1|CCAP	LOC108089548|XP_017043373.1|DFIC
OG0006722	CCAP1982_LOCUS14832|CAD7006518.1|CCAP	LOC108089605|XP_017043454.1|DFIC
OG0006723	CCAP1982_LOCUS5763|CAD6997114.1|CCAP	LOC108088203|XP_017041394.1|DFIC
OG0006724	CCAP1982_LOCUS859|CAD6991972.1|CCAP	LOC108099572|XP_017058661.1|DFIC
OG0006725	CCAP1982_LOCUS21249|CAD7013178.1|CCAP	LOC108099344|XP_017058308.1|DFIC
OG0006726	CCAP1982_LOCUS4097|CAD6995379.1|CCAP	LOC108092031|XP_017046961.1|DFIC
OG0006727	CCAP1982_LOCUS855|CAD6991968.1|CCAP	LOC108099341|XP_017058306.1|DFIC
OG0006728	CCAP1982_LOCUS4866|CAD6996174.1|CCAP	LOC108099430|XP_017058450.1|DFIC
OG0006729	CCAP1982_LOCUS23305|CAD7015360.1|CCAP	LOC108096724|XP_017054053.1|DFIC
OG0006730	CCAP1982_LOCUS23307|CAD7015362.1|CCAP	LOC108096721|XP_017054050.1|DFIC
OG0006731	CCAP1982_LOCUS13323|CAD7004944.1|CCAP	LOC108088195|XP_017041384.1|DFIC
OG0006732	CCAP1982_LOCUS13216|CAD7004827.1|CCAP, CCAP1982_LOCUS13201|CAD7004812.1|CCAP	LOC108096207|XP_017053083.1|DFIC
OG0006733	CCAP1982_LOCUS10803|CAD7002312.1|CCAP	LOC108093041|XP_017048438.1|DFIC
OG0006734	CCAP1982_LOCUS10806|CAD7002315.1|CCAP	LOC108093145|XP_017048578.1|DFIC
OG0006735	CCAP1982_LOCUS13034|CAD7004639.1|CCAP	LOC108089014|XP_017042584.1|DFIC
OG0006736	CCAP1982_LOCUS13219|CAD7004830.1|CCAP	LOC108088988|XP_017042519.1|DFIC
OG0006737	CCAP1982_LOCUS12179|CAD7003743.1|CCAP	LOC108099970|XP_017059148.1|DFIC
OG0006738	CCAP1982_LOCUS12246|CAD7003813.1|CCAP	LOC108094751|XP_017050997.1|DFIC
OG0006739	CCAP1982_LOCUS11321|CAD7002852.1|CCAP	LOC108093100|XP_017048526.1|DFIC
OG0006740	CCAP1982_LOCUS10795|CAD7002305.1|CCAP	LOC108096297|XP_017053262.1|DFIC
OG0006741	CCAP1982_LOCUS10794|CAD7002304.1|CCAP	LOC108096296|XP_017053259.1|DFIC
OG0006742	CCAP1982_LOCUS4684|CAD6995974.1|CCAP	LOC108096944|XP_017054397.1|DFIC
OG0006743	CCAP1982_LOCUS6983|CAD6998383.1|CCAP	LOC108091530|XP_017046285.1|DFIC
OG0006744	CCAP1982_LOCUS13326|CAD7004947.1|CCAP	LOC108087468|XP_017040331.1|DFIC
OG0006745	CCAP1982_LOCUS902|CAD6992018.1|CCAP	LOC108102256|XP_017062495.1|DFIC
OG0006746	CCAP1982_LOCUS11201|CAD7002726.1|CCAP	LOC108089009|XP_017042574.1|DFIC
OG0006747	CCAP1982_LOCUS13041|CAD7004646.1|CCAP	LOC108089048|XP_017042645.1|DFIC
OG0006749	CCAP1982_LOCUS14919|CAD7006610.1|CCAP	LOC108100370|XP_017059700.1|DFIC
OG0006752	CCAP1982_LOCUS13058|CAD7004663.1|CCAP	LOC108099168|XP_017058016.1|DFIC
OG0006753	CCAP1982_LOCUS13065|CAD7004670.1|CCAP	LOC108099206|XP_017058074.1|DFIC
OG0006754	CCAP1982_LOCUS12574|CAD7004154.1|CCAP	LOC108099118|XP_017057937.1|DFIC
OG0006755	CCAP1982_LOCUS11812|CAD7003353.1|CCAP	LOC108099641|XP_017058763.1|DFIC
OG0006756	CCAP1982_LOCUS12567|CAD7004147.1|CCAP	LOC108093250|XP_017048715.1|DFIC
OG0006757	CCAP1982_LOCUS12568|CAD7004148.1|CCAP	LOC108093251|XP_017048716.1|DFIC
OG0006758	CCAP1982_LOCUS13299|CAD7004916.1|CCAP	LOC108099134|XP_017057962.1|DFIC
OG0006759	CCAP1982_LOCUS13042|CAD7004647.1|CCAP	LOC108099132|XP_017057960.1|DFIC
OG0006760	CCAP1982_LOCUS12975|CAD7004579.1|CCAP	LOC108093063|XP_017048461.1|DFIC
OG0006761	CCAP1982_LOCUS767|CAD6991875.1|CCAP	LOC108090176|XP_017044248.1|DFIC
OG0006763	CCAP1982_LOCUS23418|CAD7015479.1|CCAP	LOC108096909|XP_017054348.1|DFIC
OG0006764	CCAP1982_LOCUS19731|CAD7011644.1|CCAP	LOC108093881|XP_017049716.1|DFIC
OG0006765	CCAP1982_LOCUS22759|CAD7014789.1|CCAP	LOC108096890|XP_017054321.1|DFIC
OG0006766	CCAP1982_LOCUS12772|CAD7004360.1|CCAP	LOC108100504|XP_017059942.1|DFIC
OG0006767	CCAP1982_LOCUS13073|CAD7004679.1|CCAP	LOC108093187|XP_017048637.1|DFIC
OG0006768	CCAP1982_LOCUS13072|CAD7004678.1|CCAP	LOC108093185|XP_017048630.1|DFIC
OG0006769	CCAP1982_LOCUS13074|CAD7004680.1|CCAP	LOC108093186|XP_017048636.1|DFIC
OG0006770	CCAP1982_LOCUS11920|CAD7003467.1|CCAP	LOC108093255|XP_017048721.1|DFIC
OG0006772	CCAP1982_LOCUS21652|CAD7013598.1|CCAP	LOC108101601|XP_017061503.1|DFIC
OG0006773	CCAP1982_LOCUS12324|CAD7003894.1|CCAP	LOC108099067|XP_017057831.1|DFIC
OG0006774	CCAP1982_LOCUS14523|CAD7006195.1|CCAP	LOC108088905|XP_017042400.1|DFIC
OG0006775	CCAP1982_LOCUS14926|CAD7006618.1|CCAP	LOC108099900|XP_017059047.1|DFIC
OG0006776	CCAP1982_LOCUS11503|CAD7003040.1|CCAP	LOC108099893|XP_017059042.1|DFIC
OG0006777	CCAP1982_LOCUS11504|CAD7003041.1|CCAP	LOC108099962|XP_017059139.1|DFIC
OG0006778	CCAP1982_LOCUS11498|CAD7003035.1|CCAP	LOC108100099|XP_017059336.1|DFIC
OG0006779	CCAP1982_LOCUS12215|CAD7003779.1|CCAP	LOC108100601|XP_017060073.1|DFIC
OG0006780	CCAP1982_LOCUS12379|CAD7003956.1|CCAP	LOC108086984|XP_017039601.1|DFIC
OG0006781	CCAP1982_LOCUS11281|CAD7002811.1|CCAP	LOC108089044|XP_017042639.1|DFIC
OG0006782	CCAP1982_LOCUS10877|CAD7002384.1|CCAP	LOC108100724|XP_017060248.1|DFIC
OG0006783	CCAP1982_LOCUS7224|CAD6998659.1|CCAP	LOC108087623|XP_017040554.1|DFIC
OG0006784	CCAP1982_LOCUS10883|CAD7002390.1|CCAP	LOC108096311|XP_017053287.1|DFIC
OG0006785	CCAP1982_LOCUS7106|CAD6998518.1|CCAP	LOC108096801|XP_017054173.1|DFIC
OG0006786	CCAP1982_LOCUS21704|CAD7013662.1|CCAP	LOC108096613|XP_017053846.1|DFIC
OG0006787	CCAP1982_LOCUS14017|CAD7005660.1|CCAP	LOC108100501|XP_017059937.1|DFIC
OG0006788	CCAP1982_LOCUS14016|CAD7005659.1|CCAP	LOC108100503|XP_017059940.1|DFIC
OG0006791	CCAP1982_LOCUS10830|CAD7002344.1|CCAP	LOC108089406|XP_017043090.1|DFIC
OG0006792	CCAP1982_LOCUS11819|CAD7003360.1|CCAP	LOC108087427|XP_017040269.1|DFIC
OG0006793	CCAP1982_LOCUS11825|CAD7003366.1|CCAP	LOC108087420|XP_017040256.1|DFIC
OG0006794	CCAP1982_LOCUS22771|CAD7014803.1|CCAP	LOC108094293|XP_017050284.1|DFIC
OG0006795	CCAP1982_LOCUS11223|CAD7002749.1|CCAP	LOC108100649|XP_017060147.1|DFIC
OG0006796	CCAP1982_LOCUS13876|CAD7005516.1|CCAP	LOC108088919|XP_017042424.1|DFIC
OG0006797	CCAP1982_LOCUS23178|CAD7015230.1|CCAP	LOC108089170|XP_017042793.1|DFIC
OG0006798	CCAP1982_LOCUS11086|CAD7002600.1|CCAP	LOC108096063|XP_017052916.1|DFIC
OG0006799	CCAP1982_LOCUS11439|CAD7002976.1|CCAP	LOC108087492|XP_017040371.1|DFIC
OG0006800	CCAP1982_LOCUS14319|CAD7005982.1|CCAP	LOC108086940|XP_017039538.1|DFIC
OG0006802	CCAP1982_LOCUS22732|CAD7014758.1|CCAP	LOC108101885|XP_017061917.1|DFIC
OG0006803	CCAP1982_LOCUS22731|CAD7014754.1|CCAP	LOC108086377|XP_017038767.1|DFIC
OG0006804	CCAP1982_LOCUS12218|CAD7003782.1|CCAP	LOC108087565|XP_017040482.1|DFIC
OG0006805	CCAP1982_LOCUS21586|CAD7013526.1|CCAP	LOC108096696|XP_017054002.1|DFIC
OG0006806	CCAP1982_LOCUS10782|CAD7002290.1|CCAP	LOC108089501|XP_017043294.1|DFIC
OG0006808	CCAP1982_LOCUS22812|CAD7014845.1|CCAP	LOC108090501|XP_017044707.1|DFIC
OG0006809	CCAP1982_LOCUS11949|CAD7003499.1|CCAP	LOC108099193|XP_017058050.1|DFIC
OG0006810	CCAP1982_LOCUS12057|CAD7003613.1|CCAP	LOC108089488|XP_017043256.1|DFIC
OG0006811	CCAP1982_LOCUS12056|CAD7003612.1|CCAP	LOC108095694|XP_017052353.1|DFIC
OG0006812	CCAP1982_LOCUS11262|CAD7002791.1|CCAP	LOC108088999|XP_017042558.1|DFIC
OG0006813	CCAP1982_LOCUS21788|CAD7013763.1|CCAP	LOC108087175|XP_017039908.1|DFIC
OG0006814	CCAP1982_LOCUS11577|CAD7003114.1|CCAP	LOC108089525|XP_017043344.1|DFIC
OG0006815	CCAP1982_LOCUS11766|CAD7003305.1|CCAP	LOC108099136|XP_017057964.1|DFIC
OG0006816	CCAP1982_LOCUS11759|CAD7003298.1|CCAP	LOC108099157|XP_017057991.1|DFIC
OG0006817	CCAP1982_LOCUS11401|CAD7002935.1|CCAP	LOC108099734|XP_017058849.1|DFIC
OG0006820	CCAP1982_LOCUS11817|CAD7003358.1|CCAP	LOC108088870|XP_017042346.1|DFIC
OG0006822	CCAP1982_LOCUS7185|CAD6998610.1|CCAP	LOC108094876|XP_017051196.1|DFIC
OG0006823	CCAP1982_LOCUS12185|CAD7003749.1|CCAP	LOC108089550|XP_017043375.1|DFIC
OG0006825	CCAP1982_LOCUS12860|CAD7004454.1|CCAP, CCAP1982_LOCUS12847|CAD7004441.1|CCAP	LOC108095440|XP_017052038.1|DFIC
OG0006826	CCAP1982_LOCUS11999|CAD7003551.1|CCAP	LOC108089641|XP_017043497.1|DFIC
OG0006827	CCAP1982_LOCUS4679|CAD6995969.1|CCAP	LOC108098578|XP_017057107.1|DFIC
OG0006828	CCAP1982_LOCUS6487|CAD6997867.1|CCAP	LOC108089205|XP_017042844.1|DFIC
OG0006830	CCAP1982_LOCUS14923|CAD7006615.1|CCAP	LOC108100627|XP_017060117.1|DFIC
OG0006831	CCAP1982_LOCUS11877|CAD7003421.1|CCAP	LOC108089041|XP_017042635.1|DFIC
OG0006832	CCAP1982_LOCUS11240|CAD7002768.1|CCAP	LOC108089061|XP_017042659.1|DFIC
OG0006833	CCAP1982_LOCUS13013|CAD7004618.1|CCAP	LOC108093102|XP_017048528.1|DFIC
OG0006835	CCAP1982_LOCUS12992|CAD7004597.1|CCAP	LOC108096356|XP_017053394.1|DFIC
OG0006836	CCAP1982_LOCUS13163|CAD7004773.1|CCAP	LOC108099211|XP_017058077.1|DFIC
OG0006837	CCAP1982_LOCUS12319|CAD7003889.1|CCAP	LOC108100521|XP_017059969.1|DFIC
OG0006838	CCAP1982_LOCUS12084|CAD7003645.1|CCAP	LOC108087503|XP_017040387.1|DFIC
OG0006839	CCAP1982_LOCUS12316|CAD7003886.1|CCAP	LOC108100657|XP_017060157.1|DFIC
OG0006840	CCAP1982_LOCUS13320|CAD7004940.1|CCAP	LOC108094367|XP_017050399.1|DFIC
OG0006841	CCAP1982_LOCUS12909|CAD7004510.1|CCAP	LOC108096204|XP_017053079.1|DFIC
OG0006842	CCAP1982_LOCUS12429|CAD7004006.1|CCAP	LOC108099058|XP_017057821.1|DFIC
OG0006844	CCAP1982_LOCUS3657|CAD6994924.1|CCAP	LOC108087180|XP_017039921.1|DFIC
OG0006845	CCAP1982_LOCUS11172|CAD7002695.1|CCAP	LOC108100642|XP_017060134.1|DFIC
OG0006846	CCAP1982_LOCUS11858|CAD7003402.1|CCAP	LOC108093263|XP_017048731.1|DFIC
OG0006847	CCAP1982_LOCUS11863|CAD7003407.1|CCAP	LOC108093165|XP_017048606.1|DFIC
OG0006848	CCAP1982_LOCUS21649|CAD7013594.1|CCAP	LOC108087770|XP_017040789.1|DFIC
OG0006849	CCAP1982_LOCUS11226|CAD7002752.1|CCAP	LOC108088974|XP_017042506.1|DFIC
OG0006850	CCAP1982_LOCUS11227|CAD7002753.1|CCAP	LOC108089055|XP_017042653.1|DFIC
OG0006851	CCAP1982_LOCUS11230|CAD7002756.1|CCAP	LOC108089053|XP_017042650.1|DFIC
OG0006852	CCAP1982_LOCUS21610|CAD7013551.1|CCAP	LOC108096670|XP_017053933.1|DFIC
OG0006853	CCAP1982_LOCUS11843|CAD7003384.1|CCAP	LOC108088944|XP_017042456.1|DFIC
OG0006854	CCAP1982_LOCUS22284|CAD7014281.1|CCAP	LOC108090915|XP_017045327.1|DFIC
OG0006855	CCAP1982_LOCUS10776|CAD7002281.1|CCAP	LOC108089588|XP_017043435.1|DFIC
OG0006856	CCAP1982_LOCUS22764|CAD7014795.1|CCAP	LOC108086296|XP_017038677.1|DFIC
OG0006857	CCAP1982_LOCUS21317|CAD7013246.1|CCAP	LOC108099993|XP_017059178.1|DFIC
OG0006858	CCAP1982_LOCUS10960|CAD7002471.1|CCAP	LOC108096315|XP_017053301.1|DFIC
OG0006859	CCAP1982_LOCUS22323|CAD7014325.1|CCAP	LOC108101559|XP_017061449.1|DFIC
OG0006861	CCAP1982_LOCUS21574|CAD7013514.1|CCAP	LOC108096626|XP_017053861.1|DFIC
OG0006862	CCAP1982_LOCUS10905|CAD7002413.1|CCAP	LOC108093945|XP_017049826.1|DFIC
OG0006864	CCAP1982_LOCUS23199|CAD7015250.1|CCAP	LOC108096672|XP_017053940.1|DFIC
OG0006865	CCAP1982_LOCUS3034|CAD6994273.1|CCAP	LOC108092144|XP_017047148.1|DFIC
OG0006866	CCAP1982_LOCUS22599|CAD7014606.1|CCAP	LOC108096870|XP_017054286.1|DFIC
OG0006867	CCAP1982_LOCUS22612|CAD7014621.1|CCAP	LOC108093893|XP_017049738.1|DFIC
OG0006868	CCAP1982_LOCUS22611|CAD7014620.1|CCAP, CCAP1982_LOCUS22610|CAD7014619.1|CCAP	LOC108093891|XP_017049737.1|DFIC
OG0006869	CCAP1982_LOCUS21592|CAD7013533.1|CCAP	LOC108096526|XP_017053697.1|DFIC
OG0006870	CCAP1982_LOCUS23310|CAD7015365.1|CCAP, CCAP1982_LOCUS23311|CAD7015366.1|CCAP	LOC108096711|XP_017054034.1|DFIC
OG0006871	CCAP1982_LOCUS22386|CAD7014392.1|CCAP	LOC108101491|XP_017061337.1|DFIC
OG0006872	CCAP1982_LOCUS21203|CAD7013131.1|CCAP	LOC108101548|XP_017061430.1|DFIC
OG0006873	CCAP1982_LOCUS22163|CAD7014157.1|CCAP	LOC108087836|XP_017040899.1|DFIC
OG0006874	CCAP1982_LOCUS5573|CAD6996900.1|CCAP	LOC108096154|XP_017053028.1|DFIC
OG0006875	CCAP1982_LOCUS8282|CAD6999759.1|CCAP	LOC108096078|XP_017052928.1|DFIC
OG0006876	CCAP1982_LOCUS20496|CAD7012409.1|CCAP	LOC108090793|XP_017045129.1|DFIC
OG0006877	CCAP1982_LOCUS21126|CAD7013044.1|CCAP	LOC108091452|XP_017046140.1|DFIC
OG0006878	CCAP1982_LOCUS5602|CAD6996932.1|CCAP	LOC108088120|XP_017041263.1|DFIC
OG0006879	CCAP1982_LOCUS21394|CAD7013324.1|CCAP	LOC108090532|XP_017044744.1|DFIC
OG0006880	CCAP1982_LOCUS6974|CAD6998374.1|CCAP	LOC108098167|XP_017056388.1|DFIC
OG0006881	CCAP1982_LOCUS5325|CAD6996641.1|CCAP	LOC108090051|XP_017044046.1|DFIC
OG0006882	CCAP1982_LOCUS23304|CAD7015359.1|CCAP	LOC108096968|XP_017054434.1|DFIC
OG0006883	CCAP1982_LOCUS6145|CAD6997506.1|CCAP	LOC108093007|XP_017048398.1|DFIC
OG0006884	CCAP1982_LOCUS5398|CAD6996715.1|CCAP	LOC108092512|XP_017047620.1|DFIC
OG0006885	CCAP1982_LOCUS7946|CAD6999421.1|CCAP	LOC108100098|XP_017059332.1|DFIC
OG0006886	CCAP1982_LOCUS4026|CAD6995307.1|CCAP	LOC108091660|XP_017046457.1|DFIC
OG0006888	CCAP1982_LOCUS5625|CAD6996958.1|CCAP	LOC108089156|XP_017042768.1|DFIC
OG0006890	CCAP1982_LOCUS7413|CAD6998865.1|CCAP	LOC108089963|XP_017043945.1|DFIC
OG0006891	CCAP1982_LOCUS7414|CAD6998866.1|CCAP	LOC108093500|XP_017049079.1|DFIC
OG0006892	CCAP1982_LOCUS8684|CAD7000191.1|CCAP	LOC108091489|XP_017046201.1|DFIC
OG0006893	CCAP1982_LOCUS8688|CAD7000195.1|CCAP	LOC108091436|XP_017046124.1|DFIC
OG0006894	CCAP1982_LOCUS8689|CAD7000196.1|CCAP	LOC108091435|XP_017046123.1|DFIC
OG0006896	CCAP1982_LOCUS6215|CAD6997576.1|CCAP	LOC108086351|XP_017038740.1|DFIC
OG0006897	CCAP1982_LOCUS7852|CAD6999325.1|CCAP	LOC108097849|XP_017055868.1|DFIC
OG0006898	CCAP1982_LOCUS7032|CAD6998432.1|CCAP	LOC108096096|XP_017052958.1|DFIC
OG0006899	CCAP1982_LOCUS6975|CAD6998375.1|CCAP	LOC108092532|XP_017047646.1|DFIC
OG0006900	CCAP1982_LOCUS7278|CAD6998721.1|CCAP	LOC108095592|XP_017052244.1|DFIC
OG0006901	CCAP1982_LOCUS8472|CAD6999965.1|CCAP	LOC108091557|XP_017046318.1|DFIC
