Orthogroup	CCAP.longest_only	DBIA.longest_only
OG0007220	CCAP1982_LOCUS1421|CAD6992573.1|CCAP	LOC108032201|XP_016961548.1|DBIA
OG0007221	CCAP1982_LOCUS5051|CAD6996372.1|CCAP	LOC108025023|XP_016950767.1|DBIA
OG0007222	CCAP1982_LOCUS4924|CAD6996240.1|CCAP	LOC108026162|XP_016952384.1|DBIA
OG0007223	CCAP1982_LOCUS155|CAD6991217.1|CCAP	LOC108023870|XP_016949038.1|DBIA
OG0007224	CCAP1982_LOCUS4413|CAD6995706.1|CCAP	LOC108032086|XP_016961399.1|DBIA
OG0007225	CCAP1982_LOCUS240|CAD6991311.1|CCAP	LOC108031992|XP_016961275.1|DBIA
OG0007226	CCAP1982_LOCUS372|CAD6991446.1|CCAP	LOC108031500|XP_016960490.1|DBIA
OG0007227	CCAP1982_LOCUS12755|CAD7004337.1|CCAP	LOC108028821|XP_016956297.1|DBIA
OG0007228	CCAP1982_LOCUS12753|CAD7004335.1|CCAP	LOC108035626|XP_016966808.1|DBIA
OG0007229	CCAP1982_LOCUS2800|CAD6994023.1|CCAP	LOC108027257|XP_016954108.1|DBIA
OG0007230	CCAP1982_LOCUS4944|CAD6996261.1|CCAP	LOC108024858|XP_016950492.1|DBIA
OG0007231	CCAP1982_LOCUS802|CAD6991913.1|CCAP	LOC108031861|XP_016961104.1|DBIA
OG0007232	CCAP1982_LOCUS12462|CAD7004037.1|CCAP	LOC108034833|XP_016965434.1|DBIA
OG0007233	CCAP1982_LOCUS12465|CAD7004040.1|CCAP	LOC108035445|XP_016966569.1|DBIA
OG0007234	CCAP1982_LOCUS12468|CAD7004043.1|CCAP	LOC108034568|XP_016964988.1|DBIA
OG0007235	CCAP1982_LOCUS12480|CAD7004055.1|CCAP	LOC108035417|XP_016966528.1|DBIA
OG0007236	CCAP1982_LOCUS952|CAD6992072.1|CCAP	LOC108031221|XP_016959946.1|DBIA
OG0007237	CCAP1982_LOCUS86|CAD6991144.1|CCAP	LOC108031502|XP_016960493.1|DBIA
OG0007239	CCAP1982_LOCUS4425|CAD6995718.1|CCAP	LOC108032939|XP_016962500.1|DBIA
OG0007240	CCAP1982_LOCUS11582|CAD7003120.1|CCAP	LOC108023729|XP_016948859.1|DBIA
OG0007245	CCAP1982_LOCUS1858|CAD6993022.1|CCAP	LOC108025342|XP_016951265.1|DBIA
OG0007246	CCAP1982_LOCUS2224|CAD6993409.1|CCAP	LOC108027184|XP_016953974.1|DBIA
OG0007247	CCAP1982_LOCUS7138|CAD6998553.1|CCAP	LOC108036608|XP_016968358.1|DBIA
OG0007251	CCAP1982_LOCUS955|CAD6992075.1|CCAP	LOC108031601|XP_016960668.1|DBIA
OG0007252	CCAP1982_LOCUS4289|CAD6995579.1|CCAP	LOC108032122|XP_016961444.1|DBIA
OG0007253	CCAP1982_LOCUS12058|CAD7003616.1|CCAP	LOC108035314|XP_016966377.1|DBIA
OG0007254	CCAP1982_LOCUS645|CAD6991733.1|CCAP	LOC108025246|XP_016951089.1|DBIA
OG0007256	CCAP1982_LOCUS747|CAD6991848.1|CCAP	LOC108023818|XP_016948954.1|DBIA
OG0007257	CCAP1982_LOCUS5123|CAD6996451.1|CCAP	LOC108023824|XP_016948963.1|DBIA
OG0007258	CCAP1982_LOCUS259|CAD6991330.1|CCAP	LOC108023842|XP_016948979.1|DBIA
OG0007266	CCAP1982_LOCUS21|CAD6991072.1|CCAP	LOC108031566|XP_016960609.1|DBIA
OG0007267	CCAP1982_LOCUS22944|CAD7014986.1|CCAP	LOC108023915|XP_016949092.1|DBIA
OG0007268	CCAP1982_LOCUS19677|CAD7011588.1|CCAP	LOC108022682|XP_016947242.1|DBIA
OG0007270	CCAP1982_LOCUS5137|CAD6996468.1|CCAP	LOC108031434|XP_016960335.1|DBIA
OG0007271	CCAP1982_LOCUS84|CAD6991142.1|CCAP	LOC108026358|XP_016952753.1|DBIA
OG0007272	CCAP1982_LOCUS12889|CAD7004485.1|CCAP	LOC108028460|XP_016955805.1|DBIA
OG0007273	CCAP1982_LOCUS4633|CAD6995931.1|CCAP	LOC108024822|XP_016950441.1|DBIA
OG0007274	CCAP1982_LOCUS4273|CAD6995562.1|CCAP	LOC108031063|XP_016959758.1|DBIA
OG0007275	CCAP1982_LOCUS11313|CAD7002844.1|CCAP	LOC108035573|XP_016966733.1|DBIA
OG0007276	CCAP1982_LOCUS11322|CAD7002854.1|CCAP	LOC108035493|XP_016966633.1|DBIA
OG0007277	CCAP1982_LOCUS12267|CAD7003834.1|CCAP	LOC108030891|XP_016959553.1|DBIA
OG0007278	CCAP1982_LOCUS14983|CAD7006683.1|CCAP	LOC108030464|XP_016958852.1|DBIA
OG0007279	CCAP1982_LOCUS14984|CAD7006684.1|CCAP	LOC108035194|XP_016966173.1|DBIA
OG0007280	CCAP1982_LOCUS14986|CAD7006686.1|CCAP	LOC108028492|XP_016955855.1|DBIA
OG0007281	CCAP1982_LOCUS595|CAD6991682.1|CCAP	LOC108026270|XP_016952620.1|DBIA
OG0007282	CCAP1982_LOCUS594|CAD6991681.1|CCAP	LOC108026269|XP_016952619.1|DBIA
OG0007283	CCAP1982_LOCUS208|CAD6991277.1|CCAP	LOC108025083|XP_016950831.1|DBIA
OG0007284	CCAP1982_LOCUS3395|CAD6994660.1|CCAP	LOC108024613|XP_016950129.1|DBIA
OG0007287	CCAP1982_LOCUS7484|CAD6998937.1|CCAP	LOC108029234|XP_016956917.1|DBIA
OG0007290	CCAP1982_LOCUS587|CAD6991674.1|CCAP	LOC108025415|XP_016951389.1|DBIA
OG0007291	CCAP1982_LOCUS3528|CAD6994797.1|CCAP	LOC108032486|XP_016961798.1|DBIA
OG0007293	CCAP1982_LOCUS298|CAD6991368.1|CCAP	LOC108025393|XP_016951358.1|DBIA
OG0007294	CCAP1982_LOCUS1027|CAD6992149.1|CCAP	LOC108031831|XP_016961061.1|DBIA
OG0007295	CCAP1982_LOCUS3441|CAD6994706.1|CCAP	LOC108026072|XP_016952259.1|DBIA
OG0007296	CCAP1982_LOCUS1016|CAD6992137.1|CCAP	LOC108026281|XP_016952635.1|DBIA
OG0007297	CCAP1982_LOCUS4653|CAD6995944.1|CCAP	LOC108031343|XP_016960096.1|DBIA
OG0007298	CCAP1982_LOCUS4435|CAD6995730.1|CCAP	LOC108023823|XP_016948961.1|DBIA
OG0007299	CCAP1982_LOCUS5169|CAD6996501.1|CCAP	LOC108032065|XP_016961372.1|DBIA
OG0007300	CCAP1982_LOCUS379|CAD6991454.1|CCAP	LOC108024670|XP_016950231.1|DBIA
OG0007301	CCAP1982_LOCUS4540|CAD6995838.1|CCAP	LOC108027207|XP_016954008.1|DBIA
OG0007302	CCAP1982_LOCUS5045|CAD6996366.1|CCAP	LOC108032909|XP_016962462.1|DBIA
OG0007304	CCAP1982_LOCUS6553|CAD6997935.1|CCAP	LOC108032789|XP_016962283.1|DBIA
OG0007305	CCAP1982_LOCUS14100|CAD7005751.1|CCAP	LOC108028734|XP_016956189.1|DBIA
OG0007306	CCAP1982_LOCUS14101|CAD7005752.1|CCAP	LOC108028733|XP_016956188.1|DBIA
OG0007307	CCAP1982_LOCUS5065|CAD6996390.1|CCAP	LOC108024676|XP_016950235.1|DBIA
OG0007309	CCAP1982_LOCUS310|CAD6991383.1|CCAP	LOC108025438|XP_016951418.1|DBIA
OG0007310	CCAP1982_LOCUS309|CAD6991382.1|CCAP	LOC108026383|XP_016952792.1|DBIA
OG0007311	CCAP1982_LOCUS304|CAD6991375.1|CCAP	LOC108026246|XP_016952575.1|DBIA
OG0007316	CCAP1982_LOCUS997|CAD6992113.1|CCAP	LOC108031539|XP_016960565.1|DBIA
OG0007317	CCAP1982_LOCUS766|CAD6991874.1|CCAP	LOC108027170|XP_016953940.1|DBIA
OG0007318	CCAP1982_LOCUS765|CAD6991872.1|CCAP	LOC108027167|XP_016953934.1|DBIA
OG0007319	CCAP1982_LOCUS11203|CAD7002728.1|CCAP	LOC108035523|XP_016966680.1|DBIA
OG0007324	CCAP1982_LOCUS4825|CAD6996131.1|CCAP	LOC108027249|XP_016954092.1|DBIA
OG0007325	CCAP1982_LOCUS4878|CAD6996186.1|CCAP	LOC108032243|XP_016961596.1|DBIA
OG0007326	CCAP1982_LOCUS4843|CAD6996150.1|CCAP	LOC108027248|XP_016954089.1|DBIA
OG0007327	CCAP1982_LOCUS12605|CAD7004186.1|CCAP	LOC108035685|XP_016966889.1|DBIA
OG0007328	CCAP1982_LOCUS4824|CAD6996130.1|CCAP	LOC108026407|XP_016952822.1|DBIA
OG0007329	CCAP1982_LOCUS836|CAD6991948.1|CCAP	LOC108026378|XP_016952788.1|DBIA
OG0007333	CCAP1982_LOCUS5111|CAD6996439.1|CCAP	LOC108024083|XP_016949350.1|DBIA
OG0007335	CCAP1982_LOCUS14948|CAD7006643.1|CCAP	LOC108030266|XP_016958582.1|DBIA
OG0007336	CCAP1982_LOCUS256|CAD6991327.1|CCAP	LOC108028526|XP_016955941.1|DBIA
OG0007337	CCAP1982_LOCUS12036|CAD7003588.1|CCAP	LOC108035580|XP_016966739.1|DBIA
OG0007338	CCAP1982_LOCUS14978|CAD7006677.1|CCAP	LOC108035690|XP_016966897.1|DBIA
OG0007339	CCAP1982_LOCUS176|CAD6991240.1|CCAP	LOC108031744|XP_016960930.1|DBIA
OG0007340	CCAP1982_LOCUS5191|CAD6996523.1|CCAP	LOC108024313|XP_016949705.1|DBIA
OG0007341	CCAP1982_LOCUS4563|CAD6995862.1|CCAP	LOC108023812|XP_016948946.1|DBIA
OG0007342	CCAP1982_LOCUS5140|CAD6996471.1|CCAP	LOC108024828|XP_016950448.1|DBIA
OG0007343	CCAP1982_LOCUS426|CAD6991502.1|CCAP	LOC108026103|XP_016952292.1|DBIA
OG0007345	CCAP1982_LOCUS429|CAD6991505.1|CCAP	LOC108026101|XP_016952290.1|DBIA
OG0007346	CCAP1982_LOCUS12748|CAD7004329.1|CCAP	LOC108035652|XP_016966847.1|DBIA
OG0007351	CCAP1982_LOCUS13609|CAD7005252.1|CCAP	LOC108035198|XP_016966181.1|DBIA
OG0007352	CCAP1982_LOCUS21584|CAD7013524.1|CCAP	LOC108029388|XP_016957104.1|DBIA
OG0007353	CCAP1982_LOCUS1008|CAD6992129.1|CCAP	LOC108032893|XP_016962418.1|DBIA
OG0007354	CCAP1982_LOCUS20275|CAD7012173.1|CCAP	LOC108023209|XP_016947963.1|DBIA
OG0007355	CCAP1982_LOCUS558|CAD6991644.1|CCAP	LOC108027210|XP_016954013.1|DBIA
OG0007356	CCAP1982_LOCUS21381|CAD7013311.1|CCAP	LOC108036623|XP_016968383.1|DBIA
OG0007357	CCAP1982_LOCUS4455|CAD6995751.1|CCAP	LOC108027192|XP_016953983.1|DBIA
OG0007358	CCAP1982_LOCUS4816|CAD6996121.1|CCAP	LOC108026308|XP_016952681.1|DBIA
OG0007360	CCAP1982_LOCUS1890|CAD6993060.1|CCAP	LOC108031681|XP_016960813.1|DBIA
OG0007362	CCAP1982_LOCUS5554|CAD6996881.1|CCAP	LOC108033907|XP_016964062.1|DBIA
OG0007366	CCAP1982_LOCUS4415|CAD6995708.1|CCAP	LOC108032186|XP_016961531.1|DBIA
OG0007367	CCAP1982_LOCUS12741|CAD7004322.1|CCAP	LOC108035160|XP_016966105.1|DBIA
OG0007368	CCAP1982_LOCUS584|CAD6991671.1|CCAP	LOC108027388|XP_016954313.1|DBIA
OG0007369	CCAP1982_LOCUS4308|CAD6995601.1|CCAP	LOC108025276|XP_016951130.1|DBIA
OG0007370	CCAP1982_LOCUS22387|CAD7014393.1|CCAP	LOC108029685|XP_016957628.1|DBIA
OG0007371	CCAP1982_LOCUS3268|CAD6994524.1|CCAP	LOC108026320|XP_016952698.1|DBIA
OG0007372	CCAP1982_LOCUS246|CAD6991317.1|CCAP	LOC108031753|XP_016960948.1|DBIA
OG0007389	CCAP1982_LOCUS6401|CAD6997775.1|CCAP	LOC108033785|XP_016963879.1|DBIA
OG0007393	CCAP1982_LOCUS5062|CAD6996385.1|CCAP	LOC108026265|XP_016952614.1|DBIA
OG0007396	CCAP1982_LOCUS4566|CAD6995865.1|CCAP	LOC108023810|XP_016948943.1|DBIA
OG0007397	CCAP1982_LOCUS6480|CAD6997857.1|CCAP, CCAP1982_LOCUS6479|CAD6997856.1|CCAP	LOC108034982|XP_016965802.1|DBIA
OG0007398	CCAP1982_LOCUS20412|CAD7012318.1|CCAP	LOC108022989|XP_016947706.1|DBIA
OG0007402	CCAP1982_LOCUS4479|CAD6995775.1|CCAP	LOC108031761|XP_016960958.1|DBIA
OG0007403	CCAP1982_LOCUS4486|CAD6995782.1|CCAP	LOC108031520|XP_016960527.1|DBIA
OG0007404	CCAP1982_LOCUS4527|CAD6995824.1|CCAP	LOC108031497|XP_016960481.1|DBIA
OG0007405	CCAP1982_LOCUS686|CAD6991781.1|CCAP	LOC108026254|XP_016952597.1|DBIA
OG0007406	CCAP1982_LOCUS4363|CAD6995656.1|CCAP	LOC108027196|XP_016953991.1|DBIA
OG0007407	CCAP1982_LOCUS5431|CAD6996752.1|CCAP, CCAP1982_LOCUS5430|CAD6996751.1|CCAP	LOC108033717|XP_016963739.1|DBIA
OG0007408	CCAP1982_LOCUS14593|CAD7006269.1|CCAP	LOC108035918|XP_016967183.1|DBIA
OG0007409	CCAP1982_LOCUS7010|CAD6998410.1|CCAP	LOC108027842|XP_016954922.1|DBIA
OG0007413	CCAP1982_LOCUS23203|CAD7015255.1|CCAP	LOC108022565|XP_016947052.1|DBIA
OG0007419	CCAP1982_LOCUS2364|CAD6993552.1|CCAP, CCAP1982_LOCUS2363|CAD6993551.1|CCAP	LOC108024601|XP_016950104.1|DBIA
OG0007420	CCAP1982_LOCUS21572|CAD7013512.1|CCAP	LOC108029637|XP_016957529.1|DBIA
OG0007424	CCAP1982_LOCUS13372|CAD7004996.1|CCAP	LOC108028300|XP_016955512.1|DBIA
OG0007425	CCAP1982_LOCUS13380|CAD7005005.1|CCAP	LOC108030913|XP_016959591.1|DBIA
OG0007429	CCAP1982_LOCUS21051|CAD7012960.1|CCAP	LOC108029442|XP_016957179.1|DBIA
OG0007430	CCAP1982_LOCUS12596|CAD7004176.1|CCAP	LOC108030759|XP_016959304.1|DBIA
OG0007431	CCAP1982_LOCUS8214|CAD6999686.1|CCAP	LOC108027898|XP_016955006.1|DBIA
OG0007432	CCAP1982_LOCUS13753|CAD7005393.1|CCAP	LOC108030928|XP_016959611.1|DBIA
OG0007433	CCAP1982_LOCUS14013|CAD7005656.1|CCAP	LOC108028852|XP_016956325.1|DBIA
OG0007434	CCAP1982_LOCUS14025|CAD7005670.1|CCAP	LOC108030631|XP_016959124.1|DBIA
OG0007436	CCAP1982_LOCUS13811|CAD7005451.1|CCAP	LOC108028048|XP_016955176.1|DBIA
OG0007437	CCAP1982_LOCUS11674|CAD7003214.1|CCAP	LOC108035566|XP_016966724.1|DBIA
OG0007438	CCAP1982_LOCUS14461|CAD7006129.1|CCAP	LOC108028280|XP_016955474.1|DBIA
OG0007441	CCAP1982_LOCUS19618|CAD7011529.1|CCAP	LOC108030280|XP_016958595.1|DBIA
OG0007442	CCAP1982_LOCUS20522|CAD7012440.1|CCAP	LOC108023904|XP_016949081.1|DBIA
OG0007443	CCAP1982_LOCUS23350|CAD7015407.1|CCAP	LOC108022603|XP_016947127.1|DBIA
OG0007444	CCAP1982_LOCUS20645|CAD7012560.1|CCAP	LOC108022189|XP_016946531.1|DBIA
OG0007445	CCAP1982_LOCUS20644|CAD7012559.1|CCAP	LOC108022188|XP_016946530.1|DBIA
OG0007446	CCAP1982_LOCUS8283|CAD6999760.1|CCAP	LOC108033833|XP_016963949.1|DBIA
OG0007447	CCAP1982_LOCUS21118|CAD7013034.1|CCAP	LOC108033300|XP_016963058.1|DBIA
OG0007448	CCAP1982_LOCUS20471|CAD7012377.1|CCAP	LOC108036654|XP_016968423.1|DBIA
OG0007449	CCAP1982_LOCUS14049|CAD7005697.1|CCAP	LOC108030577|XP_016959002.1|DBIA
OG0007450	CCAP1982_LOCUS14048|CAD7005696.1|CCAP	LOC108033655|XP_016963578.1|DBIA
OG0007451	CCAP1982_LOCUS14097|CAD7005748.1|CCAP	LOC108030634|XP_016959130.1|DBIA
OG0007452	CCAP1982_LOCUS14095|CAD7005744.1|CCAP	LOC108030556|XP_016958940.1|DBIA
OG0007453	CCAP1982_LOCUS13360|CAD7004983.1|CCAP	LOC108028645|XP_016956058.1|DBIA
OG0007454	CCAP1982_LOCUS14676|CAD7006354.1|CCAP	LOC108030597|XP_016959066.1|DBIA
OG0007455	CCAP1982_LOCUS20521|CAD7012439.1|CCAP	LOC108026870|XP_016953546.1|DBIA
OG0007457	CCAP1982_LOCUS12756|CAD7004340.1|CCAP	LOC108031184|XP_016959896.1|DBIA
OG0007458	CCAP1982_LOCUS5439|CAD6996760.1|CCAP	LOC108022262|XP_016946646.1|DBIA
OG0007459	CCAP1982_LOCUS3176|CAD6994425.1|CCAP	LOC108031357|XP_016960116.1|DBIA
OG0007460	CCAP1982_LOCUS20640|CAD7012555.1|CCAP	LOC108022965|XP_016947676.1|DBIA
OG0007461	CCAP1982_LOCUS13456|CAD7005094.1|CCAP	LOC108028427|XP_016955746.1|DBIA
OG0007462	CCAP1982_LOCUS13453|CAD7005090.1|CCAP	LOC108035636|XP_016966826.1|DBIA
OG0007463	CCAP1982_LOCUS13451|CAD7005088.1|CCAP	LOC108034680|XP_016965110.1|DBIA
OG0007464	CCAP1982_LOCUS13457|CAD7005095.1|CCAP	LOC108028292|XP_016955492.1|DBIA
OG0007465	CCAP1982_LOCUS13881|CAD7005521.1|CCAP	LOC108034485|XP_016964879.1|DBIA
OG0007466	CCAP1982_LOCUS20263|CAD7012161.1|CCAP	LOC108030085|XP_016958212.1|DBIA
OG0007467	CCAP1982_LOCUS20270|CAD7012168.1|CCAP, CCAP1982_LOCUS20269|CAD7012167.1|CCAP	LOC108030432|XP_016958808.1|DBIA
OG0007468	CCAP1982_LOCUS20279|CAD7012177.1|CCAP	LOC108036570|XP_016968307.1|DBIA
OG0007469	CCAP1982_LOCUS14126|CAD7005777.1|CCAP	LOC108028576|XP_016955970.1|DBIA
OG0007470	CCAP1982_LOCUS13322|CAD7004943.1|CCAP	LOC108034330|XP_016964696.1|DBIA
OG0007471	CCAP1982_LOCUS19913|CAD7011803.1|CCAP	LOC108036497|XP_016968179.1|DBIA
OG0007473	CCAP1982_LOCUS14237|CAD7005897.1|CCAP	LOC108028710|XP_016956149.1|DBIA
OG0007474	CCAP1982_LOCUS20063|CAD7011952.1|CCAP	LOC108036553|XP_016968276.1|DBIA
OG0007475	CCAP1982_LOCUS15011|CAD7006712.1|CCAP	LOC108028545|XP_016955932.1|DBIA
OG0007478	CCAP1982_LOCUS5617|CAD6996949.1|CCAP	LOC108034045|XP_016964281.1|DBIA
OG0007480	CCAP1982_LOCUS4811|CAD6996116.1|CCAP	LOC108026332|XP_016952724.1|DBIA
OG0007481	CCAP1982_LOCUS11111|CAD7002627.1|CCAP	LOC108035210|XP_016966209.1|DBIA
OG0007482	CCAP1982_LOCUS8868|CAD7000393.1|CCAP	LOC108036156|XP_016967637.1|DBIA
OG0007483	CCAP1982_LOCUS20545|CAD7012465.1|CCAP	LOC108023019|XP_016947743.1|DBIA
OG0007487	CCAP1982_LOCUS10387|CAD7001900.1|CCAP	LOC108036027|XP_016967450.1|DBIA
OG0007488	CCAP1982_LOCUS14240|CAD7005900.1|CCAP	LOC108028420|XP_016955737.1|DBIA
OG0007489	CCAP1982_LOCUS175|CAD6991238.1|CCAP	LOC108031745|XP_016960932.1|DBIA
OG0007492	CCAP1982_LOCUS20210|CAD7012111.1|CCAP	LOC108030227|XP_016958506.1|DBIA
OG0007494	CCAP1982_LOCUS5739|CAD6997086.1|CCAP	LOC108034261|XP_016964611.1|DBIA
OG0007496	CCAP1982_LOCUS13434|CAD7005069.1|CCAP	LOC108028731|XP_016956183.1|DBIA
OG0007498	CCAP1982_LOCUS12278|CAD7003847.1|CCAP	LOC108035166|XP_016966116.1|DBIA
OG0007499	CCAP1982_LOCUS13350|CAD7004972.1|CCAP	LOC108030812|XP_016959400.1|DBIA
OG0007500	CCAP1982_LOCUS13351|CAD7004973.1|CCAP	LOC108030813|XP_016959402.1|DBIA
OG0007501	CCAP1982_LOCUS14638|CAD7006316.1|CCAP	LOC108030830|XP_016959439.1|DBIA
OG0007502	CCAP1982_LOCUS19404|CAD7011297.1|CCAP	LOC108024210|XP_016949559.1|DBIA
OG0007503	CCAP1982_LOCUS20514|CAD7012431.1|CCAP	LOC108027918|XP_016955030.1|DBIA
OG0007505	CCAP1982_LOCUS14226|CAD7005884.1|CCAP	LOC108035544|XP_016966702.1|DBIA
OG0007507	CCAP1982_LOCUS8510|CAD7000004.1|CCAP	LOC108033897|XP_016964042.1|DBIA
OG0007508	CCAP1982_LOCUS8172|CAD6999638.1|CCAP	LOC108032727|XP_016962196.1|DBIA
OG0007509	CCAP1982_LOCUS5697|CAD6997039.1|CCAP	LOC108032675|XP_016962133.1|DBIA
OG0007510	CCAP1982_LOCUS19758|CAD7011673.1|CCAP	LOC108029615|XP_016957489.1|DBIA
OG0007511	CCAP1982_LOCUS6512|CAD6997893.1|CCAP	LOC108032779|XP_016962270.1|DBIA
OG0007512	CCAP1982_LOCUS5564|CAD6996891.1|CCAP	LOC108031522|XP_016960532.1|DBIA
OG0007513	CCAP1982_LOCUS7496|CAD6998949.1|CCAP	LOC108029276|XP_016956964.1|DBIA
OG0007514	CCAP1982_LOCUS14922|CAD7006614.1|CCAP	LOC108035131|XP_016966061.1|DBIA
OG0007515	CCAP1982_LOCUS7417|CAD6998870.1|CCAP	LOC108034345|XP_016964716.1|DBIA
OG0007516	CCAP1982_LOCUS8596|CAD7000098.1|CCAP	LOC108033648|XP_016963572.1|DBIA
OG0007517	CCAP1982_LOCUS14254|CAD7005915.1|CCAP	LOC108028507|XP_016955878.1|DBIA
OG0007518	CCAP1982_LOCUS19471|CAD7011369.1|CCAP	LOC108026814|XP_016953468.1|DBIA
OG0007519	CCAP1982_LOCUS20370|CAD7012274.1|CCAP	LOC108022886|XP_016947573.1|DBIA
OG0007523	CCAP1982_LOCUS20857|CAD7012753.1|CCAP	LOC108030272|XP_016958586.1|DBIA
OG0007524	CCAP1982_LOCUS7012|CAD6998412.1|CCAP	LOC108027844|XP_016954923.1|DBIA
OG0007525	CCAP1982_LOCUS5816|CAD6997174.1|CCAP	LOC108032796|XP_016962291.1|DBIA
OG0007526	CCAP1982_LOCUS4929|CAD6996246.1|CCAP	LOC108026186|XP_016952464.1|DBIA
OG0007527	CCAP1982_LOCUS12805|CAD7004395.1|CCAP	LOC108034918|XP_016965660.1|DBIA
OG0007528	CCAP1982_LOCUS19840|CAD7011726.1|CCAP	LOC108029515|XP_016957301.1|DBIA
OG0007529	CCAP1982_LOCUS21087|CAD7012996.1|CCAP	LOC108022794|XP_016947412.1|DBIA
OG0007531	CCAP1982_LOCUS20805|CAD7012698.1|CCAP	LOC108029325|XP_016957008.1|DBIA
OG0007532	CCAP1982_LOCUS19762|CAD7011677.1|CCAP	LOC108023063|XP_016947800.1|DBIA
OG0007533	CCAP1982_LOCUS13590|CAD7005231.1|CCAP, CCAP1982_LOCUS13601|CAD7005244.1|CCAP	LOC108030833|XP_016959446.1|DBIA
OG0007534	CCAP1982_LOCUS11682|CAD7003221.1|CCAP	LOC108035689|XP_016966896.1|DBIA
OG0007535	CCAP1982_LOCUS13588|CAD7005228.1|CCAP	LOC108028041|XP_016955168.1|DBIA
OG0007536	CCAP1982_LOCUS5088|CAD6996415.1|CCAP	LOC108024798|XP_016950407.1|DBIA
OG0007537	CCAP1982_LOCUS13581|CAD7005221.1|CCAP	LOC108034937|XP_016965689.1|DBIA
OG0007538	CCAP1982_LOCUS13577|CAD7005217.1|CCAP	LOC108035254|XP_016966286.1|DBIA
OG0007539	CCAP1982_LOCUS7627|CAD6999081.1|CCAP	LOC108033977|XP_016964184.1|DBIA
OG0007540	CCAP1982_LOCUS2246|CAD6993431.1|CCAP	LOC108025287|XP_016951157.1|DBIA
OG0007541	CCAP1982_LOCUS19874|CAD7011762.1|CCAP	LOC108029750|XP_016957733.1|DBIA
OG0007542	CCAP1982_LOCUS19378|CAD7011270.1|CCAP	LOC108036426|XP_016968043.1|DBIA
OG0007543	CCAP1982_LOCUS10549|CAD7002061.1|CCAP	LOC108024901|XP_016950556.1|DBIA
OG0007544	CCAP1982_LOCUS14155|CAD7005809.1|CCAP	LOC108035502|XP_016966646.1|DBIA
OG0007546	CCAP1982_LOCUS432|CAD6991513.1|CCAP	LOC108025550|XP_016951571.1|DBIA
OG0007548	CCAP1982_LOCUS12766|CAD7004350.1|CCAP	LOC108030171|XP_016958413.1|DBIA
OG0007549	CCAP1982_LOCUS11797|CAD7003337.1|CCAP	LOC108030892|XP_016959557.1|DBIA
OG0007550	CCAP1982_LOCUS13435|CAD7005070.1|CCAP	LOC108035303|XP_016966361.1|DBIA
OG0007551	CCAP1982_LOCUS7124|CAD6998537.1|CCAP	LOC108029554|XP_016957364.1|DBIA
OG0007552	CCAP1982_LOCUS6880|CAD6998271.1|CCAP	LOC108028966|XP_016956495.1|DBIA
OG0007553	CCAP1982_LOCUS7357|CAD6998808.1|CCAP	LOC108027923|XP_016955036.1|DBIA
OG0007554	CCAP1982_LOCUS14423|CAD7006091.1|CCAP	LOC108035442|XP_016966565.1|DBIA
OG0007555	CCAP1982_LOCUS20383|CAD7012287.1|CCAP	LOC108022573|XP_016947079.1|DBIA
OG0007556	CCAP1982_LOCUS19480|CAD7011379.1|CCAP	LOC108026940|XP_016953642.1|DBIA
OG0007557	CCAP1982_LOCUS19482|CAD7011381.1|CCAP	LOC108026885|XP_016953574.1|DBIA
OG0007558	CCAP1982_LOCUS20456|CAD7012362.1|CCAP	LOC108022870|XP_016947537.1|DBIA
OG0007559	CCAP1982_LOCUS6873|CAD6998264.1|CCAP	LOC108036798|XP_016968634.1|DBIA
OG0007560	CCAP1982_LOCUS13687|CAD7005327.1|CCAP	LOC108028571|XP_016955967.1|DBIA
OG0007562	CCAP1982_LOCUS13499|CAD7005137.1|CCAP	LOC108035089|XP_016965998.1|DBIA
OG0007563	CCAP1982_LOCUS14195|CAD7005852.1|CCAP	LOC108028721|XP_016956168.1|DBIA
OG0007564	CCAP1982_LOCUS14390|CAD7006055.1|CCAP	LOC108028599|XP_016956006.1|DBIA
OG0007565	CCAP1982_LOCUS3495|CAD6994763.1|CCAP	LOC108026263|XP_016952611.1|DBIA
OG0007566	CCAP1982_LOCUS20228|CAD7012130.1|CCAP	LOC108022461|XP_016946858.1|DBIA
OG0007567	CCAP1982_LOCUS3798|CAD6995075.1|CCAP	LOC108026423|XP_016952841.1|DBIA
OG0007568	CCAP1982_LOCUS19435|CAD7011330.1|CCAP	LOC108029498|XP_016957269.1|DBIA
OG0007569	CCAP1982_LOCUS19429|CAD7011324.1|CCAP	LOC108026792|XP_016953442.1|DBIA
OG0007570	CCAP1982_LOCUS19431|CAD7011326.1|CCAP	LOC108029497|XP_016957266.1|DBIA
OG0007571	CCAP1982_LOCUS19436|CAD7011331.1|CCAP	LOC108029759|XP_016957748.1|DBIA
OG0007572	CCAP1982_LOCUS21156|CAD7013079.1|CCAP	LOC108033652|XP_016963576.1|DBIA
OG0007573	CCAP1982_LOCUS20390|CAD7012294.1|CCAP	LOC108036507|XP_016968199.1|DBIA
OG0007574	CCAP1982_LOCUS21235|CAD7013164.1|CCAP	LOC108022550|XP_016947024.1|DBIA
OG0007575	CCAP1982_LOCUS20488|CAD7012400.1|CCAP	LOC108030224|XP_016958497.1|DBIA
