Orthogroup	CCAP.longest_only	CQUI.longest_only
OG0005360	CCAP1982_LOCUS13493|CAD7005131.1|CCAP	LOC6041565|XP_001850810.2|CQUI
OG0005361	CCAP1982_LOCUS7909|CAD6999383.1|CCAP	LOC6042254|XP_038113703.1|CQUI
OG0005362	CCAP1982_LOCUS5553|CAD6996880.1|CCAP	LOC6042238|XP_001851376.2|CQUI
OG0005363	CCAP1982_LOCUS7758|CAD6999224.1|CCAP	LOC6031399|XP_001842208.2|CQUI
OG0005364	CCAP1982_LOCUS23330|CAD7015386.1|CCAP	LOC6031999|XP_038112672.1|CQUI
OG0005365	CCAP1982_LOCUS5659|CAD6996998.1|CCAP	LOC6031977|XP_038109516.1|CQUI
OG0005367	CCAP1982_LOCUS5642|CAD6996977.1|CCAP	LOC6037028|XP_038108744.1|CQUI
OG0005368	CCAP1982_LOCUS1327|CAD6992473.1|CCAP	LOC6037027|XP_038108747.1|CQUI
OG0005369	CCAP1982_LOCUS7027|CAD6998427.1|CCAP	LOC6037024|XP_001846987.2|CQUI
OG0005370	CCAP1982_LOCUS7078|CAD6998485.1|CCAP	LOC6037025|XP_038109662.1|CQUI
OG0005371	CCAP1982_LOCUS7077|CAD6998483.1|CCAP	LOC6037023|XP_038112378.1|CQUI
OG0005373	CCAP1982_LOCUS5567|CAD6996894.1|CCAP	LOC6036997|XP_001846962.2|CQUI
OG0005374	CCAP1982_LOCUS7901|CAD6999374.1|CCAP	LOC6036642|XP_001846666.1|CQUI
OG0005375	CCAP1982_LOCUS7900|CAD6999373.1|CCAP	LOC6036693|XP_038111713.1|CQUI
OG0005376	CCAP1982_LOCUS8162|CAD6999630.1|CCAP	LOC6031853|XP_038111113.1|CQUI
OG0005377	CCAP1982_LOCUS14730|CAD7006410.1|CCAP	LOC6043728|XP_001861349.2|CQUI
OG0005378	CCAP1982_LOCUS8905|CAD7000429.1|CCAP	LOC6045098|XP_038106924.1|CQUI
OG0005379	CCAP1982_LOCUS6978|CAD6998378.1|CCAP	LOC6045093|XP_001862503.2|CQUI
OG0005380	CCAP1982_LOCUS8888|CAD7000412.1|CCAP	LOC6054497|XP_038109536.1|CQUI
OG0005381	CCAP1982_LOCUS7611|CAD6999065.1|CCAP	LOC6035241|XP_038109478.1|CQUI
OG0005382	CCAP1982_LOCUS7990|CAD6999466.1|CCAP, CCAP1982_LOCUS7993|CAD6999469.1|CCAP	LOC6035244|XP_038107712.1|CQUI
OG0005383	CCAP1982_LOCUS12896|CAD7004496.1|CCAP	LOC6035265|XP_001845487.1|CQUI
OG0005385	CCAP1982_LOCUS20897|CAD7012796.1|CCAP	LOC6033209|XP_038110270.1|CQUI
OG0005386	CCAP1982_LOCUS21548|CAD7013486.1|CCAP	LOC6049130|XP_038107755.1|CQUI
OG0005387	CCAP1982_LOCUS3748|CAD6995017.1|CCAP	LOC6042130|XP_038111881.1|CQUI
OG0005388	CCAP1982_LOCUS6864|CAD6998255.1|CCAP	LOC6040865|XP_001850195.2|CQUI
OG0005389	CCAP1982_LOCUS6809|CAD6998193.1|CCAP	LOC6041517|XP_038111106.1|CQUI
OG0005390	CCAP1982_LOCUS8462|CAD6999955.1|CCAP	LOC119765008|XP_038109151.1|CQUI
OG0005391	CCAP1982_LOCUS8464|CAD6999957.1|CCAP	LOC6036654|XP_038109153.1|CQUI
OG0005392	CCAP1982_LOCUS7046|CAD6998448.1|CCAP	LOC6036672|XP_001846682.1|CQUI
OG0005393	CCAP1982_LOCUS3990|CAD6995269.1|CCAP	LOC6036677|XP_001846685.1|CQUI
OG0005394	CCAP1982_LOCUS9164|CAD7000690.1|CCAP	LOC6046031|XP_038106360.1|CQUI
OG0005395	CCAP1982_LOCUS8678|CAD7000185.1|CCAP	LOC6044529|XP_038110265.1|CQUI
OG0005396	CCAP1982_LOCUS6950|CAD6998349.1|CCAP	LOC6031736|XP_038108574.1|CQUI
OG0005397	CCAP1982_LOCUS6952|CAD6998351.1|CCAP	LOC6031742|XP_038113634.1|CQUI
OG0005398	CCAP1982_LOCUS5046|CAD6996367.1|CCAP	LOC6033182|XP_038109136.1|CQUI
OG0005399	CCAP1982_LOCUS22132|CAD7014126.1|CCAP	LOC6048997|XP_038108498.1|CQUI
OG0005400	CCAP1982_LOCUS22553|CAD7014552.1|CCAP	LOC6043175|XP_038112997.1|CQUI
OG0005401	CCAP1982_LOCUS8819|CAD7000336.1|CCAP	LOC6050427|XP_038110806.1|CQUI
OG0005402	CCAP1982_LOCUS8820|CAD7000337.1|CCAP	LOC6050417|XP_001867034.1|CQUI
OG0005403	CCAP1982_LOCUS8823|CAD7000340.1|CCAP	LOC6050420|XP_001867036.1|CQUI
OG0005404	CCAP1982_LOCUS8822|CAD7000339.1|CCAP	LOC6048410|XP_038108122.1|CQUI
OG0005408	CCAP1982_LOCUS8272|CAD6999749.1|CCAP	LOC6033110|XP_001843605.2|CQUI
OG0005409	CCAP1982_LOCUS8121|CAD6999598.1|CCAP	LOC6033128|XP_038107972.1|CQUI
OG0005411	CCAP1982_LOCUS21262|CAD7013191.1|CCAP	LOC6042106|XP_001851257.2|CQUI
OG0005412	CCAP1982_LOCUS21257|CAD7013186.1|CCAP	LOC6042110|XP_001851260.2|CQUI
OG0005413	CCAP1982_LOCUS23120|CAD7015167.1|CCAP	LOC6042115|XP_038110888.1|CQUI
OG0005416	CCAP1982_LOCUS21690|CAD7013646.1|CCAP	LOC6031745|XP_038109541.1|CQUI
OG0005417	CCAP1982_LOCUS7662|CAD6999118.1|CCAP	LOC6036171|XP_001846255.2|CQUI
OG0005418	CCAP1982_LOCUS7668|CAD6999124.1|CCAP	LOC6038626|XP_001848400.2|CQUI
OG0005419	CCAP1982_LOCUS5649|CAD6996987.1|CCAP	LOC6038616|XP_001848391.1|CQUI
OG0005420	CCAP1982_LOCUS6505|CAD6997886.1|CCAP, CCAP1982_LOCUS6503|CAD6997884.1|CCAP	LOC6033756|XP_038111663.1|CQUI
OG0005421	CCAP1982_LOCUS8431|CAD6999920.1|CCAP	LOC119768039|XP_038114270.1|CQUI
OG0005423	CCAP1982_LOCUS5752|CAD6997100.1|CCAP	LOC6033276|XP_038107433.1|CQUI
OG0005424	CCAP1982_LOCUS22079|CAD7014071.1|CCAP	LOC6033265|XP_038110775.1|CQUI
OG0005426	CCAP1982_LOCUS7102|CAD6998514.1|CCAP	LOC6041536|XP_038109173.1|CQUI
OG0005428	CCAP1982_LOCUS8973|CAD7000495.1|CCAP	LOC6037539|XP_038113714.1|CQUI
OG0005429	CCAP1982_LOCUS6509|CAD6997890.1|CCAP	LOC6037541|XP_001847441.1|CQUI
OG0005430	CCAP1982_LOCUS6508|CAD6997889.1|CCAP	LOC6037542|XP_038111124.1|CQUI
OG0005431	CCAP1982_LOCUS9057|CAD7000583.1|CCAP	LOC6046680|XP_038112810.1|CQUI
OG0005432	CCAP1982_LOCUS5447|CAD6996771.1|CCAP	LOC6043019|XP_001854652.2|CQUI
OG0005433	CCAP1982_LOCUS23193|CAD7015243.1|CCAP	LOC6041589|XP_038113510.1|CQUI
OG0005434	CCAP1982_LOCUS6158|CAD6997519.1|CCAP	LOC6038922|XP_038110157.1|CQUI
OG0005435	CCAP1982_LOCUS5442|CAD6996764.1|CCAP	LOC6038921|XP_038111655.1|CQUI
OG0005436	CCAP1982_LOCUS5443|CAD6996765.1|CCAP	LOC6038920|XP_038111654.1|CQUI
OG0005437	CCAP1982_LOCUS4214|CAD6995501.1|CCAP	LOC6032914|XP_038111912.1|CQUI
OG0005438	CCAP1982_LOCUS8683|CAD7000190.1|CCAP	LOC6044240|XP_038107781.1|CQUI
OG0005440	CCAP1982_LOCUS8728|CAD7000236.1|CCAP	LOC6053907|XP_038111454.1|CQUI
OG0005441	CCAP1982_LOCUS6754|CAD6998143.1|CCAP	LOC6049453|XP_038110318.1|CQUI
OG0005442	CCAP1982_LOCUS8810|CAD7000327.1|CCAP	LOC6031916|XP_001842557.2|CQUI
OG0005443	CCAP1982_LOCUS5728|CAD6997076.1|CCAP	LOC6031864|XP_001842565.1|CQUI
OG0005444	CCAP1982_LOCUS7383|CAD6998834.1|CCAP	LOC6031889|XP_038111792.1|CQUI
OG0005445	CCAP1982_LOCUS7933|CAD6999407.1|CCAP	LOC6034903|XP_038107543.1|CQUI
OG0005446	CCAP1982_LOCUS8833|CAD7000351.1|CCAP	LOC6034897|XP_038107065.1|CQUI
OG0005447	CCAP1982_LOCUS7846|CAD6999319.1|CCAP	LOC6049725|XP_001866436.2|CQUI
OG0005448	CCAP1982_LOCUS21365|CAD7013294.1|CCAP	LOC6036456|XP_038109074.1|CQUI
OG0005450	CCAP1982_LOCUS7008|CAD6998408.1|CCAP	LOC6036464|XP_001846514.1|CQUI
OG0005451	CCAP1982_LOCUS7620|CAD6999074.1|CCAP	LOC6039116|XP_038107170.1|CQUI
OG0005452	CCAP1982_LOCUS7156|CAD6998577.1|CCAP	LOC6034398|XP_038110460.1|CQUI
OG0005453	CCAP1982_LOCUS250|CAD6991321.1|CCAP	LOC6048199|XP_038107092.1|CQUI
OG0005454	CCAP1982_LOCUS8338|CAD6999827.1|CCAP	LOC6038877|XP_001848576.2|CQUI
OG0005455	CCAP1982_LOCUS22813|CAD7014846.1|CCAP	LOC6038892|XP_038113598.1|CQUI
OG0005456	CCAP1982_LOCUS5827|CAD6997187.1|CCAP, CCAP1982_LOCUS5826|CAD6997186.1|CCAP	LOC6038897|XP_038107322.1|CQUI
OG0005457	CCAP1982_LOCUS5832|CAD6997192.1|CCAP	LOC6038903|XP_001848602.1|CQUI
OG0005458	CCAP1982_LOCUS8565|CAD7000062.1|CCAP	LOC6036344|XP_038108265.1|CQUI
OG0005459	CCAP1982_LOCUS7844|CAD6999317.1|CCAP, CCAP1982_LOCUS7845|CAD6999318.1|CCAP	LOC6049728|XP_001866440.2|CQUI
OG0005460	CCAP1982_LOCUS8484|CAD6999979.1|CCAP	LOC6038007|XP_001847854.1|CQUI
OG0005461	CCAP1982_LOCUS5846|CAD6997208.1|CCAP	LOC6036434|XP_001846487.1|CQUI
OG0005462	CCAP1982_LOCUS5848|CAD6997210.1|CCAP	LOC6036435|XP_001846488.1|CQUI
OG0005463	CCAP1982_LOCUS13791|CAD7005430.1|CCAP	LOC6036438|XP_001846485.2|CQUI
OG0005464	CCAP1982_LOCUS5843|CAD6997205.1|CCAP	LOC6046640|XP_038107917.1|CQUI
OG0005465	CCAP1982_LOCUS5833|CAD6997193.1|CCAP	LOC6046636|XP_038107123.1|CQUI
OG0005466	CCAP1982_LOCUS5831|CAD6997191.1|CCAP	LOC6034892|XP_001845160.1|CQUI
OG0005467	CCAP1982_LOCUS775|CAD6991884.1|CCAP	LOC6054133|XP_038110565.1|CQUI
OG0005469	CCAP1982_LOCUS5526|CAD6996850.1|CCAP	LOC6037907|XP_001847767.2|CQUI
OG0005470	CCAP1982_LOCUS5524|CAD6996848.1|CCAP	LOC6037906|XP_001847766.2|CQUI
OG0005471	CCAP1982_LOCUS8604|CAD7000106.1|CCAP	LOC6037905|XP_001847765.2|CQUI
OG0005472	CCAP1982_LOCUS8605|CAD7000110.1|CCAP	LOC6037904|XP_038110309.1|CQUI
OG0005473	CCAP1982_LOCUS8028|CAD6999504.1|CCAP	LOC6047237|XP_001864320.1|CQUI
OG0005474	CCAP1982_LOCUS8512|CAD7000007.1|CCAP	LOC6035772|XP_001845898.2|CQUI
OG0005475	CCAP1982_LOCUS8513|CAD7000008.1|CCAP	LOC6035774|XP_001845899.2|CQUI
OG0005476	CCAP1982_LOCUS22700|CAD7014721.1|CCAP	LOC6035775|XP_001845900.2|CQUI
OG0005477	CCAP1982_LOCUS11778|CAD7003317.1|CCAP	LOC6035781|XP_038109676.1|CQUI
OG0005478	CCAP1982_LOCUS9156|CAD7000682.1|CCAP	LOC6035786|XP_001845910.2|CQUI
OG0005479	CCAP1982_LOCUS9157|CAD7000683.1|CCAP	LOC6035787|XP_038112748.1|CQUI
OG0005480	CCAP1982_LOCUS9158|CAD7000684.1|CCAP	LOC6035788|XP_001845912.1|CQUI
OG0005481	CCAP1982_LOCUS9152|CAD7000678.1|CCAP	LOC6038905|XP_038109770.1|CQUI
OG0005482	CCAP1982_LOCUS9150|CAD7000676.1|CCAP	LOC6038912|XP_038107107.1|CQUI
OG0005483	CCAP1982_LOCUS4912|CAD6996225.1|CCAP	LOC6038913|XP_038113061.1|CQUI
OG0005485	CCAP1982_LOCUS22512|CAD7014511.1|CCAP	LOC6047907|XP_038108001.1|CQUI
OG0005486	CCAP1982_LOCUS22543|CAD7014542.1|CCAP	LOC6036134|XP_001846227.2|CQUI
OG0005487	CCAP1982_LOCUS20898|CAD7012798.1|CCAP	LOC6033296|XP_038113475.1|CQUI
OG0005488	CCAP1982_LOCUS23408|CAD7015468.1|CCAP	LOC6033300|XP_038110824.1|CQUI
OG0005490	CCAP1982_LOCUS8150|CAD6999618.1|CCAP	LOC6036002|XP_038111138.1|CQUI
OG0005491	CCAP1982_LOCUS7825|CAD6999296.1|CCAP	LOC6054068|XP_038110755.1|CQUI
OG0005492	CCAP1982_LOCUS7814|CAD6999286.1|CCAP	LOC6045779|XP_001863080.1|CQUI
OG0005493	CCAP1982_LOCUS5481|CAD6996808.1|CCAP	LOC6045772|XP_038114393.1|CQUI
OG0005494	CCAP1982_LOCUS7091|CAD6998500.1|CCAP	LOC119767307|XP_038111555.1|CQUI
OG0005495	CCAP1982_LOCUS7250|CAD6998692.1|CCAP	LOC6034355|XP_001844674.2|CQUI
OG0005496	CCAP1982_LOCUS13482|CAD7005120.1|CCAP	LOC6034385|XP_038107981.1|CQUI
OG0005497	CCAP1982_LOCUS5795|CAD6997150.1|CCAP	LOC6034394|XP_001844712.2|CQUI
OG0005498	CCAP1982_LOCUS5796|CAD6997152.1|CCAP	LOC6034390|XP_001844708.1|CQUI
OG0005499	CCAP1982_LOCUS5799|CAD6997155.1|CCAP	LOC6039107|XP_038108134.1|CQUI
OG0005500	CCAP1982_LOCUS5800|CAD6997157.1|CCAP	LOC6039108|XP_038108135.1|CQUI
OG0005501	CCAP1982_LOCUS5803|CAD6997160.1|CCAP	LOC6039857|XP_038111191.1|CQUI
OG0005502	CCAP1982_LOCUS5804|CAD6997161.1|CCAP	LOC6039855|XP_001849359.2|CQUI
OG0005504	CCAP1982_LOCUS8561|CAD7000057.1|CCAP	LOC6042929|XP_001870869.1|CQUI
OG0005506	CCAP1982_LOCUS8577|CAD7000079.1|CCAP, CCAP1982_LOCUS8576|CAD7000078.1|CCAP	LOC6034870|XP_038114378.1|CQUI
OG0005507	CCAP1982_LOCUS7443|CAD6998896.1|CCAP	LOC6034875|XP_001845144.1|CQUI
OG0005508	CCAP1982_LOCUS7439|CAD6998892.1|CCAP	LOC6034887|XP_001845155.1|CQUI
OG0005509	CCAP1982_LOCUS8612|CAD7000117.1|CCAP	LOC6034890|XP_038111479.1|CQUI
OG0005510	CCAP1982_LOCUS6032|CAD6997391.1|CCAP	LOC6042072|XP_038107578.1|CQUI
OG0005512	CCAP1982_LOCUS2277|CAD6993464.1|CCAP	LOC6049520|XP_001866261.2|CQUI
OG0005513	CCAP1982_LOCUS6472|CAD6997848.1|CCAP	LOC6043469|XP_001859220.2|CQUI
OG0005514	CCAP1982_LOCUS3752|CAD6995022.1|CCAP	LOC6043465|XP_038108132.1|CQUI
OG0005516	CCAP1982_LOCUS6462|CAD6997838.1|CCAP	LOC6036122|XP_001846215.2|CQUI
OG0005517	CCAP1982_LOCUS8925|CAD7000448.1|CCAP	LOC6036132|XP_038109529.1|CQUI
OG0005518	CCAP1982_LOCUS7680|CAD6999137.1|CCAP, CCAP1982_LOCUS7689|CAD6999146.1|CCAP	LOC6041786|XP_038111212.1|CQUI
OG0005519	CCAP1982_LOCUS22134|CAD7014129.1|CCAP	LOC6052416|XP_001868689.1|CQUI
OG0005520	CCAP1982_LOCUS7919|CAD6999393.1|CCAP	LOC6052441|XP_038109112.1|CQUI
OG0005521	CCAP1982_LOCUS7921|CAD6999395.1|CCAP	LOC6033337|XP_038112250.1|CQUI
OG0005522	CCAP1982_LOCUS8069|CAD6999549.1|CCAP	LOC6033341|XP_038106992.1|CQUI
OG0005523	CCAP1982_LOCUS7958|CAD6999434.1|CCAP	LOC6033342|XP_038111719.1|CQUI
OG0005524	CCAP1982_LOCUS5542|CAD6996869.1|CCAP	LOC6048086|XP_038107438.1|CQUI
OG0005525	CCAP1982_LOCUS5852|CAD6997216.1|CCAP	LOC6048088|XP_038107452.1|CQUI
OG0005526	CCAP1982_LOCUS5854|CAD6997218.1|CCAP	LOC6048069|XP_038107443.1|CQUI
OG0005527	CCAP1982_LOCUS10106|CAD7001612.1|CCAP	LOC6048071|XP_038107448.1|CQUI
OG0005529	CCAP1982_LOCUS7742|CAD6999208.1|CCAP	LOC6035749|XP_038108107.1|CQUI
OG0005530	CCAP1982_LOCUS6383|CAD6997751.1|CCAP	LOC6032123|XP_038109545.1|CQUI
OG0005531	CCAP1982_LOCUS13029|CAD7004634.1|CCAP	LOC6032146|XP_001842799.2|CQUI
OG0005532	CCAP1982_LOCUS6674|CAD6998058.1|CCAP	LOC6048261|XP_001865205.1|CQUI
OG0005533	CCAP1982_LOCUS8180|CAD6999650.1|CCAP	LOC6032176|XP_001842821.2|CQUI
OG0005535	CCAP1982_LOCUS7565|CAD6999018.1|CCAP	LOC6036323|XP_001846386.1|CQUI
OG0005536	CCAP1982_LOCUS7598|CAD6999051.1|CCAP	LOC6036330|XP_038112844.1|CQUI
OG0005538	CCAP1982_LOCUS7602|CAD6999055.1|CCAP	LOC6033313|XP_001843779.2|CQUI
OG0005540	CCAP1982_LOCUS7474|CAD6998927.1|CCAP	LOC6033329|XP_038107382.1|CQUI
OG0005541	CCAP1982_LOCUS7451|CAD6998904.1|CCAP	LOC6033324|XP_038109605.1|CQUI
OG0005542	CCAP1982_LOCUS14976|CAD7006674.1|CCAP	LOC6033330|XP_038109633.1|CQUI
OG0005543	CCAP1982_LOCUS7738|CAD6999204.1|CCAP	LOC6037990|XP_038109721.1|CQUI
OG0005544	CCAP1982_LOCUS7542|CAD6998995.1|CCAP	LOC6037987|XP_038110252.1|CQUI
OG0005545	CCAP1982_LOCUS8526|CAD7000022.1|CCAP	LOC6049406|XP_001866175.2|CQUI
OG0005546	CCAP1982_LOCUS7959|CAD6999435.1|CCAP	LOC6049408|XP_038109249.1|CQUI
OG0005547	CCAP1982_LOCUS8830|CAD7000347.1|CCAP	LOC6036042|XP_038113202.1|CQUI
OG0005548	CCAP1982_LOCUS8827|CAD7000344.1|CCAP	LOC6035986|XP_038108985.1|CQUI
OG0005549	CCAP1982_LOCUS8821|CAD7000338.1|CCAP	LOC119766852|XP_038108986.1|CQUI
OG0005550	CCAP1982_LOCUS7350|CAD6998796.1|CCAP	LOC6036013|XP_038113252.1|CQUI
OG0005551	CCAP1982_LOCUS21944|CAD7013930.1|CCAP	LOC6036014|XP_001846118.2|CQUI
OG0005552	CCAP1982_LOCUS21945|CAD7013931.1|CCAP	LOC119767799|XP_038113253.1|CQUI
OG0005553	CCAP1982_LOCUS8562|CAD7000058.1|CCAP	LOC6049490|XP_038113503.1|CQUI
OG0005554	CCAP1982_LOCUS6657|CAD6998041.1|CCAP	LOC6033592|XP_038113575.1|CQUI
OG0005555	CCAP1982_LOCUS6646|CAD6998030.1|CCAP	LOC6033594|XP_001844022.1|CQUI
OG0005556	CCAP1982_LOCUS6645|CAD6998029.1|CCAP	LOC6033595|XP_001844023.2|CQUI
OG0005557	CCAP1982_LOCUS7407|CAD6998858.1|CCAP	LOC6033598|XP_001844026.2|CQUI
OG0005558	CCAP1982_LOCUS6644|CAD6998027.1|CCAP	LOC6033606|XP_038108358.1|CQUI
OG0005559	CCAP1982_LOCUS8573|CAD7000072.1|CCAP	LOC6033597|XP_001844025.2|CQUI
OG0005560	CCAP1982_LOCUS7406|CAD6998857.1|CCAP	LOC6033609|XP_038109523.1|CQUI
OG0005561	CCAP1982_LOCUS8777|CAD7000287.1|CCAP	LOC6033621|XP_038112217.1|CQUI
OG0005562	CCAP1982_LOCUS8216|CAD6999689.1|CCAP	LOC6033623|XP_038106659.1|CQUI
OG0005563	CCAP1982_LOCUS10150|CAD7001658.1|CCAP, CCAP1982_LOCUS10149|CAD7001657.1|CCAP	LOC6033630|XP_001844057.2|CQUI
OG0005564	CCAP1982_LOCUS14618|CAD7006296.1|CCAP, CCAP1982_LOCUS5713|CAD6997059.1|CCAP	LOC6033644|XP_038107077.1|CQUI
OG0005565	CCAP1982_LOCUS7047|CAD6998449.1|CCAP	LOC6033645|XP_038107087.1|CQUI
OG0005566	CCAP1982_LOCUS7048|CAD6998450.1|CCAP	LOC6033646|XP_001844073.2|CQUI
OG0005567	CCAP1982_LOCUS2832|CAD6994060.1|CCAP	LOC6033647|XP_038107084.1|CQUI
OG0005568	CCAP1982_LOCUS9126|CAD7000652.1|CCAP	LOC6047483|XP_001864540.2|CQUI
OG0005569	CCAP1982_LOCUS7068|CAD6998473.1|CCAP	LOC6047481|XP_038112155.1|CQUI
OG0005570	CCAP1982_LOCUS8456|CAD6999948.1|CCAP, CCAP1982_LOCUS8457|CAD6999949.1|CCAP	LOC6048348|XP_038107668.1|CQUI
OG0005571	CCAP1982_LOCUS20866|CAD7012762.1|CCAP	LOC6048806|XP_038116432.1|CQUI
OG0005572	CCAP1982_LOCUS22318|CAD7014319.1|CCAP	LOC6039019|XP_001848697.2|CQUI
OG0005573	CCAP1982_LOCUS864|CAD6991977.1|CCAP	LOC6042668|XP_038115929.1|CQUI
OG0005574	CCAP1982_LOCUS22490|CAD7014488.1|CCAP	LOC6042663|XP_038119489.1|CQUI
OG0005575	CCAP1982_LOCUS2176|CAD6993358.1|CCAP	LOC6042646|XP_001853174.2|CQUI
OG0005576	CCAP1982_LOCUS20226|CAD7012128.1|CCAP	LOC119768837|XP_038116162.1|CQUI
OG0005577	CCAP1982_LOCUS13818|CAD7005458.1|CCAP	LOC6046074|XP_001863328.1|CQUI
OG0005578	CCAP1982_LOCUS13957|CAD7005598.1|CCAP, CCAP1982_LOCUS13955|CAD7005596.1|CCAP	LOC6046078|XP_038115171.1|CQUI
OG0005580	CCAP1982_LOCUS13227|CAD7004841.1|CCAP	LOC6053389|XP_001869487.2|CQUI
OG0005582	CCAP1982_LOCUS11833|CAD7003374.1|CCAP	LOC6052561|XP_038119689.1|CQUI
OG0005583	CCAP1982_LOCUS14950|CAD7006645.1|CCAP	LOC6046096|XP_001863348.1|CQUI
OG0005584	CCAP1982_LOCUS9010|CAD7000532.1|CCAP	LOC6040493|XP_001849879.2|CQUI
OG0005585	CCAP1982_LOCUS749|CAD6991851.1|CCAP	LOC6040479|XP_001849865.2|CQUI
OG0005586	CCAP1982_LOCUS4568|CAD6995867.1|CCAP	LOC6040475|XP_001849861.1|CQUI
OG0005587	CCAP1982_LOCUS20128|CAD7012018.1|CCAP	LOC6040468|XP_001849858.1|CQUI
OG0005588	CCAP1982_LOCUS12048|CAD7003600.1|CCAP	LOC6040472|XP_038115253.1|CQUI
OG0005589	CCAP1982_LOCUS245|CAD6991316.1|CCAP	LOC6042675|XP_001870705.1|CQUI
OG0005590	CCAP1982_LOCUS22768|CAD7014800.1|CCAP	LOC6042669|XP_001853361.2|CQUI
OG0005592	CCAP1982_LOCUS400|CAD6991475.1|CCAP	LOC6042672|XP_001870702.2|CQUI
OG0005593	CCAP1982_LOCUS11113|CAD7002629.1|CCAP	LOC6039012|XP_001848694.1|CQUI
OG0005594	CCAP1982_LOCUS12227|CAD7003794.1|CCAP	LOC6039010|XP_038122307.1|CQUI
OG0005595	CCAP1982_LOCUS12228|CAD7003795.1|CCAP	LOC6039009|XP_038122305.1|CQUI
OG0005596	CCAP1982_LOCUS12522|CAD7004099.1|CCAP	LOC6039006|XP_038120764.1|CQUI
OG0005597	CCAP1982_LOCUS5133|CAD6996464.1|CCAP	LOC6039003|XP_038122080.1|CQUI
OG0005598	CCAP1982_LOCUS5999|CAD6997366.1|CCAP	LOC6044753|XP_001862216.1|CQUI
OG0005599	CCAP1982_LOCUS22316|CAD7014316.1|CCAP	LOC6054693|XP_038116257.1|CQUI
OG0005600	CCAP1982_LOCUS4845|CAD6996153.1|CCAP	LOC6032198|XP_001842840.2|CQUI
OG0005602	CCAP1982_LOCUS534|CAD6991619.1|CCAP	LOC6032210|XP_001842850.2|CQUI
OG0005603	CCAP1982_LOCUS19996|CAD7011884.1|CCAP	LOC119769871|XP_038119543.1|CQUI
OG0005605	CCAP1982_LOCUS20030|CAD7011918.1|CCAP	LOC6032227|XP_038121350.1|CQUI
OG0005606	CCAP1982_LOCUS7798|CAD6999268.1|CCAP	LOC6032230|XP_038118864.1|CQUI
OG0005607	CCAP1982_LOCUS4972|CAD6996288.1|CCAP	LOC6032245|XP_001842883.1|CQUI
OG0005608	CCAP1982_LOCUS4971|CAD6996287.1|CCAP	LOC6032246|XP_038121670.1|CQUI
OG0005609	CCAP1982_LOCUS12224|CAD7003790.1|CCAP	LOC6032247|XP_001842885.1|CQUI
OG0005610	CCAP1982_LOCUS13038|CAD7004643.1|CCAP	LOC6054470|XP_038120609.1|CQUI
OG0005611	CCAP1982_LOCUS11062|CAD7002574.1|CCAP	LOC6042217|XP_038117633.1|CQUI
OG0005612	CCAP1982_LOCUS4892|CAD6996203.1|CCAP	LOC6042211|XP_038118249.1|CQUI
OG0005613	CCAP1982_LOCUS4769|CAD6996062.1|CCAP	LOC6052366|XP_001868655.1|CQUI
OG0005614	CCAP1982_LOCUS5026|CAD6996348.1|CCAP	LOC6052367|XP_038120686.1|CQUI
OG0005615	CCAP1982_LOCUS4268|CAD6995557.1|CCAP, CCAP1982_LOCUS4269|CAD6995558.1|CCAP	LOC6038132|XP_038118398.1|CQUI
OG0005616	CCAP1982_LOCUS232|CAD6991303.1|CCAP, CCAP1982_LOCUS233|CAD6991304.1|CCAP	LOC6038140|XP_038121405.1|CQUI
OG0005617	CCAP1982_LOCUS4456|CAD6995752.1|CCAP	LOC6038143|XP_038118127.1|CQUI
OG0005618	CCAP1982_LOCUS21721|CAD7013680.1|CCAP	LOC6048871|XP_001865712.2|CQUI
OG0005619	CCAP1982_LOCUS3396|CAD6994661.1|CCAP	LOC6047497|XP_001864546.2|CQUI
OG0005625	CCAP1982_LOCUS4818|CAD6996123.1|CCAP	LOC6033065|XP_038117489.1|CQUI
OG0005626	CCAP1982_LOCUS5054|CAD6996374.1|CCAP	LOC6033070|XP_038121310.1|CQUI
OG0005627	CCAP1982_LOCUS28|CAD6991080.1|CCAP	LOC6033073|XP_038115124.1|CQUI
OG0005628	CCAP1982_LOCUS2033|CAD6993214.1|CCAP	LOC6033075|XP_038120649.1|CQUI
OG0005629	CCAP1982_LOCUS21624|CAD7013568.1|CCAP	LOC6033082|XP_001843582.2|CQUI
OG0005630	CCAP1982_LOCUS20408|CAD7012314.1|CCAP	LOC6033086|XP_038116377.1|CQUI
OG0005633	CCAP1982_LOCUS4567|CAD6995866.1|CCAP	LOC6046353|XP_038117716.1|CQUI
OG0005634	CCAP1982_LOCUS4642|CAD6995940.1|CCAP	LOC6046356|XP_038118271.1|CQUI
OG0005635	CCAP1982_LOCUS6484|CAD6997861.1|CCAP	LOC6046358|XP_001863575.2|CQUI
OG0005636	CCAP1982_LOCUS4445|CAD6995740.1|CCAP	LOC6043566|XP_038117929.1|CQUI
OG0005637	CCAP1982_LOCUS273|CAD6991344.1|CCAP	LOC6043562|XP_001859935.1|CQUI
OG0005638	CCAP1982_LOCUS20074|CAD7011964.1|CCAP	LOC6043560|XP_038118691.1|CQUI
OG0005639	CCAP1982_LOCUS19736|CAD7011650.1|CCAP	LOC6043556|XP_038122321.1|CQUI
