Orthogroup	CCAP.longest_only	DGUA.longest_only
OG0008986	CCAP1982_LOCUS5702|CAD6997047.1|CCAP	LOC117585886|XP_034131531.1|DGUA
OG0008990	CCAP1982_LOCUS11431|CAD7002967.1|CCAP	LOC117579322|XP_034121027.1|DGUA
OG0008991	CCAP1982_LOCUS4200|CAD6995485.1|CCAP	LOC117590153|XP_034138428.1|DGUA
OG0008992	CCAP1982_LOCUS3524|CAD6994793.1|CCAP	LOC117584992|XP_034130112.1|DGUA
OG0008993	CCAP1982_LOCUS13676|CAD7005315.1|CCAP	LOC117579458|XP_034121237.1|DGUA
OG0008994	CCAP1982_LOCUS6730|CAD6998118.1|CCAP	LOC117581779|XP_034125093.1|DGUA
OG0008995	CCAP1982_LOCUS19479|CAD7011378.1|CCAP	LOC117587483|XP_034134111.1|DGUA
OG0008999	CCAP1982_LOCUS4623|CAD6995921.1|CCAP, CCAP1982_LOCUS4622|CAD6995920.1|CCAP	LOC117588298|XP_034135371.1|DGUA
OG0009003	CCAP1982_LOCUS14538|CAD7006210.1|CCAP	LOC117590477|XP_034139026.1|DGUA
OG0009005	CCAP1982_LOCUS8449|CAD6999940.1|CCAP	LOC117584361|XP_034129090.1|DGUA
OG0009006	CCAP1982_LOCUS3116|CAD6994363.1|CCAP	LOC117585325|XP_034130655.1|DGUA
OG0009007	CCAP1982_LOCUS14979|CAD7006678.1|CCAP	LOC117587176|XP_034133584.1|DGUA
OG0009008	CCAP1982_LOCUS93|CAD6991153.1|CCAP	LOC117586693|XP_034132849.1|DGUA
OG0009009	CCAP1982_LOCUS12773|CAD7004361.1|CCAP	LOC117587093|XP_034133457.1|DGUA
OG0009010	CCAP1982_LOCUS14898|CAD7006587.1|CCAP	LOC117586812|XP_034132977.1|DGUA
OG0009011	CCAP1982_LOCUS12729|CAD7004309.1|CCAP	LOC117579391|XP_034121155.1|DGUA
OG0009014	CCAP1982_LOCUS13336|CAD7004957.1|CCAP	LOC117589256|XP_034136922.1|DGUA
OG0009015	CCAP1982_LOCUS12356|CAD7003934.1|CCAP	LOC117579136|XP_034120768.1|DGUA
OG0009016	CCAP1982_LOCUS10869|CAD7002375.1|CCAP	LOC117589436|XP_034137266.1|DGUA
OG0009017	CCAP1982_LOCUS5361|CAD6996677.1|CCAP	LOC117584117|XP_034128758.1|DGUA
OG0009018	CCAP1982_LOCUS10355|CAD7001867.1|CCAP, CCAP1982_LOCUS10357|CAD7001869.1|CCAP	LOC117590684|XP_034139474.1|DGUA
OG0009019	CCAP1982_LOCUS10619|CAD7002131.1|CCAP	LOC117590580|XP_034139219.1|DGUA
OG0009020	CCAP1982_LOCUS2828|CAD6994056.1|CCAP	LOC117583704|XP_034128079.1|DGUA
OG0009021	CCAP1982_LOCUS4666|CAD6995955.1|CCAP	LOC117585894|XP_034131540.1|DGUA
OG0009022	CCAP1982_LOCUS1965|CAD6993139.1|CCAP	LOC117589802|XP_034137901.1|DGUA
OG0009023	CCAP1982_LOCUS3398|CAD6994663.1|CCAP	LOC117582957|XP_034126957.1|DGUA
OG0009024	CCAP1982_LOCUS2458|CAD6993649.1|CCAP	LOC117582794|XP_034126694.1|DGUA
OG0009025	CCAP1982_LOCUS3816|CAD6995093.1|CCAP	LOC117583016|XP_034127058.1|DGUA
OG0009026	CCAP1982_LOCUS20439|CAD7012345.1|CCAP	LOC117585274|XP_034130588.1|DGUA
OG0009027	CCAP1982_LOCUS21777|CAD7013746.1|CCAP	LOC117590730|XP_034139572.1|DGUA
OG0009028	CCAP1982_LOCUS11381|CAD7002914.1|CCAP	LOC117580343|XP_034122739.1|DGUA
OG0009029	CCAP1982_LOCUS5388|CAD6996704.1|CCAP	LOC117587558|XP_034134262.1|DGUA
OG0009030	CCAP1982_LOCUS7038|CAD6998438.1|CCAP	LOC117582191|XP_034125685.1|DGUA
OG0009031	CCAP1982_LOCUS4387|CAD6995680.1|CCAP	LOC117586707|XP_034132868.1|DGUA
OG0009032	CCAP1982_LOCUS4386|CAD6995679.1|CCAP	LOC117586708|XP_034132869.1|DGUA
OG0009033	CCAP1982_LOCUS8791|CAD7000303.1|CCAP	LOC117584360|XP_034129089.1|DGUA
OG0009034	CCAP1982_LOCUS7585|CAD6999038.1|CCAP	LOC117584429|XP_034129217.1|DGUA
OG0009035	CCAP1982_LOCUS7736|CAD6999202.1|CCAP	LOC117588132|XP_034135113.1|DGUA
OG0009036	CCAP1982_LOCUS20353|CAD7012257.1|CCAP	LOC117591894|XP_034141169.1|DGUA
OG0009037	CCAP1982_LOCUS6931|CAD6998326.1|CCAP	LOC117582479|XP_034126120.1|DGUA
OG0009038	CCAP1982_LOCUS3917|CAD6995198.1|CCAP	LOC117583689|XP_034128057.1|DGUA
OG0009039	CCAP1982_LOCUS4800|CAD6996100.1|CCAP	LOC117586470|XP_034132448.1|DGUA
OG0009040	CCAP1982_LOCUS5253|CAD6996584.1|CCAP	LOC117581525|XP_034124714.1|DGUA
OG0009041	CCAP1982_LOCUS2610|CAD6993813.1|CCAP	LOC117589651|XP_034137675.1|DGUA
OG0009042	CCAP1982_LOCUS7840|CAD6999312.1|CCAP	LOC117582602|XP_034126361.1|DGUA
OG0009043	CCAP1982_LOCUS2208|CAD6993392.1|CCAP	LOC117587803|XP_034134646.1|DGUA
OG0009044	CCAP1982_LOCUS8461|CAD6999953.1|CCAP	LOC117584675|XP_034129596.1|DGUA
OG0009046	CCAP1982_LOCUS13800|CAD7005440.1|CCAP	LOC117579363|XP_034121088.1|DGUA
OG0009047	CCAP1982_LOCUS23383|CAD7015441.1|CCAP	LOC117578452|XP_034119866.1|DGUA
OG0009048	CCAP1982_LOCUS5609|CAD6996939.1|CCAP	LOC117587541|XP_034134238.1|DGUA
OG0009049	CCAP1982_LOCUS923|CAD6992042.1|CCAP	LOC117586059|XP_034131796.1|DGUA
OG0009050	CCAP1982_LOCUS6009|CAD6997372.1|CCAP	LOC117584695|XP_034129619.1|DGUA
OG0009052	CCAP1982_LOCUS4264|CAD6995553.1|CCAP	LOC117586521|XP_034132545.1|DGUA
OG0009053	CCAP1982_LOCUS5061|CAD6996384.1|CCAP	LOC117585772|XP_034131345.1|DGUA
OG0009054	CCAP1982_LOCUS5162|CAD6996493.1|CCAP	LOC117586640|XP_034132761.1|DGUA
OG0009055	CCAP1982_LOCUS5834|CAD6997195.1|CCAP	LOC117588190|XP_034135202.1|DGUA
OG0009056	CCAP1982_LOCUS11346|CAD7002877.1|CCAP	LOC117584303|XP_034129020.1|DGUA
OG0009057	CCAP1982_LOCUS22424|CAD7014428.1|CCAP	LOC117589004|XP_034136510.1|DGUA
OG0009058	CCAP1982_LOCUS9823|CAD7001326.1|CCAP	LOC117590574|XP_034139208.1|DGUA
OG0009059	CCAP1982_LOCUS13234|CAD7004849.1|CCAP	LOC117588976|XP_034136456.1|DGUA
OG0009060	CCAP1982_LOCUS717|CAD6991816.1|CCAP	LOC117586251|XP_034132083.1|DGUA
OG0009061	CCAP1982_LOCUS19686|CAD7011597.1|CCAP	LOC117585793|XP_034131385.1|DGUA
OG0009062	CCAP1982_LOCUS21703|CAD7013661.1|CCAP, CCAP1982_LOCUS21701|CAD7013659.1|CCAP	LOC117592486|XP_034142216.1|DGUA
OG0009063	CCAP1982_LOCUS8667|CAD7000176.1|CCAP	LOC117582300|XP_034125832.1|DGUA
OG0009064	CCAP1982_LOCUS10160|CAD7001669.1|CCAP	LOC117592710|XP_034119755.1|DGUA
OG0009065	CCAP1982_LOCUS485|CAD6991566.1|CCAP	LOC117583012|XP_034127053.1|DGUA
OG0009066	CCAP1982_LOCUS11170|CAD7002692.1|CCAP	LOC117579590|XP_034121412.1|DGUA
OG0009067	CCAP1982_LOCUS14161|CAD7005815.1|CCAP	LOC117580251|XP_034122563.1|DGUA
OG0009068	CCAP1982_LOCUS22489|CAD7014487.1|CCAP	LOC117590933|XP_034139869.1|DGUA
OG0009069	CCAP1982_LOCUS7799|CAD6999269.1|CCAP	LOC117584828|XP_034129845.1|DGUA
OG0009071	CCAP1982_LOCUS4781|CAD6996074.1|CCAP, CCAP1982_LOCUS4779|CAD6996072.1|CCAP	LOC117585612|XP_034131058.1|DGUA
OG0009072	CCAP1982_LOCUS4696|CAD6995990.1|CCAP, CCAP1982_LOCUS4697|CAD6995991.1|CCAP, CCAP1982_LOCUS4698|CAD6995992.1|CCAP	LOC117586145|XP_034131929.1|DGUA
OG0009073	CCAP1982_LOCUS103|CAD6991164.1|CCAP	LOC117586198|XP_034132019.1|DGUA
OG0009074	CCAP1982_LOCUS4576|CAD6995875.1|CCAP, CCAP1982_LOCUS4575|CAD6995874.1|CCAP	LOC117590179|XP_034138466.1|DGUA
OG0009075	CCAP1982_LOCUS735|CAD6991836.1|CCAP	LOC117585997|XP_034131715.1|DGUA
OG0009076	CCAP1982_LOCUS4960|CAD6996277.1|CCAP	LOC117586600|XP_034132673.1|DGUA
OG0009077	CCAP1982_LOCUS4889|CAD6996199.1|CCAP	LOC117584913|XP_034129951.1|DGUA
OG0009078	CCAP1982_LOCUS4867|CAD6996175.1|CCAP	LOC117585140|XP_034130359.1|DGUA
OG0009079	CCAP1982_LOCUS552|CAD6991638.1|CCAP, CCAP1982_LOCUS545|CAD6991631.1|CCAP, CCAP1982_LOCUS551|CAD6991637.1|CCAP	LOC117586719|XP_034132899.1|DGUA
OG0009080	CCAP1982_LOCUS4812|CAD6996117.1|CCAP	LOC117586385|XP_034132306.1|DGUA
OG0009081	CCAP1982_LOCUS344|CAD6991417.1|CCAP	LOC117591094|XP_034140086.1|DGUA
OG0009082	CCAP1982_LOCUS5090|CAD6996417.1|CCAP	LOC117586230|XP_034132056.1|DGUA
OG0009083	CCAP1982_LOCUS4292|CAD6995582.1|CCAP, CCAP1982_LOCUS4293|CAD6995583.1|CCAP	LOC117581510|XP_034124678.1|DGUA
OG0009084	CCAP1982_LOCUS4255|CAD6995544.1|CCAP	LOC117586671|XP_034132810.1|DGUA
OG0009085	CCAP1982_LOCUS3214|CAD6994469.1|CCAP	LOC117585468|XP_034130850.1|DGUA
OG0009086	CCAP1982_LOCUS1993|CAD6993169.1|CCAP	LOC117585726|XP_034131255.1|DGUA
OG0009087	CCAP1982_LOCUS2170|CAD6993352.1|CCAP, CCAP1982_LOCUS2750|CAD6993965.1|CCAP	LOC117583288|XP_034127415.1|DGUA
OG0009088	CCAP1982_LOCUS1142|CAD6992274.1|CCAP	LOC117583293|XP_034127422.1|DGUA
OG0009089	CCAP1982_LOCUS3988|CAD6995267.1|CCAP	LOC117581205|XP_034124069.1|DGUA
OG0009090	CCAP1982_LOCUS3889|CAD6995168.1|CCAP	LOC117583421|XP_034127604.1|DGUA
OG0009091	CCAP1982_LOCUS2313|CAD6993500.1|CCAP	LOC117590087|XP_034138320.1|DGUA
OG0009092	CCAP1982_LOCUS2768|CAD6993985.1|CCAP	LOC117583581|XP_034127853.1|DGUA
OG0009093	CCAP1982_LOCUS2711|CAD6993920.1|CCAP	LOC117589521|XP_034137403.1|DGUA
OG0009094	CCAP1982_LOCUS2505|CAD6993699.1|CCAP	LOC117585371|XP_034130709.1|DGUA
OG0009095	CCAP1982_LOCUS2504|CAD6993698.1|CCAP	LOC117585370|XP_034130708.1|DGUA
OG0009096	CCAP1982_LOCUS2969|CAD6994207.1|CCAP	LOC117583000|XP_034127041.1|DGUA
OG0009097	CCAP1982_LOCUS2970|CAD6994208.1|CCAP	LOC117582930|XP_034126921.1|DGUA
OG0009098	CCAP1982_LOCUS1913|CAD6993085.1|CCAP, CCAP1982_LOCUS2992|CAD6994230.1|CCAP	LOC117583560|XP_034127818.1|DGUA
OG0009099	CCAP1982_LOCUS1054|CAD6992181.1|CCAP	LOC117583629|XP_034127968.1|DGUA
OG0009100	CCAP1982_LOCUS8621|CAD7000128.1|CCAP, CCAP1982_LOCUS8620|CAD7000127.1|CCAP	LOC117584107|XP_034128746.1|DGUA
OG0009101	CCAP1982_LOCUS8640|CAD7000147.1|CCAP, CCAP1982_LOCUS8641|CAD7000148.1|CCAP	LOC117581980|XP_034125360.1|DGUA
OG0009102	CCAP1982_LOCUS8701|CAD7000209.1|CCAP, CCAP1982_LOCUS8707|CAD7000215.1|CCAP	LOC117582125|XP_034125595.1|DGUA
OG0009103	CCAP1982_LOCUS8743|CAD7000253.1|CCAP	LOC117582614|XP_034126379.1|DGUA
OG0009104	CCAP1982_LOCUS8744|CAD7000254.1|CCAP, CCAP1982_LOCUS8768|CAD7000278.1|CCAP	LOC117582610|XP_034126374.1|DGUA
OG0009105	CCAP1982_LOCUS8217|CAD6999690.1|CCAP	LOC117584462|XP_034129270.1|DGUA
OG0009106	CCAP1982_LOCUS8493|CAD6999987.1|CCAP	LOC117581743|XP_034125031.1|DGUA
OG0009107	CCAP1982_LOCUS8063|CAD6999542.1|CCAP	LOC117584120|XP_034128762.1|DGUA
OG0009108	CCAP1982_LOCUS9172|CAD7000699.1|CCAP	LOC117585476|XP_034130859.1|DGUA
OG0009109	CCAP1982_LOCUS7308|CAD6998754.1|CCAP	LOC117582329|XP_034125870.1|DGUA
OG0009110	CCAP1982_LOCUS7387|CAD6998839.1|CCAP	LOC117582515|XP_034126202.1|DGUA
OG0009111	CCAP1982_LOCUS7963|CAD6999439.1|CCAP	LOC117579867|XP_034121870.1|DGUA
OG0009112	CCAP1982_LOCUS7556|CAD6999009.1|CCAP, CCAP1982_LOCUS7555|CAD6999008.1|CCAP	LOC117582664|XP_034126470.1|DGUA
OG0009113	CCAP1982_LOCUS7941|CAD6999415.1|CCAP	LOC117584464|XP_034129273.1|DGUA
OG0009114	CCAP1982_LOCUS7902|CAD6999375.1|CCAP	LOC117584803|XP_034129813.1|DGUA
OG0009115	CCAP1982_LOCUS6265|CAD6997630.1|CCAP	LOC117587613|XP_034134356.1|DGUA
OG0009116	CCAP1982_LOCUS5370|CAD6996686.1|CCAP, CCAP1982_LOCUS5371|CAD6996687.1|CCAP	LOC117584184|XP_034128843.1|DGUA
OG0009117	CCAP1982_LOCUS7761|CAD6999227.1|CCAP	LOC117587750|XP_034134565.1|DGUA
OG0009118	CCAP1982_LOCUS6113|CAD6997471.1|CCAP, CCAP1982_LOCUS6114|CAD6997472.1|CCAP	LOC117590561|XP_034139193.1|DGUA
OG0009119	CCAP1982_LOCUS6054|CAD6997413.1|CCAP	LOC117584322|XP_034129041.1|DGUA
OG0009120	CCAP1982_LOCUS21847|CAD7013827.1|CCAP, CCAP1982_LOCUS21845|CAD7013825.1|CCAP, CCAP1982_LOCUS21846|CAD7013826.1|CCAP	LOC117580516|XP_034123000.1|DGUA
OG0009121	CCAP1982_LOCUS21943|CAD7013929.1|CCAP	LOC117581756|XP_034125451.1|DGUA
OG0009122	CCAP1982_LOCUS22032|CAD7014026.1|CCAP	LOC117580418|XP_034122863.1|DGUA
OG0009123	CCAP1982_LOCUS22043|CAD7014037.1|CCAP	LOC117585460|XP_034130844.1|DGUA
OG0009124	CCAP1982_LOCUS23411|CAD7015471.1|CCAP	LOC117590893|XP_034139816.1|DGUA
OG0009125	CCAP1982_LOCUS23371|CAD7015429.1|CCAP	LOC117578469|XP_034119892.1|DGUA
OG0009126	CCAP1982_LOCUS23075|CAD7015125.1|CCAP, CCAP1982_LOCUS23072|CAD7015122.1|CCAP	LOC117591922|XP_034141205.1|DGUA
OG0009127	CCAP1982_LOCUS22820|CAD7014853.1|CCAP	LOC117578688|XP_034120214.1|DGUA
OG0009128	CCAP1982_LOCUS22109|CAD7014103.1|CCAP	LOC117582577|XP_034126317.1|DGUA
OG0009129	CCAP1982_LOCUS22130|CAD7014124.1|CCAP	LOC117581483|XP_034124620.1|DGUA
OG0009130	CCAP1982_LOCUS22701|CAD7014722.1|CCAP	LOC117584570|XP_034129432.1|DGUA
OG0009131	CCAP1982_LOCUS22704|CAD7014726.1|CCAP	LOC117582123|XP_034125597.1|DGUA
OG0009132	CCAP1982_LOCUS22744|CAD7014770.1|CCAP	LOC117582507|XP_034126191.1|DGUA
OG0009133	CCAP1982_LOCUS22519|CAD7014518.1|CCAP	LOC117581966|XP_034125344.1|DGUA
OG0009134	CCAP1982_LOCUS7220|CAD6998653.1|CCAP	LOC117592071|XP_034141468.1|DGUA
OG0009135	CCAP1982_LOCUS7212|CAD6998643.1|CCAP, CCAP1982_LOCUS7213|CAD6998645.1|CCAP	LOC117578801|XP_034120421.1|DGUA
OG0009136	CCAP1982_LOCUS22941|CAD7014981.1|CCAP	LOC117578825|XP_034120473.1|DGUA
OG0009137	CCAP1982_LOCUS21267|CAD7013196.1|CCAP	LOC117584036|XP_034128668.1|DGUA
OG0009138	CCAP1982_LOCUS21269|CAD7013198.1|CCAP	LOC117592601|XP_034142374.1|DGUA
OG0009139	CCAP1982_LOCUS21183|CAD7013110.1|CCAP, CCAP1982_LOCUS21187|CAD7013114.1|CCAP	LOC117588423|XP_034135602.1|DGUA
OG0009140	CCAP1982_LOCUS21281|CAD7013210.1|CCAP	LOC117591873|XP_034141138.1|DGUA
OG0009141	CCAP1982_LOCUS21464|CAD7013399.1|CCAP	LOC117578483|XP_034119906.1|DGUA
OG0009142	CCAP1982_LOCUS21503|CAD7013438.1|CCAP, CCAP1982_LOCUS21501|CAD7013436.1|CCAP	LOC117578665|XP_034120182.1|DGUA
OG0009143	CCAP1982_LOCUS21544|CAD7013482.1|CCAP	LOC117582266|XP_034125784.1|DGUA
OG0009145	CCAP1982_LOCUS19965|CAD7011856.1|CCAP	LOC117592039|XP_034141401.1|DGUA
OG0009146	CCAP1982_LOCUS19781|CAD7011697.1|CCAP	LOC117582011|XP_034125421.1|DGUA
OG0009147	CCAP1982_LOCUS20323|CAD7012225.1|CCAP	LOC117581511|XP_034124690.1|DGUA
OG0009148	CCAP1982_LOCUS19993|CAD7011881.1|CCAP	LOC117591996|XP_034141333.1|DGUA
OG0009149	CCAP1982_LOCUS20028|CAD7011916.1|CCAP, CCAP1982_LOCUS20027|CAD7011915.1|CCAP	LOC117592659|XP_034142495.1|DGUA
OG0009150	CCAP1982_LOCUS20559|CAD7012481.1|CCAP	LOC117592517|XP_034142258.1|DGUA
OG0009151	CCAP1982_LOCUS20661|CAD7012576.1|CCAP	LOC117578501|XP_034119927.1|DGUA
OG0009152	CCAP1982_LOCUS20690|CAD7012606.1|CCAP	LOC117592020|XP_034141365.1|DGUA
OG0009153	CCAP1982_LOCUS21097|CAD7013008.1|CCAP	LOC117584540|XP_034129386.1|DGUA
OG0009162	CCAP1982_LOCUS12012|CAD7003563.1|CCAP, CCAP1982_LOCUS12016|CAD7003567.1|CCAP	LOC117589030|XP_034136549.1|DGUA
OG0009163	CCAP1982_LOCUS12090|CAD7003652.1|CCAP, CCAP1982_LOCUS12089|CAD7003651.1|CCAP	LOC117579162|XP_034120811.1|DGUA
OG0009164	CCAP1982_LOCUS13310|CAD7004927.1|CCAP	LOC117587293|XP_034133770.1|DGUA
OG0009165	CCAP1982_LOCUS12630|CAD7004211.1|CCAP	LOC117587425|XP_034133986.1|DGUA
OG0009166	CCAP1982_LOCUS13097|CAD7004704.1|CCAP, CCAP1982_LOCUS13098|CAD7004705.1|CCAP	LOC117580454|XP_034122912.1|DGUA
OG0009167	CCAP1982_LOCUS13022|CAD7004627.1|CCAP, CCAP1982_LOCUS13019|CAD7004624.1|CCAP	LOC117586863|XP_034133051.1|DGUA
OG0009168	CCAP1982_LOCUS13021|CAD7004626.1|CCAP	LOC117586865|XP_034133053.1|DGUA
OG0009169	CCAP1982_LOCUS11437|CAD7002974.1|CCAP, CCAP1982_LOCUS11436|CAD7002973.1|CCAP	LOC117580101|XP_034122255.1|DGUA
OG0009170	CCAP1982_LOCUS14887|CAD7006573.1|CCAP	LOC117588930|XP_034136397.1|DGUA, LOC117588933|XP_034136400.1|DGUA
OG0009171	CCAP1982_LOCUS14973|CAD7006671.1|CCAP	LOC117587263|XP_034133728.1|DGUA
OG0009172	CCAP1982_LOCUS11770|CAD7003309.1|CCAP	LOC117580127|XP_034122311.1|DGUA
OG0009173	CCAP1982_LOCUS11800|CAD7003341.1|CCAP	LOC117589116|XP_034136685.1|DGUA
OG0009174	CCAP1982_LOCUS14567|CAD7006241.1|CCAP, CCAP1982_LOCUS14568|CAD7006242.1|CCAP	LOC117582425|XP_034126021.1|DGUA
OG0009175	CCAP1982_LOCUS11681|CAD7003220.1|CCAP	LOC117584448|XP_034129256.1|DGUA
OG0009176	CCAP1982_LOCUS12283|CAD7003853.1|CCAP	LOC117579825|XP_034121810.1|DGUA
OG0009178	CCAP1982_LOCUS14682|CAD7006360.1|CCAP, CCAP1982_LOCUS14683|CAD7006361.1|CCAP	LOC117591263|XP_034140343.1|DGUA
OG0009179	CCAP1982_LOCUS14642|CAD7006320.1|CCAP, CCAP1982_LOCUS14641|CAD7006319.1|CCAP	LOC117589049|XP_034136568.1|DGUA
OG0009182	CCAP1982_LOCUS13887|CAD7005527.1|CCAP, CCAP1982_LOCUS13888|CAD7005528.1|CCAP	LOC117580487|XP_034122962.1|DGUA
OG0009183	CCAP1982_LOCUS13821|CAD7005461.1|CCAP, CCAP1982_LOCUS13822|CAD7005462.1|CCAP	LOC117580443|XP_034122891.1|DGUA
OG0009184	CCAP1982_LOCUS13742|CAD7005382.1|CCAP	LOC117580433|XP_034122879.1|DGUA
OG0009185	CCAP1982_LOCUS13527|CAD7005167.1|CCAP	LOC117580236|XP_034122549.1|DGUA
OG0009186	CCAP1982_LOCUS14269|CAD7005931.1|CCAP	LOC117580121|XP_034122304.1|DGUA
OG0009188	CCAP1982_LOCUS22613|CAD7014622.1|CCAP	LOC117587036|XP_034133361.1|DGUA
OG0009189	CCAP1982_LOCUS10625|CAD7002137.1|CCAP, CCAP1982_LOCUS10060|CAD7001566.1|CCAP, CCAP1982_LOCUS4108|CAD6995390.1|CCAP, CCAP1982_LOCUS10417|CAD7001930.1|CCAP	LOC117589102|XP_034136644.1|DGUA
OG0009190	CCAP1982_LOCUS11499|CAD7003036.1|CCAP	LOC117589163|XP_034136760.1|DGUA
OG0009191	CCAP1982_LOCUS21738|CAD7013698.1|CCAP	LOC117592471|XP_034142198.1|DGUA
OG0009192	CCAP1982_LOCUS22994|CAD7015037.1|CCAP	LOC117591333|XP_034140449.1|DGUA
OG0009219	CCAP1982_LOCUS1342|CAD6992490.1|CCAP	LOC117583242|XP_034127355.1|DGUA
OG0009221	CCAP1982_LOCUS2845|CAD6994075.1|CCAP	LOC117583954|XP_034128545.1|DGUA
OG0009230	CCAP1982_LOCUS5889|CAD6997256.1|CCAP	LOC117588166|XP_034135167.1|DGUA
OG0009237	CCAP1982_LOCUS5735|CAD6997082.1|CCAP	LOC117584243|XP_034128931.1|DGUA
OG0009238	CCAP1982_LOCUS13427|CAD7005059.1|CCAP	LOC117580129|XP_034122314.1|DGUA
OG0009245	CCAP1982_LOCUS649|CAD6991737.1|CCAP	LOC117585228|XP_034130512.1|DGUA
OG0009266	CCAP1982_LOCUS8781|CAD7000291.1|CCAP	LOC117584728|XP_034129685.1|DGUA
OG0009267	CCAP1982_LOCUS6258|CAD6997622.1|CCAP	LOC117588125|XP_034135094.1|DGUA
OG0009268	CCAP1982_LOCUS21134|CAD7013052.1|CCAP	LOC117592278|XP_034141831.1|DGUA
OG0009269	CCAP1982_LOCUS13783|CAD7005421.1|CCAP	LOC117586102|XP_034131856.1|DGUA
OG0009270	CCAP1982_LOCUS20409|CAD7012315.1|CCAP	LOC117592556|XP_034142322.1|DGUA
OG0009273	CCAP1982_LOCUS9149|CAD7000675.1|CCAP	LOC117582106|XP_034125562.1|DGUA
OG0009274	CCAP1982_LOCUS11312|CAD7002843.1|CCAP	LOC117579736|XP_034121635.1|DGUA
OG0009276	CCAP1982_LOCUS22273|CAD7014270.1|CCAP	LOC117592182|XP_034141672.1|DGUA
OG0009285	CCAP1982_LOCUS11712|CAD7003250.1|CCAP, CCAP1982_LOCUS11710|CAD7003248.1|CCAP	LOC117590617|XP_034139299.1|DGUA
OG0009286	CCAP1982_LOCUS12536|CAD7004115.1|CCAP	LOC117587363|XP_034133897.1|DGUA
OG0009287	CCAP1982_LOCUS12928|CAD7004531.1|CCAP	LOC117587515|XP_034134204.1|DGUA
OG0009288	CCAP1982_LOCUS8286|CAD6999763.1|CCAP	LOC117581488|XP_034124624.1|DGUA
OG0009289	CCAP1982_LOCUS10519|CAD7002031.1|CCAP	LOC117590601|XP_034139267.1|DGUA
OG0009290	CCAP1982_LOCUS21282|CAD7013211.1|CCAP	LOC117591889|XP_034141163.1|DGUA
OG0009291	CCAP1982_LOCUS9439|CAD7000966.1|CCAP	LOC117590602|XP_034139269.1|DGUA
OG0009296	CCAP1982_LOCUS786|CAD6991896.1|CCAP	LOC117591136|XP_034140138.1|DGUA, LOC117591093|XP_034140085.1|DGUA
OG0009297	CCAP1982_LOCUS788|CAD6991898.1|CCAP	LOC117591098|XP_034140090.1|DGUA
OG0009298	CCAP1982_LOCUS806|CAD6991917.1|CCAP	LOC117586647|XP_034132772.1|DGUA
OG0009299	CCAP1982_LOCUS827|CAD6991939.1|CCAP	LOC117586210|XP_034132040.1|DGUA
OG0009300	CCAP1982_LOCUS828|CAD6991940.1|CCAP	LOC117586193|XP_034132011.1|DGUA
OG0009301	CCAP1982_LOCUS4778|CAD6996071.1|CCAP	LOC117585352|XP_034130687.1|DGUA
OG0009302	CCAP1982_LOCUS4700|CAD6995994.1|CCAP	LOC117586330|XP_034132214.1|DGUA
OG0009303	CCAP1982_LOCUS4664|CAD6995953.1|CCAP	LOC117586291|XP_034132137.1|DGUA
OG0009304	CCAP1982_LOCUS104|CAD6991165.1|CCAP	LOC117586197|XP_034132018.1|DGUA
OG0009305	CCAP1982_LOCUS115|CAD6991176.1|CCAP	LOC117586725|XP_034132911.1|DGUA
OG0009306	CCAP1982_LOCUS4614|CAD6995912.1|CCAP	LOC117591364|XP_034140488.1|DGUA
OG0009307	CCAP1982_LOCUS4602|CAD6995901.1|CCAP	LOC117585860|XP_034131504.1|DGUA
OG0009308	CCAP1982_LOCUS4578|CAD6995877.1|CCAP	LOC117586052|XP_034131786.1|DGUA
OG0009309	CCAP1982_LOCUS4570|CAD6995869.1|CCAP	LOC117585528|XP_034130928.1|DGUA
OG0009310	CCAP1982_LOCUS5186|CAD6996518.1|CCAP	LOC117585123|XP_034130337.1|DGUA
OG0009312	CCAP1982_LOCUS4969|CAD6996285.1|CCAP	LOC117586253|XP_034132085.1|DGUA
OG0009313	CCAP1982_LOCUS901|CAD6992017.1|CCAP	LOC117586173|XP_034131974.1|DGUA
OG0009314	CCAP1982_LOCUS914|CAD6992032.1|CCAP	LOC117586716|XP_034132890.1|DGUA
OG0009315	CCAP1982_LOCUS949|CAD6992068.1|CCAP	LOC117590098|XP_034138333.1|DGUA
OG0009317	CCAP1982_LOCUS982|CAD6992099.1|CCAP	LOC117583503|XP_034127736.1|DGUA
OG0009318	CCAP1982_LOCUS506|CAD6991589.1|CCAP, CCAP1982_LOCUS507|CAD6991590.1|CCAP	LOC117590128|XP_034138392.1|DGUA
OG0009319	CCAP1982_LOCUS4819|CAD6996125.1|CCAP	LOC117585895|XP_034131541.1|DGUA
OG0009320	CCAP1982_LOCUS351|CAD6991424.1|CCAP	LOC117591095|XP_034140087.1|DGUA
OG0009321	CCAP1982_LOCUS336|CAD6991409.1|CCAP	LOC117591091|XP_034140083.1|DGUA
OG0009322	CCAP1982_LOCUS329|CAD6991402.1|CCAP	LOC117585437|XP_034130803.1|DGUA
OG0009323	CCAP1982_LOCUS5158|CAD6996489.1|CCAP	LOC117586368|XP_034132285.1|DGUA
OG0009324	CCAP1982_LOCUS4331|CAD6995625.1|CCAP	LOC117589583|XP_034137536.1|DGUA
OG0009325	CCAP1982_LOCUS4216|CAD6995503.1|CCAP	LOC117585814|XP_034131433.1|DGUA
