Orthogroup	CCAP.longest_only	DMIR.longest_only
OG0007177	CCAP1982_LOCUS748|CAD6991849.1|CCAP	LOC108155264|XP_017141456.1|DMIR
OG0007178	CCAP1982_LOCUS867|CAD6991980.1|CCAP	LOC108155013|XP_017141053.1|DMIR
OG0007179	CCAP1982_LOCUS750|CAD6991852.1|CCAP	LOC108155742|XP_017142249.1|DMIR
OG0007180	CCAP1982_LOCUS745|CAD6991846.1|CCAP	LOC108155265|XP_017141457.1|DMIR
OG0007182	CCAP1982_LOCUS967|CAD6992087.1|CCAP	LOC108157111|XP_017144474.1|DMIR
OG0007183	CCAP1982_LOCUS970|CAD6992091.1|CCAP	LOC108157080|XP_033244924.1|DMIR
OG0007184	CCAP1982_LOCUS962|CAD6992082.1|CCAP	LOC108157110|XP_033246078.1|DMIR
OG0007185	CCAP1982_LOCUS7881|CAD6999354.1|CCAP	LOC108163507|XP_017154326.1|DMIR
OG0007186	CCAP1982_LOCUS906|CAD6992022.1|CCAP	LOC108156461|XP_017143412.1|DMIR
OG0007187	CCAP1982_LOCUS335|CAD6991408.1|CCAP	LOC108155630|XP_017142049.1|DMIR
OG0007188	CCAP1982_LOCUS5020|CAD6996342.1|CCAP	LOC108155965|XP_017142631.1|DMIR
OG0007189	CCAP1982_LOCUS4951|CAD6996268.1|CCAP	LOC108155459|XP_017141767.1|DMIR
OG0007190	CCAP1982_LOCUS708|CAD6991805.1|CCAP	LOC108155232|XP_017141409.1|DMIR
OG0007191	CCAP1982_LOCUS12894|CAD7004492.1|CCAP	LOC108151386|XP_017135450.2|DMIR
OG0007195	CCAP1982_LOCUS680|CAD6991773.1|CCAP	LOC108154108|XP_017139720.1|DMIR
OG0007196	CCAP1982_LOCUS451|CAD6991533.1|CCAP	LOC108154756|XP_033245967.1|DMIR
OG0007197	CCAP1982_LOCUS13596|CAD7005238.1|CCAP	LOC108152780|XP_017137851.1|DMIR
OG0007198	CCAP1982_LOCUS898|CAD6992012.1|CCAP	LOC108156213|XP_017143040.1|DMIR
OG0007199	CCAP1982_LOCUS580|CAD6991666.1|CCAP	LOC108155834|XP_017142434.1|DMIR
OG0007200	CCAP1982_LOCUS4879|CAD6996187.1|CCAP	LOC108155570|XP_017141959.1|DMIR
OG0007201	CCAP1982_LOCUS11204|CAD7002729.1|CCAP	LOC108152550|XP_017137452.1|DMIR
OG0007202	CCAP1982_LOCUS13344|CAD7004966.1|CCAP	LOC108151148|XP_017135063.1|DMIR
OG0007203	CCAP1982_LOCUS13330|CAD7004951.1|CCAP	LOC108151145|XP_017135060.1|DMIR
OG0007205	CCAP1982_LOCUS13329|CAD7004950.1|CCAP	LOC108151150|XP_017135064.1|DMIR
OG0007206	CCAP1982_LOCUS716|CAD6991815.1|CCAP	LOC108155665|XP_017142117.1|DMIR
OG0007207	CCAP1982_LOCUS721|CAD6991820.1|CCAP	LOC108154694|XP_017140532.1|DMIR
OG0007208	CCAP1982_LOCUS720|CAD6991819.1|CCAP	LOC108155461|XP_017141769.1|DMIR
OG0007209	CCAP1982_LOCUS719|CAD6991818.1|CCAP	LOC108155463|XP_017141771.1|DMIR
OG0007210	CCAP1982_LOCUS894|CAD6992008.1|CCAP	LOC108156212|XP_017143039.1|DMIR
OG0007211	CCAP1982_LOCUS4295|CAD6995585.1|CCAP	LOC108155842|XP_017142441.1|DMIR
OG0007212	CCAP1982_LOCUS169|CAD6991232.1|CCAP	LOC108156417|XP_017143353.1|DMIR
OG0007214	CCAP1982_LOCUS13363|CAD7004987.1|CCAP	LOC108152786|XP_017137858.1|DMIR
OG0007215	CCAP1982_LOCUS392|CAD6991468.1|CCAP	LOC108155413|XP_017141700.1|DMIR
OG0007216	CCAP1982_LOCUS1848|CAD6993013.1|CCAP, CCAP1982_LOCUS1847|CAD6993012.1|CCAP	LOC108157659|XP_017145305.1|DMIR
OG0007217	CCAP1982_LOCUS20135|CAD7012031.1|CCAP	LOC108160224|XP_017149563.1|DMIR, LOC117190264|XP_033251212.1|DMIR
OG0007218	CCAP1982_LOCUS261|CAD6991332.1|CCAP	LOC108156643|XP_017143734.1|DMIR
OG0007219	CCAP1982_LOCUS780|CAD6991889.1|CCAP	LOC108156737|XP_017143885.1|DMIR
OG0007220	CCAP1982_LOCUS1421|CAD6992573.1|CCAP	LOC108157467|XP_017145033.1|DMIR
OG0007221	CCAP1982_LOCUS5051|CAD6996372.1|CCAP	LOC108155060|XP_033245635.1|DMIR
OG0007222	CCAP1982_LOCUS4924|CAD6996240.1|CCAP	LOC108156492|XP_017143471.2|DMIR
OG0007223	CCAP1982_LOCUS155|CAD6991217.1|CCAP	LOC108154640|XP_017140457.1|DMIR
OG0007224	CCAP1982_LOCUS4413|CAD6995706.1|CCAP	LOC108156994|XP_017144276.2|DMIR
OG0007225	CCAP1982_LOCUS240|CAD6991311.1|CCAP	LOC108154816|XP_017140706.1|DMIR
OG0007226	CCAP1982_LOCUS372|CAD6991446.1|CCAP	LOC108155908|XP_017142541.1|DMIR
OG0007227	CCAP1982_LOCUS12755|CAD7004337.1|CCAP	LOC108153232|XP_017138556.1|DMIR
OG0007228	CCAP1982_LOCUS12753|CAD7004335.1|CCAP	LOC108152538|XP_033242695.1|DMIR
OG0007229	CCAP1982_LOCUS2800|CAD6994023.1|CCAP	LOC108156086|XP_017142864.1|DMIR
OG0007230	CCAP1982_LOCUS4944|CAD6996261.1|CCAP	LOC108155798|XP_017142367.1|DMIR
OG0007231	CCAP1982_LOCUS802|CAD6991913.1|CCAP	LOC108156819|XP_017144003.1|DMIR
OG0007232	CCAP1982_LOCUS12462|CAD7004037.1|CCAP	LOC108151815|XP_033243576.1|DMIR
OG0007233	CCAP1982_LOCUS12465|CAD7004040.1|CCAP	LOC108152921|XP_017138090.1|DMIR
OG0007234	CCAP1982_LOCUS12468|CAD7004043.1|CCAP	LOC108153637|XP_017139230.1|DMIR
OG0007235	CCAP1982_LOCUS12480|CAD7004055.1|CCAP	LOC108153309|XP_017138709.1|DMIR
OG0007236	CCAP1982_LOCUS952|CAD6992072.1|CCAP	LOC108155662|XP_017142112.1|DMIR
OG0007237	CCAP1982_LOCUS86|CAD6991144.1|CCAP	LOC108155867|XP_017142474.1|DMIR
OG0007239	CCAP1982_LOCUS4425|CAD6995718.1|CCAP	LOC108154128|XP_017139750.1|DMIR
OG0007240	CCAP1982_LOCUS11582|CAD7003120.1|CCAP	LOC108155562|XP_017141944.1|DMIR
OG0007245	CCAP1982_LOCUS1858|CAD6993022.1|CCAP	LOC108155703|XP_033244186.1|DMIR
OG0007246	CCAP1982_LOCUS2224|CAD6993409.1|CCAP	LOC108154245|XP_017139969.2|DMIR
OG0007247	CCAP1982_LOCUS7138|CAD6998553.1|CCAP	LOC117192236|XP_033252792.1|DMIR, LOC108158588|XP_017146528.1|DMIR
OG0007251	CCAP1982_LOCUS955|CAD6992075.1|CCAP	LOC108155022|XP_017141066.1|DMIR
OG0007252	CCAP1982_LOCUS4289|CAD6995579.1|CCAP	LOC108157361|XP_017144873.1|DMIR
OG0007253	CCAP1982_LOCUS12058|CAD7003616.1|CCAP	LOC108151250|XP_017135254.1|DMIR
OG0007254	CCAP1982_LOCUS645|CAD6991733.1|CCAP	LOC108157600|XP_033245142.1|DMIR
OG0007256	CCAP1982_LOCUS747|CAD6991848.1|CCAP	LOC108155266|XP_017141458.1|DMIR
OG0007257	CCAP1982_LOCUS5123|CAD6996451.1|CCAP	LOC108154265|XP_017139990.1|DMIR
OG0007258	CCAP1982_LOCUS259|CAD6991330.1|CCAP	LOC108154272|XP_033245286.1|DMIR
OG0007266	CCAP1982_LOCUS21|CAD6991072.1|CCAP	LOC108154858|XP_017140769.1|DMIR
OG0007267	CCAP1982_LOCUS22944|CAD7014986.1|CCAP	LOC108155616|XP_017142034.1|DMIR
OG0007268	CCAP1982_LOCUS19677|CAD7011588.1|CCAP	LOC117189977|XP_033250951.1|DMIR, LOC108159668|XP_017148637.1|DMIR
OG0007270	CCAP1982_LOCUS5137|CAD6996468.1|CCAP	LOC108155493|XP_033246005.1|DMIR
OG0007271	CCAP1982_LOCUS84|CAD6991142.1|CCAP	LOC108155282|XP_017141487.1|DMIR
OG0007272	CCAP1982_LOCUS12889|CAD7004485.1|CCAP	LOC108152117|XP_017136683.1|DMIR
OG0007273	CCAP1982_LOCUS4633|CAD6995931.1|CCAP	LOC108157003|XP_017144288.1|DMIR
OG0007274	CCAP1982_LOCUS4273|CAD6995562.1|CCAP	LOC108157219|XP_017144666.1|DMIR
OG0007275	CCAP1982_LOCUS11313|CAD7002844.1|CCAP	LOC108152304|XP_017137018.1|DMIR
OG0007276	CCAP1982_LOCUS11322|CAD7002854.1|CCAP	LOC108152302|XP_017137017.1|DMIR
OG0007277	CCAP1982_LOCUS12267|CAD7003834.1|CCAP	LOC108153397|XP_017138872.1|DMIR
OG0007279	CCAP1982_LOCUS14984|CAD7006684.1|CCAP	LOC108152165|XP_017136773.1|DMIR
OG0007280	CCAP1982_LOCUS14986|CAD7006686.1|CCAP	LOC108152936|XP_017138118.1|DMIR
OG0007281	CCAP1982_LOCUS595|CAD6991682.1|CCAP	LOC108156294|XP_017143166.1|DMIR
OG0007282	CCAP1982_LOCUS594|CAD6991681.1|CCAP	LOC108156293|XP_017143165.1|DMIR
OG0007283	CCAP1982_LOCUS208|CAD6991277.1|CCAP	LOC108155062|XP_017141137.1|DMIR
OG0007284	CCAP1982_LOCUS3395|CAD6994660.1|CCAP	LOC108154991|XP_017141024.1|DMIR
OG0007287	CCAP1982_LOCUS7484|CAD6998937.1|CCAP	LOC108162771|XP_017153156.1|DMIR
OG0007290	CCAP1982_LOCUS587|CAD6991674.1|CCAP	LOC108155455|XP_017141759.1|DMIR
OG0007291	CCAP1982_LOCUS3528|CAD6994797.1|CCAP	LOC108163888|XP_017154896.1|DMIR
OG0007293	CCAP1982_LOCUS298|CAD6991368.1|CCAP	LOC108157356|XP_017144867.1|DMIR
OG0007294	CCAP1982_LOCUS1027|CAD6992149.1|CCAP	LOC108156689|XP_017143821.1|DMIR
OG0007295	CCAP1982_LOCUS3441|CAD6994706.1|CCAP	LOC108154371|XP_017140125.1|DMIR
OG0007296	CCAP1982_LOCUS1016|CAD6992137.1|CCAP	LOC108156682|XP_017143807.1|DMIR
OG0007297	CCAP1982_LOCUS4653|CAD6995944.1|CCAP	LOC108157839|XP_017145531.1|DMIR
OG0007298	CCAP1982_LOCUS4435|CAD6995730.1|CCAP	LOC108156121|XP_017142916.1|DMIR
OG0007299	CCAP1982_LOCUS5169|CAD6996501.1|CCAP	LOC108154126|XP_017139746.2|DMIR
OG0007300	CCAP1982_LOCUS379|CAD6991454.1|CCAP	LOC108154269|XP_017139994.1|DMIR
OG0007301	CCAP1982_LOCUS4540|CAD6995838.1|CCAP	LOC108154740|XP_017140597.1|DMIR
OG0007302	CCAP1982_LOCUS5045|CAD6996366.1|CCAP	LOC108156158|XP_017142971.1|DMIR
OG0007304	CCAP1982_LOCUS6553|CAD6997935.1|CCAP	LOC108161676|XP_017151472.1|DMIR
OG0007305	CCAP1982_LOCUS14100|CAD7005751.1|CCAP	LOC108152930|XP_017138106.1|DMIR
OG0007306	CCAP1982_LOCUS14101|CAD7005752.1|CCAP	LOC108152928|XP_017138103.1|DMIR
OG0007307	CCAP1982_LOCUS5065|CAD6996390.1|CCAP	LOC108156844|XP_017144050.1|DMIR
OG0007309	CCAP1982_LOCUS310|CAD6991383.1|CCAP	LOC108157474|XP_017145042.1|DMIR
OG0007310	CCAP1982_LOCUS309|CAD6991382.1|CCAP	LOC108154839|XP_033245489.1|DMIR
OG0007311	CCAP1982_LOCUS304|CAD6991375.1|CCAP	LOC108154835|XP_017140739.1|DMIR
OG0007316	CCAP1982_LOCUS997|CAD6992113.1|CCAP	LOC108155184|XP_017141344.1|DMIR
OG0007317	CCAP1982_LOCUS766|CAD6991874.1|CCAP	LOC108155141|XP_017141283.1|DMIR
OG0007318	CCAP1982_LOCUS765|CAD6991872.1|CCAP	LOC108155135|XP_017141275.1|DMIR
OG0007319	CCAP1982_LOCUS11203|CAD7002728.1|CCAP	LOC108152549|XP_017137450.1|DMIR
OG0007324	CCAP1982_LOCUS4825|CAD6996131.1|CCAP	LOC108155675|XP_017142128.1|DMIR
OG0007325	CCAP1982_LOCUS4878|CAD6996186.1|CCAP	LOC108155640|XP_017142076.1|DMIR
OG0007326	CCAP1982_LOCUS4843|CAD6996150.1|CCAP	LOC108155673|XP_017142124.1|DMIR
OG0007327	CCAP1982_LOCUS12605|CAD7004186.1|CCAP	LOC108151759|XP_017136090.1|DMIR
OG0007328	CCAP1982_LOCUS4824|CAD6996130.1|CCAP	LOC108153971|XP_017139556.1|DMIR
OG0007329	CCAP1982_LOCUS836|CAD6991948.1|CCAP	LOC108156912|XP_017144149.1|DMIR
OG0007333	CCAP1982_LOCUS5111|CAD6996439.1|CCAP	LOC108155101|XP_017141218.1|DMIR
OG0007335	CCAP1982_LOCUS14948|CAD7006643.1|CCAP	LOC108152110|XP_017136671.1|DMIR
OG0007336	CCAP1982_LOCUS256|CAD6991327.1|CCAP	LOC108152349|XP_017137108.1|DMIR
OG0007337	CCAP1982_LOCUS12036|CAD7003588.1|CCAP	LOC108151868|XP_017136249.1|DMIR
OG0007338	CCAP1982_LOCUS14978|CAD7006677.1|CCAP	LOC108151175|XP_017135095.1|DMIR
OG0007339	CCAP1982_LOCUS176|CAD6991240.1|CCAP	LOC108154599|XP_017140403.1|DMIR
OG0007340	CCAP1982_LOCUS5191|CAD6996523.1|CCAP	LOC108153852|XP_033244804.1|DMIR
OG0007341	CCAP1982_LOCUS4563|CAD6995862.1|CCAP	LOC108156502|XP_017143489.1|DMIR
OG0007342	CCAP1982_LOCUS5140|CAD6996471.1|CCAP	LOC108157313|XP_017144808.1|DMIR
OG0007343	CCAP1982_LOCUS426|CAD6991502.1|CCAP	LOC108156059|XP_017142831.1|DMIR
OG0007345	CCAP1982_LOCUS429|CAD6991505.1|CCAP	LOC108156060|XP_017142832.1|DMIR
OG0007346	CCAP1982_LOCUS12748|CAD7004329.1|CCAP	LOC108153206|XP_017138515.1|DMIR
OG0007351	CCAP1982_LOCUS13609|CAD7005252.1|CCAP	LOC108152545|XP_017137445.1|DMIR
OG0007352	CCAP1982_LOCUS21584|CAD7013524.1|CCAP	LOC108160615|XP_017150220.1|DMIR
OG0007353	CCAP1982_LOCUS1008|CAD6992129.1|CCAP	LOC108155259|XP_033245744.1|DMIR
OG0007354	CCAP1982_LOCUS20275|CAD7012173.1|CCAP	LOC108154846|XP_017140755.1|DMIR
OG0007355	CCAP1982_LOCUS558|CAD6991644.1|CCAP	LOC108155829|XP_017142423.1|DMIR
OG0007356	CCAP1982_LOCUS21381|CAD7013311.1|CCAP	LOC108159708|XP_017148711.1|DMIR
OG0007357	CCAP1982_LOCUS4455|CAD6995751.1|CCAP	LOC108155537|XP_017141896.1|DMIR
OG0007358	CCAP1982_LOCUS4816|CAD6996121.1|CCAP	LOC108157155|XP_017144553.1|DMIR
OG0007360	CCAP1982_LOCUS1890|CAD6993060.1|CCAP	LOC108155381|XP_017141645.1|DMIR
OG0007362	CCAP1982_LOCUS5554|CAD6996881.1|CCAP	LOC108162081|XP_017152122.1|DMIR
OG0007366	CCAP1982_LOCUS4415|CAD6995708.1|CCAP	LOC108156995|XP_017144278.1|DMIR
OG0007367	CCAP1982_LOCUS12741|CAD7004322.1|CCAP	LOC108152689|XP_017137681.1|DMIR
OG0007368	CCAP1982_LOCUS584|CAD6991671.1|CCAP	LOC108155451|XP_017141756.1|DMIR
OG0007369	CCAP1982_LOCUS4308|CAD6995601.1|CCAP	LOC108156938|XP_017144188.1|DMIR
OG0007370	CCAP1982_LOCUS22387|CAD7014393.1|CCAP	LOC108158691|XP_017146713.1|DMIR
OG0007371	CCAP1982_LOCUS3268|CAD6994524.1|CCAP	LOC108155273|XP_017141469.1|DMIR
OG0007372	CCAP1982_LOCUS246|CAD6991317.1|CCAP	LOC108155209|XP_017141382.1|DMIR
OG0007389	CCAP1982_LOCUS6401|CAD6997775.1|CCAP	LOC108163162|XP_017153772.1|DMIR
OG0007393	CCAP1982_LOCUS5062|CAD6996385.1|CCAP	LOC108155677|XP_017142130.1|DMIR
OG0007396	CCAP1982_LOCUS4566|CAD6995865.1|CCAP	LOC108155263|XP_017141453.1|DMIR
OG0007397	CCAP1982_LOCUS6480|CAD6997857.1|CCAP, CCAP1982_LOCUS6479|CAD6997856.1|CCAP	LOC117188661|XP_033248737.1|DMIR
OG0007398	CCAP1982_LOCUS20412|CAD7012318.1|CCAP	LOC108159009|XP_017147372.1|DMIR
OG0007402	CCAP1982_LOCUS4479|CAD6995775.1|CCAP	LOC108154983|XP_017141011.1|DMIR
OG0007403	CCAP1982_LOCUS4486|CAD6995782.1|CCAP	LOC108155319|XP_033245825.1|DMIR
OG0007404	CCAP1982_LOCUS4527|CAD6995824.1|CCAP	LOC108156593|XP_033244748.1|DMIR
OG0007405	CCAP1982_LOCUS686|CAD6991781.1|CCAP	LOC108154682|XP_017140512.1|DMIR
OG0007406	CCAP1982_LOCUS4363|CAD6995656.1|CCAP	LOC108155827|XP_017142421.1|DMIR
OG0007407	CCAP1982_LOCUS5431|CAD6996752.1|CCAP, CCAP1982_LOCUS5430|CAD6996751.1|CCAP	LOC108162754|XP_017153123.1|DMIR
OG0007408	CCAP1982_LOCUS14593|CAD7006269.1|CCAP	LOC108150926|XP_017134746.1|DMIR
OG0007409	CCAP1982_LOCUS7010|CAD6998410.1|CCAP	LOC108163172|XP_017153793.1|DMIR
OG0007413	CCAP1982_LOCUS23203|CAD7015255.1|CCAP	LOC108158997|XP_017147348.1|DMIR
OG0007419	CCAP1982_LOCUS2364|CAD6993552.1|CCAP, CCAP1982_LOCUS2363|CAD6993551.1|CCAP	LOC108155042|XP_017141104.1|DMIR
OG0007420	CCAP1982_LOCUS21572|CAD7013512.1|CCAP	LOC108158917|XP_017147204.1|DMIR
OG0007424	CCAP1982_LOCUS13372|CAD7004996.1|CCAP	LOC108152430|XP_017137251.1|DMIR
OG0007425	CCAP1982_LOCUS13380|CAD7005005.1|CCAP	LOC108151213|XP_017135180.1|DMIR
OG0007429	CCAP1982_LOCUS21051|CAD7012960.1|CCAP	LOC108158082|XP_017145719.1|DMIR
OG0007430	CCAP1982_LOCUS12596|CAD7004176.1|CCAP	LOC108153480|XP_017139009.1|DMIR
OG0007431	CCAP1982_LOCUS8214|CAD6999686.1|CCAP	LOC108162035|XP_017152047.1|DMIR
OG0007432	CCAP1982_LOCUS13753|CAD7005393.1|CCAP	LOC108153117|XP_017138394.1|DMIR
OG0007433	CCAP1982_LOCUS14013|CAD7005656.1|CCAP	LOC108155994|XP_017142683.1|DMIR
OG0007434	CCAP1982_LOCUS14025|CAD7005670.1|CCAP	LOC108152515|XP_017137397.1|DMIR
OG0007436	CCAP1982_LOCUS13811|CAD7005451.1|CCAP	LOC108151524|XP_017135663.1|DMIR
OG0007437	CCAP1982_LOCUS11674|CAD7003214.1|CCAP	LOC108153061|XP_017138322.1|DMIR
OG0007438	CCAP1982_LOCUS14461|CAD7006129.1|CCAP	LOC108151172|XP_017135093.1|DMIR
OG0007441	CCAP1982_LOCUS19618|CAD7011529.1|CCAP	LOC108158939|XP_017147247.1|DMIR
OG0007442	CCAP1982_LOCUS20522|CAD7012440.1|CCAP	LOC108155613|XP_017142031.1|DMIR
OG0007443	CCAP1982_LOCUS23350|CAD7015407.1|CCAP	LOC108158681|XP_017146702.1|DMIR
OG0007444	CCAP1982_LOCUS20645|CAD7012560.1|CCAP	LOC117189991|XP_033250967.1|DMIR, LOC108160699|XP_017150343.1|DMIR
OG0007445	CCAP1982_LOCUS20644|CAD7012559.1|CCAP	LOC108160698|XP_017150342.1|DMIR, LOC117189990|XP_033250966.1|DMIR
OG0007446	CCAP1982_LOCUS8283|CAD6999760.1|CCAP	LOC108161730|XP_017151542.1|DMIR
OG0007447	CCAP1982_LOCUS21118|CAD7013034.1|CCAP	LOC108163682|XP_017154596.1|DMIR
OG0007448	CCAP1982_LOCUS20471|CAD7012377.1|CCAP	LOC108159960|XP_017149119.1|DMIR, LOC117192898|XP_033253531.1|DMIR
OG0007449	CCAP1982_LOCUS14049|CAD7005697.1|CCAP	LOC108151399|XP_017135475.1|DMIR
OG0007450	CCAP1982_LOCUS14048|CAD7005696.1|CCAP	LOC108161834|XP_017151681.2|DMIR
OG0007451	CCAP1982_LOCUS14097|CAD7005748.1|CCAP	LOC108152692|XP_017137684.1|DMIR
OG0007452	CCAP1982_LOCUS14095|CAD7005744.1|CCAP	LOC108152599|XP_017137544.1|DMIR
OG0007453	CCAP1982_LOCUS13360|CAD7004983.1|CCAP	LOC108152330|XP_017137067.1|DMIR
OG0007454	CCAP1982_LOCUS14676|CAD7006354.1|CCAP	LOC108151977|XP_017136431.1|DMIR
OG0007455	CCAP1982_LOCUS20521|CAD7012439.1|CCAP	LOC108160449|XP_017149949.1|DMIR, LOC117194028|XP_033254546.1|DMIR
OG0007457	CCAP1982_LOCUS12756|CAD7004340.1|CCAP	LOC108153356|XP_017138812.1|DMIR
OG0007458	CCAP1982_LOCUS5439|CAD6996760.1|CCAP	LOC108161921|XP_017151826.1|DMIR
OG0007459	CCAP1982_LOCUS3176|CAD6994425.1|CCAP	LOC108155437|XP_017141738.2|DMIR
OG0007460	CCAP1982_LOCUS20640|CAD7012555.1|CCAP	LOC108159399|XP_017148125.1|DMIR
OG0007461	CCAP1982_LOCUS13456|CAD7005094.1|CCAP	LOC108151002|XP_017134841.1|DMIR
OG0007462	CCAP1982_LOCUS13453|CAD7005090.1|CCAP	LOC108151019|XP_017134867.1|DMIR
OG0007463	CCAP1982_LOCUS13451|CAD7005088.1|CCAP	LOC108151007|XP_033243723.1|DMIR
OG0007464	CCAP1982_LOCUS13457|CAD7005095.1|CCAP	LOC108151004|XP_017134849.1|DMIR
OG0007465	CCAP1982_LOCUS13881|CAD7005521.1|CCAP	LOC108153437|XP_017138931.1|DMIR
OG0007466	CCAP1982_LOCUS20263|CAD7012161.1|CCAP	LOC117193850|XP_033254441.1|DMIR, LOC108159850|XP_033246798.1|DMIR
OG0007467	CCAP1982_LOCUS20270|CAD7012168.1|CCAP, CCAP1982_LOCUS20269|CAD7012167.1|CCAP	LOC108160363|XP_017149823.1|DMIR, LOC117193334|XP_033253954.1|DMIR
OG0007468	CCAP1982_LOCUS20279|CAD7012177.1|CCAP	LOC117190404|XP_033251372.1|DMIR, LOC108159732|XP_017148755.1|DMIR
OG0007469	CCAP1982_LOCUS14126|CAD7005777.1|CCAP	LOC108152271|XP_017136980.2|DMIR
OG0007470	CCAP1982_LOCUS13322|CAD7004943.1|CCAP	LOC108162114|XP_017152175.1|DMIR
OG0007471	CCAP1982_LOCUS19913|CAD7011803.1|CCAP	LOC108160744|XP_017150426.1|DMIR
OG0007473	CCAP1982_LOCUS14237|CAD7005897.1|CCAP	LOC108152725|XP_017137750.1|DMIR
OG0007474	CCAP1982_LOCUS20063|CAD7011952.1|CCAP	LOC108159482|XP_033246268.1|DMIR
OG0007475	CCAP1982_LOCUS15011|CAD7006712.1|CCAP	LOC108153347|XP_017138793.1|DMIR
OG0007478	CCAP1982_LOCUS5617|CAD6996949.1|CCAP	LOC108162842|XP_017153273.2|DMIR
OG0007480	CCAP1982_LOCUS4811|CAD6996116.1|CCAP	LOC108157013|XP_033244886.1|DMIR
OG0007481	CCAP1982_LOCUS11111|CAD7002627.1|CCAP	LOC108152677|XP_017137662.1|DMIR
OG0007482	CCAP1982_LOCUS8868|CAD7000393.1|CCAP	LOC108162788|XP_017153177.1|DMIR
OG0007483	CCAP1982_LOCUS20545|CAD7012465.1|CCAP	LOC108158521|XP_017146390.1|DMIR
OG0007487	CCAP1982_LOCUS10387|CAD7001900.1|CCAP	LOC108164492|XP_033250244.1|DMIR
OG0007488	CCAP1982_LOCUS14240|CAD7005900.1|CCAP	LOC108152751|XP_017137798.1|DMIR
OG0007489	CCAP1982_LOCUS175|CAD6991238.1|CCAP	LOC108154600|XP_033244350.1|DMIR
OG0007492	CCAP1982_LOCUS20210|CAD7012111.1|CCAP	LOC117187904|XP_033246732.1|DMIR
OG0007494	CCAP1982_LOCUS5739|CAD6997086.1|CCAP	LOC108163127|XP_017153727.2|DMIR
OG0007496	CCAP1982_LOCUS13434|CAD7005069.1|CCAP	LOC108152137|XP_033243250.1|DMIR
OG0007498	CCAP1982_LOCUS12278|CAD7003847.1|CCAP	LOC108152301|XP_017137015.1|DMIR
OG0007499	CCAP1982_LOCUS13350|CAD7004972.1|CCAP	LOC108151375|XP_017135425.1|DMIR
OG0007500	CCAP1982_LOCUS13351|CAD7004973.1|CCAP	LOC108151376|XP_017135426.1|DMIR
OG0007501	CCAP1982_LOCUS14638|CAD7006316.1|CCAP	LOC108151428|XP_017135509.1|DMIR
OG0007502	CCAP1982_LOCUS19404|CAD7011297.1|CCAP	LOC108159532|XP_017148395.1|DMIR
OG0007503	CCAP1982_LOCUS20514|CAD7012431.1|CCAP	LOC108162808|XP_033248566.1|DMIR
OG0007505	CCAP1982_LOCUS14226|CAD7005884.1|CCAP	LOC108153059|XP_017138320.1|DMIR
OG0007507	CCAP1982_LOCUS8510|CAD7000004.1|CCAP	LOC108161812|XP_017151660.1|DMIR
OG0007508	CCAP1982_LOCUS8172|CAD6999638.1|CCAP	LOC108163144|XP_017153746.1|DMIR
OG0007509	CCAP1982_LOCUS5697|CAD6997039.1|CCAP	LOC108162581|XP_017152883.1|DMIR
OG0007510	CCAP1982_LOCUS19758|CAD7011673.1|CCAP	LOC108159051|XP_017147472.1|DMIR, LOC117192822|XP_033253477.1|DMIR
OG0007511	CCAP1982_LOCUS6512|CAD6997893.1|CCAP	LOC108162544|XP_017152817.1|DMIR
OG0007512	CCAP1982_LOCUS5564|CAD6996891.1|CCAP	LOC108155944|XP_017142597.1|DMIR
OG0007513	CCAP1982_LOCUS7496|CAD6998949.1|CCAP	LOC108161822|XP_017151669.1|DMIR
OG0007514	CCAP1982_LOCUS14922|CAD7006614.1|CCAP	LOC108152667|XP_017137652.1|DMIR
OG0007515	CCAP1982_LOCUS7417|CAD6998870.1|CCAP	LOC108162623|XP_017152934.1|DMIR
OG0007516	CCAP1982_LOCUS8596|CAD7000098.1|CCAP	LOC108161824|XP_017151671.2|DMIR
OG0007517	CCAP1982_LOCUS14254|CAD7005915.1|CCAP	LOC108152439|XP_017137266.1|DMIR
OG0007518	CCAP1982_LOCUS19471|CAD7011369.1|CCAP	LOC108158935|XP_017147233.1|DMIR
OG0007519	CCAP1982_LOCUS20370|CAD7012274.1|CCAP	LOC108159776|XP_017148824.1|DMIR
OG0007523	CCAP1982_LOCUS20857|CAD7012753.1|CCAP	LOC108159952|XP_017149102.1|DMIR
OG0007524	CCAP1982_LOCUS7012|CAD6998412.1|CCAP	LOC108163173|XP_017153794.1|DMIR
OG0007525	CCAP1982_LOCUS5816|CAD6997174.1|CCAP	LOC108162629|XP_017152941.1|DMIR
OG0007526	CCAP1982_LOCUS4929|CAD6996246.1|CCAP	LOC108154554|XP_017140346.1|DMIR
OG0007527	CCAP1982_LOCUS12805|CAD7004395.1|CCAP	LOC108152831|XP_017137925.1|DMIR
OG0007528	CCAP1982_LOCUS19840|CAD7011726.1|CCAP	LOC108159345|XP_017148039.1|DMIR
OG0007529	CCAP1982_LOCUS21087|CAD7012996.1|CCAP	LOC108161002|XP_017150798.1|DMIR
OG0007531	CCAP1982_LOCUS20805|CAD7012698.1|CCAP	LOC108159268|XP_017147916.1|DMIR
OG0007532	CCAP1982_LOCUS19762|CAD7011677.1|CCAP	LOC108160253|XP_017149607.1|DMIR
