Orthogroup	CCAP.longest_only	DPSE.longest_only
OG0006011	CCAP1982_LOCUS12573|CAD7004153.1|CCAP	LOC6899980|XP_002135347.2|DPSE
OG0006012	CCAP1982_LOCUS13629|CAD7005272.1|CCAP	LOC4813912|XP_033239743.1|DPSE
OG0006013	CCAP1982_LOCUS23254|CAD7015309.1|CCAP	LOC6898803|XP_033234864.1|DPSE
OG0006014	CCAP1982_LOCUS14485|CAD7006158.1|CCAP, CCAP1982_LOCUS14481|CAD7006153.1|CCAP	LOC4812531|XP_001352903.1|DPSE
OG0006015	CCAP1982_LOCUS7705|CAD6999168.1|CCAP	LOC6898494|XP_002138535.1|DPSE
OG0006016	CCAP1982_LOCUS21039|CAD7012943.1|CCAP	LOC4805042|XP_001361507.3|DPSE
OG0006017	CCAP1982_LOCUS20278|CAD7012176.1|CCAP	LOC4803688|XP_001360365.3|DPSE
OG0006018	CCAP1982_LOCUS21163|CAD7013088.1|CCAP	LOC4805744|XP_001362091.2|DPSE
OG0006019	CCAP1982_LOCUS19451|CAD7011348.1|CCAP	LOC26533621|XP_015039274.1|DPSE
OG0006020	CCAP1982_LOCUS14039|CAD7005687.1|CCAP	LOC4812282|XP_001352980.4|DPSE
OG0006021	CCAP1982_LOCUS14447|CAD7006115.1|CCAP, CCAP1982_LOCUS14446|CAD7006114.1|CCAP	LOC6900490|XP_033238214.1|DPSE
OG0006022	CCAP1982_LOCUS5692|CAD6997034.1|CCAP	LOC4817970|XP_001357332.2|DPSE
OG0006023	CCAP1982_LOCUS877|CAD6991991.1|CCAP	LOC4802667|XP_001359539.1|DPSE
OG0006026	CCAP1982_LOCUS2931|CAD6994166.1|CCAP	LOC4800614|XP_001357859.1|DPSE
OG0006027	CCAP1982_LOCUS19726|CAD7011637.1|CCAP	LOC4804381|XP_001360952.2|DPSE
OG0006028	CCAP1982_LOCUS21984|CAD7013975.1|CCAP	LOC4803891|XP_033233842.1|DPSE
OG0006029	CCAP1982_LOCUS19764|CAD7011679.1|CCAP	LOC4805046|XP_001361511.1|DPSE
OG0006030	CCAP1982_LOCUS3261|CAD6994517.1|CCAP	LOC4800441|XP_001357717.1|DPSE
OG0006033	CCAP1982_LOCUS20061|CAD7011950.1|CCAP	LOC4803686|XP_001360363.3|DPSE
OG0006034	CCAP1982_LOCUS2416|CAD6993606.1|CCAP	LOC4801548|XP_003736546.3|DPSE
OG0006035	CCAP1982_LOCUS4821|CAD6996127.1|CCAP	LOC4802319|XP_001359259.2|DPSE
OG0006036	CCAP1982_LOCUS14742|CAD7006422.1|CCAP	LOC4817085|XP_001356373.3|DPSE
OG0006037	CCAP1982_LOCUS5251|CAD6996582.1|CCAP	LOC4803977|XP_033233699.1|DPSE
OG0006038	CCAP1982_LOCUS769|CAD6991878.1|CCAP	LOC4802065|XP_001359058.2|DPSE
OG0006039	CCAP1982_LOCUS19794|CAD7011709.1|CCAP	LOC6899047|XP_002138974.2|DPSE
OG0006040	CCAP1982_LOCUS19613|CAD7011524.1|CCAP	LOC6898461|XP_002138504.2|DPSE
OG0006042	CCAP1982_LOCUS19622|CAD7011534.1|CCAP	LOC4805739|XP_004444595.2|DPSE
OG0006043	CCAP1982_LOCUS14172|CAD7005828.1|CCAP	LOC4813671|XP_001353963.4|DPSE
OG0006044	CCAP1982_LOCUS4457|CAD6995753.1|CCAP	LOC4814360|XP_001354492.1|DPSE
OG0006045	CCAP1982_LOCUS21048|CAD7012955.1|CCAP	LOC4805669|XP_001362030.3|DPSE
OG0006046	CCAP1982_LOCUS19757|CAD7011671.1|CCAP	LOC4804243|XP_001360832.3|DPSE
OG0006047	CCAP1982_LOCUS12275|CAD7003842.1|CCAP	LOC6900545|XP_002134929.3|DPSE
OG0006048	CCAP1982_LOCUS13440|CAD7005076.1|CCAP	LOC4813592|XP_001353911.3|DPSE
OG0006049	CCAP1982_LOCUS3285|CAD6994544.1|CCAP	LOC4815099|XP_001355018.4|DPSE
OG0006050	CCAP1982_LOCUS2247|CAD6993434.1|CCAP	LOC4800725|XP_001357945.3|DPSE
OG0006051	CCAP1982_LOCUS488|CAD6991570.1|CCAP	LOC4815862|XP_001355561.3|DPSE
OG0006052	CCAP1982_LOCUS20598|CAD7012514.1|CCAP	LOC4804613|XP_001361146.4|DPSE
OG0006054	CCAP1982_LOCUS9455|CAD7000982.1|CCAP	LOC4811716|XP_033237289.1|DPSE
OG0006056	CCAP1982_LOCUS19620|CAD7011531.1|CCAP	LOC4805738|XP_001362086.1|DPSE
OG0006057	CCAP1982_LOCUS14393|CAD7006058.1|CCAP	LOC4812524|XP_001352451.4|DPSE
OG0006058	CCAP1982_LOCUS1227|CAD6992363.1|CCAP	LOC4801830|XP_001358863.1|DPSE
OG0006059	CCAP1982_LOCUS13429|CAD7005062.1|CCAP	LOC4813558|XP_001354005.1|DPSE
OG0006060	CCAP1982_LOCUS13428|CAD7005061.1|CCAP	LOC4813782|XP_001354006.2|DPSE
OG0006061	CCAP1982_LOCUS19603|CAD7011509.1|CCAP, CCAP1982_LOCUS19602|CAD7011508.1|CCAP	LOC6901250|XP_002133951.2|DPSE
OG0006062	CCAP1982_LOCUS126|CAD6991188.1|CCAP	LOC4803152|XP_001359942.2|DPSE
OG0006063	CCAP1982_LOCUS6286|CAD6997656.1|CCAP	LOC4817371|XP_001356327.3|DPSE
OG0006064	CCAP1982_LOCUS7137|CAD6998552.1|CCAP	LOC4805478|XP_033234495.1|DPSE
OG0006065	CCAP1982_LOCUS13131|CAD7004738.1|CCAP	LOC4813826|XP_001354051.3|DPSE
OG0006066	CCAP1982_LOCUS20293|CAD7012191.1|CCAP	LOC6898392|XP_015039657.2|DPSE
OG0006067	CCAP1982_LOCUS19601|CAD7011507.1|CCAP	LOC4805077|XP_033234310.1|DPSE
OG0006069	CCAP1982_LOCUS14187|CAD7005843.1|CCAP, CCAP1982_LOCUS14190|CAD7005847.1|CCAP	LOC4813718|XP_033239117.1|DPSE
OG0006070	CCAP1982_LOCUS11796|CAD7003336.1|CCAP	LOC4812458|XP_001352402.2|DPSE
OG0006071	CCAP1982_LOCUS2725|CAD6993939.1|CCAP	LOC6896869|XP_002137059.2|DPSE
OG0006072	CCAP1982_LOCUS13132|CAD7004739.1|CCAP	LOC4812771|XP_001354050.1|DPSE
OG0006076	CCAP1982_LOCUS20441|CAD7012347.1|CCAP	LOC4803948|XP_001360586.3|DPSE
OG0006077	CCAP1982_LOCUS14612|CAD7006289.1|CCAP	LOC4811862|XP_033241478.1|DPSE
OG0006078	CCAP1982_LOCUS14611|CAD7006288.1|CCAP	LOC4811936|XP_001352971.1|DPSE
OG0006079	CCAP1982_LOCUS14257|CAD7005919.1|CCAP	LOC4811991|XP_001353012.1|DPSE
OG0006080	CCAP1982_LOCUS14255|CAD7005917.1|CCAP	LOC4812194|XP_001353017.1|DPSE
OG0006081	CCAP1982_LOCUS20686|CAD7012600.1|CCAP	LOC4805111|XP_001361569.2|DPSE
OG0006082	CCAP1982_LOCUS20688|CAD7012604.1|CCAP	LOC4805113|XP_001361571.1|DPSE
OG0006083	CCAP1982_LOCUS13496|CAD7005134.1|CCAP	LOC4813535|XP_001353480.1|DPSE
OG0006084	CCAP1982_LOCUS14288|CAD7005950.1|CCAP	LOC4813272|XP_015042832.1|DPSE
OG0006085	CCAP1982_LOCUS23|CAD6991075.1|CCAP	LOC6896688|XP_002136902.2|DPSE
OG0006086	CCAP1982_LOCUS11786|CAD7003325.1|CCAP	LOC4812507|XP_015043540.1|DPSE
OG0006087	CCAP1982_LOCUS19459|CAD7011356.1|CCAP	LOC6898432|XP_002138474.3|DPSE
OG0006088	CCAP1982_LOCUS14194|CAD7005851.1|CCAP	LOC4813107|XP_001353956.2|DPSE
OG0006090	CCAP1982_LOCUS14424|CAD7006092.1|CCAP	LOC6900026|XP_002135390.3|DPSE
OG0006091	CCAP1982_LOCUS14419|CAD7006087.1|CCAP	LOC4812367|XP_001352605.4|DPSE
OG0006093	CCAP1982_LOCUS20395|CAD7012299.1|CCAP	LOC4803875|XP_001360524.4|DPSE
OG0006094	CCAP1982_LOCUS6871|CAD6998262.1|CCAP	LOC4812180|XP_001352782.1|DPSE
OG0006095	CCAP1982_LOCUS21380|CAD7013310.1|CCAP	LOC6898532|XP_004444241.2|DPSE
OG0006096	CCAP1982_LOCUS684|CAD6991779.1|CCAP	LOC4803965|XP_001360603.2|DPSE
OG0006097	CCAP1982_LOCUS14130|CAD7005781.1|CCAP	LOC4813040|XP_033238464.1|DPSE
OG0006098	CCAP1982_LOCUS7004|CAD6998404.1|CCAP	LOC4817266|XP_001356481.3|DPSE
OG0006099	CCAP1982_LOCUS20595|CAD7012511.1|CCAP	LOC4804989|XP_001361461.2|DPSE
OG0006102	CCAP1982_LOCUS20537|CAD7012457.1|CCAP	LOC6903884|XP_002136628.2|DPSE
OG0006106	CCAP1982_LOCUS13507|CAD7005146.1|CCAP	LOC4813760|XP_015042881.2|DPSE
OG0006107	CCAP1982_LOCUS20372|CAD7012276.1|CCAP	LOC4805532|XP_001361920.3|DPSE
OG0006109	CCAP1982_LOCUS13437|CAD7005073.1|CCAP	LOC4813482|XP_001353379.1|DPSE
OG0006110	CCAP1982_LOCUS14286|CAD7005948.1|CCAP, CCAP1982_LOCUS14287|CAD7005949.1|CCAP	LOC4813707|XP_001353489.1|DPSE
OG0006113	CCAP1982_LOCUS13291|CAD7004907.1|CCAP	LOC4812189|XP_001352814.2|DPSE
OG0006114	CCAP1982_LOCUS2389|CAD6993577.1|CCAP	LOC4801167|XP_001358301.2|DPSE
OG0006115	CCAP1982_LOCUS20035|CAD7011924.1|CCAP	LOC6898178|XP_002138249.2|DPSE
OG0006116	CCAP1982_LOCUS21026|CAD7012929.1|CCAP	LOC4804146|XP_001360752.3|DPSE
OG0006117	CCAP1982_LOCUS19599|CAD7011503.1|CCAP	LOC4803899|XP_001360544.1|DPSE
OG0006118	CCAP1982_LOCUS19892|CAD7011781.1|CCAP	LOC4804190|XP_015039669.1|DPSE
OG0006119	CCAP1982_LOCUS19777|CAD7011693.1|CCAP	LOC4805152|XP_001361603.1|DPSE
OG0006121	CCAP1982_LOCUS11789|CAD7003328.1|CCAP	LOC4811926|XP_001352407.3|DPSE
OG0006122	CCAP1982_LOCUS10310|CAD7001819.1|CCAP	LOC6899872|XP_002135665.2|DPSE
OG0006123	CCAP1982_LOCUS19747|CAD7011661.1|CCAP	LOC4805599|XP_033233813.1|DPSE
OG0006124	CCAP1982_LOCUS1163|CAD6992295.1|CCAP	LOC4801719|XP_001358764.3|DPSE
OG0006125	CCAP1982_LOCUS13688|CAD7005328.1|CCAP	LOC4813189|XP_015043388.2|DPSE
OG0006126	CCAP1982_LOCUS14283|CAD7005945.1|CCAP	LOC6900083|XP_015043768.2|DPSE
OG0006127	CCAP1982_LOCUS13926|CAD7005566.1|CCAP	LOC4812856|XP_001353163.3|DPSE
OG0006128	CCAP1982_LOCUS13405|CAD7005033.1|CCAP	LOC4813035|XP_001353153.2|DPSE
OG0006129	CCAP1982_LOCUS13880|CAD7005520.1|CCAP	LOC4813455|XP_001353171.1|DPSE
OG0006130	CCAP1982_LOCUS13977|CAD7005619.1|CCAP	LOC4812951|XP_001353142.1|DPSE
OG0006131	CCAP1982_LOCUS13978|CAD7005620.1|CCAP	LOC4813388|XP_001353145.3|DPSE
OG0006132	CCAP1982_LOCUS13399|CAD7005027.1|CCAP	LOC4812819|XP_001353149.3|DPSE
OG0006133	CCAP1982_LOCUS13976|CAD7005618.1|CCAP	LOC4812973|XP_001353141.4|DPSE
OG0006134	CCAP1982_LOCUS13975|CAD7005617.1|CCAP	LOC4813677|XP_033237839.1|DPSE
OG0006135	CCAP1982_LOCUS13969|CAD7005610.1|CCAP	LOC4813604|XP_033239970.1|DPSE
OG0006136	CCAP1982_LOCUS13689|CAD7005329.1|CCAP	LOC4813188|XP_001354003.1|DPSE
OG0006137	CCAP1982_LOCUS14087|CAD7005736.1|CCAP	LOC4812818|XP_001353191.1|DPSE
OG0006138	CCAP1982_LOCUS21007|CAD7012908.1|CCAP	LOC4803579|XP_001360283.1|DPSE
OG0006139	CCAP1982_LOCUS19445|CAD7011340.1|CCAP	LOC4805038|XP_001361501.2|DPSE
OG0006140	CCAP1982_LOCUS19708|CAD7011620.1|CCAP	LOC6899063|XP_033234906.1|DPSE
OG0006142	CCAP1982_LOCUS14594|CAD7006271.1|CCAP	LOC4812295|XP_001352925.4|DPSE
OG0006143	CCAP1982_LOCUS14478|CAD7006150.1|CCAP, CCAP1982_LOCUS14482|CAD7006154.1|CCAP	LOC6900528|XP_033241006.1|DPSE
OG0006144	CCAP1982_LOCUS14156|CAD7005810.1|CCAP	LOC4812312|XP_001352625.2|DPSE
OG0006145	CCAP1982_LOCUS14463|CAD7006134.1|CCAP	LOC4813047|XP_001354014.2|DPSE
OG0006146	CCAP1982_LOCUS5525|CAD6996849.1|CCAP	LOC4818134|XP_001357434.3|DPSE
OG0006147	CCAP1982_LOCUS2592|CAD6993794.1|CCAP	LOC4800604|XP_001357849.1|DPSE
OG0006148	CCAP1982_LOCUS13497|CAD7005135.1|CCAP	LOC4813291|XP_001353317.2|DPSE
OG0006149	CCAP1982_LOCUS14466|CAD7006137.1|CCAP	LOC4812782|XP_001353503.2|DPSE
OG0006150	CCAP1982_LOCUS14465|CAD7006136.1|CCAP	LOC4812783|XP_001353504.3|DPSE
OG0006151	CCAP1982_LOCUS6282|CAD6997650.1|CCAP	LOC4816851|XP_001356324.1|DPSE
OG0006152	CCAP1982_LOCUS3484|CAD6994751.1|CCAP	LOC4802118|XP_001359099.2|DPSE
OG0006153	CCAP1982_LOCUS19784|CAD7011700.1|CCAP	LOC4804187|XP_001360789.2|DPSE
OG0006154	CCAP1982_LOCUS660|CAD6991749.1|CCAP	LOC4803216|XP_001359992.1|DPSE
OG0006155	CCAP1982_LOCUS2598|CAD6993802.1|CCAP	LOC6896827|XP_002137030.3|DPSE
OG0006156	CCAP1982_LOCUS4958|CAD6996275.1|CCAP	LOC4803025|XP_001359827.2|DPSE
OG0006157	CCAP1982_LOCUS7201|CAD6998629.1|CCAP	LOC4804284|XP_001360865.3|DPSE
OG0006158	CCAP1982_LOCUS10829|CAD7002343.1|CCAP	LOC4813057|XP_001353357.4|DPSE
OG0006159	CCAP1982_LOCUS19611|CAD7011522.1|CCAP	LOC4803879|XP_033234043.1|DPSE
OG0006160	CCAP1982_LOCUS7199|CAD6998627.1|CCAP	LOC4804285|XP_001360866.2|DPSE
OG0006161	CCAP1982_LOCUS22342|CAD7014345.1|CCAP	LOC4804516|XP_001361067.4|DPSE
OG0006162	CCAP1982_LOCUS10553|CAD7002065.1|CCAP	LOC26534304|XP_015044230.2|DPSE
OG0006163	CCAP1982_LOCUS21988|CAD7013979.1|CCAP	LOC4803885|XP_002138338.3|DPSE
OG0006165	CCAP1982_LOCUS13517|CAD7005156.1|CCAP	LOC4812854|XP_001353514.3|DPSE
OG0006166	CCAP1982_LOCUS5749|CAD6997097.1|CCAP	LOC117183658|XP_033234192.1|DPSE, LOC117184617|XP_033238983.1|DPSE, LOC26533467|XP_033233218.1|DPSE, LOC26532260|XP_033237456.1|DPSE, LOC6899958|XP_002135326.3|DPSE, LOC4816939|XP_001356379.3|DPSE
OG0006167	CCAP1982_LOCUS22206|CAD7014202.1|CCAP	LOC5495513|XP_001362068.2|DPSE
OG0006171	CCAP1982_LOCUS14949|CAD7006644.1|CCAP	LOC6902476|XP_002133021.2|DPSE
OG0006172	CCAP1982_LOCUS22843|CAD7014879.1|CCAP	LOC4813051|XP_001353252.3|DPSE
OG0006181	CCAP1982_LOCUS1045|CAD6992170.1|CCAP	LOC4801010|XP_003736358.3|DPSE
OG0006182	CCAP1982_LOCUS3265|CAD6994521.1|CCAP	LOC4800608|XP_001357853.3|DPSE
OG0006183	CCAP1982_LOCUS2510|CAD6993704.1|CCAP	LOC4801649|XP_001358702.3|DPSE
OG0006184	CCAP1982_LOCUS1185|CAD6992317.1|CCAP	LOC4800972|XP_001358153.3|DPSE
OG0006185	CCAP1982_LOCUS1598|CAD6992756.1|CCAP	LOC4801522|XP_001358599.2|DPSE
OG0006186	CCAP1982_LOCUS3216|CAD6994471.1|CCAP	LOC6896977|XP_002137163.1|DPSE
OG0006187	CCAP1982_LOCUS1208|CAD6992344.1|CCAP	LOC4800407|XP_001357689.1|DPSE
OG0006191	CCAP1982_LOCUS2666|CAD6993872.1|CCAP	LOC4801171|XP_001358305.3|DPSE
OG0006196	CCAP1982_LOCUS9573|CAD7001101.1|CCAP, CCAP1982_LOCUS9572|CAD7001100.1|CCAP	LOC6897474|XP_033241607.1|DPSE
OG0006197	CCAP1982_LOCUS9414|CAD7000941.1|CCAP, CCAP1982_LOCUS9416|CAD7000943.1|CCAP	LOC6899784|XP_033237056.1|DPSE
OG0006199	CCAP1982_LOCUS2428|CAD6993618.1|CCAP	LOC4801380|XP_001358483.2|DPSE
OG0006200	CCAP1982_LOCUS3029|CAD6994268.1|CCAP	LOC4801198|XP_001358327.4|DPSE
OG0006207	CCAP1982_LOCUS8597|CAD7000099.1|CCAP	LOC4818009|XP_001357480.2|DPSE
OG0006208	CCAP1982_LOCUS12166|CAD7003729.1|CCAP	LOC4812573|XP_001352500.3|DPSE
OG0006213	CCAP1982_LOCUS3163|CAD6994411.1|CCAP	LOC4802773|XP_001359633.3|DPSE
OG0006216	CCAP1982_LOCUS1622|CAD6992782.1|CCAP	LOC4800733|XP_001357951.3|DPSE
OG0006218	CCAP1982_LOCUS5529|CAD6996853.1|CCAP	LOC4816541|XP_001356241.4|DPSE
OG0006221	CCAP1982_LOCUS1349|CAD6992498.1|CCAP	LOC4800714|XP_001357938.3|DPSE
OG0006222	CCAP1982_LOCUS1347|CAD6992495.1|CCAP	LOC4800712|XP_001357937.2|DPSE
OG0006228	CCAP1982_LOCUS20469|CAD7012375.1|CCAP	LOC4804127|XP_001360735.1|DPSE
OG0006229	CCAP1982_LOCUS10327|CAD7001837.1|CCAP	LOC26532627|XP_033237074.1|DPSE
OG0006240	CCAP1982_LOCUS3188|CAD6994437.1|CCAP	LOC4800995|XP_033233145.1|DPSE
OG0006243	CCAP1982_LOCUS1656|CAD6992817.1|CCAP	LOC4801513|XP_001358592.3|DPSE
OG0006244	CCAP1982_LOCUS1328|CAD6992475.1|CCAP	LOC4800706|XP_001357931.1|DPSE
OG0006247	CCAP1982_LOCUS22712|CAD7014734.1|CCAP	LOC4805012|XP_033235070.1|DPSE
OG0006251	CCAP1982_LOCUS2990|CAD6994228.1|CCAP	LOC4800745|XP_001357962.2|DPSE
OG0006252	CCAP1982_LOCUS2991|CAD6994229.1|CCAP	LOC4800744|XP_001357961.1|DPSE
OG0006255	CCAP1982_LOCUS3181|CAD6994430.1|CCAP	LOC4800930|XP_001358117.3|DPSE
OG0006259	CCAP1982_LOCUS42|CAD6991095.1|CCAP	LOC4801647|XP_001358700.2|DPSE
OG0006261	CCAP1982_LOCUS7796|CAD6999266.1|CCAP	LOC4817796|XP_033235975.1|DPSE
OG0006265	CCAP1982_LOCUS21034|CAD7012938.1|CCAP	LOC4803873|XP_001360522.2|DPSE
OG0006269	CCAP1982_LOCUS3348|CAD6994611.1|CCAP	LOC4800352|XP_001357562.2|DPSE
OG0006271	CCAP1982_LOCUS1670|CAD6992833.1|CCAP	LOC4801021|XP_001358191.2|DPSE
OG0006276	CCAP1982_LOCUS11529|CAD7003066.1|CCAP	LOC4814136|XP_033238481.1|DPSE
OG0006277	CCAP1982_LOCUS21154|CAD7013076.1|CCAP	LOC6897155|XP_015037205.2|DPSE
OG0006283	CCAP1982_LOCUS3868|CAD6995147.1|CCAP	LOC4801562|XP_001358634.3|DPSE
OG0006285	CCAP1982_LOCUS1160|CAD6992292.1|CCAP	LOC4802732|XP_001359595.3|DPSE
OG0006286	CCAP1982_LOCUS1875|CAD6993043.1|CCAP	LOC4801455|XP_001358549.4|DPSE
OG0006288	CCAP1982_LOCUS1758|CAD6992925.1|CCAP	LOC6896687|XP_002136901.2|DPSE
OG0006289	CCAP1982_LOCUS2125|CAD6993308.1|CCAP	LOC4801431|XP_001358526.2|DPSE
OG0006291	CCAP1982_LOCUS8793|CAD7000305.1|CCAP	LOC4816569|XP_001355916.1|DPSE
OG0006293	CCAP1982_LOCUS12770|CAD7004355.1|CCAP	LOC4813625|XP_001353650.3|DPSE
OG0006303	CCAP1982_LOCUS22354|CAD7014357.1|CCAP	LOC6898043|XP_002138131.2|DPSE
OG0006304	CCAP1982_LOCUS3461|CAD6994728.1|CCAP	LOC6896832|XP_002137035.3|DPSE
OG0006305	CCAP1982_LOCUS3463|CAD6994730.1|CCAP	LOC4800621|XP_033240324.1|DPSE
OG0006306	CCAP1982_LOCUS4112|CAD6995394.1|CCAP	LOC4802125|XP_033233101.1|DPSE
OG0006307	CCAP1982_LOCUS1169|CAD6992301.1|CCAP	LOC4801938|XP_001358955.5|DPSE
OG0006310	CCAP1982_LOCUS2850|CAD6994080.1|CCAP, CCAP1982_LOCUS2851|CAD6994081.1|CCAP	LOC4801485|XP_001358568.4|DPSE
OG0006315	CCAP1982_LOCUS3333|CAD6994594.1|CCAP	LOC4800343|XP_003736198.2|DPSE
OG0006322	CCAP1982_LOCUS3074|CAD6994317.1|CCAP	LOC6901209|XP_002133910.2|DPSE
OG0006325	CCAP1982_LOCUS2415|CAD6993604.1|CCAP	LOC4801547|XP_001358619.3|DPSE
OG0006327	CCAP1982_LOCUS3402|CAD6994668.1|CCAP	LOC4801142|XP_001358281.3|DPSE
OG0006328	CCAP1982_LOCUS3175|CAD6994424.1|CCAP	LOC6896965|XP_033232750.1|DPSE
OG0006330	CCAP1982_LOCUS2430|CAD6993620.1|CCAP	LOC4801378|XP_015037212.2|DPSE
OG0006335	CCAP1982_LOCUS2233|CAD6993418.1|CCAP	LOC6896823|XP_002137026.2|DPSE
OG0006345	CCAP1982_LOCUS34|CAD6991086.1|CCAP	LOC4800705|XP_033232584.1|DPSE
OG0006346	CCAP1982_LOCUS35|CAD6991087.1|CCAP	LOC4800463|XP_001357734.2|DPSE
OG0006347	CCAP1982_LOCUS1828|CAD6992995.1|CCAP	LOC6897317|XP_003736581.3|DPSE
OG0006354	CCAP1982_LOCUS1026|CAD6992148.1|CCAP	LOC4800936|XP_001358123.3|DPSE
OG0006358	CCAP1982_LOCUS14731|CAD7006411.1|CCAP	LOC4811942|XP_001352766.1|DPSE
OG0006368	CCAP1982_LOCUS1868|CAD6993033.1|CCAP	LOC4800371|XP_015038600.2|DPSE
OG0006369	CCAP1982_LOCUS1864|CAD6993029.1|CCAP	LOC4800370|XP_015038540.2|DPSE
OG0006371	CCAP1982_LOCUS1755|CAD6992922.1|CCAP	LOC4800317|XP_001357591.2|DPSE
OG0006372	CCAP1982_LOCUS3418|CAD6994683.1|CCAP	LOC6899810|XP_002135725.1|DPSE
OG0006378	CCAP1982_LOCUS3195|CAD6994448.1|CCAP	LOC4800510|XP_001357775.3|DPSE
OG0006385	CCAP1982_LOCUS3182|CAD6994431.1|CCAP	LOC4800934|XP_001358121.2|DPSE
OG0006386	CCAP1982_LOCUS2844|CAD6994074.1|CCAP	LOC4816204|XP_001355786.1|DPSE
OG0006387	CCAP1982_LOCUS1121|CAD6992251.1|CCAP	LOC4800393|XP_001357678.4|DPSE
OG0006390	CCAP1982_LOCUS2351|CAD6993539.1|CCAP	LOC4802239|XP_015037691.1|DPSE
OG0006391	CCAP1982_LOCUS4063|CAD6995344.1|CCAP	LOC4801389|XP_001358490.3|DPSE
OG0006394	CCAP1982_LOCUS3043|CAD6994282.1|CCAP	LOC4800651|XP_001357884.1|DPSE
OG0006395	CCAP1982_LOCUS3349|CAD6994612.1|CCAP	LOC4800353|XP_001357561.1|DPSE
OG0006401	CCAP1982_LOCUS11663|CAD7003202.1|CCAP	LOC4813657|XP_001353486.3|DPSE
OG0006402	CCAP1982_LOCUS78|CAD6991135.1|CCAP	LOC4802248|XP_001359207.2|DPSE
OG0006403	CCAP1982_LOCUS66|CAD6991121.1|CCAP	LOC4803295|XP_001360059.2|DPSE
OG0006404	CCAP1982_LOCUS63|CAD6991117.1|CCAP	LOC4802837|XP_001359673.4|DPSE
OG0006405	CCAP1982_LOCUS101|CAD6991161.1|CCAP	LOC4813302|XP_001353593.3|DPSE
OG0006406	CCAP1982_LOCUS4442|CAD6995737.1|CCAP	LOC4801604|XP_001358671.2|DPSE
OG0006412	CCAP1982_LOCUS3648|CAD6994913.1|CCAP	LOC4801332|XP_001358444.2|DPSE
OG0006413	CCAP1982_LOCUS2963|CAD6994201.1|CCAP	LOC4801334|XP_015037190.2|DPSE
OG0006419	CCAP1982_LOCUS2236|CAD6993421.1|CCAP	LOC4800729|XP_001357949.2|DPSE
OG0006420	CCAP1982_LOCUS3273|CAD6994529.1|CCAP	LOC4801565|XP_001358639.2|DPSE
OG0006421	CCAP1982_LOCUS7763|CAD6999231.1|CCAP	LOC4816417|XP_001356077.3|DPSE
OG0006422	CCAP1982_LOCUS2824|CAD6994049.1|CCAP	LOC4818105|XP_001357229.1|DPSE
OG0006423	CCAP1982_LOCUS3252|CAD6994508.1|CCAP	LOC4801674|XP_001358724.3|DPSE
OG0006424	CCAP1982_LOCUS3253|CAD6994509.1|CCAP	LOC6897297|XP_002137456.2|DPSE
OG0006425	CCAP1982_LOCUS3249|CAD6994505.1|CCAP	LOC4801676|XP_001358726.3|DPSE
OG0006426	CCAP1982_LOCUS3248|CAD6994503.1|CCAP	LOC4801677|XP_001358727.2|DPSE
OG0006427	CCAP1982_LOCUS2392|CAD6993580.1|CCAP	LOC4800666|XP_001357898.2|DPSE
OG0006429	CCAP1982_LOCUS3353|CAD6994616.1|CCAP	LOC4801754|XP_001358795.2|DPSE
OG0006430	CCAP1982_LOCUS13812|CAD7005452.1|CCAP	LOC4812475|XP_001352992.1|DPSE
OG0006431	CCAP1982_LOCUS2578|CAD6993780.1|CCAP	LOC4800299|XP_001357648.2|DPSE
OG0006432	CCAP1982_LOCUS1368|CAD6992519.1|CCAP	LOC4801003|XP_001358177.3|DPSE
OG0006433	CCAP1982_LOCUS1314|CAD6992458.1|CCAP	LOC4801575|XP_001358645.3|DPSE
OG0006434	CCAP1982_LOCUS5856|CAD6997221.1|CCAP	LOC4811836|XP_001382214.2|DPSE
OG0006435	CCAP1982_LOCUS1484|CAD6992636.1|CCAP	LOC6897117|XP_015037111.2|DPSE
OG0006438	CCAP1982_LOCUS6946|CAD6998345.1|CCAP	LOC4817274|XP_001356436.2|DPSE
OG0006439	CCAP1982_LOCUS3857|CAD6995134.1|CCAP	LOC4800797|XP_001358008.1|DPSE
OG0006440	CCAP1982_LOCUS3856|CAD6995133.1|CCAP	LOC4800798|XP_001358009.3|DPSE
OG0006441	CCAP1982_LOCUS3378|CAD6994643.1|CCAP	LOC4801919|XP_001358937.3|DPSE
OG0006442	CCAP1982_LOCUS2833|CAD6994061.1|CCAP	LOC4800431|XP_001357709.3|DPSE
OG0006443	CCAP1982_LOCUS3062|CAD6994301.1|CCAP	LOC4802275|XP_001359227.1|DPSE
OG0006444	CCAP1982_LOCUS1068|CAD6992196.1|CCAP	LOC4800253|XP_001357643.1|DPSE
OG0006445	CCAP1982_LOCUS3493|CAD6994760.1|CCAP	LOC4815847|XP_001355582.2|DPSE
OG0006446	CCAP1982_LOCUS3491|CAD6994758.1|CCAP	LOC4811823|XP_001352378.4|DPSE
OG0006447	CCAP1982_LOCUS3485|CAD6994752.1|CCAP	LOC4811824|XP_001382205.4|DPSE
OG0006448	CCAP1982_LOCUS4098|CAD6995380.1|CCAP	LOC4801787|XP_001358824.1|DPSE
OG0006449	CCAP1982_LOCUS3467|CAD6994734.1|CCAP	LOC4801785|XP_001358822.4|DPSE
