Orthogroup	CCAP.longest_only	DSAN.longest_only
OG0007554	CCAP1982_LOCUS14423|CAD7006091.1|CCAP	LOC120448867|XP_039487014.1|DSAN
OG0007555	CCAP1982_LOCUS20383|CAD7012287.1|CCAP	LOC120445747|XP_039482259.1|DSAN
OG0007556	CCAP1982_LOCUS19480|CAD7011379.1|CCAP	LOC120446207|XP_039482994.1|DSAN
OG0007557	CCAP1982_LOCUS19482|CAD7011381.1|CCAP	LOC120445570|XP_039481990.1|DSAN
OG0007558	CCAP1982_LOCUS20456|CAD7012362.1|CCAP	LOC120447082|XP_039484414.1|DSAN
OG0007559	CCAP1982_LOCUS6873|CAD6998264.1|CCAP	LOC120458572|XP_039502205.1|DSAN
OG0007560	CCAP1982_LOCUS13687|CAD7005327.1|CCAP	LOC120448674|XP_039486745.1|DSAN
OG0007562	CCAP1982_LOCUS13499|CAD7005137.1|CCAP	LOC120447548|XP_039484930.1|DSAN
OG0007563	CCAP1982_LOCUS14195|CAD7005852.1|CCAP	LOC120450597|XP_039489652.1|DSAN
OG0007564	CCAP1982_LOCUS14390|CAD7006055.1|CCAP	LOC120448500|XP_039486466.1|DSAN
OG0007565	CCAP1982_LOCUS3495|CAD6994763.1|CCAP	LOC120451914|XP_039491860.1|DSAN
OG0007566	CCAP1982_LOCUS20228|CAD7012130.1|CCAP	LOC120444342|XP_039479849.1|DSAN
OG0007567	CCAP1982_LOCUS3798|CAD6995075.1|CCAP	LOC120454562|XP_039495888.1|DSAN
OG0007568	CCAP1982_LOCUS19435|CAD7011330.1|CCAP	LOC120447144|XP_039484517.1|DSAN
OG0007569	CCAP1982_LOCUS19429|CAD7011324.1|CCAP	LOC120445181|XP_039481327.1|DSAN
OG0007570	CCAP1982_LOCUS19431|CAD7011326.1|CCAP	LOC120447142|XP_039484513.1|DSAN
OG0007571	CCAP1982_LOCUS19436|CAD7011331.1|CCAP	LOC120447143|XP_039484515.1|DSAN
OG0007572	CCAP1982_LOCUS21156|CAD7013079.1|CCAP	LOC120450552|XP_039489595.1|DSAN
OG0007573	CCAP1982_LOCUS20390|CAD7012294.1|CCAP	LOC120444758|XP_039480620.1|DSAN
OG0007574	CCAP1982_LOCUS21235|CAD7013164.1|CCAP	LOC120444284|XP_039479733.1|DSAN
OG0007575	CCAP1982_LOCUS20488|CAD7012400.1|CCAP	LOC120445083|XP_039481143.1|DSAN
OG0007578	CCAP1982_LOCUS8258|CAD6999732.1|CCAP	LOC120444355|XP_039479873.1|DSAN
OG0007579	CCAP1982_LOCUS19990|CAD7011878.1|CCAP	LOC120451315|XP_039490822.1|DSAN
OG0007580	CCAP1982_LOCUS14630|CAD7006308.1|CCAP, CCAP1982_LOCUS14631|CAD7006309.1|CCAP	LOC120449288|XP_039487609.1|DSAN
OG0007581	CCAP1982_LOCUS7886|CAD6999359.1|CCAP	LOC120444925|XP_039480857.1|DSAN
OG0007582	CCAP1982_LOCUS19671|CAD7011582.1|CCAP	LOC120450737|XP_039489790.1|DSAN
OG0007583	CCAP1982_LOCUS20397|CAD7012301.1|CCAP	LOC120445964|XP_039482602.1|DSAN
OG0007586	CCAP1982_LOCUS7857|CAD6999330.1|CCAP	LOC120443965|XP_039479403.1|DSAN
OG0007588	CCAP1982_LOCUS6494|CAD6997875.1|CCAP	LOC120458008|XP_039501438.1|DSAN
OG0007590	CCAP1982_LOCUS13797|CAD7005437.1|CCAP	LOC120447685|XP_039485146.1|DSAN
OG0007591	CCAP1982_LOCUS20692|CAD7012608.1|CCAP	LOC120448318|XP_039486203.1|DSAN
OG0007592	CCAP1982_LOCUS23135|CAD7015184.1|CCAP	LOC120445400|XP_039481744.1|DSAN
OG0007594	CCAP1982_LOCUS20687|CAD7012602.1|CCAP	LOC120448342|XP_039486242.1|DSAN
OG0007595	CCAP1982_LOCUS20149|CAD7012047.1|CCAP	LOC120446534|XP_039483481.1|DSAN
OG0007596	CCAP1982_LOCUS14908|CAD7006597.1|CCAP	LOC120448330|XP_039486218.1|DSAN
OG0007597	CCAP1982_LOCUS14324|CAD7005988.1|CCAP	LOC120449551|XP_039488014.1|DSAN
OG0007598	CCAP1982_LOCUS20657|CAD7012572.1|CCAP	LOC120444462|XP_039480065.1|DSAN
OG0007599	CCAP1982_LOCUS14332|CAD7005996.1|CCAP	LOC120449454|XP_039487860.1|DSAN
OG0007600	CCAP1982_LOCUS14329|CAD7005993.1|CCAP	LOC120448047|XP_039485726.1|DSAN
OG0007601	CCAP1982_LOCUS13408|CAD7005037.1|CCAP	LOC120449251|XP_039487561.1|DSAN
OG0007602	CCAP1982_LOCUS13550|CAD7005190.1|CCAP	LOC120448702|XP_039486791.1|DSAN
OG0007603	CCAP1982_LOCUS13547|CAD7005187.1|CCAP	LOC120448700|XP_039486789.1|DSAN
OG0007604	CCAP1982_LOCUS12145|CAD7003708.1|CCAP	LOC120448686|XP_039486760.1|DSAN
OG0007605	CCAP1982_LOCUS13694|CAD7005334.1|CCAP	LOC120447625|XP_039485053.1|DSAN
OG0007606	CCAP1982_LOCUS13996|CAD7005638.1|CCAP	LOC120450515|XP_039489522.1|DSAN
OG0007607	CCAP1982_LOCUS3980|CAD6995259.1|CCAP	LOC120451178|XP_039490550.1|DSAN
OG0007608	CCAP1982_LOCUS13805|CAD7005445.1|CCAP	LOC120450453|XP_039489407.1|DSAN
OG0007611	CCAP1982_LOCUS9402|CAD7000927.1|CCAP	LOC120454879|XP_039496384.1|DSAN
OG0007612	CCAP1982_LOCUS20352|CAD7012256.1|CCAP	LOC120450899|XP_039490081.1|DSAN
OG0007613	CCAP1982_LOCUS19720|CAD7011631.1|CCAP	LOC120445042|XP_039481084.1|DSAN
OG0007614	CCAP1982_LOCUS12603|CAD7004184.1|CCAP	LOC120448016|XP_039485678.1|DSAN
OG0007615	CCAP1982_LOCUS3769|CAD6995039.1|CCAP	LOC120449972|XP_039488614.1|DSAN
OG0007616	CCAP1982_LOCUS3797|CAD6995074.1|CCAP	LOC120454561|XP_039495887.1|DSAN
OG0007617	CCAP1982_LOCUS14314|CAD7005976.1|CCAP	LOC120449124|XP_039487371.1|DSAN
OG0007618	CCAP1982_LOCUS14497|CAD7006170.1|CCAP	LOC120450051|XP_039488741.1|DSAN
OG0007619	CCAP1982_LOCUS14496|CAD7006169.1|CCAP	LOC120447631|XP_039485068.1|DSAN
OG0007620	CCAP1982_LOCUS14166|CAD7005820.1|CCAP	LOC120449220|XP_039487522.1|DSAN
OG0007621	CCAP1982_LOCUS22947|CAD7014989.1|CCAP	LOC120458310|XP_039501850.1|DSAN
OG0007622	CCAP1982_LOCUS13416|CAD7005045.1|CCAP	LOC120447528|XP_039484897.1|DSAN
OG0007623	CCAP1982_LOCUS13949|CAD7005590.1|CCAP	LOC120450537|XP_039489562.1|DSAN
OG0007624	CCAP1982_LOCUS14262|CAD7005924.1|CCAP	LOC120449681|XP_039488226.1|DSAN
OG0007625	CCAP1982_LOCUS13677|CAD7005316.1|CCAP	LOC120447596|XP_039484998.1|DSAN
OG0007626	CCAP1982_LOCUS14397|CAD7006062.1|CCAP	LOC120447449|XP_039484742.1|DSAN
OG0007627	CCAP1982_LOCUS14398|CAD7006063.1|CCAP	LOC120447448|XP_039484741.1|DSAN
OG0007628	CCAP1982_LOCUS10081|CAD7001587.1|CCAP	LOC120454911|XP_039496541.1|DSAN
OG0007629	CCAP1982_LOCUS10815|CAD7002325.1|CCAP	LOC120449531|XP_039487985.1|DSAN
OG0007630	CCAP1982_LOCUS4525|CAD6995822.1|CCAP	LOC120452130|XP_039492147.1|DSAN
OG0007631	CCAP1982_LOCUS2707|CAD6993916.1|CCAP	LOC120453360|XP_039493966.1|DSAN
OG0007632	CCAP1982_LOCUS11130|CAD7002647.1|CCAP	LOC120448691|XP_039486775.1|DSAN
OG0007633	CCAP1982_LOCUS8796|CAD7000310.1|CCAP	LOC120446874|XP_039484016.1|DSAN
OG0007634	CCAP1982_LOCUS1668|CAD6992831.1|CCAP	LOC120452993|XP_039493429.1|DSAN
OG0007635	CCAP1982_LOCUS10959|CAD7002470.1|CCAP	LOC120454982|XP_039496711.1|DSAN
OG0007637	CCAP1982_LOCUS5885|CAD6997252.1|CCAP	LOC120457831|XP_039501262.1|DSAN
OG0007638	CCAP1982_LOCUS21753|CAD7013716.1|CCAP	LOC120456577|XP_039499400.1|DSAN
OG0007639	CCAP1982_LOCUS599|CAD6991686.1|CCAP	LOC120455099|XP_039496909.1|DSAN
OG0007640	CCAP1982_LOCUS21568|CAD7013509.1|CCAP	LOC120458322|XP_039501871.1|DSAN
OG0007642	CCAP1982_LOCUS19674|CAD7011585.1|CCAP	LOC120444465|XP_039480071.1|DSAN
OG0007643	CCAP1982_LOCUS4813|CAD6996118.1|CCAP	LOC120452871|XP_039493251.1|DSAN
OG0007644	CCAP1982_LOCUS156|CAD6991218.1|CCAP	LOC120452732|XP_039493035.1|DSAN
OG0007645	CCAP1982_LOCUS5035|CAD6996357.1|CCAP	LOC120451818|XP_039491720.1|DSAN
OG0007646	CCAP1982_LOCUS6628|CAD6998011.1|CCAP	LOC120458420|XP_039501991.1|DSAN
OG0007647	CCAP1982_LOCUS5473|CAD6996800.1|CCAP, CCAP1982_LOCUS5472|CAD6996799.1|CCAP, CCAP1982_LOCUS5471|CAD6996798.1|CCAP	LOC120447127|XP_039484494.1|DSAN
OG0007648	CCAP1982_LOCUS21866|CAD7013847.1|CCAP	LOC120443680|XP_039482944.1|DSAN
OG0007649	CCAP1982_LOCUS21258|CAD7013187.1|CCAP, CCAP1982_LOCUS21268|CAD7013197.1|CCAP	LOC120448818|XP_039486950.1|DSAN
OG0007650	CCAP1982_LOCUS20026|CAD7011914.1|CCAP, CCAP1982_LOCUS20029|CAD7011917.1|CCAP	LOC120444863|XP_039480763.1|DSAN
OG0007651	CCAP1982_LOCUS12221|CAD7003785.1|CCAP	LOC120455878|XP_039498295.1|DSAN
OG0007652	CCAP1982_LOCUS13423|CAD7005053.1|CCAP, CCAP1982_LOCUS13924|CAD7005564.1|CCAP	LOC120449625|XP_039488146.1|DSAN
OG0007653	CCAP1982_LOCUS3504|CAD6994773.1|CCAP, CCAP1982_LOCUS3505|CAD6994774.1|CCAP, CCAP1982_LOCUS3503|CAD6994772.1|CCAP	LOC120448391|XP_039486313.1|DSAN
OG0007664	CCAP1982_LOCUS1443|CAD6992594.1|CCAP	LOC120454122|XP_039495092.1|DSAN
OG0007668	CCAP1982_LOCUS19885|CAD7011773.1|CCAP	LOC120443785|XP_039479048.1|DSAN
OG0007673	CCAP1982_LOCUS3400|CAD6994666.1|CCAP	LOC120451188|XP_039490571.1|DSAN
OG0007680	CCAP1982_LOCUS6389|CAD6997759.1|CCAP	LOC120452811|XP_039493152.1|DSAN
OG0007681	CCAP1982_LOCUS20806|CAD7012699.1|CCAP	LOC120452438|XP_039492600.1|DSAN
OG0007688	CCAP1982_LOCUS2680|CAD6993886.1|CCAP	LOC120452628|XP_039492871.1|DSAN
OG0007691	CCAP1982_LOCUS3918|CAD6995199.1|CCAP	LOC120452654|XP_039492905.1|DSAN
OG0007704	CCAP1982_LOCUS3314|CAD6994576.1|CCAP	LOC120453825|XP_039494646.1|DSAN
OG0007717	CCAP1982_LOCUS3328|CAD6994589.1|CCAP	LOC120454579|XP_039495918.1|DSAN
OG0007737	CCAP1982_LOCUS1041|CAD6992165.1|CCAP	LOC120452467|XP_039492636.1|DSAN
OG0007738	CCAP1982_LOCUS2234|CAD6993419.1|CCAP	LOC120451064|XP_039490355.1|DSAN
OG0007743	CCAP1982_LOCUS2502|CAD6993696.1|CCAP	LOC120453285|XP_039493844.1|DSAN
OG0007745	CCAP1982_LOCUS2113|CAD6993299.1|CCAP	LOC120453090|XP_039493551.1|DSAN
OG0007750	CCAP1982_LOCUS1760|CAD6992927.1|CCAP	LOC120451180|XP_039490554.1|DSAN
OG0007758	CCAP1982_LOCUS5563|CAD6996889.1|CCAP	LOC120456241|XP_039498885.1|DSAN
OG0007759	CCAP1982_LOCUS1122|CAD6992252.1|CCAP	LOC120452799|XP_039493129.1|DSAN
OG0007766	CCAP1982_LOCUS2350|CAD6993538.1|CCAP	LOC120454442|XP_039495672.1|DSAN
OG0007773	CCAP1982_LOCUS5389|CAD6996705.1|CCAP	LOC120453206|XP_039493731.1|DSAN
OG0007777	CCAP1982_LOCUS22259|CAD7014256.1|CCAP	LOC120456878|XP_039499910.1|DSAN
OG0007779	CCAP1982_LOCUS14828|CAD7006514.1|CCAP	LOC120447887|XP_039485432.1|DSAN
OG0007784	CCAP1982_LOCUS1991|CAD6993166.1|CCAP	LOC120450914|XP_039490105.1|DSAN
OG0007786	CCAP1982_LOCUS6878|CAD6998269.1|CCAP	LOC120458868|XP_039502635.1|DSAN
OG0007787	CCAP1982_LOCUS1999|CAD6993177.1|CCAP	LOC120453245|XP_039493782.1|DSAN
OG0007788	CCAP1982_LOCUS3254|CAD6994510.1|CCAP	LOC120452698|XP_039492989.1|DSAN
OG0007789	CCAP1982_LOCUS2408|CAD6993598.1|CCAP	LOC120451571|XP_039491316.1|DSAN
OG0007790	CCAP1982_LOCUS1486|CAD6992640.1|CCAP	LOC120454549|XP_039495863.1|DSAN
OG0007791	CCAP1982_LOCUS1483|CAD6992635.1|CCAP	LOC120451288|XP_039490772.1|DSAN
OG0007793	CCAP1982_LOCUS4261|CAD6995550.1|CCAP	LOC120453802|XP_039494609.1|DSAN
OG0007797	CCAP1982_LOCUS1089|CAD6992219.1|CCAP	LOC120453212|XP_039493737.1|DSAN
OG0007798	CCAP1982_LOCUS1088|CAD6992218.1|CCAP	LOC120452158|XP_039492188.1|DSAN
OG0007799	CCAP1982_LOCUS3863|CAD6995140.1|CCAP	LOC120453458|XP_039494109.1|DSAN
OG0007800	CCAP1982_LOCUS3705|CAD6994974.1|CCAP	LOC120453636|XP_039494362.1|DSAN
OG0007801	CCAP1982_LOCUS3472|CAD6994739.1|CCAP	LOC120453676|XP_039494424.1|DSAN
OG0007803	CCAP1982_LOCUS3000|CAD6994238.1|CCAP	LOC120453641|XP_039494369.1|DSAN
OG0007808	CCAP1982_LOCUS3479|CAD6994746.1|CCAP	LOC120453255|XP_039493809.1|DSAN
OG0007811	CCAP1982_LOCUS3656|CAD6994923.1|CCAP	LOC120453303|XP_039493870.1|DSAN
OG0007813	CCAP1982_LOCUS2961|CAD6994197.1|CCAP	LOC120451500|XP_039491186.1|DSAN
OG0007816	CCAP1982_LOCUS2858|CAD6994089.1|CCAP	LOC120450010|XP_039488661.1|DSAN
OG0007817	CCAP1982_LOCUS2855|CAD6994086.1|CCAP	LOC120451110|XP_039490456.1|DSAN
OG0007820	CCAP1982_LOCUS2250|CAD6993437.1|CCAP	LOC120452694|XP_039492983.1|DSAN
OG0007821	CCAP1982_LOCUS1080|CAD6992209.1|CCAP	LOC120453412|XP_039494044.1|DSAN
OG0007822	CCAP1982_LOCUS1081|CAD6992210.1|CCAP	LOC120453410|XP_039494041.1|DSAN
OG0007823	CCAP1982_LOCUS1083|CAD6992213.1|CCAP	LOC120453311|XP_039493901.1|DSAN
OG0007824	CCAP1982_LOCUS1414|CAD6992569.1|CCAP	LOC120452046|XP_039492038.1|DSAN
OG0007825	CCAP1982_LOCUS3989|CAD6995268.1|CCAP	LOC120454048|XP_039494976.1|DSAN
OG0007826	CCAP1982_LOCUS1911|CAD6993081.1|CCAP	LOC120453622|XP_039494338.1|DSAN
OG0007828	CCAP1982_LOCUS14905|CAD7006594.1|CCAP	LOC120450032|XP_039488717.1|DSAN
OG0007829	CCAP1982_LOCUS1661|CAD6992823.1|CCAP	LOC120451572|XP_039491317.1|DSAN
OG0007830	CCAP1982_LOCUS1152|CAD6992284.1|CCAP	LOC120453190|XP_039493690.1|DSAN
OG0007835	CCAP1982_LOCUS3471|CAD6994738.1|CCAP	LOC120452076|XP_039492074.1|DSAN
OG0007836	CCAP1982_LOCUS1279|CAD6992415.1|CCAP	LOC120451512|XP_039491205.1|DSAN
OG0007838	CCAP1982_LOCUS2060|CAD6993243.1|CCAP	LOC120452241|XP_039492299.1|DSAN
OG0007840	CCAP1982_LOCUS1667|CAD6992830.1|CCAP	LOC120452989|XP_039493424.1|DSAN
OG0007842	CCAP1982_LOCUS2723|CAD6993937.1|CCAP	LOC120451308|XP_039490807.1|DSAN
OG0007843	CCAP1982_LOCUS2722|CAD6993935.1|CCAP	LOC120452558|XP_039492770.1|DSAN
OG0007844	CCAP1982_LOCUS22686|CAD7014704.1|CCAP	LOC120446269|XP_039483080.1|DSAN
OG0007845	CCAP1982_LOCUS2347|CAD6993535.1|CCAP	LOC120453432|XP_039494071.1|DSAN
OG0007847	CCAP1982_LOCUS2685|CAD6993892.1|CCAP	LOC120451335|XP_039490850.1|DSAN
OG0007848	CCAP1982_LOCUS2692|CAD6993899.1|CCAP	LOC120452461|XP_039492626.1|DSAN
OG0007849	CCAP1982_LOCUS1593|CAD6992750.1|CCAP	LOC120452604|XP_039492835.1|DSAN
OG0007850	CCAP1982_LOCUS1591|CAD6992747.1|CCAP	LOC120452601|XP_039492833.1|DSAN
OG0007851	CCAP1982_LOCUS3811|CAD6995087.1|CCAP	LOC120453721|XP_039494483.1|DSAN
OG0007852	CCAP1982_LOCUS3826|CAD6995103.1|CCAP	LOC120451406|XP_039491008.1|DSAN
OG0007853	CCAP1982_LOCUS1394|CAD6992546.1|CCAP	LOC120452062|XP_039492059.1|DSAN
OG0007854	CCAP1982_LOCUS1478|CAD6992630.1|CCAP	LOC120451967|XP_039491926.1|DSAN
OG0007855	CCAP1982_LOCUS3101|CAD6994345.1|CCAP	LOC120452518|XP_039492708.1|DSAN
OG0007856	CCAP1982_LOCUS2693|CAD6993900.1|CCAP	LOC120452462|XP_039492627.1|DSAN
OG0007857	CCAP1982_LOCUS1820|CAD6992989.1|CCAP	LOC120451680|XP_039491495.1|DSAN
OG0007858	CCAP1982_LOCUS6731|CAD6998119.1|CCAP	LOC120455733|XP_039498084.1|DSAN
OG0007860	CCAP1982_LOCUS3508|CAD6994777.1|CCAP	LOC120451617|XP_039491397.1|DSAN
OG0007861	CCAP1982_LOCUS3497|CAD6994766.1|CCAP	LOC120451623|XP_039491408.1|DSAN
OG0007862	CCAP1982_LOCUS1077|CAD6992205.1|CCAP	LOC120453215|XP_039493739.1|DSAN
OG0007863	CCAP1982_LOCUS7597|CAD6999050.1|CCAP	LOC120445529|XP_039481925.1|DSAN
OG0007864	CCAP1982_LOCUS1312|CAD6992455.1|CCAP	LOC120450783|XP_039489875.1|DSAN
OG0007866	CCAP1982_LOCUS2468|CAD6993661.1|CCAP	LOC120451637|XP_039491430.1|DSAN
OG0007867	CCAP1982_LOCUS2932|CAD6994167.1|CCAP	LOC120452242|XP_039492300.1|DSAN
OG0007868	CCAP1982_LOCUS2432|CAD6993623.1|CCAP	LOC120452643|XP_039492892.1|DSAN
OG0007870	CCAP1982_LOCUS11052|CAD7002564.1|CCAP	LOC120449540|XP_039487996.1|DSAN
OG0007873	CCAP1982_LOCUS11840|CAD7003381.1|CCAP	LOC120450276|XP_039489126.1|DSAN
OG0007875	CCAP1982_LOCUS22696|CAD7014715.1|CCAP	LOC120444697|XP_039480497.1|DSAN
OG0007878	CCAP1982_LOCUS22637|CAD7014648.1|CCAP	LOC120444420|XP_039479984.1|DSAN
OG0007879	CCAP1982_LOCUS11905|CAD7003451.1|CCAP	LOC120448986|XP_039487187.1|DSAN
OG0007880	CCAP1982_LOCUS21795|CAD7013772.1|CCAP	LOC120455035|XP_039496803.1|DSAN
OG0007881	CCAP1982_LOCUS13044|CAD7004649.1|CCAP	LOC120449772|XP_039488345.1|DSAN
OG0007882	CCAP1982_LOCUS10785|CAD7002293.1|CCAP	LOC120448897|XP_039487047.1|DSAN
OG0007883	CCAP1982_LOCUS10786|CAD7002294.1|CCAP	LOC120448953|XP_039487136.1|DSAN
OG0007884	CCAP1982_LOCUS12922|CAD7004525.1|CCAP	LOC120450106|XP_039488835.1|DSAN
OG0007885	CCAP1982_LOCUS22695|CAD7014714.1|CCAP	LOC120444699|XP_039480502.1|DSAN
OG0007887	CCAP1982_LOCUS19461|CAD7011359.1|CCAP	LOC120448896|XP_039487046.1|DSAN
OG0007888	CCAP1982_LOCUS12706|CAD7004286.1|CCAP	LOC120447846|XP_039485387.1|DSAN
OG0007889	CCAP1982_LOCUS10796|CAD7002306.1|CCAP	LOC120449461|XP_039487867.1|DSAN
OG0007890	CCAP1982_LOCUS13035|CAD7004640.1|CCAP	LOC120450077|XP_039488798.1|DSAN
OG0007892	CCAP1982_LOCUS21865|CAD7013846.1|CCAP	LOC120458916|XP_039502699.1|DSAN
OG0007893	CCAP1982_LOCUS22382|CAD7014387.1|CCAP	LOC120445671|XP_039482154.1|DSAN
OG0007894	CCAP1982_LOCUS14992|CAD7006693.1|CCAP	LOC120450289|XP_039489142.1|DSAN
OG0007895	CCAP1982_LOCUS12575|CAD7004155.1|CCAP	LOC120448685|XP_039486757.1|DSAN
OG0007897	CCAP1982_LOCUS13296|CAD7004913.1|CCAP	LOC120449252|XP_039487564.1|DSAN
OG0007898	CCAP1982_LOCUS11495|CAD7003032.1|CCAP	LOC120450052|XP_039488743.1|DSAN
OG0007899	CCAP1982_LOCUS12817|CAD7004406.1|CCAP	LOC120447693|XP_039485156.1|DSAN
OG0007901	CCAP1982_LOCUS11101|CAD7002617.1|CCAP	LOC120449200|XP_039487497.1|DSAN
OG0007903	CCAP1982_LOCUS10966|CAD7002477.1|CCAP	LOC120447539|XP_039484917.1|DSAN
OG0007904	CCAP1982_LOCUS13292|CAD7004908.1|CCAP	LOC120448399|XP_039486323.1|DSAN
OG0007907	CCAP1982_LOCUS11579|CAD7003117.1|CCAP	LOC120449230|XP_039487536.1|DSAN
OG0007908	CCAP1982_LOCUS11580|CAD7003118.1|CCAP	LOC120449232|XP_039487538.1|DSAN
OG0007910	CCAP1982_LOCUS14592|CAD7006268.1|CCAP	LOC120450483|XP_039489464.1|DSAN
OG0007911	CCAP1982_LOCUS11252|CAD7002779.1|CCAP	LOC120449789|XP_039488367.1|DSAN
OG0007912	CCAP1982_LOCUS11257|CAD7002784.1|CCAP	LOC120450142|XP_039488904.1|DSAN
OG0007913	CCAP1982_LOCUS11253|CAD7002780.1|CCAP	LOC120449793|XP_039488371.1|DSAN
OG0007914	CCAP1982_LOCUS14822|CAD7006506.1|CCAP	LOC120450182|XP_039488981.1|DSAN
OG0007915	CCAP1982_LOCUS12412|CAD7003990.1|CCAP	LOC120449863|XP_039488457.1|DSAN
OG0007916	CCAP1982_LOCUS5432|CAD6996753.1|CCAP	LOC120443872|XP_039479180.1|DSAN
OG0007918	CCAP1982_LOCUS22289|CAD7014287.1|CCAP	LOC120458945|XP_039502739.1|DSAN
OG0007919	CCAP1982_LOCUS21854|CAD7013834.1|CCAP	LOC120445699|XP_039482190.1|DSAN
OG0007920	CCAP1982_LOCUS22878|CAD7014914.1|CCAP	LOC120444565|XP_039480255.1|DSAN
OG0007921	CCAP1982_LOCUS22488|CAD7014486.1|CCAP	LOC120446778|XP_039483858.1|DSAN
OG0007922	CCAP1982_LOCUS797|CAD6991907.1|CCAP	LOC120453783|XP_039494565.1|DSAN
OG0007924	CCAP1982_LOCUS21591|CAD7013532.1|CCAP	LOC120445635|XP_039482103.1|DSAN
OG0007925	CCAP1982_LOCUS7251|CAD6998694.1|CCAP	LOC120445452|XP_039481831.1|DSAN
OG0007926	CCAP1982_LOCUS22263|CAD7014260.1|CCAP	LOC120446611|XP_039483590.1|DSAN
OG0007927	CCAP1982_LOCUS6399|CAD6997770.1|CCAP	LOC120448004|XP_039485655.1|DSAN
OG0007928	CCAP1982_LOCUS5580|CAD6996907.1|CCAP	LOC120458567|XP_039502200.1|DSAN
OG0007929	CCAP1982_LOCUS6497|CAD6997878.1|CCAP	LOC120444037|XP_039479477.1|DSAN
OG0007930	CCAP1982_LOCUS19856|CAD7011744.1|CCAP	LOC120445494|XP_039481875.1|DSAN
OG0007931	CCAP1982_LOCUS6141|CAD6997501.1|CCAP	LOC120450728|XP_039489757.1|DSAN
OG0007933	CCAP1982_LOCUS402|CAD6991477.1|CCAP	LOC120452267|XP_039492330.1|DSAN
OG0007934	CCAP1982_LOCUS9009|CAD7000531.1|CCAP	LOC120452475|XP_039492649.1|DSAN
OG0007935	CCAP1982_LOCUS6256|CAD6997620.1|CCAP	LOC120443857|XP_039479153.1|DSAN
OG0007938	CCAP1982_LOCUS7928|CAD6999402.1|CCAP	LOC120447719|XP_039485193.1|DSAN
OG0007939	CCAP1982_LOCUS7277|CAD6998720.1|CCAP	LOC120456617|XP_039499477.1|DSAN
OG0007940	CCAP1982_LOCUS7275|CAD6998718.1|CCAP	LOC120443840|XP_039479133.1|DSAN
OG0007941	CCAP1982_LOCUS7179|CAD6998604.1|CCAP	LOC120457098|XP_039500265.1|DSAN
OG0007943	CCAP1982_LOCUS6542|CAD6997924.1|CCAP	LOC120444056|XP_039479497.1|DSAN
OG0007944	CCAP1982_LOCUS11254|CAD7002781.1|CCAP	LOC120450135|XP_039488896.1|DSAN
OG0007945	CCAP1982_LOCUS8334|CAD6999822.1|CCAP	LOC120447771|XP_039485260.1|DSAN
OG0007946	CCAP1982_LOCUS6560|CAD6997943.1|CCAP	LOC120444798|XP_039480680.1|DSAN
OG0007947	CCAP1982_LOCUS7869|CAD6999342.1|CCAP	LOC120458132|XP_039501608.1|DSAN
OG0007948	CCAP1982_LOCUS6221|CAD6997582.1|CCAP	LOC120452106|XP_039492119.1|DSAN
OG0007950	CCAP1982_LOCUS8000|CAD6999476.1|CCAP	LOC120457775|XP_039501206.1|DSAN
OG0007951	CCAP1982_LOCUS8465|CAD6999958.1|CCAP	LOC120453345|XP_039493952.1|DSAN
OG0007952	CCAP1982_LOCUS8845|CAD7000365.1|CCAP	LOC120456475|XP_039499275.1|DSAN
OG0007953	CCAP1982_LOCUS6138|CAD6997497.1|CCAP	LOC120443736|XP_039478925.1|DSAN
OG0007954	CCAP1982_LOCUS6411|CAD6997786.1|CCAP	LOC120458258|XP_039501781.1|DSAN
OG0007955	CCAP1982_LOCUS5745|CAD6997092.1|CCAP	LOC120449754|XP_039488334.1|DSAN
OG0007956	CCAP1982_LOCUS7699|CAD6999162.1|CCAP	LOC120445533|XP_039481933.1|DSAN
OG0007959	CCAP1982_LOCUS8266|CAD6999740.1|CCAP	LOC120445733|XP_039482238.1|DSAN
OG0007961	CCAP1982_LOCUS590|CAD6991677.1|CCAP	LOC120454657|XP_039496094.1|DSAN
OG0007963	CCAP1982_LOCUS5560|CAD6996886.1|CCAP	LOC120448976|XP_039487174.1|DSAN
OG0007964	CCAP1982_LOCUS6172|CAD6997533.1|CCAP	LOC120454739|XP_039496196.1|DSAN
OG0007965	CCAP1982_LOCUS9241|CAD7000766.1|CCAP	LOC120448731|XP_039486843.1|DSAN
OG0007966	CCAP1982_LOCUS7028|CAD6998428.1|CCAP	LOC120443811|XP_039479085.1|DSAN
OG0007968	CCAP1982_LOCUS7883|CAD6999356.1|CCAP	LOC120454328|XP_039495470.1|DSAN
OG0007970	CCAP1982_LOCUS20492|CAD7012404.1|CCAP	LOC120445628|XP_039482089.1|DSAN
OG0007972	CCAP1982_LOCUS21259|CAD7013188.1|CCAP	LOC120446669|XP_039483676.1|DSAN
OG0007973	CCAP1982_LOCUS8370|CAD6999858.1|CCAP	LOC120458478|XP_039502072.1|DSAN
OG0007975	CCAP1982_LOCUS559|CAD6991645.1|CCAP	LOC120453934|XP_039494813.1|DSAN
OG0007977	CCAP1982_LOCUS8384|CAD6999874.1|CCAP	LOC120444726|XP_039480589.1|DSAN
OG0007978	CCAP1982_LOCUS7842|CAD6999315.1|CCAP	LOC120458682|XP_039502353.1|DSAN
