Orthogroup	CCAP.longest_only	AEAL.longest_only
OG0005190	CCAP1982_LOCUS11444|CAD7002981.1|CCAP	LOC109408220|XP_029728884.1|AEAL, LOC115266573|XP_029728796.1|AEAL, LOC115266682|XP_029729065.1|AEAL, LOC109411158|XP_029728875.1|AEAL
OG0005191	CCAP1982_LOCUS264|CAD6991335.1|CCAP	LOC109408232|XP_019537035.1|AEAL
OG0005192	CCAP1982_LOCUS23091|CAD7015141.1|CCAP, CCAP1982_LOCUS23093|CAD7015143.1|CCAP	LOC109408236|XP_029716604.1|AEAL, LOC109408897|XP_029728805.1|AEAL
OG0005193	CCAP1982_LOCUS23365|CAD7015423.1|CCAP	LOC109408240|XP_029728812.1|AEAL, LOC109408900|XP_019537815.1|AEAL
OG0005194	CCAP1982_LOCUS7190|CAD6998616.1|CCAP	LOC109416493|XP_029728915.1|AEAL, LOC109416680|XP_029728917.1|AEAL
OG0005195	CCAP1982_LOCUS22634|CAD7014645.1|CCAP	LOC109416491|XP_029728922.1|AEAL, LOC109416679|XP_019546280.2|AEAL
OG0005196	CCAP1982_LOCUS14239|CAD7005899.1|CCAP	LOC109416492|XP_019546112.2|AEAL, LOC109416678|XP_019546279.2|AEAL
OG0005197	CCAP1982_LOCUS22401|CAD7014409.1|CCAP	LOC109416676|XP_019546274.2|AEAL
OG0005198	CCAP1982_LOCUS10739|CAD7002244.1|CCAP, CCAP1982_LOCUS10738|CAD7002242.1|CCAP, CCAP1982_LOCUS10736|CAD7002240.1|CCAP	LOC109417311|XP_019546955.2|AEAL
OG0005199	CCAP1982_LOCUS21243|CAD7013172.1|CCAP	LOC109414976|XP_019544364.2|AEAL
OG0005200	CCAP1982_LOCUS23197|CAD7015248.1|CCAP	LOC109414995|XP_029728974.1|AEAL
OG0005201	CCAP1982_LOCUS7252|CAD6998695.1|CCAP	LOC109398186|XP_019526049.2|AEAL
OG0005202	CCAP1982_LOCUS21195|CAD7013122.1|CCAP	LOC109405972|XP_029732835.1|AEAL
OG0005203	CCAP1982_LOCUS7149|CAD6998568.1|CCAP	LOC109411800|XP_029709908.1|AEAL
OG0005204	CCAP1982_LOCUS6398|CAD6997769.1|CCAP	LOC115254166|XP_029728215.1|AEAL, LOC109414488|XP_029728227.1|AEAL
OG0005205	CCAP1982_LOCUS6921|CAD6998312.1|CCAP	LOC109414487|XP_019543883.2|AEAL, LOC109421517|XP_029728228.1|AEAL
OG0005206	CCAP1982_LOCUS22250|CAD7014247.1|CCAP	LOC109622268|XP_019932087.2|AEAL, LOC109414463|XP_029728192.1|AEAL, LOC115266396|XP_029728494.1|AEAL
OG0005207	CCAP1982_LOCUS22905|CAD7014942.1|CCAP	LOC109621250|XP_029728194.1|AEAL, LOC109414459|XP_029728162.1|AEAL, LOC115266328|XP_029728276.1|AEAL
OG0005208	CCAP1982_LOCUS22121|CAD7014114.1|CCAP	LOC115266307|XP_029728159.1|AEAL, LOC109414453|XP_019543827.3|AEAL
OG0005209	CCAP1982_LOCUS5437|CAD6996758.1|CCAP	LOC115266331|XP_029728285.1|AEAL, LOC109414450|XP_029728139.1|AEAL, LOC115266306|XP_029728157.1|AEAL
OG0005210	CCAP1982_LOCUS5436|CAD6996757.1|CCAP	LOC115266305|XP_029728156.1|AEAL, LOC115266332|XP_029728286.1|AEAL
OG0005211	CCAP1982_LOCUS11690|CAD7003229.1|CCAP	LOC109404733|XP_019533200.2|AEAL
OG0005212	CCAP1982_LOCUS7176|CAD6998601.1|CCAP	LOC109414418|XP_019543769.1|AEAL
OG0005213	CCAP1982_LOCUS5508|CAD6996835.1|CCAP	LOC109428276|XP_019559553.2|AEAL, LOC109427956|XP_019559160.2|AEAL
OG0005214	CCAP1982_LOCUS7805|CAD6999276.1|CCAP	LOC109427944|XP_029710150.1|AEAL, LOC109428262|XP_029728330.1|AEAL
OG0005215	CCAP1982_LOCUS8738|CAD7000246.1|CCAP	LOC109427939|XP_029710140.1|AEAL, LOC109428257|XP_019559527.1|AEAL
OG0005216	CCAP1982_LOCUS7739|CAD6999205.1|CCAP	LOC109428255|XP_029710137.1|AEAL, LOC115266349|XP_029728340.1|AEAL
OG0005217	CCAP1982_LOCUS6400|CAD6997772.1|CCAP	LOC115271028|XP_029736308.1|AEAL, LOC109427922|XP_029728359.1|AEAL
OG0005218	CCAP1982_LOCUS5377|CAD6996693.1|CCAP, CCAP1982_LOCUS5379|CAD6996695.1|CCAP	LOC109428235|XP_029728368.1|AEAL
OG0005219	CCAP1982_LOCUS22495|CAD7014493.1|CCAP	LOC115266355|XP_029728374.1|AEAL, LOC109428232|XP_019559488.2|AEAL
OG0005220	CCAP1982_LOCUS12769|CAD7004354.1|CCAP	LOC109427913|XP_029728373.1|AEAL, LOC115254006|XP_029714315.1|AEAL
OG0005221	CCAP1982_LOCUS5724|CAD6997071.1|CCAP	LOC109427911|XP_019559084.1|AEAL, LOC115255757|XP_029709741.1|AEAL
OG0005222	CCAP1982_LOCUS7540|CAD6998993.1|CCAP	LOC109428220|XP_029728390.1|AEAL
OG0005223	CCAP1982_LOCUS5696|CAD6997038.1|CCAP	LOC109427885|XP_019559031.2|AEAL
OG0005224	CCAP1982_LOCUS9099|CAD7000625.1|CCAP	LOC115258949|XP_029715334.1|AEAL
OG0005225	CCAP1982_LOCUS5399|CAD6996717.1|CCAP	LOC109424143|XP_029715480.1|AEAL
OG0005226	CCAP1982_LOCUS8836|CAD7000354.1|CCAP	LOC109433252|XP_029714970.1|AEAL, LOC115258738|XP_029714965.1|AEAL
OG0005227	CCAP1982_LOCUS8073|CAD6999553.1|CCAP	LOC109424261|XP_019554893.1|AEAL, LOC109433262|XP_029715097.1|AEAL
OG0005228	CCAP1982_LOCUS8072|CAD6999552.1|CCAP	LOC109433264|XP_019565236.2|AEAL, LOC109424282|XP_019554933.2|AEAL
OG0005229	CCAP1982_LOCUS7490|CAD6998944.1|CCAP	LOC109424435|XP_029714900.1|AEAL, LOC109433263|XP_029715696.1|AEAL
OG0005230	CCAP1982_LOCUS7079|CAD6998486.1|CCAP	LOC109424484|XP_029714837.1|AEAL
OG0005231	CCAP1982_LOCUS8695|CAD7000203.1|CCAP	LOC115258576|XP_029714646.1|AEAL, LOC109622904|XP_019932921.2|AEAL
OG0005232	CCAP1982_LOCUS5367|CAD6996683.1|CCAP	LOC115258596|XP_029714713.1|AEAL, LOC109622897|XP_019932912.1|AEAL
OG0005233	CCAP1982_LOCUS5688|CAD6997029.1|CCAP	LOC109622894|XP_019932908.1|AEAL, LOC115258548|XP_029714558.1|AEAL
OG0005234	CCAP1982_LOCUS6210|CAD6997571.1|CCAP	LOC109622871|XP_019932881.2|AEAL
OG0005235	CCAP1982_LOCUS7029|CAD6998429.1|CCAP	LOC109420089|XP_019549946.2|AEAL
OG0005236	CCAP1982_LOCUS8175|CAD6999641.1|CCAP	LOC109420088|XP_019549945.2|AEAL, LOC115255820|XP_029709866.1|AEAL
OG0005237	CCAP1982_LOCUS8171|CAD6999637.1|CCAP	LOC109420087|XP_019549944.1|AEAL, LOC115257864|XP_029713686.1|AEAL
OG0005238	CCAP1982_LOCUS8166|CAD6999632.1|CCAP	LOC115256042|XP_029710153.1|AEAL, LOC115256041|XP_029710145.1|AEAL, LOC109420041|XP_029710088.1|AEAL
OG0005239	CCAP1982_LOCUS6979|CAD6998379.1|CCAP	LOC109420085|XP_019549939.2|AEAL
OG0005240	CCAP1982_LOCUS6461|CAD6997837.1|CCAP	LOC109420082|XP_019549935.2|AEAL
OG0005241	CCAP1982_LOCUS7043|CAD6998445.1|CCAP	LOC109420081|XP_019549929.2|AEAL
OG0005242	CCAP1982_LOCUS7927|CAD6999401.1|CCAP	LOC109420080|XP_019549928.2|AEAL
OG0005243	CCAP1982_LOCUS7494|CAD6998947.1|CCAP, CCAP1982_LOCUS7491|CAD6998945.1|CCAP	LOC109420062|XP_019549905.2|AEAL
OG0005244	CCAP1982_LOCUS4235|CAD6995523.1|CCAP	LOC115262431|XP_029720683.1|AEAL, LOC109407865|XP_029713470.1|AEAL
OG0005245	CCAP1982_LOCUS4791|CAD6996086.1|CCAP	LOC109407882|XP_029713465.1|AEAL, LOC109420057|XP_029720684.1|AEAL
OG0005246	CCAP1982_LOCUS20299|CAD7012198.1|CCAP	LOC109412008|XP_019541198.2|AEAL, LOC115253488|XP_029720685.1|AEAL
OG0005247	CCAP1982_LOCUS22014|CAD7014007.1|CCAP	LOC109412013|XP_019541202.2|AEAL
OG0005249	CCAP1982_LOCUS4948|CAD6996265.1|CCAP	LOC109408279|XP_029716688.1|AEAL, LOC109400989|XP_029713259.1|AEAL
OG0005250	CCAP1982_LOCUS5417|CAD6996737.1|CCAP	LOC109400987|XP_029713777.1|AEAL, LOC109408320|XP_029713193.1|AEAL
OG0005251	CCAP1982_LOCUS5703|CAD6997049.1|CCAP	LOC109412350|XP_029712761.1|AEAL, LOC109416190|XP_029713001.1|AEAL
OG0005252	CCAP1982_LOCUS5823|CAD6997182.1|CCAP	LOC109416591|XP_029712659.1|AEAL, LOC109412354|XP_029712952.1|AEAL
OG0005253	CCAP1982_LOCUS8329|CAD6999815.1|CCAP	LOC109412366|XP_029712627.1|AEAL
OG0005254	CCAP1982_LOCUS6112|CAD6997470.1|CCAP	LOC109412371|XP_029712587.1|AEAL
OG0005255	CCAP1982_LOCUS6111|CAD6997469.1|CCAP	LOC109412372|XP_029712576.1|AEAL
OG0005256	CCAP1982_LOCUS5887|CAD6997254.1|CCAP	LOC109401402|XP_019529500.1|AEAL
OG0005257	CCAP1982_LOCUS5518|CAD6996842.1|CCAP	LOC109432885|XP_019564796.2|AEAL
OG0005259	CCAP1982_LOCUS6562|CAD6997945.1|CCAP	LOC109432905|XP_029709650.1|AEAL, LOC109401399|XP_029711849.1|AEAL
OG0005260	CCAP1982_LOCUS6561|CAD6997944.1|CCAP	LOC115256848|XP_029711738.1|AEAL, LOC109432907|XP_029711899.1|AEAL
OG0005261	CCAP1982_LOCUS3341|CAD6994603.1|CCAP	LOC115256811|XP_029711636.1|AEAL, LOC109432903|XP_019564815.2|AEAL
OG0005262	CCAP1982_LOCUS7352|CAD6998798.1|CCAP	LOC109404650|XP_019533115.2|AEAL, LOC109401431|XP_029712187.1|AEAL
OG0005263	CCAP1982_LOCUS5535|CAD6996859.1|CCAP	LOC109433104|XP_029715450.1|AEAL
OG0005264	CCAP1982_LOCUS3028|CAD6994267.1|CCAP	LOC109433105|XP_019565040.2|AEAL
OG0005267	CCAP1982_LOCUS8499|CAD6999993.1|CCAP	LOC109411274|XP_019540346.2|AEAL, LOC109433143|XP_019565085.1|AEAL
OG0005268	CCAP1982_LOCUS8498|CAD6999992.1|CCAP	LOC109433070|XP_029711548.1|AEAL, LOC109411275|XP_029711494.1|AEAL
OG0005269	CCAP1982_LOCUS8496|CAD6999990.1|CCAP	LOC109433115|XP_029711448.1|AEAL, LOC109411279|XP_029711556.1|AEAL
OG0005271	CCAP1982_LOCUS5805|CAD6997162.1|CCAP	LOC109411287|XP_029711333.1|AEAL
OG0005272	CCAP1982_LOCUS5806|CAD6997163.1|CCAP	LOC109433087|XP_019565022.2|AEAL
OG0005273	CCAP1982_LOCUS5812|CAD6997169.1|CCAP	LOC109433038|XP_029709481.1|AEAL, LOC109411292|XP_019540364.1|AEAL
OG0005274	CCAP1982_LOCUS5648|CAD6996986.1|CCAP	LOC109411293|XP_029711267.1|AEAL, LOC109433089|XP_019565024.2|AEAL
OG0005275	CCAP1982_LOCUS5621|CAD6996953.1|CCAP	LOC115256606|XP_029711278.1|AEAL, LOC109411294|XP_029711256.1|AEAL
OG0005276	CCAP1982_LOCUS8750|CAD7000260.1|CCAP	LOC109411791|XP_029711191.1|AEAL, LOC115261031|XP_029718258.1|AEAL
OG0005277	CCAP1982_LOCUS8739|CAD7000247.1|CCAP	LOC109419982|XP_029711174.1|AEAL
OG0005279	CCAP1982_LOCUS6232|CAD6997593.1|CCAP	LOC109420079|XP_019549933.2|AEAL
OG0005280	CCAP1982_LOCUS7879|CAD6999352.1|CCAP	LOC109420179|XP_019550054.2|AEAL
OG0005281	CCAP1982_LOCUS8936|CAD7000459.1|CCAP	LOC109401721|XP_019529858.2|AEAL
OG0005282	CCAP1982_LOCUS573|CAD6991659.1|CCAP	LOC109420353|XP_029710819.1|AEAL
OG0005283	CCAP1982_LOCUS21460|CAD7013395.1|CCAP	LOC109401715|XP_029710808.1|AEAL
OG0005284	CCAP1982_LOCUS5666|CAD6997005.1|CCAP	LOC109401710|XP_029710731.1|AEAL
OG0005285	CCAP1982_LOCUS7866|CAD6999339.1|CCAP	LOC109401720|XP_029710720.1|AEAL
OG0005286	CCAP1982_LOCUS7035|CAD6998435.1|CCAP	LOC115259263|XP_029715657.1|AEAL, LOC109420561|XP_029710624.1|AEAL
OG0005287	CCAP1982_LOCUS7037|CAD6998437.1|CCAP	LOC109420580|XP_029710517.1|AEAL, LOC109623154|XP_019933200.2|AEAL
OG0005288	CCAP1982_LOCUS8851|CAD7000371.1|CCAP	LOC109420723|XP_019550727.1|AEAL
OG0005289	CCAP1982_LOCUS5620|CAD6996952.1|CCAP	LOC109420734|XP_029724988.1|AEAL
OG0005290	CCAP1982_LOCUS651|CAD6991739.1|CCAP	LOC115264946|XP_029724982.1|AEAL, LOC109621990|XP_029725005.1|AEAL
OG0005291	CCAP1982_LOCUS6537|CAD6997919.1|CCAP	LOC109409008|XP_029724972.1|AEAL, LOC115264932|XP_029724931.1|AEAL, LOC109621974|XP_029730046.1|AEAL
OG0005292	CCAP1982_LOCUS6539|CAD6997921.1|CCAP	LOC109409005|XP_029730034.1|AEAL, LOC115253535|XP_029724929.1|AEAL, LOC109621964|XP_019931726.1|AEAL
OG0005293	CCAP1982_LOCUS5353|CAD6996669.1|CCAP	LOC109622033|XP_029730045.1|AEAL, LOC115264980|XP_029725025.1|AEAL, LOC109415057|XP_019544457.2|AEAL
OG0005294	CCAP1982_LOCUS7803|CAD6999274.1|CCAP	LOC109621952|XP_029724957.1|AEAL, LOC109415044|XP_019544438.2|AEAL
OG0005295	CCAP1982_LOCUS6535|CAD6997917.1|CCAP, CCAP1982_LOCUS6536|CAD6997918.1|CCAP	LOC109621263|XP_029724895.1|AEAL, LOC109404201|XP_029724952.1|AEAL
OG0005296	CCAP1982_LOCUS4538|CAD6995836.1|CCAP, CCAP1982_LOCUS4537|CAD6995835.1|CCAP	LOC109414019|XP_029724860.1|AEAL
OG0005297	CCAP1982_LOCUS9120|CAD7000646.1|CCAP	LOC109414018|XP_029724851.1|AEAL
OG0005299	CCAP1982_LOCUS2494|CAD6993688.1|CCAP	LOC109400333|XP_019528371.1|AEAL, LOC109425183|XP_019555984.1|AEAL
OG0005301	CCAP1982_LOCUS5707|CAD6997053.1|CCAP	LOC109425163|XP_019555951.2|AEAL
OG0005302	CCAP1982_LOCUS21449|CAD7013384.1|CCAP	LOC109429437|XP_019560936.1|AEAL
OG0005303	CCAP1982_LOCUS8117|CAD6999594.1|CCAP	LOC109425141|XP_029724801.1|AEAL
OG0005304	CCAP1982_LOCUS9053|CAD7000579.1|CCAP	LOC109429414|XP_019560912.2|AEAL
OG0005305	CCAP1982_LOCUS21720|CAD7013678.1|CCAP	LOC109429400|XP_029724794.1|AEAL
OG0005306	CCAP1982_LOCUS7897|CAD6999370.1|CCAP	LOC109425126|XP_019555869.2|AEAL, LOC109429390|XP_029729547.1|AEAL
OG0005307	CCAP1982_LOCUS7074|CAD6998480.1|CCAP	LOC109425123|XP_029729520.1|AEAL, LOC115266946|XP_029729533.1|AEAL
OG0005308	CCAP1982_LOCUS7069|CAD6998474.1|CCAP	LOC109425117|XP_029729499.1|AEAL, LOC109429380|XP_029729510.1|AEAL
OG0005310	CCAP1982_LOCUS8824|CAD7000341.1|CCAP	LOC109429374|XP_019560817.1|AEAL, LOC115260391|XP_029717210.1|AEAL
OG0005311	CCAP1982_LOCUS8254|CAD6999728.1|CCAP	LOC109409628|XP_029729478.1|AEAL, LOC109429371|XP_029717211.1|AEAL
OG0005312	CCAP1982_LOCUS8445|CAD6999934.1|CCAP	LOC109429367|XP_029729488.1|AEAL, LOC109409623|XP_029729469.1|AEAL
OG0005313	CCAP1982_LOCUS5701|CAD6997044.1|CCAP	LOC109408139|XP_029709990.1|AEAL, LOC109413637|XP_029729443.1|AEAL
OG0005314	CCAP1982_LOCUS8033|CAD6999508.1|CCAP	LOC109408137|XP_029715535.1|AEAL, LOC109413597|XP_029729440.1|AEAL
OG0005315	CCAP1982_LOCUS8014|CAD6999490.1|CCAP	LOC109408136|XP_019548787.1|AEAL, LOC109408130|XP_029715520.1|AEAL
OG0005316	CCAP1982_LOCUS21719|CAD7013677.1|CCAP	LOC109408126|XP_019536889.2|AEAL
OG0005317	CCAP1982_LOCUS7888|CAD6999361.1|CCAP	LOC109408120|XP_019536884.2|AEAL
OG0005318	CCAP1982_LOCUS5575|CAD6996902.1|CCAP	LOC109419060|XP_029729425.1|AEAL
OG0005319	CCAP1982_LOCUS5351|CAD6996667.1|CCAP	LOC109408104|XP_019536863.2|AEAL
OG0005320	CCAP1982_LOCUS5699|CAD6997042.1|CCAP	LOC109408103|XP_019536861.2|AEAL
OG0005321	CCAP1982_LOCUS7428|CAD6998881.1|CCAP	LOC115258880|XP_029715182.1|AEAL, LOC115258944|XP_029715322.1|AEAL
OG0005322	CCAP1982_LOCUS7811|CAD6999282.1|CCAP	LOC109409313|XP_019538304.2|AEAL, LOC109419114|XP_019548880.2|AEAL
OG0005324	CCAP1982_LOCUS7732|CAD6999196.1|CCAP	LOC109409296|XP_029714573.1|AEAL, LOC109419529|XP_029714556.1|AEAL
OG0005325	CCAP1982_LOCUS20862|CAD7012758.1|CCAP	LOC109419531|XP_029714542.1|AEAL, LOC109409290|XP_029715073.1|AEAL
OG0005326	CCAP1982_LOCUS7735|CAD6999201.1|CCAP	LOC109409293|XP_029714806.1|AEAL, LOC109419533|XP_019549297.2|AEAL
OG0005327	CCAP1982_LOCUS5383|CAD6996699.1|CCAP	LOC109409288|XP_029714826.1|AEAL, LOC109419535|XP_029714582.1|AEAL
OG0005328	CCAP1982_LOCUS13036|CAD7004641.1|CCAP	LOC109409267|XP_019538232.2|AEAL
OG0005329	CCAP1982_LOCUS13268|CAD7004884.1|CCAP, CCAP1982_LOCUS13258|CAD7004873.1|CCAP	LOC109409265|XP_029714878.1|AEAL
OG0005330	CCAP1982_LOCUS13269|CAD7004885.1|CCAP, CCAP1982_LOCUS13259|CAD7004874.1|CCAP	LOC109409264|XP_019538228.2|AEAL
OG0005331	CCAP1982_LOCUS8500|CAD6999994.1|CCAP	LOC109419613|XP_019549387.1|AEAL
OG0005332	CCAP1982_LOCUS8582|CAD7000084.1|CCAP	LOC109419611|XP_029714560.1|AEAL
OG0005333	CCAP1982_LOCUS7307|CAD6998753.1|CCAP	LOC109622824|XP_019932825.2|AEAL, LOC115258586|XP_029714688.1|AEAL
OG0005334	CCAP1982_LOCUS6473|CAD6997849.1|CCAP	LOC115258721|XP_029714937.1|AEAL, LOC109397548|XP_019525396.1|AEAL
OG0005335	CCAP1982_LOCUS19438|CAD7011333.1|CCAP	LOC109622803|XP_019932804.2|AEAL, LOC109397520|XP_019525365.2|AEAL
OG0005336	CCAP1982_LOCUS20286|CAD7012185.1|CCAP	LOC109397519|XP_029714757.1|AEAL, LOC109621499|XP_019931087.2|AEAL
OG0005337	CCAP1982_LOCUS20639|CAD7012554.1|CCAP	LOC109622812|XP_029721610.1|AEAL, LOC109397532|XP_029714520.1|AEAL
OG0005338	CCAP1982_LOCUS5404|CAD6996724.1|CCAP	LOC115258526|XP_029714518.1|AEAL
OG0005339	CCAP1982_LOCUS6086|CAD6997440.1|CCAP	LOC109418499|XP_029715164.1|AEAL
OG0005341	CCAP1982_LOCUS19989|CAD7011877.1|CCAP	LOC109622837|XP_019932841.2|AEAL
OG0005342	CCAP1982_LOCUS6782|CAD6998166.1|CCAP	LOC109622838|XP_019932842.1|AEAL
OG0005343	CCAP1982_LOCUS21680|CAD7013632.1|CCAP	LOC109398617|XP_029715282.1|AEAL
OG0005345	CCAP1982_LOCUS5454|CAD6996779.1|CCAP	LOC109398627|XP_019526554.1|AEAL, LOC109404784|XP_019533273.1|AEAL
OG0005346	CCAP1982_LOCUS14963|CAD7006660.1|CCAP	LOC109407063|XP_019535636.1|AEAL
OG0005347	CCAP1982_LOCUS7002|CAD6998402.1|CCAP	LOC109407088|XP_029715186.1|AEAL
OG0005348	CCAP1982_LOCUS6474|CAD6997850.1|CCAP	LOC109407182|XP_029715194.1|AEAL, LOC115258558|XP_029714598.1|AEAL
OG0005349	CCAP1982_LOCUS6478|CAD6997854.1|CCAP	LOC109407204|XP_029714599.1|AEAL
OG0005350	CCAP1982_LOCUS5657|CAD6996996.1|CCAP	LOC109407208|XP_029716567.1|AEAL, LOC109405872|XP_019534476.2|AEAL
OG0005351	CCAP1982_LOCUS8070|CAD6999550.1|CCAP	LOC109405879|XP_029714432.1|AEAL, LOC109407209|XP_019535736.2|AEAL
OG0005352	CCAP1982_LOCUS11665|CAD7003205.1|CCAP	LOC109405894|XP_029714527.1|AEAL
OG0005353	CCAP1982_LOCUS21018|CAD7012919.1|CCAP	LOC109405902|XP_029714622.1|AEAL, LOC109407217|XP_029714701.1|AEAL
OG0005354	CCAP1982_LOCUS5973|CAD6997340.1|CCAP	LOC109407223|XP_019535763.2|AEAL
OG0005355	CCAP1982_LOCUS8020|CAD6999496.1|CCAP	LOC109414300|XP_029715313.1|AEAL, LOC109407233|XP_019535772.1|AEAL
OG0005356	CCAP1982_LOCUS8022|CAD6999498.1|CCAP	LOC109414301|XP_019543662.2|AEAL, LOC109407234|XP_029714716.1|AEAL
OG0005357	CCAP1982_LOCUS6775|CAD6998159.1|CCAP	LOC115258575|XP_029714641.1|AEAL, LOC109414304|XP_029714649.1|AEAL
OG0005359	CCAP1982_LOCUS20507|CAD7012423.1|CCAP	LOC109414310|XP_029715321.1|AEAL
OG0005360	CCAP1982_LOCUS13493|CAD7005131.1|CCAP	LOC115258624|XP_029714778.1|AEAL, LOC109407248|XP_019535800.1|AEAL
OG0005361	CCAP1982_LOCUS7909|CAD6999383.1|CCAP	LOC109407254|XP_029715177.1|AEAL, LOC109414323|XP_029715175.1|AEAL, LOC115258805|XP_029715094.1|AEAL
OG0005362	CCAP1982_LOCUS5553|CAD6996880.1|CCAP	LOC109424217|XP_029714804.1|AEAL, LOC109414335|XP_019543699.2|AEAL, LOC115254018|XP_029714794.1|AEAL
OG0005363	CCAP1982_LOCUS7758|CAD6999224.1|CCAP	LOC109414343|XP_019543705.2|AEAL, LOC115261755|XP_029719500.1|AEAL
OG0005364	CCAP1982_LOCUS23330|CAD7015386.1|CCAP	LOC115267672|XP_029730688.1|AEAL, LOC109420900|XP_029720667.1|AEAL
OG0005365	CCAP1982_LOCUS5659|CAD6996998.1|CCAP	LOC109420935|XP_019550957.2|AEAL, LOC109412652|XP_019541824.2|AEAL
OG0005367	CCAP1982_LOCUS5642|CAD6996977.1|CCAP	LOC115258720|XP_029714933.1|AEAL, LOC109420963|XP_029715019.1|AEAL
OG0005368	CCAP1982_LOCUS1327|CAD6992473.1|CCAP	LOC109420965|XP_019550984.1|AEAL
OG0005369	CCAP1982_LOCUS7027|CAD6998427.1|CCAP	LOC115258571|XP_029714619.1|AEAL, LOC109429368|XP_019560811.2|AEAL
OG0005370	CCAP1982_LOCUS7078|CAD6998485.1|CCAP	LOC115254022|XP_029715155.1|AEAL, LOC109428433|XP_019559738.2|AEAL
OG0005371	CCAP1982_LOCUS7077|CAD6998483.1|CCAP	LOC109428452|XP_019559766.2|AEAL, LOC109420969|XP_019550987.2|AEAL
OG0005372	CCAP1982_LOCUS1733|CAD6992898.1|CCAP	LOC115255029|XP_029708599.1|AEAL, LOC115255040|XP_029708626.1|AEAL
OG0005373	CCAP1982_LOCUS5567|CAD6996894.1|CCAP	LOC109428736|XP_019560111.1|AEAL
OG0005374	CCAP1982_LOCUS7901|CAD6999374.1|CCAP	LOC109428782|XP_029714621.1|AEAL
OG0005375	CCAP1982_LOCUS7900|CAD6999373.1|CCAP	LOC109421009|XP_019551040.2|AEAL
OG0005376	CCAP1982_LOCUS8162|CAD6999630.1|CCAP	LOC109428821|XP_029714885.1|AEAL, LOC109421015|XP_029714939.1|AEAL
OG0005377	CCAP1982_LOCUS14730|CAD7006410.1|CCAP	LOC115268660|XP_029732632.1|AEAL, LOC109429109|XP_019560505.1|AEAL
OG0005378	CCAP1982_LOCUS8905|CAD7000429.1|CCAP	LOC109428583|XP_029714802.1|AEAL, LOC109421075|XP_029714613.1|AEAL
OG0005379	CCAP1982_LOCUS6978|CAD6998378.1|CCAP	LOC109428608|XP_019559947.2|AEAL, LOC109421079|XP_019551118.2|AEAL
OG0005380	CCAP1982_LOCUS8888|CAD7000412.1|CCAP	LOC109428598|XP_029714479.1|AEAL, LOC109398524|XP_029714575.1|AEAL
OG0005381	CCAP1982_LOCUS7611|CAD6999065.1|CCAP	LOC109416522|XP_029730009.1|AEAL, LOC109398535|XP_029714510.1|AEAL
OG0005382	CCAP1982_LOCUS7990|CAD6999466.1|CCAP, CCAP1982_LOCUS7993|CAD6999469.1|CCAP	LOC109398534|XP_019526463.2|AEAL
OG0005383	CCAP1982_LOCUS12896|CAD7004496.1|CCAP	LOC109410191|XP_029715088.1|AEAL, LOC109405688|XP_019534293.2|AEAL
OG0005385	CCAP1982_LOCUS20897|CAD7012796.1|CCAP	LOC109410206|XP_019539275.2|AEAL
OG0005386	CCAP1982_LOCUS21548|CAD7013486.1|CCAP	LOC109417518|XP_029721823.1|AEAL, LOC115258831|XP_029715126.1|AEAL
OG0005387	CCAP1982_LOCUS3748|CAD6995017.1|CCAP	LOC109417539|XP_019547161.1|AEAL, LOC109410223|XP_029729291.1|AEAL
OG0005388	CCAP1982_LOCUS6864|CAD6998255.1|CCAP	LOC115255416|XP_029709388.1|AEAL, LOC109417636|XP_019547224.1|AEAL
OG0005389	CCAP1982_LOCUS6809|CAD6998193.1|CCAP	LOC109417654|XP_019547252.2|AEAL, LOC109622149|XP_019931926.2|AEAL
OG0005390	CCAP1982_LOCUS8462|CAD6999955.1|CCAP	LOC109417700|XP_019547362.2|AEAL, LOC109417709|XP_029709188.1|AEAL, LOC115255335|XP_029709208.1|AEAL
OG0005391	CCAP1982_LOCUS8464|CAD6999957.1|CCAP	LOC109417710|XP_029709189.1|AEAL, LOC109417761|XP_029709211.1|AEAL, LOC115253944|XP_029709209.1|AEAL
OG0005392	CCAP1982_LOCUS7046|CAD6998448.1|CCAP	LOC109417715|XP_019547358.1|AEAL
OG0005393	CCAP1982_LOCUS3990|CAD6995269.1|CCAP	LOC109417716|XP_019547359.1|AEAL, LOC115255323|XP_029709191.1|AEAL
OG0005394	CCAP1982_LOCUS9164|CAD7000690.1|CCAP	LOC109417717|XP_029709185.1|AEAL
OG0005395	CCAP1982_LOCUS8678|CAD7000185.1|CCAP	LOC109417721|XP_019547370.2|AEAL, LOC109430623|XP_019524832.2|AEAL
OG0005396	CCAP1982_LOCUS6950|CAD6998349.1|CCAP	LOC109423693|XP_029709154.1|AEAL
OG0005397	CCAP1982_LOCUS6952|CAD6998351.1|CCAP	LOC109417738|XP_019547400.2|AEAL
OG0005398	CCAP1982_LOCUS5046|CAD6996367.1|CCAP	LOC115255300|XP_029709142.1|AEAL, LOC109420023|XP_029709098.1|AEAL
OG0005399	CCAP1982_LOCUS22132|CAD7014126.1|CCAP	LOC109419998|XP_029709079.1|AEAL, LOC109417771|XP_029709101.1|AEAL
OG0005400	CCAP1982_LOCUS22553|CAD7014552.1|CCAP	LOC115253681|XP_029709070.1|AEAL, LOC109419400|XP_029709062.1|AEAL, LOC115255479|XP_029709463.1|AEAL
