Orthogroup	CCAP.longest_only	DMEL.longest_only
OG0009024	CCAP1982_LOCUS2458|CAD6993649.1|CCAP	AstA|NP_524489.2|DMEL
OG0009025	CCAP1982_LOCUS3816|CAD6995093.1|CCAP	DNAlig3|NP_650187.2|DMEL
OG0009026	CCAP1982_LOCUS20439|CAD7012345.1|CCAP	CG34290|NP_001097899.2|DMEL
OG0009027	CCAP1982_LOCUS21777|CAD7013746.1|CCAP	CG15071|NP_611360.1|DMEL
OG0009028	CCAP1982_LOCUS11381|CAD7002914.1|CCAP	CG3448|NP_648316.1|DMEL
OG0009029	CCAP1982_LOCUS5388|CAD6996704.1|CCAP	Tsp26A|NP_001097093.1|DMEL
OG0009030	CCAP1982_LOCUS7038|CAD6998438.1|CCAP	CG4577|NP_001259855.1|DMEL
OG0009031	CCAP1982_LOCUS4387|CAD6995680.1|CCAP	CG1227|NP_649712.1|DMEL
OG0009032	CCAP1982_LOCUS4386|CAD6995679.1|CCAP	CG10053|NP_649711.1|DMEL
OG0009033	CCAP1982_LOCUS8791|CAD7000303.1|CCAP	DnaJ-H|NP_001260431.1|DMEL
OG0009034	CCAP1982_LOCUS7585|CAD6999038.1|CCAP	kek3|NP_523575.1|DMEL
OG0009035	CCAP1982_LOCUS7736|CAD6999202.1|CCAP	CG13123|NP_609315.1|DMEL
OG0009036	CCAP1982_LOCUS20353|CAD7012257.1|CCAP	CG1688|NP_610516.1|DMEL
OG0009037	CCAP1982_LOCUS6931|CAD6998326.1|CCAP	E23|NP_995622.1|DMEL
OG0009038	CCAP1982_LOCUS3917|CAD6995198.1|CCAP	CG42487|NP_001163752.1|DMEL
OG0009039	CCAP1982_LOCUS4800|CAD6996100.1|CCAP	CG4287|NP_650514.1|DMEL
OG0009040	CCAP1982_LOCUS5253|CAD6996584.1|CCAP	CG12866|NP_001286425.1|DMEL
OG0009041	CCAP1982_LOCUS2610|CAD6993813.1|CCAP	CG6040|NP_650781.2|DMEL
OG0009042	CCAP1982_LOCUS7840|CAD6999312.1|CCAP	hoe2|NP_608878.1|DMEL
OG0009043	CCAP1982_LOCUS2208|CAD6993392.1|CCAP	msb1l|NP_609991.1|DMEL
OG0009044	CCAP1982_LOCUS8461|CAD6999953.1|CCAP	CG9121|NP_608901.1|DMEL
OG0009046	CCAP1982_LOCUS13800|CAD7005440.1|CCAP	CG14562|NP_649372.1|DMEL
OG0009047	CCAP1982_LOCUS23383|CAD7015441.1|CCAP	CG17002|NP_610253.1|DMEL
OG0009048	CCAP1982_LOCUS5609|CAD6996939.1|CCAP	Hacd2|NP_609655.2|DMEL
OG0009049	CCAP1982_LOCUS923|CAD6992042.1|CCAP	CG10407|NP_001303466.1|DMEL
OG0009050	CCAP1982_LOCUS6009|CAD6997372.1|CCAP	CG7968|NP_609684.1|DMEL
OG0009052	CCAP1982_LOCUS4264|CAD6995553.1|CCAP	CG2846|NP_649749.2|DMEL
OG0009053	CCAP1982_LOCUS5061|CAD6996384.1|CCAP	CG5746|NP_001138106.1|DMEL
OG0009054	CCAP1982_LOCUS5162|CAD6996493.1|CCAP	Tk|NP_001262493.1|DMEL
OG0009055	CCAP1982_LOCUS5834|CAD6997195.1|CCAP	CG10561|NP_476608.1|DMEL
OG0009056	CCAP1982_LOCUS11346|CAD7002877.1|CCAP	Atac1|NP_609088.1|DMEL
OG0009057	CCAP1982_LOCUS22424|CAD7014428.1|CCAP	wac|NP_612020.2|DMEL
OG0009058	CCAP1982_LOCUS9823|CAD7001326.1|CCAP	CG32017|NP_726650.2|DMEL
OG0009059	CCAP1982_LOCUS13234|CAD7004849.1|CCAP	Oatp74D|NP_648989.1|DMEL
OG0009060	CCAP1982_LOCUS717|CAD6991816.1|CCAP	CG16789|NP_649910.3|DMEL
OG0009061	CCAP1982_LOCUS19686|CAD7011597.1|CCAP	CG15706|NP_611099.2|DMEL
OG0009062	CCAP1982_LOCUS21703|CAD7013661.1|CCAP, CCAP1982_LOCUS21701|CAD7013659.1|CCAP	CG4282|NP_611118.3|DMEL
OG0009063	CCAP1982_LOCUS8667|CAD7000176.1|CCAP	grnd|NP_609880.2|DMEL
OG0009064	CCAP1982_LOCUS10160|CAD7001669.1|CCAP	Lap1|NP_611007.1|DMEL
OG0009065	CCAP1982_LOCUS485|CAD6991566.1|CCAP	CG4393|NP_651143.2|DMEL
OG0009066	CCAP1982_LOCUS11170|CAD7002692.1|CCAP	CG18178|NP_648350.1|DMEL
OG0009067	CCAP1982_LOCUS14161|CAD7005815.1|CCAP	Srpk79D|NP_001246881.1|DMEL
OG0009068	CCAP1982_LOCUS22489|CAD7014487.1|CCAP	CG1360|NP_610300.1|DMEL
OG0009069	CCAP1982_LOCUS7799|CAD6999269.1|CCAP	firl|NP_001033900.2|DMEL
OG0009071	CCAP1982_LOCUS4781|CAD6996074.1|CCAP, CCAP1982_LOCUS4779|CAD6996072.1|CCAP	ymp|NP_001287531.1|DMEL
OG0009072	CCAP1982_LOCUS4696|CAD6995990.1|CCAP, CCAP1982_LOCUS4697|CAD6995991.1|CCAP, CCAP1982_LOCUS4698|CAD6995992.1|CCAP	CG18268|NP_649739.1|DMEL
OG0009073	CCAP1982_LOCUS103|CAD6991164.1|CCAP	CG4462|NP_650849.1|DMEL
OG0009074	CCAP1982_LOCUS4576|CAD6995875.1|CCAP, CCAP1982_LOCUS4575|CAD6995874.1|CCAP	CG6791|NP_650090.1|DMEL
OG0009075	CCAP1982_LOCUS735|CAD6991836.1|CCAP	CG14657|NP_649501.1|DMEL
OG0009076	CCAP1982_LOCUS4960|CAD6996277.1|CCAP	CG9837|NP_649838.5|DMEL
OG0009077	CCAP1982_LOCUS4889|CAD6996199.1|CCAP	rpk|NP_001246909.1|DMEL
OG0009078	CCAP1982_LOCUS4867|CAD6996175.1|CCAP	CG17721|NP_001247041.1|DMEL
OG0009079	CCAP1982_LOCUS552|CAD6991638.1|CCAP, CCAP1982_LOCUS545|CAD6991631.1|CCAP, CCAP1982_LOCUS551|CAD6991637.1|CCAP	mld|NP_001247289.1|DMEL
OG0009080	CCAP1982_LOCUS4812|CAD6996117.1|CCAP	EndoU|NP_650508.1|DMEL
OG0009081	CCAP1982_LOCUS344|CAD6991417.1|CCAP	E_spl_malpha-BFM|NP_524506.1|DMEL
OG0009082	CCAP1982_LOCUS5090|CAD6996417.1|CCAP	CG31287|NP_732119.1|DMEL
OG0009083	CCAP1982_LOCUS4292|CAD6995582.1|CCAP, CCAP1982_LOCUS4293|CAD6995583.1|CCAP	dec-1|NP_511072.2|DMEL
OG0009084	CCAP1982_LOCUS4255|CAD6995544.1|CCAP	Cap-H2|NP_650014.2|DMEL
OG0009085	CCAP1982_LOCUS3214|CAD6994469.1|CCAP	CG4757|NP_650043.1|DMEL
OG0009086	CCAP1982_LOCUS1993|CAD6993169.1|CCAP	CG34112|NP_001246902.1|DMEL
OG0009087	CCAP1982_LOCUS2170|CAD6993352.1|CCAP, CCAP1982_LOCUS2750|CAD6993965.1|CCAP	CG33213|NP_788749.1|DMEL
OG0009088	CCAP1982_LOCUS1142|CAD6992274.1|CCAP	PH4alphaSG2|NP_651801.1|DMEL
OG0009089	CCAP1982_LOCUS3988|CAD6995267.1|CCAP	CG11076|NP_726630.2|DMEL
OG0009090	CCAP1982_LOCUS3889|CAD6995168.1|CCAP	CG15514|NP_651739.1|DMEL
OG0009091	CCAP1982_LOCUS2313|CAD6993500.1|CCAP	TwdlG|NP_649444.1|DMEL
OG0009092	CCAP1982_LOCUS2768|CAD6993985.1|CCAP	lbl|NP_001262805.1|DMEL
OG0009093	CCAP1982_LOCUS2711|CAD6993920.1|CCAP	Su_var_3-7|NP_524342.3|DMEL
OG0009094	CCAP1982_LOCUS2505|CAD6993699.1|CCAP	ppk30|NP_651706.1|DMEL
OG0009095	CCAP1982_LOCUS2504|CAD6993698.1|CCAP	ppk21|NP_651704.2|DMEL
OG0009096	CCAP1982_LOCUS2969|CAD6994207.1|CCAP	CG6403|NP_651501.2|DMEL
OG0009097	CCAP1982_LOCUS2970|CAD6994208.1|CCAP	CG14247|NP_651502.2|DMEL
OG0009098	CCAP1982_LOCUS1913|CAD6993085.1|CCAP, CCAP1982_LOCUS2992|CAD6994230.1|CCAP	Rb97D|NP_524520.1|DMEL
OG0009099	CCAP1982_LOCUS1054|CAD6992181.1|CCAP	CG11504|NP_651758.1|DMEL
OG0009100	CCAP1982_LOCUS8621|CAD7000128.1|CCAP, CCAP1982_LOCUS8620|CAD7000127.1|CCAP	sna|NP_476732.1|DMEL
OG0009101	CCAP1982_LOCUS8640|CAD7000147.1|CCAP, CCAP1982_LOCUS8641|CAD7000148.1|CCAP	a5|NP_476998.1|DMEL
OG0009102	CCAP1982_LOCUS8701|CAD7000209.1|CCAP, CCAP1982_LOCUS8707|CAD7000215.1|CCAP	TTLL4B|NP_722946.1|DMEL
OG0009103	CCAP1982_LOCUS8743|CAD7000253.1|CCAP	CG2816|NP_608803.2|DMEL
OG0009104	CCAP1982_LOCUS8744|CAD7000254.1|CCAP, CCAP1982_LOCUS8768|CAD7000278.1|CCAP	CG10031|NP_608802.2|DMEL
OG0009105	CCAP1982_LOCUS8217|CAD6999690.1|CCAP	A16|NP_609598.1|DMEL
OG0009106	CCAP1982_LOCUS8493|CAD6999987.1|CCAP	CG33543|NP_001014458.3|DMEL
OG0009107	CCAP1982_LOCUS8063|CAD6999542.1|CCAP	CG5177|NP_609114.1|DMEL
OG0009108	CCAP1982_LOCUS9172|CAD7000699.1|CCAP	CG5404|NP_650482.1|DMEL
OG0009109	CCAP1982_LOCUS7308|CAD6998754.1|CCAP	atilla|NP_609558.3|DMEL
OG0009110	CCAP1982_LOCUS7387|CAD6998839.1|CCAP	CG11911|NP_608518.1|DMEL
OG0009111	CCAP1982_LOCUS7963|CAD6999439.1|CCAP	CG15021|NP_647902.1|DMEL
OG0009112	CCAP1982_LOCUS7556|CAD6999009.1|CCAP, CCAP1982_LOCUS7555|CAD6999008.1|CCAP	cbt|NP_722636.1|DMEL
OG0009113	CCAP1982_LOCUS7941|CAD6999415.1|CCAP	CG31871|NP_723607.1|DMEL
OG0009114	CCAP1982_LOCUS7902|CAD6999375.1|CCAP	mbm|NP_608511.1|DMEL
OG0009115	CCAP1982_LOCUS6265|CAD6997630.1|CCAP	CG34179|NP_001285654.1|DMEL
OG0009116	CCAP1982_LOCUS5370|CAD6996686.1|CCAP, CCAP1982_LOCUS5371|CAD6996687.1|CCAP	CG3119|NP_608717.2|DMEL
OG0009117	CCAP1982_LOCUS7761|CAD6999227.1|CCAP	CG11149|NP_723110.1|DMEL
OG0009118	CCAP1982_LOCUS6113|CAD6997471.1|CCAP, CCAP1982_LOCUS6114|CAD6997472.1|CCAP	Or1a|NP_525029.2|DMEL
OG0009119	CCAP1982_LOCUS6054|CAD6997413.1|CCAP	NimC2|NP_788047.1|DMEL
OG0009120	CCAP1982_LOCUS21847|CAD7013827.1|CCAP, CCAP1982_LOCUS21845|CAD7013825.1|CCAP, CCAP1982_LOCUS21846|CAD7013826.1|CCAP	Ir67a|NP_648329.3|DMEL
OG0009121	CCAP1982_LOCUS21943|CAD7013929.1|CCAP	CG18190|NP_611384.2|DMEL
OG0009122	CCAP1982_LOCUS22032|CAD7014026.1|CCAP	CG3906|NP_611802.1|DMEL
OG0009123	CCAP1982_LOCUS22043|CAD7014037.1|CCAP	CG13437|NP_611507.1|DMEL
OG0009124	CCAP1982_LOCUS23411|CAD7015471.1|CCAP	ppk|NP_477232.1|DMEL
OG0009125	CCAP1982_LOCUS23371|CAD7015429.1|CCAP	Tsp42Ei|NP_523635.2|DMEL
OG0009126	CCAP1982_LOCUS23075|CAD7015125.1|CCAP, CCAP1982_LOCUS23072|CAD7015122.1|CCAP	CG10911|NP_611286.1|DMEL
OG0009127	CCAP1982_LOCUS22820|CAD7014853.1|CCAP	CG4681|NP_611937.2|DMEL
OG0009128	CCAP1982_LOCUS22109|CAD7014103.1|CCAP	CG12164|NP_610268.2|DMEL
OG0009129	CCAP1982_LOCUS22130|CAD7014124.1|CCAP	CG14752|NP_610393.1|DMEL
OG0009130	CCAP1982_LOCUS22701|CAD7014722.1|CCAP	MFS12|NP_610332.3|DMEL
OG0009131	CCAP1982_LOCUS22704|CAD7014726.1|CCAP	CG12159|NP_610330.1|DMEL
OG0009132	CCAP1982_LOCUS22744|CAD7014770.1|CCAP	Ance-5|NP_573392.2|DMEL
OG0009133	CCAP1982_LOCUS22519|CAD7014518.1|CCAP	CG17047|NP_610865.1|DMEL
OG0009134	CCAP1982_LOCUS7220|CAD6998653.1|CCAP	CG30080|NP_725491.1|DMEL
OG0009135	CCAP1982_LOCUS7212|CAD6998643.1|CCAP, CCAP1982_LOCUS7213|CAD6998645.1|CCAP	CG13742|NP_001260813.1|DMEL
OG0009136	CCAP1982_LOCUS22941|CAD7014981.1|CCAP	reb|NP_610713.2|DMEL
OG0009137	CCAP1982_LOCUS21267|CAD7013196.1|CCAP	Cpr49Ac|NP_725150.2|DMEL
OG0009138	CCAP1982_LOCUS21269|CAD7013198.1|CCAP	CG13155|NP_610770.1|DMEL
OG0009139	CCAP1982_LOCUS21183|CAD7013110.1|CCAP, CCAP1982_LOCUS21187|CAD7013114.1|CCAP	CG3548|NP_611941.1|DMEL
OG0009140	CCAP1982_LOCUS21281|CAD7013210.1|CCAP	Cpr47Ee|NP_610659.1|DMEL
OG0009141	CCAP1982_LOCUS21464|CAD7013399.1|CCAP	lbm|NP_523639.1|DMEL
OG0009142	CCAP1982_LOCUS21503|CAD7013438.1|CCAP, CCAP1982_LOCUS21501|CAD7013436.1|CCAP	Spn43Ad|NP_610261.1|DMEL
OG0009143	CCAP1982_LOCUS21544|CAD7013482.1|CCAP	CG34445|NP_001097420.1|DMEL
OG0009145	CCAP1982_LOCUS19965|CAD7011856.1|CCAP	CG13501|NP_611631.1|DMEL
OG0009146	CCAP1982_LOCUS19781|CAD7011697.1|CCAP	CG6329|NP_610904.1|DMEL
OG0009147	CCAP1982_LOCUS20323|CAD7012225.1|CCAP	CG34458|NP_001097340.1|DMEL
OG0009148	CCAP1982_LOCUS19993|CAD7011881.1|CCAP	rgr|NP_001163089.2|DMEL
OG0009149	CCAP1982_LOCUS20028|CAD7011916.1|CCAP, CCAP1982_LOCUS20027|CAD7011915.1|CCAP	Ir56b|NP_611430.1|DMEL
OG0009150	CCAP1982_LOCUS20559|CAD7012481.1|CCAP	CG13330|NP_610880.1|DMEL
OG0009151	CCAP1982_LOCUS20661|CAD7012576.1|CCAP	lambdaTry|NP_610673.1|DMEL
OG0009152	CCAP1982_LOCUS20690|CAD7012606.1|CCAP	Map60|NP_476952.1|DMEL
OG0009153	CCAP1982_LOCUS21097|CAD7013008.1|CCAP	CG3163|NP_611872.1|DMEL
OG0009162	CCAP1982_LOCUS12012|CAD7003563.1|CCAP, CCAP1982_LOCUS12016|CAD7003567.1|CCAP	Mip|NP_648971.1|DMEL
OG0009163	CCAP1982_LOCUS12090|CAD7003652.1|CCAP, CCAP1982_LOCUS12089|CAD7003651.1|CCAP	CG34382|NP_001097565.1|DMEL
OG0009164	CCAP1982_LOCUS13310|CAD7004927.1|CCAP	CG42676|NP_995960.2|DMEL
OG0009165	CCAP1982_LOCUS12630|CAD7004211.1|CCAP	CG6462|NP_648011.1|DMEL
OG0009166	CCAP1982_LOCUS13097|CAD7004704.1|CCAP, CCAP1982_LOCUS13098|CAD7004705.1|CCAP	Ir68b|NP_648548.1|DMEL
OG0009167	CCAP1982_LOCUS13022|CAD7004627.1|CCAP, CCAP1982_LOCUS13019|CAD7004624.1|CCAP	CG32436|NP_730622.1|DMEL
OG0009168	CCAP1982_LOCUS13021|CAD7004626.1|CCAP	ebd2|NP_649307.1|DMEL
OG0009169	CCAP1982_LOCUS11437|CAD7002974.1|CCAP, CCAP1982_LOCUS11436|CAD7002973.1|CCAP	CG44838|NP_001287006.1|DMEL
OG0009170	CCAP1982_LOCUS14887|CAD7006573.1|CCAP	l_3_72Dr|NP_730120.1|DMEL
OG0009171	CCAP1982_LOCUS14973|CAD7006671.1|CCAP	Ilp8|NP_648949.2|DMEL
OG0009172	CCAP1982_LOCUS11770|CAD7003309.1|CCAP	CG42255|NP_729748.3|DMEL
OG0009173	CCAP1982_LOCUS11800|CAD7003341.1|CCAP	CG12182|NP_647731.2|DMEL
OG0009174	CCAP1982_LOCUS14567|CAD7006241.1|CCAP, CCAP1982_LOCUS14568|CAD7006242.1|CCAP	CG12535|NP_726860.1|DMEL
OG0009175	CCAP1982_LOCUS11681|CAD7003220.1|CCAP	Glt|NP_477504.1|DMEL
OG0009176	CCAP1982_LOCUS12283|CAD7003853.1|CCAP	CG13484|NP_648690.1|DMEL
OG0009178	CCAP1982_LOCUS14682|CAD7006360.1|CCAP, CCAP1982_LOCUS14683|CAD7006361.1|CCAP	comm|NP_524095.1|DMEL
OG0009179	CCAP1982_LOCUS14642|CAD7006320.1|CCAP, CCAP1982_LOCUS14641|CAD7006319.1|CCAP	CG11131|NP_649429.1|DMEL
OG0009182	CCAP1982_LOCUS13887|CAD7005527.1|CCAP, CCAP1982_LOCUS13888|CAD7005528.1|CCAP	CG12316|NP_648752.1|DMEL
OG0009183	CCAP1982_LOCUS13821|CAD7005461.1|CCAP, CCAP1982_LOCUS13822|CAD7005462.1|CCAP	CG33263|NP_996072.1|DMEL
OG0009184	CCAP1982_LOCUS13742|CAD7005382.1|CCAP	CG33772|NP_001027146.4|DMEL
OG0009185	CCAP1982_LOCUS13527|CAD7005167.1|CCAP	CG11248|NP_649348.1|DMEL
OG0009186	CCAP1982_LOCUS14269|CAD7005931.1|CCAP	cmpy|NP_001097652.1|DMEL
OG0009188	CCAP1982_LOCUS22613|CAD7014622.1|CCAP	CG14488|NP_611266.2|DMEL
OG0009189	CCAP1982_LOCUS10625|CAD7002137.1|CCAP, CCAP1982_LOCUS10060|CAD7001566.1|CCAP, CCAP1982_LOCUS4108|CAD6995390.1|CCAP, CCAP1982_LOCUS10417|CAD7001930.1|CCAP	Gagr|NP_648891.1|DMEL
OG0009190	CCAP1982_LOCUS11499|CAD7003036.1|CCAP	CG32302|NP_728732.1|DMEL
OG0009191	CCAP1982_LOCUS21738|CAD7013698.1|CCAP	Obp46a|NP_610574.1|DMEL
OG0009192	CCAP1982_LOCUS22994|CAD7015037.1|CCAP	CG34026|NP_001285057.1|DMEL
OG0009219	CCAP1982_LOCUS1342|CAD6992490.1|CCAP	CG15563|NP_651854.2|DMEL
OG0009221	CCAP1982_LOCUS2845|CAD6994075.1|CCAP	LSm-4|NP_001260345.1|DMEL
OG0009237	CCAP1982_LOCUS5735|CAD6997082.1|CCAP	Schip1|NP_001334735.1|DMEL
OG0009238	CCAP1982_LOCUS13427|CAD7005059.1|CCAP	CG32095|NP_729755.1|DMEL
OG0009245	CCAP1982_LOCUS649|CAD6991737.1|CCAP	CG14313|NP_650687.1|DMEL
OG0009266	CCAP1982_LOCUS8781|CAD7000291.1|CCAP	CG9932|NP_609599.1|DMEL
OG0009267	CCAP1982_LOCUS6258|CAD6997622.1|CCAP	CG31643|NP_723145.1|DMEL
OG0009268	CCAP1982_LOCUS21134|CAD7013052.1|CCAP	CG1663|NP_610521.1|DMEL
OG0009269	CCAP1982_LOCUS13783|CAD7005421.1|CCAP	Ada2a|NP_001014636.1|DMEL
OG0009270	CCAP1982_LOCUS20409|CAD7012315.1|CCAP	robls54B|NP_001097356.1|DMEL
OG0009273	CCAP1982_LOCUS9149|CAD7000675.1|CCAP	CG15414|NP_608784.1|DMEL
OG0009274	CCAP1982_LOCUS11312|CAD7002843.1|CCAP	BtbVII|NP_647774.2|DMEL
OG0009276	CCAP1982_LOCUS22273|CAD7014270.1|CCAP	CG8152|NP_611028.1|DMEL
OG0009283	CCAP1982_LOCUS5738|CAD6997085.1|CCAP, CCAP1982_LOCUS5737|CAD6997084.1|CCAP	mthl15|NP_723538.3|DMEL
OG0009285	CCAP1982_LOCUS11712|CAD7003250.1|CCAP, CCAP1982_LOCUS11710|CAD7003248.1|CCAP	Slip1|NP_651933.1|DMEL
OG0009286	CCAP1982_LOCUS12536|CAD7004115.1|CCAP	Acp65Aa|NP_477282.2|DMEL
OG0009287	CCAP1982_LOCUS12928|CAD7004531.1|CCAP	CG9948|NP_648063.1|DMEL
OG0009288	CCAP1982_LOCUS8286|CAD6999763.1|CCAP	fs_1_M3|NP_572284.4|DMEL
OG0009289	CCAP1982_LOCUS10519|CAD7002031.1|CCAP	CG33521|NP_001014703.1|DMEL
OG0009290	CCAP1982_LOCUS21282|CAD7013211.1|CCAP	Cpr47Ed|NP_610658.1|DMEL
OG0009291	CCAP1982_LOCUS9439|CAD7000966.1|CCAP	PIP4K|NP_001033805.1|DMEL
OG0009296	CCAP1982_LOCUS786|CAD6991896.1|CCAP	CG14546|NP_651448.2|DMEL
OG0009297	CCAP1982_LOCUS788|CAD6991898.1|CCAP	CG14540|NP_651451.1|DMEL
OG0009298	CCAP1982_LOCUS806|CAD6991917.1|CCAP	CG10041|NP_650177.2|DMEL
OG0009299	CCAP1982_LOCUS827|CAD6991939.1|CCAP	CG17190|NP_001247200.1|DMEL
OG0009300	CCAP1982_LOCUS828|CAD6991940.1|CCAP	CG4836|NP_001138085.1|DMEL
OG0009301	CCAP1982_LOCUS4778|CAD6996071.1|CCAP	CG4582|NP_651403.1|DMEL
OG0009302	CCAP1982_LOCUS4700|CAD6995994.1|CCAP	CG18744|NP_652647.2|DMEL
OG0009303	CCAP1982_LOCUS4664|CAD6995953.1|CCAP	CG14329|NP_650636.2|DMEL
OG0009304	CCAP1982_LOCUS104|CAD6991165.1|CCAP	CG4459|NP_650850.1|DMEL
OG0009305	CCAP1982_LOCUS115|CAD6991176.1|CCAP	CG31279|NP_732136.2|DMEL
OG0009306	CCAP1982_LOCUS4614|CAD6995912.1|CCAP	Vago|NP_572680.1|DMEL
OG0009307	CCAP1982_LOCUS4602|CAD6995901.1|CCAP	Leash|NP_650037.2|DMEL
OG0009308	CCAP1982_LOCUS4578|CAD6995877.1|CCAP	CG1024|NP_001262315.1|DMEL
OG0009309	CCAP1982_LOCUS4570|CAD6995869.1|CCAP	CG42232|NP_001138060.1|DMEL
OG0009310	CCAP1982_LOCUS5186|CAD6996518.1|CCAP	CG7794|NP_650674.1|DMEL
OG0009312	CCAP1982_LOCUS4969|CAD6996285.1|CCAP	CG10317|NP_650539.2|DMEL
OG0009313	CCAP1982_LOCUS901|CAD6992017.1|CCAP	CG14879|NP_732131.1|DMEL
OG0009314	CCAP1982_LOCUS914|CAD6992032.1|CCAP	GATAe|NP_650516.2|DMEL
OG0009315	CCAP1982_LOCUS949|CAD6992068.1|CCAP	D1|NP_524286.1|DMEL
OG0009317	CCAP1982_LOCUS982|CAD6992099.1|CCAP	CG12885|NP_001263012.2|DMEL
OG0009318	CCAP1982_LOCUS506|CAD6991589.1|CCAP, CCAP1982_LOCUS507|CAD6991590.1|CCAP	cDIP|NP_650951.1|DMEL
OG0009319	CCAP1982_LOCUS4819|CAD6996125.1|CCAP	CG4546|NP_650501.1|DMEL
OG0009320	CCAP1982_LOCUS351|CAD6991424.1|CCAP	E_spl_m4-BFM|NP_524510.1|DMEL
OG0009321	CCAP1982_LOCUS336|CAD6991409.1|CCAP	E_spl_mdelta-HLH|NP_524503.2|DMEL
OG0009322	CCAP1982_LOCUS329|CAD6991402.1|CCAP	Sdr|NP_650408.1|DMEL
OG0009323	CCAP1982_LOCUS5158|CAD6996489.1|CCAP	Zif|NP_649657.1|DMEL
OG0009324	CCAP1982_LOCUS4331|CAD6995625.1|CCAP	Os-C|NP_001163543.1|DMEL
OG0009325	CCAP1982_LOCUS4216|CAD6995503.1|CCAP	CG8907|NP_001247146.1|DMEL
OG0009326	CCAP1982_LOCUS2052|CAD6993235.1|CCAP	CG14854|NP_001097791.1|DMEL
OG0009327	CCAP1982_LOCUS2030|CAD6993211.1|CCAP	Nph|NP_001097975.1|DMEL
OG0009328	CCAP1982_LOCUS2139|CAD6993323.1|CCAP	CG15522|NP_651749.1|DMEL
OG0009329	CCAP1982_LOCUS1322|CAD6992466.1|CCAP	eIF4G2|NP_651188.1|DMEL
OG0009330	CCAP1982_LOCUS1297|CAD6992435.1|CCAP	Adgf-D|NP_524345.2|DMEL
OG0009331	CCAP1982_LOCUS1226|CAD6992362.1|CCAP	CG14292|NP_650759.1|DMEL
OG0009332	CCAP1982_LOCUS3991|CAD6995270.1|CCAP	CG11656|NP_650251.1|DMEL
OG0009333	CCAP1982_LOCUS3902|CAD6995181.1|CCAP, CCAP1982_LOCUS3901|CAD6995180.1|CCAP	CG5849|NP_650979.1|DMEL
OG0009334	CCAP1982_LOCUS1756|CAD6992923.1|CCAP	CG15545|NP_651830.1|DMEL
OG0009335	CCAP1982_LOCUS1657|CAD6992818.1|CCAP	COX7AL|NP_649793.1|DMEL
OG0009336	CCAP1982_LOCUS2237|CAD6993422.1|CCAP	Loxl1|NP_524607.1|DMEL
OG0009337	CCAP1982_LOCUS1592|CAD6992749.1|CCAP	CG2750|NP_572787.2|DMEL
OG0009338	CCAP1982_LOCUS2306|CAD6993493.1|CCAP	CG1092|NP_730797.2|DMEL
OG0009339	CCAP1982_LOCUS2314|CAD6993501.1|CCAP	TwdlF|NP_649443.1|DMEL
OG0009340	CCAP1982_LOCUS2341|CAD6993529.1|CCAP	yellow-e3|NP_650288.1|DMEL
OG0009341	CCAP1982_LOCUS2936|CAD6994171.1|CCAP	CG4360|NP_650879.1|DMEL
OG0009342	CCAP1982_LOCUS2923|CAD6994158.1|CCAP	CG6753|NP_650219.2|DMEL
OG0009343	CCAP1982_LOCUS2921|CAD6994155.1|CCAP	Dtg|NP_650220.2|DMEL
OG0009344	CCAP1982_LOCUS2915|CAD6994149.1|CCAP	Gr93a|NP_524442.2|DMEL
OG0009345	CCAP1982_LOCUS2715|CAD6993927.1|CCAP	CG5612|NP_651572.2|DMEL
OG0009346	CCAP1982_LOCUS2656|CAD6993860.1|CCAP	CG3330|NP_651558.2|DMEL
OG0009347	CCAP1982_LOCUS3633|CAD6994898.1|CCAP	TwdlD|NP_651492.1|DMEL
OG0009348	CCAP1982_LOCUS3702|CAD6994971.1|CCAP	Muted|NP_001036744.1|DMEL
OG0009350	CCAP1982_LOCUS1843|CAD6993008.1|CCAP	CG31010|NP_733398.1|DMEL
OG0009351	CCAP1982_LOCUS1870|CAD6993035.1|CCAP	PH4alphaPV|NP_733395.1|DMEL
OG0009352	CCAP1982_LOCUS3356|CAD6994621.1|CCAP	CG1077|NP_649617.1|DMEL
OG0009353	CCAP1982_LOCUS3247|CAD6994502.1|CCAP	CG13856|NP_651036.1|DMEL
OG0009354	CCAP1982_LOCUS7070|CAD6998475.1|CCAP	CG13144|NP_609415.1|DMEL
OG0009355	CCAP1982_LOCUS6961|CAD6998360.1|CCAP, CCAP1982_LOCUS6959|CAD6998358.1|CCAP	Nepl7|NP_609577.2|DMEL
OG0009356	CCAP1982_LOCUS6933|CAD6998328.1|CCAP	CG8837|NP_608764.1|DMEL
OG0009357	CCAP1982_LOCUS6810|CAD6998194.1|CCAP	CG34163|NP_001097150.1|DMEL
OG0009358	CCAP1982_LOCUS8767|CAD7000277.1|CCAP	CG15418|NP_001334671.1|DMEL
OG0009359	CCAP1982_LOCUS8771|CAD7000281.1|CCAP	Ugt36A1|NP_524686.3|DMEL
OG0009360	CCAP1982_LOCUS8814|CAD7000331.1|CCAP	Mur29B|NP_723377.1|DMEL
OG0009361	CCAP1982_LOCUS8815|CAD7000332.1|CCAP	CG7778|NP_609214.1|DMEL
OG0009362	CCAP1982_LOCUS8816|CAD7000333.1|CCAP	CG14273|NP_609213.2|DMEL
