Orthogroup	CCAP.longest_only	DKIK.longest_only
OG0007704	CCAP1982_LOCUS3314|CAD6994576.1|CCAP	LOC108085321|XP_017037366.1|DKIK
OG0007717	CCAP1982_LOCUS3328|CAD6994589.1|CCAP	LOC108083052|XP_017034172.1|DKIK
OG0007737	CCAP1982_LOCUS1041|CAD6992165.1|CCAP	LOC108071342|XP_017017557.1|DKIK
OG0007738	CCAP1982_LOCUS2234|CAD6993419.1|CCAP	LOC108071328|XP_017017530.1|DKIK
OG0007743	CCAP1982_LOCUS2502|CAD6993696.1|CCAP	LOC108074367|XP_017021881.1|DKIK
OG0007745	CCAP1982_LOCUS2113|CAD6993299.1|CCAP	LOC108083931|XP_017035421.1|DKIK
OG0007750	CCAP1982_LOCUS1760|CAD6992927.1|CCAP	LOC108073723|XP_017020958.1|DKIK
OG0007758	CCAP1982_LOCUS5563|CAD6996889.1|CCAP	LOC108079981|XP_017030035.1|DKIK
OG0007759	CCAP1982_LOCUS1122|CAD6992252.1|CCAP	LOC108079320|XP_017029102.1|DKIK, LOC108073730|XP_017020978.1|DKIK
OG0007766	CCAP1982_LOCUS2350|CAD6993538.1|CCAP	LOC108074113|XP_017021500.1|DKIK
OG0007773	CCAP1982_LOCUS5389|CAD6996705.1|CCAP	LOC108075913|XP_017024030.1|DKIK
OG0007777	CCAP1982_LOCUS22259|CAD7014256.1|CCAP	LOC108080125|XP_017030245.1|DKIK
OG0007779	CCAP1982_LOCUS14828|CAD7006514.1|CCAP	LOC108084430|XP_017036126.1|DKIK
OG0007784	CCAP1982_LOCUS1991|CAD6993166.1|CCAP	LOC108077759|XP_017026729.1|DKIK
OG0007786	CCAP1982_LOCUS6878|CAD6998269.1|CCAP	LOC108074267|XP_017021726.1|DKIK
OG0007787	CCAP1982_LOCUS1999|CAD6993177.1|CCAP	LOC108077639|XP_017026542.1|DKIK
OG0007788	CCAP1982_LOCUS3254|CAD6994510.1|CCAP	LOC108084182|XP_017035762.1|DKIK
OG0007789	CCAP1982_LOCUS2408|CAD6993598.1|CCAP	LOC108071245|XP_017017419.1|DKIK
OG0007790	CCAP1982_LOCUS1486|CAD6992640.1|CCAP	LOC108083961|XP_017035457.1|DKIK
OG0007791	CCAP1982_LOCUS1483|CAD6992635.1|CCAP	LOC108079964|XP_017030014.1|DKIK, LOC108083980|XP_017035480.1|DKIK
OG0007793	CCAP1982_LOCUS4261|CAD6995550.1|CCAP	LOC108077724|XP_017026667.1|DKIK
OG0007797	CCAP1982_LOCUS1089|CAD6992219.1|CCAP	LOC108085871|XP_017038118.1|DKIK
OG0007798	CCAP1982_LOCUS1088|CAD6992218.1|CCAP	LOC108085872|XP_017038120.1|DKIK
OG0007799	CCAP1982_LOCUS3863|CAD6995140.1|CCAP	LOC108084258|XP_017035890.1|DKIK
OG0007800	CCAP1982_LOCUS3705|CAD6994974.1|CCAP	LOC108075408|XP_017023322.1|DKIK
OG0007801	CCAP1982_LOCUS3472|CAD6994739.1|CCAP	LOC108073495|XP_017020644.1|DKIK
OG0007803	CCAP1982_LOCUS3000|CAD6994238.1|CCAP	LOC108085662|XP_017037841.1|DKIK
OG0007808	CCAP1982_LOCUS3479|CAD6994746.1|CCAP	LOC108073329|XP_017020378.1|DKIK
OG0007811	CCAP1982_LOCUS3656|CAD6994923.1|CCAP	LOC108084940|XP_017036827.1|DKIK
OG0007813	CCAP1982_LOCUS2961|CAD6994197.1|CCAP	LOC108075583|XP_017023590.1|DKIK
OG0007816	CCAP1982_LOCUS2858|CAD6994089.1|CCAP	LOC108075101|XP_017022872.1|DKIK
OG0007817	CCAP1982_LOCUS2855|CAD6994086.1|CCAP	LOC108070703|XP_017016781.1|DKIK
OG0007820	CCAP1982_LOCUS2250|CAD6993437.1|CCAP	LOC108086036|XP_017038342.1|DKIK
OG0007821	CCAP1982_LOCUS1080|CAD6992209.1|CCAP	LOC108085918|XP_017038182.1|DKIK
OG0007822	CCAP1982_LOCUS1081|CAD6992210.1|CCAP	LOC108085917|XP_017038180.1|DKIK
OG0007823	CCAP1982_LOCUS1083|CAD6992213.1|CCAP	LOC108085898|XP_017038151.1|DKIK
OG0007824	CCAP1982_LOCUS1414|CAD6992569.1|CCAP	LOC108075716|XP_017023743.1|DKIK
OG0007825	CCAP1982_LOCUS3989|CAD6995268.1|CCAP	LOC108080790|XP_017031153.1|DKIK
OG0007826	CCAP1982_LOCUS1911|CAD6993081.1|CCAP	LOC108081062|XP_017031530.1|DKIK
OG0007828	CCAP1982_LOCUS14905|CAD7006594.1|CCAP	LOC108083135|XP_017034303.1|DKIK
OG0007829	CCAP1982_LOCUS1661|CAD6992823.1|CCAP	LOC108077805|XP_017026809.1|DKIK
OG0007830	CCAP1982_LOCUS1152|CAD6992284.1|CCAP	LOC108084303|XP_017035955.1|DKIK
OG0007835	CCAP1982_LOCUS3471|CAD6994738.1|CCAP	LOC108073511|XP_017020672.1|DKIK
OG0007836	CCAP1982_LOCUS1279|CAD6992415.1|CCAP	LOC108084065|XP_017035573.1|DKIK
OG0007838	CCAP1982_LOCUS2060|CAD6993243.1|CCAP	LOC108085603|XP_017037761.1|DKIK
OG0007840	CCAP1982_LOCUS1667|CAD6992830.1|CCAP	LOC108077741|XP_017026694.1|DKIK
OG0007842	CCAP1982_LOCUS2723|CAD6993937.1|CCAP	LOC108075731|XP_017023763.1|DKIK
OG0007843	CCAP1982_LOCUS2722|CAD6993935.1|CCAP	LOC108075697|XP_017023710.1|DKIK
OG0007844	CCAP1982_LOCUS22686|CAD7014704.1|CCAP	LOC108076587|XP_017024987.1|DKIK
OG0007845	CCAP1982_LOCUS2347|CAD6993535.1|CCAP	LOC108074045|XP_017021402.1|DKIK
OG0007847	CCAP1982_LOCUS2685|CAD6993892.1|CCAP	LOC108084614|XP_017036388.1|DKIK
OG0007848	CCAP1982_LOCUS2692|CAD6993899.1|CCAP	LOC108084616|XP_017036390.1|DKIK
OG0007849	CCAP1982_LOCUS1593|CAD6992750.1|CCAP	LOC108081165|XP_017031708.1|DKIK
OG0007850	CCAP1982_LOCUS1591|CAD6992747.1|CCAP	LOC108081164|XP_017031707.1|DKIK
OG0007851	CCAP1982_LOCUS3811|CAD6995087.1|CCAP	LOC108084928|XP_017036814.1|DKIK
OG0007852	CCAP1982_LOCUS3826|CAD6995103.1|CCAP	LOC108077844|XP_017026861.1|DKIK
OG0007853	CCAP1982_LOCUS1394|CAD6992546.1|CCAP	LOC108080888|XP_017031280.1|DKIK
OG0007854	CCAP1982_LOCUS1478|CAD6992630.1|CCAP	LOC108084600|XP_017036367.1|DKIK
OG0007855	CCAP1982_LOCUS3101|CAD6994345.1|CCAP	LOC108084130|XP_017035657.1|DKIK
OG0007856	CCAP1982_LOCUS2693|CAD6993900.1|CCAP	LOC108084617|XP_017036391.1|DKIK
OG0007857	CCAP1982_LOCUS1820|CAD6992989.1|CCAP	LOC108081199|XP_017031754.1|DKIK
OG0007858	CCAP1982_LOCUS6731|CAD6998119.1|CCAP	LOC108079677|XP_017029565.1|DKIK
OG0007860	CCAP1982_LOCUS3508|CAD6994777.1|CCAP	LOC108085044|XP_017036993.1|DKIK
OG0007861	CCAP1982_LOCUS3497|CAD6994766.1|CCAP	LOC108073368|XP_017020421.1|DKIK
OG0007862	CCAP1982_LOCUS1077|CAD6992205.1|CCAP	LOC108085864|XP_017038111.1|DKIK
OG0007863	CCAP1982_LOCUS7597|CAD6999050.1|CCAP	LOC108077005|XP_017025569.1|DKIK
OG0007864	CCAP1982_LOCUS1312|CAD6992455.1|CCAP	LOC108085008|XP_017036932.1|DKIK
OG0007866	CCAP1982_LOCUS2468|CAD6993661.1|CCAP	LOC108075416|XP_017023330.1|DKIK
OG0007867	CCAP1982_LOCUS2932|CAD6994167.1|CCAP	LOC108084289|XP_017035936.1|DKIK
OG0007868	CCAP1982_LOCUS2432|CAD6993623.1|CCAP	LOC108073435|XP_017020544.1|DKIK
OG0007870	CCAP1982_LOCUS11052|CAD7002564.1|CCAP	LOC108073427|XP_017020535.1|DKIK
OG0007873	CCAP1982_LOCUS11840|CAD7003381.1|CCAP	LOC108084428|XP_017036124.1|DKIK
OG0007875	CCAP1982_LOCUS22696|CAD7014715.1|CCAP	LOC108074472|XP_017022029.1|DKIK
OG0007878	CCAP1982_LOCUS22637|CAD7014648.1|CCAP	LOC108076774|XP_017025267.1|DKIK
OG0007879	CCAP1982_LOCUS11905|CAD7003451.1|CCAP	LOC108071868|XP_017018285.1|DKIK
OG0007880	CCAP1982_LOCUS21795|CAD7013772.1|CCAP	LOC108083872|XP_017035350.1|DKIK
OG0007881	CCAP1982_LOCUS13044|CAD7004649.1|CCAP	LOC108072653|XP_017019374.1|DKIK
OG0007882	CCAP1982_LOCUS10785|CAD7002293.1|CCAP	LOC108072776|XP_017019545.1|DKIK
OG0007883	CCAP1982_LOCUS10786|CAD7002294.1|CCAP	LOC108072802|XP_017019577.1|DKIK
OG0007884	CCAP1982_LOCUS12922|CAD7004525.1|CCAP	LOC108078563|XP_017027971.1|DKIK
OG0007885	CCAP1982_LOCUS22695|CAD7014714.1|CCAP	LOC108074473|XP_017022033.1|DKIK
OG0007887	CCAP1982_LOCUS19461|CAD7011359.1|CCAP	LOC108072775|XP_017019544.1|DKIK
OG0007888	CCAP1982_LOCUS12706|CAD7004286.1|CCAP	LOC108071961|XP_017018425.1|DKIK
OG0007889	CCAP1982_LOCUS10796|CAD7002306.1|CCAP	LOC108071975|XP_017018440.1|DKIK
OG0007890	CCAP1982_LOCUS13035|CAD7004640.1|CCAP	LOC108071959|XP_017018419.1|DKIK
OG0007892	CCAP1982_LOCUS21865|CAD7013846.1|CCAP	LOC108070931|XP_017017072.1|DKIK
OG0007893	CCAP1982_LOCUS22382|CAD7014387.1|CCAP	LOC108076437|XP_017024781.1|DKIK
OG0007894	CCAP1982_LOCUS14992|CAD7006693.1|CCAP	LOC108078872|XP_017028473.1|DKIK
OG0007895	CCAP1982_LOCUS12575|CAD7004155.1|CCAP	LOC108079039|XP_017028708.1|DKIK
OG0007897	CCAP1982_LOCUS13296|CAD7004913.1|CCAP	LOC108070488|XP_017016469.1|DKIK
OG0007898	CCAP1982_LOCUS11495|CAD7003032.1|CCAP	LOC108075075|XP_017022846.1|DKIK
OG0007899	CCAP1982_LOCUS12817|CAD7004406.1|CCAP	LOC108071950|XP_017018405.1|DKIK
OG0007901	CCAP1982_LOCUS11101|CAD7002617.1|CCAP	LOC108077528|XP_017026382.1|DKIK
OG0007903	CCAP1982_LOCUS10966|CAD7002477.1|CCAP	LOC108078705|XP_017028152.1|DKIK
OG0007904	CCAP1982_LOCUS13292|CAD7004908.1|CCAP	LOC108083685|XP_017035055.1|DKIK
OG0007907	CCAP1982_LOCUS11579|CAD7003117.1|CCAP	LOC108070578|XP_017016621.1|DKIK
OG0007908	CCAP1982_LOCUS11580|CAD7003118.1|CCAP	LOC108070579|XP_017016622.1|DKIK
OG0007910	CCAP1982_LOCUS14592|CAD7006268.1|CCAP	LOC108085548|XP_017037672.1|DKIK
OG0007911	CCAP1982_LOCUS11252|CAD7002779.1|CCAP	LOC108071930|XP_017018383.1|DKIK
OG0007912	CCAP1982_LOCUS11257|CAD7002784.1|CCAP	LOC108079879|XP_017029884.1|DKIK
OG0007913	CCAP1982_LOCUS11253|CAD7002780.1|CCAP	LOC108071933|XP_017018385.1|DKIK
OG0007914	CCAP1982_LOCUS14822|CAD7006506.1|CCAP	LOC108073796|XP_017021056.1|DKIK
OG0007915	CCAP1982_LOCUS12412|CAD7003990.1|CCAP	LOC108079905|XP_017029928.1|DKIK
OG0007916	CCAP1982_LOCUS5432|CAD6996753.1|CCAP	LOC108074144|XP_017021536.1|DKIK
OG0007918	CCAP1982_LOCUS22289|CAD7014287.1|CCAP	LOC108080722|XP_017031064.1|DKIK
OG0007919	CCAP1982_LOCUS21854|CAD7013834.1|CCAP	LOC108078398|XP_017027743.1|DKIK
OG0007920	CCAP1982_LOCUS22878|CAD7014914.1|CCAP	LOC108074670|XP_017022278.1|DKIK
OG0007921	CCAP1982_LOCUS22488|CAD7014486.1|CCAP	LOC108078017|XP_017027067.1|DKIK
OG0007922	CCAP1982_LOCUS797|CAD6991907.1|CCAP	LOC108080495|XP_017030745.1|DKIK
OG0007924	CCAP1982_LOCUS21591|CAD7013532.1|CCAP	LOC108078374|XP_017027691.1|DKIK
OG0007925	CCAP1982_LOCUS7251|CAD6998694.1|CCAP	LOC108072240|XP_017018790.1|DKIK
OG0007926	CCAP1982_LOCUS22263|CAD7014260.1|CCAP	LOC108072982|XP_017019913.1|DKIK
OG0007927	CCAP1982_LOCUS6399|CAD6997770.1|CCAP	LOC108075887|XP_017023983.1|DKIK
OG0007928	CCAP1982_LOCUS5580|CAD6996907.1|CCAP	LOC108074811|XP_017022495.1|DKIK
OG0007929	CCAP1982_LOCUS6497|CAD6997878.1|CCAP	LOC108075920|XP_017024043.1|DKIK
OG0007930	CCAP1982_LOCUS19856|CAD7011744.1|CCAP	LOC108072277|XP_017018832.1|DKIK
OG0007931	CCAP1982_LOCUS6141|CAD6997501.1|CCAP	LOC108082820|XP_017033868.1|DKIK
OG0007933	CCAP1982_LOCUS402|CAD6991477.1|CCAP	LOC108077816|XP_017026828.1|DKIK
OG0007934	CCAP1982_LOCUS9009|CAD7000531.1|CCAP	LOC108080585|XP_017030879.1|DKIK
OG0007935	CCAP1982_LOCUS6256|CAD6997620.1|CCAP	LOC108075854|XP_017023932.1|DKIK
OG0007938	CCAP1982_LOCUS7928|CAD6999402.1|CCAP	LOC108077060|XP_017025715.1|DKIK
OG0007939	CCAP1982_LOCUS7277|CAD6998720.1|CCAP	LOC108086170|XP_017038521.1|DKIK
OG0007940	CCAP1982_LOCUS7275|CAD6998718.1|CCAP	LOC108086108|XP_017038426.1|DKIK
OG0007941	CCAP1982_LOCUS7179|CAD6998604.1|CCAP	LOC108075473|XP_017023419.1|DKIK
OG0007943	CCAP1982_LOCUS6542|CAD6997924.1|CCAP	LOC108072484|XP_017019138.1|DKIK
OG0007944	CCAP1982_LOCUS11254|CAD7002781.1|CCAP	LOC108079742|XP_017029645.1|DKIK
OG0007945	CCAP1982_LOCUS8334|CAD6999822.1|CCAP	LOC108077076|XP_017025732.1|DKIK
OG0007946	CCAP1982_LOCUS6560|CAD6997943.1|CCAP	LOC108072096|XP_017018598.1|DKIK
OG0007947	CCAP1982_LOCUS7869|CAD6999342.1|CCAP	LOC108072609|XP_017019321.1|DKIK
OG0007948	CCAP1982_LOCUS6221|CAD6997582.1|CCAP	LOC108075881|XP_017023975.1|DKIK
OG0007950	CCAP1982_LOCUS8000|CAD6999476.1|CCAP	LOC108074776|XP_017022443.1|DKIK
OG0007951	CCAP1982_LOCUS8465|CAD6999958.1|CCAP	LOC108086219|XP_017038574.1|DKIK
OG0007952	CCAP1982_LOCUS8845|CAD7000365.1|CCAP	LOC108077275|XP_017026037.1|DKIK
OG0007953	CCAP1982_LOCUS6138|CAD6997497.1|CCAP	LOC108082711|XP_017033708.1|DKIK
OG0007954	CCAP1982_LOCUS6411|CAD6997786.1|CCAP	LOC108075957|XP_017024094.1|DKIK
OG0007955	CCAP1982_LOCUS5745|CAD6997092.1|CCAP	LOC108082021|XP_017032776.1|DKIK
OG0007956	CCAP1982_LOCUS7699|CAD6999162.1|CCAP	LOC108082808|XP_017033856.1|DKIK
OG0007959	CCAP1982_LOCUS8266|CAD6999740.1|CCAP	LOC108083884|XP_017035367.1|DKIK
OG0007961	CCAP1982_LOCUS590|CAD6991677.1|CCAP	LOC108081265|XP_017031850.1|DKIK
OG0007963	CCAP1982_LOCUS5560|CAD6996886.1|CCAP	LOC108072573|XP_017019268.1|DKIK
OG0007964	CCAP1982_LOCUS6172|CAD6997533.1|CCAP	LOC108082823|XP_017033872.1|DKIK
OG0007965	CCAP1982_LOCUS9241|CAD7000766.1|CCAP	LOC108082214|XP_017033034.1|DKIK
OG0007966	CCAP1982_LOCUS7028|CAD6998428.1|CCAP	LOC108072547|XP_017019208.1|DKIK
OG0007968	CCAP1982_LOCUS7883|CAD6999356.1|CCAP	LOC108081396|XP_017032041.1|DKIK
OG0007970	CCAP1982_LOCUS20492|CAD7012404.1|CCAP	LOC108086145|XP_017038494.1|DKIK
OG0007972	CCAP1982_LOCUS21259|CAD7013188.1|CCAP	LOC108082395|XP_017033229.1|DKIK
OG0007973	CCAP1982_LOCUS8370|CAD6999858.1|CCAP	LOC108075803|XP_017023867.1|DKIK
OG0007975	CCAP1982_LOCUS559|CAD6991645.1|CCAP	LOC108085487|XP_017037596.1|DKIK
OG0007977	CCAP1982_LOCUS8384|CAD6999874.1|CCAP	LOC108077118|XP_017025801.1|DKIK
OG0007978	CCAP1982_LOCUS7842|CAD6999315.1|CCAP	LOC108086188|XP_017038540.1|DKIK
OG0007979	CCAP1982_LOCUS6340|CAD6997708.1|CCAP	LOC108072633|XP_017019353.1|DKIK
OG0007980	CCAP1982_LOCUS7607|CAD6999061.1|CCAP	LOC108079656|XP_017029542.1|DKIK
OG0007983	CCAP1982_LOCUS7870|CAD6999343.1|CCAP	LOC108074320|XP_017021809.1|DKIK
OG0007984	CCAP1982_LOCUS6110|CAD6997467.1|CCAP	LOC108072589|XP_017019285.1|DKIK
OG0007985	CCAP1982_LOCUS6495|CAD6997876.1|CCAP	LOC108083315|XP_017034541.1|DKIK
OG0007986	CCAP1982_LOCUS8337|CAD6999826.1|CCAP	LOC108077069|XP_017025725.1|DKIK
OG0007987	CCAP1982_LOCUS8176|CAD6999644.1|CCAP	LOC108086252|XP_017038624.1|DKIK
OG0007988	CCAP1982_LOCUS5792|CAD6997147.1|CCAP	LOC108072501|XP_017019157.1|DKIK
OG0007990	CCAP1982_LOCUS5616|CAD6996948.1|CCAP	LOC108077186|XP_017025919.1|DKIK
OG0007991	CCAP1982_LOCUS8730|CAD7000238.1|CCAP	LOC108074324|XP_017021817.1|DKIK
OG0007993	CCAP1982_LOCUS3399|CAD6994664.1|CCAP	LOC108084983|XP_017036896.1|DKIK
OG0007994	CCAP1982_LOCUS6289|CAD6997659.1|CCAP	LOC108082046|XP_017032812.1|DKIK
OG0007998	CCAP1982_LOCUS8804|CAD7000319.1|CCAP	LOC108079597|XP_017029435.1|DKIK
OG0007999	CCAP1982_LOCUS7924|CAD6999398.1|CCAP	LOC108077064|XP_017025718.1|DKIK
OG0008000	CCAP1982_LOCUS7923|CAD6999397.1|CCAP	LOC108077137|XP_017025840.1|DKIK
OG0008001	CCAP1982_LOCUS8043|CAD6999518.1|CCAP	LOC108077153|XP_017025874.1|DKIK
OG0008002	CCAP1982_LOCUS7500|CAD6998953.1|CCAP	LOC108086131|XP_017038472.1|DKIK
OG0008003	CCAP1982_LOCUS8260|CAD6999734.1|CCAP	LOC108077155|XP_017025876.1|DKIK
OG0008008	CCAP1982_LOCUS11656|CAD7003194.1|CCAP	LOC108085491|XP_017037599.1|DKIK
OG0008012	CCAP1982_LOCUS20280|CAD7012178.1|CCAP	LOC108078530|XP_017027929.1|DKIK
OG0008013	CCAP1982_LOCUS20004|CAD7011893.1|CCAP	LOC108082181|XP_017032987.1|DKIK
OG0008014	CCAP1982_LOCUS435|CAD6991515.1|CCAP	LOC108080825|XP_017031218.1|DKIK
OG0008015	CCAP1982_LOCUS13361|CAD7004984.1|CCAP	LOC108083122|XP_017034285.1|DKIK
OG0008022	CCAP1982_LOCUS3423|CAD6994688.1|CCAP	LOC108084905|XP_017036789.1|DKIK
OG0008029	CCAP1982_LOCUS303|CAD6991374.1|CCAP	LOC108073214|XP_017020231.1|DKIK
OG0008030	CCAP1982_LOCUS677|CAD6991770.1|CCAP	LOC108080834|XP_017031226.1|DKIK
OG0008032	CCAP1982_LOCUS900|CAD6992016.1|CCAP	LOC108085051|XP_017037000.1|DKIK
OG0008033	CCAP1982_LOCUS710|CAD6991808.1|CCAP	LOC108072027|XP_017018497.1|DKIK
OG0008036	CCAP1982_LOCUS689|CAD6991784.1|CCAP	LOC108072182|XP_017018726.1|DKIK
OG0008037	CCAP1982_LOCUS701|CAD6991797.1|CCAP	LOC108072051|XP_017018524.1|DKIK
OG0008039	CCAP1982_LOCUS22|CAD6991074.1|CCAP	LOC108083998|XP_017035500.1|DKIK
OG0008040	CCAP1982_LOCUS153|CAD6991215.1|CCAP	LOC108084963|XP_017036868.1|DKIK
OG0008042	CCAP1982_LOCUS164|CAD6991227.1|CCAP	LOC108077881|XP_017026906.1|DKIK
OG0008046	CCAP1982_LOCUS24|CAD6991076.1|CCAP	LOC108075642|XP_017023674.1|DKIK
OG0008047	CCAP1982_LOCUS5022|CAD6996344.1|CCAP	LOC108084839|XP_017036702.1|DKIK
OG0008048	CCAP1982_LOCUS25|CAD6991077.1|CCAP	LOC108084121|XP_017035642.1|DKIK
OG0008049	CCAP1982_LOCUS1019|CAD6992140.1|CCAP	LOC108084838|XP_017036701.1|DKIK
OG0008050	CCAP1982_LOCUS4834|CAD6996141.1|CCAP	LOC108082859|XP_017033930.1|DKIK
OG0008051	CCAP1982_LOCUS4237|CAD6995525.1|CCAP	LOC108085739|XP_017037958.1|DKIK
OG0008052	CCAP1982_LOCUS605|CAD6991692.1|CCAP	LOC108081120|XP_017031616.1|DKIK
OG0008053	CCAP1982_LOCUS5665|CAD6997004.1|CCAP	LOC108085302|XP_017037352.1|DKIK
OG0008057	CCAP1982_LOCUS4830|CAD6996136.1|CCAP	LOC108085447|XP_017037548.1|DKIK
OG0008059	CCAP1982_LOCUS17|CAD6991068.1|CCAP	LOC108075498|XP_017023449.1|DKIK
OG0008060	CCAP1982_LOCUS125|CAD6991187.1|CCAP	LOC108084881|XP_017036765.1|DKIK
OG0008063	CCAP1982_LOCUS163|CAD6991225.1|CCAP	LOC108077882|XP_017026907.1|DKIK
OG0008069	CCAP1982_LOCUS854|CAD6991967.1|CCAP	LOC108080940|XP_017031335.1|DKIK
OG0008070	CCAP1982_LOCUS4919|CAD6996234.1|CCAP	LOC108084123|XP_017035647.1|DKIK
OG0008075	CCAP1982_LOCUS19935|CAD7011825.1|CCAP	LOC108072220|XP_017018772.1|DKIK
OG0008082	CCAP1982_LOCUS4885|CAD6996195.1|CCAP	LOC108084926|XP_017036812.1|DKIK
OG0008083	CCAP1982_LOCUS771|CAD6991880.1|CCAP	LOC108084373|XP_017036046.1|DKIK
OG0008084	CCAP1982_LOCUS3892|CAD6995171.1|CCAP	LOC108073357|XP_017020410.1|DKIK
OG0008085	CCAP1982_LOCUS3982|CAD6995261.1|CCAP	LOC108077681|XP_017026592.1|DKIK
OG0008091	CCAP1982_LOCUS2678|CAD6993884.1|CCAP	LOC108084553|XP_017036294.1|DKIK
OG0008092	CCAP1982_LOCUS186|CAD6991251.1|CCAP	LOC108075523|XP_017023546.1|DKIK
OG0008094	CCAP1982_LOCUS6811|CAD6998195.1|CCAP	LOC108076151|XP_017024369.1|DKIK
OG0008098	CCAP1982_LOCUS13603|CAD7005246.1|CCAP	LOC108072785|XP_017019556.1|DKIK
OG0008099	CCAP1982_LOCUS13383|CAD7005010.1|CCAP	LOC108075009|XP_017022746.1|DKIK
OG0008100	CCAP1982_LOCUS536|CAD6991621.1|CCAP	LOC108073228|XP_017020254.1|DKIK
OG0008102	CCAP1982_LOCUS4798|CAD6996098.1|CCAP	LOC108081058|XP_017031526.1|DKIK
OG0008104	CCAP1982_LOCUS13968|CAD7005609.1|CCAP	LOC108083054|XP_017034171.1|DKIK
OG0008105	CCAP1982_LOCUS1889|CAD6993059.1|CCAP	LOC108075534|XP_017023521.1|DKIK
OG0008107	CCAP1982_LOCUS846|CAD6991958.1|CCAP	LOC108082685|XP_017033680.1|DKIK
OG0008132	CCAP1982_LOCUS5058|CAD6996379.1|CCAP	LOC108073165|XP_017020161.1|DKIK
OG0008136	CCAP1982_LOCUS7013|CAD6998413.1|CCAP	LOC108076885|XP_017025405.1|DKIK
OG0008138	CCAP1982_LOCUS14890|CAD7006576.1|CCAP	LOC108078906|XP_017028528.1|DKIK
OG0008153	CCAP1982_LOCUS7157|CAD6998579.1|CCAP	LOC108076309|XP_017024574.1|DKIK
OG0008154	CCAP1982_LOCUS13782|CAD7005419.1|CCAP	LOC108072741|XP_017019497.1|DKIK
OG0008156	CCAP1982_LOCUS262|CAD6991333.1|CCAP	LOC108084999|XP_017036916.1|DKIK
OG0008157	CCAP1982_LOCUS1671|CAD6992834.1|CCAP	LOC108077861|XP_017026883.1|DKIK
OG0008159	CCAP1982_LOCUS14131|CAD7005782.1|CCAP	LOC108080623|XP_017030936.1|DKIK
OG0008160	CCAP1982_LOCUS20519|CAD7012437.1|CCAP	LOC108076612|XP_017025016.1|DKIK
OG0008163	CCAP1982_LOCUS14911|CAD7006600.1|CCAP	LOC108084406|XP_017036093.1|DKIK
OG0008172	CCAP1982_LOCUS2600|CAD6993804.1|CCAP	LOC108084837|XP_017036700.1|DKIK
OG0008182	CCAP1982_LOCUS19443|CAD7011338.1|CCAP	LOC108082498|XP_017033407.1|DKIK
OG0008183	CCAP1982_LOCUS19493|CAD7011393.1|CCAP	LOC108070901|XP_017017046.1|DKIK
OG0008184	CCAP1982_LOCUS19714|CAD7011625.1|CCAP	LOC108077272|XP_017026030.1|DKIK
OG0008185	CCAP1982_LOCUS3685|CAD6994952.1|CCAP	LOC108077795|XP_017026785.1|DKIK
OG0008186	CCAP1982_LOCUS22846|CAD7014882.1|CCAP	LOC108076324|XP_017024596.1|DKIK
OG0008187	CCAP1982_LOCUS22847|CAD7014883.1|CCAP	LOC108076328|XP_017024602.1|DKIK
OG0008189	CCAP1982_LOCUS6511|CAD6997892.1|CCAP	LOC108072575|XP_017019270.1|DKIK
OG0008190	CCAP1982_LOCUS10923|CAD7002432.1|CCAP	LOC108073935|XP_017021230.1|DKIK
OG0008195	CCAP1982_LOCUS19870|CAD7011758.1|CCAP	LOC108083518|XP_017034831.1|DKIK
OG0008197	CCAP1982_LOCUS11615|CAD7003154.1|CCAP	LOC108082993|XP_017034105.1|DKIK
OG0008201	CCAP1982_LOCUS14008|CAD7005651.1|CCAP	LOC108073973|XP_017021305.1|DKIK
OG0008202	CCAP1982_LOCUS13425|CAD7005055.1|CCAP	LOC108073816|XP_017021083.1|DKIK
OG0008207	CCAP1982_LOCUS14253|CAD7005914.1|CCAP	LOC108075079|XP_017022850.1|DKIK
OG0008208	CCAP1982_LOCUS19592|CAD7011494.1|CCAP	LOC108082565|XP_017033505.1|DKIK
OG0008209	CCAP1982_LOCUS13090|CAD7004697.1|CCAP	LOC108079860|XP_017029861.1|DKIK
OG0008210	CCAP1982_LOCUS21155|CAD7013078.1|CCAP	LOC108084752|XP_017036553.1|DKIK
OG0008211	CCAP1982_LOCUS5555|CAD6996882.1|CCAP	LOC108074601|XP_017022205.1|DKIK
OG0008212	CCAP1982_LOCUS13377|CAD7005001.1|CCAP	LOC108083289|XP_017034508.1|DKIK
OG0008222	CCAP1982_LOCUS13754|CAD7005394.1|CCAP	LOC108072788|XP_017019563.1|DKIK
OG0008223	CCAP1982_LOCUS13974|CAD7005616.1|CCAP	LOC108072766|XP_017019531.1|DKIK
OG0008227	CCAP1982_LOCUS3812|CAD6995088.1|CCAP	LOC108084900|XP_017036783.1|DKIK
OG0008228	CCAP1982_LOCUS2358|CAD6993546.1|CCAP	LOC108073439|XP_017020548.1|DKIK
OG0008229	CCAP1982_LOCUS2175|CAD6993357.1|CCAP	LOC108085887|XP_017038139.1|DKIK
OG0008230	CCAP1982_LOCUS643|CAD6991732.1|CCAP	LOC108084843|XP_017036706.1|DKIK
OG0008232	CCAP1982_LOCUS11916|CAD7003463.1|CCAP	LOC108079748|XP_017029652.1|DKIK
OG0008233	CCAP1982_LOCUS5478|CAD6996805.1|CCAP	LOC108082678|XP_017033665.1|DKIK
