Orthogroup	CCAP.longest_only	DPER.longest_only
OG0008865	CCAP1982_LOCUS22724|CAD7014747.1|CCAP, CCAP1982_LOCUS192|CAD6991258.1|CCAP	LOC6595449|XP_026844208.1|DPER
OG0008866	CCAP1982_LOCUS6672|CAD6998056.1|CCAP	LOC6595574|XP_026844391.1|DPER
OG0008868	CCAP1982_LOCUS7217|CAD6998649.1|CCAP	LOC6593020|XP_002018261.2|DPER
OG0008869	CCAP1982_LOCUS14637|CAD7006315.1|CCAP	LOC6596171|XP_002021148.1|DPER
OG0008870	CCAP1982_LOCUS14603|CAD7006280.1|CCAP	LOC113566471|XP_026848004.1|DPER
OG0008871	CCAP1982_LOCUS14487|CAD7006160.1|CCAP	LOC6601518|XP_026848010.1|DPER
OG0008872	CCAP1982_LOCUS6870|CAD6998261.1|CCAP	LOC6595414|XP_002020887.1|DPER
OG0008875	CCAP1982_LOCUS21585|CAD7013525.1|CCAP	LOC6592220|XP_002018490.1|DPER
OG0008876	CCAP1982_LOCUS10392|CAD7001905.1|CCAP	LOC6602001|XP_026846796.1|DPER
OG0008877	CCAP1982_LOCUS14436|CAD7006104.1|CCAP	LOC6595970|XP_026845354.1|DPER
OG0008878	CCAP1982_LOCUS7850|CAD6999323.1|CCAP	LOC6591926|XP_026849375.1|DPER, LOC6593532|XP_002018719.1|DPER
OG0008879	CCAP1982_LOCUS21392|CAD7013322.1|CCAP	LOC6592621|XP_026842538.1|DPER
OG0008881	CCAP1982_LOCUS19739|CAD7011653.1|CCAP	LOC6601304|XP_002026342.1|DPER
OG0008882	CCAP1982_LOCUS7724|CAD6999188.1|CCAP	LOC6588918|XP_002014480.2|DPER
OG0008883	CCAP1982_LOCUS4530|CAD6995828.1|CCAP	LOC6592146|XP_002017282.1|DPER
OG0008884	CCAP1982_LOCUS4838|CAD6996145.1|CCAP, CCAP1982_LOCUS4837|CAD6996144.1|CCAP	LOC6592009|XP_002017437.1|DPER
OG0008885	CCAP1982_LOCUS5772|CAD6997126.1|CCAP	LOC6598061|XP_002023154.2|DPER
OG0008886	CCAP1982_LOCUS20331|CAD7012234.1|CCAP	LOC6601627|XP_002026630.2|DPER
OG0008887	CCAP1982_LOCUS21718|CAD7013676.1|CCAP	LOC6592554|XP_002017932.1|DPER
OG0008888	CCAP1982_LOCUS12807|CAD7004397.1|CCAP	LOC6601487|XP_002026547.2|DPER
OG0008889	CCAP1982_LOCUS19841|CAD7011727.1|CCAP	LOC6601618|XP_002026654.2|DPER
OG0008890	CCAP1982_LOCUS20631|CAD7012546.1|CCAP, CCAP1982_LOCUS20630|CAD7012545.1|CCAP, CCAP1982_LOCUS20629|CAD7012544.1|CCAP, CCAP1982_LOCUS20628|CAD7012543.1|CCAP	LOC6594470|XP_002019415.2|DPER, LOC6594151|XP_002019390.2|DPER
OG0008891	CCAP1982_LOCUS12910|CAD7004511.1|CCAP	LOC6599724|XP_026847258.1|DPER
OG0008892	CCAP1982_LOCUS22399|CAD7014407.1|CCAP	LOC6592744|XP_026841222.1|DPER
OG0008893	CCAP1982_LOCUS13223|CAD7004834.1|CCAP	LOC6599594|XP_002024714.1|DPER
OG0008894	CCAP1982_LOCUS3280|CAD6994537.1|CCAP	LOC6594765|XP_026848114.1|DPER
OG0008895	CCAP1982_LOCUS520|CAD6991603.1|CCAP	LOC6594319|XP_026840186.1|DPER
OG0008897	CCAP1982_LOCUS740|CAD6991841.1|CCAP	LOC6594153|XP_026842480.1|DPER
OG0008898	CCAP1982_LOCUS19439|CAD7011334.1|CCAP	LOC6590533|XP_026841855.1|DPER
OG0008899	CCAP1982_LOCUS8803|CAD7000318.1|CCAP, CCAP1982_LOCUS8802|CAD7000317.1|CCAP	LOC6589402|XP_002015291.1|DPER
OG0008900	CCAP1982_LOCUS6726|CAD6998112.1|CCAP	LOC6589445|XP_026844401.1|DPER
OG0008901	CCAP1982_LOCUS11548|CAD7003085.1|CCAP	LOC6595955|XP_002021083.2|DPER
OG0008902	CCAP1982_LOCUS10029|CAD7001533.1|CCAP	LOC6602011|XP_026846854.1|DPER
OG0008903	CCAP1982_LOCUS7300|CAD6998746.1|CCAP	LOC6589525|XP_002015048.1|DPER
OG0008904	CCAP1982_LOCUS23071|CAD7015121.1|CCAP	LOC6590289|XP_026840615.1|DPER
OG0008905	CCAP1982_LOCUS10031|CAD7001535.1|CCAP	LOC6602004|XP_026846902.1|DPER
OG0008906	CCAP1982_LOCUS12106|CAD7003668.1|CCAP, CCAP1982_LOCUS12107|CAD7003669.1|CCAP	LOC113566667|XP_026849089.1|DPER
OG0008907	CCAP1982_LOCUS413|CAD6991489.1|CCAP	LOC6592122|XP_002016829.2|DPER
OG0008908	CCAP1982_LOCUS4378|CAD6995671.1|CCAP, CCAP1982_LOCUS4376|CAD6995669.1|CCAP, CCAP1982_LOCUS4377|CAD6995670.1|CCAP	LOC6594514|XP_002019497.2|DPER
OG0008909	CCAP1982_LOCUS1393|CAD6992545.1|CCAP	LOC6594770|XP_002020084.1|DPER
OG0008910	CCAP1982_LOCUS1337|CAD6992485.1|CCAP, CCAP1982_LOCUS1332|CAD6992480.1|CCAP	LOC6595029|XP_002019994.2|DPER
OG0008911	CCAP1982_LOCUS2275|CAD6993462.1|CCAP	LOC6588456|XP_002013199.2|DPER
OG0008912	CCAP1982_LOCUS2311|CAD6993498.1|CCAP, CCAP1982_LOCUS2310|CAD6993497.1|CCAP	LOC113564907|XP_026840039.1|DPER
OG0008913	CCAP1982_LOCUS2840|CAD6994069.1|CCAP	LOC113567365|XP_026850746.1|DPER
OG0008914	CCAP1982_LOCUS2760|CAD6993977.1|CCAP	LOC6587289|XP_002013671.1|DPER
OG0008915	CCAP1982_LOCUS3581|CAD6994846.1|CCAP	LOC6591440|XP_002016963.1|DPER
OG0008916	CCAP1982_LOCUS8302|CAD6999780.1|CCAP, CCAP1982_LOCUS8300|CAD6999778.1|CCAP	LOC6589174|XP_026844926.1|DPER
OG0008917	CCAP1982_LOCUS8136|CAD6999613.1|CCAP, CCAP1982_LOCUS8138|CAD6999615.1|CCAP	LOC6589186|XP_002015010.2|DPER
OG0008919	CCAP1982_LOCUS7561|CAD6999014.1|CCAP, CCAP1982_LOCUS7562|CAD6999015.1|CCAP, CCAP1982_LOCUS7563|CAD6999016.1|CCAP, CCAP1982_LOCUS7560|CAD6999013.1|CCAP	LOC6589672|XP_026844270.1|DPER
OG0008920	CCAP1982_LOCUS7759|CAD6999225.1|CCAP, CCAP1982_LOCUS7760|CAD6999226.1|CCAP	LOC6597064|XP_002022189.1|DPER
OG0008921	CCAP1982_LOCUS2132|CAD6993315.1|CCAP, CCAP1982_LOCUS9115|CAD7000641.1|CCAP	LOC6593983|XP_002019025.1|DPER
OG0008922	CCAP1982_LOCUS6595|CAD6997979.1|CCAP	LOC6593798|XP_002018718.2|DPER
OG0008923	CCAP1982_LOCUS21920|CAD7013907.1|CCAP	LOC6590070|XP_026841896.1|DPER
OG0008924	CCAP1982_LOCUS22040|CAD7014034.1|CCAP	LOC6592482|XP_026842713.1|DPER
OG0008925	CCAP1982_LOCUS23261|CAD7015316.1|CCAP	LOC6592324|XP_002018558.1|DPER
OG0008926	CCAP1982_LOCUS23319|CAD7015375.1|CCAP	LOC6600837|XP_002025931.1|DPER
OG0008927	CCAP1982_LOCUS23406|CAD7015466.1|CCAP, CCAP1982_LOCUS23407|CAD7015467.1|CCAP	LOC6601298|XP_026841150.1|DPER
OG0008928	CCAP1982_LOCUS23369|CAD7015427.1|CCAP	LOC6591141|XP_002015564.1|DPER
OG0008929	CCAP1982_LOCUS22113|CAD7014107.1|CCAP	LOC6590491|XP_002015760.1|DPER
OG0008930	CCAP1982_LOCUS22409|CAD7014413.1|CCAP	LOC6588666|XP_002013615.1|DPER
OG0008931	CCAP1982_LOCUS22283|CAD7014280.1|CCAP	LOC6592788|XP_002018439.1|DPER
OG0008932	CCAP1982_LOCUS21274|CAD7013203.1|CCAP, CCAP1982_LOCUS21273|CAD7013202.1|CCAP	LOC6592280|XP_002018421.1|DPER
OG0008933	CCAP1982_LOCUS21287|CAD7013216.1|CCAP	LOC6593011|XP_002018463.1|DPER
OG0008935	CCAP1982_LOCUS21498|CAD7013433.1|CCAP, CCAP1982_LOCUS21497|CAD7013432.1|CCAP	LOC6590903|XP_026840788.1|DPER
OG0008936	CCAP1982_LOCUS19449|CAD7011346.1|CCAP	LOC6590204|XP_026841308.1|DPER
OG0008937	CCAP1982_LOCUS20341|CAD7012245.1|CCAP, CCAP1982_LOCUS20342|CAD7012246.1|CCAP, CCAP1982_LOCUS20343|CAD7012247.1|CCAP, CCAP1982_LOCUS20340|CAD7012244.1|CCAP	LOC6592204|XP_026841301.1|DPER
OG0008938	CCAP1982_LOCUS20561|CAD7012484.1|CCAP	LOC6592760|XP_002017878.1|DPER
OG0008939	CCAP1982_LOCUS20782|CAD7012675.1|CCAP	LOC6589952|XP_026841785.1|DPER
OG0008940	CCAP1982_LOCUS21046|CAD7012952.1|CCAP	LOC6601620|XP_026841466.1|DPER
OG0008946	CCAP1982_LOCUS19692|CAD7011603.1|CCAP	LOC6598284|XP_002023307.2|DPER
OG0008949	CCAP1982_LOCUS12415|CAD7003993.1|CCAP	LOC6599467|XP_002024616.1|DPER
OG0008950	CCAP1982_LOCUS12886|CAD7004481.1|CCAP	LOC6598581|XP_002023644.1|DPER
OG0008951	CCAP1982_LOCUS12900|CAD7004501.1|CCAP	LOC6599769|XP_026847392.1|DPER
OG0008952	CCAP1982_LOCUS12363|CAD7003941.1|CCAP, CCAP1982_LOCUS12373|CAD7003951.1|CCAP	LOC6598501|XP_002023589.1|DPER
OG0008953	CCAP1982_LOCUS13060|CAD7004665.1|CCAP	LOC6596144|XP_026845568.1|DPER
OG0008955	CCAP1982_LOCUS11543|CAD7003080.1|CCAP	LOC6595950|XP_002021078.1|DPER
OG0008956	CCAP1982_LOCUS14575|CAD7006249.1|CCAP	LOC6600644|XP_002025654.2|DPER
OG0008957	CCAP1982_LOCUS12274|CAD7003841.1|CCAP	LOC113565986|XP_026845372.1|DPER
OG0008958	CCAP1982_LOCUS13525|CAD7005164.1|CCAP	LOC6595770|XP_002021351.2|DPER
OG0008959	CCAP1982_LOCUS13474|CAD7005112.1|CCAP, CCAP1982_LOCUS13473|CAD7005111.1|CCAP	LOC6596027|XP_002021026.1|DPER
OG0008960	CCAP1982_LOCUS13422|CAD7005052.1|CCAP	LOC6595936|XP_026845554.1|DPER
OG0008961	CCAP1982_LOCUS7054|CAD6998457.1|CCAP	LOC6589352|XP_002014803.2|DPER, LOC6589353|XP_002014804.2|DPER
OG0008985	CCAP1982_LOCUS12236|CAD7003803.1|CCAP	LOC6599814|XP_002024914.1|DPER
OG0008986	CCAP1982_LOCUS5702|CAD6997047.1|CCAP	LOC6591969|XP_002017013.2|DPER
OG0008990	CCAP1982_LOCUS11431|CAD7002967.1|CCAP	LOC113566322|XP_026847267.1|DPER
OG0008991	CCAP1982_LOCUS4200|CAD6995485.1|CCAP	LOC113565742|XP_026844581.1|DPER
OG0008992	CCAP1982_LOCUS3524|CAD6994793.1|CCAP	LOC6592004|XP_002016730.2|DPER
OG0008993	CCAP1982_LOCUS13676|CAD7005315.1|CCAP	LOC6598873|XP_026847800.1|DPER
OG0008994	CCAP1982_LOCUS6730|CAD6998118.1|CCAP	LOC6588763|XP_002014848.1|DPER
OG0008995	CCAP1982_LOCUS19479|CAD7011378.1|CCAP	LOC6601325|XP_002026376.1|DPER
OG0008999	CCAP1982_LOCUS4623|CAD6995921.1|CCAP, CCAP1982_LOCUS4622|CAD6995920.1|CCAP	LOC6597471|XP_026849280.1|DPER
OG0009003	CCAP1982_LOCUS14538|CAD7006210.1|CCAP	LOC6596800|XP_002021880.1|DPER
OG0009005	CCAP1982_LOCUS8449|CAD6999940.1|CCAP	LOC6602239|XP_002027269.1|DPER
OG0009006	CCAP1982_LOCUS3116|CAD6994363.1|CCAP	LOC6595075|XP_002020339.1|DPER
OG0009007	CCAP1982_LOCUS14979|CAD7006678.1|CCAP	LOC6602999|XP_002028026.1|DPER
OG0009008	CCAP1982_LOCUS93|CAD6991153.1|CCAP	LOC6594525|XP_002019467.1|DPER
OG0009009	CCAP1982_LOCUS12773|CAD7004361.1|CCAP	LOC6603309|XP_026849880.1|DPER
OG0009010	CCAP1982_LOCUS14898|CAD7006587.1|CCAP	LOC6601209|XP_026848068.1|DPER
OG0009011	CCAP1982_LOCUS12729|CAD7004309.1|CCAP	LOC6601890|XP_026849384.1|DPER
OG0009014	CCAP1982_LOCUS13336|CAD7004957.1|CCAP	LOC6599715|XP_002024900.2|DPER
OG0009015	CCAP1982_LOCUS12356|CAD7003934.1|CCAP	LOC6597139|XP_002022327.1|DPER
OG0009016	CCAP1982_LOCUS10869|CAD7002375.1|CCAP	LOC6599850|XP_002024999.1|DPER
OG0009017	CCAP1982_LOCUS5361|CAD6996677.1|CCAP	LOC6603377|XP_002028363.1|DPER
OG0009018	CCAP1982_LOCUS10355|CAD7001867.1|CCAP, CCAP1982_LOCUS10357|CAD7001869.1|CCAP	LOC6602014|XP_002027042.1|DPER
OG0009019	CCAP1982_LOCUS10619|CAD7002131.1|CCAP	LOC6602009|XP_026846887.1|DPER
OG0009020	CCAP1982_LOCUS2828|CAD6994056.1|CCAP	LOC6588495|XP_026850274.1|DPER
OG0009021	CCAP1982_LOCUS4666|CAD6995955.1|CCAP	LOC6591980|XP_002017024.1|DPER
OG0009022	CCAP1982_LOCUS1965|CAD6993139.1|CCAP	LOC6587389|XP_002013864.1|DPER
OG0009023	CCAP1982_LOCUS3398|CAD6994663.1|CCAP	LOC6587710|XP_002014072.1|DPER
OG0009024	CCAP1982_LOCUS2458|CAD6993649.1|CCAP	LOC6595278|XP_026850609.1|DPER
OG0009025	CCAP1982_LOCUS3816|CAD6995093.1|CCAP	LOC6598723|XP_002023870.1|DPER
OG0009026	CCAP1982_LOCUS20439|CAD7012345.1|CCAP	LOC6587220|XP_002013513.2|DPER
OG0009027	CCAP1982_LOCUS21777|CAD7013746.1|CCAP	LOC113565046|XP_026840968.1|DPER
OG0009028	CCAP1982_LOCUS11381|CAD7002914.1|CCAP	LOC6599776|XP_002024863.1|DPER
OG0009029	CCAP1982_LOCUS5388|CAD6996704.1|CCAP	LOC6589742|XP_002014240.2|DPER
OG0009030	CCAP1982_LOCUS7038|CAD6998438.1|CCAP	LOC6595526|XP_002020661.2|DPER
OG0009031	CCAP1982_LOCUS4387|CAD6995680.1|CCAP	LOC6594193|XP_002019501.1|DPER
OG0009032	CCAP1982_LOCUS4386|CAD6995679.1|CCAP	LOC6594192|XP_002019500.1|DPER
OG0009033	CCAP1982_LOCUS8791|CAD7000303.1|CCAP	LOC6602245|XP_002027275.1|DPER
OG0009034	CCAP1982_LOCUS7585|CAD6999038.1|CCAP	LOC6596402|XP_002021587.1|DPER
OG0009035	CCAP1982_LOCUS7736|CAD6999202.1|CCAP	LOC6588677|XP_002014472.1|DPER
OG0009036	CCAP1982_LOCUS20353|CAD7012257.1|CCAP	LOC6593035|XP_002017712.2|DPER
OG0009037	CCAP1982_LOCUS6931|CAD6998326.1|CCAP	LOC6588856|XP_002015086.2|DPER
OG0009038	CCAP1982_LOCUS3917|CAD6995198.1|CCAP	LOC6587792|XP_002012964.1|DPER
OG0009039	CCAP1982_LOCUS4800|CAD6996100.1|CCAP	LOC6591901|XP_026840255.1|DPER
OG0009040	CCAP1982_LOCUS5253|CAD6996584.1|CCAP	LOC6590730|XP_026842906.1|DPER
OG0009041	CCAP1982_LOCUS2610|CAD6993813.1|CCAP	LOC6587988|XP_002012848.1|DPER
OG0009042	CCAP1982_LOCUS7840|CAD6999312.1|CCAP	LOC6589166|XP_002015023.1|DPER
OG0009043	CCAP1982_LOCUS2208|CAD6993392.1|CCAP	LOC6593296|XP_002019187.1|DPER
OG0009044	CCAP1982_LOCUS8461|CAD6999953.1|CCAP	LOC6596512|XP_002021507.1|DPER
OG0009046	CCAP1982_LOCUS13800|CAD7005440.1|CCAP	LOC6602194|XP_026848033.1|DPER
OG0009047	CCAP1982_LOCUS23383|CAD7015441.1|CCAP	LOC6590882|XP_026841506.1|DPER
OG0009048	CCAP1982_LOCUS5609|CAD6996939.1|CCAP	LOC6593824|XP_002018903.1|DPER
OG0009049	CCAP1982_LOCUS923|CAD6992042.1|CCAP	LOC6594220|XP_002019455.1|DPER
OG0009050	CCAP1982_LOCUS6009|CAD6997372.1|CCAP	LOC6597998|XP_002023223.1|DPER
OG0009052	CCAP1982_LOCUS4264|CAD6995553.1|CCAP	LOC6594165|XP_002019574.2|DPER
OG0009053	CCAP1982_LOCUS5061|CAD6996384.1|CCAP	LOC6592120|XP_026850740.1|DPER
OG0009054	CCAP1982_LOCUS5162|CAD6996493.1|CCAP	LOC6591875|XP_026845013.1|DPER
OG0009055	CCAP1982_LOCUS5834|CAD6997195.1|CCAP	LOC6598064|XP_026843865.1|DPER
OG0009056	CCAP1982_LOCUS11346|CAD7002877.1|CCAP	LOC6593417|XP_002019123.2|DPER
OG0009057	CCAP1982_LOCUS22424|CAD7014428.1|CCAP	LOC6601106|XP_002026071.2|DPER
OG0009058	CCAP1982_LOCUS9823|CAD7001326.1|CCAP	LOC6602560|XP_002027581.2|DPER
OG0009059	CCAP1982_LOCUS13234|CAD7004849.1|CCAP	LOC6601377|XP_002026513.2|DPER
OG0009060	CCAP1982_LOCUS717|CAD6991816.1|CCAP	LOC6591946|XP_002017490.1|DPER
OG0009061	CCAP1982_LOCUS19686|CAD7011597.1|CCAP	LOC6593245|XP_026840812.1|DPER
OG0009062	CCAP1982_LOCUS21703|CAD7013661.1|CCAP, CCAP1982_LOCUS21701|CAD7013659.1|CCAP	LOC6590098|XP_002015983.1|DPER
OG0009063	CCAP1982_LOCUS8667|CAD7000176.1|CCAP	LOC6589652|XP_026844194.1|DPER
OG0009064	CCAP1982_LOCUS10160|CAD7001669.1|CCAP	LOC6590813|XP_002016670.2|DPER
OG0009065	CCAP1982_LOCUS485|CAD6991566.1|CCAP	LOC6595117|XP_002020191.1|DPER
OG0009066	CCAP1982_LOCUS11170|CAD7002692.1|CCAP	LOC6599783|XP_002024870.1|DPER
OG0009067	CCAP1982_LOCUS14161|CAD7005815.1|CCAP	LOC6600501|XP_026847644.1|DPER
OG0009068	CCAP1982_LOCUS22489|CAD7014487.1|CCAP	LOC6602062|XP_002027168.1|DPER
OG0009069	CCAP1982_LOCUS7799|CAD6999269.1|CCAP	LOC6595405|XP_026844371.1|DPER
OG0009071	CCAP1982_LOCUS4781|CAD6996074.1|CCAP, CCAP1982_LOCUS4779|CAD6996072.1|CCAP	LOC6591849|XP_026850976.1|DPER
OG0009072	CCAP1982_LOCUS4696|CAD6995990.1|CCAP, CCAP1982_LOCUS4697|CAD6995991.1|CCAP, CCAP1982_LOCUS4698|CAD6995992.1|CCAP	LOC6594703|XP_002019558.2|DPER
OG0009073	CCAP1982_LOCUS103|CAD6991164.1|CCAP	LOC6594418|XP_002019682.1|DPER
OG0009074	CCAP1982_LOCUS4576|CAD6995875.1|CCAP, CCAP1982_LOCUS4575|CAD6995874.1|CCAP	LOC6594124|XP_026850077.1|DPER, LOC113565254|XP_026842868.1|DPER
OG0009075	CCAP1982_LOCUS735|CAD6991836.1|CCAP	LOC6591697|XP_002017268.1|DPER
OG0009076	CCAP1982_LOCUS4960|CAD6996277.1|CCAP	LOC6594286|XP_026846041.1|DPER
OG0009077	CCAP1982_LOCUS4889|CAD6996199.1|CCAP	LOC6591628|XP_002017195.2|DPER
OG0009078	CCAP1982_LOCUS4867|CAD6996175.1|CCAP	LOC6594148|XP_026850236.1|DPER
OG0009079	CCAP1982_LOCUS552|CAD6991638.1|CCAP, CCAP1982_LOCUS545|CAD6991631.1|CCAP, CCAP1982_LOCUS551|CAD6991637.1|CCAP	LOC6592105|XP_026839991.1|DPER
OG0009080	CCAP1982_LOCUS4812|CAD6996117.1|CCAP	LOC6592180|XP_002017040.1|DPER
OG0009081	CCAP1982_LOCUS344|CAD6991417.1|CCAP	LOC6591728|XP_002016905.1|DPER
OG0009082	CCAP1982_LOCUS5090|CAD6996417.1|CCAP	LOC6594132|XP_002019436.2|DPER
OG0009083	CCAP1982_LOCUS4292|CAD6995582.1|CCAP, CCAP1982_LOCUS4293|CAD6995583.1|CCAP	LOC6597642|XP_026848918.1|DPER
OG0009084	CCAP1982_LOCUS4255|CAD6995544.1|CCAP	LOC6594675|XP_026850267.1|DPER
OG0009085	CCAP1982_LOCUS3214|CAD6994469.1|CCAP	LOC6594477|XP_026850222.1|DPER
OG0009086	CCAP1982_LOCUS1993|CAD6993169.1|CCAP	LOC6591317|XP_026841414.1|DPER
OG0009087	CCAP1982_LOCUS2170|CAD6993352.1|CCAP, CCAP1982_LOCUS2750|CAD6993965.1|CCAP	LOC6594824|XP_002020019.1|DPER
OG0009088	CCAP1982_LOCUS1142|CAD6992274.1|CCAP	LOC6594835|XP_002020530.1|DPER
OG0009089	CCAP1982_LOCUS3988|CAD6995267.1|CCAP	LOC6602637|XP_002027658.1|DPER
OG0009090	CCAP1982_LOCUS3889|CAD6995168.1|CCAP	LOC6594908|XP_002020508.1|DPER
OG0009091	CCAP1982_LOCUS2313|CAD6993500.1|CCAP	LOC6594604|XP_026850289.1|DPER
OG0009092	CCAP1982_LOCUS2768|CAD6993985.1|CCAP	LOC6588565|XP_002013951.1|DPER
OG0009093	CCAP1982_LOCUS2711|CAD6993920.1|CCAP	LOC6587435|XP_026851111.1|DPER
OG0009094	CCAP1982_LOCUS2505|CAD6993699.1|CCAP	LOC6595159|XP_002020286.2|DPER
OG0009095	CCAP1982_LOCUS2504|CAD6993698.1|CCAP	LOC6595158|XP_026850675.1|DPER, LOC6604545|XP_026839903.1|DPER
OG0009096	CCAP1982_LOCUS2969|CAD6994207.1|CCAP	LOC6598753|XP_002023787.1|DPER
OG0009097	CCAP1982_LOCUS2970|CAD6994208.1|CCAP	LOC6598752|XP_002023786.2|DPER
OG0009098	CCAP1982_LOCUS1913|CAD6993085.1|CCAP, CCAP1982_LOCUS2992|CAD6994230.1|CCAP	LOC6598658|XP_026843753.1|DPER
OG0009099	CCAP1982_LOCUS1054|CAD6992181.1|CCAP	LOC6594799|XP_002020480.1|DPER
OG0009100	CCAP1982_LOCUS8621|CAD7000128.1|CCAP, CCAP1982_LOCUS8620|CAD7000127.1|CCAP	LOC6596407|XP_002021592.1|DPER
OG0009101	CCAP1982_LOCUS8640|CAD7000147.1|CCAP, CCAP1982_LOCUS8641|CAD7000148.1|CCAP	LOC113565636|XP_026843984.1|DPER
OG0009102	CCAP1982_LOCUS8701|CAD7000209.1|CCAP, CCAP1982_LOCUS8707|CAD7000215.1|CCAP	LOC6588704|XP_026844966.1|DPER
OG0009103	CCAP1982_LOCUS8743|CAD7000253.1|CCAP	LOC6589050|XP_002014965.2|DPER
OG0009104	CCAP1982_LOCUS8744|CAD7000254.1|CCAP, CCAP1982_LOCUS8768|CAD7000278.1|CCAP	LOC6589084|XP_002014966.2|DPER
OG0009105	CCAP1982_LOCUS8217|CAD6999690.1|CCAP	LOC6602258|XP_002027288.1|DPER
OG0009106	CCAP1982_LOCUS8493|CAD6999987.1|CCAP	LOC6588953|XP_026844430.1|DPER
OG0009107	CCAP1982_LOCUS8063|CAD6999542.1|CCAP	LOC6593644|XP_026843539.1|DPER
OG0009108	CCAP1982_LOCUS9172|CAD7000699.1|CCAP	LOC6594236|XP_002019970.1|DPER
OG0009109	CCAP1982_LOCUS7308|CAD6998754.1|CCAP	LOC6589292|XP_002015062.1|DPER
OG0009110	CCAP1982_LOCUS7387|CAD6998839.1|CCAP	LOC6589821|XP_002014604.1|DPER
OG0009111	CCAP1982_LOCUS7963|CAD6999439.1|CCAP	LOC113566341|XP_026847394.1|DPER
OG0009112	CCAP1982_LOCUS7556|CAD6999009.1|CCAP, CCAP1982_LOCUS7555|CAD6999008.1|CCAP	LOC6589671|XP_026844144.1|DPER
OG0009113	CCAP1982_LOCUS7941|CAD6999415.1|CCAP	LOC6596635|XP_002021643.1|DPER
OG0009114	CCAP1982_LOCUS7902|CAD6999375.1|CCAP	LOC113565423|XP_026843161.1|DPER
OG0009115	CCAP1982_LOCUS6265|CAD6997630.1|CCAP	LOC6589703|XP_002014226.1|DPER, LOC113565874|XP_026845035.1|DPER
OG0009116	CCAP1982_LOCUS5370|CAD6996686.1|CCAP, CCAP1982_LOCUS5371|CAD6996687.1|CCAP	LOC6603390|XP_002028359.2|DPER
OG0009117	CCAP1982_LOCUS7761|CAD6999227.1|CCAP	LOC6596542|XP_002021679.1|DPER
OG0009118	CCAP1982_LOCUS6113|CAD6997471.1|CCAP, CCAP1982_LOCUS6114|CAD6997472.1|CCAP	LOC6598338|XP_002023465.1|DPER
OG0009119	CCAP1982_LOCUS6054|CAD6997413.1|CCAP	LOC6598104|XP_002023246.2|DPER
OG0009120	CCAP1982_LOCUS21847|CAD7013827.1|CCAP, CCAP1982_LOCUS21845|CAD7013825.1|CCAP, CCAP1982_LOCUS21846|CAD7013826.1|CCAP	LOC6602519|XP_026848845.1|DPER
OG0009121	CCAP1982_LOCUS21943|CAD7013929.1|CCAP	LOC6591166|XP_002016269.1|DPER
OG0009122	CCAP1982_LOCUS22032|CAD7014026.1|CCAP	LOC6592408|XP_002018153.2|DPER
OG0009123	CCAP1982_LOCUS22043|CAD7014037.1|CCAP	LOC6592479|XP_002017921.1|DPER
OG0009124	CCAP1982_LOCUS23411|CAD7015471.1|CCAP	LOC6593783|XP_026843285.1|DPER
OG0009125	CCAP1982_LOCUS23371|CAD7015429.1|CCAP	LOC6590596|XP_002015561.1|DPER
OG0009126	CCAP1982_LOCUS23075|CAD7015125.1|CCAP, CCAP1982_LOCUS23072|CAD7015122.1|CCAP	LOC6590285|XP_002016342.1|DPER
OG0009127	CCAP1982_LOCUS22820|CAD7014853.1|CCAP	LOC6600854|XP_002025991.1|DPER
OG0009128	CCAP1982_LOCUS22109|CAD7014103.1|CCAP	LOC6591218|XP_002015594.1|DPER
OG0009129	CCAP1982_LOCUS22130|CAD7014124.1|CCAP	LOC6591183|XP_002015441.1|DPER
OG0009130	CCAP1982_LOCUS22701|CAD7014722.1|CCAP	LOC6590468|XP_026842821.1|DPER
OG0009131	CCAP1982_LOCUS22704|CAD7014726.1|CCAP	LOC6591030|XP_002016649.1|DPER
OG0009132	CCAP1982_LOCUS22744|CAD7014770.1|CCAP	LOC6590076|XP_002015666.2|DPER
OG0009133	CCAP1982_LOCUS22519|CAD7014518.1|CCAP	LOC6590270|XP_002015473.1|DPER
OG0009135	CCAP1982_LOCUS7212|CAD6998643.1|CCAP, CCAP1982_LOCUS7213|CAD6998645.1|CCAP	LOC6592547|XP_026842031.1|DPER
OG0009136	CCAP1982_LOCUS22941|CAD7014981.1|CCAP	LOC6600950|XP_026842700.1|DPER
OG0009137	CCAP1982_LOCUS21267|CAD7013196.1|CCAP	LOC6590243|XP_026842004.1|DPER
OG0009138	CCAP1982_LOCUS21269|CAD7013198.1|CCAP	LOC6590220|XP_002016533.1|DPER
OG0009139	CCAP1982_LOCUS21183|CAD7013110.1|CCAP, CCAP1982_LOCUS21187|CAD7013114.1|CCAP	LOC6600858|XP_002025995.1|DPER
OG0009140	CCAP1982_LOCUS21281|CAD7013210.1|CCAP	LOC6593053|XP_002018465.1|DPER
OG0009141	CCAP1982_LOCUS21464|CAD7013399.1|CCAP	LOC6591143|XP_026841485.1|DPER
OG0009142	CCAP1982_LOCUS21503|CAD7013438.1|CCAP, CCAP1982_LOCUS21501|CAD7013436.1|CCAP	LOC6590907|XP_002015584.1|DPER
OG0009143	CCAP1982_LOCUS21544|CAD7013482.1|CCAP	LOC6590928|XP_026842716.1|DPER
