Orthogroup	CCAP.longest_only	DSIM.longest_only
OG0009162	CCAP1982_LOCUS12012|CAD7003563.1|CCAP, CCAP1982_LOCUS12016|CAD7003567.1|CCAP	LOC6738446|XP_016032280.1|DSIM
OG0009163	CCAP1982_LOCUS12090|CAD7003652.1|CCAP, CCAP1982_LOCUS12089|CAD7003651.1|CCAP	LOC6737503|XP_016031298.1|DSIM
OG0009164	CCAP1982_LOCUS13310|CAD7004927.1|CCAP	LOC6736414|XP_039150127.1|DSIM
OG0009165	CCAP1982_LOCUS12630|CAD7004211.1|CCAP	LOC6736954|XP_016030596.1|DSIM
OG0009166	CCAP1982_LOCUS13097|CAD7004704.1|CCAP, CCAP1982_LOCUS13098|CAD7004705.1|CCAP	LOC6737771|XP_002084599.2|DSIM
OG0009167	CCAP1982_LOCUS13022|CAD7004627.1|CCAP, CCAP1982_LOCUS13019|CAD7004624.1|CCAP	LOC6738988|XP_002085783.2|DSIM
OG0009168	CCAP1982_LOCUS13021|CAD7004626.1|CCAP	LOC6738989|XP_016032815.1|DSIM
OG0009169	CCAP1982_LOCUS11437|CAD7002974.1|CCAP, CCAP1982_LOCUS11436|CAD7002973.1|CCAP	LOC6739629|XP_016031208.1|DSIM
OG0009170	CCAP1982_LOCUS14887|CAD7006573.1|CCAP	LOC6738266|XP_002085077.1|DSIM
OG0009171	CCAP1982_LOCUS14973|CAD7006671.1|CCAP	LOC6738419|XP_002085228.2|DSIM
OG0009172	CCAP1982_LOCUS11770|CAD7003309.1|CCAP	LOC6737718|XP_016031493.1|DSIM
OG0009173	CCAP1982_LOCUS11800|CAD7003341.1|CCAP	LOC6736506|XP_016030082.1|DSIM
OG0009174	CCAP1982_LOCUS14567|CAD7006241.1|CCAP, CCAP1982_LOCUS14568|CAD7006242.1|CCAP	LOC6725016|XP_002106048.1|DSIM
OG0009175	CCAP1982_LOCUS11681|CAD7003220.1|CCAP	LOC6731546|XP_039154528.1|DSIM
OG0009176	CCAP1982_LOCUS12283|CAD7003853.1|CCAP	LOC6738012|XP_039150274.1|DSIM
OG0009178	CCAP1982_LOCUS14682|CAD7006360.1|CCAP, CCAP1982_LOCUS14683|CAD7006361.1|CCAP	LOC6738195|XP_002085008.1|DSIM
OG0009179	CCAP1982_LOCUS14642|CAD7006320.1|CCAP, CCAP1982_LOCUS14641|CAD7006319.1|CCAP	LOC6739163|XP_039149849.1|DSIM
OG0009182	CCAP1982_LOCUS13887|CAD7005527.1|CCAP, CCAP1982_LOCUS13888|CAD7005528.1|CCAP	LOC6738117|XP_016031957.1|DSIM
OG0009183	CCAP1982_LOCUS13821|CAD7005461.1|CCAP, CCAP1982_LOCUS13822|CAD7005462.1|CCAP	LOC6737951|XP_002084770.1|DSIM
OG0009184	CCAP1982_LOCUS13742|CAD7005382.1|CCAP	LOC6739127|XP_002085920.1|DSIM
OG0009185	CCAP1982_LOCUS13527|CAD7005167.1|CCAP	LOC27207179|XP_016032876.1|DSIM
OG0009186	CCAP1982_LOCUS14269|CAD7005931.1|CCAP	LOC6738894|XP_016032715.1|DSIM
OG0009188	CCAP1982_LOCUS22613|CAD7014622.1|CCAP	LOC6735002|XP_002081984.1|DSIM
OG0009189	CCAP1982_LOCUS10625|CAD7002137.1|CCAP, CCAP1982_LOCUS10060|CAD7001566.1|CCAP, CCAP1982_LOCUS4108|CAD6995390.1|CCAP, CCAP1982_LOCUS10417|CAD7001930.1|CCAP	LOC6738328|XP_002085138.1|DSIM
OG0009190	CCAP1982_LOCUS11499|CAD7003036.1|CCAP	LOC6736474|XP_002083345.2|DSIM
OG0009191	CCAP1982_LOCUS21738|CAD7013698.1|CCAP	LOC6733847|XP_002080891.2|DSIM
OG0009192	CCAP1982_LOCUS22994|CAD7015037.1|CCAP	LOC6740043|XP_002076927.1|DSIM
OG0009219	CCAP1982_LOCUS1342|CAD6992490.1|CCAP	LOC27206377|XP_039151699.1|DSIM
OG0009221	CCAP1982_LOCUS2845|CAD6994075.1|CCAP	LOC6731813|XP_002078948.1|DSIM
OG0009237	CCAP1982_LOCUS5735|CAD6997082.1|CCAP	LOC6731786|XP_016024478.1|DSIM
OG0009238	CCAP1982_LOCUS13427|CAD7005059.1|CCAP	LOC6737724|XP_002084553.2|DSIM
OG0009245	CCAP1982_LOCUS649|CAD6991737.1|CCAP	LOC6727607|XP_002102986.1|DSIM
OG0009266	CCAP1982_LOCUS8781|CAD7000291.1|CCAP	LOC6732145|XP_016024832.1|DSIM
OG0009267	CCAP1982_LOCUS6258|CAD6997622.1|CCAP	LOC6731157|XP_002078315.1|DSIM
OG0009268	CCAP1982_LOCUS21134|CAD7013052.1|CCAP	LOC6733770|XP_002080814.2|DSIM
OG0009269	CCAP1982_LOCUS13783|CAD7005421.1|CCAP	LOC6727590|XP_016034185.1|DSIM
OG0009270	CCAP1982_LOCUS20409|CAD7012315.1|CCAP	LOC6734908|XP_016028183.1|DSIM
OG0009273	CCAP1982_LOCUS9149|CAD7000675.1|CCAP	LOC6730874|XP_016023294.1|DSIM
OG0009274	CCAP1982_LOCUS11312|CAD7002843.1|CCAP	LOC6736573|XP_016030167.1|DSIM
OG0009276	CCAP1982_LOCUS22273|CAD7014270.1|CCAP	LOC6734601|XP_002081609.1|DSIM
OG0009283	CCAP1982_LOCUS5738|CAD6997085.1|CCAP, CCAP1982_LOCUS5737|CAD6997084.1|CCAP	LOC6731758|XP_016024440.1|DSIM
OG0009285	CCAP1982_LOCUS11712|CAD7003250.1|CCAP, CCAP1982_LOCUS11710|CAD7003248.1|CCAP	LOC6740381|XP_016037323.1|DSIM
OG0009286	CCAP1982_LOCUS12536|CAD7004115.1|CCAP	LOC6736989|XP_002083836.1|DSIM
OG0009287	CCAP1982_LOCUS12928|CAD7004531.1|CCAP	LOC6737059|XP_002083906.1|DSIM
OG0009288	CCAP1982_LOCUS8286|CAD6999763.1|CCAP	LOC6725236|XP_016038249.1|DSIM
OG0009289	CCAP1982_LOCUS10519|CAD7002031.1|CCAP	LOC6724748|XP_016037451.1|DSIM
OG0009290	CCAP1982_LOCUS21282|CAD7013211.1|CCAP	LOC6733959|XP_002081003.1|DSIM
OG0009291	CCAP1982_LOCUS9439|CAD7000966.1|CCAP	LOC6724749|XP_016037459.1|DSIM
OG0009296	CCAP1982_LOCUS786|CAD6991896.1|CCAP	LOC6729688|XP_002104994.2|DSIM
OG0009297	CCAP1982_LOCUS788|CAD6991898.1|CCAP	LOC6729692|XP_016036357.1|DSIM
OG0009298	CCAP1982_LOCUS806|CAD6991917.1|CCAP	LOC6728391|XP_002103739.2|DSIM
OG0009299	CCAP1982_LOCUS827|CAD6991939.1|CCAP	LOC6727387|XP_016033924.1|DSIM
OG0009300	CCAP1982_LOCUS828|CAD6991940.1|CCAP	LOC6727385|XP_016033920.1|DSIM
OG0009301	CCAP1982_LOCUS4778|CAD6996071.1|CCAP	LOC6729632|XP_002104940.3|DSIM
OG0009302	CCAP1982_LOCUS4700|CAD6995994.1|CCAP	LOC6727125|XP_002102518.2|DSIM
OG0009303	CCAP1982_LOCUS4664|CAD6995953.1|CCAP	LOC6727683|XP_002103045.1|DSIM
OG0009304	CCAP1982_LOCUS104|CAD6991165.1|CCAP	LOC6727393|XP_002102778.2|DSIM
OG0009305	CCAP1982_LOCUS115|CAD6991176.1|CCAP	LOC6727827|XP_016034411.1|DSIM
OG0009306	CCAP1982_LOCUS4614|CAD6995912.1|CCAP	LOC6725648|XP_002106655.1|DSIM
OG0009307	CCAP1982_LOCUS4602|CAD6995901.1|CCAP	LOC6728581|XP_002103922.1|DSIM
OG0009308	CCAP1982_LOCUS4578|CAD6995877.1|CCAP	LOC6726965|XP_016033457.1|DSIM
OG0009309	CCAP1982_LOCUS4570|CAD6995869.1|CCAP	LOC6727815|XP_002103176.2|DSIM
OG0009310	CCAP1982_LOCUS5186|CAD6996518.1|CCAP	LOC6727627|XP_002103004.1|DSIM
OG0009312	CCAP1982_LOCUS4969|CAD6996285.1|CCAP	LOC6727833|XP_016034418.1|DSIM
OG0009313	CCAP1982_LOCUS901|CAD6992017.1|CCAP	LOC6727839|XP_016034425.1|DSIM
OG0009314	CCAP1982_LOCUS914|CAD6992032.1|CCAP	LOC6727881|XP_002103236.2|DSIM
OG0009315	CCAP1982_LOCUS949|CAD6992068.1|CCAP	LOC27208198|XP_039151287.1|DSIM
OG0009317	CCAP1982_LOCUS982|CAD6992099.1|CCAP	LOC6729852|XP_016036587.1|DSIM
OG0009318	CCAP1982_LOCUS506|CAD6991589.1|CCAP, CCAP1982_LOCUS507|CAD6991590.1|CCAP	LOC27206458|XP_016033735.2|DSIM
OG0009319	CCAP1982_LOCUS4819|CAD6996125.1|CCAP	LOC6727904|XP_002103259.1|DSIM
OG0009320	CCAP1982_LOCUS351|CAD6991424.1|CCAP	LOC6729704|XP_002105010.1|DSIM
OG0009321	CCAP1982_LOCUS336|CAD6991409.1|CCAP	LOC6729696|XP_002105002.1|DSIM
OG0009322	CCAP1982_LOCUS329|CAD6991402.1|CCAP	LOC6728037|XP_016034654.1|DSIM
OG0009323	CCAP1982_LOCUS5158|CAD6996489.1|CCAP	LOC6726972|XP_016033471.1|DSIM
OG0009324	CCAP1982_LOCUS4331|CAD6995625.1|CCAP	LOC6727151|XP_016033633.2|DSIM
OG0009325	CCAP1982_LOCUS4216|CAD6995503.1|CCAP	LOC6727762|XP_016034338.1|DSIM
OG0009326	CCAP1982_LOCUS2052|CAD6993235.1|CCAP	LOC6739724|XP_016034707.1|DSIM
OG0009327	CCAP1982_LOCUS2030|CAD6993211.1|CCAP	LOC6730155|XP_002105446.1|DSIM
OG0009328	CCAP1982_LOCUS2139|CAD6993323.1|CCAP	LOC6730138|XP_016036903.1|DSIM
OG0009329	CCAP1982_LOCUS1322|CAD6992466.1|CCAP	LOC6729291|XP_016035934.2|DSIM
OG0009330	CCAP1982_LOCUS1297|CAD6992435.1|CCAP	LOC6728186|XP_002103535.1|DSIM
OG0009331	CCAP1982_LOCUS1226|CAD6992362.1|CCAP	LOC6727519|XP_002102899.2|DSIM
OG0009332	CCAP1982_LOCUS3991|CAD6995270.1|CCAP	LOC6728279|XP_002103628.1|DSIM
OG0009333	CCAP1982_LOCUS3902|CAD6995181.1|CCAP, CCAP1982_LOCUS3901|CAD6995180.1|CCAP	LOC6728995|XP_002104316.1|DSIM
OG0009334	CCAP1982_LOCUS1756|CAD6992923.1|CCAP	LOC6730275|XP_016037041.1|DSIM
OG0009335	CCAP1982_LOCUS1657|CAD6992818.1|CCAP	LOC6728943|XP_002104271.1|DSIM
OG0009336	CCAP1982_LOCUS2237|CAD6993422.1|CCAP	LOC6730339|XP_002105621.1|DSIM
OG0009337	CCAP1982_LOCUS1592|CAD6992749.1|CCAP	LOC6725764|XP_039152673.1|DSIM
OG0009338	CCAP1982_LOCUS2306|CAD6993493.1|CCAP	LOC6726660|XP_002102071.1|DSIM
OG0009339	CCAP1982_LOCUS2314|CAD6993501.1|CCAP	LOC6726654|XP_002102065.2|DSIM
OG0009340	CCAP1982_LOCUS2341|CAD6993529.1|CCAP	LOC6728218|XP_002103567.2|DSIM
OG0009341	CCAP1982_LOCUS2936|CAD6994171.1|CCAP	LOC6727354|XP_002102739.1|DSIM
OG0009342	CCAP1982_LOCUS2923|CAD6994158.1|CCAP	LOC6728326|XP_002103675.1|DSIM
OG0009343	CCAP1982_LOCUS2921|CAD6994155.1|CCAP	LOC6728325|XP_002103674.1|DSIM
OG0009344	CCAP1982_LOCUS2915|CAD6994149.1|CCAP	LOC6729007|XP_002104328.1|DSIM
OG0009345	CCAP1982_LOCUS2715|CAD6993927.1|CCAP	LOC6729861|XP_002105164.1|DSIM
OG0009346	CCAP1982_LOCUS2656|CAD6993860.1|CCAP	LOC6729842|XP_002105145.1|DSIM
OG0009347	CCAP1982_LOCUS3633|CAD6994898.1|CCAP	LOC6729761|XP_002105067.1|DSIM
OG0009348	CCAP1982_LOCUS3702|CAD6994971.1|CCAP	LOC6729077|XP_016035726.2|DSIM
OG0009350	CCAP1982_LOCUS1843|CAD6993008.1|CCAP	LOC6730262|XP_002105545.2|DSIM
OG0009351	CCAP1982_LOCUS1870|CAD6993035.1|CCAP	LOC6730257|XP_016037028.1|DSIM
OG0009352	CCAP1982_LOCUS3356|CAD6994621.1|CCAP	LOC6726925|XP_016033423.1|DSIM
OG0009353	CCAP1982_LOCUS3247|CAD6994502.1|CCAP	LOC6729089|XP_016035739.1|DSIM
OG0009354	CCAP1982_LOCUS7070|CAD6998475.1|CCAP	LOC6731842|XP_002078977.1|DSIM
OG0009355	CCAP1982_LOCUS6961|CAD6998360.1|CCAP, CCAP1982_LOCUS6959|CAD6998358.1|CCAP	LOC6732114|XP_002079246.1|DSIM
OG0009356	CCAP1982_LOCUS6933|CAD6998328.1|CCAP	LOC6730847|XP_016023266.1|DSIM
OG0009357	CCAP1982_LOCUS6810|CAD6998194.1|CCAP	LOC6732032|XP_002079164.1|DSIM
OG0009358	CCAP1982_LOCUS8767|CAD7000277.1|CCAP	LOC6730893|XP_002078057.1|DSIM
OG0009359	CCAP1982_LOCUS8771|CAD7000281.1|CCAP	LOC6730892|XP_002078056.1|DSIM
OG0009360	CCAP1982_LOCUS8814|CAD7000331.1|CCAP	LOC6731485|XP_002078634.1|DSIM
OG0009361	CCAP1982_LOCUS8815|CAD7000332.1|CCAP	LOC6731484|XP_016024164.1|DSIM
OG0009362	CCAP1982_LOCUS8816|CAD7000333.1|CCAP	LOC6731483|XP_016024163.1|DSIM
OG0009363	CCAP1982_LOCUS8840|CAD7000358.1|CCAP	LOC27208244|XP_016023513.1|DSIM
OG0009364	CCAP1982_LOCUS8933|CAD7000456.1|CCAP	LOC6730707|XP_002077877.1|DSIM
OG0009365	CCAP1982_LOCUS8208|CAD6999678.1|CCAP	LOC6731010|XP_039149932.1|DSIM
OG0009367	CCAP1982_LOCUS7305|CAD6998751.1|CCAP	LOC6732073|XP_002079205.1|DSIM
OG0009368	CCAP1982_LOCUS22845|CAD7014881.1|CCAP, CCAP1982_LOCUS7386|CAD6998838.1|CCAP	LOC27208012|XP_016022912.1|DSIM
OG0009369	CCAP1982_LOCUS7440|CAD6998893.1|CCAP	LOC6730430|XP_002077611.2|DSIM
OG0009370	CCAP1982_LOCUS7991|CAD6999467.1|CCAP, CCAP1982_LOCUS7994|CAD6999470.1|CCAP	LOC6733016|XP_039154510.1|DSIM
OG0009371	CCAP1982_LOCUS7992|CAD6999468.1|CCAP	LOC6733015|XP_016025693.1|DSIM
OG0009372	CCAP1982_LOCUS8021|CAD6999497.1|CCAP	LOC6730435|XP_002077616.1|DSIM
OG0009373	CCAP1982_LOCUS7616|CAD6999070.1|CCAP	LOC6732647|XP_002079764.1|DSIM
OG0009374	CCAP1982_LOCUS7600|CAD6999053.1|CCAP	LOC6732574|XP_002079693.2|DSIM
OG0009376	CCAP1982_LOCUS13674|CAD7005313.1|CCAP	LOC6730812|XP_002077980.2|DSIM
OG0009377	CCAP1982_LOCUS5333|CAD6996649.1|CCAP	LOC6732490|XP_002079610.2|DSIM
OG0009378	CCAP1982_LOCUS7913|CAD6999387.1|CCAP	LOC6731649|XP_016024332.1|DSIM
OG0009379	CCAP1982_LOCUS7754|CAD6999220.1|CCAP	LOC27206543|XP_016023653.1|DSIM
OG0009381	CCAP1982_LOCUS5412|CAD6996732.1|CCAP	LOC6731118|XP_002078275.1|DSIM
OG0009383	CCAP1982_LOCUS6128|CAD6997486.1|CCAP	LOC6731205|XP_002078364.1|DSIM
OG0009384	CCAP1982_LOCUS6071|CAD6997425.1|CCAP	LOC6732304|XP_002079432.1|DSIM
OG0009385	CCAP1982_LOCUS6048|CAD6997407.1|CCAP	LOC6732297|XP_002079425.1|DSIM
OG0009386	CCAP1982_LOCUS6018|CAD6997379.1|CCAP	LOC6732268|XP_002079397.1|DSIM
OG0009388	CCAP1982_LOCUS21934|CAD7013921.1|CCAP	LOC6735193|XP_002082167.2|DSIM
OG0009389	CCAP1982_LOCUS22023|CAD7014017.1|CCAP	LOC6735873|XP_002082783.1|DSIM
OG0009390	CCAP1982_LOCUS22080|CAD7014073.1|CCAP	LOC6735443|XP_016028749.1|DSIM
OG0009392	CCAP1982_LOCUS23374|CAD7015432.1|CCAP	LOC6733311|XP_016026235.1|DSIM
OG0009393	CCAP1982_LOCUS23005|CAD7015048.1|CCAP	LOC6739694|XP_002076588.2|DSIM
OG0009394	CCAP1982_LOCUS22806|CAD7014839.1|CCAP	LOC6734544|XP_002081553.1|DSIM
OG0009395	CCAP1982_LOCUS22790|CAD7014823.1|CCAP	LOC6735752|XP_002082665.1|DSIM
OG0009396	CCAP1982_LOCUS22785|CAD7014818.1|CCAP	LOC6733978|XP_002081022.2|DSIM
OG0009397	CCAP1982_LOCUS22162|CAD7014156.1|CCAP	LOC6735522|XP_002082458.1|DSIM
OG0009398	CCAP1982_LOCUS22233|CAD7014230.1|CCAP	LOC6735857|XP_002082767.1|DSIM
OG0009399	CCAP1982_LOCUS22729|CAD7014752.1|CCAP	LOC6733934|XP_016026986.1|DSIM
OG0009400	CCAP1982_LOCUS22557|CAD7014558.1|CCAP	LOC6733637|XP_002080691.1|DSIM
OG0009401	CCAP1982_LOCUS22478|CAD7014477.1|CCAP	LOC6731948|XP_002079083.2|DSIM
OG0009403	CCAP1982_LOCUS22937|CAD7014977.1|CCAP	LOC6734747|XP_002081750.1|DSIM
OG0009404	CCAP1982_LOCUS22288|CAD7014286.1|CCAP	LOC6733300|XP_016026223.1|DSIM
OG0009405	CCAP1982_LOCUS7219|CAD6998651.1|CCAP	LOC6733640|XP_002080694.1|DSIM
OG0009406	CCAP1982_LOCUS7195|CAD6998622.1|CCAP, CCAP1982_LOCUS7194|CAD6998621.1|CCAP	LOC6733712|XP_002080759.1|DSIM
OG0009407	CCAP1982_LOCUS7193|CAD6998619.1|CCAP	LOC6733711|XP_002080758.1|DSIM
OG0009408	CCAP1982_LOCUS22926|CAD7014966.1|CCAP	LOC6736158|XP_016029563.1|DSIM
OG0009409	CCAP1982_LOCUS21265|CAD7013194.1|CCAP	LOC6734143|XP_002081172.1|DSIM
OG0009410	CCAP1982_LOCUS21291|CAD7013220.1|CCAP	LOC27208566|XP_016026997.2|DSIM
OG0009411	CCAP1982_LOCUS21231|CAD7013160.1|CCAP	LOC6734231|XP_016027272.1|DSIM
OG0009412	CCAP1982_LOCUS21238|CAD7013167.1|CCAP	LOC6734634|XP_016027792.1|DSIM
OG0009413	CCAP1982_LOCUS21465|CAD7013401.1|CCAP	LOC27208675|XP_016026240.1|DSIM
OG0009414	CCAP1982_LOCUS21470|CAD7013406.1|CCAP	LOC6733323|XP_002080382.1|DSIM
OG0009415	CCAP1982_LOCUS21524|CAD7013459.1|CCAP	LOC6739281|XP_002076189.2|DSIM
OG0009416	CCAP1982_LOCUS21546|CAD7013484.1|CCAP	LOC6735731|XP_002082644.1|DSIM
OG0009417	CCAP1982_LOCUS21545|CAD7013483.1|CCAP	LOC27207154|XP_016029101.1|DSIM
OG0009418	CCAP1982_LOCUS21543|CAD7013481.1|CCAP	LOC6735732|XP_016029103.1|DSIM
OG0009419	CCAP1982_LOCUS21542|CAD7013480.1|CCAP	LOC6735735|XP_002082648.3|DSIM
OG0009420	CCAP1982_LOCUS21541|CAD7013479.1|CCAP	LOC6735736|XP_016029107.1|DSIM
OG0009421	CCAP1982_LOCUS20118|CAD7012007.1|CCAP, CCAP1982_LOCUS20117|CAD7012006.1|CCAP	LOC6734868|XP_002081869.2|DSIM
OG0009422	CCAP1982_LOCUS20132|CAD7012026.1|CCAP	LOC6734388|XP_016027510.1|DSIM
OG0009423	CCAP1982_LOCUS20232|CAD7012134.1|CCAP	LOC27207357|XP_016028092.1|DSIM
OG0009424	CCAP1982_LOCUS20233|CAD7012135.1|CCAP	LOC6735597|XP_002082517.1|DSIM
OG0009425	CCAP1982_LOCUS19788|CAD7011705.1|CCAP	LOC6733217|XP_002080280.1|DSIM
OG0009426	CCAP1982_LOCUS19780|CAD7011696.1|CCAP	LOC6734362|XP_002081383.1|DSIM
OG0009427	CCAP1982_LOCUS19727|CAD7011638.1|CCAP	LOC6735166|XP_016028451.1|DSIM
OG0009428	CCAP1982_LOCUS20023|CAD7011912.1|CCAP	LOC6735277|XP_002082246.2|DSIM
OG0009429	CCAP1982_LOCUS20083|CAD7011972.1|CCAP	LOC6735378|XP_002082325.1|DSIM
OG0009430	CCAP1982_LOCUS20546|CAD7012466.1|CCAP	LOC6734856|XP_016028118.1|DSIM
OG0009431	CCAP1982_LOCUS20524|CAD7012443.1|CCAP	LOC6739501|XP_016029301.1|DSIM
OG0009432	CCAP1982_LOCUS20475|CAD7012383.1|CCAP	LOC6736047|XP_002082948.2|DSIM
OG0009433	CCAP1982_LOCUS20466|CAD7012372.1|CCAP	LOC6735696|XP_002082612.1|DSIM
OG0009434	CCAP1982_LOCUS20416|CAD7012322.1|CCAP	LOC6735701|XP_002082617.1|DSIM
OG0009435	CCAP1982_LOCUS20415|CAD7012321.1|CCAP	LOC6735700|XP_002082616.1|DSIM
OG0009436	CCAP1982_LOCUS20562|CAD7012485.1|CCAP, CCAP1982_LOCUS20566|CAD7012489.1|CCAP	LOC27206167|XP_016027411.1|DSIM
OG0009437	CCAP1982_LOCUS20696|CAD7012612.1|CCAP	LOC6733741|XP_016026705.1|DSIM
OG0009438	CCAP1982_LOCUS21003|CAD7012904.1|CCAP	LOC6733524|XP_016026484.1|DSIM
OG0009439	CCAP1982_LOCUS21008|CAD7012909.1|CCAP	LOC6739331|XP_002076237.2|DSIM
OG0009440	CCAP1982_LOCUS21129|CAD7013047.1|CCAP	LOC6735964|XP_016029313.1|DSIM
OG0009459	CCAP1982_LOCUS12584|CAD7004164.1|CCAP, CCAP1982_LOCUS12582|CAD7004162.1|CCAP	LOC6736289|XP_016029769.1|DSIM
OG0009460	CCAP1982_LOCUS12507|CAD7004084.1|CCAP	LOC6736614|XP_016030203.1|DSIM
OG0009461	CCAP1982_LOCUS12501|CAD7004076.1|CCAP	LOC6736618|XP_002083474.1|DSIM
OG0009462	CCAP1982_LOCUS12210|CAD7003774.1|CCAP	LOC6736343|XP_016029813.1|DSIM
OG0009463	CCAP1982_LOCUS11997|CAD7003548.1|CCAP	LOC6738367|XP_002085176.1|DSIM
OG0009464	CCAP1982_LOCUS12008|CAD7003559.1|CCAP	LOC27206217|XP_016032278.1|DSIM
OG0009465	CCAP1982_LOCUS12023|CAD7003574.1|CCAP, CCAP1982_LOCUS12025|CAD7003577.1|CCAP	LOC6738451|XP_039149314.1|DSIM
OG0009466	CCAP1982_LOCUS12073|CAD7003634.1|CCAP	LOC6737167|XP_002084013.1|DSIM
OG0009467	CCAP1982_LOCUS13315|CAD7004932.1|CCAP	LOC6736775|XP_016030407.1|DSIM
OG0009468	CCAP1982_LOCUS13297|CAD7004914.1|CCAP	LOC6736514|XP_016030094.1|DSIM
OG0009469	CCAP1982_LOCUS12638|CAD7004219.1|CCAP	LOC6736959|XP_002083806.1|DSIM
OG0009470	CCAP1982_LOCUS12648|CAD7004229.1|CCAP	LOC6737009|XP_016030634.1|DSIM
OG0009471	CCAP1982_LOCUS11519|CAD7003056.1|CCAP	LOC6731798|XP_002078933.1|DSIM
OG0009472	CCAP1982_LOCUS13108|CAD7004715.1|CCAP	LOC6736497|XP_016030047.1|DSIM
OG0009473	CCAP1982_LOCUS13016|CAD7004621.1|CCAP	LOC6738992|XP_002085787.1|DSIM
OG0009474	CCAP1982_LOCUS11126|CAD7002643.1|CCAP	LOC6736300|XP_002083184.1|DSIM
OG0009475	CCAP1982_LOCUS11081|CAD7002595.1|CCAP	LOC27208888|XP_016031070.1|DSIM
OG0009476	CCAP1982_LOCUS11932|CAD7003481.1|CCAP	LOC6739657|XP_002076551.3|DSIM
OG0009477	CCAP1982_LOCUS14845|CAD7006531.1|CCAP, CCAP1982_LOCUS14842|CAD7006528.1|CCAP	LOC6738298|XP_002085109.1|DSIM
OG0009478	CCAP1982_LOCUS14880|CAD7006566.1|CCAP	LOC6738270|XP_002085081.1|DSIM
OG0009479	CCAP1982_LOCUS14918|CAD7006609.1|CCAP	LOC6731992|XP_016024661.1|DSIM
OG0009480	CCAP1982_LOCUS10851|CAD7002357.1|CCAP	LOC6737198|XP_016030902.1|DSIM
OG0009481	CCAP1982_LOCUS11801|CAD7003342.1|CCAP	LOC6736821|XP_002083677.1|DSIM
OG0009482	CCAP1982_LOCUS14560|CAD7006234.1|CCAP	LOC6738636|XP_016032473.1|DSIM
OG0009483	CCAP1982_LOCUS14561|CAD7006235.1|CCAP	LOC6738633|XP_002085435.2|DSIM
OG0009484	CCAP1982_LOCUS14455|CAD7006123.1|CCAP	LOC6727819|XP_002103180.1|DSIM
OG0009485	CCAP1982_LOCUS14396|CAD7006061.1|CCAP	LOC6736323|XP_002083207.1|DSIM
OG0009486	CCAP1982_LOCUS14395|CAD7006060.1|CCAP	LOC6736322|XP_002083206.1|DSIM
OG0009487	CCAP1982_LOCUS14050|CAD7005698.1|CCAP	LOC6738790|XP_002085590.1|DSIM
OG0009488	CCAP1982_LOCUS14083|CAD7005732.1|CCAP	LOC27206297|XP_016031905.1|DSIM
OG0009489	CCAP1982_LOCUS14180|CAD7005836.1|CCAP	LOC6738512|XP_016032356.1|DSIM
OG0009490	CCAP1982_LOCUS13373|CAD7004997.1|CCAP	LOC6734360|XP_002081381.1|DSIM
OG0009491	CCAP1982_LOCUS13875|CAD7005515.1|CCAP	LOC6739018|XP_002085813.1|DSIM
OG0009492	CCAP1982_LOCUS13749|CAD7005389.1|CCAP	LOC6739131|XP_002085924.1|DSIM
OG0009493	CCAP1982_LOCUS13726|CAD7005366.1|CCAP, CCAP1982_LOCUS13717|CAD7005357.1|CCAP	LOC6739115|XP_016032959.1|DSIM
OG0009494	CCAP1982_LOCUS13716|CAD7005356.1|CCAP	LOC6739114|XP_002085907.2|DSIM
OG0009495	CCAP1982_LOCUS13685|CAD7005325.1|CCAP	LOC6738869|XP_039149422.1|DSIM
OG0009496	CCAP1982_LOCUS13551|CAD7005191.1|CCAP	LOC6739041|XP_002085836.1|DSIM
OG0009497	CCAP1982_LOCUS13524|CAD7005163.1|CCAP	LOC6728121|XP_002103472.1|DSIM
OG0009498	CCAP1982_LOCUS14275|CAD7005937.1|CCAP	LOC27206304|XP_016032719.1|DSIM
OG0009499	CCAP1982_LOCUS14268|CAD7005930.1|CCAP	LOC6738884|XP_016032710.1|DSIM
OG0009500	CCAP1982_LOCUS14263|CAD7005925.1|CCAP	LOC6738908|XP_002085703.2|DSIM
OG0009501	CCAP1982_LOCUS13407|CAD7005035.1|CCAP	LOC6738143|XP_002084956.1|DSIM
OG0009502	CCAP1982_LOCUS5510|CAD6996837.1|CCAP	LOC6727990|XP_002103342.1|DSIM
OG0009503	CCAP1982_LOCUS5607|CAD6996937.1|CCAP	LOC6731139|XP_016023689.1|DSIM
OG0009504	CCAP1982_LOCUS3460|CAD6994727.1|CCAP	LOC6728742|XP_002104077.2|DSIM
OG0009505	CCAP1982_LOCUS8847|CAD7000367.1|CCAP	LOC6731357|XP_002078511.1|DSIM
OG0009506	CCAP1982_LOCUS11082|CAD7002596.1|CCAP, CCAP1982_LOCUS11083|CAD7002597.1|CCAP	LOC6737341|XP_016031069.1|DSIM
OG0009507	CCAP1982_LOCUS14752|CAD7006433.1|CCAP	LOC6736234|XP_002083128.1|DSIM
OG0009508	CCAP1982_LOCUS21479|CAD7013415.1|CCAP	LOC6730773|XP_002077941.1|DSIM
OG0009509	CCAP1982_LOCUS22435|CAD7014439.1|CCAP	LOC6734783|XP_016027981.1|DSIM
OG0009556	CCAP1982_LOCUS4559|CAD6995858.1|CCAP	LOC27208815|XP_016022737.1|DSIM
