Orthogroup	CCAP.longest_only	DSUB.longest_only
OG0006026	CCAP1982_LOCUS2931|CAD6994166.1|CCAP	LOC117899263|XP_034665049.1|DSUB
OG0006027	CCAP1982_LOCUS19726|CAD7011637.1|CCAP	LOC117892707|XP_034655012.1|DSUB
OG0006028	CCAP1982_LOCUS21984|CAD7013975.1|CCAP	LOC117891568|XP_034652982.1|DSUB
OG0006029	CCAP1982_LOCUS19764|CAD7011679.1|CCAP	LOC117892294|XP_034654327.1|DSUB
OG0006030	CCAP1982_LOCUS3261|CAD6994517.1|CCAP	LOC117897798|XP_034662739.1|DSUB
OG0006033	CCAP1982_LOCUS20061|CAD7011950.1|CCAP	LOC117892511|XP_034654684.1|DSUB
OG0006034	CCAP1982_LOCUS2416|CAD6993606.1|CCAP	LOC117898707|XP_034664215.1|DSUB
OG0006035	CCAP1982_LOCUS4821|CAD6996127.1|CCAP	LOC117898976|XP_034664608.1|DSUB
OG0006036	CCAP1982_LOCUS14742|CAD7006422.1|CCAP	LOC117900449|XP_034666710.1|DSUB
OG0006037	CCAP1982_LOCUS5251|CAD6996582.1|CCAP	LOC117891909|XP_034653622.1|DSUB
OG0006038	CCAP1982_LOCUS769|CAD6991878.1|CCAP	LOC117897492|XP_034662274.1|DSUB
OG0006039	CCAP1982_LOCUS19794|CAD7011709.1|CCAP	LOC117891453|XP_034652825.1|DSUB
OG0006040	CCAP1982_LOCUS19613|CAD7011524.1|CCAP	LOC117891150|XP_034652294.1|DSUB
OG0006042	CCAP1982_LOCUS19622|CAD7011534.1|CCAP	LOC117891751|XP_034653249.1|DSUB
OG0006043	CCAP1982_LOCUS14172|CAD7005828.1|CCAP	LOC117892929|XP_034655136.1|DSUB
OG0006044	CCAP1982_LOCUS4457|CAD6995753.1|CCAP	LOC117903349|XP_034671190.1|DSUB
OG0006045	CCAP1982_LOCUS21048|CAD7012955.1|CCAP	LOC117891013|XP_034652062.1|DSUB
OG0006046	CCAP1982_LOCUS19757|CAD7011671.1|CCAP	LOC117892115|XP_034654023.1|DSUB
OG0006047	CCAP1982_LOCUS12275|CAD7003842.1|CCAP	LOC117893022|XP_034655270.1|DSUB
OG0006048	CCAP1982_LOCUS13440|CAD7005076.1|CCAP	LOC117893234|XP_034655682.1|DSUB
OG0006049	CCAP1982_LOCUS3285|CAD6994544.1|CCAP	LOC117891059|XP_034652162.1|DSUB
OG0006050	CCAP1982_LOCUS2247|CAD6993434.1|CCAP	LOC117898384|XP_034663630.1|DSUB
OG0006051	CCAP1982_LOCUS488|CAD6991570.1|CCAP	LOC117894130|XP_034656915.1|DSUB
OG0006052	CCAP1982_LOCUS20598|CAD7012514.1|CCAP	LOC117892648|XP_034654894.1|DSUB
OG0006054	CCAP1982_LOCUS9455|CAD7000982.1|CCAP	LOC117902997|XP_034670609.1|DSUB
OG0006056	CCAP1982_LOCUS19620|CAD7011531.1|CCAP	LOC117891753|XP_034653256.1|DSUB
OG0006057	CCAP1982_LOCUS14393|CAD7006058.1|CCAP	LOC117895133|XP_034658441.1|DSUB
OG0006058	CCAP1982_LOCUS1227|CAD6992363.1|CCAP	LOC117899744|XP_034665879.1|DSUB
OG0006059	CCAP1982_LOCUS13429|CAD7005062.1|CCAP	LOC117895308|XP_034658759.1|DSUB
OG0006060	CCAP1982_LOCUS13428|CAD7005061.1|CCAP	LOC117895310|XP_034658761.1|DSUB
OG0006061	CCAP1982_LOCUS19603|CAD7011509.1|CCAP, CCAP1982_LOCUS19602|CAD7011508.1|CCAP	LOC117895280|XP_034658750.1|DSUB
OG0006062	CCAP1982_LOCUS126|CAD6991188.1|CCAP	LOC117897618|XP_034662475.1|DSUB
OG0006063	CCAP1982_LOCUS6286|CAD6997656.1|CCAP	LOC117901997|XP_034668902.1|DSUB
OG0006064	CCAP1982_LOCUS7137|CAD6998552.1|CCAP	LOC117890701|XP_034651602.1|DSUB
OG0006065	CCAP1982_LOCUS13131|CAD7004738.1|CCAP	LOC117895588|XP_034659228.1|DSUB
OG0006066	CCAP1982_LOCUS20293|CAD7012191.1|CCAP	LOC117890641|XP_034651484.1|DSUB
OG0006067	CCAP1982_LOCUS19601|CAD7011507.1|CCAP	LOC117891723|XP_034653206.1|DSUB
OG0006069	CCAP1982_LOCUS14187|CAD7005843.1|CCAP, CCAP1982_LOCUS14190|CAD7005847.1|CCAP	LOC117894877|XP_034658035.1|DSUB
OG0006070	CCAP1982_LOCUS11796|CAD7003336.1|CCAP	LOC117895689|XP_034659413.1|DSUB
OG0006071	CCAP1982_LOCUS2725|CAD6993939.1|CCAP	LOC117897650|XP_034662516.1|DSUB
OG0006072	CCAP1982_LOCUS13132|CAD7004739.1|CCAP	LOC117895595|XP_034659236.1|DSUB
OG0006076	CCAP1982_LOCUS20441|CAD7012347.1|CCAP	LOC117889721|XP_034650032.1|DSUB
OG0006077	CCAP1982_LOCUS14612|CAD7006289.1|CCAP	LOC117894043|XP_034656783.1|DSUB
OG0006078	CCAP1982_LOCUS14611|CAD7006288.1|CCAP	LOC117895719|XP_034659468.1|DSUB
OG0006079	CCAP1982_LOCUS14257|CAD7005919.1|CCAP	LOC117893105|XP_034655429.1|DSUB
OG0006080	CCAP1982_LOCUS14255|CAD7005917.1|CCAP	LOC117893360|XP_034655842.1|DSUB
OG0006081	CCAP1982_LOCUS20686|CAD7012600.1|CCAP	LOC117891383|XP_034652713.1|DSUB
OG0006082	CCAP1982_LOCUS20688|CAD7012604.1|CCAP	LOC117891394|XP_034652727.1|DSUB
OG0006083	CCAP1982_LOCUS13496|CAD7005134.1|CCAP	LOC117894665|XP_034657732.1|DSUB
OG0006084	CCAP1982_LOCUS14288|CAD7005950.1|CCAP	LOC117895655|XP_034659359.1|DSUB
OG0006085	CCAP1982_LOCUS23|CAD6991075.1|CCAP	LOC117895681|XP_034659399.1|DSUB
OG0006086	CCAP1982_LOCUS11786|CAD7003325.1|CCAP	LOC117895687|XP_034659405.1|DSUB
OG0006087	CCAP1982_LOCUS19459|CAD7011356.1|CCAP	LOC117892119|XP_034654039.1|DSUB
OG0006088	CCAP1982_LOCUS14194|CAD7005851.1|CCAP	LOC117893596|XP_034656161.1|DSUB
OG0006090	CCAP1982_LOCUS14424|CAD7006092.1|CCAP	LOC117894799|XP_034657920.1|DSUB
OG0006091	CCAP1982_LOCUS14419|CAD7006087.1|CCAP	LOC117894102|XP_034656868.1|DSUB
OG0006093	CCAP1982_LOCUS20395|CAD7012299.1|CCAP	LOC117891450|XP_034652821.1|DSUB
OG0006094	CCAP1982_LOCUS6871|CAD6998262.1|CCAP	LOC117895036|XP_034658301.1|DSUB
OG0006095	CCAP1982_LOCUS21380|CAD7013310.1|CCAP	LOC117891774|XP_034653328.1|DSUB
OG0006096	CCAP1982_LOCUS684|CAD6991779.1|CCAP	LOC117892225|XP_034654219.1|DSUB
OG0006097	CCAP1982_LOCUS14130|CAD7005781.1|CCAP	LOC117895875|XP_034659761.1|DSUB
OG0006098	CCAP1982_LOCUS7004|CAD6998404.1|CCAP	LOC117901704|XP_034668464.1|DSUB
OG0006099	CCAP1982_LOCUS20595|CAD7012511.1|CCAP	LOC117890499|XP_034651282.1|DSUB
OG0006102	CCAP1982_LOCUS20537|CAD7012457.1|CCAP	LOC117890912|XP_034651918.1|DSUB
OG0006106	CCAP1982_LOCUS13507|CAD7005146.1|CCAP	LOC117894300|XP_034657156.1|DSUB
OG0006107	CCAP1982_LOCUS20372|CAD7012276.1|CCAP	LOC117891694|XP_034653174.1|DSUB
OG0006109	CCAP1982_LOCUS13437|CAD7005073.1|CCAP	LOC117894312|XP_034657169.1|DSUB
OG0006110	CCAP1982_LOCUS14286|CAD7005948.1|CCAP, CCAP1982_LOCUS14287|CAD7005949.1|CCAP	LOC117895009|XP_034658250.1|DSUB
OG0006113	CCAP1982_LOCUS13291|CAD7004907.1|CCAP	LOC117894473|XP_034657464.1|DSUB
OG0006114	CCAP1982_LOCUS2389|CAD6993577.1|CCAP	LOC117896290|XP_034660399.1|DSUB
OG0006115	CCAP1982_LOCUS20035|CAD7011924.1|CCAP	LOC117890857|XP_034651834.1|DSUB
OG0006116	CCAP1982_LOCUS21026|CAD7012929.1|CCAP	LOC117890504|XP_034651290.1|DSUB
OG0006117	CCAP1982_LOCUS19599|CAD7011503.1|CCAP	LOC117891577|XP_034652992.1|DSUB
OG0006118	CCAP1982_LOCUS19892|CAD7011781.1|CCAP	LOC117892130|XP_034654056.1|DSUB
OG0006119	CCAP1982_LOCUS19777|CAD7011693.1|CCAP	LOC117891517|XP_034652904.1|DSUB
OG0006121	CCAP1982_LOCUS11789|CAD7003328.1|CCAP	LOC117894974|XP_034658203.1|DSUB
OG0006122	CCAP1982_LOCUS10310|CAD7001819.1|CCAP	LOC117902915|XP_034670380.1|DSUB
OG0006123	CCAP1982_LOCUS19747|CAD7011661.1|CCAP	LOC117891224|XP_034652461.1|DSUB
OG0006124	CCAP1982_LOCUS1163|CAD6992295.1|CCAP	LOC117898946|XP_034664559.1|DSUB
OG0006125	CCAP1982_LOCUS13688|CAD7005328.1|CCAP	LOC117895841|XP_034659684.1|DSUB
OG0006126	CCAP1982_LOCUS14283|CAD7005945.1|CCAP	LOC117893296|XP_034655760.1|DSUB
OG0006127	CCAP1982_LOCUS13926|CAD7005566.1|CCAP	LOC117893818|XP_034656461.1|DSUB
OG0006128	CCAP1982_LOCUS13405|CAD7005033.1|CCAP	LOC117895554|XP_034659151.1|DSUB
OG0006129	CCAP1982_LOCUS13880|CAD7005520.1|CCAP	LOC117893696|XP_034656276.1|DSUB
OG0006130	CCAP1982_LOCUS13977|CAD7005619.1|CCAP	LOC117893146|XP_034655498.1|DSUB
OG0006131	CCAP1982_LOCUS13978|CAD7005620.1|CCAP	LOC117895120|XP_034658419.1|DSUB
OG0006132	CCAP1982_LOCUS13399|CAD7005027.1|CCAP	LOC117895122|XP_034658422.1|DSUB
OG0006133	CCAP1982_LOCUS13976|CAD7005618.1|CCAP	LOC117893147|XP_034655499.1|DSUB
OG0006134	CCAP1982_LOCUS13975|CAD7005617.1|CCAP	LOC117893205|XP_034655620.1|DSUB
OG0006135	CCAP1982_LOCUS13969|CAD7005610.1|CCAP	LOC117895835|XP_034659666.1|DSUB
OG0006136	CCAP1982_LOCUS13689|CAD7005329.1|CCAP	LOC117895843|XP_034659687.1|DSUB
OG0006137	CCAP1982_LOCUS14087|CAD7005736.1|CCAP	LOC117893788|XP_034656423.1|DSUB
OG0006138	CCAP1982_LOCUS21007|CAD7012908.1|CCAP	LOC117892072|XP_034653951.1|DSUB
OG0006139	CCAP1982_LOCUS19445|CAD7011340.1|CCAP	LOC117889928|XP_034650346.1|DSUB
OG0006140	CCAP1982_LOCUS19708|CAD7011620.1|CCAP	LOC117891746|XP_034653243.1|DSUB
OG0006142	CCAP1982_LOCUS14594|CAD7006271.1|CCAP	LOC117892933|XP_034655142.1|DSUB
OG0006143	CCAP1982_LOCUS14478|CAD7006150.1|CCAP, CCAP1982_LOCUS14482|CAD7006154.1|CCAP	LOC117895761|XP_034659524.1|DSUB
OG0006144	CCAP1982_LOCUS14156|CAD7005810.1|CCAP	LOC117895490|XP_034659077.1|DSUB
OG0006145	CCAP1982_LOCUS14463|CAD7006134.1|CCAP	LOC117894156|XP_034656944.1|DSUB
OG0006146	CCAP1982_LOCUS5525|CAD6996849.1|CCAP	LOC117902296|XP_034669467.1|DSUB
OG0006147	CCAP1982_LOCUS2592|CAD6993794.1|CCAP	LOC117896233|XP_034660269.1|DSUB
OG0006148	CCAP1982_LOCUS13497|CAD7005135.1|CCAP	LOC117893132|XP_034655473.1|DSUB
OG0006149	CCAP1982_LOCUS14466|CAD7006137.1|CCAP	LOC117895767|XP_034659532.1|DSUB
OG0006150	CCAP1982_LOCUS14465|CAD7006136.1|CCAP	LOC117895758|XP_034659522.1|DSUB
OG0006151	CCAP1982_LOCUS6282|CAD6997650.1|CCAP	LOC117901995|XP_034668900.1|DSUB
OG0006152	CCAP1982_LOCUS3484|CAD6994751.1|CCAP	LOC117898862|XP_034664431.1|DSUB
OG0006153	CCAP1982_LOCUS19784|CAD7011700.1|CCAP	LOC117890519|XP_034651315.1|DSUB
OG0006154	CCAP1982_LOCUS660|CAD6991749.1|CCAP	LOC117899592|XP_034665602.1|DSUB
OG0006155	CCAP1982_LOCUS2598|CAD6993802.1|CCAP	LOC117897639|XP_034662505.1|DSUB
OG0006156	CCAP1982_LOCUS4958|CAD6996275.1|CCAP	LOC117899495|XP_034665435.1|DSUB
OG0006157	CCAP1982_LOCUS7201|CAD6998629.1|CCAP	LOC117891030|XP_034652084.1|DSUB
OG0006158	CCAP1982_LOCUS10829|CAD7002343.1|CCAP	LOC117895637|XP_034659290.1|DSUB
OG0006159	CCAP1982_LOCUS19611|CAD7011522.1|CCAP	LOC117891571|XP_034652984.1|DSUB
OG0006160	CCAP1982_LOCUS7199|CAD6998627.1|CCAP	LOC117891027|XP_034652081.1|DSUB
OG0006161	CCAP1982_LOCUS22342|CAD7014345.1|CCAP	LOC117890654|XP_034651512.1|DSUB
OG0006162	CCAP1982_LOCUS10553|CAD7002065.1|CCAP	LOC117902967|XP_034670512.1|DSUB
OG0006163	CCAP1982_LOCUS21988|CAD7013979.1|CCAP	LOC117891601|XP_034653025.1|DSUB
OG0006165	CCAP1982_LOCUS13517|CAD7005156.1|CCAP	LOC117894859|XP_034658007.1|DSUB
OG0006166	CCAP1982_LOCUS5749|CAD6997097.1|CCAP	LOC117902622|XP_034670031.1|DSUB
OG0006167	CCAP1982_LOCUS22206|CAD7014202.1|CCAP	LOC117891888|XP_034653578.1|DSUB
OG0006171	CCAP1982_LOCUS14949|CAD7006644.1|CCAP	LOC117898835|XP_034664402.1|DSUB
OG0006172	CCAP1982_LOCUS22843|CAD7014879.1|CCAP	LOC117893448|XP_034655958.1|DSUB
OG0006181	CCAP1982_LOCUS1045|CAD6992170.1|CCAP	LOC117897245|XP_034661857.1|DSUB
OG0006182	CCAP1982_LOCUS3265|CAD6994521.1|CCAP	LOC117897848|XP_034662807.1|DSUB
OG0006183	CCAP1982_LOCUS2510|CAD6993704.1|CCAP	LOC117898679|XP_034664153.1|DSUB
OG0006184	CCAP1982_LOCUS1185|CAD6992317.1|CCAP	LOC117896986|XP_034661432.1|DSUB
OG0006185	CCAP1982_LOCUS1598|CAD6992756.1|CCAP	LOC117896920|XP_034661351.1|DSUB
OG0006186	CCAP1982_LOCUS3216|CAD6994471.1|CCAP	LOC117899705|XP_034665803.1|DSUB
OG0006187	CCAP1982_LOCUS1208|CAD6992344.1|CCAP	LOC117899111|XP_034664790.1|DSUB
OG0006191	CCAP1982_LOCUS2666|CAD6993872.1|CCAP	LOC117897252|XP_034661865.1|DSUB
OG0006196	CCAP1982_LOCUS9573|CAD7001101.1|CCAP, CCAP1982_LOCUS9572|CAD7001100.1|CCAP	LOC117899621|XP_034665662.1|DSUB
OG0006197	CCAP1982_LOCUS9414|CAD7000941.1|CCAP, CCAP1982_LOCUS9416|CAD7000943.1|CCAP	LOC117902989|XP_034670591.1|DSUB
OG0006199	CCAP1982_LOCUS2428|CAD6993618.1|CCAP	LOC117896278|XP_034660372.1|DSUB
OG0006200	CCAP1982_LOCUS3029|CAD6994268.1|CCAP	LOC117897729|XP_034662647.1|DSUB
OG0006207	CCAP1982_LOCUS8597|CAD7000099.1|CCAP	LOC117900104|XP_034666218.1|DSUB
OG0006208	CCAP1982_LOCUS12166|CAD7003729.1|CCAP	LOC117895105|XP_034658397.1|DSUB
OG0006213	CCAP1982_LOCUS3163|CAD6994411.1|CCAP	LOC117899460|XP_034665365.1|DSUB
OG0006216	CCAP1982_LOCUS1622|CAD6992782.1|CCAP	LOC117897548|XP_034662366.1|DSUB
OG0006218	CCAP1982_LOCUS5529|CAD6996853.1|CCAP	LOC117902454|XP_034669741.1|DSUB
OG0006221	CCAP1982_LOCUS1349|CAD6992498.1|CCAP	LOC117897600|XP_034662449.1|DSUB
OG0006222	CCAP1982_LOCUS1347|CAD6992495.1|CCAP	LOC117896814|XP_034661210.1|DSUB
OG0006228	CCAP1982_LOCUS20469|CAD7012375.1|CCAP	LOC117892665|XP_034654944.1|DSUB
OG0006229	CCAP1982_LOCUS10327|CAD7001837.1|CCAP	LOC117902927|XP_034670401.1|DSUB
OG0006240	CCAP1982_LOCUS3188|CAD6994437.1|CCAP	LOC117899142|XP_034664840.1|DSUB
OG0006243	CCAP1982_LOCUS1656|CAD6992817.1|CCAP	LOC117897595|XP_034662441.1|DSUB
OG0006244	CCAP1982_LOCUS1328|CAD6992475.1|CCAP	LOC117897655|XP_034662527.1|DSUB
OG0006247	CCAP1982_LOCUS22712|CAD7014734.1|CCAP	LOC117890055|XP_034650577.1|DSUB
OG0006251	CCAP1982_LOCUS2990|CAD6994228.1|CCAP	LOC117896125|XP_034660073.1|DSUB
OG0006252	CCAP1982_LOCUS2991|CAD6994229.1|CCAP	LOC117896124|XP_034660072.1|DSUB
OG0006255	CCAP1982_LOCUS3181|CAD6994430.1|CCAP	LOC117897525|XP_034662334.1|DSUB
OG0006259	CCAP1982_LOCUS42|CAD6991095.1|CCAP	LOC117898677|XP_034664150.1|DSUB
OG0006261	CCAP1982_LOCUS7796|CAD6999266.1|CCAP	LOC117902734|XP_034670200.1|DSUB
OG0006265	CCAP1982_LOCUS21034|CAD7012938.1|CCAP	LOC117890196|XP_034650792.1|DSUB
OG0006269	CCAP1982_LOCUS3348|CAD6994611.1|CCAP	LOC117898801|XP_034664335.1|DSUB
OG0006271	CCAP1982_LOCUS1670|CAD6992833.1|CCAP	LOC117896217|XP_034660242.1|DSUB
OG0006276	CCAP1982_LOCUS11529|CAD7003066.1|CCAP	LOC117893082|XP_034655394.1|DSUB
OG0006277	CCAP1982_LOCUS21154|CAD7013076.1|CCAP	LOC117897406|XP_034662120.1|DSUB
OG0006283	CCAP1982_LOCUS3868|CAD6995147.1|CCAP	LOC117898496|XP_034663829.1|DSUB
OG0006285	CCAP1982_LOCUS1160|CAD6992292.1|CCAP	LOC117897625|XP_034662484.1|DSUB
OG0006286	CCAP1982_LOCUS1875|CAD6993043.1|CCAP	LOC117896622|XP_034660951.1|DSUB
OG0006288	CCAP1982_LOCUS1758|CAD6992925.1|CCAP	LOC117897964|XP_034662963.1|DSUB
OG0006289	CCAP1982_LOCUS2125|CAD6993308.1|CCAP	LOC117897759|XP_034662695.1|DSUB
OG0006291	CCAP1982_LOCUS8793|CAD7000305.1|CCAP	LOC117900332|XP_034666561.1|DSUB
OG0006293	CCAP1982_LOCUS12770|CAD7004355.1|CCAP	LOC117892984|XP_034655227.1|DSUB
OG0006303	CCAP1982_LOCUS22354|CAD7014357.1|CCAP	LOC117890021|XP_034650525.1|DSUB
OG0006304	CCAP1982_LOCUS3461|CAD6994728.1|CCAP	LOC117899462|XP_034665367.1|DSUB
OG0006305	CCAP1982_LOCUS3463|CAD6994730.1|CCAP	LOC117896167|XP_034660136.1|DSUB
OG0006306	CCAP1982_LOCUS4112|CAD6995394.1|CCAP	LOC117899760|XP_034665904.1|DSUB
OG0006307	CCAP1982_LOCUS1169|CAD6992301.1|CCAP	LOC117897988|XP_034663004.1|DSUB
OG0006310	CCAP1982_LOCUS2850|CAD6994080.1|CCAP, CCAP1982_LOCUS2851|CAD6994081.1|CCAP	LOC117897166|XP_034661727.1|DSUB
OG0006315	CCAP1982_LOCUS3333|CAD6994594.1|CCAP	LOC117899615|XP_034665649.1|DSUB
OG0006322	CCAP1982_LOCUS3074|CAD6994317.1|CCAP	LOC117902874|XP_034670345.1|DSUB
OG0006325	CCAP1982_LOCUS2415|CAD6993604.1|CCAP	LOC117898693|XP_034664198.1|DSUB
OG0006327	CCAP1982_LOCUS3402|CAD6994668.1|CCAP	LOC117896485|XP_034660715.1|DSUB
OG0006328	CCAP1982_LOCUS3175|CAD6994424.1|CCAP	LOC117897511|XP_034662301.1|DSUB
OG0006330	CCAP1982_LOCUS2430|CAD6993620.1|CCAP	LOC117896012|XP_034659901.1|DSUB
OG0006335	CCAP1982_LOCUS2233|CAD6993418.1|CCAP	LOC117899712|XP_034665818.1|DSUB
OG0006345	CCAP1982_LOCUS34|CAD6991086.1|CCAP	LOC117898814|XP_034664358.1|DSUB
OG0006346	CCAP1982_LOCUS35|CAD6991087.1|CCAP	LOC117896850|XP_034661265.1|DSUB
OG0006347	CCAP1982_LOCUS1828|CAD6992995.1|CCAP	LOC117898935|XP_034664539.1|DSUB
OG0006354	CCAP1982_LOCUS1026|CAD6992148.1|CCAP	LOC117897528|XP_034662337.1|DSUB
OG0006358	CCAP1982_LOCUS14731|CAD7006411.1|CCAP	LOC117895577|XP_034659189.1|DSUB
OG0006368	CCAP1982_LOCUS1868|CAD6993033.1|CCAP	LOC117896431|XP_034660646.1|DSUB
OG0006369	CCAP1982_LOCUS1864|CAD6993029.1|CCAP	LOC117899641|XP_034665709.1|DSUB
OG0006371	CCAP1982_LOCUS1755|CAD6992922.1|CCAP	LOC117897950|XP_034662940.1|DSUB
OG0006372	CCAP1982_LOCUS3418|CAD6994683.1|CCAP	LOC117899357|XP_034665220.1|DSUB
OG0006378	CCAP1982_LOCUS3195|CAD6994448.1|CCAP	LOC117897722|XP_034662639.1|DSUB
OG0006385	CCAP1982_LOCUS3182|CAD6994431.1|CCAP	LOC117903019|XP_034670648.1|DSUB, LOC117897508|XP_034662290.1|DSUB
OG0006386	CCAP1982_LOCUS2844|CAD6994074.1|CCAP	LOC117902608|XP_034670011.1|DSUB
OG0006387	CCAP1982_LOCUS1121|CAD6992251.1|CCAP	LOC117898091|XP_034663162.1|DSUB
OG0006390	CCAP1982_LOCUS2351|CAD6993539.1|CCAP	LOC117898352|XP_034663576.1|DSUB
OG0006391	CCAP1982_LOCUS4063|CAD6995344.1|CCAP	LOC117898871|XP_034664443.1|DSUB
OG0006394	CCAP1982_LOCUS3043|CAD6994282.1|CCAP	LOC117896191|XP_034660172.1|DSUB
OG0006395	CCAP1982_LOCUS3349|CAD6994612.1|CCAP	LOC117898268|XP_034663413.1|DSUB
OG0006401	CCAP1982_LOCUS11663|CAD7003202.1|CCAP	LOC117893827|XP_034656475.1|DSUB
OG0006402	CCAP1982_LOCUS78|CAD6991135.1|CCAP	LOC117898962|XP_034664592.1|DSUB
OG0006403	CCAP1982_LOCUS66|CAD6991121.1|CCAP	LOC117896573|XP_034660864.1|DSUB
OG0006404	CCAP1982_LOCUS63|CAD6991117.1|CCAP	LOC117895973|XP_034659824.1|DSUB
OG0006405	CCAP1982_LOCUS101|CAD6991161.1|CCAP	LOC117893853|XP_034656512.1|DSUB
OG0006406	CCAP1982_LOCUS4442|CAD6995737.1|CCAP	LOC117896965|XP_034661400.1|DSUB
OG0006412	CCAP1982_LOCUS3648|CAD6994913.1|CCAP	LOC117897582|XP_034662427.1|DSUB
OG0006413	CCAP1982_LOCUS2963|CAD6994201.1|CCAP	LOC117896195|XP_034660179.1|DSUB
OG0006419	CCAP1982_LOCUS2236|CAD6993421.1|CCAP	LOC117897703|XP_034662615.1|DSUB
OG0006420	CCAP1982_LOCUS3273|CAD6994529.1|CCAP	LOC117898562|XP_034663939.1|DSUB
OG0006421	CCAP1982_LOCUS7763|CAD6999231.1|CCAP	LOC117901914|XP_034668770.1|DSUB
OG0006422	CCAP1982_LOCUS2824|CAD6994049.1|CCAP	LOC117902143|XP_034669170.1|DSUB
OG0006423	CCAP1982_LOCUS3252|CAD6994508.1|CCAP	LOC117896304|XP_034660417.1|DSUB
OG0006424	CCAP1982_LOCUS3253|CAD6994509.1|CCAP	LOC117896306|XP_034660420.1|DSUB
OG0006425	CCAP1982_LOCUS3249|CAD6994505.1|CCAP	LOC117897361|XP_034662034.1|DSUB
OG0006426	CCAP1982_LOCUS3248|CAD6994503.1|CCAP	LOC117897360|XP_034662033.1|DSUB
OG0006427	CCAP1982_LOCUS2392|CAD6993580.1|CCAP	LOC117897546|XP_034662364.1|DSUB
OG0006429	CCAP1982_LOCUS3353|CAD6994616.1|CCAP	LOC117898468|XP_034663786.1|DSUB
OG0006430	CCAP1982_LOCUS13812|CAD7005452.1|CCAP	LOC117895219|XP_034658603.1|DSUB
OG0006431	CCAP1982_LOCUS2578|CAD6993780.1|CCAP	LOC117898064|XP_034663124.1|DSUB
OG0006432	CCAP1982_LOCUS1368|CAD6992519.1|CCAP	LOC117898795|XP_034664325.1|DSUB
OG0006433	CCAP1982_LOCUS1314|CAD6992458.1|CCAP	LOC117896607|XP_034660931.1|DSUB
OG0006434	CCAP1982_LOCUS5856|CAD6997221.1|CCAP	LOC117902384|XP_034669596.1|DSUB
OG0006435	CCAP1982_LOCUS1484|CAD6992636.1|CCAP	LOC117898181|XP_034663281.1|DSUB
OG0006438	CCAP1982_LOCUS6946|CAD6998345.1|CCAP	LOC117902481|XP_034669783.1|DSUB
OG0006439	CCAP1982_LOCUS3857|CAD6995134.1|CCAP	LOC117899735|XP_034665871.1|DSUB
OG0006440	CCAP1982_LOCUS3856|CAD6995133.1|CCAP	LOC117899739|XP_034665875.1|DSUB
OG0006441	CCAP1982_LOCUS3378|CAD6994643.1|CCAP	LOC117898921|XP_034664524.1|DSUB
OG0006442	CCAP1982_LOCUS2833|CAD6994061.1|CCAP	LOC117898328|XP_034663543.1|DSUB
OG0006443	CCAP1982_LOCUS3062|CAD6994301.1|CCAP	LOC117898639|XP_034664093.1|DSUB
OG0006444	CCAP1982_LOCUS1068|CAD6992196.1|CCAP	LOC117897433|XP_034662163.1|DSUB
OG0006445	CCAP1982_LOCUS3493|CAD6994760.1|CCAP	LOC117896699|XP_034661046.1|DSUB
OG0006446	CCAP1982_LOCUS3491|CAD6994758.1|CCAP	LOC117897709|XP_034662622.1|DSUB
OG0006447	CCAP1982_LOCUS3485|CAD6994752.1|CCAP	LOC117898861|XP_034664429.1|DSUB
OG0006448	CCAP1982_LOCUS4098|CAD6995380.1|CCAP	LOC117896777|XP_034661144.1|DSUB
OG0006449	CCAP1982_LOCUS3467|CAD6994734.1|CCAP	LOC117897813|XP_034662754.1|DSUB
OG0006450	CCAP1982_LOCUS5664|CAD6997003.1|CCAP	LOC117900539|XP_034666829.1|DSUB
OG0006455	CCAP1982_LOCUS2295|CAD6993482.1|CCAP	LOC117899609|XP_034665628.1|DSUB
OG0006456	CCAP1982_LOCUS2286|CAD6993474.1|CCAP	LOC117897458|XP_034662195.1|DSUB
OG0006457	CCAP1982_LOCUS2348|CAD6993536.1|CCAP	LOC117899114|XP_034664793.1|DSUB
OG0006458	CCAP1982_LOCUS6477|CAD6997853.1|CCAP	LOC117902398|XP_034669618.1|DSUB
OG0006459	CCAP1982_LOCUS3283|CAD6994540.1|CCAP	LOC117899262|XP_034665047.1|DSUB
OG0006460	CCAP1982_LOCUS3987|CAD6995266.1|CCAP	LOC117897021|XP_034661488.1|DSUB
OG0006461	CCAP1982_LOCUS2786|CAD6994009.1|CCAP	LOC117895995|XP_034659873.1|DSUB
OG0006462	CCAP1982_LOCUS1806|CAD6992975.1|CCAP	LOC117899044|XP_034664694.1|DSUB
OG0006463	CCAP1982_LOCUS4922|CAD6996238.1|CCAP	LOC117898314|XP_034663489.1|DSUB
OG0006464	CCAP1982_LOCUS14041|CAD7005689.1|CCAP	LOC117894092|XP_034656856.1|DSUB
OG0006467	CCAP1982_LOCUS3010|CAD6994249.1|CCAP	LOC117896494|XP_034660725.1|DSUB
OG0006468	CCAP1982_LOCUS1480|CAD6992632.1|CCAP	LOC117897043|XP_034661517.1|DSUB
OG0006470	CCAP1982_LOCUS12050|CAD7003603.1|CCAP	LOC117893739|XP_034656359.1|DSUB
OG0006471	CCAP1982_LOCUS2690|CAD6993897.1|CCAP	LOC117897030|XP_034661500.1|DSUB
