Orthogroup	CCAP.longest_only	DANA.longest_only
OG0008624	CCAP1982_LOCUS7129|CAD6998541.1|CCAP	LOC6494892|XP_032307252.1|DANA
OG0008625	CCAP1982_LOCUS22286|CAD7014283.1|CCAP	LOC6496138|XP_001960320.1|DANA
OG0008626	CCAP1982_LOCUS23012|CAD7015055.1|CCAP	LOC6496802|XP_032311527.1|DANA
OG0008627	CCAP1982_LOCUS11374|CAD7002905.1|CCAP	LOC6493016|XP_014764181.1|DANA
OG0008629	CCAP1982_LOCUS23318|CAD7015374.1|CCAP	LOC6504197|XP_001965165.2|DANA
OG0008630	CCAP1982_LOCUS9903|CAD7001406.1|CCAP, CCAP1982_LOCUS9905|CAD7001408.1|CCAP	LOC6506041|XP_032308087.1|DANA
OG0008631	CCAP1982_LOCUS3213|CAD6994468.1|CCAP	LOC6500831|XP_001954000.1|DANA
OG0008632	CCAP1982_LOCUS3689|CAD6994957.1|CCAP	LOC6500279|XP_001952883.1|DANA
OG0008633	CCAP1982_LOCUS20925|CAD7012825.1|CCAP, CCAP1982_LOCUS20920|CAD7012820.1|CCAP, CCAP1982_LOCUS20923|CAD7012823.1|CCAP	LOC6495483|XP_014763327.1|DANA
OG0008634	CCAP1982_LOCUS6169|CAD6997530.1|CCAP	LOC26515529|XP_014759551.1|DANA
OG0008635	CCAP1982_LOCUS22385|CAD7014390.1|CCAP	LOC6494075|XP_001961028.1|DANA
OG0008636	CCAP1982_LOCUS807|CAD6991918.1|CCAP	LOC6500021|XP_001953383.2|DANA
OG0008637	CCAP1982_LOCUS11511|CAD7003048.1|CCAP	LOC6493227|XP_001957305.2|DANA
OG0008638	CCAP1982_LOCUS3053|CAD6994292.1|CCAP	LOC6500883|XP_001954101.1|DANA
OG0008639	CCAP1982_LOCUS7495|CAD6998948.1|CCAP, CCAP1982_LOCUS9371|CAD7000896.1|CCAP, CCAP1982_LOCUS3397|CAD6994662.1|CCAP	LOC6501492|XP_032310806.1|DANA
OG0008640	CCAP1982_LOCUS1423|CAD6992575.1|CCAP	LOC6505867|XP_032305725.1|DANA
OG0008641	CCAP1982_LOCUS1076|CAD6992204.1|CCAP	LOC6499001|XP_032311745.1|DANA
OG0008642	CCAP1982_LOCUS3079|CAD6994323.1|CCAP	LOC6499915|XP_001953643.2|DANA
OG0008643	CCAP1982_LOCUS3686|CAD6994953.1|CCAP	LOC6500283|XP_001952882.1|DANA
OG0008644	CCAP1982_LOCUS1846|CAD6993011.1|CCAP, CCAP1982_LOCUS1845|CAD6993010.1|CCAP	LOC6505957|XP_001964682.1|DANA
OG0008645	CCAP1982_LOCUS7065|CAD6998468.1|CCAP	LOC6496826|XP_001963323.1|DANA
OG0008646	CCAP1982_LOCUS7050|CAD6998452.1|CCAP, CCAP1982_LOCUS7051|CAD6998453.1|CCAP	LOC6497615|XP_001961709.1|DANA
OG0008647	CCAP1982_LOCUS8746|CAD7000256.1|CCAP	LOC6497475|XP_001961999.1|DANA
OG0008648	CCAP1982_LOCUS8386|CAD6999877.1|CCAP	LOC6498683|XP_001963322.2|DANA
OG0008649	CCAP1982_LOCUS22995|CAD7015038.1|CCAP, CCAP1982_LOCUS22993|CAD7015036.1|CCAP	LOC6502743|XP_001965767.1|DANA
OG0008650	CCAP1982_LOCUS22795|CAD7014828.1|CCAP	LOC6501311|XP_001954970.1|DANA
OG0008651	CCAP1982_LOCUS7105|CAD6998517.1|CCAP	LOC6494215|XP_001960732.1|DANA
OG0008652	CCAP1982_LOCUS19490|CAD7011390.1|CCAP	LOC6495014|XP_001959220.1|DANA
OG0008653	CCAP1982_LOCUS19684|CAD7011595.1|CCAP	LOC6495126|XP_001958997.1|DANA
OG0008654	CCAP1982_LOCUS20501|CAD7012415.1|CCAP	LOC6495716|XP_001959428.1|DANA
OG0008655	CCAP1982_LOCUS20957|CAD7012858.1|CCAP	LOC6495435|XP_001958840.1|DANA
OG0008660	CCAP1982_LOCUS12825|CAD7004416.1|CCAP, CCAP1982_LOCUS12826|CAD7004417.1|CCAP, CCAP1982_LOCUS12824|CAD7004414.1|CCAP	LOC6493417|XP_014764373.1|DANA
OG0008661	CCAP1982_LOCUS14772|CAD7006454.1|CCAP	LOC6506702|XP_001957393.1|DANA
OG0008662	CCAP1982_LOCUS14653|CAD7006331.1|CCAP, CCAP1982_LOCUS14654|CAD7006332.1|CCAP	LOC6499190|XP_001955146.1|DANA
OG0008663	CCAP1982_LOCUS14615|CAD7006293.1|CCAP	LOC6493585|XP_001958042.1|DANA
OG0008664	CCAP1982_LOCUS14399|CAD7006064.1|CCAP	LOC6492937|XP_001956688.1|DANA
OG0008665	CCAP1982_LOCUS14102|CAD7005754.1|CCAP, CCAP1982_LOCUS14106|CAD7005758.1|CCAP	LOC6498221|XP_001962329.1|DANA
OG0008666	CCAP1982_LOCUS13516|CAD7005155.1|CCAP, CCAP1982_LOCUS13511|CAD7005150.1|CCAP, CCAP1982_LOCUS13513|CAD7005152.1|CCAP	LOC6507268|XP_001956355.1|DANA
OG0008667	CCAP1982_LOCUS13449|CAD7005086.1|CCAP, CCAP1982_LOCUS13448|CAD7005085.1|CCAP	LOC6507930|XP_001956627.3|DANA
OG0008668	CCAP1982_LOCUS2470|CAD6993664.1|CCAP	LOC6507394|XP_001956099.2|DANA
OG0008669	CCAP1982_LOCUS6213|CAD6997574.1|CCAP, CCAP1982_LOCUS6212|CAD6997573.1|CCAP, CCAP1982_LOCUS6214|CAD6997575.1|CCAP	LOC6497738|XP_001961451.2|DANA
OG0008686	CCAP1982_LOCUS2227|CAD6993412.1|CCAP	LOC6500813|XP_001953967.1|DANA
OG0008689	CCAP1982_LOCUS521|CAD6991604.1|CCAP	LOC6505711|XP_001964415.1|DANA
OG0008690	CCAP1982_LOCUS6225|CAD6997586.1|CCAP	LOC6497165|XP_014761539.1|DANA
OG0008691	CCAP1982_LOCUS12637|CAD7004218.1|CCAP	LOC6493538|XP_032310235.1|DANA
OG0008695	CCAP1982_LOCUS8897|CAD7000421.1|CCAP	LOC6496652|XP_001961336.1|DANA
OG0008696	CCAP1982_LOCUS4783|CAD6996076.1|CCAP	LOC6500481|XP_001953315.2|DANA
OG0008697	CCAP1982_LOCUS12730|CAD7004310.1|CCAP	LOC6493429|XP_001957729.2|DANA
OG0008699	CCAP1982_LOCUS11790|CAD7003330.1|CCAP	LOC6506370|XP_032310220.1|DANA
OG0008701	CCAP1982_LOCUS20548|CAD7012468.1|CCAP	LOC6496086|XP_032306908.1|DANA
OG0008703	CCAP1982_LOCUS12414|CAD7003992.1|CCAP	LOC6506559|XP_001957646.1|DANA
OG0008704	CCAP1982_LOCUS6717|CAD6998103.1|CCAP	LOC6498055|XP_001961980.1|DANA
OG0008705	CCAP1982_LOCUS5541|CAD6996868.1|CCAP	LOC6497759|XP_032307486.1|DANA
OG0008706	CCAP1982_LOCUS152|CAD6991214.1|CCAP	LOC6505897|XP_001964569.1|DANA
OG0008709	CCAP1982_LOCUS452|CAD6991534.1|CCAP	LOC6501485|XP_014767070.1|DANA
OG0008710	CCAP1982_LOCUS2383|CAD6993571.1|CCAP	LOC6500372|XP_001953073.1|DANA
OG0008711	CCAP1982_LOCUS666|CAD6991757.1|CCAP	LOC6501296|XP_032306749.1|DANA
OG0008712	CCAP1982_LOCUS22119|CAD7014113.1|CCAP	LOC6496172|XP_001960371.1|DANA
OG0008715	CCAP1982_LOCUS3692|CAD6994960.1|CCAP	LOC6502649|XP_001952885.1|DANA
OG0008716	CCAP1982_LOCUS4582|CAD6995881.1|CCAP	LOC6503448|XP_001967500.1|DANA
OG0008717	CCAP1982_LOCUS10957|CAD7002468.1|CCAP	LOC6506438|XP_001957880.1|DANA
OG0008718	CCAP1982_LOCUS22609|CAD7014618.1|CCAP	LOC6496063|XP_001960144.3|DANA
OG0008719	CCAP1982_LOCUS147|CAD6991209.1|CCAP	LOC6505627|XP_014760735.1|DANA
OG0008723	CCAP1982_LOCUS19903|CAD7011793.1|CCAP	LOC6493352|XP_001957577.1|DANA
OG0008724	CCAP1982_LOCUS5746|CAD6997094.1|CCAP	LOC6498534|XP_032311083.1|DANA
OG0008725	CCAP1982_LOCUS22054|CAD7014047.1|CCAP	LOC6495594|XP_001959167.1|DANA
OG0008726	CCAP1982_LOCUS23099|CAD7015150.1|CCAP, CCAP1982_LOCUS23098|CAD7015149.1|CCAP	LOC6495778|XP_032306572.1|DANA
OG0008727	CCAP1982_LOCUS3998|CAD6995279.1|CCAP	LOC6502061|XP_001967443.1|DANA, LOC6499715|XP_001954075.1|DANA
OG0008728	CCAP1982_LOCUS3859|CAD6995136.1|CCAP	LOC6499847|XP_001953779.1|DANA
OG0008731	CCAP1982_LOCUS4085|CAD6995366.1|CCAP, CCAP1982_LOCUS4086|CAD6995367.1|CCAP	LOC6502651|XP_001952910.2|DANA
OG0008732	CCAP1982_LOCUS8792|CAD7000304.1|CCAP	LOC6497049|XP_001962851.1|DANA
OG0008734	CCAP1982_LOCUS1995|CAD6993171.1|CCAP	LOC6500989|XP_001954306.1|DANA
OG0008736	CCAP1982_LOCUS21754|CAD7013717.1|CCAP	LOC6495393|XP_001958743.1|DANA
OG0008738	CCAP1982_LOCUS6139|CAD6997498.1|CCAP	LOC6498199|XP_001962281.2|DANA
OG0008739	CCAP1982_LOCUS13810|CAD7005450.1|CCAP	LOC6503188|XP_001967723.2|DANA, LOC6493223|XP_001957296.1|DANA
OG0008740	CCAP1982_LOCUS20281|CAD7012179.1|CCAP	LOC6494629|XP_001959984.2|DANA
OG0008741	CCAP1982_LOCUS10476|CAD7001989.1|CCAP	LOC6504025|XP_001964029.1|DANA
OG0008742	CCAP1982_LOCUS11287|CAD7002817.1|CCAP	LOC6502796|XP_001957022.1|DANA
OG0008743	CCAP1982_LOCUS22592|CAD7014599.1|CCAP, CCAP1982_LOCUS22587|CAD7014593.1|CCAP	LOC6495271|XP_001958728.1|DANA
OG0008744	CCAP1982_LOCUS21204|CAD7013132.1|CCAP, CCAP1982_LOCUS21207|CAD7013136.1|CCAP	LOC6494566|XP_001960091.1|DANA
OG0008746	CCAP1982_LOCUS4934|CAD6996251.1|CCAP	LOC6501230|XP_001954806.1|DANA
OG0008747	CCAP1982_LOCUS13028|CAD7004633.1|CCAP	LOC6493149|XP_001957151.2|DANA
OG0008748	CCAP1982_LOCUS8870|CAD7000395.1|CCAP	LOC6497550|XP_001961842.1|DANA
OG0008750	CCAP1982_LOCUS6281|CAD6997649.1|CCAP	LOC6496971|XP_001963022.1|DANA
OG0008751	CCAP1982_LOCUS4713|CAD6996007.1|CCAP	LOC6500464|XP_001953273.1|DANA, LOC6500571|XP_001953500.1|DANA
OG0008752	CCAP1982_LOCUS4966|CAD6996283.1|CCAP	LOC6499627|XP_001954267.1|DANA
OG0008754	CCAP1982_LOCUS1543|CAD6992698.1|CCAP, CCAP1982_LOCUS1552|CAD6992707.1|CCAP, CCAP1982_LOCUS1550|CAD6992705.1|CCAP, CCAP1982_LOCUS1541|CAD6992696.1|CCAP	LOC6494035|XP_001961107.1|DANA, LOC6494036|XP_001961106.2|DANA
OG0008755	CCAP1982_LOCUS2695|CAD6993902.1|CCAP	LOC6499086|XP_001955334.3|DANA
OG0008756	CCAP1982_LOCUS3007|CAD6994246.1|CCAP	LOC6499910|XP_001953652.1|DANA
OG0008757	CCAP1982_LOCUS3713|CAD6994982.1|CCAP	LOC6499735|XP_032305634.1|DANA
OG0008758	CCAP1982_LOCUS8687|CAD7000194.1|CCAP, CCAP1982_LOCUS8685|CAD7000192.1|CCAP, CCAP1982_LOCUS8686|CAD7000193.1|CCAP	LOC6497644|XP_001961646.2|DANA
OG0008759	CCAP1982_LOCUS8539|CAD7000035.1|CCAP	LOC6497592|XP_032307774.1|DANA
OG0008760	CCAP1982_LOCUS7945|CAD6999419.1|CCAP	LOC6496912|XP_001963159.1|DANA
OG0008761	CCAP1982_LOCUS5384|CAD6996700.1|CCAP	LOC6504794|XP_014760466.1|DANA
OG0008762	CCAP1982_LOCUS20993|CAD7012894.1|CCAP	LOC6495212|XP_001958839.1|DANA
OG0008763	CCAP1982_LOCUS6155|CAD6997516.1|CCAP	LOC6497341|XP_001962287.1|DANA
OG0008764	CCAP1982_LOCUS6030|CAD6997389.1|CCAP	LOC6497097|XP_001962763.3|DANA
OG0008765	CCAP1982_LOCUS21954|CAD7013942.1|CCAP	LOC6496237|XP_001960514.1|DANA
OG0008766	CCAP1982_LOCUS23200|CAD7015251.1|CCAP	LOC6498128|XP_001962136.2|DANA
OG0008767	CCAP1982_LOCUS23255|CAD7015310.1|CCAP	LOC6495613|XP_001959219.1|DANA
OG0008768	CCAP1982_LOCUS8440|CAD6999927.1|CCAP, CCAP1982_LOCUS23404|CAD7015464.1|CCAP, CCAP1982_LOCUS23405|CAD7015465.1|CCAP	LOC6494108|XP_001960955.1|DANA
OG0008769	CCAP1982_LOCUS22208|CAD7014204.1|CCAP	LOC6495662|XP_001959334.1|DANA
OG0008770	CCAP1982_LOCUS21615|CAD7013557.1|CCAP	LOC6494813|XP_001959612.2|DANA
OG0008771	CCAP1982_LOCUS21633|CAD7013577.1|CCAP	LOC6495400|XP_032306636.1|DANA
OG0008772	CCAP1982_LOCUS21275|CAD7013204.1|CCAP	LOC6495272|XP_001958727.1|DANA
OG0008773	CCAP1982_LOCUS19409|CAD7011303.1|CCAP	LOC26514272|XP_014763994.1|DANA
OG0008774	CCAP1982_LOCUS19458|CAD7011355.1|CCAP, CCAP1982_LOCUS19456|CAD7011353.1|CCAP, CCAP1982_LOCUS19457|CAD7011354.1|CCAP	LOC6495116|XP_001959020.1|DANA
OG0008776	CCAP1982_LOCUS20440|CAD7012346.1|CCAP	LOC6502524|XP_001959969.3|DANA
OG0008777	CCAP1982_LOCUS20433|CAD7012339.1|CCAP, CCAP1982_LOCUS20434|CAD7012340.1|CCAP, CCAP1982_LOCUS20435|CAD7012341.1|CCAP	LOC6495858|XP_001959720.2|DANA
OG0008778	CCAP1982_LOCUS20836|CAD7012732.1|CCAP, CCAP1982_LOCUS20835|CAD7012731.1|CCAP, CCAP1982_LOCUS20834|CAD7012730.1|CCAP	LOC6496642|XP_001961318.1|DANA
OG0008782	CCAP1982_LOCUS12075|CAD7003636.1|CCAP	LOC6493548|XP_032309596.1|DANA
OG0008783	CCAP1982_LOCUS12958|CAD7004562.1|CCAP	LOC6494429|XP_001960338.1|DANA
OG0008784	CCAP1982_LOCUS14038|CAD7005686.1|CCAP	LOC6493210|XP_014764253.1|DANA
OG0008811	CCAP1982_LOCUS2036|CAD6993217.1|CCAP	LOC6505646|XP_001964538.2|DANA
OG0008814	CCAP1982_LOCUS7259|CAD6998702.1|CCAP	LOC6494900|XP_001959463.1|DANA
OG0008819	CCAP1982_LOCUS19691|CAD7011602.1|CCAP	LOC6495511|XP_001959004.1|DANA
OG0008820	CCAP1982_LOCUS5750|CAD6997098.1|CCAP	LOC6505418|XP_001964886.1|DANA
OG0008825	CCAP1982_LOCUS14388|CAD7006053.1|CCAP	LOC6493288|XP_001957450.1|DANA
OG0008836	CCAP1982_LOCUS22544|CAD7014543.1|CCAP	LOC6495573|XP_014763358.1|DANA
OG0008838	CCAP1982_LOCUS7720|CAD6999183.1|CCAP	LOC6505456|XP_001964916.2|DANA
OG0008839	CCAP1982_LOCUS20062|CAD7011951.1|CCAP	LOC6495672|XP_001959358.1|DANA
OG0008840	CCAP1982_LOCUS7606|CAD6999059.1|CCAP	LOC6498183|XP_001962249.1|DANA
OG0008841	CCAP1982_LOCUS12504|CAD7004081.1|CCAP	LOC6493002|XP_032310158.1|DANA
OG0008842	CCAP1982_LOCUS22249|CAD7014246.1|CCAP	LOC6495904|XP_001959829.2|DANA
OG0008843	CCAP1982_LOCUS14974|CAD7006672.1|CCAP	LOC6493399|XP_001957671.2|DANA
OG0008845	CCAP1982_LOCUS8635|CAD7000142.1|CCAP	LOC6498191|XP_001962266.1|DANA
OG0008848	CCAP1982_LOCUS21393|CAD7013323.1|CCAP	LOC6494275|XP_001960619.2|DANA
OG0008852	CCAP1982_LOCUS21004|CAD7012905.1|CCAP	LOC6495199|XP_001958871.1|DANA
OG0008854	CCAP1982_LOCUS9420|CAD7000947.1|CCAP	LOC6497637|XP_001961663.1|DANA
OG0008856	CCAP1982_LOCUS10194|CAD7001704.1|CCAP	LOC6496745|XP_032311654.1|DANA
OG0008857	CCAP1982_LOCUS12355|CAD7003933.1|CCAP	LOC6506429|XP_001957893.2|DANA
OG0008858	CCAP1982_LOCUS11044|CAD7002555.1|CCAP	LOC6499961|XP_032305546.1|DANA
OG0008859	CCAP1982_LOCUS11266|CAD7002796.1|CCAP	LOC6507313|XP_001956266.1|DANA
OG0008860	CCAP1982_LOCUS174|CAD6991237.1|CCAP, CCAP1982_LOCUS172|CAD6991235.1|CCAP	LOC6505641|XP_001964545.1|DANA
OG0008861	CCAP1982_LOCUS19444|CAD7011339.1|CCAP	LOC6495237|XP_001958788.1|DANA
OG0008862	CCAP1982_LOCUS4205|CAD6995490.1|CCAP	LOC6499871|XP_001953734.1|DANA
OG0008863	CCAP1982_LOCUS5963|CAD6997329.1|CCAP	LOC6497749|XP_001961428.3|DANA
OG0008865	CCAP1982_LOCUS22724|CAD7014747.1|CCAP, CCAP1982_LOCUS192|CAD6991258.1|CCAP	LOC6506128|XP_001965119.3|DANA
OG0008866	CCAP1982_LOCUS6672|CAD6998056.1|CCAP	LOC6497861|XP_032307641.1|DANA
OG0008868	CCAP1982_LOCUS7217|CAD6998649.1|CCAP	LOC6495561|XP_001959108.1|DANA
OG0008869	CCAP1982_LOCUS14637|CAD7006315.1|CCAP	LOC6493870|XP_032310010.1|DANA
OG0008870	CCAP1982_LOCUS14603|CAD7006280.1|CCAP	LOC6506301|XP_001958162.1|DANA
OG0008871	CCAP1982_LOCUS14487|CAD7006160.1|CCAP	LOC6493810|XP_014764543.1|DANA, LOC6506111|XP_001958528.1|DANA
OG0008872	CCAP1982_LOCUS6870|CAD6998261.1|CCAP	LOC6507070|XP_014760594.1|DANA
OG0008875	CCAP1982_LOCUS21585|CAD7013525.1|CCAP	LOC6494669|XP_001959899.1|DANA
OG0008876	CCAP1982_LOCUS10392|CAD7001905.1|CCAP	LOC6505343|XP_032308040.1|DANA
OG0008877	CCAP1982_LOCUS14436|CAD7006104.1|CCAP	LOC6506208|XP_001958341.1|DANA
OG0008878	CCAP1982_LOCUS7850|CAD6999323.1|CCAP	LOC6497200|XP_001962567.1|DANA
OG0008879	CCAP1982_LOCUS21392|CAD7013322.1|CCAP	LOC6496287|XP_001960618.2|DANA
OG0008881	CCAP1982_LOCUS19739|CAD7011653.1|CCAP	LOC6496459|XP_001960951.1|DANA
OG0008882	CCAP1982_LOCUS7724|CAD6999188.1|CCAP	LOC6504553|XP_001964920.2|DANA
OG0008883	CCAP1982_LOCUS4530|CAD6995828.1|CCAP	LOC6501700|XP_001955795.1|DANA
OG0008884	CCAP1982_LOCUS4838|CAD6996145.1|CCAP, CCAP1982_LOCUS4837|CAD6996144.1|CCAP	LOC6499560|XP_001954382.1|DANA
OG0008885	CCAP1982_LOCUS5772|CAD6997126.1|CCAP	LOC6497536|XP_001961887.1|DANA
OG0008886	CCAP1982_LOCUS20331|CAD7012234.1|CCAP	LOC6496299|XP_032306750.1|DANA
OG0008887	CCAP1982_LOCUS21718|CAD7013676.1|CCAP	LOC6495041|XP_001959183.1|DANA
OG0008888	CCAP1982_LOCUS12807|CAD7004397.1|CCAP	LOC6506455|XP_001957844.1|DANA
OG0008889	CCAP1982_LOCUS19841|CAD7011727.1|CCAP	LOC6496129|XP_001960290.1|DANA
OG0008890	CCAP1982_LOCUS20631|CAD7012546.1|CCAP, CCAP1982_LOCUS20630|CAD7012545.1|CCAP, CCAP1982_LOCUS20629|CAD7012544.1|CCAP, CCAP1982_LOCUS20628|CAD7012543.1|CCAP	LOC6502720|XP_001964380.2|DANA
OG0008891	CCAP1982_LOCUS12910|CAD7004511.1|CCAP	LOC6507696|XP_014765409.1|DANA
OG0008892	CCAP1982_LOCUS22399|CAD7014407.1|CCAP	LOC6494243|XP_001960674.1|DANA
OG0008893	CCAP1982_LOCUS13223|CAD7004834.1|CCAP	LOC6506605|XP_001957560.1|DANA
OG0008894	CCAP1982_LOCUS3280|CAD6994537.1|CCAP	LOC6501622|XP_001955623.2|DANA
OG0008895	CCAP1982_LOCUS520|CAD6991603.1|CCAP	LOC6505812|XP_001964414.1|DANA
OG0008897	CCAP1982_LOCUS740|CAD6991841.1|CCAP	LOC6505791|XP_001964382.1|DANA
OG0008898	CCAP1982_LOCUS19439|CAD7011334.1|CCAP	LOC6495806|XP_032306597.1|DANA
OG0008899	CCAP1982_LOCUS8803|CAD7000318.1|CCAP, CCAP1982_LOCUS8802|CAD7000317.1|CCAP	LOC6497467|XP_001962020.1|DANA
OG0008900	CCAP1982_LOCUS6726|CAD6998112.1|CCAP	LOC6497655|XP_001961626.1|DANA
OG0008901	CCAP1982_LOCUS11548|CAD7003085.1|CCAP	LOC6507428|XP_032309879.1|DANA
OG0008903	CCAP1982_LOCUS7300|CAD6998746.1|CCAP	LOC6497894|XP_032307400.1|DANA
OG0008904	CCAP1982_LOCUS23071|CAD7015121.1|CCAP	LOC6494551|XP_014762838.1|DANA
OG0008905	CCAP1982_LOCUS10031|CAD7001535.1|CCAP	LOC6505469|XP_032311776.1|DANA
OG0008906	CCAP1982_LOCUS12106|CAD7003668.1|CCAP, CCAP1982_LOCUS12107|CAD7003669.1|CCAP	LOC6506476|XP_032310051.1|DANA
OG0008907	CCAP1982_LOCUS413|CAD6991489.1|CCAP	LOC6503442|XP_001967490.1|DANA
OG0008908	CCAP1982_LOCUS4378|CAD6995671.1|CCAP, CCAP1982_LOCUS4376|CAD6995669.1|CCAP, CCAP1982_LOCUS4377|CAD6995670.1|CCAP	LOC6500446|XP_032312278.1|DANA
OG0008909	CCAP1982_LOCUS1393|CAD6992545.1|CCAP	LOC6499228|XP_001955066.1|DANA
OG0008910	CCAP1982_LOCUS1337|CAD6992485.1|CCAP, CCAP1982_LOCUS1332|CAD6992480.1|CCAP	LOC6500557|XP_032307928.1|DANA
OG0008911	CCAP1982_LOCUS2275|CAD6993462.1|CCAP	LOC6505858|XP_032305532.1|DANA
OG0008912	CCAP1982_LOCUS2311|CAD6993498.1|CCAP, CCAP1982_LOCUS2310|CAD6993497.1|CCAP	LOC6500975|XP_032305622.1|DANA
OG0008913	CCAP1982_LOCUS2840|CAD6994069.1|CCAP	LOC6506021|XP_001964788.1|DANA
OG0008914	CCAP1982_LOCUS2760|CAD6993977.1|CCAP	LOC6498962|XP_001955601.2|DANA, LOC6498963|XP_001955600.1|DANA
OG0008915	CCAP1982_LOCUS3581|CAD6994846.1|CCAP	LOC6499975|XP_001953508.1|DANA
OG0008916	CCAP1982_LOCUS8302|CAD6999780.1|CCAP, CCAP1982_LOCUS8300|CAD6999778.1|CCAP	LOC6497409|XP_032307355.1|DANA
OG0008917	CCAP1982_LOCUS8136|CAD6999613.1|CCAP, CCAP1982_LOCUS8138|CAD6999615.1|CCAP	LOC6505483|XP_001964938.1|DANA
OG0008919	CCAP1982_LOCUS7561|CAD6999014.1|CCAP, CCAP1982_LOCUS7562|CAD6999015.1|CCAP, CCAP1982_LOCUS7563|CAD6999016.1|CCAP, CCAP1982_LOCUS7560|CAD6999013.1|CCAP	LOC6507392|XP_001965364.2|DANA
OG0008920	CCAP1982_LOCUS7759|CAD6999225.1|CCAP, CCAP1982_LOCUS7760|CAD6999226.1|CCAP	LOC6507097|XP_001956675.1|DANA
OG0008921	CCAP1982_LOCUS2132|CAD6993315.1|CCAP, CCAP1982_LOCUS9115|CAD7000641.1|CCAP	LOC26513678|XP_014762257.1|DANA
OG0008922	CCAP1982_LOCUS6595|CAD6997979.1|CCAP	LOC6504196|XP_032311866.1|DANA, LOC6497201|XP_001962566.2|DANA
OG0008923	CCAP1982_LOCUS21920|CAD7013907.1|CCAP	LOC6496572|XP_001961180.1|DANA
OG0008924	CCAP1982_LOCUS22040|CAD7014034.1|CCAP	LOC6495598|XP_001959174.2|DANA
OG0008925	CCAP1982_LOCUS23261|CAD7015316.1|CCAP	LOC6495031|XP_001959204.1|DANA
OG0008926	CCAP1982_LOCUS23319|CAD7015375.1|CCAP	LOC6494819|XP_014763005.1|DANA
OG0008927	CCAP1982_LOCUS23406|CAD7015466.1|CCAP, CCAP1982_LOCUS23407|CAD7015467.1|CCAP	LOC6496462|XP_014763838.1|DANA
OG0008928	CCAP1982_LOCUS23369|CAD7015427.1|CCAP	LOC6495535|XP_001959050.1|DANA
OG0008929	CCAP1982_LOCUS22113|CAD7014107.1|CCAP	LOC6493986|XP_001961198.1|DANA
OG0008930	CCAP1982_LOCUS22409|CAD7014413.1|CCAP	LOC26515358|XP_014767420.1|DANA
OG0008931	CCAP1982_LOCUS22283|CAD7014280.1|CCAP	LOC6496402|XP_001960839.1|DANA
OG0008932	CCAP1982_LOCUS21274|CAD7013203.1|CCAP, CCAP1982_LOCUS21273|CAD7013202.1|CCAP	LOC6494408|XP_001960388.1|DANA
OG0008933	CCAP1982_LOCUS21287|CAD7013216.1|CCAP	LOC6495276|XP_001958722.1|DANA
OG0008935	CCAP1982_LOCUS21498|CAD7013433.1|CCAP, CCAP1982_LOCUS21497|CAD7013432.1|CCAP	LOC6495545|XP_001959070.1|DANA
OG0008936	CCAP1982_LOCUS19449|CAD7011346.1|CCAP	LOC6496104|XP_001960233.1|DANA
OG0008937	CCAP1982_LOCUS20341|CAD7012245.1|CCAP, CCAP1982_LOCUS20342|CAD7012246.1|CCAP, CCAP1982_LOCUS20343|CAD7012247.1|CCAP, CCAP1982_LOCUS20340|CAD7012244.1|CCAP	LOC6494337|XP_001960506.1|DANA
OG0008938	CCAP1982_LOCUS20561|CAD7012484.1|CCAP	LOC6496537|XP_001961095.1|DANA
OG0008939	CCAP1982_LOCUS20782|CAD7012675.1|CCAP	LOC6494606|XP_001960021.1|DANA
OG0008940	CCAP1982_LOCUS21046|CAD7012952.1|CCAP	LOC6494456|XP_001960289.1|DANA
OG0008946	CCAP1982_LOCUS19692|CAD7011603.1|CCAP	LOC6503101|XP_001963424.1|DANA
OG0008949	CCAP1982_LOCUS12415|CAD7003993.1|CCAP	LOC26514506|XP_014765632.1|DANA, LOC26513721|XP_014765526.1|DANA
OG0008950	CCAP1982_LOCUS12886|CAD7004481.1|CCAP	LOC116655069|XP_032308014.1|DANA, LOC6505144|XP_001965433.2|DANA, LOC6504299|XP_001967689.2|DANA, LOC116656482|XP_032312034.1|DANA
OG0008951	CCAP1982_LOCUS12900|CAD7004501.1|CCAP	LOC6506551|XP_032310100.1|DANA
OG0008952	CCAP1982_LOCUS12363|CAD7003941.1|CCAP, CCAP1982_LOCUS12373|CAD7003951.1|CCAP	LOC6505275|XP_001965666.1|DANA
OG0008953	CCAP1982_LOCUS13060|CAD7004665.1|CCAP	LOC6506264|XP_032310064.1|DANA
OG0008955	CCAP1982_LOCUS11543|CAD7003080.1|CCAP	LOC6507424|XP_001956041.1|DANA
OG0008956	CCAP1982_LOCUS14575|CAD7006249.1|CCAP	LOC26513708|XP_014765522.2|DANA
OG0008957	CCAP1982_LOCUS12274|CAD7003841.1|CCAP	LOC26514685|XP_032309769.1|DANA
OG0008958	CCAP1982_LOCUS13525|CAD7005164.1|CCAP	LOC6507788|XP_001956343.2|DANA
OG0008959	CCAP1982_LOCUS13474|CAD7005112.1|CCAP, CCAP1982_LOCUS13473|CAD7005111.1|CCAP	LOC6507111|XP_032310802.1|DANA
OG0008960	CCAP1982_LOCUS13422|CAD7005052.1|CCAP	LOC6507137|XP_001956606.2|DANA
OG0008961	CCAP1982_LOCUS7054|CAD6998457.1|CCAP	LOC6497616|XP_001961706.1|DANA
