Orthogroup	CCAP.longest_only	DSUZ.longest_only
OG0006546	CCAP1982_LOCUS2758|CAD6993973.1|CCAP	LOC108005605|XP_016924397.2|DSUZ
OG0006547	CCAP1982_LOCUS3794|CAD6995071.1|CCAP	LOC108011472|XP_036674015.1|DSUZ
OG0006548	CCAP1982_LOCUS2342|CAD6993530.1|CCAP	LOC108014915|XP_016936624.1|DSUZ, LOC108014914|XP_016936623.1|DSUZ
OG0006549	CCAP1982_LOCUS116|CAD6991177.1|CCAP	LOC108004944|XP_016923532.2|DSUZ
OG0006550	CCAP1982_LOCUS959|CAD6992079.1|CCAP	LOC108010810|XP_016931237.2|DSUZ
OG0006553	CCAP1982_LOCUS3106|CAD6994351.1|CCAP	LOC108016129|XP_036675263.1|DSUZ
OG0006554	CCAP1982_LOCUS2808|CAD6994031.1|CCAP	LOC108013846|XP_036672798.1|DSUZ
OG0006555	CCAP1982_LOCUS2037|CAD6993218.1|CCAP	LOC108011638|XP_016932315.2|DSUZ
OG0006556	CCAP1982_LOCUS1294|CAD6992432.1|CCAP	LOC118877960|XP_036674632.1|DSUZ, LOC118877599|XP_036672803.1|DSUZ
OG0006558	CCAP1982_LOCUS4030|CAD6995311.1|CCAP	LOC108008011|XP_036673954.1|DSUZ
OG0006559	CCAP1982_LOCUS1355|CAD6992506.1|CCAP	LOC108016201|XP_036674237.1|DSUZ
OG0006560	CCAP1982_LOCUS1260|CAD6992396.1|CCAP	LOC108015518|XP_016937470.1|DSUZ
OG0006561	CCAP1982_LOCUS2083|CAD6993266.1|CCAP	LOC108015488|XP_016937409.1|DSUZ
OG0006562	CCAP1982_LOCUS3810|CAD6995086.1|CCAP	LOC108016135|XP_036675548.1|DSUZ
OG0006563	CCAP1982_LOCUS3821|CAD6995098.1|CCAP	LOC108018381|XP_036672590.1|DSUZ
OG0006564	CCAP1982_LOCUS3822|CAD6995099.1|CCAP	LOC108018407|XP_016941454.2|DSUZ
OG0006565	CCAP1982_LOCUS3833|CAD6995110.1|CCAP	LOC108004936|XP_036673855.1|DSUZ
OG0006566	CCAP1982_LOCUS2038|CAD6993219.1|CCAP	LOC118878116|XP_036675440.1|DSUZ, LOC108006789|XP_036674408.1|DSUZ
OG0006567	CCAP1982_LOCUS4007|CAD6995288.1|CCAP	LOC108012023|XP_016932791.2|DSUZ
OG0006568	CCAP1982_LOCUS4006|CAD6995287.1|CCAP	LOC108015829|XP_036674737.1|DSUZ
OG0006569	CCAP1982_LOCUS11917|CAD7003464.1|CCAP	LOC108011428|XP_016932046.1|DSUZ
OG0006570	CCAP1982_LOCUS222|CAD6991293.1|CCAP	LOC108006935|XP_036674907.1|DSUZ
OG0006571	CCAP1982_LOCUS3269|CAD6994525.1|CCAP	LOC108012184|XP_016932968.2|DSUZ
OG0006572	CCAP1982_LOCUS3507|CAD6994776.1|CCAP	LOC108010930|XP_016931425.2|DSUZ
OG0006573	CCAP1982_LOCUS15|CAD6991066.1|CCAP	LOC108016014|XP_016938096.2|DSUZ
OG0006574	CCAP1982_LOCUS3661|CAD6994928.1|CCAP	LOC108020568|XP_036673006.1|DSUZ
OG0006576	CCAP1982_LOCUS2021|CAD6993201.1|CCAP	LOC108017314|XP_036673971.1|DSUZ
OG0006577	CCAP1982_LOCUS3770|CAD6995040.1|CCAP	LOC108006481|XP_016925493.2|DSUZ
OG0006578	CCAP1982_LOCUS2020|CAD6993199.1|CCAP	LOC108017316|XP_036673970.1|DSUZ
OG0006579	CCAP1982_LOCUS22005|CAD7013998.1|CCAP	LOC108016319|XP_016938444.1|DSUZ
OG0006580	CCAP1982_LOCUS2469|CAD6993663.1|CCAP	LOC108020817|XP_016944684.1|DSUZ
OG0006581	CCAP1982_LOCUS225|CAD6991296.1|CCAP	LOC118878054|XP_036675130.1|DSUZ
OG0006582	CCAP1982_LOCUS4643|CAD6995941.1|CCAP	LOC118877622|XP_036672935.1|DSUZ
OG0006583	CCAP1982_LOCUS1162|CAD6992294.1|CCAP	LOC108020823|XP_016944691.2|DSUZ
OG0006584	CCAP1982_LOCUS8772|CAD7000282.1|CCAP	LOC108021339|XP_016945505.1|DSUZ
OG0006586	CCAP1982_LOCUS1357|CAD6992508.1|CCAP	LOC108015509|XP_016937455.1|DSUZ
OG0006587	CCAP1982_LOCUS1358|CAD6992509.1|CCAP	LOC108015504|XP_016937450.2|DSUZ
OG0006588	CCAP1982_LOCUS3538|CAD6994808.1|CCAP	LOC108019997|XP_036673769.1|DSUZ
OG0006589	CCAP1982_LOCUS3570|CAD6994839.1|CCAP	LOC108013979|XP_036674880.1|DSUZ
OG0006590	CCAP1982_LOCUS3580|CAD6994845.1|CCAP	LOC108011071|XP_036674879.1|DSUZ
OG0006591	CCAP1982_LOCUS12523|CAD7004100.1|CCAP	LOC108013005|XP_016934080.1|DSUZ
OG0006592	CCAP1982_LOCUS3756|CAD6995026.1|CCAP	LOC108013909|XP_016935403.1|DSUZ
OG0006593	CCAP1982_LOCUS3757|CAD6995027.1|CCAP	LOC108013908|XP_016935401.2|DSUZ
OG0006595	CCAP1982_LOCUS22772|CAD7014804.1|CCAP	LOC108009927|XP_036669474.1|DSUZ
OG0006596	CCAP1982_LOCUS21922|CAD7013909.1|CCAP	LOC108018093|XP_016940986.1|DSUZ
OG0006597	CCAP1982_LOCUS11798|CAD7003338.1|CCAP	LOC108013181|XP_016934371.1|DSUZ
OG0006598	CCAP1982_LOCUS6456|CAD6997832.1|CCAP	LOC108008801|XP_016928197.1|DSUZ
OG0006599	CCAP1982_LOCUS11053|CAD7002565.1|CCAP	LOC108014098|XP_016935611.2|DSUZ
OG0006600	CCAP1982_LOCUS12381|CAD7003958.1|CCAP	LOC108005848|XP_036670631.1|DSUZ
OG0006601	CCAP1982_LOCUS11576|CAD7003113.1|CCAP	LOC108012490|XP_016933388.1|DSUZ
OG0006602	CCAP1982_LOCUS11575|CAD7003112.1|CCAP	LOC108012492|XP_016933389.1|DSUZ
OG0006603	CCAP1982_LOCUS11574|CAD7003111.1|CCAP	LOC108013453|XP_016934819.1|DSUZ
OG0006604	CCAP1982_LOCUS12340|CAD7003912.1|CCAP	LOC108014008|XP_016935507.2|DSUZ
OG0006606	CCAP1982_LOCUS14795|CAD7006478.1|CCAP	LOC108013491|XP_016934862.1|DSUZ
OG0006607	CCAP1982_LOCUS12804|CAD7004394.1|CCAP	LOC108013348|XP_016934649.1|DSUZ
OG0006608	CCAP1982_LOCUS212|CAD6991282.1|CCAP	LOC108011239|XP_016931832.2|DSUZ
OG0006609	CCAP1982_LOCUS3263|CAD6994519.1|CCAP	LOC108006072|XP_036673011.1|DSUZ
OG0006610	CCAP1982_LOCUS10927|CAD7002436.1|CCAP	LOC108014679|XP_016936335.2|DSUZ
OG0006611	CCAP1982_LOCUS10926|CAD7002435.1|CCAP	LOC108013440|XP_016934801.1|DSUZ
OG0006612	CCAP1982_LOCUS10925|CAD7002434.1|CCAP	LOC108012568|XP_016933471.1|DSUZ
OG0006613	CCAP1982_LOCUS11123|CAD7002639.1|CCAP	LOC108012489|XP_016933387.1|DSUZ
OG0006615	CCAP1982_LOCUS11114|CAD7002630.1|CCAP	LOC108013553|XP_016934954.1|DSUZ
OG0006616	CCAP1982_LOCUS11070|CAD7002583.1|CCAP	LOC108012245|XP_016933033.2|DSUZ
OG0006617	CCAP1982_LOCUS11068|CAD7002581.1|CCAP	LOC108015547|XP_016937513.2|DSUZ
OG0006618	CCAP1982_LOCUS12142|CAD7003705.1|CCAP	LOC108012943|XP_016933970.1|DSUZ
OG0006619	CCAP1982_LOCUS11406|CAD7002941.1|CCAP	LOC108013103|XP_016934240.1|DSUZ
OG0006620	CCAP1982_LOCUS11409|CAD7002944.1|CCAP	LOC108013519|XP_016934903.1|DSUZ
OG0006621	CCAP1982_LOCUS12885|CAD7004480.1|CCAP	LOC108005878|XP_016924747.1|DSUZ
OG0006622	CCAP1982_LOCUS11526|CAD7003063.1|CCAP	LOC108013299|XP_016934575.1|DSUZ
OG0006623	CCAP1982_LOCUS14775|CAD7006457.1|CCAP	LOC108013509|XP_016934885.2|DSUZ
OG0006625	CCAP1982_LOCUS21813|CAD7013792.1|CCAP	LOC108018058|XP_036670039.1|DSUZ
OG0006627	CCAP1982_LOCUS22824|CAD7014857.1|CCAP	LOC108019708|XP_016943094.1|DSUZ
OG0006628	CCAP1982_LOCUS22825|CAD7014859.1|CCAP	LOC108019706|XP_016943090.1|DSUZ
OG0006629	CCAP1982_LOCUS21787|CAD7013761.1|CCAP	LOC108009590|XP_016929551.1|DSUZ
OG0006630	CCAP1982_LOCUS21623|CAD7013567.1|CCAP	LOC108008717|XP_036669430.1|DSUZ
OG0006631	CCAP1982_LOCUS10962|CAD7002473.1|CCAP	LOC108006845|XP_016925884.1|DSUZ
OG0006632	CCAP1982_LOCUS21952|CAD7013941.1|CCAP	LOC108019725|XP_016943133.1|DSUZ
OG0006633	CCAP1982_LOCUS14728|CAD7006408.1|CCAP	LOC108013357|XP_016934664.1|DSUZ
OG0006634	CCAP1982_LOCUS7489|CAD6998943.1|CCAP	LOC108021080|XP_016945086.1|DSUZ
OG0006635	CCAP1982_LOCUS8563|CAD7000059.1|CCAP	LOC108020221|XP_016943832.1|DSUZ
OG0006637	CCAP1982_LOCUS11319|CAD7002850.1|CCAP	LOC108013289|XP_016934549.1|DSUZ
OG0006638	CCAP1982_LOCUS22003|CAD7013994.1|CCAP	LOC108009893|XP_016930101.1|DSUZ
OG0006639	CCAP1982_LOCUS21997|CAD7013988.1|CCAP	LOC108009167|XP_016928784.1|DSUZ
OG0006640	CCAP1982_LOCUS22600|CAD7014608.1|CCAP	LOC108019912|XP_016943502.1|DSUZ
OG0006641	CCAP1982_LOCUS22281|CAD7014278.1|CCAP	LOC108009380|XP_036669554.1|DSUZ
OG0006642	CCAP1982_LOCUS21367|CAD7013296.1|CCAP	LOC108009620|XP_016929597.2|DSUZ
OG0006644	CCAP1982_LOCUS13359|CAD7004982.1|CCAP	LOC108007029|XP_016926124.2|DSUZ
OG0006645	CCAP1982_LOCUS7859|CAD6999332.1|CCAP	LOC108020950|XP_016944877.1|DSUZ
OG0006647	CCAP1982_LOCUS23042|CAD7015088.1|CCAP	LOC108018119|XP_016941047.1|DSUZ
OG0006648	CCAP1982_LOCUS11612|CAD7003151.1|CCAP	LOC108012707|XP_016933624.1|DSUZ
OG0006649	CCAP1982_LOCUS22576|CAD7014577.1|CCAP	LOC108009613|XP_016929588.1|DSUZ
OG0006650	CCAP1982_LOCUS22640|CAD7014652.1|CCAP	LOC108018004|XP_016940845.1|DSUZ
OG0006651	CCAP1982_LOCUS13148|CAD7004755.1|CCAP	LOC108012969|XP_016934021.2|DSUZ
OG0006652	CCAP1982_LOCUS13149|CAD7004756.1|CCAP	LOC108014088|XP_016935596.2|DSUZ
OG0006653	CCAP1982_LOCUS13104|CAD7004711.1|CCAP	LOC108012948|XP_036670792.1|DSUZ
OG0006654	CCAP1982_LOCUS11324|CAD7002855.1|CCAP	LOC108013576|XP_016934993.1|DSUZ
OG0006655	CCAP1982_LOCUS13134|CAD7004741.1|CCAP	LOC108007138|XP_016926233.1|DSUZ
OG0006656	CCAP1982_LOCUS11743|CAD7003281.1|CCAP	LOC108005888|XP_016924766.1|DSUZ
OG0006657	CCAP1982_LOCUS22052|CAD7014046.1|CCAP	LOC108009854|XP_016930041.1|DSUZ
OG0006658	CCAP1982_LOCUS11182|CAD7002705.1|CCAP	LOC108011869|XP_036670750.1|DSUZ
OG0006659	CCAP1982_LOCUS11184|CAD7002707.1|CCAP	LOC108011870|XP_016932600.2|DSUZ
OG0006660	CCAP1982_LOCUS12555|CAD7004135.1|CCAP	LOC108012622|XP_036671612.1|DSUZ
OG0006661	CCAP1982_LOCUS12527|CAD7004104.1|CCAP	LOC108013194|XP_016934391.1|DSUZ
OG0006662	CCAP1982_LOCUS7042|CAD6998444.1|CCAP	LOC108021035|XP_016945014.1|DSUZ
OG0006663	CCAP1982_LOCUS14938|CAD7006632.1|CCAP	LOC108013408|XP_016934755.1|DSUZ
OG0006664	CCAP1982_LOCUS2839|CAD6994068.1|CCAP	LOC108020490|XP_016944309.1|DSUZ
OG0006665	CCAP1982_LOCUS14792|CAD7006474.1|CCAP, CCAP1982_LOCUS14791|CAD7006473.1|CCAP	LOC108012800|XP_016933721.1|DSUZ
OG0006666	CCAP1982_LOCUS22636|CAD7014647.1|CCAP	LOC108008591|XP_016927959.1|DSUZ
OG0006667	CCAP1982_LOCUS11261|CAD7002788.1|CCAP	LOC108012371|XP_016933215.1|DSUZ
OG0006668	CCAP1982_LOCUS7109|CAD6998521.1|CCAP	LOC108019698|XP_036670117.1|DSUZ
OG0006669	CCAP1982_LOCUS14930|CAD7006623.1|CCAP	LOC108005809|XP_036671997.1|DSUZ
OG0006671	CCAP1982_LOCUS14928|CAD7006621.1|CCAP	LOC108005874|XP_016924742.2|DSUZ
OG0006672	CCAP1982_LOCUS11196|CAD7002721.1|CCAP	LOC108012911|XP_036671851.1|DSUZ
OG0006673	CCAP1982_LOCUS13220|CAD7004831.1|CCAP	LOC108012543|XP_016936079.1|DSUZ
OG0006674	CCAP1982_LOCUS11002|CAD7002513.1|CCAP	LOC108012890|XP_016933880.1|DSUZ
OG0006675	CCAP1982_LOCUS7205|CAD6998634.1|CCAP	LOC108020027|XP_016943602.1|DSUZ
OG0006677	CCAP1982_LOCUS14896|CAD7006582.1|CCAP	LOC108012963|XP_016934005.1|DSUZ
OG0006678	CCAP1982_LOCUS13806|CAD7005446.1|CCAP	LOC108012843|XP_016933798.1|DSUZ
OG0006679	CCAP1982_LOCUS11898|CAD7003444.1|CCAP	LOC108013602|XP_016935028.1|DSUZ
OG0006680	CCAP1982_LOCUS2136|CAD6993319.1|CCAP	LOC108015456|XP_036675295.1|DSUZ
OG0006681	CCAP1982_LOCUS14917|CAD7006607.1|CCAP	LOC108005873|XP_036670742.1|DSUZ
OG0006682	CCAP1982_LOCUS14914|CAD7006604.1|CCAP	LOC108011447|XP_036671494.1|DSUZ
OG0006683	CCAP1982_LOCUS14913|CAD7006602.1|CCAP	LOC108011431|XP_036672089.1|DSUZ
OG0006684	CCAP1982_LOCUS14897|CAD7006585.1|CCAP	LOC108012962|XP_016934003.1|DSUZ
OG0006686	CCAP1982_LOCUS11873|CAD7003417.1|CCAP	LOC108013010|XP_016934086.1|DSUZ
OG0006688	CCAP1982_LOCUS12564|CAD7004144.1|CCAP	LOC108012520|XP_016933421.1|DSUZ
OG0006689	CCAP1982_LOCUS11516|CAD7003053.1|CCAP	LOC108013503|XP_016934878.1|DSUZ
OG0006690	CCAP1982_LOCUS3531|CAD6994800.1|CCAP	LOC108019990|XP_036673826.1|DSUZ, LOC118878590|XP_036677523.1|DSUZ
OG0006692	CCAP1982_LOCUS14727|CAD7006407.1|CCAP	LOC108013354|XP_016934661.1|DSUZ
OG0006693	CCAP1982_LOCUS14966|CAD7006664.1|CCAP	LOC108007161|XP_016926267.1|DSUZ
OG0006695	CCAP1982_LOCUS11878|CAD7003422.1|CCAP	LOC108012350|XP_016933191.1|DSUZ
OG0006696	CCAP1982_LOCUS9008|CAD7000530.1|CCAP	LOC108016099|XP_036677466.1|DSUZ
OG0006697	CCAP1982_LOCUS11380|CAD7002912.1|CCAP	LOC108013157|XP_016934338.1|DSUZ
OG0006698	CCAP1982_LOCUS11378|CAD7002909.1|CCAP	LOC108005641|XP_016924444.2|DSUZ
OG0006699	CCAP1982_LOCUS12611|CAD7004192.1|CCAP	LOC108007102|XP_036671478.1|DSUZ
OG0006700	CCAP1982_LOCUS14947|CAD7006642.1|CCAP	LOC108013207|XP_016934412.1|DSUZ
OG0006701	CCAP1982_LOCUS23314|CAD7015370.1|CCAP	LOC108008434|XP_016927772.1|DSUZ
OG0006702	CCAP1982_LOCUS11337|CAD7002868.1|CCAP	LOC108012856|XP_016933811.1|DSUZ
OG0006703	CCAP1982_LOCUS11941|CAD7003491.1|CCAP	LOC108006670|XP_036671758.1|DSUZ
OG0006705	CCAP1982_LOCUS7218|CAD6998650.1|CCAP	LOC108009477|XP_016929346.1|DSUZ
OG0006706	CCAP1982_LOCUS22322|CAD7014324.1|CCAP	LOC108010248|XP_016930591.1|DSUZ
OG0006707	CCAP1982_LOCUS21888|CAD7013871.1|CCAP	LOC108010016|XP_016930300.1|DSUZ
OG0006708	CCAP1982_LOCUS600|CAD6991687.1|CCAP	LOC108015004|XP_016936720.1|DSUZ
OG0006709	CCAP1982_LOCUS21316|CAD7013245.1|CCAP	LOC108005160|XP_016923824.1|DSUZ
OG0006710	CCAP1982_LOCUS14796|CAD7006479.1|CCAP	LOC108013141|XP_036670409.1|DSUZ
OG0006711	CCAP1982_LOCUS14801|CAD7006484.1|CCAP, CCAP1982_LOCUS14800|CAD7006483.1|CCAP, CCAP1982_LOCUS14799|CAD7006482.1|CCAP	LOC108012225|XP_036670408.1|DSUZ
OG0006712	CCAP1982_LOCUS11065|CAD7002577.1|CCAP	LOC108012321|XP_036671005.1|DSUZ
OG0006713	CCAP1982_LOCUS12231|CAD7003798.1|CCAP	LOC108013297|XP_016934574.1|DSUZ
OG0006714	CCAP1982_LOCUS12230|CAD7003797.1|CCAP	LOC108013295|XP_016934572.1|DSUZ
OG0006715	CCAP1982_LOCUS11732|CAD7003270.1|CCAP	LOC108013400|XP_016934743.1|DSUZ
OG0006716	CCAP1982_LOCUS8575|CAD7000077.1|CCAP	LOC108020892|XP_016944791.1|DSUZ
OG0006717	CCAP1982_LOCUS10793|CAD7002302.1|CCAP	LOC108011738|XP_016932451.2|DSUZ
OG0006718	CCAP1982_LOCUS10791|CAD7002299.1|CCAP	LOC108011759|XP_016932479.1|DSUZ
OG0006719	CCAP1982_LOCUS12921|CAD7004523.1|CCAP	LOC108006843|XP_016925882.1|DSUZ
OG0006721	CCAP1982_LOCUS11809|CAD7003350.1|CCAP	LOC108013424|XP_016934777.1|DSUZ
OG0006722	CCAP1982_LOCUS14832|CAD7006518.1|CCAP	LOC108011308|XP_036672013.1|DSUZ
OG0006723	CCAP1982_LOCUS5763|CAD6997114.1|CCAP	LOC108021388|XP_016945575.1|DSUZ
OG0006724	CCAP1982_LOCUS859|CAD6991972.1|CCAP	LOC108011496|XP_036673950.1|DSUZ
OG0006725	CCAP1982_LOCUS21249|CAD7013178.1|CCAP	LOC108011490|XP_016932128.2|DSUZ
OG0006726	CCAP1982_LOCUS4097|CAD6995379.1|CCAP	LOC108017498|XP_016940041.1|DSUZ
OG0006727	CCAP1982_LOCUS855|CAD6991968.1|CCAP	LOC108011533|XP_036673969.1|DSUZ
OG0006728	CCAP1982_LOCUS4866|CAD6996174.1|CCAP	LOC108016376|XP_016938510.2|DSUZ
OG0006729	CCAP1982_LOCUS23305|CAD7015360.1|CCAP	LOC108009253|XP_016928924.1|DSUZ
OG0006730	CCAP1982_LOCUS23307|CAD7015362.1|CCAP	LOC108009251|XP_016928922.1|DSUZ
OG0006731	CCAP1982_LOCUS13323|CAD7004944.1|CCAP	LOC108020951|XP_016944882.1|DSUZ
OG0006732	CCAP1982_LOCUS13216|CAD7004827.1|CCAP, CCAP1982_LOCUS13201|CAD7004812.1|CCAP	LOC108012615|XP_016933524.1|DSUZ
OG0006733	CCAP1982_LOCUS10803|CAD7002312.1|CCAP	LOC108012625|XP_016933536.1|DSUZ
OG0006734	CCAP1982_LOCUS10806|CAD7002315.1|CCAP	LOC108013285|XP_016934547.1|DSUZ
OG0006735	CCAP1982_LOCUS13034|CAD7004639.1|CCAP	LOC108013185|XP_016934375.1|DSUZ
OG0006736	CCAP1982_LOCUS13219|CAD7004830.1|CCAP	LOC108014462|XP_016936073.1|DSUZ
OG0006737	CCAP1982_LOCUS12179|CAD7003743.1|CCAP	LOC108004796|XP_016923337.1|DSUZ
OG0006738	CCAP1982_LOCUS12246|CAD7003813.1|CCAP	LOC108019854|XP_016943386.1|DSUZ
OG0006739	CCAP1982_LOCUS11321|CAD7002852.1|CCAP	LOC108011442|XP_016932067.1|DSUZ
OG0006740	CCAP1982_LOCUS10795|CAD7002305.1|CCAP	LOC108013276|XP_016934536.1|DSUZ
OG0006741	CCAP1982_LOCUS10794|CAD7002304.1|CCAP	LOC108013275|XP_016934534.1|DSUZ
OG0006742	CCAP1982_LOCUS4684|CAD6995974.1|CCAP	LOC108014584|XP_016936233.2|DSUZ
OG0006743	CCAP1982_LOCUS6983|CAD6998383.1|CCAP	LOC108020911|XP_016944822.1|DSUZ
OG0006744	CCAP1982_LOCUS13326|CAD7004947.1|CCAP	LOC108013430|XP_016934783.1|DSUZ
OG0006745	CCAP1982_LOCUS902|CAD6992018.1|CCAP	LOC108007373|XP_036673756.1|DSUZ
OG0006746	CCAP1982_LOCUS11201|CAD7002726.1|CCAP	LOC108013239|XP_016934465.1|DSUZ
OG0006747	CCAP1982_LOCUS13041|CAD7004646.1|CCAP	LOC108013508|XP_016934884.1|DSUZ
OG0006749	CCAP1982_LOCUS14919|CAD7006610.1|CCAP	LOC108013250|XP_016934486.1|DSUZ
OG0006752	CCAP1982_LOCUS13058|CAD7004663.1|CCAP	LOC108011842|XP_016932569.1|DSUZ
OG0006753	CCAP1982_LOCUS13065|CAD7004670.1|CCAP	LOC108011860|XP_016932589.2|DSUZ
OG0006754	CCAP1982_LOCUS12574|CAD7004154.1|CCAP	LOC108012930|XP_016933953.1|DSUZ
OG0006755	CCAP1982_LOCUS11812|CAD7003353.1|CCAP	LOC108013417|XP_016934764.1|DSUZ
OG0006756	CCAP1982_LOCUS12567|CAD7004147.1|CCAP	LOC108013580|XP_036671533.1|DSUZ
OG0006757	CCAP1982_LOCUS12568|CAD7004148.1|CCAP	LOC108012698|XP_016933615.1|DSUZ
OG0006758	CCAP1982_LOCUS13299|CAD7004916.1|CCAP	LOC108013150|XP_016934329.1|DSUZ
OG0006759	CCAP1982_LOCUS13042|CAD7004647.1|CCAP	LOC108013148|XP_016934325.1|DSUZ
OG0006760	CCAP1982_LOCUS12975|CAD7004579.1|CCAP	LOC108012304|XP_036671039.1|DSUZ
OG0006761	CCAP1982_LOCUS767|CAD6991875.1|CCAP	LOC108014356|XP_016935930.1|DSUZ
OG0006763	CCAP1982_LOCUS23418|CAD7015479.1|CCAP	LOC108018245|XP_016941261.1|DSUZ
OG0006764	CCAP1982_LOCUS19731|CAD7011644.1|CCAP	LOC108009413|XP_016929222.1|DSUZ
OG0006765	CCAP1982_LOCUS22759|CAD7014789.1|CCAP	LOC108018233|XP_016941248.1|DSUZ
OG0006766	CCAP1982_LOCUS12772|CAD7004360.1|CCAP	LOC108011046|XP_016931593.1|DSUZ
OG0006767	CCAP1982_LOCUS13073|CAD7004679.1|CCAP	LOC108013513|XP_016934894.1|DSUZ
OG0006768	CCAP1982_LOCUS13072|CAD7004678.1|CCAP	LOC108013512|XP_016934889.1|DSUZ
OG0006769	CCAP1982_LOCUS13074|CAD7004680.1|CCAP	LOC108012399|XP_016933248.1|DSUZ
OG0006770	CCAP1982_LOCUS11920|CAD7003467.1|CCAP	LOC108011416|XP_036670966.1|DSUZ
OG0006772	CCAP1982_LOCUS21652|CAD7013598.1|CCAP	LOC108009066|XP_016928567.1|DSUZ
OG0006773	CCAP1982_LOCUS12324|CAD7003894.1|CCAP	LOC108007152|XP_016926244.1|DSUZ
OG0006774	CCAP1982_LOCUS14523|CAD7006195.1|CCAP	LOC108010678|XP_016931072.2|DSUZ
OG0006775	CCAP1982_LOCUS14926|CAD7006618.1|CCAP	LOC108006821|XP_036671799.1|DSUZ
OG0006776	CCAP1982_LOCUS11503|CAD7003040.1|CCAP	LOC108011858|XP_016932587.2|DSUZ
OG0006777	CCAP1982_LOCUS11504|CAD7003041.1|CCAP	LOC118877375|XP_036671806.1|DSUZ
OG0006778	CCAP1982_LOCUS11498|CAD7003035.1|CCAP	LOC108012573|XP_016933477.2|DSUZ
OG0006779	CCAP1982_LOCUS12215|CAD7003779.1|CCAP	LOC108012814|XP_016933742.1|DSUZ
OG0006780	CCAP1982_LOCUS12379|CAD7003956.1|CCAP	LOC108005828|XP_036671246.1|DSUZ
OG0006781	CCAP1982_LOCUS11281|CAD7002811.1|CCAP	LOC108013362|XP_016934674.1|DSUZ
OG0006782	CCAP1982_LOCUS10877|CAD7002384.1|CCAP	LOC108012905|XP_016933905.1|DSUZ
OG0006783	CCAP1982_LOCUS7224|CAD6998659.1|CCAP	LOC108017934|XP_016940616.1|DSUZ
OG0006784	CCAP1982_LOCUS10883|CAD7002390.1|CCAP	LOC108020205|XP_016943806.1|DSUZ
OG0006785	CCAP1982_LOCUS7106|CAD6998518.1|CCAP	LOC108010042|XP_016930340.1|DSUZ
OG0006786	CCAP1982_LOCUS21704|CAD7013662.1|CCAP	LOC108018169|XP_016941153.1|DSUZ
OG0006787	CCAP1982_LOCUS14017|CAD7005660.1|CCAP	LOC108010708|XP_016931110.1|DSUZ
OG0006788	CCAP1982_LOCUS14016|CAD7005659.1|CCAP	LOC108010710|XP_016931114.2|DSUZ
OG0006791	CCAP1982_LOCUS10830|CAD7002344.1|CCAP	LOC108012915|XP_016933926.1|DSUZ
OG0006792	CCAP1982_LOCUS11819|CAD7003360.1|CCAP	LOC108012542|XP_016933446.1|DSUZ
OG0006793	CCAP1982_LOCUS11825|CAD7003366.1|CCAP	LOC108012493|XP_016933390.1|DSUZ
OG0006794	CCAP1982_LOCUS22771|CAD7014803.1|CCAP	LOC108018160|XP_016941125.1|DSUZ
OG0006795	CCAP1982_LOCUS11223|CAD7002749.1|CCAP	LOC108011832|XP_036671169.1|DSUZ
OG0006796	CCAP1982_LOCUS13876|CAD7005516.1|CCAP	LOC118877356|XP_036671707.1|DSUZ
OG0006797	CCAP1982_LOCUS23178|CAD7015230.1|CCAP	LOC108021397|XP_016945586.1|DSUZ
OG0006798	CCAP1982_LOCUS11086|CAD7002600.1|CCAP	LOC108012808|XP_016933735.1|DSUZ
OG0006799	CCAP1982_LOCUS11439|CAD7002976.1|CCAP	LOC108012972|XP_016934025.1|DSUZ
OG0006800	CCAP1982_LOCUS14319|CAD7005982.1|CCAP	LOC108012920|XP_016933933.1|DSUZ
OG0006802	CCAP1982_LOCUS22732|CAD7014758.1|CCAP	LOC108018116|XP_016941031.1|DSUZ
OG0006803	CCAP1982_LOCUS22731|CAD7014754.1|CCAP	LOC108008841|XP_016928235.1|DSUZ
OG0006804	CCAP1982_LOCUS12218|CAD7003782.1|CCAP	LOC108012376|XP_016933220.1|DSUZ
OG0006805	CCAP1982_LOCUS21586|CAD7013526.1|CCAP	LOC108019867|XP_016943412.1|DSUZ
OG0006806	CCAP1982_LOCUS10782|CAD7002290.1|CCAP	LOC108018834|XP_036670913.1|DSUZ
OG0006808	CCAP1982_LOCUS22812|CAD7014845.1|CCAP	LOC108008290|XP_016927590.1|DSUZ
OG0006809	CCAP1982_LOCUS11949|CAD7003499.1|CCAP	LOC108007121|XP_036670456.1|DSUZ
OG0006810	CCAP1982_LOCUS12057|CAD7003613.1|CCAP	LOC108007483|XP_036671100.1|DSUZ
OG0006811	CCAP1982_LOCUS12056|CAD7003612.1|CCAP	LOC108020310|XP_016943931.1|DSUZ
OG0006812	CCAP1982_LOCUS11262|CAD7002791.1|CCAP	LOC108013397|XP_016934739.2|DSUZ
OG0006813	CCAP1982_LOCUS21788|CAD7013763.1|CCAP	LOC108017512|XP_016940065.1|DSUZ
OG0006814	CCAP1982_LOCUS11577|CAD7003114.1|CCAP	LOC108013230|XP_016934448.1|DSUZ
OG0006815	CCAP1982_LOCUS11766|CAD7003305.1|CCAP	LOC108007183|XP_016926308.2|DSUZ
OG0006816	CCAP1982_LOCUS11759|CAD7003298.1|CCAP	LOC108007069|XP_036671033.1|DSUZ
