Orthogroup	CCAP.longest_only	AAEG.longest_only
OG0006763	CCAP1982_LOCUS23418|CAD7015479.1|CCAP	LOC5573513|XP_001660911.1|AAEG
OG0006764	CCAP1982_LOCUS19731|CAD7011644.1|CCAP	LOC5574925|XP_021697878.1|AAEG
OG0006765	CCAP1982_LOCUS22759|CAD7014789.1|CCAP	LOC5566529|XP_001650919.1|AAEG
OG0006766	CCAP1982_LOCUS12772|CAD7004360.1|CCAP	LOC5566494|XP_021697881.1|AAEG
OG0006767	CCAP1982_LOCUS13073|CAD7004679.1|CCAP	LOC5575135|XP_001655512.2|AAEG
OG0006768	CCAP1982_LOCUS13072|CAD7004678.1|CCAP	LOC5575136|XP_001655513.1|AAEG
OG0006769	CCAP1982_LOCUS13074|CAD7004680.1|CCAP	LOC5575137|XP_001655514.1|AAEG
OG0006770	CCAP1982_LOCUS11920|CAD7003467.1|CCAP	LOC5578617|XP_001657036.2|AAEG
OG0006772	CCAP1982_LOCUS21652|CAD7013598.1|CCAP	LOC5571188|XP_001653516.2|AAEG
OG0006773	CCAP1982_LOCUS12324|CAD7003894.1|CCAP	LOC5573990|XP_021697979.1|AAEG
OG0006774	CCAP1982_LOCUS14523|CAD7006195.1|CCAP	LOC5573997|XP_021698005.1|AAEG
OG0006775	CCAP1982_LOCUS14926|CAD7006618.1|CCAP	LOC5573999|XP_001661086.1|AAEG
OG0006776	CCAP1982_LOCUS11503|CAD7003040.1|CCAP	LOC5568730|XP_001658110.2|AAEG
OG0006777	CCAP1982_LOCUS11504|CAD7003041.1|CCAP	LOC5574003|XP_001661090.1|AAEG
OG0006778	CCAP1982_LOCUS11498|CAD7003035.1|CCAP	LOC5574004|XP_021698010.1|AAEG
OG0006779	CCAP1982_LOCUS12215|CAD7003779.1|CCAP	LOC5574358|XP_021698013.1|AAEG
OG0006780	CCAP1982_LOCUS12379|CAD7003956.1|CCAP	LOC5568735|XP_021698016.1|AAEG
OG0006781	CCAP1982_LOCUS11281|CAD7002811.1|CCAP	LOC5568743|XP_021698045.1|AAEG
OG0006782	CCAP1982_LOCUS10877|CAD7002384.1|CCAP	LOC5568748|XP_001658129.2|AAEG
OG0006783	CCAP1982_LOCUS7224|CAD6998659.1|CCAP	LOC5566824|XP_021698068.1|AAEG
OG0006784	CCAP1982_LOCUS10883|CAD7002390.1|CCAP	LOC5569157|XP_021698137.1|AAEG
OG0006785	CCAP1982_LOCUS7106|CAD6998518.1|CCAP	LOC5572098|XP_021698148.1|AAEG
OG0006786	CCAP1982_LOCUS21704|CAD7013662.1|CCAP	LOC5569163|XP_021698171.1|AAEG
OG0006787	CCAP1982_LOCUS14017|CAD7005660.1|CCAP	LOC5574864|XP_021698278.1|AAEG
OG0006788	CCAP1982_LOCUS14016|CAD7005659.1|CCAP	LOC5574863|XP_001661687.2|AAEG
OG0006791	CCAP1982_LOCUS10830|CAD7002344.1|CCAP	LOC5565671|XP_001650026.1|AAEG
OG0006792	CCAP1982_LOCUS11819|CAD7003360.1|CCAP	LOC5574453|XP_001661470.1|AAEG
OG0006793	CCAP1982_LOCUS11825|CAD7003366.1|CCAP	LOC5564220|XP_001648568.2|AAEG
OG0006794	CCAP1982_LOCUS22771|CAD7014803.1|CCAP	LOC5564228|XP_001648564.1|AAEG
OG0006795	CCAP1982_LOCUS11223|CAD7002749.1|CCAP	LOC5564217|XP_001648559.2|AAEG
OG0006796	CCAP1982_LOCUS13876|CAD7005516.1|CCAP	LOC5564317|XP_001648653.1|AAEG
OG0006797	CCAP1982_LOCUS23178|CAD7015230.1|CCAP	LOC5564300|XP_001648651.1|AAEG
OG0006798	CCAP1982_LOCUS11086|CAD7002600.1|CCAP	LOC5569020|XP_001658276.1|AAEG
OG0006799	CCAP1982_LOCUS11439|CAD7002976.1|CCAP	LOC5574158|XP_021698429.1|AAEG
OG0006800	CCAP1982_LOCUS14319|CAD7005982.1|CCAP	LOC5569603|XP_001652883.2|AAEG
OG0006802	CCAP1982_LOCUS22732|CAD7014758.1|CCAP	LOC5570796|XP_021698590.1|AAEG
OG0006803	CCAP1982_LOCUS22731|CAD7014754.1|CCAP	LOC5570783|XP_001653286.2|AAEG
OG0006804	CCAP1982_LOCUS12218|CAD7003782.1|CCAP	LOC5570793|XP_021698604.1|AAEG
OG0006805	CCAP1982_LOCUS21586|CAD7013526.1|CCAP	LOC5570791|XP_021698606.1|AAEG
OG0006806	CCAP1982_LOCUS10782|CAD7002290.1|CCAP	LOC5579155|XP_021698640.1|AAEG
OG0006808	CCAP1982_LOCUS22812|CAD7014845.1|CCAP	LOC5572534|XP_001654061.2|AAEG
OG0006809	CCAP1982_LOCUS11949|CAD7003499.1|CCAP	LOC5572289|XP_001653975.2|AAEG
OG0006810	CCAP1982_LOCUS12057|CAD7003613.1|CCAP	LOC5572287|XP_001653972.2|AAEG
OG0006811	CCAP1982_LOCUS12056|CAD7003612.1|CCAP	LOC5572286|XP_001653971.2|AAEG
OG0006812	CCAP1982_LOCUS11262|CAD7002791.1|CCAP	LOC23687584|XP_021698727.1|AAEG
OG0006813	CCAP1982_LOCUS21788|CAD7013763.1|CCAP	LOC5572277|XP_021698748.1|AAEG
OG0006814	CCAP1982_LOCUS11577|CAD7003114.1|CCAP	LOC5572195|XP_001653862.1|AAEG
OG0006815	CCAP1982_LOCUS11766|CAD7003305.1|CCAP	LOC5564563|XP_021698821.1|AAEG
OG0006816	CCAP1982_LOCUS11759|CAD7003298.1|CCAP	LOC5571886|XP_021698823.1|AAEG
OG0006817	CCAP1982_LOCUS11401|CAD7002935.1|CCAP	LOC5566090|XP_001650458.2|AAEG
OG0006820	CCAP1982_LOCUS11817|CAD7003358.1|CCAP	LOC5574348|XP_021698908.1|AAEG
OG0006822	CCAP1982_LOCUS7185|CAD6998610.1|CCAP	LOC5577977|XP_021698914.1|AAEG
OG0006823	CCAP1982_LOCUS12185|CAD7003749.1|CCAP	LOC5574338|XP_001661371.1|AAEG
OG0006825	CCAP1982_LOCUS12860|CAD7004454.1|CCAP, CCAP1982_LOCUS12847|CAD7004441.1|CCAP	LOC5577266|XP_021698973.1|AAEG
OG0006826	CCAP1982_LOCUS11999|CAD7003551.1|CCAP	LOC5577270|XP_021698987.1|AAEG
OG0006827	CCAP1982_LOCUS4679|CAD6995969.1|CCAP	LOC5573289|XP_021699051.1|AAEG
OG0006828	CCAP1982_LOCUS6487|CAD6997867.1|CCAP	LOC5573299|XP_021699066.1|AAEG
OG0006830	CCAP1982_LOCUS14923|CAD7006615.1|CCAP	LOC5577292|XP_021699169.1|AAEG
OG0006831	CCAP1982_LOCUS11877|CAD7003421.1|CCAP	LOC5572503|XP_001660443.2|AAEG
OG0006832	CCAP1982_LOCUS11240|CAD7002768.1|CCAP	LOC5577144|XP_021699221.1|AAEG
OG0006833	CCAP1982_LOCUS13013|CAD7004618.1|CCAP	LOC5577147|XP_021699228.1|AAEG
OG0006835	CCAP1982_LOCUS12992|CAD7004597.1|CCAP	LOC5573011|XP_021699250.1|AAEG
OG0006836	CCAP1982_LOCUS13163|CAD7004773.1|CCAP	LOC5573010|XP_001654338.2|AAEG
OG0006837	CCAP1982_LOCUS12319|CAD7003889.1|CCAP	LOC5573001|XP_001654328.1|AAEG
OG0006838	CCAP1982_LOCUS12084|CAD7003645.1|CCAP	LOC5574542|XP_021699261.1|AAEG
OG0006839	CCAP1982_LOCUS12316|CAD7003886.1|CCAP	LOC5574541|XP_021699268.1|AAEG
OG0006840	CCAP1982_LOCUS13320|CAD7004940.1|CCAP	LOC5578845|XP_021699292.1|AAEG
OG0006841	CCAP1982_LOCUS12909|CAD7004510.1|CCAP	LOC5578859|XP_021699353.1|AAEG
OG0006842	CCAP1982_LOCUS12429|CAD7004006.1|CCAP	LOC5571041|XP_021699362.1|AAEG
OG0006844	CCAP1982_LOCUS3657|CAD6994924.1|CCAP	LOC5578061|XP_001663683.2|AAEG
OG0006845	CCAP1982_LOCUS11172|CAD7002695.1|CCAP	LOC5570325|XP_001653153.1|AAEG
OG0006846	CCAP1982_LOCUS11858|CAD7003402.1|CCAP	LOC5570323|XP_021699516.1|AAEG
OG0006847	CCAP1982_LOCUS11863|CAD7003407.1|CCAP	LOC5578493|XP_021699519.1|AAEG
OG0006848	CCAP1982_LOCUS21649|CAD7013594.1|CCAP	LOC5570720|XP_001659313.2|AAEG
OG0006849	CCAP1982_LOCUS11226|CAD7002752.1|CCAP	LOC5576986|XP_001663087.2|AAEG
OG0006850	CCAP1982_LOCUS11227|CAD7002753.1|CCAP	LOC5576985|XP_001663086.2|AAEG
OG0006851	CCAP1982_LOCUS11230|CAD7002756.1|CCAP	LOC5576984|XP_021699580.1|AAEG
OG0006852	CCAP1982_LOCUS21610|CAD7013551.1|CCAP	LOC5570872|XP_001659378.1|AAEG
OG0006853	CCAP1982_LOCUS11843|CAD7003384.1|CCAP	LOC5569275|XP_021699681.1|AAEG
OG0006854	CCAP1982_LOCUS22284|CAD7014281.1|CCAP	LOC5578326|XP_021699692.1|AAEG
OG0006855	CCAP1982_LOCUS10776|CAD7002281.1|CCAP	LOC5575625|XP_021699709.1|AAEG
OG0006856	CCAP1982_LOCUS22764|CAD7014795.1|CCAP	LOC5573556|XP_021699711.1|AAEG
OG0006857	CCAP1982_LOCUS21319|CAD7013248.1|CCAP, CCAP1982_LOCUS21318|CAD7013247.1|CCAP, CCAP1982_LOCUS21317|CAD7013246.1|CCAP	LOC110676379|XP_021699724.1|AAEG
OG0006858	CCAP1982_LOCUS10960|CAD7002471.1|CCAP	LOC5576383|XP_021699727.1|AAEG
OG0006859	CCAP1982_LOCUS22323|CAD7014325.1|CCAP	LOC5569576|XP_001658637.2|AAEG
OG0006861	CCAP1982_LOCUS21574|CAD7013514.1|CCAP	LOC5567692|XP_021699794.1|AAEG
OG0006862	CCAP1982_LOCUS10905|CAD7002413.1|CCAP	LOC5565716|XP_001650075.2|AAEG
OG0006864	CCAP1982_LOCUS23199|CAD7015250.1|CCAP	LOC5574635|XP_001661553.2|AAEG, LOC110680643|XP_021712129.1|AAEG
OG0006865	CCAP1982_LOCUS3034|CAD6994273.1|CCAP	LOC5574632|XP_021699894.1|AAEG, LOC110680516|XP_021712003.1|AAEG
OG0006866	CCAP1982_LOCUS22599|CAD7014606.1|CCAP	LOC5574641|XP_001661556.2|AAEG
OG0006867	CCAP1982_LOCUS22612|CAD7014621.1|CCAP	LOC110676410|XP_021699895.1|AAEG
OG0006868	CCAP1982_LOCUS22611|CAD7014620.1|CCAP, CCAP1982_LOCUS22610|CAD7014619.1|CCAP	LOC5574640|XP_021699897.1|AAEG
OG0006869	CCAP1982_LOCUS21592|CAD7013533.1|CCAP	LOC5574645|XP_021699909.1|AAEG
OG0006870	CCAP1982_LOCUS23310|CAD7015365.1|CCAP, CCAP1982_LOCUS23311|CAD7015366.1|CCAP	LOC5572042|XP_001660147.3|AAEG
OG0006871	CCAP1982_LOCUS22386|CAD7014392.1|CCAP	LOC5572050|XP_001660156.2|AAEG
OG0006872	CCAP1982_LOCUS21203|CAD7013131.1|CCAP	LOC110676417|XP_021699960.1|AAEG
OG0006873	CCAP1982_LOCUS22163|CAD7014157.1|CCAP	LOC5564188|XP_021699967.1|AAEG
OG0006874	CCAP1982_LOCUS5573|CAD6996900.1|CCAP	LOC5574548|XP_001661497.1|AAEG
OG0006875	CCAP1982_LOCUS8282|CAD6999759.1|CCAP	LOC5574376|XP_021700082.1|AAEG
OG0006876	CCAP1982_LOCUS20496|CAD7012409.1|CCAP	LOC5574374|XP_021700091.1|AAEG
OG0006877	CCAP1982_LOCUS21126|CAD7013044.1|CCAP	LOC23687406|XP_021700101.1|AAEG
OG0006878	CCAP1982_LOCUS5602|CAD6996932.1|CCAP	LOC5574390|XP_001661408.2|AAEG
OG0006879	CCAP1982_LOCUS21394|CAD7013324.1|CCAP	LOC5575906|XP_021700113.1|AAEG
OG0006880	CCAP1982_LOCUS6974|CAD6998374.1|CCAP	LOC5575901|XP_001662278.1|AAEG
OG0006881	CCAP1982_LOCUS5325|CAD6996641.1|CCAP	LOC5574362|XP_001661395.3|AAEG
OG0006882	CCAP1982_LOCUS23304|CAD7015359.1|CCAP	LOC5571154|XP_001653470.1|AAEG
OG0006883	CCAP1982_LOCUS6145|CAD6997506.1|CCAP	LOC5575437|XP_021700362.1|AAEG
OG0006884	CCAP1982_LOCUS5398|CAD6996715.1|CCAP	LOC5575441|XP_021700369.1|AAEG
OG0006885	CCAP1982_LOCUS7946|CAD6999421.1|CCAP	LOC5575449|XP_021700372.1|AAEG
OG0006886	CCAP1982_LOCUS4026|CAD6995307.1|CCAP	LOC5578152|XP_001663724.2|AAEG
OG0006888	CCAP1982_LOCUS5625|CAD6996958.1|CCAP	LOC5578155|XP_021700401.1|AAEG
OG0006890	CCAP1982_LOCUS7413|CAD6998865.1|CCAP	LOC5571936|XP_001660046.2|AAEG
OG0006891	CCAP1982_LOCUS7414|CAD6998866.1|CCAP	LOC5571942|XP_021700428.1|AAEG
OG0006892	CCAP1982_LOCUS8684|CAD7000191.1|CCAP	LOC5571945|XP_001660049.1|AAEG
OG0006893	CCAP1982_LOCUS8688|CAD7000195.1|CCAP	LOC5571947|XP_001660051.2|AAEG
OG0006894	CCAP1982_LOCUS8689|CAD7000196.1|CCAP	LOC5571949|XP_021700441.1|AAEG
OG0006896	CCAP1982_LOCUS6215|CAD6997576.1|CCAP	LOC5569507|XP_021700485.1|AAEG
OG0006897	CCAP1982_LOCUS7852|CAD6999325.1|CCAP	LOC5569512|XP_021700487.1|AAEG
OG0006898	CCAP1982_LOCUS7032|CAD6998432.1|CCAP	LOC5568223|XP_001652155.2|AAEG
OG0006899	CCAP1982_LOCUS6975|CAD6998375.1|CCAP	LOC5580327|XP_001663279.1|AAEG
OG0006900	CCAP1982_LOCUS7278|CAD6998721.1|CCAP	LOC5569011|XP_001652665.1|AAEG
OG0006901	CCAP1982_LOCUS8472|CAD6999965.1|CCAP	LOC5564161|XP_001648490.1|AAEG
OG0006903	CCAP1982_LOCUS2497|CAD6993691.1|CCAP	LOC5566449|XP_001650817.2|AAEG
OG0006905	CCAP1982_LOCUS7299|CAD6998744.1|CCAP	LOC5565680|XP_001650055.2|AAEG
OG0006906	CCAP1982_LOCUS7285|CAD6998730.1|CCAP	LOC5570925|XP_001653405.2|AAEG
OG0006907	CCAP1982_LOCUS8331|CAD6999819.1|CCAP	LOC5570922|XP_021700604.1|AAEG
OG0006908	CCAP1982_LOCUS5438|CAD6996759.1|CCAP	LOC5570916|XP_001653395.1|AAEG
OG0006909	CCAP1982_LOCUS5631|CAD6996965.1|CCAP	LOC5570914|XP_001653393.1|AAEG
OG0006910	CCAP1982_LOCUS5520|CAD6996844.1|CCAP	LOC5570913|XP_021700629.1|AAEG
OG0006911	CCAP1982_LOCUS9322|CAD7000848.1|CCAP	LOC5574739|XP_021700699.1|AAEG
OG0006912	CCAP1982_LOCUS5534|CAD6996858.1|CCAP	LOC5571728|XP_021700724.1|AAEG
OG0006913	CCAP1982_LOCUS7868|CAD6999341.1|CCAP	LOC5571738|XP_021700728.1|AAEG
OG0006914	CCAP1982_LOCUS13879|CAD7005519.1|CCAP	LOC5571737|XP_021700731.1|AAEG
OG0006915	CCAP1982_LOCUS12890|CAD7004486.1|CCAP	LOC5571734|XP_021700733.1|AAEG
OG0006916	CCAP1982_LOCUS6608|CAD6997992.1|CCAP	LOC5571740|XP_021700738.1|AAEG
OG0006917	CCAP1982_LOCUS6276|CAD6997643.1|CCAP	LOC5571433|XP_021700741.1|AAEG
OG0006918	CCAP1982_LOCUS6219|CAD6997580.1|CCAP	LOC5571429|XP_001659681.1|AAEG
OG0006921	CCAP1982_LOCUS8766|CAD7000276.1|CCAP	LOC5569682|XP_021700789.1|AAEG
OG0006922	CCAP1982_LOCUS5501|CAD6996828.1|CCAP, CCAP1982_LOCUS5502|CAD6996829.1|CCAP	LOC5570429|XP_001659136.1|AAEG
OG0006923	CCAP1982_LOCUS8722|CAD7000230.1|CCAP	LOC5570430|XP_021700795.1|AAEG
OG0006924	CCAP1982_LOCUS5568|CAD6996895.1|CCAP	LOC5572672|XP_001654138.1|AAEG
OG0006925	CCAP1982_LOCUS2530|CAD6993732.1|CCAP	LOC5572641|XP_021700802.1|AAEG
OG0006926	CCAP1982_LOCUS8948|CAD7000471.1|CCAP	LOC5572653|XP_001654153.2|AAEG
OG0006927	CCAP1982_LOCUS8942|CAD7000465.1|CCAP	LOC5572654|XP_021700823.1|AAEG
OG0006928	CCAP1982_LOCUS8939|CAD7000462.1|CCAP	LOC5572656|XP_021700826.1|AAEG
OG0006929	CCAP1982_LOCUS8843|CAD7000361.1|CCAP	LOC5574315|XP_001655092.2|AAEG
OG0006930	CCAP1982_LOCUS8846|CAD7000366.1|CCAP	LOC5579442|XP_021700855.1|AAEG
OG0006932	CCAP1982_LOCUS5658|CAD6996997.1|CCAP	LOC5565777|XP_001650136.1|AAEG
OG0006933	CCAP1982_LOCUS5646|CAD6996984.1|CCAP	LOC5565757|XP_021700902.1|AAEG
OG0006934	CCAP1982_LOCUS4601|CAD6995900.1|CCAP	LOC5564835|XP_021700940.1|AAEG
OG0006935	CCAP1982_LOCUS6277|CAD6997644.1|CCAP	LOC5565351|XP_001649746.1|AAEG
OG0006936	CCAP1982_LOCUS8400|CAD6999890.1|CCAP	LOC5569176|XP_021701029.1|AAEG
OG0006937	CCAP1982_LOCUS5709|CAD6997055.1|CCAP	LOC5569180|XP_001652760.1|AAEG
OG0006938	CCAP1982_LOCUS5742|CAD6997089.1|CCAP	LOC5569181|XP_011493383.1|AAEG
OG0006939	CCAP1982_LOCUS21452|CAD7013387.1|CCAP	LOC5569183|XP_001652766.1|AAEG
OG0006940	CCAP1982_LOCUS8047|CAD6999523.1|CCAP	LOC5564492|XP_001648832.1|AAEG
OG0006941	CCAP1982_LOCUS7072|CAD6998478.1|CCAP	LOC5566991|XP_021701107.1|AAEG
OG0006942	CCAP1982_LOCUS22668|CAD7014684.1|CCAP	LOC5566521|XP_021701142.1|AAEG
OG0006943	CCAP1982_LOCUS8610|CAD7000115.1|CCAP, CCAP1982_LOCUS8608|CAD7000113.1|CCAP	LOC5571666|XP_001653753.2|AAEG
OG0006944	CCAP1982_LOCUS8104|CAD6999579.1|CCAP	LOC5571664|XP_021701188.1|AAEG
OG0006945	CCAP1982_LOCUS6725|CAD6998111.1|CCAP	LOC5571661|XP_021701189.1|AAEG
OG0006946	CCAP1982_LOCUS1984|CAD6993158.1|CCAP	LOC5571642|XP_001653737.2|AAEG
OG0006947	CCAP1982_LOCUS5689|CAD6997030.1|CCAP	LOC5571643|XP_001653736.1|AAEG
OG0006948	CCAP1982_LOCUS5700|CAD6997043.1|CCAP	LOC5571647|XP_001653732.1|AAEG
OG0006949	CCAP1982_LOCUS7007|CAD6998407.1|CCAP	LOC5575675|XP_001655804.1|AAEG
OG0006950	CCAP1982_LOCUS5453|CAD6996778.1|CCAP	LOC5573845|XP_001654882.1|AAEG
OG0006951	CCAP1982_LOCUS5401|CAD6996721.1|CCAP	LOC23687432|XP_021701306.1|AAEG
OG0006952	CCAP1982_LOCUS2929|CAD6994163.1|CCAP	LOC5573803|XP_001661053.1|AAEG
OG0006953	CCAP1982_LOCUS11447|CAD7002984.1|CCAP	LOC5568799|XP_001658164.1|AAEG
OG0006954	CCAP1982_LOCUS8264|CAD6999738.1|CCAP	LOC5568801|XP_001658166.2|AAEG
OG0006955	CCAP1982_LOCUS3183|CAD6994432.1|CCAP	LOC5568807|XP_001658168.2|AAEG
OG0006956	CCAP1982_LOCUS7877|CAD6999350.1|CCAP	LOC5568815|XP_001658181.2|AAEG
OG0006957	CCAP1982_LOCUS5533|CAD6996857.1|CCAP	LOC5568816|XP_021701325.1|AAEG
OG0006958	CCAP1982_LOCUS21120|CAD7013036.1|CCAP	LOC5568817|XP_001658183.2|AAEG
OG0006959	CCAP1982_LOCUS14815|CAD7006498.1|CCAP	LOC5568819|XP_001658185.1|AAEG
OG0006960	CCAP1982_LOCUS5523|CAD6996847.1|CCAP	LOC5568823|XP_021701338.1|AAEG, LOC110681238|XP_021712699.1|AAEG
OG0006961	CCAP1982_LOCUS7652|CAD6999107.1|CCAP	LOC5568830|XP_021701344.1|AAEG
OG0006962	CCAP1982_LOCUS6387|CAD6997756.1|CCAP	LOC5564978|XP_001649330.2|AAEG
OG0006964	CCAP1982_LOCUS5407|CAD6996727.1|CCAP	LOC5577475|XP_001656501.2|AAEG
OG0006965	CCAP1982_LOCUS8795|CAD7000309.1|CCAP	LOC5578795|XP_001657167.2|AAEG
OG0006966	CCAP1982_LOCUS6898|CAD6998289.1|CCAP	LOC5578794|XP_001657165.1|AAEG
OG0006967	CCAP1982_LOCUS21717|CAD7013674.1|CCAP	LOC5578793|XP_001657164.2|AAEG
OG0006968	CCAP1982_LOCUS21444|CAD7013379.1|CCAP	LOC5578768|XP_021701446.1|AAEG
OG0006969	CCAP1982_LOCUS11003|CAD7002514.1|CCAP	LOC5578753|XP_001657121.1|AAEG
OG0006970	CCAP1982_LOCUS2702|CAD6993910.1|CCAP	LOC5570954|XP_021701486.1|AAEG
OG0006971	CCAP1982_LOCUS7040|CAD6998441.1|CCAP	LOC5576430|XP_001662635.1|AAEG
OG0006972	CCAP1982_LOCUS5634|CAD6996968.1|CCAP	LOC5576427|XP_001662630.2|AAEG
OG0006973	CCAP1982_LOCUS6676|CAD6998062.1|CCAP	LOC5577727|XP_021697246.1|AAEG
OG0006975	CCAP1982_LOCUS8458|CAD6999950.1|CCAP	LOC5568241|XP_001657933.2|AAEG
OG0006976	CCAP1982_LOCUS7752|CAD6999218.1|CCAP	LOC5570636|XP_021701628.1|AAEG
OG0006979	CCAP1982_LOCUS6941|CAD6998337.1|CCAP	LOC5577127|XP_021701683.1|AAEG
OG0006980	CCAP1982_LOCUS5413|CAD6996733.1|CCAP	LOC5576862|XP_001662958.1|AAEG
OG0006981	CCAP1982_LOCUS6234|CAD6997598.1|CCAP, CCAP1982_LOCUS9740|CAD7001242.1|CCAP	LOC5577187|XP_021701706.1|AAEG
OG0006982	CCAP1982_LOCUS7781|CAD6999250.1|CCAP	LOC5577184|XP_021701707.1|AAEG
OG0006983	CCAP1982_LOCUS6675|CAD6998061.1|CCAP	LOC5577190|XP_021701711.1|AAEG
OG0006984	CCAP1982_LOCUS8106|CAD6999582.1|CCAP	LOC23687802|XP_021701713.1|AAEG
OG0006985	CCAP1982_LOCUS8029|CAD6999505.1|CCAP	LOC5574881|XP_021701718.1|AAEG
OG0006986	CCAP1982_LOCUS7055|CAD6998458.1|CCAP	LOC5574879|XP_001661689.1|AAEG
OG0006987	CCAP1982_LOCUS22644|CAD7014656.1|CCAP	LOC5565864|XP_001650230.1|AAEG
OG0006988	CCAP1982_LOCUS8265|CAD6999739.1|CCAP	LOC5564530|XP_021701754.1|AAEG
OG0006989	CCAP1982_LOCUS7610|CAD6999064.1|CCAP	LOC5568486|XP_001658071.1|AAEG
OG0006991	CCAP1982_LOCUS5132|CAD6996463.1|CCAP	LOC5573091|XP_001654405.1|AAEG
OG0006992	CCAP1982_LOCUS7789|CAD6999259.1|CCAP	LOC5564482|XP_021701933.1|AAEG
OG0006993	CCAP1982_LOCUS7044|CAD6998446.1|CCAP, CCAP1982_LOCUS7045|CAD6998447.1|CCAP	LOC5579471|XP_021702015.1|AAEG
OG0006994	CCAP1982_LOCUS8388|CAD6999879.1|CCAP	LOC5563793|XP_021702026.1|AAEG
OG0006995	CCAP1982_LOCUS5690|CAD6997031.1|CCAP	LOC5563857|XP_001648171.2|AAEG
OG0006996	CCAP1982_LOCUS6107|CAD6997464.1|CCAP	LOC5575714|XP_001662161.1|AAEG
OG0006997	CCAP1982_LOCUS22555|CAD7014554.1|CCAP	LOC5572015|XP_021702111.1|AAEG
OG0006998	CCAP1982_LOCUS8778|CAD7000288.1|CCAP	LOC5567716|XP_001657637.2|AAEG
OG0006999	CCAP1982_LOCUS23139|CAD7015188.1|CCAP	LOC5567313|XP_001651748.1|AAEG
OG0007000	CCAP1982_LOCUS7504|CAD6998957.1|CCAP	LOC5576503|XP_001662695.1|AAEG
OG0007002	CCAP1982_LOCUS5776|CAD6997131.1|CCAP	LOC5575182|XP_021702262.1|AAEG
OG0007003	CCAP1982_LOCUS21089|CAD7012999.1|CCAP	LOC5575180|XP_001655561.2|AAEG
OG0007004	CCAP1982_LOCUS8615|CAD7000122.1|CCAP	LOC5575159|XP_021702294.1|AAEG
OG0007005	CCAP1982_LOCUS7656|CAD6999111.1|CCAP	LOC5575158|XP_021702298.1|AAEG
OG0007006	CCAP1982_LOCUS5395|CAD6996712.1|CCAP	LOC5566374|XP_021702362.1|AAEG
OG0007007	CCAP1982_LOCUS5618|CAD6996950.1|CCAP	LOC5566398|XP_001650762.1|AAEG
OG0007008	CCAP1982_LOCUS8437|CAD6999924.1|CCAP	LOC5577300|XP_021702408.1|AAEG, LOC5577302|XP_001663337.2|AAEG
OG0007009	CCAP1982_LOCUS5645|CAD6996983.1|CCAP	LOC5572433|XP_001660372.1|AAEG, LOC110676916|XP_021702418.1|AAEG
OG0007010	CCAP1982_LOCUS8665|CAD7000173.1|CCAP	LOC5572440|XP_021702437.1|AAEG
OG0007011	CCAP1982_LOCUS6463|CAD6997839.1|CCAP	LOC5572447|XP_001660391.1|AAEG
OG0007012	CCAP1982_LOCUS7841|CAD6999314.1|CCAP	LOC5572451|XP_021702453.1|AAEG
OG0007015	CCAP1982_LOCUS5400|CAD6996719.1|CCAP	LOC5565307|XP_001649665.2|AAEG
OG0007016	CCAP1982_LOCUS5545|CAD6996872.1|CCAP	LOC5565300|XP_021702509.1|AAEG
OG0007019	CCAP1982_LOCUS6166|CAD6997527.1|CCAP	LOC5576032|XP_021702615.1|AAEG
OG0007020	CCAP1982_LOCUS9090|CAD7000616.1|CCAP, CCAP1982_LOCUS9091|CAD7000617.1|CCAP	LOC5564911|XP_021702621.1|AAEG
OG0007021	CCAP1982_LOCUS7488|CAD6998942.1|CCAP	LOC5572798|XP_001654198.2|AAEG, LOC110680664|XP_021712147.1|AAEG
OG0007022	CCAP1982_LOCUS8723|CAD7000231.1|CCAP	LOC5572816|XP_021702701.1|AAEG
OG0007023	CCAP1982_LOCUS13964|CAD7005605.1|CCAP	LOC23687450|XP_011493524.1|AAEG
OG0007024	CCAP1982_LOCUS650|CAD6991738.1|CCAP	LOC5572828|XP_001654224.2|AAEG
OG0007026	CCAP1982_LOCUS6944|CAD6998342.1|CCAP	LOC5570696|XP_021702721.1|AAEG
OG0007027	CCAP1982_LOCUS7358|CAD6998809.1|CCAP	LOC5572901|XP_021702739.1|AAEG
OG0007028	CCAP1982_LOCUS7384|CAD6998835.1|CCAP	LOC5572902|XP_021702740.1|AAEG
OG0007029	CCAP1982_LOCUS8603|CAD7000105.1|CCAP	LOC5568614|XP_021702769.1|AAEG
OG0007031	CCAP1982_LOCUS5857|CAD6997222.1|CCAP, CCAP1982_LOCUS5866|CAD6997232.1|CCAP	LOC5568611|XP_021702789.1|AAEG
OG0007032	CCAP1982_LOCUS21398|CAD7013329.1|CCAP	LOC5577539|XP_021702804.1|AAEG
OG0007033	CCAP1982_LOCUS6554|CAD6997936.1|CCAP	LOC5577537|XP_001656550.2|AAEG
OG0007034	CCAP1982_LOCUS8181|CAD6999651.1|CCAP	LOC5564020|XP_001648342.1|AAEG
OG0007035	CCAP1982_LOCUS23410|CAD7015470.1|CCAP	LOC5564021|XP_001648343.1|AAEG
OG0007037	CCAP1982_LOCUS3270|CAD6994526.1|CCAP	LOC5564024|XP_001648346.1|AAEG
OG0007038	CCAP1982_LOCUS7155|CAD6998576.1|CCAP	LOC5566784|XP_021702855.1|AAEG
