Orthogroup	CCAP.longest_only	DALB.longest_only
OG0007803	CCAP1982_LOCUS3000|CAD6994238.1|CCAP	LOC117573433|XP_034112539.1|DALB
OG0007808	CCAP1982_LOCUS3479|CAD6994746.1|CCAP	LOC117575408|XP_034115478.1|DALB
OG0007811	CCAP1982_LOCUS3656|CAD6994923.1|CCAP	LOC117575646|XP_034115818.1|DALB
OG0007813	CCAP1982_LOCUS2961|CAD6994197.1|CCAP	LOC117574130|XP_034113679.1|DALB
OG0007816	CCAP1982_LOCUS2858|CAD6994089.1|CCAP	LOC117571504|XP_034109563.1|DALB
OG0007817	CCAP1982_LOCUS2855|CAD6994086.1|CCAP	LOC117574707|XP_034114511.1|DALB
OG0007820	CCAP1982_LOCUS2250|CAD6993437.1|CCAP	LOC117576531|XP_034117245.1|DALB
OG0007821	CCAP1982_LOCUS1080|CAD6992209.1|CCAP	LOC117574857|XP_034114764.1|DALB
OG0007822	CCAP1982_LOCUS1081|CAD6992210.1|CCAP	LOC117574856|XP_034114763.1|DALB
OG0007823	CCAP1982_LOCUS1083|CAD6992213.1|CCAP	LOC117575874|XP_034116195.1|DALB
OG0007824	CCAP1982_LOCUS1414|CAD6992569.1|CCAP	LOC117574870|XP_034114779.1|DALB
OG0007825	CCAP1982_LOCUS3989|CAD6995268.1|CCAP	LOC117573951|XP_034113368.1|DALB
OG0007826	CCAP1982_LOCUS1911|CAD6993081.1|CCAP	LOC117575864|XP_034116176.1|DALB
OG0007828	CCAP1982_LOCUS14905|CAD7006594.1|CCAP	LOC117567192|XP_034102912.1|DALB
OG0007830	CCAP1982_LOCUS1152|CAD6992284.1|CCAP	LOC117575467|XP_034115573.1|DALB
OG0007835	CCAP1982_LOCUS3471|CAD6994738.1|CCAP	LOC117574325|XP_034114026.1|DALB
OG0007836	CCAP1982_LOCUS1279|CAD6992415.1|CCAP	LOC117575895|XP_034116229.1|DALB
OG0007838	CCAP1982_LOCUS2060|CAD6993243.1|CCAP	LOC117574749|XP_034114580.1|DALB
OG0007840	CCAP1982_LOCUS1667|CAD6992830.1|CCAP	LOC117576769|XP_034117711.1|DALB
OG0007842	CCAP1982_LOCUS2723|CAD6993937.1|CCAP	LOC117573652|XP_034112866.1|DALB
OG0007843	CCAP1982_LOCUS2722|CAD6993935.1|CCAP	LOC117573577|XP_034112756.1|DALB
OG0007844	CCAP1982_LOCUS22686|CAD7014704.1|CCAP	LOC117571283|XP_034109237.1|DALB
OG0007845	CCAP1982_LOCUS2347|CAD6993535.1|CCAP	LOC117574771|XP_034114606.1|DALB
OG0007847	CCAP1982_LOCUS2685|CAD6993892.1|CCAP	LOC117576518|XP_034117218.1|DALB
OG0007848	CCAP1982_LOCUS2692|CAD6993899.1|CCAP	LOC117573480|XP_034112598.1|DALB
OG0007849	CCAP1982_LOCUS1593|CAD6992750.1|CCAP	LOC117573794|XP_034113093.1|DALB
OG0007850	CCAP1982_LOCUS1591|CAD6992747.1|CCAP	LOC117573793|XP_034113091.1|DALB
OG0007851	CCAP1982_LOCUS3811|CAD6995087.1|CCAP	LOC117576145|XP_034116603.1|DALB
OG0007852	CCAP1982_LOCUS3826|CAD6995103.1|CCAP	LOC117576246|XP_034116758.1|DALB
OG0007853	CCAP1982_LOCUS1394|CAD6992546.1|CCAP	LOC117573394|XP_034112488.1|DALB
OG0007854	CCAP1982_LOCUS1478|CAD6992630.1|CCAP	LOC117576975|XP_034118045.1|DALB
OG0007855	CCAP1982_LOCUS3101|CAD6994345.1|CCAP	LOC117574903|XP_034114832.1|DALB
OG0007856	CCAP1982_LOCUS2693|CAD6993900.1|CCAP	LOC117573485|XP_034112603.1|DALB
OG0007857	CCAP1982_LOCUS1820|CAD6992989.1|CCAP	LOC117575069|XP_034115048.1|DALB
OG0007858	CCAP1982_LOCUS6731|CAD6998119.1|CCAP	LOC117565958|XP_034101244.1|DALB
OG0007860	CCAP1982_LOCUS3508|CAD6994777.1|CCAP	LOC117575010|XP_034114977.1|DALB
OG0007861	CCAP1982_LOCUS3497|CAD6994766.1|CCAP	LOC117573275|XP_034112249.1|DALB
OG0007863	CCAP1982_LOCUS7597|CAD6999050.1|CCAP	LOC117564696|XP_034099460.1|DALB
OG0007864	CCAP1982_LOCUS1312|CAD6992455.1|CCAP	LOC117576802|XP_034117753.1|DALB
OG0007866	CCAP1982_LOCUS2468|CAD6993661.1|CCAP	LOC117575102|XP_034115096.1|DALB
OG0007868	CCAP1982_LOCUS2432|CAD6993623.1|CCAP	LOC117575363|XP_034115417.1|DALB
OG0007870	CCAP1982_LOCUS11052|CAD7002564.1|CCAP	LOC117566847|XP_034102329.1|DALB
OG0007873	CCAP1982_LOCUS11840|CAD7003381.1|CCAP	LOC117572354|XP_034111006.1|DALB
OG0007875	CCAP1982_LOCUS22696|CAD7014715.1|CCAP	LOC117568421|XP_034104957.1|DALB
OG0007878	CCAP1982_LOCUS22637|CAD7014648.1|CCAP	LOC117568334|XP_034104809.1|DALB
OG0007879	CCAP1982_LOCUS11905|CAD7003451.1|CCAP	LOC117567933|XP_034104112.1|DALB
OG0007880	CCAP1982_LOCUS21795|CAD7013772.1|CCAP	LOC117570308|XP_034107771.1|DALB
OG0007881	CCAP1982_LOCUS13044|CAD7004649.1|CCAP	LOC117570998|XP_034108838.1|DALB
OG0007882	CCAP1982_LOCUS10785|CAD7002293.1|CCAP	LOC117568595|XP_034105234.1|DALB
OG0007883	CCAP1982_LOCUS10786|CAD7002294.1|CCAP	LOC117567446|XP_034103344.1|DALB
OG0007884	CCAP1982_LOCUS12922|CAD7004525.1|CCAP	LOC117566802|XP_034102240.1|DALB
OG0007885	CCAP1982_LOCUS22695|CAD7014714.1|CCAP	LOC117568233|XP_034104598.1|DALB
OG0007887	CCAP1982_LOCUS19461|CAD7011359.1|CCAP	LOC117568594|XP_034105233.1|DALB
OG0007888	CCAP1982_LOCUS12706|CAD7004286.1|CCAP	LOC117567658|XP_034103667.1|DALB
OG0007889	CCAP1982_LOCUS10796|CAD7002306.1|CCAP	LOC117570177|XP_034107544.1|DALB
OG0007890	CCAP1982_LOCUS13035|CAD7004640.1|CCAP	LOC117572556|XP_034111319.1|DALB
OG0007892	CCAP1982_LOCUS21865|CAD7013846.1|CCAP	LOC117566978|XP_034102531.1|DALB
OG0007893	CCAP1982_LOCUS22382|CAD7014387.1|CCAP	LOC117572169|XP_034110710.1|DALB
OG0007894	CCAP1982_LOCUS14992|CAD7006693.1|CCAP	LOC117568878|XP_034105659.1|DALB
OG0007895	CCAP1982_LOCUS12575|CAD7004155.1|CCAP	LOC117569739|XP_034106913.1|DALB
OG0007897	CCAP1982_LOCUS13296|CAD7004913.1|CCAP	LOC117568822|XP_034105588.1|DALB
OG0007898	CCAP1982_LOCUS11495|CAD7003032.1|CCAP	LOC117568900|XP_034105694.1|DALB
OG0007899	CCAP1982_LOCUS12817|CAD7004406.1|CCAP	LOC117572311|XP_034110933.1|DALB
OG0007901	CCAP1982_LOCUS11103|CAD7002619.1|CCAP, CCAP1982_LOCUS11101|CAD7002617.1|CCAP	LOC117567596|XP_034103571.1|DALB
OG0007903	CCAP1982_LOCUS10966|CAD7002477.1|CCAP	LOC117568727|XP_034105437.1|DALB
OG0007904	CCAP1982_LOCUS13292|CAD7004908.1|CCAP	LOC117572300|XP_034110903.1|DALB
OG0007907	CCAP1982_LOCUS11579|CAD7003117.1|CCAP	LOC117572361|XP_034111015.1|DALB
OG0007908	CCAP1982_LOCUS11580|CAD7003118.1|CCAP	LOC117572362|XP_034111016.1|DALB
OG0007910	CCAP1982_LOCUS14592|CAD7006268.1|CCAP	LOC117569864|XP_034107090.1|DALB
OG0007911	CCAP1982_LOCUS11252|CAD7002779.1|CCAP	LOC117568987|XP_034105850.1|DALB
OG0007912	CCAP1982_LOCUS11257|CAD7002784.1|CCAP	LOC117568991|XP_034105853.1|DALB
OG0007913	CCAP1982_LOCUS11253|CAD7002780.1|CCAP	LOC117568993|XP_034105856.1|DALB
OG0007914	CCAP1982_LOCUS14822|CAD7006506.1|CCAP	LOC117570915|XP_034108714.1|DALB
OG0007915	CCAP1982_LOCUS12412|CAD7003990.1|CCAP	LOC117567684|XP_034103699.1|DALB
OG0007918	CCAP1982_LOCUS22289|CAD7014287.1|CCAP	LOC117570066|XP_034107392.1|DALB
OG0007919	CCAP1982_LOCUS21854|CAD7013834.1|CCAP	LOC117566641|XP_034102074.1|DALB
OG0007920	CCAP1982_LOCUS22878|CAD7014914.1|CCAP	LOC117571178|XP_034109097.1|DALB
OG0007921	CCAP1982_LOCUS22488|CAD7014486.1|CCAP	LOC117569440|XP_034106494.1|DALB
OG0007922	CCAP1982_LOCUS797|CAD6991907.1|CCAP	LOC117574700|XP_034114503.1|DALB
OG0007924	CCAP1982_LOCUS21591|CAD7013532.1|CCAP	LOC117572213|XP_034110776.1|DALB
OG0007925	CCAP1982_LOCUS7251|CAD6998694.1|CCAP	LOC117570437|XP_034107985.1|DALB, LOC117566555|XP_034101987.1|DALB
OG0007926	CCAP1982_LOCUS22263|CAD7014260.1|CCAP	LOC117566401|XP_034101805.1|DALB
OG0007927	CCAP1982_LOCUS6399|CAD6997770.1|CCAP	LOC117564133|XP_034098684.1|DALB
OG0007928	CCAP1982_LOCUS5580|CAD6996907.1|CCAP	LOC117563340|XP_034097506.1|DALB
OG0007929	CCAP1982_LOCUS6497|CAD6997878.1|CCAP	LOC117563316|XP_034097465.1|DALB
OG0007930	CCAP1982_LOCUS19856|CAD7011744.1|CCAP	LOC117566799|XP_034102232.1|DALB
OG0007931	CCAP1982_LOCUS6141|CAD6997501.1|CCAP	LOC117563397|XP_034097621.1|DALB
OG0007933	CCAP1982_LOCUS402|CAD6991477.1|CCAP	LOC117575350|XP_034115407.1|DALB
OG0007934	CCAP1982_LOCUS9009|CAD7000531.1|CCAP	LOC117564843|XP_034099667.1|DALB
OG0007939	CCAP1982_LOCUS7277|CAD6998720.1|CCAP	LOC117565985|XP_034101288.1|DALB
OG0007940	CCAP1982_LOCUS7275|CAD6998718.1|CCAP	LOC117565983|XP_034101282.1|DALB
OG0007941	CCAP1982_LOCUS7179|CAD6998604.1|CCAP	LOC117567197|XP_034102917.1|DALB
OG0007944	CCAP1982_LOCUS11254|CAD7002781.1|CCAP	LOC117568983|XP_034105840.1|DALB
OG0007945	CCAP1982_LOCUS8334|CAD6999822.1|CCAP	LOC117563603|XP_034097888.1|DALB
OG0007946	CCAP1982_LOCUS6560|CAD6997943.1|CCAP	LOC117564560|XP_034099284.1|DALB
OG0007948	CCAP1982_LOCUS6221|CAD6997582.1|CCAP	LOC117563572|XP_034097846.1|DALB
OG0007950	CCAP1982_LOCUS8000|CAD6999476.1|CCAP	LOC117565741|XP_034100878.1|DALB
OG0007951	CCAP1982_LOCUS8465|CAD6999958.1|CCAP	LOC117563267|XP_034097385.1|DALB
OG0007952	CCAP1982_LOCUS8845|CAD7000365.1|CCAP	LOC117566130|XP_034101502.1|DALB
OG0007953	CCAP1982_LOCUS6138|CAD6997497.1|CCAP	LOC117563621|XP_034097912.1|DALB
OG0007954	CCAP1982_LOCUS6411|CAD6997786.1|CCAP	LOC117565617|XP_034100714.1|DALB
OG0007955	CCAP1982_LOCUS5745|CAD6997092.1|CCAP	LOC117565895|XP_034101128.1|DALB
OG0007956	CCAP1982_LOCUS7699|CAD6999162.1|CCAP	LOC117565935|XP_034101211.1|DALB
OG0007959	CCAP1982_LOCUS8266|CAD6999740.1|CCAP	LOC117564979|XP_034099816.1|DALB
OG0007961	CCAP1982_LOCUS590|CAD6991677.1|CCAP	LOC117575655|XP_034115832.1|DALB
OG0007965	CCAP1982_LOCUS9241|CAD7000766.1|CCAP	LOC117563855|XP_034098275.1|DALB
OG0007966	CCAP1982_LOCUS7028|CAD6998428.1|CCAP	LOC117566147|XP_034101525.1|DALB
OG0007968	CCAP1982_LOCUS7883|CAD6999356.1|CCAP	LOC117563800|XP_034098223.1|DALB
OG0007970	CCAP1982_LOCUS20492|CAD7012404.1|CCAP	LOC117568978|XP_034105829.1|DALB
OG0007973	CCAP1982_LOCUS8370|CAD6999858.1|CCAP	LOC117565342|XP_034100287.1|DALB
OG0007975	CCAP1982_LOCUS559|CAD6991645.1|CCAP	LOC117575719|XP_034115948.1|DALB
OG0007977	CCAP1982_LOCUS8384|CAD6999874.1|CCAP	LOC117563410|XP_034097633.1|DALB
OG0007978	CCAP1982_LOCUS7842|CAD6999315.1|CCAP	LOC117563608|XP_034097896.1|DALB
OG0007979	CCAP1982_LOCUS6340|CAD6997708.1|CCAP	LOC117564028|XP_034098521.1|DALB
OG0007980	CCAP1982_LOCUS7607|CAD6999061.1|CCAP	LOC117565787|XP_034100955.1|DALB
OG0007983	CCAP1982_LOCUS7870|CAD6999343.1|CCAP	LOC117565262|XP_034100176.1|DALB
OG0007984	CCAP1982_LOCUS6110|CAD6997467.1|CCAP	LOC117563441|XP_034097668.1|DALB
OG0007985	CCAP1982_LOCUS6495|CAD6997876.1|CCAP	LOC117566046|XP_034101387.1|DALB
OG0007986	CCAP1982_LOCUS8337|CAD6999826.1|CCAP	LOC117563612|XP_034097904.1|DALB
OG0007987	CCAP1982_LOCUS8176|CAD6999644.1|CCAP	LOC117564376|XP_034098986.1|DALB
OG0007988	CCAP1982_LOCUS5792|CAD6997147.1|CCAP	LOC117564455|XP_034099128.1|DALB
OG0007991	CCAP1982_LOCUS8730|CAD7000238.1|CCAP	LOC117566232|XP_034101670.1|DALB
OG0007994	CCAP1982_LOCUS6289|CAD6997659.1|CCAP	LOC117565979|XP_034101273.1|DALB
OG0007998	CCAP1982_LOCUS8804|CAD7000319.1|CCAP	LOC117563936|XP_034098400.1|DALB
OG0008001	CCAP1982_LOCUS8043|CAD6999518.1|CCAP	LOC117564006|XP_034098489.1|DALB
OG0008002	CCAP1982_LOCUS7500|CAD6998953.1|CCAP	LOC117563563|XP_034097833.1|DALB
OG0008003	CCAP1982_LOCUS8260|CAD6999734.1|CCAP	LOC117564007|XP_034098490.1|DALB
OG0008008	CCAP1982_LOCUS11656|CAD7003194.1|CCAP	LOC117566982|XP_034102536.1|DALB
OG0008012	CCAP1982_LOCUS20280|CAD7012178.1|CCAP	LOC117569770|XP_034106955.1|DALB
OG0008013	CCAP1982_LOCUS20004|CAD7011893.1|CCAP	LOC117570144|XP_034107499.1|DALB
OG0008014	CCAP1982_LOCUS435|CAD6991515.1|CCAP	LOC117575266|XP_034115292.1|DALB
OG0008015	CCAP1982_LOCUS13361|CAD7004984.1|CCAP	LOC117567184|XP_034102900.1|DALB
OG0008029	CCAP1982_LOCUS303|CAD6991374.1|CCAP	LOC117576759|XP_034117695.1|DALB
OG0008030	CCAP1982_LOCUS677|CAD6991770.1|CCAP	LOC117575067|XP_034115046.1|DALB
OG0008033	CCAP1982_LOCUS710|CAD6991808.1|CCAP	LOC117576502|XP_034117187.1|DALB
OG0008036	CCAP1982_LOCUS689|CAD6991784.1|CCAP	LOC117576796|XP_034117747.1|DALB
OG0008037	CCAP1982_LOCUS701|CAD6991797.1|CCAP	LOC117574052|XP_034113554.1|DALB
OG0008042	CCAP1982_LOCUS164|CAD6991227.1|CCAP	LOC117576012|XP_034116410.1|DALB
OG0008047	CCAP1982_LOCUS5022|CAD6996344.1|CCAP	LOC117575727|XP_034115961.1|DALB
OG0008049	CCAP1982_LOCUS1019|CAD6992140.1|CCAP	LOC117575722|XP_034115953.1|DALB
OG0008050	CCAP1982_LOCUS4834|CAD6996141.1|CCAP	LOC117574312|XP_034114012.1|DALB
OG0008051	CCAP1982_LOCUS4237|CAD6995525.1|CCAP	LOC117574241|XP_034113846.1|DALB
OG0008052	CCAP1982_LOCUS605|CAD6991692.1|CCAP	LOC117575157|XP_034115151.1|DALB
OG0008053	CCAP1982_LOCUS5665|CAD6997004.1|CCAP	LOC117573117|XP_034111934.1|DALB
OG0008057	CCAP1982_LOCUS4830|CAD6996136.1|CCAP	LOC117574820|XP_034114680.1|DALB
OG0008059	CCAP1982_LOCUS17|CAD6991068.1|CCAP	LOC117576706|XP_034117612.1|DALB
OG0008060	CCAP1982_LOCUS125|CAD6991187.1|CCAP	LOC117575013|XP_034114981.1|DALB
OG0008063	CCAP1982_LOCUS163|CAD6991225.1|CCAP	LOC117576014|XP_034116411.1|DALB
OG0008069	CCAP1982_LOCUS854|CAD6991967.1|CCAP	LOC117574030|XP_034113515.1|DALB
OG0008075	CCAP1982_LOCUS19935|CAD7011825.1|CCAP	LOC117569185|XP_034106145.1|DALB
OG0008082	CCAP1982_LOCUS4885|CAD6996195.1|CCAP	LOC117576617|XP_034117418.1|DALB
OG0008083	CCAP1982_LOCUS771|CAD6991880.1|CCAP	LOC117575405|XP_034115476.1|DALB
OG0008084	CCAP1982_LOCUS3892|CAD6995171.1|CCAP	LOC117573477|XP_034112597.1|DALB
OG0008085	CCAP1982_LOCUS3982|CAD6995261.1|CCAP	LOC117575121|XP_034115111.1|DALB
OG0008086	CCAP1982_LOCUS4826|CAD6996132.1|CCAP	LOC117575399|XP_034115465.1|DALB
OG0008091	CCAP1982_LOCUS2678|CAD6993884.1|CCAP	LOC117574178|XP_034113762.1|DALB
OG0008092	CCAP1982_LOCUS186|CAD6991251.1|CCAP	LOC117576295|XP_034116838.1|DALB
OG0008094	CCAP1982_LOCUS6811|CAD6998195.1|CCAP	LOC117565940|XP_034101217.1|DALB
OG0008098	CCAP1982_LOCUS13603|CAD7005246.1|CCAP	LOC117571039|XP_034108898.1|DALB
OG0008099	CCAP1982_LOCUS13383|CAD7005010.1|CCAP	LOC117571271|XP_034109224.1|DALB
OG0008100	CCAP1982_LOCUS536|CAD6991621.1|CCAP	LOC117573678|XP_034112902.1|DALB
OG0008102	CCAP1982_LOCUS4798|CAD6996098.1|CCAP	LOC117575162|XP_034115155.1|DALB
OG0008104	CCAP1982_LOCUS13968|CAD7005609.1|CCAP	LOC117572644|XP_034111513.1|DALB
OG0008107	CCAP1982_LOCUS846|CAD6991958.1|CCAP	LOC117575779|XP_034116037.1|DALB
OG0008132	CCAP1982_LOCUS5058|CAD6996379.1|CCAP	LOC117575930|XP_034116280.1|DALB
OG0008136	CCAP1982_LOCUS7013|CAD6998413.1|CCAP	LOC117565408|XP_034100384.1|DALB
OG0008138	CCAP1982_LOCUS14890|CAD7006576.1|CCAP	LOC117567392|XP_034103234.1|DALB
OG0008153	CCAP1982_LOCUS7157|CAD6998579.1|CCAP	LOC117571719|XP_034109911.1|DALB
OG0008154	CCAP1982_LOCUS13782|CAD7005419.1|CCAP	LOC117567478|XP_034103399.1|DALB
OG0008157	CCAP1982_LOCUS1671|CAD6992834.1|CCAP	LOC117574326|XP_034114027.1|DALB
OG0008159	CCAP1982_LOCUS14131|CAD7005782.1|CCAP	LOC117569487|XP_034106558.1|DALB
OG0008160	CCAP1982_LOCUS20519|CAD7012437.1|CCAP	LOC117569809|XP_034107016.1|DALB
OG0008163	CCAP1982_LOCUS14911|CAD7006600.1|CCAP	LOC117568098|XP_034104369.1|DALB
OG0008172	CCAP1982_LOCUS2600|CAD6993804.1|CCAP	LOC117575720|XP_034115950.1|DALB
OG0008182	CCAP1982_LOCUS19443|CAD7011338.1|CCAP	LOC117568807|XP_034105559.1|DALB
OG0008183	CCAP1982_LOCUS19493|CAD7011393.1|CCAP	LOC117569867|XP_034107092.1|DALB
OG0008185	CCAP1982_LOCUS3685|CAD6994952.1|CCAP	LOC117573781|XP_034113078.1|DALB
OG0008186	CCAP1982_LOCUS22846|CAD7014882.1|CCAP	LOC117569174|XP_034106134.1|DALB
OG0008187	CCAP1982_LOCUS22847|CAD7014883.1|CCAP	LOC117569177|XP_034106137.1|DALB
OG0008190	CCAP1982_LOCUS10923|CAD7002432.1|CCAP	LOC117569021|XP_034105901.1|DALB
OG0008195	CCAP1982_LOCUS19870|CAD7011758.1|CCAP	LOC117571856|XP_034110142.1|DALB
OG0008197	CCAP1982_LOCUS11615|CAD7003154.1|CCAP	LOC117570218|XP_034107607.1|DALB
OG0008201	CCAP1982_LOCUS14008|CAD7005651.1|CCAP	LOC117569497|XP_034106572.1|DALB
OG0008202	CCAP1982_LOCUS13425|CAD7005055.1|CCAP	LOC117571694|XP_034109879.1|DALB
OG0008207	CCAP1982_LOCUS14253|CAD7005914.1|CCAP	LOC117571802|XP_034110060.1|DALB
OG0008208	CCAP1982_LOCUS19592|CAD7011494.1|CCAP	LOC117570166|XP_034107532.1|DALB
OG0008209	CCAP1982_LOCUS13090|CAD7004697.1|CCAP	LOC117565337|XP_034100278.1|DALB
OG0008210	CCAP1982_LOCUS21155|CAD7013078.1|CCAP	LOC117569167|XP_034106123.1|DALB
OG0008212	CCAP1982_LOCUS13377|CAD7005001.1|CCAP	LOC117568885|XP_034105676.1|DALB
OG0008222	CCAP1982_LOCUS13754|CAD7005394.1|CCAP	LOC117570506|XP_034108093.1|DALB
OG0008223	CCAP1982_LOCUS13974|CAD7005616.1|CCAP	LOC117568247|XP_034104617.1|DALB
OG0008227	CCAP1982_LOCUS3812|CAD6995088.1|CCAP	LOC117574405|XP_034114134.1|DALB
OG0008228	CCAP1982_LOCUS2358|CAD6993546.1|CCAP	LOC117575126|XP_034115118.1|DALB
OG0008229	CCAP1982_LOCUS2175|CAD6993357.1|CCAP	LOC117574672|XP_034114470.1|DALB
OG0008230	CCAP1982_LOCUS643|CAD6991732.1|CCAP	LOC117575724|XP_034115957.1|DALB
OG0008232	CCAP1982_LOCUS11916|CAD7003463.1|CCAP	LOC117566386|XP_034101782.1|DALB
OG0008233	CCAP1982_LOCUS5478|CAD6996805.1|CCAP	LOC117564228|XP_034098809.1|DALB
OG0008234	CCAP1982_LOCUS22924|CAD7014962.1|CCAP	LOC117570450|XP_034107999.1|DALB
OG0008237	CCAP1982_LOCUS21190|CAD7013117.1|CCAP	LOC117571189|XP_034109117.1|DALB
OG0008238	CCAP1982_LOCUS12216|CAD7003780.1|CCAP	LOC117568178|XP_034104504.1|DALB
OG0008239	CCAP1982_LOCUS13295|CAD7004911.1|CCAP	LOC117567750|XP_034103829.1|DALB
OG0008240	CCAP1982_LOCUS21666|CAD7013615.1|CCAP	LOC117569973|XP_034107240.1|DALB
OG0008243	CCAP1982_LOCUS21722|CAD7013681.1|CCAP	LOC117567555|XP_034103505.1|DALB
OG0008244	CCAP1982_LOCUS3012|CAD6994251.1|CCAP, CCAP1982_LOCUS3014|CAD6994253.1|CCAP, CCAP1982_LOCUS3013|CAD6994252.1|CCAP	LOC117575692|XP_034115895.1|DALB
OG0008245	CCAP1982_LOCUS20759|CAD7012652.1|CCAP, CCAP1982_LOCUS20761|CAD7012654.1|CCAP, CCAP1982_LOCUS20752|CAD7012649.1|CCAP	LOC117568147|XP_034104446.1|DALB
OG0008246	CCAP1982_LOCUS20115|CAD7012004.1|CCAP	LOC117568921|XP_034105722.1|DALB
OG0008247	CCAP1982_LOCUS3065|CAD6994307.1|CCAP	LOC117575853|XP_034116164.1|DALB
OG0008248	CCAP1982_LOCUS7940|CAD6999414.1|CCAP, CCAP1982_LOCUS3813|CAD6995089.1|CCAP	LOC117574596|XP_034114371.1|DALB, LOC117576195|XP_034116679.1|DALB, LOC117574681|XP_034114478.1|DALB, LOC117574407|XP_034114136.1|DALB, LOC117574406|XP_034114135.1|DALB, LOC117576194|XP_034116678.1|DALB
OG0008249	CCAP1982_LOCUS1862|CAD6993026.1|CCAP, CCAP1982_LOCUS1863|CAD6993027.1|CCAP	LOC117563758|XP_034098152.1|DALB, LOC117576654|XP_034117485.1|DALB
OG0008250	CCAP1982_LOCUS23131|CAD7015179.1|CCAP, CCAP1982_LOCUS23132|CAD7015180.1|CCAP	LOC117567129|XP_034102830.1|DALB
OG0008251	CCAP1982_LOCUS23380|CAD7015438.1|CCAP	LOC117572698|XP_034111643.1|DALB
OG0008252	CCAP1982_LOCUS22375|CAD7014380.1|CCAP, CCAP1982_LOCUS22374|CAD7014379.1|CCAP	LOC117567160|XP_034102864.1|DALB
OG0008253	CCAP1982_LOCUS20951|CAD7012852.1|CCAP, CCAP1982_LOCUS20795|CAD7012688.1|CCAP, CCAP1982_LOCUS20796|CAD7012689.1|CCAP, CCAP1982_LOCUS20797|CAD7012690.1|CCAP, CCAP1982_LOCUS20794|CAD7012687.1|CCAP, CCAP1982_LOCUS20793|CAD7012686.1|CCAP, CCAP1982_LOCUS20958|CAD7012859.1|CCAP	LOC117569603|XP_034106728.1|DALB
OG0008254	CCAP1982_LOCUS14756|CAD7006437.1|CCAP	LOC117570716|XP_034108417.1|DALB
OG0008254	CCAP1982_LOCUS14751|CAD7006432.1|CCAP	LOC117570717|XP_034108419.1|DALB
OG0008255	CCAP1982_LOCUS22856|CAD7014892.1|CCAP, CCAP1982_LOCUS12510|CAD7004087.1|CCAP	LOC117566443|XP_034101865.1|DALB, LOC117572445|XP_034111166.1|DALB
OG0008256	CCAP1982_LOCUS21502|CAD7013437.1|CCAP	LOC117571058|XP_034108918.1|DALB
OG0008266	CCAP1982_LOCUS2422|CAD6993612.1|CCAP	LOC117573601|XP_034112787.1|DALB
OG0008267	CCAP1982_LOCUS3067|CAD6994310.1|CCAP	LOC117573283|XP_034112274.1|DALB
OG0008271	CCAP1982_LOCUS14909|CAD7006598.1|CCAP	LOC117570751|XP_034108464.1|DALB
OG0008273	CCAP1982_LOCUS120|CAD6991182.1|CCAP	LOC117573617|XP_034112807.1|DALB
OG0008284	CCAP1982_LOCUS9611|CAD7001139.1|CCAP	LOC117573129|XP_034111944.1|DALB
OG0008288	CCAP1982_LOCUS1825|CAD6992994.1|CCAP	LOC117573638|XP_034112837.1|DALB
OG0008294	CCAP1982_LOCUS3185|CAD6994434.1|CCAP	LOC117574915|XP_034114853.1|DALB
OG0008301	CCAP1982_LOCUS1728|CAD6992893.1|CCAP	LOC117574342|XP_034114053.1|DALB
OG0008308	CCAP1982_LOCUS3483|CAD6994750.1|CCAP	LOC117575485|XP_034115610.1|DALB
OG0008310	CCAP1982_LOCUS13492|CAD7005130.1|CCAP	LOC117572222|XP_034110790.1|DALB
OG0008312	CCAP1982_LOCUS3005|CAD6994244.1|CCAP	LOC117576320|XP_034116872.1|DALB
OG0008317	CCAP1982_LOCUS2023|CAD6993203.1|CCAP	LOC117574308|XP_034114007.1|DALB
OG0008321	CCAP1982_LOCUS1594|CAD6992751.1|CCAP	LOC117573795|XP_034113094.1|DALB
OG0008323	CCAP1982_LOCUS3509|CAD6994778.1|CCAP	LOC117575011|XP_034114978.1|DALB
OG0008327	CCAP1982_LOCUS19575|CAD7011475.1|CCAP	LOC117571402|XP_034109425.1|DALB
OG0008330	CCAP1982_LOCUS22445|CAD7014449.1|CCAP	LOC117571354|XP_034109354.1|DALB
OG0008331	CCAP1982_LOCUS12328|CAD7003899.1|CCAP	LOC117569314|XP_034106317.1|DALB
OG0008335	CCAP1982_LOCUS14416|CAD7006084.1|CCAP	LOC117570960|XP_034108794.1|DALB
OG0008337	CCAP1982_LOCUS21735|CAD7013694.1|CCAP	LOC117571853|XP_034110138.1|DALB
OG0008338	CCAP1982_LOCUS11816|CAD7003357.1|CCAP	LOC117569476|XP_034106534.1|DALB
OG0008340	CCAP1982_LOCUS22350|CAD7014353.1|CCAP	LOC117566940|XP_034102462.1|DALB
OG0008341	CCAP1982_LOCUS3342|CAD6994604.1|CCAP	LOC117566374|XP_034101762.1|DALB
OG0008342	CCAP1982_LOCUS13043|CAD7004648.1|CCAP	LOC117566949|XP_034102472.1|DALB
OG0008343	CCAP1982_LOCUS2994|CAD6994232.1|CCAP, CCAP1982_LOCUS2995|CAD6994233.1|CCAP	LOC117575792|XP_034116059.1|DALB
OG0008344	CCAP1982_LOCUS11914|CAD7003461.1|CCAP	LOC117566384|XP_034101779.1|DALB
