Orthogroup	CCAP.longest_only	AALB.longest_only
OG0006532	CCAP1982_LOCUS2059|CAD6993242.1|CCAP	LOC118459059|XP_035777983.1|AALB
OG0006533	CCAP1982_LOCUS19931|CAD7011821.1|CCAP	LOC118461326|XP_035782425.1|AALB
OG0006534	CCAP1982_LOCUS3697|CAD6994965.1|CCAP	LOC118456302|XP_035772833.1|AALB
OG0006535	CCAP1982_LOCUS2679|CAD6993885.1|CCAP	LOC118460765|XP_035781254.1|AALB
OG0006536	CCAP1982_LOCUS1192|CAD6992327.1|CCAP	LOC118462025|XP_035783888.1|AALB
OG0006537	CCAP1982_LOCUS2988|CAD6994226.1|CCAP	LOC118460215|XP_035780224.1|AALB
OG0006538	CCAP1982_LOCUS2640|CAD6993844.1|CCAP	LOC118468595|XP_035795444.1|AALB
OG0006540	CCAP1982_LOCUS1180|CAD6992312.1|CCAP	LOC118459905|XP_035779627.1|AALB
OG0006541	CCAP1982_LOCUS2721|CAD6993934.1|CCAP	LOC118462078|XP_035783986.1|AALB
OG0006542	CCAP1982_LOCUS12767|CAD7004351.1|CCAP	LOC118462082|XP_035783991.1|AALB
OG0006543	CCAP1982_LOCUS3442|CAD6994707.1|CCAP	LOC118460726|XP_035781169.1|AALB
OG0006544	CCAP1982_LOCUS667|CAD6991759.1|CCAP	LOC118460731|XP_035781180.1|AALB
OG0006546	CCAP1982_LOCUS2758|CAD6993973.1|CCAP	LOC118460915|XP_035781559.1|AALB
OG0006547	CCAP1982_LOCUS3794|CAD6995071.1|CCAP	LOC118461332|XP_035782429.1|AALB
OG0006548	CCAP1982_LOCUS2342|CAD6993530.1|CCAP	LOC118458108|XP_035776174.1|AALB
OG0006549	CCAP1982_LOCUS116|CAD6991177.1|CCAP	LOC118458290|XP_035776506.1|AALB
OG0006550	CCAP1982_LOCUS959|CAD6992079.1|CCAP	LOC118458289|XP_035776505.1|AALB
OG0006553	CCAP1982_LOCUS3106|CAD6994351.1|CCAP	LOC118463505|XP_035785997.1|AALB
OG0006554	CCAP1982_LOCUS2808|CAD6994031.1|CCAP	LOC118462568|XP_035784259.1|AALB
OG0006555	CCAP1982_LOCUS2037|CAD6993218.1|CCAP	LOC118462573|XP_035784269.1|AALB
OG0006556	CCAP1982_LOCUS1294|CAD6992432.1|CCAP	LOC118456672|XP_035773536.1|AALB
OG0006558	CCAP1982_LOCUS4030|CAD6995311.1|CCAP	LOC118465920|XP_035790507.1|AALB
OG0006559	CCAP1982_LOCUS1355|CAD6992506.1|CCAP	LOC118465253|XP_035789167.1|AALB
OG0006560	CCAP1982_LOCUS1260|CAD6992396.1|CCAP	LOC118460768|XP_035781257.1|AALB
OG0006561	CCAP1982_LOCUS2083|CAD6993266.1|CCAP	LOC118460766|XP_035781255.1|AALB
OG0006562	CCAP1982_LOCUS3810|CAD6995086.1|CCAP	LOC118458988|XP_035777880.1|AALB
OG0006563	CCAP1982_LOCUS3821|CAD6995098.1|CCAP	LOC118456288|XP_035772795.1|AALB
OG0006564	CCAP1982_LOCUS3822|CAD6995099.1|CCAP	LOC118458940|XP_035777812.1|AALB
OG0006565	CCAP1982_LOCUS3833|CAD6995110.1|CCAP	LOC118458645|XP_035777228.1|AALB
OG0006566	CCAP1982_LOCUS2038|CAD6993219.1|CCAP	LOC118459569|XP_035778962.1|AALB
OG0006567	CCAP1982_LOCUS4007|CAD6995288.1|CCAP	LOC118457144|XP_035774350.1|AALB
OG0006568	CCAP1982_LOCUS4006|CAD6995287.1|CCAP	LOC118457141|XP_035774348.1|AALB
OG0006569	CCAP1982_LOCUS11917|CAD7003464.1|CCAP	LOC118457142|XP_035774349.1|AALB
OG0006570	CCAP1982_LOCUS222|CAD6991293.1|CCAP	LOC118456264|XP_035772758.1|AALB
OG0006571	CCAP1982_LOCUS3269|CAD6994525.1|CCAP	LOC118458903|XP_035777755.1|AALB
OG0006572	CCAP1982_LOCUS3507|CAD6994776.1|CCAP	LOC118457551|XP_035775111.1|AALB
OG0006573	CCAP1982_LOCUS15|CAD6991066.1|CCAP	LOC118457919|XP_035775812.1|AALB
OG0006574	CCAP1982_LOCUS3661|CAD6994928.1|CCAP	LOC118461674|XP_035783153.1|AALB
OG0006576	CCAP1982_LOCUS2021|CAD6993201.1|CCAP	LOC118456719|XP_035773649.1|AALB
OG0006577	CCAP1982_LOCUS3770|CAD6995040.1|CCAP	LOC118456785|XP_035773758.1|AALB
OG0006578	CCAP1982_LOCUS2020|CAD6993199.1|CCAP	LOC118456716|XP_035773645.1|AALB
OG0006579	CCAP1982_LOCUS22005|CAD7013998.1|CCAP	LOC118456717|XP_035773647.1|AALB
OG0006580	CCAP1982_LOCUS2469|CAD6993663.1|CCAP	LOC118459565|XP_035778958.1|AALB
OG0006581	CCAP1982_LOCUS225|CAD6991296.1|CCAP	LOC118461949|XP_035783736.1|AALB
OG0006582	CCAP1982_LOCUS4643|CAD6995941.1|CCAP	LOC118461952|XP_035783740.1|AALB
OG0006583	CCAP1982_LOCUS1162|CAD6992294.1|CCAP	LOC118468309|XP_035794940.1|AALB
OG0006584	CCAP1982_LOCUS8772|CAD7000282.1|CCAP	LOC118468550|XP_035795338.1|AALB
OG0006586	CCAP1982_LOCUS1357|CAD6992508.1|CCAP	LOC118461006|XP_035781742.1|AALB
OG0006587	CCAP1982_LOCUS1358|CAD6992509.1|CCAP	LOC118461218|XP_035782185.1|AALB
OG0006588	CCAP1982_LOCUS3538|CAD6994808.1|CCAP	LOC118457659|XP_035775297.1|AALB
OG0006589	CCAP1982_LOCUS3570|CAD6994839.1|CCAP	LOC118460355|XP_035780490.1|AALB
OG0006590	CCAP1982_LOCUS3580|CAD6994845.1|CCAP	LOC118457612|XP_035775218.1|AALB
OG0006591	CCAP1982_LOCUS12523|CAD7004100.1|CCAP	LOC118465940|XP_035790547.1|AALB
OG0006592	CCAP1982_LOCUS3756|CAD6995026.1|CCAP	LOC118465951|XP_035790572.1|AALB
OG0006593	CCAP1982_LOCUS3757|CAD6995027.1|CCAP	LOC118465946|XP_035790566.1|AALB
OG0006595	CCAP1982_LOCUS22772|CAD7014804.1|CCAP	LOC118467974|XP_035794855.1|AALB
OG0006596	CCAP1982_LOCUS21922|CAD7013909.1|CCAP	LOC118465402|XP_035789506.1|AALB
OG0006597	CCAP1982_LOCUS11798|CAD7003338.1|CCAP	LOC118463554|XP_035786069.1|AALB
OG0006598	CCAP1982_LOCUS6456|CAD6997832.1|CCAP	LOC118464476|XP_035787780.1|AALB
OG0006599	CCAP1982_LOCUS11053|CAD7002565.1|CCAP	LOC118463899|XP_035786724.1|AALB
OG0006600	CCAP1982_LOCUS12381|CAD7003958.1|CCAP	LOC118465400|XP_035789493.1|AALB
OG0006601	CCAP1982_LOCUS11576|CAD7003113.1|CCAP	LOC118463329|XP_035785719.1|AALB
OG0006602	CCAP1982_LOCUS11575|CAD7003112.1|CCAP	LOC118463330|XP_035785720.1|AALB
OG0006603	CCAP1982_LOCUS11574|CAD7003111.1|CCAP	LOC118463315|XP_035785693.1|AALB
OG0006604	CCAP1982_LOCUS12340|CAD7003912.1|CCAP	LOC118463321|XP_035785705.1|AALB
OG0006606	CCAP1982_LOCUS14795|CAD7006478.1|CCAP	LOC118464905|XP_035788560.1|AALB
OG0006607	CCAP1982_LOCUS12804|CAD7004394.1|CCAP	LOC118462493|XP_035784099.1|AALB
OG0006608	CCAP1982_LOCUS212|CAD6991282.1|CCAP	LOC118462501|XP_035784113.1|AALB
OG0006609	CCAP1982_LOCUS3263|CAD6994519.1|CCAP	LOC118465719|XP_035790053.1|AALB
OG0006610	CCAP1982_LOCUS10927|CAD7002436.1|CCAP	LOC118465714|XP_035790038.1|AALB
OG0006611	CCAP1982_LOCUS10926|CAD7002435.1|CCAP	LOC118464869|XP_035788484.1|AALB
OG0006612	CCAP1982_LOCUS10925|CAD7002434.1|CCAP	LOC118464872|XP_035788499.1|AALB
OG0006613	CCAP1982_LOCUS11123|CAD7002639.1|CCAP	LOC118464871|XP_035788490.1|AALB
OG0006615	CCAP1982_LOCUS11114|CAD7002630.1|CCAP	LOC118463697|XP_035786373.1|AALB
OG0006616	CCAP1982_LOCUS11070|CAD7002583.1|CCAP	LOC118466391|XP_035791521.1|AALB
OG0006617	CCAP1982_LOCUS11068|CAD7002581.1|CCAP	LOC118466397|XP_035791542.1|AALB
OG0006618	CCAP1982_LOCUS12142|CAD7003705.1|CCAP	LOC118466085|XP_035790877.1|AALB
OG0006619	CCAP1982_LOCUS11406|CAD7002941.1|CCAP	LOC118463223|XP_035785564.1|AALB
OG0006620	CCAP1982_LOCUS11409|CAD7002944.1|CCAP	LOC118464829|XP_035788397.1|AALB
OG0006621	CCAP1982_LOCUS12885|CAD7004480.1|CCAP	LOC118464840|XP_035788420.1|AALB
OG0006622	CCAP1982_LOCUS11526|CAD7003063.1|CCAP	LOC118465835|XP_035790322.1|AALB
OG0006623	CCAP1982_LOCUS14775|CAD7006457.1|CCAP	LOC118458067|XP_035776110.1|AALB
OG0006625	CCAP1982_LOCUS21813|CAD7013792.1|CCAP	LOC118463326|XP_035785713.1|AALB
OG0006626	CCAP1982_LOCUS22832|CAD7014867.1|CCAP	LOC118463650|XP_035786287.1|AALB
OG0006627	CCAP1982_LOCUS22824|CAD7014857.1|CCAP	LOC118463649|XP_035786285.1|AALB
OG0006628	CCAP1982_LOCUS22825|CAD7014859.1|CCAP	LOC118465096|XP_035788906.1|AALB
OG0006629	CCAP1982_LOCUS21787|CAD7013761.1|CCAP	LOC118466117|XP_035790947.1|AALB
OG0006630	CCAP1982_LOCUS21623|CAD7013567.1|CCAP	LOC118463831|XP_035786612.1|AALB
OG0006631	CCAP1982_LOCUS10962|CAD7002473.1|CCAP	LOC118464322|XP_035787513.1|AALB
OG0006632	CCAP1982_LOCUS21952|CAD7013941.1|CCAP	LOC118466688|XP_035792210.1|AALB
OG0006633	CCAP1982_LOCUS14728|CAD7006408.1|CCAP	LOC118466697|XP_035792220.1|AALB
OG0006634	CCAP1982_LOCUS7489|CAD6998943.1|CCAP	LOC118466693|XP_035792216.1|AALB
OG0006635	CCAP1982_LOCUS8563|CAD7000059.1|CCAP	LOC118466698|XP_035792223.1|AALB
OG0006637	CCAP1982_LOCUS11319|CAD7002850.1|CCAP	LOC118463152|XP_035785426.1|AALB
OG0006638	CCAP1982_LOCUS22003|CAD7013994.1|CCAP	LOC118465114|XP_035788954.1|AALB
OG0006639	CCAP1982_LOCUS21997|CAD7013988.1|CCAP	LOC118466651|XP_035792124.1|AALB
OG0006640	CCAP1982_LOCUS22600|CAD7014608.1|CCAP	LOC118467715|XP_035794409.1|AALB
OG0006641	CCAP1982_LOCUS22281|CAD7014278.1|CCAP	LOC118466606|XP_035792086.1|AALB
OG0006642	CCAP1982_LOCUS21367|CAD7013296.1|CCAP	LOC118463799|XP_035786558.1|AALB
OG0006644	CCAP1982_LOCUS13359|CAD7004982.1|CCAP	LOC118459570|XP_035778972.1|AALB
OG0006645	CCAP1982_LOCUS7859|CAD6999332.1|CCAP	LOC118462977|XP_035785057.1|AALB
OG0006647	CCAP1982_LOCUS23042|CAD7015088.1|CCAP	LOC118465296|XP_035789262.1|AALB
OG0006648	CCAP1982_LOCUS11612|CAD7003151.1|CCAP	LOC118464410|XP_035787661.1|AALB
OG0006649	CCAP1982_LOCUS22576|CAD7014577.1|CCAP	LOC118467053|XP_035792947.1|AALB
OG0006650	CCAP1982_LOCUS22640|CAD7014652.1|CCAP	LOC118466107|XP_035790919.1|AALB
OG0006651	CCAP1982_LOCUS13148|CAD7004755.1|CCAP	LOC118464656|XP_035788028.1|AALB
OG0006652	CCAP1982_LOCUS13149|CAD7004756.1|CCAP	LOC118464664|XP_035788068.1|AALB
OG0006653	CCAP1982_LOCUS13104|CAD7004711.1|CCAP	LOC118466088|XP_035790879.1|AALB
OG0006654	CCAP1982_LOCUS11324|CAD7002855.1|CCAP	LOC118467468|XP_035793890.1|AALB
OG0006655	CCAP1982_LOCUS13134|CAD7004741.1|CCAP	LOC118467144|XP_035793166.1|AALB
OG0006656	CCAP1982_LOCUS11743|CAD7003281.1|CCAP	LOC118466358|XP_035791409.1|AALB
OG0006657	CCAP1982_LOCUS22052|CAD7014046.1|CCAP	LOC118466989|XP_035792800.1|AALB
OG0006658	CCAP1982_LOCUS11182|CAD7002705.1|CCAP	LOC118463165|XP_035785445.1|AALB
OG0006659	CCAP1982_LOCUS11184|CAD7002707.1|CCAP	LOC118463166|XP_035785448.1|AALB
OG0006660	CCAP1982_LOCUS12555|CAD7004135.1|CCAP	LOC118465471|XP_035789659.1|AALB
OG0006661	CCAP1982_LOCUS12527|CAD7004104.1|CCAP	LOC118463074|XP_035785226.1|AALB
OG0006662	CCAP1982_LOCUS7042|CAD6998444.1|CCAP	LOC118468551|XP_035795339.1|AALB
OG0006663	CCAP1982_LOCUS14938|CAD7006632.1|CCAP	LOC118467698|XP_035794373.1|AALB
OG0006664	CCAP1982_LOCUS2839|CAD6994068.1|CCAP	LOC118464255|XP_035787384.1|AALB
OG0006665	CCAP1982_LOCUS14792|CAD7006474.1|CCAP, CCAP1982_LOCUS14791|CAD7006473.1|CCAP	LOC118464252|XP_035787380.1|AALB
OG0006666	CCAP1982_LOCUS22636|CAD7014647.1|CCAP	LOC118465407|XP_035789522.1|AALB
OG0006667	CCAP1982_LOCUS11261|CAD7002788.1|CCAP	LOC118463786|XP_035786511.1|AALB
OG0006668	CCAP1982_LOCUS7109|CAD6998521.1|CCAP	LOC118462844|XP_035784795.1|AALB
OG0006669	CCAP1982_LOCUS14930|CAD7006623.1|CCAP	LOC118462836|XP_035784785.1|AALB
OG0006671	CCAP1982_LOCUS14928|CAD7006621.1|CCAP	LOC118462834|XP_035784778.1|AALB
OG0006672	CCAP1982_LOCUS11196|CAD7002721.1|CCAP	LOC118462831|XP_035784763.1|AALB
OG0006673	CCAP1982_LOCUS13220|CAD7004831.1|CCAP	LOC118462852|XP_035784801.1|AALB
OG0006674	CCAP1982_LOCUS11002|CAD7002513.1|CCAP	LOC118462816|XP_035784729.1|AALB
OG0006675	CCAP1982_LOCUS7205|CAD6998634.1|CCAP	LOC118467766|XP_035794487.1|AALB
OG0006677	CCAP1982_LOCUS14896|CAD7006582.1|CCAP	LOC118467456|XP_035793855.1|AALB
OG0006678	CCAP1982_LOCUS13806|CAD7005446.1|CCAP	LOC118464195|XP_035787247.1|AALB
OG0006679	CCAP1982_LOCUS11898|CAD7003444.1|CCAP	LOC118463889|XP_035786713.1|AALB
OG0006680	CCAP1982_LOCUS2136|CAD6993319.1|CCAP	LOC118465444|XP_035789587.1|AALB
OG0006681	CCAP1982_LOCUS14917|CAD7006607.1|CCAP	LOC118465751|XP_035790115.1|AALB
OG0006682	CCAP1982_LOCUS14914|CAD7006604.1|CCAP	LOC118466727|XP_035792292.1|AALB
OG0006683	CCAP1982_LOCUS14913|CAD7006602.1|CCAP	LOC118466730|XP_035792306.1|AALB
OG0006684	CCAP1982_LOCUS14897|CAD7006585.1|CCAP	LOC118466726|XP_035792291.1|AALB
OG0006686	CCAP1982_LOCUS11873|CAD7003417.1|CCAP	LOC118462983|XP_035785074.1|AALB
OG0006689	CCAP1982_LOCUS11516|CAD7003053.1|CCAP	LOC118465786|XP_035790213.1|AALB
OG0006690	CCAP1982_LOCUS3531|CAD6994800.1|CCAP	LOC118465324|XP_035789354.1|AALB
OG0006692	CCAP1982_LOCUS14727|CAD7006407.1|CCAP	LOC118467111|XP_035793064.1|AALB
OG0006693	CCAP1982_LOCUS14966|CAD7006664.1|CCAP	LOC118467106|XP_035793058.1|AALB
OG0006695	CCAP1982_LOCUS11878|CAD7003422.1|CCAP	LOC118466549|XP_035791955.1|AALB
OG0006696	CCAP1982_LOCUS9008|CAD7000530.1|CCAP	LOC118466545|XP_035791952.1|AALB
OG0006697	CCAP1982_LOCUS11380|CAD7002912.1|CCAP	LOC118465337|XP_035789379.1|AALB
OG0006698	CCAP1982_LOCUS11378|CAD7002909.1|CCAP	LOC118465345|XP_035789394.1|AALB
OG0006699	CCAP1982_LOCUS12611|CAD7004192.1|CCAP	LOC118462859|XP_035784809.1|AALB
OG0006700	CCAP1982_LOCUS14947|CAD7006642.1|CCAP	LOC118462861|XP_035784811.1|AALB
OG0006701	CCAP1982_LOCUS23314|CAD7015370.1|CCAP	LOC118465528|XP_035789747.1|AALB
OG0006702	CCAP1982_LOCUS11337|CAD7002868.1|CCAP	LOC118463690|XP_035786358.1|AALB
OG0006703	CCAP1982_LOCUS11941|CAD7003491.1|CCAP	LOC118467476|XP_035793909.1|AALB
OG0006705	CCAP1982_LOCUS7218|CAD6998650.1|CCAP	LOC118464094|XP_035787052.1|AALB
OG0006706	CCAP1982_LOCUS22322|CAD7014324.1|CCAP	LOC118464095|XP_035787056.1|AALB
OG0006707	CCAP1982_LOCUS21888|CAD7013871.1|CCAP	LOC118463244|XP_035785604.1|AALB
OG0006708	CCAP1982_LOCUS600|CAD6991687.1|CCAP	LOC118463257|XP_035785619.1|AALB
OG0006709	CCAP1982_LOCUS21316|CAD7013245.1|CCAP	LOC118466478|XP_035791753.1|AALB
OG0006710	CCAP1982_LOCUS14796|CAD7006479.1|CCAP	LOC118464514|XP_035787844.1|AALB
OG0006711	CCAP1982_LOCUS14801|CAD7006484.1|CCAP, CCAP1982_LOCUS14800|CAD7006483.1|CCAP, CCAP1982_LOCUS14799|CAD7006482.1|CCAP	LOC118466590|XP_035792042.1|AALB
OG0006712	CCAP1982_LOCUS11065|CAD7002577.1|CCAP	LOC118466758|XP_035792351.1|AALB
OG0006713	CCAP1982_LOCUS12231|CAD7003798.1|CCAP	LOC118462683|XP_035784485.1|AALB
OG0006714	CCAP1982_LOCUS12230|CAD7003797.1|CCAP	LOC118462681|XP_035784483.1|AALB
OG0006715	CCAP1982_LOCUS11732|CAD7003270.1|CCAP	LOC118463024|XP_035785159.1|AALB
OG0006716	CCAP1982_LOCUS8575|CAD7000077.1|CCAP	LOC118463022|XP_035785152.1|AALB
OG0006717	CCAP1982_LOCUS10793|CAD7002302.1|CCAP	LOC118463034|XP_035785170.1|AALB
OG0006718	CCAP1982_LOCUS10791|CAD7002299.1|CCAP	LOC118463041|XP_035785178.1|AALB
OG0006719	CCAP1982_LOCUS12921|CAD7004523.1|CCAP	LOC118464112|XP_035787093.1|AALB
OG0006721	CCAP1982_LOCUS11809|CAD7003350.1|CCAP	LOC118466276|XP_035791246.1|AALB
OG0006722	CCAP1982_LOCUS14832|CAD7006518.1|CCAP	LOC118464280|XP_035787448.1|AALB
OG0006723	CCAP1982_LOCUS5763|CAD6997114.1|CCAP	LOC118467714|XP_035794407.1|AALB
OG0006724	CCAP1982_LOCUS859|CAD6991972.1|CCAP	LOC118464908|XP_035788565.1|AALB
OG0006725	CCAP1982_LOCUS21249|CAD7013178.1|CCAP	LOC118465533|XP_035789752.1|AALB
OG0006726	CCAP1982_LOCUS4097|CAD6995379.1|CCAP	LOC118465535|XP_035789754.1|AALB
OG0006727	CCAP1982_LOCUS855|CAD6991968.1|CCAP	LOC118465531|XP_035789749.1|AALB
OG0006728	CCAP1982_LOCUS4866|CAD6996174.1|CCAP	LOC118467241|XP_035793401.1|AALB
OG0006729	CCAP1982_LOCUS23305|CAD7015360.1|CCAP	LOC118465720|XP_035790056.1|AALB
OG0006730	CCAP1982_LOCUS23307|CAD7015362.1|CCAP	LOC118467118|XP_035793076.1|AALB
OG0006731	CCAP1982_LOCUS13323|CAD7004944.1|CCAP	LOC118464100|XP_035787064.1|AALB
OG0006732	CCAP1982_LOCUS13216|CAD7004827.1|CCAP, CCAP1982_LOCUS13201|CAD7004812.1|CCAP	LOC118463266|XP_035785629.1|AALB
OG0006733	CCAP1982_LOCUS10803|CAD7002312.1|CCAP	LOC118465791|XP_035790220.1|AALB
OG0006734	CCAP1982_LOCUS10806|CAD7002315.1|CCAP	LOC118463213|XP_035785548.1|AALB
OG0006735	CCAP1982_LOCUS13034|CAD7004639.1|CCAP	LOC118463208|XP_035785544.1|AALB
OG0006736	CCAP1982_LOCUS13219|CAD7004830.1|CCAP	LOC118465246|XP_035789160.1|AALB
OG0006737	CCAP1982_LOCUS12179|CAD7003743.1|CCAP	LOC118464072|XP_035787016.1|AALB
OG0006738	CCAP1982_LOCUS12246|CAD7003813.1|CCAP	LOC118464070|XP_035787012.1|AALB
OG0006739	CCAP1982_LOCUS11321|CAD7002852.1|CCAP	LOC118466287|XP_035791266.1|AALB
OG0006740	CCAP1982_LOCUS10795|CAD7002305.1|CCAP	LOC118466288|XP_035791267.1|AALB
OG0006741	CCAP1982_LOCUS10794|CAD7002304.1|CCAP	LOC118467077|XP_035793006.1|AALB
OG0006742	CCAP1982_LOCUS4684|CAD6995974.1|CCAP	LOC118467344|XP_035793618.1|AALB
OG0006743	CCAP1982_LOCUS6983|CAD6998383.1|CCAP	LOC118464465|XP_035787761.1|AALB
OG0006744	CCAP1982_LOCUS13326|CAD7004947.1|CCAP	LOC118463493|XP_035785977.1|AALB
OG0006745	CCAP1982_LOCUS902|CAD6992018.1|CCAP	LOC118467172|XP_035793244.1|AALB
OG0006746	CCAP1982_LOCUS11201|CAD7002726.1|CCAP	LOC118463067|XP_035785217.1|AALB
OG0006747	CCAP1982_LOCUS13041|CAD7004646.1|CCAP	LOC118463215|XP_035785551.1|AALB
OG0006749	CCAP1982_LOCUS14919|CAD7006610.1|CCAP	LOC118466223|XP_035791147.1|AALB
OG0006752	CCAP1982_LOCUS13058|CAD7004663.1|CCAP	LOC118465011|XP_035788754.1|AALB
OG0006753	CCAP1982_LOCUS13065|CAD7004670.1|CCAP	LOC118465865|XP_035790390.1|AALB
OG0006754	CCAP1982_LOCUS12574|CAD7004154.1|CCAP	LOC118463544|XP_035786059.1|AALB
OG0006755	CCAP1982_LOCUS11812|CAD7003353.1|CCAP	LOC118466431|XP_035791620.1|AALB
OG0006756	CCAP1982_LOCUS12567|CAD7004147.1|CCAP	LOC118463275|XP_035785644.1|AALB
OG0006757	CCAP1982_LOCUS12568|CAD7004148.1|CCAP	LOC118465396|XP_035789488.1|AALB
OG0006758	CCAP1982_LOCUS13299|CAD7004916.1|CCAP	LOC118462963|XP_035785017.1|AALB
OG0006759	CCAP1982_LOCUS13042|CAD7004647.1|CCAP	LOC118462962|XP_035785011.1|AALB
OG0006760	CCAP1982_LOCUS12975|CAD7004579.1|CCAP	LOC118467814|XP_035794584.1|AALB
OG0006761	CCAP1982_LOCUS767|CAD6991875.1|CCAP	LOC118466515|XP_035791901.1|AALB
OG0006763	CCAP1982_LOCUS23418|CAD7015479.1|CCAP	LOC118463395|XP_035785833.1|AALB
OG0006764	CCAP1982_LOCUS19731|CAD7011644.1|CCAP	LOC118463392|XP_035785829.1|AALB
OG0006765	CCAP1982_LOCUS22759|CAD7014789.1|CCAP	LOC118463394|XP_035785832.1|AALB
OG0006766	CCAP1982_LOCUS12772|CAD7004360.1|CCAP	LOC118463960|XP_035786837.1|AALB
OG0006767	CCAP1982_LOCUS13073|CAD7004679.1|CCAP	LOC118466077|XP_035790854.1|AALB
OG0006768	CCAP1982_LOCUS13072|CAD7004678.1|CCAP	LOC118466076|XP_035790847.1|AALB
OG0006769	CCAP1982_LOCUS13074|CAD7004680.1|CCAP	LOC118465113|XP_035788953.1|AALB
OG0006770	CCAP1982_LOCUS11920|CAD7003467.1|CCAP	LOC118464600|XP_035787937.1|AALB
OG0006772	CCAP1982_LOCUS21652|CAD7013598.1|CCAP	LOC118467082|XP_035793014.1|AALB
OG0006773	CCAP1982_LOCUS12324|CAD7003894.1|CCAP	LOC118465958|XP_035790591.1|AALB
OG0006774	CCAP1982_LOCUS14523|CAD7006195.1|CCAP	LOC118462884|XP_035784851.1|AALB
OG0006775	CCAP1982_LOCUS14926|CAD7006618.1|CCAP	LOC118467504|XP_035793948.1|AALB
OG0006776	CCAP1982_LOCUS11503|CAD7003040.1|CCAP	LOC118467505|XP_035793949.1|AALB
OG0006777	CCAP1982_LOCUS11504|CAD7003041.1|CCAP	LOC118467512|XP_035793956.1|AALB
OG0006778	CCAP1982_LOCUS11498|CAD7003035.1|CCAP	LOC118467507|XP_035793952.1|AALB
OG0006779	CCAP1982_LOCUS12215|CAD7003779.1|CCAP	LOC118462600|XP_035784318.1|AALB
OG0006780	CCAP1982_LOCUS12379|CAD7003956.1|CCAP	LOC118462599|XP_035784317.1|AALB
OG0006781	CCAP1982_LOCUS11281|CAD7002811.1|CCAP	LOC118464963|XP_035788661.1|AALB
OG0006782	CCAP1982_LOCUS10877|CAD7002384.1|CCAP	LOC118464972|XP_035788699.1|AALB
OG0006783	CCAP1982_LOCUS7224|CAD6998659.1|CCAP	LOC118467430|XP_035793813.1|AALB
OG0006784	CCAP1982_LOCUS10883|CAD7002390.1|CCAP	LOC118464966|XP_035788667.1|AALB
OG0006785	CCAP1982_LOCUS7106|CAD6998518.1|CCAP	LOC118464969|XP_035788693.1|AALB
OG0006786	CCAP1982_LOCUS21704|CAD7013662.1|CCAP	LOC118465325|XP_035789362.1|AALB
OG0006788	CCAP1982_LOCUS14016|CAD7005659.1|CCAP	LOC118463431|XP_035785892.1|AALB
OG0006791	CCAP1982_LOCUS10830|CAD7002344.1|CCAP	LOC118463250|XP_035785612.1|AALB
OG0006792	CCAP1982_LOCUS11819|CAD7003360.1|CCAP	LOC118467604|XP_035794193.1|AALB
OG0006793	CCAP1982_LOCUS11825|CAD7003366.1|CCAP	LOC118467597|XP_035794172.1|AALB
OG0006794	CCAP1982_LOCUS22771|CAD7014803.1|CCAP	LOC118467610|XP_035794205.1|AALB
OG0006795	CCAP1982_LOCUS11223|CAD7002749.1|CCAP	LOC118464793|XP_035788318.1|AALB
OG0006796	CCAP1982_LOCUS13876|CAD7005516.1|CCAP	LOC118464685|XP_035788100.1|AALB
OG0006797	CCAP1982_LOCUS23178|CAD7015230.1|CCAP	LOC118464684|XP_035788099.1|AALB
OG0006798	CCAP1982_LOCUS11086|CAD7002600.1|CCAP	LOC118464540|XP_035787870.1|AALB
OG0006799	CCAP1982_LOCUS11439|CAD7002976.1|CCAP	LOC118467075|XP_035793003.1|AALB
OG0006800	CCAP1982_LOCUS14319|CAD7005982.1|CCAP	LOC118467001|XP_035792819.1|AALB
OG0006802	CCAP1982_LOCUS22732|CAD7014758.1|CCAP	LOC118463990|XP_035786907.1|AALB
OG0006803	CCAP1982_LOCUS22731|CAD7014754.1|CCAP	LOC118467528|XP_035793987.1|AALB
OG0006804	CCAP1982_LOCUS12218|CAD7003782.1|CCAP	LOC118463428|XP_035785887.1|AALB
OG0006805	CCAP1982_LOCUS21586|CAD7013526.1|CCAP	LOC118463417|XP_035785864.1|AALB
OG0006806	CCAP1982_LOCUS10782|CAD7002290.1|CCAP	LOC118464486|XP_035787800.1|AALB
OG0006808	CCAP1982_LOCUS22812|CAD7014845.1|CCAP	LOC118463409|XP_035785853.1|AALB
OG0006809	CCAP1982_LOCUS11949|CAD7003499.1|CCAP	LOC118462604|XP_035784327.1|AALB
OG0006810	CCAP1982_LOCUS12057|CAD7003613.1|CCAP	LOC118462601|XP_035784319.1|AALB
OG0006811	CCAP1982_LOCUS12056|CAD7003612.1|CCAP	LOC118464899|XP_035788552.1|AALB
OG0006812	CCAP1982_LOCUS11262|CAD7002791.1|CCAP	LOC118463271|XP_035785637.1|AALB
OG0006813	CCAP1982_LOCUS21788|CAD7013763.1|CCAP	LOC118466486|XP_035791777.1|AALB
OG0006814	CCAP1982_LOCUS11577|CAD7003114.1|CCAP	LOC118466269|XP_035791229.1|AALB
OG0006815	CCAP1982_LOCUS11766|CAD7003305.1|CCAP	LOC118462654|XP_035784421.1|AALB
OG0006816	CCAP1982_LOCUS11759|CAD7003298.1|CCAP	LOC118467794|XP_035794561.1|AALB
