Orthogroup	CCAP.longest_only	CPIP.longest_only
OG0007296	CCAP1982_LOCUS1016|CAD6992137.1|CCAP	LOC120413782|XP_039430660.1|CPIP
OG0007297	CCAP1982_LOCUS4653|CAD6995944.1|CCAP	LOC120413805|XP_039430696.1|CPIP
OG0007298	CCAP1982_LOCUS4435|CAD6995730.1|CCAP	LOC120413809|XP_039430698.1|CPIP
OG0007299	CCAP1982_LOCUS5169|CAD6996501.1|CCAP	LOC120413744|XP_039430603.1|CPIP
OG0007300	CCAP1982_LOCUS379|CAD6991454.1|CCAP	LOC120413803|XP_039430694.1|CPIP
OG0007301	CCAP1982_LOCUS4540|CAD6995838.1|CCAP	LOC120413763|XP_039430631.1|CPIP
OG0007302	CCAP1982_LOCUS5045|CAD6996366.1|CCAP	LOC120422478|XP_039441869.1|CPIP
OG0007304	CCAP1982_LOCUS6553|CAD6997935.1|CCAP	LOC120422603|XP_039442028.1|CPIP
OG0007305	CCAP1982_LOCUS14100|CAD7005751.1|CCAP	LOC120414831|XP_039432092.1|CPIP
OG0007306	CCAP1982_LOCUS14101|CAD7005752.1|CCAP	LOC120414830|XP_039432091.1|CPIP
OG0007307	CCAP1982_LOCUS5065|CAD6996390.1|CCAP	LOC120414803|XP_039432053.1|CPIP
OG0007309	CCAP1982_LOCUS310|CAD6991383.1|CCAP	LOC120414838|XP_039432098.1|CPIP
OG0007310	CCAP1982_LOCUS309|CAD6991382.1|CCAP	LOC120414794|XP_039432039.1|CPIP
OG0007311	CCAP1982_LOCUS304|CAD6991375.1|CCAP	LOC120414843|XP_039432100.1|CPIP
OG0007316	CCAP1982_LOCUS997|CAD6992113.1|CCAP	LOC120413908|XP_039430818.1|CPIP
OG0007317	CCAP1982_LOCUS766|CAD6991874.1|CCAP	LOC120413968|XP_039430909.1|CPIP
OG0007318	CCAP1982_LOCUS765|CAD6991872.1|CCAP	LOC120413955|XP_039430893.1|CPIP
OG0007319	CCAP1982_LOCUS11203|CAD7002728.1|CCAP	LOC120413046|XP_039429672.1|CPIP
OG0007324	CCAP1982_LOCUS4825|CAD6996131.1|CCAP	LOC120412961|XP_039429539.1|CPIP
OG0007325	CCAP1982_LOCUS4878|CAD6996186.1|CCAP	LOC120412988|XP_039429572.1|CPIP
OG0007326	CCAP1982_LOCUS4843|CAD6996150.1|CCAP	LOC120412942|XP_039429513.1|CPIP
OG0007327	CCAP1982_LOCUS12605|CAD7004186.1|CCAP	LOC120412984|XP_039429567.1|CPIP
OG0007328	CCAP1982_LOCUS4824|CAD6996130.1|CCAP	LOC120412949|XP_039429523.1|CPIP
OG0007329	CCAP1982_LOCUS836|CAD6991948.1|CCAP	LOC120413007|XP_039429590.1|CPIP
OG0007333	CCAP1982_LOCUS5111|CAD6996439.1|CCAP	LOC120417908|XP_039436071.1|CPIP
OG0007335	CCAP1982_LOCUS14948|CAD7006643.1|CCAP	LOC120419331|XP_039437934.1|CPIP
OG0007336	CCAP1982_LOCUS256|CAD6991327.1|CCAP	LOC120419355|XP_039437959.1|CPIP
OG0007337	CCAP1982_LOCUS12036|CAD7003588.1|CCAP	LOC120419363|XP_039437966.1|CPIP
OG0007338	CCAP1982_LOCUS14978|CAD7006677.1|CCAP	LOC120414013|XP_039430963.1|CPIP
OG0007339	CCAP1982_LOCUS176|CAD6991240.1|CCAP	LOC120414011|XP_039430960.1|CPIP
OG0007340	CCAP1982_LOCUS5191|CAD6996523.1|CCAP	LOC120413993|XP_039430936.1|CPIP
OG0007341	CCAP1982_LOCUS4563|CAD6995862.1|CCAP	LOC120413989|XP_039430930.1|CPIP
OG0007342	CCAP1982_LOCUS5140|CAD6996471.1|CCAP	LOC120414006|XP_039430953.1|CPIP
OG0007343	CCAP1982_LOCUS426|CAD6991502.1|CCAP	LOC120425925|XP_039446479.1|CPIP
OG0007345	CCAP1982_LOCUS429|CAD6991505.1|CCAP	LOC120425927|XP_039446481.1|CPIP
OG0007346	CCAP1982_LOCUS12748|CAD7004329.1|CCAP	LOC120425931|XP_039446486.1|CPIP
OG0007351	CCAP1982_LOCUS13609|CAD7005252.1|CCAP	LOC120426303|XP_039446985.1|CPIP
OG0007352	CCAP1982_LOCUS21584|CAD7013524.1|CCAP	LOC120426309|XP_039446991.1|CPIP
OG0007354	CCAP1982_LOCUS20275|CAD7012173.1|CCAP	LOC120422369|XP_039441712.1|CPIP
OG0007355	CCAP1982_LOCUS558|CAD6991644.1|CCAP	LOC120422358|XP_039441699.1|CPIP
OG0007356	CCAP1982_LOCUS21381|CAD7013311.1|CCAP	LOC120422370|XP_039441713.1|CPIP
OG0007357	CCAP1982_LOCUS4455|CAD6995751.1|CCAP	LOC120422365|XP_039441708.1|CPIP
OG0007358	CCAP1982_LOCUS4816|CAD6996121.1|CCAP	LOC120422359|XP_039441702.1|CPIP
OG0007360	CCAP1982_LOCUS1890|CAD6993060.1|CCAP	LOC120421504|XP_039440659.1|CPIP
OG0007362	CCAP1982_LOCUS5554|CAD6996881.1|CCAP	LOC120422093|XP_039441379.1|CPIP
OG0007366	CCAP1982_LOCUS4415|CAD6995708.1|CCAP	LOC120422084|XP_039441368.1|CPIP
OG0007367	CCAP1982_LOCUS12741|CAD7004322.1|CCAP	LOC120422053|XP_039441323.1|CPIP
OG0007368	CCAP1982_LOCUS584|CAD6991671.1|CCAP	LOC120421179|XP_039440310.1|CPIP
OG0007369	CCAP1982_LOCUS4308|CAD6995601.1|CCAP	LOC120421153|XP_039440281.1|CPIP
OG0007370	CCAP1982_LOCUS22387|CAD7014393.1|CCAP	LOC120422175|XP_039441488.1|CPIP
OG0007371	CCAP1982_LOCUS3268|CAD6994524.1|CCAP	LOC120421441|XP_039440585.1|CPIP
OG0007372	CCAP1982_LOCUS246|CAD6991317.1|CCAP	LOC120422751|XP_039442227.1|CPIP
OG0007389	CCAP1982_LOCUS6401|CAD6997775.1|CCAP	LOC120431003|XP_039452096.1|CPIP
OG0007393	CCAP1982_LOCUS5062|CAD6996385.1|CCAP	LOC120431558|XP_039452600.1|CPIP
OG0007396	CCAP1982_LOCUS4566|CAD6995865.1|CCAP	LOC120430955|XP_039452017.1|CPIP
OG0007398	CCAP1982_LOCUS20412|CAD7012318.1|CCAP	LOC120424119|XP_039444094.1|CPIP
OG0007402	CCAP1982_LOCUS4479|CAD6995775.1|CCAP	LOC120419423|XP_039438030.1|CPIP
OG0007403	CCAP1982_LOCUS4486|CAD6995782.1|CCAP	LOC120417930|XP_039436101.1|CPIP
OG0007404	CCAP1982_LOCUS4527|CAD6995824.1|CCAP	LOC120417925|XP_039436095.1|CPIP
OG0007405	CCAP1982_LOCUS686|CAD6991781.1|CCAP	LOC120419553|XP_039438201.1|CPIP
OG0007406	CCAP1982_LOCUS4363|CAD6995656.1|CCAP	LOC120420571|XP_039439583.1|CPIP
OG0007409	CCAP1982_LOCUS7010|CAD6998410.1|CCAP	LOC120428915|XP_039449992.1|CPIP
OG0007413	CCAP1982_LOCUS23203|CAD7015255.1|CCAP	LOC120419395|XP_039438001.1|CPIP
OG0007419	CCAP1982_LOCUS2364|CAD6993552.1|CCAP, CCAP1982_LOCUS2363|CAD6993551.1|CCAP	LOC120419555|XP_039438203.1|CPIP
OG0007420	CCAP1982_LOCUS21572|CAD7013512.1|CCAP	LOC120419563|XP_039438226.1|CPIP
OG0007424	CCAP1982_LOCUS13372|CAD7004996.1|CCAP	LOC120416653|XP_039434398.1|CPIP
OG0007425	CCAP1982_LOCUS13380|CAD7005005.1|CCAP	LOC120416619|XP_039434353.1|CPIP
OG0007429	CCAP1982_LOCUS21051|CAD7012960.1|CCAP	LOC120419934|XP_039438732.1|CPIP
OG0007430	CCAP1982_LOCUS12596|CAD7004176.1|CCAP	LOC120424353|XP_039444387.1|CPIP
OG0007431	CCAP1982_LOCUS8214|CAD6999686.1|CCAP	LOC120425265|XP_039445647.1|CPIP
OG0007432	CCAP1982_LOCUS13753|CAD7005393.1|CCAP	LOC120425213|XP_039445580.1|CPIP
OG0007433	CCAP1982_LOCUS14013|CAD7005656.1|CCAP	LOC120417984|XP_039436162.1|CPIP
OG0007434	CCAP1982_LOCUS14025|CAD7005670.1|CCAP	LOC120418006|XP_039436184.1|CPIP
OG0007436	CCAP1982_LOCUS13811|CAD7005451.1|CCAP	LOC120417553|XP_039435578.1|CPIP
OG0007437	CCAP1982_LOCUS11674|CAD7003214.1|CCAP	LOC120417579|XP_039435623.1|CPIP
OG0007438	CCAP1982_LOCUS14461|CAD7006129.1|CCAP	LOC120423636|XP_039443439.1|CPIP
OG0007441	CCAP1982_LOCUS19618|CAD7011529.1|CCAP	LOC120415276|XP_039432680.1|CPIP
OG0007442	CCAP1982_LOCUS20522|CAD7012440.1|CCAP	LOC120415318|XP_039432733.1|CPIP
OG0007443	CCAP1982_LOCUS23350|CAD7015407.1|CCAP	LOC120415299|XP_039432704.1|CPIP
OG0007444	CCAP1982_LOCUS20645|CAD7012560.1|CCAP	LOC120416757|XP_039434524.1|CPIP
OG0007445	CCAP1982_LOCUS20644|CAD7012559.1|CCAP	LOC120416756|XP_039434523.1|CPIP
OG0007446	CCAP1982_LOCUS8283|CAD6999760.1|CCAP	LOC120416720|XP_039434480.1|CPIP
OG0007447	CCAP1982_LOCUS21118|CAD7013034.1|CCAP	LOC120416753|XP_039434520.1|CPIP
OG0007448	CCAP1982_LOCUS20471|CAD7012377.1|CCAP	LOC120418471|XP_039436838.1|CPIP
OG0007449	CCAP1982_LOCUS14049|CAD7005697.1|CCAP	LOC120424598|XP_039444696.1|CPIP
OG0007450	CCAP1982_LOCUS14048|CAD7005696.1|CCAP	LOC120424596|XP_039444694.1|CPIP
OG0007451	CCAP1982_LOCUS14097|CAD7005748.1|CCAP	LOC120422163|XP_039441474.1|CPIP
OG0007452	CCAP1982_LOCUS14095|CAD7005744.1|CCAP	LOC120422164|XP_039441475.1|CPIP
OG0007453	CCAP1982_LOCUS13360|CAD7004983.1|CCAP	LOC120420424|XP_039439379.1|CPIP
OG0007454	CCAP1982_LOCUS14676|CAD7006354.1|CCAP	LOC120420398|XP_039439342.1|CPIP
OG0007457	CCAP1982_LOCUS12756|CAD7004340.1|CCAP	LOC120417560|XP_039435584.1|CPIP
OG0007458	CCAP1982_LOCUS5439|CAD6996760.1|CCAP	LOC120417554|XP_039435579.1|CPIP
OG0007459	CCAP1982_LOCUS3176|CAD6994425.1|CCAP	LOC120417550|XP_039435574.1|CPIP
OG0007460	CCAP1982_LOCUS20640|CAD7012555.1|CCAP	LOC120417564|XP_039435593.1|CPIP
OG0007461	CCAP1982_LOCUS13456|CAD7005094.1|CCAP	LOC120425789|XP_039446331.1|CPIP
OG0007462	CCAP1982_LOCUS13453|CAD7005090.1|CCAP	LOC120425801|XP_039446347.1|CPIP
OG0007463	CCAP1982_LOCUS13451|CAD7005088.1|CCAP	LOC120425800|XP_039446345.1|CPIP
OG0007464	CCAP1982_LOCUS13457|CAD7005095.1|CCAP	LOC120425806|XP_039446353.1|CPIP
OG0007466	CCAP1982_LOCUS20263|CAD7012161.1|CCAP	LOC120417572|XP_039435610.1|CPIP
OG0007467	CCAP1982_LOCUS20270|CAD7012168.1|CCAP, CCAP1982_LOCUS20269|CAD7012167.1|CCAP	LOC120417589|XP_039435635.1|CPIP
OG0007469	CCAP1982_LOCUS14126|CAD7005777.1|CCAP	LOC120415313|XP_039432729.1|CPIP
OG0007470	CCAP1982_LOCUS13322|CAD7004943.1|CCAP	LOC120415338|XP_039432761.1|CPIP
OG0007471	CCAP1982_LOCUS19913|CAD7011803.1|CCAP	LOC120415306|XP_039432714.1|CPIP
OG0007473	CCAP1982_LOCUS14237|CAD7005897.1|CCAP	LOC120415328|XP_039432749.1|CPIP
OG0007474	CCAP1982_LOCUS20063|CAD7011952.1|CCAP	LOC120424674|XP_039444786.1|CPIP
OG0007475	CCAP1982_LOCUS15011|CAD7006712.1|CCAP	LOC120426476|XP_039447173.1|CPIP
OG0007478	CCAP1982_LOCUS5617|CAD6996949.1|CCAP	LOC120423261|XP_039442927.1|CPIP
OG0007480	CCAP1982_LOCUS4811|CAD6996116.1|CCAP	LOC120414910|XP_039432175.1|CPIP
OG0007481	CCAP1982_LOCUS11111|CAD7002627.1|CCAP	LOC120414909|XP_039432174.1|CPIP
OG0007482	CCAP1982_LOCUS8868|CAD7000393.1|CCAP	LOC120414892|XP_039432148.1|CPIP
OG0007483	CCAP1982_LOCUS20545|CAD7012465.1|CCAP	LOC120427765|XP_039448611.1|CPIP
OG0007487	CCAP1982_LOCUS10387|CAD7001900.1|CCAP	LOC120424448|XP_039444515.1|CPIP
OG0007488	CCAP1982_LOCUS14240|CAD7005900.1|CCAP	LOC120424438|XP_039444502.1|CPIP
OG0007489	CCAP1982_LOCUS175|CAD6991238.1|CCAP	LOC120425130|XP_039445492.1|CPIP
OG0007492	CCAP1982_LOCUS20210|CAD7012111.1|CCAP	LOC120424399|XP_039444436.1|CPIP
OG0007496	CCAP1982_LOCUS13434|CAD7005069.1|CCAP	LOC120416731|XP_039434491.1|CPIP
OG0007498	CCAP1982_LOCUS12278|CAD7003847.1|CCAP	LOC120427336|XP_039448121.1|CPIP
OG0007499	CCAP1982_LOCUS13350|CAD7004972.1|CCAP	LOC120427338|XP_039448122.1|CPIP
OG0007500	CCAP1982_LOCUS13351|CAD7004973.1|CCAP	LOC120427345|XP_039448135.1|CPIP
OG0007501	CCAP1982_LOCUS14638|CAD7006316.1|CCAP	LOC120426853|XP_039447587.1|CPIP
OG0007502	CCAP1982_LOCUS19404|CAD7011297.1|CCAP	LOC120422965|XP_039442487.1|CPIP
OG0007503	CCAP1982_LOCUS20514|CAD7012431.1|CCAP	LOC120422956|XP_039442474.1|CPIP
OG0007505	CCAP1982_LOCUS14226|CAD7005884.1|CCAP	LOC120422936|XP_039442449.1|CPIP
OG0007507	CCAP1982_LOCUS8510|CAD7000004.1|CCAP	LOC120415213|XP_039432605.1|CPIP
OG0007508	CCAP1982_LOCUS8172|CAD6999638.1|CCAP	LOC120430228|XP_039451242.1|CPIP
OG0007509	CCAP1982_LOCUS5697|CAD6997039.1|CCAP	LOC120424462|XP_039444528.1|CPIP
OG0007510	CCAP1982_LOCUS19758|CAD7011673.1|CCAP	LOC120415415|XP_039432878.1|CPIP
OG0007511	CCAP1982_LOCUS6512|CAD6997893.1|CCAP	LOC120428240|XP_039449153.1|CPIP
OG0007512	CCAP1982_LOCUS5564|CAD6996891.1|CCAP	LOC120428226|XP_039449138.1|CPIP
OG0007513	CCAP1982_LOCUS7496|CAD6998949.1|CCAP	LOC120415154|XP_039432523.1|CPIP
OG0007514	CCAP1982_LOCUS14922|CAD7006614.1|CCAP	LOC120415099|XP_039432451.1|CPIP
OG0007515	CCAP1982_LOCUS7417|CAD6998870.1|CCAP, CCAP1982_LOCUS7416|CAD6998869.1|CCAP	LOC120412355|XP_039428703.1|CPIP
OG0007516	CCAP1982_LOCUS8596|CAD7000098.1|CCAP	LOC120415101|XP_039432453.1|CPIP
OG0007517	CCAP1982_LOCUS14254|CAD7005915.1|CCAP	LOC120415106|XP_039432458.1|CPIP
OG0007518	CCAP1982_LOCUS19471|CAD7011369.1|CCAP	LOC120415143|XP_039432511.1|CPIP
OG0007519	CCAP1982_LOCUS20370|CAD7012274.1|CCAP	LOC120425533|XP_039446022.1|CPIP
OG0007523	CCAP1982_LOCUS20857|CAD7012753.1|CCAP	LOC120412718|XP_039429236.1|CPIP
OG0007524	CCAP1982_LOCUS7012|CAD6998412.1|CCAP	LOC120430842|XP_039451903.1|CPIP
OG0007525	CCAP1982_LOCUS5816|CAD6997174.1|CCAP	LOC120419304|XP_039437905.1|CPIP
OG0007526	CCAP1982_LOCUS4929|CAD6996246.1|CCAP	LOC120430001|XP_039451033.1|CPIP
OG0007527	CCAP1982_LOCUS12805|CAD7004395.1|CCAP	LOC120430727|XP_039451773.1|CPIP
OG0007528	CCAP1982_LOCUS19840|CAD7011726.1|CCAP	LOC120415091|XP_039432444.1|CPIP
OG0007529	CCAP1982_LOCUS21087|CAD7012996.1|CCAP	LOC120429848|XP_039450857.1|CPIP
OG0007531	CCAP1982_LOCUS20805|CAD7012698.1|CCAP	LOC120429117|XP_039450235.1|CPIP
OG0007532	CCAP1982_LOCUS19762|CAD7011677.1|CCAP	LOC120428784|XP_039449809.1|CPIP
OG0007534	CCAP1982_LOCUS11682|CAD7003221.1|CCAP	LOC120429667|XP_039450633.1|CPIP
OG0007535	CCAP1982_LOCUS13588|CAD7005228.1|CCAP	LOC120426730|XP_039447437.1|CPIP
OG0007536	CCAP1982_LOCUS5088|CAD6996415.1|CCAP	LOC120415371|XP_039432827.1|CPIP
OG0007537	CCAP1982_LOCUS13581|CAD7005221.1|CCAP	LOC120415418|XP_039432881.1|CPIP
OG0007538	CCAP1982_LOCUS13577|CAD7005217.1|CCAP	LOC120415429|XP_039432905.1|CPIP
OG0007539	CCAP1982_LOCUS7627|CAD6999081.1|CCAP	LOC120415414|XP_039432877.1|CPIP
OG0007540	CCAP1982_LOCUS2246|CAD6993431.1|CCAP	LOC120415411|XP_039432873.1|CPIP
OG0007541	CCAP1982_LOCUS19874|CAD7011762.1|CCAP	LOC120415394|XP_039432854.1|CPIP
OG0007542	CCAP1982_LOCUS19378|CAD7011270.1|CCAP	LOC120415352|XP_039432774.1|CPIP
OG0007543	CCAP1982_LOCUS10549|CAD7002061.1|CCAP	LOC120420332|XP_039439261.1|CPIP
OG0007544	CCAP1982_LOCUS14155|CAD7005809.1|CCAP	LOC120429986|XP_039451011.1|CPIP
OG0007546	CCAP1982_LOCUS432|CAD6991513.1|CCAP	LOC120428810|XP_039449845.1|CPIP
OG0007548	CCAP1982_LOCUS12766|CAD7004350.1|CCAP	LOC120412351|XP_039428698.1|CPIP
OG0007549	CCAP1982_LOCUS11797|CAD7003337.1|CCAP	LOC120425248|XP_039445628.1|CPIP
OG0007550	CCAP1982_LOCUS13435|CAD7005070.1|CCAP	LOC120425245|XP_039445614.1|CPIP
OG0007551	CCAP1982_LOCUS7124|CAD6998537.1|CCAP	LOC120425963|XP_039446544.1|CPIP
OG0007552	CCAP1982_LOCUS6880|CAD6998271.1|CCAP	LOC120425959|XP_039446540.1|CPIP
OG0007553	CCAP1982_LOCUS7357|CAD6998808.1|CCAP	LOC120425961|XP_039446542.1|CPIP
OG0007554	CCAP1982_LOCUS14423|CAD7006091.1|CCAP	LOC120421975|XP_039441219.1|CPIP
OG0007555	CCAP1982_LOCUS20383|CAD7012287.1|CCAP	LOC120416836|XP_039434658.1|CPIP
OG0007556	CCAP1982_LOCUS19480|CAD7011379.1|CCAP	LOC120416857|XP_039434688.1|CPIP
OG0007557	CCAP1982_LOCUS19482|CAD7011381.1|CCAP	LOC120416814|XP_039434624.1|CPIP
OG0007558	CCAP1982_LOCUS20456|CAD7012362.1|CCAP	LOC120416854|XP_039434678.1|CPIP
OG0007559	CCAP1982_LOCUS6873|CAD6998264.1|CCAP	LOC120416839|XP_039434662.1|CPIP
OG0007560	CCAP1982_LOCUS13687|CAD7005327.1|CCAP	LOC120416808|XP_039434615.1|CPIP
OG0007562	CCAP1982_LOCUS13499|CAD7005137.1|CCAP	LOC120428655|XP_039449636.1|CPIP
OG0007563	CCAP1982_LOCUS14195|CAD7005852.1|CCAP	LOC120416989|XP_039434849.1|CPIP
OG0007564	CCAP1982_LOCUS14390|CAD7006055.1|CCAP	LOC120417015|XP_039434885.1|CPIP
OG0007565	CCAP1982_LOCUS3495|CAD6994763.1|CCAP	LOC120421866|XP_039441098.1|CPIP
OG0007566	CCAP1982_LOCUS20228|CAD7012130.1|CCAP	LOC120421855|XP_039441079.1|CPIP
OG0007567	CCAP1982_LOCUS3798|CAD6995075.1|CCAP	LOC120426912|XP_039447652.1|CPIP
OG0007568	CCAP1982_LOCUS19435|CAD7011330.1|CCAP	LOC120426913|XP_039447653.1|CPIP
OG0007569	CCAP1982_LOCUS19429|CAD7011324.1|CCAP	LOC120415858|XP_039433429.1|CPIP
OG0007570	CCAP1982_LOCUS19431|CAD7011326.1|CCAP	LOC120415874|XP_039433444.1|CPIP
OG0007571	CCAP1982_LOCUS19436|CAD7011331.1|CCAP	LOC120415859|XP_039433430.1|CPIP
OG0007572	CCAP1982_LOCUS21156|CAD7013079.1|CCAP	LOC120420288|XP_039439221.1|CPIP
OG0007573	CCAP1982_LOCUS20390|CAD7012294.1|CCAP	LOC120426514|XP_039447218.1|CPIP
OG0007574	CCAP1982_LOCUS21235|CAD7013164.1|CCAP	LOC120426519|XP_039447221.1|CPIP
OG0007575	CCAP1982_LOCUS20488|CAD7012400.1|CCAP	LOC120426498|XP_039447202.1|CPIP
OG0007578	CCAP1982_LOCUS8258|CAD6999732.1|CCAP	LOC120415166|XP_039432538.1|CPIP
OG0007579	CCAP1982_LOCUS19990|CAD7011878.1|CCAP	LOC120424720|XP_039444837.1|CPIP
OG0007580	CCAP1982_LOCUS14630|CAD7006308.1|CCAP, CCAP1982_LOCUS14631|CAD7006309.1|CCAP	LOC120424717|XP_039444834.1|CPIP
OG0007581	CCAP1982_LOCUS7886|CAD6999359.1|CCAP	LOC120424721|XP_039444838.1|CPIP
OG0007582	CCAP1982_LOCUS19671|CAD7011582.1|CCAP	LOC120424718|XP_039444835.1|CPIP
OG0007583	CCAP1982_LOCUS20397|CAD7012301.1|CCAP	LOC120424722|XP_039444839.1|CPIP
OG0007586	CCAP1982_LOCUS7857|CAD6999330.1|CCAP	LOC120431047|XP_039452136.1|CPIP
OG0007588	CCAP1982_LOCUS6494|CAD6997875.1|CCAP	LOC120421829|XP_039441039.1|CPIP
OG0007590	CCAP1982_LOCUS13797|CAD7005437.1|CCAP	LOC120421565|XP_039440726.1|CPIP
OG0007591	CCAP1982_LOCUS20692|CAD7012608.1|CCAP	LOC120421578|XP_039440742.1|CPIP
OG0007592	CCAP1982_LOCUS23135|CAD7015184.1|CCAP	LOC120428804|XP_039449838.1|CPIP
OG0007594	CCAP1982_LOCUS20687|CAD7012602.1|CCAP	LOC120427504|XP_039448292.1|CPIP
OG0007595	CCAP1982_LOCUS20149|CAD7012047.1|CCAP	LOC120432585|XP_039453753.1|CPIP
OG0007596	CCAP1982_LOCUS14908|CAD7006597.1|CCAP	LOC120432560|XP_039453722.1|CPIP
OG0007597	CCAP1982_LOCUS14324|CAD7005988.1|CCAP	LOC120425837|XP_039446392.1|CPIP
OG0007598	CCAP1982_LOCUS20657|CAD7012572.1|CCAP	LOC120421558|XP_039440718.1|CPIP
OG0007599	CCAP1982_LOCUS14332|CAD7005996.1|CCAP	LOC120423744|XP_039443591.1|CPIP
OG0007600	CCAP1982_LOCUS14329|CAD7005993.1|CCAP	LOC120423746|XP_039443594.1|CPIP
OG0007601	CCAP1982_LOCUS13408|CAD7005037.1|CCAP	LOC120422235|XP_039441553.1|CPIP
OG0007602	CCAP1982_LOCUS13550|CAD7005190.1|CCAP	LOC120422214|XP_039441533.1|CPIP
OG0007603	CCAP1982_LOCUS13547|CAD7005187.1|CCAP	LOC120422205|XP_039441520.1|CPIP
OG0007604	CCAP1982_LOCUS12145|CAD7003708.1|CCAP	LOC120416710|XP_039434460.1|CPIP
OG0007605	CCAP1982_LOCUS13694|CAD7005334.1|CCAP	LOC120427875|XP_039448739.1|CPIP
OG0007606	CCAP1982_LOCUS13996|CAD7005638.1|CCAP	LOC120427872|XP_039448735.1|CPIP
OG0007607	CCAP1982_LOCUS3980|CAD6995259.1|CCAP	LOC120428928|XP_039450003.1|CPIP
OG0007608	CCAP1982_LOCUS13805|CAD7005445.1|CCAP	LOC120423799|XP_039443653.1|CPIP
OG0007611	CCAP1982_LOCUS9402|CAD7000927.1|CCAP	LOC120423878|XP_039443762.1|CPIP
OG0007612	CCAP1982_LOCUS20352|CAD7012256.1|CCAP	LOC120423880|XP_039443773.1|CPIP
OG0007613	CCAP1982_LOCUS19720|CAD7011631.1|CCAP	LOC120423891|XP_039443801.1|CPIP
OG0007614	CCAP1982_LOCUS12603|CAD7004184.1|CCAP	LOC120423685|XP_039443512.1|CPIP
OG0007615	CCAP1982_LOCUS3769|CAD6995039.1|CCAP	LOC120423692|XP_039443521.1|CPIP
OG0007616	CCAP1982_LOCUS3797|CAD6995074.1|CCAP	LOC120423688|XP_039443514.1|CPIP
OG0007617	CCAP1982_LOCUS14314|CAD7005976.1|CCAP	LOC120423686|XP_039443513.1|CPIP
OG0007618	CCAP1982_LOCUS14497|CAD7006170.1|CCAP	LOC120423684|XP_039443511.1|CPIP
OG0007619	CCAP1982_LOCUS14496|CAD7006169.1|CCAP	LOC120423691|XP_039443519.1|CPIP
OG0007620	CCAP1982_LOCUS14166|CAD7005820.1|CCAP	LOC120423707|XP_039443546.1|CPIP
OG0007621	CCAP1982_LOCUS22947|CAD7014989.1|CCAP	LOC120423893|XP_039443807.1|CPIP
OG0007622	CCAP1982_LOCUS13416|CAD7005045.1|CCAP	LOC120429113|XP_039450218.1|CPIP
OG0007623	CCAP1982_LOCUS13949|CAD7005590.1|CCAP	LOC120429111|XP_039450209.1|CPIP
OG0007624	CCAP1982_LOCUS14262|CAD7005924.1|CCAP	LOC120429125|XP_039450250.1|CPIP
OG0007625	CCAP1982_LOCUS13677|CAD7005316.1|CCAP	LOC120429119|XP_039450242.1|CPIP
OG0007626	CCAP1982_LOCUS14397|CAD7006062.1|CCAP	LOC120428266|XP_039449192.1|CPIP
OG0007627	CCAP1982_LOCUS14398|CAD7006063.1|CCAP	LOC120428255|XP_039449179.1|CPIP
OG0007628	CCAP1982_LOCUS10081|CAD7001587.1|CCAP	LOC120415070|XP_039432398.1|CPIP
OG0007629	CCAP1982_LOCUS10815|CAD7002325.1|CCAP	LOC120420790|XP_039439837.1|CPIP
OG0007630	CCAP1982_LOCUS4525|CAD6995822.1|CCAP	LOC120429171|XP_039450317.1|CPIP
OG0007631	CCAP1982_LOCUS2707|CAD6993916.1|CCAP	LOC120421421|XP_039440569.1|CPIP
OG0007632	CCAP1982_LOCUS11130|CAD7002647.1|CCAP	LOC120420812|XP_039439866.1|CPIP
OG0007633	CCAP1982_LOCUS8796|CAD7000310.1|CCAP	LOC120423670|XP_039443490.1|CPIP
OG0007634	CCAP1982_LOCUS1668|CAD6992831.1|CCAP	LOC120429872|XP_039450884.1|CPIP, LOC120413601|XP_039430442.1|CPIP
OG0007635	CCAP1982_LOCUS10959|CAD7002470.1|CCAP	LOC120424364|XP_039444393.1|CPIP
OG0007638	CCAP1982_LOCUS21753|CAD7013716.1|CCAP	LOC120427292|XP_039448078.1|CPIP
OG0007639	CCAP1982_LOCUS599|CAD6991686.1|CCAP	LOC120418877|XP_039437344.1|CPIP
OG0007640	CCAP1982_LOCUS21568|CAD7013509.1|CCAP	LOC120428888|XP_039449961.1|CPIP
OG0007651	CCAP1982_LOCUS12221|CAD7003785.1|CCAP	LOC120416408|XP_039434093.1|CPIP, LOC120416409|XP_039434094.1|CPIP
OG0007664	CCAP1982_LOCUS1443|CAD6992594.1|CCAP	LOC120432210|XP_039453304.1|CPIP
OG0007668	CCAP1982_LOCUS19885|CAD7011773.1|CCAP	LOC120415081|XP_039432417.1|CPIP
OG0007680	CCAP1982_LOCUS6389|CAD6997759.1|CCAP	LOC120432238|XP_039453347.1|CPIP
OG0007681	CCAP1982_LOCUS20806|CAD7012699.1|CCAP	LOC120413734|XP_039430594.1|CPIP
OG0007691	CCAP1982_LOCUS3918|CAD6995199.1|CCAP	LOC120419701|XP_039438422.1|CPIP
OG0007704	CCAP1982_LOCUS3314|CAD6994576.1|CCAP, CCAP1982_LOCUS3312|CAD6994574.1|CCAP	LOC120422461|XP_039441838.1|CPIP
OG0007717	CCAP1982_LOCUS3328|CAD6994589.1|CCAP	LOC120417022|XP_039434895.1|CPIP
