Orthogroup	CCAP.longest_only	SLEB.longest_only
OG0007843	CCAP1982_LOCUS2722|CAD6993935.1|CCAP	LOC115620183|XP_030369166.1|SLEB
OG0007844	CCAP1982_LOCUS22686|CAD7014704.1|CCAP	LOC115629245|XP_030381562.1|SLEB
OG0007845	CCAP1982_LOCUS2347|CAD6993535.1|CCAP	LOC115621409|XP_030370914.1|SLEB
OG0007848	CCAP1982_LOCUS2692|CAD6993899.1|CCAP	LOC115620810|XP_030370094.1|SLEB
OG0007849	CCAP1982_LOCUS1593|CAD6992750.1|CCAP	LOC115620408|XP_030369489.1|SLEB
OG0007850	CCAP1982_LOCUS1591|CAD6992747.1|CCAP	LOC115620397|XP_030369469.1|SLEB
OG0007851	CCAP1982_LOCUS3811|CAD6995087.1|CCAP	LOC115621533|XP_030371058.1|SLEB
OG0007852	CCAP1982_LOCUS3826|CAD6995103.1|CCAP	LOC115622041|XP_030371769.1|SLEB
OG0007853	CCAP1982_LOCUS1394|CAD6992546.1|CCAP	LOC115621947|XP_030371654.1|SLEB
OG0007854	CCAP1982_LOCUS1478|CAD6992630.1|CCAP	LOC115621086|XP_030370479.1|SLEB
OG0007855	CCAP1982_LOCUS3101|CAD6994345.1|CCAP	LOC115625473|XP_030376382.1|SLEB
OG0007856	CCAP1982_LOCUS2693|CAD6993900.1|CCAP	LOC115621566|XP_030371107.1|SLEB
OG0007857	CCAP1982_LOCUS1820|CAD6992989.1|CCAP	LOC115620948|XP_030370323.1|SLEB
OG0007858	CCAP1982_LOCUS6731|CAD6998119.1|CCAP	LOC115632038|XP_030384863.1|SLEB
OG0007860	CCAP1982_LOCUS3508|CAD6994777.1|CCAP	LOC115620888|XP_030370230.1|SLEB
OG0007861	CCAP1982_LOCUS3497|CAD6994766.1|CCAP	LOC115628786|XP_030380861.1|SLEB
OG0007862	CCAP1982_LOCUS1077|CAD6992205.1|CCAP	LOC115621915|XP_030371616.1|SLEB
OG0007863	CCAP1982_LOCUS7597|CAD6999050.1|CCAP	LOC115631742|XP_030384441.1|SLEB
OG0007864	CCAP1982_LOCUS1312|CAD6992455.1|CCAP	LOC115625108|XP_030375873.1|SLEB
OG0007866	CCAP1982_LOCUS2468|CAD6993661.1|CCAP	LOC115620417|XP_030369500.1|SLEB
OG0007867	CCAP1982_LOCUS2932|CAD6994167.1|CCAP	LOC115621733|XP_030371323.1|SLEB
OG0007868	CCAP1982_LOCUS2432|CAD6993623.1|CCAP	LOC115621683|XP_030371254.1|SLEB
OG0007870	CCAP1982_LOCUS11052|CAD7002564.1|CCAP	LOC115623174|XP_030373250.1|SLEB
OG0007873	CCAP1982_LOCUS11840|CAD7003381.1|CCAP	LOC115622348|XP_030372121.1|SLEB
OG0007875	CCAP1982_LOCUS22696|CAD7014715.1|CCAP	LOC115620395|XP_030369472.1|SLEB
OG0007878	CCAP1982_LOCUS22637|CAD7014648.1|CCAP	LOC115623116|XP_030373186.1|SLEB
OG0007879	CCAP1982_LOCUS11905|CAD7003451.1|CCAP	LOC115632281|XP_030385230.1|SLEB
OG0007880	CCAP1982_LOCUS21795|CAD7013772.1|CCAP	LOC115620045|XP_030369025.1|SLEB
OG0007881	CCAP1982_LOCUS13044|CAD7004649.1|CCAP	LOC115628339|XP_030380262.1|SLEB
OG0007882	CCAP1982_LOCUS10785|CAD7002293.1|CCAP	LOC115628325|XP_030380241.1|SLEB
OG0007883	CCAP1982_LOCUS10786|CAD7002294.1|CCAP	LOC115628287|XP_030380184.1|SLEB
OG0007884	CCAP1982_LOCUS12922|CAD7004525.1|CCAP	LOC115632443|XP_030385449.1|SLEB
OG0007885	CCAP1982_LOCUS22695|CAD7014714.1|CCAP	LOC115627816|XP_030379511.1|SLEB
OG0007887	CCAP1982_LOCUS19461|CAD7011359.1|CCAP	LOC115628324|XP_030380239.1|SLEB
OG0007888	CCAP1982_LOCUS12706|CAD7004286.1|CCAP	LOC115633004|XP_030386189.1|SLEB
OG0007889	CCAP1982_LOCUS10796|CAD7002306.1|CCAP	LOC115622658|XP_030372528.1|SLEB
OG0007890	CCAP1982_LOCUS13035|CAD7004640.1|CCAP	LOC115633135|XP_030386397.1|SLEB
OG0007892	CCAP1982_LOCUS21865|CAD7013846.1|CCAP	LOC115620016|XP_030368981.1|SLEB
OG0007893	CCAP1982_LOCUS22382|CAD7014387.1|CCAP	LOC115633297|XP_030386572.1|SLEB
OG0007894	CCAP1982_LOCUS14992|CAD7006693.1|CCAP	LOC115632115|XP_030384967.1|SLEB
OG0007895	CCAP1982_LOCUS12575|CAD7004155.1|CCAP	LOC115633158|XP_030386428.1|SLEB
OG0007897	CCAP1982_LOCUS13296|CAD7004913.1|CCAP	LOC115622551|XP_030372378.1|SLEB
OG0007898	CCAP1982_LOCUS11495|CAD7003032.1|CCAP	LOC115632422|XP_030385423.1|SLEB
OG0007899	CCAP1982_LOCUS12817|CAD7004406.1|CCAP	LOC115632515|XP_030385566.1|SLEB
OG0007901	CCAP1982_LOCUS11101|CAD7002617.1|CCAP	LOC115623237|XP_030373349.1|SLEB
OG0007903	CCAP1982_LOCUS10966|CAD7002477.1|CCAP	LOC115632728|XP_030385833.1|SLEB
OG0007904	CCAP1982_LOCUS13292|CAD7004908.1|CCAP	LOC115632418|XP_030385417.1|SLEB
OG0007907	CCAP1982_LOCUS11579|CAD7003117.1|CCAP	LOC115622162|XP_030371891.1|SLEB
OG0007908	CCAP1982_LOCUS11580|CAD7003118.1|CCAP	LOC115622163|XP_030371892.1|SLEB
OG0007910	CCAP1982_LOCUS14592|CAD7006268.1|CCAP	LOC115630974|XP_030383419.1|SLEB
OG0007911	CCAP1982_LOCUS11252|CAD7002779.1|CCAP	LOC115628226|XP_030380090.1|SLEB
OG0007912	CCAP1982_LOCUS11257|CAD7002784.1|CCAP	LOC115628326|XP_030380243.1|SLEB
OG0007913	CCAP1982_LOCUS11253|CAD7002780.1|CCAP	LOC115628227|XP_030380091.1|SLEB
OG0007914	CCAP1982_LOCUS14822|CAD7006506.1|CCAP	LOC115634027|XP_030387427.1|SLEB
OG0007915	CCAP1982_LOCUS12412|CAD7003990.1|CCAP	LOC115632300|XP_030385261.1|SLEB
OG0007916	CCAP1982_LOCUS5432|CAD6996753.1|CCAP	LOC115626568|XP_030377807.1|SLEB
OG0007918	CCAP1982_LOCUS22289|CAD7014287.1|CCAP	LOC115625242|XP_030376097.1|SLEB
OG0007919	CCAP1982_LOCUS21854|CAD7013834.1|CCAP	LOC115624003|XP_030374438.1|SLEB
OG0007920	CCAP1982_LOCUS22878|CAD7014914.1|CCAP	LOC115633978|XP_030387359.1|SLEB
OG0007921	CCAP1982_LOCUS22488|CAD7014486.1|CCAP	LOC115634182|XP_030387627.1|SLEB
OG0007922	CCAP1982_LOCUS797|CAD6991907.1|CCAP	LOC115624244|XP_030374723.1|SLEB
OG0007924	CCAP1982_LOCUS21591|CAD7013532.1|CCAP	LOC115620704|XP_030369941.1|SLEB
OG0007925	CCAP1982_LOCUS7251|CAD6998694.1|CCAP	LOC115630105|XP_030382583.1|SLEB
OG0007926	CCAP1982_LOCUS22263|CAD7014260.1|CCAP	LOC115634212|XP_030387664.1|SLEB
OG0007927	CCAP1982_LOCUS6399|CAD6997770.1|CCAP	LOC115629008|XP_030381155.1|SLEB
OG0007928	CCAP1982_LOCUS5580|CAD6996907.1|CCAP	LOC115626604|XP_030377855.1|SLEB
OG0007929	CCAP1982_LOCUS6497|CAD6997878.1|CCAP	LOC115625759|XP_030376777.1|SLEB
OG0007930	CCAP1982_LOCUS19856|CAD7011744.1|CCAP	LOC115624905|XP_030375614.1|SLEB
OG0007931	CCAP1982_LOCUS6141|CAD6997501.1|CCAP	LOC115625924|XP_030377019.1|SLEB
OG0007933	CCAP1982_LOCUS402|CAD6991477.1|CCAP	LOC115623377|XP_030373533.1|SLEB
OG0007934	CCAP1982_LOCUS9009|CAD7000531.1|CCAP	LOC115626399|XP_030377622.1|SLEB
OG0007935	CCAP1982_LOCUS6256|CAD6997620.1|CCAP	LOC115626159|XP_030377293.1|SLEB
OG0007938	CCAP1982_LOCUS7928|CAD6999402.1|CCAP	LOC115630446|XP_030382868.1|SLEB
OG0007939	CCAP1982_LOCUS7277|CAD6998720.1|CCAP	LOC115631080|XP_030383587.1|SLEB
OG0007940	CCAP1982_LOCUS7275|CAD6998718.1|CCAP	LOC115632047|XP_030384879.1|SLEB
OG0007941	CCAP1982_LOCUS7179|CAD6998604.1|CCAP	LOC115632299|XP_030385262.1|SLEB
OG0007943	CCAP1982_LOCUS6542|CAD6997924.1|CCAP	LOC115626087|XP_030377200.1|SLEB
OG0007944	CCAP1982_LOCUS11254|CAD7002781.1|CCAP	LOC115628225|XP_030380089.1|SLEB
OG0007945	CCAP1982_LOCUS8334|CAD6999822.1|CCAP	LOC115628479|XP_030380461.1|SLEB
OG0007946	CCAP1982_LOCUS6560|CAD6997943.1|CCAP	LOC115625971|XP_030377075.1|SLEB
OG0007947	CCAP1982_LOCUS7869|CAD6999342.1|CCAP	LOC115626172|XP_030377309.1|SLEB
OG0007948	CCAP1982_LOCUS6221|CAD6997582.1|CCAP	LOC115626302|XP_030377490.1|SLEB
OG0007950	CCAP1982_LOCUS8000|CAD6999476.1|CCAP	LOC115630751|XP_030383266.1|SLEB
OG0007951	CCAP1982_LOCUS8465|CAD6999958.1|CCAP	LOC115630945|XP_030383374.1|SLEB
OG0007952	CCAP1982_LOCUS8845|CAD7000365.1|CCAP	LOC115631099|XP_030383613.1|SLEB
OG0007953	CCAP1982_LOCUS6138|CAD6997497.1|CCAP	LOC115625672|XP_030376668.1|SLEB
OG0007954	CCAP1982_LOCUS6411|CAD6997786.1|CCAP	LOC115629016|XP_030381172.1|SLEB
OG0007955	CCAP1982_LOCUS5745|CAD6997092.1|CCAP	LOC115626121|XP_030377234.1|SLEB
OG0007956	CCAP1982_LOCUS7699|CAD6999162.1|CCAP	LOC115629045|XP_030381207.1|SLEB
OG0007959	CCAP1982_LOCUS8266|CAD6999740.1|CCAP	LOC115631825|XP_030384525.1|SLEB
OG0007961	CCAP1982_LOCUS590|CAD6991677.1|CCAP	LOC115623594|XP_030373856.1|SLEB
OG0007963	CCAP1982_LOCUS5560|CAD6996886.1|CCAP	LOC115626160|XP_030377294.1|SLEB
OG0007964	CCAP1982_LOCUS6172|CAD6997533.1|CCAP	LOC115628999|XP_030381144.1|SLEB
OG0007965	CCAP1982_LOCUS9241|CAD7000766.1|CCAP	LOC115626253|XP_030377409.1|SLEB
OG0007966	CCAP1982_LOCUS7028|CAD6998428.1|CCAP	LOC115631796|XP_030384493.1|SLEB
OG0007970	CCAP1982_LOCUS20492|CAD7012404.1|CCAP	LOC115624698|XP_030375373.1|SLEB
OG0007972	CCAP1982_LOCUS21259|CAD7013188.1|CCAP	LOC115634154|XP_030387594.1|SLEB
OG0007973	CCAP1982_LOCUS8370|CAD6999858.1|CCAP	LOC115631870|XP_030384578.1|SLEB
OG0007975	CCAP1982_LOCUS559|CAD6991645.1|CCAP	LOC115625533|XP_030376469.1|SLEB
OG0007977	CCAP1982_LOCUS8384|CAD6999874.1|CCAP	LOC115632025|XP_030384832.1|SLEB
OG0007978	CCAP1982_LOCUS7842|CAD6999315.1|CCAP	LOC115630630|XP_030383124.1|SLEB
OG0007979	CCAP1982_LOCUS6340|CAD6997708.1|CCAP	LOC115629066|XP_030381241.1|SLEB
OG0007980	CCAP1982_LOCUS7607|CAD6999061.1|CCAP	LOC115631119|XP_030383640.1|SLEB
OG0007983	CCAP1982_LOCUS7870|CAD6999343.1|CCAP	LOC115631208|XP_030383773.1|SLEB
OG0007984	CCAP1982_LOCUS6110|CAD6997467.1|CCAP	LOC115625772|XP_030376803.1|SLEB
OG0007985	CCAP1982_LOCUS6495|CAD6997876.1|CCAP	LOC115630416|XP_030382810.1|SLEB
OG0007986	CCAP1982_LOCUS8337|CAD6999826.1|CCAP	LOC115628507|XP_030380510.1|SLEB
OG0007987	CCAP1982_LOCUS8176|CAD6999644.1|CCAP	LOC115630606|XP_030383086.1|SLEB
OG0007988	CCAP1982_LOCUS5792|CAD6997147.1|CCAP	LOC115625845|XP_030376908.1|SLEB
OG0007990	CCAP1982_LOCUS5616|CAD6996948.1|CCAP	LOC115631522|XP_030384152.1|SLEB
OG0007991	CCAP1982_LOCUS8730|CAD7000238.1|CCAP	LOC115631393|XP_030383975.1|SLEB
OG0007993	CCAP1982_LOCUS3399|CAD6994664.1|CCAP	LOC115621215|XP_030370658.1|SLEB
OG0007994	CCAP1982_LOCUS6289|CAD6997659.1|CCAP	LOC115626192|XP_030377333.1|SLEB
OG0007998	CCAP1982_LOCUS8804|CAD7000319.1|CCAP	LOC115631585|XP_030384245.1|SLEB
OG0007999	CCAP1982_LOCUS7924|CAD6999398.1|CCAP	LOC115630593|XP_030383073.1|SLEB
OG0008000	CCAP1982_LOCUS7923|CAD6999397.1|CCAP	LOC115631461|XP_030384070.1|SLEB
OG0008001	CCAP1982_LOCUS8043|CAD6999518.1|CCAP	LOC115628485|XP_030380473.1|SLEB
OG0008002	CCAP1982_LOCUS7500|CAD6998953.1|CCAP	LOC115631468|XP_030384081.1|SLEB
OG0008003	CCAP1982_LOCUS8260|CAD6999734.1|CCAP	LOC115631391|XP_030383972.1|SLEB
OG0008008	CCAP1982_LOCUS11656|CAD7003194.1|CCAP	LOC115623281|XP_030373427.1|SLEB
OG0008012	CCAP1982_LOCUS20280|CAD7012178.1|CCAP	LOC115630597|XP_030383079.1|SLEB
OG0008013	CCAP1982_LOCUS20004|CAD7011893.1|CCAP	LOC115628710|XP_030380767.1|SLEB
OG0008014	CCAP1982_LOCUS435|CAD6991515.1|CCAP	LOC115623810|XP_030374214.1|SLEB
OG0008015	CCAP1982_LOCUS13361|CAD7004984.1|CCAP	LOC115622153|XP_030371882.1|SLEB
OG0008022	CCAP1982_LOCUS3423|CAD6994688.1|CCAP	LOC115621033|XP_030370415.1|SLEB
OG0008029	CCAP1982_LOCUS303|CAD6991374.1|CCAP	LOC115625347|XP_030376238.1|SLEB
OG0008030	CCAP1982_LOCUS677|CAD6991770.1|CCAP	LOC115623490|XP_030373723.1|SLEB
OG0008032	CCAP1982_LOCUS900|CAD6992016.1|CCAP	LOC115620847|XP_030370150.1|SLEB
OG0008033	CCAP1982_LOCUS710|CAD6991808.1|CCAP	LOC115623574|XP_030373832.1|SLEB
OG0008036	CCAP1982_LOCUS689|CAD6991784.1|CCAP	LOC115625137|XP_030375916.1|SLEB
OG0008037	CCAP1982_LOCUS701|CAD6991797.1|CCAP	LOC115625534|XP_030376473.1|SLEB
OG0008039	CCAP1982_LOCUS22|CAD6991074.1|CCAP	LOC115621900|XP_030371589.1|SLEB
OG0008040	CCAP1982_LOCUS153|CAD6991215.1|CCAP	LOC115620435|XP_030369523.1|SLEB
OG0008042	CCAP1982_LOCUS164|CAD6991227.1|CCAP	LOC115620828|XP_030370118.1|SLEB
OG0008046	CCAP1982_LOCUS24|CAD6991076.1|CCAP	LOC115620791|XP_030370071.1|SLEB
OG0008047	CCAP1982_LOCUS5022|CAD6996344.1|CCAP	LOC115623468|XP_030373690.1|SLEB
OG0008048	CCAP1982_LOCUS25|CAD6991077.1|CCAP	LOC115620724|XP_030369963.1|SLEB
OG0008049	CCAP1982_LOCUS1019|CAD6992140.1|CCAP	LOC115623466|XP_030373687.1|SLEB
OG0008050	CCAP1982_LOCUS4834|CAD6996141.1|CCAP	LOC115624409|XP_030375004.1|SLEB
OG0008051	CCAP1982_LOCUS4237|CAD6995525.1|CCAP	LOC115625109|XP_030375875.1|SLEB
OG0008052	CCAP1982_LOCUS605|CAD6991692.1|CCAP	LOC115623335|XP_030373466.1|SLEB
OG0008053	CCAP1982_LOCUS5665|CAD6997004.1|CCAP	LOC115628084|XP_030379921.1|SLEB
OG0008057	CCAP1982_LOCUS4830|CAD6996136.1|CCAP	LOC115624079|XP_030374529.1|SLEB
OG0008059	CCAP1982_LOCUS17|CAD6991068.1|CCAP	LOC115625043|XP_030375752.1|SLEB
OG0008060	CCAP1982_LOCUS125|CAD6991187.1|CCAP	LOC115624109|XP_030374562.1|SLEB
OG0008063	CCAP1982_LOCUS163|CAD6991225.1|CCAP	LOC115620829|XP_030370119.1|SLEB
OG0008069	CCAP1982_LOCUS854|CAD6991967.1|CCAP	LOC115621137|XP_030370550.1|SLEB
OG0008070	CCAP1982_LOCUS4919|CAD6996234.1|CCAP	LOC115621094|XP_030370488.1|SLEB
OG0008075	CCAP1982_LOCUS19935|CAD7011825.1|CCAP	LOC115624898|XP_030375605.1|SLEB
OG0008082	CCAP1982_LOCUS4885|CAD6996195.1|CCAP	LOC115622052|XP_030371787.1|SLEB
OG0008083	CCAP1982_LOCUS771|CAD6991880.1|CCAP	LOC115623449|XP_030373660.1|SLEB
OG0008084	CCAP1982_LOCUS3892|CAD6995171.1|CCAP	LOC115620753|XP_030370007.1|SLEB
OG0008085	CCAP1982_LOCUS3982|CAD6995261.1|CCAP	LOC115621609|XP_030371162.1|SLEB
OG0008086	CCAP1982_LOCUS4826|CAD6996132.1|CCAP	LOC115623429|XP_030373618.1|SLEB
OG0008091	CCAP1982_LOCUS2678|CAD6993884.1|CCAP	LOC115620525|XP_030369652.1|SLEB
OG0008092	CCAP1982_LOCUS186|CAD6991251.1|CCAP	LOC115623833|XP_030374238.1|SLEB
OG0008094	CCAP1982_LOCUS6811|CAD6998195.1|CCAP	LOC115631819|XP_030384516.1|SLEB
OG0008098	CCAP1982_LOCUS13603|CAD7005246.1|CCAP	LOC115632111|XP_030384964.1|SLEB
OG0008099	CCAP1982_LOCUS13383|CAD7005010.1|CCAP	LOC115632569|XP_030385649.1|SLEB
OG0008100	CCAP1982_LOCUS536|CAD6991621.1|CCAP	LOC115623737|XP_030374108.1|SLEB
OG0008102	CCAP1982_LOCUS4798|CAD6996098.1|CCAP	LOC115624081|XP_030374531.1|SLEB
OG0008104	CCAP1982_LOCUS13968|CAD7005609.1|CCAP	LOC115624725|XP_030375408.1|SLEB
OG0008105	CCAP1982_LOCUS1889|CAD6993059.1|CCAP	LOC115621590|XP_030371140.1|SLEB
OG0008107	CCAP1982_LOCUS846|CAD6991958.1|CCAP	LOC115624077|XP_030374527.1|SLEB
OG0008132	CCAP1982_LOCUS5058|CAD6996379.1|CCAP	LOC115625175|XP_030375997.1|SLEB
OG0008136	CCAP1982_LOCUS7013|CAD6998413.1|CCAP	LOC115630761|XP_030383276.1|SLEB
OG0008138	CCAP1982_LOCUS14890|CAD7006576.1|CCAP	LOC115632368|XP_030385345.1|SLEB
OG0008153	CCAP1982_LOCUS7157|CAD6998579.1|CCAP	LOC115628679|XP_030380716.1|SLEB
OG0008154	CCAP1982_LOCUS13782|CAD7005419.1|CCAP	LOC115633124|XP_030386376.1|SLEB
OG0008156	CCAP1982_LOCUS262|CAD6991333.1|CCAP	LOC115621201|XP_030370640.1|SLEB
OG0008157	CCAP1982_LOCUS1671|CAD6992834.1|CCAP	LOC115620821|XP_030370111.1|SLEB
OG0008159	CCAP1982_LOCUS14131|CAD7005782.1|CCAP	LOC115623280|XP_030373423.1|SLEB
OG0008160	CCAP1982_LOCUS20519|CAD7012437.1|CCAP	LOC115634266|XP_030387752.1|SLEB
OG0008163	CCAP1982_LOCUS14911|CAD7006600.1|CCAP	LOC115632105|XP_030384948.1|SLEB
OG0008172	CCAP1982_LOCUS2600|CAD6993804.1|CCAP	LOC115623861|XP_030374266.1|SLEB
OG0008182	CCAP1982_LOCUS19443|CAD7011338.1|CCAP	LOC115634402|XP_030387955.1|SLEB
OG0008183	CCAP1982_LOCUS19493|CAD7011393.1|CCAP	LOC115624507|XP_030375080.1|SLEB
OG0008184	CCAP1982_LOCUS19714|CAD7011625.1|CCAP	LOC115631528|XP_030384158.1|SLEB
OG0008185	CCAP1982_LOCUS3685|CAD6994952.1|CCAP	LOC115621282|XP_030370745.1|SLEB
OG0008186	CCAP1982_LOCUS22846|CAD7014882.1|CCAP	LOC115626929|XP_030378297.1|SLEB
OG0008187	CCAP1982_LOCUS22847|CAD7014883.1|CCAP	LOC115626935|XP_030378311.1|SLEB
OG0008189	CCAP1982_LOCUS6511|CAD6997892.1|CCAP	LOC115626166|XP_030377300.1|SLEB
OG0008190	CCAP1982_LOCUS10923|CAD7002432.1|CCAP	LOC115624681|XP_030375344.1|SLEB
OG0008195	CCAP1982_LOCUS19870|CAD7011758.1|CCAP	LOC115634577|XP_030388268.1|SLEB
OG0008197	CCAP1982_LOCUS11615|CAD7003154.1|CCAP	LOC115623285|XP_030373428.1|SLEB
OG0008201	CCAP1982_LOCUS14008|CAD7005651.1|CCAP	LOC115622330|XP_030372099.1|SLEB
OG0008202	CCAP1982_LOCUS13425|CAD7005055.1|CCAP	LOC115632109|XP_030384960.1|SLEB
OG0008207	CCAP1982_LOCUS14253|CAD7005914.1|CCAP	LOC115633721|XP_030387046.1|SLEB
OG0008208	CCAP1982_LOCUS19592|CAD7011494.1|CCAP	LOC115624383|XP_030374954.1|SLEB
OG0008209	CCAP1982_LOCUS13090|CAD7004697.1|CCAP	LOC115632916|XP_030386067.1|SLEB
OG0008210	CCAP1982_LOCUS21155|CAD7013078.1|CCAP	LOC115630677|XP_030383185.1|SLEB
OG0008211	CCAP1982_LOCUS5555|CAD6996882.1|CCAP	LOC115625988|XP_030377094.1|SLEB
OG0008212	CCAP1982_LOCUS13377|CAD7005001.1|CCAP	LOC115633738|XP_030387071.1|SLEB
OG0008222	CCAP1982_LOCUS13754|CAD7005394.1|CCAP	LOC115632225|XP_030385143.1|SLEB
OG0008223	CCAP1982_LOCUS13974|CAD7005616.1|CCAP	LOC115632544|XP_030385619.1|SLEB
OG0008227	CCAP1982_LOCUS3812|CAD6995088.1|CCAP	LOC115622051|XP_030371786.1|SLEB
OG0008228	CCAP1982_LOCUS2358|CAD6993546.1|CCAP	LOC115620206|XP_030369201.1|SLEB
OG0008229	CCAP1982_LOCUS2175|CAD6993357.1|CCAP	LOC115621542|XP_030371067.1|SLEB
OG0008230	CCAP1982_LOCUS643|CAD6991732.1|CCAP	LOC115623435|XP_030373641.1|SLEB
OG0008232	CCAP1982_LOCUS11916|CAD7003463.1|CCAP	LOC115632583|XP_030385663.1|SLEB
OG0008233	CCAP1982_LOCUS5478|CAD6996805.1|CCAP	LOC115628978|XP_030381117.1|SLEB
OG0008234	CCAP1982_LOCUS22924|CAD7014962.1|CCAP	LOC115624256|XP_030374743.1|SLEB
OG0008237	CCAP1982_LOCUS21190|CAD7013117.1|CCAP	LOC115632884|XP_030386026.1|SLEB
OG0008238	CCAP1982_LOCUS12216|CAD7003780.1|CCAP	LOC115628311|XP_030380225.1|SLEB
OG0008239	CCAP1982_LOCUS13295|CAD7004911.1|CCAP	LOC115622678|XP_030372555.1|SLEB
OG0008240	CCAP1982_LOCUS21666|CAD7013615.1|CCAP	LOC115629980|XP_030382465.1|SLEB
OG0008243	CCAP1982_LOCUS21722|CAD7013681.1|CCAP	LOC115620831|XP_030370123.1|SLEB
OG0008244	CCAP1982_LOCUS3012|CAD6994251.1|CCAP, CCAP1982_LOCUS3014|CAD6994253.1|CCAP, CCAP1982_LOCUS3013|CAD6994252.1|CCAP	LOC115629612|XP_030381968.1|SLEB, LOC115621462|XP_030370979.1|SLEB, LOC115633239|XP_030386495.1|SLEB
OG0008245	CCAP1982_LOCUS20759|CAD7012652.1|CCAP, CCAP1982_LOCUS20761|CAD7012654.1|CCAP, CCAP1982_LOCUS20752|CAD7012649.1|CCAP	LOC115627232|XP_030378718.1|SLEB
OG0008246	CCAP1982_LOCUS20115|CAD7012004.1|CCAP	LOC115634611|XP_030388321.1|SLEB
OG0008247	CCAP1982_LOCUS3065|CAD6994307.1|CCAP	LOC115625230|XP_030376075.1|SLEB
OG0008248	CCAP1982_LOCUS7940|CAD6999414.1|CCAP, CCAP1982_LOCUS3813|CAD6995089.1|CCAP	LOC115621165|XP_030370587.1|SLEB
OG0008249	CCAP1982_LOCUS1862|CAD6993026.1|CCAP, CCAP1982_LOCUS1863|CAD6993027.1|CCAP	LOC115621077|XP_030370467.1|SLEB
OG0008250	CCAP1982_LOCUS23131|CAD7015179.1|CCAP, CCAP1982_LOCUS23132|CAD7015180.1|CCAP	LOC115623122|XP_030373226.1|SLEB
OG0008251	CCAP1982_LOCUS23380|CAD7015438.1|CCAP	LOC115634099|XP_030387516.1|SLEB, LOC115632308|XP_030385273.1|SLEB
OG0008252	CCAP1982_LOCUS22375|CAD7014380.1|CCAP, CCAP1982_LOCUS22374|CAD7014379.1|CCAP	LOC115632572|XP_030385657.1|SLEB
OG0008253	CCAP1982_LOCUS20951|CAD7012852.1|CCAP, CCAP1982_LOCUS20795|CAD7012688.1|CCAP, CCAP1982_LOCUS20796|CAD7012689.1|CCAP, CCAP1982_LOCUS20797|CAD7012690.1|CCAP, CCAP1982_LOCUS20794|CAD7012687.1|CCAP, CCAP1982_LOCUS20793|CAD7012686.1|CCAP, CCAP1982_LOCUS20958|CAD7012859.1|CCAP	LOC115634514|XP_030388140.1|SLEB
OG0008254	CCAP1982_LOCUS14756|CAD7006437.1|CCAP	LOC115622806|XP_030372734.1|SLEB
OG0008255	CCAP1982_LOCUS22856|CAD7014892.1|CCAP, CCAP1982_LOCUS12510|CAD7004087.1|CCAP	LOC115627322|XP_030378825.1|SLEB, LOC115632945|XP_030386101.1|SLEB
OG0008256	CCAP1982_LOCUS21502|CAD7013437.1|CCAP	LOC115633770|XP_030387105.1|SLEB
OG0008266	CCAP1982_LOCUS2422|CAD6993612.1|CCAP	LOC115621809|XP_030371454.1|SLEB
OG0008267	CCAP1982_LOCUS3067|CAD6994310.1|CCAP	LOC115625081|XP_030375832.1|SLEB
OG0008271	CCAP1982_LOCUS14909|CAD7006598.1|CCAP	LOC115632407|XP_030385402.1|SLEB
OG0008273	CCAP1982_LOCUS120|CAD6991182.1|CCAP	LOC115624265|XP_030374749.1|SLEB
OG0008284	CCAP1982_LOCUS9611|CAD7001139.1|CCAP	LOC115628014|XP_030379803.1|SLEB
OG0008288	CCAP1982_LOCUS1825|CAD6992994.1|CCAP	LOC115621315|XP_030370792.1|SLEB
OG0008289	CCAP1982_LOCUS1206|CAD6992342.1|CCAP	LOC115621008|XP_030370387.1|SLEB
OG0008294	CCAP1982_LOCUS3185|CAD6994434.1|CCAP	LOC115620923|XP_030370285.1|SLEB
OG0008299	CCAP1982_LOCUS3440|CAD6994705.1|CCAP	LOC115621058|XP_030370440.1|SLEB
OG0008301	CCAP1982_LOCUS1728|CAD6992893.1|CCAP	LOC115620693|XP_030369923.1|SLEB
OG0008308	CCAP1982_LOCUS3483|CAD6994750.1|CCAP	LOC115628197|XP_030380051.1|SLEB
OG0008310	CCAP1982_LOCUS13492|CAD7005130.1|CCAP	LOC115626450|XP_030377689.1|SLEB
OG0008312	CCAP1982_LOCUS3005|CAD6994244.1|CCAP	LOC115621209|XP_030370651.1|SLEB
OG0008317	CCAP1982_LOCUS2023|CAD6993203.1|CCAP	LOC115621354|XP_030370837.1|SLEB
OG0008327	CCAP1982_LOCUS19575|CAD7011475.1|CCAP	LOC115632972|XP_030386143.1|SLEB
OG0008330	CCAP1982_LOCUS22445|CAD7014449.1|CCAP	LOC115633681|XP_030386999.1|SLEB
OG0008331	CCAP1982_LOCUS12328|CAD7003899.1|CCAP	LOC115632352|XP_030385322.1|SLEB
OG0008335	CCAP1982_LOCUS14416|CAD7006084.1|CCAP	LOC115632383|XP_030385372.1|SLEB
OG0008337	CCAP1982_LOCUS21735|CAD7013694.1|CCAP	LOC115629962|XP_030382439.1|SLEB
OG0008338	CCAP1982_LOCUS11816|CAD7003357.1|CCAP	LOC115622695|XP_030372583.1|SLEB
