Orthogroup	CCAP.longest_only	DSER.longest_only
OG0007015	CCAP1982_LOCUS5400|CAD6996719.1|CCAP	LOC110185568|XP_020810152.1|DSER
OG0007016	CCAP1982_LOCUS5545|CAD6996872.1|CCAP	LOC110186100|XP_020810801.1|DSER
OG0007019	CCAP1982_LOCUS6166|CAD6997527.1|CCAP	LOC110176567|XP_020798617.1|DSER
OG0007020	CCAP1982_LOCUS9090|CAD7000616.1|CCAP, CCAP1982_LOCUS9091|CAD7000617.1|CCAP	LOC110185051|XP_020809377.1|DSER
OG0007021	CCAP1982_LOCUS7488|CAD6998942.1|CCAP	LOC110178161|XP_020800853.1|DSER
OG0007022	CCAP1982_LOCUS8723|CAD7000231.1|CCAP	LOC110178212|XP_020800912.1|DSER
OG0007023	CCAP1982_LOCUS13964|CAD7005605.1|CCAP	LOC110183297|XP_020807192.1|DSER
OG0007024	CCAP1982_LOCUS650|CAD6991738.1|CCAP	LOC110189841|XP_020815709.1|DSER
OG0007026	CCAP1982_LOCUS6944|CAD6998342.1|CCAP	LOC110187565|XP_020812613.1|DSER
OG0007027	CCAP1982_LOCUS7358|CAD6998809.1|CCAP	LOC110187247|XP_020812304.1|DSER
OG0007028	CCAP1982_LOCUS7384|CAD6998835.1|CCAP	LOC110187592|XP_020812636.1|DSER
OG0007029	CCAP1982_LOCUS8603|CAD7000105.1|CCAP	LOC110184871|XP_020809177.1|DSER
OG0007031	CCAP1982_LOCUS5857|CAD6997222.1|CCAP, CCAP1982_LOCUS5866|CAD6997232.1|CCAP	LOC110187186|XP_020812244.1|DSER
OG0007032	CCAP1982_LOCUS21398|CAD7013329.1|CCAP	LOC110177509|XP_020799922.1|DSER
OG0007033	CCAP1982_LOCUS6554|CAD6997936.1|CCAP	LOC110185628|XP_020810237.1|DSER
OG0007034	CCAP1982_LOCUS8181|CAD6999651.1|CCAP	LOC110182323|XP_020806013.1|DSER
OG0007035	CCAP1982_LOCUS23410|CAD7015470.1|CCAP	LOC110181806|XP_020805350.1|DSER
OG0007037	CCAP1982_LOCUS3270|CAD6994526.1|CCAP	LOC110188268|XP_020813616.1|DSER
OG0007038	CCAP1982_LOCUS7155|CAD6998576.1|CCAP	LOC110176561|XP_020798612.1|DSER
OG0007040	CCAP1982_LOCUS8336|CAD6999824.1|CCAP	LOC110184828|XP_020809132.1|DSER
OG0007041	CCAP1982_LOCUS6403|CAD6997778.1|CCAP	LOC110185021|XP_020809332.1|DSER
OG0007042	CCAP1982_LOCUS5381|CAD6996697.1|CCAP	LOC110181446|XP_020804848.1|DSER
OG0007043	CCAP1982_LOCUS4565|CAD6995864.1|CCAP	LOC110177272|XP_020799584.1|DSER
OG0007045	CCAP1982_LOCUS99|CAD6991159.1|CCAP	LOC110188280|XP_020813634.1|DSER
OG0007046	CCAP1982_LOCUS4323|CAD6995617.1|CCAP	LOC110187787|XP_020812918.1|DSER
OG0007047	CCAP1982_LOCUS8507|CAD7000001.1|CCAP	LOC110187363|XP_020812413.1|DSER
OG0007048	CCAP1982_LOCUS8594|CAD7000096.1|CCAP	LOC110182268|XP_020805944.1|DSER
OG0007049	CCAP1982_LOCUS9153|CAD7000679.1|CCAP	LOC110185998|XP_020810685.1|DSER
OG0007050	CCAP1982_LOCUS8068|CAD6999548.1|CCAP	LOC110182668|XP_020806406.1|DSER
OG0007051	CCAP1982_LOCUS8732|CAD7000240.1|CCAP	LOC110178210|XP_020800907.1|DSER
OG0007053	CCAP1982_LOCUS4789|CAD6996083.1|CCAP	LOC110188118|XP_020813353.1|DSER
OG0007054	CCAP1982_LOCUS21443|CAD7013378.1|CCAP	LOC110189265|XP_020814938.1|DSER
OG0007055	CCAP1982_LOCUS22840|CAD7014876.1|CCAP	LOC110182343|XP_020806046.1|DSER
OG0007056	CCAP1982_LOCUS12881|CAD7004476.1|CCAP	LOC110182752|XP_020806522.1|DSER
OG0007059	CCAP1982_LOCUS8284|CAD6999761.1|CCAP	LOC110176835|XP_020798947.1|DSER
OG0007060	CCAP1982_LOCUS8288|CAD6999765.1|CCAP	LOC110177058|XP_020799235.1|DSER
OG0007061	CCAP1982_LOCUS8289|CAD6999766.1|CCAP	LOC110176977|XP_020799143.1|DSER
OG0007062	CCAP1982_LOCUS7441|CAD6998894.1|CCAP	LOC110178098|XP_020800766.1|DSER
OG0007063	CCAP1982_LOCUS5521|CAD6996845.1|CCAP	LOC110183853|XP_020807865.1|DSER
OG0007064	CCAP1982_LOCUS21728|CAD7013687.1|CCAP	LOC110188970|XP_020814576.1|DSER
OG0007065	CCAP1982_LOCUS8842|CAD7000360.1|CCAP	LOC110178971|XP_020801939.1|DSER
OG0007066	CCAP1982_LOCUS13819|CAD7005459.1|CCAP	LOC110176144|XP_020798039.1|DSER
OG0007067	CCAP1982_LOCUS7438|CAD6998891.1|CCAP	LOC110183451|XP_020807389.1|DSER
OG0007068	CCAP1982_LOCUS6290|CAD6997660.1|CCAP	LOC110183217|XP_020807091.1|DSER
OG0007070	CCAP1982_LOCUS21250|CAD7013179.1|CCAP	LOC110182510|XP_020806220.1|DSER
OG0007071	CCAP1982_LOCUS22928|CAD7014968.1|CCAP	LOC110184117|XP_020808179.1|DSER
OG0007073	CCAP1982_LOCUS8062|CAD6999541.1|CCAP	LOC110186088|XP_020810784.1|DSER
OG0007074	CCAP1982_LOCUS20176|CAD7012076.1|CCAP	LOC110180954|XP_020804291.1|DSER
OG0007075	CCAP1982_LOCUS8114|CAD6999590.1|CCAP	LOC110182245|XP_020805921.1|DSER
OG0007076	CCAP1982_LOCUS22136|CAD7014131.1|CCAP	LOC110189188|XP_020814814.1|DSER
OG0007077	CCAP1982_LOCUS7920|CAD6999394.1|CCAP	LOC110183407|XP_020807343.1|DSER
OG0007078	CCAP1982_LOCUS7354|CAD6998803.1|CCAP	LOC110187241|XP_020812298.1|DSER
OG0007079	CCAP1982_LOCUS7353|CAD6998799.1|CCAP	LOC110187244|XP_020812300.1|DSER
OG0007080	CCAP1982_LOCUS6393|CAD6997763.1|CCAP	LOC110183741|XP_020807748.1|DSER
OG0007081	CCAP1982_LOCUS5561|CAD6996887.1|CCAP	LOC110185053|XP_020809379.1|DSER
OG0007082	CCAP1982_LOCUS6673|CAD6998057.1|CCAP	LOC110176978|XP_020799145.1|DSER
OG0007083	CCAP1982_LOCUS6906|CAD6998297.1|CCAP	LOC110187323|XP_020812370.1|DSER
OG0007086	CCAP1982_LOCUS8255|CAD6999729.1|CCAP	LOC110181209|XP_020804549.1|DSER
OG0007087	CCAP1982_LOCUS6897|CAD6998288.1|CCAP	LOC110185199|XP_020809583.1|DSER
OG0007088	CCAP1982_LOCUS6895|CAD6998286.1|CCAP	LOC110182700|XP_020806455.1|DSER
OG0007089	CCAP1982_LOCUS7485|CAD6998938.1|CCAP	LOC110178126|XP_020800807.1|DSER
OG0007090	CCAP1982_LOCUS8235|CAD6999709.1|CCAP	LOC110187332|XP_020812378.1|DSER
OG0007091	CCAP1982_LOCUS6972|CAD6998372.1|CCAP	LOC110181185|XP_020804522.1|DSER
OG0007092	CCAP1982_LOCUS4644|CAD6995942.1|CCAP	LOC110187995|XP_020813177.1|DSER
OG0007093	CCAP1982_LOCUS10850|CAD7002356.1|CCAP	LOC110177888|XP_020800513.1|DSER
OG0007095	CCAP1982_LOCUS7737|CAD6999203.1|CCAP	LOC110181344|XP_020804723.1|DSER
OG0007096	CCAP1982_LOCUS5513|CAD6996840.1|CCAP	LOC110181352|XP_020804731.1|DSER
OG0007097	CCAP1982_LOCUS7965|CAD6999441.1|CCAP	LOC110179898|XP_020803153.1|DSER, LOC110187460|XP_020812507.1|DSER
OG0007098	CCAP1982_LOCUS7969|CAD6999445.1|CCAP	LOC110187454|XP_020812502.1|DSER
OG0007099	CCAP1982_LOCUS2724|CAD6993938.1|CCAP	LOC110187914|XP_020813077.1|DSER
OG0007100	CCAP1982_LOCUS7691|CAD6999152.1|CCAP	LOC110185763|XP_020810424.1|DSER
OG0007102	CCAP1982_LOCUS6630|CAD6998013.1|CCAP, CCAP1982_LOCUS6634|CAD6998017.1|CCAP, CCAP1982_LOCUS6637|CAD6998020.1|CCAP	LOC110176948|XP_020799109.1|DSER
OG0007103	CCAP1982_LOCUS6721|CAD6998107.1|CCAP	LOC110183480|XP_020807419.1|DSER
OG0007104	CCAP1982_LOCUS5635|CAD6996970.1|CCAP	LOC110183420|XP_020807356.1|DSER
OG0007105	CCAP1982_LOCUS5711|CAD6997057.1|CCAP	LOC110183273|XP_020807156.1|DSER
OG0007106	CCAP1982_LOCUS7479|CAD6998932.1|CCAP	LOC110178128|XP_020800809.1|DSER
OG0007107	CCAP1982_LOCUS8486|CAD6999982.1|CCAP	LOC110182277|XP_020805954.1|DSER
OG0007109	CCAP1982_LOCUS8807|CAD7000324.1|CCAP	LOC110176975|XP_020799140.1|DSER
OG0007110	CCAP1982_LOCUS8571|CAD7000070.1|CCAP	LOC110187246|XP_020812302.1|DSER
OG0007111	CCAP1982_LOCUS7393|CAD6998844.1|CCAP	LOC110182671|XP_020806409.1|DSER
OG0007112	CCAP1982_LOCUS7501|CAD6998954.1|CCAP	LOC110187561|XP_020812608.1|DSER
OG0007113	CCAP1982_LOCUS2444|CAD6993634.1|CCAP	LOC110190568|XP_020816807.1|DSER
OG0007114	CCAP1982_LOCUS8259|CAD6999733.1|CCAP	LOC110184950|XP_020809257.1|DSER
OG0007115	CCAP1982_LOCUS8261|CAD6999735.1|CCAP	LOC110183930|XP_020807953.1|DSER
OG0007116	CCAP1982_LOCUS8864|CAD7000388.1|CCAP	LOC110176959|XP_020799125.1|DSER
OG0007117	CCAP1982_LOCUS7696|CAD6999158.1|CCAP	LOC110185863|XP_020810530.1|DSER
OG0007118	CCAP1982_LOCUS8559|CAD7000055.1|CCAP	LOC110184025|XP_020808049.1|DSER
OG0007124	CCAP1982_LOCUS14438|CAD7006106.1|CCAP	LOC110177504|XP_020799915.1|DSER
OG0007125	CCAP1982_LOCUS13823|CAD7005463.1|CCAP	LOC110190003|XP_020815961.1|DSER
OG0007126	CCAP1982_LOCUS13816|CAD7005456.1|CCAP	LOC110176127|XP_020798022.1|DSER
OG0007127	CCAP1982_LOCUS14233|CAD7005893.1|CCAP	LOC110184628|XP_020808885.1|DSER
OG0007128	CCAP1982_LOCUS13827|CAD7005467.1|CCAP	LOC110190211|XP_020816225.1|DSER
OG0007129	CCAP1982_LOCUS13825|CAD7005465.1|CCAP	LOC110190004|XP_020815962.1|DSER
OG0007130	CCAP1982_LOCUS13965|CAD7005606.1|CCAP	LOC110178559|XP_020801389.1|DSER
OG0007131	CCAP1982_LOCUS11653|CAD7003191.1|CCAP	LOC110179842|XP_020803108.1|DSER
OG0007132	CCAP1982_LOCUS11686|CAD7003225.1|CCAP	LOC110179812|XP_020803075.1|DSER
OG0007133	CCAP1982_LOCUS13226|CAD7004840.1|CCAP	LOC110177570|XP_020800005.1|DSER
OG0007134	CCAP1982_LOCUS12053|CAD7003609.1|CCAP	LOC110190533|XP_020816738.1|DSER
OG0007135	CCAP1982_LOCUS11440|CAD7002977.1|CCAP	LOC110190522|XP_020816716.1|DSER
OG0007136	CCAP1982_LOCUS11814|CAD7003355.1|CCAP	LOC110178909|XP_020801847.1|DSER
OG0007142	CCAP1982_LOCUS14614|CAD7006291.1|CCAP	LOC110189962|XP_020815910.1|DSER
OG0007143	CCAP1982_LOCUS3194|CAD6994446.1|CCAP	LOC110189024|XP_020814644.1|DSER
OG0007144	CCAP1982_LOCUS241|CAD6991312.1|CCAP	LOC110186334|XP_020811141.1|DSER
OG0007145	CCAP1982_LOCUS430|CAD6991507.1|CCAP	LOC110186382|XP_020811198.1|DSER
OG0007146	CCAP1982_LOCUS433|CAD6991511.1|CCAP	LOC110186212|XP_020810934.1|DSER
OG0007149	CCAP1982_LOCUS22324|CAD7014327.1|CCAP	LOC110191568|XP_020818109.1|DSER
OG0007150	CCAP1982_LOCUS11655|CAD7003193.1|CCAP	LOC110191184|XP_020817611.1|DSER
OG0007151	CCAP1982_LOCUS11432|CAD7002968.1|CCAP	LOC110190724|XP_020817005.1|DSER
OG0007154	CCAP1982_LOCUS20283|CAD7012182.1|CCAP	LOC110191564|XP_020818104.1|DSER
OG0007155	CCAP1982_LOCUS19995|CAD7011883.1|CCAP	LOC110177751|XP_020800270.1|DSER
OG0007156	CCAP1982_LOCUS1430|CAD6992582.1|CCAP	LOC110177174|XP_020799420.1|DSER
OG0007157	CCAP1982_LOCUS563|CAD6991649.1|CCAP	LOC110187813|XP_020812950.1|DSER
OG0007158	CCAP1982_LOCUS12225|CAD7003791.1|CCAP	LOC110182800|XP_020806592.1|DSER
OG0007160	CCAP1982_LOCUS4974|CAD6996290.1|CCAP	LOC110186656|XP_020811580.1|DSER
OG0007163	CCAP1982_LOCUS149|CAD6991211.1|CCAP	LOC110186381|XP_020811193.1|DSER
OG0007164	CCAP1982_LOCUS148|CAD6991210.1|CCAP	LOC110186380|XP_020811192.1|DSER
OG0007174	CCAP1982_LOCUS777|CAD6991886.1|CCAP	LOC110177342|XP_020799689.1|DSER
OG0007175	CCAP1982_LOCUS14454|CAD7006122.1|CCAP	LOC110177480|XP_020799884.1|DSER
OG0007176	CCAP1982_LOCUS829|CAD6991941.1|CCAP	LOC110186973|XP_020811981.1|DSER
OG0007177	CCAP1982_LOCUS748|CAD6991849.1|CCAP	LOC110177215|XP_020799492.1|DSER
OG0007178	CCAP1982_LOCUS867|CAD6991980.1|CCAP	LOC110188296|XP_020813657.1|DSER
OG0007179	CCAP1982_LOCUS750|CAD6991852.1|CCAP	LOC110191784|XP_020818392.1|DSER
OG0007180	CCAP1982_LOCUS745|CAD6991846.1|CCAP	LOC110177195|XP_020799450.1|DSER
OG0007182	CCAP1982_LOCUS967|CAD6992087.1|CCAP	LOC110188306|XP_020813672.1|DSER
OG0007183	CCAP1982_LOCUS970|CAD6992091.1|CCAP	LOC110188742|XP_020814235.1|DSER
OG0007184	CCAP1982_LOCUS962|CAD6992082.1|CCAP	LOC110188431|XP_020813816.1|DSER
OG0007185	CCAP1982_LOCUS7881|CAD6999354.1|CCAP	LOC110185618|XP_020810224.1|DSER
OG0007186	CCAP1982_LOCUS906|CAD6992022.1|CCAP	LOC110188032|XP_020813233.1|DSER
OG0007187	CCAP1982_LOCUS335|CAD6991408.1|CCAP	LOC110186232|XP_020810953.1|DSER
OG0007188	CCAP1982_LOCUS5020|CAD6996342.1|CCAP	LOC110187859|XP_020813003.1|DSER
OG0007189	CCAP1982_LOCUS4951|CAD6996268.1|CCAP	LOC110185355|XP_020809797.1|DSER
OG0007190	CCAP1982_LOCUS708|CAD6991805.1|CCAP	LOC110186687|XP_020811614.1|DSER
OG0007191	CCAP1982_LOCUS12894|CAD7004492.1|CCAP	LOC110185262|XP_020809660.1|DSER
OG0007195	CCAP1982_LOCUS680|CAD6991773.1|CCAP	LOC110187862|XP_020813006.1|DSER
OG0007196	CCAP1982_LOCUS451|CAD6991533.1|CCAP	LOC110177329|XP_020799662.1|DSER
OG0007197	CCAP1982_LOCUS13596|CAD7005238.1|CCAP	LOC110182776|XP_020806558.1|DSER
OG0007198	CCAP1982_LOCUS898|CAD6992012.1|CCAP	LOC110188411|XP_020813794.1|DSER
OG0007199	CCAP1982_LOCUS580|CAD6991666.1|CCAP	LOC110188115|XP_020813348.1|DSER
OG0007200	CCAP1982_LOCUS4879|CAD6996187.1|CCAP	LOC110188418|XP_020813802.1|DSER
OG0007201	CCAP1982_LOCUS11204|CAD7002729.1|CCAP	LOC110176202|XP_020798123.1|DSER
OG0007202	CCAP1982_LOCUS13344|CAD7004966.1|CCAP	LOC110188513|XP_020813905.1|DSER
OG0007203	CCAP1982_LOCUS13330|CAD7004951.1|CCAP	LOC110188509|XP_020813902.1|DSER
OG0007205	CCAP1982_LOCUS13329|CAD7004950.1|CCAP	LOC110188360|XP_020813729.1|DSER
OG0007206	CCAP1982_LOCUS716|CAD6991815.1|CCAP	LOC110186307|XP_020811087.1|DSER
OG0007207	CCAP1982_LOCUS721|CAD6991820.1|CCAP	LOC110186974|XP_020811982.1|DSER
OG0007208	CCAP1982_LOCUS720|CAD6991819.1|CCAP	LOC110186257|XP_020811019.1|DSER
OG0007209	CCAP1982_LOCUS719|CAD6991818.1|CCAP	LOC110186268|XP_020811040.1|DSER
OG0007210	CCAP1982_LOCUS894|CAD6992008.1|CCAP	LOC110188346|XP_020813714.1|DSER
OG0007211	CCAP1982_LOCUS4295|CAD6995585.1|CCAP	LOC110186733|XP_020811658.1|DSER
OG0007212	CCAP1982_LOCUS169|CAD6991232.1|CCAP	LOC110186179|XP_020810896.1|DSER
OG0007214	CCAP1982_LOCUS13363|CAD7004987.1|CCAP	LOC110189930|XP_020815868.1|DSER
OG0007215	CCAP1982_LOCUS392|CAD6991468.1|CCAP	LOC110186537|XP_020811398.1|DSER
OG0007216	CCAP1982_LOCUS1848|CAD6993013.1|CCAP, CCAP1982_LOCUS1847|CAD6993012.1|CCAP	LOC110186730|XP_020811655.1|DSER
OG0007217	CCAP1982_LOCUS20135|CAD7012031.1|CCAP	LOC110191515|XP_020818042.1|DSER
OG0007218	CCAP1982_LOCUS261|CAD6991332.1|CCAP	LOC110186388|XP_020811207.1|DSER
OG0007219	CCAP1982_LOCUS780|CAD6991889.1|CCAP	LOC110188571|XP_020813991.1|DSER
OG0007220	CCAP1982_LOCUS1421|CAD6992573.1|CCAP	LOC110186654|XP_020811578.1|DSER
OG0007221	CCAP1982_LOCUS5051|CAD6996372.1|CCAP	LOC110186136|XP_020810844.1|DSER
OG0007222	CCAP1982_LOCUS4924|CAD6996240.1|CCAP	LOC110191951|XP_020818631.1|DSER
OG0007223	CCAP1982_LOCUS155|CAD6991217.1|CCAP	LOC110186640|XP_020811559.1|DSER
OG0007224	CCAP1982_LOCUS4413|CAD6995706.1|CCAP	LOC110177116|XP_020799320.1|DSER
OG0007225	CCAP1982_LOCUS240|CAD6991311.1|CCAP	LOC110188194|XP_020813446.1|DSER
OG0007226	CCAP1982_LOCUS372|CAD6991446.1|CCAP	LOC110187919|XP_020813089.1|DSER
OG0007227	CCAP1982_LOCUS12755|CAD7004337.1|CCAP	LOC110176254|XP_020798221.1|DSER
OG0007228	CCAP1982_LOCUS12753|CAD7004335.1|CCAP	LOC110183591|XP_020807563.1|DSER
OG0007229	CCAP1982_LOCUS2800|CAD6994023.1|CCAP	LOC110188386|XP_020813765.1|DSER
OG0007230	CCAP1982_LOCUS4944|CAD6996261.1|CCAP	LOC110189784|XP_020815679.1|DSER
OG0007231	CCAP1982_LOCUS802|CAD6991913.1|CCAP	LOC110176621|XP_020798706.1|DSER
OG0007232	CCAP1982_LOCUS12462|CAD7004037.1|CCAP	LOC110190137|XP_020816121.1|DSER
OG0007233	CCAP1982_LOCUS12465|CAD7004040.1|CCAP	LOC110189903|XP_020815826.1|DSER
OG0007234	CCAP1982_LOCUS12468|CAD7004043.1|CCAP	LOC110185252|XP_020809647.1|DSER
OG0007235	CCAP1982_LOCUS12480|CAD7004055.1|CCAP	LOC110185278|XP_020809684.1|DSER
OG0007236	CCAP1982_LOCUS952|CAD6992072.1|CCAP	LOC110188506|XP_020813899.1|DSER
OG0007237	CCAP1982_LOCUS86|CAD6991144.1|CCAP	LOC110187941|XP_020813115.1|DSER
OG0007239	CCAP1982_LOCUS4425|CAD6995718.1|CCAP	LOC110187754|XP_020812874.1|DSER
OG0007240	CCAP1982_LOCUS11582|CAD7003120.1|CCAP	LOC110187952|XP_020813128.1|DSER, LOC110188058|XP_020813266.1|DSER
OG0007245	CCAP1982_LOCUS1858|CAD6993022.1|CCAP	LOC110186619|XP_020811513.1|DSER
OG0007246	CCAP1982_LOCUS2224|CAD6993409.1|CCAP	LOC110188684|XP_020814149.1|DSER
OG0007247	CCAP1982_LOCUS7138|CAD6998553.1|CCAP	LOC110189228|XP_020814870.1|DSER
OG0007251	CCAP1982_LOCUS955|CAD6992075.1|CCAP	LOC110188758|XP_020814259.1|DSER
OG0007252	CCAP1982_LOCUS4289|CAD6995579.1|CCAP	LOC110188531|XP_020813934.1|DSER
OG0007253	CCAP1982_LOCUS12058|CAD7003616.1|CCAP	LOC110190532|XP_020816737.1|DSER
OG0007254	CCAP1982_LOCUS645|CAD6991733.1|CCAP	LOC110190973|XP_020817325.1|DSER
OG0007256	CCAP1982_LOCUS747|CAD6991848.1|CCAP	LOC110177216|XP_020799493.1|DSER
OG0007257	CCAP1982_LOCUS5123|CAD6996451.1|CCAP	LOC110176569|XP_020798619.1|DSER
OG0007258	CCAP1982_LOCUS259|CAD6991330.1|CCAP	LOC110176571|XP_020798625.1|DSER
OG0007266	CCAP1982_LOCUS21|CAD6991072.1|CCAP	LOC110177235|XP_020799525.1|DSER
OG0007267	CCAP1982_LOCUS22944|CAD7014986.1|CCAP	LOC110189835|XP_020815695.1|DSER
OG0007268	CCAP1982_LOCUS19677|CAD7011588.1|CCAP	LOC110176357|XP_020798344.1|DSER
OG0007270	CCAP1982_LOCUS5137|CAD6996468.1|CCAP	LOC110186923|XP_020811906.1|DSER
OG0007271	CCAP1982_LOCUS84|CAD6991142.1|CCAP	LOC110191846|XP_020818480.1|DSER
OG0007272	CCAP1982_LOCUS12889|CAD7004485.1|CCAP	LOC110176301|XP_020798281.1|DSER
OG0007273	CCAP1982_LOCUS4633|CAD6995931.1|CCAP	LOC110190419|XP_020816553.1|DSER
OG0007274	CCAP1982_LOCUS4273|CAD6995562.1|CCAP	LOC110188445|XP_020813831.1|DSER
OG0007275	CCAP1982_LOCUS11313|CAD7002844.1|CCAP	LOC110183715|XP_020807721.1|DSER
OG0007276	CCAP1982_LOCUS11322|CAD7002854.1|CCAP	LOC110183713|XP_020807720.1|DSER
OG0007277	CCAP1982_LOCUS12267|CAD7003834.1|CCAP	LOC110190135|XP_020816118.1|DSER
OG0007278	CCAP1982_LOCUS14983|CAD7006683.1|CCAP	LOC110190697|XP_020816968.1|DSER
OG0007279	CCAP1982_LOCUS14984|CAD7006684.1|CCAP	LOC110190536|XP_020816743.1|DSER
OG0007280	CCAP1982_LOCUS14986|CAD7006686.1|CCAP	LOC110189946|XP_020815892.1|DSER
OG0007281	CCAP1982_LOCUS595|CAD6991682.1|CCAP	LOC110191747|XP_020818342.1|DSER
OG0007282	CCAP1982_LOCUS594|CAD6991681.1|CCAP	LOC110191746|XP_020818341.1|DSER
OG0007283	CCAP1982_LOCUS208|CAD6991277.1|CCAP	LOC110186210|XP_020810931.1|DSER
OG0007284	CCAP1982_LOCUS3395|CAD6994660.1|CCAP	LOC110187827|XP_020812965.1|DSER
OG0007287	CCAP1982_LOCUS7484|CAD6998937.1|CCAP	LOC110178143|XP_020800829.1|DSER
OG0007290	CCAP1982_LOCUS587|CAD6991674.1|CCAP	LOC110187683|XP_020812773.1|DSER
OG0007291	CCAP1982_LOCUS3528|CAD6994797.1|CCAP	LOC110183500|XP_020807445.1|DSER
OG0007293	CCAP1982_LOCUS298|CAD6991368.1|CCAP	LOC110186144|XP_020810853.1|DSER
OG0007294	CCAP1982_LOCUS1027|CAD6992149.1|CCAP	LOC110188396|XP_020813777.1|DSER
OG0007295	CCAP1982_LOCUS3441|CAD6994706.1|CCAP	LOC110191816|XP_020818440.1|DSER
OG0007296	CCAP1982_LOCUS1016|CAD6992137.1|CCAP	LOC110177289|XP_020799607.1|DSER
OG0007297	CCAP1982_LOCUS4653|CAD6995944.1|CCAP	LOC110188052|XP_020813262.1|DSER
OG0007298	CCAP1982_LOCUS4435|CAD6995730.1|CCAP	LOC110177154|XP_020799395.1|DSER
OG0007299	CCAP1982_LOCUS5169|CAD6996501.1|CCAP	LOC110191868|XP_020818508.1|DSER
OG0007300	CCAP1982_LOCUS379|CAD6991454.1|CCAP	LOC110176578|XP_020798650.1|DSER
OG0007301	CCAP1982_LOCUS4540|CAD6995838.1|CCAP	LOC110187946|XP_020813119.1|DSER
OG0007302	CCAP1982_LOCUS5045|CAD6996366.1|CCAP	LOC110177269|XP_020799580.1|DSER
OG0007304	CCAP1982_LOCUS6553|CAD6997935.1|CCAP	LOC110185611|XP_020810217.1|DSER
OG0007305	CCAP1982_LOCUS14100|CAD7005751.1|CCAP	LOC110178978|XP_020801949.1|DSER
OG0007306	CCAP1982_LOCUS14101|CAD7005752.1|CCAP	LOC110178972|XP_020801940.1|DSER
OG0007307	CCAP1982_LOCUS5065|CAD6996390.1|CCAP	LOC110191762|XP_020818359.1|DSER
OG0007309	CCAP1982_LOCUS310|CAD6991383.1|CCAP	LOC110186186|XP_020810904.1|DSER
OG0007310	CCAP1982_LOCUS309|CAD6991382.1|CCAP	LOC110186140|XP_020810849.1|DSER
OG0007311	CCAP1982_LOCUS304|CAD6991375.1|CCAP	LOC110186131|XP_020810836.1|DSER
OG0007316	CCAP1982_LOCUS997|CAD6992113.1|CCAP	LOC110188257|XP_020813602.1|DSER
OG0007317	CCAP1982_LOCUS766|CAD6991874.1|CCAP	LOC110185206|XP_020809595.1|DSER
OG0007318	CCAP1982_LOCUS765|CAD6991872.1|CCAP	LOC110185179|XP_020809559.1|DSER
OG0007319	CCAP1982_LOCUS11203|CAD7002728.1|CCAP	LOC110176285|XP_020798262.1|DSER
OG0007324	CCAP1982_LOCUS4825|CAD6996131.1|CCAP	LOC110177120|XP_020799325.1|DSER
OG0007325	CCAP1982_LOCUS4878|CAD6996186.1|CCAP	LOC110188666|XP_020814118.1|DSER
OG0007326	CCAP1982_LOCUS4843|CAD6996150.1|CCAP	LOC110177137|XP_020799369.1|DSER
OG0007327	CCAP1982_LOCUS12605|CAD7004186.1|CCAP	LOC110182775|XP_020806557.1|DSER
OG0007328	CCAP1982_LOCUS4824|CAD6996130.1|CCAP	LOC110191913|XP_020818558.1|DSER
OG0007329	CCAP1982_LOCUS836|CAD6991948.1|CCAP	LOC110186485|XP_020811331.1|DSER
OG0007333	CCAP1982_LOCUS5111|CAD6996439.1|CCAP	LOC110177284|XP_020799593.1|DSER
OG0007335	CCAP1982_LOCUS14948|CAD7006643.1|CCAP	LOC110190819|XP_020817130.1|DSER
OG0007336	CCAP1982_LOCUS256|CAD6991327.1|CCAP	LOC110178862|XP_020801795.1|DSER
OG0007337	CCAP1982_LOCUS12036|CAD7003588.1|CCAP	LOC110189843|XP_020815711.1|DSER
OG0007338	CCAP1982_LOCUS14978|CAD7006677.1|CCAP	LOC110186936|XP_020811929.1|DSER
OG0007339	CCAP1982_LOCUS176|CAD6991240.1|CCAP	LOC110191918|XP_020818564.1|DSER
OG0007340	CCAP1982_LOCUS5191|CAD6996523.1|CCAP	LOC110188649|XP_020814089.1|DSER
OG0007341	CCAP1982_LOCUS4563|CAD6995862.1|CCAP	LOC110177130|XP_020799358.1|DSER
OG0007342	CCAP1982_LOCUS5140|CAD6996471.1|CCAP	LOC110177404|XP_020799769.1|DSER
OG0007343	CCAP1982_LOCUS426|CAD6991502.1|CCAP	LOC110186243|XP_020810971.1|DSER
OG0007345	CCAP1982_LOCUS429|CAD6991505.1|CCAP	LOC110186387|XP_020811210.1|DSER
OG0007346	CCAP1982_LOCUS12748|CAD7004329.1|CCAP	LOC110190247|XP_020816269.1|DSER
OG0007351	CCAP1982_LOCUS13609|CAD7005252.1|CCAP	LOC110182761|XP_020806532.1|DSER
OG0007352	CCAP1982_LOCUS21584|CAD7013524.1|CCAP	LOC110182183|XP_020805850.1|DSER
OG0007353	CCAP1982_LOCUS1008|CAD6992129.1|CCAP	LOC110188727|XP_020814200.1|DSER
OG0007354	CCAP1982_LOCUS20275|CAD7012173.1|CCAP	LOC110181542|XP_020804983.1|DSER
OG0007355	CCAP1982_LOCUS558|CAD6991644.1|CCAP	LOC110187625|XP_020812686.1|DSER
