Orthogroup	CCAP.longest_only	DSEC.longest_only
OG0007591	CCAP1982_LOCUS20692|CAD7012608.1|CCAP	LOC6608380|XP_002033116.1|DSEC
OG0007592	CCAP1982_LOCUS23135|CAD7015184.1|CCAP	LOC6615554|XP_002039928.1|DSEC
OG0007594	CCAP1982_LOCUS20687|CAD7012602.1|CCAP	LOC6608373|XP_002033109.1|DSEC
OG0007595	CCAP1982_LOCUS20149|CAD7012047.1|CCAP	LOC6609958|XP_002034604.1|DSEC
OG0007596	CCAP1982_LOCUS14908|CAD7006597.1|CCAP	LOC6604862|XP_002029707.1|DSEC
OG0007597	CCAP1982_LOCUS14324|CAD7005988.1|CCAP	LOC6618334|XP_002042606.1|DSEC
OG0007598	CCAP1982_LOCUS20657|CAD7012572.1|CCAP	LOC6609343|XP_002034032.1|DSEC
OG0007599	CCAP1982_LOCUS14332|CAD7005996.1|CCAP	LOC6605570|XP_032574176.1|DSEC
OG0007600	CCAP1982_LOCUS14329|CAD7005993.1|CCAP	LOC6618398|XP_002042668.1|DSEC
OG0007601	CCAP1982_LOCUS13408|CAD7005037.1|CCAP	LOC6605771|XP_032575148.1|DSEC
OG0007602	CCAP1982_LOCUS13550|CAD7005190.1|CCAP	LOC6616497|XP_002040857.1|DSEC
OG0007603	CCAP1982_LOCUS13547|CAD7005187.1|CCAP	LOC6616496|XP_032574627.1|DSEC
OG0007604	CCAP1982_LOCUS12145|CAD7003708.1|CCAP	LOC6610137|XP_032575084.1|DSEC
OG0007605	CCAP1982_LOCUS13694|CAD7005334.1|CCAP	LOC6616551|XP_032574774.1|DSEC
OG0007606	CCAP1982_LOCUS13996|CAD7005638.1|CCAP	LOC6605334|XP_032576075.1|DSEC
OG0007607	CCAP1982_LOCUS3980|CAD6995259.1|CCAP	LOC6617054|XP_032576166.1|DSEC
OG0007608	CCAP1982_LOCUS13805|CAD7005445.1|CCAP	LOC6616350|XP_002040710.1|DSEC
OG0007611	CCAP1982_LOCUS9402|CAD7000927.1|CCAP	LOC6619454|XP_032579934.1|DSEC
OG0007612	CCAP1982_LOCUS20352|CAD7012256.1|CCAP	LOC6608400|XP_032571575.1|DSEC
OG0007613	CCAP1982_LOCUS19720|CAD7011631.1|CCAP	LOC6615310|XP_002039714.2|DSEC
OG0007614	CCAP1982_LOCUS12603|CAD7004184.1|CCAP	LOC6610566|XP_002035139.1|DSEC
OG0007615	CCAP1982_LOCUS3769|CAD6995039.1|CCAP	LOC6605027|XP_002029870.1|DSEC
OG0007616	CCAP1982_LOCUS3797|CAD6995074.1|CCAP	LOC6612653|XP_032576999.1|DSEC
OG0007617	CCAP1982_LOCUS14314|CAD7005976.1|CCAP	LOC6605837|XP_032574593.1|DSEC
OG0007618	CCAP1982_LOCUS14497|CAD7006170.1|CCAP	LOC6605650|XP_002030468.1|DSEC
OG0007619	CCAP1982_LOCUS14496|CAD7006169.1|CCAP	LOC6605593|XP_002030412.1|DSEC
OG0007620	CCAP1982_LOCUS14166|CAD7005820.1|CCAP	LOC6605629|XP_002030447.2|DSEC
OG0007621	CCAP1982_LOCUS22947|CAD7014989.1|CCAP	LOC6608323|XP_002033060.1|DSEC
OG0007622	CCAP1982_LOCUS13416|CAD7005045.1|CCAP	LOC6620533|XP_032575342.1|DSEC
OG0007623	CCAP1982_LOCUS13949|CAD7005590.1|CCAP	LOC6616259|XP_032573166.1|DSEC
OG0007624	CCAP1982_LOCUS14262|CAD7005924.1|CCAP	LOC6616356|XP_032575319.1|DSEC
OG0007625	CCAP1982_LOCUS13677|CAD7005316.1|CCAP	LOC6605250|XP_032573396.1|DSEC
OG0007626	CCAP1982_LOCUS14397|CAD7006062.1|CCAP	LOC6610306|XP_002034901.1|DSEC
OG0007627	CCAP1982_LOCUS14398|CAD7006063.1|CCAP	LOC6610307|XP_002034902.1|DSEC
OG0007628	CCAP1982_LOCUS10081|CAD7001587.1|CCAP	LOC6619487|XP_002043702.1|DSEC
OG0007629	CCAP1982_LOCUS10815|CAD7002325.1|CCAP	LOC6604875|XP_002029720.1|DSEC
OG0007630	CCAP1982_LOCUS4525|CAD6995822.1|CCAP	LOC6619089|XP_002043329.1|DSEC
OG0007631	CCAP1982_LOCUS2707|CAD6993916.1|CCAP	LOC6618708|XP_032578765.1|DSEC
OG0007632	CCAP1982_LOCUS11130|CAD7002647.1|CCAP	LOC116801170|XP_032575091.1|DSEC
OG0007633	CCAP1982_LOCUS8796|CAD7000310.1|CCAP	LOC6614574|XP_002039002.1|DSEC
OG0007634	CCAP1982_LOCUS1668|CAD6992831.1|CCAP	LOC6612781|XP_002037282.1|DSEC
OG0007635	CCAP1982_LOCUS10959|CAD7002470.1|CCAP	LOC6611197|XP_002035753.1|DSEC
OG0007637	CCAP1982_LOCUS5885|CAD6997252.1|CCAP	LOC116801374|XP_032576131.1|DSEC
OG0007638	CCAP1982_LOCUS21753|CAD7013716.1|CCAP	LOC6616007|XP_032581753.1|DSEC
OG0007639	CCAP1982_LOCUS599|CAD6991686.1|CCAP	LOC6615021|XP_002039438.1|DSEC
OG0007640	CCAP1982_LOCUS21568|CAD7013509.1|CCAP	LOC6608470|XP_002033204.1|DSEC
OG0007642	CCAP1982_LOCUS19674|CAD7011585.1|CCAP	LOC6609115|XP_002033817.1|DSEC
OG0007643	CCAP1982_LOCUS4813|CAD6996118.1|CCAP	LOC6606193|XP_032576498.1|DSEC
OG0007644	CCAP1982_LOCUS156|CAD6991218.1|CCAP	LOC6619523|XP_002043738.2|DSEC
OG0007645	CCAP1982_LOCUS5035|CAD6996357.1|CCAP	LOC6606224|XP_002031032.1|DSEC
OG0007646	CCAP1982_LOCUS6628|CAD6998011.1|CCAP	LOC6612182|XP_002036699.2|DSEC
OG0007647	CCAP1982_LOCUS5473|CAD6996800.1|CCAP, CCAP1982_LOCUS5472|CAD6996799.1|CCAP, CCAP1982_LOCUS5471|CAD6996798.1|CCAP	LOC6614731|XP_032569748.1|DSEC
OG0007648	CCAP1982_LOCUS21866|CAD7013847.1|CCAP	LOC6608112|XP_002032860.2|DSEC
OG0007649	CCAP1982_LOCUS21258|CAD7013187.1|CCAP, CCAP1982_LOCUS21268|CAD7013197.1|CCAP	LOC6605061|XP_032573184.1|DSEC
OG0007650	CCAP1982_LOCUS20026|CAD7011914.1|CCAP, CCAP1982_LOCUS20029|CAD7011917.1|CCAP	LOC6609962|XP_002034607.1|DSEC
OG0007651	CCAP1982_LOCUS12221|CAD7003785.1|CCAP	LOC6618604|XP_032580256.1|DSEC
OG0007652	CCAP1982_LOCUS13423|CAD7005053.1|CCAP, CCAP1982_LOCUS13924|CAD7005564.1|CCAP	LOC116800419|XP_032571141.1|DSEC
OG0007653	CCAP1982_LOCUS3504|CAD6994773.1|CCAP, CCAP1982_LOCUS3505|CAD6994774.1|CCAP, CCAP1982_LOCUS3503|CAD6994772.1|CCAP	LOC6616359|XP_032574012.1|DSEC
OG0007664	CCAP1982_LOCUS1443|CAD6992594.1|CCAP	LOC6606440|XP_032577729.1|DSEC
OG0007668	CCAP1982_LOCUS19885|CAD7011773.1|CCAP	LOC6611674|XP_002036209.1|DSEC
OG0007673	CCAP1982_LOCUS3400|CAD6994666.1|CCAP	LOC6617137|XP_002041464.1|DSEC
OG0007680	CCAP1982_LOCUS6389|CAD6997759.1|CCAP	LOC6613168|XP_002037649.1|DSEC
OG0007681	CCAP1982_LOCUS20806|CAD7012699.1|CCAP	LOC6620397|XP_002044605.1|DSEC
OG0007688	CCAP1982_LOCUS2680|CAD6993886.1|CCAP	LOC6607670|XP_002032435.1|DSEC
OG0007691	CCAP1982_LOCUS3918|CAD6995199.1|CCAP	LOC6618739|XP_002042997.1|DSEC
OG0007704	CCAP1982_LOCUS3314|CAD6994576.1|CCAP	LOC6612942|XP_002037434.1|DSEC
OG0007717	CCAP1982_LOCUS3328|CAD6994589.1|CCAP	LOC6612951|XP_032576279.1|DSEC
OG0007737	CCAP1982_LOCUS1041|CAD6992165.1|CCAP	LOC6619237|XP_002043456.1|DSEC
OG0007738	CCAP1982_LOCUS2234|CAD6993419.1|CCAP	LOC6607537|XP_032576855.1|DSEC
OG0007743	CCAP1982_LOCUS2502|CAD6993696.1|CCAP	LOC6612710|XP_032577835.1|DSEC
OG0007745	CCAP1982_LOCUS2113|CAD6993299.1|CCAP	LOC6613746|XP_032578952.1|DSEC
OG0007750	CCAP1982_LOCUS1760|CAD6992927.1|CCAP	LOC6612921|XP_002037413.1|DSEC
OG0007758	CCAP1982_LOCUS5563|CAD6996889.1|CCAP	LOC6613630|XP_002038100.1|DSEC
OG0007759	CCAP1982_LOCUS1122|CAD6992252.1|CCAP	LOC6612862|XP_002037354.1|DSEC
OG0007766	CCAP1982_LOCUS2350|CAD6993538.1|CCAP	LOC6606538|XP_032576432.1|DSEC
OG0007773	CCAP1982_LOCUS5389|CAD6996705.1|CCAP	LOC6613560|XP_002038028.1|DSEC
OG0007777	CCAP1982_LOCUS22259|CAD7014256.1|CCAP	LOC6618451|XP_002042721.1|DSEC
OG0007779	CCAP1982_LOCUS14828|CAD7006514.1|CCAP	LOC6605942|XP_002030755.1|DSEC
OG0007784	CCAP1982_LOCUS1991|CAD6993166.1|CCAP	LOC6613817|XP_032576620.1|DSEC
OG0007786	CCAP1982_LOCUS6878|CAD6998269.1|CCAP	LOC6617279|XP_002041606.1|DSEC
OG0007787	CCAP1982_LOCUS1999|CAD6993177.1|CCAP	LOC6612784|XP_032578274.1|DSEC
OG0007788	CCAP1982_LOCUS3254|CAD6994510.1|CCAP	LOC6607427|XP_002032196.1|DSEC
OG0007789	CCAP1982_LOCUS2408|CAD6993598.1|CCAP	LOC6620081|XP_002044293.2|DSEC
OG0007790	CCAP1982_LOCUS1486|CAD6992640.1|CCAP	LOC6612650|XP_032576902.1|DSEC
OG0007791	CCAP1982_LOCUS1483|CAD6992635.1|CCAP	LOC6617154|XP_032577785.1|DSEC
OG0007793	CCAP1982_LOCUS4261|CAD6995550.1|CCAP	LOC116801768|XP_032579077.1|DSEC
OG0007797	CCAP1982_LOCUS1089|CAD6992219.1|CCAP	LOC6612834|XP_002037335.1|DSEC
OG0007798	CCAP1982_LOCUS1088|CAD6992218.1|CCAP	LOC6612833|XP_002037334.1|DSEC
OG0007799	CCAP1982_LOCUS3863|CAD6995140.1|CCAP	LOC6607441|XP_002032210.1|DSEC
OG0007800	CCAP1982_LOCUS3705|CAD6994974.1|CCAP	LOC6607400|XP_002032173.1|DSEC
OG0007801	CCAP1982_LOCUS3472|CAD6994739.1|CCAP	LOC6619648|XP_002043863.2|DSEC
OG0007803	CCAP1982_LOCUS3000|CAD6994238.1|CCAP	LOC6613725|XP_032578546.1|DSEC
OG0007808	CCAP1982_LOCUS3479|CAD6994746.1|CCAP	LOC6619657|XP_002043872.1|DSEC
OG0007811	CCAP1982_LOCUS3656|CAD6994923.1|CCAP	LOC6621674|XP_032576392.1|DSEC
OG0007813	CCAP1982_LOCUS2961|CAD6994197.1|CCAP	LOC6607829|XP_002032587.1|DSEC
OG0007816	CCAP1982_LOCUS2858|CAD6994089.1|CCAP	LOC6616300|XP_002040664.1|DSEC
OG0007817	CCAP1982_LOCUS2855|CAD6994086.1|CCAP	LOC6614034|XP_002038488.1|DSEC
OG0007820	CCAP1982_LOCUS2250|CAD6993437.1|CCAP	LOC6612978|XP_032577236.1|DSEC
OG0007821	CCAP1982_LOCUS1080|CAD6992209.1|CCAP	LOC6612824|XP_002037325.1|DSEC
OG0007822	CCAP1982_LOCUS1081|CAD6992210.1|CCAP	LOC6612825|XP_002037326.2|DSEC
OG0007823	CCAP1982_LOCUS1083|CAD6992213.1|CCAP	LOC6612827|XP_002037328.2|DSEC
OG0007824	CCAP1982_LOCUS1414|CAD6992569.1|CCAP	LOC6612692|XP_032576257.1|DSEC
OG0007825	CCAP1982_LOCUS3989|CAD6995268.1|CCAP	LOC6606584|XP_032578791.1|DSEC
OG0007826	CCAP1982_LOCUS1911|CAD6993081.1|CCAP	LOC6618780|XP_032577255.1|DSEC
OG0007828	CCAP1982_LOCUS14905|CAD7006594.1|CCAP	LOC6610912|XP_002035469.1|DSEC
OG0007829	CCAP1982_LOCUS1661|CAD6992823.1|CCAP	LOC6613828|XP_002038297.1|DSEC
OG0007830	CCAP1982_LOCUS1152|CAD6992284.1|CCAP	LOC6613761|XP_032578400.1|DSEC
OG0007835	CCAP1982_LOCUS3471|CAD6994738.1|CCAP	LOC6619655|XP_032576985.1|DSEC
OG0007836	CCAP1982_LOCUS1279|CAD6992415.1|CCAP	LOC6606479|XP_002031280.1|DSEC
OG0007838	CCAP1982_LOCUS2060|CAD6993243.1|CCAP	LOC6614074|XP_002038528.2|DSEC
OG0007840	CCAP1982_LOCUS1667|CAD6992830.1|CCAP	LOC6612782|XP_002037283.1|DSEC
OG0007842	CCAP1982_LOCUS2723|CAD6993937.1|CCAP	LOC6612668|XP_032579407.1|DSEC
OG0007843	CCAP1982_LOCUS2722|CAD6993935.1|CCAP	LOC6612669|XP_002037173.1|DSEC
OG0007844	CCAP1982_LOCUS22686|CAD7014704.1|CCAP	LOC6609754|XP_002034408.1|DSEC
OG0007845	CCAP1982_LOCUS2347|CAD6993535.1|CCAP	LOC6606534|XP_032577979.1|DSEC
OG0007847	CCAP1982_LOCUS2685|CAD6993892.1|CCAP	LOC6607678|XP_002032443.1|DSEC
OG0007848	CCAP1982_LOCUS2692|CAD6993899.1|CCAP	LOC6607686|XP_002032450.1|DSEC
OG0007849	CCAP1982_LOCUS1593|CAD6992750.1|CCAP	LOC6607050|XP_002031838.1|DSEC
OG0007850	CCAP1982_LOCUS1591|CAD6992747.1|CCAP	LOC6607049|XP_002031837.1|DSEC
OG0007851	CCAP1982_LOCUS3811|CAD6995087.1|CCAP	LOC6617147|XP_002041474.1|DSEC
OG0007852	CCAP1982_LOCUS3826|CAD6995103.1|CCAP	LOC6606684|XP_032577191.1|DSEC
OG0007853	CCAP1982_LOCUS1394|CAD6992546.1|CCAP	LOC6612604|XP_002037109.2|DSEC
OG0007854	CCAP1982_LOCUS1478|CAD6992630.1|CCAP	LOC6607698|XP_002032462.1|DSEC
OG0007855	CCAP1982_LOCUS3101|CAD6994345.1|CCAP	LOC6606994|XP_032578105.1|DSEC
OG0007856	CCAP1982_LOCUS2693|CAD6993900.1|CCAP	LOC6607687|XP_002032451.1|DSEC
OG0007857	CCAP1982_LOCUS1820|CAD6992989.1|CCAP	LOC6607615|XP_032577007.1|DSEC
OG0007858	CCAP1982_LOCUS6731|CAD6998119.1|CCAP	LOC6611641|XP_032580189.1|DSEC
OG0007860	CCAP1982_LOCUS3508|CAD6994777.1|CCAP	LOC6606917|XP_002031711.1|DSEC
OG0007861	CCAP1982_LOCUS3497|CAD6994766.1|CCAP	LOC6606921|XP_002031715.1|DSEC
OG0007862	CCAP1982_LOCUS1077|CAD6992205.1|CCAP	LOC116801782|XP_032579155.1|DSEC
OG0007863	CCAP1982_LOCUS7597|CAD6999050.1|CCAP	LOC6614446|XP_002038879.1|DSEC
OG0007864	CCAP1982_LOCUS1312|CAD6992455.1|CCAP	LOC6607289|XP_032577169.1|DSEC
OG0007866	CCAP1982_LOCUS2468|CAD6993661.1|CCAP	LOC6616778|XP_002041115.1|DSEC
OG0007867	CCAP1982_LOCUS2932|CAD6994167.1|CCAP	LOC6607451|XP_032578478.1|DSEC
OG0007868	CCAP1982_LOCUS2432|CAD6993623.1|CCAP	LOC6607843|XP_002032600.1|DSEC
OG0007870	CCAP1982_LOCUS11052|CAD7002564.1|CCAP	LOC6605215|XP_002030053.1|DSEC
OG0007873	CCAP1982_LOCUS11840|CAD7003381.1|CCAP	LOC116801064|XP_032574409.1|DSEC
OG0007875	CCAP1982_LOCUS22696|CAD7014715.1|CCAP	LOC6608541|XP_002033275.2|DSEC
OG0007878	CCAP1982_LOCUS22637|CAD7014648.1|CCAP	LOC6610107|XP_032571649.1|DSEC
OG0007879	CCAP1982_LOCUS11905|CAD7003451.1|CCAP	LOC6606105|XP_002030914.1|DSEC
OG0007880	CCAP1982_LOCUS21795|CAD7013772.1|CCAP	LOC6612540|XP_002037048.1|DSEC
OG0007881	CCAP1982_LOCUS13044|CAD7004649.1|CCAP	LOC6610685|XP_032575022.1|DSEC
OG0007882	CCAP1982_LOCUS10785|CAD7002293.1|CCAP	LOC6610679|XP_032576061.1|DSEC
OG0007883	CCAP1982_LOCUS10786|CAD7002294.1|CCAP	LOC6610680|XP_002035246.1|DSEC
OG0007884	CCAP1982_LOCUS12922|CAD7004525.1|CCAP	LOC6606037|XP_002030848.1|DSEC
OG0007885	CCAP1982_LOCUS22695|CAD7014714.1|CCAP	LOC6608542|XP_032570845.1|DSEC
OG0007887	CCAP1982_LOCUS19461|CAD7011359.1|CCAP	LOC6610678|XP_002035244.2|DSEC
OG0007888	CCAP1982_LOCUS12706|CAD7004286.1|CCAP	LOC6605224|XP_002030062.1|DSEC
OG0007889	CCAP1982_LOCUS10796|CAD7002306.1|CCAP	LOC6616447|XP_032574715.1|DSEC
OG0007890	CCAP1982_LOCUS13035|CAD7004640.1|CCAP	LOC6604831|XP_032574437.1|DSEC
OG0007892	CCAP1982_LOCUS21865|CAD7013846.1|CCAP	LOC6619126|XP_002043366.1|DSEC
OG0007893	CCAP1982_LOCUS22382|CAD7014387.1|CCAP	LOC6615726|XP_032571694.1|DSEC
OG0007894	CCAP1982_LOCUS14992|CAD7006693.1|CCAP	LOC6604988|XP_032575748.1|DSEC
OG0007895	CCAP1982_LOCUS12575|CAD7004155.1|CCAP	LOC6610140|XP_032575092.1|DSEC
OG0007897	CCAP1982_LOCUS13296|CAD7004913.1|CCAP	LOC6605436|XP_002030269.1|DSEC
OG0007898	CCAP1982_LOCUS11495|CAD7003032.1|CCAP	LOC6610472|XP_002035052.1|DSEC
OG0007899	CCAP1982_LOCUS12817|CAD7004406.1|CCAP	LOC6606118|XP_002030926.1|DSEC
OG0007901	CCAP1982_LOCUS11101|CAD7002617.1|CCAP	LOC6604931|XP_032573500.1|DSEC
OG0007903	CCAP1982_LOCUS10966|CAD7002477.1|CCAP	LOC6605876|XP_002030690.1|DSEC
OG0007904	CCAP1982_LOCUS13292|CAD7004908.1|CCAP	LOC6616361|XP_002040721.1|DSEC
OG0007907	CCAP1982_LOCUS11579|CAD7003117.1|CCAP	LOC6610859|XP_002035425.1|DSEC
OG0007908	CCAP1982_LOCUS11580|CAD7003118.1|CCAP	LOC6610858|XP_002035424.1|DSEC
OG0007910	CCAP1982_LOCUS14592|CAD7006268.1|CCAP	LOC6618381|XP_002042651.1|DSEC
OG0007911	CCAP1982_LOCUS11252|CAD7002779.1|CCAP	LOC6610675|XP_002035241.2|DSEC
OG0007912	CCAP1982_LOCUS11257|CAD7002784.1|CCAP	LOC6610399|XP_002034981.1|DSEC
OG0007913	CCAP1982_LOCUS11253|CAD7002780.1|CCAP	LOC6610674|XP_002035240.1|DSEC
OG0007914	CCAP1982_LOCUS14822|CAD7006506.1|CCAP	LOC6621954|XP_032576077.1|DSEC
OG0007915	CCAP1982_LOCUS12412|CAD7003990.1|CCAP	LOC6605987|XP_002030799.1|DSEC
OG0007916	CCAP1982_LOCUS5432|CAD6996753.1|CCAP	LOC6613539|XP_002038007.1|DSEC
OG0007918	CCAP1982_LOCUS22289|CAD7014287.1|CCAP	LOC6607921|XP_002032671.1|DSEC
OG0007919	CCAP1982_LOCUS21854|CAD7013834.1|CCAP	LOC6609289|XP_032572337.1|DSEC
OG0007920	CCAP1982_LOCUS22878|CAD7014914.1|CCAP	LOC6615402|XP_032570491.1|DSEC
OG0007921	CCAP1982_LOCUS22488|CAD7014486.1|CCAP	LOC6608663|XP_032571103.1|DSEC
OG0007922	CCAP1982_LOCUS797|CAD6991907.1|CCAP	LOC6606729|XP_032578392.1|DSEC
OG0007924	CCAP1982_LOCUS21591|CAD7013532.1|CCAP	LOC6608885|XP_002033599.1|DSEC
OG0007925	CCAP1982_LOCUS7251|CAD6998694.1|CCAP	LOC6618917|XP_002043165.1|DSEC
OG0007926	CCAP1982_LOCUS22263|CAD7014260.1|CCAP	LOC6609354|XP_002034043.1|DSEC
OG0007927	CCAP1982_LOCUS6399|CAD6997770.1|CCAP	LOC6611433|XP_032572616.1|DSEC
OG0007928	CCAP1982_LOCUS5580|CAD6996907.1|CCAP	LOC6611738|XP_032583543.1|DSEC
OG0007929	CCAP1982_LOCUS6497|CAD6997878.1|CCAP	LOC6611456|XP_032580062.1|DSEC
OG0007930	CCAP1982_LOCUS19856|CAD7011744.1|CCAP	LOC6618933|XP_032572240.1|DSEC
OG0007931	CCAP1982_LOCUS6141|CAD6997501.1|CCAP	LOC6613625|XP_032583634.1|DSEC
OG0007933	CCAP1982_LOCUS402|CAD6991477.1|CCAP	LOC6616842|XP_002041178.1|DSEC
OG0007934	CCAP1982_LOCUS9009|CAD7000531.1|CCAP	LOC6613834|XP_032577546.1|DSEC
OG0007935	CCAP1982_LOCUS6256|CAD6997620.1|CCAP	LOC6617812|XP_002042124.1|DSEC
OG0007938	CCAP1982_LOCUS7928|CAD6999402.1|CCAP	LOC6612057|XP_032574539.1|DSEC
OG0007939	CCAP1982_LOCUS7277|CAD6998720.1|CCAP	LOC6613296|XP_032574937.1|DSEC
OG0007940	CCAP1982_LOCUS7275|CAD6998718.1|CCAP	LOC6613298|XP_032570060.1|DSEC
OG0007941	CCAP1982_LOCUS7179|CAD6998604.1|CCAP	LOC6620142|XP_002044355.1|DSEC
OG0007943	CCAP1982_LOCUS6542|CAD6997924.1|CCAP	LOC6617847|XP_032570955.1|DSEC
OG0007944	CCAP1982_LOCUS11254|CAD7002781.1|CCAP	LOC6610401|XP_002034983.1|DSEC
OG0007945	CCAP1982_LOCUS8334|CAD6999822.1|CCAP	LOC6612019|XP_002036536.1|DSEC
OG0007946	CCAP1982_LOCUS6560|CAD6997943.1|CCAP	LOC6615799|XP_002040169.1|DSEC
OG0007947	CCAP1982_LOCUS7869|CAD6999342.1|CCAP	LOC6617840|XP_002042148.1|DSEC
OG0007948	CCAP1982_LOCUS6221|CAD6997582.1|CCAP	LOC6611388|XP_032573894.1|DSEC
OG0007950	CCAP1982_LOCUS8000|CAD6999476.1|CCAP	LOC6618206|XP_002042481.1|DSEC
OG0007951	CCAP1982_LOCUS8465|CAD6999958.1|CCAP	LOC6613433|XP_032583187.1|DSEC
OG0007952	CCAP1982_LOCUS8845|CAD7000365.1|CCAP	LOC6613377|XP_002037851.1|DSEC
OG0007953	CCAP1982_LOCUS6138|CAD6997497.1|CCAP	LOC6613622|XP_002038092.1|DSEC
OG0007954	CCAP1982_LOCUS6411|CAD6997786.1|CCAP	LOC6611436|XP_002035980.1|DSEC
OG0007955	CCAP1982_LOCUS5745|CAD6997092.1|CCAP	LOC6611883|XP_032576288.1|DSEC
OG0007956	CCAP1982_LOCUS7699|CAD6999162.1|CCAP	LOC6614729|XP_002039153.1|DSEC
OG0007959	CCAP1982_LOCUS8266|CAD6999740.1|CCAP	LOC6614560|XP_002038988.1|DSEC
OG0007961	CCAP1982_LOCUS590|CAD6991677.1|CCAP	LOC6616931|XP_002041261.1|DSEC
OG0007963	CCAP1982_LOCUS5560|CAD6996886.1|CCAP	LOC6617819|XP_002042129.1|DSEC
OG0007964	CCAP1982_LOCUS6172|CAD6997533.1|CCAP	LOC6611404|XP_002035948.1|DSEC
OG0007965	CCAP1982_LOCUS9241|CAD7000766.1|CCAP	LOC6613590|XP_032575033.1|DSEC
OG0007966	CCAP1982_LOCUS7028|CAD6998428.1|CCAP	LOC6617400|XP_002041725.1|DSEC
OG0007968	CCAP1982_LOCUS7883|CAD6999356.1|CCAP	LOC6617390|XP_032577198.1|DSEC
OG0007970	CCAP1982_LOCUS20492|CAD7012404.1|CCAP	LOC116800636|XP_032572542.1|DSEC
OG0007972	CCAP1982_LOCUS21259|CAD7013188.1|CCAP	LOC6608838|XP_002033552.1|DSEC
OG0007973	CCAP1982_LOCUS8370|CAD6999858.1|CCAP	LOC6617735|XP_032572046.1|DSEC
OG0007975	CCAP1982_LOCUS559|CAD6991645.1|CCAP	LOC6614014|XP_002038468.1|DSEC
OG0007977	CCAP1982_LOCUS8384|CAD6999874.1|CCAP	LOC6611615|XP_002036151.1|DSEC
OG0007978	CCAP1982_LOCUS7842|CAD6999315.1|CCAP	LOC6613401|XP_002037875.1|DSEC
OG0007979	CCAP1982_LOCUS6340|CAD6997708.1|CCAP	LOC6621795|XP_032570254.1|DSEC
OG0007980	CCAP1982_LOCUS7607|CAD6999061.1|CCAP	LOC6618132|XP_002042429.1|DSEC
OG0007983	CCAP1982_LOCUS7870|CAD6999343.1|CCAP	LOC6614534|XP_002038965.1|DSEC
OG0007984	CCAP1982_LOCUS6110|CAD6997467.1|CCAP	LOC6614703|XP_032578429.1|DSEC
OG0007985	CCAP1982_LOCUS6495|CAD6997876.1|CCAP	LOC116801817|XP_032579528.1|DSEC
OG0007986	CCAP1982_LOCUS8337|CAD6999826.1|CCAP	LOC6617738|XP_002042050.1|DSEC
OG0007987	CCAP1982_LOCUS8176|CAD6999644.1|CCAP	LOC6613144|XP_002037625.1|DSEC
OG0007988	CCAP1982_LOCUS5792|CAD6997147.1|CCAP	LOC6614780|XP_002039199.1|DSEC
OG0007990	CCAP1982_LOCUS5616|CAD6996948.1|CCAP	LOC6611997|XP_002036514.1|DSEC
OG0007991	CCAP1982_LOCUS8730|CAD7000238.1|CCAP	LOC6613286|XP_032569852.1|DSEC
OG0007993	CCAP1982_LOCUS3399|CAD6994664.1|CCAP	LOC6619497|XP_032578318.1|DSEC
OG0007994	CCAP1982_LOCUS6289|CAD6997659.1|CCAP	LOC6611888|XP_002036406.1|DSEC
OG0007998	CCAP1982_LOCUS8804|CAD7000319.1|CCAP	LOC6614612|XP_002039040.1|DSEC
OG0007999	CCAP1982_LOCUS7924|CAD6999398.1|CCAP	LOC6612058|XP_032580387.1|DSEC
OG0008000	CCAP1982_LOCUS7923|CAD6999397.1|CCAP	LOC6612059|XP_002036576.1|DSEC
OG0008001	CCAP1982_LOCUS8043|CAD6999518.1|CCAP	LOC6617760|XP_002042072.1|DSEC
OG0008002	CCAP1982_LOCUS7500|CAD6998953.1|CCAP	LOC6617248|XP_002041575.1|DSEC
OG0008003	CCAP1982_LOCUS8260|CAD6999734.1|CCAP	LOC6617762|XP_032583354.1|DSEC
OG0008008	CCAP1982_LOCUS11656|CAD7003194.1|CCAP	LOC6618354|XP_002042625.2|DSEC
OG0008012	CCAP1982_LOCUS20280|CAD7012178.1|CCAP	LOC6608575|XP_032571330.1|DSEC
OG0008013	CCAP1982_LOCUS20004|CAD7011893.1|CCAP	LOC6609983|XP_032570709.1|DSEC
OG0008014	CCAP1982_LOCUS435|CAD6991515.1|CCAP	LOC6613835|XP_002038304.2|DSEC
OG0008015	CCAP1982_LOCUS13361|CAD7004984.1|CCAP	LOC6605245|XP_002030083.1|DSEC
OG0008022	CCAP1982_LOCUS3423|CAD6994688.1|CCAP	LOC6617124|XP_032579339.1|DSEC
OG0008029	CCAP1982_LOCUS303|CAD6991374.1|CCAP	LOC6607725|XP_002032488.1|DSEC
OG0008030	CCAP1982_LOCUS677|CAD6991770.1|CCAP	LOC6613864|XP_002038333.1|DSEC
OG0008032	CCAP1982_LOCUS900|CAD6992016.1|CCAP	LOC6619503|XP_032578325.1|DSEC
OG0008033	CCAP1982_LOCUS710|CAD6991808.1|CCAP	LOC6606794|XP_032577374.1|DSEC
OG0008036	CCAP1982_LOCUS689|CAD6991784.1|CCAP	LOC6616930|XP_002041255.1|DSEC
OG0008037	CCAP1982_LOCUS701|CAD6991797.1|CCAP	LOC6619724|XP_032578117.1|DSEC
OG0008039	CCAP1982_LOCUS22|CAD6991074.1|CCAP	LOC6619241|XP_032579293.1|DSEC
