Orthogroup	CCAP.longest_only	DELE.longest_only
OG0006759	CCAP1982_LOCUS13042|CAD7004647.1|CCAP	LOC108146137|XP_017127479.1|DELE
OG0006760	CCAP1982_LOCUS12975|CAD7004579.1|CCAP	LOC108142567|XP_017122006.1|DELE
OG0006761	CCAP1982_LOCUS767|CAD6991875.1|CCAP	LOC108148397|XP_017130918.1|DELE
OG0006763	CCAP1982_LOCUS23418|CAD7015479.1|CCAP	LOC108139066|XP_017117180.1|DELE
OG0006764	CCAP1982_LOCUS19731|CAD7011644.1|CCAP	LOC108149767|XP_017133084.1|DELE
OG0006765	CCAP1982_LOCUS22759|CAD7014789.1|CCAP	LOC108139016|XP_017117112.1|DELE
OG0006766	CCAP1982_LOCUS12772|CAD7004360.1|CCAP	LOC108146281|XP_017127710.1|DELE
OG0006767	CCAP1982_LOCUS13073|CAD7004679.1|CCAP	LOC108142418|XP_017121762.1|DELE
OG0006768	CCAP1982_LOCUS13072|CAD7004678.1|CCAP	LOC108142410|XP_017121749.1|DELE
OG0006769	CCAP1982_LOCUS13074|CAD7004680.1|CCAP	LOC108142804|XP_017122351.1|DELE
OG0006770	CCAP1982_LOCUS11920|CAD7003467.1|CCAP	LOC108147401|XP_017129327.1|DELE
OG0006772	CCAP1982_LOCUS21652|CAD7013598.1|CCAP	LOC108149577|XP_017132700.1|DELE
OG0006773	CCAP1982_LOCUS12324|CAD7003894.1|CCAP	LOC108145965|XP_017127185.1|DELE
OG0006774	CCAP1982_LOCUS14523|CAD7006195.1|CCAP	LOC108145982|XP_017127206.1|DELE
OG0006775	CCAP1982_LOCUS14926|CAD7006618.1|CCAP	LOC108146717|XP_017128294.1|DELE
OG0006776	CCAP1982_LOCUS11503|CAD7003040.1|CCAP	LOC108146304|XP_017127745.1|DELE
OG0006777	CCAP1982_LOCUS11504|CAD7003041.1|CCAP	LOC108146723|XP_017128304.1|DELE
OG0006778	CCAP1982_LOCUS11498|CAD7003035.1|CCAP	LOC108146434|XP_017127927.1|DELE
OG0006779	CCAP1982_LOCUS12215|CAD7003779.1|CCAP	LOC108146180|XP_017127575.1|DELE
OG0006780	CCAP1982_LOCUS12379|CAD7003956.1|CCAP	LOC108142709|XP_017122217.1|DELE
OG0006781	CCAP1982_LOCUS11281|CAD7002811.1|CCAP	LOC108147509|XP_017129568.1|DELE
OG0006782	CCAP1982_LOCUS10877|CAD7002384.1|CCAP	LOC108145973|XP_017127191.1|DELE
OG0006783	CCAP1982_LOCUS7224|CAD6998659.1|CCAP	LOC108141263|XP_017120004.1|DELE
OG0006784	CCAP1982_LOCUS10883|CAD7002390.1|CCAP	LOC108146007|XP_017127252.1|DELE
OG0006785	CCAP1982_LOCUS7106|CAD6998518.1|CCAP	LOC108149128|XP_017132022.1|DELE
OG0006786	CCAP1982_LOCUS21704|CAD7013662.1|CCAP	LOC108138834|XP_017116835.1|DELE
OG0006787	CCAP1982_LOCUS14017|CAD7005660.1|CCAP	LOC108135643|XP_017111954.1|DELE
OG0006788	CCAP1982_LOCUS14016|CAD7005659.1|CCAP	LOC108135644|XP_017111956.1|DELE
OG0006791	CCAP1982_LOCUS10830|CAD7002344.1|CCAP	LOC108146888|XP_017128610.1|DELE
OG0006792	CCAP1982_LOCUS11819|CAD7003360.1|CCAP	LOC108150111|XP_017133564.1|DELE
OG0006793	CCAP1982_LOCUS11825|CAD7003366.1|CCAP	LOC108150207|XP_017133708.1|DELE
OG0006794	CCAP1982_LOCUS22771|CAD7014803.1|CCAP	LOC108145111|XP_017125803.1|DELE
OG0006795	CCAP1982_LOCUS11223|CAD7002749.1|CCAP	LOC108146354|XP_017127820.1|DELE
OG0006796	CCAP1982_LOCUS13876|CAD7005516.1|CCAP	LOC108146930|XP_017128669.1|DELE
OG0006797	CCAP1982_LOCUS23178|CAD7015230.1|CCAP	LOC108141690|XP_017120659.1|DELE
OG0006798	CCAP1982_LOCUS11086|CAD7002600.1|CCAP	LOC108150252|XP_017133806.1|DELE
OG0006799	CCAP1982_LOCUS11439|CAD7002976.1|CCAP	LOC108150195|XP_017133693.1|DELE
OG0006800	CCAP1982_LOCUS14319|CAD7005982.1|CCAP	LOC108146658|XP_017128192.1|DELE
OG0006802	CCAP1982_LOCUS22732|CAD7014758.1|CCAP	LOC108144887|XP_017125535.1|DELE
OG0006803	CCAP1982_LOCUS22731|CAD7014754.1|CCAP	LOC108144583|XP_017125066.1|DELE
OG0006804	CCAP1982_LOCUS12218|CAD7003782.1|CCAP	LOC108150364|XP_017133990.1|DELE
OG0006805	CCAP1982_LOCUS21586|CAD7013526.1|CCAP	LOC108145026|XP_017125697.1|DELE
OG0006806	CCAP1982_LOCUS10782|CAD7002290.1|CCAP	LOC108146217|XP_017127624.1|DELE
OG0006808	CCAP1982_LOCUS22812|CAD7014845.1|CCAP	LOC108143552|XP_017123550.1|DELE
OG0006809	CCAP1982_LOCUS11949|CAD7003499.1|CCAP	LOC108145665|XP_017126707.1|DELE
OG0006810	CCAP1982_LOCUS12057|CAD7003613.1|CCAP	LOC108146133|XP_017127473.1|DELE
OG0006811	CCAP1982_LOCUS12056|CAD7003612.1|CCAP	LOC108148986|XP_017131817.1|DELE
OG0006812	CCAP1982_LOCUS11262|CAD7002791.1|CCAP	LOC108147510|XP_017129570.1|DELE
OG0006813	CCAP1982_LOCUS21788|CAD7013763.1|CCAP	LOC108136754|XP_017113593.1|DELE
OG0006814	CCAP1982_LOCUS11577|CAD7003114.1|CCAP	LOC108146846|XP_017128537.1|DELE
OG0006815	CCAP1982_LOCUS11766|CAD7003305.1|CCAP	LOC108146019|XP_017127284.1|DELE
OG0006816	CCAP1982_LOCUS11759|CAD7003298.1|CCAP	LOC108146095|XP_017127411.1|DELE
OG0006817	CCAP1982_LOCUS11401|CAD7002935.1|CCAP	LOC108146372|XP_017127850.1|DELE
OG0006820	CCAP1982_LOCUS11817|CAD7003358.1|CCAP	LOC108146293|XP_017127727.1|DELE
OG0006822	CCAP1982_LOCUS7185|CAD6998610.1|CCAP	LOC108143513|XP_017123475.1|DELE
OG0006823	CCAP1982_LOCUS12185|CAD7003749.1|CCAP	LOC108146879|XP_017128600.1|DELE
OG0006825	CCAP1982_LOCUS12860|CAD7004454.1|CCAP, CCAP1982_LOCUS12847|CAD7004441.1|CCAP	LOC108146881|XP_017128603.1|DELE
OG0006826	CCAP1982_LOCUS11999|CAD7003551.1|CCAP	LOC108146972|XP_017128718.1|DELE
OG0006827	CCAP1982_LOCUS4679|CAD6995969.1|CCAP	LOC108141193|XP_017119926.1|DELE
OG0006828	CCAP1982_LOCUS6487|CAD6997867.1|CCAP	LOC108142071|XP_017121246.1|DELE
OG0006830	CCAP1982_LOCUS14923|CAD7006615.1|CCAP	LOC108146147|XP_017127492.1|DELE
OG0006831	CCAP1982_LOCUS11877|CAD7003421.1|CCAP	LOC108147502|XP_017129559.1|DELE
OG0006832	CCAP1982_LOCUS11240|CAD7002768.1|CCAP	LOC108147535|XP_017129608.1|DELE
OG0006833	CCAP1982_LOCUS13013|CAD7004618.1|CCAP	LOC108142373|XP_017121691.1|DELE
OG0006835	CCAP1982_LOCUS12992|CAD7004597.1|CCAP	LOC108146267|XP_017127696.1|DELE
OG0006836	CCAP1982_LOCUS13163|CAD7004773.1|CCAP	LOC108146500|XP_017128025.1|DELE
OG0006837	CCAP1982_LOCUS12319|CAD7003889.1|CCAP	LOC108146334|XP_017127788.1|DELE
OG0006838	CCAP1982_LOCUS12084|CAD7003645.1|CCAP	LOC108150342|XP_017133959.1|DELE
OG0006839	CCAP1982_LOCUS12316|CAD7003886.1|CCAP	LOC108146423|XP_017127917.1|DELE
OG0006840	CCAP1982_LOCUS13320|CAD7004940.1|CCAP	LOC108135256|XP_017111413.1|DELE
OG0006841	CCAP1982_LOCUS12909|CAD7004510.1|CCAP	LOC108146124|XP_017127458.1|DELE
OG0006842	CCAP1982_LOCUS12429|CAD7004006.1|CCAP	LOC108146143|XP_017127487.1|DELE
OG0006844	CCAP1982_LOCUS3657|CAD6994924.1|CCAP	LOC108140544|XP_017118870.1|DELE
OG0006845	CCAP1982_LOCUS11172|CAD7002695.1|CCAP	LOC108146691|XP_017128237.1|DELE
OG0006846	CCAP1982_LOCUS11858|CAD7003402.1|CCAP	LOC108142820|XP_017122370.1|DELE
OG0006847	CCAP1982_LOCUS11863|CAD7003407.1|CCAP	LOC108142745|XP_017122260.1|DELE
OG0006848	CCAP1982_LOCUS21649|CAD7013594.1|CCAP	LOC108145206|XP_017125936.1|DELE
OG0006849	CCAP1982_LOCUS11226|CAD7002752.1|CCAP	LOC108147512|XP_017129574.1|DELE
OG0006850	CCAP1982_LOCUS11227|CAD7002753.1|CCAP	LOC108147527|XP_017129600.1|DELE
OG0006851	CCAP1982_LOCUS11230|CAD7002756.1|CCAP	LOC108147444|XP_017129458.1|DELE
OG0006852	CCAP1982_LOCUS21610|CAD7013551.1|CCAP	LOC108149745|XP_017133019.1|DELE
OG0006853	CCAP1982_LOCUS11843|CAD7003384.1|CCAP	LOC108147391|XP_017129316.1|DELE
OG0006854	CCAP1982_LOCUS22284|CAD7014281.1|CCAP	LOC108141508|XP_017120425.1|DELE
OG0006855	CCAP1982_LOCUS10776|CAD7002281.1|CCAP	LOC108146905|XP_017128636.1|DELE
OG0006856	CCAP1982_LOCUS22764|CAD7014795.1|CCAP	LOC108138742|XP_017116629.1|DELE
OG0006857	CCAP1982_LOCUS21317|CAD7013246.1|CCAP	LOC108136896|XP_017113846.1|DELE
OG0006858	CCAP1982_LOCUS10960|CAD7002471.1|CCAP	LOC108135594|XP_017111886.1|DELE
OG0006859	CCAP1982_LOCUS22323|CAD7014325.1|CCAP	LOC108149606|XP_017132792.1|DELE
OG0006861	CCAP1982_LOCUS21574|CAD7013514.1|CCAP	LOC108144989|XP_017125631.1|DELE
OG0006862	CCAP1982_LOCUS10905|CAD7002413.1|CCAP	LOC108142809|XP_017122359.1|DELE
OG0006864	CCAP1982_LOCUS23199|CAD7015250.1|CCAP	LOC108144991|XP_017125639.1|DELE, LOC108137416|XP_017114567.1|DELE
OG0006865	CCAP1982_LOCUS3034|CAD6994273.1|CCAP	LOC108140681|XP_017119116.1|DELE
OG0006866	CCAP1982_LOCUS22599|CAD7014606.1|CCAP	LOC108137547|XP_017114760.1|DELE
OG0006867	CCAP1982_LOCUS22612|CAD7014621.1|CCAP	LOC108144192|XP_017124346.1|DELE
OG0006868	CCAP1982_LOCUS22611|CAD7014620.1|CCAP, CCAP1982_LOCUS22610|CAD7014619.1|CCAP	LOC108144540|XP_017125000.1|DELE
OG0006869	CCAP1982_LOCUS21592|CAD7013533.1|CCAP	LOC108138702|XP_017116542.1|DELE
OG0006870	CCAP1982_LOCUS23310|CAD7015365.1|CCAP, CCAP1982_LOCUS23311|CAD7015366.1|CCAP	LOC108149777|XP_017133117.1|DELE
OG0006871	CCAP1982_LOCUS22386|CAD7014392.1|CCAP	LOC108145464|XP_017126399.1|DELE
OG0006872	CCAP1982_LOCUS21203|CAD7013131.1|CCAP	LOC108149584|XP_017132708.1|DELE
OG0006873	CCAP1982_LOCUS22163|CAD7014157.1|CCAP	LOC108145228|XP_017125981.1|DELE
OG0006874	CCAP1982_LOCUS5573|CAD6996900.1|CCAP	LOC108138013|XP_017115475.1|DELE, LOC108135014|XP_017111036.1|DELE
OG0006875	CCAP1982_LOCUS8282|CAD6999759.1|CCAP	LOC108149448|XP_017132527.1|DELE
OG0006876	CCAP1982_LOCUS20496|CAD7012409.1|CCAP	LOC108144498|XP_017124919.1|DELE
OG0006877	CCAP1982_LOCUS21126|CAD7013044.1|CCAP	LOC108149276|XP_017132211.1|DELE
OG0006878	CCAP1982_LOCUS5602|CAD6996932.1|CCAP	LOC108148147|XP_017130509.1|DELE
OG0006879	CCAP1982_LOCUS21394|CAD7013324.1|CCAP	LOC108144655|XP_017125188.1|DELE
OG0006880	CCAP1982_LOCUS6974|CAD6998374.1|CCAP	LOC108150506|XP_017134211.1|DELE
OG0006881	CCAP1982_LOCUS5325|CAD6996641.1|CCAP	LOC108138812|XP_017116794.1|DELE
OG0006882	CCAP1982_LOCUS23304|CAD7015359.1|CCAP	LOC108149844|XP_017133210.1|DELE
OG0006883	CCAP1982_LOCUS6145|CAD6997506.1|CCAP	LOC108150557|XP_017134279.1|DELE
OG0006884	CCAP1982_LOCUS5398|CAD6996715.1|CCAP	LOC108138794|XP_017116762.1|DELE
OG0006885	CCAP1982_LOCUS7946|CAD6999421.1|CCAP	LOC108135346|XP_017111527.1|DELE
OG0006886	CCAP1982_LOCUS4026|CAD6995307.1|CCAP	LOC108148771|XP_017131466.1|DELE
OG0006888	CCAP1982_LOCUS5625|CAD6996958.1|CCAP	LOC108141915|XP_017121024.1|DELE
OG0006890	CCAP1982_LOCUS7413|CAD6998865.1|CCAP	LOC108139017|XP_017117109.1|DELE
OG0006891	CCAP1982_LOCUS7414|CAD6998866.1|CCAP	LOC108138311|XP_017115956.1|DELE
OG0006892	CCAP1982_LOCUS8684|CAD7000191.1|CCAP	LOC108149553|XP_017132683.1|DELE
OG0006893	CCAP1982_LOCUS8688|CAD7000195.1|CCAP	LOC108145351|XP_017126233.1|DELE
OG0006894	CCAP1982_LOCUS8689|CAD7000196.1|CCAP	LOC108145330|XP_017126205.1|DELE
OG0006896	CCAP1982_LOCUS6215|CAD6997576.1|CCAP	LOC108138302|XP_017115946.1|DELE
OG0006897	CCAP1982_LOCUS7852|CAD6999325.1|CCAP	LOC108141880|XP_017120975.1|DELE
OG0006898	CCAP1982_LOCUS7032|CAD6998432.1|CCAP	LOC108149514|XP_017132630.1|DELE
OG0006899	CCAP1982_LOCUS6975|CAD6998375.1|CCAP	LOC108148048|XP_017130386.1|DELE
OG0006900	CCAP1982_LOCUS7278|CAD6998721.1|CCAP	LOC108149970|XP_017133378.1|DELE
OG0006901	CCAP1982_LOCUS8472|CAD6999965.1|CCAP	LOC108149055|XP_017131893.1|DELE
OG0006903	CCAP1982_LOCUS2497|CAD6993691.1|CCAP	LOC108148632|XP_017131233.1|DELE
OG0006905	CCAP1982_LOCUS7299|CAD6998744.1|CCAP	LOC108138893|XP_017116916.1|DELE
OG0006906	CCAP1982_LOCUS7285|CAD6998730.1|CCAP	LOC108138832|XP_017116828.1|DELE
OG0006907	CCAP1982_LOCUS8331|CAD6999819.1|CCAP	LOC108141790|XP_017120800.1|DELE
OG0006908	CCAP1982_LOCUS5438|CAD6996759.1|CCAP	LOC108138970|XP_017117041.1|DELE
OG0006909	CCAP1982_LOCUS5631|CAD6996965.1|CCAP	LOC108142122|XP_017121309.1|DELE
OG0006910	CCAP1982_LOCUS5520|CAD6996844.1|CCAP	LOC108141881|XP_017120979.1|DELE
OG0006911	CCAP1982_LOCUS9322|CAD7000848.1|CCAP	LOC108147703|XP_017129913.1|DELE
OG0006912	CCAP1982_LOCUS5534|CAD6996858.1|CCAP	LOC108138904|XP_017116944.1|DELE
OG0006913	CCAP1982_LOCUS7868|CAD6999341.1|CCAP	LOC108138235|XP_017115848.1|DELE
OG0006914	CCAP1982_LOCUS13879|CAD7005519.1|CCAP	LOC108146756|XP_017128379.1|DELE
OG0006915	CCAP1982_LOCUS12890|CAD7004486.1|CCAP	LOC108138810|XP_017116793.1|DELE
OG0006916	CCAP1982_LOCUS6608|CAD6997992.1|CCAP	LOC108149353|XP_017132332.1|DELE
OG0006917	CCAP1982_LOCUS6276|CAD6997643.1|CCAP	LOC108138159|XP_017115736.1|DELE
OG0006918	CCAP1982_LOCUS6219|CAD6997580.1|CCAP	LOC108138351|XP_017116011.1|DELE
OG0006921	CCAP1982_LOCUS8766|CAD7000276.1|CCAP	LOC108134714|XP_017110601.1|DELE
OG0006922	CCAP1982_LOCUS5501|CAD6996828.1|CCAP, CCAP1982_LOCUS5502|CAD6996829.1|CCAP	LOC108149534|XP_017132655.1|DELE
OG0006923	CCAP1982_LOCUS8722|CAD7000230.1|CCAP	LOC108134733|XP_017110636.1|DELE
OG0006924	CCAP1982_LOCUS5568|CAD6996895.1|CCAP	LOC108137057|XP_017114053.1|DELE
OG0006925	CCAP1982_LOCUS2530|CAD6993732.1|CCAP	LOC108149030|XP_017131868.1|DELE
OG0006926	CCAP1982_LOCUS8948|CAD7000471.1|CCAP	LOC108147972|XP_017130260.1|DELE
OG0006927	CCAP1982_LOCUS8942|CAD7000465.1|CCAP	LOC108148034|XP_017130363.1|DELE
OG0006928	CCAP1982_LOCUS8939|CAD7000462.1|CCAP	LOC108147980|XP_017130278.1|DELE
OG0006929	CCAP1982_LOCUS8843|CAD7000361.1|CCAP	LOC108134980|XP_017111001.1|DELE
OG0006930	CCAP1982_LOCUS8846|CAD7000366.1|CCAP	LOC108138916|XP_017116964.1|DELE
OG0006932	CCAP1982_LOCUS5658|CAD6996997.1|CCAP	LOC108141895|XP_017120995.1|DELE
OG0006933	CCAP1982_LOCUS5646|CAD6996984.1|CCAP	LOC108141688|XP_017120656.1|DELE
OG0006934	CCAP1982_LOCUS4601|CAD6995900.1|CCAP	LOC108147206|XP_017129051.1|DELE
OG0006935	CCAP1982_LOCUS6277|CAD6997644.1|CCAP	LOC108138285|XP_017115930.1|DELE
OG0006936	CCAP1982_LOCUS8400|CAD6999890.1|CCAP	LOC108135250|XP_017111403.1|DELE
OG0006937	CCAP1982_LOCUS5709|CAD6997055.1|CCAP	LOC108142102|XP_017121285.1|DELE
OG0006938	CCAP1982_LOCUS5742|CAD6997089.1|CCAP	LOC108141894|XP_017120994.1|DELE
OG0006939	CCAP1982_LOCUS21452|CAD7013387.1|CCAP	LOC108136330|XP_017112921.1|DELE
OG0006940	CCAP1982_LOCUS8047|CAD6999523.1|CCAP	LOC108138299|XP_017115943.1|DELE
OG0006941	CCAP1982_LOCUS7072|CAD6998478.1|CCAP	LOC108134499|XP_017110312.1|DELE
OG0006942	CCAP1982_LOCUS22668|CAD7014684.1|CCAP	LOC108149778|XP_017133121.1|DELE
OG0006943	CCAP1982_LOCUS8610|CAD7000115.1|CCAP, CCAP1982_LOCUS8608|CAD7000113.1|CCAP	LOC108150483|XP_017134177.1|DELE
OG0006944	CCAP1982_LOCUS8104|CAD6999579.1|CCAP	LOC108147941|XP_017130215.1|DELE
OG0006945	CCAP1982_LOCUS6725|CAD6998111.1|CCAP	LOC108149450|XP_017132531.1|DELE
OG0006946	CCAP1982_LOCUS1984|CAD6993158.1|CCAP	LOC108136889|XP_017113833.1|DELE
OG0006947	CCAP1982_LOCUS5689|CAD6997030.1|CCAP	LOC108138981|XP_017117055.1|DELE
OG0006948	CCAP1982_LOCUS5700|CAD6997043.1|CCAP	LOC108138350|XP_017116009.1|DELE
OG0006949	CCAP1982_LOCUS7007|CAD6998407.1|CCAP	LOC108138787|XP_017116752.1|DELE
OG0006950	CCAP1982_LOCUS5453|CAD6996778.1|CCAP	LOC108146852|XP_017128555.1|DELE
OG0006951	CCAP1982_LOCUS5401|CAD6996721.1|CCAP	LOC108141806|XP_017120857.1|DELE
OG0006952	CCAP1982_LOCUS2929|CAD6994163.1|CCAP	LOC108135807|XP_017112172.1|DELE
OG0006953	CCAP1982_LOCUS11447|CAD7002984.1|CCAP	LOC108135640|XP_017111950.1|DELE
OG0006954	CCAP1982_LOCUS8264|CAD6999738.1|CCAP	LOC108138326|XP_017115977.1|DELE
OG0006955	CCAP1982_LOCUS3183|CAD6994432.1|CCAP	LOC108136939|XP_017113905.1|DELE
OG0006956	CCAP1982_LOCUS7877|CAD6999350.1|CCAP	LOC108138756|XP_017116648.1|DELE
OG0006957	CCAP1982_LOCUS5533|CAD6996857.1|CCAP	LOC108149436|XP_017132507.1|DELE
OG0006958	CCAP1982_LOCUS21120|CAD7013036.1|CCAP	LOC108144804|XP_017125418.1|DELE
OG0006959	CCAP1982_LOCUS14815|CAD7006498.1|CCAP	LOC108146461|XP_017127963.1|DELE
OG0006960	CCAP1982_LOCUS5523|CAD6996847.1|CCAP	LOC108149233|XP_017132158.1|DELE
OG0006961	CCAP1982_LOCUS7652|CAD6999107.1|CCAP	LOC108139052|XP_017117159.1|DELE
OG0006962	CCAP1982_LOCUS6387|CAD6997756.1|CCAP	LOC108148006|XP_017130323.1|DELE
OG0006964	CCAP1982_LOCUS5407|CAD6996727.1|CCAP	LOC108142042|XP_017121210.1|DELE
OG0006965	CCAP1982_LOCUS8795|CAD7000309.1|CCAP	LOC108149458|XP_017132538.1|DELE
OG0006966	CCAP1982_LOCUS6898|CAD6998289.1|CCAP	LOC108141853|XP_017120933.1|DELE
OG0006967	CCAP1982_LOCUS21717|CAD7013674.1|CCAP	LOC108143566|XP_017123564.1|DELE
OG0006968	CCAP1982_LOCUS21444|CAD7013379.1|CCAP	LOC108144422|XP_017124764.1|DELE
OG0006969	CCAP1982_LOCUS11003|CAD7002514.1|CCAP	LOC108150340|XP_017133956.1|DELE
OG0006970	CCAP1982_LOCUS2702|CAD6993910.1|CCAP	LOC108147268|XP_017129162.1|DELE
OG0006971	CCAP1982_LOCUS7040|CAD6998441.1|CCAP	LOC108148049|XP_017130388.1|DELE
OG0006972	CCAP1982_LOCUS5634|CAD6996968.1|CCAP	LOC108134505|XP_017110318.1|DELE
OG0006973	CCAP1982_LOCUS6676|CAD6998062.1|CCAP	LOC108145446|XP_017126369.1|DELE
OG0006975	CCAP1982_LOCUS8458|CAD6999950.1|CCAP	LOC108147789|XP_017130017.1|DELE
OG0006976	CCAP1982_LOCUS7752|CAD6999218.1|CCAP	LOC108137800|XP_017115193.1|DELE
OG0006979	CCAP1982_LOCUS6941|CAD6998337.1|CCAP	LOC108137870|XP_017115296.1|DELE
OG0006980	CCAP1982_LOCUS5413|CAD6996733.1|CCAP	LOC108149855|XP_017133224.1|DELE
OG0006981	CCAP1982_LOCUS6234|CAD6997598.1|CCAP	LOC108149394|XP_017132415.1|DELE
OG0006982	CCAP1982_LOCUS7781|CAD6999250.1|CCAP	LOC108141906|XP_017121013.1|DELE, LOC108138601|XP_017116380.1|DELE
OG0006983	CCAP1982_LOCUS6675|CAD6998061.1|CCAP	LOC108145463|XP_017126403.1|DELE
OG0006984	CCAP1982_LOCUS8106|CAD6999582.1|CCAP	LOC108150490|XP_017134187.1|DELE
OG0006985	CCAP1982_LOCUS8029|CAD6999505.1|CCAP	LOC108149241|XP_017132166.1|DELE
OG0006986	CCAP1982_LOCUS7055|CAD6998458.1|CCAP	LOC108138973|XP_017117046.1|DELE
OG0006987	CCAP1982_LOCUS22644|CAD7014656.1|CCAP	LOC108145122|XP_017125823.1|DELE
OG0006988	CCAP1982_LOCUS8265|CAD6999739.1|CCAP	LOC108149470|XP_017132570.1|DELE
OG0006989	CCAP1982_LOCUS7610|CAD6999064.1|CCAP	LOC108138273|XP_017115912.1|DELE
OG0006991	CCAP1982_LOCUS5132|CAD6996463.1|CCAP	LOC108142965|XP_017122600.1|DELE
OG0006992	CCAP1982_LOCUS7789|CAD6999259.1|CCAP	LOC108147995|XP_017130299.1|DELE
OG0006993	CCAP1982_LOCUS7044|CAD6998446.1|CCAP, CCAP1982_LOCUS7045|CAD6998447.1|CCAP	LOC108138770|XP_017116696.1|DELE
OG0006994	CCAP1982_LOCUS8388|CAD6999879.1|CCAP	LOC108138866|XP_017116882.1|DELE
OG0006995	CCAP1982_LOCUS5690|CAD6997031.1|CCAP	LOC108149228|XP_017132149.1|DELE
OG0006996	CCAP1982_LOCUS6107|CAD6997464.1|CCAP	LOC108149547|XP_017132673.1|DELE
OG0006997	CCAP1982_LOCUS22555|CAD7014554.1|CCAP	LOC108145392|XP_017126277.1|DELE
OG0006998	CCAP1982_LOCUS8778|CAD7000288.1|CCAP	LOC108143962|XP_017124049.1|DELE
OG0006999	CCAP1982_LOCUS23139|CAD7015188.1|CCAP	LOC108147977|XP_017130273.1|DELE
OG0007000	CCAP1982_LOCUS7504|CAD6998957.1|CCAP	LOC108137848|XP_017115264.1|DELE
OG0007002	CCAP1982_LOCUS5776|CAD6997131.1|CCAP	LOC108138776|XP_017116725.1|DELE
OG0007003	CCAP1982_LOCUS21089|CAD7012999.1|CCAP	LOC108149738|XP_017133005.1|DELE
OG0007004	CCAP1982_LOCUS8615|CAD7000122.1|CCAP	LOC108147906|XP_017130156.1|DELE
OG0007005	CCAP1982_LOCUS7656|CAD6999111.1|CCAP	LOC108139062|XP_017117172.1|DELE
OG0007006	CCAP1982_LOCUS5395|CAD6996712.1|CCAP	LOC108148364|XP_017130877.1|DELE
OG0007007	CCAP1982_LOCUS5618|CAD6996950.1|CCAP	LOC108141928|XP_017121051.1|DELE
OG0007008	CCAP1982_LOCUS8437|CAD6999924.1|CCAP	LOC108134964|XP_017110979.1|DELE
OG0007009	CCAP1982_LOCUS5645|CAD6996983.1|CCAP	LOC108141896|XP_017120996.1|DELE
OG0007010	CCAP1982_LOCUS8665|CAD7000173.1|CCAP	LOC108149471|XP_017132571.1|DELE
OG0007011	CCAP1982_LOCUS6463|CAD6997839.1|CCAP	LOC108139128|XP_017117230.1|DELE
OG0007012	CCAP1982_LOCUS7841|CAD6999314.1|CCAP	LOC108138635|XP_017116462.1|DELE
OG0007015	CCAP1982_LOCUS5400|CAD6996719.1|CCAP	LOC108138792|XP_017116760.1|DELE
OG0007016	CCAP1982_LOCUS5545|CAD6996872.1|CCAP	LOC108150703|XP_017134454.1|DELE
OG0007019	CCAP1982_LOCUS6166|CAD6997527.1|CCAP	LOC108145588|XP_017126605.1|DELE
OG0007020	CCAP1982_LOCUS9090|CAD7000616.1|CCAP, CCAP1982_LOCUS9091|CAD7000617.1|CCAP	LOC108135186|XP_017111296.1|DELE
OG0007021	CCAP1982_LOCUS7488|CAD6998942.1|CCAP	LOC108149266|XP_017132201.1|DELE
OG0007022	CCAP1982_LOCUS8723|CAD7000231.1|CCAP	LOC108134734|XP_017110637.1|DELE
OG0007023	CCAP1982_LOCUS13964|CAD7005605.1|CCAP	LOC108142114|XP_017121301.1|DELE
OG0007024	CCAP1982_LOCUS650|CAD6991738.1|CCAP	LOC108137026|XP_017114013.1|DELE
OG0007026	CCAP1982_LOCUS6944|CAD6998342.1|CCAP	LOC108137847|XP_017115263.1|DELE
OG0007027	CCAP1982_LOCUS7358|CAD6998809.1|CCAP	LOC108138760|XP_017116657.1|DELE
OG0007028	CCAP1982_LOCUS7384|CAD6998835.1|CCAP	LOC108148840|XP_017131605.1|DELE
OG0007029	CCAP1982_LOCUS8603|CAD7000105.1|CCAP	LOC108150505|XP_017134208.1|DELE
OG0007031	CCAP1982_LOCUS5857|CAD6997222.1|CCAP, CCAP1982_LOCUS5866|CAD6997232.1|CCAP	LOC108138464|XP_017116164.1|DELE
OG0007032	CCAP1982_LOCUS21398|CAD7013329.1|CCAP	LOC108143146|XP_017122881.1|DELE
OG0007033	CCAP1982_LOCUS6554|CAD6997936.1|CCAP	LOC108138847|XP_017116848.1|DELE
OG0007034	CCAP1982_LOCUS8181|CAD6999651.1|CCAP	LOC108148072|XP_017130414.1|DELE
OG0007035	CCAP1982_LOCUS23410|CAD7015470.1|CCAP	LOC108148122|XP_017130461.1|DELE
OG0007037	CCAP1982_LOCUS3270|CAD6994526.1|CCAP	LOC108148954|XP_017131776.1|DELE
OG0007038	CCAP1982_LOCUS7155|CAD6998576.1|CCAP	LOC108149189|XP_017132099.1|DELE
OG0007040	CCAP1982_LOCUS8336|CAD6999824.1|CCAP	LOC108138305|XP_017115951.1|DELE
OG0007041	CCAP1982_LOCUS6403|CAD6997778.1|CCAP	LOC108135266|XP_017111429.1|DELE
OG0007042	CCAP1982_LOCUS5381|CAD6996697.1|CCAP	LOC108141684|XP_017120651.1|DELE
OG0007043	CCAP1982_LOCUS4565|CAD6995864.1|CCAP	LOC108137461|XP_017114654.1|DELE
