Orthogroup	AALB.longest_only	DFIC.longest_only
OG0005768	LOC118461308|XP_035782390.1|AALB	LOC108097137|XP_017054723.1|DFIC
OG0005770	LOC118458498|XP_035776945.1|AALB	LOC108096366|XP_017053410.1|DFIC
OG0005771	LOC118458512|XP_035776976.1|AALB	LOC108088399|XP_017041641.1|DFIC
OG0005772	LOC118458508|XP_035776968.1|AALB	LOC108097648|XP_017055568.1|DFIC
OG0005773	LOC118458522|XP_035776992.1|AALB	LOC108096256|XP_017053204.1|DFIC
OG0005774	LOC118458517|XP_035776981.1|AALB	LOC108102034|XP_017062143.1|DFIC
OG0005775	LOC118458524|XP_035776994.1|AALB	LOC108100349|XP_017059665.1|DFIC
OG0005776	LOC118458525|XP_035776996.1|AALB	LOC108086929|XP_017039523.1|DFIC
OG0005777	LOC118457798|XP_035775538.1|AALB	LOC108100962|XP_017060602.1|DFIC
OG0005778	LOC118460084|XP_035779992.1|AALB	LOC108099363|XP_017058338.1|DFIC
OG0005779	LOC118468985|XP_035796276.1|AALB	LOC108097258|XP_017054939.1|DFIC
OG0005780	LOC118460882|XP_035781514.1|AALB	LOC108100286|XP_017059569.1|DFIC
OG0005781	LOC118461505|XP_035782824.1|AALB	LOC108100217|XP_017059483.1|DFIC
OG0005782	LOC118461502|XP_035782819.1|AALB	LOC108100499|XP_017059934.1|DFIC
OG0005783	LOC118461720|XP_035783273.1|AALB	LOC108096793|XP_017054161.1|DFIC
OG0005784	LOC118468866|XP_035796041.1|AALB	LOC108095928|XP_017052750.1|DFIC
OG0005785	LOC118458322|XP_035776559.1|AALB	LOC108095906|XP_017052717.1|DFIC
OG0005786	LOC118468962|XP_035796219.1|AALB	LOC108087970|XP_017041058.1|DFIC
OG0005787	LOC118459002|XP_035777898.1|AALB	LOC108091398|XP_017046072.1|DFIC
OG0005788	LOC118461790|XP_035783414.1|AALB	LOC108101567|XP_017061465.1|DFIC
OG0005789	LOC118458878|XP_035777721.1|AALB	LOC108086365|XP_017038756.1|DFIC
OG0005790	LOC118458871|XP_035777713.1|AALB	LOC108088397|XP_017041635.1|DFIC
OG0005791	LOC118458868|XP_035777711.1|AALB	LOC108098945|XP_017057640.1|DFIC
OG0005792	LOC118458873|XP_035777716.1|AALB	LOC108098946|XP_017057642.1|DFIC
OG0005793	LOC118457996|XP_035775960.1|AALB	LOC108097931|XP_017055991.1|DFIC
OG0005794	LOC118458213|XP_035776352.1|AALB	LOC108086417|XP_017038808.1|DFIC
OG0005795	LOC118458814|XP_035777577.1|AALB	LOC108087021|XP_017039676.1|DFIC
OG0005796	LOC118458910|XP_035777765.1|AALB	LOC108100347|XP_017059662.1|DFIC
OG0005797	LOC118458917|XP_035777777.1|AALB	LOC108087489|XP_017040367.1|DFIC
OG0005798	LOC118460065|XP_035779954.1|AALB	LOC108092107|XP_017047091.1|DFIC
OG0005799	LOC118468759|XP_035795824.1|AALB	LOC108098523|XP_017056986.1|DFIC
OG0005800	LOC118460428|XP_035780612.1|AALB	LOC108098613|XP_017057165.1|DFIC
OG0005801	LOC118457338|XP_035774727.1|AALB	LOC108098612|XP_017057164.1|DFIC
OG0005803	LOC118460835|XP_035781397.1|AALB	LOC108098861|XP_017057516.1|DFIC
OG0005804	LOC118460190|XP_035780188.1|AALB	LOC108087370|XP_017040200.1|DFIC
OG0005805	LOC118456638|XP_035773465.1|AALB	LOC108101894|XP_017061943.1|DFIC
OG0005806	LOC118458962|XP_035777837.1|AALB	LOC108092214|XP_017047235.1|DFIC
OG0005807	LOC118456979|XP_035774071.1|AALB	LOC108091911|XP_017046785.1|DFIC
OG0005808	LOC118457765|XP_035775482.1|AALB, LOC118457764|XP_035775481.1|AALB	LOC108094721|XP_017050951.1|DFIC
OG0005809	LOC118458694|XP_035777327.1|AALB	LOC108100265|XP_017059537.1|DFIC
OG0005810	LOC118457413|XP_035774880.1|AALB	LOC108098529|XP_017056995.1|DFIC
OG0005811	LOC118457415|XP_035774881.1|AALB	LOC108098530|XP_017056996.1|DFIC
OG0005812	LOC118460834|XP_035781390.1|AALB	LOC108092015|XP_017046940.1|DFIC
OG0005813	LOC118461034|XP_035781809.1|AALB	LOC108098766|XP_017057387.1|DFIC
OG0005814	LOC118461593|XP_035782990.1|AALB	LOC108090218|XP_017044300.1|DFIC
OG0005815	LOC118461590|XP_035782986.1|AALB	LOC108094246|XP_017050193.1|DFIC
OG0005816	LOC118468295|XP_035794915.1|AALB	LOC108100762|XP_017060287.1|DFIC
OG0005817	LOC118458456|XP_035776842.1|AALB	LOC108097646|XP_017055567.1|DFIC
OG0005818	LOC118460145|XP_035780128.1|AALB	LOC108095960|XP_017052790.1|DFIC
OG0005819	LOC118458055|XP_035776075.1|AALB	LOC108098417|XP_017056803.1|DFIC
OG0005820	LOC118466663|XP_035792160.1|AALB	LOC108098429|XP_017056813.1|DFIC
OG0005821	LOC118459830|XP_035779486.1|AALB	LOC108089086|XP_017042685.1|DFIC
OG0005822	LOC118464670|XP_035788075.1|AALB	LOC108088205|XP_017041395.1|DFIC
OG0005823	LOC118465871|XP_035790397.1|AALB	LOC108092799|XP_017048059.1|DFIC
OG0005824	LOC118461521|XP_035782847.1|AALB	LOC108098854|XP_017057506.1|DFIC
OG0005825	LOC118460495|XP_035780740.1|AALB	LOC108100732|XP_017060257.1|DFIC
OG0005827	LOC118460490|XP_035780736.1|AALB	LOC108095968|XP_017052800.1|DFIC
OG0005828	LOC118468799|XP_035795903.1|AALB	LOC108093213|XP_017048665.1|DFIC
OG0005829	LOC118468797|XP_035795897.1|AALB	LOC108099558|XP_017058633.1|DFIC
OG0005830	LOC118456257|XP_035772752.1|AALB	LOC108100468|XP_017059888.1|DFIC
OG0005831	LOC118456254|XP_035772748.1|AALB	LOC108100723|XP_017060246.1|DFIC
OG0005832	LOC118458998|XP_035777890.1|AALB	LOC108100709|XP_017060229.1|DFIC
OG0005833	LOC118460615|XP_035780947.1|AALB	LOC108100327|XP_017059623.1|DFIC
OG0005834	LOC118460623|XP_035780964.1|AALB	LOC108100332|XP_017059631.1|DFIC
OG0005835	LOC118458219|XP_035776371.1|AALB	LOC108100150|XP_017059396.1|DFIC
OG0005836	LOC118459046|XP_035777964.1|AALB	LOC108099926|XP_017059084.1|DFIC
OG0005837	LOC118457575|XP_035775145.1|AALB	LOC108092051|XP_017046989.1|DFIC
OG0005838	LOC118458330|XP_035776575.1|AALB	LOC108092154|XP_017047160.1|DFIC
OG0005839	LOC118456985|XP_035774087.1|AALB	LOC108092464|XP_017047541.1|DFIC
OG0005840	LOC118456986|XP_035774089.1|AALB	LOC108087286|XP_017040083.1|DFIC
OG0005841	LOC118457609|XP_035775215.1|AALB	LOC108096127|XP_017052993.1|DFIC
OG0005842	LOC118461329|XP_035782427.1|AALB	LOC108097313|XP_017055019.1|DFIC
OG0005843	LOC118461324|XP_035782422.1|AALB	LOC108087514|XP_017040406.1|DFIC
OG0005844	LOC118461323|XP_035782420.1|AALB	LOC108088309|XP_017041529.1|DFIC
OG0005845	LOC118461509|XP_035782831.1|AALB	LOC108090190|XP_017044266.1|DFIC
OG0005846	LOC118458750|XP_035777423.1|AALB	LOC108099317|XP_017058217.1|DFIC
OG0005847	LOC118459357|XP_035778541.1|AALB	LOC108099530|XP_017058586.1|DFIC
OG0005848	LOC118459604|XP_035779044.1|AALB	LOC108094690|XP_017050902.1|DFIC
OG0005849	LOC118468756|XP_035795811.1|AALB	LOC108094607|XP_017050747.1|DFIC
OG0005850	LOC118458015|XP_035776006.1|AALB, LOC118458155|XP_035776243.1|AALB	LOC108091111|XP_017045623.1|DFIC
OG0005851	LOC118467661|XP_035794302.1|AALB	LOC108088189|XP_017041378.1|DFIC
OG0005852	LOC118456519|XP_035773255.1|AALB	LOC108102078|XP_017062210.1|DFIC
OG0005853	LOC118460546|XP_035780830.1|AALB	LOC108093578|XP_017049193.1|DFIC
OG0005854	LOC118459127|XP_035778090.1|AALB	LOC108098526|XP_017056993.1|DFIC
OG0005855	LOC118458189|XP_035776325.1|AALB	LOC108101777|XP_017061740.1|DFIC
OG0005856	LOC118457902|XP_035775782.1|AALB	LOC108094615|XP_017050778.1|DFIC
OG0005857	LOC118459069|XP_035777999.1|AALB	LOC108101052|XP_017060725.1|DFIC
OG0005858	LOC118463673|XP_035786323.1|AALB	LOC108087969|XP_017041057.1|DFIC
OG0005859	LOC118460017|XP_035779841.1|AALB	LOC108089981|XP_017043971.1|DFIC
OG0005860	LOC118468441|XP_035795099.1|AALB	LOC108098449|XP_017056846.1|DFIC
OG0005861	LOC118468933|XP_035796150.1|AALB	LOC108098670|XP_017057249.1|DFIC
OG0005862	LOC118466352|XP_035791377.1|AALB	LOC108090308|XP_017044407.1|DFIC
OG0005863	LOC118461484|XP_035782751.1|AALB	LOC108087711|XP_017040720.1|DFIC
OG0005864	LOC118468936|XP_035796161.1|AALB	LOC108099319|XP_017058238.1|DFIC
OG0005865	LOC118466586|XP_035792039.1|AALB	LOC108092014|XP_017046939.1|DFIC
OG0005866	LOC118466382|XP_035791506.1|AALB	LOC108093775|XP_017049534.1|DFIC
OG0005867	LOC118463377|XP_035785798.1|AALB	LOC108096920|XP_017054402.1|DFIC, LOC108098166|XP_017056387.1|DFIC
OG0005869	LOC118467835|XP_035794620.1|AALB	LOC108086505|XP_017038920.1|DFIC
OG0005870	LOC118466348|XP_035791374.1|AALB	LOC108097333|XP_017055056.1|DFIC
OG0005871	LOC118464780|XP_035788303.1|AALB	LOC108095606|XP_017052259.1|DFIC
OG0005872	LOC118464779|XP_035788301.1|AALB	LOC108099373|XP_017058354.1|DFIC
OG0005873	LOC118467218|XP_035793356.1|AALB	LOC108099429|XP_017058449.1|DFIC
OG0005874	LOC118462560|XP_035784240.1|AALB	LOC108094644|XP_017050838.1|DFIC
OG0005875	LOC118464732|XP_035788221.1|AALB	LOC108101575|XP_017061475.1|DFIC
OG0005876	LOC118463202|XP_035785530.1|AALB	LOC108091318|XP_017045938.1|DFIC
OG0005877	LOC118467671|XP_035794320.1|AALB	LOC108094650|XP_017050848.1|DFIC
OG0005878	LOC118466791|XP_035792425.1|AALB	LOC108091173|XP_017045708.1|DFIC
OG0005880	LOC118466874|XP_035792616.1|AALB	LOC108088873|XP_017042350.1|DFIC
OG0005881	LOC118466880|XP_035792628.1|AALB	LOC108087491|XP_017040370.1|DFIC
OG0005882	LOC118464891|XP_035788529.1|AALB	LOC108102166|XP_017062353.1|DFIC
OG0005883	LOC118464637|XP_035787977.1|AALB	LOC108099088|XP_017057893.1|DFIC
OG0005884	LOC118462738|XP_035784587.1|AALB	LOC108093212|XP_017048664.1|DFIC
OG0005885	LOC118462722|XP_035784559.1|AALB	LOC108086954|XP_017039556.1|DFIC
OG0005886	LOC118462720|XP_035784556.1|AALB	LOC108100373|XP_017059709.1|DFIC
OG0005887	LOC118466804|XP_035792449.1|AALB	LOC108087490|XP_017040368.1|DFIC
OG0005888	LOC118466805|XP_035792450.1|AALB	LOC108088796|XP_017042249.1|DFIC
OG0005889	LOC118466853|XP_035792574.1|AALB	LOC108089505|XP_017043308.1|DFIC
OG0005890	LOC118467268|XP_035793449.1|AALB	LOC108097146|XP_017054754.1|DFIC
OG0005891	LOC118467273|XP_035793463.1|AALB	LOC108100395|XP_017059744.1|DFIC
OG0005892	LOC118467272|XP_035793462.1|AALB	LOC108100665|XP_017060167.1|DFIC
OG0005893	LOC118466798|XP_035792442.1|AALB	LOC108096407|XP_017053469.1|DFIC
OG0005894	LOC118466800|XP_035792444.1|AALB	LOC108096408|XP_017053470.1|DFIC
OG0005895	LOC118466803|XP_035792448.1|AALB	LOC108096409|XP_017053471.1|DFIC
OG0005896	LOC118466799|XP_035792443.1|AALB	LOC108100619|XP_017060101.1|DFIC
OG0005897	LOC118464367|XP_035787594.1|AALB	LOC108095452|XP_017052052.1|DFIC
OG0005898	LOC118464333|XP_035787543.1|AALB	LOC108094681|XP_017050890.1|DFIC
OG0005899	LOC118466735|XP_035792310.1|AALB	LOC108094030|XP_017049950.1|DFIC
OG0005900	LOC118465563|XP_035789812.1|AALB, LOC118465567|XP_035789821.1|AALB	LOC108091515|XP_017046260.1|DFIC
OG0005901	LOC118463087|XP_035785260.1|AALB	LOC108096804|XP_017054179.1|DFIC
OG0005902	LOC118463086|XP_035785258.1|AALB	LOC108101526|XP_017061387.1|DFIC
OG0005903	LOC118462471|XP_035784062.1|AALB	LOC108087204|XP_017039959.1|DFIC
OG0005904	LOC118465860|XP_035790385.1|AALB	LOC108087333|XP_017040154.1|DFIC
OG0005905	LOC118463332|XP_035785722.1|AALB	LOC108100507|XP_017059947.1|DFIC
OG0005906	LOC118464795|XP_035788321.1|AALB	LOC108088282|XP_017041492.1|DFIC
OG0005907	LOC118463726|XP_035786413.1|AALB	LOC108100442|XP_017059853.1|DFIC
OG0005908	LOC118467982|XP_035794864.1|AALB	LOC108096369|XP_017053409.1|DFIC
OG0005909	LOC118464442|XP_035787710.1|AALB	LOC108088909|XP_017042407.1|DFIC
OG0005910	LOC118465076|XP_035788866.1|AALB	LOC108093981|XP_017049879.1|DFIC
OG0005911	LOC118465079|XP_035788875.1|AALB	LOC108093982|XP_017049880.1|DFIC
OG0005912	LOC118463172|XP_035785460.1|AALB	LOC108093736|XP_017049480.1|DFIC
OG0005913	LOC118466332|XP_035791345.1|AALB	LOC108095780|XP_017052523.1|DFIC
OG0005914	LOC118464076|XP_035787025.1|AALB	LOC108093840|XP_017049659.1|DFIC
OG0005915	LOC118462882|XP_035784848.1|AALB	LOC108093841|XP_017049660.1|DFIC
OG0005916	LOC118466937|XP_035792723.1|AALB	LOC108095215|XP_017051715.1|DFIC
OG0005917	LOC118464643|XP_035788001.1|AALB	LOC108095169|XP_017051622.1|DFIC
OG0005918	LOC118465561|XP_035789805.1|AALB	LOC108095372|XP_017051940.1|DFIC
OG0005919	LOC118464432|XP_035787697.1|AALB	LOC108090647|XP_017044914.1|DFIC
OG0005920	LOC118466741|XP_035792320.1|AALB	LOC108093658|XP_017049322.1|DFIC
OG0005921	LOC118466747|XP_035792326.1|AALB	LOC108100283|XP_017059557.1|DFIC
OG0005922	LOC118466591|XP_035792046.1|AALB	LOC108097128|XP_017054713.1|DFIC
OG0005923	LOC118465887|XP_035790431.1|AALB	LOC108100568|XP_017060035.1|DFIC
OG0005924	LOC118465890|XP_035790434.1|AALB	LOC108086939|XP_017039537.1|DFIC
OG0005925	LOC118467036|XP_035792914.1|AALB	LOC108089606|XP_017043455.1|DFIC
OG0005926	LOC118467436|XP_035793835.1|AALB	LOC108097879|XP_017055904.1|DFIC
OG0005927	LOC118463235|XP_035785586.1|AALB	LOC108090203|XP_017044279.1|DFIC
OG0005928	LOC118463236|XP_035785588.1|AALB	LOC108097501|XP_017055298.1|DFIC
OG0005929	LOC118463228|XP_035785571.1|AALB	LOC108100315|XP_017059608.1|DFIC
OG0005930	LOC118467614|XP_035794209.1|AALB	LOC108093773|XP_017049533.1|DFIC
OG0005931	LOC118466595|XP_035792056.1|AALB	LOC108094300|XP_017050305.1|DFIC
OG0005932	LOC118463901|XP_035786725.1|AALB	LOC108090878|XP_017045262.1|DFIC
OG0005933	LOC118465557|XP_035789795.1|AALB	LOC108090356|XP_017044470.1|DFIC
OG0005934	LOC118467660|XP_035794298.1|AALB	LOC108086731|XP_017039248.1|DFIC
OG0005935	LOC118466000|XP_035790687.1|AALB	LOC108088781|XP_017042227.1|DFIC
OG0005936	LOC118466006|XP_035790696.1|AALB	LOC108088217|XP_017041412.1|DFIC
OG0005937	LOC118466002|XP_035790690.1|AALB	LOC108088783|XP_017042233.1|DFIC
OG0005938	LOC118464226|XP_035787299.1|AALB	LOC108093752|XP_017049508.1|DFIC
OG0005939	LOC118467454|XP_035793852.1|AALB	LOC108097784|XP_017055804.1|DFIC
OG0005940	LOC118467210|XP_035793330.1|AALB	LOC108096730|XP_017054063.1|DFIC
OG0005941	LOC118467211|XP_035793332.1|AALB	LOC108090954|XP_017045388.1|DFIC
OG0005942	LOC118464075|XP_035787024.1|AALB	LOC108094306|XP_017050316.1|DFIC
OG0005943	LOC118467911|XP_035794734.1|AALB	LOC108094272|XP_017050233.1|DFIC
OG0005944	LOC118464787|XP_035788312.1|AALB	LOC108094324|XP_017050357.1|DFIC
OG0005945	LOC118464137|XP_035787133.1|AALB	LOC108096789|XP_017054154.1|DFIC
OG0005946	LOC118463729|XP_035786416.1|AALB	LOC108096879|XP_017054304.1|DFIC
OG0005947	LOC118467159|XP_035793196.1|AALB	LOC108090363|XP_017044478.1|DFIC
OG0005948	LOC118464023|XP_035786972.1|AALB	LOC108088351|XP_017041587.1|DFIC
OG0005949	LOC118464024|XP_035786973.1|AALB	LOC108088815|XP_017042272.1|DFIC
OG0005950	LOC118466011|XP_035790710.1|AALB	LOC108100080|XP_017059310.1|DFIC
OG0005951	LOC118466673|XP_035792170.1|AALB	LOC108087536|XP_017040432.1|DFIC
OG0005952	LOC118463618|XP_035786203.1|AALB	LOC108100078|XP_017059307.1|DFIC
OG0005953	LOC118463622|XP_035786213.1|AALB	LOC108089906|XP_017043872.1|DFIC
OG0005954	LOC118463111|XP_035785328.1|AALB	LOC108089941|XP_017043919.1|DFIC
OG0005955	LOC118466055|XP_035790797.1|AALB	LOC108098791|XP_017057418.1|DFIC
OG0005956	LOC118465576|XP_035789836.1|AALB	LOC108093858|XP_017049687.1|DFIC
OG0005957	LOC118462826|XP_035784748.1|AALB	LOC108092213|XP_017047234.1|DFIC
OG0005958	LOC118466973|XP_035792777.1|AALB	LOC108095983|XP_017052816.1|DFIC
OG0005959	LOC118464759|XP_035788271.1|AALB	LOC108101248|XP_017060993.1|DFIC
OG0005960	LOC118464753|XP_035788265.1|AALB	LOC108087593|XP_017040514.1|DFIC
OG0005961	LOC118466236|XP_035791168.1|AALB	LOC108093733|XP_017049477.1|DFIC
OG0005962	LOC118466331|XP_035791344.1|AALB	LOC108094953|XP_017051305.1|DFIC
OG0005963	LOC118465731|XP_035790086.1|AALB	LOC108098707|XP_017057309.1|DFIC
OG0005964	LOC118467821|XP_035794603.1|AALB	LOC108096770|XP_017054132.1|DFIC
OG0005965	LOC118467826|XP_035794609.1|AALB	LOC108090707|XP_017044989.1|DFIC
OG0005966	LOC118467820|XP_035794602.1|AALB	LOC108086730|XP_017039247.1|DFIC
OG0005967	LOC118463609|XP_035786182.1|AALB	LOC108094740|XP_017050977.1|DFIC
OG0005968	LOC118463607|XP_035786171.1|AALB	LOC108094918|XP_017051257.1|DFIC
OG0005969	LOC118467486|XP_035793919.1|AALB	LOC108090940|XP_017045365.1|DFIC
OG0005970	LOC118464156|XP_035787176.1|AALB	LOC108089749|XP_017043625.1|DFIC
OG0005971	LOC118465974|XP_035790627.1|AALB	LOC108096645|XP_017053898.1|DFIC
OG0005972	LOC118465971|XP_035790619.1|AALB	LOC108100341|XP_017059650.1|DFIC
OG0005973	LOC118462562|XP_035784244.1|AALB	LOC108100271|XP_017059544.1|DFIC
OG0005974	LOC118465460|XP_035789648.1|AALB	LOC108100405|XP_017059777.1|DFIC
OG0005975	LOC118467392|XP_035793742.1|AALB	LOC108100343|XP_017059657.1|DFIC
OG0005977	LOC118465170|XP_035789023.1|AALB	LOC108094959|XP_017051312.1|DFIC
OG0005978	LOC118465169|XP_035789022.1|AALB	LOC108093805|XP_017049605.1|DFIC
OG0005979	LOC118465165|XP_035789017.1|AALB	LOC108087800|XP_017040835.1|DFIC
OG0005980	LOC118467887|XP_035794693.1|AALB	LOC108093953|XP_017049842.1|DFIC
OG0005981	LOC118467894|XP_035794705.1|AALB	LOC108101683|XP_017061599.1|DFIC
OG0005982	LOC118467890|XP_035794699.1|AALB	LOC108094036|XP_017049958.1|DFIC
OG0005983	LOC118467892|XP_035794702.1|AALB	LOC108097542|XP_017055384.1|DFIC
OG0005984	LOC118466190|XP_035791089.1|AALB	LOC108098049|XP_017056219.1|DFIC
OG0005985	LOC118467376|XP_035793690.1|AALB	LOC108091163|XP_017045692.1|DFIC
OG0005986	LOC118467391|XP_035793738.1|AALB	LOC108091105|XP_017045617.1|DFIC
OG0005987	LOC118467388|XP_035793725.1|AALB	LOC108095583|XP_017052227.1|DFIC
OG0005988	LOC118464718|XP_035788183.1|AALB	LOC108094010|XP_017049927.1|DFIC
OG0005989	LOC118463915|XP_035786748.1|AALB	LOC108094873|XP_017051190.1|DFIC
OG0005990	LOC118463919|XP_035786769.1|AALB	LOC108093867|XP_017049697.1|DFIC
OG0005991	LOC118464431|XP_035787695.1|AALB	LOC108090391|XP_017044529.1|DFIC
OG0005992	LOC118464430|XP_035787694.1|AALB	LOC108089745|XP_017043619.1|DFIC
OG0005993	LOC118467385|XP_035793718.1|AALB	LOC108089746|XP_017043620.1|DFIC
OG0005994	LOC118463735|XP_035786420.1|AALB	LOC108088921|XP_017042426.1|DFIC
OG0005995	LOC118467419|XP_035793798.1|AALB	LOC108100704|XP_017060221.1|DFIC
OG0005996	LOC118467422|XP_035793801.1|AALB	LOC108088818|XP_017042275.1|DFIC
OG0005997	LOC118467536|XP_035794022.1|AALB	LOC108096833|XP_017054227.1|DFIC
OG0005998	LOC118467535|XP_035794021.1|AALB	LOC108087414|XP_017040243.1|DFIC
OG0005999	LOC118463199|XP_035785526.1|AALB	LOC108099045|XP_017057795.1|DFIC
OG0006000	LOC118466845|XP_035792560.1|AALB	LOC108090426|XP_017044584.1|DFIC
OG0006001	LOC118464770|XP_035788288.1|AALB	LOC108099781|XP_017058899.1|DFIC
OG0006002	LOC118462767|XP_035784625.1|AALB	LOC108090908|XP_017045318.1|DFIC
OG0006003	LOC118464729|XP_035788203.1|AALB	LOC108087475|XP_017040340.1|DFIC
OG0006004	LOC118464187|XP_035787230.1|AALB	LOC108091375|XP_017046026.1|DFIC
OG0006005	LOC118467847|XP_035794646.1|AALB	LOC108086436|XP_017038836.1|DFIC
OG0006006	LOC118465013|XP_035788758.1|AALB	LOC108095195|XP_017051691.1|DFIC
OG0006007	LOC118467830|XP_035794614.1|AALB	LOC108094318|XP_017050345.1|DFIC
OG0006008	LOC118465072|XP_035788856.1|AALB	LOC108092494|XP_017047582.1|DFIC
OG0006009	LOC118467727|XP_035794424.1|AALB	LOC108100434|XP_017059839.1|DFIC
OG0006010	LOC118465817|XP_035790284.1|AALB	LOC108088881|XP_017042364.1|DFIC
OG0006011	LOC118465829|XP_035790311.1|AALB	LOC108099117|XP_017057936.1|DFIC
OG0006012	LOC118467838|XP_035794623.1|AALB	LOC108100292|XP_017059573.1|DFIC
OG0006013	LOC118467225|XP_035793369.1|AALB	LOC108096495|XP_017053594.1|DFIC
OG0006014	LOC118465855|XP_035790376.1|AALB	LOC108095447|XP_017052046.1|DFIC
OG0006015	LOC118464716|XP_035788167.1|AALB	LOC108101834|XP_017061837.1|DFIC
OG0006016	LOC118466079|XP_035790864.1|AALB	LOC108090354|XP_017044466.1|DFIC
OG0006017	LOC118465505|XP_035789715.1|AALB	LOC108086676|XP_017039157.1|DFIC
OG0006018	LOC118465504|XP_035789713.1|AALB	LOC108095184|XP_017051659.1|DFIC
OG0006019	LOC118465514|XP_035789725.1|AALB	LOC108096917|XP_017054357.1|DFIC
OG0006020	LOC118465463|XP_035789652.1|AALB	LOC108100557|XP_017060019.1|DFIC
OG0006021	LOC118465449|XP_035789597.1|AALB	LOC108089412|XP_017043101.1|DFIC
OG0006022	LOC118465451|XP_035789615.1|AALB	LOC108092676|XP_017047848.1|DFIC
OG0006023	LOC118467546|XP_035794038.1|AALB	LOC108095897|XP_017052702.1|DFIC
OG0006024	LOC118466370|XP_035791462.1|AALB	LOC108097930|XP_017055971.1|DFIC
OG0006025	LOC118463877|XP_035786689.1|AALB	LOC108086688|XP_017039171.1|DFIC
OG0006026	LOC118463603|XP_035786160.1|AALB	LOC108099597|XP_017058698.1|DFIC
OG0006027	LOC118467015|XP_035792855.1|AALB	LOC108094832|XP_017051113.1|DFIC
OG0006028	LOC118462554|XP_035784226.1|AALB	LOC108101597|XP_017061498.1|DFIC
OG0006029	LOC118467832|XP_035794616.1|AALB	LOC108090435|XP_017044601.1|DFIC
OG0006030	LOC118466104|XP_035790916.1|AALB	LOC108099634|XP_017058753.1|DFIC
OG0006031	LOC118467834|XP_035794618.1|AALB	LOC108087744|XP_017040755.1|DFIC
OG0006032	LOC118462516|XP_035784137.1|AALB	LOC108098045|XP_017056198.1|DFIC
OG0006033	LOC118463359|XP_035785768.1|AALB	LOC108086677|XP_017039158.1|DFIC, LOC108086621|XP_017039086.1|DFIC
OG0006034	LOC118464518|XP_035787850.1|AALB	LOC108093348|XP_017048845.1|DFIC
OG0006035	LOC118464003|XP_035786943.1|AALB	LOC108096466|XP_017053571.1|DFIC
OG0006036	LOC118464001|XP_035786941.1|AALB	LOC108097833|XP_017055846.1|DFIC
OG0006037	LOC118464002|XP_035786942.1|AALB	LOC108086694|XP_017039181.1|DFIC
OG0006038	LOC118466162|XP_035791031.1|AALB	LOC108090219|XP_017044301.1|DFIC
OG0006039	LOC118466159|XP_035791026.1|AALB	LOC108094315|XP_017050333.1|DFIC
OG0006040	LOC118466892|XP_035792640.1|AALB	LOC108094752|XP_017050998.1|DFIC
OG0006041	LOC118458022|XP_035776020.1|AALB	LOC108092973|XP_017048350.1|DFIC
OG0006042	LOC118467433|XP_035793815.1|AALB	LOC108087636|XP_017040582.1|DFIC
OG0006043	LOC118464858|XP_035788461.1|AALB	LOC108099929|XP_017059088.1|DFIC
OG0006044	LOC118465069|XP_035788848.1|AALB	LOC108097260|XP_017054937.1|DFIC
OG0006045	LOC118467102|XP_035793045.1|AALB	LOC108095044|XP_017051435.1|DFIC
OG0006046	LOC118464233|XP_035787306.1|AALB	LOC108093889|XP_017049734.1|DFIC
OG0006047	LOC118464244|XP_035787338.1|AALB	LOC108086949|XP_017039550.1|DFIC
OG0006048	LOC118462794|XP_035784684.1|AALB	LOC108100602|XP_017060077.1|DFIC
OG0006049	LOC118467732|XP_035794430.1|AALB	LOC108097585|XP_017055463.1|DFIC
OG0006050	LOC118465256|XP_035789171.1|AALB	LOC108086829|XP_017039364.1|DFIC
OG0006051	LOC118465262|XP_035789177.1|AALB	LOC108091104|XP_017045615.1|DFIC
OG0006052	LOC118467538|XP_035794029.1|AALB	LOC108090863|XP_017045238.1|DFIC
OG0006053	LOC118462513|XP_035784135.1|AALB	LOC108089059|XP_017042656.1|DFIC
OG0006054	LOC118466241|XP_035791184.1|AALB	LOC108098404|XP_017056775.1|DFIC
OG0006055	LOC118467320|XP_035793551.1|AALB	LOC108088000|XP_017041101.1|DFIC
OG0006056	LOC118465374|XP_035789462.1|AALB	LOC108087640|XP_017040593.1|DFIC
OG0006057	LOC118463677|XP_035786327.1|AALB	LOC108100561|XP_017060024.1|DFIC
OG0006058	LOC118467215|XP_035793352.1|AALB	LOC108087943|XP_017041020.1|DFIC
OG0006059	LOC118466536|XP_035791937.1|AALB	LOC108089510|XP_017043318.1|DFIC
OG0006060	LOC118466537|XP_035791940.1|AALB	LOC108089511|XP_017043320.1|DFIC
OG0006061	LOC118465271|XP_035789194.1|AALB	LOC108098001|XP_017056126.1|DFIC
OG0006062	LOC118465278|XP_035789212.1|AALB	LOC108087262|XP_017040057.1|DFIC
OG0006063	LOC118461534|XP_035782863.1|AALB	LOC108089149|XP_017042760.1|DFIC
OG0006064	LOC118465780|XP_035790198.1|AALB	LOC108093627|XP_017049264.1|DFIC
OG0006065	LOC118465779|XP_035790197.1|AALB	LOC108099042|XP_017057792.1|DFIC
OG0006066	LOC118465781|XP_035790201.1|AALB	LOC108094035|XP_017049956.1|DFIC
OG0006067	LOC118467330|XP_035793560.1|AALB	LOC108090257|XP_017044342.1|DFIC
OG0006068	LOC118463204|XP_035785540.1|AALB	LOC108097473|XP_017055236.1|DFIC
