Orthogroup	AALB.longest_only	DELE.longest_only
OG0007324	LOC118459984|XP_035779774.1|AALB	LOC108137491|XP_017114697.1|DELE
OG0007325	LOC118459977|XP_035779765.1|AALB	LOC108148822|XP_017131567.1|DELE
OG0007326	LOC118461503|XP_035782820.1|AALB	LOC108137482|XP_017114684.1|DELE
OG0007327	LOC118458516|XP_035776980.1|AALB	LOC108146243|XP_017127666.1|DELE
OG0007328	LOC118459982|XP_035779772.1|AALB	LOC108140356|XP_017118539.1|DELE
OG0007329	LOC118457783|XP_035775521.1|AALB	LOC108143887|XP_017123950.1|DELE
OG0007331	LOC118461494|XP_035782811.1|AALB	LOC108147647|XP_017129793.1|DELE
OG0007332	LOC118458323|XP_035776564.1|AALB	LOC108140895|XP_017119428.1|DELE
OG0007333	LOC118460331|XP_035780438.1|AALB	LOC108135121|XP_017111212.1|DELE
OG0007334	LOC118459005|XP_035777902.1|AALB	LOC108148065|XP_017130407.1|DELE
OG0007335	LOC118458914|XP_035777772.1|AALB	LOC108142576|XP_017122015.1|DELE
OG0007336	LOC118460734|XP_035781185.1|AALB	LOC108137768|XP_017115159.1|DELE
OG0007337	LOC118468761|XP_035795827.1|AALB	LOC108135670|XP_017111994.1|DELE
OG0007338	LOC118460149|XP_035780136.1|AALB	LOC108146531|XP_017128060.1|DELE
OG0007339	LOC118460837|XP_035781412.1|AALB	LOC108143918|XP_017123987.1|DELE
OG0007340	LOC118459316|XP_035778455.1|AALB	LOC108136764|XP_017113612.1|DELE
OG0007341	LOC118461061|XP_035781842.1|AALB	LOC108137454|XP_017114639.1|DELE
OG0007342	LOC118457272|XP_035774559.1|AALB	LOC108147273|XP_017129167.1|DELE
OG0007343	LOC118456867|XP_035773864.1|AALB	LOC108139145|XP_017117251.1|DELE
OG0007344	LOC118456866|XP_035773862.1|AALB	LOC108148037|XP_017130366.1|DELE
OG0007345	LOC118459338|XP_035778503.1|AALB	LOC108139147|XP_017117254.1|DELE
OG0007346	LOC118459876|XP_035779557.1|AALB	LOC108146221|XP_017127629.1|DELE
OG0007347	LOC118457779|XP_035775504.1|AALB	LOC108148113|XP_017130447.1|DELE
OG0007348	LOC118457768|XP_035775485.1|AALB	LOC108148110|XP_017130443.1|DELE
OG0007349	LOC118457763|XP_035775479.1|AALB	LOC108148101|XP_017130432.1|DELE
OG0007350	LOC118457789|XP_035775528.1|AALB	LOC108136248|XP_017112776.1|DELE
OG0007351	LOC118461983|XP_035783808.1|AALB	LOC108143243|XP_017123031.1|DELE
OG0007352	LOC118460680|XP_035781072.1|AALB	LOC108145028|XP_017125700.1|DELE
OG0007353	LOC118457225|XP_035774497.1|AALB	LOC108141141|XP_017119854.1|DELE
OG0007354	LOC118460832|XP_035781388.1|AALB	LOC108135446|XP_017111678.1|DELE
OG0007355	LOC118461026|XP_035781774.1|AALB	LOC108148279|XP_017130724.1|DELE
OG0007356	LOC118461588|XP_035782982.1|AALB	LOC108143435|XP_017123339.1|DELE
OG0007357	LOC118461585|XP_035782968.1|AALB	LOC108148264|XP_017130699.1|DELE
OG0007358	LOC118461586|XP_035782975.1|AALB	LOC108140649|XP_017119064.1|DELE
OG0007359	LOC118458458|XP_035776864.1|AALB	LOC108147192|XP_017129034.1|DELE
OG0007360	LOC118461520|XP_035782846.1|AALB	LOC108135042|XP_017111072.1|DELE
OG0007361	LOC118461919|XP_035783676.1|AALB	LOC108137627|XP_017114890.1|DELE
OG0007362	LOC118461920|XP_035783679.1|AALB	LOC108138645|XP_017116474.1|DELE
OG0007363	LOC118469018|XP_035796355.1|AALB	LOC108136645|XP_017113457.1|DELE
OG0007364	LOC118460124|XP_035780056.1|AALB	LOC108149913|XP_017133304.1|DELE
OG0007365	LOC118460092|XP_035780009.1|AALB	LOC108149925|XP_017133331.1|DELE
OG0007366	LOC118460094|XP_035780012.1|AALB	LOC108135839|XP_017112212.1|DELE
OG0007367	LOC118459998|XP_035779793.1|AALB	LOC108146109|XP_017127430.1|DELE
OG0007368	LOC118457574|XP_035775142.1|AALB	LOC108140759|XP_017119234.1|DELE
OG0007369	LOC118459574|XP_035778992.1|AALB	LOC108140603|XP_017119001.1|DELE
OG0007370	LOC118457480|XP_035774997.1|AALB	LOC108145462|XP_017126398.1|DELE
OG0007371	LOC118460686|XP_035781078.1|AALB	LOC108148745|XP_017131429.1|DELE
OG0007372	LOC118458753|XP_035777437.1|AALB	LOC108142990|XP_017122650.1|DELE
OG0007373	LOC118458761|XP_035777447.1|AALB	LOC108148124|XP_017130463.1|DELE
OG0007374	LOC118458332|XP_035776577.1|AALB	LOC108136595|XP_017113397.1|DELE
OG0007375	LOC118459605|XP_035779045.1|AALB	LOC108136524|XP_017113288.1|DELE
OG0007376	LOC118461023|XP_035781768.1|AALB	LOC108148157|XP_017130542.1|DELE
OG0007377	LOC118458532|XP_035777003.1|AALB	LOC108143919|XP_017123991.1|DELE
OG0007378	LOC118458319|XP_035776555.1|AALB	LOC108147681|XP_017129867.1|DELE
OG0007379	LOC118466771|XP_035792393.1|AALB	LOC108136480|XP_017113183.1|DELE
OG0007380	LOC118456520|XP_035773256.1|AALB	LOC108135913|XP_017112333.1|DELE
OG0007381	LOC118458311|XP_035776546.1|AALB	LOC108136648|XP_017113459.1|DELE
OG0007382	LOC118460176|XP_035780173.1|AALB	LOC108136224|XP_017112734.1|DELE
OG0007383	LOC118458308|XP_035776536.1|AALB	LOC108137078|XP_017114073.1|DELE
OG0007384	LOC118459343|XP_035778508.1|AALB	LOC108136222|XP_017112732.1|DELE
OG0007385	LOC118460541|XP_035780824.1|AALB	LOC108148158|XP_017130544.1|DELE
OG0007386	LOC118458192|XP_035776329.1|AALB	LOC108136352|XP_017112950.1|DELE
OG0007387	LOC118458195|XP_035776333.1|AALB	LOC108134824|XP_017110767.1|DELE
OG0007388	LOC118458185|XP_035776310.1|AALB	LOC108134851|XP_017110804.1|DELE
OG0007389	LOC118458590|XP_035777146.1|AALB	LOC108135232|XP_017111379.1|DELE
OG0007390	LOC118461861|XP_035783557.1|AALB	LOC108136293|XP_017112868.1|DELE
OG0007391	LOC118458593|XP_035777151.1|AALB	LOC108143877|XP_017123938.1|DELE
OG0007392	LOC118461857|XP_035783550.1|AALB	LOC108137151|XP_017114206.1|DELE
OG0007393	LOC118458140|XP_035776227.1|AALB	LOC108139248|XP_017117412.1|DELE
OG0007394	LOC118461915|XP_035783671.1|AALB	LOC108136202|XP_017112690.1|DELE
OG0007395	LOC118461565|XP_035782923.1|AALB	LOC108144043|XP_017124173.1|DELE
OG0007396	LOC118458135|XP_035776214.1|AALB	LOC108137463|XP_017114658.1|DELE
OG0007397	LOC118460220|XP_035780234.1|AALB	LOC108142080|XP_017121256.1|DELE
OG0007398	LOC118466602|XP_035792072.1|AALB	LOC108144764|XP_017125360.1|DELE
OG0007399	LOC118464447|XP_035787722.1|AALB	LOC108136484|XP_017113187.1|DELE
OG0007400	LOC118463427|XP_035785886.1|AALB	LOC108136175|XP_017112662.1|DELE
OG0007401	LOC118460014|XP_035779838.1|AALB	LOC108137652|XP_017114972.1|DELE
OG0007402	LOC118456541|XP_035773288.1|AALB	LOC108135814|XP_017112178.1|DELE
OG0007404	LOC118460825|XP_035781360.1|AALB	LOC108135802|XP_017112163.1|DELE
OG0007405	LOC118458004|XP_035775971.1|AALB	LOC108143999|XP_017124107.1|DELE
OG0007406	LOC118468442|XP_035795103.1|AALB	LOC108141067|XP_017119713.1|DELE
OG0007407	LOC118458926|XP_035777787.1|AALB, LOC118461219|XP_035782186.1|AALB	LOC108137807|XP_017115204.1|DELE
OG0007408	LOC118464491|XP_035787811.1|AALB	LOC108145970|XP_017127189.1|DELE
OG0007409	LOC118457937|XP_035775842.1|AALB	LOC108138907|XP_017116948.1|DELE
OG0007410	LOC118466377|XP_035791495.1|AALB	LOC108141610|XP_017120555.1|DELE
OG0007411	LOC118466384|XP_035791509.1|AALB	LOC108137077|XP_017114072.1|DELE
OG0007412	LOC118466379|XP_035791497.1|AALB	LOC108140934|XP_017119491.1|DELE
OG0007413	LOC118466878|XP_035792626.1|AALB	LOC108147044|XP_017128806.1|DELE
OG0007414	LOC118466702|XP_035792234.1|AALB	LOC108137300|XP_017114410.1|DELE
OG0007415	LOC118467220|XP_035793361.1|AALB	LOC108149965|XP_017133374.1|DELE
OG0007416	LOC118466168|XP_035791040.1|AALB	LOC108137626|XP_017114889.1|DELE
OG0007417	LOC118466173|XP_035791051.1|AALB	LOC108137172|XP_017114233.1|DELE
OG0007418	LOC118462479|XP_035784072.1|AALB	LOC108144705|XP_017125286.1|DELE
OG0007419	LOC118465873|XP_035790402.1|AALB	LOC108139265|XP_017117442.1|DELE
OG0007420	LOC118466374|XP_035791492.1|AALB	LOC108145008|XP_017125661.1|DELE
OG0007421	LOC118464235|XP_035787312.1|AALB	LOC108136267|XP_017112815.1|DELE
OG0007422	LOC118465415|XP_035789533.1|AALB	LOC108137173|XP_017114235.1|DELE
OG0007423	LOC118467674|XP_035794334.1|AALB	LOC108140883|XP_017119402.1|DELE
OG0007424	LOC118463400|XP_035785841.1|AALB	LOC108150256|XP_017133815.1|DELE
OG0007425	LOC118466572|XP_035792009.1|AALB	LOC108145693|XP_017126740.1|DELE
OG0007426	LOC118466554|XP_035791971.1|AALB	LOC108136486|XP_017113189.1|DELE
OG0007427	LOC118466566|XP_035792002.1|AALB	LOC108148166|XP_017130555.1|DELE
OG0007428	LOC118467386|XP_035793720.1|AALB	LOC108135412|XP_017111598.1|DELE
OG0007429	LOC118464259|XP_035787391.1|AALB	LOC108144977|XP_017125618.1|DELE
OG0007430	LOC118462751|XP_035784608.1|AALB	LOC108146380|XP_017127863.1|DELE
OG0007431	LOC118462747|XP_035784603.1|AALB	LOC108139004|XP_017117088.1|DELE
OG0007432	LOC118466895|XP_035792644.1|AALB	LOC108138377|XP_017116048.1|DELE
OG0007433	LOC118466859|XP_035792587.1|AALB	LOC108138551|XP_017116311.1|DELE
OG0007434	LOC118467269|XP_035793450.1|AALB	LOC108135585|XP_017111869.1|DELE
OG0007435	LOC118467271|XP_035793453.1|AALB	LOC108135655|XP_017111974.1|DELE
OG0007436	LOC118466801|XP_035792445.1|AALB	LOC108142238|XP_017121446.1|DELE
OG0007437	LOC118463269|XP_035785635.1|AALB	LOC108136140|XP_017112624.1|DELE
OG0007438	LOC118466052|XP_035790782.1|AALB	LOC108142503|XP_017121894.1|DELE
OG0007439	LOC118466180|XP_035791064.1|AALB	LOC108135741|XP_017112064.1|DELE
OG0007440	LOC118466178|XP_035791059.1|AALB	LOC108140864|XP_017119343.1|DELE
OG0007441	LOC118465912|XP_035790496.1|AALB	LOC108141445|XP_017120333.1|DELE
OG0007442	LOC118468308|XP_035794938.1|AALB	LOC108136940|XP_017113906.1|DELE
OG0007443	LOC118466004|XP_035790693.1|AALB	LOC108143474|XP_017123407.1|DELE
OG0007444	LOC118466745|XP_035792323.1|AALB	LOC108149693|XP_017132948.1|DELE
OG0007445	LOC118466051|XP_035790781.1|AALB	LOC108149692|XP_017132947.1|DELE
OG0007446	LOC118466736|XP_035792311.1|AALB	LOC108149447|XP_017132526.1|DELE
OG0007447	LOC118465566|XP_035789820.1|AALB	LOC108149561|XP_017132688.1|DELE
OG0007448	LOC118467140|XP_035793154.1|AALB	LOC108143615|XP_017123630.1|DELE
OG0007449	LOC118464794|XP_035788320.1|AALB	LOC108135714|XP_017112048.1|DELE
OG0007450	LOC118464798|XP_035788350.1|AALB	LOC108149389|XP_017132408.1|DELE
OG0007451	LOC118467979|XP_035794860.1|AALB	LOC108142531|XP_017121946.1|DELE
OG0007452	LOC118467978|XP_035794858.1|AALB	LOC108142644|XP_017122131.1|DELE
OG0007453	LOC118465258|XP_035789172.1|AALB	LOC108150327|XP_017133937.1|DELE
OG0007454	LOC118466931|XP_035792712.1|AALB	LOC108136122|XP_017112599.1|DELE
OG0007455	LOC118467499|XP_035793943.1|AALB	LOC108143308|XP_017123113.1|DELE
OG0007456	LOC118467958|XP_035794834.1|AALB	LOC108142458|XP_017121824.1|DELE
OG0007457	LOC118466704|XP_035792239.1|AALB	LOC108146253|XP_017127680.1|DELE
OG0007458	LOC118464159|XP_035787185.1|AALB	LOC108136686|XP_017113501.1|DELE
OG0007459	LOC118464153|XP_035787173.1|AALB	LOC108137368|XP_017114497.1|DELE
OG0007460	LOC118464151|XP_035787167.1|AALB	LOC108144649|XP_017125183.1|DELE
OG0007461	LOC118463857|XP_035786656.1|AALB	LOC108142533|XP_017121948.1|DELE
OG0007462	LOC118465886|XP_035790429.1|AALB	LOC108142834|XP_017122388.1|DELE
OG0007463	LOC118465884|XP_035790427.1|AALB	LOC108142874|XP_017122437.1|DELE
OG0007464	LOC118465883|XP_035790413.1|AALB	LOC108142452|XP_017121809.1|DELE
OG0007465	LOC118464384|XP_035787621.1|AALB	LOC108146613|XP_017128148.1|DELE
OG0007466	LOC118466596|XP_035792057.1|AALB	LOC108144393|XP_017124661.1|DELE
OG0007468	LOC118465559|XP_035789801.1|AALB	LOC108144437|XP_017124810.1|DELE
OG0007469	LOC118466003|XP_035790692.1|AALB	LOC108135674|XP_017112000.1|DELE
OG0007470	LOC118467491|XP_035793935.1|AALB	LOC108135238|XP_017111390.1|DELE
OG0007471	LOC118464228|XP_035787302.1|AALB	LOC108144554|XP_017125021.1|DELE
OG0007472	LOC118467451|XP_035793850.1|AALB	LOC108135452|XP_017111684.1|DELE
OG0007473	LOC118463848|XP_035786645.1|AALB	LOC108142741|XP_017122253.1|DELE
OG0007474	LOC118464138|XP_035787134.1|AALB	LOC108143543|XP_017123533.1|DELE
OG0007475	LOC118467555|XP_035794073.1|AALB	LOC108142564|XP_017122001.1|DELE
OG0007476	LOC118466193|XP_035791099.1|AALB	LOC108137706|XP_017115073.1|DELE
OG0007477	LOC118467662|XP_035794303.1|AALB	LOC108137639|XP_017114933.1|DELE
OG0007478	LOC118463194|XP_035785517.1|AALB	LOC108141980|XP_017121124.1|DELE
OG0007479	LOC118464750|XP_035788259.1|AALB	LOC108136343|XP_017112940.1|DELE
OG0007480	LOC118464738|XP_035788237.1|AALB	LOC108140710|XP_017119160.1|DELE
OG0007481	LOC118464757|XP_035788269.1|AALB	LOC108146506|XP_017128031.1|DELE
OG0007482	LOC118466334|XP_035791346.1|AALB	LOC108149484|XP_017132591.1|DELE
OG0007483	LOC118467101|XP_035793044.1|AALB	LOC108147028|XP_017128774.1|DELE
OG0007484	LOC118464020|XP_035786968.1|AALB	LOC108137700|XP_017115065.1|DELE
OG0007485	LOC118464925|XP_035788591.1|AALB	LOC108140910|XP_017119454.1|DELE
OG0007486	LOC118462670|XP_035784460.1|AALB	LOC108148428|XP_017130955.1|DELE
OG0007487	LOC118462666|XP_035784455.1|AALB	LOC108145303|XP_017126122.1|DELE
OG0007488	LOC118463847|XP_035786644.1|AALB	LOC108142698|XP_017122197.1|DELE
OG0007489	LOC118462913|XP_035784909.1|AALB	LOC108143920|XP_017123988.1|DELE
OG0007490	LOC118465847|XP_035790352.1|AALB	LOC108134874|XP_017110855.1|DELE
OG0007491	LOC118464723|XP_035788187.1|AALB	LOC108138579|XP_017116354.1|DELE
OG0007492	LOC118464717|XP_035788182.1|AALB	LOC108149644|XP_017132869.1|DELE
OG0007493	LOC118467380|XP_035793704.1|AALB	LOC108148162|XP_017130548.1|DELE
OG0007494	LOC118467132|XP_035793135.1|AALB	LOC108142120|XP_017121306.1|DELE
OG0007495	LOC118467743|XP_035794444.1|AALB	LOC108136470|XP_017113158.1|DELE
OG0007496	LOC118464438|XP_035787705.1|AALB	LOC108142823|XP_017122374.1|DELE
OG0007497	LOC118464439|XP_035787707.1|AALB	LOC108150295|XP_017133890.1|DELE
OG0007498	LOC118465450|XP_035789607.1|AALB	LOC108146769|XP_017128396.1|DELE
OG0007499	LOC118463685|XP_035786345.1|AALB	LOC108146844|XP_017128534.1|DELE
OG0007500	LOC118468935|XP_035796160.1|AALB	LOC108146604|XP_017128141.1|DELE
OG0007501	LOC118466024|XP_035790737.1|AALB	LOC108150561|XP_017134284.1|DELE
OG0007502	LOC118462770|XP_035784628.1|AALB	LOC108135881|XP_017112277.1|DELE
OG0007503	LOC118462765|XP_035784620.1|AALB	LOC108138972|XP_017117045.1|DELE
OG0007504	LOC118462768|XP_035784626.1|AALB	LOC108142719|XP_017122229.1|DELE
OG0007505	LOC118465911|XP_035790495.1|AALB	LOC108136117|XP_017112589.1|DELE
OG0007506	LOC118465208|XP_035789089.1|AALB	LOC108136154|XP_017112638.1|DELE
OG0007507	LOC118464189|XP_035787236.1|AALB	LOC108138213|XP_017115822.1|DELE
OG0007508	LOC118467217|XP_035793355.1|AALB	LOC108148031|XP_017130359.1|DELE
OG0007509	LOC118465459|XP_035789645.1|AALB	LOC108149524|XP_017132643.1|DELE
OG0007510	LOC118467833|XP_035794617.1|AALB	LOC108149886|XP_017133271.1|DELE
OG0007511	LOC118466042|XP_035790770.1|AALB	LOC108149532|XP_017132653.1|DELE
OG0007512	LOC118467658|XP_035794293.1|AALB	LOC108136841|XP_017113751.1|DELE
OG0007513	LOC118466852|XP_035792573.1|AALB	LOC108137866|XP_017115291.1|DELE
OG0007514	LOC118466843|XP_035792558.1|AALB	LOC108146146|XP_017127491.1|DELE
OG0007515	LOC118467731|XP_035794428.1|AALB	LOC108150736|XP_017134528.1|DELE
OG0007516	LOC118467724|XP_035794420.1|AALB	LOC108149384|XP_017132402.1|DELE
OG0007517	LOC118465854|XP_035790375.1|AALB	LOC108142596|XP_017122052.1|DELE
OG0007518	LOC118462537|XP_035784196.1|AALB	LOC108144658|XP_017125193.1|DELE
OG0007519	LOC118465501|XP_035789703.1|AALB	LOC108145245|XP_017126006.1|DELE
OG0007520	LOC118465502|XP_035789712.1|AALB	LOC108144995|XP_017125648.1|DELE
OG0007521	LOC118467539|XP_035794031.1|AALB	LOC108136452|XP_017113123.1|DELE
OG0007522	LOC118462543|XP_035784203.1|AALB	LOC108134573|XP_017110414.1|DELE
OG0007523	LOC118464349|XP_035787562.1|AALB	LOC108144749|XP_017125342.1|DELE
OG0007524	LOC118467017|XP_035792856.1|AALB	LOC108138908|XP_017116949.1|DELE
OG0007525	LOC118464004|XP_035786944.1|AALB	LOC108149552|XP_017132679.1|DELE
OG0007526	LOC118466166|XP_035791037.1|AALB	LOC108140525|XP_017118823.1|DELE
OG0007527	LOC118466160|XP_035791029.1|AALB	LOC108150202|XP_017133701.1|DELE
OG0007528	LOC118466875|XP_035792618.1|AALB	LOC108135959|XP_017112399.1|DELE
OG0007529	LOC118465414|XP_035789529.1|AALB	LOC108149727|XP_017132983.1|DELE
OG0007530	LOC118465075|XP_035788865.1|AALB	LOC108143987|XP_017124090.1|DELE
OG0007531	LOC118465057|XP_035788832.1|AALB	LOC108135957|XP_017112396.1|DELE
OG0007532	LOC118467246|XP_035793410.1|AALB	LOC108144841|XP_017125470.1|DELE
OG0007533	LOC118467976|XP_035794856.1|AALB	LOC108146815|XP_017128495.1|DELE
OG0007534	LOC118465224|XP_035789112.1|AALB	LOC108147003|XP_017128756.1|DELE
OG0007535	LOC118465660|XP_035789967.1|AALB	LOC108146622|XP_017128155.1|DELE
OG0007536	LOC118464336|XP_035787547.1|AALB	LOC108140688|XP_017119126.1|DELE
OG0007537	LOC118467030|XP_035792889.1|AALB	LOC108146737|XP_017128330.1|DELE
OG0007538	LOC118462793|XP_035784678.1|AALB	LOC108146772|XP_017128400.1|DELE
OG0007539	LOC118467723|XP_035794419.1|AALB	LOC108149414|XP_017132462.1|DELE
OG0007540	LOC118467725|XP_035794422.1|AALB	LOC108143001|XP_017122671.1|DELE
OG0007541	LOC118465259|XP_035789173.1|AALB	LOC108149119|XP_017132009.1|DELE
OG0007542	LOC118465261|XP_035789176.1|AALB	LOC108143698|XP_017123715.1|DELE
OG0007543	LOC118466017|XP_035790722.1|AALB	LOC108145291|XP_017126095.1|DELE
OG0007544	LOC118466045|XP_035790774.1|AALB	LOC108142355|XP_017121646.1|DELE
OG0007545	LOC118457829|XP_035775597.1|AALB	LOC108138732|XP_017116599.1|DELE
OG0007546	LOC118466872|XP_035792614.1|AALB	LOC108147322|XP_017129237.1|DELE
OG0007547	LOC118465277|XP_035789211.1|AALB	LOC108144518|XP_017124948.1|DELE
OG0007548	LOC118466951|XP_035792743.1|AALB	LOC108146189|XP_017127587.1|DELE
OG0007549	LOC118466824|XP_035792508.1|AALB	LOC108146612|XP_017128147.1|DELE
OG0007550	LOC118466525|XP_035791915.1|AALB	LOC108146843|XP_017128533.1|DELE
OG0007551	LOC118466526|XP_035791924.1|AALB	LOC108147025|XP_017128770.1|DELE
OG0007552	LOC118466716|XP_035792273.1|AALB	LOC108149164|XP_017132055.1|DELE
OG0007553	LOC118467427|XP_035793805.1|AALB	LOC108138758|XP_017116652.1|DELE
OG0007554	LOC118462662|XP_035784447.1|AALB	LOC108150333|XP_017133944.1|DELE
OG0007555	LOC118466096|XP_035790904.1|AALB	LOC108144473|XP_017124873.1|DELE
OG0007556	LOC118465093|XP_035788894.1|AALB	LOC108144828|XP_017125449.1|DELE
OG0007557	LOC118467903|XP_035794720.1|AALB	LOC108144688|XP_017125242.1|DELE
OG0007558	LOC118465089|XP_035788886.1|AALB	LOC108149770|XP_017133096.1|DELE
OG0007559	LOC118465081|XP_035788877.1|AALB	LOC108142050|XP_017121221.1|DELE
OG0007560	LOC118462772|XP_035784629.1|AALB	LOC108142735|XP_017122249.1|DELE
OG0007561	LOC118463179|XP_035785479.1|AALB	LOC108146316|XP_017127766.1|DELE
OG0007562	LOC118462899|XP_035784888.1|AALB	LOC108142514|XP_017121922.1|DELE
OG0007563	LOC118467027|XP_035792885.1|AALB	LOC108135660|XP_017111982.1|DELE
OG0007564	LOC118465688|XP_035790012.1|AALB	LOC108146752|XP_017128371.1|DELE
OG0007565	LOC118463461|XP_035785943.1|AALB	LOC108143910|XP_017123977.1|DELE
OG0007566	LOC118466820|XP_035792501.1|AALB	LOC108149801|XP_017133155.1|DELE
OG0007567	LOC118467933|XP_035794787.1|AALB	LOC108148853|XP_017131629.1|DELE
OG0007568	LOC118467929|XP_035794782.1|AALB	LOC108149091|XP_017131976.1|DELE
OG0007569	LOC118467931|XP_035794785.1|AALB	LOC108143487|XP_017123425.1|DELE
OG0007570	LOC118467928|XP_035794780.1|AALB	LOC108149090|XP_017131974.1|DELE
OG0007571	LOC118467925|XP_035794773.1|AALB	LOC108149107|XP_017131995.1|DELE
OG0007572	LOC118465166|XP_035789019.1|AALB	LOC108149388|XP_017132407.1|DELE
OG0007573	LOC118467295|XP_035793505.1|AALB	LOC108141408|XP_017120261.1|DELE
OG0007574	LOC118465972|XP_035790625.1|AALB	LOC108144418|XP_017124756.1|DELE
OG0007575	LOC118464699|XP_035788114.1|AALB	LOC108141438|XP_017120316.1|DELE
OG0007576	LOC118465555|XP_035789781.1|AALB	LOC108144202|XP_017124365.1|DELE
OG0007577	LOC118462671|XP_035784461.1|AALB	LOC108142550|XP_017121973.1|DELE
OG0007578	LOC118464981|XP_035788705.1|AALB	LOC108150502|XP_017134203.1|DELE
OG0007579	LOC118466462|XP_035791712.1|AALB	LOC108145520|XP_017126493.1|DELE
OG0007580	LOC118466464|XP_035791715.1|AALB	LOC108136055|XP_017112478.1|DELE
OG0007581	LOC118462799|XP_035784689.1|AALB	LOC108150494|XP_017134192.1|DELE
OG0007582	LOC118462800|XP_035784691.1|AALB	LOC108143854|XP_017123905.1|DELE
OG0007583	LOC118465438|XP_035789581.1|AALB	LOC108141862|XP_017120944.1|DELE
OG0007584	LOC118464347|XP_035787560.1|AALB	LOC108147664|XP_017129836.1|DELE
OG0007585	LOC118463874|XP_035786687.1|AALB	LOC108142765|XP_017122291.1|DELE
OG0007586	LOC118467282|XP_035793480.1|AALB	LOC108149406|XP_017132432.1|DELE
OG0007587	LOC118467306|XP_035793522.1|AALB	LOC108145232|XP_017125984.1|DELE
OG0007588	LOC118467307|XP_035793528.1|AALB	LOC108141810|XP_017120875.1|DELE
OG0007589	LOC118467418|XP_035793797.1|AALB	LOC108136566|XP_017113364.1|DELE
OG0007590	LOC118465148|XP_035788987.1|AALB	LOC108143174|XP_017122910.1|DELE
OG0007591	LOC118462745|XP_035784598.1|AALB	LOC108141354|XP_017120161.1|DELE
OG0007592	LOC118462729|XP_035784567.1|AALB	LOC108137537|XP_017114749.1|DELE
OG0007593	LOC118462741|XP_035784595.1|AALB	LOC108149872|XP_017133247.1|DELE
OG0007594	LOC118463304|XP_035785683.1|AALB	LOC108141540|XP_017120469.1|DELE
OG0007595	LOC118464203|XP_035787256.1|AALB	LOC108143585|XP_017123590.1|DELE
OG0007596	LOC118464944|XP_035788624.1|AALB	LOC108147393|XP_017129318.1|DELE
OG0007597	LOC118463069|XP_035785221.1|AALB	LOC108135693|XP_017112024.1|DELE
OG0007598	LOC118464980|XP_035788704.1|AALB	LOC108141426|XP_017120297.1|DELE
OG0007599	LOC118466976|XP_035792781.1|AALB	LOC108146969|XP_017128715.1|DELE
OG0007600	LOC118464707|XP_035788132.1|AALB	LOC108146491|XP_017128012.1|DELE
OG0007601	LOC118462757|XP_035784614.1|AALB	LOC108136022|XP_017112438.1|DELE
OG0007602	LOC118465687|XP_035790011.1|AALB	LOC108143278|XP_017123083.1|DELE
OG0007603	LOC118465822|XP_035790301.1|AALB	LOC108143263|XP_017123065.1|DELE
OG0007604	LOC118464999|XP_035788733.1|AALB	LOC108146087|XP_017127398.1|DELE
OG0007605	LOC118463996|XP_035786921.1|AALB	LOC108143131|XP_017122860.1|DELE
OG0007606	LOC118466386|XP_035791510.1|AALB	LOC108135577|XP_017111855.1|DELE
OG0007607	LOC118463519|XP_035786015.1|AALB	LOC108148718|XP_017131375.1|DELE
OG0007608	LOC118466977|XP_035792784.1|AALB	LOC108142813|XP_017122363.1|DELE
OG0007609	LOC118463467|XP_035785950.1|AALB	LOC108135433|XP_017111661.1|DELE
OG0007610	LOC118466491|XP_035791785.1|AALB	LOC108141537|XP_017120466.1|DELE
OG0007611	LOC118466493|XP_035791791.1|AALB	LOC108145272|XP_017126046.1|DELE
OG0007612	LOC118466492|XP_035791787.1|AALB	LOC108141499|XP_017120407.1|DELE
OG0007613	LOC118466504|XP_035791827.1|AALB	LOC108145250|XP_017126016.1|DELE
OG0007614	LOC118462876|XP_035784840.1|AALB	LOC108146242|XP_017127665.1|DELE
OG0007615	LOC118462879|XP_035784843.1|AALB	LOC108142472|XP_017121843.1|DELE
OG0007616	LOC118462878|XP_035784842.1|AALB	LOC108148796|XP_017131505.1|DELE
OG0007617	LOC118463931|XP_035786783.1|AALB	LOC108136121|XP_017112595.1|DELE
OG0007618	LOC118465798|XP_035790255.1|AALB	LOC108146629|XP_017128163.1|DELE
OG0007619	LOC118463994|XP_035786917.1|AALB	LOC108146726|XP_017128311.1|DELE
OG0007620	LOC118465928|XP_035790521.1|AALB	LOC108146777|XP_017128413.1|DELE
OG0007621	LOC118466925|XP_035792703.1|AALB	LOC108143596|XP_017123608.1|DELE
OG0007622	LOC118463755|XP_035786450.1|AALB	LOC108135564|XP_017111810.1|DELE
OG0007623	LOC118462684|XP_035784486.1|AALB	LOC108142490|XP_017121868.1|DELE
OG0007624	LOC118466098|XP_035790906.1|AALB	LOC108142231|XP_017121438.1|DELE
OG0007625	LOC118465978|XP_035790633.1|AALB	LOC108150233|XP_017133777.1|DELE
OG0007626	LOC118465992|XP_035790677.1|AALB	LOC108145875|XP_017127004.1|DELE
OG0007627	LOC118465989|XP_035790671.1|AALB	LOC108145873|XP_017127001.1|DELE
OG0007628	LOC118456878|XP_035773887.1|AALB	LOC108145274|XP_017126055.1|DELE
OG0007629	LOC118460913|XP_035781557.1|AALB	LOC108147518|XP_017129588.1|DELE
