Orthogroup	AALB.longest_only	DGUA.longest_only
OG0007289	LOC118459724|XP_035779291.1|AALB	LOC117588555|XP_034135828.1|DGUA
OG0007290	LOC118459671|XP_035779171.1|AALB	LOC117586093|XP_034131840.1|DGUA
OG0007291	LOC118458909|XP_035777764.1|AALB	LOC117581060|XP_034123822.1|DGUA
OG0007292	LOC118458913|XP_035777770.1|AALB	LOC117588652|XP_034135979.1|DGUA
OG0007293	LOC118468896|XP_035796082.1|AALB	LOC117585112|XP_034130284.1|DGUA
OG0007294	LOC118460221|XP_035780235.1|AALB	LOC117585663|XP_034131150.1|DGUA
OG0007295	LOC118460760|XP_035781251.1|AALB	LOC117585045|XP_034130192.1|DGUA
OG0007296	LOC118461130|XP_035781984.1|AALB	LOC117589719|XP_034137775.1|DGUA
OG0007297	LOC118461134|XP_035781988.1|AALB	LOC117586298|XP_034132145.1|DGUA
OG0007298	LOC118461135|XP_035781989.1|AALB	LOC117586761|XP_034132963.1|DGUA
OG0007299	LOC118458831|XP_035777613.1|AALB	LOC117585015|XP_034130146.1|DGUA
OG0007300	LOC118468655|XP_035795580.1|AALB	LOC117586752|XP_034132950.1|DGUA
OG0007301	LOC118461587|XP_035782981.1|AALB	LOC117585575|XP_034131001.1|DGUA
OG0007302	LOC118468987|XP_035796289.1|AALB	LOC117585727|XP_034131257.1|DGUA
OG0007303	LOC118458133|XP_035776212.1|AALB	LOC117588612|XP_034135913.1|DGUA
OG0007304	LOC118466694|XP_035792221.1|AALB	LOC117584614|XP_034129520.1|DGUA
OG0007305	LOC118460854|XP_035781453.1|AALB	LOC117579916|XP_034121946.1|DGUA
OG0007306	LOC118460853|XP_035781451.1|AALB	LOC117579913|XP_034121940.1|DGUA
OG0007307	LOC118460098|XP_035780018.1|AALB	LOC117586459|XP_034132402.1|DGUA
OG0007308	LOC118458637|XP_035777219.1|AALB	LOC117583163|XP_034127249.1|DGUA
OG0007309	LOC118457899|XP_035775778.1|AALB	LOC117585462|XP_034130842.1|DGUA
OG0007310	LOC118459078|XP_035778018.1|AALB	LOC117585343|XP_034130676.1|DGUA
OG0007311	LOC118459073|XP_035778006.1|AALB	LOC117585450|XP_034130819.1|DGUA
OG0007312	LOC118468543|XP_035795320.1|AALB	LOC117578582|XP_034120056.1|DGUA
OG0007313	LOC118460646|XP_035780999.1|AALB	LOC117590523|XP_034139131.1|DGUA
OG0007314	LOC118460649|XP_035781003.1|AALB	LOC117581322|XP_034124320.1|DGUA
OG0007315	LOC118468745|XP_035795796.1|AALB	LOC117591171|XP_034140185.1|DGUA
OG0007316	LOC118457217|XP_035774486.1|AALB	LOC117586346|XP_034132253.1|DGUA
OG0007317	LOC118460045|XP_035779900.1|AALB	LOC117585685|XP_034131191.1|DGUA
OG0007318	LOC118460037|XP_035779888.1|AALB	LOC117585682|XP_034131185.1|DGUA
OG0007319	LOC118456860|XP_035773853.1|AALB	LOC117589351|XP_034137126.1|DGUA
OG0007320	LOC118461314|XP_035782402.1|AALB	LOC117583952|XP_034128543.1|DGUA
OG0007321	LOC118461612|XP_035783042.1|AALB	LOC117580996|XP_034123692.1|DGUA
OG0007322	LOC118460871|XP_035781497.1|AALB	LOC117590785|XP_034139625.1|DGUA
OG0007323	LOC118460869|XP_035781493.1|AALB	LOC117580760|XP_034123346.1|DGUA
OG0007324	LOC118459984|XP_035779774.1|AALB	LOC117586683|XP_034132827.1|DGUA
OG0007325	LOC118459977|XP_035779765.1|AALB	LOC117583216|XP_034127326.1|DGUA
OG0007326	LOC118461503|XP_035782820.1|AALB	LOC117586681|XP_034132824.1|DGUA
OG0007327	LOC118458516|XP_035776980.1|AALB	LOC117579740|XP_034121648.1|DGUA
OG0007328	LOC118459982|XP_035779772.1|AALB	LOC117583204|XP_034127301.1|DGUA
OG0007329	LOC118457783|XP_035775521.1|AALB	LOC117585922|XP_034131579.1|DGUA
OG0007331	LOC118461494|XP_035782811.1|AALB	LOC117590821|XP_034139679.1|DGUA
OG0007332	LOC118458323|XP_035776564.1|AALB	LOC117581199|XP_034124059.1|DGUA
OG0007333	LOC118460331|XP_035780438.1|AALB	LOC117586730|XP_034132916.1|DGUA
OG0007334	LOC118459005|XP_035777902.1|AALB	LOC117584070|XP_034128705.1|DGUA
OG0007335	LOC118458914|XP_035777772.1|AALB	LOC117587077|XP_034133431.1|DGUA
OG0007336	LOC118460734|XP_035781185.1|AALB	LOC117591002|XP_034139975.1|DGUA
OG0007337	LOC118468761|XP_035795827.1|AALB	LOC117588837|XP_034136221.1|DGUA
OG0007338	LOC118460149|XP_035780136.1|AALB	LOC117589395|XP_034137202.1|DGUA
OG0007339	LOC118460837|XP_035781412.1|AALB	LOC117586644|XP_034132764.1|DGUA
OG0007340	LOC118459316|XP_035778455.1|AALB	LOC117585120|XP_034130333.1|DGUA
OG0007341	LOC118461061|XP_035781842.1|AALB	LOC117585942|XP_034131603.1|DGUA
OG0007342	LOC118457272|XP_035774559.1|AALB	LOC117589868|XP_034138027.1|DGUA
OG0007343	LOC118456867|XP_035773864.1|AALB	LOC117585693|XP_034131198.1|DGUA
OG0007344	LOC118456866|XP_035773862.1|AALB	LOC117582060|XP_034125503.1|DGUA
OG0007345	LOC118459338|XP_035778503.1|AALB	LOC117585695|XP_034131200.1|DGUA
OG0007346	LOC118459876|XP_035779557.1|AALB	LOC117579335|XP_034121051.1|DGUA
OG0007347	LOC118457779|XP_035775504.1|AALB	LOC117581042|XP_034123763.1|DGUA
OG0007348	LOC118457768|XP_035775485.1|AALB	LOC117581040|XP_034123761.1|DGUA
OG0007349	LOC118457763|XP_035775479.1|AALB	LOC117581030|XP_034123751.1|DGUA
OG0007350	LOC118457789|XP_035775528.1|AALB	LOC117591158|XP_034140169.1|DGUA
OG0007351	LOC118461983|XP_035783808.1|AALB	LOC117579218|XP_034120877.1|DGUA
OG0007352	LOC118460680|XP_035781072.1|AALB	LOC117591972|XP_034141298.1|DGUA
OG0007353	LOC118457225|XP_035774497.1|AALB	LOC117586551|XP_034132604.1|DGUA
OG0007354	LOC118460832|XP_035781388.1|AALB	LOC117581233|XP_034124108.1|DGUA
OG0007355	LOC118461026|XP_035781774.1|AALB	LOC117585863|XP_034131508.1|DGUA
OG0007356	LOC118461588|XP_035782982.1|AALB	LOC117581116|XP_034123931.1|DGUA
OG0007357	LOC118461585|XP_035782968.1|AALB	LOC117586714|XP_034132881.1|DGUA
OG0007358	LOC118461586|XP_035782975.1|AALB	LOC117585888|XP_034131534.1|DGUA
OG0007359	LOC118458458|XP_035776864.1|AALB	LOC117583757|XP_034128175.1|DGUA
OG0007360	LOC118461520|XP_035782846.1|AALB	LOC117589912|XP_034138077.1|DGUA
OG0007361	LOC118461919|XP_035783676.1|AALB	LOC117581113|XP_034123914.1|DGUA
OG0007362	LOC118461920|XP_035783679.1|AALB	LOC117588083|XP_034135042.1|DGUA
OG0007363	LOC118469018|XP_035796355.1|AALB	LOC117590791|XP_034139637.1|DGUA
OG0007364	LOC118460124|XP_035780056.1|AALB	LOC117590790|XP_034139629.1|DGUA
OG0007365	LOC118460092|XP_035780009.1|AALB	LOC117590771|XP_034139608.1|DGUA
OG0007366	LOC118460094|XP_035780012.1|AALB	LOC117586379|XP_034132298.1|DGUA
OG0007367	LOC118459998|XP_035779793.1|AALB	LOC117580277|XP_034122622.1|DGUA
OG0007368	LOC118457574|XP_035775142.1|AALB	LOC117586079|XP_034131825.1|DGUA
OG0007369	LOC118459574|XP_035778992.1|AALB	LOC117590033|XP_034138218.1|DGUA
OG0007370	LOC118457480|XP_035774997.1|AALB	LOC117578856|XP_034120537.1|DGUA
OG0007371	LOC118460686|XP_035781078.1|AALB	LOC117583251|XP_034127368.1|DGUA
OG0007372	LOC118458753|XP_035777437.1|AALB	LOC117586607|XP_034132687.1|DGUA
OG0007373	LOC118458761|XP_035777447.1|AALB	LOC117580746|XP_034123323.1|DGUA
OG0007374	LOC118458332|XP_035776577.1|AALB	LOC117590414|XP_034138904.1|DGUA
OG0007375	LOC118459605|XP_035779045.1|AALB	LOC117590237|XP_034138600.1|DGUA
OG0007376	LOC118461023|XP_035781768.1|AALB	LOC117581028|XP_034123749.1|DGUA
OG0007377	LOC118458532|XP_035777003.1|AALB	LOC117582739|XP_034126564.1|DGUA
OG0007378	LOC118458319|XP_035776555.1|AALB	LOC117580673|XP_034123178.1|DGUA
OG0007379	LOC118466771|XP_035792393.1|AALB	LOC117581630|XP_034124889.1|DGUA
OG0007380	LOC118456520|XP_035773256.1|AALB	LOC117588677|XP_034136015.1|DGUA
OG0007381	LOC118458311|XP_035776546.1|AALB	LOC117580798|XP_034123388.1|DGUA
OG0007382	LOC118460176|XP_035780173.1|AALB	LOC117580930|XP_034123601.1|DGUA
OG0007383	LOC118458308|XP_035776536.1|AALB	LOC117590752|XP_034139553.1|DGUA
OG0007384	LOC118459343|XP_035778508.1|AALB	LOC117581166|XP_034124000.1|DGUA
OG0007385	LOC118460541|XP_035780824.1|AALB	LOC117580950|XP_034123627.1|DGUA
OG0007386	LOC118458192|XP_035776329.1|AALB	LOC117581471|XP_034124599.1|DGUA
OG0007387	LOC118458195|XP_035776333.1|AALB	LOC117588722|XP_034136073.1|DGUA
OG0007388	LOC118458185|XP_035776310.1|AALB	LOC117588807|XP_034136214.1|DGUA
OG0007389	LOC118458590|XP_035777146.1|AALB	LOC117587735|XP_034134544.1|DGUA
OG0007390	LOC118461861|XP_035783557.1|AALB	LOC117591185|XP_034140207.1|DGUA
OG0007391	LOC118458593|XP_035777151.1|AALB	LOC117586674|XP_034132814.1|DGUA
OG0007392	LOC118461857|XP_035783550.1|AALB	LOC117588308|XP_034135387.1|DGUA
OG0007393	LOC118458140|XP_035776227.1|AALB	LOC117585770|XP_034131342.1|DGUA
OG0007394	LOC118461915|XP_035783671.1|AALB	LOC117581115|XP_034123924.1|DGUA
OG0007395	LOC118461565|XP_035782923.1|AALB	LOC117588301|XP_034135375.1|DGUA
OG0007396	LOC118458135|XP_035776214.1|AALB	LOC117586573|XP_034132629.1|DGUA
OG0007397	LOC118460220|XP_035780234.1|AALB	LOC117584709|XP_034129643.1|DGUA
OG0007398	LOC118466602|XP_035792072.1|AALB	LOC117592537|XP_034142298.1|DGUA
OG0007399	LOC118464447|XP_035787722.1|AALB	LOC117590288|XP_034138664.1|DGUA
OG0007400	LOC118463427|XP_035785886.1|AALB	LOC117581157|XP_034123981.1|DGUA
OG0007401	LOC118460014|XP_035779838.1|AALB	LOC117588581|XP_034135876.1|DGUA
OG0007402	LOC118456541|XP_035773288.1|AALB	LOC117586533|XP_034132558.1|DGUA
OG0007404	LOC118460825|XP_035781360.1|AALB	LOC117585882|XP_034131524.1|DGUA
OG0007405	LOC118458004|XP_035775971.1|AALB	LOC117585907|XP_034131557.1|DGUA
OG0007406	LOC118468442|XP_035795103.1|AALB	LOC117586614|XP_034132710.1|DGUA
OG0007407	LOC118458926|XP_035777787.1|AALB, LOC118461219|XP_035782186.1|AALB	LOC117588206|XP_034135232.1|DGUA
OG0007408	LOC118464491|XP_035787811.1|AALB	LOC117580323|XP_034122710.1|DGUA
OG0007409	LOC118457937|XP_035775842.1|AALB	LOC117582158|XP_034125646.1|DGUA
OG0007410	LOC118466377|XP_035791495.1|AALB	LOC117591025|XP_034140003.1|DGUA
OG0007411	LOC118466384|XP_035791509.1|AALB	LOC117581249|XP_034124143.1|DGUA
OG0007412	LOC118466379|XP_035791497.1|AALB	LOC117581203|XP_034124067.1|DGUA
OG0007413	LOC118466878|XP_035792626.1|AALB	LOC117578835|XP_034120499.1|DGUA
OG0007414	LOC118466702|XP_035792234.1|AALB	LOC117582233|XP_034125735.1|DGUA
OG0007415	LOC118467220|XP_035793361.1|AALB	LOC117581460|XP_034124569.1|DGUA
OG0007416	LOC118466168|XP_035791040.1|AALB	LOC117590969|XP_034139917.1|DGUA
OG0007417	LOC118466173|XP_035791051.1|AALB	LOC117580749|XP_034123328.1|DGUA
OG0007418	LOC118462479|XP_035784072.1|AALB	LOC117591821|XP_034141049.1|DGUA
OG0007419	LOC118465873|XP_035790402.1|AALB	LOC117583788|XP_034128258.1|DGUA
OG0007420	LOC118466374|XP_035791492.1|AALB	LOC117578725|XP_034120276.1|DGUA
OG0007421	LOC118464235|XP_035787312.1|AALB	LOC117588725|XP_034136075.1|DGUA
OG0007422	LOC118465415|XP_035789533.1|AALB	LOC117590777|XP_034139616.1|DGUA
OG0007423	LOC118467674|XP_035794334.1|AALB	LOC117581576|XP_034124818.1|DGUA
OG0007424	LOC118463400|XP_035785841.1|AALB	LOC117579648|XP_034121518.1|DGUA
OG0007425	LOC118466572|XP_035792009.1|AALB	LOC117580336|XP_034122729.1|DGUA
OG0007426	LOC118466554|XP_035791971.1|AALB	LOC117590457|XP_034138982.1|DGUA
OG0007427	LOC118466566|XP_035792002.1|AALB	LOC117581426|XP_034124487.1|DGUA
OG0007428	LOC118467386|XP_035793720.1|AALB	LOC117580701|XP_034123234.1|DGUA
OG0007429	LOC118464259|XP_035787391.1|AALB	LOC117592226|XP_034141752.1|DGUA
OG0007430	LOC118462751|XP_035784608.1|AALB	LOC117589343|XP_034137093.1|DGUA
OG0007431	LOC118462747|XP_035784603.1|AALB	LOC117582459|XP_034126076.1|DGUA
OG0007432	LOC118466895|XP_035792644.1|AALB	LOC117579665|XP_034121539.1|DGUA
OG0007433	LOC118466859|XP_035792587.1|AALB	LOC117591496|XP_034140679.1|DGUA
OG0007434	LOC118467269|XP_035793450.1|AALB	LOC117580266|XP_034122594.1|DGUA
OG0007435	LOC118467271|XP_035793453.1|AALB	LOC117580083|XP_034122223.1|DGUA
OG0007436	LOC118466801|XP_035792445.1|AALB	LOC117580011|XP_034122107.1|DGUA
OG0007437	LOC118463269|XP_035785635.1|AALB	LOC117579578|XP_034121396.1|DGUA
OG0007438	LOC118466052|XP_035790782.1|AALB	LOC117589262|XP_034136930.1|DGUA
OG0007439	LOC118466180|XP_035791064.1|AALB	LOC117591426|XP_034140577.1|DGUA
OG0007440	LOC118466178|XP_035791059.1|AALB	LOC117581598|XP_034124844.1|DGUA
OG0007441	LOC118465912|XP_035790496.1|AALB	LOC117592067|XP_034141462.1|DGUA
OG0007442	LOC118468308|XP_035794938.1|AALB	LOC117585220|XP_034130505.1|DGUA
OG0007443	LOC118466004|XP_035790693.1|AALB	LOC117592083|XP_034141490.1|DGUA
OG0007444	LOC118466745|XP_035792323.1|AALB	LOC117578522|XP_034119959.1|DGUA
OG0007445	LOC118466051|XP_035790781.1|AALB	LOC117578518|XP_034119954.1|DGUA
OG0007446	LOC118466736|XP_035792311.1|AALB	LOC117582041|XP_034125474.1|DGUA
OG0007447	LOC118465566|XP_035789820.1|AALB	LOC117582468|XP_034126091.1|DGUA
OG0007448	LOC118467140|XP_035793154.1|AALB	LOC117592686|XP_034142540.1|DGUA
OG0007449	LOC118464794|XP_035788320.1|AALB	LOC117579660|XP_034121534.1|DGUA
OG0007450	LOC118464798|XP_035788350.1|AALB	LOC117584483|XP_034129299.1|DGUA
OG0007451	LOC118467979|XP_035794860.1|AALB	LOC117580568|XP_034123062.1|DGUA
OG0007452	LOC118467978|XP_035794858.1|AALB	LOC117580567|XP_034123061.1|DGUA
OG0007453	LOC118465258|XP_035789172.1|AALB	LOC117579124|XP_034120746.1|DGUA
OG0007454	LOC118466931|XP_035792712.1|AALB	LOC117587310|XP_034133822.1|DGUA
OG0007455	LOC118467499|XP_035793943.1|AALB	LOC117578682|XP_034120200.1|DGUA
OG0007456	LOC118467958|XP_035794834.1|AALB	LOC117580684|XP_034123199.1|DGUA
OG0007457	LOC118466704|XP_035792239.1|AALB	LOC117586958|XP_034133222.1|DGUA
OG0007458	LOC118464159|XP_035787185.1|AALB	LOC117587605|XP_034134347.1|DGUA
OG0007459	LOC118464153|XP_035787173.1|AALB	LOC117585636|XP_034131112.1|DGUA
OG0007460	LOC118464151|XP_035787167.1|AALB	LOC117578515|XP_034119951.1|DGUA
OG0007461	LOC118463857|XP_035786656.1|AALB	LOC117587481|XP_034134101.1|DGUA
OG0007462	LOC118465886|XP_035790429.1|AALB	LOC117587495|XP_034134158.1|DGUA
OG0007463	LOC118465884|XP_035790427.1|AALB	LOC117587506|XP_034134169.1|DGUA
OG0007464	LOC118465883|XP_035790413.1|AALB	LOC117587482|XP_034134104.1|DGUA
OG0007465	LOC118464384|XP_035787621.1|AALB	LOC117579674|XP_034121550.1|DGUA
OG0007466	LOC118466596|XP_035792057.1|AALB	LOC117581009|XP_034123712.1|DGUA
OG0007468	LOC118465559|XP_035789801.1|AALB	LOC117592060|XP_034141447.1|DGUA
OG0007469	LOC118466003|XP_035790692.1|AALB	LOC117580538|XP_034123022.1|DGUA
OG0007470	LOC118467491|XP_035793935.1|AALB	LOC117584297|XP_034129011.1|DGUA
OG0007471	LOC118464228|XP_035787302.1|AALB	LOC117579538|XP_034121386.1|DGUA
OG0007472	LOC118467451|XP_035793850.1|AALB	LOC117590213|XP_034138563.1|DGUA
OG0007473	LOC118463848|XP_035786645.1|AALB	LOC117586956|XP_034133220.1|DGUA
OG0007474	LOC118464138|XP_035787134.1|AALB	LOC117590872|XP_034139823.1|DGUA
OG0007475	LOC118467555|XP_035794073.1|AALB	LOC117589036|XP_034136554.1|DGUA
OG0007476	LOC118466193|XP_035791099.1|AALB	LOC117590987|XP_034139954.1|DGUA
OG0007477	LOC118467662|XP_035794303.1|AALB	LOC117590970|XP_034139921.1|DGUA
OG0007478	LOC118463194|XP_035785517.1|AALB	LOC117583951|XP_034128541.1|DGUA
OG0007479	LOC118464750|XP_035788259.1|AALB	LOC117581069|XP_034123835.1|DGUA
OG0007480	LOC118464738|XP_035788237.1|AALB	LOC117586366|XP_034132282.1|DGUA
OG0007481	LOC118464757|XP_035788269.1|AALB	LOC117587066|XP_034133400.1|DGUA
OG0007482	LOC118466334|XP_035791346.1|AALB	LOC117581782|XP_034125100.1|DGUA
OG0007483	LOC118467101|XP_035793044.1|AALB	LOC117584234|XP_034128922.1|DGUA
OG0007484	LOC118464020|XP_035786968.1|AALB	LOC117581324|XP_034124323.1|DGUA
OG0007485	LOC118464925|XP_035788591.1|AALB	LOC117591161|XP_034140173.1|DGUA
OG0007486	LOC118462670|XP_035784460.1|AALB	LOC117581662|XP_034124933.1|DGUA
OG0007487	LOC118462666|XP_035784455.1|AALB	LOC117590672|XP_034139436.1|DGUA
OG0007488	LOC118463847|XP_035786644.1|AALB	LOC117588895|XP_034136334.1|DGUA
OG0007489	LOC118462913|XP_035784909.1|AALB	LOC117586645|XP_034132766.1|DGUA
OG0007490	LOC118465847|XP_035790352.1|AALB	LOC117588358|XP_034135461.1|DGUA
OG0007491	LOC118464723|XP_035788187.1|AALB	LOC117581620|XP_034124874.1|DGUA
OG0007492	LOC118464717|XP_035788182.1|AALB	LOC117586517|XP_034132544.1|DGUA
OG0007493	LOC118467380|XP_035793704.1|AALB	LOC117588713|XP_034136054.1|DGUA
OG0007494	LOC118467132|XP_035793135.1|AALB	LOC117584393|XP_034129141.1|DGUA
OG0007495	LOC118467743|XP_035794444.1|AALB	LOC117588406|XP_034135563.1|DGUA
OG0007496	LOC118464438|XP_035787705.1|AALB	LOC117580069|XP_034122202.1|DGUA
OG0007497	LOC118464439|XP_035787707.1|AALB	LOC117580357|XP_034122766.1|DGUA
OG0007498	LOC118465450|XP_035789607.1|AALB	LOC117579970|XP_034122037.1|DGUA
OG0007499	LOC118463685|XP_035786345.1|AALB	LOC117589433|XP_034137260.1|DGUA
OG0007500	LOC118468935|XP_035796160.1|AALB	LOC117589434|XP_034137262.1|DGUA
OG0007501	LOC118466024|XP_035790737.1|AALB	LOC117589417|XP_034137237.1|DGUA
OG0007502	LOC118462770|XP_035784628.1|AALB	LOC117592709|XP_034142574.1|DGUA
OG0007503	LOC118462765|XP_035784620.1|AALB	LOC117582027|XP_034125444.1|DGUA
OG0007504	LOC118462768|XP_035784626.1|AALB	LOC117580012|XP_034122108.1|DGUA
OG0007505	LOC118465911|XP_035790495.1|AALB	LOC117580381|XP_034122809.1|DGUA
OG0007506	LOC118465208|XP_035789089.1|AALB	LOC117580384|XP_034122811.1|DGUA
OG0007507	LOC118464189|XP_035787236.1|AALB	LOC117581864|XP_034125217.1|DGUA
OG0007508	LOC118467217|XP_035793355.1|AALB	LOC117582524|XP_034126213.1|DGUA
OG0007509	LOC118465459|XP_035789645.1|AALB	LOC117587685|XP_034134469.1|DGUA
OG0007510	LOC118467833|XP_035794617.1|AALB	LOC117586984|XP_034133276.1|DGUA
OG0007511	LOC118466042|XP_035790770.1|AALB	LOC117587824|XP_034134674.1|DGUA
OG0007512	LOC118467658|XP_035794293.1|AALB	LOC117586196|XP_034132015.1|DGUA
OG0007513	LOC118466852|XP_035792573.1|AALB	LOC117582642|XP_034126415.1|DGUA
OG0007514	LOC118466843|XP_035792558.1|AALB	LOC117586835|XP_034133017.1|DGUA
OG0007515	LOC118467731|XP_035794428.1|AALB	LOC117583967|XP_034128564.1|DGUA
OG0007516	LOC118467724|XP_035794420.1|AALB	LOC117584473|XP_034129288.1|DGUA
OG0007517	LOC118465854|XP_035790375.1|AALB	LOC117588894|XP_034136333.1|DGUA
OG0007518	LOC118462537|XP_035784196.1|AALB	LOC117592678|XP_034142528.1|DGUA
OG0007519	LOC118465501|XP_035789703.1|AALB	LOC117592567|XP_034142338.1|DGUA
OG0007520	LOC118465502|XP_035789712.1|AALB	LOC117581425|XP_034124484.1|DGUA
OG0007521	LOC118467539|XP_035794031.1|AALB	LOC117590989|XP_034139955.1|DGUA
OG0007522	LOC118462543|XP_035784203.1|AALB	LOC117588763|XP_034136136.1|DGUA
OG0007523	LOC118464349|XP_035787562.1|AALB	LOC117588923|XP_034136428.1|DGUA
OG0007524	LOC118467017|XP_035792856.1|AALB	LOC117582159|XP_034125647.1|DGUA
OG0007525	LOC118464004|XP_035786944.1|AALB	LOC117584415|XP_034129169.1|DGUA
OG0007526	LOC118466166|XP_035791037.1|AALB	LOC117585077|XP_034130232.1|DGUA
OG0007527	LOC118466160|XP_035791029.1|AALB	LOC117586832|XP_034133004.1|DGUA
OG0007528	LOC118466875|XP_035792618.1|AALB	LOC117589475|XP_034137311.1|DGUA
OG0007529	LOC118465414|XP_035789529.1|AALB	LOC117592439|XP_034142083.1|DGUA
OG0007530	LOC118465075|XP_035788865.1|AALB	LOC117585303|XP_034130623.1|DGUA
OG0007531	LOC118465057|XP_035788832.1|AALB	LOC117578550|XP_034120014.1|DGUA
OG0007532	LOC118467246|XP_035793410.1|AALB	LOC117582176|XP_034125673.1|DGUA
OG0007533	LOC118467976|XP_035794856.1|AALB	LOC117580377|XP_034122801.1|DGUA
OG0007534	LOC118465224|XP_035789112.1|AALB	LOC117579815|XP_034121796.1|DGUA
OG0007535	LOC118465660|XP_035789967.1|AALB	LOC117579425|XP_034121196.1|DGUA
OG0007536	LOC118464336|XP_035787547.1|AALB	LOC117586229|XP_034132055.1|DGUA
OG0007537	LOC118467030|XP_035792889.1|AALB	LOC117580279|XP_034122629.1|DGUA
OG0007538	LOC118462793|XP_035784678.1|AALB	LOC117580280|XP_034122641.1|DGUA
OG0007539	LOC118467723|XP_035794419.1|AALB	LOC117581811|XP_034125143.1|DGUA
OG0007540	LOC118467725|XP_035794422.1|AALB	LOC117583549|XP_034127799.1|DGUA
OG0007541	LOC118465259|XP_035789173.1|AALB	LOC117582824|XP_034126769.1|DGUA
OG0007542	LOC118465261|XP_035789176.1|AALB	LOC117579719|XP_034121608.1|DGUA
OG0007543	LOC118466017|XP_035790722.1|AALB	LOC117590646|XP_034139379.1|DGUA
OG0007544	LOC118466045|XP_035790774.1|AALB	LOC117579669|XP_034121543.1|DGUA
OG0007545	LOC118457829|XP_035775597.1|AALB	LOC117587775|XP_034134608.1|DGUA
OG0007546	LOC118466872|XP_035792614.1|AALB	LOC117591129|XP_034140124.1|DGUA
OG0007547	LOC118465277|XP_035789211.1|AALB	LOC117586959|XP_034133226.1|DGUA
OG0007548	LOC118466951|XP_035792743.1|AALB	LOC117586928|XP_034133178.1|DGUA
OG0007549	LOC118466824|XP_035792508.1|AALB	LOC117588904|XP_034136352.1|DGUA
OG0007550	LOC118466525|XP_035791915.1|AALB	LOC117579757|XP_034121679.1|DGUA
OG0007551	LOC118466526|XP_035791924.1|AALB	LOC117583427|XP_034127619.1|DGUA
OG0007552	LOC118466716|XP_035792273.1|AALB	LOC117582453|XP_034126069.1|DGUA
OG0007553	LOC118467427|XP_035793805.1|AALB	LOC117581704|XP_034124973.1|DGUA
OG0007554	LOC118462662|XP_035784447.1|AALB	LOC117579588|XP_034121409.1|DGUA
OG0007555	LOC118466096|XP_035790904.1|AALB	LOC117586160|XP_034131955.1|DGUA
OG0007556	LOC118465093|XP_035788894.1|AALB	LOC117587466|XP_034134086.1|DGUA
OG0007557	LOC118467903|XP_035794720.1|AALB	LOC117584449|XP_034129261.1|DGUA
OG0007558	LOC118465089|XP_035788886.1|AALB	LOC117583914|XP_034128538.1|DGUA
OG0007559	LOC118465081|XP_035788877.1|AALB	LOC117584455|XP_034129264.1|DGUA
OG0007560	LOC118462772|XP_035784629.1|AALB	LOC117580184|XP_034122434.1|DGUA
OG0007561	LOC118463179|XP_035785479.1|AALB	LOC117579573|XP_034121391.1|DGUA
OG0007562	LOC118462899|XP_035784888.1|AALB	LOC117587454|XP_034134066.1|DGUA
OG0007563	LOC118467027|XP_035792885.1|AALB	LOC117580575|XP_034123070.1|DGUA
OG0007564	LOC118465688|XP_035790012.1|AALB	LOC117579720|XP_034121604.1|DGUA
OG0007565	LOC118463461|XP_035785943.1|AALB	LOC117584973|XP_034130065.1|DGUA
OG0007566	LOC118466820|XP_035792501.1|AALB	LOC117578730|XP_034120284.1|DGUA
OG0007567	LOC118467933|XP_035794787.1|AALB	LOC117582708|XP_034126518.1|DGUA
OG0007568	LOC118467929|XP_035794782.1|AALB	LOC117585773|XP_034131350.1|DGUA
OG0007569	LOC118467931|XP_035794785.1|AALB	LOC117590581|XP_034139226.1|DGUA
OG0007570	LOC118467928|XP_035794780.1|AALB	LOC117585766|XP_034131338.1|DGUA
OG0007571	LOC118467925|XP_035794773.1|AALB	LOC117585760|XP_034131312.1|DGUA
OG0007572	LOC118465166|XP_035789019.1|AALB	LOC117584479|XP_034129295.1|DGUA
OG0007573	LOC118467295|XP_035793505.1|AALB	LOC117579958|XP_034122026.1|DGUA
OG0007574	LOC118465972|XP_035790625.1|AALB	LOC117578882|XP_034120567.1|DGUA
OG0007575	LOC118464699|XP_035788114.1|AALB	LOC117592666|XP_034142513.1|DGUA
OG0007576	LOC118465555|XP_035789781.1|AALB	LOC117580683|XP_034123193.1|DGUA
OG0007577	LOC118462671|XP_035784461.1|AALB	LOC117581396|XP_034124432.1|DGUA
OG0007578	LOC118464981|XP_035788705.1|AALB	LOC117582032|XP_034125457.1|DGUA
OG0007579	LOC118466462|XP_035791712.1|AALB	LOC117591997|XP_034141335.1|DGUA
OG0007580	LOC118466464|XP_035791715.1|AALB	LOC117591245|XP_034140314.1|DGUA
OG0007581	LOC118462799|XP_035784689.1|AALB	LOC117584046|XP_034128677.1|DGUA
OG0007582	LOC118462800|XP_035784691.1|AALB	LOC117585929|XP_034131586.1|DGUA
OG0007583	LOC118465438|XP_035789581.1|AALB	LOC117584631|XP_034129550.1|DGUA
OG0007584	LOC118464347|XP_035787560.1|AALB	LOC117581487|XP_034124621.1|DGUA
OG0007585	LOC118463874|XP_035786687.1|AALB	LOC117587484|XP_034134112.1|DGUA
OG0007586	LOC118467282|XP_035793480.1|AALB	LOC117588176|XP_034135182.1|DGUA
OG0007587	LOC118467306|XP_035793522.1|AALB	LOC117586364|XP_034132315.1|DGUA
