Orthogroup	AALB.longest_only	AEAL.longest_only
OG0012824	LOC118462754|XP_035784610.1|AALB	LOC109422257|XP_029724574.1|AEAL, LOC115259959|XP_029716617.1|AEAL, LOC115264697|XP_029724562.1|AEAL
OG0012825	LOC118463050|XP_035785189.1|AALB	LOC115260236|XP_029717023.1|AEAL, LOC109420310|XP_029717026.1|AEAL, LOC109401617|XP_029712920.1|AEAL, LOC115260237|XP_029717024.1|AEAL
OG0012826	LOC118466611|XP_035792088.1|AALB	LOC109403390|XP_029713599.1|AEAL, LOC109416727|XP_029713504.1|AEAL, LOC115257754|XP_029713535.1|AEAL
OG0012827	LOC118467142|XP_035793162.1|AALB	LOC109424457|XP_029729581.1|AEAL
OG0012829	LOC118463983|XP_035786894.1|AALB	LOC115261816|XP_029719564.1|AEAL, LOC109414797|XP_019544178.2|AEAL
OG0012830	LOC118467401|XP_035793757.1|AALB	LOC109397386|XP_029721050.1|AEAL, LOC109412774|XP_029721034.1|AEAL, LOC109424742|XP_029715700.1|AEAL
OG0012831	LOC118467403|XP_035793770.1|AALB	LOC109412777|XP_019541933.2|AEAL, LOC109424736|XP_019555467.2|AEAL, LOC109424735|XP_019555466.2|AEAL
OG0012832	LOC118462521|XP_035784161.1|AALB	LOC109408729|XP_029732146.1|AEAL, LOC115267720|XP_029730755.1|AEAL
OG0012833	LOC118467782|XP_035794517.1|AALB	LOC115267751|XP_029730844.1|AEAL, LOC109408711|XP_019537617.2|AEAL, LOC115267753|XP_029730850.1|AEAL, LOC109428968|XP_019560359.2|AEAL, LOC109408710|XP_019537616.2|AEAL
OG0012834	LOC118464849|XP_035788438.1|AALB, LOC118467819|XP_035794601.1|AALB	LOC109397157|XP_019525041.2|AEAL
OG0012835	LOC118462875|XP_035784830.1|AALB	LOC109409862|XP_029730938.1|AEAL
OG0012837	LOC118466712|XP_035792261.1|AALB	LOC115267830|XP_029731163.1|AEAL, LOC109399591|XP_029731146.1|AEAL, LOC109400785|XP_029731158.1|AEAL
OG0012838	LOC118467624|XP_035794228.1|AALB	LOC115260595|XP_029717465.1|AEAL, LOC109400789|XP_029731182.1|AEAL, LOC109399612|XP_029731167.1|AEAL
OG0012839	LOC118464117|XP_035787097.1|AALB	LOC109399658|XP_019527739.2|AEAL
OG0012841	LOC118467685|XP_035794352.1|AALB, LOC118464120|XP_035787101.1|AALB	LOC115255826|XP_029709874.1|AEAL
OG0012842	LOC118462900|XP_035784890.1|AALB	LOC109418902|XP_019548674.2|AEAL
OG0012843	LOC118462656|XP_035784425.1|AALB	LOC109418915|XP_029724773.1|AEAL, LOC109410581|XP_029731264.1|AEAL
OG0012844	LOC118467249|XP_035793420.1|AALB	LOC109421150|XP_019551191.2|AEAL, LOC109410579|XP_029731274.1|AEAL
OG0012845	LOC118464499|XP_035787823.1|AALB	LOC109403173|XP_019531467.2|AEAL, LOC109622214|XP_019932009.1|AEAL
OG0012846	LOC118467308|XP_035793529.1|AALB	LOC109622176|XP_029731562.1|AEAL
OG0012847	LOC118466023|XP_035790733.1|AALB	LOC109403365|XP_029731574.1|AEAL
OG0012848	LOC118465140|XP_035788972.1|AALB, LOC118465723|XP_035790061.1|AALB, LOC118465422|XP_035789543.1|AALB	LOC109433512|XP_029732226.1|AEAL, LOC115269249|XP_029733655.1|AEAL, LOC109410629|XP_019539696.2|AEAL
OG0012849	LOC118462727|XP_035784564.1|AALB	LOC109426047|XP_029731822.1|AEAL
OG0012850	LOC118463998|XP_035786938.1|AALB	LOC115268211|XP_029732129.1|AEAL, LOC109425875|XP_029732138.1|AEAL
OG0012855	LOC118465225|XP_035789113.1|AALB	LOC115265266|XP_029725549.1|AEAL, LOC115265264|XP_029725548.1|AEAL, LOC109410528|XP_029725581.1|AEAL
OG0012989	LOC118460438|XP_035780671.1|AALB	LOC109431148|XP_029708031.1|AEAL, LOC115253709|XP_029711180.1|AEAL, LOC115256866|XP_029711803.1|AEAL, LOC109415609|XP_029711786.1|AEAL
OG0012996	LOC118462792|XP_035784682.1|AALB	LOC109422118|XP_019552296.2|AEAL
OG0012999	LOC118460085|XP_035779993.1|AALB	LOC109410146|XP_029712387.1|AEAL
OG0013001	LOC118457426|XP_035774942.1|AALB	LOC109397636|XP_029736244.1|AEAL, LOC115260154|XP_029716922.1|AEAL, LOC115271007|XP_029736256.1|AEAL
OG0013002	LOC118464874|XP_035788544.1|AALB	LOC109397654|XP_029710298.1|AEAL, LOC109432921|XP_029736218.1|AEAL
OG0013003	LOC118459149|XP_035778127.1|AALB	LOC109402253|XP_019530450.1|AEAL
OG0013004	LOC118468521|XP_035795282.1|AALB	LOC109415626|XP_029730273.1|AEAL
OG0013005	LOC118460104|XP_035780035.1|AALB	LOC109424937|XP_029717648.1|AEAL, LOC109418620|XP_019548380.2|AEAL
OG0013006	LOC118460794|XP_035781299.1|AALB	LOC109418763|XP_029717694.1|AEAL, LOC109425482|XP_019556296.1|AEAL, LOC115257039|XP_029712151.1|AEAL, LOC115261677|XP_029719426.1|AEAL
OG0013007	LOC118468396|XP_035795052.1|AALB	LOC109427668|XP_029717323.1|AEAL, LOC109431412|XP_029717858.1|AEAL
OG0013008	LOC118461998|XP_035783827.1|AALB	LOC115266720|XP_029729115.1|AEAL, LOC109405951|XP_029728633.1|AEAL
OG0013010	LOC118461085|XP_035781874.1|AALB	LOC109432223|XP_029723065.1|AEAL, LOC115263723|XP_029722840.1|AEAL
OG0013011	LOC118456518|XP_035773248.1|AALB	LOC109430286|XP_029722907.1|AEAL, LOC109412401|XP_029712693.1|AEAL
OG0013014	LOC118467088|XP_035793025.1|AALB	LOC109622575|XP_019932530.2|AEAL
OG0013015	LOC118459144|XP_035778118.1|AALB	LOC109425300|XP_029729748.1|AEAL, LOC109399849|XP_029729724.1|AEAL
OG0013016	LOC118460793|XP_035781292.1|AALB	LOC115267059|XP_029729742.1|AEAL, LOC115267051|XP_029729719.1|AEAL, LOC109399876|XP_029729747.1|AEAL
OG0013017	LOC118468725|XP_035795750.1|AALB	LOC115267089|XP_029729805.1|AEAL, LOC115267093|XP_029729810.1|AEAL, LOC109399877|XP_019527909.2|AEAL, LOC109425294|XP_019556080.2|AEAL
OG0013018	LOC118458858|XP_035777673.1|AALB	LOC109402362|XP_029716317.1|AEAL, LOC115259675|XP_029716315.1|AEAL
OG0013019	LOC118468891|XP_035796077.1|AALB, LOC118468890|XP_035796076.1|AALB	LOC115259681|XP_029716327.1|AEAL, LOC109425508|XP_029715937.1|AEAL
OG0013020	LOC118468690|XP_035795700.1|AALB	LOC109425511|XP_019556307.2|AEAL, LOC109417046|XP_019546710.2|AEAL, LOC115259637|XP_029716265.1|AEAL
OG0013022	LOC118468769|XP_035795838.1|AALB	LOC109399845|XP_029716460.1|AEAL, LOC109400494|XP_029716473.1|AEAL
OG0013023	LOC118458466|XP_035776879.1|AALB, LOC118460815|XP_035781325.1|AALB	LOC109400531|XP_019528594.2|AEAL, LOC115259688|XP_029716331.1|AEAL, LOC109399879|XP_019527911.2|AEAL
OG0013024	LOC118459272|XP_035778401.1|AALB	LOC109412285|XP_019541471.2|AEAL, LOC109425240|XP_019556028.2|AEAL
OG0013025	LOC118460156|XP_035780146.1|AALB	LOC109429296|XP_019560733.2|AEAL, LOC109398221|XP_019526091.2|AEAL
OG0013026	LOC118460476|XP_035780705.1|AALB	LOC109409069|XP_029713638.1|AEAL
OG0013027	LOC118456796|XP_035773776.1|AALB	LOC115269309|XP_029733752.1|AEAL, LOC109415298|XP_019544729.3|AEAL
OG0013028	LOC118460478|XP_035780708.1|AALB	LOC109408280|XP_029733798.1|AEAL, LOC115269328|XP_029733811.1|AEAL
OG0013029	LOC118468771|XP_035795843.1|AALB	LOC109405473|XP_019534104.2|AEAL, LOC115268753|XP_029732772.1|AEAL, LOC109402437|XP_019530668.2|AEAL
OG0013030	LOC118458606|XP_035777175.1|AALB	LOC115260813|XP_029717994.1|AEAL, LOC109402444|XP_019530677.2|AEAL, LOC109405474|XP_019534107.2|AEAL
OG0013033	LOC118462956|XP_035785003.1|AALB	LOC115265417|XP_029726273.1|AEAL, LOC109621274|XP_029716657.1|AEAL
OG0013034	LOC118462957|XP_035785004.1|AALB	LOC109622404|XP_029716637.1|AEAL, LOC109409131|XP_019538092.1|AEAL
OG0013035	LOC118462953|XP_035784990.1|AALB	LOC109622526|XP_029716676.1|AEAL, LOC109409093|XP_029726280.1|AEAL
OG0013036	LOC118462987|XP_035785090.1|AALB	LOC109423361|XP_029726398.1|AEAL
OG0013037	LOC118464661|XP_035788061.1|AALB	LOC115261687|XP_029719433.1|AEAL, LOC109623148|XP_029726470.1|AEAL
OG0013038	LOC118467736|XP_035794436.1|AALB	LOC109418065|XP_019547778.2|AEAL
OG0013039	LOC118465403|XP_035789514.1|AALB	LOC109418078|XP_029726685.1|AEAL
OG0013040	LOC118464824|XP_035788383.1|AALB	LOC109418093|XP_019547822.2|AEAL
OG0013041	LOC118467328|XP_035793558.1|AALB	LOC109418108|XP_029726749.1|AEAL, LOC115259901|XP_029716559.1|AEAL
OG0013042	LOC118462695|XP_035784514.1|AALB	LOC109419657|XP_019549430.2|AEAL, LOC109410007|XP_019539092.2|AEAL
OG0013043	LOC118467713|XP_035794404.1|AALB	LOC109417801|XP_029725493.1|AEAL, LOC115266887|XP_029729348.1|AEAL
OG0013044	LOC118467178|XP_035793254.1|AALB	LOC109403684|XP_029735158.1|AEAL, LOC115270142|XP_029735106.1|AEAL
OG0013047	LOC118466513|XP_035791885.1|AALB	LOC109404556|XP_029730021.1|AEAL, LOC109400568|XP_029729554.1|AEAL
OG0013048	LOC118463367|XP_035785784.1|AALB	LOC109425679|XP_029734698.1|AEAL
OG0013049	LOC118463175|XP_035785474.1|AALB	LOC115269654|XP_029734350.1|AEAL, LOC109425640|XP_019556423.1|AEAL, LOC109423454|XP_019553978.1|AEAL
OG0013051	LOC118467605|XP_035794195.1|AALB	LOC115263323|XP_029722459.1|AEAL, LOC109416939|XP_019546600.2|AEAL
OG0013052	LOC118463239|XP_035785598.1|AALB	LOC109407428|XP_019536011.2|AEAL, LOC109416405|XP_029722344.1|AEAL
OG0013053	LOC118463411|XP_035785856.1|AALB	LOC109430923|XP_029721944.1|AEAL, LOC115263163|XP_029721949.1|AEAL
OG0013054	LOC118463376|XP_035785796.1|AALB	LOC109430862|XP_029715668.1|AEAL, LOC115267513|XP_029730463.1|AEAL
OG0013055	LOC118462602|XP_035784323.1|AALB	LOC109431680|XP_019563482.2|AEAL, LOC109430939|XP_029730415.1|AEAL
OG0013056	LOC118466254|XP_035791199.1|AALB	LOC115258208|XP_029714140.1|AEAL, LOC109398121|XP_029730568.1|AEAL
OG0013057	LOC118463636|XP_035786262.1|AALB	LOC115257248|XP_029712550.1|AEAL, LOC109398066|XP_019525976.2|AEAL, LOC109426373|XP_029715549.1|AEAL
OG0013059	LOC118465709|XP_035790033.1|AALB	LOC109403088|XP_019531373.2|AEAL, LOC109408671|XP_019537577.2|AEAL, LOC109403082|XP_019531368.2|AEAL
OG0013060	LOC118465267|XP_035789188.1|AALB	LOC109408646|XP_019537525.3|AEAL, LOC115270394|XP_029735854.1|AEAL, LOC109408647|XP_019537526.2|AEAL, LOC109622196|XP_019931986.2|AEAL
OG0013061	LOC118464599|XP_035787936.1|AALB	LOC109422468|XP_019552794.2|AEAL, LOC115270426|XP_029736000.1|AEAL, LOC109428664|XP_029735654.1|AEAL
OG0013062	LOC118464074|XP_035787018.1|AALB	LOC115270326|XP_029735641.1|AEAL, LOC109422466|XP_029735653.1|AEAL, LOC109428665|XP_029736001.1|AEAL
OG0013063	LOC118466072|XP_035790829.1|AALB	LOC109430639|XP_029735472.1|AEAL, LOC109423692|XP_029734437.1|AEAL
OG0013064	LOC118465866|XP_035790391.1|AALB	LOC109411119|XP_019540119.2|AEAL, LOC109408180|XP_029728840.1|AEAL
OG0013065	LOC118462597|XP_035784315.1|AALB	LOC109416682|XP_019546287.1|AEAL, LOC109416494|XP_029728921.1|AEAL
OG0013066	LOC118468532|XP_035795303.1|AALB	LOC109414426|XP_029728306.1|AEAL, LOC109622534|XP_029732970.1|AEAL
OG0013068	LOC118456480|XP_035773187.1|AALB	LOC109427878|XP_029734292.1|AEAL, LOC109428190|XP_029728427.1|AEAL
OG0013069	LOC118456478|XP_035773181.1|AALB	LOC109428304|XP_029734298.1|AEAL, LOC109427876|XP_019559004.2|AEAL
OG0013070	LOC118457745|XP_035775450.1|AALB	LOC115254005|XP_029714115.1|AEAL, LOC109622882|XP_019932894.1|AEAL
OG0013071	LOC118459160|XP_035778141.1|AALB	LOC109412383|XP_019541580.2|AEAL, LOC115255761|XP_029709746.1|AEAL
OG0013072	LOC118459770|XP_035779371.1|AALB	LOC115253986|XP_029712682.1|AEAL, LOC109412376|XP_029712980.1|AEAL
OG0013073	LOC118458366|XP_035776649.1|AALB	LOC115259447|XP_029715884.1|AEAL, LOC109401385|XP_029712454.1|AEAL
OG0013074	LOC118457515|XP_035775052.1|AALB	LOC109401435|XP_029712105.1|AEAL, LOC115259404|XP_029715813.1|AEAL
OG0013075	LOC118468627|XP_035795535.1|AALB	LOC109401437|XP_019529540.2|AEAL, LOC109404660|XP_019533133.2|AEAL
OG0013077	LOC118458231|XP_035776393.1|AALB	LOC109622028|XP_019931780.2|AEAL, LOC115264954|XP_029725007.1|AEAL, LOC109418563|XP_019548316.2|AEAL
OG0013078	LOC118460409|XP_035780590.1|AALB	LOC115264939|XP_029724948.1|AEAL, LOC109621934|XP_029724889.1|AEAL
OG0013079	LOC118459017|XP_035777912.1|AALB	LOC115264985|XP_029725026.1|AEAL, LOC109622024|XP_029725024.1|AEAL
OG0013082	LOC118467788|XP_035794542.1|AALB	LOC109425144|XP_029724802.1|AEAL
OG0013083	LOC118459167|XP_035778203.1|AALB	LOC109429410|XP_019560904.2|AEAL
OG0013084	LOC118460498|XP_035780744.1|AALB	LOC109429370|XP_019560813.2|AEAL, LOC115266926|XP_029729476.1|AEAL
OG0013085	LOC118456684|XP_035773563.1|AALB	LOC109409622|XP_019538621.2|AEAL, LOC109413765|XP_019543046.2|AEAL
OG0013087	LOC118456686|XP_035773566.1|AALB	LOC109419603|XP_019549380.2|AEAL
OG0013088	LOC118456673|XP_035773538.1|AALB, LOC118461935|XP_035783703.1|AALB	LOC115258545|XP_029714551.1|AEAL, LOC115258544|XP_029714550.1|AEAL, LOC109398700|XP_029714420.1|AEAL
OG0013089	LOC118456449|XP_035773113.1|AALB	LOC109407206|XP_029714865.1|AEAL, LOC109405864|XP_019534467.2|AEAL
OG0013090	LOC118468704|XP_035795721.1|AALB	LOC115269480|XP_029734114.1|AEAL, LOC109420987|XP_019551006.2|AEAL, LOC109428601|XP_019559945.2|AEAL
OG0013091	LOC118458556|XP_035777088.1|AALB	LOC115269481|XP_029734115.1|AEAL, LOC109429299|XP_029714669.1|AEAL
OG0013092	LOC118468231|XP_035794904.1|AALB	LOC109429025|XP_029724685.1|AEAL, LOC109421034|XP_019551070.2|AEAL, LOC115258753|XP_029714996.1|AEAL
OG0013093	LOC118456216|XP_035772689.1|AALB	LOC115258741|XP_029714967.1|AEAL, LOC109421047|XP_029724688.1|AEAL, LOC109429043|XP_029714924.1|AEAL
OG0013094	LOC118456220|XP_035772697.1|AALB	LOC115258772|XP_029715033.1|AEAL, LOC109429060|XP_029714962.1|AEAL, LOC109421048|XP_029724689.1|AEAL
OG0013095	LOC118461090|XP_035781886.1|AALB	LOC109428584|XP_019559928.2|AEAL, LOC109421076|XP_019551113.2|AEAL
OG0013096	LOC118468289|XP_035794908.1|AALB	LOC109398530|XP_019526459.2|AEAL, LOC109428620|XP_019559951.2|AEAL
OG0013098	LOC118458048|XP_035776066.1|AALB	LOC109417699|XP_019547315.2|AEAL, LOC115255501|XP_029709491.1|AEAL, LOC115255347|XP_029709232.1|AEAL
OG0013099	LOC118460674|XP_035781044.1|AALB	LOC109417725|XP_019547380.2|AEAL, LOC109411727|XP_019541209.2|AEAL
OG0013100	LOC118458850|XP_035777663.1|AALB	LOC109420610|XP_019550517.2|AEAL, LOC109419860|XP_029708878.1|AEAL
OG0013101	LOC118457986|XP_035775943.1|AALB	LOC109420709|XP_019550710.2|AEAL, LOC109419880|XP_029708845.1|AEAL
OG0013103	LOC118466715|XP_035792274.1|AALB	LOC115253700|XP_029708600.1|AEAL, LOC109419759|XP_019549578.1|AEAL
OG0013105	LOC118460304|XP_035780400.1|AALB	LOC109423909|XP_029727245.1|AEAL, LOC115265611|XP_029727284.1|AEAL
OG0013106	LOC118457316|XP_035774697.1|AALB	LOC109407331|XP_029727151.1|AEAL
OG0013108	LOC118459422|XP_035778659.1|AALB	LOC109421447|XP_019551485.2|AEAL, LOC109432562|XP_029726851.1|AEAL
OG0013109	LOC118460406|XP_035780583.1|AALB	LOC109621807|XP_029726951.1|AEAL
OG0013111	LOC118457432|XP_035774910.1|AALB	LOC109429695|XP_019561243.2|AEAL, LOC109407015|XP_019535576.2|AEAL, LOC115262064|XP_029719867.1|AEAL
OG0013112	LOC118458965|XP_035777841.1|AALB, LOC118456290|XP_035772799.1|AALB	LOC109429644|XP_019561191.1|AEAL, LOC109622651|XP_019932617.2|AEAL
OG0013113	LOC118468946|XP_035796188.1|AALB	LOC109623401|XP_029719964.1|AEAL, LOC109429618|XP_019561159.3|AEAL
OG0013115	LOC118457504|XP_035775035.1|AALB	LOC109429883|XP_019561420.2|AEAL
OG0013116	LOC118461283|XP_035782329.1|AALB	LOC109414169|XP_019543497.2|AEAL
OG0013117	LOC118460955|XP_035781624.1|AALB	LOC109414158|XP_019543482.2|AEAL, LOC115254469|XP_029707883.1|AEAL
OG0013118	LOC118457253|XP_035774534.1|AALB	LOC109426319|XP_019557320.2|AEAL, LOC109407238|XP_019535784.2|AEAL
OG0013121	LOC118456941|XP_035773995.1|AALB	LOC109418245|XP_029707560.1|AEAL, LOC109428026|XP_029720730.1|AEAL
OG0013122	LOC118461346|XP_035782454.1|AALB	LOC109418306|XP_029733158.1|AEAL, LOC115253540|XP_029719952.1|AEAL, LOC109428083|XP_029720260.1|AEAL
OG0013123	LOC118462072|XP_035783968.1|AALB	LOC109418351|XP_029721293.1|AEAL
OG0013125	LOC118456739|XP_035773680.1|AALB	LOC109415726|XP_029710353.1|AEAL, LOC109429485|XP_019560987.2|AEAL
OG0013126	LOC118461350|XP_035782470.1|AALB	LOC109429491|XP_029724400.1|AEAL
OG0013127	LOC118461360|XP_035782489.1|AALB	LOC109415718|XP_029724390.1|AEAL
OG0013128	LOC118457757|XP_035775469.1|AALB	LOC109402985|XP_019531253.2|AEAL, LOC109429514|XP_029724630.1|AEAL
OG0013129	LOC118459696|XP_035779230.1|AALB	LOC109399746|XP_019527809.2|AEAL, LOC109413759|XP_019543034.2|AEAL
OG0013130	LOC118459733|XP_035779302.1|AALB	LOC109414512|XP_019543895.2|AEAL, LOC115266390|XP_029728492.1|AEAL
OG0013131	LOC118461812|XP_035783456.1|AALB	LOC115266610|XP_029728934.1|AEAL, LOC109423773|XP_029729071.1|AEAL
OG0013132	LOC118459692|XP_035779221.1|AALB	LOC109410691|XP_029730565.1|AEAL, LOC109410887|XP_029730516.1|AEAL
OG0013133	LOC118461831|XP_035783485.1|AALB	LOC109400863|XP_029730835.1|AEAL, LOC115267743|XP_029730820.1|AEAL
OG0013134	LOC118459032|XP_035777942.1|AALB	LOC109416767|XP_029731082.1|AEAL, LOC109400817|XP_029730997.1|AEAL
OG0013135	LOC118457189|XP_035774431.1|AALB	LOC109423450|XP_019553970.2|AEAL, LOC109414713|XP_019544097.2|AEAL
OG0013136	LOC118466453|XP_035791685.1|AALB	LOC115268070|XP_029731874.1|AEAL, LOC115254839|XP_029708406.1|AEAL
OG0013137	LOC118459930|XP_035779684.1|AALB	LOC115253631|XP_029733295.1|AEAL, LOC109622072|XP_029734184.1|AEAL
OG0013138	LOC118456563|XP_035773325.1|AALB	LOC109622362|XP_019932178.2|AEAL
OG0013140	LOC118458703|XP_035777335.1|AALB	LOC109408437|XP_019537313.1|AEAL
OG0013141	LOC118457132|XP_035774339.1|AALB	LOC109401039|XP_019529063.2|AEAL
OG0013142	LOC118469066|XP_035796440.1|AALB	LOC109424110|XP_019554756.2|AEAL, LOC109408395|XP_019537246.2|AEAL
OG0013143	LOC118458520|XP_035776983.1|AALB	LOC109431883|XP_029727873.1|AEAL
OG0013144	LOC118458505|XP_035776965.1|AALB	LOC115266110|XP_029727928.1|AEAL, LOC109431885|XP_029727913.1|AEAL
OG0013145	LOC118457776|XP_035775499.1|AALB	LOC109412316|XP_029727969.1|AEAL, LOC109422714|XP_029724735.1|AEAL
OG0013148	LOC118460189|XP_035780187.1|AALB	LOC109403731|XP_029718539.1|AEAL
OG0013149	LOC118457224|XP_035774496.1|AALB	LOC109403284|XP_029718637.1|AEAL, LOC109415061|XP_019544461.1|AEAL
OG0013150	LOC118468294|XP_035794914.1|AALB	LOC115255905|XP_029709955.1|AEAL, LOC109414137|XP_019543454.2|AEAL
OG0013153	LOC118458765|XP_035777450.1|AALB	LOC115261504|XP_029719097.1|AEAL, LOC109404459|XP_029719073.1|AEAL
OG0013154	LOC118456403|XP_035772998.1|AALB	LOC109416168|XP_019545687.2|AEAL, LOC115261544|XP_029719246.1|AEAL
OG0013155	LOC118458024|XP_035776022.1|AALB	LOC109416430|XP_029732885.1|AEAL
OG0013156	LOC118467579|XP_035794121.1|AALB	LOC115254231|XP_029734018.1|AEAL, LOC115269433|XP_029734055.1|AEAL
OG0013157	LOC118467449|XP_035793846.1|AALB	LOC109431254|XP_029724286.1|AEAL, LOC109407701|XP_029712378.1|AEAL
OG0013158	LOC118467912|XP_035794739.1|AALB	LOC109431249|XP_029724288.1|AEAL, LOC109400952|XP_029712376.1|AEAL
OG0013159	LOC118465867|XP_035790393.1|AALB	LOC109401563|XP_029724423.1|AEAL, LOC109412619|XP_029724435.1|AEAL
OG0013161	LOC118465281|XP_035789214.1|AALB	LOC115259344|XP_029715734.1|AEAL, LOC109415839|XP_029713054.1|AEAL, LOC115253781|XP_029715746.1|AEAL
OG0013162	LOC118465551|XP_035789773.1|AALB	LOC109418792|XP_019548571.2|AEAL, LOC115257474|XP_029712950.1|AEAL
OG0013163	LOC118467956|XP_035794820.1|AALB	LOC109420362|XP_029713756.1|AEAL, LOC109401661|XP_029712858.1|AEAL
OG0013164	LOC118464434|XP_035787699.1|AALB	LOC115257502|XP_029713014.1|AEAL, LOC109402340|XP_019530553.2|AEAL
OG0013165	LOC118464934|XP_035788600.1|AALB	LOC115257437|XP_029712883.1|AEAL, LOC109420387|XP_019550269.2|AEAL
OG0013166	LOC118464935|XP_035788602.1|AALB	LOC109402328|XP_019530537.2|AEAL, LOC109420416|XP_019550296.2|AEAL
OG0013167	LOC118467041|XP_035792919.1|AALB	LOC115257852|XP_029713668.1|AEAL, LOC115257631|XP_029713318.1|AEAL, LOC115257606|XP_029713272.1|AEAL, LOC109403410|XP_019531782.2|AEAL
OG0013168	LOC118464136|XP_035787132.1|AALB	LOC115257573|XP_029713208.1|AEAL, LOC109403423|XP_019531795.2|AEAL, LOC109416733|XP_019546328.1|AEAL, LOC115257743|XP_029713512.1|AEAL
OG0013169	LOC118464443|XP_035787715.1|AALB	LOC109400001|XP_019528006.2|AEAL, LOC109403474|XP_019531848.2|AEAL
OG0013170	LOC118465516|XP_035789727.1|AALB	LOC115257559|XP_029713179.1|AEAL, LOC115257694|XP_029713422.1|AEAL
OG0013171	LOC118467438|XP_035793836.1|AALB	LOC109422444|XP_029713373.1|AEAL, LOC109400000|XP_029713531.1|AEAL
OG0013172	LOC118463232|XP_035785578.1|AALB	LOC109431537|XP_029713466.1|AEAL, LOC109422419|XP_029713690.1|AEAL, LOC115257871|XP_029713689.1|AEAL, LOC115257493|XP_029713000.1|AEAL
OG0013173	LOC118466672|XP_035792168.1|AALB	LOC109418682|XP_029712924.1|AEAL, LOC109414781|XP_029712838.1|AEAL
OG0013174	LOC118467822|XP_035794604.1|AALB	LOC115267434|XP_029730288.1|AEAL
OG0013175	LOC118463388|XP_035785827.1|AALB	LOC109407806|XP_029719458.1|AEAL, LOC109431057|XP_019562739.2|AEAL
OG0013176	LOC118467540|XP_035794032.1|AALB	LOC109426905|XP_019558008.2|AEAL
OG0013177	LOC118467844|XP_035794641.1|AALB	LOC109412764|XP_019541922.1|AEAL, LOC109397419|XP_019525284.1|AEAL
OG0013178	LOC118465464|XP_035789654.1|AALB	LOC109421952|XP_029720917.1|AEAL, LOC109408616|XP_029720890.1|AEAL
OG0013180	LOC118463195|XP_035785521.1|AALB	LOC109421943|XP_029720927.1|AEAL
OG0013181	LOC118463920|XP_035786770.1|AALB	LOC109421937|XP_029720932.1|AEAL, LOC109421936|XP_019552113.2|AEAL, LOC109421938|XP_019552117.2|AEAL
OG0013182	LOC118466894|XP_035792642.1|AALB	LOC109428987|XP_029730891.1|AEAL, LOC109428986|XP_019560376.2|AEAL
OG0013183	LOC118465139|XP_035788970.1|AALB, LOC118464245|XP_035787339.1|AALB	LOC109432321|XP_029731014.1|AEAL
OG0013184	LOC118467319|XP_035793550.1|AALB	LOC109397056|XP_019524922.2|AEAL, LOC115267799|XP_029730981.1|AEAL
OG0013185	LOC118467463|XP_035793866.1|AALB	LOC109397053|XP_029730937.1|AEAL
OG0013186	LOC118463143|XP_035785398.1|AALB	LOC109409870|XP_019538925.2|AEAL
OG0013187	LOC118462646|XP_035784388.1|AALB	LOC109399858|XP_029731210.1|AEAL
OG0013188	LOC118465490|XP_035789686.1|AALB	LOC109421144|XP_019551181.2|AEAL
OG0013190	LOC118465677|XP_035790001.1|AALB, LOC118462659|XP_035784439.1|AALB	LOC109426515|XP_019557591.2|AEAL, LOC109408355|XP_029731350.1|AEAL
OG0013191	LOC118465202|XP_035789079.1|AALB	LOC109403501|XP_019531869.2|AEAL
OG0013192	LOC118462505|XP_035784123.1|AALB	LOC109433445|XP_029731677.1|AEAL, LOC115259660|XP_029716303.1|AEAL, LOC115258424|XP_029714379.1|AEAL
OG0013195	LOC118465986|XP_035790660.1|AALB	LOC109621466|XP_029731723.1|AEAL, LOC115267985|XP_029731710.1|AEAL
OG0013196	LOC118464261|XP_035787393.1|AALB	LOC109621464|XP_029731754.1|AEAL, LOC115268202|XP_029732113.1|AEAL
OG0013198	LOC118456602|XP_035773395.1|AALB, LOC118463590|XP_035786143.1|AALB	LOC115268005|XP_029731752.1|AEAL
OG0013199	LOC118467571|XP_035794096.1|AALB	LOC109407611|XP_019536283.2|AEAL, LOC109425931|XP_029731907.1|AEAL
OG0013200	LOC118467574|XP_035794105.1|AALB	LOC115270961|XP_029736190.1|AEAL, LOC109425926|XP_029731909.1|AEAL
OG0013201	LOC118463758|XP_035786458.1|AALB	LOC109407553|XP_029720421.1|AEAL
OG0013202	LOC118457733|XP_035775420.1|AALB	LOC115263830|XP_029723061.1|AEAL, LOC115253806|XP_029720528.1|AEAL, LOC109425420|XP_029722825.1|AEAL, LOC109432201|XP_019564066.1|AEAL
OG0013204	LOC118456359|XP_035772922.1|AALB	LOC115266833|XP_029729287.1|AEAL, LOC115264159|XP_029723401.1|AEAL, LOC109398362|XP_019526255.2|AEAL
OG0013210	LOC118466722|XP_035792281.1|AALB	LOC109403091|XP_019531374.2|AEAL, LOC115269772|XP_029734448.1|AEAL, LOC109403129|XP_019531416.2|AEAL, LOC109404324|XP_019532701.2|AEAL
OG0013366	LOC118465583|XP_035789845.1|AALB	LOC109413251|XP_019542529.2|AEAL
OG0013367	LOC118458995|XP_035777888.1|AALB	LOC109413212|XP_019542480.2|AEAL
OG0013368	LOC118468322|XP_035794998.1|AALB	LOC115253609|XP_029718277.1|AEAL, LOC109424963|XP_019555701.2|AEAL, LOC115261055|XP_029718283.1|AEAL
