Orthogroup	AALB.longest_only	DALB.longest_only
OG0007779	LOC118465472|XP_035789664.1|AALB	LOC117567934|XP_034104114.1|DALB
OG0007780	LOC118465513|XP_035789728.1|AALB	LOC117567468|XP_034103383.1|DALB
OG0007781	LOC118459370|XP_035778564.1|AALB	LOC117568613|XP_034105269.1|DALB
OG0007782	LOC118459432|XP_035778674.1|AALB	LOC117570220|XP_034107648.1|DALB
OG0007783	LOC118458025|XP_035776024.1|AALB	LOC117563604|XP_034097893.1|DALB
OG0007784	LOC118467381|XP_035793754.1|AALB	LOC117574122|XP_034113666.1|DALB
OG0007785	LOC118460838|XP_035781413.1|AALB	LOC117575961|XP_034116334.1|DALB
OG0007786	LOC118460134|XP_035780091.1|AALB	LOC117565842|XP_034101049.1|DALB
OG0007787	LOC118457809|XP_035775556.1|AALB	LOC117575630|XP_034115798.1|DALB
OG0007788	LOC118468319|XP_035794957.1|AALB	LOC117576776|XP_034117720.1|DALB
OG0007790	LOC118460940|XP_035781597.1|AALB	LOC117576801|XP_034117751.1|DALB
OG0007792	LOC118460537|XP_035780817.1|AALB	LOC117574515|XP_034114269.1|DALB
OG0007793	LOC118460081|XP_035779988.1|AALB	LOC117576497|XP_034117167.1|DALB
OG0007794	LOC118460665|XP_035781028.1|AALB	LOC117578315|XP_034119661.1|DALB
OG0007795	LOC118458115|XP_035776182.1|AALB	LOC117572601|XP_034111417.1|DALB
OG0007796	LOC118459039|XP_035777952.1|AALB	LOC117573662|XP_034112881.1|DALB
OG0007797	LOC118457292|XP_035774647.1|AALB	LOC117574597|XP_034114373.1|DALB
OG0007798	LOC118457294|XP_035774652.1|AALB	LOC117574599|XP_034114377.1|DALB
OG0007799	LOC118457830|XP_035775598.1|AALB	LOC117573774|XP_034113064.1|DALB
OG0007800	LOC118462038|XP_035783905.1|AALB	LOC117574746|XP_034114574.1|DALB
OG0007802	LOC118461388|XP_035782542.1|AALB	LOC117576952|XP_034118006.1|DALB
OG0007803	LOC118461597|XP_035782994.1|AALB	LOC117573433|XP_034112539.1|DALB
OG0007804	LOC118460901|XP_035781537.1|AALB	LOC117577779|XP_034118589.1|DALB
OG0007805	LOC118460908|XP_035781551.1|AALB	LOC117577784|XP_034118600.1|DALB
OG0007806	LOC118460902|XP_035781538.1|AALB	LOC117577781|XP_034118596.1|DALB
OG0007807	LOC118461621|XP_035783060.1|AALB, LOC118461676|XP_035783160.1|AALB	LOC117565585|XP_034100673.1|DALB
OG0007808	LOC118458041|XP_035776053.1|AALB	LOC117575408|XP_034115478.1|DALB
OG0007809	LOC118469013|XP_035796347.1|AALB	LOC117577974|XP_034118946.1|DALB
OG0007810	LOC118469010|XP_035796337.1|AALB	LOC117563688|XP_034098011.1|DALB
OG0007811	LOC118462043|XP_035783913.1|AALB	LOC117575646|XP_034115818.1|DALB
OG0007812	LOC118462039|XP_035783907.1|AALB	LOC117567038|XP_034102642.1|DALB
OG0007813	LOC118456276|XP_035772782.1|AALB	LOC117574130|XP_034113679.1|DALB
OG0007814	LOC118458318|XP_035776554.1|AALB	LOC117564392|XP_034099006.1|DALB
OG0007815	LOC118460946|XP_035781607.1|AALB	LOC117565331|XP_034100272.1|DALB
OG0007816	LOC118460456|XP_035780670.1|AALB	LOC117571504|XP_034109563.1|DALB
OG0007817	LOC118460454|XP_035780667.1|AALB	LOC117574707|XP_034114511.1|DALB
OG0007818	LOC118458467|XP_035776880.1|AALB	LOC117573482|XP_034112599.1|DALB
OG0007819	LOC118460556|XP_035780846.1|AALB	LOC117565478|XP_034100476.1|DALB
OG0007820	LOC118457057|XP_035774198.1|AALB	LOC117576531|XP_034117245.1|DALB
OG0007821	LOC118458614|XP_035777184.1|AALB	LOC117574857|XP_034114764.1|DALB
OG0007822	LOC118458612|XP_035777181.1|AALB	LOC117574856|XP_034114763.1|DALB
OG0007823	LOC118466764|XP_035792381.1|AALB	LOC117575874|XP_034116195.1|DALB
OG0007824	LOC118460811|XP_035781321.1|AALB	LOC117574870|XP_034114779.1|DALB
OG0007825	LOC118459490|XP_035778801.1|AALB	LOC117573951|XP_034113368.1|DALB
OG0007827	LOC118458129|XP_035776203.1|AALB	LOC117578089|XP_034119145.1|DALB
OG0007828	LOC118464782|XP_035788305.1|AALB	LOC117567192|XP_034102912.1|DALB
OG0007830	LOC118456262|XP_035772756.1|AALB	LOC117575467|XP_034115573.1|DALB
OG0007831	LOC118457754|XP_035775463.1|AALB	LOC117578175|XP_034119357.1|DALB
OG0007832	LOC118459589|XP_035779010.1|AALB	LOC117568591|XP_034105228.1|DALB
OG0007833	LOC118458802|XP_035777558.1|AALB	LOC117566274|XP_034101699.1|DALB
OG0007834	LOC118461380|XP_035782526.1|AALB	LOC117575528|XP_034115667.1|DALB
OG0007835	LOC118460479|XP_035780713.1|AALB	LOC117574325|XP_034114026.1|DALB
OG0007836	LOC118461492|XP_035782767.1|AALB	LOC117575895|XP_034116229.1|DALB
OG0007837	LOC118458405|XP_035776713.1|AALB	LOC117573445|XP_034112557.1|DALB
OG0007838	LOC118456161|XP_035772577.1|AALB	LOC117574749|XP_034114580.1|DALB
OG0007839	LOC118468927|XP_035796139.1|AALB	LOC117563588|XP_034097868.1|DALB
OG0007840	LOC118458253|XP_035776435.1|AALB	LOC117576769|XP_034117711.1|DALB
OG0007841	LOC118456926|XP_035773949.1|AALB	LOC117573716|XP_034112976.1|DALB
OG0007842	LOC118461363|XP_035782494.1|AALB	LOC117573652|XP_034112866.1|DALB
OG0007843	LOC118462070|XP_035783959.1|AALB	LOC117573577|XP_034112756.1|DALB
OG0007844	LOC118458097|XP_035776158.1|AALB	LOC117571283|XP_034109237.1|DALB
OG0007845	LOC118458107|XP_035776173.1|AALB	LOC117574771|XP_034114606.1|DALB
OG0007846	LOC118468686|XP_035795693.1|AALB	LOC117569171|XP_034106133.1|DALB
OG0007847	LOC118456589|XP_035773380.1|AALB	LOC117576518|XP_034117218.1|DALB
OG0007848	LOC118457094|XP_035774275.1|AALB	LOC117573480|XP_034112598.1|DALB
OG0007849	LOC118458993|XP_035777885.1|AALB	LOC117573794|XP_034113093.1|DALB
OG0007850	LOC118458989|XP_035777881.1|AALB	LOC117573793|XP_034113091.1|DALB
OG0007852	LOC118460383|XP_035780535.1|AALB	LOC117576246|XP_034116758.1|DALB
OG0007853	LOC118458789|XP_035777523.1|AALB	LOC117573394|XP_034112488.1|DALB
OG0007854	LOC118468568|XP_035795389.1|AALB	LOC117576975|XP_034118045.1|DALB
OG0007855	LOC118459189|XP_035778239.1|AALB	LOC117574903|XP_034114832.1|DALB
OG0007856	LOC118458697|XP_035777329.1|AALB	LOC117573485|XP_034112603.1|DALB
OG0007857	LOC118461655|XP_035783126.1|AALB	LOC117575069|XP_034115048.1|DALB
OG0007858	LOC118468313|XP_035794949.1|AALB	LOC117565958|XP_034101244.1|DALB
OG0007859	LOC118459827|XP_035779482.1|AALB	LOC117577543|XP_034118262.1|DALB
OG0007860	LOC118468563|XP_035795368.1|AALB	LOC117575010|XP_034114977.1|DALB
OG0007861	LOC118457553|XP_035775113.1|AALB	LOC117573275|XP_034112249.1|DALB
OG0007863	LOC118461677|XP_035783161.1|AALB, LOC118461678|XP_035783162.1|AALB	LOC117564696|XP_034099460.1|DALB
OG0007864	LOC118456784|XP_035773753.1|AALB	LOC117576802|XP_034117753.1|DALB
OG0007865	LOC118456718|XP_035773648.1|AALB	LOC117568942|XP_034105771.1|DALB
OG0007866	LOC118459563|XP_035778955.1|AALB	LOC117575102|XP_034115096.1|DALB
OG0007868	LOC118458052|XP_035776069.1|AALB	LOC117575363|XP_034115417.1|DALB
OG0007869	LOC118461292|XP_035782358.1|AALB	LOC117567096|XP_034102770.1|DALB
OG0007870	LOC118463895|XP_035786718.1|AALB	LOC117566847|XP_034102329.1|DALB
OG0007871	LOC118464868|XP_035788483.1|AALB	LOC117577752|XP_034118554.1|DALB
OG0007872	LOC118464825|XP_035788388.1|AALB	LOC117572702|XP_034111649.1|DALB
OG0007874	LOC118467049|XP_035792936.1|AALB	LOC117576957|XP_034118018.1|DALB
OG0007875	LOC118462974|XP_035785036.1|AALB	LOC117568421|XP_034104957.1|DALB
OG0007876	LOC118464856|XP_035788457.1|AALB	LOC117569855|XP_034107083.1|DALB
OG0007877	LOC118466828|XP_035792516.1|AALB	LOC117570644|XP_034108306.1|DALB
OG0007878	LOC118465410|XP_035789525.1|AALB	LOC117568334|XP_034104809.1|DALB
OG0007880	LOC118463157|XP_035785433.1|AALB	LOC117570308|XP_034107771.1|DALB
OG0007881	LOC118463702|XP_035786379.1|AALB	LOC117570998|XP_034108838.1|DALB
OG0007882	LOC118466765|XP_035792379.1|AALB	LOC117568595|XP_034105234.1|DALB
OG0007883	LOC118466763|XP_035792370.1|AALB	LOC117567446|XP_034103344.1|DALB
OG0007884	LOC118466094|XP_035790900.1|AALB	LOC117566802|XP_034102240.1|DALB
OG0007885	LOC118465529|XP_035789748.1|AALB	LOC117568233|XP_034104598.1|DALB
OG0007886	LOC118467340|XP_035793608.1|AALB	LOC117563694|XP_034098029.1|DALB
OG0007887	LOC118464467|XP_035787768.1|AALB	LOC117568594|XP_034105233.1|DALB
OG0007888	LOC118467081|XP_035793013.1|AALB	LOC117567658|XP_034103667.1|DALB
OG0007889	LOC118467091|XP_035793029.1|AALB	LOC117570177|XP_034107544.1|DALB
OG0007890	LOC118463212|XP_035785547.1|AALB	LOC117572556|XP_034111319.1|DALB
OG0007891	LOC118464090|XP_035787048.1|AALB	LOC117573756|XP_034113031.1|DALB
OG0007892	LOC118462650|XP_035784396.1|AALB	LOC117566978|XP_034102531.1|DALB
OG0007893	LOC118466284|XP_035791262.1|AALB	LOC117572169|XP_034110710.1|DALB
OG0007894	LOC118463540|XP_035786052.1|AALB	LOC117568878|XP_034105659.1|DALB
OG0007895	LOC118463539|XP_035786048.1|AALB	LOC117569739|XP_034106913.1|DALB
OG0007896	LOC118466432|XP_035791622.1|AALB	LOC117566372|XP_034101761.1|DALB
OG0007897	LOC118462885|XP_035784860.1|AALB	LOC117568822|XP_034105588.1|DALB
OG0007898	LOC118467506|XP_035793951.1|AALB	LOC117568900|XP_034105694.1|DALB
OG0007899	LOC118462687|XP_035784494.1|AALB	LOC117572311|XP_034110933.1|DALB
OG0007900	LOC118463615|XP_035786201.1|AALB	LOC117567135|XP_034102836.1|DALB
OG0007901	LOC118462909|XP_035784903.1|AALB	LOC117567596|XP_034103571.1|DALB
OG0007902	LOC118468845|XP_035795982.1|AALB	LOC117576557|XP_034117289.1|DALB
OG0007903	LOC118466224|XP_035791152.1|AALB	LOC117568727|XP_034105437.1|DALB
OG0007904	LOC118466225|XP_035791153.1|AALB	LOC117572300|XP_034110903.1|DALB
OG0007905	LOC118458716|XP_035777354.1|AALB	LOC117564724|XP_034099497.1|DALB
OG0007906	LOC118464496|XP_035787817.1|AALB	LOC117572509|XP_034111253.1|DALB
OG0007907	LOC118466275|XP_035791241.1|AALB	LOC117572361|XP_034111015.1|DALB
OG0007908	LOC118466278|XP_035791248.1|AALB	LOC117572362|XP_034111016.1|DALB
OG0007909	LOC118467371|XP_035793677.1|AALB	LOC117566300|XP_034101701.1|DALB
OG0007911	LOC118464311|XP_035787495.1|AALB	LOC117568987|XP_034105850.1|DALB
OG0007912	LOC118464314|XP_035787503.1|AALB	LOC117568991|XP_034105853.1|DALB
OG0007913	LOC118464316|XP_035787505.1|AALB	LOC117568993|XP_034105856.1|DALB
OG0007914	LOC118466442|XP_035791644.1|AALB	LOC117570915|XP_034108714.1|DALB
OG0007915	LOC118466347|XP_035791371.1|AALB	LOC117567684|XP_034103699.1|DALB
OG0007917	LOC118466756|XP_035792349.1|AALB	LOC117568575|XP_034105195.1|DALB
OG0007918	LOC118467804|XP_035794571.1|AALB	LOC117570066|XP_034107392.1|DALB
OG0007919	LOC118466906|XP_035792663.1|AALB	LOC117566641|XP_034102074.1|DALB
OG0007920	LOC118466912|XP_035792670.1|AALB	LOC117571178|XP_034109097.1|DALB
OG0007921	LOC118464026|XP_035786975.1|AALB	LOC117569440|XP_034106494.1|DALB
OG0007922	LOC118456930|XP_035773965.1|AALB	LOC117574700|XP_034114503.1|DALB
OG0007923	LOC118465895|XP_035790439.1|AALB	LOC117566733|XP_034102170.1|DALB
OG0007924	LOC118463576|XP_035786109.1|AALB	LOC117572213|XP_034110776.1|DALB
OG0007925	LOC118464399|XP_035787646.1|AALB	LOC117570437|XP_034107985.1|DALB, LOC117566555|XP_034101987.1|DALB
OG0007926	LOC118457558|XP_035775122.1|AALB	LOC117566401|XP_034101805.1|DALB
OG0007927	LOC118458139|XP_035776223.1|AALB	LOC117564133|XP_034098684.1|DALB
OG0007928	LOC118461869|XP_035783584.1|AALB	LOC117563340|XP_034097506.1|DALB
OG0007929	LOC118457730|XP_035775415.1|AALB	LOC117563316|XP_034097465.1|DALB
OG0007930	LOC118456901|XP_035773918.1|AALB	LOC117566799|XP_034102232.1|DALB
OG0007931	LOC118457040|XP_035774175.1|AALB	LOC117563397|XP_034097621.1|DALB
OG0007932	LOC118461846|XP_035783521.1|AALB	LOC117576074|XP_034116507.1|DALB
OG0007933	LOC118456481|XP_035773188.1|AALB	LOC117575350|XP_034115407.1|DALB
OG0007934	LOC118459157|XP_035778138.1|AALB	LOC117564843|XP_034099667.1|DALB
OG0007936	LOC118457675|XP_035775325.1|AALB	LOC117563666|XP_034097975.1|DALB
OG0007937	LOC118457175|XP_035774400.1|AALB	LOC117564002|XP_034098483.1|DALB
OG0007939	LOC118457851|XP_035775631.1|AALB	LOC117565985|XP_034101288.1|DALB
OG0007940	LOC118457384|XP_035774811.1|AALB	LOC117565983|XP_034101282.1|DALB
OG0007941	LOC118458354|XP_035776598.1|AALB	LOC117567197|XP_034102917.1|DALB
OG0007942	LOC118468922|XP_035796125.1|AALB	LOC117578008|XP_034119037.1|DALB
OG0007944	LOC118459768|XP_035779356.1|AALB	LOC117568983|XP_034105840.1|DALB
OG0007945	LOC118456855|XP_035773848.1|AALB	LOC117563603|XP_034097888.1|DALB
OG0007946	LOC118456965|XP_035774048.1|AALB	LOC117564560|XP_034099284.1|DALB
OG0007948	LOC118456159|XP_035772575.1|AALB	LOC117563572|XP_034097846.1|DALB
OG0007949	LOC118457326|XP_035774712.1|AALB	LOC117565592|XP_034100686.1|DALB
OG0007950	LOC118461542|XP_035782881.1|AALB	LOC117565741|XP_034100878.1|DALB
OG0007951	LOC118461544|XP_035782885.1|AALB	LOC117563267|XP_034097385.1|DALB
OG0007952	LOC118461545|XP_035782887.1|AALB	LOC117566130|XP_034101502.1|DALB
OG0007953	LOC118461872|XP_035783597.1|AALB	LOC117563621|XP_034097912.1|DALB
OG0007954	LOC118457935|XP_035775840.1|AALB	LOC117565617|XP_034100714.1|DALB
OG0007955	LOC118468538|XP_035795314.1|AALB	LOC117565895|XP_034101128.1|DALB
OG0007956	LOC118458010|XP_035776000.1|AALB	LOC117565935|XP_034101211.1|DALB
OG0007957	LOC118457870|XP_035775677.1|AALB	LOC117564848|XP_034099673.1|DALB
OG0007958	LOC118456970|XP_035774057.1|AALB	LOC117574349|XP_034114065.1|DALB
OG0007959	LOC118456499|XP_035773221.1|AALB	LOC117564979|XP_034099816.1|DALB
OG0007961	LOC118458304|XP_035776527.1|AALB	LOC117575655|XP_034115832.1|DALB
OG0007962	LOC118456180|XP_035772624.1|AALB	LOC117564446|XP_034099106.1|DALB
OG0007965	LOC118458825|XP_035777602.1|AALB	LOC117563855|XP_034098275.1|DALB
OG0007966	LOC118456909|XP_035773928.1|AALB	LOC117566147|XP_034101525.1|DALB
OG0007967	LOC118461739|XP_035783330.1|AALB	LOC117565389|XP_034100360.1|DALB
OG0007968	LOC118457601|XP_035775195.1|AALB	LOC117563800|XP_034098223.1|DALB
OG0007969	LOC118460525|XP_035780797.1|AALB	LOC117564085|XP_034098605.1|DALB
OG0007970	LOC118461429|XP_035782630.1|AALB	LOC117568978|XP_034105829.1|DALB
OG0007971	LOC118460671|XP_035781040.1|AALB	LOC117569455|XP_034106514.1|DALB
OG0007973	LOC118466959|XP_035792757.1|AALB	LOC117565342|XP_034100287.1|DALB
OG0007974	LOC118458899|XP_035777751.1|AALB	LOC117565547|XP_034100638.1|DALB
OG0007975	LOC118457981|XP_035775926.1|AALB	LOC117575719|XP_034115948.1|DALB
OG0007976	LOC118456808|XP_035773791.1|AALB	LOC117565141|XP_034100047.1|DALB
OG0007977	LOC118462051|XP_035783927.1|AALB	LOC117563410|XP_034097633.1|DALB
OG0007978	LOC118462054|XP_035783933.1|AALB	LOC117563608|XP_034097896.1|DALB
OG0007979	LOC118458007|XP_035775985.1|AALB	LOC117564028|XP_034098521.1|DALB
OG0007980	LOC118458677|XP_035777282.1|AALB	LOC117565787|XP_034100955.1|DALB
OG0007981	LOC118458678|XP_035777283.1|AALB	LOC117578172|XP_034119353.1|DALB
OG0007982	LOC118458672|XP_035777275.1|AALB	LOC117565864|XP_034101087.1|DALB
OG0007983	LOC118458717|XP_035777355.1|AALB	LOC117565262|XP_034100176.1|DALB
OG0007984	LOC118460979|XP_035781686.1|AALB	LOC117563441|XP_034097668.1|DALB
OG0007985	LOC118457538|XP_035775084.1|AALB	LOC117566046|XP_034101387.1|DALB
OG0007986	LOC118458272|XP_035776480.1|AALB	LOC117563612|XP_034097904.1|DALB
OG0007987	LOC118461191|XP_035782116.1|AALB	LOC117564376|XP_034098986.1|DALB
OG0007988	LOC118458419|XP_035776754.1|AALB	LOC117564455|XP_034099128.1|DALB
OG0007989	LOC118461217|XP_035782175.1|AALB	LOC117565377|XP_034100342.1|DALB
OG0007992	LOC118459282|XP_035778421.1|AALB	LOC117565949|XP_034101227.1|DALB
OG0007994	LOC118456375|XP_035772952.1|AALB	LOC117565979|XP_034101273.1|DALB
OG0007996	LOC118461403|XP_035782569.1|AALB	LOC117578195|XP_034119404.1|DALB
OG0007997	LOC118460530|XP_035780804.1|AALB	LOC117568489|XP_034105067.1|DALB
OG0007998	LOC118460513|XP_035780772.1|AALB	LOC117563936|XP_034098400.1|DALB
OG0008001	LOC118456169|XP_035772606.1|AALB	LOC117564006|XP_034098489.1|DALB
OG0008002	LOC118462013|XP_035783852.1|AALB	LOC117563563|XP_034097833.1|DALB
OG0008003	LOC118456446|XP_035773102.1|AALB	LOC117564007|XP_034098490.1|DALB
OG0008004	LOC118462022|XP_035783875.1|AALB	LOC117572301|XP_034110907.1|DALB
OG0008005	LOC118462021|XP_035783873.1|AALB	LOC117573684|XP_034112925.1|DALB
OG0008006	LOC118456649|XP_035773480.1|AALB	LOC117571836|XP_034110116.1|DALB
OG0008007	LOC118456415|XP_035773024.1|AALB	LOC117564127|XP_034098682.1|DALB
OG0008008	LOC118460398|XP_035780569.1|AALB	LOC117566982|XP_034102536.1|DALB
OG0008010	LOC118461420|XP_035782610.1|AALB	LOC117570111|XP_034107466.1|DALB
OG0008011	LOC118456714|XP_035773643.1|AALB	LOC117568422|XP_034104962.1|DALB
OG0008012	LOC118456711|XP_035773639.1|AALB	LOC117569770|XP_034106955.1|DALB
OG0008013	LOC118459895|XP_035779603.1|AALB	LOC117570144|XP_034107499.1|DALB
OG0008014	LOC118461281|XP_035782327.1|AALB	LOC117575266|XP_034115292.1|DALB
OG0008015	LOC118468841|XP_035795976.1|AALB	LOC117567184|XP_034102900.1|DALB
OG0008016	LOC118468847|XP_035795983.1|AALB	LOC117567186|XP_034102902.1|DALB
OG0008017	LOC118457565|XP_035775131.1|AALB	LOC117578012|XP_034119001.1|DALB
OG0008018	LOC118459846|XP_035779507.1|AALB	LOC117576645|XP_034117472.1|DALB
OG0008019	LOC118456304|XP_035772835.1|AALB	LOC117573635|XP_034112838.1|DALB
OG0008020	LOC118456940|XP_035773989.1|AALB	LOC117575189|XP_034115192.1|DALB
OG0008021	LOC118458760|XP_035777446.1|AALB	LOC117567977|XP_034104222.1|DALB
OG0008023	LOC118456633|XP_035773453.1|AALB	LOC117571688|XP_034109832.1|DALB
OG0008024	LOC118456640|XP_035773468.1|AALB	LOC117577814|XP_034118636.1|DALB
OG0008025	LOC118461223|XP_035782201.1|AALB	LOC117572952|XP_034111819.1|DALB
OG0008026	LOC118458966|XP_035777842.1|AALB	LOC117569464|XP_034106526.1|DALB
OG0008027	LOC118456473|XP_035773166.1|AALB	LOC117578130|XP_034119227.1|DALB
OG0008028	LOC118459482|XP_035778787.1|AALB	LOC117574756|XP_034114590.1|DALB
OG0008029	LOC118461348|XP_035782460.1|AALB	LOC117576759|XP_034117695.1|DALB
OG0008030	LOC118459855|XP_035779519.1|AALB	LOC117575067|XP_034115046.1|DALB
OG0008031	LOC118459859|XP_035779525.1|AALB	LOC117564104|XP_034098641.1|DALB
OG0008034	LOC118462062|XP_035783943.1|AALB	LOC117566743|XP_034102181.1|DALB
OG0008035	LOC118456606|XP_035773402.1|AALB	LOC117574590|XP_034114367.1|DALB
OG0008036	LOC118460260|XP_035780325.1|AALB	LOC117576796|XP_034117747.1|DALB
OG0008037	LOC118460265|XP_035780331.1|AALB	LOC117574052|XP_034113554.1|DALB
OG0008038	LOC118458691|XP_035777322.1|AALB	LOC117572218|XP_034110789.1|DALB
OG0008042	LOC118467048|XP_035792933.1|AALB	LOC117576012|XP_034116410.1|DALB
OG0008043	LOC118457459|XP_035774957.1|AALB	LOC117578283|XP_034119611.1|DALB
OG0008044	LOC118460335|XP_035780444.1|AALB	LOC117568601|XP_034105248.1|DALB
OG0008045	LOC118468997|XP_035796319.1|AALB	LOC117573806|XP_034113112.1|DALB
OG0008047	LOC118468500|XP_035795227.1|AALB	LOC117575727|XP_034115961.1|DALB
OG0008049	LOC118468497|XP_035795221.1|AALB	LOC117575722|XP_034115953.1|DALB
OG0008050	LOC118468486|XP_035795202.1|AALB	LOC117574312|XP_034114012.1|DALB
OG0008051	LOC118459928|XP_035779683.1|AALB	LOC117574241|XP_034113846.1|DALB
OG0008052	LOC118461099|XP_035781906.1|AALB	LOC117575157|XP_034115151.1|DALB
OG0008053	LOC118459346|XP_035778514.1|AALB	LOC117573117|XP_034111934.1|DALB
OG0008054	LOC118457591|XP_035775174.1|AALB	LOC117568318|XP_034104786.1|DALB
OG0008055	LOC118457592|XP_035775178.1|AALB	LOC117573373|XP_034112405.1|DALB
OG0008056	LOC118461826|XP_035783476.1|AALB	LOC117577696|XP_034118487.1|DALB
OG0008057	LOC118459973|XP_035779761.1|AALB	LOC117574820|XP_034114680.1|DALB
OG0008058	LOC118458549|XP_035777077.1|AALB	LOC117574332|XP_034114036.1|DALB
OG0008059	LOC118461717|XP_035783269.1|AALB	LOC117576706|XP_034117612.1|DALB
OG0008060	LOC118456669|XP_035773534.1|AALB	LOC117575013|XP_034114981.1|DALB
OG0008061	LOC118460194|XP_035780192.1|AALB	LOC117577771|XP_034118578.1|DALB
OG0008062	LOC118459799|XP_035779427.1|AALB	LOC117564381|XP_034098995.1|DALB
OG0008063	LOC118457210|XP_035774469.1|AALB	LOC117576014|XP_034116411.1|DALB
OG0008064	LOC118460131|XP_035780075.1|AALB	LOC117571737|XP_034109949.1|DALB
OG0008065	LOC118459715|XP_035779268.1|AALB	LOC117573740|XP_034113013.1|DALB
OG0008066	LOC118461956|XP_035783744.1|AALB	LOC117578185|XP_034119389.1|DALB
OG0008067	LOC118458908|XP_035777763.1|AALB	LOC117578401|XP_034119750.1|DALB
OG0008068	LOC118457343|XP_035774734.1|AALB	LOC117577639|XP_034118399.1|DALB
OG0008069	LOC118461591|XP_035782987.1|AALB	LOC117574030|XP_034113515.1|DALB
OG0008071	LOC118458132|XP_035776211.1|AALB	LOC117565610|XP_034100709.1|DALB
OG0008072	LOC118461611|XP_035783041.1|AALB	LOC117578313|XP_034119657.1|DALB
OG0008073	LOC118458535|XP_035777009.1|AALB	LOC117570667|XP_034108350.1|DALB
OG0008074	LOC118458425|XP_035776773.1|AALB	LOC117577671|XP_034118450.1|DALB
OG0008075	LOC118461393|XP_035782549.1|AALB	LOC117569185|XP_034106145.1|DALB
OG0008076	LOC118459072|XP_035778005.1|AALB	LOC117578317|XP_034119663.1|DALB
OG0008077	LOC118468546|XP_035795333.1|AALB	LOC117575637|XP_034115808.1|DALB
OG0008078	LOC118468545|XP_035795331.1|AALB	LOC117563618|XP_034097913.1|DALB
OG0008079	LOC118457268|XP_035774553.1|AALB	LOC117577707|XP_034118500.1|DALB
OG0008080	LOC118460651|XP_035781008.1|AALB	LOC117566506|XP_034101974.1|DALB
OG0008081	LOC118460655|XP_035781011.1|AALB	LOC117575169|XP_034115172.1|DALB
OG0008082	LOC118457215|XP_035774483.1|AALB	LOC117576617|XP_034117418.1|DALB
OG0008083	LOC118460054|XP_035779928.1|AALB	LOC117575405|XP_034115476.1|DALB
OG0008086	LOC118459972|XP_035779755.1|AALB	LOC117575399|XP_034115465.1|DALB
OG0008087	LOC118458504|XP_035776964.1|AALB	LOC117577989|XP_034118978.1|DALB
OG0008088	LOC118459512|XP_035778848.1|AALB	LOC117565325|XP_034100259.1|DALB
OG0008089	LOC118461715|XP_035783266.1|AALB	LOC117569822|XP_034107037.1|DALB
OG0008090	LOC118459011|XP_035777909.1|AALB	LOC117577632|XP_034118390.1|DALB
OG0008091	LOC118458511|XP_035776972.1|AALB	LOC117574178|XP_034113762.1|DALB
OG0008092	LOC118460187|XP_035780185.1|AALB	LOC117576295|XP_034116838.1|DALB
OG0008093	LOC118461069|XP_035781854.1|AALB	LOC117575911|XP_034116257.1|DALB
OG0008094	LOC118461067|XP_035781852.1|AALB	LOC117565940|XP_034101217.1|DALB
OG0008095	LOC118459333|XP_035778493.1|AALB	LOC117576905|XP_034117933.1|DALB
OG0008096	LOC118459866|XP_035779540.1|AALB	LOC117578227|XP_034119496.1|DALB
OG0008097	LOC118459870|XP_035779548.1|AALB	LOC117571375|XP_034109420.1|DALB
OG0008098	LOC118460432|XP_035780617.1|AALB	LOC117571039|XP_034108898.1|DALB
OG0008099	LOC118458693|XP_035777325.1|AALB	LOC117571271|XP_034109224.1|DALB
OG0008100	LOC118460829|XP_035781370.1|AALB	LOC117573678|XP_034112902.1|DALB
OG0008101	LOC118461024|XP_035781772.1|AALB	LOC117573784|XP_034113085.1|DALB
OG0008102	LOC118458462|XP_035776873.1|AALB	LOC117575162|XP_034115155.1|DALB
OG0008103	LOC118460157|XP_035780147.1|AALB	LOC117578194|XP_034119403.1|DALB
OG0008104	LOC118459828|XP_035779483.1|AALB	LOC117572644|XP_034111513.1|DALB
OG0008106	LOC118460496|XP_035780741.1|AALB	LOC117569992|XP_034107263.1|DALB
OG0008107	LOC118457966|XP_035775898.1|AALB	LOC117575779|XP_034116037.1|DALB
OG0008108	LOC118459677|XP_035779178.1|AALB	LOC117568317|XP_034104773.1|DALB
OG0008109	LOC118460096|XP_035780014.1|AALB	LOC117565677|XP_034100840.1|DALB
OG0008110	LOC118468757|XP_035795822.1|AALB	LOC117568877|XP_034105663.1|DALB
OG0008111	LOC118461022|XP_035781766.1|AALB	LOC117577054|XP_034118090.1|DALB
OG0008112	LOC118461020|XP_035781763.1|AALB	LOC117578053|XP_034119068.1|DALB
OG0008113	LOC118456407|XP_035773013.1|AALB	LOC117565976|XP_034101274.1|DALB
OG0008114	LOC118456406|XP_035773012.1|AALB	LOC117565959|XP_034101249.1|DALB
OG0008115	LOC118456399|XP_035772982.1|AALB	LOC117570434|XP_034107986.1|DALB
OG0008116	LOC118459334|XP_035778495.1|AALB	LOC117570482|XP_034108060.1|DALB
OG0008117	LOC118461213|XP_035782167.1|AALB	LOC117577627|XP_034118387.1|DALB
OG0008118	LOC118460273|XP_035780350.1|AALB	LOC117578005|XP_034118994.1|DALB
OG0008119	LOC118460272|XP_035780349.1|AALB	LOC117578253|XP_034119564.1|DALB
