Orthogroup	AALB.longest_only	DSIM.longest_only
OG0006723	LOC118467714|XP_035794407.1|AALB	LOC6731300|XP_016023867.1|DSIM
OG0006724	LOC118464908|XP_035788565.1|AALB	LOC6729474|XP_016036147.1|DSIM
OG0006725	LOC118465533|XP_035789752.1|AALB	LOC6729469|XP_002104779.1|DSIM
OG0006726	LOC118465535|XP_035789754.1|AALB	LOC27206442|XP_016034720.1|DSIM
OG0006727	LOC118465531|XP_035789749.1|AALB	LOC6729467|XP_002104777.1|DSIM
OG0006728	LOC118467241|XP_035793401.1|AALB	LOC6728834|XP_002104168.1|DSIM
OG0006729	LOC118465720|XP_035790056.1|AALB	LOC6733900|XP_016026941.1|DSIM
OG0006730	LOC118467118|XP_035793076.1|AALB	LOC6733899|XP_002080943.1|DSIM
OG0006731	LOC118464100|XP_035787064.1|AALB	LOC6731294|XP_002078450.1|DSIM
OG0006732	LOC118463266|XP_035785629.1|AALB	LOC6737223|XP_016030931.1|DSIM
OG0006733	LOC118465791|XP_035790220.1|AALB	LOC6739002|XP_016032830.1|DSIM
OG0006734	LOC118463213|XP_035785548.1|AALB	LOC6737067|XP_002083914.1|DSIM
OG0006735	LOC118463208|XP_035785544.1|AALB	LOC6737230|XP_002084070.1|DSIM
OG0006736	LOC118465246|XP_035789160.1|AALB	LOC6736851|XP_002083707.1|DSIM
OG0006737	LOC118464072|XP_035787016.1|AALB	LOC6738485|XP_002085291.1|DSIM
OG0006738	LOC118464070|XP_035787012.1|AALB	LOC6734372|XP_002081393.2|DSIM
OG0006739	LOC118466287|XP_035791266.1|AALB	LOC6736908|XP_002083760.1|DSIM
OG0006740	LOC118466288|XP_035791267.1|AALB	LOC6739623|XP_016030919.1|DSIM
OG0006741	LOC118467077|XP_035793006.1|AALB	LOC6737212|XP_002084052.1|DSIM
OG0006742	LOC118467344|XP_035793618.1|AALB	LOC6727912|XP_002103267.2|DSIM
OG0006743	LOC118464465|XP_035787761.1|AALB	LOC6730442|XP_016022904.1|DSIM
OG0006744	LOC118463493|XP_035785977.1|AALB	LOC6737500|XP_016031295.1|DSIM
OG0006745	LOC118467172|XP_035793244.1|AALB	LOC6727840|XP_016034427.1|DSIM
OG0006746	LOC118463067|XP_035785217.1|AALB	LOC6737299|XP_016031009.1|DSIM
OG0006747	LOC118463215|XP_035785551.1|AALB	LOC6737224|XP_016030932.1|DSIM
OG0006748	LOC118463884|XP_035786700.1|AALB	LOC6724812|XP_002105853.1|DSIM
OG0006749	LOC118466223|XP_035791147.1|AALB	LOC6736400|XP_039150118.1|DSIM
OG0006750	LOC118466153|XP_035791021.1|AALB	LOC6725749|XP_002106749.1|DSIM
OG0006752	LOC118465011|XP_035788754.1|AALB	LOC6736697|XP_016030312.1|DSIM
OG0006753	LOC118465865|XP_035790390.1|AALB	LOC6736698|XP_002083554.1|DSIM
OG0006754	LOC118463544|XP_035786059.1|AALB	LOC6736205|XP_002083100.2|DSIM
OG0006755	LOC118466431|XP_035791620.1|AALB	LOC27208892|XP_016029737.1|DSIM
OG0006756	LOC118463275|XP_035785644.1|AALB	LOC6736967|XP_016030603.1|DSIM
OG0006757	LOC118465396|XP_035789488.1|AALB	LOC6736965|XP_002083812.1|DSIM
OG0006758	LOC118462963|XP_035785017.1|AALB	LOC6736512|XP_002083382.1|DSIM
OG0006759	LOC118462962|XP_035785011.1|AALB	LOC6736511|XP_016030088.1|DSIM
OG0006760	LOC118467814|XP_035794584.1|AALB	LOC6738946|XP_016032775.1|DSIM
OG0006761	LOC118466515|XP_035791901.1|AALB	LOC6726883|XP_016033397.1|DSIM
OG0006762	LOC118464838|XP_035788411.1|AALB	LOC27207460|XP_016040243.1|DSIM
OG0006763	LOC118463395|XP_035785833.1|AALB	LOC6735124|XP_002082101.2|DSIM
OG0006764	LOC118463392|XP_035785829.1|AALB	LOC27206810|XP_016027543.2|DSIM
OG0006765	LOC118463394|XP_035785832.1|AALB	LOC6735121|XP_016028395.1|DSIM
OG0006766	LOC118463960|XP_035786837.1|AALB	LOC6736360|XP_016029849.1|DSIM
OG0006767	LOC118466077|XP_035790854.1|AALB	LOC6738966|XP_002085761.1|DSIM
OG0006768	LOC118466076|XP_035790847.1|AALB	LOC6738965|XP_002085760.1|DSIM
OG0006769	LOC118465113|XP_035788953.1|AALB	LOC6738967|XP_002085762.1|DSIM
OG0006770	LOC118464600|XP_035787937.1|AALB	LOC6736927|XP_002083774.1|DSIM
OG0006771	LOC118464274|XP_035787430.1|AALB	LOC27206334|XP_016040086.1|DSIM
OG0006772	LOC118467082|XP_035793014.1|AALB	LOC6739306|XP_016026375.1|DSIM
OG0006773	LOC118465958|XP_035790591.1|AALB	LOC6736574|XP_002083436.1|DSIM
OG0006774	LOC118462884|XP_035784851.1|AALB	LOC6738718|XP_016032530.1|DSIM
OG0006775	LOC118467504|XP_035793948.1|AALB	LOC6738421|XP_002085230.1|DSIM
OG0006776	LOC118467505|XP_035793949.1|AALB	LOC6736700|XP_016030315.1|DSIM
OG0006777	LOC118467512|XP_035793956.1|AALB	LOC6738423|XP_002085232.1|DSIM
OG0006778	LOC118467507|XP_035793952.1|AALB	LOC6736475|XP_002083346.1|DSIM
OG0006779	LOC118462600|XP_035784318.1|AALB	LOC6736348|XP_016029818.1|DSIM
OG0006780	LOC118462599|XP_035784317.1|AALB	LOC6737152|XP_002083999.1|DSIM
OG0006781	LOC118464963|XP_035788661.1|AALB	LOC120284200|XP_039149119.1|DSIM
OG0006782	LOC118464972|XP_035788699.1|AALB	LOC6739597|XP_016029876.1|DSIM
OG0006783	LOC118467430|XP_035793813.1|AALB	LOC6734657|XP_039147999.1|DSIM
OG0006784	LOC118464966|XP_035788667.1|AALB	LOC6736770|XP_016030402.1|DSIM
OG0006785	LOC118464969|XP_035788693.1|AALB	LOC6735682|XP_002082598.1|DSIM
OG0006786	LOC118465325|XP_035789362.1|AALB	LOC6735142|XP_039148783.1|DSIM
OG0006788	LOC118463431|XP_035785892.1|AALB	LOC6737697|XP_016031466.1|DSIM
OG0006789	LOC118463295|XP_035785673.1|AALB	LOC6726187|XP_002107163.2|DSIM
OG0006790	LOC118463297|XP_035785676.1|AALB	LOC6730769|XP_002077937.1|DSIM
OG0006791	LOC118463250|XP_035785612.1|AALB	LOC6737793|XP_016031571.1|DSIM
OG0006792	LOC118467604|XP_035794193.1|AALB	LOC6737467|XP_016031252.1|DSIM
OG0006793	LOC118467597|XP_035794172.1|AALB	LOC6737472|XP_002084308.1|DSIM
OG0006794	LOC118467610|XP_035794205.1|AALB	LOC6733265|XP_002080328.1|DSIM
OG0006795	LOC118464793|XP_035788318.1|AALB	LOC6736707|XP_039150331.1|DSIM
OG0006796	LOC118464685|XP_035788100.1|AALB	LOC6739016|XP_016032857.1|DSIM
OG0006797	LOC118464684|XP_035788099.1|AALB	LOC6731769|XP_002078904.2|DSIM
OG0006798	LOC118464540|XP_035787870.1|AALB	LOC6737339|XP_002084177.1|DSIM
OG0006799	LOC118467075|XP_035793003.1|AALB	LOC6737436|XP_016031209.1|DSIM
OG0006800	LOC118467001|XP_035792819.1|AALB	LOC6737990|XP_016031787.1|DSIM
OG0006801	LOC118466071|XP_035790828.1|AALB	LOC6740040|XP_002076925.2|DSIM
OG0006802	LOC118463990|XP_035786907.1|AALB	LOC6734635|XP_016027803.1|DSIM
OG0006803	LOC118467528|XP_035793987.1|AALB	LOC6733932|XP_002080976.2|DSIM
OG0006804	LOC118463428|XP_035785887.1|AALB	LOC6737481|XP_016031265.1|DSIM
OG0006805	LOC118463417|XP_035785864.1|AALB	LOC6734205|XP_016027251.1|DSIM
OG0006806	LOC118464486|XP_035787800.1|AALB	LOC6738323|XP_016032166.1|DSIM
OG0006807	LOC118467587|XP_035794130.1|AALB	LOC6739664|XP_039149696.1|DSIM
OG0006808	LOC118463409|XP_035785853.1|AALB	LOC6733707|XP_002080754.1|DSIM
OG0006809	LOC118462604|XP_035784327.1|AALB	LOC6736640|XP_002083496.1|DSIM
OG0006810	LOC118462601|XP_035784319.1|AALB	LOC6738242|XP_016032110.1|DSIM
OG0006811	LOC118464899|XP_035788552.1|AALB	LOC6729743|XP_002105049.1|DSIM
OG0006812	LOC118463271|XP_035785637.1|AALB	LOC6737257|XP_016030967.1|DSIM
OG0006813	LOC118466486|XP_035791777.1|AALB	LOC27208040|XP_016034156.1|DSIM
OG0006814	LOC118466269|XP_035791229.1|AALB	LOC6737781|XP_002084609.1|DSIM
OG0006815	LOC118462654|XP_035784421.1|AALB	LOC27207400|XP_016030236.1|DSIM
OG0006816	LOC118467794|XP_035794561.1|AALB	LOC6736643|XP_016030237.1|DSIM
OG0006817	LOC118465087|XP_035788883.1|AALB	LOC6736461|XP_016030001.1|DSIM
OG0006818	LOC118464809|XP_035788364.1|AALB	LOC6736270|XP_039149936.1|DSIM
OG0006820	LOC118463312|XP_035785689.1|AALB	LOC6738704|XP_002085505.1|DSIM
OG0006821	LOC118465868|XP_035790395.1|AALB	LOC6731950|XP_016024613.1|DSIM
OG0006823	LOC118466214|XP_035791131.1|AALB	LOC6738385|XP_002085194.1|DSIM
OG0006824	LOC118466221|XP_035791143.1|AALB	LOC6736873|XP_016030519.1|DSIM
OG0006825	LOC118467774|XP_035794499.1|AALB	LOC6737907|XP_002084734.1|DSIM
OG0006826	LOC118466723|XP_035792283.1|AALB	LOC6738365|XP_039149616.1|DSIM
OG0006827	LOC118465610|XP_035789879.1|AALB	LOC6727056|XP_002102453.1|DSIM
OG0006828	LOC118463933|XP_035786787.1|AALB	LOC6731763|XP_002078898.1|DSIM
OG0006829	LOC118462924|XP_035784925.1|AALB	LOC6736933|XP_002083780.1|DSIM
OG0006830	LOC118462915|XP_035784913.1|AALB	LOC6736404|XP_002083276.2|DSIM
OG0006831	LOC118464310|XP_035787494.1|AALB	LOC27208660|XP_016030997.1|DSIM
OG0006832	LOC118462823|XP_035784738.1|AALB	LOC6737323|XP_016031053.1|DSIM
OG0006833	LOC118467066|XP_035792986.1|AALB	LOC6738994|XP_016032819.1|DSIM
OG0006834	LOC118466279|XP_035791249.1|AALB	LOC6729046|XP_002104367.1|DSIM
OG0006835	LOC118466272|XP_035791238.1|AALB	LOC6737219|XP_002084059.1|DSIM
OG0006836	LOC118465726|XP_035790066.1|AALB	LOC6736535|XP_016030119.1|DSIM
OG0006837	LOC118466125|XP_035790967.1|AALB	LOC6736758|XP_002083614.2|DSIM
OG0006838	LOC118464008|XP_035786949.1|AALB	LOC6737508|XP_016031301.1|DSIM
OG0006839	LOC118467071|XP_035792997.1|AALB	LOC6736754|XP_002083610.1|DSIM
OG0006840	LOC118466445|XP_035791656.1|AALB	LOC6731223|XP_016023765.1|DSIM
OG0006841	LOC118465446|XP_035789593.1|AALB	LOC6736780|XP_002083636.2|DSIM
OG0006842	LOC118466341|XP_035791365.1|AALB	LOC27209329|XP_039149190.1|DSIM
OG0006843	LOC118464854|XP_035788455.1|AALB	LOC6724896|XP_016037730.1|DSIM
OG0006844	LOC118464852|XP_035788454.1|AALB	LOC6728654|XP_002103994.1|DSIM
OG0006845	LOC118465653|XP_035789960.1|AALB	LOC6738413|XP_016032263.1|DSIM
OG0006846	LOC118465651|XP_035789958.1|AALB	LOC6737045|XP_016030674.1|DSIM
OG0006847	LOC118464521|XP_035787851.1|AALB	LOC27206284|XP_016030676.1|DSIM
OG0006848	LOC118466139|XP_035790984.1|AALB	LOC6735556|XP_016028896.1|DSIM
OG0006849	LOC118463941|XP_035786802.1|AALB	LOC6737311|XP_002084149.1|DSIM
OG0006850	LOC118464135|XP_035787127.1|AALB	LOC6737312|XP_039149754.1|DSIM
OG0006851	LOC118464134|XP_035787125.1|AALB	LOC6737317|XP_016031034.1|DSIM
OG0006852	LOC118466355|XP_035791394.1|AALB	LOC6733871|XP_016026897.1|DSIM
OG0006853	LOC118467699|XP_035794376.1|AALB	LOC6737249|XP_039149689.1|DSIM
OG0006854	LOC118467799|XP_035794565.1|AALB	LOC6733791|XP_016026751.1|DSIM
OG0006855	LOC118467913|XP_035794741.1|AALB	LOC6737842|XP_002084670.1|DSIM
OG0006856	LOC118467915|XP_035794743.1|AALB	LOC6735113|XP_039147424.1|DSIM
OG0006857	LOC118466204|XP_035791114.1|AALB	LOC6739275|XP_016026058.1|DSIM
OG0006858	LOC118462781|XP_035784649.1|AALB	LOC6737189|XP_002084035.2|DSIM
OG0006859	LOC118464440|XP_035787708.1|AALB	LOC6739308|XP_039148098.1|DSIM
OG0006860	LOC118465746|XP_035790108.1|AALB	LOC6733897|XP_016026939.1|DSIM
OG0006861	LOC118463270|XP_035785636.1|AALB	LOC6734214|XP_016027255.1|DSIM
OG0006862	LOC118465803|XP_035790263.1|AALB	LOC6737369|XP_016031107.1|DSIM
OG0006863	LOC118458605|XP_035777174.1|AALB	LOC27206339|XP_016039914.1|DSIM
OG0006864	LOC118467166|XP_035793217.1|AALB	LOC6734233|XP_002081262.1|DSIM
OG0006865	LOC118463864|XP_035786667.1|AALB	LOC6727697|XP_039150721.1|DSIM
OG0006866	LOC118465213|XP_035789098.1|AALB	LOC6735727|XP_002082640.1|DSIM
OG0006867	LOC118465814|XP_035790278.1|AALB	LOC6735004|XP_039148117.1|DSIM
OG0006868	LOC118464015|XP_035786960.1|AALB	LOC6735005|XP_016028281.1|DSIM
OG0006869	LOC118463577|XP_035786110.1|AALB	LOC6740609|XP_016027314.1|DSIM
OG0006870	LOC118464392|XP_035787632.1|AALB	LOC6733895|XP_039147248.1|DSIM
OG0006871	LOC118464400|XP_035787648.1|AALB	LOC6733496|XP_002080553.1|DSIM
OG0006872	LOC118464406|XP_035787654.1|AALB	LOC6733414|XP_002080471.1|DSIM
OG0006873	LOC118466907|XP_035792664.1|AALB	LOC6735521|XP_016028861.1|DSIM
OG0006875	LOC118468518|XP_035795250.1|AALB	LOC6732706|XP_002079820.1|DSIM
OG0006876	LOC118461532|XP_035782857.1|AALB	LOC6736015|XP_016029401.1|DSIM
OG0006877	LOC118461397|XP_035782553.1|AALB	LOC27207647|XP_016022949.1|DSIM
OG0006878	LOC118465623|XP_035789914.1|AALB	LOC6731145|XP_016023699.1|DSIM
OG0006879	LOC118465625|XP_035789920.1|AALB	LOC6734818|XP_016028049.1|DSIM
OG0006880	LOC118460013|XP_035779837.1|AALB	LOC6732497|XP_002079617.1|DSIM
OG0006882	LOC118456923|XP_035773944.1|AALB	LOC27206621|XP_016026943.1|DSIM
OG0006883	LOC118459784|XP_035779393.1|AALB	LOC6733120|XP_002080197.1|DSIM
OG0006884	LOC118468682|XP_035795686.1|AALB	LOC6739188|XP_002076091.1|DSIM
OG0006885	LOC118456534|XP_035773276.1|AALB	LOC6731852|XP_016024533.1|DSIM
OG0006886	LOC118462576|XP_035784273.1|AALB	LOC6729211|XP_016035865.1|DSIM
OG0006887	LOC118457663|XP_035775308.1|AALB	LOC27206583|XP_016037742.1|DSIM
OG0006888	LOC118457672|XP_035775321.1|AALB	LOC6731815|XP_016024504.1|DSIM
OG0006889	LOC118457667|XP_035775314.1|AALB	LOC6733121|XP_002080198.1|DSIM
OG0006890	LOC118457498|XP_035775027.1|AALB	LOC6731011|XP_016023496.1|DSIM
OG0006891	LOC118457499|XP_035775028.1|AALB	LOC6732037|XP_002079169.1|DSIM
OG0006892	LOC118456172|XP_035772609.1|AALB	LOC6739191|XP_016022970.1|DSIM
OG0006893	LOC118460010|XP_035779829.1|AALB	LOC6730421|XP_002077602.1|DSIM
OG0006894	LOC118460008|XP_035779823.1|AALB	LOC6730422|XP_016022890.1|DSIM
OG0006895	LOC118456620|XP_035773430.1|AALB	LOC6725252|XP_039153456.1|DSIM
OG0006896	LOC118456621|XP_035773431.1|AALB	LOC6732460|XP_016025101.1|DSIM
OG0006897	LOC118461878|XP_035783606.1|AALB	LOC6731636|XP_016024316.1|DSIM
OG0006898	LOC118456438|XP_035773091.1|AALB	LOC6732704|XP_002079818.1|DSIM
OG0006899	LOC118457174|XP_035774398.1|AALB	LOC6730662|XP_002077832.1|DSIM
OG0006900	LOC118469040|XP_035796396.1|AALB	LOC6725693|XP_002106696.1|DSIM
OG0006901	LOC118468530|XP_035795301.1|AALB	LOC6730441|XP_002077622.1|DSIM
OG0006902	LOC118469059|XP_035796424.1|AALB	LOC6724993|XP_002106028.2|DSIM
OG0006903	LOC118459159|XP_035778140.1|AALB	LOC6730064|XP_016036837.1|DSIM
OG0006904	LOC118467839|XP_035794632.1|AALB	LOC6732251|XP_002079380.1|DSIM
OG0006905	LOC118456683|XP_035773561.1|AALB	LOC6732613|XP_002079732.3|DSIM
OG0006906	LOC118457965|XP_035775897.1|AALB	LOC6732730|XP_002079844.1|DSIM
OG0006907	LOC118458360|XP_035776605.1|AALB	LOC6733038|XP_039152237.1|DSIM
OG0006908	LOC118456840|XP_035773829.1|AALB	LOC6732388|XP_002079509.1|DSIM
OG0006909	LOC118456838|XP_035773827.1|AALB	LOC6731787|XP_002078922.1|DSIM
OG0006910	LOC118458363|XP_035776630.1|AALB	LOC6731513|XP_016024187.1|DSIM
OG0006911	LOC118457805|XP_035775547.1|AALB	LOC6728580|XP_016040108.1|DSIM
OG0006912	LOC118457108|XP_035774293.1|AALB	LOC6732830|XP_016025555.1|DSIM
OG0006913	LOC118468740|XP_035795791.1|AALB	LOC6731342|XP_002078498.1|DSIM
OG0006914	LOC118468742|XP_035795793.1|AALB	LOC6737964|XP_002084780.1|DSIM
OG0006915	LOC118468739|XP_035795790.1|AALB	LOC6730846|XP_016023264.1|DSIM
OG0006916	LOC118468735|XP_035795771.1|AALB	LOC6732221|XP_016024898.1|DSIM
OG0006917	LOC118456157|XP_035772570.1|AALB	LOC6732453|XP_016025093.1|DSIM
OG0006918	LOC118468755|XP_035795809.1|AALB	LOC6732450|XP_002079571.1|DSIM
OG0006919	LOC118465077|XP_035788873.1|AALB	LOC6740538|XP_016024327.1|DSIM
OG0006920	LOC118460565|XP_035780859.1|AALB	LOC6731955|XP_016024615.1|DSIM
OG0006921	LOC118456370|XP_035772942.1|AALB	LOC6730894|XP_016023316.1|DSIM
OG0006922	LOC118456468|XP_035773151.1|AALB	LOC6732202|XP_002079331.1|DSIM
OG0006923	LOC118461415|XP_035782597.1|AALB	LOC6730920|XP_002078084.1|DSIM
OG0006924	LOC118456832|XP_035773820.1|AALB	LOC6739586|XP_002076482.1|DSIM
OG0006925	LOC118458820|XP_035777585.1|AALB	LOC6730052|XP_016036822.1|DSIM
OG0006926	LOC118457608|XP_035775206.1|AALB	LOC6730715|XP_039147210.1|DSIM
OG0006927	LOC118458768|XP_035777453.1|AALB	LOC6730712|XP_002077882.2|DSIM
OG0006928	LOC118468720|XP_035795743.1|AALB	LOC27208846|XP_016023145.1|DSIM
OG0006929	LOC118461541|XP_035782880.1|AALB	LOC6730400|XP_039147122.1|DSIM
OG0006931	LOC118460693|XP_035781101.1|AALB	LOC6732059|XP_002079191.1|DSIM
OG0006932	LOC118460407|XP_035780587.1|AALB	LOC6731797|XP_002078932.2|DSIM
OG0006933	LOC118460411|XP_035780591.1|AALB	LOC6731792|XP_002078927.1|DSIM
OG0006934	LOC118459920|XP_035779655.1|AALB	LOC6728582|XP_016035212.2|DSIM
OG0006935	LOC118462069|XP_035783958.1|AALB	LOC6732454|XP_016025095.1|DSIM
OG0006936	LOC118461154|XP_035782021.1|AALB	LOC6731235|XP_039147290.1|DSIM
OG0006937	LOC118458445|XP_035776820.1|AALB	LOC6731767|XP_016024452.1|DSIM
OG0006938	LOC118458444|XP_035776819.1|AALB	LOC6731696|XP_002078832.1|DSIM
OG0006939	LOC118460440|XP_035780630.1|AALB	LOC6725175|XP_016038192.1|DSIM
OG0006940	LOC118467746|XP_035794454.1|AALB	LOC6731353|XP_016023940.1|DSIM
OG0006941	LOC118468482|XP_035795195.1|AALB	LOC6731931|XP_039151398.1|DSIM
OG0006942	LOC118460072|XP_035779967.1|AALB	LOC6733873|XP_016026901.1|DSIM
OG0006944	LOC118459686|XP_035779212.1|AALB	LOC6730594|XP_016023042.1|DSIM
OG0006945	LOC118456969|XP_035774056.1|AALB	LOC6732688|XP_016025421.1|DSIM
OG0006946	LOC118460720|XP_035781160.1|AALB	LOC6728294|XP_016034929.1|DSIM
OG0006947	LOC118460723|XP_035781165.1|AALB	LOC6732382|XP_002079503.1|DSIM
OG0006948	LOC118468751|XP_035795806.1|AALB	LOC27208029|XP_016025617.1|DSIM
OG0006950	LOC118457155|XP_035774373.1|AALB	LOC6733162|XP_016026036.1|DSIM
OG0006951	LOC118461671|XP_035783152.1|AALB	LOC6731516|XP_016024191.1|DSIM
OG0006952	LOC118461664|XP_035783142.1|AALB	LOC6728331|XP_039151946.1|DSIM
OG0006953	LOC118468951|XP_035796194.1|AALB	LOC6737192|XP_002084038.1|DSIM
OG0006954	LOC118461895|XP_035783642.1|AALB	LOC6732123|XP_002079255.2|DSIM
OG0006955	LOC118459540|XP_035778904.1|AALB	LOC6727325|XP_002102711.2|DSIM
OG0006956	LOC118458745|XP_035777416.1|AALB	LOC6730811|XP_002077979.2|DSIM
OG0006957	LOC118458740|XP_035777404.1|AALB	LOC6732257|XP_002079386.1|DSIM
OG0006958	LOC118458742|XP_035777411.1|AALB	LOC6735959|XP_002082868.1|DSIM
OG0006959	LOC118458305|XP_035776531.1|AALB	LOC6734431|XP_002081451.2|DSIM
OG0006960	LOC118457875|XP_035775691.1|AALB	LOC6731499|XP_002078648.1|DSIM
OG0006961	LOC118457465|XP_035774977.1|AALB	LOC6739248|XP_039149427.1|DSIM
OG0006962	LOC118458743|XP_035777413.1|AALB	LOC6730786|XP_016023199.1|DSIM
OG0006963	LOC118467897|XP_035794712.1|AALB	LOC6731735|XP_039146993.1|DSIM
OG0006964	LOC118461296|XP_035782369.1|AALB	LOC6731726|XP_016024399.1|DSIM
OG0006965	LOC118456184|XP_035772630.1|AALB	LOC27207958|XP_016025437.1|DSIM
OG0006966	LOC118456182|XP_035772627.1|AALB	LOC6732916|XP_002080021.1|DSIM
OG0006967	LOC118456179|XP_035772622.1|AALB	LOC6735411|XP_002082353.2|DSIM
OG0006968	LOC118459215|XP_035778289.1|AALB	LOC6734020|XP_016027040.1|DSIM
OG0006969	LOC118468477|XP_035795189.1|AALB	LOC6739632|XP_016031377.1|DSIM
OG0006970	LOC118457653|XP_035775289.1|AALB	LOC6729858|XP_002105161.1|DSIM
OG0006971	LOC118460747|XP_035781227.1|AALB	LOC6730536|XP_016022990.1|DSIM
OG0006972	LOC118460745|XP_035781209.1|AALB	LOC6731917|XP_016024582.1|DSIM
OG0006973	LOC118468692|XP_035795701.1|AALB	LOC6730398|XP_016022838.1|DSIM
OG0006974	LOC118456453|XP_035773120.1|AALB	LOC6731224|XP_002078383.1|DSIM
OG0006975	LOC118460117|XP_035780048.1|AALB	LOC27207291|XP_016023548.1|DSIM
OG0006976	LOC118456166|XP_035772585.1|AALB	LOC6731114|XP_016023649.1|DSIM
OG0006977	LOC118459228|XP_035778313.1|AALB	LOC6739471|XP_016028470.2|DSIM
OG0006978	LOC118459229|XP_035778317.1|AALB	LOC6732615|XP_016025323.1|DSIM
OG0006979	LOC118459774|XP_035779378.1|AALB	LOC6730463|XP_002077644.1|DSIM
OG0006980	LOC118458824|XP_035777601.1|AALB	LOC6731174|XP_002078332.1|DSIM
OG0006981	LOC118468699|XP_035795716.1|AALB	LOC6732164|XP_016024847.2|DSIM
OG0006982	LOC118468707|XP_035795723.1|AALB	LOC6733061|XP_016025746.1|DSIM
OG0006983	LOC118468710|XP_035795730.1|AALB	LOC6730401|XP_002077582.2|DSIM
OG0006984	LOC118456244|XP_035772732.1|AALB	LOC6732538|XP_016025189.1|DSIM
OG0006985	LOC118458391|XP_035776696.1|AALB	LOC6731451|XP_002078602.1|DSIM
OG0006986	LOC118458393|XP_035776698.1|AALB	LOC6730998|XP_002078159.1|DSIM
OG0006988	LOC118456907|XP_035773925.1|AALB	LOC6732685|XP_016025420.1|DSIM
OG0006989	LOC118468642|XP_035795557.1|AALB	LOC6732116|XP_002079248.1|DSIM
OG0006990	LOC118461742|XP_035783341.1|AALB	LOC6733026|XP_016025716.1|DSIM
OG0006991	LOC118461242|XP_035782235.1|AALB	LOC6730378|XP_016037152.1|DSIM
OG0006992	LOC118460114|XP_035780042.1|AALB	LOC6740649|XP_039154005.1|DSIM
OG0006993	LOC118467552|XP_035794048.1|AALB	LOC6732602|XP_039153919.1|DSIM
OG0006994	LOC118459203|XP_035778265.1|AALB	LOC6731437|XP_016024069.1|DSIM
OG0006995	LOC118457647|XP_035775282.1|AALB	LOC6732197|XP_002079326.2|DSIM
OG0006996	LOC118461629|XP_035783071.1|AALB	LOC27206556|XP_016024877.1|DSIM
OG0006997	LOC118457863|XP_035775653.1|AALB	LOC6733636|XP_002080690.1|DSIM
OG0006998	LOC118461445|XP_035782659.1|AALB	LOC6729525|XP_002104833.1|DSIM
OG0006999	LOC118459327|XP_035778476.1|AALB	LOC6730603|XP_002077782.1|DSIM
OG0007000	LOC118457707|XP_035775378.1|AALB	LOC6730451|XP_002077632.1|DSIM
OG0007001	LOC118457625|XP_035775233.1|AALB	LOC6734139|XP_016027149.1|DSIM
OG0007002	LOC118460746|XP_035781214.1|AALB	LOC6732804|XP_016025518.1|DSIM
OG0007003	LOC118461731|XP_035783315.1|AALB	LOC6734496|XP_016027622.1|DSIM
OG0007004	LOC118459638|XP_035779109.1|AALB	LOC6730699|XP_016023133.1|DSIM
OG0007005	LOC118458844|XP_035777641.1|AALB	LOC6732631|XP_016025331.1|DSIM
OG0007006	LOC118456773|XP_035773742.1|AALB	LOC6731154|XP_002078312.2|DSIM
OG0007007	LOC118457693|XP_035775359.1|AALB	LOC6731812|XP_002078947.1|DSIM
OG0007008	LOC118467927|XP_035794781.1|AALB	LOC6730958|XP_016023417.1|DSIM
OG0007009	LOC118460023|XP_035779848.1|AALB	LOC6731796|XP_002078931.1|DSIM
OG0007010	LOC118468850|XP_035795987.1|AALB	LOC6732677|XP_016025397.1|DSIM
OG0007011	LOC118461122|XP_035781952.1|AALB	LOC6728110|XP_016034728.1|DSIM
OG0007012	LOC118456807|XP_035773789.1|AALB	LOC27209081|XP_016023508.1|DSIM
OG0007013	LOC118456783|XP_035773751.1|AALB	LOC6731124|XP_016023672.1|DSIM
OG0007014	LOC118461876|XP_035783600.1|AALB	LOC6731123|XP_016023665.1|DSIM
OG0007015	LOC118456751|XP_035773704.1|AALB	LOC6730801|XP_039150916.1|DSIM
OG0007016	LOC118459308|XP_035778452.1|AALB	LOC6731314|XP_016023885.1|DSIM
OG0007017	LOC118459661|XP_035779154.1|AALB	LOC6730793|XP_016023207.1|DSIM
OG0007018	LOC118459663|XP_035779157.1|AALB	LOC6732165|XP_016024853.1|DSIM
OG0007019	LOC118461235|XP_035782227.1|AALB	LOC6739552|XP_016025899.1|DSIM
OG0007020	LOC118458221|XP_035776375.1|AALB	LOC6733095|XP_002080172.2|DSIM
OG0007021	LOC118458676|XP_035777280.1|AALB	LOC27207783|XP_039151865.1|DSIM
OG0007022	LOC118460231|XP_035780262.1|AALB	LOC6730919|XP_002078083.1|DSIM
OG0007023	LOC118456324|XP_035772866.1|AALB	LOC27206510|XP_016024450.1|DSIM
OG0007024	LOC118456321|XP_035772863.1|AALB	LOC6727608|XP_016034199.1|DSIM
OG0007025	LOC118457051|XP_035774192.1|AALB	LOC6725168|XP_002106194.2|DSIM
OG0007026	LOC118468038|XP_035794869.1|AALB	LOC6730460|XP_016022917.1|DSIM
OG0007027	LOC118459527|XP_035778878.1|AALB	LOC6730810|XP_002077978.1|DSIM
OG0007028	LOC118459520|XP_035778857.1|AALB	LOC6730443|XP_016022906.1|DSIM
