Orthogroup	AALB.longest_only	DSER.longest_only
OG0007219	LOC118459693|XP_035779224.1|AALB	LOC110188571|XP_020813991.1|DSER
OG0007220	LOC118458689|XP_035777320.1|AALB	LOC110186654|XP_020811578.1|DSER
OG0007221	LOC118458688|XP_035777319.1|AALB	LOC110186136|XP_020810844.1|DSER
OG0007222	LOC118457351|XP_035774742.1|AALB	LOC110191951|XP_020818631.1|DSER
OG0007223	LOC118460592|XP_035780905.1|AALB	LOC110186640|XP_020811559.1|DSER
OG0007224	LOC118460584|XP_035780896.1|AALB	LOC110177116|XP_020799320.1|DSER
OG0007225	LOC118460601|XP_035780922.1|AALB	LOC110188194|XP_020813446.1|DSER
OG0007226	LOC118460580|XP_035780886.1|AALB	LOC110187919|XP_020813089.1|DSER
OG0007227	LOC118457533|XP_035775078.1|AALB	LOC110176254|XP_020798221.1|DSER
OG0007228	LOC118457698|XP_035775363.1|AALB	LOC110183591|XP_020807563.1|DSER
OG0007229	LOC118459016|XP_035777911.1|AALB	LOC110188386|XP_020813765.1|DSER
OG0007230	LOC118461719|XP_035783272.1|AALB	LOC110189784|XP_020815679.1|DSER
OG0007231	LOC118461714|XP_035783264.1|AALB	LOC110176621|XP_020798706.1|DSER
OG0007232	LOC118459912|XP_035779639.1|AALB	LOC110190137|XP_020816121.1|DSER
OG0007233	LOC118459914|XP_035779648.1|AALB	LOC110189903|XP_020815826.1|DSER
OG0007234	LOC118457881|XP_035775703.1|AALB	LOC110185252|XP_020809647.1|DSER
OG0007235	LOC118457879|XP_035775701.1|AALB	LOC110185278|XP_020809684.1|DSER
OG0007236	LOC118468608|XP_035795492.1|AALB	LOC110188506|XP_020813899.1|DSER
OG0007237	LOC118468607|XP_035795491.1|AALB	LOC110187941|XP_020813115.1|DSER
OG0007238	LOC118461786|XP_035783408.1|AALB	LOC110185463|XP_020809966.1|DSER
OG0007239	LOC118468494|XP_035795215.1|AALB	LOC110187754|XP_020812874.1|DSER
OG0007240	LOC118468496|XP_035795219.1|AALB	LOC110187952|XP_020813128.1|DSER, LOC110188058|XP_020813266.1|DSER
OG0007241	LOC118458123|XP_035776196.1|AALB	LOC110184229|XP_020808348.1|DSER
OG0007242	LOC118458122|XP_035776189.1|AALB	LOC110184216|XP_020808327.1|DSER
OG0007243	LOC118461137|XP_035781991.1|AALB	LOC110180355|XP_020803676.1|DSER
OG0007244	LOC118458210|XP_035776348.1|AALB	LOC110191910|XP_020818555.1|DSER
OG0007245	LOC118461111|XP_035781923.1|AALB	LOC110186619|XP_020811513.1|DSER
OG0007246	LOC118459001|XP_035777896.1|AALB	LOC110188684|XP_020814149.1|DSER
OG0007247	LOC118456294|XP_035772825.1|AALB	LOC110189228|XP_020814870.1|DSER
OG0007248	LOC118458969|XP_035777849.1|AALB	LOC110183501|XP_020807446.1|DSER
OG0007249	LOC118456705|XP_035773615.1|AALB	LOC110184200|XP_020808302.1|DSER
OG0007250	LOC118459738|XP_035779307.1|AALB	LOC110182120|XP_020805792.1|DSER
OG0007251	LOC118459739|XP_035779308.1|AALB	LOC110188758|XP_020814259.1|DSER
OG0007252	LOC118458066|XP_035776108.1|AALB	LOC110188531|XP_020813934.1|DSER
OG0007253	LOC118461813|XP_035783458.1|AALB	LOC110190532|XP_020816737.1|DSER
OG0007254	LOC118457300|XP_035774663.1|AALB	LOC110190973|XP_020817325.1|DSER
OG0007255	LOC118461527|XP_035782852.1|AALB	LOC110182087|XP_020805727.1|DSER
OG0007256	LOC118459478|XP_035778782.1|AALB	LOC110177216|XP_020799493.1|DSER
OG0007257	LOC118469021|XP_035796358.1|AALB	LOC110176569|XP_020798619.1|DSER
OG0007258	LOC118461175|XP_035782078.1|AALB	LOC110176571|XP_020798625.1|DSER
OG0007259	LOC118459454|XP_035778756.1|AALB	LOC110179634|XP_020802905.1|DSER
OG0007260	LOC118459458|XP_035778760.1|AALB	LOC110187113|XP_020812184.1|DSER
OG0007261	LOC118458285|XP_035776501.1|AALB	LOC110180041|XP_020803312.1|DSER
OG0007262	LOC118459546|XP_035778919.1|AALB	LOC110180450|XP_020803785.1|DSER
OG0007263	LOC118459547|XP_035778920.1|AALB	LOC110184642|XP_020808900.1|DSER
OG0007264	LOC118457026|XP_035774154.1|AALB	LOC110190192|XP_020816201.1|DSER
OG0007265	LOC118459722|XP_035779288.1|AALB	LOC110187082|XP_020812140.1|DSER
OG0007266	LOC118456141|XP_035772535.1|AALB	LOC110177235|XP_020799525.1|DSER
OG0007267	LOC118456670|XP_035773535.1|AALB	LOC110189835|XP_020815695.1|DSER
OG0007268	LOC118456668|XP_035773528.1|AALB	LOC110176357|XP_020798344.1|DSER
OG0007269	LOC118459195|XP_035778249.1|AALB	LOC110180549|XP_020803902.1|DSER
OG0007270	LOC118457201|XP_035774444.1|AALB	LOC110186923|XP_020811906.1|DSER
OG0007271	LOC118457204|XP_035774452.1|AALB	LOC110191846|XP_020818480.1|DSER
OG0007272	LOC118457216|XP_035774484.1|AALB	LOC110176301|XP_020798281.1|DSER
OG0007273	LOC118457209|XP_035774467.1|AALB	LOC110190419|XP_020816553.1|DSER
OG0007274	LOC118457220|XP_035774491.1|AALB	LOC110188445|XP_020813831.1|DSER
OG0007275	LOC118457206|XP_035774460.1|AALB	LOC110183715|XP_020807721.1|DSER
OG0007276	LOC118460039|XP_035779895.1|AALB	LOC110183713|XP_020807720.1|DSER
OG0007277	LOC118460036|XP_035779872.1|AALB	LOC110190135|XP_020816118.1|DSER
OG0007278	LOC118460040|XP_035779896.1|AALB	LOC110190697|XP_020816968.1|DSER
OG0007279	LOC118468960|XP_035796216.1|AALB	LOC110190536|XP_020816743.1|DSER
OG0007280	LOC118457036|XP_035774163.1|AALB	LOC110189946|XP_020815892.1|DSER
OG0007281	LOC118461152|XP_035782020.1|AALB	LOC110191747|XP_020818342.1|DSER
OG0007282	LOC118461149|XP_035782016.1|AALB	LOC110191746|XP_020818341.1|DSER
OG0007283	LOC118461150|XP_035782017.1|AALB	LOC110186210|XP_020810931.1|DSER
OG0007284	LOC118468801|XP_035795904.1|AALB	LOC110187827|XP_020812965.1|DSER
OG0007285	LOC118467031|XP_035792908.1|AALB	LOC110180126|XP_020803425.1|DSER
OG0007286	LOC118460127|XP_035780069.1|AALB	LOC110180081|XP_020803363.1|DSER
OG0007287	LOC118460129|XP_035780074.1|AALB	LOC110178143|XP_020800829.1|DSER
OG0007288	LOC118467024|XP_035792873.1|AALB	LOC110181561|XP_020805006.1|DSER
OG0007289	LOC118459724|XP_035779291.1|AALB	LOC110179464|XP_020802684.1|DSER
OG0007290	LOC118459671|XP_035779171.1|AALB	LOC110187683|XP_020812773.1|DSER
OG0007291	LOC118458909|XP_035777764.1|AALB	LOC110183500|XP_020807445.1|DSER
OG0007292	LOC118458913|XP_035777770.1|AALB	LOC110181778|XP_020805316.1|DSER
OG0007293	LOC118468896|XP_035796082.1|AALB	LOC110186144|XP_020810853.1|DSER
OG0007294	LOC118460221|XP_035780235.1|AALB	LOC110188396|XP_020813777.1|DSER
OG0007295	LOC118460760|XP_035781251.1|AALB	LOC110191816|XP_020818440.1|DSER
OG0007296	LOC118461130|XP_035781984.1|AALB	LOC110177289|XP_020799607.1|DSER
OG0007297	LOC118461134|XP_035781988.1|AALB	LOC110188052|XP_020813262.1|DSER
OG0007298	LOC118461135|XP_035781989.1|AALB	LOC110177154|XP_020799395.1|DSER
OG0007299	LOC118458831|XP_035777613.1|AALB	LOC110191868|XP_020818508.1|DSER
OG0007300	LOC118468655|XP_035795580.1|AALB	LOC110176578|XP_020798650.1|DSER
OG0007301	LOC118461587|XP_035782981.1|AALB	LOC110187946|XP_020813119.1|DSER
OG0007302	LOC118468987|XP_035796289.1|AALB	LOC110177269|XP_020799580.1|DSER
OG0007303	LOC118458133|XP_035776212.1|AALB	LOC110181837|XP_020805401.1|DSER
OG0007304	LOC118466694|XP_035792221.1|AALB	LOC110185611|XP_020810217.1|DSER
OG0007305	LOC118460854|XP_035781453.1|AALB	LOC110178978|XP_020801949.1|DSER
OG0007306	LOC118460853|XP_035781451.1|AALB	LOC110178972|XP_020801940.1|DSER
OG0007307	LOC118460098|XP_035780018.1|AALB	LOC110191762|XP_020818359.1|DSER
OG0007308	LOC118458637|XP_035777219.1|AALB	LOC110177439|XP_020799824.1|DSER
OG0007309	LOC118457899|XP_035775778.1|AALB	LOC110186186|XP_020810904.1|DSER
OG0007310	LOC118459078|XP_035778018.1|AALB	LOC110186140|XP_020810849.1|DSER
OG0007311	LOC118459073|XP_035778006.1|AALB	LOC110186131|XP_020810836.1|DSER
OG0007312	LOC118468543|XP_035795320.1|AALB	LOC110179710|XP_020802985.1|DSER
OG0007313	LOC118460646|XP_035780999.1|AALB	LOC110184263|XP_020808384.1|DSER
OG0007314	LOC118460649|XP_035781003.1|AALB	LOC110180129|XP_020803429.1|DSER
OG0007315	LOC118468745|XP_035795796.1|AALB	LOC110181632|XP_020805098.1|DSER
OG0007316	LOC118457217|XP_035774486.1|AALB	LOC110188257|XP_020813602.1|DSER
OG0007317	LOC118460045|XP_035779900.1|AALB	LOC110185206|XP_020809595.1|DSER
OG0007318	LOC118460037|XP_035779888.1|AALB	LOC110185179|XP_020809559.1|DSER
OG0007319	LOC118456860|XP_035773853.1|AALB	LOC110176285|XP_020798262.1|DSER
OG0007320	LOC118461314|XP_035782402.1|AALB	LOC110186200|XP_020810918.1|DSER
OG0007321	LOC118461612|XP_035783042.1|AALB	LOC110183244|XP_020807124.1|DSER
OG0007322	LOC118460871|XP_035781497.1|AALB	LOC110179437|XP_020802632.1|DSER
OG0007323	LOC118460869|XP_035781493.1|AALB	LOC110179677|XP_020802947.1|DSER
OG0007324	LOC118459984|XP_035779774.1|AALB	LOC110177120|XP_020799325.1|DSER
OG0007325	LOC118459977|XP_035779765.1|AALB	LOC110188666|XP_020814118.1|DSER
OG0007326	LOC118461503|XP_035782820.1|AALB	LOC110177137|XP_020799369.1|DSER
OG0007327	LOC118458516|XP_035776980.1|AALB	LOC110182775|XP_020806557.1|DSER
OG0007328	LOC118459982|XP_035779772.1|AALB	LOC110191913|XP_020818558.1|DSER
OG0007329	LOC118457783|XP_035775521.1|AALB	LOC110186485|XP_020811331.1|DSER
OG0007331	LOC118461494|XP_035782811.1|AALB	LOC110183075|XP_020806920.1|DSER
OG0007332	LOC118458323|XP_035776564.1|AALB	LOC110181663|XP_020805131.1|DSER
OG0007333	LOC118460331|XP_035780438.1|AALB	LOC110177284|XP_020799593.1|DSER
OG0007334	LOC118459005|XP_035777902.1|AALB	LOC110184906|XP_020809211.1|DSER
OG0007335	LOC118458914|XP_035777772.1|AALB	LOC110190819|XP_020817130.1|DSER
OG0007336	LOC118460734|XP_035781185.1|AALB	LOC110178862|XP_020801795.1|DSER
OG0007337	LOC118468761|XP_035795827.1|AALB	LOC110189843|XP_020815711.1|DSER
OG0007338	LOC118460149|XP_035780136.1|AALB	LOC110186936|XP_020811929.1|DSER
OG0007339	LOC118460837|XP_035781412.1|AALB	LOC110191918|XP_020818564.1|DSER
OG0007340	LOC118459316|XP_035778455.1|AALB	LOC110188649|XP_020814089.1|DSER
OG0007341	LOC118461061|XP_035781842.1|AALB	LOC110177130|XP_020799358.1|DSER
OG0007342	LOC118457272|XP_035774559.1|AALB	LOC110177404|XP_020799769.1|DSER
OG0007343	LOC118456867|XP_035773864.1|AALB	LOC110186243|XP_020810971.1|DSER
OG0007344	LOC118456866|XP_035773862.1|AALB	LOC110185644|XP_020810261.1|DSER
OG0007345	LOC118459338|XP_035778503.1|AALB	LOC110186387|XP_020811210.1|DSER
OG0007346	LOC118459876|XP_035779557.1|AALB	LOC110190247|XP_020816269.1|DSER
OG0007347	LOC118457779|XP_035775504.1|AALB	LOC110187131|XP_020812201.1|DSER
OG0007348	LOC118457768|XP_035775485.1|AALB	LOC110187126|XP_020812195.1|DSER
OG0007349	LOC118457763|XP_035775479.1|AALB	LOC110187121|XP_020812190.1|DSER
OG0007350	LOC118457789|XP_035775528.1|AALB	LOC110187028|XP_020812052.1|DSER
OG0007351	LOC118461983|XP_035783808.1|AALB	LOC110182761|XP_020806532.1|DSER
OG0007352	LOC118460680|XP_035781072.1|AALB	LOC110182183|XP_020805850.1|DSER
OG0007353	LOC118457225|XP_035774497.1|AALB	LOC110188727|XP_020814200.1|DSER
OG0007354	LOC118460832|XP_035781388.1|AALB	LOC110181542|XP_020804983.1|DSER
OG0007355	LOC118461026|XP_035781774.1|AALB	LOC110187625|XP_020812686.1|DSER
OG0007356	LOC118461588|XP_035782982.1|AALB	LOC110189002|XP_020814613.1|DSER
OG0007357	LOC118461585|XP_035782968.1|AALB	LOC110191935|XP_020818611.1|DSER
OG0007358	LOC118461586|XP_035782975.1|AALB	LOC110191748|XP_020818343.1|DSER
OG0007359	LOC118458458|XP_035776864.1|AALB	LOC110177442|XP_020799832.1|DSER
OG0007360	LOC118461520|XP_035782846.1|AALB	LOC110188092|XP_020813307.1|DSER
OG0007361	LOC118461919|XP_035783676.1|AALB	LOC110179660|XP_020802923.1|DSER
OG0007362	LOC118461920|XP_035783679.1|AALB	LOC110181433|XP_020804835.1|DSER
OG0007363	LOC118469018|XP_035796355.1|AALB	LOC110181804|XP_020805347.1|DSER
OG0007364	LOC118460124|XP_035780056.1|AALB	LOC110181705|XP_020805208.1|DSER
OG0007365	LOC118460092|XP_035780009.1|AALB	LOC110181724|XP_020805239.1|DSER
OG0007366	LOC118460094|XP_035780012.1|AALB	LOC110188525|XP_020813927.1|DSER
OG0007367	LOC118459998|XP_035779793.1|AALB	LOC110183611|XP_020807587.1|DSER
OG0007368	LOC118457574|XP_035775142.1|AALB	LOC110189593|XP_020815387.1|DSER
OG0007369	LOC118459574|XP_035778992.1|AALB	LOC110188251|XP_020813583.1|DSER
OG0007370	LOC118457480|XP_035774997.1|AALB	LOC110180701|XP_020804043.1|DSER
OG0007371	LOC118460686|XP_035781078.1|AALB	LOC110186852|XP_020811799.1|DSER
OG0007372	LOC118458753|XP_035777437.1|AALB	LOC110186920|XP_020811902.1|DSER
OG0007373	LOC118458761|XP_035777447.1|AALB	LOC110185526|XP_020810082.1|DSER
OG0007374	LOC118458332|XP_035776577.1|AALB	LOC110184370|XP_020808527.1|DSER
OG0007375	LOC118459605|XP_035779045.1|AALB	LOC110181672|XP_020805164.1|DSER
OG0007376	LOC118461023|XP_035781768.1|AALB	LOC110187130|XP_020812200.1|DSER
OG0007377	LOC118458532|XP_035777003.1|AALB	LOC110181586|XP_020805038.1|DSER
OG0007378	LOC118458319|XP_035776555.1|AALB	LOC110181814|XP_020805361.1|DSER
OG0007379	LOC118466771|XP_035792393.1|AALB	LOC110187117|XP_020812186.1|DSER
OG0007380	LOC118456520|XP_035773256.1|AALB	LOC110178854|XP_020801774.1|DSER
OG0007381	LOC118458311|XP_035776546.1|AALB	LOC110187084|XP_020812143.1|DSER
OG0007382	LOC118460176|XP_035780173.1|AALB	LOC110180172|XP_020803491.1|DSER
OG0007383	LOC118458308|XP_035776536.1|AALB	LOC110179456|XP_020802671.1|DSER
OG0007384	LOC118459343|XP_035778508.1|AALB	LOC110180158|XP_020803472.1|DSER
OG0007385	LOC118460541|XP_035780824.1|AALB	LOC110181681|XP_020805181.1|DSER
OG0007386	LOC118458192|XP_035776329.1|AALB	LOC110187025|XP_020812049.1|DSER
OG0007387	LOC118458195|XP_035776333.1|AALB	LOC110184481|XP_020808691.1|DSER
OG0007388	LOC118458185|XP_035776310.1|AALB	LOC110184341|XP_020808494.1|DSER
OG0007389	LOC118458590|XP_035777146.1|AALB	LOC110185101|XP_020809449.1|DSER
OG0007390	LOC118461861|XP_035783557.1|AALB	LOC110180094|XP_020803377.1|DSER
OG0007391	LOC118458593|XP_035777151.1|AALB	LOC110186452|XP_020811296.1|DSER
OG0007392	LOC118461857|XP_035783550.1|AALB	LOC110180428|XP_020803757.1|DSER
OG0007393	LOC118458140|XP_035776227.1|AALB	LOC110186137|XP_020810845.1|DSER
OG0007394	LOC118461915|XP_035783671.1|AALB	LOC110180448|XP_020803775.1|DSER
OG0007395	LOC118461565|XP_035782923.1|AALB	LOC110176084|XP_020797985.1|DSER
OG0007396	LOC118458135|XP_035776214.1|AALB	LOC110177273|XP_020799589.1|DSER
OG0007397	LOC118460220|XP_035780234.1|AALB	LOC110183307|XP_020807206.1|DSER
OG0007398	LOC118466602|XP_035792072.1|AALB	LOC110180050|XP_020803330.1|DSER
OG0007399	LOC118464447|XP_035787722.1|AALB	LOC110181802|XP_020805343.1|DSER
OG0007400	LOC118463427|XP_035785886.1|AALB	LOC110184128|XP_020808195.1|DSER
OG0007401	LOC118460014|XP_035779838.1|AALB	LOC110175981|XP_020797838.1|DSER
OG0007402	LOC118456541|XP_035773288.1|AALB	LOC110188266|XP_020813614.1|DSER
OG0007404	LOC118460825|XP_035781360.1|AALB	LOC110188676|XP_020814133.1|DSER
OG0007405	LOC118458004|XP_035775971.1|AALB	LOC110186972|XP_020811980.1|DSER
OG0007406	LOC118468442|XP_035795103.1|AALB	LOC110186650|XP_020811574.1|DSER
OG0007407	LOC118458926|XP_035777787.1|AALB, LOC118461219|XP_035782186.1|AALB	LOC110183085|XP_020806933.1|DSER
OG0007408	LOC118464491|XP_035787811.1|AALB	LOC110185285|XP_020809692.1|DSER
OG0007409	LOC118457937|XP_035775842.1|AALB	LOC110179158|XP_020802204.1|DSER
OG0007410	LOC118466377|XP_035791495.1|AALB	LOC110181712|XP_020805220.1|DSER
OG0007411	LOC118466384|XP_035791509.1|AALB	LOC110179537|XP_020802775.1|DSER
OG0007412	LOC118466379|XP_035791497.1|AALB	LOC110181749|XP_020805268.1|DSER
OG0007413	LOC118466878|XP_035792626.1|AALB	LOC110178350|XP_020801137.1|DSER
OG0007414	LOC118466702|XP_035792234.1|AALB	LOC110179488|XP_020802721.1|DSER
OG0007415	LOC118467220|XP_035793361.1|AALB	LOC110179590|XP_020802849.1|DSER
OG0007416	LOC118466168|XP_035791040.1|AALB	LOC110178866|XP_020801798.1|DSER
OG0007417	LOC118466173|XP_035791051.1|AALB	LOC110183266|XP_020807152.1|DSER
OG0007418	LOC118462479|XP_035784072.1|AALB	LOC110190992|XP_020817363.1|DSER
OG0007419	LOC118465873|XP_035790402.1|AALB	LOC110176489|XP_020798522.1|DSER
OG0007420	LOC118466374|XP_035791492.1|AALB	LOC110182258|XP_020805938.1|DSER
OG0007421	LOC118464235|XP_035787312.1|AALB	LOC110182586|XP_020806293.1|DSER
OG0007422	LOC118465415|XP_035789533.1|AALB	LOC110179439|XP_020802642.1|DSER
OG0007423	LOC118467674|XP_035794334.1|AALB	LOC110181841|XP_020805406.1|DSER
OG0007424	LOC118463400|XP_035785841.1|AALB	LOC110189929|XP_020815867.1|DSER
OG0007425	LOC118466572|XP_035792009.1|AALB	LOC110190124|XP_020816104.1|DSER
OG0007426	LOC118466554|XP_035791971.1|AALB	LOC110184342|XP_020808495.1|DSER
OG0007427	LOC118466566|XP_035792002.1|AALB	LOC110178204|XP_020800899.1|DSER
OG0007428	LOC118467386|XP_035793720.1|AALB	LOC110181214|XP_020804555.1|DSER
OG0007429	LOC118464259|XP_035787391.1|AALB	LOC110189511|XP_020815279.1|DSER
OG0007430	LOC118462751|XP_035784608.1|AALB	LOC110178647|XP_020801497.1|DSER
OG0007431	LOC118462747|XP_035784603.1|AALB	LOC110179185|XP_020802256.1|DSER
OG0007432	LOC118466895|XP_035792644.1|AALB	LOC110190423|XP_020816560.1|DSER
OG0007433	LOC118466859|XP_035792587.1|AALB	LOC110184311|XP_020808457.1|DSER
OG0007434	LOC118467269|XP_035793450.1|AALB	LOC110181224|XP_020804575.1|DSER
OG0007435	LOC118467271|XP_035793453.1|AALB	LOC110178914|XP_020801853.1|DSER
OG0007436	LOC118466801|XP_035792445.1|AALB	LOC110184669|XP_020808936.1|DSER
OG0007437	LOC118463269|XP_035785635.1|AALB	LOC110176151|XP_020798048.1|DSER
OG0007438	LOC118466052|XP_035790782.1|AALB	LOC110190406|XP_020816530.1|DSER
OG0007439	LOC118466180|XP_035791064.1|AALB	LOC110179548|XP_020802787.1|DSER
OG0007440	LOC118466178|XP_035791059.1|AALB	LOC110180363|XP_020803684.1|DSER
OG0007441	LOC118465912|XP_035790496.1|AALB	LOC110178297|XP_020801044.1|DSER
OG0007442	LOC118468308|XP_035794938.1|AALB	LOC110189828|XP_020815685.1|DSER
OG0007443	LOC118466004|XP_035790693.1|AALB	LOC110177055|XP_020799232.1|DSER
OG0007444	LOC118466745|XP_035792323.1|AALB	LOC110182620|XP_020806345.1|DSER
OG0007445	LOC118466051|XP_035790781.1|AALB	LOC110182611|XP_020806335.1|DSER
OG0007446	LOC118466736|XP_035792311.1|AALB	LOC110187516|XP_020812570.1|DSER
OG0007447	LOC118465566|XP_035789820.1|AALB	LOC110178120|XP_020800798.1|DSER
OG0007448	LOC118467140|XP_035793154.1|AALB	LOC110189490|XP_020815239.1|DSER
OG0007449	LOC118464794|XP_035788320.1|AALB	LOC110179008|XP_020802007.1|DSER
OG0007450	LOC118464798|XP_035788350.1|AALB	LOC110187416|XP_020812464.1|DSER
OG0007451	LOC118467979|XP_035794860.1|AALB	LOC110189858|XP_020815736.1|DSER
OG0007452	LOC118467978|XP_035794858.1|AALB	LOC110189857|XP_020815734.1|DSER
OG0007453	LOC118465258|XP_035789172.1|AALB	LOC110181276|XP_020804650.1|DSER
OG0007454	LOC118466931|XP_035792712.1|AALB	LOC110179964|XP_020803204.1|DSER
OG0007455	LOC118467499|XP_035793943.1|AALB	LOC110178359|XP_020801154.1|DSER
OG0007456	LOC118467958|XP_035794834.1|AALB	LOC110184325|XP_020808480.1|DSER
OG0007457	LOC118466704|XP_035792239.1|AALB	LOC110187040|XP_020812070.1|DSER
OG0007458	LOC118464159|XP_035787185.1|AALB	LOC110191703|XP_020818278.1|DSER
OG0007459	LOC118464153|XP_035787173.1|AALB	LOC110177338|XP_020799682.1|DSER
OG0007460	LOC118464151|XP_035787167.1|AALB	LOC110178794|XP_020801709.1|DSER
OG0007461	LOC118463857|XP_035786656.1|AALB	LOC110178550|XP_020801374.1|DSER
OG0007462	LOC118465886|XP_035790429.1|AALB	LOC110178998|XP_020801987.1|DSER
OG0007463	LOC118465884|XP_035790427.1|AALB	LOC110178997|XP_020801985.1|DSER
OG0007464	LOC118465883|XP_035790413.1|AALB	LOC110178548|XP_020801368.1|DSER
OG0007465	LOC118464384|XP_035787621.1|AALB	LOC110179828|XP_020803093.1|DSER
OG0007466	LOC118466596|XP_035792057.1|AALB	LOC110180260|XP_020803575.1|DSER
OG0007468	LOC118465559|XP_035789801.1|AALB	LOC110191571|XP_020818116.1|DSER
OG0007469	LOC118466003|XP_035790692.1|AALB	LOC110191353|XP_020817860.1|DSER
OG0007470	LOC118467491|XP_035793935.1|AALB	LOC110185606|XP_020810210.1|DSER
OG0007471	LOC118464228|XP_035787302.1|AALB	LOC110180452|XP_020803790.1|DSER
OG0007472	LOC118467451|XP_035793850.1|AALB	LOC110175947|XP_020797793.1|DSER
OG0007473	LOC118463848|XP_035786645.1|AALB	LOC110184625|XP_020808882.1|DSER
OG0007474	LOC118464138|XP_035787134.1|AALB	LOC110189465|XP_020815202.1|DSER
OG0007475	LOC118467555|XP_035794073.1|AALB	LOC110178767|XP_020801665.1|DSER
OG0007476	LOC118466193|XP_035791099.1|AALB	LOC110179474|XP_020802703.1|DSER
OG0007477	LOC118467662|XP_035794303.1|AALB	LOC110179627|XP_020802894.1|DSER
OG0007478	LOC118463194|XP_035785517.1|AALB	LOC110183315|XP_020807218.1|DSER
OG0007479	LOC118464750|XP_035788259.1|AALB	LOC110182453|XP_020806146.1|DSER
OG0007480	LOC118464738|XP_035788237.1|AALB	LOC110191815|XP_020818434.1|DSER
OG0007481	LOC118464757|XP_035788269.1|AALB	LOC110183653|XP_020807636.1|DSER
OG0007482	LOC118466334|XP_035791346.1|AALB	LOC110177010|XP_020799179.1|DSER
OG0007483	LOC118467101|XP_035793044.1|AALB	LOC110178250|XP_020800961.1|DSER
OG0007484	LOC118464020|XP_035786968.1|AALB	LOC110181646|XP_020805119.1|DSER
OG0007485	LOC118464925|XP_035788591.1|AALB	LOC110180342|XP_020803663.1|DSER
OG0007486	LOC118462670|XP_035784460.1|AALB	LOC110175971|XP_020797824.1|DSER
OG0007487	LOC118462666|XP_035784455.1|AALB	LOC110185405|XP_020809870.1|DSER
OG0007488	LOC118463847|XP_035786644.1|AALB	LOC110184662|XP_020808924.1|DSER
OG0007489	LOC118462913|XP_035784909.1|AALB	LOC110191919|XP_020818565.1|DSER
OG0007490	LOC118465847|XP_035790352.1|AALB	LOC110179637|XP_020802908.1|DSER
OG0007491	LOC118464723|XP_035788187.1|AALB	LOC110187086|XP_020812145.1|DSER
OG0007492	LOC118464717|XP_035788182.1|AALB	LOC110189596|XP_020815386.1|DSER
OG0007493	LOC118467380|XP_035793704.1|AALB	LOC110181893|XP_020805484.1|DSER
OG0007494	LOC118467132|XP_035793135.1|AALB	LOC110183336|XP_020807245.1|DSER
OG0007495	LOC118467743|XP_035794444.1|AALB	LOC110179462|XP_020802680.1|DSER
OG0007496	LOC118464438|XP_035787705.1|AALB	LOC110189917|XP_020815849.1|DSER
OG0007497	LOC118464439|XP_035787707.1|AALB	LOC110185154|XP_020809516.1|DSER
OG0007498	LOC118465450|XP_035789607.1|AALB	LOC110189914|XP_020815846.1|DSER
OG0007499	LOC118463685|XP_035786345.1|AALB	LOC110190432|XP_020816573.1|DSER
OG0007500	LOC118468935|XP_035796160.1|AALB	LOC110190434|XP_020816576.1|DSER
OG0007501	LOC118466024|XP_035790737.1|AALB	LOC110190355|XP_020816420.1|DSER
OG0007502	LOC118462770|XP_035784628.1|AALB	LOC110189407|XP_020815122.1|DSER
OG0007503	LOC118462765|XP_035784620.1|AALB	LOC110179148|XP_020802195.1|DSER
OG0007504	LOC118462768|XP_035784626.1|AALB	LOC110184651|XP_020808911.1|DSER, LOC110179697|XP_020802967.1|DSER
OG0007505	LOC118465911|XP_035790495.1|AALB	LOC110176139|XP_020798034.1|DSER
OG0007506	LOC118465208|XP_035789089.1|AALB	LOC110176175|XP_020798075.1|DSER
OG0007507	LOC118464189|XP_035787236.1|AALB	LOC110187290|XP_020812338.1|DSER
OG0007508	LOC118467217|XP_035793355.1|AALB	LOC110182261|XP_020805937.1|DSER
OG0007509	LOC118465459|XP_035789645.1|AALB	LOC110185068|XP_020809407.1|DSER
OG0007510	LOC118467833|XP_035794617.1|AALB	LOC110178241|XP_020800950.1|DSER
OG0007511	LOC118466042|XP_035790770.1|AALB	LOC110185892|XP_020810562.1|DSER
OG0007512	LOC118467658|XP_035794293.1|AALB	LOC110188706|XP_020814171.1|DSER
OG0007513	LOC118466852|XP_035792573.1|AALB	LOC110187557|XP_020812605.1|DSER
OG0007514	LOC118466843|XP_035792558.1|AALB	LOC110177582|XP_020800022.1|DSER
OG0007515	LOC118467731|XP_035794428.1|AALB	LOC110181187|XP_020804523.1|DSER
OG0007516	LOC118467724|XP_035794420.1|AALB	LOC110187407|XP_020812454.1|DSER
OG0007517	LOC118465854|XP_035790375.1|AALB	LOC110184624|XP_020808881.1|DSER
OG0007518	LOC118462537|XP_035784196.1|AALB	LOC110176515|XP_020798554.1|DSER
OG0007519	LOC118465501|XP_035789703.1|AALB	LOC110179220|XP_020802314.1|DSER
OG0007520	LOC118465502|XP_035789712.1|AALB	LOC110187022|XP_020812045.1|DSER
OG0007521	LOC118467539|XP_035794031.1|AALB	LOC110184448|XP_020808647.1|DSER
OG0007522	LOC118462543|XP_035784203.1|AALB	LOC110184402|XP_020808588.1|DSER
OG0007523	LOC118464349|XP_035787562.1|AALB	LOC110177988|XP_020800645.1|DSER
