Orthogroup	AALB.longest_only	SLEB.longest_only
OG0005861	LOC118468933|XP_035796150.1|AALB	LOC115620393|XP_030369463.1|SLEB
OG0005862	LOC118466352|XP_035791377.1|AALB	LOC115634511|XP_030388138.1|SLEB
OG0005863	LOC118461484|XP_035782751.1|AALB	LOC115620437|XP_030369528.1|SLEB
OG0005864	LOC118468936|XP_035796161.1|AALB	LOC115623598|XP_030373871.1|SLEB
OG0005865	LOC118466586|XP_035792039.1|AALB	LOC115623792|XP_030374194.1|SLEB
OG0005866	LOC118466382|XP_035791506.1|AALB	LOC115624726|XP_030375410.1|SLEB
OG0005867	LOC118463377|XP_035785798.1|AALB	LOC115631274|XP_030383845.1|SLEB
OG0005869	LOC118467835|XP_035794620.1|AALB	LOC115627151|XP_030378590.1|SLEB
OG0005870	LOC118466348|XP_035791374.1|AALB	LOC115627138|XP_030378574.1|SLEB
OG0005871	LOC118464780|XP_035788303.1|AALB	LOC115627272|XP_030378762.1|SLEB
OG0005872	LOC118464779|XP_035788301.1|AALB	LOC115620902|XP_030370250.1|SLEB
OG0005873	LOC118467218|XP_035793356.1|AALB	LOC115625620|XP_030376621.1|SLEB
OG0005874	LOC118462560|XP_035784240.1|AALB	LOC115629254|XP_030381530.1|SLEB
OG0005875	LOC118464732|XP_035788221.1|AALB	LOC115627590|XP_030379176.1|SLEB
OG0005876	LOC118463202|XP_035785530.1|AALB	LOC115629319|XP_030381628.1|SLEB
OG0005877	LOC118467671|XP_035794320.1|AALB	LOC115629092|XP_030381265.1|SLEB
OG0005878	LOC118466791|XP_035792425.1|AALB	LOC115626724|XP_030378030.1|SLEB
OG0005880	LOC118466874|XP_035792616.1|AALB	LOC115622595|XP_030372452.1|SLEB
OG0005881	LOC118466880|XP_035792628.1|AALB	LOC115622702|XP_030372592.1|SLEB
OG0005882	LOC118464891|XP_035788529.1|AALB	LOC115628025|XP_030379821.1|SLEB
OG0005883	LOC118464637|XP_035787977.1|AALB	LOC115633125|XP_030386377.1|SLEB
OG0005884	LOC118462738|XP_035784587.1|AALB	LOC115632314|XP_030385275.1|SLEB
OG0005885	LOC118462722|XP_035784559.1|AALB	LOC115622642|XP_030372510.1|SLEB
OG0005886	LOC118462720|XP_035784556.1|AALB	LOC115623161|XP_030373234.1|SLEB
OG0005887	LOC118466804|XP_035792449.1|AALB	LOC115622268|XP_030372030.1|SLEB
OG0005888	LOC118466805|XP_035792450.1|AALB	LOC115632579|XP_030385660.1|SLEB
OG0005889	LOC118466853|XP_035792574.1|AALB	LOC115622194|XP_030371945.1|SLEB
OG0005890	LOC118467268|XP_035793449.1|AALB	LOC115628864|XP_030380976.1|SLEB
OG0005891	LOC118467273|XP_035793463.1|AALB	LOC115623211|XP_030373300.1|SLEB
OG0005892	LOC118467272|XP_035793462.1|AALB	LOC115622329|XP_030372098.1|SLEB
OG0005893	LOC118466798|XP_035792442.1|AALB	LOC115624758|XP_030375450.1|SLEB
OG0005894	LOC118466800|XP_035792444.1|AALB	LOC115624759|XP_030375451.1|SLEB
OG0005895	LOC118466803|XP_035792448.1|AALB	LOC115624760|XP_030375452.1|SLEB
OG0005896	LOC118466799|XP_035792443.1|AALB	LOC115626340|XP_030377550.1|SLEB
OG0005897	LOC118464367|XP_035787594.1|AALB	LOC115622132|XP_030371845.1|SLEB
OG0005898	LOC118464333|XP_035787543.1|AALB	LOC115629952|XP_030382420.1|SLEB
OG0005899	LOC118466735|XP_035792310.1|AALB	LOC115624569|XP_030375157.1|SLEB
OG0005900	LOC118465563|XP_035789812.1|AALB, LOC118465567|XP_035789821.1|AALB	LOC115631604|XP_030384266.1|SLEB
OG0005901	LOC118463087|XP_035785260.1|AALB	LOC115623023|XP_030373064.1|SLEB
OG0005902	LOC118463086|XP_035785258.1|AALB	LOC115627722|XP_030379335.1|SLEB
OG0005903	LOC118462471|XP_035784062.1|AALB	LOC115623972|XP_030374401.1|SLEB
OG0005904	LOC118465860|XP_035790385.1|AALB	LOC115620318|XP_030369371.1|SLEB
OG0005905	LOC118463332|XP_035785722.1|AALB	LOC115622182|XP_030371931.1|SLEB
OG0005906	LOC118464795|XP_035788321.1|AALB	LOC115623258|XP_030373388.1|SLEB
OG0005907	LOC118463726|XP_035786413.1|AALB	LOC115624707|XP_030375389.1|SLEB
OG0005908	LOC118467982|XP_035794864.1|AALB	LOC115623345|XP_030373488.1|SLEB
OG0005909	LOC118464442|XP_035787710.1|AALB	LOC115632975|XP_030386145.1|SLEB
OG0005910	LOC118465076|XP_035788866.1|AALB	LOC115619973|XP_030368872.1|SLEB
OG0005911	LOC118465079|XP_035788875.1|AALB	LOC115633952|XP_030387330.1|SLEB
OG0005912	LOC118463172|XP_035785460.1|AALB	LOC115630852|XP_030383348.1|SLEB
OG0005913	LOC118466332|XP_035791345.1|AALB	LOC115621068|XP_030370454.1|SLEB
OG0005914	LOC118464076|XP_035787025.1|AALB	LOC115619951|XP_030368840.1|SLEB
OG0005915	LOC118462882|XP_035784848.1|AALB	LOC115628732|XP_030380799.1|SLEB
OG0005916	LOC118466937|XP_035792723.1|AALB	LOC115624788|XP_030375491.1|SLEB
OG0005917	LOC118464643|XP_035788001.1|AALB	LOC115633872|XP_030387232.1|SLEB
OG0005918	LOC118465561|XP_035789805.1|AALB	LOC115627500|XP_030379048.1|SLEB
OG0005919	LOC118464432|XP_035787697.1|AALB	LOC115634256|XP_030387713.1|SLEB
OG0005920	LOC118466741|XP_035792320.1|AALB	LOC115632174|XP_030385070.1|SLEB
OG0005921	LOC118466747|XP_035792326.1|AALB	LOC115628300|XP_030380208.1|SLEB
OG0005922	LOC118466591|XP_035792046.1|AALB	LOC115629111|XP_030381300.1|SLEB
OG0005923	LOC118465887|XP_035790431.1|AALB	LOC115623007|XP_030373038.1|SLEB
OG0005924	LOC118465890|XP_035790434.1|AALB	LOC115623011|XP_030373042.1|SLEB
OG0005925	LOC118467036|XP_035792914.1|AALB	LOC115622711|XP_030372602.1|SLEB
OG0005926	LOC118467436|XP_035793835.1|AALB	LOC115626787|XP_030378113.1|SLEB
OG0005927	LOC118463235|XP_035785586.1|AALB	LOC115625522|XP_030376447.1|SLEB
OG0005928	LOC118463236|XP_035785588.1|AALB	LOC115627469|XP_030379001.1|SLEB
OG0005929	LOC118463228|XP_035785571.1|AALB	LOC115633976|XP_030387357.1|SLEB
OG0005930	LOC118467614|XP_035794209.1|AALB	LOC115624908|XP_030375616.1|SLEB
OG0005931	LOC118466595|XP_035792056.1|AALB	LOC115624545|XP_030375131.1|SLEB
OG0005932	LOC118463901|XP_035786725.1|AALB	LOC115624648|XP_030375284.1|SLEB
OG0005933	LOC118465557|XP_035789795.1|AALB	LOC115622966|XP_030372979.1|SLEB
OG0005934	LOC118467660|XP_035794298.1|AALB	LOC115620751|XP_030370010.1|SLEB
OG0005935	LOC118466000|XP_035790687.1|AALB	LOC115633066|XP_030386291.1|SLEB
OG0005936	LOC118466006|XP_035790696.1|AALB	LOC115625898|XP_030376987.1|SLEB
OG0005937	LOC118466002|XP_035790690.1|AALB	LOC115632429|XP_030385430.1|SLEB
OG0005938	LOC118464226|XP_035787299.1|AALB	LOC115627894|XP_030379650.1|SLEB
OG0005939	LOC118467454|XP_035793852.1|AALB	LOC115627206|XP_030378684.1|SLEB
OG0005940	LOC118467210|XP_035793330.1|AALB	LOC115634349|XP_030387865.1|SLEB
OG0005942	LOC118464075|XP_035787024.1|AALB	LOC115624644|XP_030375276.1|SLEB
OG0005943	LOC118467911|XP_035794734.1|AALB	LOC115624519|XP_030375095.1|SLEB
OG0005944	LOC118464787|XP_035788312.1|AALB	LOC115624568|XP_030375156.1|SLEB
OG0005945	LOC118464137|XP_035787133.1|AALB	LOC115634712|XP_030388455.1|SLEB
OG0005946	LOC118463729|XP_035786416.1|AALB	LOC115630186|XP_030382616.1|SLEB, LOC115620157|XP_030369145.1|SLEB
OG0005947	LOC118467159|XP_035793196.1|AALB	LOC115625558|XP_030376514.1|SLEB
OG0005948	LOC118464023|XP_035786972.1|AALB	LOC115628334|XP_030380257.1|SLEB
OG0005949	LOC118464024|XP_035786973.1|AALB	LOC115632710|XP_030385812.1|SLEB
OG0005950	LOC118466011|XP_035790710.1|AALB	LOC115631689|XP_030384371.1|SLEB
OG0005951	LOC118466673|XP_035792170.1|AALB	LOC115632403|XP_030385398.1|SLEB
OG0005952	LOC118463618|XP_035786203.1|AALB	LOC115631688|XP_030384369.1|SLEB
OG0005953	LOC118463622|XP_035786213.1|AALB	LOC115628594|XP_030380639.1|SLEB
OG0005954	LOC118463111|XP_035785328.1|AALB	LOC115628588|XP_030380631.1|SLEB
OG0005955	LOC118466055|XP_035790797.1|AALB	LOC115623374|XP_030373529.1|SLEB
OG0005956	LOC118465576|XP_035789836.1|AALB	LOC115634707|XP_030388447.1|SLEB
OG0005957	LOC118462826|XP_035784748.1|AALB	LOC115624041|XP_030374478.1|SLEB
OG0005958	LOC118466973|XP_035792777.1|AALB	LOC115624029|XP_030374466.1|SLEB
OG0005959	LOC118464759|XP_035788271.1|AALB	LOC115625880|XP_030376957.1|SLEB
OG0005960	LOC118464753|XP_035788265.1|AALB	LOC115627131|XP_030378564.1|SLEB, LOC115630745|XP_030383259.1|SLEB
OG0005961	LOC118466236|XP_035791168.1|AALB	LOC115631876|XP_030384588.1|SLEB
OG0005962	LOC118466331|XP_035791344.1|AALB	LOC115624909|XP_030375617.1|SLEB
OG0005963	LOC118465731|XP_035790086.1|AALB	LOC115631519|XP_030384148.1|SLEB
OG0005964	LOC118467821|XP_035794603.1|AALB	LOC115632093|XP_030384932.1|SLEB
OG0005965	LOC118467826|XP_035794609.1|AALB	LOC115633883|XP_030387247.1|SLEB
OG0005966	LOC118467820|XP_035794602.1|AALB	LOC115629744|XP_030382138.1|SLEB
OG0005967	LOC118463609|XP_035786182.1|AALB	LOC115634757|XP_030388509.1|SLEB
OG0005968	LOC118463607|XP_035786171.1|AALB	LOC115628424|XP_030380375.1|SLEB
OG0005969	LOC118467486|XP_035793919.1|AALB	LOC115633340|XP_030386637.1|SLEB
OG0005970	LOC118464156|XP_035787176.1|AALB	LOC115632233|XP_030385153.1|SLEB
OG0005971	LOC118465974|XP_035790627.1|AALB	LOC115633677|XP_030386991.1|SLEB
OG0005972	LOC118465971|XP_035790619.1|AALB	LOC115628188|XP_030380034.1|SLEB
OG0005973	LOC118462562|XP_035784244.1|AALB	LOC115622582|XP_030372433.1|SLEB
OG0005974	LOC118465460|XP_035789648.1|AALB	LOC115624558|XP_030375145.1|SLEB
OG0005975	LOC118467392|XP_035793742.1|AALB	LOC115632663|XP_030385756.1|SLEB, LOC115630024|XP_030382520.1|SLEB
OG0005977	LOC118465170|XP_035789023.1|AALB	LOC115623108|XP_030373177.1|SLEB
OG0005978	LOC118465169|XP_035789022.1|AALB	LOC115634532|XP_030388201.1|SLEB
OG0005979	LOC118465165|XP_035789017.1|AALB	LOC115624688|XP_030375354.1|SLEB
OG0005980	LOC118467887|XP_035794693.1|AALB	LOC115628146|XP_030379977.1|SLEB
OG0005981	LOC118467894|XP_035794705.1|AALB	LOC115622733|XP_030372633.1|SLEB, LOC115626711|XP_030378006.1|SLEB
OG0005983	LOC118467892|XP_035794702.1|AALB	LOC115627339|XP_030378844.1|SLEB
OG0005984	LOC118466190|XP_035791089.1|AALB	LOC115627063|XP_030378469.1|SLEB
OG0005985	LOC118467376|XP_035793690.1|AALB	LOC115626962|XP_030378337.1|SLEB
OG0005986	LOC118467391|XP_035793738.1|AALB	LOC115629854|XP_030382296.1|SLEB
OG0005987	LOC118467388|XP_035793725.1|AALB	LOC115629532|XP_030381868.1|SLEB
OG0005988	LOC118464718|XP_035788183.1|AALB	LOC115624737|XP_030375422.1|SLEB
OG0005989	LOC118463915|XP_035786748.1|AALB	LOC115631713|XP_030384404.1|SLEB
OG0005990	LOC118463919|XP_035786769.1|AALB	LOC115634554|XP_030388230.1|SLEB, LOC115627594|XP_030379177.1|SLEB
OG0005991	LOC118464431|XP_035787695.1|AALB	LOC115634331|XP_030387848.1|SLEB
OG0005992	LOC118464430|XP_035787694.1|AALB	LOC115622936|XP_030372926.1|SLEB
OG0005993	LOC118467385|XP_035793718.1|AALB	LOC115622426|XP_030372222.1|SLEB
OG0005994	LOC118463735|XP_035786420.1|AALB	LOC115626032|XP_030377143.1|SLEB, LOC115628160|XP_030379992.1|SLEB
OG0005996	LOC118467422|XP_035793801.1|AALB	LOC115633099|XP_030386340.1|SLEB
OG0005997	LOC118467536|XP_035794022.1|AALB	LOC115629916|XP_030382382.1|SLEB, LOC115629156|XP_030381391.1|SLEB
OG0005998	LOC118467535|XP_035794021.1|AALB	LOC115632543|XP_030385618.1|SLEB
OG0005999	LOC118463199|XP_035785526.1|AALB	LOC115628276|XP_030380165.1|SLEB
OG0006000	LOC118466845|XP_035792560.1|AALB	LOC115631788|XP_030384489.1|SLEB
OG0006001	LOC118464770|XP_035788288.1|AALB	LOC115622345|XP_030372117.1|SLEB
OG0006002	LOC118462767|XP_035784625.1|AALB	LOC115631768|XP_030384467.1|SLEB
OG0006003	LOC118464729|XP_035788203.1|AALB	LOC115624672|XP_030375329.1|SLEB
OG0006005	LOC118467847|XP_035794646.1|AALB	LOC115633775|XP_030387109.1|SLEB
OG0006006	LOC118465013|XP_035788758.1|AALB	LOC115624730|XP_030375416.1|SLEB
OG0006007	LOC118467830|XP_035794614.1|AALB	LOC115624624|XP_030375238.1|SLEB
OG0006008	LOC118465072|XP_035788856.1|AALB	LOC115631979|XP_030384740.1|SLEB
OG0006009	LOC118467727|XP_035794424.1|AALB	LOC115630064|XP_030382557.1|SLEB
OG0006010	LOC118465817|XP_035790284.1|AALB	LOC115624956|XP_030375669.1|SLEB
OG0006011	LOC118465829|XP_035790311.1|AALB	LOC115632310|XP_030385271.1|SLEB
OG0006012	LOC118467838|XP_035794623.1|AALB	LOC115622370|XP_030372147.1|SLEB
OG0006013	LOC118467225|XP_035793369.1|AALB	LOC115625990|XP_030377134.1|SLEB
OG0006014	LOC118465855|XP_035790376.1|AALB	LOC115622821|XP_030372756.1|SLEB
OG0006015	LOC118464716|XP_035788167.1|AALB	LOC115627062|XP_030378472.1|SLEB
OG0006016	LOC118466079|XP_035790864.1|AALB	LOC115634329|XP_030387846.1|SLEB
OG0006017	LOC118465505|XP_035789715.1|AALB	LOC115624608|XP_030375218.1|SLEB
OG0006018	LOC118465504|XP_035789713.1|AALB	LOC115622123|XP_030371839.1|SLEB
OG0006019	LOC118465514|XP_035789725.1|AALB	LOC115633766|XP_030387100.1|SLEB
OG0006020	LOC118465463|XP_035789652.1|AALB	LOC115625643|XP_030376634.1|SLEB
OG0006021	LOC118465449|XP_035789597.1|AALB	LOC115624633|XP_030375252.1|SLEB
OG0006022	LOC118465451|XP_035789615.1|AALB	LOC115625945|XP_030377041.1|SLEB
OG0006023	LOC118467546|XP_035794038.1|AALB	LOC115623473|XP_030373699.1|SLEB
OG0006024	LOC118466370|XP_035791462.1|AALB	LOC115626846|XP_030378204.1|SLEB
OG0006025	LOC118463877|XP_035786689.1|AALB	LOC115624513|XP_030375085.1|SLEB
OG0006026	LOC118463603|XP_035786160.1|AALB	LOC115621736|XP_030371327.1|SLEB
OG0006027	LOC118467015|XP_035792855.1|AALB	LOC115628148|XP_030379983.1|SLEB
OG0006028	LOC118462554|XP_035784226.1|AALB	LOC115628557|XP_030380582.1|SLEB
OG0006029	LOC118467832|XP_035794616.1|AALB	LOC115624885|XP_030375595.1|SLEB
OG0006030	LOC118466104|XP_035790916.1|AALB	LOC115623607|XP_030373884.1|SLEB
OG0006031	LOC118467834|XP_035794618.1|AALB	LOC115628201|XP_030380058.1|SLEB
OG0006032	LOC118462516|XP_035784137.1|AALB	LOC115628069|XP_030379895.1|SLEB
OG0006033	LOC118463359|XP_035785768.1|AALB	LOC115622771|XP_030372687.1|SLEB
OG0006034	LOC118464518|XP_035787850.1|AALB	LOC115620344|XP_030369405.1|SLEB
OG0006035	LOC118464003|XP_035786943.1|AALB	LOC115624418|XP_030375013.1|SLEB
OG0006036	LOC118464001|XP_035786941.1|AALB	LOC115626062|XP_030377174.1|SLEB
OG0006037	LOC118464002|XP_035786942.1|AALB	LOC115632398|XP_030385392.1|SLEB
OG0006038	LOC118466162|XP_035791031.1|AALB	LOC115623482|XP_030373711.1|SLEB
OG0006039	LOC118466159|XP_035791026.1|AALB	LOC115624660|XP_030375300.1|SLEB
OG0006040	LOC118466892|XP_035792640.1|AALB	LOC115627651|XP_030379255.1|SLEB
OG0006041	LOC118458022|XP_035776020.1|AALB	LOC115627030|XP_030378419.1|SLEB
OG0006042	LOC118467433|XP_035793815.1|AALB	LOC115634687|XP_030388410.1|SLEB
OG0006043	LOC118464858|XP_035788461.1|AALB	LOC115622253|XP_030372012.1|SLEB
OG0006044	LOC118465069|XP_035788848.1|AALB	LOC115627020|XP_030378405.1|SLEB
OG0006045	LOC118467102|XP_035793045.1|AALB	LOC115624873|XP_030375578.1|SLEB
OG0006046	LOC118464233|XP_035787306.1|AALB	LOC115631675|XP_030384351.1|SLEB
OG0006047	LOC118464244|XP_035787338.1|AALB	LOC115622628|XP_030372495.1|SLEB
OG0006048	LOC118462794|XP_035784684.1|AALB	LOC115622673|XP_030372547.1|SLEB
OG0006049	LOC118467732|XP_035794430.1|AALB	LOC115621838|XP_030371509.1|SLEB
OG0006050	LOC118465256|XP_035789171.1|AALB	LOC115621770|XP_030371377.1|SLEB
OG0006051	LOC118465262|XP_035789177.1|AALB	LOC115629857|XP_030382301.1|SLEB
OG0006052	LOC118467538|XP_035794029.1|AALB	LOC115624579|XP_030375174.1|SLEB
OG0006053	LOC118462513|XP_035784135.1|AALB	LOC115628675|XP_030380708.1|SLEB
OG0006054	LOC118466241|XP_035791184.1|AALB	LOC115627787|XP_030379467.1|SLEB
OG0006055	LOC118467320|XP_035793551.1|AALB	LOC115620385|XP_030369453.1|SLEB
OG0006056	LOC118465374|XP_035789462.1|AALB	LOC115633803|XP_030387145.1|SLEB
OG0006057	LOC118463677|XP_035786327.1|AALB	LOC115632682|XP_030385776.1|SLEB
OG0006058	LOC118467215|XP_035793352.1|AALB	LOC115621261|XP_030370718.1|SLEB
OG0006059	LOC118466536|XP_035791937.1|AALB	LOC115622323|XP_030372090.1|SLEB
OG0006060	LOC118466537|XP_035791940.1|AALB	LOC115622324|XP_030372091.1|SLEB
OG0006061	LOC118465271|XP_035789194.1|AALB	LOC115629185|XP_030381429.1|SLEB
OG0006062	LOC118465278|XP_035789212.1|AALB	LOC115623437|XP_030373643.1|SLEB, LOC115623438|XP_030373644.1|SLEB
OG0006063	LOC118461534|XP_035782863.1|AALB	LOC115625913|XP_030377005.1|SLEB
OG0006064	LOC118465780|XP_035790198.1|AALB	LOC115623239|XP_030373356.1|SLEB
OG0006065	LOC118465779|XP_035790197.1|AALB	LOC115632439|XP_030385443.1|SLEB
OG0006066	LOC118465781|XP_035790201.1|AALB	LOC115628413|XP_030380364.1|SLEB
OG0006067	LOC118467330|XP_035793560.1|AALB	LOC115619985|XP_030368891.1|SLEB
OG0006068	LOC118463204|XP_035785540.1|AALB	LOC115627412|XP_030378932.1|SLEB
OG0006069	LOC118464364|XP_035787582.1|AALB	LOC115622250|XP_030372009.1|SLEB
OG0006070	LOC118466826|XP_035792514.1|AALB	LOC115631684|XP_030384361.1|SLEB, LOC115623040|XP_030373077.1|SLEB
OG0006071	LOC118466822|XP_035792505.1|AALB	LOC115620682|XP_030369908.1|SLEB
OG0006072	LOC118466717|XP_035792275.1|AALB	LOC115633168|XP_030386441.1|SLEB
OG0006073	LOC118467779|XP_035794510.1|AALB	LOC115632599|XP_030385684.1|SLEB
OG0006074	LOC118462660|XP_035784440.1|AALB	LOC115626784|XP_030378110.1|SLEB
OG0006075	LOC118468247|XP_035794905.1|AALB	LOC115628874|XP_030380988.1|SLEB
OG0006076	LOC118464689|XP_035788105.1|AALB	LOC115634656|XP_030388373.1|SLEB
OG0006077	LOC118467906|XP_035794726.1|AALB	LOC115620031|XP_030368996.1|SLEB
OG0006078	LOC118465018|XP_035788767.1|AALB	LOC115621102|XP_030370504.1|SLEB
OG0006079	LOC118463176|XP_035785476.1|AALB	LOC115634504|XP_030388130.1|SLEB
OG0006080	LOC118462896|XP_035784883.1|AALB	LOC115634503|XP_030388127.1|SLEB
OG0006081	LOC118462740|XP_035784593.1|AALB	LOC115625766|XP_030376797.1|SLEB
OG0006082	LOC118462759|XP_035784618.1|AALB	LOC115633714|XP_030387038.1|SLEB
OG0006083	LOC118463796|XP_035786529.1|AALB	LOC115620917|XP_030370278.1|SLEB
OG0006084	LOC118465147|XP_035788982.1|AALB	LOC115622164|XP_030371894.1|SLEB
OG0006085	LOC118464012|XP_035786953.1|AALB	LOC115624627|XP_030375241.1|SLEB
OG0006086	LOC118464850|XP_035788440.1|AALB	LOC115624787|XP_030375485.1|SLEB
OG0006087	LOC118467026|XP_035792880.1|AALB	LOC115622919|XP_030372906.1|SLEB
OG0006088	LOC118467028|XP_035792886.1|AALB	LOC115632512|XP_030385563.1|SLEB
OG0006089	LOC118465684|XP_035790008.1|AALB	LOC115627336|XP_030378841.1|SLEB
OG0006090	LOC118465666|XP_035789978.1|AALB	LOC115622865|XP_030372810.1|SLEB
OG0006091	LOC118466903|XP_035792658.1|AALB	LOC115622571|XP_030372410.1|SLEB
OG0006092	LOC118463104|XP_035785304.1|AALB	LOC115629868|XP_030382320.1|SLEB
OG0006093	LOC118465967|XP_035790611.1|AALB	LOC115633881|XP_030387245.1|SLEB
OG0006094	LOC118465959|XP_035790592.1|AALB	LOC115622185|XP_030371935.1|SLEB
OG0006095	LOC118464175|XP_035787208.1|AALB	LOC115624332|XP_030374828.1|SLEB
OG0006096	LOC118464426|XP_035787682.1|AALB	LOC115634760|XP_030388511.1|SLEB
OG0006097	LOC118466459|XP_035791705.1|AALB	LOC115622882|XP_030372835.1|SLEB
OG0006098	LOC118466465|XP_035791716.1|AALB	LOC115630986|XP_030383428.1|SLEB
OG0006099	LOC118465437|XP_035789580.1|AALB	LOC115634238|XP_030387690.1|SLEB
OG0006100	LOC118465473|XP_035789661.1|AALB	LOC115624861|XP_030375567.1|SLEB
OG0006101	LOC118465823|XP_035790303.1|AALB	LOC115631494|XP_030384114.1|SLEB
OG0006102	LOC118464359|XP_035787575.1|AALB	LOC115623124|XP_030373193.1|SLEB
OG0006103	LOC118465477|XP_035789671.1|AALB	LOC115626965|XP_030378339.1|SLEB
OG0006104	LOC118464372|XP_035787606.1|AALB	LOC115629664|XP_030382039.1|SLEB
OG0006105	LOC118464709|XP_035788133.1|AALB	LOC115629637|XP_030381999.1|SLEB
OG0006106	LOC118467921|XP_035794756.1|AALB	LOC115624703|XP_030375378.1|SLEB
OG0006107	LOC118466991|XP_035792805.1|AALB	LOC115620047|XP_030369028.1|SLEB
OG0006108	LOC118463767|XP_035786475.1|AALB	LOC115627772|XP_030379430.1|SLEB
OG0006109	LOC118466030|XP_035790747.1|AALB	LOC115632286|XP_030385239.1|SLEB
OG0006110	LOC118465149|XP_035788988.1|AALB	LOC115627694|XP_030379300.1|SLEB
OG0006111	LOC118462739|XP_035784591.1|AALB	LOC115627745|XP_030379384.1|SLEB
OG0006112	LOC118464947|XP_035788629.1|AALB	LOC115633624|XP_030386916.1|SLEB
OG0006113	LOC118464940|XP_035788619.1|AALB	LOC115632419|XP_030385418.1|SLEB
OG0006114	LOC118463464|XP_035785947.1|AALB	LOC115620676|XP_030369901.1|SLEB
OG0006115	LOC118463683|XP_035786342.1|AALB	LOC115631200|XP_030383750.1|SLEB
OG0006116	LOC118465729|XP_035790083.1|AALB	LOC115633843|XP_030387193.1|SLEB
OG0006117	LOC118465024|XP_035788782.1|AALB	LOC115630836|XP_030383346.1|SLEB
OG0006118	LOC118463366|XP_035785778.1|AALB	LOC115623486|XP_030373720.1|SLEB
OG0006119	LOC118464202|XP_035787254.1|AALB	LOC115627887|XP_030379636.1|SLEB
OG0006120	LOC118466019|XP_035790728.1|AALB	LOC115626803|XP_030378132.1|SLEB
OG0006121	LOC118463280|XP_035785649.1|AALB	LOC115624712|XP_030375395.1|SLEB
OG0006122	LOC118464654|XP_035788014.1|AALB	LOC115627808|XP_030379497.1|SLEB
OG0006123	LOC118463071|XP_035785223.1|AALB	LOC115627615|XP_030379210.1|SLEB
OG0006124	LOC118463073|XP_035785225.1|AALB	LOC115625497|XP_030376416.1|SLEB
OG0006125	LOC118464697|XP_035788112.1|AALB	LOC115622503|XP_030372311.1|SLEB
OG0006126	LOC118462731|XP_035784570.1|AALB	LOC115623275|XP_030373413.1|SLEB
OG0006127	LOC118462717|XP_035784554.1|AALB	LOC115624566|XP_030375155.1|SLEB
OG0006128	LOC118465685|XP_035790009.1|AALB	LOC115624997|XP_030375732.1|SLEB
OG0006129	LOC118465824|XP_035790304.1|AALB	LOC115624623|XP_030375237.1|SLEB
OG0006130	LOC118463868|XP_035786678.1|AALB	LOC115628172|XP_030380017.1|SLEB
OG0006131	LOC118466316|XP_035791321.1|AALB	LOC115624612|XP_030375222.1|SLEB
OG0006132	LOC118464345|XP_035787558.1|AALB	LOC115624789|XP_030375492.1|SLEB
OG0006133	LOC118466317|XP_035791323.1|AALB	LOC115628173|XP_030380020.1|SLEB
OG0006134	LOC118466312|XP_035791316.1|AALB	LOC115632542|XP_030385614.1|SLEB
OG0006135	LOC118462634|XP_035784371.1|AALB	LOC115624514|XP_030375086.1|SLEB
OG0006136	LOC118466390|XP_035791520.1|AALB	LOC115622504|XP_030372314.1|SLEB
OG0006137	LOC118463470|XP_035785953.1|AALB	LOC115624924|XP_030375635.1|SLEB
OG0006138	LOC118465882|XP_035790412.1|AALB	LOC115634181|XP_030387626.1|SLEB
OG0006139	LOC118466490|XP_035791782.1|AALB	LOC115621976|XP_030371690.1|SLEB
OG0006140	LOC118464882|XP_035788518.1|AALB	LOC115619952|XP_030368841.1|SLEB
OG0006141	LOC118467209|XP_035793328.1|AALB	LOC115623703|XP_030374068.1|SLEB
OG0006142	LOC118465930|XP_035790526.1|AALB	LOC115633785|XP_030387121.1|SLEB
OG0006143	LOC118465933|XP_035790534.1|AALB	LOC115622598|XP_030372456.1|SLEB
OG0006144	LOC118465929|XP_035790525.1|AALB	LOC115622727|XP_030372627.1|SLEB
OG0006145	LOC118465934|XP_035790535.1|AALB	LOC115623166|XP_030373241.1|SLEB
OG0006146	LOC118463764|XP_035786470.1|AALB	LOC115625654|XP_030376641.1|SLEB
OG0006147	LOC118464332|XP_035787542.1|AALB	LOC115625330|XP_030376214.1|SLEB
OG0006148	LOC118464437|XP_035787704.1|AALB	LOC115629404|XP_030381725.1|SLEB
OG0006149	LOC118465995|XP_035790683.1|AALB	LOC115622599|XP_030372458.1|SLEB
OG0006150	LOC118465991|XP_035790676.1|AALB	LOC115622597|XP_030372455.1|SLEB
OG0006151	LOC118465990|XP_035790672.1|AALB	LOC115625724|XP_030376732.1|SLEB
OG0006152	LOC118460275|XP_035780351.1|AALB	LOC115628200|XP_030380054.1|SLEB
OG0006153	LOC118461614|XP_035783049.1|AALB	LOC115631418|XP_030384007.1|SLEB
OG0006154	LOC118461358|XP_035782487.1|AALB	LOC115623915|XP_030374331.1|SLEB
OG0006155	LOC118459368|XP_035778560.1|AALB	LOC115625110|XP_030375876.1|SLEB
OG0006156	LOC118460906|XP_035781544.1|AALB	LOC115624473|XP_030375036.1|SLEB, LOC115623953|XP_030374377.1|SLEB
OG0006158	LOC118456241|XP_035772726.1|AALB	LOC115632458|XP_030385474.1|SLEB
OG0006159	LOC118463740|XP_035786427.1|AALB	LOC115634016|XP_030387402.1|SLEB
OG0006160	LOC118465375|XP_035789463.1|AALB	LOC115625884|XP_030376967.1|SLEB
