Orthogroup	AALB.longest_only	DHYD.longest_only
OG0006628	LOC118465096|XP_035788906.1|AALB	LOC111600655|XP_023172645.2|DHYD
OG0006629	LOC118466117|XP_035790947.1|AALB	LOC111592850|XP_023161059.1|DHYD
OG0006630	LOC118463831|XP_035786612.1|AALB	LOC111605412|XP_030082031.1|DHYD
OG0006631	LOC118464322|XP_035787513.1|AALB	LOC111603042|XP_023176248.1|DHYD
OG0006632	LOC118466688|XP_035792210.1|AALB	LOC111605358|XP_023179605.2|DHYD
OG0006633	LOC118466697|XP_035792220.1|AALB	LOC111595279|XP_023164693.1|DHYD
OG0006634	LOC118466693|XP_035792216.1|AALB	LOC111599097|XP_023170406.2|DHYD
OG0006635	LOC118466698|XP_035792223.1|AALB	LOC111599351|XP_023170749.1|DHYD
OG0006636	LOC118463163|XP_035785442.1|AALB	LOC111591897|XP_023159573.1|DHYD
OG0006637	LOC118463152|XP_035785426.1|AALB	LOC111592305|XP_023160180.2|DHYD
OG0006638	LOC118465114|XP_035788954.1|AALB	LOC111604191|XP_023177914.1|DHYD
OG0006639	LOC118466651|XP_035792124.1|AALB	LOC111604183|XP_030081399.1|DHYD
OG0006640	LOC118467715|XP_035794409.1|AALB	LOC111595623|XP_023165198.2|DHYD
OG0006641	LOC118466606|XP_035792086.1|AALB	LOC111597646|XP_030080886.1|DHYD
OG0006642	LOC118463799|XP_035786558.1|AALB	LOC111595608|XP_023165181.2|DHYD
OG0006643	LOC118465207|XP_035789088.1|AALB	LOC111600080|XP_023171788.1|DHYD
OG0006644	LOC118459570|XP_035778972.1|AALB	LOC111593128|XP_023161498.1|DHYD
OG0006645	LOC118462977|XP_035785057.1|AALB	LOC111594642|XP_023163805.1|DHYD
OG0006646	LOC118462992|XP_035785105.1|AALB	LOC111603265|XP_023176548.2|DHYD
OG0006647	LOC118465296|XP_035789262.1|AALB	LOC111604108|XP_023177785.2|DHYD
OG0006648	LOC118464410|XP_035787661.1|AALB	LOC111596949|XP_023167173.1|DHYD
OG0006649	LOC118467053|XP_035792947.1|AALB	LOC111603842|XP_023177380.1|DHYD
OG0006650	LOC118466107|XP_035790919.1|AALB	LOC111601122|XP_023173386.2|DHYD
OG0006651	LOC118464656|XP_035788028.1|AALB	LOC111596021|XP_023165815.2|DHYD
OG0006652	LOC118464664|XP_035788068.1|AALB	LOC111597594|XP_023168162.2|DHYD
OG0006653	LOC118466088|XP_035790879.1|AALB	LOC111597779|XP_030081162.1|DHYD
OG0006654	LOC118467468|XP_035793890.1|AALB	LOC111598682|XP_023169812.2|DHYD
OG0006655	LOC118467144|XP_035793166.1|AALB	LOC111598465|XP_023169488.1|DHYD
OG0006656	LOC118466358|XP_035791409.1|AALB	LOC111599411|XP_023170831.1|DHYD
OG0006657	LOC118466989|XP_035792800.1|AALB	LOC111602105|XP_023174814.1|DHYD
OG0006658	LOC118463165|XP_035785445.1|AALB	LOC111597565|XP_023168132.1|DHYD
OG0006659	LOC118463166|XP_035785448.1|AALB	LOC111597567|XP_030081812.1|DHYD
OG0006660	LOC118465471|XP_035789659.1|AALB	LOC111600495|XP_023172391.1|DHYD
OG0006661	LOC118463074|XP_035785226.1|AALB	LOC111600454|XP_023172324.2|DHYD
OG0006662	LOC118468551|XP_035795339.1|AALB	LOC111599096|XP_023170405.1|DHYD
OG0006663	LOC118467698|XP_035794373.1|AALB	LOC111600489|XP_023172384.1|DHYD
OG0006664	LOC118464255|XP_035787384.1|AALB	LOC111600018|XP_023171697.1|DHYD
OG0006665	LOC118464252|XP_035787380.1|AALB	LOC111601103|XP_023173310.2|DHYD
OG0006666	LOC118465407|XP_035789522.1|AALB	LOC111602145|XP_023174862.1|DHYD
OG0006667	LOC118463786|XP_035786511.1|AALB	LOC111592957|XP_023161213.1|DHYD
OG0006668	LOC118462844|XP_035784795.1|AALB	LOC111604158|XP_023177854.1|DHYD
OG0006669	LOC118462836|XP_035784785.1|AALB	LOC111603697|XP_023177165.2|DHYD
OG0006670	LOC118462853|XP_035784803.1|AALB	LOC111603689|XP_023177142.1|DHYD
OG0006671	LOC118462834|XP_035784778.1|AALB	LOC111594851|XP_023164091.2|DHYD
OG0006672	LOC118462831|XP_035784763.1|AALB	LOC111605191|XP_023179358.2|DHYD
OG0006673	LOC118462852|XP_035784801.1|AALB	LOC111601658|XP_023174110.1|DHYD
OG0006674	LOC118462816|XP_035784729.1|AALB	LOC111597547|XP_023168111.1|DHYD
OG0006675	LOC118467766|XP_035794487.1|AALB	LOC111596037|XP_023165841.1|DHYD
OG0006676	LOC118467460|XP_035793864.1|AALB	LOC111593091|XP_023161455.1|DHYD
OG0006677	LOC118467456|XP_035793855.1|AALB	LOC111601578|XP_023174000.2|DHYD
OG0006678	LOC118464195|XP_035787247.1|AALB	LOC111598093|XP_023168911.1|DHYD
OG0006679	LOC118463889|XP_035786713.1|AALB	LOC111602929|XP_023176046.2|DHYD
OG0006680	LOC118465444|XP_035789587.1|AALB	LOC111597820|XP_023168477.2|DHYD
OG0006681	LOC118465751|XP_035790115.1|AALB	LOC111594846|XP_023164081.2|DHYD
OG0006682	LOC118466727|XP_035792292.1|AALB	LOC111594848|XP_023164088.1|DHYD
OG0006683	LOC118466730|XP_035792306.1|AALB	LOC111594845|XP_023164079.2|DHYD
OG0006684	LOC118466726|XP_035792291.1|AALB	LOC111601603|XP_023174036.2|DHYD
OG0006685	LOC118466482|XP_035791756.1|AALB	LOC111597110|XP_023167422.2|DHYD
OG0006686	LOC118462983|XP_035785074.1|AALB	LOC111601049|XP_030081450.1|DHYD
OG0006689	LOC118465786|XP_035790213.1|AALB	LOC111595285|XP_023164705.2|DHYD
OG0006690	LOC118465324|XP_035789354.1|AALB	LOC111602479|XP_023175312.2|DHYD
OG0006691	LOC118462994|XP_035785113.1|AALB	LOC111605201|XP_023179377.1|DHYD
OG0006692	LOC118467111|XP_035793064.1|AALB	LOC111595277|XP_023164691.2|DHYD
OG0006693	LOC118467106|XP_035793058.1|AALB	LOC111598204|XP_023169104.1|DHYD
OG0006694	LOC118463188|XP_035785508.1|AALB	LOC111596811|XP_023166943.1|DHYD
OG0006695	LOC118466549|XP_035791955.1|AALB	LOC111602914|XP_023176026.1|DHYD
OG0006696	LOC118466545|XP_035791952.1|AALB	LOC111602218|XP_023174964.2|DHYD
OG0006697	LOC118465337|XP_035789379.1|AALB	LOC111605646|XP_023180076.1|DHYD
OG0006698	LOC118465345|XP_035789394.1|AALB	LOC111597778|XP_030079505.1|DHYD
OG0006699	LOC118462859|XP_035784809.1|AALB	LOC111591926|XP_023159624.2|DHYD
OG0006700	LOC118462861|XP_035784811.1|AALB	LOC111604756|XP_023178714.2|DHYD
OG0006701	LOC118465528|XP_035789747.1|AALB	LOC111599192|XP_023170552.2|DHYD
OG0006702	LOC118463690|XP_035786358.1|AALB	LOC111596517|XP_023166549.1|DHYD
OG0006703	LOC118467476|XP_035793909.1|AALB	LOC111594883|XP_023164137.1|DHYD
OG0006704	LOC118467483|XP_035793918.1|AALB	LOC111594885|XP_023164139.1|DHYD
OG0006706	LOC118464095|XP_035787056.1|AALB	LOC111593795|XP_023162585.1|DHYD
OG0006707	LOC118463244|XP_035785604.1|AALB	LOC111599911|XP_023171504.2|DHYD
OG0006708	LOC118463257|XP_035785619.1|AALB	LOC111591998|XP_023159731.2|DHYD
OG0006709	LOC118466478|XP_035791753.1|AALB	LOC111605692|XP_023180175.2|DHYD
OG0006710	LOC118464514|XP_035787844.1|AALB	LOC111600528|XP_030081800.1|DHYD
OG0006711	LOC118466590|XP_035792042.1|AALB	LOC111598395|XP_023169385.2|DHYD
OG0006712	LOC118466758|XP_035792351.1|AALB	LOC111602881|XP_023175975.2|DHYD
OG0006713	LOC118462683|XP_035784485.1|AALB	LOC111603686|XP_023177137.1|DHYD
OG0006714	LOC118462681|XP_035784483.1|AALB	LOC111603681|XP_023177131.2|DHYD
OG0006715	LOC118463024|XP_035785159.1|AALB	LOC111604785|XP_023178765.1|DHYD
OG0006716	LOC118463022|XP_035785152.1|AALB	LOC111595806|XP_023165465.1|DHYD
OG0006717	LOC118463034|XP_035785170.1|AALB	LOC111595046|XP_023164340.2|DHYD
OG0006718	LOC118463041|XP_035785178.1|AALB	LOC111595050|XP_023164345.1|DHYD
OG0006719	LOC118464112|XP_035787093.1|AALB	LOC115483352|XP_030080782.1|DHYD
OG0006720	LOC118467475|XP_035793908.1|AALB	LOC111599267|XP_023170634.2|DHYD
OG0006721	LOC118466276|XP_035791246.1|AALB	LOC111598740|XP_023169903.1|DHYD
OG0006722	LOC118464280|XP_035787448.1|AALB	LOC111604655|XP_030079631.1|DHYD
OG0006723	LOC118467714|XP_035794407.1|AALB	LOC111605009|XP_023179092.1|DHYD
OG0006724	LOC118464908|XP_035788565.1|AALB	LOC111594831|XP_023164064.1|DHYD
OG0006725	LOC118465533|XP_035789752.1|AALB	LOC111601761|XP_023174269.1|DHYD
OG0006726	LOC118465535|XP_035789754.1|AALB	LOC111601501|XP_023173863.1|DHYD
OG0006727	LOC118465531|XP_035789749.1|AALB	LOC111601759|XP_023174265.2|DHYD
OG0006728	LOC118467241|XP_035793401.1|AALB	LOC111604857|XP_023178859.1|DHYD
OG0006729	LOC118465720|XP_035790056.1|AALB	LOC111593303|XP_023161755.1|DHYD
OG0006730	LOC118467118|XP_035793076.1|AALB	LOC111593301|XP_023161751.1|DHYD
OG0006731	LOC118464100|XP_035787064.1|AALB	LOC111605030|XP_023179128.1|DHYD
OG0006732	LOC118463266|XP_035785629.1|AALB	LOC111601698|XP_023174182.2|DHYD
OG0006733	LOC118465791|XP_035790220.1|AALB	LOC111601051|XP_023173236.2|DHYD
OG0006734	LOC118463213|XP_035785548.1|AALB	LOC111601063|XP_023173252.1|DHYD
OG0006735	LOC118463208|XP_035785544.1|AALB	LOC111592824|XP_023161017.2|DHYD
OG0006736	LOC118465246|XP_035789160.1|AALB	LOC111601660|XP_023174112.1|DHYD
OG0006737	LOC118464072|XP_035787016.1|AALB	LOC111601113|XP_023173328.1|DHYD
OG0006738	LOC118464070|XP_035787012.1|AALB	LOC111595571|XP_023165136.1|DHYD
OG0006739	LOC118466287|XP_035791266.1|AALB	LOC111599539|XP_023170961.1|DHYD
OG0006740	LOC118466288|XP_035791267.1|AALB	LOC111601733|XP_023174225.2|DHYD
OG0006741	LOC118467077|XP_035793006.1|AALB	LOC111601738|XP_023174230.1|DHYD
OG0006742	LOC118467344|XP_035793618.1|AALB	LOC111603451|XP_023176807.1|DHYD
OG0006743	LOC118464465|XP_035787761.1|AALB	LOC111602464|XP_023175292.2|DHYD
OG0006744	LOC118463493|XP_035785977.1|AALB	LOC111598208|XP_023169113.2|DHYD
OG0006745	LOC118467172|XP_035793244.1|AALB	LOC111603003|XP_023176170.2|DHYD
OG0006746	LOC118463067|XP_035785217.1|AALB	LOC111605194|XP_023179365.1|DHYD
OG0006747	LOC118463215|XP_035785551.1|AALB	LOC111598198|XP_023169092.2|DHYD
OG0006748	LOC118463884|XP_035786700.1|AALB	LOC111602833|XP_023175914.1|DHYD
OG0006749	LOC118466223|XP_035791147.1|AALB	LOC111596974|XP_023167222.2|DHYD
OG0006750	LOC118466153|XP_035791021.1|AALB	LOC111596801|XP_023166929.1|DHYD
OG0006752	LOC118465011|XP_035788754.1|AALB	LOC111604494|XP_023178353.2|DHYD
OG0006753	LOC118465865|XP_035790390.1|AALB	LOC111604491|XP_023178350.2|DHYD
OG0006754	LOC118463544|XP_035786059.1|AALB	LOC111600513|XP_023172410.1|DHYD
OG0006755	LOC118466431|XP_035791620.1|AALB	LOC111598761|XP_023169941.1|DHYD
OG0006756	LOC118463275|XP_035785644.1|AALB	LOC111600485|XP_023172379.2|DHYD
OG0006757	LOC118465396|XP_035789488.1|AALB	LOC111600517|XP_023172413.1|DHYD
OG0006758	LOC118462963|XP_035785017.1|AALB	LOC111602907|XP_023176017.2|DHYD
OG0006759	LOC118462962|XP_035785011.1|AALB	LOC111602882|XP_023175981.2|DHYD
OG0006760	LOC118467814|XP_035794584.1|AALB	LOC111597461|XP_023167978.2|DHYD
OG0006761	LOC118466515|XP_035791901.1|AALB	LOC111600239|XP_023172042.1|DHYD
OG0006762	LOC118464838|XP_035788411.1|AALB	LOC111598165|XP_023169025.2|DHYD
OG0006763	LOC118463395|XP_035785833.1|AALB	LOC111602363|XP_023175144.2|DHYD
OG0006764	LOC118463392|XP_035785829.1|AALB	LOC111593696|XP_023162403.2|DHYD
OG0006765	LOC118463394|XP_035785832.1|AALB	LOC111602364|XP_023175145.1|DHYD
OG0006766	LOC118463960|XP_035786837.1|AALB	LOC111603712|XP_023177181.2|DHYD
OG0006767	LOC118466077|XP_035790854.1|AALB	LOC111594365|XP_023163396.1|DHYD
OG0006768	LOC118466076|XP_035790847.1|AALB	LOC111594360|XP_023163388.2|DHYD
OG0006769	LOC118465113|XP_035788953.1|AALB	LOC111594364|XP_023163395.1|DHYD
OG0006770	LOC118464600|XP_035787937.1|AALB	LOC111594861|XP_023164107.2|DHYD
OG0006771	LOC118464274|XP_035787430.1|AALB	LOC111603462|XP_023176858.1|DHYD
OG0006772	LOC118467082|XP_035793014.1|AALB	LOC111595325|XP_023164750.2|DHYD
OG0006773	LOC118465958|XP_035790591.1|AALB	LOC111597385|XP_023167815.2|DHYD
OG0006774	LOC118462884|XP_035784851.1|AALB	LOC111605082|XP_023179185.1|DHYD
OG0006775	LOC118467504|XP_035793948.1|AALB	LOC111595306|XP_023164731.2|DHYD
OG0006776	LOC118467505|XP_035793949.1|AALB	LOC111596615|XP_023166667.1|DHYD
OG0006777	LOC118467512|XP_035793956.1|AALB	LOC111599540|XP_023170962.1|DHYD
OG0006778	LOC118467507|XP_035793952.1|AALB	LOC111596612|XP_023166663.2|DHYD
OG0006779	LOC118462600|XP_035784318.1|AALB	LOC111592451|XP_023160404.1|DHYD
OG0006780	LOC118462599|XP_035784317.1|AALB	LOC111593211|XP_023161624.2|DHYD
OG0006781	LOC118464963|XP_035788661.1|AALB	LOC111601688|XP_023174162.1|DHYD
OG0006782	LOC118464972|XP_035788699.1|AALB	LOC111595289|XP_023164710.2|DHYD
OG0006783	LOC118467430|XP_035793813.1|AALB	LOC111599949|XP_030079773.1|DHYD
OG0006784	LOC118464966|XP_035788667.1|AALB	LOC111604762|XP_023178723.1|DHYD
OG0006785	LOC118464969|XP_035788693.1|AALB	LOC111605216|XP_023179406.1|DHYD
OG0006786	LOC118465325|XP_035789362.1|AALB	LOC111603373|XP_023176696.2|DHYD
OG0006788	LOC118463431|XP_035785892.1|AALB	LOC111592788|XP_023160963.1|DHYD
OG0006789	LOC118463295|XP_035785673.1|AALB	LOC111594059|XP_023162952.1|DHYD
OG0006790	LOC118463297|XP_035785676.1|AALB	LOC111601150|XP_023173388.1|DHYD
OG0006791	LOC118463250|XP_035785612.1|AALB	LOC111601707|XP_023174194.2|DHYD
OG0006792	LOC118467604|XP_035794193.1|AALB	LOC111603722|XP_023177202.1|DHYD
OG0006793	LOC118467597|XP_035794172.1|AALB	LOC111603734|XP_023177218.2|DHYD
OG0006794	LOC118467610|XP_035794205.1|AALB	LOC111601737|XP_023174267.1|DHYD
OG0006795	LOC118464793|XP_035788318.1|AALB	LOC111597514|XP_023168051.2|DHYD
OG0006796	LOC118464685|XP_035788100.1|AALB	LOC111605738|XP_023180207.1|DHYD
OG0006797	LOC118464684|XP_035788099.1|AALB	LOC111592613|XP_023160713.1|DHYD
OG0006798	LOC118464540|XP_035787870.1|AALB	LOC111592763|XP_023160931.2|DHYD
OG0006799	LOC118467075|XP_035793003.1|AALB	LOC111605674|XP_023180107.2|DHYD
OG0006800	LOC118467001|XP_035792819.1|AALB	LOC111593539|XP_023162111.2|DHYD
OG0006801	LOC118466071|XP_035790828.1|AALB	LOC111594060|XP_023162953.1|DHYD
OG0006802	LOC118463990|XP_035786907.1|AALB	LOC111593919|XP_023162760.1|DHYD
OG0006803	LOC118467528|XP_035793987.1|AALB	LOC111599952|XP_023171591.1|DHYD
OG0006804	LOC118463428|XP_035785887.1|AALB	LOC111598677|XP_023169804.2|DHYD
OG0006805	LOC118463417|XP_035785864.1|AALB	LOC111605205|XP_023179390.2|DHYD
OG0006806	LOC118464486|XP_035787800.1|AALB	LOC111604692|XP_023178628.2|DHYD
OG0006807	LOC118467587|XP_035794130.1|AALB	LOC111605095|XP_023179202.1|DHYD
OG0006808	LOC118463409|XP_035785853.1|AALB	LOC111593827|XP_023162628.1|DHYD
OG0006809	LOC118462604|XP_035784327.1|AALB	LOC111601084|XP_023173279.2|DHYD
OG0006810	LOC118462601|XP_035784319.1|AALB	LOC111595119|XP_023164456.1|DHYD
OG0006811	LOC118464899|XP_035788552.1|AALB	LOC111597169|XP_023167501.1|DHYD
OG0006812	LOC118463271|XP_035785637.1|AALB	LOC111601033|XP_023173210.1|DHYD
OG0006813	LOC118466486|XP_035791777.1|AALB	LOC111592872|XP_023161093.1|DHYD
OG0006814	LOC118466269|XP_035791229.1|AALB	LOC111605200|XP_023179376.2|DHYD
OG0006815	LOC118462654|XP_035784421.1|AALB	LOC111601042|XP_023173223.2|DHYD
OG0006816	LOC118467794|XP_035794561.1|AALB	LOC111601114|XP_023173330.2|DHYD
OG0006817	LOC118465087|XP_035788883.1|AALB	LOC111598673|XP_023169799.2|DHYD
OG0006818	LOC118464809|XP_035788364.1|AALB	LOC111604765|XP_023178731.2|DHYD
OG0006820	LOC118463312|XP_035785689.1|AALB	LOC111605091|XP_023179198.1|DHYD
OG0006821	LOC118465868|XP_035790395.1|AALB	LOC111592535|XP_023160586.2|DHYD
OG0006823	LOC118466214|XP_035791131.1|AALB	LOC111605659|XP_023180090.1|DHYD
OG0006824	LOC118466221|XP_035791143.1|AALB	LOC111601684|XP_023174156.1|DHYD
OG0006825	LOC118467774|XP_035794499.1|AALB	LOC111594912|XP_023164166.2|DHYD
OG0006826	LOC118466723|XP_035792283.1|AALB	LOC111605672|XP_023180105.1|DHYD
OG0006827	LOC118465610|XP_035789879.1|AALB	LOC111603582|XP_023177003.1|DHYD
OG0006828	LOC118463933|XP_035786787.1|AALB	LOC111594391|XP_023163425.1|DHYD
OG0006829	LOC118462924|XP_035784925.1|AALB	LOC111594838|XP_023164070.1|DHYD
OG0006830	LOC118462915|XP_035784913.1|AALB	LOC111596975|XP_030081137.1|DHYD
OG0006831	LOC118464310|XP_035787494.1|AALB	LOC111601554|XP_030081185.1|DHYD
OG0006832	LOC118462823|XP_035784738.1|AALB	LOC111605164|XP_023179317.1|DHYD
OG0006833	LOC118467066|XP_035792986.1|AALB	LOC111598788|XP_030081797.1|DHYD
OG0006834	LOC118466279|XP_035791249.1|AALB	LOC111595133|XP_023164473.2|DHYD, LOC111595134|XP_023164474.2|DHYD
OG0006835	LOC118466272|XP_035791238.1|AALB	LOC111601732|XP_023174222.2|DHYD
OG0006836	LOC118465726|XP_035790066.1|AALB	LOC111597522|XP_023168064.2|DHYD
OG0006837	LOC118466125|XP_035790967.1|AALB	LOC111597425|XP_023167891.2|DHYD
OG0006838	LOC118464008|XP_035786949.1|AALB	LOC111598717|XP_023169877.1|DHYD
OG0006839	LOC118467071|XP_035792997.1|AALB	LOC111597418|XP_023167882.1|DHYD
OG0006840	LOC118466445|XP_035791656.1|AALB	LOC111596312|XP_023166243.1|DHYD
OG0006841	LOC118465446|XP_035789593.1|AALB	LOC111591930|XP_023159628.2|DHYD
OG0006842	LOC118466341|XP_035791365.1|AALB	LOC111601580|XP_023174003.2|DHYD
OG0006843	LOC118464854|XP_035788455.1|AALB	LOC111596818|XP_023166953.1|DHYD
OG0006844	LOC118464852|XP_035788454.1|AALB	LOC111601792|XP_023174331.1|DHYD
OG0006845	LOC118465653|XP_035789960.1|AALB	LOC111603731|XP_023177209.1|DHYD
OG0006846	LOC118465651|XP_035789958.1|AALB	LOC111601107|XP_023173321.2|DHYD
OG0006847	LOC118464521|XP_035787851.1|AALB	LOC111601034|XP_023173213.2|DHYD
OG0006848	LOC118466139|XP_035790984.1|AALB	LOC111593568|XP_023162198.2|DHYD
OG0006849	LOC118463941|XP_035786802.1|AALB	LOC111605161|XP_023179314.1|DHYD
OG0006850	LOC118464135|XP_035787127.1|AALB	LOC111605176|XP_030081461.1|DHYD
OG0006851	LOC118464134|XP_035787125.1|AALB	LOC111605168|XP_023179324.2|DHYD
OG0006852	LOC118466355|XP_035791394.1|AALB	LOC111599062|XP_030080877.1|DHYD
OG0006853	LOC118467699|XP_035794376.1|AALB	LOC111592823|XP_023161016.2|DHYD
OG0006854	LOC118467799|XP_035794565.1|AALB	LOC111597684|XP_023168282.2|DHYD
OG0006855	LOC118467913|XP_035794741.1|AALB	LOC111595101|XP_023164435.2|DHYD
OG0006856	LOC118467915|XP_035794743.1|AALB	LOC111602380|XP_023175164.1|DHYD
OG0006857	LOC118466204|XP_035791114.1|AALB	LOC111600900|XP_030080970.1|DHYD
OG0006858	LOC118462781|XP_035784649.1|AALB	LOC111603041|XP_023176239.2|DHYD
OG0006859	LOC118464440|XP_035787708.1|AALB	LOC111593818|XP_023162616.2|DHYD
OG0006860	LOC118465746|XP_035790108.1|AALB	LOC111593302|XP_023161752.1|DHYD
OG0006861	LOC118463270|XP_035785636.1|AALB	LOC111605209|XP_023179394.1|DHYD
OG0006862	LOC118465803|XP_035790263.1|AALB	LOC111599786|XP_030079292.1|DHYD
OG0006863	LOC118458605|XP_035777174.1|AALB	LOC111593036|XP_023161370.2|DHYD
OG0006864	LOC118467166|XP_035793217.1|AALB	LOC111593873|XP_023162709.2|DHYD
OG0006865	LOC118463864|XP_035786667.1|AALB	LOC111601468|XP_023173819.1|DHYD, LOC115482814|XP_030078838.1|DHYD
OG0006866	LOC118465213|XP_035789098.1|AALB	LOC111593921|XP_023162763.2|DHYD
OG0006867	LOC118465814|XP_035790278.1|AALB	LOC111605365|XP_023179612.2|DHYD
OG0006868	LOC118464015|XP_035786960.1|AALB	LOC111605347|XP_023179590.2|DHYD
OG0006869	LOC118463577|XP_035786110.1|AALB	LOC111595317|XP_030080963.1|DHYD, LOC115483381|XP_030080964.1|DHYD
OG0006870	LOC118464392|XP_035787632.1|AALB	LOC111599347|XP_030080978.1|DHYD
OG0006871	LOC118464400|XP_035787648.1|AALB	LOC111600793|XP_023172851.2|DHYD
OG0006872	LOC118464406|XP_035787654.1|AALB	LOC111604122|XP_023177800.1|DHYD
OG0006873	LOC118466907|XP_035792664.1|AALB	LOC111604145|XP_023177835.2|DHYD
OG0006875	LOC118468518|XP_035795250.1|AALB	LOC111595781|XP_023165433.1|DHYD
OG0006876	LOC118461532|XP_035782857.1|AALB	LOC111600008|XP_023171678.2|DHYD
OG0006877	LOC118461397|XP_035782553.1|AALB	LOC111599159|XP_023170499.1|DHYD
OG0006878	LOC118465623|XP_035789914.1|AALB	LOC111602297|XP_030079033.1|DHYD
OG0006879	LOC118465625|XP_035789920.1|AALB	LOC111593908|XP_023162747.2|DHYD
OG0006880	LOC118460013|XP_035779837.1|AALB	LOC111602525|XP_030079273.1|DHYD
OG0006882	LOC118456923|XP_035773944.1|AALB	LOC111604092|XP_023177757.2|DHYD
OG0006883	LOC118459784|XP_035779393.1|AALB	LOC111592061|XP_023159831.2|DHYD
OG0006884	LOC118468682|XP_035795686.1|AALB	LOC111603910|XP_023177502.1|DHYD
OG0006885	LOC118456534|XP_035773276.1|AALB	LOC111600665|XP_023172664.1|DHYD
OG0006886	LOC118462576|XP_035784273.1|AALB	LOC111598258|XP_023169199.2|DHYD
OG0006887	LOC118457663|XP_035775308.1|AALB	LOC111605340|XP_023179581.2|DHYD
OG0006888	LOC118457672|XP_035775321.1|AALB	LOC111603870|XP_023177445.1|DHYD
OG0006889	LOC118457667|XP_035775314.1|AALB	LOC111592071|XP_023159845.1|DHYD
OG0006890	LOC118457498|XP_035775027.1|AALB	LOC111605471|XP_023179755.2|DHYD
OG0006891	LOC118457499|XP_035775028.1|AALB	LOC111603763|XP_023177263.2|DHYD
OG0006892	LOC118456172|XP_035772609.1|AALB	LOC111599099|XP_023170408.1|DHYD
OG0006893	LOC118460010|XP_035779829.1|AALB	LOC111602481|XP_023175311.2|DHYD
OG0006894	LOC118460008|XP_035779823.1|AALB	LOC111602480|XP_023175309.1|DHYD
OG0006895	LOC118456620|XP_035773430.1|AALB	LOC111596480|XP_023166506.2|DHYD
OG0006896	LOC118456621|XP_035773431.1|AALB	LOC111596197|XP_023166076.1|DHYD
OG0006897	LOC118461878|XP_035783606.1|AALB	LOC111603856|XP_023177424.2|DHYD
OG0006898	LOC118456438|XP_035773091.1|AALB	LOC111595759|XP_023165399.1|DHYD
OG0006899	LOC118457174|XP_035774398.1|AALB	LOC111599320|XP_023170703.2|DHYD
OG0006900	LOC118469040|XP_035796396.1|AALB	LOC111602844|XP_023175924.1|DHYD
OG0006901	LOC118468530|XP_035795301.1|AALB	LOC111602473|XP_023175303.1|DHYD
OG0006902	LOC118469059|XP_035796424.1|AALB	LOC111601619|XP_023174054.1|DHYD
OG0006903	LOC118459159|XP_035778140.1|AALB	LOC111604252|XP_023178007.2|DHYD
OG0006904	LOC118467839|XP_035794632.1|AALB	LOC111594657|XP_023163826.1|DHYD
OG0006905	LOC118456683|XP_035773561.1|AALB	LOC111601889|XP_023174499.2|DHYD
OG0006906	LOC118457965|XP_035775897.1|AALB	LOC111601950|XP_023174574.1|DHYD
OG0006907	LOC118458360|XP_035776605.1|AALB	LOC111605574|XP_023179928.2|DHYD
OG0006908	LOC118456840|XP_035773829.1|AALB	LOC111598932|XP_023170174.1|DHYD
OG0006909	LOC118456838|XP_035773827.1|AALB	LOC111597788|XP_023168431.1|DHYD
OG0006910	LOC118458363|XP_035776630.1|AALB	LOC111600498|XP_023172397.1|DHYD
OG0006911	LOC118457805|XP_035775547.1|AALB	LOC111602806|XP_023175866.1|DHYD
OG0006912	LOC118457108|XP_035774293.1|AALB	LOC111594104|XP_023163026.2|DHYD
OG0006913	LOC118468740|XP_035795791.1|AALB	LOC111601293|XP_023173575.1|DHYD
OG0006914	LOC118468742|XP_035795793.1|AALB	LOC111599858|XP_023171446.2|DHYD
OG0006915	LOC118468739|XP_035795790.1|AALB	LOC111596131|XP_023165972.1|DHYD
OG0006916	LOC118468735|XP_035795771.1|AALB	LOC111594769|XP_023163986.2|DHYD
OG0006917	LOC118456157|XP_035772570.1|AALB	LOC111600633|XP_023172608.1|DHYD
OG0006918	LOC118468755|XP_035795809.1|AALB	LOC111596334|XP_023166269.1|DHYD
OG0006919	LOC118465077|XP_035788873.1|AALB	LOC111603881|XP_023177464.2|DHYD
OG0006920	LOC118460565|XP_035780859.1|AALB	LOC111592536|XP_023160587.2|DHYD
OG0006921	LOC118456370|XP_035772942.1|AALB	LOC111601364|XP_030080320.1|DHYD
OG0006922	LOC118456468|XP_035773151.1|AALB	LOC111592569|XP_023160635.2|DHYD
OG0006923	LOC118461415|XP_035782597.1|AALB	LOC111605470|XP_023179754.1|DHYD
OG0006924	LOC118456832|XP_035773820.1|AALB	LOC111592063|XP_023159833.1|DHYD
OG0006925	LOC118458820|XP_035777585.1|AALB	LOC111604261|XP_023178023.1|DHYD
OG0006926	LOC118457608|XP_035775206.1|AALB	LOC111599355|XP_023170753.2|DHYD
OG0006927	LOC118458768|XP_035777453.1|AALB	LOC111599340|XP_023170732.2|DHYD
OG0006928	LOC118468720|XP_035795743.1|AALB	LOC111599314|XP_023170692.1|DHYD
OG0006929	LOC118461541|XP_035782880.1|AALB	LOC111596008|XP_023165791.2|DHYD
OG0006931	LOC118460693|XP_035781101.1|AALB	LOC111602446|XP_023175272.2|DHYD
OG0006932	LOC118460407|XP_035780587.1|AALB	LOC111592624|XP_023160727.1|DHYD
