Orthogroup	AALB.longest_only	AAEG.longest_only
OG0007361	LOC118461919|XP_035783676.1|AALB	LOC5567168|XP_021709738.1|AAEG
OG0007362	LOC118461920|XP_035783679.1|AALB	LOC5567166|XP_021707169.1|AAEG
OG0007363	LOC118469018|XP_035796355.1|AALB	LOC5571591|XP_001659794.1|AAEG
OG0007364	LOC118460124|XP_035780056.1|AALB	LOC5571586|XP_021704149.1|AAEG
OG0007365	LOC118460092|XP_035780009.1|AALB	LOC5573608|XP_021706205.1|AAEG
OG0007366	LOC118460094|XP_035780012.1|AALB	LOC5573601|XP_001654735.1|AAEG
OG0007367	LOC118459998|XP_035779793.1|AALB	LOC5573599|XP_001654733.2|AAEG
OG0007368	LOC118457574|XP_035775142.1|AALB	LOC5573578|XP_001654712.2|AAEG
OG0007369	LOC118459574|XP_035778992.1|AALB	LOC5573569|XP_021707171.1|AAEG
OG0007370	LOC118457480|XP_035774997.1|AALB	LOC5573565|XP_001654697.2|AAEG
OG0007371	LOC118460686|XP_035781078.1|AALB	LOC5578548|XP_021706024.1|AAEG
OG0007372	LOC118458753|XP_035777437.1|AALB	LOC5577339|XP_001656416.2|AAEG
OG0007373	LOC118458761|XP_035777447.1|AALB	LOC5577341|XP_001656418.2|AAEG
OG0007374	LOC118458332|XP_035776577.1|AALB	LOC5577355|XP_021707870.1|AAEG
OG0007375	LOC118459605|XP_035779045.1|AALB	LOC5577374|XP_021711576.1|AAEG
OG0007376	LOC118461023|XP_035781768.1|AALB	LOC5577380|XP_021704597.1|AAEG
OG0007377	LOC118458532|XP_035777003.1|AALB	LOC5570989|XP_001659450.1|AAEG
OG0007378	LOC118458319|XP_035776555.1|AALB	LOC5570991|XP_021706843.1|AAEG
OG0007379	LOC118466771|XP_035792393.1|AALB	LOC5574167|XP_021709052.1|AAEG
OG0007380	LOC118456520|XP_035773256.1|AALB	LOC5568845|XP_001652572.1|AAEG
OG0007381	LOC118458311|XP_035776546.1|AALB	LOC5566951|XP_021705976.1|AAEG
OG0007382	LOC118460176|XP_035780173.1|AALB	LOC5575048|XP_001655485.2|AAEG
OG0007383	LOC118458308|XP_035776536.1|AALB	LOC5575043|XP_021705130.1|AAEG
OG0007384	LOC118459343|XP_035778508.1|AALB	LOC5574429|XP_001661446.1|AAEG
OG0007385	LOC118460541|XP_035780824.1|AALB	LOC110677883|XP_021705349.1|AAEG, LOC5574443|XP_021711347.1|AAEG
OG0007386	LOC118458192|XP_035776329.1|AALB	LOC5578298|XP_001656880.1|AAEG
OG0007387	LOC118458195|XP_035776333.1|AALB	LOC5578294|XP_001656879.1|AAEG
OG0007388	LOC118458185|XP_035776310.1|AALB	LOC5578293|XP_021710115.1|AAEG
OG0007389	LOC118458590|XP_035777146.1|AALB	LOC5568516|XP_001652340.2|AAEG
OG0007390	LOC118461861|XP_035783557.1|AALB	LOC5569012|XP_021705484.1|AAEG
OG0007391	LOC118458593|XP_035777151.1|AALB	LOC5569009|XP_021712417.1|AAEG, LOC110679381|XP_021709530.1|AAEG
OG0007392	LOC118461857|XP_035783550.1|AALB	LOC5569017|XP_021704299.1|AAEG
OG0007393	LOC118458140|XP_035776227.1|AALB	LOC5568995|XP_021704770.1|AAEG
OG0007394	LOC118461915|XP_035783671.1|AALB	LOC5568986|XP_021708469.1|AAEG
OG0007395	LOC118461565|XP_035782923.1|AALB	LOC5579528|XP_021709661.1|AAEG
OG0007396	LOC118458135|XP_035776214.1|AALB	LOC5570800|XP_021705516.1|AAEG
OG0007397	LOC118460220|XP_035780234.1|AALB	LOC5570798|XP_021705518.1|AAEG
OG0007398	LOC118466602|XP_035792072.1|AALB	LOC5571749|XP_021705050.1|AAEG
OG0007399	LOC118464447|XP_035787722.1|AALB	LOC110677735|XP_021704644.1|AAEG
OG0007400	LOC118463427|XP_035785886.1|AALB	LOC5571753|XP_021705202.1|AAEG
OG0007401	LOC118460014|XP_035779838.1|AALB	LOC5568207|XP_021709882.1|AAEG
OG0007402	LOC118456541|XP_035773288.1|AALB	LOC5576157|XP_001662506.1|AAEG
OG0007404	LOC118460825|XP_035781360.1|AALB	LOC5580158|XP_021706441.1|AAEG
OG0007405	LOC118458004|XP_035775971.1|AALB	LOC5580157|XP_021709392.1|AAEG
OG0007406	LOC118468442|XP_035795103.1|AALB	LOC5578821|XP_021705169.1|AAEG
OG0007407	LOC118458926|XP_035777787.1|AALB	LOC5572473|XP_021705138.1|AAEG
OG0007408	LOC118464491|XP_035787811.1|AALB	LOC5572474|XP_021706089.1|AAEG
OG0007409	LOC118457937|XP_035775842.1|AALB	LOC5572472|XP_021706926.1|AAEG
OG0007410	LOC118466377|XP_035791495.1|AALB	LOC5564766|XP_021710614.1|AAEG
OG0007411	LOC118466384|XP_035791509.1|AALB	LOC5564791|XP_001649135.1|AAEG
OG0007412	LOC118466379|XP_035791497.1|AALB	LOC5564792|XP_021704882.1|AAEG
OG0007413	LOC118466878|XP_035792626.1|AALB	LOC5564786|XP_021707615.1|AAEG
OG0007414	LOC118466702|XP_035792234.1|AALB	LOC5572854|XP_001660613.1|AAEG
OG0007415	LOC118467220|XP_035793361.1|AALB	LOC5572248|XP_001653936.2|AAEG
OG0007416	LOC118466168|XP_035791040.1|AALB	LOC110679171|XP_021708955.1|AAEG
OG0007417	LOC118466173|XP_035791051.1|AALB	LOC5572250|XP_021705174.1|AAEG
OG0007418	LOC118462479|XP_035784072.1|AALB	LOC5570007|XP_001658896.1|AAEG
OG0007419	LOC118465873|XP_035790402.1|AALB	LOC5570016|XP_021708975.1|AAEG
OG0007420	LOC118466374|XP_035791492.1|AALB	LOC5570019|XP_001658909.2|AAEG
OG0007421	LOC118464235|XP_035787312.1|AALB	LOC5570029|XP_021707656.1|AAEG
OG0007422	LOC118465415|XP_035789533.1|AALB	LOC5570057|XP_001658936.1|AAEG
OG0007423	LOC118467674|XP_035794334.1|AALB	LOC5570048|XP_001658939.1|AAEG
OG0007424	LOC118463400|XP_035785841.1|AALB	LOC5570052|XP_001658945.1|AAEG
OG0007425	LOC118466572|XP_035792009.1|AALB	LOC5568012|XP_001657829.2|AAEG
OG0007426	LOC118466554|XP_035791971.1|AALB	LOC5568030|XP_001657833.1|AAEG
OG0007427	LOC118466566|XP_035792002.1|AALB	LOC5568014|XP_001657836.1|AAEG
OG0007428	LOC118467386|XP_035793720.1|AALB	LOC5579847|XP_021709810.1|AAEG
OG0007429	LOC118464259|XP_035787391.1|AALB	LOC5578185|XP_021705787.1|AAEG, LOC110681215|XP_021712679.1|AAEG
OG0007430	LOC118462751|XP_035784608.1|AALB	LOC5570804|XP_001653312.1|AAEG
OG0007431	LOC118462747|XP_035784603.1|AALB	LOC5570809|XP_001653316.2|AAEG
OG0007432	LOC118466895|XP_035792644.1|AALB	LOC5570812|XP_001653319.2|AAEG
OG0007433	LOC118466859|XP_035792587.1|AALB	LOC5573030|XP_021707220.1|AAEG
OG0007434	LOC118467269|XP_035793450.1|AALB	LOC5575487|XP_021709351.1|AAEG
OG0007435	LOC118467271|XP_035793453.1|AALB	LOC5572120|XP_021710768.1|AAEG
OG0007436	LOC118466801|XP_035792445.1|AALB	LOC5570577|XP_001653246.2|AAEG
OG0007437	LOC118463269|XP_035785635.1|AALB	LOC5570560|XP_021704717.1|AAEG
OG0007438	LOC118466052|XP_035790782.1|AALB	LOC5574448|XP_021704617.1|AAEG
OG0007439	LOC118466180|XP_035791064.1|AALB	LOC5572991|XP_021705663.1|AAEG
OG0007440	LOC118466178|XP_035791059.1|AALB	LOC5572987|XP_001654314.2|AAEG
OG0007441	LOC118465912|XP_035790496.1|AALB	LOC5576234|XP_001656012.2|AAEG
OG0007442	LOC118468308|XP_035794938.1|AALB	LOC5576227|XP_001656005.2|AAEG
OG0007443	LOC118466004|XP_035790693.1|AALB	LOC5576226|XP_001656004.2|AAEG
OG0007444	LOC118466745|XP_035792323.1|AALB	LOC5576223|XP_001656001.1|AAEG
OG0007445	LOC118466051|XP_035790781.1|AALB	LOC5576222|XP_001656000.1|AAEG
OG0007446	LOC118466736|XP_035792311.1|AALB	LOC5576219|XP_001655996.2|AAEG
OG0007447	LOC118465566|XP_035789820.1|AALB	LOC5576215|XP_001655992.1|AAEG
OG0007448	LOC118467140|XP_035793154.1|AALB	LOC5576211|XP_021706461.1|AAEG
OG0007449	LOC118464794|XP_035788320.1|AALB	LOC5568381|XP_021708763.1|AAEG
OG0007450	LOC118464798|XP_035788350.1|AALB	LOC5568395|XP_001658032.1|AAEG
OG0007451	LOC118467979|XP_035794860.1|AALB	LOC5568388|XP_021711083.1|AAEG
OG0007452	LOC118467978|XP_035794858.1|AALB	LOC5563848|XP_021705412.1|AAEG
OG0007453	LOC118465258|XP_035789172.1|AALB	LOC5576407|XP_021710239.1|AAEG
OG0007454	LOC118466931|XP_035792712.1|AALB	LOC5579298|XP_001647606.2|AAEG
OG0007455	LOC118467499|XP_035793943.1|AALB	LOC5565230|XP_021705653.1|AAEG
OG0007456	LOC118467958|XP_035794834.1|AALB	LOC5565229|XP_001649558.1|AAEG
OG0007457	LOC118466704|XP_035792239.1|AALB	LOC5569534|XP_021705470.1|AAEG
OG0007458	LOC118464159|XP_035787185.1|AALB	LOC5569531|XP_001652845.1|AAEG
OG0007459	LOC118464153|XP_035787173.1|AALB	LOC23687424|XP_021706106.1|AAEG
OG0007460	LOC118464151|XP_035787167.1|AALB	LOC5569547|XP_001652847.2|AAEG
OG0007461	LOC118463857|XP_035786656.1|AALB	LOC5569538|XP_001652850.2|AAEG
OG0007462	LOC118465886|XP_035790429.1|AALB	LOC5569543|XP_021704432.1|AAEG
OG0007463	LOC118465884|XP_035790427.1|AALB	LOC5569542|XP_021704431.1|AAEG
OG0007464	LOC118465883|XP_035790413.1|AALB	LOC5569544|XP_021704433.1|AAEG
OG0007465	LOC118464384|XP_035787621.1|AALB	LOC5575316|XP_021706347.1|AAEG
OG0007466	LOC118466596|XP_035792057.1|AALB	LOC5571124|XP_021711034.1|AAEG
OG0007468	LOC118465559|XP_035789801.1|AALB	LOC5578344|XP_001656914.2|AAEG
OG0007469	LOC118466003|XP_035790692.1|AALB	LOC5578338|XP_021706754.1|AAEG
OG0007470	LOC118467491|XP_035793935.1|AALB	LOC5578331|XP_001656900.2|AAEG
OG0007471	LOC118464228|XP_035787302.1|AALB	LOC5573759|XP_021705630.1|AAEG
OG0007472	LOC118467451|XP_035793850.1|AALB	LOC5573754|XP_001654782.2|AAEG
OG0007473	LOC118463848|XP_035786645.1|AALB	LOC5573742|XP_001654770.1|AAEG
OG0007474	LOC118464138|XP_035787134.1|AALB	LOC5579663|XP_021707446.1|AAEG
OG0007475	LOC118467555|XP_035794073.1|AALB	LOC5577237|XP_021710770.1|AAEG
OG0007476	LOC118466193|XP_035791099.1|AALB	LOC5576932|XP_021704955.1|AAEG
OG0007477	LOC118467662|XP_035794303.1|AALB	LOC5576935|XP_021710723.1|AAEG, LOC110679644|XP_021710727.1|AAEG
OG0007478	LOC118463194|XP_035785517.1|AALB	LOC5575774|XP_021705902.1|AAEG
OG0007479	LOC118464750|XP_035788259.1|AALB	LOC5577486|XP_001663404.1|AAEG
OG0007480	LOC118464738|XP_035788237.1|AALB	LOC5577485|XP_021707341.1|AAEG
OG0007481	LOC118464757|XP_035788269.1|AALB	LOC5570994|XP_001653426.2|AAEG
OG0007482	LOC118466334|XP_035791346.1|AALB	LOC110678790|XP_021707848.1|AAEG
OG0007483	LOC118467101|XP_035793044.1|AALB	LOC5572358|XP_021705669.1|AAEG
OG0007484	LOC118464020|XP_035786968.1|AALB	LOC23687567|XP_021708965.1|AAEG
OG0007485	LOC118464925|XP_035788591.1|AALB	LOC110679177|XP_021708967.1|AAEG
OG0007486	LOC118462670|XP_035784460.1|AALB	LOC5576707|XP_001656213.1|AAEG
OG0007487	LOC118462666|XP_035784455.1|AALB	LOC5576709|XP_021704626.1|AAEG
OG0007488	LOC118463847|XP_035786644.1|AALB	LOC5575270|XP_001661875.1|AAEG
OG0007489	LOC118462913|XP_035784909.1|AALB	LOC5575274|XP_001661867.1|AAEG
OG0007490	LOC118465847|XP_035790352.1|AALB	LOC5573621|XP_021710745.1|AAEG
OG0007491	LOC118464723|XP_035788187.1|AALB	LOC5575220|XP_001655621.1|AAEG
OG0007492	LOC118464717|XP_035788182.1|AALB	LOC5573627|XP_001660954.2|AAEG
OG0007493	LOC118467380|XP_035793704.1|AALB	LOC5573832|XP_021708049.1|AAEG
OG0007494	LOC118467132|XP_035793135.1|AALB	LOC5563992|XP_021709437.1|AAEG
OG0007495	LOC118467743|XP_035794444.1|AALB	LOC5563763|XP_021706109.1|AAEG
OG0007496	LOC118464438|XP_035787705.1|AALB	LOC5577094|XP_021709703.1|AAEG
OG0007497	LOC118464439|XP_035787707.1|AALB	LOC5577092|XP_021710505.1|AAEG
OG0007498	LOC118465450|XP_035789607.1|AALB	LOC5571875|XP_021709642.1|AAEG
OG0007499	LOC118463685|XP_035786345.1|AALB	LOC5571877|XP_001659986.2|AAEG
OG0007500	LOC118468935|XP_035796160.1|AALB	LOC5571876|XP_021706353.1|AAEG
OG0007501	LOC118466024|XP_035790737.1|AALB	LOC5567298|XP_021704230.1|AAEG
OG0007502	LOC118462770|XP_035784628.1|AALB	LOC5570178|XP_001658967.2|AAEG
OG0007503	LOC118462765|XP_035784620.1|AALB	LOC5570176|XP_021707208.1|AAEG
OG0007504	LOC118462768|XP_035784626.1|AALB	LOC5570175|XP_001658970.1|AAEG
OG0007505	LOC118465911|XP_035790495.1|AALB	LOC5563829|XP_021705481.1|AAEG
OG0007506	LOC118465208|XP_035789089.1|AALB	LOC5563826|XP_021706702.1|AAEG
OG0007507	LOC118464189|XP_035787236.1|AALB	LOC5567448|XP_021710242.1|AAEG
OG0007508	LOC118467217|XP_035793355.1|AALB	LOC5566305|XP_001650699.1|AAEG
OG0007509	LOC118465459|XP_035789645.1|AALB	LOC5566303|XP_021710916.1|AAEG
OG0007510	LOC118467833|XP_035794617.1|AALB	LOC5573473|XP_001660893.2|AAEG
OG0007511	LOC118466042|XP_035790770.1|AALB	LOC5577174|XP_001663262.1|AAEG
OG0007512	LOC118467658|XP_035794293.1|AALB	LOC5576819|XP_021707224.1|AAEG
OG0007513	LOC118466852|XP_035792573.1|AALB	LOC110678186|XP_021706501.1|AAEG
OG0007514	LOC118466843|XP_035792558.1|AALB	LOC5564092|XP_021704390.1|AAEG
OG0007515	LOC118467731|XP_035794428.1|AALB	LOC5577979|XP_001663649.1|AAEG
OG0007516	LOC118467724|XP_035794420.1|AALB	LOC5574963|XP_021711057.1|AAEG
OG0007517	LOC118465854|XP_035790375.1|AALB	LOC5574961|XP_001655432.1|AAEG
OG0007518	LOC118462537|XP_035784196.1|AALB	LOC5574955|XP_021710999.1|AAEG
OG0007519	LOC118465501|XP_035789703.1|AALB	LOC5575183|XP_021709939.1|AAEG
OG0007520	LOC118465502|XP_035789712.1|AALB	LOC5573356|XP_001660842.2|AAEG
OG0007521	LOC118467539|XP_035794031.1|AALB	LOC5567361|XP_001657376.2|AAEG
OG0007522	LOC118462543|XP_035784203.1|AALB	LOC5566415|XP_021710266.1|AAEG
OG0007523	LOC118464349|XP_035787562.1|AALB	LOC5575516|XP_021710609.1|AAEG
OG0007524	LOC118467017|XP_035792856.1|AALB	LOC5564364|XP_021706173.1|AAEG
OG0007525	LOC118464004|XP_035786944.1|AALB	LOC5571035|XP_001659470.1|AAEG
OG0007526	LOC118466166|XP_035791037.1|AALB	LOC5571024|XP_001659458.2|AAEG
OG0007527	LOC118466160|XP_035791029.1|AALB	LOC5569796|XP_001653010.1|AAEG
OG0007528	LOC118466875|XP_035792618.1|AALB	LOC5572184|XP_021710216.1|AAEG
OG0007529	LOC118465414|XP_035789529.1|AALB	LOC5578347|XP_021704792.1|AAEG
OG0007530	LOC118465075|XP_035788865.1|AALB	LOC5567240|XP_001651670.2|AAEG
OG0007531	LOC118465057|XP_035788832.1|AALB	LOC5567238|XP_001651668.2|AAEG
OG0007532	LOC118467246|XP_035793410.1|AALB	LOC5567221|XP_001651650.2|AAEG
OG0007533	LOC118467976|XP_035794856.1|AALB	LOC5567219|XP_001651647.2|AAEG
OG0007534	LOC118465224|XP_035789112.1|AALB	LOC5567216|XP_001651645.1|AAEG
OG0007535	LOC118465660|XP_035789967.1|AALB	LOC5567210|XP_001651639.2|AAEG
OG0007536	LOC118464336|XP_035787547.1|AALB	LOC5567207|XP_021710699.1|AAEG
OG0007537	LOC118467030|XP_035792889.1|AALB	LOC5567198|XP_021709908.1|AAEG
OG0007538	LOC118462793|XP_035784678.1|AALB	LOC5567190|XP_021710084.1|AAEG
OG0007539	LOC118467723|XP_035794419.1|AALB	LOC5567180|XP_021709178.1|AAEG
OG0007540	LOC118467725|XP_035794422.1|AALB	LOC5567179|XP_001651608.1|AAEG
OG0007541	LOC118465259|XP_035789173.1|AALB	LOC110679261|XP_021709179.1|AAEG
OG0007542	LOC118465261|XP_035789176.1|AALB	LOC5567178|XP_021706240.1|AAEG
OG0007543	LOC118466017|XP_035790722.1|AALB	LOC5571202|XP_001659588.2|AAEG
OG0007544	LOC118466045|XP_035790774.1|AALB	LOC5571904|XP_001660002.1|AAEG
OG0007545	LOC118457829|XP_035775597.1|AALB	LOC5574817|XP_021711563.1|AAEG
OG0007546	LOC118466872|XP_035792614.1|AALB	LOC5577750|XP_001663523.2|AAEG
OG0007547	LOC118465277|XP_035789211.1|AALB	LOC5579104|XP_021707664.1|AAEG
OG0007548	LOC118466951|XP_035792743.1|AALB	LOC5572083|XP_021707928.1|AAEG
OG0007549	LOC118466824|XP_035792508.1|AALB	LOC110680267|XP_021711779.1|AAEG, LOC5566065|XP_001650410.2|AAEG
OG0007550	LOC118466525|XP_035791915.1|AALB	LOC5566064|XP_021711259.1|AAEG
OG0007551	LOC118466526|XP_035791924.1|AALB	LOC5566044|XP_021711454.1|AAEG
OG0007552	LOC118466716|XP_035792273.1|AALB	LOC5566045|XP_001650420.1|AAEG
OG0007553	LOC118467427|XP_035793805.1|AALB	LOC5566061|XP_001650421.1|AAEG
OG0007554	LOC118462662|XP_035784447.1|AALB	LOC5578125|XP_001656772.1|AAEG
OG0007555	LOC118466096|XP_035790904.1|AALB	LOC5578084|XP_021710051.1|AAEG
OG0007556	LOC118465093|XP_035788894.1|AALB	LOC5578086|XP_021706803.1|AAEG
OG0007557	LOC118467903|XP_035794720.1|AALB	LOC5578088|XP_021710800.1|AAEG
OG0007558	LOC118465089|XP_035788886.1|AALB	LOC5578097|XP_021706575.1|AAEG
OG0007559	LOC118465081|XP_035788877.1|AALB	LOC5578100|XP_001656796.2|AAEG
OG0007560	LOC118462772|XP_035784629.1|AALB	LOC5578115|XP_001656813.2|AAEG
OG0007561	LOC118463179|XP_035785479.1|AALB	LOC5578903|XP_021708574.1|AAEG
OG0007562	LOC118462899|XP_035784888.1|AALB	LOC5580212|XP_001662072.2|AAEG
OG0007563	LOC118467027|XP_035792885.1|AALB	LOC5568521|XP_001652343.2|AAEG
OG0007564	LOC118465688|XP_035790012.1|AALB	LOC110677853|XP_021705246.1|AAEG
OG0007565	LOC118463461|XP_035785943.1|AALB	LOC5566872|XP_021705357.1|AAEG
OG0007566	LOC118466820|XP_035792501.1|AALB	LOC5566867|XP_021710072.1|AAEG
OG0007567	LOC118467933|XP_035794787.1|AALB	LOC5564584|XP_001648922.2|AAEG
OG0007568	LOC118467929|XP_035794782.1|AALB	LOC5564591|XP_021707551.1|AAEG
OG0007569	LOC118467931|XP_035794785.1|AALB	LOC5564588|XP_021704602.1|AAEG
OG0007570	LOC118467928|XP_035794780.1|AALB	LOC5564593|XP_001648925.2|AAEG
OG0007571	LOC118467925|XP_035794773.1|AALB	LOC5564598|XP_001648926.2|AAEG
OG0007572	LOC118465166|XP_035789019.1|AALB	LOC5564582|XP_021705472.1|AAEG
OG0007573	LOC118467295|XP_035793505.1|AALB	LOC5564589|XP_001648945.2|AAEG
OG0007574	LOC118465972|XP_035790625.1|AALB	LOC5579923|XP_021705877.1|AAEG
OG0007575	LOC118464699|XP_035788114.1|AALB	LOC5579925|XP_021705957.1|AAEG
OG0007576	LOC118465555|XP_035789781.1|AALB	LOC110680487|XP_021711982.1|AAEG, LOC5568453|XP_021706620.1|AAEG
OG0007577	LOC118462671|XP_035784461.1|AALB	LOC110681185|XP_021712654.1|AAEG, LOC5568455|XP_001652288.1|AAEG
OG0007578	LOC118464981|XP_035788705.1|AALB	LOC5577286|XP_021706718.1|AAEG
OG0007579	LOC118466462|XP_035791712.1|AALB	LOC5573261|XP_001654472.1|AAEG
OG0007580	LOC118466464|XP_035791715.1|AALB	LOC5573262|XP_021709471.1|AAEG
OG0007581	LOC118462799|XP_035784689.1|AALB	LOC5573265|XP_021707203.1|AAEG
OG0007582	LOC118462800|XP_035784691.1|AALB	LOC5573266|XP_021707044.1|AAEG
OG0007583	LOC118465438|XP_035789581.1|AALB	LOC5573269|XP_021707075.1|AAEG
OG0007584	LOC118464347|XP_035787560.1|AALB	LOC5574192|XP_021707347.1|AAEG
OG0007585	LOC118463874|XP_035786687.1|AALB	LOC5574191|XP_001661248.1|AAEG
OG0007586	LOC118467282|XP_035793480.1|AALB	LOC5574174|XP_021708031.1|AAEG
OG0007587	LOC118467306|XP_035793522.1|AALB	LOC5567490|XP_021708142.1|AAEG
OG0007588	LOC118467307|XP_035793528.1|AALB	LOC5567489|XP_001657496.1|AAEG
OG0007589	LOC118467418|XP_035793797.1|AALB	LOC5567471|XP_021708456.1|AAEG, LOC110681387|XP_021712824.1|AAEG
OG0007590	LOC118465148|XP_035788987.1|AALB	LOC5567461|XP_021708534.1|AAEG
OG0007591	LOC118462745|XP_035784598.1|AALB	LOC5567458|XP_001657458.1|AAEG
OG0007592	LOC118462729|XP_035784567.1|AALB	LOC5567453|XP_001657457.1|AAEG
OG0007593	LOC118462741|XP_035784595.1|AALB	LOC5571923|XP_021708638.1|AAEG
OG0007594	LOC118463304|XP_035785683.1|AALB	LOC5566548|XP_001650943.2|AAEG
OG0007595	LOC118464203|XP_035787256.1|AALB	LOC5566544|XP_001650939.1|AAEG
OG0007596	LOC118464944|XP_035788624.1|AALB	LOC5566535|XP_001650927.1|AAEG
OG0007597	LOC118463069|XP_035785221.1|AALB	LOC5563691|XP_001647963.1|AAEG
OG0007598	LOC118464980|XP_035788704.1|AALB	LOC5568961|XP_001652621.1|AAEG
OG0007599	LOC118466976|XP_035792781.1|AALB	LOC5576161|XP_021709806.1|AAEG
OG0007600	LOC118464707|XP_035788132.1|AALB	LOC5568951|XP_001652611.1|AAEG
OG0007601	LOC118462757|XP_035784614.1|AALB	LOC5565426|XP_001649804.1|AAEG
OG0007602	LOC118465687|XP_035790011.1|AALB	LOC5565447|XP_001649793.1|AAEG
OG0007603	LOC118465822|XP_035790301.1|AALB	LOC5565439|XP_021710531.1|AAEG
OG0007604	LOC118464999|XP_035788733.1|AALB	LOC5567876|XP_001651907.1|AAEG
OG0007605	LOC118463996|XP_035786921.1|AALB	LOC5576319|XP_021710862.1|AAEG
OG0007606	LOC118466386|XP_035791510.1|AALB	LOC5576326|XP_001656061.1|AAEG
OG0007607	LOC118463519|XP_035786015.1|AALB	LOC5564131|XP_021711054.1|AAEG
OG0007608	LOC118466977|XP_035792784.1|AALB	LOC5564115|XP_001648450.1|AAEG
OG0007609	LOC118463467|XP_035785950.1|AALB	LOC5564110|XP_001648448.1|AAEG
OG0007610	LOC118466491|XP_035791785.1|AALB	LOC5566702|XP_021711360.1|AAEG
OG0007611	LOC118466493|XP_035791791.1|AALB	LOC5566699|XP_021711392.1|AAEG
OG0007612	LOC118466492|XP_035791787.1|AALB	LOC5566698|XP_001651106.2|AAEG
OG0007613	LOC118466504|XP_035791827.1|AALB	LOC5566687|XP_001651094.2|AAEG
OG0007614	LOC118462876|XP_035784840.1|AALB	LOC5568587|XP_021711605.1|AAEG
OG0007615	LOC118462879|XP_035784843.1|AALB	LOC5568588|XP_001652419.1|AAEG
OG0007616	LOC118462878|XP_035784842.1|AALB	LOC5568603|XP_001652417.2|AAEG
OG0007617	LOC118463931|XP_035786783.1|AALB	LOC5568590|XP_001652422.2|AAEG
OG0007618	LOC118465798|XP_035790255.1|AALB	LOC5568592|XP_001652424.2|AAEG
OG0007619	LOC118463994|XP_035786917.1|AALB	LOC5568593|XP_021711620.1|AAEG
OG0007620	LOC118465928|XP_035790521.1|AALB	LOC5568599|XP_021711641.1|AAEG
OG0007621	LOC118466925|XP_035792703.1|AALB	LOC5569134|XP_001652738.2|AAEG
OG0007622	LOC118463755|XP_035786450.1|AALB	LOC5569135|XP_021704146.1|AAEG
OG0007623	LOC118462684|XP_035784486.1|AALB	LOC5569142|XP_021704189.1|AAEG
OG0007624	LOC118466098|XP_035790906.1|AALB	LOC5573214|XP_001654439.2|AAEG
OG0007625	LOC118465978|XP_035790633.1|AALB	LOC5573208|XP_021704307.1|AAEG
OG0007626	LOC118465992|XP_035790677.1|AALB	LOC5573228|XP_001654433.1|AAEG
OG0007627	LOC118465989|XP_035790671.1|AALB	LOC5573216|XP_001654431.1|AAEG
OG0007628	LOC118456878|XP_035773887.1|AALB	LOC5572034|XP_001660142.1|AAEG
OG0007629	LOC118460913|XP_035781557.1|AALB	LOC110680484|XP_021711981.1|AAEG
OG0007665	LOC118459890|XP_035779587.1|AALB	LOC5575983|XP_021694469.1|AAEG
OG0007666	LOC118459902|XP_035779621.1|AALB	LOC5566218|XP_001650621.2|AAEG
OG0007667	LOC118463704|XP_035786392.1|AALB	LOC5574530|XP_001655183.2|AAEG
OG0007668	LOC118466605|XP_035792106.1|AALB	LOC5572032|XP_001660139.1|AAEG
OG0007669	LOC118462035|XP_035783906.1|AALB	LOC5572018|XP_001660127.1|AAEG
OG0007670	LOC118462026|XP_035783894.1|AALB	LOC5572019|XP_021694526.1|AAEG
OG0007671	LOC118463623|XP_035786214.1|AALB	LOC5579819|XP_021694539.1|AAEG
OG0007672	LOC118463063|XP_035785215.1|AALB	LOC5564262|XP_001648601.2|AAEG
OG0007673	LOC118467038|XP_035792920.1|AALB	LOC5574715|XP_001655294.1|AAEG
OG0007674	LOC118456371|XP_035772948.1|AALB	LOC5574714|XP_021694711.1|AAEG
OG0007675	LOC118463206|XP_035785583.1|AALB	LOC5567109|XP_021694820.1|AAEG
OG0007676	LOC118462076|XP_035783977.1|AALB	LOC5579417|XP_001647719.2|AAEG
OG0007677	LOC118466216|XP_035791132.1|AALB	LOC5564702|XP_021694824.1|AAEG
OG0007679	LOC118464627|XP_035787968.1|AALB	LOC5574747|XP_021694839.1|AAEG
OG0007680	LOC118457096|XP_035774280.1|AALB	LOC5580053|XP_001654817.2|AAEG
OG0007682	LOC118458641|XP_035777226.1|AALB	LOC5566204|XP_021694939.1|AAEG
OG0007683	LOC118461566|XP_035782935.1|AALB	LOC5568331|XP_021694941.1|AAEG
OG0007684	LOC118462940|XP_035784971.1|AALB	LOC5568330|XP_001657986.2|AAEG
OG0007685	LOC118463151|XP_035785430.1|AALB	LOC5564956|XP_021694953.1|AAEG
OG0007686	LOC118457697|XP_035775367.1|AALB	LOC5576498|XP_021694976.1|AAEG
OG0007687	LOC118461954|XP_035783747.1|AALB	LOC110674836|XP_021695005.1|AAEG
OG0007688	LOC118458033|XP_035776045.1|AALB	LOC5577553|XP_001663425.2|AAEG
OG0007689	LOC118460147|XP_035780137.1|AALB	LOC5572116|XP_001660190.2|AAEG
OG0007690	LOC118466351|XP_035791381.1|AALB	LOC5579456|XP_021695153.1|AAEG
OG0007691	LOC118458658|XP_035777246.1|AALB	LOC5573614|XP_001660939.2|AAEG
OG0007692	LOC118465101|XP_035788960.1|AALB	LOC5579011|XP_021695301.1|AAEG
