Orthogroup	AALB.longest_only	DPER.longest_only
OG0007881	LOC118463702|XP_035786379.1|AALB	LOC6600992|XP_002026178.2|DPER
OG0007882	LOC118466765|XP_035792379.1|AALB	LOC6600996|XP_002026182.2|DPER
OG0007883	LOC118466763|XP_035792370.1|AALB	LOC6600995|XP_026849724.1|DPER
OG0007884	LOC118466094|XP_035790900.1|AALB	LOC6600537|XP_002025724.1|DPER
OG0007885	LOC118465529|XP_035789748.1|AALB	LOC6592984|XP_002017660.2|DPER
OG0007886	LOC118467340|XP_035793608.1|AALB	LOC6593716|XP_026843025.1|DPER
OG0007887	LOC118464467|XP_035787768.1|AALB	LOC6601108|XP_002026183.1|DPER
OG0007888	LOC118467081|XP_035793013.1|AALB	LOC6596052|XP_002021236.1|DPER
OG0007889	LOC118467091|XP_035793029.1|AALB	LOC6602986|XP_002028000.1|DPER
OG0007890	LOC118463212|XP_035785547.1|AALB	LOC6599484|XP_026849395.1|DPER
OG0007891	LOC118464090|XP_035787048.1|AALB	LOC6587806|XP_002012765.1|DPER
OG0007892	LOC118462650|XP_035784396.1|AALB	LOC6602135|XP_002027106.1|DPER
OG0007893	LOC118466284|XP_035791262.1|AALB	LOC6592406|XP_026841638.1|DPER
OG0007894	LOC118463540|XP_035786052.1|AALB	LOC6602709|XP_026849472.1|DPER
OG0007895	LOC118463539|XP_035786048.1|AALB	LOC6601128|XP_026847241.1|DPER
OG0007896	LOC118466432|XP_035791622.1|AALB	LOC6600624|XP_002025618.1|DPER
OG0007897	LOC118462885|XP_035784860.1|AALB	LOC6596178|XP_026845235.1|DPER
OG0007898	LOC118467506|XP_035793951.1|AALB	LOC6601191|XP_026849951.1|DPER
OG0007899	LOC118462687|XP_035784494.1|AALB	LOC6596089|XP_026845528.1|DPER
OG0007900	LOC118463615|XP_035786201.1|AALB	LOC6590921|XP_002015763.1|DPER
OG0007901	LOC118462909|XP_035784903.1|AALB	LOC6602475|XP_026848812.1|DPER
OG0007902	LOC118468845|XP_035795982.1|AALB	LOC6600052|XP_002025067.1|DPER
OG0007903	LOC118466224|XP_035791152.1|AALB	LOC6599806|XP_002024976.1|DPER
OG0007904	LOC118466225|XP_035791153.1|AALB	LOC6597129|XP_002022317.2|DPER
OG0007905	LOC118458716|XP_035777354.1|AALB	LOC6589559|XP_002015268.1|DPER
OG0007906	LOC118464496|XP_035787817.1|AALB	LOC6600298|XP_026849063.1|DPER
OG0007907	LOC118466275|XP_035791241.1|AALB	LOC6599497|XP_026849565.1|DPER
OG0007908	LOC118466278|XP_035791248.1|AALB	LOC6599496|XP_002024716.1|DPER
OG0007909	LOC118467371|XP_035793677.1|AALB	LOC6600771|XP_002025839.2|DPER
OG0007911	LOC118464311|XP_035787495.1|AALB	LOC6601111|XP_002026186.1|DPER
OG0007912	LOC118464314|XP_035787503.1|AALB	LOC6601118|XP_002026193.1|DPER
OG0007913	LOC118464316|XP_035787505.1|AALB	LOC6601112|XP_002026187.2|DPER
OG0007914	LOC118466442|XP_035791644.1|AALB	LOC6596014|XP_026845298.1|DPER
OG0007915	LOC118466347|XP_035791371.1|AALB	LOC6601916|XP_002026965.2|DPER
OG0007916	LOC118467368|XP_035793669.1|AALB	LOC6588831|XP_002014263.1|DPER
OG0007917	LOC118466756|XP_035792349.1|AALB	LOC6592890|XP_002018209.1|DPER
OG0007918	LOC118467804|XP_035794571.1|AALB	LOC6590879|XP_002015547.1|DPER
OG0007919	LOC118466906|XP_035792663.1|AALB	LOC6602107|XP_026841928.1|DPER
OG0007920	LOC118466912|XP_035792670.1|AALB	LOC6592975|XP_002018025.1|DPER
OG0007921	LOC118464026|XP_035786975.1|AALB	LOC6591051|XP_002016636.1|DPER
OG0007922	LOC118456930|XP_035773965.1|AALB	LOC6591863|XP_026839924.1|DPER
OG0007923	LOC118465895|XP_035790439.1|AALB	LOC6600783|XP_026848621.1|DPER
OG0007924	LOC118463576|XP_035786109.1|AALB	LOC6592223|XP_002018493.2|DPER
OG0007925	LOC118464399|XP_035787646.1|AALB	LOC6591161|XP_026842836.1|DPER
OG0007926	LOC118457558|XP_035775122.1|AALB	LOC6601351|XP_002026410.1|DPER
OG0007927	LOC118458139|XP_035776223.1|AALB	LOC6593346|XP_026843321.1|DPER
OG0007928	LOC118461869|XP_035783584.1|AALB	LOC6593880|XP_026843836.1|DPER
OG0007929	LOC118457730|XP_035775415.1|AALB	LOC6593731|XP_002019109.1|DPER
OG0007930	LOC118456901|XP_035773918.1|AALB	LOC6592507|XP_026842476.1|DPER
OG0007931	LOC118457040|XP_035774175.1|AALB	LOC6593651|XP_002019238.1|DPER
OG0007932	LOC118461846|XP_035783521.1|AALB	LOC6599365|XP_002024488.1|DPER
OG0007933	LOC118456481|XP_035773188.1|AALB	LOC6588435|XP_002014158.1|DPER
OG0007934	LOC118459157|XP_035778138.1|AALB	LOC6589009|XP_002014205.1|DPER
OG0007935	LOC118468679|XP_035795683.1|AALB	LOC6596279|XP_002021801.1|DPER
OG0007936	LOC118457675|XP_035775325.1|AALB	LOC6589469|XP_002014414.1|DPER
OG0007937	LOC118457175|XP_035774400.1|AALB	LOC6589526|XP_002015014.1|DPER
OG0007938	LOC118456682|XP_035773555.1|AALB	LOC6592368|XP_002017973.1|DPER
OG0007939	LOC118457851|XP_035775631.1|AALB	LOC6589148|XP_026844542.1|DPER
OG0007940	LOC118457384|XP_035774811.1|AALB	LOC6589145|XP_026845018.1|DPER
OG0007941	LOC118458354|XP_035776598.1|AALB	LOC6603252|XP_002028233.2|DPER
OG0007942	LOC118468922|XP_035796125.1|AALB	LOC6602858|XP_002027869.1|DPER
OG0007944	LOC118459768|XP_035779356.1|AALB	LOC6601113|XP_026849699.1|DPER
OG0007945	LOC118456855|XP_035773848.1|AALB	LOC6596619|XP_002021627.1|DPER
OG0007946	LOC118456965|XP_035774048.1|AALB	LOC6591301|XP_026842847.1|DPER
OG0007947	LOC118468737|XP_035795781.1|AALB	LOC6593390|XP_026843074.1|DPER
OG0007948	LOC118456159|XP_035772575.1|AALB	LOC6603382|XP_026843670.1|DPER
OG0007949	LOC118457326|XP_035774712.1|AALB	LOC6597534|XP_002022664.1|DPER
OG0007950	LOC118461542|XP_035782881.1|AALB	LOC6589110|XP_002015229.1|DPER
OG0007951	LOC118461544|XP_035782885.1|AALB	LOC6596509|XP_002021504.1|DPER
OG0007952	LOC118461545|XP_035782887.1|AALB	LOC6595369|XP_002020805.1|DPER
OG0007953	LOC118461872|XP_035783597.1|AALB	LOC6593654|XP_002019241.1|DPER
OG0007954	LOC118457935|XP_035775840.1|AALB	LOC6593341|XP_002018743.1|DPER
OG0007955	LOC118468538|XP_035795314.1|AALB	LOC6589275|XP_026844698.1|DPER
OG0007956	LOC118458010|XP_035776000.1|AALB	LOC6593898|XP_002019077.1|DPER
OG0007957	LOC118457870|XP_035775677.1|AALB	LOC6589878|XP_002014374.1|DPER
OG0007958	LOC118456970|XP_035774057.1|AALB	LOC6599303|XP_026848243.1|DPER
OG0007959	LOC118456499|XP_035773221.1|AALB	LOC6589440|XP_002014823.1|DPER
OG0007960	LOC118467157|XP_035793194.1|AALB	LOC6588960|XP_026844340.1|DPER
OG0007961	LOC118458304|XP_035776527.1|AALB	LOC6591779|XP_002017140.1|DPER
OG0007962	LOC118456180|XP_035772624.1|AALB	LOC6597393|XP_026846401.1|DPER
OG0007963	LOC118459218|XP_035778294.1|AALB	LOC6596271|XP_002021797.1|DPER
OG0007964	LOC118468474|XP_035795185.1|AALB	LOC6593765|XP_026843537.1|DPER
OG0007965	LOC118458825|XP_035777602.1|AALB	LOC6589865|XP_026844292.1|DPER
OG0007966	LOC118456909|XP_035773928.1|AALB	LOC6589818|XP_002015341.1|DPER
OG0007967	LOC118461739|XP_035783330.1|AALB	LOC6593369|XP_002018590.2|DPER
OG0007968	LOC118457601|XP_035775195.1|AALB	LOC6595674|XP_026844378.1|DPER
OG0007969	LOC118460525|XP_035780797.1|AALB	LOC6589330|XP_002014355.1|DPER
OG0007970	LOC118461429|XP_035782630.1|AALB	LOC113565083|XP_026841424.1|DPER
OG0007971	LOC118460671|XP_035781040.1|AALB	LOC6599164|XP_026848287.1|DPER
OG0007972	LOC118459090|XP_035778048.1|AALB	LOC6590252|XP_002016544.1|DPER
OG0007973	LOC118466959|XP_035792757.1|AALB	LOC6589380|XP_026844996.1|DPER
OG0007974	LOC118458899|XP_035777751.1|AALB	LOC6597696|XP_002022877.1|DPER
OG0007975	LOC118457981|XP_035775926.1|AALB	LOC6588281|XP_002014138.1|DPER
OG0007976	LOC118456808|XP_035773791.1|AALB	LOC6602678|XP_002027689.2|DPER
OG0007977	LOC118462051|XP_035783927.1|AALB	LOC6602215|XP_002027253.2|DPER
OG0007978	LOC118462054|XP_035783933.1|AALB	LOC6589533|XP_026844238.1|DPER
OG0007979	LOC118458007|XP_035775985.1|AALB	LOC6596459|XP_026843648.1|DPER
OG0007980	LOC118458677|XP_035777282.1|AALB	LOC6596437|XP_026843530.1|DPER
OG0007981	LOC118458678|XP_035777283.1|AALB	LOC6597759|XP_002022890.1|DPER
OG0007982	LOC118458672|XP_035777275.1|AALB	LOC6589002|XP_002014324.2|DPER
OG0007983	LOC118458717|XP_035777355.1|AALB	LOC6589478|XP_002014924.2|DPER
OG0007984	LOC118460979|XP_035781686.1|AALB	LOC6593324|XP_026843534.1|DPER
OG0007985	LOC118457538|XP_035775084.1|AALB	LOC113565473|XP_026843389.1|DPER
OG0007986	LOC118458272|XP_035776480.1|AALB	LOC6589681|XP_002014766.2|DPER
OG0007987	LOC118461191|XP_035782116.1|AALB	LOC6596491|XP_002021565.2|DPER
OG0007988	LOC118458419|XP_035776754.1|AALB	LOC6596530|XP_002021727.1|DPER
OG0007989	LOC118461217|XP_035782175.1|AALB	LOC6589197|XP_002014359.1|DPER
OG0007990	LOC118461962|XP_035783762.1|AALB	LOC6588728|XP_002014370.1|DPER
OG0007992	LOC118459282|XP_035778421.1|AALB	LOC113565574|XP_026843793.1|DPER
OG0007993	LOC118457939|XP_035775849.1|AALB	LOC6588590|XP_002012989.2|DPER
OG0007994	LOC118456375|XP_035772952.1|AALB	LOC6589270|XP_002014448.1|DPER
OG0007996	LOC118461403|XP_035782569.1|AALB	LOC6604605|XP_026847177.1|DPER
OG0007997	LOC118460530|XP_035780804.1|AALB	LOC6595795|XP_002021307.1|DPER
OG0007998	LOC118460513|XP_035780772.1|AALB	LOC6589401|XP_026844173.1|DPER
OG0007999	LOC118467696|XP_035794374.1|AALB	LOC6596577|XP_026843144.1|DPER
OG0008000	LOC118467728|XP_035794429.1|AALB	LOC6596578|XP_002021665.1|DPER
OG0008001	LOC118456169|XP_035772606.1|AALB	LOC6603043|XP_002028065.1|DPER
OG0008002	LOC118462013|XP_035783852.1|AALB	LOC6589499|XP_002014589.1|DPER
OG0008003	LOC118456446|XP_035773102.1|AALB	LOC6603041|XP_002028063.2|DPER
OG0008004	LOC118462022|XP_035783875.1|AALB	LOC6598171|XP_026846157.1|DPER
OG0008005	LOC118462021|XP_035783873.1|AALB	LOC6599221|XP_026848325.1|DPER
OG0008006	LOC118456649|XP_035773480.1|AALB	LOC6600762|XP_002025770.1|DPER
OG0008007	LOC118456415|XP_035773024.1|AALB	LOC6598538|XP_002023734.1|DPER
OG0008008	LOC118460398|XP_035780569.1|AALB	LOC113566015|XP_026845517.1|DPER
OG0008010	LOC118461420|XP_035782610.1|AALB	LOC6603111|XP_026847095.1|DPER
OG0008011	LOC118456714|XP_035773643.1|AALB	LOC6590776|XP_026841788.1|DPER
OG0008012	LOC118456711|XP_035773639.1|AALB	LOC6602104|XP_002027149.1|DPER
OG0008013	LOC118459895|XP_035779603.1|AALB	LOC6590623|XP_026841206.1|DPER
OG0008014	LOC118461281|XP_035782327.1|AALB	LOC6591974|XP_026843747.1|DPER
OG0008015	LOC118468841|XP_035795976.1|AALB	LOC6598880|XP_026847819.1|DPER
OG0008016	LOC118468847|XP_035795983.1|AALB	LOC6598966|XP_002024054.1|DPER
OG0008017	LOC118457565|XP_035775131.1|AALB	LOC6602586|XP_026845941.1|DPER
OG0008018	LOC118459846|XP_035779507.1|AALB	LOC6596730|XP_026845998.1|DPER
OG0008019	LOC118456304|XP_035772835.1|AALB	LOC6600759|XP_026848634.1|DPER
OG0008020	LOC118456940|XP_035773989.1|AALB	LOC6594212|XP_002019671.2|DPER
OG0008021	LOC118458760|XP_035777446.1|AALB	LOC6598470|XP_002023698.1|DPER
OG0008022	LOC118459155|XP_035778135.1|AALB	LOC6588578|XP_026840073.1|DPER
OG0008023	LOC118456633|XP_035773453.1|AALB	LOC6600020|XP_026849188.1|DPER
OG0008024	LOC118456640|XP_035773468.1|AALB	LOC6596693|XP_002021962.2|DPER
OG0008025	LOC118461223|XP_035782201.1|AALB	LOC6596726|XP_026845991.1|DPER
OG0008026	LOC118458966|XP_035777842.1|AALB	LOC6599165|XP_002024356.2|DPER
OG0008027	LOC118456473|XP_035773166.1|AALB	LOC6604150|XP_026848950.1|DPER
OG0008028	LOC118459482|XP_035778787.1|AALB	LOC6591412|XP_002016938.1|DPER
OG0008029	LOC118461348|XP_035782460.1|AALB	LOC6591658|XP_002016853.1|DPER
OG0008030	LOC118459855|XP_035779519.1|AALB	LOC6592140|XP_002017276.1|DPER
OG0008031	LOC118459859|XP_035779525.1|AALB	LOC6596418|XP_002021816.1|DPER
OG0008032	LOC118457261|XP_035774543.1|AALB	LOC6587817|XP_026851031.1|DPER
OG0008034	LOC118462062|XP_035783943.1|AALB	LOC6591860|XP_002017350.1|DPER
OG0008035	LOC118456606|XP_035773402.1|AALB	LOC6598204|XP_002023539.2|DPER
OG0008036	LOC118460260|XP_035780325.1|AALB	LOC6594030|XP_002019640.1|DPER
OG0008037	LOC118460265|XP_035780331.1|AALB	LOC6594042|XP_026850379.1|DPER
OG0008038	LOC118458691|XP_035777322.1|AALB	LOC6597355|XP_002022557.2|DPER
OG0008039	LOC118457089|XP_035774270.1|AALB	LOC6594955|XP_026840348.1|DPER
OG0008040	LOC118460588|XP_035780902.1|AALB	LOC6588347|XP_002013193.2|DPER
OG0008042	LOC118467048|XP_035792933.1|AALB	LOC6598732|XP_002023879.2|DPER
OG0008043	LOC118457459|XP_035774957.1|AALB	LOC6600132|XP_002025249.1|DPER
OG0008044	LOC118460335|XP_035780444.1|AALB	LOC113566580|XP_026848611.1|DPER
OG0008045	LOC118468997|XP_035796319.1|AALB	LOC6599326|XP_026847109.1|DPER
OG0008046	LOC118468993|XP_035796312.1|AALB	LOC6594961|XP_002020329.1|DPER
OG0008047	LOC118468500|XP_035795227.1|AALB	LOC6591414|XP_002016940.2|DPER
OG0008048	LOC118468493|XP_035795214.1|AALB	LOC6594959|XP_002020327.1|DPER
OG0008049	LOC118468497|XP_035795221.1|AALB	LOC6591415|XP_002016941.2|DPER
OG0008050	LOC118468486|XP_035795202.1|AALB	LOC6592011|XP_002017439.2|DPER
OG0008051	LOC118459928|XP_035779683.1|AALB	LOC6588572|XP_002013953.1|DPER
OG0008052	LOC118461099|XP_035781906.1|AALB	LOC6591905|XP_026840250.1|DPER
OG0008053	LOC118459346|XP_035778514.1|AALB	LOC6591589|XP_002016803.1|DPER
OG0008054	LOC118457591|XP_035775174.1|AALB	LOC6600216|XP_026846616.1|DPER
OG0008055	LOC118457592|XP_035775178.1|AALB	LOC6599166|XP_026848249.1|DPER
OG0008056	LOC118461826|XP_035783476.1|AALB	LOC6596752|XP_002021935.1|DPER
OG0008057	LOC118459973|XP_035779761.1|AALB	LOC6588128|XP_002014119.1|DPER
OG0008058	LOC118458549|XP_035777077.1|AALB	LOC6587193|XP_026843210.1|DPER
OG0008059	LOC118461717|XP_035783269.1|AALB	LOC6592059|XP_026841547.1|DPER
OG0008060	LOC118456669|XP_035773534.1|AALB	LOC6594145|XP_002019771.1|DPER
OG0008061	LOC118460194|XP_035780192.1|AALB	LOC6600778|XP_026845166.1|DPER
OG0008062	LOC118459799|XP_035779427.1|AALB	LOC6597619|XP_002022757.1|DPER
OG0008063	LOC118457210|XP_035774469.1|AALB	LOC6598731|XP_002023878.1|DPER
OG0008064	LOC118460131|XP_035780075.1|AALB	LOC6599445|XP_026847195.1|DPER
OG0008065	LOC118459715|XP_035779268.1|AALB	LOC6596915|XP_002021845.1|DPER
OG0008066	LOC118461956|XP_035783744.1|AALB	LOC6600191|XP_026846719.1|DPER
OG0008067	LOC118458908|XP_035777763.1|AALB	LOC6598302|XP_002023504.2|DPER
OG0008068	LOC118457343|XP_035774734.1|AALB	LOC6599408|XP_026847112.1|DPER
OG0008069	LOC118461591|XP_035782987.1|AALB	LOC6587654|XP_026851107.1|DPER
OG0008070	LOC118459974|XP_035779762.1|AALB	LOC6594958|XP_002020326.2|DPER
OG0008071	LOC118458132|XP_035776211.1|AALB	LOC6597533|XP_002022663.1|DPER
OG0008072	LOC118461611|XP_035783041.1|AALB	LOC6597664|XP_026848886.1|DPER
OG0008073	LOC118458535|XP_035777009.1|AALB	LOC6598217|XP_002023342.2|DPER
OG0008074	LOC118458425|XP_035776773.1|AALB	LOC6598221|XP_002023346.1|DPER
OG0008075	LOC118461393|XP_035782549.1|AALB	LOC6592418|XP_026840820.1|DPER
OG0008076	LOC118459072|XP_035778005.1|AALB	LOC6600145|XP_026846638.1|DPER
OG0008077	LOC118468546|XP_035795333.1|AALB	LOC6591962|XP_002017504.1|DPER
OG0008078	LOC118468545|XP_035795331.1|AALB	LOC6603077|XP_002028119.1|DPER
OG0008079	LOC118457268|XP_035774553.1|AALB	LOC6597625|XP_002022763.1|DPER
OG0008080	LOC118460651|XP_035781008.1|AALB	LOC6600143|XP_002025260.2|DPER
OG0008081	LOC118460655|XP_035781011.1|AALB	LOC6596888|XP_002022103.2|DPER
OG0008082	LOC118457215|XP_035774483.1|AALB	LOC6587406|XP_002013030.1|DPER
OG0008083	LOC118460054|XP_035779928.1|AALB	LOC6588224|XP_002014123.2|DPER
OG0008086	LOC118459972|XP_035779755.1|AALB	LOC6588188|XP_026846950.1|DPER
OG0008087	LOC118458504|XP_035776964.1|AALB	LOC6600211|XP_026846713.1|DPER
OG0008088	LOC118459512|XP_035778848.1|AALB	LOC6598580|XP_026846231.1|DPER
OG0008089	LOC118461715|XP_035783266.1|AALB	LOC6601017|XP_002026139.2|DPER
OG0008090	LOC118459011|XP_035777909.1|AALB	LOC6596659|XP_002021997.1|DPER
OG0008091	LOC118458511|XP_035776972.1|AALB	LOC6587839|XP_002013458.1|DPER
OG0008092	LOC118460187|XP_035780185.1|AALB	LOC6594416|XP_002019680.1|DPER
OG0008093	LOC118461069|XP_035781854.1|AALB	LOC6599284|XP_026848292.1|DPER
OG0008094	LOC118461067|XP_035781852.1|AALB	LOC6589692|XP_002015205.1|DPER
OG0008095	LOC118459333|XP_035778493.1|AALB	LOC6594718|XP_002019403.1|DPER
OG0008096	LOC118459866|XP_035779540.1|AALB	LOC6599947|XP_002025137.1|DPER
OG0008097	LOC118459870|XP_035779548.1|AALB	LOC6597259|XP_002022453.1|DPER
OG0008098	LOC118460432|XP_035780617.1|AALB	LOC6601973|XP_026849626.1|DPER
OG0008099	LOC118458693|XP_035777325.1|AALB	LOC6595983|XP_002021049.1|DPER
OG0008100	LOC118460829|XP_035781370.1|AALB	LOC6594258|XP_026850313.1|DPER
OG0008101	LOC118461024|XP_035781772.1|AALB	LOC6599306|XP_026848294.1|DPER
OG0008102	LOC118458462|XP_035776873.1|AALB	LOC113564934|XP_026840256.1|DPER
OG0008103	LOC118460157|XP_035780147.1|AALB	LOC6597440|XP_002022382.1|DPER
OG0008104	LOC118459828|XP_035779483.1|AALB	LOC6597059|XP_002022184.1|DPER
OG0008105	LOC118461519|XP_035782845.1|AALB	LOC6588353|XP_026851134.1|DPER
OG0008106	LOC118460496|XP_035780741.1|AALB	LOC6596139|XP_002021152.1|DPER
OG0008107	LOC118457966|XP_035775898.1|AALB	LOC6594716|XP_002019401.2|DPER
OG0008108	LOC118459677|XP_035779178.1|AALB	LOC6600215|XP_002025213.1|DPER
OG0008109	LOC118460096|XP_035780014.1|AALB	LOC6600114|XP_002025281.1|DPER
OG0008110	LOC118468757|XP_035795822.1|AALB	LOC6600786|XP_002025809.1|DPER
OG0008111	LOC118461022|XP_035781766.1|AALB	LOC6598145|XP_002023482.2|DPER
OG0008112	LOC118461020|XP_035781763.1|AALB	LOC6600444|XP_026848429.1|DPER
OG0008113	LOC118456407|XP_035773013.1|AALB	LOC6602570|XP_026845887.1|DPER
OG0008114	LOC118456406|XP_035773012.1|AALB	LOC6602581|XP_002027605.1|DPER
OG0008115	LOC118456399|XP_035772982.1|AALB	LOC6598168|XP_026846142.1|DPER
OG0008116	LOC118459334|XP_035778495.1|AALB	LOC6598165|XP_026846190.1|DPER
OG0008117	LOC118461213|XP_035782167.1|AALB	LOC6597313|XP_002022501.2|DPER
OG0008118	LOC118460273|XP_035780350.1|AALB	LOC6598147|XP_026846288.1|DPER
OG0008119	LOC118460272|XP_035780349.1|AALB	LOC6600737|XP_002025775.1|DPER
OG0008120	LOC118460182|XP_035780178.1|AALB	LOC6598283|XP_002023306.1|DPER
OG0008122	LOC118460174|XP_035780171.1|AALB	LOC6600224|XP_026846670.1|DPER
OG0008123	LOC118456426|XP_035773074.1|AALB	LOC6598290|XP_002023313.1|DPER
OG0008124	LOC118456427|XP_035773075.1|AALB	LOC6596868|XP_026845853.1|DPER
OG0008125	LOC118460540|XP_035780823.1|AALB	LOC6596916|XP_002021846.1|DPER
OG0008126	LOC118456405|XP_035773009.1|AALB	LOC113566674|XP_026849160.1|DPER
OG0008127	LOC118459336|XP_035778499.1|AALB	LOC6600150|XP_026846698.1|DPER
OG0008128	LOC118457324|XP_035774710.1|AALB	LOC6600153|XP_002025236.1|DPER
OG0008129	LOC118458200|XP_035776337.1|AALB	LOC6596863|XP_026845817.1|DPER
OG0008130	LOC118458196|XP_035776334.1|AALB	LOC6597333|XP_002022521.2|DPER
OG0008131	LOC118461859|XP_035783556.1|AALB	LOC6600096|XP_002025209.2|DPER
OG0008132	LOC118458145|XP_035776232.1|AALB	LOC6591653|XP_002016848.1|DPER
OG0008133	LOC118458114|XP_035776181.1|AALB	LOC6599307|XP_002024428.2|DPER
OG0008135	LOC118457991|XP_035775951.1|AALB	LOC6594335|XP_026840492.1|DPER
OG0008136	LOC118461483|XP_035782746.1|AALB	LOC6588914|XP_026844397.1|DPER
OG0008137	LOC118463501|XP_035785993.1|AALB	LOC6597547|XP_026848934.1|DPER
OG0008138	LOC118462483|XP_035784084.1|AALB	LOC6599707|XP_002024960.1|DPER
OG0008139	LOC118462481|XP_035784080.1|AALB	LOC6590694|XP_002016625.1|DPER
OG0008140	LOC118462480|XP_035784073.1|AALB	LOC113566041|XP_026845652.1|DPER
OG0008141	LOC118466169|XP_035791044.1|AALB	LOC6598210|XP_026846134.1|DPER
OG0008142	LOC118465877|XP_035790408.1|AALB	LOC6602903|XP_002027926.2|DPER
OG0008143	LOC118466372|XP_035791489.1|AALB	LOC6603313|XP_002028293.1|DPER
OG0008144	LOC118466375|XP_035791493.1|AALB	LOC6593220|XP_002018480.1|DPER
OG0008145	LOC118467945|XP_035794806.1|AALB	LOC6597020|XP_026845737.1|DPER
OG0008146	LOC118467947|XP_035794809.1|AALB	LOC6597544|XP_002022674.1|DPER
OG0008147	LOC118464223|XP_035787288.1|AALB	LOC6597542|XP_026849278.1|DPER
OG0008148	LOC118466552|XP_035791967.1|AALB	LOC6603080|XP_026847140.1|DPER
OG0008149	LOC118462951|XP_035784986.1|AALB	LOC6599944|XP_026849122.1|DPER
OG0008150	LOC118463891|XP_035786715.1|AALB	LOC6602892|XP_026849649.1|DPER
OG0008151	LOC118465363|XP_035789432.1|AALB	LOC6602619|XP_026846665.1|DPER
OG0008152	LOC118464504|XP_035787832.1|AALB	LOC6600441|XP_026848408.1|DPER
OG0008153	LOC118462728|XP_035784565.1|AALB	LOC6590381|XP_002015483.2|DPER
OG0008154	LOC118462746|XP_035784600.1|AALB	LOC113566031|XP_026845607.1|DPER
OG0008156	LOC118466888|XP_035792634.1|AALB	LOC6587910|XP_002012987.1|DPER
OG0008157	LOC118462667|XP_035784457.1|AALB	LOC6588108|XP_002012866.1|DPER
OG0008158	LOC118464133|XP_035787124.1|AALB	LOC6598138|XP_002023290.1|DPER
OG0008159	LOC118465083|XP_035788880.1|AALB	LOC6599052|XP_026849019.1|DPER
OG0008160	LOC118464224|XP_035787291.1|AALB	LOC6590135|XP_026841813.1|DPER
OG0008161	LOC118463056|XP_035785199.1|AALB	LOC6599444|XP_002024508.2|DPER
OG0008162	LOC118464950|XP_035788633.1|AALB	LOC6598312|XP_002023386.1|DPER
OG0008163	LOC118463226|XP_035785569.1|AALB	LOC113566615|XP_026848846.1|DPER
OG0008164	LOC118464873|XP_035788500.1|AALB	LOC6600706|XP_026848614.1|DPER
OG0008165	LOC118467124|XP_035793098.1|AALB	LOC6600090|XP_002025182.2|DPER
OG0008166	LOC118465090|XP_035788888.1|AALB	LOC113565942|XP_026845137.1|DPER
OG0008167	LOC118465204|XP_035789082.1|AALB	LOC6603241|XP_002028217.1|DPER
OG0008168	LOC118466196|XP_035791106.1|AALB	LOC6603223|XP_026845450.1|DPER
OG0008169	LOC118466198|XP_035791109.1|AALB	LOC6596714|XP_002022037.1|DPER
OG0008170	LOC118467668|XP_035794316.1|AALB	LOC6591259|XP_002015795.1|DPER
OG0008171	LOC118466328|XP_035791338.1|AALB	LOC6600430|XP_002025535.2|DPER
OG0008172	LOC118467823|XP_035794605.1|AALB	LOC6594182|XP_002019813.1|DPER
OG0008173	LOC118466064|XP_035790820.1|AALB	LOC6596345|XP_002021700.1|DPER
OG0008174	LOC118465975|XP_035790628.1|AALB	LOC6592639|XP_002017860.1|DPER
OG0008175	LOC118465851|XP_035790372.1|AALB	LOC6597711|XP_026846397.1|DPER
OG0008176	LOC118467891|XP_035794701.1|AALB	LOC6599948|XP_026849158.1|DPER
OG0008177	LOC118467747|XP_035794450.1|AALB	LOC6600703|XP_002025818.1|DPER
OG0008178	LOC118467741|XP_035794440.1|AALB	LOC6599117|XP_002024418.1|DPER
OG0008179	LOC118463449|XP_035785926.1|AALB	LOC6602873|XP_002027908.1|DPER
OG0008180	LOC118463921|XP_035786771.1|AALB	LOC6596660|XP_026845904.1|DPER
OG0008181	LOC118463924|XP_035786775.1|AALB	LOC6596719|XP_002022042.1|DPER
OG0008183	LOC118462766|XP_035784621.1|AALB	LOC6601319|XP_026841869.1|DPER
OG0008184	LOC118465331|XP_035789369.1|AALB	LOC6587172|XP_002013490.2|DPER
OG0008185	LOC118464180|XP_035787215.1|AALB	LOC6588142|XP_026848905.1|DPER
OG0008186	LOC118467840|XP_035794630.1|AALB	LOC6590705|XP_002015989.1|DPER
OG0008187	LOC118467846|XP_035794644.1|AALB	LOC6590706|XP_026841162.1|DPER
OG0008188	LOC118465082|XP_035788878.1|AALB	LOC6595510|XP_002020615.2|DPER
OG0008189	LOC118466048|XP_035790779.1|AALB	LOC6596269|XP_002021795.1|DPER
OG0008190	LOC118465112|XP_035788951.1|AALB	LOC6601042|XP_002026130.1|DPER
OG0008191	LOC118462539|XP_035784198.1|AALB	LOC6596724|XP_002021940.1|DPER
OG0008192	LOC118465366|XP_035789452.1|AALB	LOC6600736|XP_026848603.1|DPER
OG0008193	LOC118467677|XP_035794340.1|AALB	LOC6597850|XP_002023012.2|DPER
OG0008194	LOC118464006|XP_035786947.1|AALB	LOC6593696|XP_002018843.1|DPER
OG0008195	LOC118465499|XP_035789697.1|AALB	LOC6592375|XP_002017997.1|DPER
OG0008196	LOC118466897|XP_035792646.1|AALB	LOC6591269|XP_002016024.1|DPER
