Orthogroup	AALB.longest_only	DSUP.longest_only
OG0006800	LOC118467001|XP_035792819.1|AALB	LOC119555399|XP_037722677.1|DSUP
OG0006801	LOC118466071|XP_035790828.1|AALB	LOC119558134|XP_037727295.1|DSUP
OG0006802	LOC118463990|XP_035786907.1|AALB	LOC119550502|XP_037715123.1|DSUP
OG0006803	LOC118467528|XP_035793987.1|AALB	LOC119550962|XP_037715920.1|DSUP
OG0006804	LOC118463428|XP_035785887.1|AALB	LOC119554109|XP_037720803.1|DSUP
OG0006805	LOC118463417|XP_035785864.1|AALB	LOC119549909|XP_037714157.1|DSUP
OG0006806	LOC118464486|XP_035787800.1|AALB	LOC119552752|XP_037718467.1|DSUP
OG0006807	LOC118467587|XP_035794130.1|AALB	LOC119553058|XP_037719102.1|DSUP
OG0006808	LOC118463409|XP_035785853.1|AALB	LOC119550101|XP_037714510.1|DSUP
OG0006809	LOC118462604|XP_035784327.1|AALB	LOC119554675|XP_037721605.1|DSUP
OG0006810	LOC118462601|XP_035784319.1|AALB	LOC119553083|XP_037719160.1|DSUP
OG0006811	LOC118464899|XP_035788552.1|AALB	LOC119556995|XP_037725457.1|DSUP
OG0006812	LOC118463271|XP_035785637.1|AALB	LOC119553721|XP_037720232.1|DSUP
OG0006813	LOC118466486|XP_035791777.1|AALB	LOC119545782|XP_037707579.1|DSUP
OG0006814	LOC118466269|XP_035791229.1|AALB	LOC119555328|XP_037722587.1|DSUP
OG0006815	LOC118462654|XP_035784421.1|AALB	LOC119552979|XP_037718924.1|DSUP
OG0006816	LOC118467794|XP_035794561.1|AALB	LOC119553223|XP_037719409.1|DSUP
OG0006817	LOC118465087|XP_035788883.1|AALB	LOC119554705|XP_037721637.1|DSUP
OG0006818	LOC118464809|XP_035788364.1|AALB	LOC119554808|XP_037721787.1|DSUP
OG0006820	LOC118463312|XP_035785689.1|AALB	LOC119553374|XP_037719652.1|DSUP
OG0006821	LOC118465868|XP_035790395.1|AALB	LOC119547209|XP_037709885.1|DSUP
OG0006823	LOC118466214|XP_035791131.1|AALB	LOC119553808|XP_037720357.1|DSUP
OG0006824	LOC118466221|XP_035791143.1|AALB	LOC119552877|XP_037718705.1|DSUP
OG0006825	LOC118467774|XP_035794499.1|AALB	LOC119554325|XP_037721118.1|DSUP
OG0006826	LOC118466723|XP_035792283.1|AALB	LOC119555157|XP_037722313.1|DSUP
OG0006827	LOC118465610|XP_035789879.1|AALB	LOC119560688|XP_037730194.1|DSUP
OG0006828	LOC118463933|XP_035786787.1|AALB	LOC119548678|XP_037712050.1|DSUP
OG0006829	LOC118462924|XP_035784925.1|AALB	LOC119554906|XP_037721936.1|DSUP
OG0006830	LOC118462915|XP_035784913.1|AALB	LOC119554072|XP_037720744.1|DSUP
OG0006831	LOC118464310|XP_035787494.1|AALB	LOC119553422|XP_037719726.1|DSUP
OG0006832	LOC118462823|XP_035784738.1|AALB	LOC119554010|XP_037720650.1|DSUP
OG0006833	LOC118467066|XP_035792986.1|AALB	LOC119552488|XP_037718014.1|DSUP
OG0006834	LOC118466279|XP_035791249.1|AALB	LOC119560356|XP_037729688.1|DSUP
OG0006835	LOC118466272|XP_035791238.1|AALB	LOC119552897|XP_037718745.1|DSUP
OG0006836	LOC118465726|XP_035790066.1|AALB	LOC119553157|XP_037719309.1|DSUP
OG0006837	LOC118466125|XP_035790967.1|AALB	LOC119554032|XP_037720678.1|DSUP
OG0006838	LOC118464008|XP_035786949.1|AALB	LOC119555395|XP_037722672.1|DSUP
OG0006839	LOC118467071|XP_035792997.1|AALB	LOC119554501|XP_037721362.1|DSUP
OG0006840	LOC118466445|XP_035791656.1|AALB	LOC119548708|XP_037712100.1|DSUP
OG0006841	LOC118465446|XP_035789593.1|AALB	LOC119552761|XP_037718492.1|DSUP
OG0006842	LOC118466341|XP_035791365.1|AALB	LOC119554743|XP_037721695.1|DSUP
OG0006843	LOC118464854|XP_035788455.1|AALB	LOC119556614|XP_037724857.1|DSUP
OG0006844	LOC118464852|XP_035788454.1|AALB	LOC119557661|XP_037726451.1|DSUP
OG0006845	LOC118465653|XP_035789960.1|AALB	LOC119553644|XP_037720052.1|DSUP
OG0006846	LOC118465651|XP_035789958.1|AALB	LOC119554999|XP_037722068.1|DSUP
OG0006847	LOC118464521|XP_035787851.1|AALB	LOC119553131|XP_037719252.1|DSUP
OG0006848	LOC118466139|XP_035790984.1|AALB	LOC119550454|XP_037715061.1|DSUP
OG0006849	LOC118463941|XP_035786802.1|AALB	LOC119555592|XP_037723011.1|DSUP
OG0006850	LOC118464135|XP_035787127.1|AALB	LOC119553509|XP_037719860.1|DSUP
OG0006851	LOC118464134|XP_035787125.1|AALB	LOC119554007|XP_037720643.1|DSUP
OG0006852	LOC118466355|XP_035791394.1|AALB	LOC119552126|XP_037717841.1|DSUP
OG0006853	LOC118467699|XP_035794376.1|AALB	LOC119554182|XP_037720904.1|DSUP
OG0006854	LOC118467799|XP_035794565.1|AALB	LOC119551681|XP_037717068.1|DSUP
OG0006855	LOC118467913|XP_035794741.1|AALB	LOC119554539|XP_037721425.1|DSUP
OG0006856	LOC118467915|XP_035794743.1|AALB	LOC119552066|XP_037717758.1|DSUP
OG0006857	LOC118466204|XP_035791114.1|AALB	LOC119559426|XP_037728449.1|DSUP
OG0006858	LOC118462781|XP_035784649.1|AALB	LOC119552890|XP_037718725.1|DSUP
OG0006859	LOC118464440|XP_035787708.1|AALB	LOC119549575|XP_037713658.1|DSUP
OG0006860	LOC118465746|XP_035790108.1|AALB	LOC119550456|XP_037715065.1|DSUP
OG0006861	LOC118463270|XP_035785636.1|AALB	LOC119551288|XP_037716486.1|DSUP
OG0006862	LOC118465803|XP_035790263.1|AALB	LOC119554416|XP_037721232.1|DSUP
OG0006863	LOC118458605|XP_035777174.1|AALB	LOC119558368|XP_037727808.1|DSUP
OG0006864	LOC118467166|XP_035793217.1|AALB	LOC119552071|XP_037717771.1|DSUP
OG0006865	LOC118463864|XP_035786667.1|AALB	LOC119561618|XP_037731132.1|DSUP
OG0006866	LOC118465213|XP_035789098.1|AALB	LOC119550945|XP_037715897.1|DSUP
OG0006867	LOC118465814|XP_035790278.1|AALB	LOC119549067|XP_037712701.1|DSUP
OG0006868	LOC118464015|XP_035786960.1|AALB	LOC119549066|XP_037712700.1|DSUP
OG0006869	LOC118463577|XP_035786110.1|AALB	LOC119549339|XP_037713247.1|DSUP
OG0006870	LOC118464392|XP_035787632.1|AALB	LOC119550081|XP_037714478.1|DSUP
OG0006871	LOC118464400|XP_035787648.1|AALB	LOC119549243|XP_037713069.1|DSUP
OG0006872	LOC118464406|XP_035787654.1|AALB	LOC119551563|XP_037716889.1|DSUP
OG0006873	LOC118466907|XP_035792664.1|AALB	LOC119550073|XP_037714467.1|DSUP
OG0006875	LOC118468518|XP_035795250.1|AALB	LOC119547004|XP_037709599.1|DSUP
OG0006876	LOC118461532|XP_035782857.1|AALB	LOC119551901|XP_037717443.1|DSUP
OG0006877	LOC118461397|XP_035782553.1|AALB	LOC119546663|XP_037709050.1|DSUP
OG0006878	LOC118465623|XP_035789914.1|AALB	LOC119562484|XP_037731613.1|DSUP
OG0006879	LOC118465625|XP_035789920.1|AALB	LOC119550205|XP_037714682.1|DSUP
OG0006880	LOC118460013|XP_035779837.1|AALB	LOC119546019|XP_037707959.1|DSUP
OG0006882	LOC118456923|XP_035773944.1|AALB	LOC119551889|XP_037717418.1|DSUP
OG0006884	LOC118468682|XP_035795686.1|AALB	LOC119547638|XP_037710506.1|DSUP
OG0006885	LOC118456534|XP_035773276.1|AALB	LOC119547216|XP_037709902.1|DSUP
OG0006886	LOC118462576|XP_035784273.1|AALB	LOC119549442|XP_037713466.1|DSUP
OG0006887	LOC118457663|XP_035775308.1|AALB	LOC119558010|XP_037727047.1|DSUP
OG0006888	LOC118457672|XP_035775321.1|AALB	LOC119546216|XP_037708282.1|DSUP
OG0006889	LOC118457667|XP_035775314.1|AALB	LOC119562324|XP_037731409.1|DSUP, LOC119562323|XP_037731408.1|DSUP
OG0006890	LOC118457498|XP_035775027.1|AALB	LOC119548042|XP_037711048.1|DSUP
OG0006891	LOC118457499|XP_035775028.1|AALB	LOC119546405|XP_037708590.1|DSUP
OG0006892	LOC118456172|XP_035772609.1|AALB	LOC119547118|XP_037709756.1|DSUP
OG0006893	LOC118460010|XP_035779829.1|AALB	LOC119548280|XP_037711373.1|DSUP
OG0006894	LOC118460008|XP_035779823.1|AALB	LOC119548279|XP_037711371.1|DSUP
OG0006895	LOC118456620|XP_035773430.1|AALB	LOC119557978|XP_037726987.1|DSUP
OG0006896	LOC118456621|XP_035773431.1|AALB	LOC119547049|XP_037709654.1|DSUP
OG0006897	LOC118461878|XP_035783606.1|AALB	LOC119546458|XP_037708662.1|DSUP
OG0006898	LOC118456438|XP_035773091.1|AALB	LOC119548154|XP_037711182.1|DSUP
OG0006899	LOC118457174|XP_035774398.1|AALB	LOC119548271|XP_037711350.1|DSUP
OG0006900	LOC118469040|XP_035796396.1|AALB	LOC119556390|XP_037724493.1|DSUP
OG0006901	LOC118468530|XP_035795301.1|AALB	LOC119548044|XP_037711050.1|DSUP
OG0006902	LOC118469059|XP_035796424.1|AALB	LOC119557940|XP_037726880.1|DSUP
OG0006903	LOC118459159|XP_035778140.1|AALB	LOC119563060|XP_037732203.1|DSUP
OG0006904	LOC118467839|XP_035794632.1|AALB	LOC119546455|XP_037708658.1|DSUP
OG0006905	LOC118456683|XP_035773561.1|AALB	LOC119546485|XP_037708709.1|DSUP
OG0006906	LOC118457965|XP_035775897.1|AALB	LOC119548317|XP_037711425.1|DSUP
OG0006907	LOC118458360|XP_035776605.1|AALB	LOC119546750|XP_037709180.1|DSUP
OG0006908	LOC118456840|XP_035773829.1|AALB	LOC119545983|XP_037707890.1|DSUP
OG0006909	LOC118456838|XP_035773827.1|AALB	LOC119547883|XP_037710850.1|DSUP
OG0006910	LOC118458363|XP_035776630.1|AALB	LOC119548795|XP_037712298.1|DSUP
OG0006911	LOC118457805|XP_035775547.1|AALB	LOC119556889|XP_037725295.1|DSUP
OG0006912	LOC118457108|XP_035774293.1|AALB	LOC119548496|XP_037711701.1|DSUP
OG0006913	LOC118468740|XP_035795791.1|AALB	LOC119546124|XP_037708145.1|DSUP
OG0006914	LOC118468742|XP_035795793.1|AALB	LOC119552915|XP_037718780.1|DSUP
OG0006915	LOC118468739|XP_035795790.1|AALB	LOC119547431|XP_037710219.1|DSUP
OG0006916	LOC118468735|XP_035795771.1|AALB	LOC119546925|XP_037709486.1|DSUP
OG0006917	LOC118456157|XP_035772570.1|AALB	LOC119546024|XP_037707965.1|DSUP
OG0006918	LOC118468755|XP_035795809.1|AALB	LOC119546470|XP_037708682.1|DSUP
OG0006919	LOC118465077|XP_035788873.1|AALB	LOC119546463|XP_037708672.1|DSUP
OG0006920	LOC118460565|XP_035780859.1|AALB	LOC119548060|XP_037711072.1|DSUP
OG0006921	LOC118456370|XP_035772942.1|AALB	LOC119548218|XP_037711282.1|DSUP
OG0006922	LOC118456468|XP_035773151.1|AALB	LOC119546250|XP_037708332.1|DSUP
OG0006923	LOC118461415|XP_035782597.1|AALB	LOC119546046|XP_037707999.1|DSUP
OG0006924	LOC118456832|XP_035773820.1|AALB	LOC119562304|XP_037731388.1|DSUP, LOC119561784|XP_037731194.1|DSUP
OG0006925	LOC118458820|XP_035777585.1|AALB	LOC119554697|XP_037721632.1|DSUP
OG0006926	LOC118457608|XP_035775206.1|AALB	LOC119546528|XP_037708793.1|DSUP
OG0006927	LOC118458768|XP_035777453.1|AALB	LOC119547851|XP_037710808.1|DSUP
OG0006928	LOC118468720|XP_035795743.1|AALB	LOC119546793|XP_037709284.1|DSUP
OG0006929	LOC118461541|XP_035782880.1|AALB	LOC119546801|XP_037709306.1|DSUP
OG0006931	LOC118460693|XP_035781101.1|AALB	LOC119547507|XP_037710326.1|DSUP
OG0006932	LOC118460407|XP_035780587.1|AALB	LOC119546658|XP_037709041.1|DSUP
OG0006933	LOC118460411|XP_035780591.1|AALB	LOC119546983|XP_037709564.1|DSUP
OG0006934	LOC118459920|XP_035779655.1|AALB	LOC119546232|XP_037708308.1|DSUP
OG0006935	LOC118462069|XP_035783958.1|AALB	LOC119547865|XP_037710826.1|DSUP
OG0006936	LOC118461154|XP_035782021.1|AALB	LOC119546163|XP_037708210.1|DSUP
OG0006937	LOC118458445|XP_035776820.1|AALB	LOC119547056|XP_037709663.1|DSUP
OG0006938	LOC118458444|XP_035776819.1|AALB	LOC119546582|XP_037708916.1|DSUP
OG0006939	LOC118460440|XP_035780630.1|AALB	LOC119556169|XP_037724015.1|DSUP
OG0006940	LOC118467746|XP_035794454.1|AALB	LOC119547606|XP_037710455.1|DSUP
OG0006941	LOC118468482|XP_035795195.1|AALB	LOC119548614|XP_037711908.1|DSUP
OG0006942	LOC118460072|XP_035779967.1|AALB	LOC119549276|XP_037713136.1|DSUP
OG0006944	LOC118459686|XP_035779212.1|AALB	LOC119547871|XP_037710835.1|DSUP
OG0006945	LOC118456969|XP_035774056.1|AALB	LOC119547212|XP_037709890.1|DSUP
OG0006946	LOC118460720|XP_035781160.1|AALB	LOC119563488|XP_037732855.1|DSUP
OG0006947	LOC118460723|XP_035781165.1|AALB	LOC119547048|XP_037709653.1|DSUP
OG0006948	LOC118468751|XP_035795806.1|AALB	LOC119546912|XP_037709469.1|DSUP
OG0006950	LOC118457155|XP_035774373.1|AALB	LOC119561845|XP_037731252.1|DSUP
OG0006951	LOC118461671|XP_035783152.1|AALB	LOC119546279|XP_037708382.1|DSUP
OG0006952	LOC118461664|XP_035783142.1|AALB	LOC119560605|XP_037730064.1|DSUP
OG0006953	LOC118468951|XP_035796194.1|AALB	LOC119553578|XP_037719954.1|DSUP
OG0006954	LOC118461895|XP_035783642.1|AALB	LOC119547291|XP_037710006.1|DSUP
OG0006955	LOC118459540|XP_035778904.1|AALB	LOC119547850|XP_037710812.1|DSUP
OG0006956	LOC118458745|XP_035777416.1|AALB	LOC119547918|XP_037710886.1|DSUP
OG0006957	LOC118458740|XP_035777404.1|AALB	LOC119546590|XP_037708931.1|DSUP
OG0006958	LOC118458742|XP_035777411.1|AALB	LOC119551160|XP_037716284.1|DSUP
OG0006959	LOC118458305|XP_035776531.1|AALB	LOC119554933|XP_037721970.1|DSUP
OG0006960	LOC118457875|XP_035775691.1|AALB	LOC119546726|XP_037709144.1|DSUP
OG0006961	LOC118457465|XP_035774977.1|AALB	LOC119548143|XP_037711168.1|DSUP
OG0006962	LOC118458743|XP_035777413.1|AALB	LOC119545940|XP_037707812.1|DSUP
OG0006963	LOC118467897|XP_035794712.1|AALB	LOC119548669|XP_037712033.1|DSUP
OG0006964	LOC118461296|XP_035782369.1|AALB	LOC119546661|XP_037709045.1|DSUP
OG0006965	LOC118456184|XP_035772630.1|AALB	LOC119547315|XP_037710041.1|DSUP
OG0006966	LOC118456182|XP_035772627.1|AALB	LOC119548844|XP_037712394.1|DSUP
OG0006967	LOC118456179|XP_035772622.1|AALB	LOC119550694|XP_037715486.1|DSUP
OG0006968	LOC118459215|XP_035778289.1|AALB	LOC119549112|XP_037712792.1|DSUP
OG0006969	LOC118468477|XP_035795189.1|AALB	LOC119554090|XP_037720766.1|DSUP
OG0006970	LOC118457653|XP_035775289.1|AALB	LOC119563135|XP_037732320.1|DSUP
OG0006971	LOC118460747|XP_035781227.1|AALB	LOC119548207|XP_037711269.1|DSUP
OG0006972	LOC118460745|XP_035781209.1|AALB	LOC119548886|XP_037712459.1|DSUP
OG0006973	LOC118468692|XP_035795701.1|AALB	LOC119546765|XP_037709240.1|DSUP
OG0006974	LOC118456453|XP_035773120.1|AALB	LOC119548710|XP_037712103.1|DSUP
OG0006975	LOC118460117|XP_035780048.1|AALB	LOC119548836|XP_037712383.1|DSUP
OG0006976	LOC118456166|XP_035772585.1|AALB	LOC119548896|XP_037712483.1|DSUP
OG0006977	LOC118459228|XP_035778313.1|AALB	LOC119550200|XP_037714673.1|DSUP
OG0006978	LOC118459229|XP_035778317.1|AALB	LOC119547140|XP_037709782.1|DSUP
OG0006979	LOC118459774|XP_035779378.1|AALB	LOC119548494|XP_037711696.1|DSUP
OG0006980	LOC118458824|XP_035777601.1|AALB	LOC119561830|XP_037731235.1|DSUP
OG0006981	LOC118468699|XP_035795716.1|AALB	LOC119545992|XP_037707910.1|DSUP
OG0006982	LOC118468707|XP_035795723.1|AALB	LOC119546109|XP_037708123.1|DSUP
OG0006983	LOC118468710|XP_035795730.1|AALB	LOC119547207|XP_037709882.1|DSUP
OG0006984	LOC118456244|XP_035772732.1|AALB	LOC119546051|XP_037708042.1|DSUP
OG0006985	LOC118458391|XP_035776696.1|AALB	LOC119546606|XP_037708971.1|DSUP
OG0006986	LOC118458393|XP_035776698.1|AALB	LOC119547389|XP_037710165.1|DSUP
OG0006988	LOC118456907|XP_035773925.1|AALB	LOC119547275|XP_037709984.1|DSUP
OG0006989	LOC118468642|XP_035795557.1|AALB	LOC119546854|XP_037709379.1|DSUP
OG0006990	LOC118461742|XP_035783341.1|AALB	LOC119547609|XP_037710461.1|DSUP
OG0006991	LOC118461242|XP_035782235.1|AALB	LOC119547007|XP_037709607.1|DSUP
OG0006992	LOC118460114|XP_035780042.1|AALB	LOC119545987|XP_037707903.1|DSUP
OG0006993	LOC118467552|XP_035794048.1|AALB	LOC119548817|XP_037712338.1|DSUP
OG0006994	LOC118459203|XP_035778265.1|AALB	LOC119546498|XP_037708735.1|DSUP
OG0006995	LOC118457647|XP_035775282.1|AALB	LOC119546652|XP_037709034.1|DSUP
OG0006996	LOC118461629|XP_035783071.1|AALB	LOC119548255|XP_037711326.1|DSUP
OG0006998	LOC118461445|XP_035782659.1|AALB	LOC119563252|XP_037732493.1|DSUP
OG0006999	LOC118459327|XP_035778476.1|AALB	LOC119548889|XP_037712472.1|DSUP
OG0007000	LOC118457707|XP_035775378.1|AALB	LOC119546840|XP_037709362.1|DSUP
OG0007001	LOC118457625|XP_035775233.1|AALB	LOC119550072|XP_037714466.1|DSUP
OG0007002	LOC118460746|XP_035781214.1|AALB	LOC119548629|XP_037711938.1|DSUP
OG0007003	LOC118461731|XP_035783315.1|AALB	LOC119552035|XP_037717703.1|DSUP
OG0007004	LOC118459638|XP_035779109.1|AALB	LOC119548374|XP_037711520.1|DSUP
OG0007005	LOC118458844|XP_035777641.1|AALB	LOC119548166|XP_037711205.1|DSUP
OG0007007	LOC118457693|XP_035775359.1|AALB	LOC119546416|XP_037708609.1|DSUP
OG0007008	LOC118467927|XP_035794781.1|AALB	LOC119547649|XP_037710518.1|DSUP
OG0007009	LOC118460023|XP_035779848.1|AALB	LOC119546659|XP_037709042.1|DSUP
OG0007010	LOC118468850|XP_035795987.1|AALB	LOC119546760|XP_037709221.1|DSUP
OG0007011	LOC118461122|XP_035781952.1|AALB	LOC119560588|XP_037730042.1|DSUP
OG0007012	LOC118456807|XP_035773789.1|AALB	LOC119546732|XP_037709151.1|DSUP
OG0007013	LOC118456783|XP_035773751.1|AALB	LOC119548474|XP_037711671.1|DSUP
OG0007014	LOC118461876|XP_035783600.1|AALB	LOC119547925|XP_037710893.1|DSUP
OG0007015	LOC118456751|XP_035773704.1|AALB	LOC119546105|XP_037708119.1|DSUP
OG0007016	LOC118459308|XP_035778452.1|AALB	LOC119548623|XP_037711924.1|DSUP
OG0007017	LOC118459661|XP_035779154.1|AALB	LOC119545953|XP_037707838.1|DSUP
OG0007018	LOC118459663|XP_035779157.1|AALB	LOC119546460|XP_037708666.1|DSUP
OG0007019	LOC118461235|XP_035782227.1|AALB	LOC119561834|XP_037731245.1|DSUP
OG0007020	LOC118458221|XP_035776375.1|AALB	LOC119548036|XP_037711040.1|DSUP
OG0007021	LOC118458676|XP_035777280.1|AALB	LOC119546953|XP_037709520.1|DSUP
OG0007022	LOC118460231|XP_035780262.1|AALB	LOC119546048|XP_037708002.1|DSUP
OG0007023	LOC118456324|XP_035772866.1|AALB	LOC119548223|XP_037711287.1|DSUP
OG0007024	LOC118456321|XP_035772863.1|AALB	LOC119563202|XP_037732421.1|DSUP
OG0007025	LOC118457051|XP_035774192.1|AALB	LOC119557720|XP_037726529.1|DSUP
OG0007026	LOC118468038|XP_035794869.1|AALB	LOC119548527|XP_037711747.1|DSUP
OG0007027	LOC118459527|XP_035778878.1|AALB	LOC119547130|XP_037709771.1|DSUP
OG0007028	LOC118459520|XP_035778857.1|AALB	LOC119547830|XP_037710782.1|DSUP
OG0007029	LOC118458731|XP_035777393.1|AALB, LOC118461192|XP_035782119.1|AALB	LOC119546133|XP_037708163.1|DSUP
OG0007030	LOC118460930|XP_035781583.1|AALB	LOC119557145|XP_037725657.1|DSUP
OG0007031	LOC118460561|XP_035780857.1|AALB	LOC119559683|XP_037728667.1|DSUP
OG0007032	LOC118458720|XP_035777357.1|AALB	LOC119553451|XP_037719780.1|DSUP
OG0007033	LOC118458721|XP_035777358.1|AALB	LOC119548104|XP_037711122.1|DSUP
OG0007034	LOC118456631|XP_035773452.1|AALB	LOC119547787|XP_037710728.1|DSUP
OG0007035	LOC118456629|XP_035773450.1|AALB	LOC119556615|XP_037724859.1|DSUP
OG0007036	LOC118457136|XP_035774344.1|AALB	LOC119555644|XP_037723107.1|DSUP
OG0007037	LOC118457134|XP_035774341.1|AALB	LOC119563027|XP_037732153.1|DSUP
OG0007038	LOC118460966|XP_035781651.1|AALB	LOC119550330|XP_037714864.1|DSUP
OG0007039	LOC118458267|XP_035776471.1|AALB	LOC119551944|XP_037717561.1|DSUP
OG0007040	LOC118458270|XP_035776476.1|AALB	LOC119546817|XP_037709332.1|DSUP
OG0007041	LOC118456237|XP_035772715.1|AALB	LOC119547666|XP_037710545.1|DSUP
OG0007042	LOC118456238|XP_035772721.1|AALB	LOC119548205|XP_037711263.1|DSUP
OG0007043	LOC118458141|XP_035776228.1|AALB	LOC119561005|XP_037730749.1|DSUP
OG0007044	LOC118458729|XP_035777389.1|AALB	LOC119548357|XP_037711500.1|DSUP
OG0007045	LOC118462017|XP_035783860.1|AALB	LOC119559855|XP_037728887.1|DSUP
OG0007046	LOC118458784|XP_035777502.1|AALB	LOC119560866|XP_037730466.1|DSUP
OG0007047	LOC118459249|XP_035778353.1|AALB	LOC119547587|XP_037710423.1|DSUP
OG0007048	LOC118459239|XP_035778330.1|AALB	LOC119546827|XP_037709346.1|DSUP
OG0007049	LOC118468931|XP_035796147.1|AALB	LOC119545960|XP_037707854.1|DSUP
OG0007050	LOC118457914|XP_035775808.1|AALB	LOC119547018|XP_037709615.1|DSUP
OG0007051	LOC118461896|XP_035783643.1|AALB	LOC119547231|XP_037709925.1|DSUP
OG0007052	LOC118459278|XP_035778414.1|AALB	LOC119556253|XP_037724222.1|DSUP
OG0007053	LOC118458120|XP_035776187.1|AALB	LOC119549666|XP_037713801.1|DSUP
OG0007054	LOC118458747|XP_035777418.1|AALB	LOC119549975|XP_037714302.1|DSUP
OG0007055	LOC118461427|XP_035782628.1|AALB	LOC119549513|XP_037713552.1|DSUP
OG0007056	LOC118459421|XP_035778658.1|AALB	LOC119554050|XP_037720717.1|DSUP
OG0007057	LOC118459841|XP_035779502.1|AALB	LOC119556254|XP_037724226.1|DSUP
OG0007058	LOC118459836|XP_035779495.1|AALB	LOC119556375|XP_037724471.1|DSUP
OG0007059	LOC118458171|XP_035776269.1|AALB	LOC119546629|XP_037708996.1|DSUP
OG0007060	LOC118458174|XP_035776272.1|AALB	LOC119546830|XP_037709348.1|DSUP
OG0007061	LOC118458175|XP_035776273.1|AALB	LOC119547058|XP_037709666.1|DSUP
OG0007062	LOC118460689|XP_035781094.1|AALB	LOC119546009|XP_037707939.1|DSUP
OG0007063	LOC118456378|XP_035772958.1|AALB	LOC119548797|XP_037712300.1|DSUP
OG0007064	LOC118459281|XP_035778420.1|AALB	LOC119550162|XP_037714624.1|DSUP
OG0007065	LOC118459276|XP_035778406.1|AALB	LOC119554935|XP_037721973.1|DSUP
OG0007066	LOC118456387|XP_035772970.1|AALB	LOC119553404|XP_037719704.1|DSUP
OG0007067	LOC118456374|XP_035772951.1|AALB	LOC119547601|XP_037710450.1|DSUP
OG0007068	LOC118456389|XP_035772972.1|AALB	LOC119547052|XP_037709658.1|DSUP
OG0007069	LOC118457982|XP_035775927.1|AALB	LOC119546923|XP_037709482.1|DSUP
OG0007070	LOC118459031|XP_035777940.1|AALB	LOC119550223|XP_037714715.1|DSUP
OG0007071	LOC118458205|XP_035776343.1|AALB	LOC119549098|XP_037712761.1|DSUP
OG0007073	LOC118456505|XP_035773226.1|AALB	LOC119547278|XP_037709989.1|DSUP
OG0007074	LOC118458044|XP_035776056.1|AALB	LOC119551597|XP_037716926.1|DSUP
OG0007075	LOC118456916|XP_035773938.1|AALB	LOC119548407|XP_037711573.1|DSUP
OG0007076	LOC118458663|XP_035777254.1|AALB	LOC119550224|XP_037714716.1|DSUP
OG0007077	LOC118458767|XP_035777452.1|AALB	LOC119547400|XP_037710177.1|DSUP
OG0007078	LOC118459639|XP_035779112.1|AALB	LOC119547810|XP_037710756.1|DSUP
OG0007079	LOC118459648|XP_035779123.1|AALB	LOC119547811|XP_037710758.1|DSUP
OG0007080	LOC118468729|XP_035795756.1|AALB	LOC119547070|XP_037709683.1|DSUP
OG0007081	LOC118468730|XP_035795762.1|AALB	LOC119546501|XP_037708745.1|DSUP
OG0007082	LOC118468325|XP_035794962.1|AALB	LOC119547206|XP_037709881.1|DSUP
OG0007083	LOC118457686|XP_035775346.1|AALB	LOC119547365|XP_037710110.1|DSUP
OG0007084	LOC118461838|XP_035783491.1|AALB	LOC119556790|XP_037725154.1|DSUP
OG0007085	LOC118461845|XP_035783520.1|AALB	LOC119548888|XP_037712467.1|DSUP
OG0007086	LOC118459761|XP_035779351.1|AALB	LOC119548548|XP_037711770.1|DSUP
OG0007087	LOC118460517|XP_035780785.1|AALB	LOC119554877|XP_037721891.1|DSUP
OG0007088	LOC118460509|XP_035780763.1|AALB	LOC119545926|XP_037707766.1|DSUP
OG0007089	LOC118458076|XP_035776124.1|AALB	LOC119547853|XP_037710811.1|DSUP
OG0007090	LOC118458494|XP_035776940.1|AALB	LOC119548380|XP_037711529.1|DSUP
OG0007091	LOC118458484|XP_035776927.1|AALB	LOC119546018|XP_037707958.1|DSUP
OG0007092	LOC118458074|XP_035776122.1|AALB	LOC119548191|XP_037711250.1|DSUP
OG0007093	LOC118458080|XP_035776130.1|AALB	LOC119546119|XP_037708138.1|DSUP
OG0007094	LOC118456630|XP_035773451.1|AALB	LOC119547028|XP_037709626.1|DSUP
OG0007095	LOC118461855|XP_035783548.1|AALB	LOC119545972|XP_037707868.1|DSUP
OG0007096	LOC118461856|XP_035783549.1|AALB	LOC119547867|XP_037710829.1|DSUP
OG0007097	LOC118461547|XP_035782889.1|AALB	LOC119546332|XP_037708459.1|DSUP
OG0007098	LOC118468864|XP_035796037.1|AALB	LOC119547686|XP_037710578.1|DSUP
OG0007099	LOC118456896|XP_035773910.1|AALB	LOC119556382|XP_037724488.1|DSUP
OG0007100	LOC118456886|XP_035773899.1|AALB	LOC119548427|XP_037711596.1|DSUP
OG0007101	LOC118456897|XP_035773913.1|AALB	LOC119547351|XP_037710094.1|DSUP
OG0007103	LOC118456173|XP_035772612.1|AALB	LOC119547857|XP_037710817.1|DSUP
OG0007104	LOC118456174|XP_035772613.1|AALB	LOC119548465|XP_037711660.1|DSUP
OG0007105	LOC118460009|XP_035779828.1|AALB	LOC119545950|XP_037707834.1|DSUP
OG0007106	LOC118461536|XP_035782875.1|AALB	LOC119547632|XP_037710490.1|DSUP
OG0007107	LOC118456424|XP_035773059.1|AALB	LOC119546955|XP_037709524.1|DSUP
OG0007108	LOC118457236|XP_035774509.1|AALB	LOC119547873|XP_037710837.1|DSUP
