Orthogroup	AALB.longest_only	DSUZ.longest_only
OG0006544	LOC118460731|XP_035781180.1|AALB	LOC108018374|XP_016941407.2|DSUZ
OG0006545	LOC118460919|XP_035781565.1|AALB	LOC108016689|XP_016938901.1|DSUZ
OG0006546	LOC118460915|XP_035781559.1|AALB	LOC108005605|XP_016924397.2|DSUZ
OG0006547	LOC118461332|XP_035782429.1|AALB	LOC108011472|XP_036674015.1|DSUZ
OG0006548	LOC118458108|XP_035776174.1|AALB	LOC108014915|XP_016936624.1|DSUZ, LOC108014914|XP_016936623.1|DSUZ
OG0006549	LOC118458290|XP_035776506.1|AALB	LOC108004944|XP_016923532.2|DSUZ
OG0006550	LOC118458289|XP_035776505.1|AALB	LOC108010810|XP_016931237.2|DSUZ
OG0006551	LOC118461005|XP_035781740.1|AALB	LOC108004847|XP_016923418.1|DSUZ
OG0006552	LOC118458059|XP_035776087.1|AALB	LOC108004851|XP_016923422.1|DSUZ
OG0006553	LOC118463505|XP_035785997.1|AALB	LOC108016129|XP_036675263.1|DSUZ
OG0006554	LOC118462568|XP_035784259.1|AALB	LOC108013846|XP_036672798.1|DSUZ
OG0006555	LOC118462573|XP_035784269.1|AALB	LOC108011638|XP_016932315.2|DSUZ
OG0006556	LOC118456672|XP_035773536.1|AALB	LOC118877960|XP_036674632.1|DSUZ, LOC118877599|XP_036672803.1|DSUZ
OG0006557	LOC118466707|XP_035792248.1|AALB	LOC108006001|XP_036674646.1|DSUZ
OG0006558	LOC118465920|XP_035790507.1|AALB	LOC108008011|XP_036673954.1|DSUZ
OG0006559	LOC118465253|XP_035789167.1|AALB	LOC108016201|XP_036674237.1|DSUZ
OG0006560	LOC118460768|XP_035781257.1|AALB	LOC108015518|XP_016937470.1|DSUZ
OG0006561	LOC118460766|XP_035781255.1|AALB	LOC108015488|XP_016937409.1|DSUZ
OG0006562	LOC118458988|XP_035777880.1|AALB	LOC108016135|XP_036675548.1|DSUZ
OG0006563	LOC118456288|XP_035772795.1|AALB	LOC108018381|XP_036672590.1|DSUZ
OG0006564	LOC118458940|XP_035777812.1|AALB	LOC108018407|XP_016941454.2|DSUZ
OG0006565	LOC118458645|XP_035777228.1|AALB	LOC108004936|XP_036673855.1|DSUZ
OG0006566	LOC118459569|XP_035778962.1|AALB	LOC118878116|XP_036675440.1|DSUZ, LOC108006789|XP_036674408.1|DSUZ
OG0006567	LOC118457144|XP_035774350.1|AALB	LOC108012023|XP_016932791.2|DSUZ
OG0006568	LOC118457141|XP_035774348.1|AALB	LOC108015829|XP_036674737.1|DSUZ
OG0006569	LOC118457142|XP_035774349.1|AALB	LOC108011428|XP_016932046.1|DSUZ
OG0006570	LOC118456264|XP_035772758.1|AALB	LOC108006935|XP_036674907.1|DSUZ
OG0006571	LOC118458903|XP_035777755.1|AALB	LOC108012184|XP_016932968.2|DSUZ
OG0006572	LOC118457551|XP_035775111.1|AALB	LOC108010930|XP_016931425.2|DSUZ
OG0006573	LOC118457919|XP_035775812.1|AALB	LOC108016014|XP_016938096.2|DSUZ
OG0006574	LOC118461674|XP_035783153.1|AALB	LOC108020568|XP_036673006.1|DSUZ
OG0006575	LOC118459385|XP_035778580.1|AALB	LOC108010732|XP_016931150.1|DSUZ
OG0006576	LOC118456719|XP_035773649.1|AALB	LOC108017314|XP_036673971.1|DSUZ
OG0006577	LOC118456785|XP_035773758.1|AALB	LOC108006481|XP_016925493.2|DSUZ
OG0006578	LOC118456716|XP_035773645.1|AALB	LOC108017316|XP_036673970.1|DSUZ
OG0006579	LOC118456717|XP_035773647.1|AALB	LOC108016319|XP_016938444.1|DSUZ
OG0006580	LOC118459565|XP_035778958.1|AALB	LOC108020817|XP_016944684.1|DSUZ
OG0006581	LOC118461949|XP_035783736.1|AALB	LOC118878054|XP_036675130.1|DSUZ
OG0006582	LOC118461952|XP_035783740.1|AALB	LOC118877622|XP_036672935.1|DSUZ
OG0006583	LOC118468309|XP_035794940.1|AALB	LOC108020823|XP_016944691.2|DSUZ
OG0006584	LOC118468550|XP_035795338.1|AALB	LOC108021339|XP_016945505.1|DSUZ
OG0006585	LOC118457948|XP_035775855.1|AALB	LOC108014575|XP_016936221.1|DSUZ
OG0006586	LOC118461006|XP_035781742.1|AALB	LOC108015509|XP_016937455.1|DSUZ
OG0006587	LOC118461218|XP_035782185.1|AALB	LOC108015504|XP_016937450.2|DSUZ
OG0006588	LOC118457659|XP_035775297.1|AALB	LOC108019997|XP_036673769.1|DSUZ
OG0006589	LOC118460355|XP_035780490.1|AALB	LOC108013979|XP_036674880.1|DSUZ
OG0006590	LOC118457612|XP_035775218.1|AALB	LOC108011071|XP_036674879.1|DSUZ
OG0006591	LOC118465940|XP_035790547.1|AALB	LOC108013005|XP_016934080.1|DSUZ
OG0006592	LOC118465951|XP_035790572.1|AALB	LOC108013909|XP_016935403.1|DSUZ
OG0006593	LOC118465946|XP_035790566.1|AALB	LOC108013908|XP_016935401.2|DSUZ
OG0006594	LOC118466120|XP_035790959.1|AALB	LOC108012476|XP_016933362.1|DSUZ
OG0006595	LOC118467974|XP_035794855.1|AALB	LOC108009927|XP_036669474.1|DSUZ
OG0006596	LOC118465402|XP_035789506.1|AALB	LOC108018093|XP_016940986.1|DSUZ
OG0006597	LOC118463554|XP_035786069.1|AALB	LOC108013181|XP_016934371.1|DSUZ
OG0006598	LOC118464476|XP_035787780.1|AALB	LOC108008801|XP_016928197.1|DSUZ
OG0006599	LOC118463899|XP_035786724.1|AALB	LOC108014098|XP_016935611.2|DSUZ
OG0006600	LOC118465400|XP_035789493.1|AALB	LOC108005848|XP_036670631.1|DSUZ
OG0006601	LOC118463329|XP_035785719.1|AALB	LOC108012490|XP_016933388.1|DSUZ
OG0006602	LOC118463330|XP_035785720.1|AALB	LOC108012492|XP_016933389.1|DSUZ
OG0006603	LOC118463315|XP_035785693.1|AALB	LOC108013453|XP_016934819.1|DSUZ
OG0006604	LOC118463321|XP_035785705.1|AALB	LOC108014008|XP_016935507.2|DSUZ
OG0006605	LOC118465540|XP_035789760.1|AALB	LOC108004554|XP_016922974.1|DSUZ
OG0006606	LOC118464905|XP_035788560.1|AALB	LOC108013491|XP_016934862.1|DSUZ
OG0006607	LOC118462493|XP_035784099.1|AALB	LOC108013348|XP_016934649.1|DSUZ
OG0006608	LOC118462501|XP_035784113.1|AALB	LOC108011239|XP_016931832.2|DSUZ
OG0006609	LOC118465719|XP_035790053.1|AALB	LOC108006072|XP_036673011.1|DSUZ
OG0006610	LOC118465714|XP_035790038.1|AALB	LOC108014679|XP_016936335.2|DSUZ
OG0006611	LOC118464869|XP_035788484.1|AALB	LOC108013440|XP_016934801.1|DSUZ
OG0006612	LOC118464872|XP_035788499.1|AALB	LOC108012568|XP_016933471.1|DSUZ
OG0006613	LOC118464871|XP_035788490.1|AALB	LOC108012489|XP_016933387.1|DSUZ
OG0006614	LOC118464867|XP_035788482.1|AALB	LOC108013568|XP_016934979.1|DSUZ
OG0006615	LOC118463697|XP_035786373.1|AALB	LOC108013553|XP_016934954.1|DSUZ
OG0006616	LOC118466391|XP_035791521.1|AALB	LOC108012245|XP_016933033.2|DSUZ
OG0006617	LOC118466397|XP_035791542.1|AALB	LOC108015547|XP_016937513.2|DSUZ
OG0006618	LOC118466085|XP_035790877.1|AALB	LOC108012943|XP_016933970.1|DSUZ
OG0006619	LOC118463223|XP_035785564.1|AALB	LOC108013103|XP_016934240.1|DSUZ
OG0006620	LOC118464829|XP_035788397.1|AALB	LOC108013519|XP_016934903.1|DSUZ
OG0006621	LOC118464840|XP_035788420.1|AALB	LOC108005878|XP_016924747.1|DSUZ
OG0006622	LOC118465835|XP_035790322.1|AALB	LOC108013299|XP_016934575.1|DSUZ
OG0006623	LOC118458067|XP_035776110.1|AALB	LOC108013509|XP_016934885.2|DSUZ
OG0006624	LOC118463316|XP_035785694.1|AALB	LOC108018055|XP_016940933.1|DSUZ
OG0006625	LOC118463326|XP_035785713.1|AALB	LOC108018058|XP_036670039.1|DSUZ
OG0006627	LOC118463649|XP_035786285.1|AALB	LOC108019708|XP_016943094.1|DSUZ
OG0006628	LOC118465096|XP_035788906.1|AALB	LOC108019706|XP_016943090.1|DSUZ
OG0006629	LOC118466117|XP_035790947.1|AALB	LOC108009590|XP_016929551.1|DSUZ
OG0006630	LOC118463831|XP_035786612.1|AALB	LOC108008717|XP_036669430.1|DSUZ
OG0006631	LOC118464322|XP_035787513.1|AALB	LOC108006845|XP_016925884.1|DSUZ
OG0006632	LOC118466688|XP_035792210.1|AALB	LOC108019725|XP_016943133.1|DSUZ
OG0006633	LOC118466697|XP_035792220.1|AALB	LOC108013357|XP_016934664.1|DSUZ
OG0006634	LOC118466693|XP_035792216.1|AALB	LOC108021080|XP_016945086.1|DSUZ
OG0006635	LOC118466698|XP_035792223.1|AALB	LOC108020221|XP_016943832.1|DSUZ
OG0006636	LOC118463163|XP_035785442.1|AALB	LOC108005213|XP_016923891.1|DSUZ
OG0006637	LOC118463152|XP_035785426.1|AALB	LOC108013289|XP_016934549.1|DSUZ
OG0006638	LOC118465114|XP_035788954.1|AALB	LOC108009893|XP_016930101.1|DSUZ
OG0006639	LOC118466651|XP_035792124.1|AALB	LOC108009167|XP_016928784.1|DSUZ
OG0006640	LOC118467715|XP_035794409.1|AALB	LOC108019912|XP_016943502.1|DSUZ
OG0006641	LOC118466606|XP_035792086.1|AALB	LOC108009380|XP_036669554.1|DSUZ
OG0006642	LOC118463799|XP_035786558.1|AALB	LOC108009620|XP_016929597.2|DSUZ
OG0006643	LOC118465207|XP_035789088.1|AALB	LOC108009141|XP_016928734.1|DSUZ
OG0006644	LOC118459570|XP_035778972.1|AALB	LOC108007029|XP_016926124.2|DSUZ
OG0006645	LOC118462977|XP_035785057.1|AALB	LOC108020950|XP_016944877.1|DSUZ
OG0006646	LOC118462992|XP_035785105.1|AALB	LOC108009114|XP_016928674.1|DSUZ
OG0006647	LOC118465296|XP_035789262.1|AALB	LOC108018119|XP_016941047.1|DSUZ
OG0006648	LOC118464410|XP_035787661.1|AALB	LOC108012707|XP_016933624.1|DSUZ
OG0006649	LOC118467053|XP_035792947.1|AALB	LOC108009613|XP_016929588.1|DSUZ
OG0006650	LOC118466107|XP_035790919.1|AALB	LOC108018004|XP_016940845.1|DSUZ
OG0006651	LOC118464656|XP_035788028.1|AALB	LOC108012969|XP_016934021.2|DSUZ
OG0006652	LOC118464664|XP_035788068.1|AALB	LOC108014088|XP_016935596.2|DSUZ
OG0006653	LOC118466088|XP_035790879.1|AALB	LOC108012948|XP_036670792.1|DSUZ
OG0006654	LOC118467468|XP_035793890.1|AALB	LOC108013576|XP_016934993.1|DSUZ
OG0006655	LOC118467144|XP_035793166.1|AALB	LOC108007138|XP_016926233.1|DSUZ
OG0006656	LOC118466358|XP_035791409.1|AALB	LOC108005888|XP_016924766.1|DSUZ
OG0006657	LOC118466989|XP_035792800.1|AALB	LOC108009854|XP_016930041.1|DSUZ
OG0006658	LOC118463165|XP_035785445.1|AALB	LOC108011869|XP_036670750.1|DSUZ
OG0006659	LOC118463166|XP_035785448.1|AALB	LOC108011870|XP_016932600.2|DSUZ
OG0006660	LOC118465471|XP_035789659.1|AALB	LOC108012622|XP_036671612.1|DSUZ
OG0006661	LOC118463074|XP_035785226.1|AALB	LOC108013194|XP_016934391.1|DSUZ
OG0006662	LOC118468551|XP_035795339.1|AALB	LOC108021035|XP_016945014.1|DSUZ
OG0006663	LOC118467698|XP_035794373.1|AALB	LOC108013408|XP_016934755.1|DSUZ
OG0006664	LOC118464255|XP_035787384.1|AALB	LOC108020490|XP_016944309.1|DSUZ
OG0006665	LOC118464252|XP_035787380.1|AALB	LOC108012800|XP_016933721.1|DSUZ
OG0006666	LOC118465407|XP_035789522.1|AALB	LOC108008591|XP_016927959.1|DSUZ
OG0006667	LOC118463786|XP_035786511.1|AALB	LOC108012371|XP_016933215.1|DSUZ
OG0006668	LOC118462844|XP_035784795.1|AALB	LOC108019698|XP_036670117.1|DSUZ
OG0006669	LOC118462836|XP_035784785.1|AALB	LOC108005809|XP_036671997.1|DSUZ
OG0006670	LOC118462853|XP_035784803.1|AALB	LOC108005776|XP_016924594.1|DSUZ
OG0006671	LOC118462834|XP_035784778.1|AALB	LOC108005874|XP_016924742.2|DSUZ
OG0006672	LOC118462831|XP_035784763.1|AALB	LOC108012911|XP_036671851.1|DSUZ
OG0006673	LOC118462852|XP_035784801.1|AALB	LOC108012543|XP_016936079.1|DSUZ
OG0006674	LOC118462816|XP_035784729.1|AALB	LOC108012890|XP_016933880.1|DSUZ
OG0006675	LOC118467766|XP_035794487.1|AALB	LOC108020027|XP_016943602.1|DSUZ
OG0006676	LOC118467460|XP_035793864.1|AALB	LOC108005793|XP_016924611.1|DSUZ
OG0006677	LOC118467456|XP_035793855.1|AALB	LOC108012963|XP_016934005.1|DSUZ
OG0006678	LOC118464195|XP_035787247.1|AALB	LOC108012843|XP_016933798.1|DSUZ
OG0006679	LOC118463889|XP_035786713.1|AALB	LOC108013602|XP_016935028.1|DSUZ
OG0006680	LOC118465444|XP_035789587.1|AALB	LOC108015456|XP_036675295.1|DSUZ
OG0006681	LOC118465751|XP_035790115.1|AALB	LOC108005873|XP_036670742.1|DSUZ
OG0006682	LOC118466727|XP_035792292.1|AALB	LOC108011447|XP_036671494.1|DSUZ
OG0006683	LOC118466730|XP_035792306.1|AALB	LOC108011431|XP_036672089.1|DSUZ
OG0006684	LOC118466726|XP_035792291.1|AALB	LOC108012962|XP_016934003.1|DSUZ
OG0006685	LOC118466482|XP_035791756.1|AALB	LOC108009946|XP_016930181.1|DSUZ
OG0006686	LOC118462983|XP_035785074.1|AALB	LOC108013010|XP_016934086.1|DSUZ
OG0006687	LOC118467763|XP_035794485.1|AALB	LOC108004856|XP_016923426.1|DSUZ
OG0006689	LOC118465786|XP_035790213.1|AALB	LOC108013503|XP_016934878.1|DSUZ
OG0006690	LOC118465324|XP_035789354.1|AALB	LOC108019990|XP_036673826.1|DSUZ, LOC118878590|XP_036677523.1|DSUZ
OG0006691	LOC118462994|XP_035785113.1|AALB	LOC108012985|XP_036670392.1|DSUZ
OG0006692	LOC118467111|XP_035793064.1|AALB	LOC108013354|XP_016934661.1|DSUZ
OG0006693	LOC118467106|XP_035793058.1|AALB	LOC108007161|XP_016926267.1|DSUZ
OG0006694	LOC118463188|XP_035785508.1|AALB	LOC108016914|XP_016939324.2|DSUZ
OG0006695	LOC118466549|XP_035791955.1|AALB	LOC108012350|XP_016933191.1|DSUZ
OG0006696	LOC118466545|XP_035791952.1|AALB	LOC108016099|XP_036677466.1|DSUZ
OG0006697	LOC118465337|XP_035789379.1|AALB	LOC108013157|XP_016934338.1|DSUZ
OG0006698	LOC118465345|XP_035789394.1|AALB	LOC108005641|XP_016924444.2|DSUZ
OG0006699	LOC118462859|XP_035784809.1|AALB	LOC108007102|XP_036671478.1|DSUZ
OG0006700	LOC118462861|XP_035784811.1|AALB	LOC108013207|XP_016934412.1|DSUZ
OG0006701	LOC118465528|XP_035789747.1|AALB	LOC108008434|XP_016927772.1|DSUZ
OG0006702	LOC118463690|XP_035786358.1|AALB	LOC108012856|XP_016933811.1|DSUZ
OG0006703	LOC118467476|XP_035793909.1|AALB	LOC108006670|XP_036671758.1|DSUZ
OG0006704	LOC118467483|XP_035793918.1|AALB	LOC108006671|XP_016925698.1|DSUZ
OG0006705	LOC118464094|XP_035787052.1|AALB	LOC108009477|XP_016929346.1|DSUZ
OG0006706	LOC118464095|XP_035787056.1|AALB	LOC108010248|XP_016930591.1|DSUZ
OG0006707	LOC118463244|XP_035785604.1|AALB	LOC108010016|XP_016930300.1|DSUZ
OG0006708	LOC118463257|XP_035785619.1|AALB	LOC108015004|XP_016936720.1|DSUZ
OG0006709	LOC118466478|XP_035791753.1|AALB	LOC108005160|XP_016923824.1|DSUZ
OG0006710	LOC118464514|XP_035787844.1|AALB	LOC108013141|XP_036670409.1|DSUZ
OG0006711	LOC118466590|XP_035792042.1|AALB	LOC108012225|XP_036670408.1|DSUZ
OG0006712	LOC118466758|XP_035792351.1|AALB	LOC108012321|XP_036671005.1|DSUZ
OG0006713	LOC118462683|XP_035784485.1|AALB	LOC108013297|XP_016934574.1|DSUZ
OG0006714	LOC118462681|XP_035784483.1|AALB	LOC108013295|XP_016934572.1|DSUZ
OG0006715	LOC118463024|XP_035785159.1|AALB	LOC108013400|XP_016934743.1|DSUZ
OG0006716	LOC118463022|XP_035785152.1|AALB	LOC108020892|XP_016944791.1|DSUZ
OG0006717	LOC118463034|XP_035785170.1|AALB	LOC108011738|XP_016932451.2|DSUZ
OG0006718	LOC118463041|XP_035785178.1|AALB	LOC108011759|XP_016932479.1|DSUZ
OG0006719	LOC118464112|XP_035787093.1|AALB	LOC108006843|XP_016925882.1|DSUZ
OG0006720	LOC118467475|XP_035793908.1|AALB	LOC108019418|XP_036672148.1|DSUZ
OG0006721	LOC118466276|XP_035791246.1|AALB	LOC108013424|XP_016934777.1|DSUZ
OG0006722	LOC118464280|XP_035787448.1|AALB	LOC108011308|XP_036672013.1|DSUZ
OG0006723	LOC118467714|XP_035794407.1|AALB	LOC108021388|XP_016945575.1|DSUZ
OG0006724	LOC118464908|XP_035788565.1|AALB	LOC108011496|XP_036673950.1|DSUZ
OG0006725	LOC118465533|XP_035789752.1|AALB	LOC108011490|XP_016932128.2|DSUZ
OG0006726	LOC118465535|XP_035789754.1|AALB	LOC108017498|XP_016940041.1|DSUZ
OG0006727	LOC118465531|XP_035789749.1|AALB	LOC108011533|XP_036673969.1|DSUZ
OG0006728	LOC118467241|XP_035793401.1|AALB	LOC108016376|XP_016938510.2|DSUZ
OG0006729	LOC118465720|XP_035790056.1|AALB	LOC108009253|XP_016928924.1|DSUZ
OG0006730	LOC118467118|XP_035793076.1|AALB	LOC108009251|XP_016928922.1|DSUZ
OG0006731	LOC118464100|XP_035787064.1|AALB	LOC108020951|XP_016944882.1|DSUZ
OG0006732	LOC118463266|XP_035785629.1|AALB	LOC108012615|XP_016933524.1|DSUZ
OG0006733	LOC118465791|XP_035790220.1|AALB	LOC108012625|XP_016933536.1|DSUZ
OG0006734	LOC118463213|XP_035785548.1|AALB	LOC108013285|XP_016934547.1|DSUZ
OG0006735	LOC118463208|XP_035785544.1|AALB	LOC108013185|XP_016934375.1|DSUZ
OG0006736	LOC118465246|XP_035789160.1|AALB	LOC108014462|XP_016936073.1|DSUZ
OG0006737	LOC118464072|XP_035787016.1|AALB	LOC108004796|XP_016923337.1|DSUZ
OG0006738	LOC118464070|XP_035787012.1|AALB	LOC108019854|XP_016943386.1|DSUZ
OG0006739	LOC118466287|XP_035791266.1|AALB	LOC108011442|XP_016932067.1|DSUZ
OG0006740	LOC118466288|XP_035791267.1|AALB	LOC108013276|XP_016934536.1|DSUZ
OG0006741	LOC118467077|XP_035793006.1|AALB	LOC108013275|XP_016934534.1|DSUZ
OG0006742	LOC118467344|XP_035793618.1|AALB	LOC108014584|XP_016936233.2|DSUZ
OG0006743	LOC118464465|XP_035787761.1|AALB	LOC108020911|XP_016944822.1|DSUZ
OG0006744	LOC118463493|XP_035785977.1|AALB	LOC108013430|XP_016934783.1|DSUZ
OG0006745	LOC118467172|XP_035793244.1|AALB	LOC108007373|XP_036673756.1|DSUZ
OG0006746	LOC118463067|XP_035785217.1|AALB	LOC108013239|XP_016934465.1|DSUZ
OG0006747	LOC118463215|XP_035785551.1|AALB	LOC108013508|XP_016934884.1|DSUZ
OG0006748	LOC118463884|XP_035786700.1|AALB	LOC108015322|XP_016937207.1|DSUZ
OG0006749	LOC118466223|XP_035791147.1|AALB	LOC108013250|XP_016934486.1|DSUZ
OG0006750	LOC118466153|XP_035791021.1|AALB	LOC108005188|XP_016923861.1|DSUZ
OG0006752	LOC118465011|XP_035788754.1|AALB	LOC108011842|XP_016932569.1|DSUZ
OG0006753	LOC118465865|XP_035790390.1|AALB	LOC108011860|XP_016932589.2|DSUZ
OG0006754	LOC118463544|XP_035786059.1|AALB	LOC108012930|XP_016933953.1|DSUZ
OG0006755	LOC118466431|XP_035791620.1|AALB	LOC108013417|XP_016934764.1|DSUZ
OG0006756	LOC118463275|XP_035785644.1|AALB	LOC108013580|XP_036671533.1|DSUZ
OG0006757	LOC118465396|XP_035789488.1|AALB	LOC108012698|XP_016933615.1|DSUZ
OG0006758	LOC118462963|XP_035785017.1|AALB	LOC108013150|XP_016934329.1|DSUZ
OG0006759	LOC118462962|XP_035785011.1|AALB	LOC108013148|XP_016934325.1|DSUZ
OG0006760	LOC118467814|XP_035794584.1|AALB	LOC108012304|XP_036671039.1|DSUZ
OG0006761	LOC118466515|XP_035791901.1|AALB	LOC108014356|XP_016935930.1|DSUZ
OG0006762	LOC118464838|XP_035788411.1|AALB	LOC108015221|XP_016937052.1|DSUZ
OG0006763	LOC118463395|XP_035785833.1|AALB	LOC108018245|XP_016941261.1|DSUZ
OG0006764	LOC118463392|XP_035785829.1|AALB	LOC108009413|XP_016929222.1|DSUZ
OG0006765	LOC118463394|XP_035785832.1|AALB	LOC108018233|XP_016941248.1|DSUZ
OG0006766	LOC118463960|XP_035786837.1|AALB	LOC108011046|XP_016931593.1|DSUZ
OG0006767	LOC118466077|XP_035790854.1|AALB	LOC108013513|XP_016934894.1|DSUZ
OG0006768	LOC118466076|XP_035790847.1|AALB	LOC108013512|XP_016934889.1|DSUZ
OG0006769	LOC118465113|XP_035788953.1|AALB	LOC108012399|XP_016933248.1|DSUZ
OG0006770	LOC118464600|XP_035787937.1|AALB	LOC108011416|XP_036670966.1|DSUZ
OG0006771	LOC118464274|XP_035787430.1|AALB	LOC108013716|XP_036676731.1|DSUZ
OG0006772	LOC118467082|XP_035793014.1|AALB	LOC108009066|XP_016928567.1|DSUZ
OG0006773	LOC118465958|XP_035790591.1|AALB	LOC108007152|XP_016926244.1|DSUZ
OG0006774	LOC118462884|XP_035784851.1|AALB	LOC108010678|XP_016931072.2|DSUZ
OG0006775	LOC118467504|XP_035793948.1|AALB	LOC108006821|XP_036671799.1|DSUZ
OG0006776	LOC118467505|XP_035793949.1|AALB	LOC108011858|XP_016932587.2|DSUZ
OG0006777	LOC118467512|XP_035793956.1|AALB	LOC118877375|XP_036671806.1|DSUZ
OG0006778	LOC118467507|XP_035793952.1|AALB	LOC108012573|XP_016933477.2|DSUZ
OG0006779	LOC118462600|XP_035784318.1|AALB	LOC108012814|XP_016933742.1|DSUZ
OG0006780	LOC118462599|XP_035784317.1|AALB	LOC108005828|XP_036671246.1|DSUZ
OG0006781	LOC118464963|XP_035788661.1|AALB	LOC108013362|XP_016934674.1|DSUZ
OG0006782	LOC118464972|XP_035788699.1|AALB	LOC108012905|XP_016933905.1|DSUZ
OG0006783	LOC118467430|XP_035793813.1|AALB	LOC108017934|XP_016940616.1|DSUZ
OG0006784	LOC118464966|XP_035788667.1|AALB	LOC108020205|XP_016943806.1|DSUZ
OG0006785	LOC118464969|XP_035788693.1|AALB	LOC108010042|XP_016930340.1|DSUZ
OG0006786	LOC118465325|XP_035789362.1|AALB	LOC108018169|XP_016941153.1|DSUZ
OG0006788	LOC118463431|XP_035785892.1|AALB	LOC108010710|XP_016931114.2|DSUZ
OG0006789	LOC118463295|XP_035785673.1|AALB	LOC108005309|XP_016924008.1|DSUZ
OG0006790	LOC118463297|XP_035785676.1|AALB	LOC108021517|XP_016945763.1|DSUZ
OG0006791	LOC118463250|XP_035785612.1|AALB	LOC108012915|XP_016933926.1|DSUZ
OG0006792	LOC118467604|XP_035794193.1|AALB	LOC108012542|XP_016933446.1|DSUZ
OG0006793	LOC118467597|XP_035794172.1|AALB	LOC108012493|XP_016933390.1|DSUZ
OG0006794	LOC118467610|XP_035794205.1|AALB	LOC108018160|XP_016941125.1|DSUZ
OG0006795	LOC118464793|XP_035788318.1|AALB	LOC108011832|XP_036671169.1|DSUZ
OG0006796	LOC118464685|XP_035788100.1|AALB	LOC118877356|XP_036671707.1|DSUZ
OG0006797	LOC118464684|XP_035788099.1|AALB	LOC108021397|XP_016945586.1|DSUZ
OG0006798	LOC118464540|XP_035787870.1|AALB	LOC108012808|XP_016933735.1|DSUZ
OG0006799	LOC118467075|XP_035793003.1|AALB	LOC108012972|XP_016934025.1|DSUZ
OG0006800	LOC118467001|XP_035792819.1|AALB	LOC108012920|XP_016933933.1|DSUZ
OG0006801	LOC118466071|XP_035790828.1|AALB	LOC108015038|XP_016936759.1|DSUZ
OG0006802	LOC118463990|XP_035786907.1|AALB	LOC108018116|XP_016941031.1|DSUZ
OG0006803	LOC118467528|XP_035793987.1|AALB	LOC108008841|XP_016928235.1|DSUZ
OG0006804	LOC118463428|XP_035785887.1|AALB	LOC108012376|XP_016933220.1|DSUZ
OG0006805	LOC118463417|XP_035785864.1|AALB	LOC108019867|XP_016943412.1|DSUZ
OG0006806	LOC118464486|XP_035787800.1|AALB	LOC108018834|XP_036670913.1|DSUZ
OG0006807	LOC118467587|XP_035794130.1|AALB	LOC108010674|XP_016931065.2|DSUZ
OG0006808	LOC118463409|XP_035785853.1|AALB	LOC108008290|XP_016927590.1|DSUZ
OG0006809	LOC118462604|XP_035784327.1|AALB	LOC108007121|XP_036670456.1|DSUZ
OG0006810	LOC118462601|XP_035784319.1|AALB	LOC108007483|XP_036671100.1|DSUZ
OG0006811	LOC118464899|XP_035788552.1|AALB	LOC108020310|XP_016943931.1|DSUZ
OG0006812	LOC118463271|XP_035785637.1|AALB	LOC108013397|XP_016934739.2|DSUZ
OG0006813	LOC118466486|XP_035791777.1|AALB	LOC108017512|XP_016940065.1|DSUZ
OG0006814	LOC118466269|XP_035791229.1|AALB	LOC108013230|XP_016934448.1|DSUZ
OG0006815	LOC118462654|XP_035784421.1|AALB	LOC108007183|XP_016926308.2|DSUZ
OG0006816	LOC118467794|XP_035794561.1|AALB	LOC108007069|XP_036671033.1|DSUZ
OG0006817	LOC118465087|XP_035788883.1|AALB	LOC108012645|XP_016933560.1|DSUZ
OG0006818	LOC118464809|XP_035788364.1|AALB	LOC108012334|XP_016933122.2|DSUZ
OG0006820	LOC118463312|XP_035785689.1|AALB	LOC108010663|XP_016931052.2|DSUZ
OG0006821	LOC118465868|XP_035790395.1|AALB	LOC108021136|XP_016945182.1|DSUZ
OG0006823	LOC118466214|XP_035791131.1|AALB	LOC108006681|XP_016925708.1|DSUZ
OG0006824	LOC118466221|XP_035791143.1|AALB	LOC108012527|XP_016933430.1|DSUZ
OG0006825	LOC118467774|XP_035794499.1|AALB	LOC108006698|XP_036671583.1|DSUZ
OG0006826	LOC118466723|XP_035792283.1|AALB	LOC108019472|XP_036671978.1|DSUZ
OG0006827	LOC118465610|XP_035789879.1|AALB	LOC108017108|XP_016939555.1|DSUZ
OG0006828	LOC118463933|XP_035786787.1|AALB	LOC108021688|XP_016946001.1|DSUZ
OG0006829	LOC118462924|XP_035784925.1|AALB	LOC108011423|XP_016932037.2|DSUZ
OG0006830	LOC118462915|XP_035784913.1|AALB	LOC108013007|XP_016934083.1|DSUZ
OG0006831	LOC118464310|XP_035787494.1|AALB	LOC108012349|XP_016933189.1|DSUZ
OG0006832	LOC118462823|XP_035784738.1|AALB	LOC108013558|XP_016934961.1|DSUZ
OG0006833	LOC118467066|XP_035792986.1|AALB	LOC108013107|XP_016934243.1|DSUZ
OG0006834	LOC118466279|XP_035791249.1|AALB	LOC108018576|XP_016941622.1|DSUZ
OG0006835	LOC118466272|XP_035791238.1|AALB	LOC108012849|XP_016933804.1|DSUZ
OG0006836	LOC118465726|XP_035790066.1|AALB	LOC108012558|XP_016933460.1|DSUZ
OG0006837	LOC118466125|XP_035790967.1|AALB	LOC108020066|XP_016943654.1|DSUZ
OG0006838	LOC118464008|XP_035786949.1|AALB	LOC108012992|XP_016934052.1|DSUZ
