Orthogroup	AALB.longest_only	HILL.longest_only
OG0008402	LOC118467057|XP_035792955.1|AALB	LOC119658664|XP_037922146.1|HILL
OG0008403	LOC118468999|XP_035796321.1|AALB	LOC119655441|XP_037917263.1|HILL
OG0008404	LOC118468498|XP_035795225.1|AALB	LOC119659299|XP_037923240.1|HILL
OG0008405	LOC118459720|XP_035779278.1|AALB	LOC119654757|XP_037916226.1|HILL
OG0008407	LOC118469064|XP_035796438.1|AALB	LOC119659976|XP_037924270.1|HILL
OG0008409	LOC118460034|XP_035779869.1|AALB	LOC119660967|XP_037925951.1|HILL
OG0008410	LOC118458912|XP_035777769.1|AALB	LOC119647490|XP_037904377.1|HILL, LOC119647491|XP_037904378.1|HILL
OG0008411	LOC118456328|XP_035772877.1|AALB	LOC119659741|XP_037923931.1|HILL
OG0008413	LOC118458500|XP_035776947.1|AALB	LOC119647423|XP_037904248.1|HILL
OG0008414	LOC118460333|XP_035780442.1|AALB	LOC119654340|XP_037915608.1|HILL
OG0008415	LOC118457226|XP_035774498.1|AALB	LOC119658392|XP_037921707.1|HILL
OG0008417	LOC118456511|XP_035773239.1|AALB	LOC119654935|XP_037916515.1|HILL
OG0008418	LOC118460269|XP_035780342.1|AALB	LOC119654193|XP_037915316.1|HILL
OG0008419	LOC118460271|XP_035780344.1|AALB	LOC119655546|XP_037917389.1|HILL
OG0008420	LOC118458474|XP_035776905.1|AALB	LOC119655458|XP_037917287.1|HILL
OG0008421	LOC118461564|XP_035782922.1|AALB	LOC119654170|XP_037915270.1|HILL
OG0008422	LOC118458148|XP_035776236.1|AALB	LOC119654194|XP_037915318.1|HILL
OG0008423	LOC118458023|XP_035776021.1|AALB	LOC119654987|XP_037916579.1|HILL
OG0008424	LOC118458928|XP_035777791.1|AALB	LOC119659658|XP_037923796.1|HILL
OG0008425	LOC118456540|XP_035773284.1|AALB	LOC119659896|XP_037924148.1|HILL
OG0008427	LOC118462482|XP_035784081.1|AALB	LOC119654509|XP_037915874.1|HILL
OG0008428	LOC118465870|XP_035790396.1|AALB	LOC119656163|XP_037918434.1|HILL
OG0008429	LOC118465880|XP_035790410.1|AALB	LOC119658929|XP_037922685.1|HILL
OG0008430	LOC118467227|XP_035793379.1|AALB	LOC119653906|XP_037914971.1|HILL
OG0008431	LOC118463625|XP_035786215.1|AALB	LOC119656132|XP_037918392.1|HILL
OG0008432	LOC118465909|XP_035790494.1|AALB	LOC119654296|XP_037915529.1|HILL
OG0008433	LOC118465071|XP_035788850.1|AALB	LOC119649810|XP_037908068.1|HILL
OG0008435	LOC118466065|XP_035790821.1|AALB	LOC119655831|XP_037917867.1|HILL
OG0008436	LOC118467851|XP_035794649.1|AALB	LOC119656057|XP_037918258.1|HILL
OG0008437	LOC118465468|XP_035789658.1|AALB, LOC118465465|XP_035789655.1|AALB, LOC118465467|XP_035789657.1|AALB	LOC119654708|XP_037916155.1|HILL
OG0008437	LOC118465275|XP_035789206.1|AALB	LOC119655208|XP_037916909.1|HILL
OG0008440	LOC118467313|XP_035793541.1|AALB	LOC119655943|XP_037918060.1|HILL
OG0008442	LOC118465023|XP_035788777.1|AALB	LOC119653907|XP_037914972.1|HILL
OG0008443	LOC118466388|XP_035791516.1|AALB	LOC119649330|XP_037907363.1|HILL
OG0008446	LOC118457414|XP_035774883.1|AALB	LOC119649052|XP_037906963.1|HILL
OG0008447	LOC118463460|XP_035785946.1|AALB	LOC119656499|XP_037918765.1|HILL
OG0008448	LOC118468961|XP_035796436.1|AALB	LOC119656739|XP_037919214.1|HILL
OG0008449	LOC118464638|XP_035788026.1|AALB	LOC119658307|XP_037921542.1|HILL, LOC119656997|XP_037919663.1|HILL
OG0008450	LOC118466007|XP_035790698.1|AALB, LOC118458137|XP_035776221.1|AALB	LOC119656990|XP_037919653.1|HILL
OG0008451	LOC118465382|XP_035789510.1|AALB	LOC119658424|XP_037922133.1|HILL
OG0008452	LOC118459055|XP_035777982.1|AALB	LOC119657292|XP_037920066.1|HILL
OG0008453	LOC118456605|XP_035773400.1|AALB	LOC119661580|XP_037926907.1|HILL
OG0008454	LOC118459062|XP_035777987.1|AALB	LOC119654526|XP_037915894.1|HILL, LOC119648624|XP_037906322.1|HILL
OG0008455	LOC118468589|XP_035795416.1|AALB	LOC119647675|XP_037904680.1|HILL
OG0008456	LOC118469034|XP_035796388.1|AALB	LOC119660776|XP_037925480.1|HILL
OG0008457	LOC118460256|XP_035780320.1|AALB	LOC119658986|XP_037922796.1|HILL
OG0008458	LOC118467365|XP_035793665.1|AALB	LOC119654864|XP_037916381.1|HILL
OG0008459	LOC118468816|XP_035795927.1|AALB	LOC119655755|XP_037917740.1|HILL
OG0008460	LOC118461294|XP_035782366.1|AALB	LOC119650750|XP_037909768.1|HILL
OG0008461	LOC118460864|XP_035781479.1|AALB	LOC119652350|XP_037912380.1|HILL
OG0008462	LOC118468917|XP_035796120.1|AALB	LOC119660516|XP_037925064.1|HILL
OG0008463	LOC118465828|XP_035790309.1|AALB	LOC119661749|XP_037927147.1|HILL
OG0008464	LOC118465510|XP_035789722.1|AALB	LOC119647129|XP_037903846.1|HILL
OG0008465	LOC118463089|XP_035785262.1|AALB	LOC119654772|XP_037916240.1|HILL
OG0008466	LOC118463872|XP_035786683.1|AALB	LOC119659445|XP_037923461.1|HILL
OG0008468	LOC118464555|XP_035787887.1|AALB	LOC119647453|XP_037904310.1|HILL
OG0008469	LOC118464618|XP_035787956.1|AALB	LOC119656193|XP_037918479.1|HILL
OG0008470	LOC118466666|XP_035792162.1|AALB	LOC119647064|XP_037903750.1|HILL
OG0008536	LOC118459399|XP_035778605.1|AALB	LOC119656731|XP_037919195.1|HILL
OG0008539	LOC118457813|XP_035775567.1|AALB	LOC119656591|XP_037918930.1|HILL
OG0008540	LOC118458848|XP_035777661.1|AALB	LOC119653019|XP_037913386.1|HILL
OG0008542	LOC118456849|XP_035773840.1|AALB	LOC119649841|XP_037908113.1|HILL
OG0008544	LOC118466653|XP_035792133.1|AALB	LOC119652767|XP_037913006.1|HILL
OG0008545	LOC118462975|XP_035785044.1|AALB	LOC119661353|XP_037926587.1|HILL
OG0008551	LOC118467863|XP_035794663.1|AALB	LOC119649435|XP_037907513.1|HILL
OG0008552	LOC118464315|XP_035787504.1|AALB	LOC119649916|XP_037908246.1|HILL
OG0008554	LOC118466345|XP_035791369.1|AALB	LOC119654641|XP_037916044.1|HILL
OG0008555	LOC118466342|XP_035791367.1|AALB	LOC119654383|XP_037915679.1|HILL
OG0008560	LOC118456189|XP_035772637.1|AALB	LOC119651038|XP_037910283.1|HILL
OG0008562	LOC118456765|XP_035773725.1|AALB	LOC119651236|XP_037910642.1|HILL
OG0008564	LOC118459107|XP_035778063.1|AALB	LOC119652179|XP_037912051.1|HILL
OG0008565	LOC118459423|XP_035778660.1|AALB	LOC119659222|XP_037923126.1|HILL
OG0008567	LOC118459762|XP_035779352.1|AALB	LOC119661497|XP_037926791.1|HILL
OG0008569	LOC118461284|XP_035782330.1|AALB	LOC119653537|XP_037914142.1|HILL
OG0008570	LOC118459915|XP_035779649.1|AALB	LOC119654622|XP_037916022.1|HILL
OG0008571	LOC118461712|XP_035783260.1|AALB	LOC119649231|XP_037907220.1|HILL
OG0008573	LOC118456330|XP_035772879.1|AALB	LOC119654214|XP_037915354.1|HILL
OG0008574	LOC118461818|XP_035783464.1|AALB	LOC119648701|XP_037906437.1|HILL
OG0008575	LOC118456665|XP_035773516.1|AALB	LOC119659043|XP_037922872.1|HILL
OG0008578	LOC118458527|XP_035776997.1|AALB	LOC119658856|XP_037922537.1|HILL
OG0008579	LOC118458918|XP_035777778.1|AALB	LOC119648986|XP_037906837.1|HILL
OG0008581	LOC118456429|XP_035773078.1|AALB	LOC119659924|XP_037924189.1|HILL
OG0008583	LOC118458040|XP_035776052.1|AALB	LOC119656058|XP_037918259.1|HILL
OG0008584	LOC118456767|XP_035773729.1|AALB	LOC119655742|XP_037917723.1|HILL
OG0008585	LOC118456420|XP_035773046.1|AALB	LOC119655897|XP_037917976.1|HILL
OG0008586	LOC118458147|XP_035776235.1|AALB	LOC119655642|XP_037917547.1|HILL
OG0008589	LOC118466171|XP_035791047.1|AALB	LOC119654185|XP_037915308.1|HILL
OG0008590	LOC118466873|XP_035792615.1|AALB	LOC119655852|XP_037917898.1|HILL
OG0008592	LOC118465439|XP_035789582.1|AALB	LOC119654260|XP_037915453.1|HILL
OG0008594	LOC118464837|XP_035788412.1|AALB	LOC119651649|XP_037911253.1|HILL
OG0008595	LOC118457556|XP_035775119.1|AALB	LOC119661579|XP_037926906.1|HILL
OG0008596	LOC118458595|XP_035777153.1|AALB	LOC119661663|XP_037927025.1|HILL
OG0008597	LOC118458149|XP_035776237.1|AALB	LOC119659496|XP_037923542.1|HILL
OG0008598	LOC118459887|XP_035779576.1|AALB, LOC118459070|XP_035778000.1|AALB	LOC119655847|XP_037917890.1|HILL
OG0008599	LOC118460177|XP_035780174.1|AALB	LOC119654310|XP_037915561.1|HILL
OG0008600	LOC118460203|XP_035780204.1|AALB	LOC119652068|XP_037911934.1|HILL
OG0008601	LOC118457481|XP_035774998.1|AALB	LOC119659540|XP_037923612.1|HILL
OG0008602	LOC118468299|XP_035794927.1|AALB	LOC119652694|XP_037912899.1|HILL
OG0008603	LOC118468664|XP_035795595.1|AALB	LOC119652884|XP_037913179.1|HILL
OG0008604	LOC118458206|XP_035776344.1|AALB	LOC119647128|XP_037903843.1|HILL
OG0008605	LOC118468765|XP_035795834.1|AALB	LOC119654333|XP_037915592.1|HILL
OG0008606	LOC118464080|XP_035787029.1|AALB	LOC119652360|XP_037912374.1|HILL
OG0008607	LOC118464756|XP_035788268.1|AALB	LOC119659335|XP_037923305.1|HILL
OG0008608	LOC118463510|XP_035786004.1|AALB	LOC119653630|XP_037914334.1|HILL
OG0008609	LOC118464217|XP_035787281.1|AALB	LOC119658860|XP_037922541.1|HILL
OG0008610	LOC118463434|XP_035785896.1|AALB	LOC119646361|XP_037902726.1|HILL
OG0008682	LOC118458116|XP_035776186.1|AALB	LOC119656988|XP_037919650.1|HILL
OG0008687	LOC118466661|XP_035792152.1|AALB	LOC119648628|XP_037906329.1|HILL
OG0008688	LOC118457356|XP_035774755.1|AALB	LOC119661651|XP_037927011.1|HILL
OG0008690	LOC118461643|XP_035783109.1|AALB	LOC119651734|XP_037911390.1|HILL
OG0008696	LOC118469030|XP_035796371.1|AALB	LOC119660568|XP_037925146.1|HILL
OG0008699	LOC118466877|XP_035792625.1|AALB	LOC119647603|XP_037904559.1|HILL
OG0008701	LOC118467105|XP_035793054.1|AALB	LOC119654395|XP_037915704.1|HILL
OG0008703	LOC118465997|XP_035790685.1|AALB	LOC119655914|XP_037918007.1|HILL
OG0008704	LOC118461414|XP_035782599.1|AALB	LOC119646957|XP_037903582.1|HILL
OG0008705	LOC118458032|XP_035776037.1|AALB	LOC119652801|XP_037913052.1|HILL
OG0008706	LOC118460600|XP_035780921.1|AALB	LOC119658902|XP_037922635.1|HILL
OG0008707	LOC118458357|XP_035776602.1|AALB	LOC119653996|XP_037915085.1|HILL, LOC119658237|XP_037921442.1|HILL
OG0008708	LOC118460557|XP_035780847.1|AALB	LOC119649332|XP_037907367.1|HILL
OG0008709	LOC118461828|XP_035783481.1|AALB, LOC118468657|XP_035795582.1|AALB	LOC119660146|XP_037924474.1|HILL
OG0008710	LOC118457617|XP_035775226.1|AALB	LOC119651226|XP_037910624.1|HILL
OG0008711	LOC118457291|XP_035774646.1|AALB	LOC119658610|XP_037922019.1|HILL
OG0008712	LOC118460724|XP_035781166.1|AALB	LOC119661789|XP_037927201.1|HILL
OG0008714	LOC118468918|XP_035796121.1|AALB	LOC119660523|XP_037925077.1|HILL
OG0008716	LOC118467520|XP_035793973.1|AALB	LOC119659307|XP_037923248.1|HILL
OG0008717	LOC118467479|XP_035793913.1|AALB	LOC119659717|XP_037923900.1|HILL
OG0008804	LOC118467224|XP_035793368.1|AALB	LOC119654545|XP_037915917.1|HILL
OG0008813	LOC118457095|XP_035774276.1|AALB	LOC119652049|XP_037911913.1|HILL
OG0008814	LOC118463190|XP_035785512.1|AALB	LOC119646576|XP_037902997.1|HILL
OG0008821	LOC118459208|XP_035778277.1|AALB	LOC119659241|XP_037923149.1|HILL
OG0008822	LOC118457172|XP_035774396.1|AALB	LOC119651280|XP_037910712.1|HILL
OG0008823	LOC118459889|XP_035779583.1|AALB	LOC119646188|XP_037902499.1|HILL
OG0008827	LOC118463914|XP_035786745.1|AALB, LOC118463916|XP_035786753.1|AALB, LOC118466553|XP_035791970.1|AALB	LOC119656264|XP_037918613.1|HILL, LOC119655632|XP_037917530.1|HILL, LOC119650279|XP_037908837.1|HILL, LOC119654791|XP_037916268.1|HILL
OG0008829	LOC118466674|XP_035792217.1|AALB	LOC119657846|XP_037920896.1|HILL
OG0008830	LOC118456902|XP_035773922.1|AALB	LOC119657594|XP_037920505.1|HILL
OG0008831	LOC118461917|XP_035783672.1|AALB	LOC119655773|XP_037917756.1|HILL
OG0008832	LOC118456768|XP_035773730.1|AALB	LOC119655195|XP_037916893.1|HILL
OG0008833	LOC118459068|XP_035777998.1|AALB	LOC119654244|XP_037915414.1|HILL
OG0008834	LOC118460276|XP_035780352.1|AALB	LOC119653011|XP_037913377.1|HILL
OG0008836	LOC118461251|XP_035782260.1|AALB	LOC119647253|XP_037904059.1|HILL
OG0008838	LOC118459529|XP_035778881.1|AALB	LOC119647489|XP_037904376.1|HILL
OG0008839	LOC118463364|XP_035785775.1|AALB	LOC119654967|XP_037916555.1|HILL
OG0008841	LOC118463535|XP_035786045.1|AALB	LOC119649018|XP_037906899.1|HILL
OG0008843	LOC118466670|XP_035792166.1|AALB	LOC119649087|XP_037907017.1|HILL
OG0008983	LOC118466115|XP_035790945.1|AALB	LOC119650796|XP_037909861.1|HILL
OG0008986	LOC118467831|XP_035794619.1|AALB	LOC119652384|XP_037912412.1|HILL
OG0008991	LOC118459290|XP_035778428.1|AALB	LOC119659421|XP_037923423.1|HILL
OG0008994	LOC118460524|XP_035780796.1|AALB	LOC119646475|XP_037902857.1|HILL
OG0008996	LOC118466292|XP_035791272.1|AALB	LOC119658447|XP_037921779.1|HILL
OG0009223	LOC118458946|XP_035777822.1|AALB, LOC118461690|XP_035783200.1|AALB	LOC119658410|XP_037921734.1|HILL, LOC119658382|XP_037921676.1|HILL
OG0009225	LOC118461684|XP_035783171.1|AALB	LOC119654452|XP_037915793.1|HILL
OG0009226	LOC118456624|XP_035773435.1|AALB	LOC119652214|XP_037912084.1|HILL
OG0009230	LOC118458671|XP_035777271.1|AALB	LOC119646221|XP_037902535.1|HILL
OG0009232	LOC118459848|XP_035779508.1|AALB	LOC119653760|XP_037914669.1|HILL
OG0009233	LOC118457102|XP_035774283.1|AALB, LOC118457103|XP_035774284.1|AALB, LOC118460775|XP_035781272.1|AALB, LOC118457100|XP_035774281.1|AALB	LOC119660378|XP_037924825.1|HILL
OG0009234	LOC118461499|XP_035782815.1|AALB	LOC119658431|XP_037921759.1|HILL
OG0009236	LOC118465743|XP_035790103.1|AALB	LOC119652501|XP_037912619.1|HILL
OG0009237	LOC118461256|XP_035782266.1|AALB	LOC119650585|XP_037909346.1|HILL
OG0009238	LOC118461814|XP_035783459.1|AALB	LOC119648211|XP_037905746.1|HILL
OG0009239	LOC118468573|XP_035795399.1|AALB	LOC119652590|XP_037912742.1|HILL
OG0009241	LOC118467781|XP_035794516.1|AALB	LOC119657391|XP_037920205.1|HILL
OG0009243	LOC118466969|XP_035792774.1|AALB	LOC119646171|XP_037902477.1|HILL
OG0009557	LOC118457475|XP_035774994.1|AALB	LOC119657219|XP_037919959.1|HILL
OG0009563	LOC118467797|XP_035794563.1|AALB	LOC119647739|XP_037904776.1|HILL
OG0009924	LOC118467790|XP_035794559.1|AALB, LOC118465856|XP_035790378.1|AALB	LOC119656071|XP_037918279.1|HILL
OG0009926	LOC118461349|XP_035782461.1|AALB	LOC119656513|XP_037918776.1|HILL
OG0009930	LOC118461918|XP_035783675.1|AALB	LOC119655495|XP_037917325.1|HILL
OG0009933	LOC118460573|XP_035780874.1|AALB	LOC119657770|XP_037920764.1|HILL, LOC119657723|XP_037920695.1|HILL
OG0009934	LOC118466915|XP_035792678.1|AALB	LOC119650456|XP_037909239.1|HILL
OG0010266	LOC118457784|XP_035775522.1|AALB, LOC118457787|XP_035775526.1|AALB, LOC118457786|XP_035775524.1|AALB, LOC118460123|XP_035780055.1|AALB, LOC118457778|XP_035775503.1|AALB	LOC119658712|XP_037922255.1|HILL
OG0010608	LOC118468906|XP_035796103.1|AALB, LOC118458611|XP_035777180.1|AALB	LOC119646598|XP_037903019.1|HILL
OG0010613	LOC118465582|XP_035789844.1|AALB	LOC119649235|XP_037907226.1|HILL
OG0010813	LOC118457297|XP_035774660.1|AALB	LOC119650776|XP_037909811.1|HILL
OG0010814	LOC118466918|XP_035792692.1|AALB	LOC119654350|XP_037915616.1|HILL
OG0010945	LOC118459783|XP_035779392.1|AALB, LOC118459795|XP_035779419.1|AALB, LOC118457566|XP_035775134.1|AALB	LOC119655096|XP_037916738.1|HILL
OG0010948	LOC118466005|XP_035790695.1|AALB	LOC119655913|XP_037918006.1|HILL
OG0010950	LOC118465923|XP_035790515.1|AALB	LOC119654419|XP_037915737.1|HILL
OG0011065	LOC118466199|XP_035791110.1|AALB, LOC118468713|XP_035795735.1|AALB	LOC119654210|XP_037915344.1|HILL
OG0011066	LOC118457234|XP_035774506.1|AALB	LOC119660935|XP_037925854.1|HILL
OG0011067	LOC118463267|XP_035785631.1|AALB	LOC119649702|XP_037907901.1|HILL
OG0011170	LOC118464522|XP_035787852.1|AALB	LOC119659478|XP_037923517.1|HILL
OG0011173	LOC118456226|XP_035772705.1|AALB	LOC119651543|XP_037911137.1|HILL
OG0011174	LOC118456234|XP_035772716.1|AALB	LOC119661745|XP_037927139.1|HILL
OG0011292	LOC118468458|XP_035795138.1|AALB, LOC118468459|XP_035795139.1|AALB, LOC118468968|XP_035796226.1|AALB, LOC118468457|XP_035795136.1|AALB	LOC119657448|XP_037920287.1|HILL
OG0011295	LOC118462998|XP_035785118.1|AALB	LOC119652887|XP_037913182.1|HILL
OG0011299	LOC118468070|XP_035794871.1|AALB	LOC119661492|XP_037926785.1|HILL
OG0011302	LOC118456308|XP_035772838.1|AALB, LOC118456306|XP_035772837.1|AALB	LOC119654380|XP_037915670.1|HILL
OG0011303	LOC118457349|XP_035774740.1|AALB, LOC118457350|XP_035774741.1|AALB	LOC119661032|XP_037926124.1|HILL
OG0011424	LOC118467176|XP_035793252.1|AALB	LOC119646513|XP_037902898.1|HILL
OG0011425	LOC118459835|XP_035779494.1|AALB	LOC119661310|XP_037926530.1|HILL
OG0011431	LOC118464196|XP_035787248.1|AALB, LOC118464192|XP_035787244.1|AALB	LOC119648416|XP_037906096.1|HILL, LOC119648681|XP_037906406.1|HILL
OG0011434	LOC118463013|XP_035785139.1|AALB	COX2|YP_009390186.1|HILL
OG0011516	LOC118463287|XP_035785698.1|AALB	LOC119660957|XP_037925924.1|HILL
OG0011518	LOC118456266|XP_035772763.1|AALB	LOC119657704|XP_037920674.1|HILL, LOC119657703|XP_037920673.1|HILL, LOC119657202|XP_037919937.1|HILL, LOC119656905|XP_037919516.1|HILL, LOC119658324|XP_037921590.1|HILL
OG0011520	LOC118462700|XP_035784522.1|AALB	LOC119647447|XP_037904300.1|HILL
OG0011521	LOC118461894|XP_035783641.1|AALB	LOC119658550|XP_037921937.1|HILL
OG0011525	LOC118457213|XP_035774479.1|AALB	LOC119656228|XP_037918558.1|HILL, LOC119659653|XP_037923788.1|HILL
OG0011527	LOC118467930|XP_035794784.1|AALB	LOC119660817|XP_037925596.1|HILL
OG0011602	LOC118465416|XP_035789535.1|AALB	LOC119648058|XP_037905453.1|HILL, LOC119648057|XP_037905450.1|HILL
OG0011606	LOC118459606|XP_035779048.1|AALB	LOC119653704|XP_037914508.1|HILL
OG0011610	LOC118458144|XP_035776231.1|AALB	LOC119651173|XP_037910519.1|HILL
OG0011613	LOC118466408|XP_035791569.1|AALB	LOC119648999|XP_037906869.1|HILL
OG0011685	LOC118462762|XP_035784664.1|AALB	LOC119646283|XP_037902620.1|HILL
OG0011686	LOC118459392|XP_035778593.1|AALB	LOC119657173|XP_037919888.1|HILL
OG0011689	LOC118462701|XP_035784535.1|AALB	LOC119657663|XP_037920617.1|HILL, LOC119657348|XP_037920149.1|HILL, LOC119657682|XP_037920640.1|HILL
OG0011691	LOC118456721|XP_035773651.1|AALB	LOC119660739|XP_037925367.1|HILL
OG0011789	LOC118459221|XP_035778300.1|AALB	LOC119652486|XP_037912597.1|HILL
OG0011799	LOC118463121|XP_035785363.1|AALB, LOC118464562|XP_035787895.1|AALB	LOC119649707|XP_037907906.1|HILL
OG0011802	LOC118456699|XP_035773598.1|AALB, LOC118459058|XP_035777981.1|AALB	LOC119646916|XP_037903516.1|HILL
OG0011921	LOC118461955|XP_035783743.1|AALB	LOC119653108|XP_037913557.1|HILL, LOC119653109|XP_037913558.1|HILL, LOC119653112|XP_037913562.1|HILL, LOC119651904|XP_037911659.1|HILL, LOC119653110|XP_037913560.1|HILL, LOC119653111|XP_037913561.1|HILL, LOC119651480|XP_037911019.1|HILL
OG0011923	LOC118459256|XP_035778357.1|AALB	LOC119652017|XP_037911880.1|HILL, LOC119651968|XP_037911784.1|HILL
OG0011929	LOC118458214|XP_035776354.1|AALB, LOC118458216|XP_035776360.1|AALB, LOC118460463|XP_035780676.1|AALB, LOC118460462|XP_035780675.1|AALB	LOC119651343|XP_037910824.1|HILL
OG0011931	LOC118468478|XP_035795190.1|AALB	LOC119654486|XP_037915836.1|HILL
OG0011932	LOC118458065|XP_035776105.1|AALB	LOC119652391|XP_037912420.1|HILL
OG0011935	LOC118457683|XP_035775337.1|AALB	LOC119646776|XP_037903286.1|HILL
OG0011938	LOC118461226|XP_035782204.1|AALB	LOC119653675|XP_037914439.1|HILL
OG0011942	LOC118458529|XP_035776999.1|AALB	LOC119660416|XP_037924889.1|HILL
OG0011943	LOC118459196|XP_035778250.1|AALB	LOC119659309|XP_037923252.1|HILL
OG0011949	LOC118463451|XP_035785930.1|AALB, LOC118464373|XP_035787609.1|AALB	ATP6|YP_009390188.1|HILL
OG0012068	LOC118460550|XP_035780833.1|AALB	LOC119653267|XP_037913815.1|HILL
OG0012069	LOC118466092|XP_035790894.1|AALB, LOC118466090|XP_035790892.1|AALB	LOC119647726|XP_037904756.1|HILL
OG0012070	LOC118465544|XP_035789764.1|AALB	LOC119661339|XP_037926569.1|HILL
OG0012072	LOC118463421|XP_035785866.1|AALB	LOC119648218|XP_037905754.1|HILL
OG0012075	LOC118458392|XP_035776697.1|AALB	LOC119661674|XP_037927039.1|HILL
OG0012076	LOC118460657|XP_035781015.1|AALB	LOC119646158|XP_037902458.1|HILL
OG0012080	LOC118468419|XP_035795074.1|AALB, LOC118465221|XP_035789106.1|AALB	LOC119652441|XP_037912512.1|HILL
OG0012083	LOC118468466|XP_035795153.1|AALB	LOC119660403|XP_037924865.1|HILL, LOC119659800|XP_037924000.1|HILL
OG0012095	LOC118463852|XP_035786650.1|AALB	LOC119656174|XP_037918448.1|HILL
OG0012211	LOC118462435|XP_035784020.1|AALB	LOC119650722|XP_037909668.1|HILL
OG0012213	LOC118456793|XP_035773769.1|AALB	LOC119653268|XP_037913817.1|HILL
OG0012215	LOC118465059|XP_035788834.1|AALB	LOC119652471|XP_037912569.1|HILL, LOC119652632|XP_037912806.1|HILL
OG0012216	LOC118467318|XP_035793549.1|AALB	LOC119648195|XP_037905714.1|HILL
OG0012218	LOC118467009|XP_035792845.1|AALB, LOC118467005|XP_035792841.1|AALB	LOC119649963|XP_037908327.1|HILL
OG0012222	LOC118466425|XP_035791597.1|AALB	LOC119651089|XP_037910370.1|HILL, LOC119651090|XP_037910371.1|HILL
OG0012230	LOC118457147|XP_035774354.1|AALB	LOC119650752|XP_037909770.1|HILL
OG0012231	LOC118457348|XP_035774739.1|AALB	LOC119660977|XP_037925982.1|HILL
OG0012233	LOC118456806|XP_035773785.1|AALB	LOC119654031|XP_037915125.1|HILL
OG0012234	LOC118456491|XP_035773207.1|AALB	LOC119654723|XP_037916173.1|HILL
OG0012238	LOC118460048|XP_035779904.1|AALB	LOC119660495|XP_037925013.1|HILL
OG0012239	LOC118457190|XP_035774432.1|AALB, LOC118457368|XP_035774788.1|AALB	LOC119659594|XP_037923683.1|HILL
OG0012240	LOC118465853|XP_035790374.1|AALB, LOC118466047|XP_035790778.1|AALB	LOC119660173|XP_037924506.1|HILL
OG0012246	LOC118457801|XP_035775542.1|AALB	LOC119655908|XP_037917999.1|HILL
OG0012366	LOC118462978|XP_035785063.1|AALB	LOC119656894|XP_037919495.1|HILL
OG0012369	LOC118461125|XP_035781963.1|AALB, LOC118466440|XP_035791631.1|AALB	LOC119650120|XP_037908574.1|HILL
OG0012372	LOC118468569|XP_035795391.1|AALB	LOC119651363|XP_037910864.1|HILL
OG0012380	LOC118465411|XP_035789526.1|AALB	LOC119649479|XP_037907574.1|HILL
OG0012385	LOC118463752|XP_035786446.1|AALB	LOC119650060|XP_037908478.1|HILL, LOC119650020|XP_037908420.1|HILL
OG0012386	LOC118459767|XP_035779355.1|AALB	LOC119651014|XP_037910243.1|HILL, LOC119651793|XP_037911488.1|HILL
OG0012391	LOC118457610|XP_035775216.1|AALB	LOC119651718|XP_037911368.1|HILL
OG0012396	LOC118458416|XP_035776730.1|AALB	LOC119654917|XP_037916491.1|HILL
OG0012401	LOC118456339|XP_035772889.1|AALB	LOC119654779|XP_037916249.1|HILL
OG0012402	LOC118458418|XP_035776747.1|AALB	LOC119655161|XP_037916837.1|HILL
OG0012403	LOC118468453|XP_035795124.1|AALB	LOC119654254|XP_037915428.1|HILL
OG0012405	LOC118458872|XP_035777714.1|AALB	LOC119660244|XP_037924626.1|HILL
OG0012408	LOC118458756|XP_035777441.1|AALB	LOC119654300|XP_037915535.1|HILL
OG0012410	LOC118465733|XP_035790087.1|AALB	LOC119654096|XP_037915188.1|HILL, LOC119654473|XP_037915819.1|HILL
OG0012415	LOC118465831|XP_035790317.1|AALB	LOC119648815|XP_037906596.1|HILL
OG0012522	LOC118458153|XP_035776245.1|AALB	LOC119656942|XP_037919580.1|HILL
OG0012524	LOC118460943|XP_035781608.1|AALB	LOC119657364|XP_037920175.1|HILL
OG0012525	LOC118465200|XP_035789076.1|AALB	LOC119657174|XP_037919889.1|HILL
OG0012527	LOC118457194|XP_035774457.1|AALB	LOC119657361|XP_037920162.1|HILL
OG0012528	LOC118456145|XP_035772555.1|AALB	LOC119651557|XP_037911118.1|HILL
OG0012531	LOC118463654|XP_035786291.1|AALB	LOC119651729|XP_037911384.1|HILL, LOC119652798|XP_037913047.1|HILL
OG0012533	LOC118456815|XP_035773799.1|AALB	LOC119660541|XP_037925101.1|HILL
OG0012535	LOC118460474|XP_035780699.1|AALB	LOC119650624|XP_037909441.1|HILL
OG0012539	LOC118467130|XP_035793127.1|AALB	LOC119652132|XP_037912002.1|HILL
OG0012544	LOC118466834|XP_035792525.1|AALB	LOC119647974|XP_037905274.1|HILL
OG0012546	LOC118467709|XP_035794389.1|AALB	LOC119658657|XP_037922131.1|HILL
OG0012548	LOC118463245|XP_035785605.1|AALB	LOC119649879|XP_037908184.1|HILL
OG0012551	LOC118456622|XP_035773432.1|AALB	LOC119653125|XP_037913580.1|HILL
OG0012552	LOC118466207|XP_035791117.1|AALB	LOC119649875|XP_037908179.1|HILL
