Orthogroup	AALB.longest_only	DANA.longest_only
OG0006014	LOC118465855|XP_035790376.1|AALB	LOC6493834|XP_001958526.1|DANA
OG0006015	LOC118464716|XP_035788167.1|AALB	LOC6495477|XP_014763323.1|DANA
OG0006016	LOC118466079|XP_035790864.1|AALB	LOC6494781|XP_001959681.1|DANA
OG0006017	LOC118465505|XP_035789715.1|AALB	LOC6495671|XP_001959357.1|DANA
OG0006018	LOC118465504|XP_035789713.1|AALB	LOC6496223|XP_001960480.1|DANA
OG0006019	LOC118465514|XP_035789725.1|AALB	LOC6494488|XP_001960235.1|DANA
OG0006020	LOC118465463|XP_035789652.1|AALB	LOC6506766|XP_001957278.2|DANA
OG0006021	LOC118465449|XP_035789597.1|AALB	LOC6493735|XP_001958336.1|DANA
OG0006022	LOC118465451|XP_035789615.1|AALB	LOC6505788|XP_001965026.1|DANA
OG0006023	LOC118467546|XP_035794038.1|AALB	LOC6501015|XP_001954377.1|DANA
OG0006024	LOC118466370|XP_035791462.1|AALB	LOC116654462|XP_032309354.1|DANA
OG0006025	LOC118463877|XP_035786689.1|AALB	LOC6495681|XP_032306361.1|DANA
OG0006026	LOC118463603|XP_035786160.1|AALB	LOC6498945|XP_014765840.1|DANA
OG0006027	LOC118467015|XP_035792855.1|AALB	LOC6494047|XP_001961084.1|DANA
OG0006028	LOC118462554|XP_035784226.1|AALB	LOC6496337|XP_001960721.1|DANA
OG0006029	LOC118467832|XP_035794616.1|AALB	LOC6495412|XP_001958785.1|DANA
OG0006030	LOC118466104|XP_035790916.1|AALB	LOC6500009|XP_001953415.1|DANA
OG0006031	LOC118467834|XP_035794618.1|AALB	LOC6495139|XP_001958973.3|DANA
OG0006032	LOC118462516|XP_035784137.1|AALB	LOC6504389|XP_014759453.2|DANA
OG0006034	LOC118464518|XP_035787850.1|AALB	LOC6499799|XP_032312230.1|DANA
OG0006035	LOC118464003|XP_035786943.1|AALB	LOC6499271|XP_001954984.1|DANA
OG0006036	LOC118464001|XP_035786941.1|AALB	LOC6504566|XP_001964899.1|DANA
OG0006037	LOC118464002|XP_035786942.1|AALB	LOC6496359|XP_001960760.2|DANA
OG0006038	LOC118466162|XP_035791031.1|AALB	LOC6499149|XP_001955208.2|DANA
OG0006039	LOC118466159|XP_035791026.1|AALB	LOC6496651|XP_001961335.1|DANA
OG0006040	LOC118466892|XP_035792640.1|AALB	LOC6496554|XP_001961133.1|DANA
OG0006041	LOC118458022|XP_035776020.1|AALB	LOC6503038|XP_001963362.1|DANA
OG0006042	LOC118467433|XP_035793815.1|AALB	LOC6496220|XP_032306234.1|DANA
OG0006043	LOC118464858|XP_035788461.1|AALB	LOC6507850|XP_032309899.1|DANA
OG0006044	LOC118465069|XP_035788848.1|AALB	LOC6504785|XP_001966339.2|DANA
OG0006045	LOC118467102|XP_035793045.1|AALB	LOC6499654|XP_001954209.1|DANA
OG0006046	LOC118464233|XP_035787306.1|AALB	LOC6494293|XP_001960586.1|DANA
OG0006047	LOC118464244|XP_035787338.1|AALB	LOC6507961|XP_001956437.2|DANA
OG0006048	LOC118462794|XP_035784684.1|AALB	LOC6507168|XP_001956554.1|DANA
OG0006049	LOC118467732|XP_035794430.1|AALB	LOC6498758|XP_001967263.1|DANA
OG0006050	LOC118465256|XP_035789171.1|AALB	LOC6500567|XP_032306574.1|DANA
OG0006051	LOC118465262|XP_035789177.1|AALB	LOC6503072|XP_001963374.1|DANA
OG0006052	LOC118467538|XP_035794029.1|AALB	LOC6496201|XP_001960436.1|DANA
OG0006053	LOC118462513|XP_035784135.1|AALB	LOC6506206|XP_001958345.1|DANA
OG0006054	LOC118466241|XP_035791184.1|AALB	LOC26514963|XP_014759739.1|DANA
OG0006055	LOC118467320|XP_035793551.1|AALB	LOC6499835|XP_001953813.1|DANA
OG0006056	LOC118465374|XP_035789462.1|AALB	LOC6496219|XP_001960471.1|DANA
OG0006057	LOC118463677|XP_035786327.1|AALB	LOC6507086|XP_001956694.2|DANA
OG0006058	LOC118467215|XP_035793352.1|AALB	LOC6505864|XP_032305524.1|DANA
OG0006059	LOC118466536|XP_035791937.1|AALB	LOC6493733|XP_014764523.1|DANA
OG0006060	LOC118466537|XP_035791940.1|AALB	LOC6506213|XP_032310069.1|DANA
OG0006061	LOC118465271|XP_035789194.1|AALB	LOC6505158|XP_001965457.2|DANA
OG0006062	LOC118465278|XP_035789212.1|AALB	LOC6499537|XP_001954416.1|DANA
OG0006063	LOC118461534|XP_035782863.1|AALB	LOC6496974|XP_001963017.1|DANA
OG0006064	LOC118465780|XP_035790198.1|AALB	LOC6495742|XP_001959476.1|DANA
OG0006065	LOC118465779|XP_035790197.1|AALB	LOC6507544|XP_001955887.1|DANA
OG0006066	LOC118465781|XP_035790201.1|AALB	LOC6494810|XP_001959617.1|DANA
OG0006067	LOC118467330|XP_035793560.1|AALB	LOC6495234|XP_032306929.1|DANA
OG0006068	LOC118463204|XP_035785540.1|AALB	LOC6497734|XP_032307450.1|DANA, LOC6503128|XP_001963474.1|DANA
OG0006069	LOC118464364|XP_035787582.1|AALB	LOC6507205|XP_032310285.1|DANA
OG0006070	LOC118466826|XP_035792514.1|AALB	LOC6506368|XP_001958012.1|DANA
OG0006071	LOC118466822|XP_035792505.1|AALB	LOC6499099|XP_001955304.1|DANA
OG0006072	LOC118466717|XP_035792275.1|AALB	LOC6507497|XP_001955886.1|DANA
OG0006073	LOC118467779|XP_035794510.1|AALB	LOC6492959|XP_001956750.2|DANA
OG0006074	LOC118462660|XP_035784440.1|AALB	LOC6502240|XP_001966047.2|DANA
OG0006075	LOC118468247|XP_035794905.1|AALB	LOC116654453|XP_032308478.1|DANA
OG0006076	LOC118464689|XP_035788105.1|AALB	LOC6494638|XP_001959968.1|DANA
OG0006077	LOC118467906|XP_035794726.1|AALB	LOC6493584|XP_001958040.2|DANA
OG0006078	LOC118465018|XP_035788767.1|AALB	LOC6493583|XP_001958039.1|DANA
OG0006079	LOC118463176|XP_035785476.1|AALB	LOC6506747|XP_014764887.1|DANA
OG0006080	LOC118462896|XP_035784883.1|AALB	LOC6493233|XP_001957321.1|DANA
OG0006081	LOC118462740|XP_035784593.1|AALB	LOC6495326|XP_001958625.1|DANA
OG0006082	LOC118462759|XP_035784618.1|AALB	LOC6495327|XP_001958623.1|DANA
OG0006083	LOC118463796|XP_035786529.1|AALB	LOC6493669|XP_032310594.1|DANA
OG0006084	LOC118465147|XP_035788982.1|AALB	LOC6506729|XP_032310635.1|DANA
OG0006085	LOC118464012|XP_035786953.1|AALB	LOC6506367|XP_001958013.1|DANA
OG0006086	LOC118464850|XP_035788440.1|AALB	LOC6506369|XP_014764721.1|DANA
OG0006087	LOC118467026|XP_035792880.1|AALB	LOC6496273|XP_001960587.2|DANA
OG0006088	LOC118467028|XP_035792886.1|AALB	LOC6507856|XP_001956478.1|DANA
OG0006089	LOC118465684|XP_035790008.1|AALB	LOC6504018|XP_001964014.2|DANA
OG0006090	LOC118465666|XP_035789978.1|AALB	LOC6506908|XP_032309498.1|DANA
OG0006091	LOC118466903|XP_035792658.1|AALB	LOC6507300|XP_001956289.3|DANA
OG0006092	LOC118463104|XP_035785304.1|AALB	LOC26515299|XP_014761228.2|DANA
OG0006093	LOC118465967|XP_035790611.1|AALB	LOC6494723|XP_001959794.1|DANA
OG0006094	LOC118465959|XP_035790592.1|AALB	LOC6507914|XP_032310434.1|DANA
OG0006095	LOC118464175|XP_035787208.1|AALB	LOC6495084|XP_001959098.3|DANA
OG0006096	LOC118464426|XP_035787682.1|AALB	LOC6496368|XP_001960774.1|DANA
OG0006097	LOC118466459|XP_035791705.1|AALB	LOC6506274|XP_032310647.1|DANA
OG0006098	LOC118466465|XP_035791716.1|AALB	LOC6507178|XP_001965325.2|DANA
OG0006099	LOC118465437|XP_035789580.1|AALB	LOC6495158|XP_032306076.1|DANA
OG0006100	LOC118465473|XP_035789661.1|AALB	LOC6496398|XP_001960830.1|DANA
OG0006101	LOC118465823|XP_035790303.1|AALB	LOC6498582|XP_001963109.1|DANA
OG0006102	LOC118464359|XP_035787575.1|AALB	LOC6495194|XP_001958881.1|DANA
OG0006103	LOC118465477|XP_035789671.1|AALB	LOC6503114|XP_032308895.1|DANA
OG0006104	LOC118464372|XP_035787606.1|AALB	LOC6492913|XP_001963674.1|DANA
OG0006105	LOC118464709|XP_035788133.1|AALB	LOC6503826|XP_001963673.2|DANA
OG0006106	LOC118467921|XP_035794756.1|AALB	LOC6507266|XP_014765121.1|DANA
OG0006107	LOC118466991|XP_035792805.1|AALB	LOC6495821|XP_032306043.1|DANA
OG0006108	LOC118463767|XP_035786475.1|AALB	LOC6503698|XP_001963904.1|DANA
OG0006109	LOC118466030|XP_035790747.1|AALB	LOC6506083|XP_001958591.1|DANA
OG0006110	LOC118465149|XP_035788988.1|AALB	LOC6506281|XP_001958206.1|DANA
OG0006111	LOC118462739|XP_035784591.1|AALB	LOC6495832|XP_001959676.1|DANA
OG0006112	LOC118464947|XP_035788629.1|AALB	LOC116654698|XP_032306398.1|DANA
OG0006113	LOC118464940|XP_035788619.1|AALB	LOC6506577|XP_001957614.1|DANA
OG0006114	LOC118463464|XP_035785947.1|AALB	LOC6505585|XP_001964646.1|DANA
OG0006115	LOC118463683|XP_035786342.1|AALB	LOC6495685|XP_001959379.1|DANA
OG0006116	LOC118465729|XP_035790083.1|AALB	LOC6495498|XP_001958980.1|DANA
OG0006117	LOC118465024|XP_035788782.1|AALB	LOC6495037|XP_001959195.1|DANA
OG0006118	LOC118463366|XP_035785778.1|AALB	LOC6494291|XP_014762708.1|DANA
OG0006119	LOC118464202|XP_035787254.1|AALB	LOC6494026|XP_001961125.1|DANA
OG0006120	LOC118466019|XP_035790728.1|AALB	LOC6496071|XP_001960158.1|DANA
OG0006121	LOC118463280|XP_035785649.1|AALB	LOC26513893|XP_014765548.1|DANA
OG0006122	LOC118464654|XP_035788014.1|AALB	LOC6506053|XP_001966639.2|DANA
OG0006123	LOC118463071|XP_035785223.1|AALB	LOC6496453|XP_001960942.3|DANA
OG0006124	LOC118463073|XP_035785225.1|AALB	LOC6498918|XP_032312287.1|DANA
OG0006125	LOC118464697|XP_035788112.1|AALB	LOC6506214|XP_032310066.1|DANA
OG0006126	LOC118462731|XP_035784570.1|AALB	LOC6507749|XP_001956264.1|DANA
OG0006127	LOC118462717|XP_035784554.1|AALB	LOC6506332|XP_001958083.2|DANA
OG0006128	LOC118465685|XP_035790009.1|AALB	LOC6506343|XP_001958067.1|DANA
OG0006129	LOC118465824|XP_035790304.1|AALB	LOC6493606|XP_001958092.1|DANA
OG0006130	LOC118463868|XP_035786678.1|AALB	LOC6506716|XP_001957377.1|DANA
OG0006131	LOC118466316|XP_035791321.1|AALB	LOC6507095|XP_001956679.1|DANA
OG0006132	LOC118464345|XP_035787558.1|AALB	LOC6506345|XP_001958063.2|DANA
OG0006133	LOC118466317|XP_035791323.1|AALB	LOC6493262|XP_001957376.1|DANA
OG0006134	LOC118466312|XP_035791316.1|AALB	LOC6506326|XP_014764710.1|DANA
OG0006135	LOC118462634|XP_035784371.1|AALB	LOC6506715|XP_032309628.1|DANA
OG0006136	LOC118466390|XP_035791520.1|AALB	LOC6493732|XP_001958330.1|DANA
OG0006137	LOC118463470|XP_035785953.1|AALB	LOC6507257|XP_001956375.1|DANA
OG0006138	LOC118465882|XP_035790412.1|AALB	LOC6495451|XP_001958873.1|DANA
OG0006139	LOC118466490|XP_035791782.1|AALB	LOC6495072|XP_001959127.1|DANA
OG0006140	LOC118464882|XP_035788518.1|AALB	LOC6494121|XP_001960927.2|DANA
OG0006141	LOC118467209|XP_035793328.1|AALB	LOC6494264|XP_032307228.1|DANA
OG0006142	LOC118465930|XP_035790526.1|AALB	LOC6493651|XP_001958165.3|DANA
OG0006143	LOC118465933|XP_035790534.1|AALB	LOC6507800|XP_001956367.2|DANA
OG0006144	LOC118465929|XP_035790525.1|AALB	LOC6493270|XP_001957408.2|DANA
OG0006145	LOC118465934|XP_035790535.1|AALB	LOC6506245|XP_001958274.1|DANA
OG0006146	LOC118463764|XP_035786470.1|AALB	LOC6498037|XP_001961944.2|DANA
OG0006147	LOC118464332|XP_035787542.1|AALB	LOC6499994|XP_001953466.1|DANA
OG0006148	LOC118464437|XP_035787704.1|AALB	LOC6507105|XP_001956662.1|DANA
OG0006149	LOC118465995|XP_035790683.1|AALB	LOC6507264|XP_001956366.1|DANA
OG0006150	LOC118465991|XP_035790676.1|AALB	LOC6507799|XP_001956365.1|DANA
OG0006151	LOC118465990|XP_035790672.1|AALB	LOC6498537|XP_032311080.1|DANA
OG0006152	LOC118460275|XP_035780351.1|AALB	LOC6499886|XP_001953698.1|DANA
OG0006153	LOC118461614|XP_035783049.1|AALB	LOC6502514|XP_032307161.1|DANA
OG0006154	LOC118461358|XP_035782487.1|AALB	LOC6500336|XP_001952999.1|DANA
OG0006155	LOC118459368|XP_035778560.1|AALB	LOC6500552|XP_014766617.2|DANA
OG0006156	LOC118460906|XP_035781544.1|AALB	LOC6499621|XP_001954276.1|DANA
OG0006158	LOC118456241|XP_035772726.1|AALB	LOC6507622|XP_001956013.2|DANA
OG0006159	LOC118463740|XP_035786427.1|AALB	LOC6494214|XP_001960735.2|DANA
OG0006160	LOC118465375|XP_035789463.1|AALB	LOC6495731|XP_001959454.1|DANA
OG0006161	LOC118467589|XP_035794136.1|AALB	LOC6495927|XP_032306788.1|DANA
OG0006162	LOC118464125|XP_035787111.1|AALB	LOC26515561|XP_032311753.1|DANA
OG0006181	LOC118465342|XP_035789392.1|AALB	LOC6508044|XP_014765756.1|DANA
OG0006182	LOC118459681|XP_035779200.1|AALB	LOC6501626|XP_001955635.1|DANA
OG0006183	LOC118462451|XP_035784021.1|AALB	LOC6499025|XP_001955489.1|DANA
OG0006184	LOC118462526|XP_035784173.1|AALB	LOC6500826|XP_001953991.1|DANA
OG0006185	LOC118463613|XP_035786236.1|AALB	LOC6505845|XP_001964474.1|DANA
OG0006186	LOC118456351|XP_035772910.1|AALB	LOC6499748|XP_001953998.1|DANA
OG0006188	LOC118458215|XP_035776359.1|AALB	LOC6503530|XP_014760981.1|DANA
OG0006189	LOC118458227|XP_035776392.1|AALB	LOC116655267|XP_032308772.1|DANA
OG0006190	LOC118459922|XP_035779665.1|AALB	LOC6499105|XP_001955287.1|DANA
OG0006191	LOC118468854|XP_035796002.1|AALB	LOC6499080|XP_001955346.1|DANA
OG0006192	LOC118463742|XP_035786433.1|AALB	LOC6504096|XP_001964167.2|DANA
OG0006193	LOC118466495|XP_035791857.1|AALB	LOC6498759|XP_001967262.1|DANA
OG0006194	LOC118466050|XP_035790784.1|AALB	LOC6501795|XP_001967181.1|DANA
OG0006195	LOC118465364|XP_035789449.1|AALB	LOC6503905|XP_001963818.1|DANA
OG0006196	LOC118466371|XP_035791481.1|AALB	LOC6494404|XP_032305616.1|DANA
OG0006197	LOC118459539|XP_035778906.1|AALB	LOC6504362|XP_032311676.1|DANA
OG0006198	LOC118464114|XP_035787108.1|AALB	LOC6502283|XP_032309407.1|DANA
OG0006199	LOC118464419|XP_035787670.1|AALB	LOC6499112|XP_001955277.1|DANA
OG0006200	LOC118457825|XP_035775596.1|AALB	LOC6499204|XP_001955120.1|DANA
OG0006201	LOC118466129|XP_035790976.1|AALB	LOC6505093|XP_032307862.1|DANA
OG0006202	LOC118458386|XP_035776692.1|AALB	LOC6505094|XP_001965479.1|DANA
OG0006203	LOC118461462|XP_035782697.1|AALB	LOC6504986|XP_032307900.1|DANA
OG0006204	LOC118460860|XP_035781469.1|AALB	LOC6500323|XP_001952970.1|DANA
OG0006205	LOC118459852|XP_035779558.1|AALB	LOC6504451|XP_032308162.1|DANA
OG0006206	LOC118457605|XP_035775205.1|AALB	LOC6503210|XP_032311841.1|DANA
OG0006207	LOC118456769|XP_035773741.1|AALB	LOC6497570|XP_001961796.2|DANA
OG0006208	LOC118456730|XP_035773671.1|AALB	LOC6507680|XP_001956133.1|DANA
OG0006209	LOC118457987|XP_035775944.1|AALB	LOC6504510|XP_001967046.2|DANA
OG0006210	LOC118459341|XP_035778510.1|AALB, LOC118463694|XP_035786364.1|AALB	LOC6501948|XP_032308336.1|DANA
OG0006211	LOC118466470|XP_035791744.1|AALB	LOC6497233|XP_001962513.1|DANA
OG0006212	LOC118466456|XP_035791701.1|AALB	LOC6498312|XP_001962512.1|DANA
OG0006214	LOC118463876|XP_035786691.1|AALB	LOC6502368|XP_001967164.1|DANA
OG0006215	LOC118463084|XP_035785249.1|AALB	LOC6503977|XP_001963942.3|DANA
OG0006216	LOC118468581|XP_035795409.1|AALB	LOC6501330|XP_001955005.2|DANA
OG0006217	LOC118460912|XP_035781561.1|AALB	LOC6505210|XP_001965552.1|DANA
OG0006218	LOC118463277|XP_035785650.1|AALB	LOC6498425|XP_001962783.2|DANA
OG0006219	LOC118463439|XP_035785919.1|AALB	LOC6504834|XP_001966420.1|DANA
OG0006220	LOC118463219|XP_035785557.1|AALB	LOC6507864|XP_001956487.2|DANA
OG0006221	LOC118459979|XP_035779771.1|AALB	LOC6500559|XP_001953479.3|DANA
OG0006222	LOC118456205|XP_035772668.1|AALB	LOC6500558|XP_001953477.1|DANA
OG0006223	LOC118465175|XP_035789030.1|AALB	LOC6504976|XP_001965698.1|DANA
OG0006224	LOC118466416|XP_035791588.1|AALB	LOC6504472|XP_001966963.3|DANA
OG0006225	LOC118467439|XP_035793877.1|AALB	LOC6504756|XP_001966296.2|DANA
OG0006226	LOC118460925|XP_035781578.1|AALB	LOC6496619|XP_001961275.1|DANA
OG0006227	LOC118463379|XP_035785804.1|AALB	LOC6505014|XP_001965627.1|DANA
OG0006228	LOC118461791|XP_035783420.1|AALB	LOC6496024|XP_001960065.1|DANA
OG0006229	LOC118468908|XP_035796110.1|AALB	LOC6505477|XP_032311781.1|DANA
OG0006230	LOC118456961|XP_035774040.1|AALB	LOC6504951|XP_001965748.2|DANA
OG0006231	LOC118457496|XP_035775432.1|AALB	LOC6505263|XP_032307804.1|DANA
OG0006232	LOC118459319|XP_035778467.1|AALB	LOC6503208|XP_014761336.1|DANA
OG0006233	LOC118460378|XP_035780531.1|AALB	LOC116656481|XP_032312033.1|DANA
OG0006234	LOC118465641|XP_035789942.1|AALB	LOC6505318|XP_001965749.1|DANA
OG0006235	LOC118463210|XP_035785549.1|AALB	LOC6498802|XP_001967286.1|DANA
OG0006237	LOC118462880|XP_035784845.1|AALB	LOC6504474|XP_001966969.1|DANA
OG0006238	LOC118457229|XP_035774504.1|AALB	LOC6502323|XP_001967152.2|DANA
OG0006239	LOC118463624|XP_035786219.1|AALB	LOC6504813|XP_001966385.1|DANA
OG0006240	LOC118463733|XP_035786423.1|AALB	LOC6506018|XP_001964784.1|DANA
OG0006241	LOC118465640|XP_035789941.1|AALB	LOC6504950|XP_001965750.1|DANA
OG0006242	LOC118458264|XP_035776453.1|AALB	LOC6502968|XP_001963498.2|DANA
OG0006243	LOC118458243|XP_035776409.1|AALB	LOC6505681|XP_001964465.1|DANA
OG0006244	LOC118462949|XP_035784989.1|AALB	LOC6500554|XP_001953469.1|DANA
OG0006248	LOC118457572|XP_035775144.1|AALB	LOC6499478|XP_032305874.1|DANA
OG0006249	LOC118466313|XP_035791322.1|AALB	LOC6503852|XP_014760406.1|DANA
OG0006250	LOC118459263|XP_035778367.1|AALB	LOC6504914|XP_032309328.1|DANA
OG0006251	LOC118456703|XP_035773608.1|AALB	LOC6499254|XP_001955017.1|DANA
OG0006252	LOC118468752|XP_035795810.1|AALB	LOC6501336|XP_032307613.1|DANA
OG0006253	LOC118456293|XP_035772813.1|AALB	LOC116655046|XP_032307914.1|DANA, LOC6502352|XP_032307835.1|DANA
OG0006255	LOC118466494|XP_035791798.1|AALB	LOC6501064|XP_001954488.1|DANA
OG0006256	LOC118458819|XP_035777628.1|AALB	LOC6505320|XP_001965753.1|DANA
OG0006257	LOC118469017|XP_035796353.1|AALB	LOC6505083|XP_014760290.1|DANA
OG0006258	LOC118456994|XP_035774143.1|AALB	LOC6504398|XP_032308210.1|DANA
OG0006259	LOC118458707|XP_035777341.1|AALB	LOC6499026|XP_001955487.1|DANA
OG0006260	LOC118461408|XP_035782580.1|AALB	LOC6505040|XP_001965579.2|DANA
OG0006261	LOC118457792|XP_035775531.1|AALB	LOC6504235|XP_001965116.1|DANA
OG0006262	LOC118466942|XP_035792736.1|AALB	LOC6493211|XP_001957279.1|DANA
OG0006263	LOC118462005|XP_035783834.1|AALB	LOC6504050|XP_001964083.1|DANA
OG0006264	LOC118460208|XP_035780212.1|AALB	LOC6502211|XP_001966023.1|DANA
OG0006265	LOC118459545|XP_035778921.1|AALB	LOC6495892|XP_032306140.1|DANA
OG0006266	LOC118461682|XP_035783165.1|AALB	LOC6502228|XP_001966025.1|DANA
OG0006267	LOC118457138|XP_035774345.1|AALB	LOC6505225|XP_014760324.1|DANA
OG0006268	LOC118460298|XP_035780392.1|AALB	LOC6495863|XP_001959735.2|DANA
OG0006269	LOC118465239|XP_035789153.1|AALB	LOC6499384|XP_001954740.1|DANA
OG0006270	LOC118465046|XP_035788821.1|AALB	LOC6499285|XP_001954951.2|DANA
OG0006271	LOC118459332|XP_035778492.1|AALB	LOC6500251|XP_001952937.1|DANA
OG0006272	LOC118461970|XP_035783778.1|AALB	LOC6507965|XP_032308007.1|DANA
OG0006273	LOC118460314|XP_035780416.1|AALB	LOC6496621|XP_001961281.1|DANA
OG0006274	LOC118464853|XP_035788462.1|AALB	LOC6502163|XP_001966099.2|DANA
OG0006278	LOC118462294|XP_035784008.1|AALB	LOC6505266|XP_001965652.2|DANA
OG0006279	LOC118460823|XP_035781357.1|AALB, LOC118464788|XP_035788316.1|AALB	LOC6504266|XP_032308826.1|DANA
OG0006280	LOC118465053|XP_035788831.1|AALB	LOC6503694|XP_014761037.1|DANA
OG0006281	LOC118465016|XP_035788768.1|AALB	LOC6503953|XP_001963909.1|DANA
OG0006282	LOC118459291|XP_035778429.1|AALB	LOC6502932|XP_001963565.1|DANA
OG0006283	LOC118466546|XP_035791956.1|AALB	LOC6499057|XP_001955396.1|DANA
OG0006284	LOC118466134|XP_035790978.1|AALB	LOC6506795|XP_001957222.1|DANA
OG0006285	LOC118468716|XP_035795740.1|AALB	LOC6499601|XP_001954319.1|DANA
OG0006286	LOC118462808|XP_035784717.1|AALB	LOC6500896|XP_001954123.2|DANA
OG0006287	LOC118465949|XP_035790571.1|AALB	LOC6504268|XP_001967378.1|DANA
OG0006288	LOC118465979|XP_035790645.1|AALB	LOC6505951|XP_001964667.1|DANA
OG0006289	LOC118458506|XP_035776966.1|AALB	LOC6500879|XP_001954095.1|DANA
OG0006290	LOC118466363|XP_035791447.1|AALB	LOC6501887|XP_014759637.1|DANA
OG0006291	LOC118465309|XP_035789316.1|AALB	LOC6497050|XP_001962849.1|DANA
OG0006292	LOC118466281|XP_035791257.1|AALB	LOC6502155|XP_014759953.1|DANA
OG0006293	LOC118461819|XP_035783510.1|AALB	LOC6507405|XP_032309634.1|DANA
OG0006294	LOC118463794|XP_035786576.1|AALB	LOC6498791|XP_001967261.2|DANA
OG0006295	LOC118468364|XP_035795020.1|AALB	LOC6504097|XP_001964169.1|DANA
OG0006296	LOC118463357|XP_035785769.1|AALB	LOC6498754|XP_001967270.1|DANA
OG0006297	LOC118466091|XP_035790937.1|AALB	LOC6503847|XP_014761092.2|DANA
OG0006298	LOC118461726|XP_035783303.1|AALB	LOC6498789|XP_001967259.1|DANA
OG0006299	LOC118464722|XP_035788191.1|AALB	LOC6501918|XP_014759667.1|DANA
OG0006300	LOC118461782|XP_035783407.1|AALB	LOC6505149|XP_001965442.2|DANA
OG0006301	LOC118460259|XP_035780328.1|AALB	LOC6503156|XP_001963537.1|DANA
OG0006302	LOC118465105|XP_035788944.1|AALB	LOC6503105|XP_001963436.2|DANA
OG0006303	LOC118468541|XP_035795317.1|AALB	LOC6495488|XP_014763332.1|DANA
OG0006305	LOC118461623|XP_035783066.1|AALB	LOC6499221|XP_032308593.1|DANA
OG0006306	LOC118461600|XP_035783011.1|AALB	LOC26515147|XP_032308614.1|DANA
OG0006308	LOC118463970|XP_035786865.1|AALB	LOC6496751|XP_001967862.1|DANA
OG0006309	LOC118460217|XP_035780229.1|AALB	LOC6505309|XP_032307841.1|DANA
OG0006311	LOC118465547|XP_035789770.1|AALB	LOC6503674|XP_032308473.1|DANA
OG0006312	LOC118468837|XP_035795975.1|AALB	LOC6503676|XP_001963953.1|DANA
OG0006313	LOC118467803|XP_035794611.1|AALB	LOC6503876|XP_001963759.1|DANA
OG0006314	LOC118461551|XP_035782898.1|AALB	LOC26515188|XP_032311937.1|DANA
OG0006315	LOC118463018|XP_035785148.1|AALB	LOC6499390|XP_032312332.1|DANA
OG0006316	LOC118457593|XP_035775187.1|AALB	LOC6503691|XP_001963914.1|DANA
OG0006317	LOC118468456|XP_035795134.1|AALB	LOC6503714|XP_001963874.1|DANA
OG0006318	LOC118457726|XP_035775414.1|AALB	LOC6498749|XP_001967276.1|DANA
OG0006319	LOC118468591|XP_035795427.1|AALB	LOC6493941|XP_001961278.1|DANA
OG0006320	LOC118456502|XP_035773227.1|AALB	LOC6501898|XP_001966711.2|DANA
OG0006321	LOC118466569|XP_035792006.1|AALB	LOC6501892|XP_001966720.1|DANA
OG0006322	LOC118466573|XP_035792012.1|AALB	LOC6501860|XP_001966786.1|DANA
OG0006323	LOC118458746|XP_035777417.1|AALB	LOC6502849|XP_001958220.1|DANA
OG0006324	LOC118461572|XP_035782959.1|AALB	LOC6503890|XP_032308420.1|DANA
OG0006325	LOC118462663|XP_035784456.1|AALB	LOC6499798|XP_001953893.2|DANA
OG0006326	LOC118461169|XP_035782062.1|AALB	LOC6493599|XP_001958071.1|DANA
OG0006327	LOC118468971|XP_035796239.1|AALB	LOC6505599|XP_001964618.1|DANA
OG0006328	LOC118456195|XP_035772649.1|AALB	LOC6499506|XP_014766114.1|DANA
OG0006329	LOC118462177|XP_035783999.1|AALB	LOC6504090|XP_001964156.1|DANA
OG0006330	LOC118464657|XP_035788047.1|AALB	LOC6501447|XP_032310174.1|DANA
OG0006331	LOC118467416|XP_035793792.1|AALB	LOC6505284|XP_001965686.2|DANA
OG0006332	LOC118460893|XP_035781531.1|AALB	LOC6504895|XP_001966547.1|DANA
OG0006333	LOC118460274|XP_035780354.1|AALB	LOC6505233|XP_001965589.3|DANA
OG0006334	LOC118466496|XP_035791815.1|AALB	LOC6503802|XP_001963718.1|DANA
OG0006335	LOC118464913|XP_035788577.1|AALB	LOC6500811|XP_001953959.1|DANA
OG0006336	LOC118459083|XP_035778077.1|AALB	LOC6503132|XP_001963483.1|DANA
OG0006337	LOC118468488|XP_035795209.1|AALB	LOC6505025|XP_001965611.1|DANA
OG0006339	LOC118465176|XP_035789031.1|AALB, LOC118465838|XP_035790334.1|AALB	LOC6500189|XP_001966666.1|DANA
OG0006340	LOC118465869|XP_035790399.1|AALB	LOC6502952|XP_001963530.1|DANA
OG0006341	LOC118458683|XP_035777292.1|AALB	LOC6507745|XP_001956259.1|DANA
OG0006342	LOC118456744|XP_035773694.1|AALB	LOC6505190|XP_032307891.1|DANA
OG0006343	LOC118456724|XP_035773658.1|AALB	LOC6505189|XP_032307889.1|DANA
OG0006344	LOC118466444|XP_035791657.1|AALB	LOC26513674|XP_014759023.2|DANA, LOC6504420|XP_032308330.1|DANA
OG0006345	LOC118460464|XP_035780681.1|AALB	LOC6501627|XP_032312113.1|DANA
OG0006346	LOC118468323|XP_035794960.1|AALB	LOC6499403|XP_001954707.1|DANA
OG0006347	LOC118461583|XP_035782971.1|AALB	LOC6501649|XP_014767149.1|DANA
OG0006348	LOC118461309|XP_035782428.1|AALB	LOC6505139|XP_001965426.1|DANA
