Orthogroup	AALB.longest_only	BTRY.longest_only
OG0006658	LOC118463165|XP_035785445.1|AALB	LOC120778449|XP_039966176.1|BTRY
OG0006659	LOC118463166|XP_035785448.1|AALB	LOC120778735|XP_039966634.1|BTRY
OG0006660	LOC118465471|XP_035789659.1|AALB	LOC120777792|XP_039965256.1|BTRY
OG0006661	LOC118463074|XP_035785226.1|AALB	LOC120779087|XP_039967172.1|BTRY
OG0006662	LOC118468551|XP_035795339.1|AALB	LOC120768092|XP_039950564.1|BTRY
OG0006663	LOC118467698|XP_035794373.1|AALB	LOC120777767|XP_039965211.1|BTRY
OG0006664	LOC118464255|XP_035787384.1|AALB	LOC120768976|XP_039952089.1|BTRY
OG0006665	LOC118464252|XP_035787380.1|AALB	LOC120776659|XP_039963462.1|BTRY
OG0006666	LOC118465407|XP_035789522.1|AALB	LOC120781292|XP_039969423.1|BTRY
OG0006667	LOC118463786|XP_035786511.1|AALB	LOC120778096|XP_039965730.1|BTRY
OG0006668	LOC118462844|XP_035784795.1|AALB	LOC120771884|XP_039956076.1|BTRY
OG0006669	LOC118462836|XP_035784785.1|AALB	LOC120778981|XP_039967006.1|BTRY
OG0006670	LOC118462853|XP_035784803.1|AALB	LOC120778477|XP_039966227.1|BTRY
OG0006671	LOC118462834|XP_035784778.1|AALB	LOC120778067|XP_039965686.1|BTRY
OG0006672	LOC118462831|XP_035784763.1|AALB	LOC120778488|XP_039966243.1|BTRY
OG0006673	LOC118462852|XP_035784801.1|AALB	LOC120777779|XP_039965234.1|BTRY
OG0006674	LOC118462816|XP_035784729.1|AALB	LOC120778584|XP_039966385.1|BTRY
OG0006675	LOC118467766|XP_035794487.1|AALB	LOC120772445|XP_039956999.1|BTRY
OG0006676	LOC118467460|XP_035793864.1|AALB	LOC120778075|XP_039965701.1|BTRY
OG0006677	LOC118467456|XP_035793855.1|AALB	LOC120777883|XP_039965375.1|BTRY
OG0006678	LOC118464195|XP_035787247.1|AALB	LOC120777628|XP_039965016.1|BTRY
OG0006679	LOC118463889|XP_035786713.1|AALB	LOC120779163|XP_039967322.1|BTRY
OG0006680	LOC118465444|XP_035789587.1|AALB	LOC120781309|XP_039969443.1|BTRY
OG0006681	LOC118465751|XP_035790115.1|AALB	LOC120779211|XP_039967422.1|BTRY
OG0006682	LOC118466727|XP_035792292.1|AALB	LOC120777466|XP_039964724.1|BTRY
OG0006683	LOC118466730|XP_035792306.1|AALB	LOC120778011|XP_039965611.1|BTRY
OG0006684	LOC118466726|XP_035792291.1|AALB	LOC120776719|XP_039963551.1|BTRY
OG0006685	LOC118466482|XP_035791756.1|AALB	LOC120770789|XP_039954303.1|BTRY
OG0006686	LOC118462983|XP_035785074.1|AALB	LOC120777814|XP_039965285.1|BTRY
OG0006687	LOC118467763|XP_035794485.1|AALB	LOC120774094|XP_039959364.1|BTRY
OG0006689	LOC118465786|XP_035790213.1|AALB	LOC120778572|XP_039966370.1|BTRY
OG0006690	LOC118465324|XP_035789354.1|AALB	LOC120780613|XP_039968807.1|BTRY
OG0006691	LOC118462994|XP_035785113.1|AALB	LOC120776690|XP_039963507.1|BTRY
OG0006692	LOC118467111|XP_035793064.1|AALB	LOC120776756|XP_039963652.1|BTRY
OG0006693	LOC118467106|XP_035793058.1|AALB	LOC120776548|XP_039963231.1|BTRY
OG0006694	LOC118463188|XP_035785508.1|AALB	LOC120774144|XP_039959474.1|BTRY
OG0006695	LOC118466549|XP_035791955.1|AALB	LOC120777606|XP_039964981.1|BTRY
OG0006696	LOC118466545|XP_035791952.1|AALB	LOC120782145|XP_039970216.1|BTRY
OG0006697	LOC118465337|XP_035789379.1|AALB	LOC120776494|XP_039963110.1|BTRY
OG0006698	LOC118465345|XP_035789394.1|AALB	LOC120776496|XP_039963113.1|BTRY
OG0006699	LOC118462859|XP_035784809.1|AALB	LOC120777432|XP_039964673.1|BTRY
OG0006700	LOC118462861|XP_035784811.1|AALB	LOC120776752|XP_039963642.1|BTRY
OG0006701	LOC118465528|XP_035789747.1|AALB	LOC120772917|XP_039957751.1|BTRY
OG0006702	LOC118463690|XP_035786358.1|AALB	LOC120778679|XP_039966548.1|BTRY
OG0006703	LOC118467476|XP_035793909.1|AALB	LOC120778254|XP_039965956.1|BTRY
OG0006704	LOC118467483|XP_035793918.1|AALB	LOC120778255|XP_039965958.1|BTRY
OG0006705	LOC118464094|XP_035787052.1|AALB	LOC120771970|XP_039956251.1|BTRY
OG0006706	LOC118464095|XP_035787056.1|AALB	LOC120772393|XP_039956917.1|BTRY
OG0006707	LOC118463244|XP_035785604.1|AALB	LOC120770948|XP_039954595.1|BTRY
OG0006708	LOC118463257|XP_035785619.1|AALB	LOC120766742|XP_039948342.1|BTRY
OG0006709	LOC118466478|XP_035791753.1|AALB	LOC120771848|XP_039956025.1|BTRY
OG0006710	LOC118464514|XP_035787844.1|AALB	LOC120779134|XP_039967271.1|BTRY
OG0006712	LOC118466758|XP_035792351.1|AALB	LOC120779106|XP_039967212.1|BTRY
OG0006713	LOC118462683|XP_035784485.1|AALB	LOC120778121|XP_039965759.1|BTRY
OG0006714	LOC118462681|XP_035784483.1|AALB	LOC120778120|XP_039965758.1|BTRY
OG0006715	LOC118463024|XP_035785159.1|AALB	LOC120778068|XP_039965692.1|BTRY
OG0006716	LOC118463022|XP_035785152.1|AALB	LOC120767754|XP_039949903.1|BTRY
OG0006717	LOC118463034|XP_035785170.1|AALB	LOC120777478|XP_039964746.1|BTRY
OG0006718	LOC118463041|XP_035785178.1|AALB	LOC120777297|XP_039964448.1|BTRY
OG0006719	LOC118464112|XP_035787093.1|AALB	LOC120779155|XP_039967311.1|BTRY
OG0006720	LOC118467475|XP_035793908.1|AALB	LOC120779144|XP_039967285.1|BTRY, LOC120779086|XP_039967171.1|BTRY
OG0006721	LOC118466276|XP_035791246.1|AALB	LOC120778112|XP_039965749.1|BTRY
OG0006722	LOC118464280|XP_035787448.1|AALB	LOC120777819|XP_039965290.1|BTRY
OG0006723	LOC118467714|XP_035794407.1|AALB	LOC120767552|XP_039949611.1|BTRY
OG0006724	LOC118464908|XP_035788565.1|AALB	LOC120766802|XP_039948443.1|BTRY
OG0006725	LOC118465533|XP_035789752.1|AALB	LOC120770375|XP_039953726.1|BTRY
OG0006726	LOC118465535|XP_035789754.1|AALB	LOC120766725|XP_039948307.1|BTRY
OG0006727	LOC118465531|XP_035789749.1|AALB	LOC120767344|XP_039949241.1|BTRY
OG0006728	LOC118467241|XP_035793401.1|AALB	LOC120766732|XP_039948319.1|BTRY
OG0006729	LOC118465720|XP_035790056.1|AALB	LOC120771010|XP_039954711.1|BTRY
OG0006730	LOC118467118|XP_035793076.1|AALB	LOC120770415|XP_039953789.1|BTRY
OG0006731	LOC118464100|XP_035787064.1|AALB	LOC120776553|XP_039963238.1|BTRY
OG0006732	LOC118463266|XP_035785629.1|AALB	LOC120777909|XP_039965424.1|BTRY
OG0006733	LOC118465791|XP_035790220.1|AALB	LOC120778093|XP_039965727.1|BTRY
OG0006734	LOC118463213|XP_035785548.1|AALB	LOC120777832|XP_039965303.1|BTRY
OG0006735	LOC118463208|XP_035785544.1|AALB	LOC120776585|XP_039963288.1|BTRY
OG0006736	LOC118465246|XP_035789160.1|AALB	LOC120778026|XP_039965633.1|BTRY
OG0006737	LOC118464072|XP_035787016.1|AALB	LOC120772638|XP_039957295.1|BTRY
OG0006738	LOC118464070|XP_035787012.1|AALB	LOC120777006|XP_039964042.1|BTRY
OG0006739	LOC118466287|XP_035791266.1|AALB	LOC120777230|XP_039964345.1|BTRY
OG0006740	LOC118466288|XP_035791267.1|AALB	LOC120777928|XP_039965445.1|BTRY
OG0006741	LOC118467077|XP_035793006.1|AALB	LOC120777477|XP_039964745.1|BTRY
OG0006742	LOC118467344|XP_035793618.1|AALB	LOC120782310|XP_039970460.1|BTRY
OG0006743	LOC118464465|XP_035787761.1|AALB	LOC120769509|XP_039952479.1|BTRY
OG0006744	LOC118463493|XP_035785977.1|AALB	LOC120777471|XP_039964729.1|BTRY
OG0006745	LOC118467172|XP_035793244.1|AALB	LOC120782545|XP_039970809.1|BTRY
OG0006746	LOC118463067|XP_035785217.1|AALB	LOC120776888|XP_039963880.1|BTRY
OG0006747	LOC118463215|XP_035785551.1|AALB	LOC120777431|XP_039964672.1|BTRY
OG0006748	LOC118463884|XP_035786700.1|AALB	LOC120773987|XP_039959182.1|BTRY
OG0006749	LOC118466223|XP_035791147.1|AALB	LOC120777762|XP_039965199.1|BTRY
OG0006750	LOC118466153|XP_035791021.1|AALB	LOC120775957|XP_039962303.1|BTRY
OG0006752	LOC118465011|XP_035788754.1|AALB	LOC120777273|XP_039964410.1|BTRY
OG0006753	LOC118465865|XP_035790390.1|AALB	LOC120778743|XP_039966646.1|BTRY
OG0006754	LOC118463544|XP_035786059.1|AALB	LOC120779200|XP_039967404.1|BTRY
OG0006755	LOC118466431|XP_035791620.1|AALB	LOC120777375|XP_039964597.1|BTRY
OG0006756	LOC118463275|XP_035785644.1|AALB	LOC120779195|XP_039967394.1|BTRY
OG0006757	LOC118465396|XP_035789488.1|AALB	LOC120779204|XP_039967409.1|BTRY
OG0006758	LOC118462963|XP_035785017.1|AALB	LOC120777305|XP_039964464.1|BTRY
OG0006759	LOC118462962|XP_035785011.1|AALB	LOC120776416|XP_039962982.1|BTRY
OG0006760	LOC118467814|XP_035794584.1|AALB	LOC120778179|XP_039965850.1|BTRY
OG0006761	LOC118466515|XP_035791901.1|AALB	LOC120782735|XP_039971102.1|BTRY
OG0006762	LOC118464838|XP_035788411.1|AALB	LOC120781141|XP_039969207.1|BTRY
OG0006763	LOC118463395|XP_035785833.1|AALB	LOC120772032|XP_039956337.1|BTRY
OG0006764	LOC118463392|XP_035785829.1|AALB	LOC120770970|XP_039954639.1|BTRY
OG0006765	LOC118463394|XP_035785832.1|AALB	LOC120771572|XP_039955571.1|BTRY
OG0006766	LOC118463960|XP_035786837.1|AALB	LOC120776711|XP_039963541.1|BTRY
OG0006767	LOC118466077|XP_035790854.1|AALB	LOC120777577|XP_039964921.1|BTRY
OG0006768	LOC118466076|XP_035790847.1|AALB	LOC120777559|XP_039964883.1|BTRY
OG0006769	LOC118465113|XP_035788953.1|AALB	LOC120778061|XP_039965676.1|BTRY
OG0006770	LOC118464600|XP_035787937.1|AALB	LOC120778018|XP_039965624.1|BTRY
OG0006771	LOC118464274|XP_035787430.1|AALB	LOC120774266|XP_039959675.1|BTRY
OG0006772	LOC118467082|XP_035793014.1|AALB	LOC120770476|XP_039953914.1|BTRY
OG0006773	LOC118465958|XP_035790591.1|AALB	LOC120778755|XP_039966665.1|BTRY
OG0006774	LOC118462884|XP_035784851.1|AALB	LOC120776339|XP_039962811.1|BTRY
OG0006775	LOC118467504|XP_035793948.1|AALB	LOC120777472|XP_039964730.1|BTRY
OG0006776	LOC118467505|XP_035793949.1|AALB	LOC120776827|XP_039963781.1|BTRY
OG0006777	LOC118467512|XP_035793956.1|AALB	LOC120776830|XP_039963785.1|BTRY
OG0006778	LOC118467507|XP_035793952.1|AALB	LOC120777776|XP_039965231.1|BTRY
OG0006779	LOC118462600|XP_035784318.1|AALB	LOC120776332|XP_039962799.1|BTRY
OG0006780	LOC118462599|XP_035784317.1|AALB	LOC120777235|XP_039964358.1|BTRY
OG0006781	LOC118464963|XP_035788661.1|AALB	LOC120777289|XP_039964434.1|BTRY
OG0006782	LOC118464972|XP_035788699.1|AALB	LOC120778845|XP_039966802.1|BTRY
OG0006783	LOC118467430|XP_035793813.1|AALB	LOC120771962|XP_039956211.1|BTRY
OG0006784	LOC118464966|XP_035788667.1|AALB	LOC120776863|XP_039963843.1|BTRY
OG0006785	LOC118464969|XP_035788693.1|AALB	LOC120771381|XP_039955283.1|BTRY
OG0006786	LOC118465325|XP_035789362.1|AALB	LOC120771203|XP_039955038.1|BTRY
OG0006788	LOC118463431|XP_035785892.1|AALB	LOC120776754|XP_039963650.1|BTRY
OG0006789	LOC118463295|XP_035785673.1|AALB	LOC120775605|XP_039961779.1|BTRY
OG0006790	LOC118463297|XP_035785676.1|AALB	LOC120775606|XP_039961781.1|BTRY
OG0006791	LOC118463250|XP_035785612.1|AALB	LOC120778865|XP_039966835.1|BTRY
OG0006792	LOC118467604|XP_035794193.1|AALB	LOC120778785|XP_039966706.1|BTRY
OG0006793	LOC118467597|XP_035794172.1|AALB	LOC120777777|XP_039965232.1|BTRY
OG0006794	LOC118467610|XP_035794205.1|AALB	LOC120770029|XP_039953074.1|BTRY
OG0006795	LOC118464793|XP_035788318.1|AALB	LOC120778023|XP_039965630.1|BTRY
OG0006796	LOC118464685|XP_035788100.1|AALB	LOC120777979|XP_039965553.1|BTRY
OG0006797	LOC118464684|XP_035788099.1|AALB	LOC120772527|XP_039957126.1|BTRY
OG0006798	LOC118464540|XP_035787870.1|AALB	LOC120779159|XP_039967315.1|BTRY
OG0006799	LOC118467075|XP_035793003.1|AALB	LOC120776374|XP_039962890.1|BTRY
OG0006800	LOC118467001|XP_035792819.1|AALB	LOC120776722|XP_039963570.1|BTRY
OG0006801	LOC118466071|XP_035790828.1|AALB	LOC120775259|XP_039961274.1|BTRY
OG0006802	LOC118463990|XP_035786907.1|AALB	LOC120771269|XP_039955124.1|BTRY
OG0006803	LOC118467528|XP_035793987.1|AALB	LOC120771268|XP_039955122.1|BTRY
OG0006804	LOC118463428|XP_035785887.1|AALB	LOC120776335|XP_039962807.1|BTRY
OG0006805	LOC118463417|XP_035785864.1|AALB	LOC120770888|XP_039954465.1|BTRY
OG0006806	LOC118464486|XP_035787800.1|AALB	LOC120777025|XP_039964071.1|BTRY
OG0006807	LOC118467587|XP_035794130.1|AALB	LOC120780062|XP_039968262.1|BTRY
OG0006808	LOC118463409|XP_035785853.1|AALB	LOC120771216|XP_039955052.1|BTRY
OG0006809	LOC118462604|XP_035784327.1|AALB	LOC120776730|XP_039963589.1|BTRY
OG0006810	LOC118462601|XP_035784319.1|AALB	LOC120779140|XP_039967279.1|BTRY
OG0006811	LOC118464899|XP_035788552.1|AALB	LOC120777864|XP_039965349.1|BTRY
OG0006812	LOC118463271|XP_035785637.1|AALB	LOC120777535|XP_039964851.1|BTRY
OG0006813	LOC118466486|XP_035791777.1|AALB	LOC120781267|XP_039969383.1|BTRY
OG0006814	LOC118466269|XP_035791229.1|AALB	LOC120776892|XP_039963883.1|BTRY
OG0006815	LOC118462654|XP_035784421.1|AALB	LOC120776806|XP_039963736.1|BTRY
OG0006816	LOC118467794|XP_035794561.1|AALB	LOC120778471|XP_039966216.1|BTRY
OG0006817	LOC118465087|XP_035788883.1|AALB	LOC120777461|XP_039964718.1|BTRY
OG0006818	LOC118464809|XP_035788364.1|AALB	LOC120778455|XP_039966184.1|BTRY
OG0006820	LOC118463312|XP_035785689.1|AALB	LOC120778826|XP_039966769.1|BTRY
OG0006821	LOC118465868|XP_035790395.1|AALB	LOC120776100|XP_039962523.1|BTRY
OG0006823	LOC118466214|XP_035791131.1|AALB	LOC120772632|XP_039957288.1|BTRY
OG0006824	LOC118466221|XP_035791143.1|AALB	LOC120772639|XP_039957296.1|BTRY
OG0006825	LOC118467774|XP_035794499.1|AALB	LOC120778294|XP_039966014.1|BTRY
OG0006826	LOC118466723|XP_035792283.1|AALB	LOC120778879|XP_039966856.1|BTRY
OG0006827	LOC118465610|XP_035789879.1|AALB	LOC120766312|XP_039947664.1|BTRY
OG0006828	LOC118463933|XP_035786787.1|AALB	LOC120767362|XP_039949267.1|BTRY
OG0006829	LOC118462924|XP_035784925.1|AALB	LOC120778600|XP_039966407.1|BTRY
OG0006830	LOC118462915|XP_035784913.1|AALB	LOC120777789|XP_039965248.1|BTRY
OG0006831	LOC118464310|XP_035787494.1|AALB	LOC120778257|XP_039965961.1|BTRY
OG0006832	LOC118462823|XP_035784738.1|AALB	LOC120778107|XP_039965744.1|BTRY
OG0006833	LOC118467066|XP_035792986.1|AALB	LOC120778946|XP_039966942.1|BTRY
OG0006834	LOC118466279|XP_035791249.1|AALB	LOC120777268|XP_039964406.1|BTRY
OG0006835	LOC118466272|XP_035791238.1|AALB	LOC120777218|XP_039964329.1|BTRY
OG0006836	LOC118465726|XP_035790066.1|AALB	LOC120777568|XP_039964901.1|BTRY
OG0006837	LOC118466125|XP_035790967.1|AALB	LOC120777312|XP_039964485.1|BTRY
OG0006838	LOC118464008|XP_035786949.1|AALB	LOC120778655|XP_039966506.1|BTRY
OG0006839	LOC118467071|XP_035792997.1|AALB	LOC120778445|XP_039966169.1|BTRY
OG0006840	LOC118466445|XP_035791656.1|AALB	LOC120777010|XP_039964045.1|BTRY
OG0006841	LOC118465446|XP_035789593.1|AALB	LOC120777529|XP_039964845.1|BTRY
OG0006842	LOC118466341|XP_035791365.1|AALB	LOC120778876|XP_039966854.1|BTRY
OG0006843	LOC118464854|XP_035788455.1|AALB	LOC120775023|XP_039960913.1|BTRY
OG0006844	LOC118464852|XP_035788454.1|AALB	LOC120782520|XP_039970763.1|BTRY
OG0006845	LOC118465653|XP_035789960.1|AALB	LOC120777428|XP_039964668.1|BTRY
OG0006846	LOC118465651|XP_035789958.1|AALB	LOC120777875|XP_039965367.1|BTRY
OG0006847	LOC118464521|XP_035787851.1|AALB	LOC120777603|XP_039964975.1|BTRY
OG0006848	LOC118466139|XP_035790984.1|AALB	LOC120772030|XP_039956334.1|BTRY
OG0006849	LOC118463941|XP_035786802.1|AALB	LOC120777688|XP_039965096.1|BTRY
OG0006850	LOC118464135|XP_035787127.1|AALB	LOC120778492|XP_039966252.1|BTRY
OG0006851	LOC118464134|XP_035787125.1|AALB	LOC120778850|XP_039966810.1|BTRY
OG0006852	LOC118466355|XP_035791394.1|AALB	LOC120771311|XP_039955180.1|BTRY
OG0006853	LOC118467699|XP_035794376.1|AALB	LOC120777780|XP_039965235.1|BTRY
OG0006854	LOC118467799|XP_035794565.1|AALB	LOC120772289|XP_039956733.1|BTRY
OG0006855	LOC118467913|XP_035794741.1|AALB	LOC120779136|XP_039967274.1|BTRY
OG0006856	LOC118467915|XP_035794743.1|AALB	LOC120770357|XP_039953699.1|BTRY
OG0006857	LOC118466204|XP_035791114.1|AALB	LOC120772090|XP_039956427.1|BTRY
OG0006858	LOC118462781|XP_035784649.1|AALB	LOC120777523|XP_039964825.1|BTRY
OG0006859	LOC118464440|XP_035787708.1|AALB	LOC120772448|XP_039957002.1|BTRY
OG0006860	LOC118465746|XP_035790108.1|AALB	LOC120770416|XP_039953791.1|BTRY
OG0006861	LOC118463270|XP_035785636.1|AALB	LOC120770919|XP_039954549.1|BTRY
OG0006862	LOC118465803|XP_035790263.1|AALB	LOC120777997|XP_039965586.1|BTRY
OG0006863	LOC118458605|XP_035777174.1|AALB	LOC120773908|XP_039959025.1|BTRY
OG0006864	LOC118467166|XP_035793217.1|AALB	LOC120772620|XP_039957269.1|BTRY
OG0006865	LOC118463864|XP_035786667.1|AALB	LOC120778030|XP_039965640.1|BTRY
OG0006866	LOC118465213|XP_035789098.1|AALB	LOC120772106|XP_039956451.1|BTRY
OG0006867	LOC118465814|XP_035790278.1|AALB	LOC120781237|XP_039969309.1|BTRY
OG0006868	LOC118464015|XP_035786960.1|AALB	LOC120781213|XP_039969270.1|BTRY
OG0006869	LOC118463577|XP_035786110.1|AALB	LOC120772143|XP_039956504.1|BTRY
OG0006870	LOC118464392|XP_035787632.1|AALB	LOC120772302|XP_039956745.1|BTRY
OG0006871	LOC118464400|XP_035787648.1|AALB	LOC120772270|XP_039956708.1|BTRY
OG0006872	LOC118464406|XP_035787654.1|AALB	LOC120771546|XP_039955535.1|BTRY
OG0006873	LOC118466907|XP_035792664.1|AALB	LOC120771560|XP_039955556.1|BTRY
OG0006875	LOC118468518|XP_035795250.1|AALB	LOC120767543|XP_039949583.1|BTRY
OG0006876	LOC118461532|XP_035782857.1|AALB	LOC120770051|XP_039953103.1|BTRY
OG0006877	LOC118461397|XP_035782553.1|AALB	LOC120771634|XP_039955664.1|BTRY
OG0006878	LOC118465623|XP_035789914.1|AALB	LOC120781865|XP_039970020.1|BTRY
OG0006879	LOC118465625|XP_035789920.1|AALB	LOC120770875|XP_039954444.1|BTRY
OG0006880	LOC118460013|XP_035779837.1|AALB	LOC120769097|XP_039951890.1|BTRY
OG0006882	LOC118456923|XP_035773944.1|AALB	LOC120771780|XP_039955906.1|BTRY
OG0006883	LOC118459784|XP_035779393.1|AALB	LOC120768262|XP_039950793.1|BTRY
OG0006884	LOC118468682|XP_035795686.1|AALB	LOC120769358|XP_039952253.1|BTRY
OG0006885	LOC118456534|XP_035773276.1|AALB	LOC120768294|XP_039950856.1|BTRY
OG0006886	LOC118462576|XP_035784273.1|AALB	LOC120766610|XP_039948151.1|BTRY
OG0006887	LOC118457663|XP_035775308.1|AALB	LOC120775223|XP_039961224.1|BTRY
OG0006888	LOC118457672|XP_035775321.1|AALB	LOC120781549|XP_039969714.1|BTRY
OG0006889	LOC118457667|XP_035775314.1|AALB	LOC120775738|XP_039961990.1|BTRY
OG0006890	LOC118457498|XP_035775027.1|AALB	LOC120767726|XP_039949869.1|BTRY
OG0006891	LOC118457499|XP_035775028.1|AALB	LOC120767727|XP_039949870.1|BTRY
OG0006892	LOC118456172|XP_035772609.1|AALB	LOC120767916|XP_039950210.1|BTRY
OG0006893	LOC118460010|XP_035779829.1|AALB	LOC120767915|XP_039950208.1|BTRY
OG0006894	LOC118460008|XP_035779823.1|AALB	LOC120767914|XP_039950205.1|BTRY
OG0006895	LOC118456620|XP_035773430.1|AALB	LOC120775943|XP_039962286.1|BTRY
OG0006896	LOC118456621|XP_035773431.1|AALB	LOC120771433|XP_039955363.1|BTRY
OG0006897	LOC118461878|XP_035783606.1|AALB	LOC120781856|XP_039970008.1|BTRY
OG0006898	LOC118456438|XP_035773091.1|AALB	LOC120769133|XP_039951936.1|BTRY
OG0006899	LOC118457174|XP_035774398.1|AALB	LOC120769507|XP_039952473.1|BTRY
OG0006900	LOC118469040|XP_035796396.1|AALB	LOC120767960|XP_039950285.1|BTRY
OG0006901	LOC118468530|XP_035795301.1|AALB	LOC120768008|XP_039950368.1|BTRY
OG0006902	LOC118469059|XP_035796424.1|AALB	LOC120774416|XP_039959977.1|BTRY
OG0006903	LOC118459159|XP_035778140.1|AALB	LOC120766237|XP_039947549.1|BTRY
OG0006904	LOC118467839|XP_035794632.1|AALB	LOC120768634|XP_039951334.1|BTRY
OG0006905	LOC118456683|XP_035773561.1|AALB	LOC120767444|XP_039949440.1|BTRY
OG0006906	LOC118457965|XP_035775897.1|AALB	LOC120769136|XP_039951942.1|BTRY
OG0006907	LOC118458360|XP_035776605.1|AALB	LOC120769609|XP_039952623.1|BTRY
OG0006908	LOC118456840|XP_035773829.1|AALB	LOC120768374|XP_039950973.1|BTRY
OG0006909	LOC118456838|XP_035773827.1|AALB	LOC120781384|XP_039969523.1|BTRY
OG0006910	LOC118458363|XP_035776630.1|AALB	LOC120767617|XP_039949707.1|BTRY
OG0006912	LOC118457108|XP_035774293.1|AALB	LOC120768095|XP_039950569.1|BTRY
OG0006913	LOC118468740|XP_035795791.1|AALB	LOC120767397|XP_039949367.1|BTRY
OG0006914	LOC118468742|XP_035795793.1|AALB	LOC120776915|XP_039963920.1|BTRY
OG0006915	LOC118468739|XP_035795790.1|AALB	LOC120776912|XP_039963916.1|BTRY
OG0006916	LOC118468735|XP_035795771.1|AALB	LOC120767249|XP_039949037.1|BTRY
OG0006917	LOC118456157|XP_035772570.1|AALB	LOC120768085|XP_039950548.1|BTRY
OG0006918	LOC118468755|XP_035795809.1|AALB	LOC120768259|XP_039950786.1|BTRY
OG0006921	LOC118456370|XP_035772942.1|AALB	LOC120769801|XP_039952921.1|BTRY
OG0006922	LOC118456468|XP_035773151.1|AALB	LOC120768139|XP_039950631.1|BTRY
OG0006923	LOC118461415|XP_035782597.1|AALB	LOC120767616|XP_039949705.1|BTRY
OG0006924	LOC118456832|XP_035773820.1|AALB	LOC120769189|XP_039952015.1|BTRY
OG0006925	LOC118458820|XP_035777585.1|AALB	LOC120766717|XP_039948296.1|BTRY
OG0006926	LOC118457608|XP_035775206.1|AALB	LOC120768560|XP_039951242.1|BTRY
OG0006927	LOC118458768|XP_035777453.1|AALB	LOC120769389|XP_039952293.1|BTRY
OG0006928	LOC118468720|XP_035795743.1|AALB	LOC120769698|XP_039952759.1|BTRY
OG0006929	LOC118461541|XP_035782880.1|AALB	LOC120767463|XP_039949480.1|BTRY
OG0006931	LOC118460693|XP_035781101.1|AALB	LOC120768441|XP_039951063.1|BTRY
OG0006932	LOC118460407|XP_035780587.1|AALB	LOC120782087|XP_039970171.1|BTRY
OG0006933	LOC118460411|XP_035780591.1|AALB	LOC120781407|XP_039969551.1|BTRY
OG0006934	LOC118459920|XP_035779655.1|AALB	LOC120766759|XP_039948367.1|BTRY
OG0006935	LOC118462069|XP_035783958.1|AALB	LOC120769159|XP_039951974.1|BTRY
OG0006936	LOC118461154|XP_035782021.1|AALB	LOC120769223|XP_039952053.1|BTRY
OG0006937	LOC118458445|XP_035776820.1|AALB	LOC120768187|XP_039950690.1|BTRY
OG0006938	LOC118458444|XP_035776819.1|AALB	LOC120769355|XP_039952250.1|BTRY, LOC120769291|XP_039952152.1|BTRY
OG0006939	LOC118460440|XP_035780630.1|AALB	LOC120772311|XP_039956759.1|BTRY
OG0006940	LOC118467746|XP_035794454.1|AALB	LOC120769694|XP_039952754.1|BTRY
OG0006941	LOC118468482|XP_035795195.1|AALB	LOC120768086|XP_039950551.1|BTRY
OG0006942	LOC118460072|XP_035779967.1|AALB	LOC120770976|XP_039954645.1|BTRY
OG0006944	LOC118459686|XP_035779212.1|AALB	LOC120767386|XP_039949325.1|BTRY
OG0006945	LOC118456969|XP_035774056.1|AALB	LOC120767836|XP_039950060.1|BTRY
OG0006946	LOC118460720|XP_035781160.1|AALB	LOC120767008|XP_039948754.1|BTRY
OG0006947	LOC118460723|XP_035781165.1|AALB	LOC120767986|XP_039950338.1|BTRY
OG0006948	LOC118468751|XP_035795806.1|AALB	LOC120769249|XP_039952085.1|BTRY
OG0006950	LOC118457155|XP_035774373.1|AALB	LOC120767771|XP_039949944.1|BTRY
OG0006951	LOC118461671|XP_035783152.1|AALB	LOC120767705|XP_039949835.1|BTRY
OG0006952	LOC118461664|XP_035783142.1|AALB	LOC120782077|XP_039970165.1|BTRY
OG0006953	LOC118468951|XP_035796194.1|AALB	LOC120776695|XP_039963514.1|BTRY
OG0006954	LOC118461895|XP_035783642.1|AALB	LOC120767955|XP_039950276.1|BTRY
OG0006955	LOC118459540|XP_035778904.1|AALB	LOC120782299|XP_039970443.1|BTRY
OG0006956	LOC118458745|XP_035777416.1|AALB	LOC120769029|XP_039951804.1|BTRY
OG0006957	LOC118458740|XP_035777404.1|AALB	LOC120767858|XP_039950100.1|BTRY
OG0006958	LOC118458742|XP_035777411.1|AALB	LOC120770973|XP_039954642.1|BTRY
OG0006959	LOC118458305|XP_035776531.1|AALB	LOC120778533|XP_039966309.1|BTRY
OG0006960	LOC118457875|XP_035775691.1|AALB	LOC120769463|XP_039952409.1|BTRY
OG0006961	LOC118457465|XP_035774977.1|AALB	LOC120769150|XP_039951961.1|BTRY
OG0006962	LOC118458743|XP_035777413.1|AALB	LOC120768018|XP_039950408.1|BTRY
OG0006963	LOC118467897|XP_035794712.1|AALB	LOC120768554|XP_039951232.1|BTRY
OG0006964	LOC118461296|XP_035782369.1|AALB	LOC120769090|XP_039951883.1|BTRY
OG0006965	LOC118456184|XP_035772630.1|AALB	LOC120769752|XP_039952847.1|BTRY
OG0006966	LOC118456182|XP_035772627.1|AALB	LOC120768990|XP_039951758.1|BTRY
OG0006967	LOC118456179|XP_035772622.1|AALB	LOC120772059|XP_039956376.1|BTRY
