Orthogroup	AALB.longest_only	DERE.longest_only
OG0006483	LOC118456277|XP_035772783.1|AALB	LOC6554152|XP_001981909.2|DERE
OG0006484	LOC118460442|XP_035780635.1|AALB	LOC6554150|XP_026839763.1|DERE
OG0006485	LOC118460239|XP_035780288.1|AALB	LOC6552904|XP_001980987.1|DERE
OG0006486	LOC118457483|XP_035775001.1|AALB	LOC6551967|XP_001980652.1|DERE
OG0006487	LOC118461452|XP_035782674.1|AALB	LOC6552107|XP_001980701.1|DERE
OG0006488	LOC118462060|XP_035783941.1|AALB	LOC6545223|XP_001971057.1|DERE
OG0006489	LOC118461463|XP_035782693.1|AALB	LOC6555099|XP_001981426.1|DERE
OG0006490	LOC118460942|XP_035781602.1|AALB	LOC6553562|XP_015009644.1|DERE
OG0006491	LOC118468305|XP_035794936.1|AALB	LOC6549176|XP_026837012.1|DERE
OG0006492	LOC118457056|XP_035774197.1|AALB	LOC6552605|XP_001978998.2|DERE
OG0006493	LOC118460453|XP_035780664.1|AALB	LOC6550202|XP_001977558.1|DERE
OG0006494	LOC118459347|XP_035778516.1|AALB	LOC6550720|XP_001978102.1|DERE
OG0006495	LOC118458449|XP_035776825.1|AALB	LOC6550678|XP_001978036.2|DERE
OG0006496	LOC118456577|XP_035773359.1|AALB	LOC6554977|XP_001982042.1|DERE
OG0006497	LOC118468776|XP_035795860.1|AALB	LOC6553567|XP_015010098.1|DERE
OG0006498	LOC118458411|XP_035776720.1|AALB	LOC6553569|XP_001980339.1|DERE
OG0006499	LOC118456421|XP_035773048.1|AALB	LOC6554749|XP_026837041.1|DERE
OG0006500	LOC118457530|XP_035775073.1|AALB	LOC6541874|XP_001969432.2|DERE
OG0006501	LOC118457531|XP_035775075.1|AALB	LOC6554221|XP_001981238.1|DERE
OG0006502	LOC118458468|XP_035776886.1|AALB	LOC6554217|XP_001981234.1|DERE
OG0006503	LOC118461214|XP_035782170.1|AALB	LOC6554215|XP_001981232.2|DERE
OG0006504	LOC118458382|XP_035776681.1|AALB	LOC6554214|XP_001981231.1|DERE
OG0006505	LOC118460808|XP_035781312.1|AALB	LOC6554550|XP_001981310.1|DERE
OG0006506	LOC118467453|XP_035793856.1|AALB	LOC6545386|XP_026833796.1|DERE
OG0006507	LOC118458399|XP_035776703.1|AALB	LOC6552118|XP_001979725.1|DERE
OG0006508	LOC118458704|XP_035777336.1|AALB	LOC6552066|XP_026837575.1|DERE
OG0006509	LOC118457061|XP_035774214.1|AALB	LOC6550340|XP_026838055.1|DERE
OG0006510	LOC118460419|XP_035780600.1|AALB	LOC6552032|XP_001980677.1|DERE
OG0006511	LOC118460898|XP_035781533.1|AALB	LOC6553565|XP_001980335.2|DERE
OG0006512	LOC118458262|XP_035776446.1|AALB	LOC6553526|XP_001979401.2|DERE
OG0006513	LOC118456726|XP_035773655.1|AALB	LOC6552576|XP_026831744.1|DERE
OG0006514	LOC118459965|XP_035779747.1|AALB	LOC6554263|XP_001981893.1|DERE
OG0006515	LOC118459958|XP_035779739.1|AALB	LOC6554069|XP_001979579.1|DERE
OG0006516	LOC118468645|XP_035795560.1|AALB	LOC6554691|XP_001981951.1|DERE
OG0006517	LOC118468647|XP_035795566.1|AALB	LOC6554694|XP_001981954.1|DERE
OG0006518	LOC118459162|XP_035778150.1|AALB	LOC6554692|XP_026839747.1|DERE
OG0006519	LOC118468650|XP_035795570.1|AALB	LOC6554695|XP_001981955.2|DERE
OG0006520	LOC118457924|XP_035775827.1|AALB	LOC6554186|XP_001981262.1|DERE
OG0006521	LOC118457952|XP_035775868.1|AALB	LOC6552645|XP_001979905.1|DERE
OG0006522	LOC118457949|XP_035775860.1|AALB	LOC6554190|XP_001981266.1|DERE
OG0006523	LOC118457958|XP_035775877.1|AALB	LOC6553041|XP_001980046.1|DERE
OG0006524	LOC118457753|XP_035775462.1|AALB	LOC6542188|XP_001970048.1|DERE
OG0006525	LOC118459262|XP_035778360.1|AALB	LOC6550362|XP_026837713.1|DERE
OG0006526	LOC118459264|XP_035778377.1|AALB	LOC6552823|XP_001979056.1|DERE
OG0006527	LOC118459265|XP_035778379.1|AALB	LOC6552821|XP_001979054.1|DERE
OG0006528	LOC118458805|XP_035777566.1|AALB	LOC6552724|XP_001979053.1|DERE
OG0006529	LOC118456348|XP_035772904.1|AALB	LOC6552722|XP_001979051.1|DERE
OG0006530	LOC118456436|XP_035773087.1|AALB	LOC6552720|XP_001979049.1|DERE
OG0006531	LOC118458402|XP_035776712.1|AALB	LOC6552716|XP_001979045.1|DERE
OG0006532	LOC118459059|XP_035777983.1|AALB	LOC6552950|XP_026833610.1|DERE
OG0006533	LOC118461326|XP_035782425.1|AALB	LOC6548285|XP_001975111.1|DERE
OG0006534	LOC118456302|XP_035772833.1|AALB	LOC6553096|XP_001980051.1|DERE
OG0006535	LOC118460765|XP_035781254.1|AALB	LOC6554999|XP_001982054.1|DERE
OG0006536	LOC118462025|XP_035783888.1|AALB	LOC6552566|XP_001979007.1|DERE
OG0006537	LOC118460215|XP_035780224.1|AALB	LOC6555254|XP_001981635.1|DERE
OG0006538	LOC118468595|XP_035795444.1|AALB	LOC6554590|XP_001981546.2|DERE
OG0006539	LOC118468921|XP_035796123.1|AALB	LOC6555457|XP_001981457.1|DERE
OG0006540	LOC118459905|XP_035779627.1|AALB	LOC6554374|XP_001982357.2|DERE
OG0006541	LOC118462078|XP_035783986.1|AALB	LOC6554956|XP_001981376.1|DERE
OG0006542	LOC118462082|XP_035783991.1|AALB	LOC6554955|XP_001981375.1|DERE
OG0006543	LOC118460726|XP_035781169.1|AALB	LOC6555048|XP_015009015.1|DERE
OG0006544	LOC118460731|XP_035781180.1|AALB	LOC6553516|XP_001979347.1|DERE
OG0006545	LOC118460919|XP_035781565.1|AALB	LOC6555803|XP_001982407.1|DERE
OG0006546	LOC118460915|XP_035781559.1|AALB	LOC6554754|XP_026834597.1|DERE
OG0006547	LOC118461332|XP_035782429.1|AALB	LOC6554710|XP_001981960.2|DERE
OG0006548	LOC118458108|XP_035776174.1|AALB	LOC6553478|XP_001980272.1|DERE
OG0006549	LOC118458290|XP_035776506.1|AALB	LOC6553352|XP_001980181.1|DERE
OG0006550	LOC118458289|XP_035776505.1|AALB	LOC6554735|XP_026831733.1|DERE
OG0006551	LOC118461005|XP_035781740.1|AALB	LOC6550295|XP_001977697.1|DERE
OG0006552	LOC118458059|XP_035776087.1|AALB	LOC6550241|XP_001977692.3|DERE
OG0006553	LOC118463505|XP_035785997.1|AALB	LOC6554903|XP_001981588.1|DERE
OG0006554	LOC118462568|XP_035784259.1|AALB	LOC6553333|XP_001979306.3|DERE
OG0006555	LOC118462573|XP_035784269.1|AALB	LOC6552067|XP_026834529.1|DERE
OG0006556	LOC118456672|XP_035773536.1|AALB	LOC6553501|XP_001980228.2|DERE
OG0006557	LOC118466707|XP_035792248.1|AALB	LOC6553919|XP_001980566.1|DERE
OG0006558	LOC118465920|XP_035790507.1|AALB	LOC6554563|XP_015009326.1|DERE
OG0006559	LOC118465253|XP_035789167.1|AALB	LOC6552266|XP_001980747.1|DERE
OG0006560	LOC118460768|XP_035781257.1|AALB	LOC6554549|XP_026832103.1|DERE
OG0006561	LOC118460766|XP_035781255.1|AALB	LOC6554472|XP_001981308.1|DERE
OG0006562	LOC118458988|XP_035777880.1|AALB	LOC6554646|XP_001981577.1|DERE
OG0006563	LOC118456288|XP_035772795.1|AALB	LOC6553911|XP_026832117.1|DERE
OG0006564	LOC118458940|XP_035777812.1|AALB	LOC6553913|XP_026836457.1|DERE
OG0006565	LOC118458645|XP_035777228.1|AALB	LOC6552620|XP_015009762.2|DERE
OG0006566	LOC118459569|XP_035778962.1|AALB	LOC6552766|XP_026833570.1|DERE
OG0006567	LOC118457144|XP_035774350.1|AALB	LOC6554242|XP_015009319.1|DERE
OG0006568	LOC118457141|XP_035774348.1|AALB	LOC6554243|XP_001982152.1|DERE
OG0006569	LOC118457142|XP_035774349.1|AALB	LOC6544406|XP_026832776.1|DERE
OG0006570	LOC118456264|XP_035772758.1|AALB	LOC6552383|XP_015009551.1|DERE
OG0006571	LOC118458903|XP_035777755.1|AALB	LOC6555113|XP_001982255.1|DERE
OG0006572	LOC118457551|XP_035775111.1|AALB	LOC26526494|XP_015010490.1|DERE
OG0006573	LOC118457919|XP_035775812.1|AALB	LOC6553118|XP_001979083.1|DERE
OG0006574	LOC118461674|XP_035783153.1|AALB	LOC6552033|XP_015009948.2|DERE
OG0006575	LOC118459385|XP_035778580.1|AALB	LOC6554768|XP_001981354.1|DERE
OG0006576	LOC118456719|XP_035773649.1|AALB	LOC6554422|XP_026839516.1|DERE
OG0006577	LOC118456785|XP_035773758.1|AALB	LOC6552905|XP_001980988.1|DERE
OG0006578	LOC118456716|XP_035773645.1|AALB	LOC6554423|XP_015008957.2|DERE
OG0006579	LOC118456717|XP_035773647.1|AALB	LOC6541711|XP_026834102.1|DERE
OG0006580	LOC118459565|XP_035778958.1|AALB	LOC6552083|XP_001979783.1|DERE
OG0006581	LOC118461949|XP_035783736.1|AALB	LOC6552380|XP_001978898.1|DERE
OG0006582	LOC118461952|XP_035783740.1|AALB	LOC6552172|XP_001979735.2|DERE
OG0006583	LOC118468309|XP_035794940.1|AALB	LOC6552349|XP_026831930.1|DERE
OG0006584	LOC118468550|XP_035795338.1|AALB	LOC6541348|XP_001968561.1|DERE
OG0006585	LOC118457948|XP_035775855.1|AALB	LOC6541188|XP_001970246.2|DERE
OG0006586	LOC118461006|XP_035781742.1|AALB	LOC6554114|XP_001981269.1|DERE
OG0006587	LOC118461218|XP_035782185.1|AALB	LOC6554115|XP_001981270.1|DERE
OG0006588	LOC118457659|XP_035775297.1|AALB	LOC6552468|XP_001979827.1|DERE
OG0006589	LOC118460355|XP_035780490.1|AALB	LOC6553140|XP_001979124.2|DERE
OG0006590	LOC118457612|XP_035775218.1|AALB	LOC6552992|XP_001979121.1|DERE
OG0006591	LOC118465940|XP_035790547.1|AALB	LOC6546485|XP_001973581.1|DERE
OG0006592	LOC118465951|XP_035790572.1|AALB	LOC6552046|XP_001980722.1|DERE
OG0006593	LOC118465946|XP_035790566.1|AALB	LOC6552047|XP_001980723.2|DERE
OG0006594	LOC118466120|XP_035790959.1|AALB	LOC6545975|XP_001972184.1|DERE
OG0006595	LOC118467974|XP_035794855.1|AALB	LOC6548855|XP_026837121.1|DERE
OG0006596	LOC118465402|XP_035789506.1|AALB	LOC6547241|XP_001974758.1|DERE
OG0006597	LOC118463554|XP_035786069.1|AALB	LOC6546244|XP_026832513.1|DERE
OG0006598	LOC118464476|XP_035787780.1|AALB	LOC6541094|XP_001969424.2|DERE
OG0006599	LOC118463899|XP_035786724.1|AALB	LOC6544031|XP_001972334.1|DERE
OG0006600	LOC118465400|XP_035789493.1|AALB	LOC6544069|XP_026832482.1|DERE
OG0006601	LOC118463329|XP_035785719.1|AALB	LOC6544793|XP_001972500.1|DERE
OG0006602	LOC118463330|XP_035785720.1|AALB	LOC6544792|XP_015014198.1|DERE
OG0006603	LOC118463315|XP_035785693.1|AALB	LOC6544790|XP_001972497.1|DERE
OG0006604	LOC118463321|XP_035785705.1|AALB	LOC6544870|XP_001973166.1|DERE
OG0006605	LOC118465540|XP_035789760.1|AALB	LOC6551316|XP_026838083.1|DERE
OG0006606	LOC118464905|XP_035788560.1|AALB	LOC6545447|XP_001972130.3|DERE
OG0006607	LOC118462493|XP_035784099.1|AALB	LOC6543551|XP_026833487.1|DERE
OG0006608	LOC118462501|XP_035784113.1|AALB	LOC6552392|XP_001978910.2|DERE
OG0006609	LOC118465719|XP_035790053.1|AALB	LOC6552967|XP_001980968.1|DERE
OG0006610	LOC118465714|XP_035790038.1|AALB	LOC6544891|XP_026833576.1|DERE
OG0006611	LOC118464869|XP_035788484.1|AALB	LOC6545993|XP_026833186.1|DERE
OG0006612	LOC118464872|XP_035788499.1|AALB	LOC6545994|XP_001971221.1|DERE
OG0006613	LOC118464871|XP_035788490.1|AALB	LOC6545995|XP_015013640.1|DERE
OG0006614	LOC118464867|XP_035788482.1|AALB	LOC6545996|XP_015013515.1|DERE
OG0006615	LOC118463697|XP_035786373.1|AALB	LOC6545959|XP_001971227.1|DERE
OG0006616	LOC118466391|XP_035791521.1|AALB	LOC6545518|XP_001971595.1|DERE
OG0006617	LOC118466397|XP_035791542.1|AALB	LOC6546222|XP_001972917.1|DERE
OG0006618	LOC118466085|XP_035790877.1|AALB	LOC6546023|XP_015013220.1|DERE
OG0006619	LOC118463223|XP_035785564.1|AALB	LOC6546417|XP_001971257.1|DERE
OG0006620	LOC118464829|XP_035788397.1|AALB	LOC6546420|XP_001971260.1|DERE
OG0006621	LOC118464840|XP_035788420.1|AALB	LOC6544383|XP_001971477.1|DERE
OG0006622	LOC118465835|XP_035790322.1|AALB	LOC6545217|XP_026832683.1|DERE
OG0006623	LOC118458067|XP_035776110.1|AALB	LOC6544900|XP_001971052.1|DERE
OG0006624	LOC118463316|XP_035785694.1|AALB	LOC6541418|XP_001970743.1|DERE
OG0006625	LOC118463326|XP_035785713.1|AALB	LOC6541125|XP_026834104.1|DERE
OG0006626	LOC118463650|XP_035786287.1|AALB	LOC6542312|XP_001970809.1|DERE
OG0006627	LOC118463649|XP_035786285.1|AALB	LOC6541846|XP_001970515.1|DERE
OG0006628	LOC118465096|XP_035788906.1|AALB	LOC6541269|XP_001970513.1|DERE
OG0006629	LOC118466117|XP_035790947.1|AALB	LOC6547661|XP_001974988.1|DERE
OG0006630	LOC118463831|XP_035786612.1|AALB	LOC6546979|XP_026835652.1|DERE
OG0006631	LOC118464322|XP_035787513.1|AALB	LOC6543606|XP_001971392.1|DERE
OG0006632	LOC118466688|XP_035792210.1|AALB	LOC6546793|XP_001975887.2|DERE
OG0006633	LOC118466697|XP_035792220.1|AALB	LOC6545683|XP_001971174.1|DERE
OG0006634	LOC118466693|XP_035792216.1|AALB	LOC6541314|XP_001968219.2|DERE
OG0006635	LOC118466698|XP_035792223.1|AALB	LOC6543247|XP_001968309.1|DERE
OG0006636	LOC118463163|XP_035785442.1|AALB	LOC6550643|XP_001978131.1|DERE
OG0006637	LOC118463152|XP_035785426.1|AALB	LOC6545434|XP_001972123.1|DERE
OG0006638	LOC118465114|XP_035788954.1|AALB	LOC6540763|XP_001970330.2|DERE
OG0006639	LOC118466651|XP_035792124.1|AALB	LOC6540672|XP_015014558.1|DERE
OG0006640	LOC118467715|XP_035794409.1|AALB	LOC6541447|XP_001970544.2|DERE
OG0006641	LOC118466606|XP_035792086.1|AALB	LOC6541282|XP_026835519.1|DERE
OG0006642	LOC118463799|XP_035786558.1|AALB	LOC6547374|XP_001976319.1|DERE
OG0006643	LOC118465207|XP_035789088.1|AALB	LOC6548396|XP_001976528.1|DERE
OG0006644	LOC118459570|XP_035778972.1|AALB	LOC6544243|XP_001972366.1|DERE
OG0006645	LOC118462977|XP_035785057.1|AALB	LOC6549204|XP_026835662.1|DERE
OG0006646	LOC118462992|XP_035785105.1|AALB	LOC6547036|XP_001976013.1|DERE
OG0006647	LOC118465296|XP_035789262.1|AALB	LOC6547190|XP_001974737.1|DERE
OG0006648	LOC118464410|XP_035787661.1|AALB	LOC6546028|XP_015013522.1|DERE
OG0006649	LOC118467053|XP_035792947.1|AALB	LOC6547335|XP_001974795.2|DERE
OG0006650	LOC118466107|XP_035790919.1|AALB	LOC6540983|XP_026834362.1|DERE
OG0006651	LOC118464656|XP_035788028.1|AALB	LOC6546226|XP_026833543.1|DERE
OG0006652	LOC118464664|XP_035788068.1|AALB	LOC6544012|XP_001972331.1|DERE
OG0006653	LOC118466088|XP_035790879.1|AALB	LOC6546240|XP_015013482.2|DERE
OG0006654	LOC118467468|XP_035793890.1|AALB	LOC6545084|XP_001971039.1|DERE
OG0006655	LOC118467144|XP_035793166.1|AALB	LOC6545415|XP_001971714.1|DERE
OG0006656	LOC118466358|XP_035791409.1|AALB	LOC6544189|XP_026833229.1|DERE
OG0006657	LOC118466989|XP_035792800.1|AALB	LOC6547733|XP_001974947.1|DERE
OG0006658	LOC118463165|XP_035785445.1|AALB	LOC6543569|XP_001971829.1|DERE
OG0006659	LOC118463166|XP_035785448.1|AALB	LOC6543566|XP_001971826.1|DERE
OG0006660	LOC118465471|XP_035789659.1|AALB	LOC6545188|XP_001972076.2|DERE
OG0006661	LOC118463074|XP_035785226.1|AALB	LOC6544916|XP_001972093.1|DERE
OG0006662	LOC118468551|XP_035795339.1|AALB	LOC6542040|XP_001968253.1|DERE
OG0006663	LOC118467698|XP_035794373.1|AALB	LOC6544948|XP_001971542.1|DERE
OG0006664	LOC118464255|XP_035787384.1|AALB	LOC6555175|XP_001982273.1|DERE
OG0006665	LOC118464252|XP_035787380.1|AALB	LOC6545157|XP_001971019.2|DERE
OG0006666	LOC118465407|XP_035789522.1|AALB	LOC6547783|XP_001974938.1|DERE
OG0006667	LOC118463786|XP_035786511.1|AALB	LOC6546124|XP_001973541.1|DERE
OG0006668	LOC118462844|XP_035784795.1|AALB	LOC6542436|XP_001970534.1|DERE
OG0006669	LOC118462836|XP_035784785.1|AALB	LOC6544768|XP_026832227.1|DERE
OG0006670	LOC118462853|XP_035784803.1|AALB	LOC6544764|XP_001971494.1|DERE
OG0006671	LOC118462834|XP_035784778.1|AALB	LOC6544763|XP_026832365.1|DERE
OG0006672	LOC118462831|XP_035784763.1|AALB	LOC6545869|XP_001971638.1|DERE
OG0006673	LOC118462852|XP_035784801.1|AALB	LOC6544044|XP_001971968.1|DERE
OG0006674	LOC118462816|XP_035784729.1|AALB	LOC6545129|XP_001971075.1|DERE
OG0006675	LOC118467766|XP_035794487.1|AALB	LOC6543637|XP_001971841.1|DERE
OG0006676	LOC118467460|XP_035793864.1|AALB	LOC6544360|XP_026832841.1|DERE
OG0006677	LOC118467456|XP_035793855.1|AALB	LOC6545663|XP_001971667.2|DERE
OG0006678	LOC118464195|XP_035787247.1|AALB	LOC6546298|XP_001973530.1|DERE
OG0006679	LOC118463889|XP_035786713.1|AALB	LOC26526636|XP_015014320.1|DERE
OG0006680	LOC118465444|XP_035789587.1|AALB	LOC6554474|XP_026839476.1|DERE
OG0006681	LOC118465751|XP_035790115.1|AALB	LOC6544715|XP_001971491.2|DERE
OG0006682	LOC118466727|XP_035792292.1|AALB	LOC6544634|XP_001972024.1|DERE
OG0006683	LOC118466730|XP_035792306.1|AALB	LOC6544635|XP_026833597.1|DERE
OG0006684	LOC118466726|XP_035792291.1|AALB	LOC6545715|XP_001971668.1|DERE
OG0006685	LOC118466482|XP_035791756.1|AALB	LOC6541507|XP_001969146.3|DERE
OG0006686	LOC118462983|XP_035785074.1|AALB	LOC6544720|XP_026833200.1|DERE
OG0006687	LOC118467763|XP_035794485.1|AALB	LOC6550299|XP_001977701.1|DERE
OG0006689	LOC118465786|XP_035790213.1|AALB	LOC6545971|XP_001971181.2|DERE
OG0006690	LOC118465324|XP_035789354.1|AALB	LOC6552359|XP_026839835.1|DERE
OG0006691	LOC118462994|XP_035785113.1|AALB	LOC26526418|XP_015014274.1|DERE
OG0006692	LOC118467111|XP_035793064.1|AALB	LOC6545684|XP_001971175.1|DERE
OG0006693	LOC118467106|XP_035793058.1|AALB	LOC6546463|XP_026833611.1|DERE
OG0006694	LOC118463188|XP_035785508.1|AALB	LOC6555499|XP_026837895.1|DERE
OG0006695	LOC118466549|XP_035791955.1|AALB	LOC6545675|XP_001971657.1|DERE
OG0006696	LOC118466545|XP_035791952.1|AALB	LOC26526452|XP_026834496.1|DERE
OG0006697	LOC118465337|XP_035789379.1|AALB	LOC6545816|XP_015013880.1|DERE
OG0006698	LOC118465345|XP_035789394.1|AALB	LOC6544225|XP_001973041.1|DERE
OG0006699	LOC118462859|XP_035784809.1|AALB	LOC6546512|XP_001971343.1|DERE
OG0006700	LOC118462861|XP_035784811.1|AALB	LOC6545458|XP_001972141.1|DERE
OG0006701	LOC118465528|XP_035789747.1|AALB	LOC6547353|XP_001976186.1|DERE
OG0006702	LOC118463690|XP_035786358.1|AALB	LOC6545134|XP_001971000.1|DERE
OG0006703	LOC118467476|XP_035793909.1|AALB	LOC6543627|XP_026832964.1|DERE
OG0006704	LOC118467483|XP_035793918.1|AALB	LOC6544151|XP_001973006.1|DERE
OG0006705	LOC118464094|XP_035787052.1|AALB	LOC6540923|XP_001970374.1|DERE
OG0006706	LOC118464095|XP_035787056.1|AALB	LOC6548408|XP_001976674.1|DERE
OG0006707	LOC118463244|XP_035785604.1|AALB	LOC6547893|XP_001976452.1|DERE
OG0006708	LOC118463257|XP_035785619.1|AALB	LOC6550434|XP_001977794.1|DERE
OG0006709	LOC118466478|XP_035791753.1|AALB	LOC6551150|XP_026837509.1|DERE
OG0006710	LOC118464514|XP_035787844.1|AALB	LOC6545445|XP_026832197.1|DERE
OG0006711	LOC118466590|XP_035792042.1|AALB	LOC6545446|XP_026832195.1|DERE
OG0006712	LOC118466758|XP_035792351.1|AALB	LOC6546242|XP_001971289.2|DERE
OG0006713	LOC118462683|XP_035784485.1|AALB	LOC6543773|XP_001972308.1|DERE
OG0006714	LOC118462681|XP_035784483.1|AALB	LOC6543774|XP_001972309.1|DERE
OG0006715	LOC118463024|XP_035785159.1|AALB	LOC6545449|XP_001972132.2|DERE
OG0006716	LOC118463022|XP_035785152.1|AALB	LOC6542155|XP_001968510.1|DERE
OG0006717	LOC118463034|XP_035785170.1|AALB	LOC6544926|XP_001972545.1|DERE
OG0006718	LOC118463041|XP_035785178.1|AALB	LOC6544927|XP_001972546.1|DERE
OG0006719	LOC118464112|XP_035787093.1|AALB	LOC6544084|XP_026833658.1|DERE
OG0006720	LOC118467475|XP_035793908.1|AALB	LOC6546248|XP_026833020.1|DERE
OG0006721	LOC118466276|XP_035791246.1|AALB	LOC6545008|XP_001972535.1|DERE
OG0006722	LOC118464280|XP_035787448.1|AALB	LOC6545318|XP_026833078.1|DERE
OG0006723	LOC118467714|XP_035794407.1|AALB	LOC6543246|XP_001970105.1|DERE
OG0006724	LOC118464908|XP_035788565.1|AALB	LOC6554485|XP_001981930.1|DERE
OG0006725	LOC118465533|XP_035789752.1|AALB	LOC6554489|XP_001981934.1|DERE
OG0006726	LOC118465535|XP_035789754.1|AALB	LOC6552526|XP_001979918.1|DERE
OG0006727	LOC118465531|XP_035789749.1|AALB	LOC6554490|XP_001981935.1|DERE
OG0006728	LOC118467241|XP_035793401.1|AALB	LOC6552421|XP_001980866.1|DERE
OG0006729	LOC118465720|XP_035790056.1|AALB	LOC6547556|XP_015011573.1|DERE
OG0006730	LOC118467118|XP_035793076.1|AALB	LOC6547557|XP_001976178.1|DERE
OG0006731	LOC118464100|XP_035787064.1|AALB	LOC6541735|XP_001970097.1|DERE
OG0006732	LOC118463266|XP_035785629.1|AALB	LOC6543802|XP_001971361.2|DERE
OG0006733	LOC118465791|XP_035790220.1|AALB	LOC6543545|XP_001973629.1|DERE
OG0006734	LOC118463213|XP_035785548.1|AALB	LOC6544798|XP_001971517.1|DERE
OG0006735	LOC118463208|XP_035785544.1|AALB	LOC6543741|XP_026832455.1|DERE
OG0006736	LOC118465246|XP_035789160.1|AALB	LOC6544042|XP_001971966.1|DERE
OG0006737	LOC118464072|XP_035787016.1|AALB	LOC6546192|XP_001972921.1|DERE
OG0006738	LOC118464070|XP_035787012.1|AALB	LOC6549271|XP_001975713.1|DERE
OG0006739	LOC118466287|XP_035791266.1|AALB	LOC6544679|XP_001972015.1|DERE
OG0006740	LOC118466288|XP_035791267.1|AALB	LOC6543675|XP_001971373.1|DERE
OG0006741	LOC118467077|XP_035793006.1|AALB	LOC6543676|XP_001971374.1|DERE
OG0006742	LOC118467344|XP_035793618.1|AALB	LOC6553086|XP_001980105.1|DERE
OG0006743	LOC118464465|XP_035787761.1|AALB	LOC6543312|XP_001968156.2|DERE
OG0006744	LOC118463493|XP_035785977.1|AALB	LOC6546011|XP_015013218.1|DERE
OG0006745	LOC118467172|XP_035793244.1|AALB	LOC6553306|XP_001980172.1|DERE
OG0006746	LOC118463067|XP_035785217.1|AALB	LOC6545773|XP_026832797.1|DERE
OG0006747	LOC118463215|XP_035785551.1|AALB	LOC26526723|XP_026833126.1|DERE
OG0006748	LOC118463884|XP_035786700.1|AALB	LOC6555539|XP_001982431.2|DERE
OG0006749	LOC118466223|XP_035791147.1|AALB	LOC6543765|XP_001971193.1|DERE
OG0006750	LOC118466153|XP_035791021.1|AALB	LOC6551298|XP_001978397.1|DERE
OG0006752	LOC118465011|XP_035788754.1|AALB	LOC6546336|XP_001971812.2|DERE
OG0006753	LOC118465865|XP_035790390.1|AALB	LOC6546446|XP_001971815.2|DERE
OG0006754	LOC118463544|XP_035786059.1|AALB	LOC6544645|XP_015013598.1|DERE
OG0006755	LOC118466431|XP_035791620.1|AALB	LOC6545082|XP_001971037.1|DERE
OG0006756	LOC118463275|XP_035785644.1|AALB	LOC6545279|XP_001972068.1|DERE
OG0006757	LOC118465396|XP_035789488.1|AALB	LOC6545278|XP_001972067.1|DERE
OG0006758	LOC118462963|XP_035785017.1|AALB	LOC6546156|XP_001971299.1|DERE
OG0006759	LOC118462962|XP_035785011.1|AALB	LOC6546155|XP_026833530.1|DERE
OG0006760	LOC118467814|XP_035794584.1|AALB	LOC6546174|XP_001973575.2|DERE
OG0006761	LOC118466515|XP_035791901.1|AALB	LOC6552601|XP_001978994.1|DERE
OG0006762	LOC118464838|XP_035788411.1|AALB	LOC6549918|XP_026837382.1|DERE
OG0006763	LOC118463395|XP_035785833.1|AALB	LOC6546930|XP_001974691.1|DERE
OG0006764	LOC118463392|XP_035785829.1|AALB	LOC6549373|XP_001975683.1|DERE
OG0006765	LOC118463394|XP_035785832.1|AALB	LOC6547160|XP_001974688.1|DERE
OG0006766	LOC118463960|XP_035786837.1|AALB	LOC6545601|XP_026833431.1|DERE
OG0006767	LOC118466077|XP_035790854.1|AALB	LOC6546272|XP_001973591.1|DERE
OG0006768	LOC118466076|XP_035790847.1|AALB	LOC6546271|XP_001973590.1|DERE
OG0006769	LOC118465113|XP_035788953.1|AALB	LOC6546273|XP_001973592.1|DERE
OG0006770	LOC118464600|XP_035787937.1|AALB	LOC6544405|XP_001972035.1|DERE
OG0006771	LOC118464274|XP_035787430.1|AALB	LOC6550480|XP_026838211.1|DERE
OG0006772	LOC118467082|XP_035793014.1|AALB	LOC6542000|XP_001970577.3|DERE
OG0006773	LOC118465958|XP_035790591.1|AALB	LOC6543757|XP_001971351.1|DERE
OG0006774	LOC118462884|XP_035784851.1|AALB	LOC6545525|XP_026832593.1|DERE
OG0006775	LOC118467504|XP_035793948.1|AALB	LOC6543902|XP_001972973.1|DERE
OG0006776	LOC118467505|XP_035793949.1|AALB	LOC6546448|XP_026833334.1|DERE
OG0006777	LOC118467512|XP_035793956.1|AALB	LOC6543697|XP_001972971.1|DERE
OG0006778	LOC118467507|XP_035793952.1|AALB	LOC6546529|XP_001971264.1|DERE
OG0006779	LOC118462600|XP_035784318.1|AALB	LOC6545666|XP_001971141.1|DERE
OG0006780	LOC118462599|XP_035784317.1|AALB	LOC6544070|XP_001971429.1|DERE
OG0006781	LOC118464963|XP_035788661.1|AALB	LOC6544327|XP_001971980.1|DERE
OG0006782	LOC118464972|XP_035788699.1|AALB	LOC6545424|XP_015013537.1|DERE
OG0006783	LOC118467430|XP_035793813.1|AALB	LOC6549004|XP_026837137.1|DERE
OG0006784	LOC118464966|XP_035788667.1|AALB	LOC6543894|XP_026832317.1|DERE
OG0006785	LOC118464969|XP_035788693.1|AALB	LOC6548084|XP_001975175.1|DERE
OG0006786	LOC118465325|XP_035789362.1|AALB	LOC6547019|XP_026836311.1|DERE
OG0006788	LOC118463431|XP_035785892.1|AALB	LOC6544570|XP_001972421.2|DERE
