Orthogroup	AALB.longest_only	DYAK.longest_only
OG0006561	LOC118460766|XP_035781255.1|AALB	LOC6538000|XP_002098535.1|DYAK
OG0006562	LOC118458988|XP_035777880.1|AALB	LOC6538294|XP_002098821.1|DYAK
OG0006563	LOC118456288|XP_035772795.1|AALB	LOC6536806|XP_002097376.1|DYAK
OG0006564	LOC118458940|XP_035777812.1|AALB	LOC6536804|XP_002097374.2|DYAK
OG0006565	LOC118458645|XP_035777228.1|AALB	LOC6536730|XP_002097302.3|DYAK
OG0006566	LOC118459569|XP_035778962.1|AALB	LOC6537284|XP_015048257.1|DYAK
OG0006567	LOC118457144|XP_035774350.1|AALB	LOC6537875|XP_002098416.1|DYAK
OG0006568	LOC118457141|XP_035774348.1|AALB	LOC6537874|XP_002098415.1|DYAK
OG0006569	LOC118457142|XP_035774349.1|AALB	LOC6533122|XP_039230229.1|DYAK
OG0006570	LOC118456264|XP_035772758.1|AALB	LOC6535380|XP_015047098.1|DYAK
OG0006571	LOC118458903|XP_035777755.1|AALB	LOC6537771|XP_002098312.1|DYAK
OG0006572	LOC118457551|XP_035775111.1|AALB	LOC26534884|XP_015047828.1|DYAK
OG0006573	LOC118457919|XP_035775812.1|AALB	LOC6537619|XP_002098165.1|DYAK
OG0006574	LOC118461674|XP_035783153.1|AALB	LOC6536515|XP_015047794.1|DYAK
OG0006575	LOC118459385|XP_035778580.1|AALB	LOC6538055|XP_002098590.1|DYAK
OG0006576	LOC118456719|XP_035773649.1|AALB	LOC6538648|XP_002099168.1|DYAK
OG0006577	LOC118456785|XP_035773758.1|AALB	LOC6536193|XP_002096784.1|DYAK
OG0006578	LOC118456716|XP_035773645.1|AALB	LOC6538649|XP_039231394.1|DYAK
OG0006579	LOC118456717|XP_035773647.1|AALB	LOC6527756|XP_002088836.1|DYAK
OG0006580	LOC118459565|XP_035778958.1|AALB	LOC6537444|XP_002098000.1|DYAK
OG0006581	LOC118461949|XP_035783736.1|AALB	LOC6535377|XP_002096027.1|DYAK
OG0006582	LOC118461952|XP_035783740.1|AALB	LOC6535467|XP_002096098.1|DYAK
OG0006583	LOC118468309|XP_035794940.1|AALB	LOC6537459|XP_002098015.3|DYAK
OG0006584	LOC118468550|XP_035795338.1|AALB	LOC6526722|XP_002087825.1|DYAK
OG0006585	LOC118457948|XP_035775855.1|AALB	LOC6527660|XP_015053760.2|DYAK
OG0006586	LOC118461006|XP_035781742.1|AALB	LOC6537962|XP_002098499.1|DYAK
OG0006587	LOC118461218|XP_035782185.1|AALB	LOC6537963|XP_002098500.3|DYAK
OG0006588	LOC118457659|XP_035775297.1|AALB	LOC6536687|XP_002097260.3|DYAK
OG0006589	LOC118460355|XP_035780490.1|AALB	LOC6536121|XP_002096729.1|DYAK
OG0006590	LOC118457612|XP_035775218.1|AALB	LOC6536129|XP_002096730.1|DYAK
OG0006591	LOC118465940|XP_035790547.1|AALB	LOC6534695|XP_002095370.3|DYAK
OG0006592	LOC118465951|XP_035790572.1|AALB	LOC6536464|XP_002097045.1|DYAK
OG0006593	LOC118465946|XP_035790566.1|AALB	LOC6536463|XP_002097044.1|DYAK
OG0006594	LOC118466120|XP_035790959.1|AALB	LOC6532548|XP_002093293.1|DYAK
OG0006595	LOC118467974|XP_035794855.1|AALB	LOC6531479|XP_039228045.1|DYAK
OG0006596	LOC118465402|XP_035789506.1|AALB	LOC6530999|XP_002091837.1|DYAK
OG0006597	LOC118463554|XP_035786069.1|AALB	LOC6533495|XP_002094206.1|DYAK
OG0006598	LOC118464476|XP_035787780.1|AALB	LOC6527988|XP_002089055.1|DYAK
OG0006599	LOC118463899|XP_035786724.1|AALB	LOC6533653|XP_002094359.1|DYAK
OG0006600	LOC118465400|XP_035789493.1|AALB	LOC6533337|XP_015049922.1|DYAK
OG0006601	LOC118463329|XP_035785719.1|AALB	LOC6533849|XP_002094549.1|DYAK
OG0006602	LOC118463330|XP_035785720.1|AALB	LOC6533848|XP_015050285.1|DYAK
OG0006603	LOC118463315|XP_035785693.1|AALB	LOC6533847|XP_002094547.1|DYAK
OG0006604	LOC118463321|XP_035785705.1|AALB	LOC6534564|XP_002095240.1|DYAK
OG0006605	LOC118465540|XP_035789760.1|AALB	LOC6523995|XP_002099867.2|DYAK
OG0006606	LOC118464905|XP_035788560.1|AALB	LOC6533215|XP_002093941.1|DYAK
OG0006607	LOC118462493|XP_035784099.1|AALB	LOC6533623|XP_015050192.1|DYAK
OG0006608	LOC118462501|XP_035784113.1|AALB	LOC6535389|XP_002096039.2|DYAK
OG0006609	LOC118465719|XP_035790053.1|AALB	LOC6536212|XP_002096803.1|DYAK
OG0006610	LOC118465714|XP_035790038.1|AALB	LOC6535109|XP_015051009.2|DYAK
OG0006611	LOC118464869|XP_035788484.1|AALB	LOC6532466|XP_002093213.1|DYAK
OG0006612	LOC118464872|XP_035788499.1|AALB	LOC6532467|XP_002093214.1|DYAK
OG0006613	LOC118464871|XP_035788490.1|AALB	LOC6532468|XP_002093215.1|DYAK
OG0006614	LOC118464867|XP_035788482.1|AALB	LOC6532469|XP_015049377.1|DYAK
OG0006615	LOC118463697|XP_035786373.1|AALB	LOC6532475|XP_002093221.1|DYAK
OG0006616	LOC118466391|XP_035791521.1|AALB	LOC6532648|XP_002093392.1|DYAK
OG0006617	LOC118466397|XP_035791542.1|AALB	LOC6534303|XP_002094984.1|DYAK
OG0006618	LOC118466085|XP_035790877.1|AALB	LOC6533544|XP_015050141.1|DYAK
OG0006619	LOC118463223|XP_035785564.1|AALB	LOC6533529|XP_002094239.1|DYAK
OG0006620	LOC118464829|XP_035788397.1|AALB	LOC6533526|XP_002094236.1|DYAK
OG0006621	LOC118464840|XP_035788420.1|AALB	LOC6533290|XP_002094016.1|DYAK
OG0006622	LOC118465835|XP_035790322.1|AALB	LOC6532280|XP_002093045.1|DYAK
OG0006623	LOC118458067|XP_035776110.1|AALB	LOC6532271|XP_002093042.1|DYAK
OG0006624	LOC118463316|XP_035785694.1|AALB	LOC6528307|XP_015054436.1|DYAK
OG0006625	LOC118463326|XP_035785713.1|AALB	LOC6528308|XP_039226662.1|DYAK
OG0006626	LOC118463650|XP_035786287.1|AALB	LOC6529103|XP_002090116.1|DYAK
OG0006627	LOC118463649|XP_035786285.1|AALB	LOC6528533|XP_002089579.1|DYAK
OG0006628	LOC118465096|XP_035788906.1|AALB	LOC6528535|XP_039226498.1|DYAK
OG0006629	LOC118466117|XP_035790947.1|AALB	LOC6530714|XP_002091605.1|DYAK
OG0006630	LOC118463831|XP_035786612.1|AALB	LOC6530287|XP_039228662.1|DYAK
OG0006631	LOC118464322|XP_035787513.1|AALB	LOC6533376|XP_002094101.1|DYAK
OG0006632	LOC118466688|XP_035792210.1|AALB	LOC6530083|XP_002091029.1|DYAK
OG0006633	LOC118466697|XP_035792220.1|AALB	LOC6532412|XP_002093163.1|DYAK
OG0006634	LOC118466693|XP_035792216.1|AALB	LOC6526353|XP_002087475.2|DYAK
OG0006635	LOC118466698|XP_035792223.1|AALB	LOC6526442|XP_002087561.1|DYAK
OG0006636	LOC118463163|XP_035785442.1|AALB	LOC6524776|XP_002100620.1|DYAK
OG0006637	LOC118463152|XP_035785426.1|AALB	LOC6533207|XP_002093933.1|DYAK
OG0006638	LOC118465114|XP_035788954.1|AALB	LOC6528739|XP_002089774.2|DYAK
OG0006639	LOC118466651|XP_035792124.1|AALB	LOC6528737|XP_015054284.1|DYAK
OG0006640	LOC118467715|XP_035794409.1|AALB	LOC6528507|XP_002089553.2|DYAK
OG0006641	LOC118466606|XP_035792086.1|AALB	LOC6528835|XP_039227253.1|DYAK
OG0006642	LOC118463799|XP_035786558.1|AALB	LOC6531738|XP_002092528.1|DYAK
OG0006643	LOC118465207|XP_035789088.1|AALB	LOC6531960|XP_002092746.1|DYAK
OG0006644	LOC118459570|XP_035778972.1|AALB	LOC6533688|XP_002094393.1|DYAK
OG0006645	LOC118462977|XP_035785057.1|AALB	LOC6529723|XP_039229042.1|DYAK
OG0006646	LOC118462992|XP_035785105.1|AALB	LOC6530218|XP_002091156.1|DYAK
OG0006647	LOC118465296|XP_035789262.1|AALB	LOC6531025|XP_015051751.1|DYAK
OG0006648	LOC118464410|XP_035787661.1|AALB	LOC6532459|XP_015049367.1|DYAK
OG0006649	LOC118467053|XP_035792947.1|AALB	LOC6530961|XP_002091799.2|DYAK
OG0006650	LOC118466107|XP_035790919.1|AALB	LOC6528322|XP_039226761.1|DYAK
OG0006651	LOC118464656|XP_035788028.1|AALB	LOC6534709|XP_039229678.1|DYAK
OG0006652	LOC118464664|XP_035788068.1|AALB	LOC6533650|XP_002094356.1|DYAK
OG0006653	LOC118466088|XP_035790879.1|AALB	LOC6533498|XP_015050068.1|DYAK
OG0006654	LOC118467468|XP_035793890.1|AALB	LOC6532255|XP_002093027.1|DYAK
OG0006655	LOC118467144|XP_035793166.1|AALB	LOC6532778|XP_002093520.1|DYAK
OG0006656	LOC118466358|XP_035791409.1|AALB	LOC6532993|XP_002093728.1|DYAK
OG0006657	LOC118466989|XP_035792800.1|AALB	LOC6530756|XP_002091646.1|DYAK
OG0006658	LOC118463165|XP_035785445.1|AALB	LOC6532897|XP_002093633.1|DYAK
OG0006659	LOC118463166|XP_035785448.1|AALB	LOC6532893|XP_002093629.1|DYAK
OG0006660	LOC118465471|XP_035789659.1|AALB	LOC6533162|XP_002093888.2|DYAK
OG0006661	LOC118463074|XP_035785226.1|AALB	LOC6533177|XP_002093903.1|DYAK
OG0006662	LOC118468551|XP_035795339.1|AALB	LOC6526390|XP_002087509.1|DYAK
OG0006663	LOC118467698|XP_035794373.1|AALB	LOC6533224|XP_002093950.1|DYAK
OG0006664	LOC118464255|XP_035787384.1|AALB	LOC6537752|XP_002098293.1|DYAK
OG0006665	LOC118464252|XP_035787380.1|AALB	LOC6532232|XP_002093005.1|DYAK
OG0006666	LOC118465407|XP_035789522.1|AALB	LOC6530767|XP_002091655.1|DYAK
OG0006667	LOC118463786|XP_035786511.1|AALB	LOC6534738|XP_002095413.2|DYAK
OG0006668	LOC118462844|XP_035784795.1|AALB	LOC6528517|XP_002089563.1|DYAK
OG0006669	LOC118462836|XP_035784785.1|AALB	LOC6533268|XP_002093994.2|DYAK
OG0006670	LOC118462853|XP_035784803.1|AALB	LOC6533272|XP_002093998.1|DYAK
OG0006671	LOC118462834|XP_035784778.1|AALB	LOC6533273|XP_015049884.1|DYAK
OG0006672	LOC118462831|XP_035784763.1|AALB	LOC6532697|XP_002093439.1|DYAK
OG0006673	LOC118462852|XP_035784801.1|AALB	LOC6533037|XP_002093772.1|DYAK
OG0006674	LOC118462816|XP_035784729.1|AALB	LOC6532303|XP_002093063.1|DYAK
OG0006675	LOC118467766|XP_035794487.1|AALB	LOC6532909|XP_002093645.1|DYAK
OG0006676	LOC118467460|XP_035793864.1|AALB	LOC6533073|XP_002093805.1|DYAK
OG0006677	LOC118467456|XP_035793855.1|AALB	LOC6532728|XP_002093470.2|DYAK
OG0006678	LOC118464195|XP_035787247.1|AALB	LOC6534749|XP_002095424.1|DYAK
OG0006679	LOC118463889|XP_035786713.1|AALB	LOC26535332|XP_015050052.1|DYAK
OG0006680	LOC118465444|XP_035789587.1|AALB	LOC6537977|XP_002098514.1|DYAK
OG0006681	LOC118465751|XP_035790115.1|AALB	LOC6533275|XP_002094001.2|DYAK
OG0006682	LOC118466727|XP_035792292.1|AALB	LOC6533106|XP_002093832.1|DYAK
OG0006683	LOC118466730|XP_035792306.1|AALB	LOC6533107|XP_002093833.1|DYAK
OG0006684	LOC118466726|XP_035792291.1|AALB	LOC6532729|XP_002093471.1|DYAK
OG0006685	LOC118466482|XP_035791756.1|AALB	LOC6528814|XP_002089846.1|DYAK
OG0006686	LOC118462983|XP_035785074.1|AALB	LOC6533241|XP_002093967.1|DYAK
OG0006687	LOC118467763|XP_035794485.1|AALB	LOC6525832|XP_002101652.2|DYAK
OG0006689	LOC118465786|XP_035790213.1|AALB	LOC6532424|XP_002093171.2|DYAK
OG0006690	LOC118465324|XP_035789354.1|AALB	LOC6536683|XP_002097256.1|DYAK
OG0006691	LOC118462994|XP_035785113.1|AALB	LOC26535253|XP_015050288.1|DYAK
OG0006692	LOC118467111|XP_035793064.1|AALB	LOC6532413|XP_002093164.1|DYAK
OG0006693	LOC118467106|XP_035793058.1|AALB	LOC6533445|XP_002094156.1|DYAK
OG0006694	LOC118463188|XP_035785508.1|AALB	LOC6524430|XP_002100288.3|DYAK
OG0006695	LOC118466549|XP_035791955.1|AALB	LOC6532716|XP_002093458.1|DYAK
OG0006696	LOC118466545|XP_035791952.1|AALB	LOC26535804|XP_039226190.1|DYAK
OG0006697	LOC118465337|XP_035789379.1|AALB	LOC6532563|XP_015049429.1|DYAK
OG0006698	LOC118465345|XP_035789394.1|AALB	LOC6534438|XP_002095115.1|DYAK
OG0006699	LOC118462859|XP_035784809.1|AALB	LOC6533430|XP_002094147.2|DYAK
OG0006700	LOC118462861|XP_035784811.1|AALB	LOC6532594|XP_002093338.1|DYAK
OG0006701	LOC118465528|XP_035789747.1|AALB	LOC6529381|XP_002090386.1|DYAK
OG0006702	LOC118463690|XP_035786358.1|AALB	LOC6532213|XP_002092986.1|DYAK
OG0006703	LOC118467476|XP_035793909.1|AALB	LOC6534402|XP_002095080.1|DYAK
OG0006704	LOC118467483|XP_035793918.1|AALB	LOC6534401|XP_002095079.1|DYAK
OG0006705	LOC118464094|XP_035787052.1|AALB	LOC6528686|XP_002089728.1|DYAK
OG0006706	LOC118464095|XP_035787056.1|AALB	LOC6532119|XP_002092895.1|DYAK
OG0006707	LOC118463244|XP_035785604.1|AALB	LOC6531877|XP_002092664.1|DYAK
OG0006708	LOC118463257|XP_035785619.1|AALB	LOC6525167|XP_039227745.1|DYAK
OG0006709	LOC118466478|XP_035791753.1|AALB	LOC6524513|XP_002100370.1|DYAK
OG0006710	LOC118464514|XP_035787844.1|AALB	LOC6533212|XP_039230430.1|DYAK
OG0006711	LOC118466590|XP_035792042.1|AALB	LOC6533213|XP_002093939.3|DYAK
OG0006712	LOC118466758|XP_035792351.1|AALB	LOC6533497|XP_039230345.1|DYAK
OG0006713	LOC118462683|XP_035784485.1|AALB	LOC6533627|XP_002094334.1|DYAK
OG0006714	LOC118462681|XP_035784483.1|AALB	LOC6533628|XP_039230270.1|DYAK
OG0006715	LOC118463024|XP_035785159.1|AALB	LOC6533217|XP_002093943.2|DYAK
OG0006716	LOC118463022|XP_035785152.1|AALB	LOC6526663|XP_002087771.1|DYAK
OG0006717	LOC118463034|XP_035785170.1|AALB	LOC6533895|XP_002094595.1|DYAK
OG0006718	LOC118463041|XP_035785178.1|AALB	LOC6533896|XP_002094596.1|DYAK
OG0006719	LOC118464112|XP_035787093.1|AALB	LOC6534382|XP_002095060.2|DYAK
OG0006720	LOC118467475|XP_035793908.1|AALB	LOC6534235|XP_039230291.1|DYAK
OG0006721	LOC118466276|XP_035791246.1|AALB	LOC6533887|XP_039229831.1|DYAK
OG0006722	LOC118464280|XP_035787448.1|AALB	LOC6535051|XP_002095715.1|DYAK
OG0006723	LOC118467714|XP_035794407.1|AALB	LOC6526997|XP_002088093.1|DYAK
OG0006724	LOC118464908|XP_035788565.1|AALB	LOC6538654|XP_002099174.1|DYAK
OG0006725	LOC118465533|XP_035789752.1|AALB	LOC6538658|XP_002099178.1|DYAK
OG0006726	LOC118465535|XP_035789754.1|AALB	LOC6537318|XP_002097875.1|DYAK
OG0006727	LOC118465531|XP_035789749.1|AALB	LOC6538659|XP_002099179.1|DYAK
OG0006728	LOC118467241|XP_035793401.1|AALB	LOC6536318|XP_002096902.1|DYAK
OG0006729	LOC118465720|XP_035790056.1|AALB	LOC6529370|XP_015052176.1|DYAK
OG0006730	LOC118467118|XP_035793076.1|AALB	LOC6529371|XP_002090376.1|DYAK
OG0006731	LOC118464100|XP_035787064.1|AALB	LOC6527005|XP_002088101.1|DYAK
OG0006732	LOC118463266|XP_035785629.1|AALB	LOC6533411|XP_002094129.2|DYAK
OG0006733	LOC118465791|XP_035790220.1|AALB	LOC6534644|XP_039230081.1|DYAK
OG0006734	LOC118463213|XP_035785548.1|AALB	LOC6533251|XP_002093977.1|DYAK
OG0006735	LOC118463208|XP_035785544.1|AALB	LOC6532762|XP_039229420.1|DYAK
OG0006736	LOC118465246|XP_035789160.1|AALB	LOC6533035|XP_002093770.1|DYAK
OG0006737	LOC118464072|XP_035787016.1|AALB	LOC6534307|XP_002094988.1|DYAK
OG0006738	LOC118464070|XP_035787012.1|AALB	LOC6529897|XP_002090854.1|DYAK
OG0006739	LOC118466287|XP_035791266.1|AALB	LOC6533092|XP_002093823.1|DYAK
OG0006740	LOC118466288|XP_035791267.1|AALB	LOC6533400|XP_002094118.1|DYAK
OG0006741	LOC118467077|XP_035793006.1|AALB	LOC6533399|XP_002094117.1|DYAK
OG0006742	LOC118467344|XP_035793618.1|AALB	LOC6537132|XP_002097693.1|DYAK
OG0006743	LOC118464465|XP_035787761.1|AALB	LOC6526289|XP_002087411.2|DYAK
OG0006744	LOC118463493|XP_035785977.1|AALB	LOC6533548|XP_002094258.1|DYAK
OG0006745	LOC118467172|XP_035793244.1|AALB	LOC6537054|XP_002097619.1|DYAK
OG0006746	LOC118463067|XP_035785217.1|AALB	LOC6532699|XP_002093441.1|DYAK
OG0006747	LOC118463215|XP_035785551.1|AALB	LOC26534889|XP_015049994.1|DYAK
OG0006748	LOC118463884|XP_035786700.1|AALB	LOC6523842|XP_002099715.3|DYAK
OG0006749	LOC118466223|XP_035791147.1|AALB	LOC6532439|XP_002093186.1|DYAK
OG0006750	LOC118466153|XP_035791021.1|AALB	LOC6523984|XP_002099856.1|DYAK
OG0006752	LOC118465011|XP_035788754.1|AALB	LOC6532880|XP_002093616.2|DYAK
OG0006753	LOC118465865|XP_035790390.1|AALB	LOC6532882|XP_002093618.2|DYAK
OG0006754	LOC118463544|XP_035786059.1|AALB	LOC6532192|XP_002092966.1|DYAK
OG0006755	LOC118466431|XP_035791620.1|AALB	LOC6532253|XP_002093025.1|DYAK
OG0006756	LOC118463275|XP_035785644.1|AALB	LOC6533154|XP_002093880.1|DYAK
OG0006757	LOC118465396|XP_035789488.1|AALB	LOC6533153|XP_002093879.1|DYAK
OG0006758	LOC118462963|XP_035785017.1|AALB	LOC6533487|XP_002094198.1|DYAK
OG0006759	LOC118462962|XP_035785011.1|AALB	LOC6533488|XP_002094199.1|DYAK
OG0006760	LOC118467814|XP_035794584.1|AALB	LOC6534701|XP_039229690.1|DYAK
OG0006761	LOC118466515|XP_035791901.1|AALB	LOC6537533|XP_002098079.1|DYAK
OG0006762	LOC118464838|XP_035788411.1|AALB	LOC6526154|XP_015046654.1|DYAK
OG0006763	LOC118463395|XP_035785833.1|AALB	LOC6531076|XP_002091910.1|DYAK
OG0006764	LOC118463392|XP_035785829.1|AALB	LOC6530334|XP_002091261.1|DYAK
OG0006765	LOC118463394|XP_035785832.1|AALB	LOC6531078|XP_002091912.1|DYAK
OG0006766	LOC118463960|XP_035786837.1|AALB	LOC6532391|XP_002093142.1|DYAK
OG0006767	LOC118466077|XP_035790854.1|AALB	LOC6534683|XP_002095358.3|DYAK
OG0006768	LOC118466076|XP_035790847.1|AALB	LOC6539394|XP_002086289.2|DYAK
OG0006769	LOC118465113|XP_035788953.1|AALB	LOC6534686|XP_002095361.1|DYAK
OG0006770	LOC118464600|XP_035787937.1|AALB	LOC6533119|XP_002093845.1|DYAK
OG0006771	LOC118464274|XP_035787430.1|AALB	LOC6525137|XP_039232758.1|DYAK
OG0006772	LOC118467082|XP_035793014.1|AALB	LOC6528476|XP_002089522.3|DYAK
OG0006773	LOC118465958|XP_035790591.1|AALB	LOC6533421|XP_002094139.1|DYAK
OG0006774	LOC118462884|XP_035784851.1|AALB	LOC6534915|XP_002095586.2|DYAK
OG0006775	LOC118467504|XP_035793948.1|AALB	LOC6534367|XP_002095045.1|DYAK
OG0006776	LOC118467505|XP_035793949.1|AALB	LOC6532884|XP_002093620.1|DYAK
OG0006777	LOC118467512|XP_035793956.1|AALB	LOC6534365|XP_002095043.1|DYAK
OG0006778	LOC118467507|XP_035793952.1|AALB	LOC6533522|XP_002094232.1|DYAK
OG0006779	LOC118462600|XP_035784318.1|AALB	LOC6532379|XP_002093130.1|DYAK
OG0006780	LOC118462599|XP_035784317.1|AALB	LOC6533336|XP_002094062.1|DYAK
OG0006781	LOC118464963|XP_035788661.1|AALB	LOC6533049|XP_002093783.1|DYAK
OG0006782	LOC118464972|XP_035788699.1|AALB	LOC6532406|XP_015049334.1|DYAK
OG0006783	LOC118467430|XP_035793813.1|AALB	LOC6531525|XP_039228024.1|DYAK
OG0006784	LOC118464966|XP_035788667.1|AALB	LOC6532957|XP_015049728.1|DYAK
OG0006785	LOC118464969|XP_035788693.1|AALB	LOC6531597|XP_002092394.1|DYAK
OG0006786	LOC118465325|XP_035789362.1|AALB	LOC6531061|XP_002091895.1|DYAK
OG0006788	LOC118463431|XP_035785892.1|AALB	LOC6533759|XP_002094463.1|DYAK
OG0006789	LOC118463295|XP_035785673.1|AALB	LOC6525590|XP_002101425.2|DYAK
OG0006790	LOC118463297|XP_035785676.1|AALB	LOC120320868|XP_039227765.1|DYAK
OG0006791	LOC118463250|XP_035785612.1|AALB	LOC6533863|XP_039229921.1|DYAK
OG0006792	LOC118467604|XP_035794193.1|AALB	LOC6532522|XP_015049413.1|DYAK
OG0006793	LOC118467597|XP_035794172.1|AALB	LOC6532517|XP_002093263.1|DYAK
OG0006794	LOC118467610|XP_035794205.1|AALB	LOC6528320|XP_002089373.1|DYAK
OG0006795	LOC118464793|XP_035788318.1|AALB	LOC6532891|XP_002093627.1|DYAK
OG0006796	LOC118464685|XP_035788100.1|AALB	LOC6534626|XP_002095301.1|DYAK
OG0006797	LOC118464684|XP_035788099.1|AALB	LOC6527995|XP_002089062.1|DYAK
OG0006798	LOC118464540|XP_035787870.1|AALB	LOC6532658|XP_002093402.1|DYAK
OG0006799	LOC118467075|XP_035793003.1|AALB	LOC6532553|XP_002093298.1|DYAK
OG0006800	LOC118467001|XP_035792819.1|AALB	LOC6534053|XP_002094739.2|DYAK
OG0006801	LOC118466071|XP_035790828.1|AALB	LOC6525901|XP_002101721.1|DYAK
OG0006802	LOC118463990|XP_035786907.1|AALB	LOC6531550|XP_002092348.1|DYAK
OG0006803	LOC118467528|XP_035793987.1|AALB	LOC6529331|XP_002090336.1|DYAK
OG0006804	LOC118463428|XP_035785887.1|AALB	LOC6532509|XP_015049406.1|DYAK
OG0006805	LOC118463417|XP_035785864.1|AALB	LOC6530064|XP_002091010.2|DYAK
OG0006806	LOC118464486|XP_035787800.1|AALB	LOC6539479|XP_002086368.1|DYAK
OG0006807	LOC118467587|XP_035794130.1|AALB	LOC6534929|XP_002095600.3|DYAK
OG0006808	LOC118463409|XP_035785853.1|AALB	LOC6528751|XP_002089786.1|DYAK
OG0006809	LOC118462604|XP_035784327.1|AALB	LOC6532823|XP_002093560.1|DYAK
OG0006810	LOC118462601|XP_035784319.1|AALB	LOC6539631|XP_002086513.3|DYAK
OG0006811	LOC118464899|XP_035788552.1|AALB	LOC6538389|XP_002098913.2|DYAK
OG0006812	LOC118463271|XP_035785637.1|AALB	LOC6532737|XP_002093479.1|DYAK
OG0006813	LOC118466486|XP_035791777.1|AALB	LOC6535566|XP_002096195.3|DYAK
OG0006814	LOC118466269|XP_035791229.1|AALB	LOC6533851|XP_002094551.1|DYAK
OG0006815	LOC118462654|XP_035784421.1|AALB	LOC6532824|XP_002093561.1|DYAK
OG0006816	LOC118467794|XP_035794561.1|AALB	LOC6532825|XP_002093562.1|DYAK
OG0006817	LOC118465087|XP_035788883.1|AALB	LOC6532502|XP_002093248.1|DYAK
OG0006818	LOC118464809|XP_035788364.1|AALB	LOC6532293|XP_039230428.1|DYAK
OG0006820	LOC118463312|XP_035785689.1|AALB	LOC6539701|XP_002086583.1|DYAK
OG0006821	LOC118465868|XP_035790395.1|AALB	LOC6527245|XP_002088339.1|DYAK
OG0006823	LOC118466214|XP_035791131.1|AALB	LOC6534406|XP_002095084.1|DYAK
OG0006824	LOC118466221|XP_035791143.1|AALB	LOC6533057|XP_002093789.1|DYAK
OG0006825	LOC118467774|XP_035794499.1|AALB	LOC6533967|XP_002094665.1|DYAK
OG0006826	LOC118466723|XP_035792283.1|AALB	LOC6534423|XP_015050631.1|DYAK
OG0006827	LOC118465610|XP_035789879.1|AALB	LOC6536077|XP_015047557.2|DYAK
OG0006828	LOC118463933|XP_035786787.1|AALB	LOC6527989|XP_002089056.1|DYAK
OG0006829	LOC118462924|XP_035784925.1|AALB	LOC6533125|XP_002093851.1|DYAK
OG0006830	LOC118462915|XP_035784913.1|AALB	LOC6532443|XP_002093190.1|DYAK
OG0006831	LOC118464310|XP_035787494.1|AALB	LOC6532717|XP_002093459.1|DYAK
OG0006832	LOC118462823|XP_035784738.1|AALB	LOC6532677|XP_015049520.1|DYAK
OG0006833	LOC118467066|XP_035792986.1|AALB	LOC6534655|XP_039230448.1|DYAK
OG0006834	LOC118466279|XP_035791249.1|AALB	LOC6537691|XP_002098236.1|DYAK
OG0006835	LOC118466272|XP_035791238.1|AALB	LOC6533406|XP_002094124.1|DYAK
OG0006836	LOC118465726|XP_035790066.1|AALB	LOC6533463|XP_002094174.1|DYAK
OG0006837	LOC118466125|XP_035790967.1|AALB	LOC6532945|XP_002093680.1|DYAK
OG0006838	LOC118464008|XP_035786949.1|AALB	LOC6533557|XP_002094267.1|DYAK
OG0006839	LOC118467071|XP_035792997.1|AALB	LOC6532941|XP_002093676.1|DYAK
OG0006840	LOC118466445|XP_035791656.1|AALB	LOC6527080|XP_039226185.1|DYAK
OG0006841	LOC118465446|XP_035789593.1|AALB	LOC6532967|XP_002093702.2|DYAK
OG0006842	LOC118466341|XP_035791365.1|AALB	LOC6532837|XP_002093574.1|DYAK
OG0006843	LOC118464854|XP_035788455.1|AALB	LOC120321481|XP_039229973.1|DYAK
OG0006844	LOC118464852|XP_035788454.1|AALB	LOC6536510|XP_002097087.1|DYAK
OG0006845	LOC118465653|XP_035789960.1|AALB	LOC6534375|XP_002095053.1|DYAK
OG0006846	LOC118465651|XP_035789958.1|AALB	LOC6533230|XP_015049855.1|DYAK
OG0006847	LOC118464521|XP_035787851.1|AALB	LOC6533233|XP_002093959.2|DYAK
OG0006848	LOC118466139|XP_035790984.1|AALB	LOC6530630|XP_002091543.2|DYAK
OG0006849	LOC118463941|XP_035786802.1|AALB	LOC6532688|XP_002093432.1|DYAK
OG0006850	LOC118464135|XP_035787127.1|AALB	LOC6532687|XP_002093431.2|DYAK
OG0006851	LOC118464134|XP_035787125.1|AALB	LOC6532684|XP_015049530.1|DYAK
OG0006852	LOC118466355|XP_035791394.1|AALB	LOC6528918|XP_002089950.1|DYAK
OG0006853	LOC118467699|XP_035794376.1|AALB	LOC6532745|XP_015049587.1|DYAK
OG0006854	LOC118467799|XP_035794565.1|AALB	LOC6528832|XP_002089864.1|DYAK
OG0006855	LOC118467913|XP_035794741.1|AALB	LOC6533904|XP_002094604.1|DYAK
OG0006856	LOC118467915|XP_035794743.1|AALB	LOC6531082|XP_039228051.1|DYAK
OG0006857	LOC118466204|XP_035791114.1|AALB	LOC6529094|XP_002090107.2|DYAK
OG0006858	LOC118462781|XP_035784649.1|AALB	LOC6533375|XP_002094100.1|DYAK
OG0006859	LOC118464440|XP_035787708.1|AALB	LOC6528481|XP_002089527.1|DYAK
OG0006860	LOC118465746|XP_035790108.1|AALB	LOC6529373|XP_002090378.1|DYAK
OG0006861	LOC118463270|XP_035785636.1|AALB	LOC6530057|XP_039229173.1|DYAK
OG0006862	LOC118465803|XP_035790263.1|AALB	LOC6532630|XP_002093374.1|DYAK
