Orthogroup	AALB.longest_only	DMEL.longest_only
OG0006586	LOC118461006|XP_035781742.1|AALB	CG15525|NP_651757.1|DMEL
OG0006587	LOC118461218|XP_035782185.1|AALB	Sas-6|NP_651756.1|DMEL
OG0006588	LOC118457659|XP_035775297.1|AALB	Abd-B|NP_524896.2|DMEL
OG0006589	LOC118460355|XP_035780490.1|AALB	Scr|NP_001368995.1|DMEL
OG0006590	LOC118457612|XP_035775218.1|AALB	Dfd|NP_477201.1|DMEL
OG0006591	LOC118465940|XP_035790547.1|AALB	chb|NP_524651.2|DMEL
OG0006592	LOC118465951|XP_035790572.1|AALB	CG11722|NP_649970.1|DMEL
OG0006593	LOC118465946|XP_035790566.1|AALB	CG3909|NP_649969.1|DMEL
OG0006594	LOC118466120|XP_035790959.1|AALB	CG3408|NP_648328.1|DMEL
OG0006595	LOC118467974|XP_035794855.1|AALB	Asph|NP_001261020.1|DMEL
OG0006596	LOC118465402|XP_035789506.1|AALB	sano|NP_001286595.1|DMEL
OG0006597	LOC118463554|XP_035786069.1|AALB	dos|NP_523890.2|DMEL
OG0006598	LOC118464476|XP_035787780.1|AALB	CG31717|NP_723543.1|DMEL
OG0006599	LOC118463899|XP_035786724.1|AALB	CG6310|NP_648429.2|DMEL
OG0006600	LOC118465400|XP_035789493.1|AALB	lqf|NP_729266.2|DMEL
OG0006601	LOC118463329|XP_035785719.1|AALB	ND-SGDH|NP_652042.1|DMEL
OG0006602	LOC118463330|XP_035785720.1|AALB	Atg12|NP_648551.3|DMEL
OG0006603	LOC118463315|XP_035785693.1|AALB	CG5645|NP_648550.1|DMEL
OG0006604	LOC118463321|XP_035785705.1|AALB	CG5895|NP_648828.3|DMEL
OG0006605	LOC118465540|XP_035789760.1|AALB	CG4660|NP_572293.1|DMEL
OG0006606	LOC118464905|XP_035788560.1|AALB	ndl|NP_523947.2|DMEL
OG0006607	LOC118462493|XP_035784099.1|AALB	tna|NP_001368945.1|DMEL
OG0006608	LOC118462501|XP_035784113.1|AALB	CG1161|NP_649528.2|DMEL
OG0006609	LOC118465719|XP_035790053.1|AALB	Atg13|NP_649796.1|DMEL
OG0006610	LOC118465714|XP_035790038.1|AALB	Taf4|NP_001137958.1|DMEL
OG0006611	LOC118464869|XP_035788484.1|AALB	CG13937|NP_728689.2|DMEL
OG0006612	LOC118464872|XP_035788499.1|AALB	Aprt|NP_476637.1|DMEL
OG0006613	LOC118464871|XP_035788490.1|AALB	Tmhs|NP_647674.1|DMEL
OG0006614	LOC118464867|XP_035788482.1|AALB	dsb|NP_001097477.1|DMEL
OG0006615	LOC118463697|XP_035786373.1|AALB	CG5687|NP_647678.3|DMEL
OG0006616	LOC118466391|XP_035791521.1|AALB	dally|NP_523983.1|DMEL
OG0006617	LOC118466397|XP_035791542.1|AALB	Ndfip|NP_730291.1|DMEL
OG0006618	LOC118466085|XP_035790877.1|AALB	I-2|NP_001097564.1|DMEL
OG0006619	LOC118463223|XP_035785564.1|AALB	CG2034|NP_647704.1|DMEL
OG0006620	LOC118464829|XP_035788397.1|AALB	ecd|NP_647707.1|DMEL
OG0006621	LOC118464840|XP_035788420.1|AALB	CG14830|NP_648095.2|DMEL
OG0006622	LOC118465835|XP_035790322.1|AALB	Sf3b3|NP_728546.1|DMEL
OG0006623	LOC118458067|XP_035776110.1|AALB	emc|NP_523876.2|DMEL
OG0006624	LOC118463316|XP_035785694.1|AALB	Tdc2|NP_724489.1|DMEL
OG0006625	LOC118463326|XP_035785713.1|AALB	Rpp25|NP_724490.1|DMEL
OG0006626	LOC118463650|XP_035786287.1|AALB	CG7791|NP_610183.1|DMEL
OG0006627	LOC118463649|XP_035786285.1|AALB	Cul4|NP_610352.2|DMEL
OG0006628	LOC118465096|XP_035788906.1|AALB	Asap|NP_001014504.1|DMEL
OG0006629	LOC118466117|XP_035790947.1|AALB	CG9346|NP_611535.1|DMEL
OG0006630	LOC118463831|XP_035786612.1|AALB	CG13203|NP_610680.2|DMEL
OG0006631	LOC118464322|XP_035787513.1|AALB	Srp9|NP_648163.1|DMEL
OG0006632	LOC118466688|XP_035792210.1|AALB	ClC-b|NP_610798.1|DMEL
OG0006633	LOC118466697|XP_035792220.1|AALB	CG13920|NP_647639.1|DMEL
OG0006634	LOC118466693|XP_035792216.1|AALB	CG3862|NP_608550.1|DMEL
OG0006635	LOC118466698|XP_035792223.1|AALB	mRpL48|NP_608613.1|DMEL
OG0006636	LOC118463163|XP_035785442.1|AALB	ND-B18|NP_572993.1|DMEL
OG0006637	LOC118463152|XP_035785426.1|AALB	CG8270|NP_648047.2|DMEL
OG0006638	LOC118465114|XP_035788954.1|AALB	Cog6|NP_724783.1|DMEL
OG0006639	LOC118466651|XP_035792124.1|AALB	Pkn|NP_001097237.1|DMEL
OG0006640	LOC118467715|XP_035794409.1|AALB	CG2906|NP_001097225.1|DMEL
OG0006641	LOC118466606|XP_035792086.1|AALB	Mef2|NP_001260842.1|DMEL
OG0006642	LOC118463799|XP_035786558.1|AALB	nahoda|NP_523815.2|DMEL
OG0006643	LOC118465207|XP_035789088.1|AALB	HSPC300|NP_726400.1|DMEL
OG0006644	LOC118459570|XP_035778972.1|AALB	CG7600|NP_648453.1|DMEL
OG0006645	LOC118462977|XP_035785057.1|AALB	cyst|NP_001260588.1|DMEL
OG0006646	LOC118462992|XP_035785105.1|AALB	Zip48C|NP_610712.1|DMEL
OG0006647	LOC118465296|XP_035789262.1|AALB	CG15080|NP_611374.1|DMEL
OG0006648	LOC118464410|XP_035787661.1|AALB	CNMa|NP_647669.2|DMEL
OG0006649	LOC118467053|XP_035792947.1|AALB	CG34045|NP_001033961.2|DMEL
OG0006650	LOC118466107|XP_035790919.1|AALB	Epac|NP_001097202.2|DMEL
OG0006651	LOC118464656|XP_035788028.1|AALB	skd|NP_730591.2|DMEL
OG0006652	LOC118464664|XP_035788068.1|AALB	CG32075|NP_648428.1|DMEL
OG0006653	LOC118466088|XP_035790879.1|AALB	Spn|NP_001246578.1|DMEL
OG0006654	LOC118467468|XP_035793890.1|AALB	Rev1|NP_612047.1|DMEL
OG0006655	LOC118467144|XP_035793166.1|AALB	gry|NP_647785.3|DMEL
OG0006656	LOC118466358|XP_035791409.1|AALB	Src64B|NP_001286937.1|DMEL
OG0006657	LOC118466989|XP_035792800.1|AALB	galla-1|NP_611509.1|DMEL
OG0006658	LOC118463165|XP_035785445.1|AALB	dib|NP_524810.2|DMEL
OG0006659	LOC118463166|XP_035785448.1|AALB	CG1136|NP_647853.1|DMEL
OG0006660	LOC118465471|XP_035789659.1|AALB	l_3_mbn|NP_729143.2|DMEL
OG0006661	LOC118463074|XP_035785226.1|AALB	fmt|NP_001261470.1|DMEL
OG0006662	LOC118468551|XP_035795339.1|AALB	Vps29|NP_608575.1|DMEL
OG0006663	LOC118467698|XP_035794373.1|AALB	ple|NP_476898.1|DMEL
OG0006664	LOC118464255|XP_035787384.1|AALB	AP-2mu|NP_732744.1|DMEL
OG0006665	LOC118464252|XP_035787380.1|AALB	CG1233|NP_612034.1|DMEL
OG0006666	LOC118465407|XP_035789522.1|AALB	CG33786|NP_001027444.1|DMEL
OG0006667	LOC118463786|XP_035786511.1|AALB	CG3634|NP_649260.1|DMEL
OG0006668	LOC118462844|XP_035784795.1|AALB	Hey|NP_523657.1|DMEL
OG0006669	LOC118462836|XP_035784785.1|AALB	BBS1|NP_648080.1|DMEL
OG0006670	LOC118462853|XP_035784803.1|AALB	Acbp2|NP_729218.1|DMEL
OG0006671	LOC118462834|XP_035784778.1|AALB	melt|NP_523953.2|DMEL
OG0006672	LOC118462831|XP_035784763.1|AALB	rhea|NP_648238.1|DMEL
OG0006673	LOC118462852|XP_035784801.1|AALB	Prpk|NP_647948.1|DMEL
OG0006674	LOC118462816|XP_035784729.1|AALB	CG12038|NP_995949.1|DMEL
OG0006675	LOC118467766|XP_035794487.1|AALB	RfC4|NP_523915.1|DMEL
OG0006676	LOC118467460|XP_035793864.1|AALB	bc10|NP_647972.1|DMEL
OG0006677	LOC118467456|XP_035793855.1|AALB	Culd|NP_729364.1|DMEL
OG0006678	LOC118464195|XP_035787247.1|AALB	CG4186|NP_652281.1|DMEL
OG0006679	LOC118463889|XP_035786713.1|AALB	Snup|NP_001137877.1|DMEL
OG0006680	LOC118465444|XP_035789587.1|AALB	CG31036|NP_733329.1|DMEL
OG0006681	LOC118465751|XP_035790115.1|AALB	corn|NP_729220.2|DMEL
OG0006682	LOC118466727|XP_035792292.1|AALB	Bre1|NP_647989.2|DMEL
OG0006683	LOC118466730|XP_035792306.1|AALB	Tektin-C|NP_523940.2|DMEL
OG0006684	LOC118466726|XP_035792291.1|AALB	GAPcenA|NP_001097549.1|DMEL
OG0006685	LOC118466482|XP_035791756.1|AALB	Lsm11|NP_610522.1|DMEL
OG0006686	LOC118462983|XP_035785074.1|AALB	tow|NP_001261489.1|DMEL
OG0006687	LOC118467763|XP_035794485.1|AALB	Cyp308a1|NP_573320.1|DMEL
OG0006689	LOC118465786|XP_035790213.1|AALB	RabX5|NP_647644.2|DMEL
OG0006690	LOC118465324|XP_035789354.1|AALB	CG18622|NP_650579.1|DMEL
OG0006691	LOC118462994|XP_035785113.1|AALB	CG32099|NP_729788.1|DMEL
OG0006692	LOC118467111|XP_035793064.1|AALB	Vta1|NP_647640.1|DMEL
OG0006693	LOC118467106|XP_035793058.1|AALB	Jafrac2|NP_525002.1|DMEL
OG0006694	LOC118463188|XP_035785508.1|AALB	Vinc|NP_476820.1|DMEL
OG0006695	LOC118466549|XP_035791955.1|AALB	CG32354|NP_729380.1|DMEL
OG0006696	LOC118466545|XP_035791952.1|AALB	tctn|NP_608998.2|DMEL
OG0006697	LOC118465337|XP_035789379.1|AALB	CG3529|NP_648315.1|DMEL
OG0006698	LOC118465345|XP_035789394.1|AALB	Syx8|NP_524113.1|DMEL
OG0006699	LOC118462859|XP_035784809.1|AALB	Cht7|NP_647768.3|DMEL
OG0006700	LOC118462861|XP_035784811.1|AALB	CG32040|NP_729470.1|DMEL
OG0006701	LOC118465528|XP_035789747.1|AALB	Elp2|NP_610600.1|DMEL
OG0006702	LOC118463690|XP_035786358.1|AALB	miple1|NP_612022.1|DMEL
OG0006703	LOC118467476|XP_035793909.1|AALB	TSG101|NP_524120.1|DMEL
OG0006704	LOC118467483|XP_035793918.1|AALB	kud|NP_648925.1|DMEL
OG0006705	LOC118464094|XP_035787052.1|AALB	CG13743|NP_610444.2|DMEL
OG0006706	LOC118464095|XP_035787056.1|AALB	Reg-5|NP_477173.1|DMEL
OG0006707	LOC118463244|XP_035785604.1|AALB	Alg3|NP_523829.2|DMEL
OG0006708	LOC118463257|XP_035785619.1|AALB	Pstk|NP_608329.1|DMEL
OG0006709	LOC118466478|XP_035791753.1|AALB	CG1824|NP_572810.1|DMEL
OG0006710	LOC118464514|XP_035787844.1|AALB	MCU|NP_001246647.1|DMEL
OG0006711	LOC118466590|XP_035792042.1|AALB	jv|NP_001246649.1|DMEL
OG0006712	LOC118466758|XP_035792351.1|AALB	msn|NP_524679.3|DMEL
OG0006713	LOC118462683|XP_035784485.1|AALB	galla-2|NP_648416.1|DMEL
OG0006714	LOC118462681|XP_035784483.1|AALB	OXA1L|NP_648417.1|DMEL
OG0006715	LOC118463024|XP_035785159.1|AALB	Rexo5|NP_648050.1|DMEL
OG0006716	LOC118463022|XP_035785152.1|AALB	Sf3b2|NP_608739.1|DMEL
OG0006717	LOC118463034|XP_035785170.1|AALB	CG10646|NP_648581.1|DMEL
OG0006718	LOC118463041|XP_035785178.1|AALB	vih|NP_648582.1|DMEL
OG0006719	LOC118464112|XP_035787093.1|AALB	Cpr73D|NP_001097627.1|DMEL
OG0006720	LOC118467475|XP_035793908.1|AALB	CG13699|NP_649033.1|DMEL
OG0006721	LOC118466276|XP_035791246.1|AALB	CG10616|NP_001246734.1|DMEL
OG0006722	LOC118464280|XP_035787448.1|AALB	CG4998|NP_001036609.1|DMEL
OG0006723	LOC118467714|XP_035794407.1|AALB	snRNP-U1-70K|NP_477205.1|DMEL
OG0006724	LOC118464908|XP_035788565.1|AALB	RabX4|NP_733043.1|DMEL
OG0006725	LOC118465533|XP_035789752.1|AALB	CG34150|NP_001036756.2|DMEL
OG0006726	LOC118465535|XP_035789754.1|AALB	ATPsynE|NP_650356.1|DMEL
OG0006727	LOC118465531|XP_035789749.1|AALB	lili|NP_651290.1|DMEL
OG0006728	LOC118467241|XP_035793401.1|AALB	Ada|NP_649866.1|DMEL
OG0006729	LOC118465720|XP_035790056.1|AALB	CG7220|NP_001097261.1|DMEL
OG0006730	LOC118467118|XP_035793076.1|AALB	CG12338|NP_610603.2|DMEL
OG0006731	LOC118464100|XP_035787064.1|AALB	SA|NP_477268.2|DMEL
OG0006732	LOC118463266|XP_035785629.1|AALB	CG13675|NP_001261563.1|DMEL
OG0006733	LOC118465791|XP_035790220.1|AALB	croc|NP_524202.1|DMEL
OG0006734	LOC118463213|XP_035785548.1|AALB	Galphai|NP_477502.1|DMEL
OG0006735	LOC118463208|XP_035785544.1|AALB	MED24|NP_648185.1|DMEL
OG0006736	LOC118465246|XP_035789160.1|AALB	CG10674|NP_647950.1|DMEL
OG0006737	LOC118464072|XP_035787016.1|AALB	Vps60|NP_648997.1|DMEL
OG0006738	LOC118464070|XP_035787012.1|AALB	Uba3|NP_610913.1|DMEL
OG0006739	LOC118466287|XP_035791266.1|AALB	CG10576|NP_647984.1|DMEL
OG0006740	LOC118466288|XP_035791267.1|AALB	Arp3|NP_523968.1|DMEL
OG0006741	LOC118467077|XP_035793006.1|AALB	Nulp1|NP_648174.3|DMEL
OG0006742	LOC118467344|XP_035793618.1|AALB	CG4576|NP_650495.1|DMEL
OG0006743	LOC118464465|XP_035787761.1|AALB	Pi3K21B|NP_477270.2|DMEL
OG0006744	LOC118463493|XP_035785977.1|AALB	iPLA2-VIA|NP_729565.2|DMEL
OG0006745	LOC118467172|XP_035793244.1|AALB	pad|NP_650534.2|DMEL
OG0006746	LOC118463067|XP_035785217.1|AALB	foi|NP_001261584.1|DMEL
OG0006747	LOC118463215|XP_035785551.1|AALB	RecQ4|NP_652607.1|DMEL
OG0006748	LOC118463884|XP_035786700.1|AALB	Rbf|NP_525036.2|DMEL
OG0006749	LOC118466223|XP_035791147.1|AALB	CG13921|NP_001356973.1|DMEL
OG0006750	LOC118466153|XP_035791021.1|AALB	Tango4|NP_572778.1|DMEL
OG0006752	LOC118465011|XP_035788754.1|AALB	CG14985|NP_647846.2|DMEL
OG0006753	LOC118465865|XP_035790390.1|AALB	FoxL1|NP_523912.1|DMEL
OG0006754	LOC118463544|XP_035786059.1|AALB	mri|NP_612008.1|DMEL
OG0006755	LOC118466431|XP_035791620.1|AALB	CG3402|NP_612045.1|DMEL
OG0006756	LOC118463275|XP_035785644.1|AALB	ssp6|NP_648023.2|DMEL
OG0006757	LOC118465396|XP_035789488.1|AALB	CG6610|NP_648022.1|DMEL
OG0006758	LOC118462963|XP_035785017.1|AALB	CG14949|NP_647734.1|DMEL
OG0006759	LOC118462962|XP_035785011.1|AALB	MEP-1|NP_001137875.1|DMEL
OG0006760	LOC118467814|XP_035794584.1|AALB	ko|NP_524193.2|DMEL
OG0006761	LOC118466515|XP_035791901.1|AALB	Rpn5|NP_649588.1|DMEL
OG0006762	LOC118464838|XP_035788411.1|AALB	CG32521|NP_728397.1|DMEL
OG0006763	LOC118463395|XP_035785833.1|AALB	CG17669|NP_611336.1|DMEL
OG0006764	LOC118463392|XP_035785829.1|AALB	pea|NP_610928.1|DMEL
OG0006765	LOC118463394|XP_035785832.1|AALB	Prp19|NP_523783.1|DMEL
OG0006766	LOC118463960|XP_035786837.1|AALB	CG7879|NP_647626.1|DMEL
OG0006767	LOC118466077|XP_035790854.1|AALB	CG12975|NP_649293.1|DMEL
OG0006768	LOC118466076|XP_035790847.1|AALB	CG10508|NP_001246859.1|DMEL
OG0006769	LOC118465113|XP_035788953.1|AALB	Ilk|NP_525001.2|DMEL
OG0006770	LOC118464600|XP_035787937.1|AALB	CG13287|NP_001261454.1|DMEL
OG0006771	LOC118464274|XP_035787430.1|AALB	COX6B|NP_728294.1|DMEL
OG0006772	LOC118467082|XP_035793014.1|AALB	cn|NP_523651.4|DMEL
OG0006773	LOC118465958|XP_035790591.1|AALB	ND-30|NP_647775.1|DMEL
OG0006774	LOC118462884|XP_035784851.1|AALB	wnd|NP_649137.3|DMEL
OG0006775	LOC118467504|XP_035793948.1|AALB	scaf6|NP_001014589.1|DMEL
OG0006776	LOC118467505|XP_035793949.1|AALB	CG11594|NP_728918.1|DMEL
OG0006777	LOC118467512|XP_035793956.1|AALB	Pop5|NP_648955.1|DMEL
OG0006778	LOC118467507|XP_035793952.1|AALB	yellow-g|NP_523888.1|DMEL
OG0006779	LOC118462600|XP_035784318.1|AALB	CG12084|NP_612112.1|DMEL
OG0006780	LOC118462599|XP_035784317.1|AALB	ltl|NP_729265.1|DMEL
OG0006781	LOC118464963|XP_035788661.1|AALB	lama|NP_729060.2|DMEL
OG0006782	LOC118464972|XP_035788699.1|AALB	metl|NP_647636.3|DMEL
OG0006783	LOC118467430|XP_035793813.1|AALB	Zasp52|NP_001027420.2|DMEL
OG0006784	LOC118464966|XP_035788667.1|AALB	Cip4|NP_001097501.1|DMEL
OG0006785	LOC118464969|XP_035788693.1|AALB	ari-2|NP_477374.1|DMEL
OG0006786	LOC118465325|XP_035789362.1|AALB	CG5493|NP_611348.1|DMEL
OG0006788	LOC118463431|XP_035785892.1|AALB	Pldn|NP_648494.2|DMEL
OG0006789	LOC118463295|XP_035785673.1|AALB	CG4789|NP_573166.1|DMEL
OG0006790	LOC118463297|XP_035785676.1|AALB	HINT1|NP_608711.3|DMEL
OG0006791	LOC118463250|XP_035785612.1|AALB	Tsen54|NP_648559.1|DMEL
OG0006792	LOC118467604|XP_035794193.1|AALB	CG16717|NP_648343.1|DMEL
OG0006793	LOC118467597|XP_035794172.1|AALB	CG6761|NP_648346.1|DMEL
OG0006794	LOC118467610|XP_035794205.1|AALB	CG3420|NP_610234.3|DMEL
OG0006795	LOC118464793|XP_035788318.1|AALB	CG11593|NP_647851.3|DMEL
OG0006796	LOC118464685|XP_035788100.1|AALB	Rpn10|NP_524204.1|DMEL
OG0006797	LOC118464684|XP_035788099.1|AALB	CG4953|NP_609365.3|DMEL
OG0006798	LOC118464540|XP_035787870.1|AALB	CG13310|NP_648257.1|DMEL
OG0006799	LOC118467075|XP_035793003.1|AALB	Jarid2|NP_648324.1|DMEL
OG0006800	LOC118467001|XP_035792819.1|AALB	ssp2|NP_648672.1|DMEL
OG0006801	LOC118466071|XP_035790828.1|AALB	amx|NP_524644.1|DMEL
OG0006802	LOC118463990|XP_035786907.1|AALB	CG8195|NP_611049.1|DMEL
OG0006803	LOC118467528|XP_035793987.1|AALB	BBS4|NP_610636.1|DMEL
OG0006804	LOC118463428|XP_035785887.1|AALB	Naa60|NP_996032.1|DMEL
OG0006805	LOC118463417|XP_035785864.1|AALB	Nup188|NP_001246283.1|DMEL
OG0006806	LOC118464486|XP_035787800.1|AALB	roq|NP_648886.1|DMEL
OG0006807	LOC118467587|XP_035794130.1|AALB	Shal|NP_001097646.1|DMEL
OG0006808	LOC118463409|XP_035785853.1|AALB	Non1|NP_610484.1|DMEL
OG0006809	LOC118462604|XP_035784327.1|AALB	Ids|NP_647814.1|DMEL
OG0006810	LOC118462601|XP_035784319.1|AALB	ClC-c|NP_730105.3|DMEL
OG0006811	LOC118464899|XP_035788552.1|AALB	Pdf|NP_524517.1|DMEL
OG0006812	LOC118463271|XP_035785637.1|AALB	Cpsf6|NP_648206.1|DMEL
OG0006813	LOC118466486|XP_035791777.1|AALB	koko|NP_732338.1|DMEL
OG0006814	LOC118466269|XP_035791229.1|AALB	eIF3l|NP_648553.1|DMEL
OG0006815	LOC118462654|XP_035784421.1|AALB	sty|NP_523902.2|DMEL
OG0006816	LOC118467794|XP_035794561.1|AALB	eIF5B|NP_651974.1|DMEL
OG0006817	LOC118465087|XP_035788883.1|AALB	Oseg2|NP_647700.2|DMEL
OG0006818	LOC118464809|XP_035788364.1|AALB	CG12502|NP_612067.2|DMEL
OG0006820	LOC118463312|XP_035785689.1|AALB	CG9231|NP_649128.1|DMEL
OG0006821	LOC118465868|XP_035790395.1|AALB	Nup160|NP_609493.1|DMEL
OG0006823	LOC118466214|XP_035791131.1|AALB	eIF3e|NP_477385.1|DMEL
OG0006824	LOC118466221|XP_035791143.1|AALB	Pfdn4|NP_647961.1|DMEL
OG0006825	LOC118467774|XP_035794499.1|AALB	CG17672|NP_001036603.1|DMEL
OG0006826	LOC118466723|XP_035792283.1|AALB	Galphaf|NP_524118.1|DMEL
OG0006827	LOC118465610|XP_035789879.1|AALB	CG10055|NP_649703.1|DMEL
OG0006828	LOC118463933|XP_035786787.1|AALB	Ror|NP_476962.1|DMEL
OG0006829	LOC118462924|XP_035784925.1|AALB	QC|NP_729109.1|DMEL
OG0006830	LOC118462915|XP_035784913.1|AALB	CG13933|NP_647658.1|DMEL
OG0006831	LOC118464310|XP_035787494.1|AALB	Exo70|NP_648222.3|DMEL
OG0006832	LOC118462823|XP_035784738.1|AALB	Pex7|NP_001137914.1|DMEL
OG0006833	LOC118467066|XP_035792986.1|AALB	rgn|NP_001246866.1|DMEL
OG0006834	LOC118466279|XP_035791249.1|AALB	Fadd|NP_651006.1|DMEL
OG0006835	LOC118466272|XP_035791238.1|AALB	Cds|NP_524661.1|DMEL
OG0006836	LOC118465726|XP_035790066.1|AALB	spz5|NP_647753.1|DMEL
OG0006837	LOC118466125|XP_035790967.1|AALB	Ctl1|NP_647884.1|DMEL
OG0006838	LOC118464008|XP_035786949.1|AALB	CG6707|NP_648372.1|DMEL
OG0006839	LOC118467071|XP_035792997.1|AALB	CG1309|NP_647880.1|DMEL
OG0006840	LOC118466445|XP_035791656.1|AALB	CG31638|NP_723186.2|DMEL
OG0006841	LOC118465446|XP_035789593.1|AALB	CG15020|NP_647901.1|DMEL
OG0006842	LOC118466341|XP_035791365.1|AALB	dar1|NP_001097493.1|DMEL
OG0006843	LOC118464854|XP_035788455.1|AALB	mRpL16|NP_525041.1|DMEL
OG0006844	LOC118464852|XP_035788454.1|AALB	CG12818|NP_649996.1|DMEL
OG0006845	LOC118465653|XP_035789960.1|AALB	CG6664|NP_648944.1|DMEL
OG0006846	LOC118465651|XP_035789958.1|AALB	Rsph3|NP_648059.1|DMEL
OG0006847	LOC118464521|XP_035787851.1|AALB	vvl|NP_001303384.1|DMEL
OG0006848	LOC118466139|XP_035790984.1|AALB	BBS9|NP_001137727.2|DMEL
OG0006849	LOC118463941|XP_035786802.1|AALB	CG5989|NP_648242.1|DMEL
OG0006850	LOC118464135|XP_035787127.1|AALB	CG6282|NP_001261595.1|DMEL
OG0006851	LOC118464134|XP_035787125.1|AALB	GAPsec|NP_648245.2|DMEL
OG0006852	LOC118466355|XP_035791394.1|AALB	Cyp49a1|NP_610588.2|DMEL
OG0006853	LOC118467699|XP_035794376.1|AALB	CG7201|NP_648200.1|DMEL
OG0006854	LOC118467799|XP_035794565.1|AALB	CG1441|NP_610535.1|DMEL
OG0006855	LOC118467913|XP_035794741.1|AALB	Tsf2|NP_524044.1|DMEL
OG0006856	LOC118467915|XP_035794743.1|AALB	Ttd14|NP_001097366.1|DMEL
OG0006857	LOC118466204|XP_035791114.1|AALB	CG43366|NP_610188.2|DMEL
OG0006858	LOC118462781|XP_035784649.1|AALB	syd|NP_524652.1|DMEL
OG0006859	LOC118464440|XP_035787708.1|AALB	Nop17l|NP_610324.2|DMEL
OG0006860	LOC118465746|XP_035790108.1|AALB	Rab3|NP_001356961.1|DMEL
OG0006861	LOC118463270|XP_035785636.1|AALB	CG42663|NP_001188915.1|DMEL
OG0006862	LOC118465803|XP_035790263.1|AALB	Galk|NP_648276.1|DMEL
OG0006863	LOC118458605|XP_035777174.1|AALB	por|NP_476890.1|DMEL
OG0006864	LOC118467166|XP_035793217.1|AALB	Balat|NP_610823.1|DMEL
OG0006865	LOC118463864|XP_035786667.1|AALB	Dscam3|NP_996226.2|DMEL
OG0006866	LOC118465213|XP_035789098.1|AALB	CG3732|NP_611692.1|DMEL
OG0006867	LOC118465814|XP_035790278.1|AALB	CG6362|NP_611268.1|DMEL
OG0006868	LOC118464015|XP_035786960.1|AALB	fab1|NP_611269.1|DMEL
OG0006869	LOC118463577|XP_035786110.1|AALB	GLaz|NP_523727.2|DMEL
OG0006870	LOC118464392|XP_035787632.1|AALB	stan|NP_001260871.1|DMEL
OG0006871	LOC118464400|XP_035787648.1|AALB	Socs44A|NP_523659.1|DMEL
OG0006872	LOC118464406|XP_035787654.1|AALB	mRpL52|NP_610313.1|DMEL
OG0006873	LOC118466907|XP_035792664.1|AALB	Rgk3|NP_001286670.1|DMEL
OG0006875	LOC118468518|XP_035795250.1|AALB	CG10376|NP_609899.1|DMEL
OG0006876	LOC118461532|XP_035782857.1|AALB	enok|NP_523838.1|DMEL
OG0006877	LOC118461397|XP_035782553.1|AALB	Clp|NP_477156.1|DMEL
OG0006878	LOC118465623|XP_035789914.1|AALB	lid|NP_523486.1|DMEL
OG0006879	LOC118465625|XP_035789920.1|AALB	CG5522|NP_725613.1|DMEL
OG0006880	LOC118460013|XP_035779837.1|AALB	Cyp303a1|NP_652070.1|DMEL
OG0006882	LOC118456923|XP_035773944.1|AALB	Mat1|NP_610605.1|DMEL
OG0006883	LOC118459784|XP_035779393.1|AALB	CG3651|NP_610133.3|DMEL
OG0006884	LOC118468682|XP_035795686.1|AALB	Bem46|NP_477372.1|DMEL
OG0006885	LOC118456534|XP_035773276.1|AALB	Trim9|NP_001188786.1|DMEL
OG0006886	LOC118462576|XP_035784273.1|AALB	Rad60|NP_651134.1|DMEL
OG0006887	LOC118457663|XP_035775308.1|AALB	Rbcn-3B|NP_569960.2|DMEL
OG0006888	LOC118457672|XP_035775321.1|AALB	Ip259|NP_477379.1|DMEL
OG0006889	LOC118457667|XP_035775314.1|AALB	CycK|NP_788082.1|DMEL
OG0006890	LOC118457498|XP_035775027.1|AALB	CG3008|NP_608871.1|DMEL
OG0006891	LOC118457499|XP_035775028.1|AALB	CG18787|NP_652664.2|DMEL, CG18789|NP_723704.1|DMEL
OG0006892	LOC118456172|XP_035772609.1|AALB	ninaA|NP_476656.1|DMEL
OG0006893	LOC118460010|XP_035779829.1|AALB	mRpL10|NP_523440.1|DMEL
OG0006894	LOC118460008|XP_035779823.1|AALB	CG11617|NP_608502.1|DMEL
OG0006895	LOC118456620|XP_035773430.1|AALB	raptor|NP_572294.2|DMEL
OG0006896	LOC118456621|XP_035773431.1|AALB	Tektin-A|NP_523577.1|DMEL
OG0006897	LOC118461878|XP_035783606.1|AALB	CG33298|NP_995666.1|DMEL
OG0006898	LOC118456438|XP_035773091.1|AALB	CG10338|NP_609897.2|DMEL
OG0006899	LOC118457174|XP_035774398.1|AALB	CG15385|NP_608654.1|DMEL
OG0006900	LOC118469040|XP_035796396.1|AALB	RPA3|NP_572737.1|DMEL
OG0006901	LOC118468530|XP_035795301.1|AALB	Stip1|NP_477354.1|DMEL
OG0006902	LOC118469059|XP_035796424.1|AALB	CG3603|NP_570046.1|DMEL
OG0006903	LOC118459159|XP_035778140.1|AALB	CG7568|NP_001263071.1|DMEL
OG0006904	LOC118467839|XP_035794632.1|AALB	CAH1|NP_523561.1|DMEL
OG0006905	LOC118456683|XP_035773561.1|AALB	BicD|NP_001260531.1|DMEL
OG0006906	LOC118457965|XP_035775897.1|AALB	tup|NP_476775.1|DMEL
OG0006907	LOC118458360|XP_035776605.1|AALB	Nhe2|NP_001137851.1|DMEL
OG0006908	LOC118456840|XP_035773829.1|AALB	CIAPIN1|NP_524938.1|DMEL
