Orthogroup	AALB.longest_only	CCAP.longest_only
OG0006780	LOC118462599|XP_035784317.1|AALB	CCAP1982_LOCUS12379|CAD7003956.1|CCAP
OG0006781	LOC118464963|XP_035788661.1|AALB	CCAP1982_LOCUS11281|CAD7002811.1|CCAP
OG0006782	LOC118464972|XP_035788699.1|AALB	CCAP1982_LOCUS10877|CAD7002384.1|CCAP
OG0006783	LOC118467430|XP_035793813.1|AALB	CCAP1982_LOCUS7224|CAD6998659.1|CCAP
OG0006784	LOC118464966|XP_035788667.1|AALB	CCAP1982_LOCUS10883|CAD7002390.1|CCAP
OG0006785	LOC118464969|XP_035788693.1|AALB	CCAP1982_LOCUS7106|CAD6998518.1|CCAP
OG0006786	LOC118465325|XP_035789362.1|AALB	CCAP1982_LOCUS21704|CAD7013662.1|CCAP
OG0006788	LOC118463431|XP_035785892.1|AALB	CCAP1982_LOCUS14016|CAD7005659.1|CCAP
OG0006791	LOC118463250|XP_035785612.1|AALB	CCAP1982_LOCUS10830|CAD7002344.1|CCAP
OG0006792	LOC118467604|XP_035794193.1|AALB	CCAP1982_LOCUS11819|CAD7003360.1|CCAP
OG0006793	LOC118467597|XP_035794172.1|AALB	CCAP1982_LOCUS11825|CAD7003366.1|CCAP
OG0006794	LOC118467610|XP_035794205.1|AALB	CCAP1982_LOCUS22771|CAD7014803.1|CCAP
OG0006795	LOC118464793|XP_035788318.1|AALB	CCAP1982_LOCUS11223|CAD7002749.1|CCAP
OG0006796	LOC118464685|XP_035788100.1|AALB	CCAP1982_LOCUS13876|CAD7005516.1|CCAP
OG0006797	LOC118464684|XP_035788099.1|AALB	CCAP1982_LOCUS23178|CAD7015230.1|CCAP
OG0006798	LOC118464540|XP_035787870.1|AALB	CCAP1982_LOCUS11086|CAD7002600.1|CCAP
OG0006799	LOC118467075|XP_035793003.1|AALB	CCAP1982_LOCUS11439|CAD7002976.1|CCAP
OG0006800	LOC118467001|XP_035792819.1|AALB	CCAP1982_LOCUS14319|CAD7005982.1|CCAP
OG0006802	LOC118463990|XP_035786907.1|AALB	CCAP1982_LOCUS22732|CAD7014758.1|CCAP
OG0006803	LOC118467528|XP_035793987.1|AALB	CCAP1982_LOCUS22731|CAD7014754.1|CCAP
OG0006804	LOC118463428|XP_035785887.1|AALB	CCAP1982_LOCUS12218|CAD7003782.1|CCAP
OG0006805	LOC118463417|XP_035785864.1|AALB	CCAP1982_LOCUS21586|CAD7013526.1|CCAP
OG0006806	LOC118464486|XP_035787800.1|AALB	CCAP1982_LOCUS10782|CAD7002290.1|CCAP
OG0006808	LOC118463409|XP_035785853.1|AALB	CCAP1982_LOCUS22812|CAD7014845.1|CCAP
OG0006809	LOC118462604|XP_035784327.1|AALB	CCAP1982_LOCUS11949|CAD7003499.1|CCAP
OG0006810	LOC118462601|XP_035784319.1|AALB	CCAP1982_LOCUS12057|CAD7003613.1|CCAP
OG0006811	LOC118464899|XP_035788552.1|AALB	CCAP1982_LOCUS12056|CAD7003612.1|CCAP
OG0006812	LOC118463271|XP_035785637.1|AALB	CCAP1982_LOCUS11262|CAD7002791.1|CCAP
OG0006813	LOC118466486|XP_035791777.1|AALB	CCAP1982_LOCUS21788|CAD7013763.1|CCAP
OG0006814	LOC118466269|XP_035791229.1|AALB	CCAP1982_LOCUS11577|CAD7003114.1|CCAP
OG0006815	LOC118462654|XP_035784421.1|AALB	CCAP1982_LOCUS11766|CAD7003305.1|CCAP
OG0006816	LOC118467794|XP_035794561.1|AALB	CCAP1982_LOCUS11759|CAD7003298.1|CCAP
OG0006817	LOC118465087|XP_035788883.1|AALB	CCAP1982_LOCUS11401|CAD7002935.1|CCAP
OG0006820	LOC118463312|XP_035785689.1|AALB	CCAP1982_LOCUS11817|CAD7003358.1|CCAP
OG0006823	LOC118466214|XP_035791131.1|AALB	CCAP1982_LOCUS12185|CAD7003749.1|CCAP
OG0006825	LOC118467774|XP_035794499.1|AALB	CCAP1982_LOCUS12860|CAD7004454.1|CCAP, CCAP1982_LOCUS12847|CAD7004441.1|CCAP
OG0006826	LOC118466723|XP_035792283.1|AALB	CCAP1982_LOCUS11999|CAD7003551.1|CCAP
OG0006827	LOC118465610|XP_035789879.1|AALB	CCAP1982_LOCUS4679|CAD6995969.1|CCAP
OG0006828	LOC118463933|XP_035786787.1|AALB	CCAP1982_LOCUS6487|CAD6997867.1|CCAP
OG0006830	LOC118462915|XP_035784913.1|AALB	CCAP1982_LOCUS14923|CAD7006615.1|CCAP
OG0006831	LOC118464310|XP_035787494.1|AALB	CCAP1982_LOCUS11877|CAD7003421.1|CCAP
OG0006832	LOC118462823|XP_035784738.1|AALB	CCAP1982_LOCUS11240|CAD7002768.1|CCAP
OG0006833	LOC118467066|XP_035792986.1|AALB	CCAP1982_LOCUS13013|CAD7004618.1|CCAP
OG0006835	LOC118466272|XP_035791238.1|AALB	CCAP1982_LOCUS12992|CAD7004597.1|CCAP
OG0006836	LOC118465726|XP_035790066.1|AALB	CCAP1982_LOCUS13163|CAD7004773.1|CCAP
OG0006837	LOC118466125|XP_035790967.1|AALB	CCAP1982_LOCUS12319|CAD7003889.1|CCAP
OG0006838	LOC118464008|XP_035786949.1|AALB	CCAP1982_LOCUS12084|CAD7003645.1|CCAP
OG0006839	LOC118467071|XP_035792997.1|AALB	CCAP1982_LOCUS12316|CAD7003886.1|CCAP
OG0006840	LOC118466445|XP_035791656.1|AALB	CCAP1982_LOCUS13320|CAD7004940.1|CCAP
OG0006841	LOC118465446|XP_035789593.1|AALB	CCAP1982_LOCUS12909|CAD7004510.1|CCAP
OG0006842	LOC118466341|XP_035791365.1|AALB	CCAP1982_LOCUS12429|CAD7004006.1|CCAP
OG0006844	LOC118464852|XP_035788454.1|AALB	CCAP1982_LOCUS3657|CAD6994924.1|CCAP
OG0006845	LOC118465653|XP_035789960.1|AALB	CCAP1982_LOCUS11172|CAD7002695.1|CCAP
OG0006846	LOC118465651|XP_035789958.1|AALB	CCAP1982_LOCUS11858|CAD7003402.1|CCAP
OG0006847	LOC118464521|XP_035787851.1|AALB	CCAP1982_LOCUS11863|CAD7003407.1|CCAP
OG0006848	LOC118466139|XP_035790984.1|AALB	CCAP1982_LOCUS21649|CAD7013594.1|CCAP
OG0006849	LOC118463941|XP_035786802.1|AALB	CCAP1982_LOCUS11226|CAD7002752.1|CCAP
OG0006850	LOC118464135|XP_035787127.1|AALB	CCAP1982_LOCUS11227|CAD7002753.1|CCAP
OG0006851	LOC118464134|XP_035787125.1|AALB	CCAP1982_LOCUS11230|CAD7002756.1|CCAP
OG0006852	LOC118466355|XP_035791394.1|AALB	CCAP1982_LOCUS21610|CAD7013551.1|CCAP
OG0006853	LOC118467699|XP_035794376.1|AALB	CCAP1982_LOCUS11843|CAD7003384.1|CCAP
OG0006854	LOC118467799|XP_035794565.1|AALB	CCAP1982_LOCUS22284|CAD7014281.1|CCAP
OG0006855	LOC118467913|XP_035794741.1|AALB	CCAP1982_LOCUS10776|CAD7002281.1|CCAP
OG0006856	LOC118467915|XP_035794743.1|AALB	CCAP1982_LOCUS22764|CAD7014795.1|CCAP
OG0006857	LOC118466204|XP_035791114.1|AALB	CCAP1982_LOCUS21319|CAD7013248.1|CCAP, CCAP1982_LOCUS21318|CAD7013247.1|CCAP, CCAP1982_LOCUS21317|CAD7013246.1|CCAP
OG0006858	LOC118462781|XP_035784649.1|AALB	CCAP1982_LOCUS10960|CAD7002471.1|CCAP
OG0006859	LOC118464440|XP_035787708.1|AALB	CCAP1982_LOCUS22323|CAD7014325.1|CCAP
OG0006861	LOC118463270|XP_035785636.1|AALB	CCAP1982_LOCUS21574|CAD7013514.1|CCAP
OG0006862	LOC118465803|XP_035790263.1|AALB	CCAP1982_LOCUS10905|CAD7002413.1|CCAP
OG0006864	LOC118467166|XP_035793217.1|AALB	CCAP1982_LOCUS23199|CAD7015250.1|CCAP
OG0006865	LOC118463864|XP_035786667.1|AALB	CCAP1982_LOCUS3034|CAD6994273.1|CCAP
OG0006866	LOC118465213|XP_035789098.1|AALB	CCAP1982_LOCUS22599|CAD7014606.1|CCAP
OG0006867	LOC118465814|XP_035790278.1|AALB	CCAP1982_LOCUS22612|CAD7014621.1|CCAP
OG0006868	LOC118464015|XP_035786960.1|AALB	CCAP1982_LOCUS22611|CAD7014620.1|CCAP, CCAP1982_LOCUS22610|CAD7014619.1|CCAP
OG0006869	LOC118463577|XP_035786110.1|AALB	CCAP1982_LOCUS21592|CAD7013533.1|CCAP
OG0006870	LOC118464392|XP_035787632.1|AALB	CCAP1982_LOCUS23310|CAD7015365.1|CCAP, CCAP1982_LOCUS23311|CAD7015366.1|CCAP
OG0006871	LOC118464400|XP_035787648.1|AALB	CCAP1982_LOCUS22386|CAD7014392.1|CCAP
OG0006872	LOC118464406|XP_035787654.1|AALB	CCAP1982_LOCUS21203|CAD7013131.1|CCAP
OG0006873	LOC118466907|XP_035792664.1|AALB	CCAP1982_LOCUS22163|CAD7014157.1|CCAP
OG0006875	LOC118468518|XP_035795250.1|AALB	CCAP1982_LOCUS8282|CAD6999759.1|CCAP
OG0006876	LOC118461532|XP_035782857.1|AALB	CCAP1982_LOCUS20496|CAD7012409.1|CCAP
OG0006877	LOC118461397|XP_035782553.1|AALB	CCAP1982_LOCUS21126|CAD7013044.1|CCAP
OG0006878	LOC118465623|XP_035789914.1|AALB	CCAP1982_LOCUS5602|CAD6996932.1|CCAP
OG0006879	LOC118465625|XP_035789920.1|AALB	CCAP1982_LOCUS21394|CAD7013324.1|CCAP
OG0006880	LOC118460013|XP_035779837.1|AALB	CCAP1982_LOCUS6974|CAD6998374.1|CCAP
OG0006882	LOC118456923|XP_035773944.1|AALB	CCAP1982_LOCUS23304|CAD7015359.1|CCAP
OG0006883	LOC118459784|XP_035779393.1|AALB	CCAP1982_LOCUS6145|CAD6997506.1|CCAP
OG0006884	LOC118468682|XP_035795686.1|AALB	CCAP1982_LOCUS5398|CAD6996715.1|CCAP
OG0006885	LOC118456534|XP_035773276.1|AALB	CCAP1982_LOCUS7946|CAD6999421.1|CCAP
OG0006886	LOC118462576|XP_035784273.1|AALB	CCAP1982_LOCUS4026|CAD6995307.1|CCAP
OG0006888	LOC118457672|XP_035775321.1|AALB	CCAP1982_LOCUS5625|CAD6996958.1|CCAP
OG0006890	LOC118457498|XP_035775027.1|AALB	CCAP1982_LOCUS7413|CAD6998865.1|CCAP
OG0006891	LOC118457499|XP_035775028.1|AALB	CCAP1982_LOCUS7414|CAD6998866.1|CCAP
OG0006892	LOC118456172|XP_035772609.1|AALB	CCAP1982_LOCUS8684|CAD7000191.1|CCAP
OG0006893	LOC118460010|XP_035779829.1|AALB	CCAP1982_LOCUS8688|CAD7000195.1|CCAP
OG0006894	LOC118460008|XP_035779823.1|AALB	CCAP1982_LOCUS8689|CAD7000196.1|CCAP
OG0006896	LOC118456621|XP_035773431.1|AALB	CCAP1982_LOCUS6215|CAD6997576.1|CCAP
OG0006897	LOC118461878|XP_035783606.1|AALB	CCAP1982_LOCUS7852|CAD6999325.1|CCAP
OG0006898	LOC118456438|XP_035773091.1|AALB	CCAP1982_LOCUS7032|CAD6998432.1|CCAP
OG0006899	LOC118457174|XP_035774398.1|AALB	CCAP1982_LOCUS6975|CAD6998375.1|CCAP
OG0006900	LOC118469040|XP_035796396.1|AALB	CCAP1982_LOCUS7278|CAD6998721.1|CCAP
OG0006901	LOC118468530|XP_035795301.1|AALB	CCAP1982_LOCUS8472|CAD6999965.1|CCAP
OG0006903	LOC118459159|XP_035778140.1|AALB	CCAP1982_LOCUS2497|CAD6993691.1|CCAP
OG0006905	LOC118456683|XP_035773561.1|AALB	CCAP1982_LOCUS7299|CAD6998744.1|CCAP
OG0006906	LOC118457965|XP_035775897.1|AALB	CCAP1982_LOCUS7285|CAD6998730.1|CCAP
OG0006907	LOC118458360|XP_035776605.1|AALB	CCAP1982_LOCUS8331|CAD6999819.1|CCAP
OG0006908	LOC118456840|XP_035773829.1|AALB	CCAP1982_LOCUS5438|CAD6996759.1|CCAP
OG0006909	LOC118456838|XP_035773827.1|AALB	CCAP1982_LOCUS5631|CAD6996965.1|CCAP
OG0006910	LOC118458363|XP_035776630.1|AALB	CCAP1982_LOCUS5520|CAD6996844.1|CCAP
OG0006911	LOC118457805|XP_035775547.1|AALB	CCAP1982_LOCUS9322|CAD7000848.1|CCAP
OG0006912	LOC118457108|XP_035774293.1|AALB	CCAP1982_LOCUS5534|CAD6996858.1|CCAP
OG0006913	LOC118468740|XP_035795791.1|AALB	CCAP1982_LOCUS7868|CAD6999341.1|CCAP
OG0006914	LOC118468742|XP_035795793.1|AALB	CCAP1982_LOCUS13879|CAD7005519.1|CCAP
OG0006915	LOC118468739|XP_035795790.1|AALB	CCAP1982_LOCUS12890|CAD7004486.1|CCAP
OG0006916	LOC118468735|XP_035795771.1|AALB	CCAP1982_LOCUS6608|CAD6997992.1|CCAP
OG0006917	LOC118456157|XP_035772570.1|AALB	CCAP1982_LOCUS6276|CAD6997643.1|CCAP
OG0006918	LOC118468755|XP_035795809.1|AALB	CCAP1982_LOCUS6219|CAD6997580.1|CCAP
OG0006921	LOC118456370|XP_035772942.1|AALB	CCAP1982_LOCUS8766|CAD7000276.1|CCAP
OG0006922	LOC118456468|XP_035773151.1|AALB	CCAP1982_LOCUS5501|CAD6996828.1|CCAP, CCAP1982_LOCUS5502|CAD6996829.1|CCAP
OG0006923	LOC118461415|XP_035782597.1|AALB	CCAP1982_LOCUS8722|CAD7000230.1|CCAP
OG0006924	LOC118456832|XP_035773820.1|AALB	CCAP1982_LOCUS5568|CAD6996895.1|CCAP
OG0006925	LOC118458820|XP_035777585.1|AALB	CCAP1982_LOCUS2530|CAD6993732.1|CCAP
OG0006926	LOC118457608|XP_035775206.1|AALB	CCAP1982_LOCUS8948|CAD7000471.1|CCAP
OG0006927	LOC118458768|XP_035777453.1|AALB	CCAP1982_LOCUS8942|CAD7000465.1|CCAP
OG0006928	LOC118468720|XP_035795743.1|AALB	CCAP1982_LOCUS8939|CAD7000462.1|CCAP
OG0006929	LOC118461541|XP_035782880.1|AALB	CCAP1982_LOCUS8843|CAD7000361.1|CCAP
OG0006932	LOC118460407|XP_035780587.1|AALB	CCAP1982_LOCUS5658|CAD6996997.1|CCAP
OG0006933	LOC118460411|XP_035780591.1|AALB	CCAP1982_LOCUS5646|CAD6996984.1|CCAP
OG0006934	LOC118459920|XP_035779655.1|AALB	CCAP1982_LOCUS4601|CAD6995900.1|CCAP
OG0006935	LOC118462069|XP_035783958.1|AALB	CCAP1982_LOCUS6277|CAD6997644.1|CCAP
OG0006936	LOC118461154|XP_035782021.1|AALB	CCAP1982_LOCUS8400|CAD6999890.1|CCAP
OG0006937	LOC118458445|XP_035776820.1|AALB	CCAP1982_LOCUS5709|CAD6997055.1|CCAP
OG0006938	LOC118458444|XP_035776819.1|AALB	CCAP1982_LOCUS5742|CAD6997089.1|CCAP
OG0006939	LOC118460440|XP_035780630.1|AALB	CCAP1982_LOCUS21452|CAD7013387.1|CCAP
OG0006940	LOC118467746|XP_035794454.1|AALB	CCAP1982_LOCUS8047|CAD6999523.1|CCAP
OG0006941	LOC118468482|XP_035795195.1|AALB	CCAP1982_LOCUS7072|CAD6998478.1|CCAP
OG0006942	LOC118460072|XP_035779967.1|AALB	CCAP1982_LOCUS22668|CAD7014684.1|CCAP
OG0006944	LOC118459686|XP_035779212.1|AALB	CCAP1982_LOCUS8104|CAD6999579.1|CCAP
OG0006945	LOC118456969|XP_035774056.1|AALB	CCAP1982_LOCUS6725|CAD6998111.1|CCAP
OG0006946	LOC118460720|XP_035781160.1|AALB	CCAP1982_LOCUS1984|CAD6993158.1|CCAP
OG0006947	LOC118460723|XP_035781165.1|AALB	CCAP1982_LOCUS5689|CAD6997030.1|CCAP
OG0006948	LOC118468751|XP_035795806.1|AALB	CCAP1982_LOCUS5700|CAD6997043.1|CCAP
OG0006950	LOC118457155|XP_035774373.1|AALB	CCAP1982_LOCUS5453|CAD6996778.1|CCAP
OG0006951	LOC118461671|XP_035783152.1|AALB	CCAP1982_LOCUS5401|CAD6996721.1|CCAP
OG0006952	LOC118461664|XP_035783142.1|AALB	CCAP1982_LOCUS2929|CAD6994163.1|CCAP
OG0006953	LOC118468951|XP_035796194.1|AALB	CCAP1982_LOCUS11447|CAD7002984.1|CCAP
OG0006954	LOC118461895|XP_035783642.1|AALB	CCAP1982_LOCUS8264|CAD6999738.1|CCAP
OG0006955	LOC118459540|XP_035778904.1|AALB	CCAP1982_LOCUS3183|CAD6994432.1|CCAP
OG0006956	LOC118458745|XP_035777416.1|AALB	CCAP1982_LOCUS7877|CAD6999350.1|CCAP
OG0006957	LOC118458740|XP_035777404.1|AALB	CCAP1982_LOCUS5533|CAD6996857.1|CCAP
OG0006958	LOC118458742|XP_035777411.1|AALB	CCAP1982_LOCUS21120|CAD7013036.1|CCAP
OG0006959	LOC118458305|XP_035776531.1|AALB	CCAP1982_LOCUS14815|CAD7006498.1|CCAP
OG0006960	LOC118457875|XP_035775691.1|AALB	CCAP1982_LOCUS5523|CAD6996847.1|CCAP
OG0006961	LOC118457465|XP_035774977.1|AALB	CCAP1982_LOCUS7652|CAD6999107.1|CCAP
OG0006962	LOC118458743|XP_035777413.1|AALB	CCAP1982_LOCUS6387|CAD6997756.1|CCAP
OG0006964	LOC118461296|XP_035782369.1|AALB	CCAP1982_LOCUS5407|CAD6996727.1|CCAP
OG0006965	LOC118456184|XP_035772630.1|AALB	CCAP1982_LOCUS8795|CAD7000309.1|CCAP
OG0006966	LOC118456182|XP_035772627.1|AALB	CCAP1982_LOCUS6898|CAD6998289.1|CCAP
OG0006967	LOC118456179|XP_035772622.1|AALB	CCAP1982_LOCUS21717|CAD7013674.1|CCAP
OG0006968	LOC118459215|XP_035778289.1|AALB	CCAP1982_LOCUS21444|CAD7013379.1|CCAP
OG0006969	LOC118468477|XP_035795189.1|AALB	CCAP1982_LOCUS11003|CAD7002514.1|CCAP
OG0006970	LOC118457653|XP_035775289.1|AALB	CCAP1982_LOCUS2702|CAD6993910.1|CCAP
OG0006971	LOC118460747|XP_035781227.1|AALB	CCAP1982_LOCUS7040|CAD6998441.1|CCAP
OG0006972	LOC118460745|XP_035781209.1|AALB	CCAP1982_LOCUS5634|CAD6996968.1|CCAP
OG0006973	LOC118468692|XP_035795701.1|AALB	CCAP1982_LOCUS6676|CAD6998062.1|CCAP
OG0006975	LOC118460117|XP_035780048.1|AALB	CCAP1982_LOCUS8458|CAD6999950.1|CCAP
OG0006976	LOC118456166|XP_035772585.1|AALB	CCAP1982_LOCUS7752|CAD6999218.1|CCAP
OG0006979	LOC118459774|XP_035779378.1|AALB	CCAP1982_LOCUS6941|CAD6998337.1|CCAP
OG0006980	LOC118458824|XP_035777601.1|AALB	CCAP1982_LOCUS5413|CAD6996733.1|CCAP
OG0006981	LOC118468699|XP_035795716.1|AALB	CCAP1982_LOCUS6234|CAD6997598.1|CCAP, CCAP1982_LOCUS9740|CAD7001242.1|CCAP
OG0006982	LOC118468707|XP_035795723.1|AALB	CCAP1982_LOCUS7781|CAD6999250.1|CCAP
OG0006983	LOC118468710|XP_035795730.1|AALB	CCAP1982_LOCUS6675|CAD6998061.1|CCAP
OG0006984	LOC118456244|XP_035772732.1|AALB	CCAP1982_LOCUS8106|CAD6999582.1|CCAP
OG0006985	LOC118458391|XP_035776696.1|AALB	CCAP1982_LOCUS8029|CAD6999505.1|CCAP
OG0006986	LOC118458393|XP_035776698.1|AALB	CCAP1982_LOCUS7055|CAD6998458.1|CCAP
OG0006988	LOC118456907|XP_035773925.1|AALB	CCAP1982_LOCUS8265|CAD6999739.1|CCAP
OG0006989	LOC118468642|XP_035795557.1|AALB	CCAP1982_LOCUS7610|CAD6999064.1|CCAP
OG0006991	LOC118461242|XP_035782235.1|AALB	CCAP1982_LOCUS5132|CAD6996463.1|CCAP
OG0006992	LOC118460114|XP_035780042.1|AALB	CCAP1982_LOCUS7789|CAD6999259.1|CCAP
OG0006993	LOC118467552|XP_035794048.1|AALB	CCAP1982_LOCUS7044|CAD6998446.1|CCAP, CCAP1982_LOCUS7045|CAD6998447.1|CCAP
OG0006994	LOC118459203|XP_035778265.1|AALB	CCAP1982_LOCUS8388|CAD6999879.1|CCAP
OG0006995	LOC118457647|XP_035775282.1|AALB	CCAP1982_LOCUS5690|CAD6997031.1|CCAP
OG0006996	LOC118461629|XP_035783071.1|AALB	CCAP1982_LOCUS6107|CAD6997464.1|CCAP
OG0006997	LOC118457863|XP_035775653.1|AALB	CCAP1982_LOCUS22555|CAD7014554.1|CCAP
OG0006998	LOC118461445|XP_035782659.1|AALB	CCAP1982_LOCUS8778|CAD7000288.1|CCAP
OG0006999	LOC118459327|XP_035778476.1|AALB	CCAP1982_LOCUS23139|CAD7015188.1|CCAP
OG0007000	LOC118457707|XP_035775378.1|AALB	CCAP1982_LOCUS7504|CAD6998957.1|CCAP
OG0007002	LOC118460746|XP_035781214.1|AALB	CCAP1982_LOCUS5776|CAD6997131.1|CCAP
OG0007003	LOC118461731|XP_035783315.1|AALB	CCAP1982_LOCUS21089|CAD7012999.1|CCAP
OG0007004	LOC118459638|XP_035779109.1|AALB	CCAP1982_LOCUS8615|CAD7000122.1|CCAP
OG0007005	LOC118458844|XP_035777641.1|AALB	CCAP1982_LOCUS7656|CAD6999111.1|CCAP
OG0007006	LOC118456773|XP_035773742.1|AALB	CCAP1982_LOCUS5395|CAD6996712.1|CCAP
OG0007007	LOC118457693|XP_035775359.1|AALB	CCAP1982_LOCUS5618|CAD6996950.1|CCAP
OG0007008	LOC118467927|XP_035794781.1|AALB	CCAP1982_LOCUS8437|CAD6999924.1|CCAP
OG0007009	LOC118460023|XP_035779848.1|AALB	CCAP1982_LOCUS5645|CAD6996983.1|CCAP
OG0007010	LOC118468850|XP_035795987.1|AALB	CCAP1982_LOCUS8665|CAD7000173.1|CCAP
OG0007011	LOC118461122|XP_035781952.1|AALB	CCAP1982_LOCUS6463|CAD6997839.1|CCAP
OG0007012	LOC118456807|XP_035773789.1|AALB	CCAP1982_LOCUS7841|CAD6999314.1|CCAP
OG0007015	LOC118456751|XP_035773704.1|AALB	CCAP1982_LOCUS5400|CAD6996719.1|CCAP
OG0007016	LOC118459308|XP_035778452.1|AALB	CCAP1982_LOCUS5545|CAD6996872.1|CCAP
OG0007019	LOC118461235|XP_035782227.1|AALB	CCAP1982_LOCUS6166|CAD6997527.1|CCAP
OG0007020	LOC118458221|XP_035776375.1|AALB	CCAP1982_LOCUS9090|CAD7000616.1|CCAP, CCAP1982_LOCUS9091|CAD7000617.1|CCAP
OG0007021	LOC118458676|XP_035777280.1|AALB	CCAP1982_LOCUS7488|CAD6998942.1|CCAP
OG0007022	LOC118460231|XP_035780262.1|AALB	CCAP1982_LOCUS8723|CAD7000231.1|CCAP
OG0007023	LOC118456324|XP_035772866.1|AALB	CCAP1982_LOCUS13964|CAD7005605.1|CCAP
OG0007024	LOC118456321|XP_035772863.1|AALB	CCAP1982_LOCUS650|CAD6991738.1|CCAP
OG0007026	LOC118468038|XP_035794869.1|AALB	CCAP1982_LOCUS6944|CAD6998342.1|CCAP
OG0007027	LOC118459527|XP_035778878.1|AALB	CCAP1982_LOCUS7358|CAD6998809.1|CCAP
OG0007028	LOC118459520|XP_035778857.1|AALB	CCAP1982_LOCUS7384|CAD6998835.1|CCAP
OG0007029	LOC118458731|XP_035777393.1|AALB, LOC118461192|XP_035782119.1|AALB	CCAP1982_LOCUS8603|CAD7000105.1|CCAP
OG0007031	LOC118460561|XP_035780857.1|AALB	CCAP1982_LOCUS5857|CAD6997222.1|CCAP, CCAP1982_LOCUS5866|CAD6997232.1|CCAP
OG0007032	LOC118458720|XP_035777357.1|AALB	CCAP1982_LOCUS21398|CAD7013329.1|CCAP
OG0007033	LOC118458721|XP_035777358.1|AALB	CCAP1982_LOCUS6554|CAD6997936.1|CCAP
OG0007034	LOC118456631|XP_035773452.1|AALB	CCAP1982_LOCUS8181|CAD6999651.1|CCAP
OG0007035	LOC118456629|XP_035773450.1|AALB	CCAP1982_LOCUS23410|CAD7015470.1|CCAP
OG0007037	LOC118457134|XP_035774341.1|AALB	CCAP1982_LOCUS3270|CAD6994526.1|CCAP
OG0007038	LOC118460966|XP_035781651.1|AALB	CCAP1982_LOCUS7155|CAD6998576.1|CCAP
OG0007040	LOC118458270|XP_035776476.1|AALB	CCAP1982_LOCUS8336|CAD6999824.1|CCAP
OG0007041	LOC118456237|XP_035772715.1|AALB	CCAP1982_LOCUS6403|CAD6997778.1|CCAP
OG0007042	LOC118456238|XP_035772721.1|AALB	CCAP1982_LOCUS5381|CAD6996697.1|CCAP
OG0007043	LOC118458141|XP_035776228.1|AALB	CCAP1982_LOCUS4565|CAD6995864.1|CCAP
OG0007045	LOC118462017|XP_035783860.1|AALB	CCAP1982_LOCUS99|CAD6991159.1|CCAP
OG0007046	LOC118458784|XP_035777502.1|AALB	CCAP1982_LOCUS4323|CAD6995617.1|CCAP
OG0007047	LOC118459249|XP_035778353.1|AALB	CCAP1982_LOCUS8507|CAD7000001.1|CCAP
OG0007048	LOC118459239|XP_035778330.1|AALB	CCAP1982_LOCUS8594|CAD7000096.1|CCAP
OG0007049	LOC118468931|XP_035796147.1|AALB	CCAP1982_LOCUS9153|CAD7000679.1|CCAP
OG0007050	LOC118457914|XP_035775808.1|AALB	CCAP1982_LOCUS8068|CAD6999548.1|CCAP
OG0007051	LOC118461896|XP_035783643.1|AALB	CCAP1982_LOCUS8732|CAD7000240.1|CCAP
OG0007053	LOC118458120|XP_035776187.1|AALB	CCAP1982_LOCUS4789|CAD6996083.1|CCAP
OG0007054	LOC118458747|XP_035777418.1|AALB	CCAP1982_LOCUS21443|CAD7013378.1|CCAP
OG0007055	LOC118461427|XP_035782628.1|AALB	CCAP1982_LOCUS22840|CAD7014876.1|CCAP
OG0007056	LOC118459421|XP_035778658.1|AALB	CCAP1982_LOCUS12881|CAD7004476.1|CCAP
OG0007059	LOC118458171|XP_035776269.1|AALB	CCAP1982_LOCUS8284|CAD6999761.1|CCAP
OG0007060	LOC118458174|XP_035776272.1|AALB	CCAP1982_LOCUS8288|CAD6999765.1|CCAP
OG0007061	LOC118458175|XP_035776273.1|AALB	CCAP1982_LOCUS8289|CAD6999766.1|CCAP
OG0007062	LOC118460689|XP_035781094.1|AALB	CCAP1982_LOCUS7441|CAD6998894.1|CCAP
OG0007063	LOC118456378|XP_035772958.1|AALB	CCAP1982_LOCUS5521|CAD6996845.1|CCAP
OG0007064	LOC118459281|XP_035778420.1|AALB	CCAP1982_LOCUS21728|CAD7013687.1|CCAP
OG0007065	LOC118459276|XP_035778406.1|AALB	CCAP1982_LOCUS8842|CAD7000360.1|CCAP
OG0007066	LOC118456387|XP_035772970.1|AALB	CCAP1982_LOCUS13819|CAD7005459.1|CCAP
OG0007067	LOC118456374|XP_035772951.1|AALB	CCAP1982_LOCUS7438|CAD6998891.1|CCAP
OG0007068	LOC118456389|XP_035772972.1|AALB	CCAP1982_LOCUS6290|CAD6997660.1|CCAP
OG0007070	LOC118459031|XP_035777940.1|AALB	CCAP1982_LOCUS21250|CAD7013179.1|CCAP
OG0007071	LOC118458205|XP_035776343.1|AALB	CCAP1982_LOCUS22928|CAD7014968.1|CCAP
OG0007073	LOC118456505|XP_035773226.1|AALB	CCAP1982_LOCUS8062|CAD6999541.1|CCAP
OG0007074	LOC118458044|XP_035776056.1|AALB	CCAP1982_LOCUS20176|CAD7012076.1|CCAP
OG0007075	LOC118456916|XP_035773938.1|AALB	CCAP1982_LOCUS8114|CAD6999590.1|CCAP
OG0007076	LOC118458663|XP_035777254.1|AALB	CCAP1982_LOCUS22136|CAD7014131.1|CCAP
