Orthogroup	AALB.longest_only	DVIR.longest_only
OG0006660	LOC118465471|XP_035789659.1|AALB	LOC6623491|XP_015031021.1|DVIR
OG0006661	LOC118463074|XP_035785226.1|AALB	LOC6623469|XP_002046150.1|DVIR
OG0006662	LOC118468551|XP_035795339.1|AALB	LOC6628253|XP_002052932.1|DVIR
OG0006663	LOC118467698|XP_035794373.1|AALB	LOC6623552|XP_002046166.1|DVIR
OG0006664	LOC118464255|XP_035787384.1|AALB	LOC6635205|XP_002058393.1|DVIR
OG0006665	LOC118464252|XP_035787380.1|AALB	LOC6622705|XP_002046462.2|DVIR
OG0006666	LOC118465407|XP_035789522.1|AALB	LOC6635841|XP_002059453.1|DVIR
OG0006667	LOC118463786|XP_035786511.1|AALB	LOC6624088|XP_002046282.1|DVIR
OG0006668	LOC118462844|XP_035784795.1|AALB	LOC6626549|XP_002050379.1|DVIR
OG0006669	LOC118462836|XP_035784785.1|AALB	LOC6622931|XP_002047215.3|DVIR
OG0006670	LOC118462853|XP_035784803.1|AALB	LOC6622601|XP_002047212.1|DVIR
OG0006671	LOC118462834|XP_035784778.1|AALB	LOC6622798|XP_015030731.2|DVIR
OG0006672	LOC118462831|XP_035784763.1|AALB	LOC6623313|XP_015031158.1|DVIR
OG0006673	LOC118462852|XP_035784801.1|AALB	LOC6624392|XP_002046936.1|DVIR
OG0006674	LOC118462816|XP_035784729.1|AALB	LOC6623436|XP_002047790.2|DVIR
OG0006675	LOC118467766|XP_035794487.1|AALB	LOC6622198|XP_002046307.1|DVIR
OG0006676	LOC118467460|XP_035793864.1|AALB	LOC6623910|XP_032291065.1|DVIR
OG0006677	LOC118467456|XP_035793855.1|AALB	LOC6624481|XP_002046595.2|DVIR
OG0006678	LOC118464195|XP_035787247.1|AALB	LOC6624034|XP_002048077.1|DVIR
OG0006679	LOC118463889|XP_035786713.1|AALB	LOC26531722|XP_015031789.1|DVIR
OG0006680	LOC118465444|XP_035789587.1|AALB	LOC6633026|XP_032289674.1|DVIR
OG0006681	LOC118465751|XP_035790115.1|AALB	LOC6622112|XP_002047209.2|DVIR
OG0006682	LOC118466727|XP_035792292.1|AALB	LOC6622671|XP_002047208.1|DVIR
OG0006683	LOC118466730|XP_035792306.1|AALB	LOC6622512|XP_002047205.1|DVIR
OG0006684	LOC118466726|XP_035792291.1|AALB	LOC6624620|XP_002046594.1|DVIR
OG0006685	LOC118466482|XP_035791756.1|AALB	LOC6627262|XP_002049918.1|DVIR
OG0006686	LOC118462983|XP_035785074.1|AALB	LOC26530554|XP_015031612.1|DVIR
OG0006689	LOC118465786|XP_035790213.1|AALB	LOC6624154|XP_002046382.2|DVIR
OG0006690	LOC118465324|XP_035789354.1|AALB	LOC6632255|XP_002055819.1|DVIR
OG0006691	LOC118462994|XP_035785113.1|AALB	LOC6623195|XP_002046732.1|DVIR
OG0006692	LOC118467111|XP_035793064.1|AALB	LOC6624413|XP_002046375.1|DVIR
OG0006693	LOC118467106|XP_035793058.1|AALB	LOC6624375|XP_032291325.1|DVIR
OG0006694	LOC118463188|XP_035785508.1|AALB	LOC6633399|XP_002057209.1|DVIR
OG0006695	LOC118466549|XP_035791955.1|AALB	LOC6623966|XP_002046605.1|DVIR
OG0006696	LOC118466545|XP_035791952.1|AALB	LOC26531307|XP_015028919.1|DVIR
OG0006697	LOC118465337|XP_035789379.1|AALB	LOC6622548|XP_002047003.2|DVIR
OG0006698	LOC118465345|XP_035789394.1|AALB	LOC6624076|XP_002046264.1|DVIR
OG0006699	LOC118462859|XP_035784809.1|AALB	LOC6623151|XP_002046098.2|DVIR
OG0006700	LOC118462861|XP_035784811.1|AALB	LOC6623755|XP_002047349.1|DVIR
OG0006701	LOC118465528|XP_035789747.1|AALB	LOC6626519|XP_002050562.1|DVIR
OG0006702	LOC118463690|XP_035786358.1|AALB	LOC6636842|XP_002060314.2|DVIR
OG0006703	LOC118467476|XP_035793909.1|AALB	LOC6622623|XP_002046693.1|DVIR
OG0006704	LOC118467483|XP_035793918.1|AALB	LOC6622476|XP_032291144.1|DVIR
OG0006705	LOC118464094|XP_035787052.1|AALB	LOC6625616|XP_032292704.1|DVIR
OG0006706	LOC118464095|XP_035787056.1|AALB	LOC6626783|XP_002048869.1|DVIR
OG0006707	LOC118463244|XP_035785604.1|AALB	LOC6635802|XP_002059311.1|DVIR
OG0006708	LOC118463257|XP_035785619.1|AALB	LOC6634494|XP_032296416.1|DVIR, LOC6634493|XP_002058231.1|DVIR
OG0006709	LOC118466478|XP_035791753.1|AALB	LOC6633338|XP_002056866.1|DVIR
OG0006710	LOC118464514|XP_035787844.1|AALB	LOC6623674|XP_032290984.1|DVIR
OG0006711	LOC118466590|XP_035792042.1|AALB	LOC26530744|XP_015031643.1|DVIR
OG0006712	LOC118466758|XP_035792351.1|AALB	LOC6624455|XP_032290587.1|DVIR
OG0006713	LOC118462683|XP_035784485.1|AALB	LOC6622469|XP_002047221.1|DVIR
OG0006714	LOC118462681|XP_035784483.1|AALB	LOC6622106|XP_002047220.1|DVIR
OG0006715	LOC118463024|XP_035785159.1|AALB	LOC6623742|XP_002047339.2|DVIR
OG0006716	LOC118463022|XP_035785152.1|AALB	LOC6627317|XP_002051693.1|DVIR
OG0006717	LOC118463034|XP_035785170.1|AALB	LOC6622459|XP_032290578.1|DVIR
OG0006718	LOC118463041|XP_035785178.1|AALB	LOC6622523|XP_002048173.1|DVIR
OG0006719	LOC118464112|XP_035787093.1|AALB	LOC6622822|XP_002047252.2|DVIR
OG0006720	LOC118467475|XP_035793908.1|AALB	LOC6624222|XP_002048355.1|DVIR
OG0006721	LOC118466276|XP_035791246.1|AALB	LOC6624614|XP_002047135.1|DVIR
OG0006722	LOC118464280|XP_035787448.1|AALB	LOC6623871|XP_002046228.1|DVIR
OG0006723	LOC118467714|XP_035794407.1|AALB	LOC6627448|XP_002052470.1|DVIR
OG0006724	LOC118464908|XP_035788565.1|AALB	LOC6631022|XP_002053827.1|DVIR
OG0006725	LOC118465533|XP_035789752.1|AALB	LOC6629323|XP_002053056.2|DVIR
OG0006726	LOC118465535|XP_035789754.1|AALB	LOC6631207|XP_002054438.1|DVIR
OG0006727	LOC118465531|XP_035789749.1|AALB	LOC6629324|XP_002053057.2|DVIR
OG0006728	LOC118467241|XP_035793401.1|AALB	LOC6629817|XP_002053186.1|DVIR
OG0006729	LOC118465720|XP_035790056.1|AALB	LOC6626551|XP_015030055.1|DVIR
OG0006730	LOC118467118|XP_035793076.1|AALB	LOC6626525|XP_002050568.1|DVIR
OG0006731	LOC118464100|XP_035787064.1|AALB	LOC6627460|XP_002052482.1|DVIR
OG0006732	LOC118463266|XP_035785629.1|AALB	LOC6624411|XP_032290935.1|DVIR
OG0006733	LOC118465791|XP_035790220.1|AALB	LOC6623433|XP_002046865.1|DVIR
OG0006734	LOC118463213|XP_035785548.1|AALB	LOC6624094|XP_002046862.1|DVIR
OG0006735	LOC118463208|XP_035785544.1|AALB	LOC6622445|XP_002046419.1|DVIR
OG0006736	LOC118465246|XP_035789160.1|AALB	LOC6623171|XP_002046934.1|DVIR
OG0006737	LOC118464072|XP_035787016.1|AALB	LOC6623776|XP_002046820.1|DVIR
OG0006738	LOC118464070|XP_035787012.1|AALB	LOC6625144|XP_002049553.1|DVIR
OG0006739	LOC118466287|XP_035791266.1|AALB	LOC6623681|XP_002047403.1|DVIR
OG0006740	LOC118466288|XP_035791267.1|AALB	LOC6624344|XP_002047146.1|DVIR
OG0006741	LOC118467077|XP_035793006.1|AALB	LOC6623166|XP_002047147.1|DVIR
OG0006742	LOC118467344|XP_035793618.1|AALB	LOC6633138|XP_002056377.1|DVIR, LOC116652174|XP_032296078.1|DVIR
OG0006743	LOC118464465|XP_035787761.1|AALB	LOC6628686|XP_002051878.2|DVIR
OG0006744	LOC118463493|XP_035785977.1|AALB	LOC6622506|XP_002046427.1|DVIR
OG0006745	LOC118467172|XP_035793244.1|AALB	LOC6631227|XP_002053145.2|DVIR
OG0006746	LOC118463067|XP_035785217.1|AALB	LOC6623515|XP_032290211.1|DVIR
OG0006747	LOC118463215|XP_035785551.1|AALB	LOC26531385|XP_032291323.1|DVIR
OG0006748	LOC118463884|XP_035786700.1|AALB	LOC6631399|XP_032296219.1|DVIR
OG0006749	LOC118466223|XP_035791147.1|AALB	LOC6636855|XP_015023701.1|DVIR
OG0006750	LOC118466153|XP_035791021.1|AALB	LOC6636658|XP_002060136.1|DVIR
OG0006752	LOC118465011|XP_035788754.1|AALB	LOC6636582|XP_002060080.1|DVIR
OG0006753	LOC118465865|XP_035790390.1|AALB	LOC6636581|XP_002060079.1|DVIR
OG0006754	LOC118463544|XP_035786059.1|AALB	LOC6623163|XP_032291397.1|DVIR
OG0006755	LOC118466431|XP_035791620.1|AALB	LOC6624426|XP_002047106.1|DVIR
OG0006756	LOC118463275|XP_035785644.1|AALB	LOC6623446|XP_002046126.3|DVIR
OG0006757	LOC118465396|XP_035789488.1|AALB	LOC6623361|XP_002046125.1|DVIR
OG0006758	LOC118462963|XP_035785017.1|AALB	LOC6624658|XP_002046620.1|DVIR
OG0006759	LOC118462962|XP_035785011.1|AALB	LOC6624031|XP_032290269.1|DVIR
OG0006760	LOC118467814|XP_035794584.1|AALB	LOC6623169|XP_002047757.1|DVIR
OG0006761	LOC118466515|XP_035791901.1|AALB	LOC6630506|XP_032290410.1|DVIR
OG0006762	LOC118464838|XP_035788411.1|AALB	LOC6631680|XP_032295450.1|DVIR
OG0006763	LOC118463395|XP_035785833.1|AALB	LOC6624885|XP_002050975.1|DVIR
OG0006764	LOC118463392|XP_035785829.1|AALB	LOC6626326|XP_002048940.1|DVIR
OG0006765	LOC118463394|XP_035785832.1|AALB	LOC6624887|XP_002050977.1|DVIR
OG0006766	LOC118463960|XP_035786837.1|AALB	LOC6622788|XP_032290462.1|DVIR
OG0006767	LOC118466077|XP_035790854.1|AALB	LOC6623357|XP_002048277.1|DVIR
OG0006768	LOC118466076|XP_035790847.1|AALB	LOC6623230|XP_002048276.1|DVIR
OG0006769	LOC118465113|XP_035788953.1|AALB	LOC6623860|XP_002048278.1|DVIR
OG0006770	LOC118464600|XP_035787937.1|AALB	LOC6622316|XP_002047199.3|DVIR
OG0006771	LOC118464274|XP_035787430.1|AALB	LOC6634559|XP_015025055.1|DVIR
OG0006772	LOC118467082|XP_035793014.1|AALB	LOC6627087|XP_002048791.1|DVIR
OG0006773	LOC118465958|XP_035790591.1|AALB	LOC6623331|XP_002046899.1|DVIR
OG0006774	LOC118462884|XP_035784851.1|AALB	LOC6622910|XP_032291247.1|DVIR
OG0006775	LOC118467504|XP_035793948.1|AALB	LOC6623721|XP_002046358.1|DVIR
OG0006776	LOC118467505|XP_035793949.1|AALB	LOC6623906|XP_002047406.2|DVIR
OG0006777	LOC118467512|XP_035793956.1|AALB	LOC6624047|XP_002047405.1|DVIR
OG0006778	LOC118467507|XP_035793952.1|AALB	LOC6624037|XP_002047411.2|DVIR
OG0006779	LOC118462600|XP_035784318.1|AALB	LOC6622868|XP_015030926.1|DVIR
OG0006780	LOC118462599|XP_035784317.1|AALB	LOC6622919|XP_002046672.1|DVIR
OG0006781	LOC118464963|XP_035788661.1|AALB	LOC6622080|XP_032290390.1|DVIR
OG0006782	LOC118464972|XP_035788699.1|AALB	LOC6624334|XP_032290894.1|DVIR
OG0006783	LOC118467430|XP_035793813.1|AALB	LOC6635934|XP_015024314.1|DVIR
OG0006784	LOC118464966|XP_035788667.1|AALB	LOC6623759|XP_002047362.3|DVIR
OG0006785	LOC118464969|XP_035788693.1|AALB	LOC6636363|XP_002059892.1|DVIR
OG0006786	LOC118465325|XP_035789362.1|AALB	LOC6625311|XP_015029561.1|DVIR
OG0006788	LOC118463431|XP_035785892.1|AALB	LOC6623642|XP_002048607.1|DVIR
OG0006789	LOC118463295|XP_035785673.1|AALB	LOC6631412|XP_002055421.1|DVIR
OG0006790	LOC118463297|XP_035785676.1|AALB	LOC6629038|XP_002052184.1|DVIR
OG0006791	LOC118463250|XP_035785612.1|AALB	LOC6624581|XP_002046969.2|DVIR
OG0006792	LOC118467604|XP_035794193.1|AALB	LOC6623246|XP_002047270.1|DVIR
OG0006793	LOC118467597|XP_035794172.1|AALB	LOC6623198|XP_002047265.1|DVIR
OG0006794	LOC118467610|XP_035794205.1|AALB	LOC6624902|XP_002050479.1|DVIR
OG0006795	LOC118464793|XP_035788318.1|AALB	LOC6623300|XP_002047773.1|DVIR
OG0006796	LOC118464685|XP_035788100.1|AALB	LOC6624434|XP_002047620.1|DVIR
OG0006797	LOC118464684|XP_035788099.1|AALB	LOC6628047|XP_002051158.1|DVIR
OG0006798	LOC118464540|XP_035787870.1|AALB	LOC6623607|XP_032290336.1|DVIR
OG0006799	LOC118467075|XP_035793003.1|AALB	LOC6622509|XP_032291363.1|DVIR
OG0006800	LOC118467001|XP_035792819.1|AALB	LOC6624271|XP_015031582.1|DVIR
OG0006801	LOC118466071|XP_035790828.1|AALB	LOC6631410|XP_002055419.3|DVIR
OG0006802	LOC118463990|XP_035786907.1|AALB	LOC6625427|XP_002048822.1|DVIR
OG0006803	LOC118467528|XP_035793987.1|AALB	LOC6635933|XP_002059372.1|DVIR
OG0006804	LOC118463428|XP_035785887.1|AALB	LOC6622168|XP_015030752.1|DVIR
OG0006805	LOC118463417|XP_035785864.1|AALB	LOC6636315|XP_002059875.2|DVIR
OG0006806	LOC118464486|XP_035787800.1|AALB	LOC6623901|XP_015031005.1|DVIR
OG0006807	LOC118467587|XP_035794130.1|AALB	LOC6622772|XP_015030643.1|DVIR
OG0006808	LOC118463409|XP_035785853.1|AALB	LOC6626061|XP_002048851.1|DVIR
OG0006809	LOC118462604|XP_035784327.1|AALB	LOC6623790|XP_002046836.2|DVIR
OG0006810	LOC118462601|XP_035784319.1|AALB	LOC6622751|XP_032290270.1|DVIR
OG0006811	LOC118464899|XP_035788552.1|AALB	LOC26531785|XP_032295459.1|DVIR
OG0006812	LOC118463271|XP_035785637.1|AALB	LOC6623978|XP_002046868.2|DVIR
OG0006813	LOC118466486|XP_035791777.1|AALB	LOC6626280|XP_015029271.1|DVIR
OG0006814	LOC118466269|XP_035791229.1|AALB	LOC6623216|XP_002046733.1|DVIR
OG0006815	LOC118462654|XP_035784421.1|AALB	LOC6623686|XP_002046835.1|DVIR
OG0006816	LOC118467794|XP_035794561.1|AALB	LOC6623220|XP_002046833.1|DVIR
OG0006817	LOC118465087|XP_035788883.1|AALB	LOC6622195|XP_032291314.1|DVIR
OG0006818	LOC118464809|XP_035788364.1|AALB	LOC6623846|XP_002047371.1|DVIR
OG0006820	LOC118463312|XP_035785689.1|AALB	LOC6622737|XP_002047540.1|DVIR
OG0006821	LOC118465868|XP_035790395.1|AALB	LOC6627741|XP_002051125.1|DVIR
OG0006823	LOC118466214|XP_035791131.1|AALB	LOC6622147|XP_002047024.1|DVIR
OG0006824	LOC118466221|XP_035791143.1|AALB	LOC6622289|XP_002046952.1|DVIR
OG0006825	LOC118467774|XP_035794499.1|AALB	LOC6624311|XP_015031331.1|DVIR
OG0006826	LOC118466723|XP_035792283.1|AALB	LOC6622575|XP_002047010.1|DVIR
OG0006827	LOC118465610|XP_035789879.1|AALB	LOC6631231|XP_002054660.2|DVIR
OG0006828	LOC118463933|XP_035786787.1|AALB	LOC6634136|XP_002057422.3|DVIR
OG0006829	LOC118462924|XP_035784925.1|AALB	LOC6624636|XP_032290312.1|DVIR
OG0006830	LOC118462915|XP_035784913.1|AALB	LOC6636851|XP_002060281.1|DVIR
OG0006831	LOC118464310|XP_035787494.1|AALB	LOC6624560|XP_002046604.2|DVIR
OG0006832	LOC118462823|XP_035784738.1|AALB	LOC6623415|XP_002046764.2|DVIR
OG0006833	LOC118467066|XP_035792986.1|AALB	LOC6624708|XP_015031272.1|DVIR
OG0006834	LOC118466279|XP_035791249.1|AALB	LOC6622474|XP_002048197.1|DVIR
OG0006835	LOC118466272|XP_035791238.1|AALB	LOC6622233|XP_002046922.1|DVIR
OG0006836	LOC118465726|XP_035790066.1|AALB	LOC6622775|XP_032290774.1|DVIR
OG0006837	LOC118466125|XP_035790967.1|AALB	LOC6622217|XP_002046340.1|DVIR
OG0006838	LOC118464008|XP_035786949.1|AALB	LOC6623987|XP_002047116.1|DVIR
OG0006839	LOC118467071|XP_035792997.1|AALB	LOC6624195|XP_002046336.1|DVIR
OG0006840	LOC118466445|XP_035791656.1|AALB	LOC6634347|XP_002057811.1|DVIR
OG0006841	LOC118465446|XP_035789593.1|AALB	LOC6623213|XP_002046088.1|DVIR
OG0006842	LOC118466341|XP_035791365.1|AALB	LOC6624528|XP_002046578.3|DVIR
OG0006843	LOC118464854|XP_035788455.1|AALB	LOC6631554|XP_002055008.1|DVIR
OG0006844	LOC118464852|XP_035788454.1|AALB	LOC6631140|XP_002053036.1|DVIR
OG0006845	LOC118465653|XP_035789960.1|AALB	LOC6622976|XP_032290468.1|DVIR
OG0006846	LOC118465651|XP_035789958.1|AALB	LOC6623737|XP_002046842.1|DVIR
OG0006847	LOC118464521|XP_035787851.1|AALB	LOC6623859|XP_002046844.3|DVIR
OG0006848	LOC118466139|XP_035790984.1|AALB	LOC6624753|XP_002050735.2|DVIR
OG0006849	LOC118463941|XP_035786802.1|AALB	LOC6623323|XP_002046752.1|DVIR
OG0006850	LOC118464135|XP_035787127.1|AALB	LOC6623276|XP_002046753.2|DVIR
OG0006851	LOC118464134|XP_035787125.1|AALB	LOC6623359|XP_002046757.1|DVIR
OG0006852	LOC118466355|XP_035791394.1|AALB	LOC6626210|XP_002050545.1|DVIR
OG0006853	LOC118467699|XP_035794376.1|AALB	LOC6622402|XP_002046404.3|DVIR
OG0006854	LOC118467799|XP_035794565.1|AALB	LOC6625711|XP_002051043.1|DVIR
OG0006855	LOC118467913|XP_035794741.1|AALB	LOC116651739|XP_032294645.1|DVIR, LOC6622993|XP_002048164.2|DVIR
OG0006856	LOC118467915|XP_035794743.1|AALB	LOC6625076|XP_015030181.1|DVIR
OG0006857	LOC118466204|XP_035791114.1|AALB	LOC6635867|XP_032292352.1|DVIR
OG0006858	LOC118462781|XP_035784649.1|AALB	LOC6623868|XP_002048303.1|DVIR
OG0006859	LOC118464440|XP_035787708.1|AALB	LOC6625677|XP_002048795.1|DVIR
OG0006860	LOC118465746|XP_035790108.1|AALB	LOC6626523|XP_002050566.1|DVIR
OG0006861	LOC118463270|XP_035785636.1|AALB	LOC116649747|XP_032293159.1|DVIR, LOC6636413|XP_015023889.1|DVIR
OG0006862	LOC118465803|XP_035790263.1|AALB	LOC6623682|XP_002047868.1|DVIR
OG0006863	LOC118458605|XP_035777174.1|AALB	LOC6632125|XP_002055098.2|DVIR
OG0006864	LOC118467166|XP_035793217.1|AALB	LOC6626012|XP_002050157.2|DVIR
OG0006865	LOC118463864|XP_035786667.1|AALB	LOC6630688|XP_002054411.1|DVIR
OG0006866	LOC118465213|XP_035789098.1|AALB	LOC6625489|XP_002048826.1|DVIR
OG0006867	LOC118465814|XP_035790278.1|AALB	LOC6626620|XP_002050604.2|DVIR
OG0006868	LOC118464015|XP_035786960.1|AALB	LOC6624808|XP_032292442.1|DVIR
OG0006869	LOC118463577|XP_035786110.1|AALB	LOC6626304|XP_002048783.1|DVIR
OG0006870	LOC118464392|XP_035787632.1|AALB	LOC6626522|XP_002050565.3|DVIR
OG0006871	LOC118464400|XP_035787648.1|AALB	LOC6627249|XP_002050400.1|DVIR
OG0006872	LOC118464406|XP_035787654.1|AALB	LOC6626345|XP_002050346.1|DVIR
OG0006873	LOC118466907|XP_035792664.1|AALB	LOC6625681|XP_032292356.1|DVIR
OG0006875	LOC118468518|XP_035795250.1|AALB	LOC6628343|XP_002052674.1|DVIR
OG0006876	LOC118461532|XP_035782857.1|AALB	LOC6626139|XP_015029887.1|DVIR
OG0006877	LOC118461397|XP_035782553.1|AALB	LOC26530659|XP_032294071.1|DVIR
OG0006878	LOC118465623|XP_035789914.1|AALB	LOC6628917|XP_002051385.3|DVIR
OG0006879	LOC118465625|XP_035789920.1|AALB	LOC6624861|XP_015029606.1|DVIR
OG0006880	LOC118460013|XP_035779837.1|AALB	LOC6627832|XP_002051756.1|DVIR
OG0006882	LOC118456923|XP_035773944.1|AALB	LOC6626552|XP_032292565.1|DVIR
OG0006883	LOC118459784|XP_035779393.1|AALB	LOC6627802|XP_002051312.3|DVIR
OG0006884	LOC118468682|XP_035795686.1|AALB	LOC6634101|XP_002057712.1|DVIR
OG0006885	LOC118456534|XP_035773276.1|AALB	LOC6628489|XP_015028781.1|DVIR
OG0006886	LOC118462576|XP_035784273.1|AALB	LOC6630316|XP_002053733.1|DVIR
OG0006887	LOC118457663|XP_035775308.1|AALB	LOC6633447|XP_002056909.1|DVIR
OG0006888	LOC118457672|XP_035775321.1|AALB	LOC6627426|XP_002052411.1|DVIR
OG0006889	LOC118457667|XP_035775314.1|AALB	LOC6627801|XP_002051311.1|DVIR
OG0006890	LOC118457498|XP_035775027.1|AALB	LOC6635709|XP_002059258.1|DVIR
OG0006891	LOC118457499|XP_035775028.1|AALB	LOC6627861|XP_002052280.1|DVIR
OG0006892	LOC118456172|XP_035772609.1|AALB	LOC6629048|XP_002052886.1|DVIR
OG0006893	LOC118460010|XP_035779829.1|AALB	LOC6628758|XP_002051898.1|DVIR
OG0006894	LOC118460008|XP_035779823.1|AALB	LOC6628757|XP_032293935.1|DVIR
OG0006895	LOC118456620|XP_035773430.1|AALB	LOC26530697|XP_032295894.1|DVIR
OG0006896	LOC118456621|XP_035773431.1|AALB	LOC6634270|XP_002057552.1|DVIR
OG0006897	LOC118461878|XP_035783606.1|AALB	LOC6634383|XP_002057577.1|DVIR
OG0006898	LOC118456438|XP_035773091.1|AALB	LOC6628341|XP_002052672.1|DVIR
OG0006899	LOC118457174|XP_035774398.1|AALB	LOC6628460|XP_002051832.1|DVIR
OG0006900	LOC118469040|XP_035796396.1|AALB	LOC6631442|XP_002055680.1|DVIR
OG0006901	LOC118468530|XP_035795301.1|AALB	LOC6628635|XP_002051879.1|DVIR
OG0006902	LOC118469059|XP_035796424.1|AALB	LOC6635572|XP_002058927.1|DVIR
OG0006903	LOC118459159|XP_035778140.1|AALB	LOC6632560|XP_032288734.1|DVIR
OG0006904	LOC118467839|XP_035794632.1|AALB	LOC6634322|XP_002057462.1|DVIR
OG0006905	LOC118456683|XP_035773561.1|AALB	LOC6628788|XP_032294499.1|DVIR
OG0006906	LOC118457965|XP_035775897.1|AALB	LOC6627331|XP_002051927.1|DVIR
OG0006907	LOC118458360|XP_035776605.1|AALB	LOC6635675|XP_032294740.1|DVIR
OG0006908	LOC118456840|XP_035773829.1|AALB	LOC6628653|XP_002051503.1|DVIR
OG0006909	LOC118456838|XP_035773827.1|AALB	LOC6628160|XP_002052415.2|DVIR
OG0006910	LOC118458363|XP_035776630.1|AALB	LOC6634149|XP_032293748.1|DVIR
OG0006911	LOC118457805|XP_035775547.1|AALB	LOC6631384|XP_002055656.1|DVIR
OG0006912	LOC118457108|XP_035774293.1|AALB	LOC6633910|XP_002057603.1|DVIR
OG0006913	LOC118468740|XP_035795791.1|AALB	LOC6628628|XP_002052570.1|DVIR
OG0006914	LOC118468742|XP_035795793.1|AALB	LOC6622065|XP_002047713.1|DVIR
OG0006915	LOC118468739|XP_035795790.1|AALB	LOC6627999|XP_032293939.1|DVIR
OG0006916	LOC118468735|XP_035795771.1|AALB	LOC6628851|XP_032293836.1|DVIR
OG0006917	LOC118456157|XP_035772570.1|AALB	LOC6633932|XP_032293689.1|DVIR
OG0006918	LOC118468755|XP_035795809.1|AALB	LOC6634209|XP_002057802.1|DVIR
OG0006919	LOC118465077|XP_035788873.1|AALB	LOC6633965|XP_032293414.1|DVIR
OG0006920	LOC118460565|XP_035780859.1|AALB	LOC6629215|XP_032293816.1|DVIR
OG0006921	LOC118456370|XP_035772942.1|AALB	LOC6628026|XP_032294584.1|DVIR
OG0006922	LOC118456468|XP_035773151.1|AALB	LOC6634224|XP_002057673.1|DVIR
OG0006923	LOC118461415|XP_035782597.1|AALB	LOC6635713|XP_002059262.1|DVIR
OG0006924	LOC118456832|XP_035773820.1|AALB	LOC6629008|XP_002051277.1|DVIR
OG0006925	LOC118458820|XP_035777585.1|AALB	LOC6632720|XP_015025939.2|DVIR
OG0006926	LOC118457608|XP_035775206.1|AALB	LOC6627524|XP_015028302.1|DVIR
OG0006927	LOC118458768|XP_035777453.1|AALB	LOC6627523|XP_002051970.1|DVIR
OG0006928	LOC118468720|XP_035795743.1|AALB	LOC6627357|XP_032294354.1|DVIR
OG0006929	LOC118461541|XP_035782880.1|AALB	LOC6635753|XP_002059110.2|DVIR
OG0006931	LOC118460693|XP_035781101.1|AALB	LOC6629203|XP_002052622.1|DVIR
OG0006932	LOC118460407|XP_035780587.1|AALB	LOC6628078|XP_002051162.1|DVIR
OG0006933	LOC118460411|XP_035780591.1|AALB	LOC6628050|XP_002051161.1|DVIR
OG0006934	LOC118459920|XP_035779655.1|AALB	LOC6630660|XP_002053439.1|DVIR
OG0006935	LOC118462069|XP_035783958.1|AALB	LOC6633933|XP_002057622.1|DVIR
OG0006936	LOC118461154|XP_035782021.1|AALB	LOC6628082|XP_032293559.1|DVIR
OG0006937	LOC118458445|XP_035776820.1|AALB	LOC6629128|XP_002052394.1|DVIR
OG0006938	LOC118458444|XP_035776819.1|AALB	LOC6629153|XP_002052447.1|DVIR
OG0006939	LOC118460440|XP_035780630.1|AALB	LOC6633431|XP_032296593.1|DVIR
OG0006940	LOC118467746|XP_035794454.1|AALB	LOC6628476|XP_002052559.1|DVIR
OG0006941	LOC118468482|XP_035795195.1|AALB	LOC6627813|XP_032293953.1|DVIR
OG0006942	LOC118460072|XP_035779967.1|AALB	LOC6626214|XP_002050549.2|DVIR
OG0006944	LOC118459686|XP_035779212.1|AALB	LOC6627441|XP_032294442.1|DVIR
OG0006945	LOC118456969|XP_035774056.1|AALB	LOC6629036|XP_002052813.2|DVIR
OG0006946	LOC118460720|XP_035781160.1|AALB	LOC6632414|XP_015026061.1|DVIR
OG0006947	LOC118460723|XP_035781165.1|AALB	LOC6628659|XP_002051509.1|DVIR
OG0006948	LOC118468751|XP_035795806.1|AALB	LOC6633999|XP_002057820.1|DVIR
OG0006950	LOC118457155|XP_035774373.1|AALB	LOC6627487|XP_002051292.1|DVIR
OG0006951	LOC118461671|XP_035783152.1|AALB	LOC6634153|XP_002057630.1|DVIR
OG0006952	LOC118461664|XP_035783142.1|AALB	LOC6635079|XP_015024814.2|DVIR
OG0006953	LOC118468951|XP_035796194.1|AALB	LOC6623912|XP_002048306.1|DVIR
OG0006954	LOC118461895|XP_035783642.1|AALB	LOC6635760|XP_032294771.1|DVIR
OG0006955	LOC118459540|XP_035778904.1|AALB	LOC6630147|XP_002054178.1|DVIR
OG0006956	LOC118458745|XP_035777416.1|AALB	LOC6629063|XP_002051607.1|DVIR
OG0006957	LOC118458740|XP_035777404.1|AALB	LOC6634337|XP_002057465.1|DVIR
OG0006958	LOC118458742|XP_035777411.1|AALB	LOC6625226|XP_002049963.1|DVIR
OG0006959	LOC118458305|XP_035776531.1|AALB	LOC6624638|XP_002046476.1|DVIR
OG0006960	LOC118457875|XP_035775691.1|AALB	LOC6634312|XP_002057562.1|DVIR
OG0006961	LOC118457465|XP_035774977.1|AALB	LOC6628269|XP_002052708.1|DVIR
OG0006962	LOC118458743|XP_035777413.1|AALB	LOC6634188|XP_002057781.1|DVIR
OG0006963	LOC118467897|XP_035794712.1|AALB	LOC6634202|XP_032293770.1|DVIR
OG0006964	LOC118461296|XP_035782369.1|AALB	LOC6634235|XP_002057746.1|DVIR
OG0006965	LOC118456184|XP_035772630.1|AALB	LOC6628339|XP_002052670.3|DVIR
