Orthogroup	AALB.longest_only	ASTE.longest_only
OG0007497	LOC118464439|XP_035787707.1|AALB	LOC118504113|XP_035894097.1|ASTE
OG0007498	LOC118465450|XP_035789607.1|AALB	LOC118512314|XP_035912458.1|ASTE
OG0007499	LOC118463685|XP_035786345.1|AALB	LOC118512351|XP_035912545.1|ASTE
OG0007500	LOC118468935|XP_035796160.1|AALB	LOC118510929|XP_035909240.1|ASTE
OG0007501	LOC118466024|XP_035790737.1|AALB	LOC118503884|XP_035893531.1|ASTE
OG0007502	LOC118462770|XP_035784628.1|AALB	LOC118504123|XP_035894107.1|ASTE
OG0007503	LOC118462765|XP_035784620.1|AALB	LOC118504063|XP_035893992.1|ASTE
OG0007504	LOC118462768|XP_035784626.1|AALB	LOC118504106|XP_035894086.1|ASTE
OG0007505	LOC118465911|XP_035790495.1|AALB	LOC118504061|XP_035893988.1|ASTE
OG0007506	LOC118465208|XP_035789089.1|AALB	LOC118504094|XP_035894069.1|ASTE
OG0007507	LOC118464189|XP_035787236.1|AALB	LOC118504156|XP_035894177.1|ASTE
OG0007508	LOC118467217|XP_035793355.1|AALB	LOC118512348|XP_035912535.1|ASTE
OG0007509	LOC118465459|XP_035789645.1|AALB	LOC118512336|XP_035912514.1|ASTE
OG0007510	LOC118467833|XP_035794617.1|AALB	LOC118506095|XP_035898672.1|ASTE
OG0007511	LOC118466042|XP_035790770.1|AALB	LOC118503978|XP_035893806.1|ASTE
OG0007512	LOC118467658|XP_035794293.1|AALB	LOC118503961|XP_035893749.1|ASTE
OG0007513	LOC118466852|XP_035792573.1|AALB	LOC118507336|XP_035901618.1|ASTE
OG0007514	LOC118466843|XP_035792558.1|AALB	LOC118507342|XP_035901624.1|ASTE
OG0007515	LOC118467731|XP_035794428.1|AALB	LOC118512384|XP_035912648.1|ASTE
OG0007516	LOC118467724|XP_035794420.1|AALB	LOC118512367|XP_035912589.1|ASTE
OG0007517	LOC118465854|XP_035790375.1|AALB	LOC118512382|XP_035912646.1|ASTE
OG0007518	LOC118462537|XP_035784196.1|AALB	LOC118507238|XP_035901382.1|ASTE
OG0007519	LOC118465501|XP_035789703.1|AALB	LOC118508149|XP_035903578.1|ASTE
OG0007520	LOC118465502|XP_035789712.1|AALB	LOC118503437|XP_035892590.1|ASTE
OG0007521	LOC118467539|XP_035794031.1|AALB	LOC118505916|XP_035898277.1|ASTE
OG0007522	LOC118462543|XP_035784203.1|AALB	LOC118507331|XP_035901612.1|ASTE
OG0007523	LOC118464349|XP_035787562.1|AALB	LOC118507428|XP_035901791.1|ASTE, LOC118517347|XP_035919240.1|ASTE
OG0007524	LOC118467017|XP_035792856.1|AALB	LOC118505993|XP_035898459.1|ASTE
OG0007525	LOC118464004|XP_035786944.1|AALB	LOC118517684|XP_035919988.1|ASTE
OG0007526	LOC118466166|XP_035791037.1|AALB	LOC118517695|XP_035920011.1|ASTE
OG0007527	LOC118466160|XP_035791029.1|AALB	LOC118517701|XP_035920025.1|ASTE
OG0007528	LOC118466875|XP_035792618.1|AALB	LOC118517627|XP_035919830.1|ASTE
OG0007529	LOC118465414|XP_035789529.1|AALB	LOC118503323|XP_035892358.1|ASTE
OG0007530	LOC118465075|XP_035788865.1|AALB	LOC118505983|XP_035898438.1|ASTE
OG0007531	LOC118465057|XP_035788832.1|AALB	LOC118506100|XP_035898678.1|ASTE
OG0007532	LOC118467246|XP_035793410.1|AALB	LOC118507250|XP_035901426.1|ASTE
OG0007534	LOC118465224|XP_035789112.1|AALB	LOC118507304|XP_035901571.1|ASTE
OG0007535	LOC118465660|XP_035789967.1|AALB	LOC118507271|XP_035901464.1|ASTE
OG0007536	LOC118464336|XP_035787547.1|AALB	LOC118506023|XP_035898519.1|ASTE
OG0007537	LOC118467030|XP_035792889.1|AALB	LOC118508138|XP_035903545.1|ASTE
OG0007538	LOC118462793|XP_035784678.1|AALB	LOC118508136|XP_035903536.1|ASTE
OG0007539	LOC118467723|XP_035794419.1|AALB	LOC118508123|XP_035903523.1|ASTE
OG0007540	LOC118467725|XP_035794422.1|AALB	LOC118508124|XP_035903525.1|ASTE
OG0007541	LOC118465259|XP_035789173.1|AALB	LOC118507161|XP_035901108.1|ASTE
OG0007542	LOC118465261|XP_035789176.1|AALB	LOC118507165|XP_035901122.1|ASTE
OG0007543	LOC118466017|XP_035790722.1|AALB	LOC118508157|XP_035903591.1|ASTE
OG0007544	LOC118466045|XP_035790774.1|AALB	LOC118507301|XP_035901562.1|ASTE
OG0007545	LOC118457829|XP_035775597.1|AALB	LOC118514089|XP_035916518.1|ASTE
OG0007546	LOC118466872|XP_035792614.1|AALB	LOC118506320|XP_035899164.1|ASTE
OG0007547	LOC118465277|XP_035789211.1|AALB	LOC118504846|XP_035895748.1|ASTE
OG0007548	LOC118466951|XP_035792743.1|AALB	LOC118504163|XP_035894189.1|ASTE
OG0007549	LOC118466824|XP_035792508.1|AALB	LOC118504170|XP_035894206.1|ASTE
OG0007550	LOC118466525|XP_035791915.1|AALB	LOC118517655|XP_035919881.1|ASTE
OG0007551	LOC118466526|XP_035791924.1|AALB	LOC118517661|XP_035919930.1|ASTE
OG0007552	LOC118466716|XP_035792273.1|AALB	LOC118517664|XP_035919935.1|ASTE
OG0007553	LOC118467427|XP_035793805.1|AALB	LOC118517668|XP_035919939.1|ASTE
OG0007554	LOC118462662|XP_035784447.1|AALB	LOC118505978|XP_035898426.1|ASTE
OG0007555	LOC118466096|XP_035790904.1|AALB	LOC118505987|XP_035898442.1|ASTE
OG0007556	LOC118465093|XP_035788894.1|AALB	LOC118503241|XP_035892146.1|ASTE
OG0007557	LOC118467903|XP_035794720.1|AALB	LOC118503242|XP_035892147.1|ASTE
OG0007558	LOC118465089|XP_035788886.1|AALB	LOC118507272|XP_035901465.1|ASTE
OG0007559	LOC118465081|XP_035788877.1|AALB	LOC118505982|XP_035898436.1|ASTE
OG0007560	LOC118462772|XP_035784629.1|AALB	LOC118503237|XP_035892139.1|ASTE
OG0007561	LOC118463179|XP_035785479.1|AALB	LOC118507986|XP_035903246.1|ASTE
OG0007562	LOC118462899|XP_035784888.1|AALB	LOC118503170|XP_035892026.1|ASTE
OG0007563	LOC118467027|XP_035792885.1|AALB	LOC118504752|XP_035895565.1|ASTE
OG0007564	LOC118465688|XP_035790012.1|AALB	LOC118506205|XP_035898906.1|ASTE
OG0007565	LOC118463461|XP_035785943.1|AALB	LOC118505882|XP_035898217.1|ASTE
OG0007566	LOC118466820|XP_035792501.1|AALB	LOC118504173|XP_035894214.1|ASTE
OG0007567	LOC118467933|XP_035794787.1|AALB	LOC118507375|XP_035901711.1|ASTE
OG0007568	LOC118467929|XP_035794782.1|AALB	LOC118504223|XP_035894332.1|ASTE
OG0007569	LOC118467931|XP_035794785.1|AALB	LOC118507379|XP_035901717.1|ASTE
OG0007570	LOC118467928|XP_035794780.1|AALB	LOC118507378|XP_035901716.1|ASTE
OG0007572	LOC118465166|XP_035789019.1|AALB	LOC118504225|XP_035894333.1|ASTE
OG0007573	LOC118467295|XP_035793505.1|AALB	LOC118503072|XP_035891839.1|ASTE
OG0007574	LOC118465972|XP_035790625.1|AALB	LOC118503069|XP_035891835.1|ASTE
OG0007575	LOC118464699|XP_035788114.1|AALB	LOC118503059|XP_035891818.1|ASTE
OG0007576	LOC118465555|XP_035789781.1|AALB	LOC118503963|XP_035893751.1|ASTE
OG0007577	LOC118462671|XP_035784461.1|AALB	LOC118503984|XP_035893821.1|ASTE
OG0007578	LOC118464981|XP_035788705.1|AALB	LOC118503893|XP_035893559.1|ASTE
OG0007579	LOC118466462|XP_035791712.1|AALB	LOC118503874|XP_035893511.1|ASTE
OG0007580	LOC118466464|XP_035791715.1|AALB	LOC118503871|XP_035893504.1|ASTE
OG0007581	LOC118462799|XP_035784689.1|AALB	LOC118503862|XP_035893485.1|ASTE
OG0007582	LOC118462800|XP_035784691.1|AALB	LOC118503866|XP_035893493.1|ASTE
OG0007583	LOC118465438|XP_035789581.1|AALB	LOC118503865|XP_035893492.1|ASTE
OG0007584	LOC118464347|XP_035787560.1|AALB	LOC118507417|XP_035901774.1|ASTE
OG0007585	LOC118463874|XP_035786687.1|AALB	LOC118507194|XP_035901163.1|ASTE
OG0007587	LOC118467306|XP_035793522.1|AALB	LOC118506121|XP_035898731.1|ASTE
OG0007588	LOC118467307|XP_035793528.1|AALB	LOC118506117|XP_035898718.1|ASTE
OG0007589	LOC118467418|XP_035793797.1|AALB	LOC118506087|XP_035898659.1|ASTE, LOC118516521|XP_035918348.1|ASTE
OG0007590	LOC118465148|XP_035788987.1|AALB	LOC118503692|XP_035893128.1|ASTE
OG0007591	LOC118462745|XP_035784598.1|AALB	LOC118507104|XP_035901000.1|ASTE
OG0007592	LOC118462729|XP_035784567.1|AALB	LOC118508065|XP_035903415.1|ASTE
OG0007593	LOC118462741|XP_035784595.1|AALB	LOC118504841|XP_035895740.1|ASTE
OG0007594	LOC118463304|XP_035785683.1|AALB	LOC118504115|XP_035894099.1|ASTE
OG0007595	LOC118464203|XP_035787256.1|AALB	LOC118504202|XP_035894275.1|ASTE
OG0007596	LOC118464944|XP_035788624.1|AALB	LOC118504852|XP_035895757.1|ASTE
OG0007597	LOC118463069|XP_035785221.1|AALB	LOC118504194|XP_035894262.1|ASTE
OG0007598	LOC118464980|XP_035788704.1|AALB	LOC118503499|XP_035892726.1|ASTE
OG0007599	LOC118466976|XP_035792781.1|AALB	LOC118503083|XP_035891858.1|ASTE
OG0007600	LOC118464707|XP_035788132.1|AALB	LOC118503084|XP_035891860.1|ASTE
OG0007601	LOC118462757|XP_035784614.1|AALB	LOC118503364|XP_035892451.1|ASTE
OG0007602	LOC118465687|XP_035790011.1|AALB	LOC118503365|XP_035892454.1|ASTE
OG0007603	LOC118465822|XP_035790301.1|AALB	LOC118503348|XP_035892413.1|ASTE
OG0007604	LOC118464999|XP_035788733.1|AALB	LOC118503797|XP_035893381.1|ASTE
OG0007605	LOC118463996|XP_035786921.1|AALB	LOC118503793|XP_035893366.1|ASTE
OG0007606	LOC118466386|XP_035791510.1|AALB	LOC118503788|XP_035893357.1|ASTE
OG0007607	LOC118463519|XP_035786015.1|AALB	LOC118503780|XP_035893346.1|ASTE
OG0007608	LOC118466977|XP_035792784.1|AALB	LOC118503766|XP_035893328.1|ASTE
OG0007609	LOC118463467|XP_035785950.1|AALB	LOC118509776|XP_035906808.1|ASTE
OG0007610	LOC118466491|XP_035791785.1|AALB	LOC118503409|XP_035892531.1|ASTE
OG0007611	LOC118466493|XP_035791791.1|AALB	LOC118503406|XP_035892504.1|ASTE
OG0007612	LOC118466492|XP_035791787.1|AALB	LOC118506137|XP_035898766.1|ASTE
OG0007613	LOC118466504|XP_035791827.1|AALB	LOC118507358|XP_035901658.1|ASTE
OG0007614	LOC118462876|XP_035784840.1|AALB	LOC118504908|XP_035895869.1|ASTE
OG0007615	LOC118462879|XP_035784843.1|AALB	LOC118504913|XP_035895878.1|ASTE
OG0007616	LOC118462878|XP_035784842.1|AALB	LOC118504912|XP_035895877.1|ASTE
OG0007617	LOC118463931|XP_035786783.1|AALB	LOC118504909|XP_035895870.1|ASTE
OG0007618	LOC118465798|XP_035790255.1|AALB	LOC118504243|XP_035894358.1|ASTE
OG0007619	LOC118463994|XP_035786917.1|AALB	LOC118506217|XP_035898940.1|ASTE
OG0007620	LOC118465928|XP_035790521.1|AALB	LOC118504790|XP_035895648.1|ASTE
OG0007621	LOC118466925|XP_035792703.1|AALB	LOC118508395|XP_035904040.1|ASTE
OG0007622	LOC118463755|XP_035786450.1|AALB	LOC118508117|XP_035903508.1|ASTE
OG0007623	LOC118462684|XP_035784486.1|AALB	LOC118503091|XP_035891875.1|ASTE
OG0007624	LOC118466098|XP_035790906.1|AALB	LOC118503755|XP_035893299.1|ASTE
OG0007625	LOC118465978|XP_035790633.1|AALB	LOC118503741|XP_035893260.1|ASTE
OG0007626	LOC118465992|XP_035790677.1|AALB	LOC118503737|XP_035893246.1|ASTE
OG0007627	LOC118465989|XP_035790671.1|AALB	LOC118503744|XP_035893279.1|ASTE
OG0007628	LOC118456878|XP_035773887.1|AALB	LOC118509707|XP_035906686.1|ASTE
OG0007630	LOC118465939|XP_035790551.1|AALB	LOC118517457|XP_035919507.1|ASTE
OG0007631	LOC118460683|XP_035781074.1|AALB	LOC118508383|XP_035904013.1|ASTE
OG0007632	LOC118468349|XP_035795002.1|AALB	LOC118509989|XP_035907264.1|ASTE
OG0007633	LOC118457152|XP_035774370.1|AALB	LOC118510618|XP_035908538.1|ASTE
OG0007635	LOC118461204|XP_035782149.1|AALB	LOC118512547|XP_035913019.1|ASTE
OG0007637	LOC118464130|XP_035787118.1|AALB	LOC118508236|XP_035903736.1|ASTE
OG0007665	LOC118459890|XP_035779587.1|AALB	LOC118510267|XP_035907760.1|ASTE
OG0007666	LOC118459902|XP_035779621.1|AALB	LOC118510285|XP_035907797.1|ASTE
OG0007667	LOC118463704|XP_035786392.1|AALB	LOC118507830|XP_035902831.1|ASTE
OG0007668	LOC118466605|XP_035792106.1|AALB	LOC118503775|XP_035893343.1|ASTE
OG0007669	LOC118462035|XP_035783906.1|AALB	LOC118517403|XP_035919361.1|ASTE
OG0007670	LOC118462026|XP_035783894.1|AALB	LOC118517401|XP_035919359.1|ASTE
OG0007671	LOC118463623|XP_035786214.1|AALB	LOC118509751|XP_035906775.1|ASTE
OG0007672	LOC118463063|XP_035785215.1|AALB	LOC118517485|XP_035919573.1|ASTE
OG0007673	LOC118467038|XP_035792920.1|AALB	LOC118507722|XP_035902566.1|ASTE
OG0007674	LOC118456371|XP_035772948.1|AALB	LOC118511164|XP_035909799.1|ASTE
OG0007675	LOC118463206|XP_035785583.1|AALB	LOC118510733|XP_035908842.1|ASTE
OG0007676	LOC118462076|XP_035783977.1|AALB	LOC118510586|XP_035908482.1|ASTE
OG0007677	LOC118466216|XP_035791132.1|AALB	LOC118514235|XP_035916832.1|ASTE
OG0007679	LOC118464627|XP_035787968.1|AALB	LOC118517458|XP_035919508.1|ASTE
OG0007680	LOC118457096|XP_035774280.1|AALB	LOC118503052|XP_035891788.1|ASTE
OG0007682	LOC118458641|XP_035777226.1|AALB	LOC118509130|XP_035905226.1|ASTE
OG0007683	LOC118461566|XP_035782935.1|AALB	LOC118515097|XP_035917718.1|ASTE
OG0007684	LOC118462940|XP_035784971.1|AALB	LOC118506013|XP_035898492.1|ASTE
OG0007685	LOC118463151|XP_035785430.1|AALB	LOC118505487|XP_035897226.1|ASTE
OG0007686	LOC118457697|XP_035775367.1|AALB	LOC118510910|XP_035909207.1|ASTE
OG0007687	LOC118461954|XP_035783747.1|AALB	LOC118516438|XP_035918217.1|ASTE
OG0007688	LOC118458033|XP_035776045.1|AALB	LOC118512333|XP_035912508.1|ASTE
OG0007689	LOC118460147|XP_035780137.1|AALB	LOC118516599|XP_035918458.1|ASTE
OG0007690	LOC118466351|XP_035791381.1|AALB	LOC118505593|XP_035897499.1|ASTE
OG0007691	LOC118458658|XP_035777246.1|AALB	LOC118503386|XP_035892482.1|ASTE
OG0007692	LOC118465101|XP_035788960.1|AALB	LOC118517467|XP_035919533.1|ASTE
OG0007693	LOC118464479|XP_035787792.1|AALB	LOC118510603|XP_035908507.1|ASTE
OG0007694	LOC118458932|XP_035777800.1|AALB	LOC118510935|XP_035909261.1|ASTE
OG0007695	LOC118456341|XP_035772891.1|AALB	LOC118507033|XP_035900875.1|ASTE
OG0007696	LOC118461964|XP_035783767.1|AALB	LOC118509288|XP_035905589.1|ASTE
OG0007697	LOC118459082|XP_035778034.1|AALB	LOC118517656|XP_035919901.1|ASTE
OG0007698	LOC118459598|XP_035779035.1|AALB	LOC118512437|XP_035912796.1|ASTE
OG0007699	LOC118460060|XP_035779949.1|AALB	LOC118516267|XP_035918009.1|ASTE
OG0007701	LOC118461497|XP_035782817.1|AALB	LOC118511281|XP_035910110.1|ASTE
OG0007702	LOC118457139|XP_035774387.1|AALB	LOC118512446|XP_035912807.1|ASTE
OG0007705	LOC118460330|XP_035780441.1|AALB	LOC118503911|XP_035893602.1|ASTE
OG0007706	LOC118459584|XP_035779008.1|AALB	LOC118517426|XP_035919430.1|ASTE
OG0007707	LOC118468659|XP_035795588.1|AALB	LOC118511090|XP_035909681.1|ASTE
OG0007708	LOC118464777|XP_035788299.1|AALB	LOC118509964|XP_035907238.1|ASTE
OG0007709	LOC118466036|XP_035790764.1|AALB	LOC118516532|XP_035918371.1|ASTE
OG0007710	LOC118461656|XP_035783166.1|AALB	LOC118511062|XP_035909567.1|ASTE
OG0007711	LOC118468416|XP_035795075.1|AALB	LOC118506268|XP_035899068.1|ASTE
OG0007712	LOC118465197|XP_035789068.1|AALB	LOC118511472|XP_035910496.1|ASTE
OG0007713	LOC118461271|XP_035782311.1|AALB	LOC118508814|XP_035904452.1|ASTE
OG0007714	LOC118465614|XP_035789888.1|AALB	LOC118508751|XP_035904403.1|ASTE
OG0007715	LOC118461523|XP_035782851.1|AALB	LOC118513625|XP_035915619.1|ASTE
OG0007717	LOC118458754|XP_035777442.1|AALB	LOC118506601|XP_035899863.1|ASTE
OG0007718	LOC118463383|XP_035785817.1|AALB	LOC118505821|XP_035898063.1|ASTE
OG0007719	LOC118456402|XP_035773001.1|AALB	LOC118507531|XP_035901993.1|ASTE
OG0007720	LOC118459694|XP_035779232.1|AALB	LOC118507562|XP_035902074.1|ASTE
OG0007721	LOC118460673|XP_035781089.1|AALB	LOC118507780|XP_035902711.1|ASTE
OG0007722	LOC118468565|XP_035795375.1|AALB	LOC118507773|XP_035902700.1|ASTE
OG0007723	LOC118456571|XP_035773342.1|AALB	LOC118508061|XP_035903413.1|ASTE
OG0007724	LOC118456483|XP_035773197.1|AALB	LOC118507484|XP_035901898.1|ASTE
OG0007725	LOC118459301|XP_035778446.1|AALB	LOC118507100|XP_035900998.1|ASTE
OG0007726	LOC118467056|XP_035792998.1|AALB	LOC118507337|XP_035901622.1|ASTE
OG0007727	LOC118459861|XP_035779529.1|AALB	LOC118508131|XP_035903534.1|ASTE
OG0007728	LOC118466157|XP_035791067.1|AALB	LOC118505036|XP_035896168.1|ASTE
OG0007729	LOC118462784|XP_035784669.1|AALB	LOC118509265|XP_035905512.1|ASTE
OG0007731	LOC118456287|XP_035772798.1|AALB	LOC118512782|XP_035913590.1|ASTE
OG0007733	LOC118461642|XP_035783111.1|AALB	LOC118504224|XP_035894336.1|ASTE
OG0007734	LOC118465766|XP_035790178.1|AALB	LOC118504069|XP_035894012.1|ASTE
OG0007735	LOC118460684|XP_035781079.1|AALB	LOC118504442|XP_035894801.1|ASTE
OG0007736	LOC118458075|XP_035776128.1|AALB	LOC118516499|XP_035918323.1|ASTE
OG0007737	LOC118464411|XP_035787665.1|AALB	LOC118508927|XP_035904720.1|ASTE
OG0007738	LOC118466333|XP_035791349.1|AALB	LOC118516637|XP_035918509.1|ASTE
OG0007741	LOC118460967|XP_035781670.1|AALB	LOC118504694|XP_035895411.1|ASTE
OG0007742	LOC118456365|XP_035772933.1|AALB	LOC118503921|XP_035893641.1|ASTE
OG0007743	LOC118459847|XP_035779511.1|AALB	LOC118512517|XP_035912947.1|ASTE
OG0007744	LOC118466209|XP_035791123.1|AALB	LOC118513326|XP_035914826.1|ASTE
OG0007745	LOC118461267|XP_035782293.1|AALB	LOC118510737|XP_035908846.1|ASTE
OG0007746	LOC118460595|XP_035780919.1|AALB	LOC118504407|XP_035894736.1|ASTE
OG0007747	LOC118460552|XP_035780843.1|AALB	LOC118504910|XP_035895875.1|ASTE
OG0007749	LOC118466762|XP_035792369.1|AALB	LOC118509415|XP_035905880.1|ASTE
OG0007751	LOC118462901|XP_035784892.1|AALB	LOC118506730|XP_035900161.1|ASTE
OG0007753	LOC118457856|XP_035775641.1|AALB	LOC118503440|XP_035892597.1|ASTE
OG0007754	LOC118468805|XP_035795909.1|AALB	LOC118504818|XP_035895715.1|ASTE
OG0007755	LOC118460763|XP_035781256.1|AALB	LOC118504837|XP_035895739.1|ASTE
OG0007756	LOC118464326|XP_035787532.1|AALB	LOC118504080|XP_035894044.1|ASTE
OG0007758	LOC118456894|XP_035773908.1|AALB	LOC118514110|XP_035916578.1|ASTE
OG0007760	LOC118460774|XP_035781275.1|AALB	LOC118508415|XP_035904082.1|ASTE
OG0007761	LOC118466394|XP_035791584.1|AALB	LOC118508322|XP_035903888.1|ASTE
OG0007762	LOC118458786|XP_035777527.1|AALB	LOC118508332|XP_035903898.1|ASTE
OG0007763	LOC118457131|XP_035774342.1|AALB	LOC118508342|XP_035903920.1|ASTE
OG0007764	LOC118457304|XP_035774687.1|AALB	LOC118504476|XP_035895105.1|ASTE
OG0007765	LOC118459063|XP_035777995.1|AALB	LOC118508353|XP_035903949.1|ASTE
OG0007767	LOC118464693|XP_035788111.1|AALB	LOC118517369|XP_035919279.1|ASTE
OG0007768	LOC118465585|XP_035789849.1|AALB	LOC118506288|XP_035899108.1|ASTE
OG0007769	LOC118457091|XP_035774272.1|AALB, LOC118459634|XP_035779108.1|AALB	LOC118508411|XP_035904072.1|ASTE
OG0007770	LOC118460429|XP_035780613.1|AALB	LOC118506383|XP_035899310.1|ASTE
OG0007771	LOC118462664|XP_035784453.1|AALB	LOC118505980|XP_035898434.1|ASTE
OG0007772	LOC118466974|XP_035792779.1|AALB	LOC118503977|XP_035893805.1|ASTE
OG0007773	LOC118460446|XP_035780651.1|AALB	LOC118505563|XP_035897411.1|ASTE
OG0007774	LOC118461277|XP_035782323.1|AALB, LOC118462616|XP_035784344.1|AALB	LOC118516954|XP_035918680.1|ASTE
OG0007775	LOC118464866|XP_035788481.1|AALB	LOC118511535|XP_035910624.1|ASTE
OG0007776	LOC118458526|XP_035777000.1|AALB	LOC118510436|XP_035908150.1|ASTE
OG0007777	LOC118468445|XP_035795112.1|AALB	LOC118517124|XP_035918914.1|ASTE
OG0007778	LOC118468395|XP_035795051.1|AALB	LOC118502968|XP_035891626.1|ASTE
OG0007779	LOC118465472|XP_035789664.1|AALB	LOC118504490|XP_035894906.1|ASTE
OG0007780	LOC118465513|XP_035789728.1|AALB	LOC118504611|XP_035895184.1|ASTE
OG0007781	LOC118459370|XP_035778564.1|AALB	LOC118506008|XP_035898490.1|ASTE
OG0007782	LOC118459432|XP_035778674.1|AALB	LOC118506062|XP_035898612.1|ASTE
OG0007783	LOC118458025|XP_035776024.1|AALB	LOC118507058|XP_035900917.1|ASTE
OG0007784	LOC118467381|XP_035793754.1|AALB	LOC118515536|XP_035917927.1|ASTE
OG0007785	LOC118460838|XP_035781413.1|AALB	LOC118503936|XP_035893699.1|ASTE
OG0007786	LOC118460134|XP_035780091.1|AALB	LOC118505606|XP_035897530.1|ASTE
OG0007787	LOC118457809|XP_035775556.1|AALB	LOC118505604|XP_035897526.1|ASTE
OG0007788	LOC118468319|XP_035794957.1|AALB	LOC118505579|XP_035897428.1|ASTE
OG0007790	LOC118460940|XP_035781597.1|AALB	LOC118508467|XP_035904163.1|ASTE
OG0007792	LOC118460537|XP_035780817.1|AALB	LOC118502871|XP_035891472.1|ASTE
OG0007793	LOC118460081|XP_035779988.1|AALB	LOC118504373|XP_035894673.1|ASTE
OG0007794	LOC118460665|XP_035781028.1|AALB	LOC118503566|XP_035892873.1|ASTE
OG0007795	LOC118458115|XP_035776182.1|AALB	LOC118505245|XP_035896689.1|ASTE
OG0007796	LOC118459039|XP_035777952.1|AALB	LOC118507549|XP_035902023.1|ASTE
OG0007797	LOC118457292|XP_035774647.1|AALB	LOC118506814|XP_035900380.1|ASTE
OG0007798	LOC118457294|XP_035774652.1|AALB	LOC118506815|XP_035900392.1|ASTE
OG0007799	LOC118457830|XP_035775598.1|AALB	LOC118506793|XP_035900305.1|ASTE
OG0007800	LOC118462038|XP_035783905.1|AALB	LOC118502911|XP_035891527.1|ASTE
OG0007802	LOC118461388|XP_035782542.1|AALB	LOC118508308|XP_035903859.1|ASTE
OG0007803	LOC118461597|XP_035782994.1|AALB	LOC118502852|XP_035891449.1|ASTE
OG0007804	LOC118460901|XP_035781537.1|AALB	LOC118502843|XP_035891427.1|ASTE
OG0007805	LOC118460908|XP_035781551.1|AALB	LOC118502831|XP_035891399.1|ASTE
OG0007806	LOC118460902|XP_035781538.1|AALB	LOC118502825|XP_035891394.1|ASTE
OG0007807	LOC118461621|XP_035783060.1|AALB	LOC118507812|XP_035902773.1|ASTE
OG0007807	LOC118461676|XP_035783160.1|AALB	LOC118502738|XP_035891195.1|ASTE
OG0007808	LOC118458041|XP_035776053.1|AALB	LOC118504652|XP_035895312.1|ASTE
OG0007809	LOC118469013|XP_035796347.1|AALB	LOC118504976|XP_035896011.1|ASTE
OG0007810	LOC118469010|XP_035796337.1|AALB	LOC118504972|XP_035895998.1|ASTE
OG0007811	LOC118462043|XP_035783913.1|AALB	LOC118504967|XP_035895984.1|ASTE
OG0007812	LOC118462039|XP_035783907.1|AALB	LOC118507889|XP_035903021.1|ASTE
OG0007813	LOC118456276|XP_035772782.1|AALB	LOC118505554|XP_035897400.1|ASTE
OG0007814	LOC118458318|XP_035776554.1|AALB	LOC118502889|XP_035891500.1|ASTE
OG0007815	LOC118460946|XP_035781607.1|AALB	LOC118503030|XP_035891753.1|ASTE
OG0007816	LOC118460456|XP_035780670.1|AALB	LOC118506922|XP_035900612.1|ASTE
OG0007817	LOC118460454|XP_035780667.1|AALB	LOC118506901|XP_035900577.1|ASTE
OG0007818	LOC118458467|XP_035776880.1|AALB	LOC118505794|XP_035898020.1|ASTE
OG0007819	LOC118460556|XP_035780846.1|AALB	LOC118502894|XP_035891507.1|ASTE
OG0007820	LOC118457057|XP_035774198.1|AALB	LOC118505199|XP_035896564.1|ASTE
OG0007821	LOC118458614|XP_035777184.1|AALB	LOC118505635|XP_035897603.1|ASTE
OG0007822	LOC118458612|XP_035777181.1|AALB	LOC118505632|XP_035897599.1|ASTE
OG0007823	LOC118466764|XP_035792381.1|AALB	LOC118505629|XP_035897595.1|ASTE
OG0007824	LOC118460811|XP_035781321.1|AALB	LOC118505623|XP_035897579.1|ASTE
OG0007825	LOC118459490|XP_035778801.1|AALB	LOC118507886|XP_035903011.1|ASTE
OG0007827	LOC118458129|XP_035776203.1|AALB	LOC118507847|XP_035902872.1|ASTE
OG0007828	LOC118464782|XP_035788305.1|AALB	LOC118511564|XP_035910696.1|ASTE
OG0007829	LOC118460206|XP_035780208.1|AALB	LOC118507904|XP_035903052.1|ASTE
OG0007830	LOC118456262|XP_035772756.1|AALB	LOC118504293|XP_035894482.1|ASTE
OG0007831	LOC118457754|XP_035775463.1|AALB	LOC118505242|XP_035896685.1|ASTE
OG0007833	LOC118458802|XP_035777558.1|AALB	LOC118505191|XP_035896547.1|ASTE
OG0007834	LOC118461380|XP_035782526.1|AALB	LOC118508311|XP_035903864.1|ASTE
OG0007835	LOC118460479|XP_035780713.1|AALB	LOC118516634|XP_035918506.1|ASTE, LOC118508319|XP_035903882.1|ASTE
OG0007837	LOC118458405|XP_035776713.1|AALB	LOC118502945|XP_035891588.1|ASTE
OG0007838	LOC118456161|XP_035772577.1|AALB	LOC118502936|XP_035891578.1|ASTE
OG0007839	LOC118468927|XP_035796139.1|AALB	LOC118507508|XP_035901941.1|ASTE
OG0007840	LOC118458253|XP_035776435.1|AALB	LOC118507571|XP_035902099.1|ASTE
OG0007841	LOC118456926|XP_035773949.1|AALB	LOC118506362|XP_035899270.1|ASTE
OG0007844	LOC118458097|XP_035776158.1|AALB	LOC118507473|XP_035901870.1|ASTE
OG0007845	LOC118458107|XP_035776173.1|AALB	LOC118507482|XP_035901890.1|ASTE
OG0007846	LOC118468686|XP_035795693.1|AALB	LOC118507465|XP_035901853.1|ASTE
OG0007847	LOC118456589|XP_035773380.1|AALB	LOC118508586|XP_035904384.1|ASTE
