Orthogroup	AALB.longest_only	DMAU.longest_only
OG0006459	LOC118459587|XP_035779007.1|AALB	LOC117143374|XP_033163941.1|DMAU
OG0006460	LOC118457542|XP_035775088.1|AALB	LOC117142343|XP_033162151.1|DMAU
OG0006461	LOC118460668|XP_035781035.1|AALB	LOC117145701|XP_033167333.1|DMAU
OG0006462	LOC118461754|XP_035783374.1|AALB	LOC117144820|XP_033166093.1|DMAU
OG0006463	LOC118461753|XP_035783362.1|AALB	LOC117145867|XP_033167580.1|DMAU
OG0006464	LOC118461343|XP_035782448.1|AALB	LOC117140497|XP_033159352.1|DMAU
OG0006465	LOC118459380|XP_035778574.1|AALB	LOC117148706|XP_033172142.1|DMAU
OG0006466	LOC118459377|XP_035778570.1|AALB	LOC117147843|XP_033170797.1|DMAU
OG0006467	LOC118457444|XP_035774929.1|AALB	LOC117145055|XP_033166456.1|DMAU
OG0006468	LOC118468571|XP_035795396.1|AALB	LOC117142563|XP_033162506.1|DMAU
OG0006469	LOC118460904|XP_035781541.1|AALB	LOC117147571|XP_033170407.1|DMAU
OG0006470	LOC118468304|XP_035794935.1|AALB	LOC117140298|XP_033159033.1|DMAU
OG0006471	LOC118456584|XP_035773374.1|AALB	LOC117143685|XP_033164362.1|DMAU
OG0006472	LOC118456581|XP_035773365.1|AALB	LOC117143684|XP_033164361.1|DMAU
OG0006473	LOC118457182|XP_035774415.1|AALB	LOC117140771|XP_033159745.1|DMAU
OG0006474	LOC118457975|XP_035775915.1|AALB	LOC117135460|XP_033151545.1|DMAU
OG0006475	LOC118457093|XP_035774274.1|AALB	LOC117143660|XP_033164332.1|DMAU
OG0006476	LOC118460798|XP_035781302.1|AALB	LOC117147149|XP_033169821.1|DMAU
OG0006477	LOC118460799|XP_035781303.1|AALB	LOC117147672|XP_033170539.1|DMAU
OG0006478	LOC118459566|XP_035778959.1|AALB	LOC117144216|XP_033165159.1|DMAU
OG0006479	LOC118459555|XP_035778929.1|AALB	LOC117143266|XP_033163729.1|DMAU
OG0006480	LOC118459557|XP_035778942.1|AALB	LOC117138479|XP_033156499.1|DMAU
OG0006481	LOC118460158|XP_035780151.1|AALB	LOC117149441|XP_033172667.1|DMAU
OG0006482	LOC118461755|XP_035783375.1|AALB	LOC117142979|XP_033163222.1|DMAU
OG0006483	LOC118456277|XP_035772783.1|AALB	LOC117144152|XP_033165075.1|DMAU
OG0006484	LOC118460442|XP_035780635.1|AALB	LOC117144151|XP_033165073.1|DMAU
OG0006485	LOC118460239|XP_035780288.1|AALB	LOC117143863|XP_033164620.1|DMAU
OG0006486	LOC118457483|XP_035775001.1|AALB	LOC117143367|XP_033163933.1|DMAU
OG0006487	LOC118461452|XP_035782674.1|AALB	LOC117146039|XP_033167867.1|DMAU
OG0006488	LOC118462060|XP_035783941.1|AALB	LOC117141312|XP_033160589.1|DMAU
OG0006489	LOC118461463|XP_035782693.1|AALB	LOC117144538|XP_033165662.1|DMAU
OG0006490	LOC118460942|XP_035781602.1|AALB	LOC117142998|XP_033163247.1|DMAU
OG0006491	LOC118468305|XP_035794936.1|AALB	LOC117150902|XP_033173936.1|DMAU
OG0006492	LOC118457056|XP_035774197.1|AALB	LOC117143024|XP_033163297.1|DMAU
OG0006493	LOC118460453|XP_035780664.1|AALB	LOC117147068|XP_033169719.1|DMAU
OG0006494	LOC118459347|XP_035778516.1|AALB	LOC117147198|XP_033169893.1|DMAU
OG0006495	LOC118458449|XP_035776825.1|AALB	LOC117146746|XP_033169113.1|DMAU
OG0006496	LOC118456577|XP_035773359.1|AALB	LOC117143683|XP_033164359.1|DMAU
OG0006497	LOC118468776|XP_035795860.1|AALB	LOC117144319|XP_033165322.1|DMAU
OG0006498	LOC118458411|XP_035776720.1|AALB	LOC117142626|XP_033162619.1|DMAU
OG0006499	LOC118456421|XP_035773048.1|AALB	LOC117144596|XP_033165767.1|DMAU
OG0006500	LOC118457530|XP_035775073.1|AALB	LOC117135223|XP_033151230.1|DMAU
OG0006501	LOC118457531|XP_035775075.1|AALB	LOC117143076|XP_033163433.1|DMAU
OG0006502	LOC118458468|XP_035776886.1|AALB	LOC117143969|XP_033164796.1|DMAU
OG0006503	LOC118461214|XP_035782170.1|AALB	LOC117143422|XP_033164016.1|DMAU
OG0006504	LOC118458382|XP_035776681.1|AALB	LOC117143420|XP_033164014.1|DMAU
OG0006505	LOC118460808|XP_035781312.1|AALB	LOC117145747|XP_033167400.1|DMAU
OG0006506	LOC118467453|XP_035793856.1|AALB	LOC117139472|XP_033157681.1|DMAU
OG0006507	LOC118458399|XP_035776703.1|AALB	LOC117145203|XP_033166657.1|DMAU
OG0006508	LOC118458704|XP_035777336.1|AALB	LOC117143707|XP_033164395.1|DMAU
OG0006509	LOC118457061|XP_035774214.1|AALB	LOC117148173|XP_033171333.1|DMAU
OG0006510	LOC118460419|XP_035780600.1|AALB	LOC117142430|XP_033162281.1|DMAU
OG0006511	LOC118460898|XP_035781533.1|AALB	LOC117142692|XP_033162739.1|DMAU
OG0006512	LOC118458262|XP_035776446.1|AALB	LOC117144914|XP_033166249.1|DMAU
OG0006513	LOC118456726|XP_035773655.1|AALB	LOC117144912|XP_033166240.1|DMAU
OG0006514	LOC118459965|XP_035779747.1|AALB	LOC117143208|XP_033163646.1|DMAU
OG0006515	LOC118459958|XP_035779739.1|AALB	LOC117143105|XP_033163478.1|DMAU
OG0006516	LOC118468645|XP_035795560.1|AALB	LOC117146019|XP_033167840.1|DMAU
OG0006517	LOC118468647|XP_035795566.1|AALB	LOC117142836|XP_033162959.1|DMAU
OG0006518	LOC118459162|XP_035778150.1|AALB	LOC117143036|XP_033163328.1|DMAU
OG0006519	LOC118468650|XP_035795570.1|AALB	LOC117142837|XP_033162960.1|DMAU
OG0006520	LOC118457924|XP_035775827.1|AALB	LOC117142541|XP_033162480.1|DMAU
OG0006521	LOC118457952|XP_035775868.1|AALB	LOC117143995|XP_033164833.1|DMAU
OG0006522	LOC118457949|XP_035775860.1|AALB	LOC117142540|XP_033162479.1|DMAU
OG0006523	LOC118457958|XP_035775877.1|AALB	LOC117143279|XP_033163749.1|DMAU
OG0006524	LOC118457753|XP_035775462.1|AALB	LOC117146352|XP_033168397.1|DMAU
OG0006525	LOC118459262|XP_035778360.1|AALB	LOC117147416|XP_033170185.1|DMAU
OG0006526	LOC118459264|XP_035778377.1|AALB	LOC117145897|XP_033167639.1|DMAU
OG0006527	LOC118459265|XP_035778379.1|AALB	LOC117144702|XP_033165921.1|DMAU
OG0006528	LOC118458805|XP_035777566.1|AALB	LOC117143650|XP_033164321.1|DMAU
OG0006529	LOC118456348|XP_035772904.1|AALB	LOC117144077|XP_033164978.1|DMAU
OG0006530	LOC118456436|XP_035773087.1|AALB	LOC117145102|XP_033166513.1|DMAU
OG0006531	LOC118458402|XP_035776712.1|AALB	LOC117143561|XP_033164195.1|DMAU
OG0006532	LOC118459059|XP_035777983.1|AALB	LOC117144473|XP_033165536.1|DMAU
OG0006533	LOC118461326|XP_035782425.1|AALB	LOC117136684|XP_033153586.1|DMAU
OG0006534	LOC118456302|XP_035772833.1|AALB	LOC117145550|XP_033167138.1|DMAU
OG0006535	LOC118460765|XP_035781254.1|AALB	LOC117145951|XP_033167727.1|DMAU
OG0006536	LOC118462025|XP_035783888.1|AALB	LOC117142901|XP_033163073.1|DMAU
OG0006537	LOC118460215|XP_035780224.1|AALB	LOC117144974|XP_033166330.1|DMAU
OG0006538	LOC118468595|XP_035795444.1|AALB	LOC117142929|XP_033163118.1|DMAU
OG0006539	LOC118468921|XP_035796123.1|AALB	LOC117142667|XP_033162692.1|DMAU
OG0006540	LOC118459905|XP_035779627.1|AALB	LOC117143162|XP_033163564.1|DMAU
OG0006541	LOC118462078|XP_035783986.1|AALB	LOC117144124|XP_033165038.1|DMAU
OG0006542	LOC118462082|XP_035783991.1|AALB	LOC117144126|XP_033165041.1|DMAU
OG0006543	LOC118460726|XP_035781169.1|AALB	LOC117142580|XP_033162540.1|DMAU
OG0006544	LOC118460731|XP_035781180.1|AALB	LOC117146111|XP_033167987.1|DMAU
OG0006545	LOC118460919|XP_035781565.1|AALB	LOC117148888|XP_033172484.1|DMAU
OG0006546	LOC118460915|XP_035781559.1|AALB	LOC117142261|XP_033162015.1|DMAU
OG0006547	LOC118461332|XP_035782429.1|AALB	LOC117142279|XP_033162051.1|DMAU
OG0006548	LOC118458108|XP_035776174.1|AALB	LOC117143133|XP_033163516.1|DMAU
OG0006549	LOC118458290|XP_035776506.1|AALB	LOC117144940|XP_033166285.1|DMAU
OG0006550	LOC118458289|XP_035776505.1|AALB	LOC117143755|XP_033164459.1|DMAU
OG0006551	LOC118461005|XP_035781740.1|AALB	LOC117147391|XP_033170151.1|DMAU
OG0006552	LOC118458059|XP_035776087.1|AALB	LOC117147555|XP_033170388.1|DMAU
OG0006553	LOC118463505|XP_035785997.1|AALB	LOC117145112|XP_033166523.1|DMAU
OG0006554	LOC118462568|XP_035784259.1|AALB	LOC117145567|XP_033167162.1|DMAU
OG0006555	LOC118462573|XP_035784269.1|AALB	LOC117144068|XP_033164968.1|DMAU
OG0006556	LOC118456672|XP_035773536.1|AALB	LOC117142753|XP_033162825.1|DMAU
OG0006557	LOC118466707|XP_035792248.1|AALB	LOC117145330|XP_033166826.1|DMAU
OG0006558	LOC118465920|XP_035790507.1|AALB	LOC117144521|XP_033165631.1|DMAU
OG0006559	LOC118465253|XP_035789167.1|AALB	LOC117146057|XP_033167888.1|DMAU
OG0006560	LOC118460768|XP_035781257.1|AALB	LOC117145756|XP_033167412.1|DMAU
OG0006561	LOC118460766|XP_035781255.1|AALB	LOC117145755|XP_033167411.1|DMAU
OG0006562	LOC118458988|XP_035777880.1|AALB	LOC117142782|XP_033162864.1|DMAU
OG0006563	LOC118456288|XP_035772795.1|AALB	LOC117142875|XP_033163033.1|DMAU
OG0006564	LOC118458940|XP_035777812.1|AALB	LOC117145136|XP_033166548.1|DMAU
OG0006565	LOC118458645|XP_035777228.1|AALB	LOC117143709|XP_033164399.1|DMAU
OG0006566	LOC118459569|XP_035778962.1|AALB	LOC117142717|XP_033162768.1|DMAU
OG0006567	LOC118457144|XP_035774350.1|AALB	LOC117145537|XP_033167123.1|DMAU
OG0006568	LOC118457141|XP_035774348.1|AALB	LOC117145533|XP_033167118.1|DMAU
OG0006569	LOC118457142|XP_035774349.1|AALB	LOC117141399|XP_033160709.1|DMAU
OG0006570	LOC118456264|XP_035772758.1|AALB	LOC117143408|XP_033163993.1|DMAU
OG0006571	LOC118458903|XP_035777755.1|AALB	LOC117143145|XP_033163532.1|DMAU
OG0006572	LOC118457551|XP_035775111.1|AALB	LOC117145080|XP_033166488.1|DMAU
OG0006573	LOC118457919|XP_035775812.1|AALB	LOC117144884|XP_033166186.1|DMAU
OG0006574	LOC118461674|XP_035783153.1|AALB	LOC117143831|XP_033164567.1|DMAU
OG0006575	LOC118459385|XP_035778580.1|AALB	LOC117145386|XP_033166910.1|DMAU
OG0006576	LOC118456719|XP_035773649.1|AALB	LOC117142895|XP_033163065.1|DMAU
OG0006577	LOC118456785|XP_035773758.1|AALB	LOC117143862|XP_033164619.1|DMAU
OG0006578	LOC118456716|XP_035773645.1|AALB	LOC117142894|XP_033163062.1|DMAU
OG0006579	LOC118456717|XP_035773647.1|AALB	LOC117150965|XP_033174036.1|DMAU
OG0006580	LOC118459565|XP_035778958.1|AALB	LOC117143771|XP_033164491.1|DMAU
OG0006581	LOC118461949|XP_035783736.1|AALB	LOC117145097|XP_033166507.1|DMAU
OG0006582	LOC118461952|XP_035783740.1|AALB	LOC117142339|XP_033162147.1|DMAU
OG0006583	LOC118468309|XP_035794940.1|AALB	LOC117144184|XP_033165122.1|DMAU
OG0006584	LOC118468550|XP_035795338.1|AALB	LOC117150342|XP_033173080.1|DMAU
OG0006585	LOC118457948|XP_035775855.1|AALB	LOC117150302|XP_033173016.1|DMAU
OG0006586	LOC118461006|XP_035781742.1|AALB	LOC117142546|XP_033162487.1|DMAU
OG0006587	LOC118461218|XP_035782185.1|AALB	LOC117142542|XP_033162481.1|DMAU
OG0006588	LOC118457659|XP_035775297.1|AALB	LOC117142366|XP_033162184.1|DMAU
OG0006589	LOC118460355|XP_035780490.1|AALB	LOC117144860|XP_033166154.1|DMAU
OG0006590	LOC118457612|XP_035775218.1|AALB	LOC117144209|XP_033165150.1|DMAU
OG0006591	LOC118465940|XP_035790547.1|AALB	LOC117140509|XP_033159373.1|DMAU
OG0006592	LOC118465951|XP_035790572.1|AALB	LOC117143224|XP_033163664.1|DMAU
OG0006593	LOC118465946|XP_035790566.1|AALB	LOC117143222|XP_033163662.1|DMAU
OG0006594	LOC118466120|XP_035790959.1|AALB	LOC117142075|XP_033161845.1|DMAU
OG0006595	LOC118467974|XP_035794855.1|AALB	LOC117135933|XP_033152397.1|DMAU
OG0006596	LOC118465402|XP_035789506.1|AALB	LOC117138701|XP_033156851.1|DMAU
OG0006597	LOC118463554|XP_035786069.1|AALB	LOC117139180|XP_033157240.1|DMAU
OG0006598	LOC118464476|XP_035787780.1|AALB	LOC117138745|XP_033156855.1|DMAU
OG0006599	LOC118463899|XP_035786724.1|AALB	LOC117139967|XP_033158559.1|DMAU
OG0006600	LOC118465400|XP_035789493.1|AALB	LOC117139355|XP_033157494.1|DMAU
OG0006601	LOC118463329|XP_035785719.1|AALB	LOC117141266|XP_033160526.1|DMAU
OG0006602	LOC118463330|XP_035785720.1|AALB	LOC117141267|XP_033160527.1|DMAU
OG0006603	LOC118463315|XP_035785693.1|AALB	LOC117140155|XP_033158819.1|DMAU
OG0006604	LOC118463321|XP_035785705.1|AALB	LOC117141662|XP_033161143.1|DMAU
OG0006605	LOC118465540|XP_035789760.1|AALB	LOC117148154|XP_033171278.1|DMAU
OG0006606	LOC118464905|XP_035788560.1|AALB	LOC117141973|XP_033161663.1|DMAU
OG0006607	LOC118462493|XP_035784099.1|AALB	LOC117141430|XP_033160760.1|DMAU
OG0006608	LOC118462501|XP_035784113.1|AALB	LOC117145072|XP_033166479.1|DMAU
OG0006609	LOC118465719|XP_035790053.1|AALB	LOC117144122|XP_033165035.1|DMAU
OG0006610	LOC118465714|XP_035790038.1|AALB	LOC117140297|XP_033159024.1|DMAU
OG0006611	LOC118464869|XP_035788484.1|AALB	LOC117140962|XP_033160073.1|DMAU
OG0006612	LOC118464872|XP_035788499.1|AALB	LOC117141421|XP_033160740.1|DMAU
OG0006613	LOC118464871|XP_035788490.1|AALB	LOC117140629|XP_033159540.1|DMAU
OG0006614	LOC118464867|XP_035788482.1|AALB	LOC117141341|XP_033160635.1|DMAU
OG0006615	LOC118463697|XP_035786373.1|AALB	LOC117141056|XP_033160234.1|DMAU
OG0006616	LOC118466391|XP_035791521.1|AALB	LOC117139260|XP_033157369.1|DMAU
OG0006617	LOC118466397|XP_035791542.1|AALB	LOC117140052|XP_033158680.1|DMAU
OG0006618	LOC118466085|XP_035790877.1|AALB	LOC117140906|XP_033159967.1|DMAU
OG0006619	LOC118463223|XP_035785564.1|AALB	LOC117141764|XP_033161284.1|DMAU
OG0006620	LOC118464829|XP_035788397.1|AALB	LOC117141762|XP_033161280.1|DMAU
OG0006621	LOC118464840|XP_035788420.1|AALB	LOC117140367|XP_033159119.1|DMAU
OG0006622	LOC118465835|XP_035790322.1|AALB	LOC117139604|XP_033157929.1|DMAU
OG0006623	LOC118458067|XP_035776110.1|AALB	LOC117139933|XP_033158510.1|DMAU
OG0006624	LOC118463316|XP_035785694.1|AALB	LOC117136169|XP_033152802.1|DMAU
OG0006625	LOC118463326|XP_035785713.1|AALB	LOC117136177|XP_033152810.1|DMAU
OG0006626	LOC118463650|XP_035786287.1|AALB	LOC117137175|XP_033154380.1|DMAU
OG0006627	LOC118463649|XP_035786285.1|AALB	LOC117137985|XP_033155658.1|DMAU
OG0006628	LOC118465096|XP_035788906.1|AALB	LOC117137984|XP_033155653.1|DMAU
OG0006629	LOC118466117|XP_035790947.1|AALB	LOC117135754|XP_033152101.1|DMAU
OG0006630	LOC118463831|XP_035786612.1|AALB	LOC117137793|XP_033155347.1|DMAU
OG0006631	LOC118464322|XP_035787513.1|AALB	LOC117139377|XP_033157526.1|DMAU
OG0006632	LOC118466688|XP_035792210.1|AALB	LOC117136845|XP_033153829.1|DMAU
OG0006633	LOC118466697|XP_035792220.1|AALB	LOC117142122|XP_033161909.1|DMAU
OG0006634	LOC118466693|XP_035792216.1|AALB	LOC117138418|XP_033156410.1|DMAU
OG0006635	LOC118466698|XP_035792223.1|AALB	LOC117135573|XP_033151827.1|DMAU
OG0006636	LOC118463163|XP_035785442.1|AALB	LOC117147346|XP_033170096.1|DMAU
OG0006637	LOC118463152|XP_035785426.1|AALB	LOC117139796|XP_033158302.1|DMAU
OG0006638	LOC118465114|XP_035788954.1|AALB	LOC117138071|XP_033155786.1|DMAU
OG0006639	LOC118466651|XP_035792124.1|AALB	LOC117138001|XP_033155693.1|DMAU
OG0006640	LOC118467715|XP_035794409.1|AALB	LOC117138270|XP_033156128.1|DMAU
OG0006641	LOC118466606|XP_035792086.1|AALB	LOC117137374|XP_033154669.1|DMAU
OG0006642	LOC118463799|XP_035786558.1|AALB	LOC117135909|XP_033152366.1|DMAU
OG0006643	LOC118465207|XP_035789088.1|AALB	LOC117136241|XP_033152917.1|DMAU
OG0006644	LOC118459570|XP_035778972.1|AALB	LOC117139293|XP_033157415.1|DMAU
OG0006645	LOC118462977|XP_035785057.1|AALB	LOC117135267|XP_033151315.1|DMAU
OG0006646	LOC118462992|XP_035785105.1|AALB	LOC117136262|XP_033152971.1|DMAU
OG0006647	LOC118465296|XP_035789262.1|AALB	LOC117135937|XP_033152408.1|DMAU
OG0006648	LOC118464410|XP_035787661.1|AALB	LOC117140185|XP_033158852.1|DMAU
OG0006649	LOC118467053|XP_035792947.1|AALB	LOC117136150|XP_033152758.1|DMAU
OG0006650	LOC118466107|XP_035790919.1|AALB	LOC117136363|XP_033153125.1|DMAU
OG0006651	LOC118464656|XP_035788028.1|AALB	LOC117141666|XP_033161146.1|DMAU
OG0006652	LOC118464664|XP_035788068.1|AALB	LOC117139869|XP_033158416.1|DMAU
OG0006653	LOC118466088|XP_035790879.1|AALB	LOC117141989|XP_033161708.1|DMAU
OG0006654	LOC118467468|XP_035793890.1|AALB	LOC117139915|XP_033158488.1|DMAU
OG0006655	LOC118467144|XP_035793166.1|AALB	LOC117141270|XP_033160531.1|DMAU
OG0006656	LOC118466358|XP_035791409.1|AALB	LOC117139331|XP_033157468.1|DMAU
OG0006657	LOC118466989|XP_035792800.1|AALB	LOC117137632|XP_033155055.1|DMAU
OG0006658	LOC118463165|XP_035785445.1|AALB	LOC117139602|XP_033157926.1|DMAU
OG0006659	LOC118463166|XP_035785448.1|AALB	LOC117141260|XP_033160521.1|DMAU
OG0006660	LOC118465471|XP_035789659.1|AALB	LOC117140969|XP_033160089.1|DMAU
OG0006661	LOC118463074|XP_035785226.1|AALB	LOC117139166|XP_033157216.1|DMAU
OG0006662	LOC118468551|XP_035795339.1|AALB	LOC117135235|XP_033151248.1|DMAU
OG0006663	LOC118467698|XP_035794373.1|AALB	LOC117141000|XP_033160142.1|DMAU
OG0006664	LOC118464255|XP_035787384.1|AALB	LOC117143188|XP_033163614.1|DMAU
OG0006665	LOC118464252|XP_035787380.1|AALB	LOC117139609|XP_033157939.1|DMAU
OG0006666	LOC118465407|XP_035789522.1|AALB	LOC117137150|XP_033154351.1|DMAU
OG0006667	LOC118463786|XP_035786511.1|AALB	LOC117139018|XP_033157003.1|DMAU
OG0006668	LOC118462844|XP_035784795.1|AALB	LOC117136666|XP_033153557.1|DMAU
OG0006669	LOC118462836|XP_035784785.1|AALB	LOC117141602|XP_033161009.1|DMAU
OG0006670	LOC118462853|XP_035784803.1|AALB	LOC117141551|XP_033160947.1|DMAU
OG0006671	LOC118462834|XP_035784778.1|AALB	LOC117142036|XP_033161793.1|DMAU
OG0006672	LOC118462831|XP_035784763.1|AALB	LOC117141423|XP_033160743.1|DMAU
OG0006673	LOC118462852|XP_035784801.1|AALB	LOC117139246|XP_033157350.1|DMAU
OG0006674	LOC118462816|XP_035784729.1|AALB	LOC117141249|XP_033160506.1|DMAU
OG0006675	LOC118467766|XP_035794487.1|AALB	LOC117141963|XP_033161651.1|DMAU
OG0006676	LOC118467460|XP_035793864.1|AALB	LOC117139509|XP_033157756.1|DMAU
OG0006677	LOC118467456|XP_035793855.1|AALB	LOC117141867|XP_033161439.1|DMAU
OG0006678	LOC118464195|XP_035787247.1|AALB	LOC117138963|XP_033156897.1|DMAU
OG0006679	LOC118463889|XP_035786713.1|AALB	LOC117139713|XP_033158121.1|DMAU
OG0006680	LOC118465444|XP_035789587.1|AALB	LOC117143361|XP_033163924.1|DMAU
OG0006681	LOC118465751|XP_035790115.1|AALB	LOC117142035|XP_033161791.1|DMAU
OG0006682	LOC118466727|XP_035792292.1|AALB	LOC117139947|XP_033158526.1|DMAU
OG0006683	LOC118466730|XP_035792306.1|AALB	LOC117141659|XP_033161140.1|DMAU
OG0006684	LOC118466726|XP_035792291.1|AALB	LOC117141866|XP_033161438.1|DMAU
OG0006685	LOC118466482|XP_035791756.1|AALB	LOC117135804|XP_033152194.1|DMAU
OG0006686	LOC118462983|XP_035785074.1|AALB	LOC117141316|XP_033160593.1|DMAU
OG0006687	LOC118467763|XP_035794485.1|AALB	LOC117147776|XP_033170703.1|DMAU
OG0006689	LOC118465786|XP_035790213.1|AALB	LOC117140572|XP_033159463.1|DMAU
OG0006690	LOC118465324|XP_035789354.1|AALB	LOC117143887|XP_033164676.1|DMAU
OG0006691	LOC118462994|XP_035785113.1|AALB	LOC117139263|XP_033157374.1|DMAU
OG0006692	LOC118467111|XP_035793064.1|AALB	LOC117142115|XP_033161902.1|DMAU
OG0006693	LOC118467106|XP_035793058.1|AALB	LOC117139521|XP_033157772.1|DMAU
OG0006694	LOC118463188|XP_035785508.1|AALB	LOC117146781|XP_033169196.1|DMAU
OG0006695	LOC118466549|XP_035791955.1|AALB	LOC117140873|XP_033159907.1|DMAU
OG0006696	LOC118466545|XP_035791952.1|AALB	LOC117150699|XP_033173601.1|DMAU
OG0006697	LOC118465337|XP_035789379.1|AALB	LOC117140439|XP_033159253.1|DMAU
OG0006698	LOC118465345|XP_035789394.1|AALB	LOC117139793|XP_033158299.1|DMAU
OG0006699	LOC118462859|XP_035784809.1|AALB	LOC117140370|XP_033159126.1|DMAU
OG0006700	LOC118462861|XP_035784811.1|AALB	LOC117140002|XP_033158604.1|DMAU
OG0006701	LOC118465528|XP_035789747.1|AALB	LOC117135609|XP_033151861.1|DMAU
OG0006702	LOC118463690|XP_035786358.1|AALB	LOC117141640|XP_033161086.1|DMAU
OG0006703	LOC118467476|XP_035793909.1|AALB	LOC117140980|XP_033160119.1|DMAU
OG0006704	LOC118467483|XP_035793918.1|AALB	LOC117140981|XP_033160120.1|DMAU
OG0006705	LOC118464094|XP_035787052.1|AALB	LOC117136841|XP_033153813.1|DMAU
OG0006706	LOC118464095|XP_035787056.1|AALB	LOC117138061|XP_033155776.1|DMAU
OG0006707	LOC118463244|XP_035785604.1|AALB	LOC117136044|XP_033152574.1|DMAU
OG0006708	LOC118463257|XP_035785619.1|AALB	LOC117147976|XP_033171017.1|DMAU
OG0006709	LOC118466478|XP_035791753.1|AALB	LOC117147859|XP_033170825.1|DMAU
OG0006710	LOC118464514|XP_035787844.1|AALB	LOC117141976|XP_033161666.1|DMAU
OG0006711	LOC118466590|XP_035792042.1|AALB	LOC117141974|XP_033161664.1|DMAU
OG0006712	LOC118466758|XP_035792351.1|AALB	LOC117140973|XP_033160098.1|DMAU
OG0006713	LOC118462683|XP_035784485.1|AALB	LOC117140710|XP_033159666.1|DMAU
OG0006714	LOC118462681|XP_035784483.1|AALB	LOC117140709|XP_033159665.1|DMAU
OG0006715	LOC118463024|XP_035785159.1|AALB	LOC117140278|XP_033158998.1|DMAU
OG0006716	LOC118463022|XP_035785152.1|AALB	LOC117135310|XP_033151396.1|DMAU
OG0006717	LOC118463034|XP_035785170.1|AALB	LOC117141014|XP_033160165.1|DMAU
OG0006718	LOC118463041|XP_035785178.1|AALB	LOC117140782|XP_033159759.1|DMAU
OG0006719	LOC118464112|XP_035787093.1|AALB	LOC117141090|XP_033160297.1|DMAU
OG0006720	LOC118467475|XP_035793908.1|AALB	LOC117141464|XP_033160815.1|DMAU
OG0006721	LOC118466276|XP_035791246.1|AALB	LOC117140266|XP_033158983.1|DMAU
OG0006722	LOC118464280|XP_035787448.1|AALB	LOC117141350|XP_033160647.1|DMAU
OG0006723	LOC118467714|XP_035794407.1|AALB	LOC117149936|XP_033172731.1|DMAU
OG0006724	LOC118464908|XP_035788565.1|AALB	LOC117144113|XP_033165024.1|DMAU
OG0006725	LOC118465533|XP_035789752.1|AALB	LOC117144411|XP_033165442.1|DMAU
OG0006726	LOC118465535|XP_035789754.1|AALB	LOC117145973|XP_033167769.1|DMAU
OG0006727	LOC118465531|XP_035789749.1|AALB	LOC117143983|XP_033164814.1|DMAU
OG0006728	LOC118467241|XP_035793401.1|AALB	LOC117146125|XP_033168021.1|DMAU
OG0006729	LOC118465720|XP_035790056.1|AALB	LOC117136267|XP_033152979.1|DMAU
OG0006730	LOC118467118|XP_035793076.1|AALB	LOC117136673|XP_033153566.1|DMAU
OG0006731	LOC118464100|XP_035787064.1|AALB	LOC117150597|XP_033173445.1|DMAU
OG0006732	LOC118463266|XP_035785629.1|AALB	LOC117141595|XP_033161000.1|DMAU
OG0006733	LOC118465791|XP_035790220.1|AALB	LOC117141407|XP_033160721.1|DMAU
OG0006734	LOC118463213|XP_035785548.1|AALB	LOC117139945|XP_033158524.1|DMAU
OG0006735	LOC118463208|XP_035785544.1|AALB	LOC117139085|XP_033157094.1|DMAU
OG0006736	LOC118465246|XP_035789160.1|AALB	LOC117139248|XP_033157352.1|DMAU
OG0006737	LOC118464072|XP_035787016.1|AALB	LOC117141354|XP_033160653.1|DMAU
OG0006738	LOC118464070|XP_035787012.1|AALB	LOC117136279|XP_033153003.1|DMAU
OG0006739	LOC118466287|XP_035791266.1|AALB	LOC117141935|XP_033161565.1|DMAU
OG0006740	LOC118466288|XP_035791267.1|AALB	LOC117141887|XP_033161474.1|DMAU
OG0006741	LOC118467077|XP_035793006.1|AALB	LOC117141886|XP_033161472.1|DMAU
OG0006742	LOC118467344|XP_035793618.1|AALB	LOC117145228|XP_033166694.1|DMAU
OG0006743	LOC118464465|XP_035787761.1|AALB	LOC117139455|XP_033157659.1|DMAU
OG0006744	LOC118463493|XP_035785977.1|AALB	LOC117140347|XP_033159087.1|DMAU
OG0006745	LOC118467172|XP_035793244.1|AALB	LOC117145849|XP_033167557.1|DMAU
OG0006746	LOC118463067|XP_035785217.1|AALB	LOC117139777|XP_033158277.1|DMAU
OG0006747	LOC118463215|XP_035785551.1|AALB	LOC117140131|XP_033158786.1|DMAU
OG0006748	LOC118463884|XP_035786700.1|AALB	LOC117146353|XP_033168394.1|DMAU
OG0006749	LOC118466223|XP_035791147.1|AALB	LOC117139345|XP_033157483.1|DMAU
OG0006750	LOC118466153|XP_035791021.1|AALB	LOC117148948|XP_033172579.1|DMAU
OG0006752	LOC118465011|XP_035788754.1|AALB	LOC117141362|XP_033160659.1|DMAU
OG0006753	LOC118465865|XP_035790390.1|AALB	LOC117140640|XP_033159570.1|DMAU
OG0006754	LOC118463544|XP_035786059.1|AALB	LOC117141773|XP_033161294.1|DMAU
OG0006755	LOC118466431|XP_035791620.1|AALB	LOC117139936|XP_033158512.1|DMAU
OG0006756	LOC118463275|XP_035785644.1|AALB	LOC117140987|XP_033160129.1|DMAU
OG0006757	LOC118465396|XP_035789488.1|AALB	LOC117140988|XP_033160130.1|DMAU
