Orthogroup	AALB.longest_only	DSUB.longest_only
OG0006350	LOC118461925|XP_035783695.1|AALB	LOC117897724|XP_034662642.1|DSUB
OG0006351	LOC118462622|XP_035784357.1|AALB	LOC117890716|XP_034651652.1|DSUB
OG0006352	LOC118465168|XP_035789021.1|AALB	LOC117891351|XP_034652673.1|DSUB
OG0006353	LOC118457074|XP_035774249.1|AALB	LOC117898997|XP_034664632.1|DSUB
OG0006354	LOC118457280|XP_035774615.1|AALB	LOC117897528|XP_034662337.1|DSUB
OG0006355	LOC118457027|XP_035774157.1|AALB	LOC117899668|XP_034665750.1|DSUB
OG0006356	LOC118461829|XP_035783483.1|AALB	LOC117903378|XP_034671239.1|DSUB
OG0006357	LOC118461140|XP_035782002.1|AALB	LOC117897795|XP_034662772.1|DSUB
OG0006358	LOC118458510|XP_035776975.1|AALB	LOC117895577|XP_034659189.1|DSUB
OG0006359	LOC118462581|XP_035784285.1|AALB	LOC117899680|XP_034665760.1|DSUB
OG0006360	LOC118462588|XP_035784298.1|AALB	LOC117890134|XP_034650715.1|DSUB
OG0006361	LOC118461356|XP_035782476.1|AALB	LOC117897927|XP_034662903.1|DSUB
OG0006362	LOC118466392|XP_035791528.1|AALB	LOC117903502|XP_034671473.1|DSUB
OG0006364	LOC118457719|XP_035775402.1|AALB	LOC117900866|XP_034667279.1|DSUB, LOC117900865|XP_034667278.1|DSUB
OG0006365	LOC118458954|XP_035777833.1|AALB	LOC117902788|XP_034670288.1|DSUB
OG0006366	LOC118459652|XP_035779131.1|AALB	LOC117890761|XP_034651726.1|DSUB
OG0006367	LOC118458817|XP_035777581.1|AALB	LOC117893662|XP_034656247.1|DSUB
OG0006368	LOC118464099|XP_035787068.1|AALB	LOC117896431|XP_034660646.1|DSUB
OG0006369	LOC118463930|XP_035786786.1|AALB	LOC117899641|XP_034665709.1|DSUB
OG0006370	LOC118460029|XP_035779865.1|AALB	LOC117903570|XP_034671668.1|DSUB
OG0006371	LOC118460706|XP_035781116.1|AALB	LOC117897950|XP_034662940.1|DSUB
OG0006372	LOC118465530|XP_035789751.1|AALB	LOC117899357|XP_034665220.1|DSUB
OG0006373	LOC118457618|XP_035775268.1|AALB	LOC117899078|XP_034664742.1|DSUB
OG0006374	LOC118463184|XP_035785496.1|AALB	LOC117903767|XP_034672071.1|DSUB
OG0006375	LOC118464653|XP_035788012.1|AALB	LOC117889645|XP_034650000.1|DSUB
OG0006376	LOC118465134|XP_035788968.1|AALB	LOC117893789|XP_034656427.1|DSUB
OG0006377	LOC118460677|XP_035781051.1|AALB, LOC118466437|XP_035791628.1|AALB	LOC117903830|XP_034672173.1|DSUB
OG0006378	LOC118468810|XP_035795922.1|AALB	LOC117897722|XP_034662639.1|DSUB
OG0006379	LOC118467580|XP_035794122.1|AALB	LOC117903859|XP_034672233.1|DSUB
OG0006381	LOC118465272|XP_035789197.1|AALB	LOC117890258|XP_034650939.1|DSUB
OG0006382	LOC118463072|XP_035785227.1|AALB	LOC117894033|XP_034657167.1|DSUB
OG0006383	LOC118468712|XP_035795738.1|AALB	LOC117897460|XP_034662240.1|DSUB
OG0006384	LOC118465637|XP_035789940.1|AALB	LOC117903795|XP_034672114.1|DSUB
OG0006385	LOC118460171|XP_035780167.1|AALB	LOC117903019|XP_034670648.1|DSUB, LOC117897508|XP_034662290.1|DSUB
OG0006386	LOC118457589|XP_035775172.1|AALB	LOC117902608|XP_034670011.1|DSUB
OG0006387	LOC118468994|XP_035796316.1|AALB	LOC117898091|XP_034663162.1|DSUB
OG0006388	LOC118465098|XP_035788921.1|AALB	LOC117898346|XP_034663573.1|DSUB
OG0006389	LOC118465560|XP_035789847.1|AALB	LOC117892056|XP_034653879.1|DSUB
OG0006392	LOC118466535|XP_035791936.1|AALB	LOC117902936|XP_034670477.1|DSUB
OG0006393	LOC118459940|XP_035779712.1|AALB	LOC117902545|XP_034669873.1|DSUB
OG0006394	LOC118458395|XP_035776702.1|AALB	LOC117896191|XP_034660172.1|DSUB
OG0006395	LOC118460198|XP_035780199.1|AALB	LOC117898268|XP_034663413.1|DSUB
OG0006396	LOC118464016|XP_035786962.1|AALB	LOC117903697|XP_034671927.1|DSUB
OG0006397	LOC118461986|XP_035783814.1|AALB	LOC117897172|XP_034661762.1|DSUB
OG0006398	LOC118461991|XP_035783819.1|AALB	LOC117903124|XP_034670844.1|DSUB
OG0006399	LOC118456882|XP_035773888.1|AALB	LOC117903322|XP_034671156.1|DSUB
OG0006400	LOC118456879|XP_035773884.1|AALB	LOC117903318|XP_034671147.1|DSUB
OG0006401	LOC118456881|XP_035773886.1|AALB	LOC117893827|XP_034656475.1|DSUB
OG0006402	LOC118461435|XP_035782637.1|AALB	LOC117898962|XP_034664592.1|DSUB
OG0006403	LOC118457002|XP_035774118.1|AALB	LOC117896573|XP_034660864.1|DSUB
OG0006404	LOC118461789|XP_035783413.1|AALB	LOC117895973|XP_034659824.1|DSUB
OG0006405	LOC118461634|XP_035783093.1|AALB	LOC117893853|XP_034656512.1|DSUB
OG0006406	LOC118457806|XP_035775551.1|AALB	LOC117896965|XP_034661400.1|DSUB
OG0006407	LOC118468413|XP_035795070.1|AALB	LOC117889624|XP_034649966.1|DSUB
OG0006408	LOC118459970|XP_035779758.1|AALB	LOC117903204|XP_034670981.1|DSUB
OG0006409	LOC118459462|XP_035778765.1|AALB	LOC117903770|XP_034672075.1|DSUB
OG0006410	LOC118457597|XP_035775189.1|AALB	LOC117903055|XP_034670690.1|DSUB
OG0006411	LOC118457493|XP_035775019.1|AALB	LOC117903553|XP_034671644.1|DSUB
OG0006412	LOC118456826|XP_035773814.1|AALB	LOC117897582|XP_034662427.1|DSUB
OG0006413	LOC118456827|XP_035773815.1|AALB	LOC117896195|XP_034660179.1|DSUB
OG0006414	LOC118464924|XP_035788590.1|AALB	LOC117898398|XP_034663647.1|DSUB
OG0006415	LOC118459463|XP_035778762.1|AALB	LOC117903472|XP_034671411.1|DSUB
OG0006416	LOC118459745|XP_035779322.1|AALB	LOC117896934|XP_034661369.1|DSUB
OG0006417	LOC118467060|XP_035792954.1|AALB	LOC117902692|XP_034670125.1|DSUB
OG0006418	LOC118464433|XP_035787703.1|AALB	LOC117895982|XP_034659858.1|DSUB
OG0006419	LOC118461081|XP_035781866.1|AALB	LOC117897703|XP_034662615.1|DSUB
OG0006420	LOC118456331|XP_035772881.1|AALB	LOC117898562|XP_034663939.1|DSUB
OG0006421	LOC118456817|XP_035773802.1|AALB	LOC117901914|XP_034668770.1|DSUB
OG0006422	LOC118460444|XP_035780641.1|AALB	LOC117902143|XP_034669170.1|DSUB
OG0006423	LOC118468311|XP_035794942.1|AALB	LOC117896304|XP_034660417.1|DSUB
OG0006424	LOC118468321|XP_035794959.1|AALB	LOC117896306|XP_034660420.1|DSUB
OG0006425	LOC118458398|XP_035776701.1|AALB	LOC117897361|XP_034662034.1|DSUB
OG0006426	LOC118458397|XP_035776700.1|AALB	LOC117897360|XP_034662033.1|DSUB
OG0006427	LOC118460086|XP_035779994.1|AALB	LOC117897546|XP_034662364.1|DSUB
OG0006429	LOC118460195|XP_035780193.1|AALB	LOC117898468|XP_034663786.1|DSUB
OG0006430	LOC118456760|XP_035773717.1|AALB	LOC117895219|XP_034658603.1|DSUB
OG0006431	LOC118461001|XP_035781720.1|AALB	LOC117898064|XP_034663124.1|DSUB
OG0006432	LOC118461727|XP_035783304.1|AALB	LOC117898795|XP_034664325.1|DSUB
OG0006433	LOC118469005|XP_035796332.1|AALB	LOC117896607|XP_034660931.1|DSUB
OG0006434	LOC118458642|XP_035777223.1|AALB	LOC117902384|XP_034669596.1|DSUB
OG0006435	LOC118468969|XP_035796227.1|AALB	LOC117898181|XP_034663281.1|DSUB
OG0006436	LOC118460538|XP_035780821.1|AALB	LOC117903309|XP_034671133.1|DSUB
OG0006437	LOC118461884|XP_035783616.1|AALB	LOC117903065|XP_034670709.1|DSUB
OG0006438	LOC118461383|XP_035782535.1|AALB	LOC117902481|XP_034669783.1|DSUB
OG0006439	LOC118457630|XP_035775238.1|AALB	LOC117899735|XP_034665871.1|DSUB
OG0006440	LOC118457631|XP_035775242.1|AALB	LOC117899739|XP_034665875.1|DSUB
OG0006441	LOC118459382|XP_035778576.1|AALB	LOC117898921|XP_034664524.1|DSUB
OG0006442	LOC118456732|XP_035773670.1|AALB	LOC117898328|XP_034663543.1|DSUB
OG0006443	LOC118468663|XP_035795594.1|AALB	LOC117898639|XP_034664093.1|DSUB
OG0006444	LOC118457552|XP_035775112.1|AALB	LOC117897433|XP_034662163.1|DSUB
OG0006445	LOC118457876|XP_035775692.1|AALB	LOC117896699|XP_034661046.1|DSUB
OG0006446	LOC118456516|XP_035773245.1|AALB	LOC117897709|XP_034662622.1|DSUB
OG0006447	LOC118456514|XP_035773242.1|AALB	LOC117898861|XP_034664429.1|DSUB
OG0006448	LOC118460214|XP_035780223.1|AALB	LOC117896777|XP_034661144.1|DSUB
OG0006449	LOC118458130|XP_035776204.1|AALB	LOC117897813|XP_034662754.1|DSUB
OG0006450	LOC118458668|XP_035777266.1|AALB	LOC117900539|XP_034666829.1|DSUB
OG0006451	LOC118460533|XP_035780807.1|AALB	LOC117902410|XP_034669647.1|DSUB
OG0006452	LOC118460555|XP_035780845.1|AALB	LOC117899762|XP_034665910.1|DSUB
OG0006453	LOC118468524|XP_035795286.1|AALB	LOC117895455|XP_034659018.1|DSUB
OG0006454	LOC118459350|XP_035778525.1|AALB	LOC117903344|XP_034671183.1|DSUB
OG0006455	LOC118458473|XP_035776898.1|AALB	LOC117899609|XP_034665628.1|DSUB
OG0006456	LOC118459124|XP_035778086.1|AALB	LOC117897458|XP_034662195.1|DSUB
OG0006457	LOC118458093|XP_035776148.1|AALB	LOC117899114|XP_034664793.1|DSUB
OG0006458	LOC118461518|XP_035782843.1|AALB	LOC117902398|XP_034669618.1|DSUB
OG0006459	LOC118459587|XP_035779007.1|AALB	LOC117899262|XP_034665047.1|DSUB
OG0006460	LOC118457542|XP_035775088.1|AALB	LOC117897021|XP_034661488.1|DSUB
OG0006461	LOC118460668|XP_035781035.1|AALB	LOC117895995|XP_034659873.1|DSUB
OG0006462	LOC118461754|XP_035783374.1|AALB	LOC117899044|XP_034664694.1|DSUB
OG0006463	LOC118461753|XP_035783362.1|AALB	LOC117898314|XP_034663489.1|DSUB
OG0006464	LOC118461343|XP_035782448.1|AALB	LOC117894092|XP_034656856.1|DSUB
OG0006465	LOC118459380|XP_035778574.1|AALB	LOC117903755|XP_034672056.1|DSUB
OG0006466	LOC118459377|XP_035778570.1|AALB	LOC117903578|XP_034671689.1|DSUB
OG0006467	LOC118457444|XP_035774929.1|AALB	LOC117896494|XP_034660725.1|DSUB
OG0006468	LOC118468571|XP_035795396.1|AALB	LOC117897043|XP_034661517.1|DSUB
OG0006469	LOC118460904|XP_035781541.1|AALB	LOC117903516|XP_034671519.1|DSUB
OG0006470	LOC118468304|XP_035794935.1|AALB	LOC117893739|XP_034656359.1|DSUB
OG0006471	LOC118456584|XP_035773374.1|AALB	LOC117897030|XP_034661500.1|DSUB
OG0006472	LOC118456581|XP_035773365.1|AALB	LOC117897027|XP_034661495.1|DSUB
OG0006473	LOC118457182|XP_035774415.1|AALB	LOC117894447|XP_034657423.1|DSUB
OG0006474	LOC118457975|XP_035775915.1|AALB	LOC117891228|XP_034652465.1|DSUB
OG0006475	LOC118457093|XP_035774274.1|AALB	LOC117896223|XP_034660248.1|DSUB
OG0006476	LOC118460798|XP_035781302.1|AALB	LOC117901249|XP_034667825.1|DSUB
OG0006477	LOC118460799|XP_035781303.1|AALB	LOC117897936|XP_034662922.1|DSUB
OG0006478	LOC118459566|XP_035778959.1|AALB	LOC117897340|XP_034662001.1|DSUB
OG0006479	LOC118459555|XP_035778929.1|AALB	LOC117898420|XP_034663689.1|DSUB
OG0006480	LOC118459557|XP_035778942.1|AALB	LOC117890329|XP_034651010.1|DSUB
OG0006481	LOC118460158|XP_035780151.1|AALB	LOC117901557|XP_034668246.1|DSUB
OG0006482	LOC118461755|XP_035783375.1|AALB	LOC117896285|XP_034660380.1|DSUB
OG0006483	LOC118456277|XP_035772783.1|AALB	LOC117897381|XP_034662081.1|DSUB
OG0006484	LOC118460442|XP_035780635.1|AALB	LOC117897380|XP_034662079.1|DSUB
OG0006485	LOC118460239|XP_035780288.1|AALB	LOC117899207|XP_034664970.1|DSUB
OG0006486	LOC118457483|XP_035775001.1|AALB	LOC117896654|XP_034660992.1|DSUB
OG0006487	LOC118461452|XP_035782674.1|AALB	LOC117896885|XP_034661305.1|DSUB
OG0006488	LOC118462060|XP_035783941.1|AALB	LOC117895358|XP_034658833.1|DSUB
OG0006489	LOC118461463|XP_035782693.1|AALB	LOC117899531|XP_034665490.1|DSUB
OG0006490	LOC118460942|XP_035781602.1|AALB	LOC117898957|XP_034664586.1|DSUB
OG0006491	LOC118468305|XP_035794936.1|AALB	LOC117902232|XP_034669361.1|DSUB
OG0006492	LOC118457056|XP_035774197.1|AALB	LOC117897173|XP_034661761.1|DSUB
OG0006493	LOC118460453|XP_035780664.1|AALB	LOC117899579|XP_034665587.1|DSUB
OG0006494	LOC118459347|XP_035778516.1|AALB	LOC117903627|XP_034671786.1|DSUB
OG0006495	LOC118458449|XP_035776825.1|AALB	LOC117893308|XP_034655787.1|DSUB
OG0006496	LOC118456577|XP_035773359.1|AALB	LOC117897022|XP_034661489.1|DSUB
OG0006497	LOC118468776|XP_035795860.1|AALB	LOC117896063|XP_034659969.1|DSUB
OG0006498	LOC118458411|XP_035776720.1|AALB	LOC117896001|XP_034659887.1|DSUB
OG0006499	LOC118456421|XP_035773048.1|AALB	LOC117896064|XP_034659970.1|DSUB
OG0006500	LOC118457530|XP_035775073.1|AALB	LOC117901086|XP_034667601.1|DSUB
OG0006501	LOC118457531|XP_035775075.1|AALB	LOC117898999|XP_034664635.1|DSUB
OG0006502	LOC118458468|XP_035776886.1|AALB	LOC117899108|XP_034664786.1|DSUB
OG0006503	LOC118461214|XP_035782170.1|AALB	LOC117899110|XP_034664788.1|DSUB
OG0006504	LOC118458382|XP_035776681.1|AALB	LOC117899109|XP_034664787.1|DSUB
OG0006505	LOC118460808|XP_035781312.1|AALB	LOC117899136|XP_034664829.1|DSUB
OG0006506	LOC118467453|XP_035793856.1|AALB	LOC117893116|XP_034655445.1|DSUB
OG0006507	LOC118458399|XP_035776703.1|AALB	LOC117896585|XP_034660897.1|DSUB
OG0006508	LOC118458704|XP_035777336.1|AALB	LOC117897479|XP_034662232.1|DSUB
OG0006509	LOC118457061|XP_035774214.1|AALB	LOC117903258|XP_034671052.1|DSUB
OG0006510	LOC118460419|XP_035780600.1|AALB	LOC117898323|XP_034663534.1|DSUB
OG0006511	LOC118460898|XP_035781533.1|AALB	LOC117896060|XP_034659965.1|DSUB
OG0006512	LOC118458262|XP_035776446.1|AALB	LOC117899752|XP_034665893.1|DSUB
OG0006513	LOC118456726|XP_035773655.1|AALB	LOC117897663|XP_034662541.1|DSUB
OG0006514	LOC118459965|XP_035779747.1|AALB	LOC117899452|XP_034665352.1|DSUB
OG0006515	LOC118459958|XP_035779739.1|AALB	LOC117898443|XP_034663739.1|DSUB
OG0006516	LOC118468645|XP_035795560.1|AALB	LOC117896686|XP_034661028.1|DSUB
OG0006517	LOC118468647|XP_035795566.1|AALB	LOC117896424|XP_034660633.1|DSUB
OG0006518	LOC118459162|XP_035778150.1|AALB	LOC117899152|XP_034664858.1|DSUB
OG0006519	LOC118468650|XP_035795570.1|AALB	LOC117896425|XP_034660634.1|DSUB
OG0006520	LOC118457924|XP_035775827.1|AALB	LOC117896301|XP_034660414.1|DSUB
OG0006521	LOC118457952|XP_035775868.1|AALB	LOC117897714|XP_034662627.1|DSUB
OG0006522	LOC118457949|XP_035775860.1|AALB	LOC117898879|XP_034664453.1|DSUB
OG0006523	LOC118457958|XP_035775877.1|AALB	LOC117898788|XP_034664317.1|DSUB
OG0006524	LOC118457753|XP_035775462.1|AALB	LOC117902594|XP_034669986.1|DSUB
OG0006525	LOC118459262|XP_035778360.1|AALB	LOC117894309|XP_034657209.1|DSUB
OG0006526	LOC118459264|XP_035778377.1|AALB	LOC117896047|XP_034659947.1|DSUB
OG0006527	LOC118459265|XP_035778379.1|AALB	LOC117897100|XP_034661634.1|DSUB
OG0006528	LOC118458805|XP_035777566.1|AALB	LOC117896863|XP_034661283.1|DSUB
OG0006529	LOC118456348|XP_035772904.1|AALB	LOC117896045|XP_034659945.1|DSUB
OG0006530	LOC118456436|XP_035773087.1|AALB	LOC117897160|XP_034661721.1|DSUB
OG0006531	LOC118458402|XP_035776712.1|AALB	LOC117896043|XP_034659942.1|DSUB
OG0006532	LOC118459059|XP_035777983.1|AALB	LOC117897872|XP_034662838.1|DSUB
OG0006533	LOC118461326|XP_035782425.1|AALB	LOC117891469|XP_034652843.1|DSUB
OG0006534	LOC118456302|XP_035772833.1|AALB	LOC117898259|XP_034663405.1|DSUB
OG0006535	LOC118460765|XP_035781254.1|AALB	LOC117897034|XP_034661504.1|DSUB
OG0006536	LOC118462025|XP_035783888.1|AALB	LOC117899764|XP_034665913.1|DSUB
OG0006537	LOC118460215|XP_035780224.1|AALB	LOC117896122|XP_034660067.1|DSUB
OG0006538	LOC118468595|XP_035795444.1|AALB	LOC117897560|XP_034662383.1|DSUB
OG0006539	LOC118468921|XP_035796123.1|AALB	LOC117896280|XP_034660374.1|DSUB
OG0006540	LOC118459905|XP_035779627.1|AALB	LOC117899700|XP_034665798.1|DSUB
OG0006541	LOC118462078|XP_035783986.1|AALB	LOC117896946|XP_034661380.1|DSUB
OG0006542	LOC118462082|XP_035783991.1|AALB	LOC117896948|XP_034661383.1|DSUB
OG0006543	LOC118460726|XP_035781169.1|AALB	LOC117899335|XP_034665163.1|DSUB
OG0006544	LOC118460731|XP_035781180.1|AALB	LOC117897687|XP_034662594.1|DSUB
OG0006545	LOC118460919|XP_035781565.1|AALB	LOC117895651|XP_034659341.1|DSUB
OG0006546	LOC118460915|XP_035781559.1|AALB	LOC117896611|XP_034660935.1|DSUB
OG0006547	LOC118461332|XP_035782429.1|AALB	LOC117897111|XP_034661646.1|DSUB
OG0006548	LOC118458108|XP_035776174.1|AALB	LOC117899121|XP_034664805.1|DSUB
OG0006549	LOC118458290|XP_035776506.1|AALB	LOC117896104|XP_034660048.1|DSUB
OG0006550	LOC118458289|XP_035776505.1|AALB	LOC117899341|XP_034665181.1|DSUB
OG0006551	LOC118461005|XP_035781740.1|AALB	LOC117901900|XP_034668760.1|DSUB
OG0006552	LOC118458059|XP_035776087.1|AALB	LOC117897853|XP_034662818.1|DSUB
OG0006553	LOC118463505|XP_035785997.1|AALB	LOC117896982|XP_034661428.1|DSUB
OG0006554	LOC118462568|XP_035784259.1|AALB	LOC117897069|XP_034661563.1|DSUB
OG0006555	LOC118462573|XP_035784269.1|AALB	LOC117896331|XP_034660462.1|DSUB
OG0006556	LOC118456672|XP_035773536.1|AALB	LOC117896788|XP_034661176.1|DSUB
OG0006557	LOC118466707|XP_035792248.1|AALB	LOC117902408|XP_034669642.1|DSUB
OG0006558	LOC118465920|XP_035790507.1|AALB	LOC117896498|XP_034660733.1|DSUB
OG0006559	LOC118465253|XP_035789167.1|AALB	LOC117898123|XP_034663202.1|DSUB
OG0006560	LOC118460768|XP_035781257.1|AALB	LOC117896475|XP_034660700.1|DSUB
OG0006561	LOC118460766|XP_035781255.1|AALB	LOC117897285|XP_034661913.1|DSUB
OG0006562	LOC118458988|XP_035777880.1|AALB	LOC117897428|XP_034662157.1|DSUB
OG0006563	LOC118456288|XP_035772795.1|AALB	LOC117898594|XP_034664032.1|DSUB
OG0006564	LOC118458940|XP_035777812.1|AALB	LOC117898593|XP_034664030.1|DSUB
OG0006565	LOC118458645|XP_035777228.1|AALB	LOC117899192|XP_034664945.1|DSUB
OG0006566	LOC118459569|XP_035778962.1|AALB	LOC117899442|XP_034665337.1|DSUB
OG0006567	LOC118457144|XP_035774350.1|AALB	LOC117896458|XP_034660678.1|DSUB
OG0006568	LOC118457141|XP_035774348.1|AALB	LOC117896457|XP_034660677.1|DSUB
OG0006569	LOC118457142|XP_035774349.1|AALB	LOC117895496|XP_034659082.1|DSUB
OG0006570	LOC118456264|XP_035772758.1|AALB	LOC117897488|XP_034662269.1|DSUB
OG0006571	LOC118458903|XP_035777755.1|AALB	LOC117897231|XP_034661840.1|DSUB
OG0006572	LOC118457551|XP_035775111.1|AALB	LOC117898020|XP_034663043.1|DSUB
OG0006573	LOC118457919|XP_035775812.1|AALB	LOC117896242|XP_034660290.1|DSUB
OG0006574	LOC118461674|XP_035783153.1|AALB	LOC117898320|XP_034663521.1|DSUB
OG0006575	LOC118459385|XP_035778580.1|AALB	LOC117898161|XP_034663260.1|DSUB
OG0006576	LOC118456719|XP_035773649.1|AALB	LOC117899303|XP_034665114.1|DSUB
OG0006577	LOC118456785|XP_035773758.1|AALB	LOC117899206|XP_034664969.1|DSUB
OG0006578	LOC118456716|XP_035773645.1|AALB	LOC117899300|XP_034665109.1|DSUB
OG0006579	LOC118456717|XP_035773647.1|AALB	LOC117900263|XP_034666463.1|DSUB
OG0006580	LOC118459565|XP_035778958.1|AALB	LOC117898701|XP_034664210.1|DSUB
OG0006581	LOC118461949|XP_035783736.1|AALB	LOC117898082|XP_034663151.1|DSUB
OG0006582	LOC118461952|XP_035783740.1|AALB	LOC117896322|XP_034660444.1|DSUB
OG0006583	LOC118468309|XP_035794940.1|AALB	LOC117899383|XP_034665256.1|DSUB
OG0006584	LOC118468550|XP_035795338.1|AALB	LOC117900436|XP_034666696.1|DSUB
OG0006585	LOC118457948|XP_035775855.1|AALB	LOC117901548|XP_034668237.1|DSUB
OG0006586	LOC118461006|XP_035781742.1|AALB	LOC117898884|XP_034664458.1|DSUB
OG0006587	LOC118461218|XP_035782185.1|AALB	LOC117898880|XP_034664454.1|DSUB
OG0006588	LOC118457659|XP_035775297.1|AALB	LOC117897405|XP_034662119.1|DSUB
OG0006589	LOC118460355|XP_035780490.1|AALB	LOC117896881|XP_034661301.1|DSUB
OG0006590	LOC118457612|XP_035775218.1|AALB	LOC117897682|XP_034662582.1|DSUB
OG0006591	LOC118465940|XP_035790547.1|AALB	LOC117895844|XP_034659689.1|DSUB
OG0006592	LOC118465951|XP_035790572.1|AALB	LOC117898455|XP_034663768.1|DSUB
OG0006593	LOC118465946|XP_035790566.1|AALB	LOC117898454|XP_034663767.1|DSUB
OG0006594	LOC118466120|XP_035790959.1|AALB	LOC117895665|XP_034659379.1|DSUB
OG0006595	LOC118467974|XP_035794855.1|AALB	LOC117891534|XP_034652931.1|DSUB
OG0006596	LOC118465402|XP_035789506.1|AALB	LOC117890040|XP_034650550.1|DSUB
OG0006597	LOC118463554|XP_035786069.1|AALB	LOC117894348|XP_034657229.1|DSUB
OG0006598	LOC118464476|XP_035787780.1|AALB	LOC117901587|XP_034668288.1|DSUB
OG0006599	LOC118463899|XP_035786724.1|AALB	LOC117894376|XP_034657272.1|DSUB
OG0006600	LOC118465400|XP_035789493.1|AALB	LOC117893479|XP_034655994.1|DSUB
OG0006601	LOC118463329|XP_035785719.1|AALB	LOC117894947|XP_034658164.1|DSUB
OG0006602	LOC118463330|XP_035785720.1|AALB	LOC117894948|XP_034658165.1|DSUB
OG0006603	LOC118463315|XP_035785693.1|AALB	LOC117894939|XP_034658152.1|DSUB
OG0006604	LOC118463321|XP_035785705.1|AALB	LOC117893380|XP_034655866.1|DSUB
OG0006605	LOC118465540|XP_035789760.1|AALB	LOC117903721|XP_034671961.1|DSUB
OG0006606	LOC118464905|XP_035788560.1|AALB	LOC117892938|XP_034655152.1|DSUB
OG0006607	LOC118462493|XP_035784099.1|AALB	LOC117895130|XP_034658433.1|DSUB
OG0006608	LOC118462501|XP_035784113.1|AALB	LOC117897643|XP_034662510.1|DSUB
OG0006609	LOC118465719|XP_035790053.1|AALB	LOC117898118|XP_034663198.1|DSUB
OG0006610	LOC118465714|XP_035790038.1|AALB	LOC117895867|XP_034659724.1|DSUB
OG0006611	LOC118464869|XP_035788484.1|AALB	LOC117895678|XP_034659395.1|DSUB
OG0006612	LOC118464872|XP_035788499.1|AALB	LOC117895680|XP_034659398.1|DSUB
OG0006613	LOC118464871|XP_035788490.1|AALB	LOC117895679|XP_034659397.1|DSUB
OG0006614	LOC118464867|XP_035788482.1|AALB	LOC117895676|XP_034659390.1|DSUB
OG0006615	LOC118463697|XP_035786373.1|AALB	LOC117894286|XP_034657136.1|DSUB
OG0006616	LOC118466391|XP_035791521.1|AALB	LOC117895672|XP_034659385.1|DSUB
OG0006617	LOC118466397|XP_035791542.1|AALB	LOC117893498|XP_034656025.1|DSUB
OG0006618	LOC118466085|XP_035790877.1|AALB	LOC117894464|XP_034657456.1|DSUB
OG0006619	LOC118463223|XP_035785564.1|AALB	LOC117895347|XP_034658819.1|DSUB
OG0006620	LOC118464829|XP_035788397.1|AALB	LOC117895340|XP_034658808.1|DSUB
OG0006621	LOC118464840|XP_035788420.1|AALB	LOC117894237|XP_034657045.1|DSUB
OG0006622	LOC118465835|XP_035790322.1|AALB	LOC117895355|XP_034658831.1|DSUB
OG0006623	LOC118458067|XP_035776110.1|AALB	LOC117892937|XP_034655150.1|DSUB
OG0006624	LOC118463316|XP_035785694.1|AALB	LOC117892407|XP_034654526.1|DSUB
OG0006625	LOC118463326|XP_035785713.1|AALB	LOC117892414|XP_034654536.1|DSUB
OG0006626	LOC118463650|XP_035786287.1|AALB	LOC117892137|XP_034654065.1|DSUB
OG0006627	LOC118463649|XP_035786285.1|AALB	LOC117892237|XP_034654236.1|DSUB
OG0006628	LOC118465096|XP_035788906.1|AALB	LOC117892236|XP_034654234.1|DSUB
OG0006629	LOC118466117|XP_035790947.1|AALB	LOC117889945|XP_034650373.1|DSUB
OG0006630	LOC118463831|XP_035786612.1|AALB	LOC117890327|XP_034651006.1|DSUB
OG0006631	LOC118464322|XP_035787513.1|AALB	LOC117894145|XP_034656930.1|DSUB
OG0006632	LOC118466688|XP_035792210.1|AALB	LOC117889902|XP_034650310.1|DSUB
OG0006633	LOC118466697|XP_035792220.1|AALB	LOC117895282|XP_034658708.1|DSUB
OG0006634	LOC118466693|XP_035792216.1|AALB	LOC117900726|XP_034667092.1|DSUB
OG0006635	LOC118466698|XP_035792223.1|AALB	LOC117901572|XP_034668261.1|DSUB
OG0006636	LOC118463163|XP_035785442.1|AALB	LOC117903877|XP_034672259.1|DSUB
OG0006637	LOC118463152|XP_035785426.1|AALB	LOC117895644|XP_034659318.1|DSUB
OG0006638	LOC118465114|XP_035788954.1|AALB	LOC117890657|XP_034651519.1|DSUB
OG0006639	LOC118466651|XP_035792124.1|AALB	LOC117890652|XP_034651510.1|DSUB
OG0006640	LOC118467715|XP_035794409.1|AALB	LOC117891486|XP_034652857.1|DSUB
OG0006641	LOC118466606|XP_035792086.1|AALB	LOC117891900|XP_034653596.1|DSUB
OG0006642	LOC118463799|XP_035786558.1|AALB	LOC117891767|XP_034653301.1|DSUB
OG0006643	LOC118465207|XP_035789088.1|AALB	LOC117889848|XP_034650232.1|DSUB
OG0006644	LOC118459570|XP_035778972.1|AALB	LOC117895414|XP_034658939.1|DSUB
OG0006645	LOC118462977|XP_035785057.1|AALB	LOC117902097|XP_034669089.1|DSUB
OG0006646	LOC118462992|XP_035785105.1|AALB	LOC117891871|XP_034653528.1|DSUB
OG0006647	LOC118465296|XP_035789262.1|AALB	LOC117892109|XP_034654011.1|DSUB
OG0006648	LOC118464410|XP_035787661.1|AALB	LOC117893629|XP_034656202.1|DSUB
OG0006649	LOC118467053|XP_035792947.1|AALB	LOC117890387|XP_034651079.1|DSUB
OG0006650	LOC118466107|XP_035790919.1|AALB	LOC117890141|XP_034650718.1|DSUB
