Orthogroup	AALB.longest_only	DPSE.longest_only
OG0006023	LOC118467546|XP_035794038.1|AALB	LOC4802667|XP_001359539.1|DPSE
OG0006024	LOC118466370|XP_035791462.1|AALB	LOC4814623|XP_033241007.1|DPSE
OG0006025	LOC118463877|XP_035786689.1|AALB	LOC6898181|XP_033233571.1|DPSE
OG0006026	LOC118463603|XP_035786160.1|AALB	LOC4800614|XP_001357859.1|DPSE
OG0006027	LOC118467015|XP_035792855.1|AALB	LOC4804381|XP_001360952.2|DPSE
OG0006028	LOC118462554|XP_035784226.1|AALB	LOC4803891|XP_033233842.1|DPSE
OG0006029	LOC118467832|XP_035794616.1|AALB	LOC4805046|XP_001361511.1|DPSE
OG0006030	LOC118466104|XP_035790916.1|AALB	LOC4800441|XP_001357717.1|DPSE
OG0006031	LOC118467834|XP_035794618.1|AALB	LOC4804356|XP_001360930.3|DPSE
OG0006032	LOC118462516|XP_035784137.1|AALB	LOC4814395|XP_015042271.2|DPSE
OG0006033	LOC118463359|XP_035785768.1|AALB	LOC4803686|XP_001360363.3|DPSE
OG0006034	LOC118464518|XP_035787850.1|AALB	LOC4801548|XP_003736546.3|DPSE
OG0006035	LOC118464003|XP_035786943.1|AALB	LOC4802319|XP_001359259.2|DPSE
OG0006036	LOC118464001|XP_035786941.1|AALB	LOC4817085|XP_001356373.3|DPSE
OG0006037	LOC118464002|XP_035786942.1|AALB	LOC4803977|XP_033233699.1|DPSE
OG0006038	LOC118466162|XP_035791031.1|AALB	LOC4802065|XP_001359058.2|DPSE
OG0006039	LOC118466159|XP_035791026.1|AALB	LOC6899047|XP_002138974.2|DPSE
OG0006040	LOC118466892|XP_035792640.1|AALB	LOC6898461|XP_002138504.2|DPSE
OG0006041	LOC118458022|XP_035776020.1|AALB	LOC4814604|XP_001354916.1|DPSE
OG0006042	LOC118467433|XP_035793815.1|AALB	LOC4805739|XP_004444595.2|DPSE
OG0006043	LOC118464858|XP_035788461.1|AALB	LOC4813671|XP_001353963.4|DPSE
OG0006044	LOC118465069|XP_035788848.1|AALB	LOC4814360|XP_001354492.1|DPSE
OG0006045	LOC118467102|XP_035793045.1|AALB	LOC4805669|XP_001362030.3|DPSE
OG0006046	LOC118464233|XP_035787306.1|AALB	LOC4804243|XP_001360832.3|DPSE
OG0006047	LOC118464244|XP_035787338.1|AALB	LOC6900545|XP_002134929.3|DPSE
OG0006048	LOC118462794|XP_035784684.1|AALB	LOC4813592|XP_001353911.3|DPSE
OG0006049	LOC118467732|XP_035794430.1|AALB	LOC4815099|XP_001355018.4|DPSE
OG0006050	LOC118465256|XP_035789171.1|AALB	LOC4800725|XP_001357945.3|DPSE
OG0006051	LOC118465262|XP_035789177.1|AALB	LOC4815862|XP_001355561.3|DPSE
OG0006052	LOC118467538|XP_035794029.1|AALB	LOC4804613|XP_001361146.4|DPSE
OG0006053	LOC118462513|XP_035784135.1|AALB	LOC4814175|XP_001354194.1|DPSE
OG0006054	LOC118466241|XP_035791184.1|AALB	LOC4811716|XP_033237289.1|DPSE
OG0006055	LOC118467320|XP_035793551.1|AALB	LOC4800827|XP_001358031.3|DPSE
OG0006056	LOC118465374|XP_035789462.1|AALB	LOC4805738|XP_001362086.1|DPSE
OG0006057	LOC118463677|XP_035786327.1|AALB	LOC4812524|XP_001352451.4|DPSE
OG0006058	LOC118467215|XP_035793352.1|AALB	LOC4801830|XP_001358863.1|DPSE
OG0006059	LOC118466536|XP_035791937.1|AALB	LOC4813558|XP_001354005.1|DPSE
OG0006060	LOC118466537|XP_035791940.1|AALB	LOC4813782|XP_001354006.2|DPSE
OG0006061	LOC118465271|XP_035789194.1|AALB	LOC6901250|XP_002133951.2|DPSE
OG0006062	LOC118465278|XP_035789212.1|AALB	LOC4803152|XP_001359942.2|DPSE
OG0006063	LOC118461534|XP_035782863.1|AALB	LOC4817371|XP_001356327.3|DPSE
OG0006064	LOC118465780|XP_035790198.1|AALB	LOC4805478|XP_033234495.1|DPSE
OG0006065	LOC118465779|XP_035790197.1|AALB	LOC4813826|XP_001354051.3|DPSE
OG0006066	LOC118465781|XP_035790201.1|AALB	LOC6898392|XP_015039657.2|DPSE
OG0006067	LOC118467330|XP_035793560.1|AALB	LOC4805077|XP_033234310.1|DPSE
OG0006068	LOC118463204|XP_035785540.1|AALB	LOC4815169|XP_001354565.2|DPSE
OG0006069	LOC118464364|XP_035787582.1|AALB	LOC4813718|XP_033239117.1|DPSE
OG0006070	LOC118466826|XP_035792514.1|AALB	LOC4812458|XP_001352402.2|DPSE
OG0006071	LOC118466822|XP_035792505.1|AALB	LOC6896869|XP_002137059.2|DPSE
OG0006072	LOC118466717|XP_035792275.1|AALB	LOC4812771|XP_001354050.1|DPSE
OG0006073	LOC118467779|XP_035794510.1|AALB	LOC4813263|XP_001353671.3|DPSE
OG0006074	LOC118462660|XP_035784440.1|AALB	LOC6902221|XP_002133748.2|DPSE
OG0006075	LOC118468247|XP_035794905.1|AALB	LOC117183168|XP_033237426.1|DPSE
OG0006076	LOC118464689|XP_035788105.1|AALB	LOC4803948|XP_001360586.3|DPSE
OG0006077	LOC118467906|XP_035794726.1|AALB	LOC4811862|XP_033241478.1|DPSE
OG0006078	LOC118465018|XP_035788767.1|AALB	LOC4811936|XP_001352971.1|DPSE
OG0006079	LOC118463176|XP_035785476.1|AALB	LOC4811991|XP_001353012.1|DPSE
OG0006080	LOC118462896|XP_035784883.1|AALB	LOC4812194|XP_001353017.1|DPSE
OG0006081	LOC118462740|XP_035784593.1|AALB	LOC4805111|XP_001361569.2|DPSE
OG0006082	LOC118462759|XP_035784618.1|AALB	LOC4805113|XP_001361571.1|DPSE
OG0006083	LOC118463796|XP_035786529.1|AALB	LOC4813535|XP_001353480.1|DPSE
OG0006084	LOC118465147|XP_035788982.1|AALB	LOC4813272|XP_015042832.1|DPSE
OG0006085	LOC118464012|XP_035786953.1|AALB	LOC6896688|XP_002136902.2|DPSE
OG0006086	LOC118464850|XP_035788440.1|AALB	LOC4812507|XP_015043540.1|DPSE
OG0006087	LOC118467026|XP_035792880.1|AALB	LOC6898432|XP_002138474.3|DPSE
OG0006088	LOC118467028|XP_035792886.1|AALB	LOC4813107|XP_001353956.2|DPSE
OG0006089	LOC118465684|XP_035790008.1|AALB	LOC4815870|XP_001355411.1|DPSE
OG0006090	LOC118465666|XP_035789978.1|AALB	LOC6900026|XP_002135390.3|DPSE
OG0006091	LOC118466903|XP_035792658.1|AALB	LOC4812367|XP_001352605.4|DPSE
OG0006092	LOC118463104|XP_035785304.1|AALB	LOC4814499|XP_033240178.1|DPSE
OG0006093	LOC118465967|XP_035790611.1|AALB	LOC4803875|XP_001360524.4|DPSE
OG0006094	LOC118465959|XP_035790592.1|AALB	LOC4812180|XP_001352782.1|DPSE
OG0006095	LOC118464175|XP_035787208.1|AALB	LOC6898532|XP_004444241.2|DPSE
OG0006096	LOC118464426|XP_035787682.1|AALB	LOC4803965|XP_001360603.2|DPSE
OG0006097	LOC118466459|XP_035791705.1|AALB	LOC4813040|XP_033238464.1|DPSE
OG0006098	LOC118466465|XP_035791716.1|AALB	LOC4817266|XP_001356481.3|DPSE
OG0006099	LOC118465437|XP_035789580.1|AALB	LOC4804989|XP_001361461.2|DPSE
OG0006100	LOC118465473|XP_035789661.1|AALB	LOC4803617|XP_001360307.3|DPSE
OG0006101	LOC118465823|XP_035790303.1|AALB	LOC117184171|XP_033236552.1|DPSE
OG0006102	LOC118464359|XP_035787575.1|AALB	LOC6903884|XP_002136628.2|DPSE
OG0006103	LOC118465477|XP_035789671.1|AALB	LOC4814697|XP_001354553.3|DPSE
OG0006104	LOC118464372|XP_035787606.1|AALB	LOC4814480|XP_001355145.1|DPSE
OG0006105	LOC118464709|XP_035788133.1|AALB	LOC4814479|XP_033238809.1|DPSE
OG0006106	LOC118467921|XP_035794756.1|AALB	LOC4813760|XP_015042881.2|DPSE
OG0006107	LOC118466991|XP_035792805.1|AALB	LOC4805532|XP_001361920.3|DPSE
OG0006108	LOC118463767|XP_035786475.1|AALB	LOC4815655|XP_001355452.1|DPSE
OG0006109	LOC118466030|XP_035790747.1|AALB	LOC4813482|XP_001353379.1|DPSE
OG0006110	LOC118465149|XP_035788988.1|AALB	LOC4813707|XP_001353489.1|DPSE
OG0006111	LOC118462739|XP_035784591.1|AALB	LOC4805514|XP_001361905.1|DPSE
OG0006112	LOC118464947|XP_035788629.1|AALB	LOC4804312|XP_001360892.4|DPSE
OG0006113	LOC118464940|XP_035788619.1|AALB	LOC4812189|XP_001352814.2|DPSE
OG0006114	LOC118463464|XP_035785947.1|AALB	LOC4801167|XP_001358301.2|DPSE
OG0006115	LOC118463683|XP_035786342.1|AALB	LOC6898178|XP_002138249.2|DPSE
OG0006116	LOC118465729|XP_035790083.1|AALB	LOC4804146|XP_001360752.3|DPSE
OG0006117	LOC118465024|XP_035788782.1|AALB	LOC4803899|XP_001360544.1|DPSE
OG0006118	LOC118463366|XP_035785778.1|AALB	LOC4804190|XP_015039669.1|DPSE
OG0006119	LOC118464202|XP_035787254.1|AALB	LOC4805152|XP_001361603.1|DPSE
OG0006120	LOC118466019|XP_035790728.1|AALB	LOC4805361|XP_033233899.1|DPSE
OG0006121	LOC118463280|XP_035785649.1|AALB	LOC4811926|XP_001352407.3|DPSE
OG0006122	LOC118464654|XP_035788014.1|AALB	LOC6899872|XP_002135665.2|DPSE
OG0006123	LOC118463071|XP_035785223.1|AALB	LOC4805599|XP_033233813.1|DPSE
OG0006124	LOC118463073|XP_035785225.1|AALB	LOC4801719|XP_001358764.3|DPSE
OG0006125	LOC118464697|XP_035788112.1|AALB	LOC4813189|XP_015043388.2|DPSE
OG0006126	LOC118462731|XP_035784570.1|AALB	LOC6900083|XP_015043768.2|DPSE
OG0006127	LOC118462717|XP_035784554.1|AALB	LOC4812856|XP_001353163.3|DPSE
OG0006128	LOC118465685|XP_035790009.1|AALB	LOC4813035|XP_001353153.2|DPSE
OG0006129	LOC118465824|XP_035790304.1|AALB	LOC4813455|XP_001353171.1|DPSE
OG0006130	LOC118463868|XP_035786678.1|AALB	LOC4812951|XP_001353142.1|DPSE
OG0006131	LOC118466316|XP_035791321.1|AALB	LOC4813388|XP_001353145.3|DPSE
OG0006132	LOC118464345|XP_035787558.1|AALB	LOC4812819|XP_001353149.3|DPSE
OG0006133	LOC118466317|XP_035791323.1|AALB	LOC4812973|XP_001353141.4|DPSE
OG0006134	LOC118466312|XP_035791316.1|AALB	LOC4813677|XP_033237839.1|DPSE
OG0006135	LOC118462634|XP_035784371.1|AALB	LOC4813604|XP_033239970.1|DPSE
OG0006136	LOC118466390|XP_035791520.1|AALB	LOC4813188|XP_001354003.1|DPSE
OG0006137	LOC118463470|XP_035785953.1|AALB	LOC4812818|XP_001353191.1|DPSE
OG0006138	LOC118465882|XP_035790412.1|AALB	LOC4803579|XP_001360283.1|DPSE
OG0006139	LOC118466490|XP_035791782.1|AALB	LOC4805038|XP_001361501.2|DPSE
OG0006140	LOC118464882|XP_035788518.1|AALB	LOC6899063|XP_033234906.1|DPSE
OG0006141	LOC118467209|XP_035793328.1|AALB	LOC4805688|XP_033233925.1|DPSE
OG0006142	LOC118465930|XP_035790526.1|AALB	LOC4812295|XP_001352925.4|DPSE
OG0006143	LOC118465933|XP_035790534.1|AALB	LOC6900528|XP_033241006.1|DPSE
OG0006144	LOC118465929|XP_035790525.1|AALB	LOC4812312|XP_001352625.2|DPSE
OG0006145	LOC118465934|XP_035790535.1|AALB	LOC4813047|XP_001354014.2|DPSE
OG0006146	LOC118463764|XP_035786470.1|AALB	LOC4818134|XP_001357434.3|DPSE
OG0006147	LOC118464332|XP_035787542.1|AALB	LOC4800604|XP_001357849.1|DPSE
OG0006148	LOC118464437|XP_035787704.1|AALB	LOC4813291|XP_001353317.2|DPSE
OG0006149	LOC118465995|XP_035790683.1|AALB	LOC4812782|XP_001353503.2|DPSE
OG0006150	LOC118465991|XP_035790676.1|AALB	LOC4812783|XP_001353504.3|DPSE
OG0006151	LOC118465990|XP_035790672.1|AALB	LOC4816851|XP_001356324.1|DPSE
OG0006152	LOC118460275|XP_035780351.1|AALB	LOC4802118|XP_001359099.2|DPSE
OG0006153	LOC118461614|XP_035783049.1|AALB	LOC4804187|XP_001360789.2|DPSE
OG0006154	LOC118461358|XP_035782487.1|AALB	LOC4803216|XP_001359992.1|DPSE
OG0006155	LOC118459368|XP_035778560.1|AALB	LOC6896827|XP_002137030.3|DPSE
OG0006156	LOC118460906|XP_035781544.1|AALB	LOC4803025|XP_001359827.2|DPSE
OG0006158	LOC118456241|XP_035772726.1|AALB	LOC4813057|XP_001353357.4|DPSE
OG0006159	LOC118463740|XP_035786427.1|AALB	LOC4803879|XP_033234043.1|DPSE
OG0006160	LOC118465375|XP_035789463.1|AALB	LOC4804285|XP_001360866.2|DPSE
OG0006161	LOC118467589|XP_035794136.1|AALB	LOC4804516|XP_001361067.4|DPSE
OG0006162	LOC118464125|XP_035787111.1|AALB	LOC26534304|XP_015044230.2|DPSE
OG0006181	LOC118465342|XP_035789392.1|AALB	LOC4801010|XP_003736358.3|DPSE
OG0006182	LOC118459681|XP_035779200.1|AALB	LOC4800608|XP_001357853.3|DPSE
OG0006183	LOC118462451|XP_035784021.1|AALB	LOC4801649|XP_001358702.3|DPSE
OG0006184	LOC118462526|XP_035784173.1|AALB	LOC4800972|XP_001358153.3|DPSE
OG0006185	LOC118463613|XP_035786236.1|AALB	LOC4801522|XP_001358599.2|DPSE
OG0006186	LOC118456351|XP_035772910.1|AALB	LOC6896977|XP_002137163.1|DPSE
OG0006188	LOC118458215|XP_035776359.1|AALB	LOC4816081|XP_015041256.2|DPSE
OG0006189	LOC118458227|XP_035776392.1|AALB	LOC4815772|XP_001355575.2|DPSE
OG0006190	LOC118459922|XP_035779665.1|AALB	LOC4801290|XP_001358410.3|DPSE
OG0006191	LOC118468854|XP_035796002.1|AALB	LOC4801171|XP_001358305.3|DPSE
OG0006192	LOC118463742|XP_035786433.1|AALB	LOC4815505|XP_001355218.4|DPSE
OG0006193	LOC118466495|XP_035791857.1|AALB	LOC4815081|XP_001355019.1|DPSE
OG0006194	LOC118466050|XP_035790784.1|AALB	LOC4815030|XP_015042079.2|DPSE
OG0006195	LOC118465364|XP_035789449.1|AALB	LOC4815955|XP_001355312.2|DPSE
OG0006196	LOC118466371|XP_035791481.1|AALB	LOC6897474|XP_033241607.1|DPSE
OG0006197	LOC118459539|XP_035778906.1|AALB	LOC6899784|XP_033237056.1|DPSE
OG0006198	LOC118464114|XP_035787108.1|AALB	LOC6901448|XP_033240276.1|DPSE
OG0006199	LOC118464419|XP_035787670.1|AALB	LOC4801380|XP_001358483.2|DPSE
OG0006200	LOC118457825|XP_035775596.1|AALB	LOC4801198|XP_001358327.4|DPSE
OG0006201	LOC118466129|XP_035790976.1|AALB	LOC6901018|XP_015042192.2|DPSE
OG0006202	LOC118458386|XP_035776692.1|AALB	LOC4814264|XP_001354352.1|DPSE
OG0006203	LOC118461462|XP_035782697.1|AALB	LOC4814543|XP_015041509.2|DPSE
OG0006204	LOC118460860|XP_035781469.1|AALB	LOC6896742|XP_002136949.4|DPSE
OG0006205	LOC118459852|XP_035779558.1|AALB	LOC4815540|XP_001355666.2|DPSE
OG0006206	LOC118457605|XP_035775205.1|AALB	LOC4811754|XP_033240086.1|DPSE
OG0006207	LOC118456769|XP_035773741.1|AALB	LOC4818009|XP_001357480.2|DPSE
OG0006208	LOC118456730|XP_035773671.1|AALB	LOC4812573|XP_001352500.3|DPSE
OG0006209	LOC118457987|XP_035775944.1|AALB	LOC4816012|XP_001355730.3|DPSE
OG0006210	LOC118459341|XP_035778510.1|AALB, LOC118463694|XP_035786364.1|AALB	LOC6901607|XP_015041870.2|DPSE
OG0006211	LOC118466470|XP_035791744.1|AALB	LOC4817139|XP_001356518.2|DPSE
OG0006212	LOC118466456|XP_035791701.1|AALB	LOC4816881|XP_015035891.2|DPSE
OG0006214	LOC118463876|XP_035786691.1|AALB	LOC4815329|XP_033239283.1|DPSE
OG0006215	LOC118463084|XP_035785249.1|AALB	LOC6901969|XP_033240845.1|DPSE
OG0006216	LOC118468581|XP_035795409.1|AALB	LOC4800733|XP_001357951.3|DPSE
OG0006217	LOC118460912|XP_035781561.1|AALB	LOC4815135|XP_001354800.2|DPSE
OG0006218	LOC118463277|XP_035785650.1|AALB	LOC4816541|XP_001356241.4|DPSE
OG0006219	LOC118463439|XP_035785919.1|AALB	LOC4815430|XP_015041140.1|DPSE
OG0006220	LOC118463219|XP_035785557.1|AALB	LOC6900789|XP_002135148.1|DPSE
OG0006221	LOC118459979|XP_035779771.1|AALB	LOC4800714|XP_001357938.3|DPSE
OG0006222	LOC118456205|XP_035772668.1|AALB	LOC4800712|XP_001357937.2|DPSE
OG0006223	LOC118465175|XP_035789030.1|AALB	LOC4814859|XP_001355031.2|DPSE
OG0006224	LOC118466416|XP_035791588.1|AALB	LOC6902245|XP_033241388.1|DPSE
OG0006225	LOC118467439|XP_035793877.1|AALB	LOC4815390|XP_001354850.3|DPSE
OG0006226	LOC118460925|XP_035781578.1|AALB	LOC6898687|XP_002138692.2|DPSE
OG0006227	LOC118463379|XP_035785804.1|AALB	LOC6901211|XP_002133912.2|DPSE
OG0006228	LOC118461791|XP_035783420.1|AALB	LOC4804127|XP_001360735.1|DPSE
OG0006229	LOC118468908|XP_035796110.1|AALB	LOC26532627|XP_033237074.1|DPSE
OG0006230	LOC118456961|XP_035774040.1|AALB	LOC4815765|XP_015041281.2|DPSE
OG0006231	LOC118457496|XP_035775432.1|AALB	LOC4814684|XP_015041498.2|DPSE
OG0006232	LOC118459319|XP_035778467.1|AALB	LOC6899744|XP_033237988.1|DPSE
OG0006233	LOC118460378|XP_035780531.1|AALB	LOC6899177|XP_033239056.1|DPSE
OG0006234	LOC118465641|XP_035789942.1|AALB	LOC4815928|XP_001355590.2|DPSE
OG0006235	LOC118463210|XP_035785549.1|AALB	LOC6901618|XP_002134288.2|DPSE
OG0006237	LOC118462880|XP_035784845.1|AALB	LOC4815541|XP_001355667.1|DPSE
OG0006238	LOC118457229|XP_035774504.1|AALB	LOC4814974|XP_015042013.2|DPSE
OG0006239	LOC118463624|XP_035786219.1|AALB	LOC6901176|XP_002133877.2|DPSE
OG0006240	LOC118463733|XP_035786423.1|AALB	LOC4800995|XP_033233145.1|DPSE
OG0006241	LOC118465640|XP_035789941.1|AALB	LOC4815927|XP_001355589.3|DPSE
OG0006242	LOC118458264|XP_035776453.1|AALB	LOC117184488|XP_033238219.1|DPSE
OG0006243	LOC118458243|XP_035776409.1|AALB	LOC4801513|XP_001358592.3|DPSE
OG0006244	LOC118462949|XP_035784989.1|AALB	LOC4800706|XP_001357931.1|DPSE
OG0006248	LOC118457572|XP_035775144.1|AALB	LOC6896949|XP_002137134.2|DPSE
OG0006249	LOC118466313|XP_035791322.1|AALB	LOC4817582|XP_001356986.3|DPSE
OG0006250	LOC118459263|XP_035778367.1|AALB	LOC6902298|XP_015041368.1|DPSE
OG0006251	LOC118456703|XP_035773608.1|AALB	LOC4800745|XP_001357962.2|DPSE
OG0006252	LOC118468752|XP_035795810.1|AALB	LOC4800744|XP_001357961.1|DPSE
OG0006253	LOC118456293|XP_035772813.1|AALB	LOC6901287|XP_002133988.2|DPSE
OG0006254	LOC118462194|XP_035784000.1|AALB	LOC26534447|XP_033238617.1|DPSE, LOC26533661|XP_033238615.1|DPSE
OG0006255	LOC118466494|XP_035791798.1|AALB	LOC4800930|XP_001358117.3|DPSE
OG0006256	LOC118458819|XP_035777628.1|AALB	LOC6902191|XP_002133718.1|DPSE
OG0006257	LOC118469017|XP_035796353.1|AALB	LOC4814405|XP_015042211.2|DPSE
OG0006258	LOC118456994|XP_035774143.1|AALB	LOC6902319|XP_033239609.1|DPSE
OG0006259	LOC118458707|XP_035777341.1|AALB	LOC4801647|XP_001358700.2|DPSE
OG0006260	LOC118461408|XP_035782580.1|AALB	LOC4815233|XP_001354734.2|DPSE
OG0006261	LOC118457792|XP_035775531.1|AALB	LOC4817796|XP_033235975.1|DPSE
OG0006262	LOC118466942|XP_035792736.1|AALB	LOC4814394|XP_001354420.3|DPSE
OG0006263	LOC118462005|XP_035783834.1|AALB	LOC4814726|XP_001354541.1|DPSE
OG0006264	LOC118460208|XP_035780212.1|AALB	LOC6901162|XP_015041432.2|DPSE
OG0006265	LOC118459545|XP_035778921.1|AALB	LOC4803873|XP_001360522.2|DPSE
OG0006266	LOC118461682|XP_035783165.1|AALB	LOC4814608|XP_033240728.1|DPSE
OG0006267	LOC118457138|XP_035774345.1|AALB	LOC4814838|XP_015041610.2|DPSE
OG0006268	LOC118460298|XP_035780392.1|AALB	LOC4804458|XP_001361017.3|DPSE
OG0006269	LOC118465239|XP_035789153.1|AALB	LOC4800352|XP_001357562.2|DPSE
OG0006270	LOC118465046|XP_035788821.1|AALB	LOC6901072|XP_002134551.1|DPSE
OG0006271	LOC118459332|XP_035778492.1|AALB	LOC4801021|XP_001358191.2|DPSE
OG0006272	LOC118461970|XP_035783778.1|AALB	LOC4814676|XP_015041493.2|DPSE
OG0006273	LOC118460314|XP_035780416.1|AALB	LOC4803413|XP_001360160.1|DPSE
OG0006274	LOC118464853|XP_035788462.1|AALB	LOC4815724|XP_001355531.4|DPSE
OG0006276	LOC118460244|XP_035780297.1|AALB	LOC4814136|XP_033238481.1|DPSE
OG0006278	LOC118462294|XP_035784008.1|AALB	LOC4816093|XP_001355726.4|DPSE
OG0006279	LOC118460823|XP_035781357.1|AALB, LOC118464788|XP_035788316.1|AALB	LOC4814444|XP_033238032.1|DPSE
OG0006280	LOC118465053|XP_035788831.1|AALB	LOC6901882|XP_015040930.2|DPSE
OG0006281	LOC118465016|XP_035788768.1|AALB	LOC4815455|XP_033237587.1|DPSE
OG0006282	LOC118459291|XP_035778429.1|AALB	LOC4814597|XP_001354955.4|DPSE
OG0006283	LOC118466546|XP_035791956.1|AALB	LOC4801562|XP_001358634.3|DPSE
OG0006284	LOC118466134|XP_035790978.1|AALB	LOC4812239|XP_001352539.2|DPSE
OG0006285	LOC118468716|XP_035795740.1|AALB	LOC4802732|XP_001359595.3|DPSE
OG0006286	LOC118462808|XP_035784717.1|AALB	LOC4801455|XP_001358549.4|DPSE
OG0006287	LOC118465949|XP_035790571.1|AALB	LOC4815165|XP_001354808.1|DPSE
OG0006288	LOC118465979|XP_035790645.1|AALB	LOC6896687|XP_002136901.2|DPSE
OG0006289	LOC118458506|XP_035776966.1|AALB	LOC4801431|XP_001358526.2|DPSE
OG0006290	LOC118466363|XP_035791447.1|AALB	LOC4815377|XP_001354985.2|DPSE
OG0006291	LOC118465309|XP_035789316.1|AALB	LOC4816569|XP_001355916.1|DPSE
OG0006292	LOC118466281|XP_035791257.1|AALB	LOC4815462|XP_033237570.1|DPSE
OG0006293	LOC118461819|XP_035783510.1|AALB	LOC4813625|XP_001353650.3|DPSE
OG0006294	LOC118463794|XP_035786576.1|AALB	LOC6901629|XP_015041906.2|DPSE
OG0006295	LOC118468364|XP_035795020.1|AALB	LOC4816023|XP_001355717.2|DPSE
OG0006296	LOC118463357|XP_035785769.1|AALB	LOC4814634|XP_001355013.2|DPSE
OG0006297	LOC118466091|XP_035790937.1|AALB	LOC6901911|XP_015040996.2|DPSE
OG0006298	LOC118461726|XP_035783303.1|AALB	LOC4815050|XP_001355020.3|DPSE
OG0006299	LOC118464722|XP_035788191.1|AALB	LOC6901632|XP_015041908.2|DPSE
OG0006300	LOC118461782|XP_035783407.1|AALB	LOC4815007|XP_001354637.3|DPSE
OG0006301	LOC118460259|XP_035780328.1|AALB	LOC4814681|XP_001354943.3|DPSE
OG0006302	LOC118465105|XP_035788944.1|AALB	LOC4814692|XP_033237999.1|DPSE
OG0006303	LOC118468541|XP_035795317.1|AALB	LOC6898043|XP_002138131.2|DPSE
OG0006305	LOC118461623|XP_035783066.1|AALB	LOC4800621|XP_033240324.1|DPSE
OG0006306	LOC118461600|XP_035783011.1|AALB	LOC4802125|XP_033233101.1|DPSE
OG0006308	LOC118463970|XP_035786865.1|AALB	LOC4814215|XP_001354335.2|DPSE
OG0006309	LOC118460217|XP_035780229.1|AALB	LOC4815902|XP_001355597.3|DPSE
OG0006311	LOC118465547|XP_035789770.1|AALB	LOC4815710|XP_001355550.4|DPSE
OG0006312	LOC118468837|XP_035795975.1|AALB	LOC4815761|XP_001355549.3|DPSE
OG0006313	LOC118467803|XP_035794611.1|AALB	LOC4815277|XP_001354527.3|DPSE
OG0006314	LOC118461551|XP_035782898.1|AALB	LOC4811743|XP_001352315.2|DPSE
OG0006315	LOC118463018|XP_035785148.1|AALB	LOC4800343|XP_003736198.2|DPSE
OG0006316	LOC118457593|XP_035775187.1|AALB	LOC4816017|XP_001355289.1|DPSE
OG0006317	LOC118468456|XP_035795134.1|AALB	LOC4814813|XP_001355157.1|DPSE
OG0006318	LOC118457726|XP_035775414.1|AALB	LOC4814938|XP_033238185.1|DPSE
OG0006319	LOC118468591|XP_035795427.1|AALB	LOC4804890|XP_001361378.2|DPSE
OG0006320	LOC118456502|XP_035773227.1|AALB	LOC6901062|XP_002134541.1|DPSE
OG0006321	LOC118466569|XP_035792006.1|AALB	LOC4815334|XP_001354927.3|DPSE
OG0006322	LOC118466573|XP_035792012.1|AALB	LOC6901209|XP_002133910.2|DPSE
OG0006323	LOC118458746|XP_035777417.1|AALB	LOC6899672|XP_033238030.1|DPSE, LOC117185137|XP_033240975.1|DPSE
OG0006324	LOC118461572|XP_035782959.1|AALB	LOC6901954|XP_002133488.2|DPSE
OG0006325	LOC118462663|XP_035784456.1|AALB	LOC4801547|XP_001358619.3|DPSE
OG0006326	LOC118461169|XP_035782062.1|AALB	LOC4813844|XP_001353156.3|DPSE
OG0006327	LOC118468971|XP_035796239.1|AALB	LOC4801142|XP_001358281.3|DPSE
OG0006328	LOC118456195|XP_035772649.1|AALB	LOC6896965|XP_033232750.1|DPSE
OG0006329	LOC118462177|XP_035783999.1|AALB	LOC4815727|XP_001355273.3|DPSE
OG0006330	LOC118464657|XP_035788047.1|AALB	LOC4801378|XP_015037212.2|DPSE
OG0006331	LOC118467416|XP_035793792.1|AALB	LOC4814930|XP_001355081.4|DPSE
OG0006332	LOC118460893|XP_035781531.1|AALB	LOC4814442|XP_001354836.3|DPSE
OG0006333	LOC118460274|XP_035780354.1|AALB	LOC4815225|XP_001354726.4|DPSE
OG0006334	LOC118466496|XP_035791815.1|AALB	LOC6902307|XP_002133834.1|DPSE
OG0006335	LOC118464913|XP_035788577.1|AALB	LOC6896823|XP_002137026.2|DPSE
OG0006336	LOC118459083|XP_035778077.1|AALB	LOC4815285|XP_001354868.1|DPSE
OG0006337	LOC118468488|XP_035795209.1|AALB	LOC4815247|XP_033238222.1|DPSE
OG0006339	LOC118465176|XP_035789031.1|AALB, LOC118465838|XP_035790334.1|AALB	LOC6899606|XP_033237613.1|DPSE
OG0006340	LOC118465869|XP_035790399.1|AALB	LOC6901573|XP_002134246.1|DPSE
OG0006341	LOC118458683|XP_035777292.1|AALB	LOC4814317|XP_001354398.2|DPSE
OG0006342	LOC118456744|XP_035773694.1|AALB	LOC4814256|XP_033239329.1|DPSE
OG0006343	LOC118456724|XP_035773658.1|AALB	LOC6901056|XP_002134535.2|DPSE
OG0006344	LOC118466444|XP_035791657.1|AALB	LOC4815499|XP_033239482.1|DPSE
OG0006345	LOC118460464|XP_035780681.1|AALB	LOC4800705|XP_033232584.1|DPSE
OG0006346	LOC118468323|XP_035794960.1|AALB	LOC4800463|XP_001357734.2|DPSE
OG0006347	LOC118461583|XP_035782971.1|AALB	LOC6897317|XP_003736581.3|DPSE
OG0006348	LOC118461309|XP_035782428.1|AALB	LOC6901267|XP_015041538.2|DPSE
