Orthogroup	AALB.longest_only	DSEC.longest_only
OG0005883	LOC118464637|XP_035787977.1|AALB	LOC6610156|XP_002034765.1|DSEC
OG0005884	LOC118462738|XP_035784587.1|AALB	LOC6616390|XP_002040750.1|DSEC
OG0005885	LOC118462722|XP_035784559.1|AALB	LOC6605613|XP_002030431.1|DSEC
OG0005886	LOC118462720|XP_035784556.1|AALB	LOC6619420|XP_032575886.1|DSEC
OG0005887	LOC118466804|XP_035792449.1|AALB	LOC6605700|XP_032575628.1|DSEC
OG0005888	LOC118466805|XP_035792450.1|AALB	LOC6616594|XP_032575743.1|DSEC
OG0005889	LOC118466853|XP_035792574.1|AALB	LOC6605498|XP_002030331.2|DSEC
OG0005890	LOC118467268|XP_035793449.1|AALB	LOC6612390|XP_002036899.2|DSEC
OG0005891	LOC118467273|XP_035793463.1|AALB	LOC6605307|XP_002030145.2|DSEC
OG0005892	LOC118467272|XP_035793462.1|AALB	LOC116801029|XP_032574191.1|DSEC
OG0005893	LOC118466798|XP_035792442.1|AALB	LOC6605755|XP_002030570.1|DSEC
OG0005894	LOC118466800|XP_035792444.1|AALB	LOC6605756|XP_002030571.1|DSEC
OG0005895	LOC118466803|XP_035792448.1|AALB	LOC6605757|XP_002030572.1|DSEC
OG0005896	LOC118466799|XP_035792443.1|AALB	LOC6616330|XP_032574387.1|DSEC
OG0005897	LOC118464367|XP_035787594.1|AALB	LOC6605590|XP_032574039.1|DSEC
OG0005898	LOC118464333|XP_035787543.1|AALB	LOC6620367|XP_032582203.1|DSEC
OG0005899	LOC118466735|XP_035792310.1|AALB	LOC6607998|XP_032571564.1|DSEC
OG0005900	LOC118465563|XP_035789812.1|AALB, LOC118465567|XP_035789821.1|AALB	LOC6617275|XP_032571163.1|DSEC
OG0005901	LOC118463087|XP_035785260.1|AALB	LOC6615415|XP_002039797.1|DSEC
OG0005902	LOC118463086|XP_035785258.1|AALB	LOC6609117|XP_002033819.1|DSEC
OG0005903	LOC118462471|XP_035784062.1|AALB	LOC6606868|XP_002031662.1|DSEC
OG0005904	LOC118465860|XP_035790385.1|AALB	LOC6607625|XP_002032393.2|DSEC
OG0005905	LOC118463332|XP_035785722.1|AALB	LOC6619425|XP_032573566.1|DSEC
OG0005906	LOC118464795|XP_035788321.1|AALB	LOC6618392|XP_002042662.1|DSEC
OG0005907	LOC118463726|XP_035786413.1|AALB	LOC6619443|XP_002043658.1|DSEC
OG0005908	LOC118467982|XP_035794864.1|AALB	LOC6605849|XP_002030663.1|DSEC
OG0005909	LOC118464442|XP_035787710.1|AALB	LOC6616487|XP_032574610.1|DSEC
OG0005910	LOC118465076|XP_035788866.1|AALB	LOC6609389|XP_002034078.1|DSEC
OG0005911	LOC118465079|XP_035788875.1|AALB	LOC6609390|XP_002034079.1|DSEC
OG0005912	LOC118463172|XP_035785460.1|AALB	LOC6609391|XP_032571943.1|DSEC
OG0005913	LOC118466332|XP_035791345.1|AALB	LOC6607472|XP_002032241.1|DSEC
OG0005914	LOC118464076|XP_035787025.1|AALB	LOC6609105|XP_002033808.1|DSEC
OG0005915	LOC118462882|XP_035784848.1|AALB	LOC6609104|XP_002033807.1|DSEC
OG0005916	LOC118466937|XP_035792723.1|AALB	LOC6615300|XP_002039707.2|DSEC
OG0005917	LOC118464643|XP_035788001.1|AALB	LOC6609901|XP_002034551.1|DSEC
OG0005918	LOC118465561|XP_035789805.1|AALB	LOC6620246|XP_002044455.1|DSEC
OG0005919	LOC118464432|XP_035787697.1|AALB	LOC6608381|XP_002033117.2|DSEC
OG0005920	LOC118466741|XP_035792320.1|AALB	LOC6609344|XP_032572617.1|DSEC
OG0005921	LOC118466747|XP_035792326.1|AALB	LOC6610398|XP_002034980.1|DSEC
OG0005922	LOC118466591|XP_035792046.1|AALB	LOC6616038|XP_002040404.2|DSEC
OG0005923	LOC118465887|XP_035790431.1|AALB	LOC6605385|XP_002030218.1|DSEC
OG0005924	LOC118465890|XP_035790434.1|AALB	LOC6605633|XP_002030451.1|DSEC
OG0005925	LOC118467036|XP_035792914.1|AALB	LOC6605500|XP_002030333.1|DSEC
OG0005926	LOC118467436|XP_035793835.1|AALB	LOC6620180|XP_002044391.1|DSEC
OG0005927	LOC118463235|XP_035785586.1|AALB	LOC6614010|XP_002038464.1|DSEC
OG0005928	LOC118463236|XP_035785588.1|AALB	LOC6617524|XP_032580905.1|DSEC
OG0005929	LOC118463228|XP_035785571.1|AALB	LOC6610389|XP_032575811.1|DSEC
OG0005930	LOC118467614|XP_035794209.1|AALB	LOC6608700|XP_002033424.1|DSEC
OG0005931	LOC118466595|XP_035792056.1|AALB	LOC6607862|XP_002032616.1|DSEC
OG0005932	LOC118463901|XP_035786725.1|AALB	LOC116800314|XP_032570282.1|DSEC
OG0005933	LOC118465557|XP_035789795.1|AALB	LOC6608254|XP_032570486.1|DSEC
OG0005934	LOC118467660|XP_035794298.1|AALB	LOC6609205|XP_002033896.1|DSEC
OG0005935	LOC118466000|XP_035790687.1|AALB	LOC6616592|XP_032573175.1|DSEC
OG0005936	LOC118466006|XP_035790696.1|AALB	LOC6611468|XP_002036009.1|DSEC
OG0005937	LOC118466002|XP_035790690.1|AALB	LOC6616590|XP_002040949.1|DSEC
OG0005938	LOC118464226|XP_035787299.1|AALB	LOC6609514|XP_032572113.1|DSEC
OG0005939	LOC118467454|XP_035793852.1|AALB	LOC6618543|XP_002042803.1|DSEC
OG0005940	LOC118467210|XP_035793330.1|AALB	LOC6615409|XP_002039791.1|DSEC
OG0005941	LOC118467211|XP_035793332.1|AALB	LOC6615778|XP_032570289.1|DSEC
OG0005942	LOC118464075|XP_035787024.1|AALB	LOC116800372|XP_032570813.1|DSEC
OG0005943	LOC118467911|XP_035794734.1|AALB	LOC6607854|XP_032572954.1|DSEC
OG0005944	LOC118464787|XP_035788312.1|AALB	LOC6607858|XP_002032612.1|DSEC
OG0005945	LOC118464137|XP_035787133.1|AALB	LOC6608567|XP_002033301.1|DSEC
OG0005946	LOC118463729|XP_035786416.1|AALB	LOC6608884|XP_032572140.1|DSEC
OG0005947	LOC118467159|XP_035793196.1|AALB	LOC6609473|XP_002034158.2|DSEC
OG0005948	LOC118464023|XP_035786972.1|AALB	LOC6618395|XP_002042665.1|DSEC
OG0005949	LOC118464024|XP_035786973.1|AALB	LOC6616486|XP_002040847.1|DSEC
OG0005950	LOC118466011|XP_035790710.1|AALB	LOC6612122|XP_002036639.1|DSEC
OG0005951	LOC118466673|XP_035792170.1|AALB	LOC6605131|XP_032573469.1|DSEC
OG0005952	LOC118463618|XP_035786203.1|AALB	LOC6612121|XP_032583486.1|DSEC
OG0005953	LOC118463622|XP_035786213.1|AALB	LOC6618247|XP_002042521.1|DSEC
OG0005954	LOC118463111|XP_035785328.1|AALB	LOC6618251|XP_002042525.1|DSEC
OG0005955	LOC118466055|XP_035790797.1|AALB	LOC6607084|XP_002031872.1|DSEC
OG0005956	LOC118465576|XP_035789836.1|AALB	LOC6609640|XP_002034317.1|DSEC
OG0005957	LOC118462826|XP_035784748.1|AALB	LOC6607771|XP_002032530.1|DSEC
OG0005958	LOC118466973|XP_035792777.1|AALB	LOC6616983|XP_002041311.1|DSEC
OG0005959	LOC118464759|XP_035788271.1|AALB	LOC6611864|XP_002036386.2|DSEC
OG0005960	LOC118464753|XP_035788265.1|AALB	LOC6614925|XP_032582377.1|DSEC
OG0005961	LOC118466236|XP_035791168.1|AALB	LOC6609395|XP_002034084.1|DSEC
OG0005962	LOC118466331|XP_035791344.1|AALB	LOC6610053|XP_032572021.1|DSEC
OG0005963	LOC118465731|XP_035790086.1|AALB	LOC6612158|XP_002036675.1|DSEC
OG0005964	LOC118467821|XP_035794603.1|AALB	LOC6615428|XP_002039810.1|DSEC
OG0005965	LOC118467826|XP_035794609.1|AALB	LOC6608419|XP_002033153.1|DSEC
OG0005966	LOC118467820|XP_035794602.1|AALB	LOC6608816|XP_032571620.1|DSEC
OG0005967	LOC118463609|XP_035786182.1|AALB	LOC6610045|XP_002034661.2|DSEC
OG0005968	LOC118463607|XP_035786171.1|AALB	LOC6610041|XP_032573094.1|DSEC
OG0005969	LOC118467486|XP_035793919.1|AALB	LOC6615816|XP_032572825.1|DSEC
OG0005970	LOC118464156|XP_035787176.1|AALB	LOC6605176|XP_002030015.1|DSEC
OG0005971	LOC118465974|XP_035790627.1|AALB	LOC6621145|XP_002045324.1|DSEC
OG0005972	LOC118465971|XP_035790619.1|AALB	LOC6616292|XP_002040656.1|DSEC
OG0005973	LOC118462562|XP_035784244.1|AALB	LOC6619417|XP_002043632.2|DSEC
OG0005974	LOC118465460|XP_035789648.1|AALB	LOC6616281|XP_002040645.2|DSEC
OG0005975	LOC118467392|XP_035793742.1|AALB	LOC6616291|XP_002040655.1|DSEC
OG0005977	LOC118465170|XP_035789023.1|AALB	LOC6610105|XP_002034716.1|DSEC
OG0005978	LOC118465169|XP_035789022.1|AALB	LOC6609549|XP_002034232.1|DSEC
OG0005979	LOC118465165|XP_035789017.1|AALB	LOC6608947|XP_002033661.1|DSEC
OG0005980	LOC118467887|XP_035794693.1|AALB	LOC6607992|XP_002032740.1|DSEC
OG0005981	LOC118467894|XP_035794705.1|AALB	LOC6619912|XP_032582278.1|DSEC
OG0005982	LOC118467890|XP_035794699.1|AALB	LOC116800302|XP_032570201.1|DSEC
OG0005983	LOC118467892|XP_035794702.1|AALB	LOC116803112|XP_032582961.1|DSEC, LOC6615053|XP_032580389.1|DSEC
OG0005984	LOC118466190|XP_035791089.1|AALB	LOC6618025|XP_032580827.1|DSEC
OG0005985	LOC118467376|XP_035793690.1|AALB	LOC116802333|XP_032582505.1|DSEC
OG0005986	LOC118467391|XP_035793738.1|AALB	LOC6614795|XP_002039214.1|DSEC
OG0005987	LOC118467388|XP_035793725.1|AALB	LOC6617544|XP_032581961.1|DSEC
OG0005988	LOC118464718|XP_035788183.1|AALB	LOC6608716|XP_002033440.1|DSEC
OG0005989	LOC118463915|XP_035786748.1|AALB	LOC6609049|XP_002033752.1|DSEC
OG0005990	LOC118463919|XP_035786769.1|AALB	LOC6609747|XP_032572776.1|DSEC
OG0005991	LOC118464431|XP_035787695.1|AALB	LOC6608249|XP_002032993.1|DSEC
OG0005992	LOC118464430|XP_035787694.1|AALB	LOC6605165|XP_002030004.1|DSEC
OG0005993	LOC118467385|XP_035793718.1|AALB	LOC6605167|XP_032573819.1|DSEC
OG0005994	LOC118463735|XP_035786420.1|AALB	LOC6616456|XP_002040817.2|DSEC
OG0005995	LOC118467419|XP_035793798.1|AALB	LOC6616297|XP_002040661.2|DSEC
OG0005996	LOC118467422|XP_035793801.1|AALB	LOC6616483|XP_002040844.1|DSEC
OG0005997	LOC118467536|XP_035794022.1|AALB	LOC6608574|XP_002033308.1|DSEC
OG0005998	LOC118467535|XP_035794021.1|AALB	LOC6605741|XP_002030557.1|DSEC
OG0005999	LOC118463199|XP_035785526.1|AALB	LOC6610190|XP_002034798.1|DSEC
OG0006000	LOC118466845|XP_035792560.1|AALB	LOC6609507|XP_002034191.2|DSEC
OG0006001	LOC118464770|XP_035788288.1|AALB	LOC6610880|XP_032574856.1|DSEC
OG0006002	LOC118462767|XP_035784625.1|AALB	LOC6615787|XP_032570308.1|DSEC
OG0006003	LOC118464729|XP_035788203.1|AALB	LOC6605718|XP_032574510.1|DSEC
OG0006004	LOC118464187|XP_035787230.1|AALB	LOC6613870|XP_032577884.1|DSEC
OG0006005	LOC118467847|XP_035794646.1|AALB	LOC6608629|XP_002033363.1|DSEC
OG0006006	LOC118465013|XP_035788758.1|AALB	LOC6615312|XP_002039716.1|DSEC
OG0006007	LOC118467830|XP_035794614.1|AALB	LOC6619185|XP_002043409.1|DSEC
OG0006008	LOC118465072|XP_035788856.1|AALB	LOC6613186|XP_032583667.1|DSEC
OG0006009	LOC118467727|XP_035794424.1|AALB	LOC6616320|XP_002040680.1|DSEC
OG0006010	LOC118465817|XP_035790284.1|AALB	LOC6616468|XP_032573481.1|DSEC
OG0006011	LOC118465829|XP_035790311.1|AALB	LOC6610143|XP_002034752.1|DSEC
OG0006012	LOC118467838|XP_035794623.1|AALB	LOC6605285|XP_032575472.1|DSEC
OG0006013	LOC118467225|XP_035793369.1|AALB	LOC6608917|XP_002033631.2|DSEC
OG0006014	LOC118465855|XP_035790376.1|AALB	LOC6605596|XP_002030415.1|DSEC
OG0006015	LOC118464716|XP_035788167.1|AALB	LOC6609247|XP_002033937.1|DSEC
OG0006016	LOC118466079|XP_035790864.1|AALB	LOC6608250|XP_002032994.1|DSEC
OG0006017	LOC118465505|XP_035789715.1|AALB	LOC6608774|XP_002033495.1|DSEC
OG0006018	LOC118465504|XP_035789713.1|AALB	LOC6609895|XP_002034545.1|DSEC
OG0006019	LOC118465514|XP_035789725.1|AALB	LOC116800402|XP_032571010.1|DSEC
OG0006020	LOC118465463|XP_035789652.1|AALB	LOC6616307|XP_002040671.1|DSEC
OG0006021	LOC118465449|XP_035789597.1|AALB	LOC6605487|XP_032576028.1|DSEC
OG0006022	LOC118465451|XP_035789615.1|AALB	LOC6617860|XP_002042168.1|DSEC
OG0006023	LOC118467546|XP_035794038.1|AALB	LOC6616958|XP_002041286.1|DSEC
OG0006024	LOC118466370|XP_035791462.1|AALB	LOC6617946|XP_032580456.1|DSEC
OG0006025	LOC118463877|XP_035786689.1|AALB	LOC6608794|XP_002033513.1|DSEC
OG0006026	LOC118463603|XP_035786160.1|AALB	LOC6607450|XP_002032219.1|DSEC
OG0006027	LOC118467015|XP_035792855.1|AALB	LOC6609007|XP_002033712.1|DSEC
OG0006028	LOC118462554|XP_035784226.1|AALB	LOC6609129|XP_032571387.1|DSEC
OG0006029	LOC118467832|XP_035794616.1|AALB	LOC6608246|XP_002032990.1|DSEC
OG0006030	LOC118466104|XP_035790916.1|AALB	LOC6607789|XP_002032548.1|DSEC
OG0006031	LOC118467834|XP_035794618.1|AALB	LOC6608750|XP_032572201.1|DSEC
OG0006032	LOC118462516|XP_035784137.1|AALB	LOC6615197|XP_032581886.1|DSEC
OG0006033	LOC118463359|XP_035785768.1|AALB	LOC6608776|XP_002033497.1|DSEC
OG0006034	LOC118464518|XP_035787850.1|AALB	LOC6619201|XP_002043422.2|DSEC
OG0006035	LOC118464003|XP_035786943.1|AALB	LOC6606201|XP_002031009.1|DSEC
OG0006036	LOC118464001|XP_035786941.1|AALB	LOC6611830|XP_002036352.1|DSEC
OG0006037	LOC118464002|XP_035786942.1|AALB	LOC6609191|XP_002033882.1|DSEC
OG0006038	LOC118466162|XP_035791031.1|AALB	LOC6614029|XP_002038483.1|DSEC
OG0006039	LOC118466159|XP_035791026.1|AALB	LOC6619178|XP_002043404.1|DSEC
OG0006040	LOC118466892|XP_035792640.1|AALB	LOC6609063|XP_032570440.1|DSEC
OG0006041	LOC118458022|XP_035776020.1|AALB	LOC6618952|XP_002043197.1|DSEC
OG0006042	LOC118467433|XP_035793815.1|AALB	LOC6609311|XP_032572353.1|DSEC
OG0006043	LOC118464858|XP_035788461.1|AALB	LOC6606150|XP_032573774.1|DSEC
OG0006044	LOC118465069|XP_035788848.1|AALB	LOC6615922|XP_002040290.1|DSEC
OG0006045	LOC118467102|XP_035793045.1|AALB	LOC6619156|XP_032570769.1|DSEC
OG0006046	LOC118464233|XP_035787306.1|AALB	LOC6609536|XP_002034219.1|DSEC
OG0006047	LOC118464244|XP_035787338.1|AALB	LOC6605642|XP_002030460.1|DSEC
OG0006048	LOC118462794|XP_035784684.1|AALB	LOC6605296|XP_002030134.1|DSEC
OG0006049	LOC118467732|XP_035794430.1|AALB	LOC6618513|XP_002042773.1|DSEC
OG0006050	LOC118465256|XP_035789171.1|AALB	LOC6612981|XP_002037472.1|DSEC
OG0006051	LOC118465262|XP_035789177.1|AALB	LOC6619880|XP_002044093.1|DSEC
OG0006052	LOC118467538|XP_035794029.1|AALB	LOC6618922|XP_002043170.1|DSEC
OG0006053	LOC118462513|XP_035784135.1|AALB	LOC6604850|XP_002029695.1|DSEC
OG0006054	LOC118466241|XP_035791184.1|AALB	LOC6620289|XP_032579807.1|DSEC
OG0006055	LOC118467320|XP_035793551.1|AALB	LOC6606671|XP_002031471.1|DSEC
OG0006056	LOC118465374|XP_035789462.1|AALB	LOC6609312|XP_002034001.1|DSEC
OG0006057	LOC118463677|XP_035786327.1|AALB	LOC6610302|XP_002034897.1|DSEC
OG0006058	LOC118467215|XP_035793352.1|AALB	LOC6613708|XP_032576877.1|DSEC
OG0006059	LOC118466536|XP_035791937.1|AALB	LOC6605491|XP_032573376.1|DSEC
OG0006060	LOC118466537|XP_035791940.1|AALB	LOC6605492|XP_032573378.1|DSEC
OG0006061	LOC118465271|XP_035789194.1|AALB	LOC6615225|XP_032580757.1|DSEC
OG0006062	LOC118465278|XP_035789212.1|AALB	LOC6606852|XP_002031649.1|DSEC
OG0006063	LOC118461534|XP_035782863.1|AALB	LOC6611891|XP_002036408.1|DSEC
OG0006064	LOC118465780|XP_035790198.1|AALB	LOC6609111|XP_002033813.1|DSEC
OG0006065	LOC118465779|XP_035790197.1|AALB	LOC6610480|XP_002035060.1|DSEC
OG0006066	LOC118465781|XP_035790201.1|AALB	LOC6607996|XP_002032744.1|DSEC
OG0006067	LOC118467330|XP_035793560.1|AALB	LOC6608238|XP_032572730.1|DSEC
OG0006068	LOC118463204|XP_035785540.1|AALB	LOC6615036|XP_002039453.1|DSEC
OG0006069	LOC118464364|XP_035787582.1|AALB	LOC6606135|XP_002030943.1|DSEC
OG0006070	LOC118466826|XP_035792514.1|AALB	LOC6616474|XP_032575062.1|DSEC
OG0006071	LOC118466822|XP_035792505.1|AALB	LOC6618710|XP_002042969.1|DSEC
OG0006072	LOC118466717|XP_035792275.1|AALB	LOC6610479|XP_002035059.1|DSEC
OG0006073	LOC118467779|XP_035794510.1|AALB	LOC6610242|XP_002034837.1|DSEC
OG0006074	LOC118462660|XP_035784440.1|AALB	LOC6619922|XP_032582062.1|DSEC
OG0006075	LOC118468247|XP_035794905.1|AALB	LOC116802210|XP_032581815.1|DSEC
OG0006076	LOC118464689|XP_035788105.1|AALB	LOC6609212|XP_002033903.1|DSEC
OG0006077	LOC118467906|XP_035794726.1|AALB	LOC6619390|XP_032574120.1|DSEC
OG0006078	LOC118465018|XP_035788767.1|AALB	LOC6619391|XP_032574385.1|DSEC
OG0006079	LOC118463176|XP_035785476.1|AALB	LOC6616354|XP_002040714.1|DSEC
OG0006080	LOC118462896|XP_035784883.1|AALB	LOC6605856|XP_032573314.1|DSEC
OG0006081	LOC118462740|XP_035784593.1|AALB	LOC6608372|XP_032570803.1|DSEC
OG0006082	LOC118462759|XP_035784618.1|AALB	LOC6608374|XP_002033110.1|DSEC
OG0006083	LOC118463796|XP_035786529.1|AALB	LOC6618357|XP_002042628.1|DSEC
OG0006084	LOC118465147|XP_035788982.1|AALB	LOC6605830|XP_032574361.1|DSEC
OG0006085	LOC118464012|XP_035786953.1|AALB	LOC6616473|XP_002040834.1|DSEC
OG0006086	LOC118464850|XP_035788440.1|AALB	LOC6616477|XP_032574447.1|DSEC
OG0006087	LOC118467026|XP_035792880.1|AALB	LOC6609535|XP_002034218.1|DSEC
OG0006088	LOC118467028|XP_035792886.1|AALB	LOC6606139|XP_002030947.1|DSEC
OG0006089	LOC118465684|XP_035790008.1|AALB	LOC6612427|XP_002036935.1|DSEC
OG0006090	LOC118465666|XP_035789978.1|AALB	LOC6605955|XP_032574924.1|DSEC
OG0006091	LOC118466903|XP_035792658.1|AALB	LOC6605086|XP_032575687.1|DSEC
OG0006092	LOC118463104|XP_035785304.1|AALB	LOC116801945|XP_032580010.1|DSEC
OG0006093	LOC118465967|XP_035790611.1|AALB	LOC6608421|XP_002033155.1|DSEC
OG0006094	LOC118465959|XP_035790592.1|AALB	LOC6605339|XP_002030175.1|DSEC
OG0006095	LOC118464175|XP_035787208.1|AALB	LOC6608296|XP_002033033.2|DSEC
OG0006096	LOC118464426|XP_035787682.1|AALB	LOC6609162|XP_032571977.1|DSEC
OG0006097	LOC118466459|XP_035791705.1|AALB	LOC6618328|XP_032575596.1|DSEC
OG0006098	LOC118466465|XP_035791716.1|AALB	LOC6617210|XP_002041537.1|DSEC
OG0006099	LOC118465437|XP_035789580.1|AALB	LOC6609234|XP_002033925.1|DSEC
OG0006100	LOC118465473|XP_035789661.1|AALB	LOC6615640|XP_002040014.1|DSEC
OG0006101	LOC118465823|XP_035790303.1|AALB	LOC6611983|XP_002036500.1|DSEC
OG0006102	LOC118464359|XP_035787575.1|AALB	LOC6609944|XP_032572389.1|DSEC
OG0006103	LOC118465477|XP_035789671.1|AALB	LOC6617613|XP_032580103.1|DSEC
OG0006104	LOC118464372|XP_035787606.1|AALB	LOC6618975|XP_002043220.1|DSEC
OG0006105	LOC118464709|XP_035788133.1|AALB	LOC6618974|XP_002043219.1|DSEC
OG0006106	LOC118467921|XP_035794756.1|AALB	LOC6616506|XP_032574530.1|DSEC
OG0006107	LOC118466991|XP_035792805.1|AALB	LOC6615306|XP_002039710.1|DSEC
OG0006108	LOC118463767|XP_035786475.1|AALB	LOC6615968|XP_002040335.1|DSEC
OG0006109	LOC118466030|XP_035790747.1|AALB	LOC6616604|XP_002040962.1|DSEC
OG0006110	LOC118465149|XP_035788988.1|AALB	LOC6618343|XP_002042615.1|DSEC
OG0006111	LOC118462739|XP_035784591.1|AALB	LOC6615286|XP_002039690.1|DSEC
OG0006112	LOC118464947|XP_035788629.1|AALB	LOC6613011|XP_002037501.1|DSEC
OG0006113	LOC118464940|XP_035788619.1|AALB	LOC6606024|XP_002030835.1|DSEC
OG0006114	LOC118463464|XP_035785947.1|AALB	LOC6612664|XP_002037168.1|DSEC
OG0006115	LOC118463683|XP_035786342.1|AALB	LOC6608801|XP_002033520.1|DSEC
OG0006116	LOC118465729|XP_035790083.1|AALB	LOC6608743|XP_002033466.2|DSEC
OG0006117	LOC118465024|XP_035788782.1|AALB	LOC6609394|XP_002034083.1|DSEC
OG0006118	LOC118463366|XP_035785778.1|AALB	LOC6609527|XP_032570234.1|DSEC
OG0006119	LOC118464202|XP_035787254.1|AALB	LOC6609055|XP_002033758.1|DSEC
OG0006120	LOC118466019|XP_035790728.1|AALB	LOC6609679|XP_002034337.1|DSEC
OG0006121	LOC118463280|XP_035785649.1|AALB	LOC6616481|XP_002040842.1|DSEC
OG0006122	LOC118464654|XP_035788014.1|AALB	LOC116801931|XP_032579828.1|DSEC
OG0006123	LOC118463071|XP_035785223.1|AALB	LOC6618814|XP_032571859.1|DSEC
OG0006124	LOC118463073|XP_035785225.1|AALB	LOC6607718|XP_002032481.1|DSEC
OG0006125	LOC118464697|XP_035788112.1|AALB	LOC6605493|XP_032573880.1|DSEC
OG0006126	LOC118462731|XP_035784570.1|AALB	LOC6611127|XP_032574403.1|DSEC
OG0006127	LOC118462717|XP_035784554.1|AALB	LOC6605760|XP_002030575.1|DSEC
OG0006128	LOC118465685|XP_035790009.1|AALB	LOC6605779|XP_002030594.1|DSEC
OG0006129	LOC118465824|XP_035790304.1|AALB	LOC6605750|XP_002030565.1|DSEC
OG0006130	LOC118463868|XP_035786678.1|AALB	LOC6605795|XP_002030610.1|DSEC
OG0006131	LOC118466316|XP_035791321.1|AALB	LOC6605792|XP_002030607.1|DSEC
OG0006132	LOC118464345|XP_035787558.1|AALB	LOC6605783|XP_002030598.1|DSEC
OG0006133	LOC118466317|XP_035791323.1|AALB	LOC6605796|XP_002030611.1|DSEC
OG0006134	LOC118466312|XP_035791316.1|AALB	LOC6605746|XP_032573473.1|DSEC
OG0006135	LOC118462634|XP_035784371.1|AALB	LOC6605794|XP_002030609.2|DSEC
OG0006136	LOC118466390|XP_035791520.1|AALB	LOC6605494|XP_002030327.1|DSEC
OG0006137	LOC118463470|XP_035785953.1|AALB	LOC6605715|XP_002030531.1|DSEC
OG0006138	LOC118465882|XP_035790412.1|AALB	LOC6608143|XP_002032889.1|DSEC
OG0006139	LOC118466490|XP_035791782.1|AALB	LOC6608257|XP_002033001.1|DSEC
OG0006140	LOC118464882|XP_035788518.1|AALB	LOC6618799|XP_032570599.1|DSEC
OG0006141	LOC118467209|XP_035793328.1|AALB	LOC6609475|XP_002034160.1|DSEC
OG0006142	LOC118465930|XP_035790526.1|AALB	LOC6618383|XP_002042653.1|DSEC
OG0006143	LOC118465933|XP_035790534.1|AALB	LOC6605524|XP_002030357.1|DSEC
OG0006144	LOC118465929|XP_035790525.1|AALB	LOC6605628|XP_032575500.1|DSEC
OG0006145	LOC118465934|XP_035790535.1|AALB	LOC6619421|XP_002043636.1|DSEC
OG0006146	LOC118463764|XP_035786470.1|AALB	LOC6611672|XP_002036207.2|DSEC
OG0006147	LOC118464332|XP_035787542.1|AALB	LOC6607128|XP_002031916.1|DSEC
OG0006148	LOC118464437|XP_035787704.1|AALB	LOC6616272|XP_002040636.1|DSEC
OG0006149	LOC118465995|XP_035790683.1|AALB	LOC6605525|XP_002030358.1|DSEC
OG0006150	LOC118465991|XP_035790676.1|AALB	LOC6605528|XP_002030359.1|DSEC
OG0006151	LOC118465990|XP_035790672.1|AALB	LOC6611894|XP_002036411.1|DSEC
OG0006152	LOC118460275|XP_035780351.1|AALB	LOC6619662|XP_002043877.1|DSEC
OG0006153	LOC118461614|XP_035783049.1|AALB	LOC6609523|XP_002034207.1|DSEC
OG0006154	LOC118461358|XP_035782487.1|AALB	LOC6619682|XP_002043897.1|DSEC
OG0006155	LOC118459368|XP_035778560.1|AALB	LOC6607124|XP_002031912.2|DSEC, LOC6621815|XP_032577772.1|DSEC, LOC116801551|XP_032577771.1|DSEC
OG0006156	LOC118460906|XP_035781544.1|AALB	LOC6607190|XP_002031974.2|DSEC
OG0006158	LOC118456241|XP_035772726.1|AALB	LOC6605416|XP_002030249.2|DSEC
OG0006159	LOC118463740|XP_035786427.1|AALB	LOC6609148|XP_002033850.1|DSEC
OG0006160	LOC118465375|XP_035789463.1|AALB	LOC6615822|XP_002040192.1|DSEC
OG0006161	LOC118467589|XP_035794136.1|AALB	LOC6608341|XP_032571260.1|DSEC
OG0006162	LOC118464125|XP_035787111.1|AALB	LOC6620286|XP_032579854.1|DSEC
OG0006181	LOC118465342|XP_035789392.1|AALB	LOC6619104|XP_002043344.1|DSEC
OG0006182	LOC118459681|XP_035779200.1|AALB	LOC6607458|XP_002032227.1|DSEC
OG0006183	LOC118462451|XP_035784021.1|AALB	LOC6606457|XP_002031260.1|DSEC
OG0006184	LOC118462526|XP_035784173.1|AALB	LOC6607342|XP_002032115.1|DSEC
OG0006185	LOC118463613|XP_035786236.1|AALB	LOC6606279|XP_002031084.1|DSEC
OG0006186	LOC118456351|XP_035772910.1|AALB	LOC6607349|XP_002032122.1|DSEC
OG0006188	LOC118458215|XP_035776359.1|AALB	LOC6612210|XP_032582403.1|DSEC
OG0006189	LOC118458227|XP_035776392.1|AALB	LOC6612211|XP_002036728.2|DSEC
OG0006190	LOC118459922|XP_035779665.1|AALB	LOC6607827|XP_032579285.1|DSEC
OG0006191	LOC118468854|XP_035796002.1|AALB	LOC6617170|XP_002041497.1|DSEC
OG0006192	LOC118463742|XP_035786433.1|AALB	LOC6612196|XP_002036708.2|DSEC
OG0006193	LOC118466495|XP_035791857.1|AALB	LOC6618514|XP_002042774.1|DSEC
OG0006194	LOC118466050|XP_035790784.1|AALB	LOC6618114|XP_032581634.1|DSEC
OG0006195	LOC118465364|XP_035789449.1|AALB	LOC6619592|XP_032580012.1|DSEC
OG0006196	LOC118466371|XP_035791481.1|AALB	LOC6607058|XP_032577368.1|DSEC
OG0006197	LOC118459539|XP_035778906.1|AALB	LOC6619449|XP_032579774.1|DSEC
OG0006198	LOC118464114|XP_035787108.1|AALB	LOC6614805|XP_032581382.1|DSEC, LOC116802684|XP_032582940.1|DSEC
