Orthogroup	DBUS.longest_only	ASTE.longest_only
OG0007061	LOC108594533|XP_017835225.1|DBUS	LOC118512941|XP_035914038.1|ASTE
OG0007062	LOC108607934|XP_017854539.1|DBUS	LOC118513470|XP_035915154.1|ASTE
OG0007063	LOC108601673|XP_017845073.1|DBUS	LOC118511237|XP_035909968.1|ASTE
OG0007064	LOC108596328|XP_017837443.1|DBUS	LOC118513660|XP_035915647.1|ASTE
OG0007065	LOC108608168|XP_017854918.1|DBUS	LOC118513657|XP_035915636.1|ASTE
OG0007066	LOC108599206|XP_017841490.1|DBUS	LOC118514251|XP_035916858.1|ASTE
OG0007067	LOC108607584|XP_017853972.1|DBUS	LOC118509881|XP_035907013.1|ASTE
OG0007068	LOC108596570|XP_017837969.2|DBUS	LOC118509891|XP_035907030.1|ASTE
OG0007069	LOC108608381|XP_033150809.1|DBUS	LOC118511695|XP_035910988.1|ASTE
OG0007070	LOC108596948|XP_017838676.1|DBUS	LOC118515244|XP_035917821.1|ASTE
OG0007071	LOC108597450|XP_017839505.1|DBUS	LOC118513225|XP_035914645.1|ASTE
OG0007072	LOC108602605|XP_017846232.1|DBUS	LOC118511243|XP_035909976.1|ASTE
OG0007073	LOC108608073|XP_017854758.1|DBUS	LOC118513623|XP_035915574.1|ASTE
OG0007074	LOC108595074|XP_017835711.1|DBUS	LOC118510912|XP_035909208.1|ASTE
OG0007075	LOC108608134|XP_017854855.1|DBUS	LOC118510911|XP_035909205.1|ASTE
OG0007076	LOC108596687|XP_017838192.1|DBUS	LOC118512969|XP_035914089.1|ASTE
OG0007077	LOC108605258|XP_017850374.1|DBUS	LOC118511807|XP_035911240.1|ASTE
OG0007078	LOC108597914|XP_017840023.1|DBUS	LOC118511812|XP_035911244.1|ASTE
OG0007079	LOC108607627|XP_017854036.1|DBUS	LOC118509951|XP_035907175.1|ASTE
OG0007080	LOC108607909|XP_017854512.1|DBUS	LOC118510772|XP_035908931.1|ASTE
OG0007081	LOC108606043|XP_017851383.2|DBUS	LOC118510764|XP_035908910.1|ASTE
OG0007082	LOC108596893|XP_017838573.1|DBUS	LOC118510763|XP_035908909.1|ASTE
OG0007083	LOC108601053|XP_017844434.1|DBUS	LOC118510760|XP_035908897.1|ASTE
OG0007084	LOC108607050|XP_017853150.1|DBUS	LOC118510757|XP_035908894.1|ASTE
OG0007085	LOC108598316|XP_033150634.1|DBUS	LOC118510043|XP_035907324.1|ASTE
OG0007086	LOC108607772|XP_017854291.1|DBUS	LOC118514053|XP_035916439.1|ASTE
OG0007087	LOC108598766|XP_033149595.1|DBUS	LOC118514124|XP_035916602.1|ASTE
OG0007088	LOC108607743|XP_017854255.1|DBUS	LOC118514120|XP_035916592.1|ASTE
OG0007089	LOC108594402|XP_017835058.2|DBUS	LOC118509947|XP_035907172.1|ASTE
OG0007090	LOC108606268|XP_033150704.1|DBUS	LOC118514101|XP_035916559.1|ASTE
OG0007091	LOC108596735|XP_017838286.1|DBUS	LOC118514094|XP_035916523.1|ASTE
OG0007092	LOC108604280|XP_017849173.1|DBUS	LOC118509946|XP_035907171.1|ASTE
OG0007093	LOC108594232|XP_017834832.1|DBUS	LOC118511222|XP_035909937.1|ASTE
OG0007094	LOC108603678|XP_017848059.1|DBUS	LOC118513690|XP_035915703.1|ASTE
OG0007095	LOC108600709|XP_017843932.1|DBUS	LOC118513685|XP_035915683.1|ASTE
OG0007096	LOC108597155|XP_017839055.1|DBUS	LOC118513337|XP_035914851.1|ASTE
OG0007098	LOC108608163|XP_017854907.2|DBUS	LOC118510674|XP_035908728.1|ASTE
OG0007099	LOC108602881|XP_017846671.1|DBUS	LOC118514116|XP_035916585.1|ASTE
OG0007100	LOC108608065|XP_017854742.2|DBUS	LOC118510064|XP_035907347.1|ASTE
OG0007101	LOC108602447|XP_017846061.1|DBUS	LOC118514087|XP_035916513.1|ASTE
OG0007102	LOC108594720|XP_033149644.1|DBUS	LOC118514071|XP_035916490.1|ASTE
OG0007103	LOC108604122|XP_017848903.1|DBUS	LOC118510712|XP_035908804.1|ASTE
OG0007105	LOC108607476|XP_033149409.1|DBUS	LOC118510705|XP_035908797.1|ASTE
OG0007106	LOC108598609|XP_033149886.1|DBUS	LOC118510696|XP_035908768.1|ASTE
OG0007107	LOC108608110|XP_017854827.2|DBUS	LOC118510694|XP_035908762.1|ASTE
OG0007108	LOC108608499|XP_033149936.1|DBUS	LOC118510693|XP_035908760.1|ASTE
OG0007109	LOC108607457|XP_017853782.1|DBUS	LOC118510680|XP_035908736.1|ASTE
OG0007110	LOC108607630|XP_017854043.1|DBUS	LOC118510677|XP_035908731.1|ASTE
OG0007111	LOC108607550|XP_017853927.1|DBUS	LOC118510673|XP_035908713.1|ASTE
OG0007112	LOC108607984|XP_017854627.2|DBUS	LOC118510668|XP_035908705.1|ASTE
OG0007113	LOC108604522|XP_017849520.1|DBUS	LOC118510664|XP_035908697.1|ASTE
OG0007114	LOC108608327|XP_017855155.2|DBUS	LOC118510662|XP_035908689.1|ASTE
OG0007115	LOC108599746|XP_017842249.2|DBUS	LOC118510658|XP_035908676.1|ASTE
OG0007116	LOC108607947|XP_017854552.1|DBUS	LOC118514135|XP_035916624.1|ASTE
OG0007117	LOC108604387|XP_017849336.2|DBUS	LOC118514137|XP_035916626.1|ASTE
OG0007118	LOC108608014|XP_017854683.1|DBUS	LOC118514134|XP_035916621.1|ASTE
OG0007119	LOC108605966|XP_017851275.1|DBUS	LOC118505767|XP_035897903.1|ASTE
OG0007120	LOC108605522|XP_017850761.1|DBUS	LOC118505764|XP_035897887.1|ASTE
OG0007121	LOC108605978|XP_017851289.1|DBUS	LOC118503512|XP_035892756.1|ASTE
OG0007122	LOC108607047|XP_017853142.2|DBUS	LOC118505761|XP_035897882.1|ASTE
OG0007123	LOC108605402|XP_033150230.1|DBUS	LOC118505758|XP_035897868.1|ASTE
OG0007124	LOC117135001|XP_033150650.1|DBUS	LOC118505742|XP_035897829.1|ASTE
OG0007125	LOC108600943|XP_017844275.2|DBUS	LOC118505740|XP_035897823.1|ASTE
OG0007126	LOC108601067|XP_017844448.2|DBUS	LOC118505738|XP_035897821.1|ASTE
OG0007127	LOC108598468|XP_017840602.2|DBUS	LOC118505737|XP_035897820.1|ASTE
OG0007128	LOC108599140|XP_017841423.1|DBUS	LOC118505736|XP_035897819.1|ASTE
OG0007129	LOC108598458|XP_017840592.1|DBUS	LOC118505851|XP_035898123.1|ASTE
OG0007130	LOC108601064|XP_017844445.1|DBUS	LOC118505327|XP_035896866.1|ASTE
OG0007131	LOC108599989|XP_017842757.2|DBUS	LOC118505324|XP_035896860.1|ASTE
OG0007132	LOC108598456|XP_033149342.1|DBUS	LOC118507359|XP_035901659.1|ASTE
OG0007133	LOC108598509|XP_017840675.1|DBUS	LOC118507596|XP_035902157.1|ASTE
OG0007134	LOC108600505|XP_017843629.1|DBUS	LOC118507586|XP_035902141.1|ASTE
OG0007135	LOC108600257|XP_017843184.1|DBUS	LOC118507598|XP_035902161.1|ASTE
OG0007136	LOC108600102|XP_017842961.1|DBUS	LOC118507574|XP_035902112.1|ASTE
OG0007137	LOC108606493|XP_017852129.1|DBUS	LOC118506569|XP_035899786.1|ASTE
OG0007138	LOC108606330|XP_017851841.1|DBUS	LOC118506570|XP_035899803.1|ASTE
OG0007139	LOC108605240|XP_017850343.1|DBUS	LOC118506645|XP_035899926.1|ASTE
OG0007140	LOC108605423|XP_017850587.1|DBUS	LOC118506646|XP_035899938.1|ASTE
OG0007141	LOC108605068|XP_033150485.1|DBUS	LOC118506644|XP_035899925.1|ASTE
OG0007142	LOC108598665|XP_017840867.1|DBUS	LOC118505232|XP_035896658.1|ASTE
OG0007143	LOC108603034|XP_017846939.1|DBUS	LOC118517522|XP_035919644.1|ASTE
OG0007144	LOC108603856|XP_017848499.1|DBUS	LOC118517520|XP_035919642.1|ASTE
OG0007145	LOC108601530|XP_017844919.2|DBUS	LOC118502499|XP_035890624.1|ASTE
OG0007146	LOC108602220|XP_017845756.1|DBUS	LOC118517545|XP_035919677.1|ASTE
OG0007147	LOC108604604|XP_017849630.1|DBUS	LOC118517523|XP_035919645.1|ASTE
OG0007148	LOC108604942|XP_017850066.2|DBUS	LOC118505845|XP_035898097.1|ASTE
OG0007149	LOC108597671|XP_017839833.2|DBUS	LOC118502506|XP_035890638.1|ASTE
OG0007150	LOC108599955|XP_017842695.2|DBUS	LOC118505357|XP_035896924.1|ASTE
OG0007151	LOC117134618|XP_033149565.1|DBUS	LOC118505361|XP_035896944.1|ASTE
OG0007152	LOC108605354|XP_017850512.1|DBUS	LOC118505825|XP_035898068.1|ASTE
OG0007153	LOC108606458|XP_017852062.1|DBUS, LOC108604380|XP_017849323.1|DBUS	LOC118505837|XP_035898088.1|ASTE
OG0007154	LOC108596200|XP_017837205.1|DBUS	LOC118504859|XP_035895788.1|ASTE
OG0007155	LOC108596618|XP_017838052.1|DBUS	LOC118517571|XP_035919711.1|ASTE
OG0007156	LOC108604384|XP_017849329.1|DBUS	LOC118505288|XP_035896766.1|ASTE
OG0007157	LOC117134706|XP_033149109.1|DBUS	LOC118505655|XP_035897635.1|ASTE
OG0007158	LOC108599479|XP_017841808.2|DBUS	LOC118505658|XP_035897642.1|ASTE
OG0007159	LOC108607256|XP_017853429.2|DBUS	LOC118505665|XP_035897670.1|ASTE
OG0007160	LOC108604355|XP_017849279.1|DBUS	LOC118505673|XP_035897696.1|ASTE
OG0007161	LOC108605871|XP_017851174.1|DBUS	LOC118505516|XP_035897309.1|ASTE
OG0007162	LOC108606752|XP_017852642.1|DBUS	LOC118505515|XP_035897308.1|ASTE
OG0007163	LOC108602528|XP_017846151.1|DBUS	LOC118506333|XP_035899200.1|ASTE
OG0007164	LOC108602154|XP_017845676.1|DBUS	LOC118505822|XP_035898064.1|ASTE
OG0007165	LOC108605213|XP_017850309.1|DBUS	LOC118504952|XP_035895963.1|ASTE
OG0007166	LOC108606909|XP_017852938.2|DBUS	LOC118504947|XP_035895939.1|ASTE
OG0007167	LOC108605955|XP_017851264.1|DBUS	LOC118505810|XP_035898045.1|ASTE
OG0007168	LOC108606457|XP_017852061.1|DBUS	LOC118508371|XP_035903991.1|ASTE
OG0007169	LOC108606708|XP_017852576.1|DBUS	LOC118508374|XP_035904002.1|ASTE
OG0007170	LOC108604275|XP_017849165.2|DBUS	LOC118505645|XP_035897616.1|ASTE
OG0007171	LOC108605668|XP_017850948.1|DBUS	LOC118505518|XP_035897311.1|ASTE
OG0007172	LOC108606887|XP_017852902.1|DBUS	LOC118502760|XP_035891232.1|ASTE
OG0007173	LOC108606735|XP_017852617.1|DBUS	LOC118502759|XP_035891230.1|ASTE
OG0007174	LOC108604763|XP_017849846.1|DBUS	LOC118506736|XP_035900175.1|ASTE
OG0007175	LOC108600682|XP_033150604.1|DBUS	LOC118506751|XP_035900226.1|ASTE
OG0007176	LOC108602082|XP_017845595.1|DBUS	LOC118505650|XP_035897625.1|ASTE
OG0007177	LOC108603642|XP_017848092.1|DBUS	LOC118517563|XP_035919698.1|ASTE
OG0007178	LOC108603558|XP_017847966.1|DBUS	LOC118517521|XP_035919643.1|ASTE
OG0007179	LOC108604210|XP_017849061.1|DBUS	LOC118517539|XP_035919668.1|ASTE
OG0007180	LOC108603643|XP_017848096.1|DBUS	LOC118517530|XP_035919657.1|ASTE
OG0007181	LOC108605746|XP_017851032.1|DBUS	LOC118505519|XP_035897312.1|ASTE
OG0007182	LOC108604743|XP_017849819.1|DBUS	LOC118506435|XP_035899448.1|ASTE
OG0007183	LOC108603309|XP_017847481.1|DBUS	LOC118506428|XP_035899422.1|ASTE
OG0007184	LOC108602017|XP_017845509.1|DBUS	LOC118506427|XP_035899420.1|ASTE
OG0007185	LOC108594358|XP_017835005.1|DBUS	LOC118506754|XP_035900244.1|ASTE
OG0007186	LOC108603723|XP_017848251.1|DBUS	LOC118506760|XP_035900246.1|ASTE
OG0007187	LOC108603745|XP_017848307.1|DBUS	LOC118508511|XP_035904248.1|ASTE
OG0007188	LOC108603600|XP_017848034.1|DBUS	LOC118508513|XP_035904254.1|ASTE
OG0007189	LOC108603781|XP_017848363.1|DBUS	LOC118508517|XP_035904263.1|ASTE
OG0007190	LOC108604008|XP_017848737.1|DBUS	LOC118508519|XP_035904266.1|ASTE
OG0007191	LOC108599680|XP_017842162.1|DBUS	LOC118508522|XP_035904274.1|ASTE
OG0007192	LOC108605769|XP_017851061.1|DBUS	LOC118504500|XP_035894915.1|ASTE
OG0007193	LOC108606780|XP_017852692.1|DBUS	LOC118504493|XP_035894909.1|ASTE
OG0007194	LOC108606794|XP_017852742.1|DBUS	LOC118504497|XP_035894913.1|ASTE
OG0007195	LOC108601254|XP_017844643.1|DBUS	LOC118505344|XP_035896896.1|ASTE
OG0007196	LOC108604034|XP_017848780.1|DBUS	LOC118504861|XP_035895790.1|ASTE
OG0007197	LOC108600569|XP_017843725.1|DBUS	LOC118505651|XP_035897626.1|ASTE
OG0007198	LOC108604244|XP_017849107.1|DBUS	LOC118506606|XP_035899866.1|ASTE
OG0007199	LOC108603590|XP_017848020.1|DBUS	LOC118506599|XP_035899858.1|ASTE
OG0007200	LOC108604340|XP_017849254.1|DBUS	LOC118506597|XP_035899855.1|ASTE
OG0007201	LOC108598699|XP_017840912.1|DBUS	LOC118505860|XP_035898135.1|ASTE
OG0007202	LOC108599754|XP_017842256.1|DBUS	LOC118505861|XP_035898137.1|ASTE
OG0007203	LOC108599752|XP_017843076.1|DBUS	LOC118503578|XP_035892911.1|ASTE
OG0007204	LOC108606632|XP_017852413.1|DBUS	LOC118503579|XP_035892912.1|ASTE
OG0007205	LOC108598793|XP_017841001.1|DBUS	LOC118503582|XP_035892914.1|ASTE
OG0007206	LOC108604229|XP_017849085.1|DBUS	LOC118506993|XP_035900766.1|ASTE
OG0007207	LOC108602331|XP_017845907.1|DBUS	LOC118502724|XP_035891173.1|ASTE
OG0007208	LOC108603783|XP_017848365.1|DBUS	LOC118502728|XP_035891181.1|ASTE
OG0007209	LOC108603784|XP_017848368.1|DBUS	LOC118502721|XP_035891170.1|ASTE
OG0007210	LOC108604648|XP_017849687.1|DBUS	LOC118511708|XP_035911022.1|ASTE
OG0007211	LOC108604550|XP_017849566.1|DBUS	LOC118502682|XP_035891083.1|ASTE
OG0007212	LOC108604781|XP_017849866.1|DBUS	LOC118503570|XP_035892896.1|ASTE
OG0007213	LOC108597298|XP_017839265.1|DBUS	LOC118506526|XP_035899671.1|ASTE
OG0007214	LOC108600614|XP_017843781.1|DBUS	LOC118506524|XP_035899658.1|ASTE
OG0007215	LOC108603819|XP_017848435.1|DBUS	LOC118506512|XP_035899631.1|ASTE
OG0007216	LOC108601935|XP_017845402.1|DBUS	LOC118502431|XP_035890552.1|ASTE
OG0007217	LOC108596883|XP_017838552.1|DBUS	LOC118506510|XP_035899627.1|ASTE
OG0007218	LOC108602387|XP_017845986.1|DBUS	LOC118505237|XP_035896669.1|ASTE
OG0007219	LOC108604204|XP_017849053.1|DBUS	LOC118504643|XP_035895287.1|ASTE
OG0007220	LOC108603430|XP_017847738.1|DBUS	LOC118505319|XP_035896857.1|ASTE
OG0007221	LOC108604791|XP_017849880.1|DBUS	LOC118505318|XP_035896855.1|ASTE
OG0007222	LOC108601637|XP_017845025.1|DBUS	LOC118504785|XP_035895629.1|ASTE
OG0007223	LOC108604312|XP_017849223.1|DBUS	LOC118503657|XP_035893073.1|ASTE
OG0007224	LOC108601912|XP_017845379.1|DBUS	LOC118503651|XP_035893065.1|ASTE
OG0007225	LOC108603373|XP_017847624.1|DBUS	LOC118503660|XP_035893078.1|ASTE
OG0007226	LOC108604804|XP_017849895.1|DBUS	LOC118503649|XP_035893061.1|ASTE
OG0007227	LOC108600849|XP_017844139.1|DBUS	LOC118506562|XP_035899777.1|ASTE
OG0007228	LOC108599387|XP_017841683.1|DBUS	LOC118504311|XP_035894506.1|ASTE
OG0007229	LOC108603220|XP_017847308.1|DBUS	LOC118505125|XP_035896334.1|ASTE
OG0007230	LOC108603250|XP_017847377.1|DBUS	LOC118505251|XP_035896697.1|ASTE
OG0007231	LOC108604359|XP_017849286.1|DBUS	LOC118507615|XP_035902220.1|ASTE
OG0007232	LOC108599839|XP_017842438.1|DBUS	LOC118505502|XP_035897256.1|ASTE
OG0007233	LOC108597949|XP_017840053.1|DBUS	LOC118505504|XP_035897265.1|ASTE
OG0007234	LOC108598890|XP_017841139.1|DBUS	LOC118505525|XP_035897330.1|ASTE
OG0007235	LOC108600099|XP_017842957.1|DBUS	LOC118505526|XP_035897331.1|ASTE
OG0007236	LOC108602481|XP_017846094.1|DBUS	LOC118505473|XP_035897179.1|ASTE
OG0007237	LOC108604645|XP_017849683.1|DBUS	LOC118505472|XP_035897178.1|ASTE
OG0007238	LOC108607330|XP_017853488.1|DBUS	LOC118516843|XP_035918586.1|ASTE, LOC118505387|XP_035896986.1|ASTE
OG0007239	LOC108604453|XP_017849422.1|DBUS	LOC118506575|XP_035899811.1|ASTE
OG0007241	LOC108606326|XP_017851834.1|DBUS	LOC118504278|XP_035894445.1|ASTE
OG0007242	LOC108606323|XP_017851826.1|DBUS	LOC118504276|XP_035894435.1|ASTE
OG0007243	LOC108605035|XP_017850092.1|DBUS	LOC118507727|XP_035902574.1|ASTE
OG0007244	LOC108601951|XP_017845425.1|DBUS	LOC118517103|XP_035918854.1|ASTE, LOC118504281|XP_035894450.1|ASTE
OG0007245	LOC108602290|XP_017845861.1|DBUS	LOC118517095|XP_035918845.1|ASTE, LOC118503674|XP_035893108.1|ASTE
OG0007246	LOC108604350|XP_017849269.2|DBUS	LOC118505461|XP_035897156.1|ASTE
OG0007247	LOC108594999|XP_017835620.1|DBUS	LOC118507637|XP_035902289.1|ASTE
OG0007248	LOC108606475|XP_017852091.1|DBUS	LOC118506340|XP_035899216.1|ASTE
OG0007249	LOC108605082|XP_033150411.1|DBUS	LOC118506330|XP_035899193.1|ASTE
OG0007250	LOC108606857|XP_017852846.1|DBUS	LOC118508545|XP_035904321.1|ASTE
OG0007251	LOC108603088|XP_017847067.1|DBUS	LOC118502617|XP_035890883.1|ASTE
OG0007252	LOC108604835|XP_017849940.1|DBUS	LOC118502612|XP_035890872.1|ASTE
OG0007253	LOC108600371|XP_017843396.1|DBUS	LOC118502594|XP_035890842.1|ASTE
OG0007254	LOC108602030|XP_017845522.1|DBUS	LOC118508354|XP_035903948.1|ASTE
OG0007255	LOC108606262|XP_017851708.1|DBUS	LOC118517566|XP_035919703.1|ASTE
OG0007256	LOC108603644|XP_017848097.1|DBUS	LOC118517537|XP_035919665.1|ASTE
OG0007257	LOC108603869|XP_017848528.1|DBUS	LOC118507000|XP_035900786.1|ASTE
OG0007258	LOC108603100|XP_017847085.1|DBUS	LOC118507005|XP_035900792.1|ASTE
OG0007259	LOC108606522|XP_017852182.1|DBUS	LOC118507041|XP_035900889.1|ASTE
OG0007260	LOC108605840|XP_017851137.1|DBUS	LOC118507040|XP_035900888.1|ASTE
OG0007261	LOC108595967|XP_017836743.1|DBUS	LOC118507049|XP_035900902.1|ASTE
OG0007262	LOC108606399|XP_017851971.1|DBUS	LOC118504336|XP_035894586.1|ASTE
OG0007263	LOC108607412|XP_017853689.1|DBUS	LOC118504339|XP_035894593.1|ASTE
OG0007264	LOC108600910|XP_017844231.1|DBUS	LOC118504342|XP_035894596.1|ASTE
OG0007265	LOC108605441|XP_017850613.1|DBUS	LOC118504354|XP_035894632.1|ASTE
OG0007266	LOC108604524|XP_017849522.1|DBUS	LOC118505152|XP_035896425.1|ASTE
OG0007267	LOC108604779|XP_017849864.1|DBUS	LOC118504632|XP_035895242.1|ASTE
OG0007268	LOC108596380|XP_017837539.1|DBUS	LOC118504628|XP_035895234.1|ASTE
OG0007269	LOC108605733|XP_017851017.1|DBUS	LOC118505052|XP_035896218.1|ASTE
OG0007270	LOC108603241|XP_033150054.1|DBUS	LOC118505029|XP_035896137.1|ASTE
OG0007271	LOC108603355|XP_017847584.1|DBUS	LOC118508539|XP_035904312.1|ASTE
OG0007272	LOC108600850|XP_017844140.1|DBUS	LOC118508553|XP_035904338.1|ASTE
OG0007273	LOC108602799|XP_017846511.1|DBUS	LOC118508543|XP_035904318.1|ASTE
OG0007274	LOC108602366|XP_017845958.1|DBUS	LOC118502367|XP_035890479.1|ASTE
OG0007275	LOC108600852|XP_017844142.1|DBUS	LOC118502615|XP_035890882.1|ASTE
OG0007276	LOC108598733|XP_017840954.1|DBUS	LOC118506980|XP_035900734.1|ASTE
OG0007277	LOC108598955|XP_017841215.2|DBUS	LOC118506972|XP_035900711.1|ASTE
OG0007278	LOC108600619|XP_017843792.2|DBUS	LOC118506982|XP_035900743.1|ASTE
OG0007279	LOC108600821|XP_033149372.1|DBUS	LOC118506687|XP_035900050.1|ASTE
OG0007280	LOC108600976|XP_033149371.1|DBUS	LOC118506685|XP_035900044.1|ASTE
OG0007281	LOC108603958|XP_017848643.1|DBUS	LOC118502749|XP_035891208.1|ASTE
OG0007282	LOC108603957|XP_017848641.1|DBUS	LOC118502708|XP_035891145.1|ASTE
OG0007283	LOC108602467|XP_017846079.1|DBUS	LOC118502726|XP_035891179.1|ASTE
OG0007284	LOC108602527|XP_017846150.1|DBUS	LOC118505734|XP_035897815.1|ASTE
OG0007285	LOC108605424|XP_017850588.1|DBUS	LOC118505729|XP_035897809.1|ASTE
OG0007286	LOC108605416|XP_017850575.1|DBUS	LOC118505727|XP_035897803.1|ASTE
OG0007287	LOC108602482|XP_017846133.2|DBUS	LOC118505730|XP_035897811.1|ASTE
OG0007288	LOC108605141|XP_017850203.1|DBUS	LOC118507720|XP_035902562.1|ASTE
OG0007289	LOC108606691|XP_017852536.1|DBUS	LOC118504362|XP_035894648.1|ASTE
OG0007290	LOC108601947|XP_017845419.1|DBUS	LOC118506835|XP_035900440.1|ASTE
OG0007291	LOC108605602|XP_017850868.1|DBUS	LOC118517559|XP_035919694.1|ASTE
OG0007292	LOC117134909|XP_033150249.1|DBUS	LOC118517562|XP_035919697.1|ASTE
OG0007293	LOC108604558|XP_017849575.1|DBUS	LOC118508268|XP_035903798.1|ASTE
OG0007294	LOC108603968|XP_017848664.1|DBUS	LOC118503215|XP_035892097.1|ASTE
OG0007295	LOC108602416|XP_017846020.1|DBUS	LOC118503522|XP_035892774.1|ASTE
OG0007296	LOC108604024|XP_017848757.1|DBUS	LOC118505046|XP_035896193.1|ASTE
OG0007297	LOC108601806|XP_017845231.1|DBUS	LOC118505073|XP_035896251.1|ASTE
OG0007298	LOC108603646|XP_017848099.1|DBUS	LOC118505100|XP_035896296.1|ASTE
OG0007299	LOC108601601|XP_033150040.1|DBUS	LOC118508410|XP_035904066.1|ASTE
OG0007300	LOC108601661|XP_017845051.1|DBUS	LOC118507707|XP_035902495.1|ASTE
OG0007301	LOC108603425|XP_017847720.1|DBUS	LOC118502773|XP_035891258.1|ASTE
OG0007302	LOC108603280|XP_017847430.1|DBUS	LOC118505388|XP_035896988.1|ASTE
OG0007303	LOC108606067|XP_017851401.1|DBUS	LOC118504774|XP_035895596.1|ASTE
OG0007304	LOC108607568|XP_017853948.1|DBUS	LOC118503186|XP_035892060.1|ASTE
OG0007305	LOC108599107|XP_017841387.1|DBUS	LOC118503267|XP_035892220.1|ASTE
OG0007306	LOC108598997|XP_017841263.2|DBUS	LOC118503266|XP_035892219.1|ASTE
OG0007307	LOC108604262|XP_017849146.1|DBUS	LOC118504543|XP_035895034.1|ASTE
OG0007308	LOC108601276|XP_017844665.1|DBUS	LOC118504528|XP_035894963.1|ASTE
OG0007309	LOC108604476|XP_017849451.1|DBUS	LOC118502533|XP_035890697.1|ASTE
OG0007310	LOC108604431|XP_017849392.1|DBUS	LOC118502531|XP_035890691.1|ASTE
OG0007311	LOC108603693|XP_017848205.1|DBUS	LOC118502530|XP_035890688.1|ASTE
OG0007312	LOC108597552|XP_017839649.1|DBUS	LOC118504465|XP_035894863.1|ASTE
OG0007313	LOC108606744|XP_017852631.1|DBUS	LOC118503016|XP_035891733.1|ASTE
OG0007314	LOC108605589|XP_017850848.1|DBUS	LOC118503011|XP_035891720.1|ASTE
OG0007315	LOC108605395|XP_017850554.2|DBUS	LOC118502978|XP_035891642.1|ASTE
OG0007316	LOC108601539|XP_017844927.1|DBUS	LOC118502997|XP_035891698.1|ASTE
OG0007317	LOC108604308|XP_017849217.1|DBUS	LOC118506983|XP_035900744.1|ASTE
OG0007318	LOC108604306|XP_017849213.1|DBUS	LOC118506968|XP_035900696.1|ASTE
OG0007319	LOC108598149|XP_017840254.2|DBUS	LOC118505692|XP_035897724.1|ASTE
OG0007320	LOC108597192|XP_017839114.1|DBUS	LOC118506551|XP_035899748.1|ASTE
OG0007321	LOC108605422|XP_017850586.1|DBUS	LOC118506545|XP_035899729.1|ASTE
OG0007322	LOC108607156|XP_017853292.1|DBUS	LOC118507591|XP_035902148.1|ASTE
OG0007323	LOC108605919|XP_017851226.1|DBUS	LOC118507588|XP_035902144.1|ASTE
OG0007324	LOC108603811|XP_017848403.1|DBUS	LOC118506946|XP_035900657.1|ASTE
OG0007325	LOC108602854|XP_017846617.1|DBUS	LOC118506934|XP_035900643.1|ASTE
OG0007326	LOC108603810|XP_017848402.1|DBUS	LOC118506928|XP_035900620.1|ASTE
OG0007327	LOC108600768|XP_017844018.1|DBUS	LOC118508435|XP_035904107.1|ASTE
OG0007328	LOC108602052|XP_017845554.1|DBUS	LOC118506941|XP_035900652.1|ASTE
OG0007329	LOC108602077|XP_017845585.1|DBUS	LOC118502658|XP_035891002.1|ASTE
OG0007331	LOC108606601|XP_017852348.1|DBUS	LOC118506890|XP_035900558.1|ASTE
OG0007332	LOC108606315|XP_017851809.1|DBUS	LOC118502517|XP_035890662.1|ASTE
OG0007333	LOC108603533|XP_017847920.1|DBUS	LOC118502581|XP_035890816.1|ASTE
OG0007334	LOC108601495|XP_017844882.1|DBUS	LOC118506691|XP_035900056.1|ASTE
OG0007335	LOC108600772|XP_017844025.2|DBUS	LOC118504743|XP_035895524.1|ASTE
OG0007336	LOC108607214|XP_017853371.1|DBUS	LOC118506733|XP_035900165.1|ASTE
OG0007337	LOC108599589|XP_017842023.2|DBUS	LOC118506739|XP_035900190.1|ASTE
OG0007338	LOC108599529|XP_017841893.1|DBUS	LOC118506398|XP_035899342.1|ASTE
OG0007339	LOC108604145|XP_017848944.1|DBUS	LOC118506531|XP_035899692.1|ASTE
OG0007340	LOC108603081|XP_033149985.1|DBUS	LOC118505135|XP_035896369.1|ASTE
OG0007341	LOC108603681|XP_017848173.1|DBUS	LOC118505791|XP_035898017.1|ASTE
OG0007342	LOC108602299|XP_017845868.1|DBUS	LOC118506961|XP_035900675.1|ASTE
OG0007343	LOC108602124|XP_017845641.1|DBUS	LOC118504507|XP_035894930.1|ASTE
OG0007344	LOC108594242|XP_017834845.1|DBUS	LOC118504506|XP_035894929.1|ASTE
OG0007345	LOC108602125|XP_017845642.2|DBUS	LOC118504504|XP_035894924.1|ASTE
OG0007346	LOC108599255|XP_017841541.1|DBUS	LOC118504817|XP_035895714.1|ASTE
OG0007347	LOC108606250|XP_017851684.1|DBUS	LOC118502631|XP_035890909.1|ASTE
OG0007348	LOC108606248|XP_017851682.1|DBUS	LOC118502622|XP_035890889.1|ASTE
OG0007349	LOC108606242|XP_017851675.1|DBUS	LOC118502620|XP_035890887.1|ASTE
OG0007350	LOC108605917|XP_017851222.1|DBUS	LOC118502639|XP_035890978.1|ASTE
OG0007351	LOC108600606|XP_017843772.1|DBUS	LOC118508368|XP_035903983.1|ASTE
OG0007352	LOC108596436|XP_017837657.1|DBUS	LOC118502806|XP_035891337.1|ASTE
OG0007353	LOC108604098|XP_017848869.1|DBUS	LOC118502811|XP_035891344.1|ASTE
