Orthogroup	DBUS.longest_only	DVIR.longest_only
OG0009301	LOC108601620|XP_033150122.1|DBUS	LOC6632748|XP_002056471.2|DVIR
OG0009302	LOC108601677|XP_017845075.1|DBUS	LOC6632497|XP_002056450.1|DVIR
OG0009303	LOC108601302|XP_033150052.1|DBUS	LOC6629457|XP_002054704.1|DVIR
OG0009304	LOC108602434|XP_017846044.1|DBUS	LOC6632522|XP_032289664.1|DVIR
OG0009305	LOC108603384|XP_017847644.1|DBUS	LOC6629509|XP_032292947.1|DVIR
OG0009306	LOC108605482|XP_017850662.1|DBUS	LOC6634453|XP_002058172.2|DVIR
OG0009307	LOC108603480|XP_017847817.1|DBUS	LOC6630659|XP_002053438.1|DVIR
OG0009308	LOC108602968|XP_017846839.1|DBUS	LOC116651784|XP_032294687.1|DVIR, LOC6630049|XP_002054717.1|DVIR
OG0009309	LOC117135097|XP_033150960.1|DBUS	LOC6633142|XP_002056381.1|DVIR
OG0009310	LOC108602213|XP_017845749.1|DBUS	LOC6629611|XP_002053584.1|DVIR
OG0009311	LOC108602302|XP_017845873.1|DBUS	LOC6632290|XP_002056732.2|DVIR
OG0009312	LOC108602508|XP_017846127.2|DBUS	LOC6629505|XP_002053167.1|DVIR
OG0009313	LOC108604821|XP_017849920.1|DBUS	LOC6631228|XP_015027245.1|DVIR
OG0009314	LOC108601672|XP_017845066.1|DBUS	LOC6631296|XP_002053368.1|DVIR
OG0009315	LOC108602827|XP_017846550.1|DBUS	LOC6632682|XP_002056653.1|DVIR
OG0009316	LOC108603087|XP_017847066.1|DBUS	LOC6629260|XP_002054677.1|DVIR
OG0009317	LOC108601943|XP_017845412.1|DBUS	LOC6629790|XP_032295298.1|DVIR
OG0009318	LOC108602782|XP_017846483.1|DBUS	LOC6629904|XP_002053402.3|DVIR
OG0009319	LOC108602920|XP_017846750.1|DBUS	LOC6631071|XP_002053216.1|DVIR
OG0009320	LOC108602397|XP_017845997.1|DBUS	LOC6630437|XP_002053478.1|DVIR
OG0009321	LOC108602613|XP_017846240.1|DBUS	LOC6630869|XP_002053471.1|DVIR
OG0009322	LOC108601734|XP_017845144.1|DBUS	LOC6629804|XP_002054878.1|DVIR
OG0009323	LOC108602172|XP_017845697.1|DBUS	LOC6630818|XP_002054725.1|DVIR
OG0009324	LOC108602709|XP_017846352.1|DBUS	LOC6633145|XP_002056596.1|DVIR
OG0009325	LOC108603915|XP_017848589.1|DBUS	LOC6633106|XP_032288806.1|DVIR
OG0009326	LOC108602641|XP_017846275.1|DBUS	LOC6630356|XP_002054036.1|DVIR
OG0009327	LOC108602462|XP_017846074.1|DBUS	LOC6635225|XP_002058413.1|DVIR
OG0009328	LOC108602529|XP_033149979.1|DBUS	LOC6633023|XP_015025924.1|DVIR
OG0009329	LOC108601570|XP_033149783.1|DBUS	LOC6630530|XP_032294648.1|DVIR, LOC116651898|XP_032295198.1|DVIR
OG0009330	LOC108602011|XP_017845503.1|DBUS	LOC6635003|XP_002058516.1|DVIR
OG0009331	LOC108602458|XP_017846069.1|DBUS	LOC6635106|XP_002058666.1|DVIR
OG0009332	LOC108602880|XP_017846670.1|DBUS	LOC6632370|XP_002056200.1|DVIR
OG0009333	LOC108601288|XP_033150011.1|DBUS	LOC6630949|XP_002053939.1|DVIR
OG0009334	LOC108601405|XP_017844793.1|DBUS	LOC6630194|XP_032296223.1|DVIR
OG0009335	LOC108604842|XP_017849950.1|DBUS	LOC6629886|XP_002054546.2|DVIR
OG0009336	LOC108601723|XP_017845130.1|DBUS	LOC6631058|XP_002054224.1|DVIR
OG0009337	LOC108605087|XP_017850143.2|DBUS	LOC6633832|XP_015025654.1|DVIR
OG0009338	LOC108601886|XP_017845350.1|DBUS	LOC6634994|XP_002058496.1|DVIR
OG0009339	LOC108601329|XP_033149825.1|DBUS	LOC6634989|XP_002058491.1|DVIR, LOC116651893|XP_032295159.1|DVIR
OG0009340	LOC108601380|XP_017844768.1|DBUS	LOC6632245|XP_002056074.1|DVIR
OG0009341	LOC108604618|XP_017849648.1|DBUS	LOC6630089|XP_002054256.1|DVIR
OG0009342	LOC108602054|XP_017845557.1|DBUS	LOC6635078|XP_002058724.1|DVIR
OG0009343	LOC108601827|XP_017845257.1|DBUS	LOC6635077|XP_002058723.1|DVIR
OG0009344	LOC108601376|XP_017844765.1|DBUS	LOC6634964|XP_032294969.1|DVIR
OG0009345	LOC108603115|XP_017847114.1|DBUS	LOC6632305|XP_002055994.1|DVIR
OG0009346	LOC108602313|XP_017845886.1|DBUS	LOC6629783|XP_002054745.2|DVIR
OG0009347	LOC108601362|XP_017844751.1|DBUS	LOC6635042|XP_032295107.1|DVIR
OG0009348	LOC108603887|XP_017848548.1|DBUS	LOC6630917|XP_032292103.1|DVIR
OG0009349	LOC108595515|XP_017836258.1|DBUS	LOC6636381|XP_002059910.2|DVIR
OG0009350	LOC108602512|XP_017846131.1|DBUS	LOC6629486|XP_002054081.2|DVIR
OG0009351	LOC108604749|XP_017849825.2|DBUS, LOC108604750|XP_017849826.2|DBUS	LOC6629438|XP_002054073.1|DVIR
OG0009352	LOC108601418|XP_017844806.1|DBUS	LOC116649752|XP_032294993.1|DVIR
OG0009353	LOC108603063|XP_017846988.1|DBUS	LOC6630074|XP_032295265.1|DVIR
OG0009354	LOC108608033|XP_017854702.1|DBUS	LOC6627976|XP_002051782.1|DVIR
OG0009355	LOC108605807|XP_017851104.2|DBUS	LOC6635748|XP_002059219.2|DVIR
OG0009356	LOC108607614|XP_033150847.1|DBUS	LOC6628000|XP_032293941.1|DVIR
OG0009357	LOC108608561|XP_017855473.1|DBUS	LOC26530901|XP_015028874.1|DVIR
OG0009358	LOC108598305|XP_017840413.1|DBUS	LOC6627952|XP_002052528.1|DVIR
OG0009359	LOC108598294|XP_017840402.1|DBUS	LOC6627953|XP_002052529.1|DVIR
OG0009360	LOC108601258|XP_017844650.1|DBUS	LOC6627764|XP_002052653.1|DVIR
OG0009361	LOC108598283|XP_017840391.1|DBUS	LOC6627763|XP_002052652.1|DVIR
OG0009362	LOC108602828|XP_017846555.1|DBUS	LOC6627762|XP_002052651.2|DVIR
OG0009363	LOC108608287|XP_017855093.2|DBUS	LOC6629218|XP_002051938.1|DVIR
OG0009364	LOC108597536|XP_017839628.1|DBUS	LOC6627353|XP_002051964.1|DVIR
OG0009365	LOC108608184|XP_017854954.1|DBUS	LOC6635708|XP_032293946.1|DVIR
OG0009366	LOC108602106|XP_017845623.2|DBUS	LOC6627519|XP_002051628.1|DVIR
OG0009367	LOC108603560|XP_017847970.1|DBUS, LOC108598867|XP_017841114.2|DBUS	LOC6627898|XP_002051812.1|DVIR
OG0009368	LOC108607532|XP_017853902.1|DBUS	LOC26531185|XP_015028896.1|DVIR
OG0009369	LOC108607935|XP_017854540.1|DBUS	LOC6628715|XP_002051888.1|DVIR
OG0009370	LOC108603214|XP_017847301.2|DBUS	LOC26530474|XP_015028816.1|DVIR
OG0009372	LOC108599568|XP_017841974.1|DBUS	LOC6628557|XP_002051954.1|DVIR
OG0009373	LOC108608370|XP_017855207.1|DBUS	LOC116651555|XP_032294041.1|DVIR, LOC6628525|XP_002052721.1|DVIR
OG0009374	LOC108607731|XP_033150888.1|DBUS	LOC6629041|XP_002052187.2|DVIR
OG0009376	LOC108599270|XP_017841556.1|DBUS	LOC6628142|XP_002052429.1|DVIR
OG0009377	LOC108601764|XP_017846159.2|DBUS	LOC6633900|XP_002057593.2|DVIR
OG0009378	LOC108596223|XP_017837244.2|DBUS	LOC6634035|XP_002057772.1|DVIR
OG0009379	LOC108607940|XP_017854546.1|DBUS	LOC6628070|XP_002051435.2|DVIR
OG0009380	LOC108594244|XP_017834849.1|DBUS	LOC6628161|XP_002052416.1|DVIR
OG0009381	LOC108608115|XP_017854832.1|DBUS	LOC6628592|XP_002051485.1|DVIR
OG0009382	LOC108607666|XP_017854115.1|DBUS	LOC6627737|XP_002051121.1|DVIR
OG0009383	LOC108608414|XP_017855262.2|DBUS	LOC6628706|XP_002051324.1|DVIR
OG0009384	LOC108594251|XP_017834864.2|DBUS	LOC6634089|XP_002057509.1|DVIR
OG0009385	LOC108607750|XP_017854267.1|DBUS	LOC6634049|XP_002057502.1|DVIR
OG0009386	LOC108604706|XP_017849762.2|DBUS	LOC6633967|XP_002057475.2|DVIR
OG0009387	LOC108596556|XP_017837942.1|DBUS	LOC6627029|XP_002050944.1|DVIR
OG0009388	LOC108595082|XP_017835722.1|DBUS	LOC6627165|XP_002050950.1|DVIR
OG0009390	LOC108596880|XP_017838546.1|DBUS	LOC6635900|XP_002059425.2|DVIR
OG0009391	LOC108607463|XP_017854277.1|DBUS	LOC6628888|XP_002052089.2|DVIR
OG0009392	LOC108595613|XP_017836367.1|DBUS	LOC6636352|XP_002059951.1|DVIR
OG0009393	LOC108602567|XP_017846190.1|DBUS	LOC6626110|XP_002050023.1|DVIR
OG0009394	LOC108595625|XP_017836380.1|DBUS	LOC6626942|XP_032292172.1|DVIR
OG0009395	LOC108596128|XP_017837080.1|DBUS	LOC6626182|XP_002050246.1|DVIR
OG0009396	LOC108596554|XP_017837940.1|DBUS	LOC6636384|XP_002059800.1|DVIR
OG0009397	LOC108595869|XP_017836650.1|DBUS	LOC6625682|XP_002050315.1|DVIR
OG0009398	LOC108595123|XP_017835773.1|DBUS	LOC26531449|XP_015030334.1|DVIR
OG0009399	LOC108596717|XP_017838240.1|DBUS	LOC6635931|XP_002059370.3|DVIR
OG0009400	LOC108597595|XP_017839706.1|DBUS	LOC6627279|XP_002048698.1|DVIR
OG0009401	LOC108608281|XP_017855084.1|DBUS	LOC6627754|XP_002051127.1|DVIR
OG0009402	LOC108601856|XP_017845297.1|DBUS	LOC116650350|XP_032289689.1|DVIR, LOC6632767|XP_002056372.1|DVIR
OG0009403	LOC108595295|XP_017835996.1|DBUS	LOC6627213|XP_002050210.1|DVIR
OG0009404	LOC108597212|XP_017839140.1|DBUS	LOC6635801|XP_002059389.3|DVIR
OG0009405	LOC108595374|XP_017836090.1|DBUS	LOC6627173|XP_002048696.1|DVIR
OG0009407	LOC108595355|XP_017836067.1|DBUS	LOC6635989|XP_032291555.1|DVIR
OG0009408	LOC108594904|XP_017835531.1|DBUS	LOC6626601|XP_002050635.2|DVIR
OG0009409	LOC108595893|XP_017836672.1|DBUS	LOC6626710|XP_032292279.1|DVIR
OG0009410	LOC108594771|XP_033149187.1|DBUS	LOC6636478|XP_032291651.1|DVIR, LOC116650573|XP_032290490.1|DVIR
OG0009411	LOC108595154|XP_017835808.1|DBUS	LOC6625972|XP_032292550.1|DVIR
OG0009412	LOC108597604|XP_017839716.1|DBUS	LOC6625339|XP_015029192.1|DVIR
OG0009413	LOC108595892|XP_017836671.1|DBUS	LOC6636396|XP_002059965.1|DVIR
OG0009414	LOC108597062|XP_017838875.1|DBUS	LOC6636400|XP_002059969.1|DVIR
OG0009415	LOC108594726|XP_033149240.1|DBUS	LOC6625456|XP_002048886.1|DVIR
OG0009416	LOC108595875|XP_017836655.1|DBUS	LOC6624908|XP_002050221.1|DVIR
OG0009417	LOC108595954|XP_017836728.1|DBUS	LOC116650960|XP_032292168.1|DVIR
OG0009418	LOC108595881|XP_017836661.2|DBUS	LOC6624943|XP_002050223.1|DVIR
OG0009419	LOC108595713|XP_017836485.1|DBUS	LOC6624945|XP_002050225.2|DVIR
OG0009420	LOC108595714|XP_017836486.1|DBUS	LOC6624946|XP_015029262.1|DVIR
OG0009421	LOC108595048|XP_017835677.1|DBUS	LOC6625120|XP_002049500.1|DVIR
OG0009422	LOC108597004|XP_017838770.1|DBUS	LOC6624964|XP_002049325.2|DVIR
OG0009423	LOC108595304|XP_017836007.1|DBUS	LOC26530479|XP_015030207.1|DVIR
OG0009424	LOC108595583|XP_017836333.1|DBUS	LOC6626482|XP_002049076.1|DVIR
OG0009425	LOC108595771|XP_017836549.1|DBUS	LOC6626848|XP_002049195.1|DVIR
OG0009426	LOC108595503|XP_017836245.1|DBUS	LOC6625095|XP_002049546.1|DVIR
OG0009427	LOC108597707|XP_017839882.1|DBUS	LOC6626913|XP_032292681.1|DVIR
OG0009428	LOC108594962|XP_017835585.1|DBUS	LOC6626399|XP_002049136.1|DVIR
OG0009429	LOC108594892|XP_017835519.1|DBUS	LOC6626053|XP_002049609.1|DVIR
OG0009430	LOC108595356|XP_017836068.1|DBUS	LOC6626494|XP_002049319.1|DVIR
OG0009431	LOC108597334|XP_017839320.1|DBUS	LOC116651106|XP_032292835.1|DVIR, LOC6626798|XP_032289568.1|DVIR
OG0009432	LOC108595841|XP_017836621.1|DBUS	LOC6624997|XP_002049454.1|DVIR
OG0009433	LOC108595285|XP_017835986.1|DBUS	LOC6626266|XP_002050908.2|DVIR
OG0009434	LOC108595166|XP_017835827.1|DBUS	LOC6626415|XP_002050913.1|DVIR
OG0009435	LOC108595164|XP_017835824.1|DBUS	LOC6626414|XP_002050912.1|DVIR
OG0009436	LOC108597103|XP_017838964.1|DBUS	LOC6635330|XP_002058879.1|DVIR
OG0009437	LOC108596532|XP_017838212.2|DBUS	LOC6625114|XP_002049288.1|DVIR
OG0009438	LOC108595337|XP_017836046.1|DBUS	LOC6627288|XP_032292909.1|DVIR
OG0009439	LOC108595818|XP_017836598.1|DBUS	LOC6627013|XP_002049623.1|DVIR
OG0009440	LOC108597469|XP_017839531.1|DBUS	LOC6625228|XP_002049965.1|DVIR
OG0009441	LOC108605086|XP_033150412.1|DBUS	LOC26531844|XP_032296527.1|DVIR
OG0009442	LOC108607111|XP_017853229.1|DBUS	LOC6631772|XP_032296014.1|DVIR
OG0009443	LOC108595751|XP_017836529.1|DBUS	LOC6627055|XP_002050836.1|DVIR
OG0009444	LOC108606717|XP_017852583.1|DBUS	LOC6631987|XP_015026703.1|DVIR
OG0009445	LOC108605946|XP_017851256.1|DBUS	LOC6636724|XP_002060119.2|DVIR
OG0009446	LOC108604945|XP_033150372.1|DBUS	LOC6634804|XP_032289255.1|DVIR
OG0009448	LOC108607030|XP_017853109.1|DBUS	LOC6632104|XP_002055627.2|DVIR
OG0009449	LOC108605099|XP_017850151.1|DBUS	LOC6631408|XP_002055417.1|DVIR
OG0009450	LOC108606911|XP_017852941.1|DBUS	LOC6635439|XP_002058918.3|DVIR
OG0009451	LOC108604787|XP_017849879.1|DBUS, LOC108605227|XP_017850330.1|DBUS	LOC6628587|XP_002051480.2|DVIR
OG0009453	LOC108603135|XP_017847145.1|DBUS	LOC6629532|XP_002053966.2|DVIR
OG0009454	LOC108598177|XP_017840282.1|DBUS	LOC6622924|XP_032290190.1|DVIR
OG0009455	LOC108605150|XP_017850213.1|DBUS	LOC6636163|XP_015024181.1|DVIR
OG0009456	LOC108606661|XP_017852475.1|DBUS	LOC6633659|XP_002056853.1|DVIR
OG0009457	LOC108606133|XP_017851475.1|DBUS	LOC6633773|XP_002057305.1|DVIR
OG0009458	LOC108604977|XP_017850035.1|DBUS	LOC6631542|XP_002054963.3|DVIR
OG0009459	LOC108599930|XP_033149711.1|DBUS	LOC6623140|XP_032291401.1|DVIR
OG0009460	LOC108598500|XP_017840659.1|DBUS	LOC6636569|XP_032291516.1|DVIR
OG0009461	LOC108597952|XP_033149604.1|DBUS	LOC6636565|XP_032291517.1|DVIR
OG0009462	LOC117134999|XP_033150639.1|DBUS	LOC6622869|XP_002046488.1|DVIR
OG0009463	LOC108598270|XP_017840375.2|DBUS	LOC6622584|XP_002047012.1|DVIR
OG0009464	LOC108599171|XP_017841447.2|DBUS	LOC6623157|XP_002046724.1|DVIR
OG0009465	LOC108598585|XP_033149383.1|DBUS	LOC6622795|XP_002046710.2|DVIR
OG0009466	LOC108600903|XP_017844219.1|DBUS	LOC6622475|XP_002048194.1|DVIR
OG0009467	LOC108599262|XP_017841546.1|DBUS	LOC6623273|XP_002046094.1|DVIR
OG0009468	LOC108600278|XP_017843234.1|DBUS	LOC6623239|XP_002046618.1|DVIR
OG0009469	LOC108600600|XP_017843768.2|DBUS	LOC6624542|XP_002046530.1|DVIR
OG0009470	LOC108598338|XP_017840445.1|DBUS	LOC6623546|XP_002047313.1|DVIR
OG0009471	LOC108604839|XP_017849951.2|DBUS	LOC6634069|XP_002057871.2|DVIR
OG0009472	LOC108599432|XP_017841746.1|DBUS	LOC6636816|XP_002060298.1|DVIR
OG0009473	LOC108599393|XP_017841690.1|DBUS	LOC6624507|XP_002047177.1|DVIR
OG0009474	LOC108600149|XP_017843033.1|DBUS	LOC6622745|XP_002047054.1|DVIR
OG0009475	LOC117134800|XP_033149609.1|DBUS	LOC26531203|XP_015031710.1|DVIR
OG0009477	LOC108598101|XP_017840207.1|DBUS	LOC6623599|XP_002046220.1|DVIR
OG0009478	LOC108599715|XP_017842201.1|DBUS	LOC6623707|XP_002046192.1|DVIR
OG0009479	LOC108595660|XP_017836425.1|DBUS	LOC6627118|XP_002048961.2|DVIR
OG0009480	LOC108598693|XP_017840903.2|DBUS	LOC6623373|XP_002048312.3|DVIR
OG0009481	LOC108597948|XP_017840052.1|DBUS	LOC6636549|XP_015023820.1|DVIR
OG0009482	LOC108600365|XP_017843388.1|DBUS	LOC6623067|XP_032291370.1|DVIR
OG0009483	LOC108598323|XP_017840429.1|DBUS	LOC6622141|XP_002047575.1|DVIR
OG0009484	LOC108604812|XP_017849907.1|DBUS	LOC6633140|XP_002056379.1|DVIR
OG0009485	LOC108600164|XP_017843054.1|DBUS	LOC6622734|XP_002047032.1|DVIR
OG0009486	LOC108600166|XP_017843060.1|DBUS	LOC6622081|XP_002047033.1|DVIR
OG0009487	LOC108599373|XP_017841666.1|DBUS	LOC6622951|XP_002048043.1|DVIR
OG0009488	LOC108599317|XP_017841609.1|DBUS	LOC6622659|XP_002047996.1|DVIR
OG0009489	LOC108599624|XP_017842072.1|DBUS	LOC6624482|XP_002048407.1|DVIR
OG0009490	LOC108597421|XP_017839460.1|DBUS	LOC6625093|XP_002049544.1|DVIR
OG0009491	LOC108600089|XP_017842938.1|DBUS	LOC6624477|XP_002047621.1|DVIR
OG0009492	LOC108599369|XP_017841663.1|DBUS	LOC6622340|XP_032290607.1|DVIR
OG0009493	LOC108599648|XP_017842112.1|DBUS	LOC6622441|XP_032290319.1|DVIR
OG0009494	LOC108599651|XP_017842115.1|DBUS	LOC6622467|XP_002047945.1|DVIR
OG0009495	LOC108600068|XP_017842910.1|DBUS	LOC6624516|XP_032290368.1|DVIR
OG0009496	LOC108600693|XP_017843899.2|DBUS	LOC6623400|XP_032289959.1|DVIR
OG0009497	LOC108602445|XP_017846056.1|DBUS	LOC6630163|XP_002054783.1|DVIR
OG0009498	LOC108600843|XP_017844130.1|DBUS	LOC6624628|XP_002048090.1|DVIR
OG0009499	LOC108600954|XP_017844290.1|DBUS	LOC6624615|XP_002048100.2|DVIR
OG0009500	LOC108599105|XP_017841385.2|DBUS	LOC6622556|XP_002048082.1|DVIR
OG0009501	LOC108599075|XP_017841352.1|DBUS	LOC6623537|XP_002048236.1|DVIR
OG0009502	LOC108602038|XP_017845535.1|DBUS	LOC6630096|XP_002053689.1|DVIR
OG0009503	LOC108599801|XP_017842408.2|DBUS	LOC6628910|XP_002051378.1|DVIR
OG0009504	LOC108601808|XP_017845233.1|DBUS	LOC6634896|XP_002058484.2|DVIR, LOC116651743|XP_032294637.1|DVIR
OG0009505	LOC108606189|XP_017851574.1|DBUS	LOC6628472|XP_032294319.1|DVIR
OG0009506	LOC108598593|XP_017840775.2|DBUS	LOC6623597|XP_032290653.1|DVIR
OG0009507	LOC108598662|XP_017840862.1|DBUS	LOC6624529|XP_002047102.1|DVIR
OG0009508	LOC108600904|XP_017844220.2|DBUS	LOC6636914|XP_002060370.2|DVIR, LOC116650229|XP_032289375.1|DVIR
OG0009509	LOC108597780|XP_017839985.1|DBUS	LOC6624849|XP_002050850.2|DVIR
OG0009510	LOC108606479|XP_017852104.1|DBUS	LOC6634440|XP_002058055.2|DVIR
OG0009511	LOC108606667|XP_017852486.1|DBUS	LOC6633488|XP_002057347.2|DVIR
OG0009512	LOC108607211|XP_017853368.1|DBUS	LOC116652158|XP_032296008.1|DVIR
OG0009513	LOC108605772|XP_017851065.2|DBUS	LOC6636114|XP_032295884.1|DVIR
OG0009514	LOC108606075|XP_017851410.1|DBUS	LOC6636064|XP_032295679.1|DVIR
OG0009515	LOC108601154|XP_017844573.2|DBUS	LOC6627767|XP_002052656.1|DVIR
OG0009517	LOC108607721|XP_017854231.1|DBUS	LOC6628359|XP_032294609.1|DVIR
OG0009517	LOC108607722|XP_017854232.1|DBUS	LOC6628361|XP_032294610.1|DVIR
OG0009518	LOC108598076|XP_017840179.1|DBUS, LOC108599288|XP_017841573.1|DBUS	LOC26530686|XP_015031637.1|DVIR
OG0009519	LOC108597910|XP_017840017.1|DBUS	LOC6635494|XP_032295566.1|DVIR, LOC6622879|XP_032291069.1|DVIR
OG0009521	LOC108600781|XP_017844039.1|DBUS	LOC6623439|XP_032289946.1|DVIR
OG0009522	LOC108595453|XP_017836181.1|DBUS	LOC6624761|XP_002049755.1|DVIR, LOC116651088|XP_032292725.1|DVIR
OG0009523	LOC108596904|XP_017838582.1|DBUS	LOC6626265|XP_002050907.1|DVIR
OG0009524	LOC108597265|XP_017839212.1|DBUS	LOC6627212|XP_002050209.1|DVIR
OG0009525	LOC108596878|XP_017838544.1|DBUS, LOC108596874|XP_017838541.1|DBUS	LOC116650585|XP_032290527.1|DVIR, LOC6636449|XP_002059838.1|DVIR
OG0009526	LOC108594770|XP_017835398.1|DBUS	LOC116650869|XP_032291650.1|DVIR, LOC6636448|XP_002059837.1|DVIR
OG0009527	LOC108595572|XP_017836321.2|DBUS	LOC116651065|XP_032292710.1|DVIR, LOC6625446|XP_015030187.1|DVIR
OG0009528	LOC108597492|XP_017839561.1|DBUS, LOC108597493|XP_017839562.1|DBUS	LOC6625870|XP_002050790.2|DVIR
OG0009529	LOC108596302|XP_017837386.1|DBUS	LOC6625856|XP_015029278.1|DVIR
OG0009530	LOC108594703|XP_017835333.1|DBUS	LOC6626923|XP_032292896.1|DVIR
OG0009531	LOC108597668|XP_017839827.1|DBUS	LOC26531211|XP_015030296.1|DVIR
OG0009532	LOC108594721|XP_017835348.1|DBUS	LOC6626655|XP_002049885.1|DVIR
OG0009533	LOC108595269|XP_017835971.1|DBUS	LOC6624911|XP_002049108.1|DVIR
OG0009534	LOC108595578|XP_017836328.1|DBUS	LOC6626722|XP_002049093.1|DVIR
OG0009535	LOC108594745|XP_017835371.1|DBUS	LOC6625367|XP_032293172.1|DVIR
OG0009537	LOC108604464|XP_017849435.1|DBUS	LOC6636996|XP_032288939.1|DVIR, LOC6631139|XP_032288941.1|DVIR
OG0009538	LOC108603998|XP_017848721.1|DBUS	LOC6629274|XP_002052980.2|DVIR
OG0009539	LOC108602431|XP_017846039.1|DBUS	LOC6632865|XP_002056551.1|DVIR
OG0009540	LOC108602820|XP_017846540.1|DBUS	LOC6633232|XP_002055847.1|DVIR
OG0009542	LOC108604831|XP_017849934.1|DBUS	LOC6629485|XP_002054080.1|DVIR
OG0009543	LOC108601559|XP_017844946.1|DBUS	LOC6629573|XP_002054856.1|DVIR
OG0009545	LOC108606095|XP_017851429.1|DBUS	LOC26531757|XP_032289406.1|DVIR, LOC116652194|XP_032296097.1|DVIR
OG0009557	LOC108604796|XP_017849886.1|DBUS	LOC116652340|XP_032296691.1|DVIR
OG0009560	LOC108605694|XP_017850975.1|DBUS	LOC6632036|XP_002055502.1|DVIR
OG0009563	LOC108598154|XP_017840260.2|DBUS	LOC6622660|XP_002048451.3|DVIR
OG0009564	LOC108606808|XP_017852766.1|DBUS	LOC6636686|XP_015023799.1|DVIR
OG0009565	LOC108599366|XP_017841660.2|DBUS	LOC6623392|XP_002046775.1|DVIR
OG0009567	LOC108601221|XP_017844608.1|DBUS	LOC6635022|XP_002058449.2|DVIR
OG0009569	LOC108605944|XP_017851253.1|DBUS	LOC6631326|XP_002055784.1|DVIR
OG0009570	LOC108603571|XP_017847977.1|DBUS	LOC6632643|XP_002056542.1|DVIR
OG0009571	LOC108601782|XP_017845198.1|DBUS	LOC6629576|XP_002054859.2|DVIR
OG0009572	LOC108605868|XP_017851170.1|DBUS	LOC6633812|XP_032296598.1|DVIR
OG0009573	LOC108605563|XP_017850819.1|DBUS	LOC6633502|XP_002056826.1|DVIR
OG0009574	LOC108607071|XP_017853178.1|DBUS	LOC6634610|XP_002058095.2|DVIR
OG0009575	LOC108594773|XP_017835401.1|DBUS	LOC6636486|XP_002059848.1|DVIR
OG0009576	LOC108603897|XP_017848561.1|DBUS	LOC6635131|XP_002058548.1|DVIR
OG0009577	LOC108603544|XP_017847949.1|DBUS	LOC6628282|XP_002051475.1|DVIR
OG0009578	LOC108604365|XP_017849298.1|DBUS	LOC6633936|XP_002057606.1|DVIR
OG0009579	LOC108606680|XP_017852515.1|DBUS	LOC6632160|XP_002055769.1|DVIR
OG0009581	LOC108595132|XP_017835786.2|DBUS	LOC6634168|XP_002057535.2|DVIR
OG0009582	LOC108599571|XP_017841976.2|DBUS	LOC6622727|XP_002046683.2|DVIR
OG0009583	LOC108606169|XP_017851510.1|DBUS	LOC6631606|XP_002055723.1|DVIR
OG0009584	LOC108606013|XP_017851327.1|DBUS	LOC6636674|XP_002060152.1|DVIR
OG0009585	LOC108603815|XP_017848424.1|DBUS	LOC26530753|XP_015027821.1|DVIR
OG0009586	LOC108599365|XP_017841658.2|DBUS	LOC6623263|XP_002047257.1|DVIR
OG0009588	LOC108602469|XP_017846081.1|DBUS	LOC6629489|XP_002052948.1|DVIR
OG0009589	LOC108599523|XP_017841886.1|DBUS	LOC26530835|XP_015031658.1|DVIR
OG0009590	LOC108601011|XP_017844372.1|DBUS	LOC6624176|XP_002046889.1|DVIR
OG0009591	LOC108604109|XP_017848880.1|DBUS	LOC6632613|XP_002056313.1|DVIR
OG0009592	LOC108603229|XP_017847333.1|DBUS	LOC6630214|XP_002054579.1|DVIR
OG0009593	LOC108602013|XP_017845505.1|DBUS	LOC6630218|XP_015026907.1|DVIR
OG0009594	LOC108602848|XP_017846607.1|DBUS	LOC26530589|XP_015027810.1|DVIR
OG0009595	LOC108602559|XP_017846183.1|DBUS	LOC6632526|XP_032289599.1|DVIR
OG0009596	LOC108602060|XP_017845568.1|DBUS	LOC6632495|XP_002056448.1|DVIR
OG0009597	LOC108602443|XP_017846054.1|DBUS	LOC6632736|XP_002056451.1|DVIR
OG0009598	LOC108603993|XP_017848712.1|DBUS	LOC6632738|XP_002056453.2|DVIR
OG0009600	LOC108601222|XP_033150107.1|DBUS	LOC6630812|XP_002053357.2|DVIR
OG0009601	LOC108601531|XP_017844920.1|DBUS	LOC6629523|XP_002053325.1|DVIR
OG0009602	LOC108607103|XP_017853219.1|DBUS	LOC6629572|XP_032294971.1|DVIR
OG0009603	LOC108603089|XP_017847068.1|DBUS	LOC6629262|XP_002054679.1|DVIR
OG0009604	LOC108606324|XP_017851831.1|DBUS	LOC6634584|XP_002058085.1|DVIR
OG0009605	LOC108602565|XP_017846187.1|DBUS	LOC6630440|XP_002053481.1|DVIR
OG0009606	LOC108602254|XP_017845797.1|DBUS	LOC6630436|XP_002053477.1|DVIR
OG0009607	LOC108602446|XP_017846057.1|DBUS	LOC6630435|XP_002053476.1|DVIR
OG0009608	LOC108601525|XP_017844913.1|DBUS	LOC6629338|XP_032291313.1|DVIR
OG0009609	LOC108603871|XP_017848531.1|DBUS	LOC6630891|XP_002053137.1|DVIR
OG0009610	LOC108604286|XP_017849185.1|DBUS	LOC6629519|XP_002054589.1|DVIR
OG0009611	LOC108601489|XP_017844875.1|DBUS	LOC6629520|XP_002054590.2|DVIR
OG0009612	LOC108601404|XP_017844792.1|DBUS	LOC6632651|XP_002056550.1|DVIR
