Orthogroup	DBUS.longest_only	DERE.longest_only
OG0009808	LOC108597926|XP_017840031.2|DBUS	LOC26526380|XP_026832946.1|DERE
OG0009809	LOC108599565|XP_017841950.1|DBUS	LOC6544766|XP_001971496.1|DERE
OG0009810	LOC108599271|XP_017841557.1|DBUS	LOC6543599|XP_001973601.1|DERE
OG0009811	LOC108599347|XP_017841639.1|DBUS	LOC6543598|XP_001973600.2|DERE
OG0009812	LOC108600400|XP_017843439.1|DBUS	LOC6544799|XP_001971518.1|DERE
OG0009813	LOC108600610|XP_017843777.2|DBUS	LOC6545506|XP_001973346.2|DERE
OG0009814	LOC108599578|XP_017842006.1|DBUS	LOC6544281|XP_001971978.1|DERE
OG0009816	LOC108600511|XP_017843638.2|DBUS	LOC6545598|XP_026832585.1|DERE
OG0009817	LOC108600106|XP_017842965.2|DBUS	LOC6545597|XP_001972709.2|DERE
OG0009818	LOC108599253|XP_017841539.1|DBUS	LOC6544960|XP_001972640.1|DERE
OG0009819	LOC108598202|XP_017840307.2|DBUS	LOC6544961|XP_001972641.1|DERE
OG0009820	LOC108598201|XP_017840306.1|DBUS	LOC6544962|XP_001972642.1|DERE
OG0009821	LOC108598824|XP_017841063.1|DBUS	LOC6546293|XP_001973525.3|DERE
OG0009822	LOC108599900|XP_033149395.1|DBUS	LOC6546247|XP_001972854.1|DERE
OG0009823	LOC108600648|XP_017843831.2|DBUS	LOC26526900|XP_015014356.1|DERE
OG0009824	LOC108600806|XP_017844078.1|DBUS	LOC6544240|XP_001972363.1|DERE
OG0009825	LOC108598764|XP_017840992.1|DBUS	LOC6544821|XP_001972657.1|DERE
OG0009826	LOC108599650|XP_017842114.1|DBUS	LOC6544141|XP_001973735.1|DERE
OG0009827	LOC108599647|XP_017842111.1|DBUS	LOC6544140|XP_001973734.1|DERE
OG0009828	LOC108598845|XP_017841088.1|DBUS	LOC6544178|XP_001972375.1|DERE
OG0009829	LOC108599514|XP_017841872.2|DBUS	LOC6544885|XP_001973149.1|DERE
OG0009830	LOC108599281|XP_017841568.2|DBUS	LOC6544127|XP_001973679.1|DERE
OG0009831	LOC108599111|XP_017841389.2|DBUS	LOC6544131|XP_001973683.1|DERE
OG0009832	LOC108599004|XP_017841269.1|DBUS	LOC6544132|XP_001973684.3|DERE
OG0009833	LOC108598247|XP_017840350.1|DBUS	LOC26526970|XP_015014372.1|DERE
OG0009834	LOC108595087|XP_017835726.1|DBUS	LOC6549130|XP_026835769.1|DERE
OG0009835	LOC108596007|XP_017836781.1|DBUS	LOC6548091|XP_001975207.1|DERE
OG0009836	LOC108602444|XP_017846055.1|DBUS	LOC6553963|XP_001979558.1|DERE
OG0009837	LOC108601591|XP_017844979.1|DBUS	LOC6552412|XP_001979810.2|DERE
OG0009838	LOC108608256|XP_017855037.1|DBUS	LOC6549434|XP_001974405.1|DERE
OG0009839	LOC108596320|XP_017837431.1|DBUS	LOC26526364|XP_015015496.1|DERE
OG0009840	LOC108607681|XP_017854126.2|DBUS	LOC6549284|XP_026835723.1|DERE
OG0009841	LOC108600227|XP_017843178.1|DBUS	LOC6540707|XP_001968865.1|DERE
OG0009842	LOC108598232|XP_017841185.1|DBUS	LOC6545738|XP_001972745.2|DERE
OG0009843	LOC117134768|XP_033149317.1|DBUS	LOC6544349|XP_015013353.2|DERE
OG0009844	LOC108598217|XP_033149640.1|DBUS	LOC6545874|XP_001972725.1|DERE
OG0009845	LOC108595513|XP_017836255.1|DBUS	LOC6548981|XP_001975564.2|DERE
OG0009846	LOC108594489|XP_017844821.2|DBUS	LOC6541576|XP_001968905.1|DERE
OG0009847	LOC108607143|XP_017853274.1|DBUS	LOC6551295|XP_026838586.1|DERE
OG0009848	LOC108606940|XP_017852981.1|DBUS	LOC6551078|XP_001976946.1|DERE
OG0009849	LOC108602314|XP_017845887.1|DBUS	LOC6554158|XP_015008958.1|DERE
OG0009850	LOC108605893|XP_017851198.1|DBUS	LOC26526132|XP_015011439.2|DERE
OG0009851	LOC108605478|XP_017850659.1|DBUS	LOC26526216|XP_015011443.2|DERE
OG0009853	LOC108606153|XP_017851494.1|DBUS	LOC6550814|XP_001978211.1|DERE
OG0009854	LOC108605411|XP_017850569.1|DBUS, LOC108606579|XP_017852293.1|DBUS	LOC6550160|XP_026838171.1|DERE
OG0009855	LOC117134957|XP_033150490.1|DBUS	LOC6543048|XP_001969233.1|DERE
OG0009856	LOC108601043|XP_017844427.1|DBUS	LOC6540815|XP_026834730.1|DERE
OG0009857	LOC108608310|XP_017855130.1|DBUS	LOC6549286|XP_001974248.2|DERE
OG0009858	LOC108607724|XP_017854238.1|DBUS, LOC108607711|XP_033149473.1|DBUS	LOC6542729|XP_001969347.1|DERE
OG0009860	LOC108598108|XP_017840217.1|DBUS	LOC6543058|XP_026834746.1|DERE
OG0009861	LOC108608332|XP_017855162.1|DBUS	LOC6542852|XP_001968292.1|DERE
OG0009862	LOC108600941|XP_017844273.1|DBUS	LOC6542682|XP_001969823.1|DERE
OG0009863	LOC108608349|XP_017855183.1|DBUS	LOC6543391|XP_015015216.1|DERE
OG0009864	LOC108602802|XP_017846518.2|DBUS	LOC6548264|XP_001974110.1|DERE
OG0009865	LOC108594490|XP_017835168.1|DBUS	LOC6543532|XP_001968699.1|DERE
OG0009866	LOC108599219|XP_017841502.1|DBUS	LOC6546341|XP_001972285.2|DERE
OG0009867	LOC108597945|XP_017840050.1|DBUS	LOC6544080|XP_001971937.1|DERE
OG0009868	LOC108598622|XP_017840809.1|DBUS	LOC6545855|XP_001973394.1|DERE
OG0009870	LOC108598112|XP_017840218.2|DBUS	LOC6546251|XP_001972858.1|DERE
OG0009871	LOC108595730|XP_017836502.1|DBUS	LOC6546633|XP_001975849.1|DERE
OG0009872	LOC108597127|XP_017839000.1|DBUS	LOC6547665|XP_001975023.1|DERE
OG0009873	LOC108598048|XP_017840152.1|DBUS	LOC6548468|XP_001975187.1|DERE
OG0009874	LOC108598196|XP_017840301.1|DBUS, LOC108598376|XP_033149631.1|DBUS	LOC6546394|XP_001972884.1|DERE
OG0009875	LOC108598934|XP_017841188.1|DBUS	LOC6544196|XP_001973738.1|DERE
OG0009876	LOC108597656|XP_017839801.1|DBUS, LOC108594800|XP_033149219.1|DBUS	LOC6546809|XP_001975919.2|DERE
OG0009877	LOC108596272|XP_017837329.1|DBUS	LOC26527043|XP_026834701.1|DERE
OG0009878	LOC108596932|XP_017838644.1|DBUS	LOC26527045|XP_015012904.1|DERE
OG0009879	LOC108597542|XP_017839636.1|DBUS	LOC6546556|XP_001974570.1|DERE
OG0009880	LOC108596182|XP_017837182.1|DBUS	LOC6548019|XP_001975176.1|DERE
OG0009881	LOC108595747|XP_017836525.1|DBUS, LOC108597094|XP_017838946.1|DBUS	LOC6549466|XP_026836403.1|DERE
OG0009882	LOC108595159|XP_017835818.1|DBUS	LOC6547917|XP_001976436.1|DERE
OG0009883	LOC108595357|XP_017836070.1|DBUS	LOC6547530|XP_001974914.2|DERE
OG0009884	LOC108595761|XP_017836538.1|DBUS	LOC6547532|XP_026835945.1|DERE
OG0009885	LOC108597333|XP_017836889.1|DBUS	LOC6543252|XP_001969158.1|DERE
OG0009886	LOC108596053|XP_017836935.1|DBUS	LOC6547999|XP_001975278.1|DERE
OG0009887	LOC108595253|XP_017835947.1|DBUS	LOC6542014|XP_026835132.1|DERE
OG0009888	LOC108595814|XP_017836593.1|DBUS	LOC6547494|XP_001974836.1|DERE
OG0009889	LOC108595547|XP_017836295.1|DBUS	LOC6547878|XP_001976354.1|DERE
OG0009890	LOC108596467|XP_017837714.1|DBUS	LOC6548539|XP_001975331.1|DERE
OG0009891	LOC108596897|XP_017838576.1|DBUS	LOC6552073|XP_001978793.1|DERE
OG0009892	LOC108605993|XP_017851305.1|DBUS	LOC6550651|XP_026837695.1|DERE
OG0009893	LOC108595401|XP_017836116.1|DBUS	LOC6546920|XP_026836168.1|DERE
OG0009894	LOC108601319|XP_017844707.1|DBUS, LOC108602083|XP_017845596.1|DBUS, LOC108601293|XP_017844681.1|DBUS	LOC6553433|XP_026834863.1|DERE
OG0009895	LOC108604027|XP_017848767.2|DBUS	LOC6552667|XP_001979175.2|DERE
OG0009896	LOC108602276|XP_017845822.1|DBUS	LOC6554927|XP_001981806.1|DERE
OG0009897	LOC108602453|XP_017846065.1|DBUS, LOC108602374|XP_017845968.1|DBUS	LOC6553066|XP_001980085.1|DERE
OG0009898	LOC108601696|XP_017845097.1|DBUS	LOC6552878|XP_026831727.1|DERE
OG0009899	LOC108602556|XP_017846180.1|DBUS	LOC6552625|XP_001979922.1|DERE
OG0009900	LOC108601970|XP_017845451.1|DBUS	LOC6553208|XP_001980301.1|DERE
OG0009901	LOC108604474|XP_017849450.1|DBUS	LOC6554256|XP_001981677.1|DERE
OG0009902	LOC108602379|XP_017845972.1|DBUS, LOC108597461|XP_017839521.1|DBUS, LOC108602247|XP_017845785.1|DBUS	LOC6551966|XP_001980651.1|DERE
OG0009903	LOC108603132|XP_017847142.1|DBUS, LOC108608027|XP_017854692.1|DBUS	LOC6553056|XP_001979143.1|DERE
OG0009904	LOC108604730|XP_017849801.1|DBUS	LOC6552818|XP_001979969.1|DERE
OG0009905	LOC108603986|XP_017848704.1|DBUS	LOC6553613|XP_001980242.2|DERE
OG0009907	LOC108602227|XP_017845762.1|DBUS	LOC6553442|XP_001979392.1|DERE
OG0009909	LOC108604513|XP_017849506.1|DBUS	LOC6554808|XP_001981586.1|DERE
OG0009910	LOC108601264|XP_017844653.1|DBUS	LOC6552789|XP_001981000.1|DERE
OG0009911	LOC108595817|XP_017836597.1|DBUS	LOC6547760|XP_001976382.1|DERE
OG0009912	LOC108607675|XP_017854120.2|DBUS	LOC6548948|XP_001974205.1|DERE
OG0009913	LOC108594267|XP_017834886.2|DBUS	LOC6541483|XP_001968478.1|DERE
OG0009916	LOC108608532|XP_017855439.2|DBUS	LOC6543443|XP_026835306.1|DERE
OG0009925	LOC108603820|XP_017848438.1|DBUS	LOC6554013|XP_001980543.1|DERE
OG0009926	LOC108606365|XP_017851903.1|DBUS	LOC6545020|XP_026833189.1|DERE
OG0009930	LOC108605389|XP_017850547.1|DBUS	LOC6550105|XP_001977596.1|DERE
OG0009931	LOC108596164|XP_017837159.1|DBUS	LOC6548199|XP_026837107.1|DERE
OG0009932	LOC108596729|XP_017838263.1|DBUS	LOC6542069|XP_001969132.1|DERE
OG0009933	LOC108596023|XP_017836869.1|DBUS	LOC6548864|XP_001975450.1|DERE
OG0009937	LOC108602742|XP_017846385.1|DBUS	LOC26526001|XP_026832218.1|DERE
OG0009938	LOC108607225|XP_017853388.1|DBUS	LOC6550070|XP_001977567.1|DERE
OG0009941	LOC108604744|XP_017849823.2|DBUS	LOC6542215|XP_001968813.1|DERE
OG0009942	LOC108597119|XP_017838987.1|DBUS	LOC6541325|XP_001969134.1|DERE
OG0009943	LOC108600793|XP_017844060.1|DBUS	LOC6543379|XP_001969887.1|DERE
OG0009945	LOC108605581|XP_017850840.1|DBUS	LOC6551413|XP_001977199.1|DERE
OG0009946	LOC108603752|XP_017848315.1|DBUS	LOC26526728|XP_015010516.1|DERE
OG0009947	LOC108599597|XP_017842037.1|DBUS	LOC6545195|XP_026833294.1|DERE
OG0009948	LOC108606623|XP_017852398.1|DBUS	LOC6555749|XP_001982452.1|DERE
OG0009949	LOC108602701|XP_017846341.1|DBUS	LOC6552376|XP_001978887.2|DERE
OG0009950	LOC108601597|XP_017844986.1|DBUS	LOC6553967|XP_001980525.1|DERE
OG0009951	LOC108602510|XP_017846129.1|DBUS	LOC6553851|XP_015009674.1|DERE
OG0009952	LOC108602240|XP_017845778.1|DBUS	LOC6551911|XP_001979672.1|DERE
OG0009953	LOC108602229|XP_017845764.1|DBUS	LOC6554577|XP_001981765.2|DERE
OG0009957	LOC108604315|XP_017849226.1|DBUS	LOC6554368|XP_001981258.1|DERE
OG0009958	LOC108601904|XP_017845369.1|DBUS	LOC6555079|XP_001981595.1|DERE
OG0009960	LOC108603211|XP_017847288.1|DBUS	LOC6552089|XP_001978800.1|DERE
OG0009961	LOC108602526|XP_017846148.1|DBUS	LOC6552070|XP_001978790.1|DERE
OG0009962	LOC108603205|XP_017847279.1|DBUS	LOC6553587|XP_026839503.1|DERE
OG0009963	LOC108603909|XP_017848582.1|DBUS	LOC6555195|XP_026838830.1|DERE
OG0009964	LOC108601792|XP_017845217.1|DBUS	LOC6554344|XP_001982108.1|DERE
OG0009965	LOC108602599|XP_017846225.1|DBUS	LOC6555245|XP_001981190.2|DERE
OG0009966	LOC108607847|XP_017854412.1|DBUS	LOC6549401|XP_026835876.1|DERE
OG0009968	LOC108607535|XP_017853904.1|DBUS	LOC6543364|XP_001968158.1|DERE
OG0009969	LOC108594270|XP_017834891.1|DBUS	LOC6547229|XP_001976242.1|DERE
OG0009970	LOC108599690|XP_017842178.1|DBUS	LOC6549239|XP_001974346.1|DERE
OG0009971	LOC108606165|XP_017851509.1|DBUS	LOC6549559|XP_001974477.1|DERE
OG0009972	LOC108596703|XP_017838218.2|DBUS	LOC6542031|XP_001969445.1|DERE
OG0009973	LOC108596398|XP_017837573.1|DBUS	LOC6542068|XP_001970514.1|DERE
OG0009974	LOC108607960|XP_017854580.1|DBUS	LOC6549052|XP_001974036.1|DERE
OG0009975	LOC108596830|XP_017838445.1|DBUS	LOC6540837|XP_001968822.2|DERE
OG0009976	LOC108607739|XP_017854252.1|DBUS	LOC6540851|XP_001970036.1|DERE
OG0009977	LOC108607130|XP_017853259.2|DBUS	LOC6542844|XP_026834335.1|DERE
OG0009978	LOC108607147|XP_017853271.1|DBUS	LOC6541910|XP_001969398.1|DERE
OG0009979	LOC108599567|XP_017841958.2|DBUS	LOC6541283|XP_001969655.1|DERE
OG0009981	LOC108595561|XP_017836310.1|DBUS	LOC6546964|XP_001974606.1|DERE
OG0009983	LOC108595922|XP_017836701.1|DBUS	LOC6548469|XP_001975188.1|DERE
OG0009984	LOC108601147|XP_017844565.1|DBUS	LOC6546802|XP_001975896.1|DERE
OG0009985	LOC108597157|XP_017839053.1|DBUS	LOC26527039|XP_015015593.1|DERE
OG0009986	LOC108597061|XP_017838874.1|DBUS	LOC6542030|XP_026834600.1|DERE
OG0009989	LOC108596163|XP_017837158.1|DBUS	LOC6548196|XP_001975079.1|DERE
OG0009990	LOC108595806|XP_017836586.1|DBUS	LOC6547586|XP_001974901.1|DERE
OG0009991	LOC108596984|XP_017838729.1|DBUS	LOC6549170|XP_001975620.3|DERE
OG0009992	LOC108605886|XP_017851188.1|DBUS	LOC6550697|XP_001978111.1|DERE
OG0009993	LOC108606871|XP_017852872.2|DBUS	LOC6550549|XP_026837671.1|DERE
OG0009994	LOC108606061|XP_017851397.1|DBUS	LOC6550991|XP_001976867.1|DERE
OG0009995	LOC108605088|XP_033150416.1|DBUS	LOC6551214|XP_001978387.1|DERE
OG0009996	LOC108606779|XP_017852691.1|DBUS	LOC6550242|XP_001977917.1|DERE
OG0009997	LOC108605995|XP_017851307.1|DBUS	LOC6549852|XP_001977358.2|DERE
OG0009998	LOC108605799|XP_017851091.1|DBUS	LOC6551258|XP_001977072.1|DERE
OG0009999	LOC108605650|XP_017850923.1|DBUS	LOC6551630|XP_001978560.1|DERE
OG0010000	LOC108606201|XP_017851554.1|DBUS	LOC6549862|XP_001977392.1|DERE
OG0010001	LOC108607113|XP_017853233.1|DBUS	LOC6551221|XP_001978394.1|DERE
OG0010002	LOC108599290|XP_017841578.1|DBUS	LOC26526159|XP_015014233.2|DERE
OG0010003	LOC108608536|XP_017855440.2|DBUS	LOC6542072|XP_026834177.1|DERE
OG0010004	LOC108605761|XP_017851053.1|DBUS	LOC6551490|XP_001978474.2|DERE
OG0010005	LOC108607144|XP_017853275.1|DBUS	LOC6545437|XP_001972126.2|DERE
OG0010006	LOC108606896|XP_017852912.1|DBUS	LOC6550144|XP_001977541.1|DERE
OG0010007	LOC108605810|XP_017851103.1|DBUS	LOC6550425|XP_001977039.1|DERE
OG0010008	LOC108605571|XP_017850828.1|DBUS	LOC6550133|XP_001977662.1|DERE
OG0010009	LOC108601017|XP_017843564.2|DBUS	LOC6548942|XP_001974220.1|DERE
OG0010010	LOC108607055|XP_017853156.1|DBUS	LOC6549788|XP_026837728.1|DERE
OG0010011	LOC108604981|XP_017850040.1|DBUS	LOC6551272|XP_001976891.3|DERE
OG0010012	LOC108605935|XP_017851245.1|DBUS	LOC6550231|XP_001978199.2|DERE
OG0010013	LOC108606069|XP_017851404.1|DBUS	LOC6551675|XP_001977178.3|DERE
OG0010014	LOC108606122|XP_017851465.1|DBUS	LOC6551462|XP_001977253.1|DERE
OG0010015	LOC108605925|XP_017851232.1|DBUS	LOC6551511|XP_015011030.1|DERE
OG0010016	LOC108605368|XP_017850525.2|DBUS	LOC6551174|XP_001977049.1|DERE
OG0010017	LOC108605923|XP_017851229.1|DBUS	LOC6551674|XP_001977177.1|DERE
OG0010018	LOC108606886|XP_017852901.1|DBUS	LOC6555496|XP_001982621.1|DERE
OG0010019	LOC108605922|XP_033150314.1|DBUS	LOC6550625|XP_001978164.2|DERE
OG0010020	LOC108607200|XP_017853352.1|DBUS	LOC6549905|XP_001977381.2|DERE
OG0010021	LOC108606527|XP_017852191.1|DBUS	LOC6550012|XP_001977478.1|DERE
OG0010022	LOC108606106|XP_017851440.1|DBUS	LOC6549930|XP_001978678.2|DERE
OG0010023	LOC108606146|XP_017851486.1|DBUS	LOC6555644|XP_001982386.2|DERE
OG0010024	LOC108605019|XP_017850074.1|DBUS	LOC6555553|XP_001982385.1|DERE
OG0010025	LOC108606293|XP_017851767.1|DBUS	LOC6555678|XP_026837525.1|DERE
OG0010026	LOC108605173|XP_017850248.1|DBUS	LOC6551131|XP_001978245.1|DERE
OG0010027	LOC108605139|XP_033150242.1|DBUS	LOC6549672|XP_001977431.1|DERE
OG0010028	LOC108606490|XP_017852122.1|DBUS	LOC6551618|XP_026838825.1|DERE
OG0010029	LOC108606138|XP_017851481.1|DBUS	LOC6550403|XP_001977850.1|DERE
OG0010030	LOC108606175|XP_017851515.1|DBUS	LOC6551013|XP_001978264.1|DERE
OG0010031	LOC108605115|XP_033150243.1|DBUS	LOC6551028|XP_026837865.1|DERE
OG0010032	LOC108604133|XP_017848932.1|DBUS	LOC6541673|XP_001968973.2|DERE
OG0010033	LOC108604929|XP_033150304.1|DBUS	LOC6549758|XP_001976777.2|DERE
OG0010034	LOC108605049|XP_017850106.1|DBUS	LOC6550322|XP_001976770.1|DERE
OG0010035	LOC108605385|XP_017850544.1|DBUS	LOC6550688|XP_001976766.1|DERE
OG0010036	LOC108605048|XP_017850105.1|DBUS	LOC6550686|XP_001976764.3|DERE
OG0010037	LOC108605047|XP_017850104.1|DBUS	LOC6550685|XP_001976763.1|DERE
OG0010038	LOC108606196|XP_033150365.1|DBUS	LOC6551115|XP_026837785.1|DERE
OG0010040	LOC108594509|XP_017835199.1|DBUS	LOC6541135|XP_001970066.1|DERE
OG0010041	LOC108604918|XP_017849977.1|DBUS	LOC6550845|XP_015010925.2|DERE
OG0010042	LOC108605553|XP_017850803.1|DBUS	LOC6551571|XP_001977292.1|DERE
OG0010043	LOC108605859|XP_017851159.1|DBUS	LOC6551569|XP_001977290.1|DERE
OG0010044	LOC108605445|XP_017850616.1|DBUS	LOC6555537|XP_026838362.1|DERE
OG0010045	LOC108606916|XP_017852946.1|DBUS	LOC6550181|XP_001977886.1|DERE
OG0010046	LOC108606917|XP_017852947.1|DBUS	LOC6550180|XP_001977885.1|DERE
OG0010047	LOC108605933|XP_017851241.1|DBUS	LOC6550869|XP_001978229.1|DERE
OG0010048	LOC108607085|XP_017853196.1|DBUS	LOC6550573|XP_015010688.1|DERE
OG0010049	LOC108607046|XP_017853141.1|DBUS	LOC6550748|XP_001978045.1|DERE
OG0010050	LOC108607282|XP_017853468.1|DBUS	LOC6550747|XP_001978044.1|DERE
OG0010051	LOC117134907|XP_033150247.1|DBUS	LOC6551154|XP_001976855.1|DERE
OG0010052	LOC108606763|XP_017852664.1|DBUS	LOC26526136|XP_015011440.1|DERE
OG0010053	LOC108605808|XP_017851101.1|DBUS	LOC6551458|XP_001977249.1|DERE
OG0010054	LOC108606745|XP_017852632.1|DBUS	LOC6550337|XP_001977895.1|DERE
OG0010055	LOC108607221|XP_017853382.1|DBUS	LOC6550311|XP_001977899.1|DERE
OG0010056	LOC108606614|XP_017852373.1|DBUS	LOC6551307|XP_001977095.1|DERE
OG0010057	LOC108606524|XP_017852186.1|DBUS	LOC6555792|XP_001982462.1|DERE
OG0010058	LOC108604982|XP_033150399.1|DBUS	LOC6551055|XP_026838048.1|DERE
OG0010059	LOC108606454|XP_017852055.1|DBUS	LOC6551417|XP_001977203.1|DERE
OG0010060	LOC108605182|XP_017850263.1|DBUS	LOC6551180|XP_001978363.1|DERE
OG0010061	LOC108597998|XP_017840103.1|DBUS	LOC6543707|XP_001971914.1|DERE
OG0010062	LOC108598043|XP_017840147.1|DBUS	LOC6545120|XP_001972089.1|DERE
OG0010063	LOC108598288|XP_033149366.1|DBUS	LOC6543651|XP_001972951.1|DERE
OG0010064	LOC108599588|XP_017842022.2|DBUS	LOC6543611|XP_001972942.1|DERE
OG0010065	LOC108599086|XP_017841363.1|DBUS	LOC26526035|XP_015014209.1|DERE
OG0010067	LOC108599433|XP_017841747.1|DBUS	LOC6546523|XP_001971276.2|DERE
OG0010068	LOC108600593|XP_017843760.1|DBUS	LOC6546491|XP_026833180.1|DERE
OG0010069	LOC108598503|XP_017840663.1|DBUS	LOC6546027|XP_001971212.1|DERE
OG0010070	LOC108599544|XP_017841917.1|DBUS	LOC26526652|XP_015014322.1|DERE
OG0010071	LOC108600300|XP_017843271.1|DBUS	LOC6546324|XP_001972936.2|DERE
OG0010072	LOC108599363|XP_017841656.1|DBUS	LOC6544040|XP_001971964.2|DERE
OG0010073	LOC108598765|XP_017840994.1|DBUS	LOC6543804|XP_026833525.1|DERE
OG0010074	LOC108606793|XP_017852741.1|DBUS	LOC113564539|XP_026838108.1|DERE
OG0010075	LOC108600270|XP_033149318.1|DBUS	LOC6544346|XP_001971716.1|DERE
OG0010078	LOC108599161|XP_017841437.1|DBUS	LOC6544971|XP_001973238.1|DERE
OG0010079	LOC108598100|XP_017840205.1|DBUS	LOC6545040|XP_001973222.2|DERE
OG0010080	LOC108599351|XP_017841643.2|DBUS	LOC6544394|XP_001971695.2|DERE
OG0010082	LOC108599751|XP_017842253.1|DBUS	LOC6546269|XP_001971765.1|DERE
OG0010083	LOC108598223|XP_017840406.2|DBUS	LOC6545916|XP_001972729.1|DERE
OG0010084	LOC108600427|XP_017843484.2|DBUS	LOC6545743|XP_001972750.1|DERE
OG0010086	LOC108600907|XP_017844225.1|DBUS	LOC6545919|XP_001972732.1|DERE
OG0010087	LOC108600230|XP_017843147.2|DBUS	LOC6545615|XP_015013950.1|DERE
OG0010088	LOC108599410|XP_017841709.1|DBUS	LOC6544126|XP_001973678.1|DERE
OG0010089	LOC108600188|XP_017843084.1|DBUS	LOC6544457|XP_001972395.1|DERE
OG0010090	LOC108607418|XP_017853702.1|DBUS	LOC6555847|XP_001982710.1|DERE
OG0010091	LOC108601844|XP_017845280.1|DBUS	LOC6548820|XP_001975605.1|DERE
OG0010092	LOC108604225|XP_017849079.1|DBUS	LOC26526262|XP_015014249.1|DERE
OG0010093	LOC108597575|XP_017839676.1|DBUS	LOC6546655|XP_001974498.1|DERE
OG0010094	LOC108602909|XP_017846710.1|DBUS	LOC6554882|XP_001982220.1|DERE
OG0010095	LOC108603664|XP_017848145.1|DBUS	LOC26526623|XP_015009395.1|DERE
OG0010096	LOC108605613|XP_017850883.1|DBUS	LOC6551338|XP_001978414.1|DERE
OG0010097	LOC108606148|XP_017851490.1|DBUS	LOC6555642|XP_001982433.2|DERE
OG0010098	LOC108599864|XP_033150732.1|DBUS	LOC6540698|XP_001968868.1|DERE
OG0010100	LOC108600357|XP_017843372.2|DBUS	LOC6544362|XP_001972000.3|DERE
OG0010101	LOC108598847|XP_017841092.1|DBUS	LOC6543685|XP_001973697.1|DERE
OG0010102	LOC108600952|XP_017844289.2|DBUS	LOC6544134|XP_001973686.3|DERE
OG0010103	LOC117134801|XP_033149618.1|DBUS	LOC6544125|XP_001973677.1|DERE
OG0010104	LOC108599191|XP_017841476.1|DBUS	LOC6545647|XP_001972167.2|DERE
OG0010105	LOC108600574|XP_017843732.2|DBUS	LOC6540685|XP_001970304.1|DERE
OG0010106	LOC108595145|XP_017835800.1|DBUS	LOC6546844|XP_001975946.1|DERE
OG0010108	LOC108594878|XP_017835504.1|DBUS	LOC6546973|XP_015011885.1|DERE
OG0010110	LOC108598040|XP_017840143.1|DBUS	LOC6545281|XP_001972070.1|DERE
OG0010111	LOC108603240|XP_017847356.1|DBUS	LOC6555160|XP_001981416.2|DERE
OG0010112	LOC108602732|XP_017846372.1|DBUS	LOC6553201|XP_001980294.1|DERE
OG0010113	LOC108606403|XP_017851977.1|DBUS	LOC6550431|XP_026838739.1|DERE
OG0010114	LOC108606027|XP_017851343.1|DBUS	LOC6551202|XP_001976934.1|DERE
OG0010115	LOC108605657|XP_017850933.1|DBUS	LOC6551116|XP_001976940.1|DERE
OG0010117	LOC117134952|XP_033150466.1|DBUS	LOC6550178|XP_001977883.1|DERE
OG0010118	LOC108606501|XP_017852158.1|DBUS	LOC6550908|XP_001976823.1|DERE
OG0010119	LOC108604994|XP_017850050.1|DBUS	LOC6551588|XP_026838515.1|DERE
OG0010120	LOC108605683|XP_017850964.1|DBUS	LOC6549887|XP_001977364.1|DERE
OG0010121	LOC108605358|XP_017850515.1|DBUS	LOC6550276|XP_026837827.1|DERE
OG0010122	LOC108606792|XP_017852740.1|DBUS	LOC6550864|XP_001978224.1|DERE
OG0010123	LOC108605954|XP_017851263.1|DBUS	LOC6550228|XP_001978196.2|DERE
OG0010125	LOC108605508|XP_017850745.1|DBUS	LOC6551718|XP_001977297.1|DERE
OG0010126	LOC108595220|XP_017835112.2|DBUS	LOC6540580|XP_001968898.1|DERE
OG0010128	LOC108600578|XP_017843740.1|DBUS	LOC6543235|XP_026834712.1|DERE
OG0010129	LOC108594506|XP_017835193.2|DBUS	LOC6542083|XP_001969641.1|DERE
OG0010130	LOC108608274|XP_017855070.1|DBUS	LOC6541755|XP_001969262.1|DERE
OG0010131	LOC108607571|XP_017853951.1|DBUS	LOC6540661|XP_001968879.1|DERE
OG0010132	LOC108608320|XP_017855143.2|DBUS	LOC6549287|XP_001974249.3|DERE
OG0010133	LOC108607678|XP_017854124.2|DBUS	LOC6549288|XP_026836123.1|DERE
OG0010134	LOC108607519|XP_017853878.1|DBUS	LOC6541251|XP_001969337.1|DERE
OG0010135	LOC108599408|XP_017841710.1|DBUS	LOC6543368|XP_001968827.1|DERE
OG0010136	LOC108601038|XP_017844413.1|DBUS	LOC6540922|XP_001968824.1|DERE
OG0010137	LOC108600934|XP_017844302.1|DBUS	LOC6542245|XP_001969994.1|DERE
OG0010138	LOC108607684|XP_017854134.1|DBUS	LOC26526484|XP_015012810.1|DERE
OG0010139	LOC108608311|XP_017855127.2|DBUS	LOC6548827|XP_001974137.1|DERE
OG0010140	LOC108606273|XP_017851743.1|DBUS	LOC26526198|XP_026834216.1|DERE
OG0010141	LOC108603720|XP_017848252.1|DBUS	LOC6543224|XP_001969901.1|DERE
OG0010142	LOC108603446|XP_017847769.1|DBUS	LOC6543138|XP_001968287.1|DERE
OG0010143	LOC108600514|XP_017843647.2|DBUS	LOC6541639|XP_026834814.1|DERE
OG0010144	LOC108603918|XP_017848601.1|DBUS	LOC6549250|XP_001974435.2|DERE
OG0010145	LOC108596185|XP_017837192.1|DBUS	LOC6542779|XP_001968818.1|DERE
