Orthogroup	DBUS.longest_only	DBIA.longest_only
OG0008784	LOC108600844|XP_017844133.1|DBUS	LOC108028693|XP_016956126.1|DBIA
OG0008785	LOC108607469|XP_017853796.2|DBUS	LOC108035239|XP_016966260.1|DBIA
OG0008786	LOC108603537|XP_017847936.1|DBUS	LOC108033531|XP_016963365.1|DBIA
OG0008787	LOC108599635|XP_017842096.1|DBUS, LOC108599634|XP_017842095.1|DBUS, LOC108599632|XP_017842093.1|DBUS, LOC108599633|XP_017842094.1|DBUS	LOC108035348|XP_016966428.1|DBIA
OG0008788	LOC108599279|XP_017841565.1|DBUS, LOC108598128|XP_017840234.1|DBUS	LOC108028207|XP_016955361.1|DBIA
OG0008789	LOC108598785|XP_017841017.1|DBUS	LOC108028369|XP_016955650.1|DBIA
OG0008790	LOC108597435|XP_017839482.1|DBUS	LOC108025063|XP_016950810.1|DBIA, LOC108029662|XP_016957578.1|DBIA
OG0008791	LOC108597475|XP_017839538.1|DBUS	LOC108022196|XP_016946537.1|DBIA
OG0008792	LOC108596978|XP_017838721.1|DBUS	LOC108022844|XP_016947505.1|DBIA
OG0008793	LOC108596808|XP_017838408.1|DBUS	LOC108029758|XP_016957747.1|DBIA
OG0008794	LOC108596035|XP_017836888.1|DBUS	LOC108033653|XP_016963581.1|DBIA
OG0008795	LOC108601697|XP_017845098.2|DBUS	LOC108031100|XP_016959799.1|DBIA
OG0008796	LOC108601448|XP_017844835.1|DBUS	LOC108025186|XP_016950983.1|DBIA
OG0008797	LOC108602115|XP_017845629.1|DBUS	LOC108031122|XP_016959823.1|DBIA
OG0008805	LOC108606831|XP_017852805.1|DBUS	LOC108023562|XP_016948637.1|DBIA
OG0008806	LOC117134923|XP_033150318.1|DBUS	LOC108025905|XP_016952079.1|DBIA
OG0008807	LOC108606533|XP_017852201.1|DBUS	LOC108024614|XP_016950128.1|DBIA
OG0008808	LOC108606584|XP_017852302.1|DBUS	LOC108035977|XP_016967295.1|DBIA
OG0008809	LOC108602461|XP_017846073.1|DBUS	LOC108032225|XP_016961576.1|DBIA
OG0008811	LOC108604165|XP_017848987.1|DBUS	LOC108026195|XP_016952475.1|DBIA
OG0008813	LOC108601973|XP_017845455.1|DBUS	LOC108030989|XP_016959678.1|DBIA
OG0008816	LOC108598497|XP_017840654.2|DBUS	LOC108034412|XP_016964784.1|DBIA
OG0008819	LOC108595177|XP_017835842.1|DBUS	LOC108029765|XP_016957760.1|DBIA
OG0008820	LOC108605109|XP_017850164.2|DBUS	LOC108032396|XP_016961705.1|DBIA
OG0008822	LOC108596606|XP_017838032.1|DBUS	LOC108033309|XP_016963071.1|DBIA
OG0008823	LOC108605763|XP_017851054.1|DBUS	LOC108023176|XP_016947907.1|DBIA
OG0008829	LOC108605192|XP_017850273.1|DBUS	LOC108023438|XP_016948417.1|DBIA
OG0008830	LOC108605408|XP_033150330.1|DBUS	LOC108035764|XP_016966953.1|DBIA
OG0008831	LOC108606689|XP_017852533.1|DBUS	LOC108023533|XP_016948588.1|DBIA
OG0008832	LOC108606688|XP_017852530.1|DBUS	LOC108023279|XP_016948057.1|DBIA
OG0008833	LOC108605813|XP_017851108.1|DBUS	LOC108024015|XP_016949263.1|DBIA
OG0008834	LOC108604339|XP_017849252.1|DBUS	LOC108026340|XP_016952733.1|DBIA
OG0008835	LOC108601708|XP_017845113.1|DBUS	LOC108031511|XP_016960515.1|DBIA
OG0008836	LOC108597023|XP_017838793.1|DBUS	LOC108030354|XP_016958710.1|DBIA
OG0008837	LOC108597065|XP_017838878.1|DBUS	LOC108026724|XP_016953323.1|DBIA
OG0008838	LOC108607707|XP_017854196.2|DBUS	LOC108032710|XP_016962178.1|DBIA
OG0008839	LOC108596104|XP_017837013.1|DBUS	LOC108023029|XP_016947758.1|DBIA
OG0008840	LOC108602385|XP_017845988.1|DBUS	LOC108033925|XP_016964087.1|DBIA
OG0008841	LOC108597950|XP_033149603.1|DBUS	LOC108035584|XP_016966744.1|DBIA
OG0008842	LOC108595599|XP_033149140.1|DBUS, LOC108594779|XP_017835407.1|DBUS	LOC108022129|XP_016946459.1|DBIA
OG0008843	LOC108599644|XP_017842109.1|DBUS	LOC108035511|XP_016966662.1|DBIA
OG0008845	LOC108599607|XP_017842053.2|DBUS	LOC108028958|XP_016956486.1|DBIA
OG0008846	LOC108601062|XP_017844443.1|DBUS	LOC108035880|XP_016967119.1|DBIA
OG0008847	LOC108603369|XP_017847621.1|DBUS	LOC108027440|XP_016954378.1|DBIA
OG0008849	LOC108606931|XP_017852970.1|DBUS	LOC108023790|XP_016948917.1|DBIA
OG0008850	LOC108594792|XP_017835420.1|DBUS	LOC108022364|XP_016946734.1|DBIA
OG0008851	LOC108601229|XP_017844620.2|DBUS	LOC108033369|XP_016963173.1|DBIA
OG0008852	LOC108594689|XP_017835318.1|DBUS	LOC108029433|XP_016957168.1|DBIA
OG0008854	LOC108594393|XP_017835045.1|DBUS	LOC108029184|XP_016956843.1|DBIA
OG0008855	LOC108605147|XP_017850210.1|DBUS	LOC108025935|XP_016952122.1|DBIA
OG0008856	LOC108607346|XP_017853519.1|DBUS	LOC108024893|XP_016950524.1|DBIA, LOC108024904|XP_016950559.1|DBIA
OG0008857	LOC108599943|XP_017842656.1|DBUS	LOC108028509|XP_016955881.1|DBIA
OG0008858	LOC108598768|XP_017840997.2|DBUS	LOC108025536|XP_016951554.1|DBIA
OG0008859	LOC108598813|XP_017841047.1|DBUS	LOC108035629|XP_016966814.1|DBIA
OG0008860	LOC108604391|XP_017849338.1|DBUS	LOC108025525|XP_016951539.1|DBIA
OG0008861	LOC108595481|XP_017836220.1|DBUS	LOC108029550|XP_016957357.1|DBIA
OG0008862	LOC108603940|XP_017848623.1|DBUS	LOC108031461|XP_016960389.1|DBIA
OG0008863	LOC108608481|XP_017855365.2|DBUS	LOC108032718|XP_016962188.1|DBIA
OG0008864	LOC108595006|XP_017835630.1|DBUS	LOC108022259|XP_016946607.1|DBIA
OG0008865	LOC108597253|XP_017839198.2|DBUS	LOC108034306|XP_016964665.1|DBIA
OG0008866	LOC108596405|XP_017837587.2|DBUS	LOC108036859|XP_016968721.1|DBIA
OG0008867	LOC108605021|XP_017850077.1|DBUS	LOC108023995|XP_016949220.1|DBIA
OG0008868	LOC108597331|XP_017839315.1|DBUS	LOC108036280|XP_016967780.1|DBIA
OG0008869	LOC108600899|XP_017844213.2|DBUS	LOC108030740|XP_016959276.1|DBIA
OG0008870	LOC108598972|XP_017841234.1|DBUS	LOC108035954|XP_016967246.1|DBIA
OG0008871	LOC108600945|XP_017844277.1|DBUS	LOC108035312|XP_016966374.1|DBIA
OG0008872	LOC108596422|XP_017837635.1|DBUS	LOC108034116|XP_016964385.1|DBIA
OG0008873	LOC108603942|XP_017848666.1|DBUS	LOC108034294|XP_016964644.1|DBIA
OG0008874	LOC108594888|XP_017835514.1|DBUS	LOC108022427|XP_016946802.1|DBIA
OG0008875	LOC108596435|XP_017837653.1|DBUS	LOC108029386|XP_016957103.1|DBIA
OG0008876	LOC108607421|XP_017853709.1|DBUS	LOC108036015|XP_016967423.1|DBIA
OG0008877	LOC108600681|XP_017843877.1|DBUS	LOC108035897|XP_016967144.1|DBIA
OG0008878	LOC108598158|XP_017840267.1|DBUS	LOC108036130|XP_016967603.1|DBIA
OG0008879	LOC108605897|XP_017851201.1|DBUS	LOC108036234|XP_016967731.1|DBIA
OG0008880	LOC108597448|XP_017839502.2|DBUS	LOC108024652|XP_016950201.1|DBIA
OG0008881	LOC108597483|XP_017839549.1|DBUS	LOC108022334|XP_016946686.1|DBIA
OG0008882	LOC108607715|XP_033149961.1|DBUS	LOC108032354|XP_016961654.1|DBIA
OG0008883	LOC108603437|XP_017847748.1|DBUS	LOC108024578|XP_016950066.1|DBIA
OG0008884	LOC108602590|XP_017846218.1|DBUS	LOC108026003|XP_016952182.1|DBIA
OG0008885	LOC108594513|XP_017835205.2|DBUS	LOC108034082|XP_016964337.1|DBIA
OG0008886	LOC108596466|XP_017837712.1|DBUS	LOC108036533|XP_016968246.1|DBIA
OG0008887	LOC108597116|XP_017838982.1|DBUS	LOC108030194|XP_016958438.1|DBIA
OG0008888	LOC108598851|XP_017841098.1|DBUS	LOC108035558|XP_016966715.1|DBIA
OG0008889	LOC108595264|XP_017836002.1|DBUS	LOC108022557|XP_016947040.1|DBIA
OG0008891	LOC108600942|XP_017844270.1|DBUS	LOC108035217|XP_016966231.1|DBIA
OG0008892	LOC108597184|XP_017839099.1|DBUS	LOC108026747|XP_016953361.1|DBIA
OG0008893	LOC108598588|XP_017840771.1|DBUS	LOC108035301|XP_016966359.1|DBIA
OG0008894	LOC108604593|XP_017849616.1|DBUS	LOC108031562|XP_016960597.1|DBIA
OG0008895	LOC108602783|XP_017846484.1|DBUS	LOC108031627|XP_016960721.1|DBIA
OG0008897	LOC108602867|XP_017846645.1|DBUS	LOC108024531|XP_016949991.1|DBIA
OG0008898	LOC108596594|XP_017838012.1|DBUS	LOC108029671|XP_016957602.1|DBIA
OG0008899	LOC108607451|XP_017853777.2|DBUS	LOC108033720|XP_016963741.1|DBIA
OG0008900	LOC108607581|XP_017853966.1|DBUS	LOC108033993|XP_016964207.1|DBIA
OG0008901	LOC108601009|XP_017844368.1|DBUS	LOC108028662|XP_016956079.1|DBIA
OG0008902	LOC108607356|XP_017853539.1|DBUS	LOC108035990|XP_016967332.1|DBIA
OG0008903	LOC108603400|XP_017847677.2|DBUS	LOC108029273|XP_016956961.1|DBIA
OG0008904	LOC108594879|XP_017835506.1|DBUS	LOC108023101|XP_016947854.1|DBIA
OG0008905	LOC108607335|XP_033150530.1|DBUS	LOC108035826|XP_016967066.1|DBIA
OG0008906	LOC108600127|XP_017842998.1|DBUS	LOC108035457|XP_016966585.1|DBIA
OG0008907	LOC108601528|XP_017844917.1|DBUS	LOC108025972|XP_016952154.1|DBIA
OG0008908	LOC108603737|XP_017848281.1|DBUS	LOC108027420|XP_016954351.1|DBIA
OG0008909	LOC108601976|XP_017845459.1|DBUS	LOC108024851|XP_016950481.1|DBIA
OG0008910	LOC108603756|XP_017848323.1|DBUS	LOC108032051|XP_016961352.1|DBIA
OG0008911	LOC108603317|XP_017847519.1|DBUS	LOC108024362|XP_016949754.1|DBIA, LOC108024791|XP_016950399.1|DBIA
OG0008912	LOC108602224|XP_017845760.1|DBUS	LOC108024933|XP_016950620.1|DBIA
OG0008913	LOC108603278|XP_017847427.1|DBUS	LOC108031929|XP_016961195.1|DBIA
OG0008914	LOC108602649|XP_017846284.1|DBUS	LOC108031256|XP_016959984.1|DBIA
OG0008915	LOC108602413|XP_017846015.1|DBUS	LOC108027041|XP_016953729.1|DBIA
OG0008916	LOC108608515|XP_033150028.1|DBUS	LOC108034226|XP_016964560.1|DBIA
OG0008917	LOC108600039|XP_017842664.2|DBUS	LOC108036803|XP_016968639.1|DBIA
OG0008918	LOC108607279|XP_017853463.1|DBUS, LOC108594512|XP_017835203.1|DBUS	LOC108033463|XP_016963288.1|DBIA, LOC108033026|XP_016962642.1|DBIA
OG0008919	LOC108603166|XP_033150829.1|DBUS	LOC108029157|XP_016956785.1|DBIA
OG0008920	LOC108598749|XP_017840974.2|DBUS	LOC108030707|XP_016959236.1|DBIA
OG0008921	LOC108608192|XP_017854951.1|DBUS	LOC108036786|XP_016968621.1|DBIA
OG0008922	LOC108601081|XP_017844474.1|DBUS	LOC108036090|XP_016967530.1|DBIA
OG0008923	LOC108595243|XP_017835931.1|DBUS	LOC108030434|XP_016958809.1|DBIA
OG0008924	LOC108597105|XP_017838966.1|DBUS	LOC108022846|XP_016947507.1|DBIA
OG0008925	LOC108596660|XP_017838136.1|DBUS	LOC108030437|XP_016958815.1|DBIA
OG0008926	LOC108595310|XP_033148948.1|DBUS	LOC108036421|XP_016968037.1|DBIA
OG0008927	LOC108595199|XP_017835875.1|DBUS	LOC108022108|XP_016946440.1|DBIA
OG0008928	LOC108595826|XP_017836605.1|DBUS	LOC108029993|XP_016957996.1|DBIA
OG0008929	LOC108594941|XP_017835564.1|DBUS, LOC108595811|XP_017836591.1|DBUS	LOC108030120|XP_016958310.1|DBIA
OG0008930	LOC108601434|XP_017844820.1|DBUS, LOC108601435|XP_017844822.1|DBUS	LOC108031316|XP_016960052.1|DBIA
OG0008931	LOC108595531|XP_017836274.1|DBUS	LOC108036236|XP_016967733.1|DBIA
OG0008932	LOC108595974|XP_017836750.1|DBUS	LOC108022403|XP_016946778.1|DBIA
OG0008933	LOC108595916|XP_017836696.1|DBUS	LOC108022380|XP_016946751.1|DBIA
OG0008935	LOC108595216|XP_017835893.1|DBUS	LOC108029923|XP_016957907.1|DBIA
OG0008936	LOC108597477|XP_017839541.1|DBUS	LOC108023012|XP_016947734.1|DBIA
OG0008937	LOC108596193|XP_017837198.1|DBUS	LOC108036515|XP_016968209.1|DBIA
OG0008939	LOC108597141|XP_017839022.1|DBUS	LOC108029652|XP_016957565.1|DBIA
OG0008940	LOC108596985|XP_017838730.2|DBUS	LOC108022713|XP_016947278.1|DBIA
OG0008941	LOC108606867|XP_017852867.1|DBUS	LOC108021956|XP_016946275.1|DBIA
OG0008942	LOC108605530|XP_017850770.1|DBUS	LOC108023608|XP_016948704.1|DBIA
OG0008943	LOC108607008|XP_017853077.1|DBUS	LOC108023755|XP_016948882.1|DBIA
OG0008944	LOC108606849|XP_017852835.1|DBUS	LOC108026223|XP_016952540.1|DBIA
OG0008945	LOC108607045|XP_017853140.1|DBUS	LOC108023744|XP_016948871.1|DBIA
OG0008946	LOC108606126|XP_017851470.1|DBUS	LOC108025894|XP_016952065.1|DBIA
OG0008947	LOC108605008|XP_017850063.1|DBUS, LOC108605009|XP_017850064.1|DBUS	LOC108024084|XP_016949347.1|DBIA
OG0008948	LOC108604910|XP_033150174.1|DBUS	LOC108023555|XP_016948627.1|DBIA
OG0008949	LOC108599367|XP_017841661.1|DBUS	LOC108028538|XP_016955924.1|DBIA
OG0008950	LOC108605621|XP_017850892.1|DBUS	LOC108025674|XP_016951700.1|DBIA
OG0008951	LOC108599364|XP_017841654.2|DBUS	LOC108034669|XP_016965096.1|DBIA
OG0008952	LOC108606079|XP_017851412.1|DBUS	LOC108033018|XP_016962634.1|DBIA
OG0008953	LOC108599883|XP_017842553.1|DBUS	LOC108030762|XP_016959302.1|DBIA
OG0008954	LOC117134721|XP_033149196.1|DBUS	LOC108029007|XP_016956540.1|DBIA
OG0008955	LOC108598312|XP_017840417.1|DBUS	LOC108028177|XP_016955328.1|DBIA
OG0008956	LOC108598186|XP_017840291.2|DBUS	LOC108036312|XP_016967811.1|DBIA
OG0008957	LOC108600104|XP_033149721.1|DBUS	LOC108035540|XP_016966696.1|DBIA, LOC108034450|XP_016964823.1|DBIA
OG0008958	LOC108598586|XP_017840769.1|DBUS	LOC108030848|XP_016959475.1|DBIA
OG0008959	LOC108599136|XP_017841414.1|DBUS	LOC108028097|XP_016955231.1|DBIA
OG0008960	LOC108601059|XP_033149669.1|DBUS	LOC108035085|XP_016965990.1|DBIA
OG0008961	LOC108600293|XP_017843266.2|DBUS	LOC108033745|XP_016963793.1|DBIA
OG0008962	LOC108606965|XP_017853016.1|DBUS	LOC108023900|XP_016949075.1|DBIA
OG0008963	LOC108604980|XP_017850039.1|DBUS	LOC108032957|XP_016962517.1|DBIA
OG0008964	LOC108605776|XP_017851068.1|DBUS	LOC108023198|XP_016947945.1|DBIA
OG0008965	LOC108607511|XP_017853867.2|DBUS, LOC117134868|XP_033150094.1|DBUS	LOC108034727|XP_016965159.1|DBIA
OG0008966	LOC108603243|XP_017848644.2|DBUS	LOC108032416|XP_016961724.1|DBIA
OG0008967	LOC108599163|XP_017841439.1|DBUS	LOC108035586|XP_016966746.1|DBIA
OG0008968	LOC108602977|XP_017846854.1|DBUS	LOC108027720|XP_016954762.1|DBIA
OG0008969	LOC108605685|XP_017850969.1|DBUS, LOC108604862|XP_017849965.1|DBUS	LOC108027719|XP_016954758.1|DBIA
OG0008970	LOC108603208|XP_017847287.1|DBUS	LOC108027692|XP_016954728.1|DBIA
OG0008971	LOC108599007|XP_017841272.1|DBUS	LOC108034749|XP_016965186.1|DBIA
OG0008972	LOC108599116|XP_017841394.1|DBUS	LOC108028053|XP_016955181.1|DBIA
OG0008973	LOC108599016|XP_017841284.2|DBUS	LOC108030528|XP_016958907.1|DBIA
OG0008975	LOC117134848|XP_033149918.1|DBUS	LOC108024342|XP_016949733.1|DBIA, LOC108036311|XP_016967810.1|DBIA
OG0008978	LOC108595754|XP_017836533.1|DBUS	LOC108029992|XP_016957995.1|DBIA
OG0008979	LOC108600095|XP_017842950.1|DBUS	LOC108032326|XP_016961624.1|DBIA
OG0008985	LOC108598105|XP_017840211.2|DBUS	LOC108034785|XP_016965233.1|DBIA
OG0008987	LOC108607485|XP_017853816.1|DBUS	LOC108029092|XP_016956671.1|DBIA
OG0008989	LOC108605620|XP_017850890.1|DBUS	LOC108025862|XP_016952019.1|DBIA
OG0008990	LOC108598189|XP_033149564.1|DBUS	LOC108034595|XP_016965016.1|DBIA
OG0008992	LOC108601592|XP_017844980.1|DBUS	LOC108032253|XP_016961607.1|DBIA
OG0008993	LOC108600777|XP_033149508.1|DBUS	LOC108028573|XP_016955968.1|DBIA
OG0008994	LOC108607543|XP_017853917.1|DBUS	LOC108036106|XP_016967569.1|DBIA
OG0008995	LOC108595607|XP_017836362.1|DBUS	LOC108026939|XP_016953641.1|DBIA
OG0008997	LOC108606395|XP_017851962.1|DBUS	LOC108023379|XP_016948273.1|DBIA
OG0008999	LOC108605412|XP_017850570.2|DBUS	LOC108027482|XP_016954416.1|DBIA
OG0009001	LOC108594396|XP_017835051.2|DBUS	LOC108033908|XP_016964063.1|DBIA
OG0009002	LOC108604031|XP_017848772.1|DBUS	LOC108031554|XP_016960585.1|DBIA
OG0009003	LOC108598940|XP_017841195.2|DBUS	LOC108028136|XP_016955281.1|DBIA
OG0009005	LOC108608535|XP_017855438.2|DBUS	LOC108036747|XP_016968545.1|DBIA
OG0009006	LOC108603495|XP_017847842.1|DBUS	LOC108032227|XP_016961579.1|DBIA
OG0009007	LOC108598451|XP_017840582.1|DBUS	LOC108030998|XP_016959691.1|DBIA
OG0009008	LOC108602927|XP_017846757.1|DBUS	LOC108031350|XP_016960104.1|DBIA
OG0009009	LOC108598124|XP_017840230.1|DBUS	LOC108028931|XP_016956442.1|DBIA
OG0009010	LOC108600584|XP_017843747.1|DBUS	LOC108035230|XP_016966248.1|DBIA
OG0009011	LOC108599744|XP_017842243.1|DBUS	LOC108034838|XP_016965449.1|DBIA
OG0009012	LOC108596572|XP_017837970.1|DBUS	LOC108026902|XP_016953600.1|DBIA
OG0009013	LOC108606656|XP_017852462.1|DBUS	LOC108023530|XP_016948583.1|DBIA
OG0009014	LOC108599755|XP_017842258.1|DBUS	LOC108034868|XP_016965540.1|DBIA
OG0009015	LOC108600998|XP_017844352.1|DBUS	LOC108028510|XP_016955882.1|DBIA
OG0009016	LOC108599909|XP_017842595.1|DBUS	LOC108035411|XP_016966520.1|DBIA
OG0009017	LOC108596538|XP_017837919.1|DBUS	LOC108027872|XP_016954975.1|DBIA
OG0009018	LOC108607365|XP_017853569.1|DBUS	LOC108036017|XP_016967427.1|DBIA
OG0009019	LOC108607395|XP_017853652.1|DBUS	LOC108024910|XP_016950571.1|DBIA
OG0009020	LOC108601695|XP_017845094.1|DBUS	LOC108026426|XP_016952847.1|DBIA
OG0009021	LOC108604638|XP_017849676.1|DBUS	LOC108032926|XP_016962484.1|DBIA
OG0009022	LOC108602118|XP_017845632.2|DBUS	LOC108023488|XP_016948506.1|DBIA
OG0009023	LOC108602505|XP_033149978.1|DBUS	LOC108024417|XP_016949822.1|DBIA
OG0009024	LOC108603177|XP_017847226.1|DBUS	LOC108031598|XP_016960665.1|DBIA
OG0009025	LOC108602944|XP_017846781.1|DBUS	LOC108027232|XP_016954054.1|DBIA
OG0009026	LOC108601490|XP_017844876.1|DBUS	LOC108026425|XP_016952846.1|DBIA
OG0009027	LOC108596368|XP_017837523.1|DBUS	LOC108029491|XP_016957249.1|DBIA
OG0009028	LOC108598916|XP_017841169.2|DBUS	LOC108035506|XP_016966655.1|DBIA
OG0009029	LOC108608401|XP_017855248.1|DBUS	LOC108023832|XP_016948967.1|DBIA
OG0009030	LOC108607635|XP_017854048.1|DBUS	LOC108027815|XP_016954882.1|DBIA
OG0009031	LOC108604410|XP_017849366.1|DBUS	LOC108027361|XP_016954272.1|DBIA
OG0009032	LOC108604411|XP_017849367.1|DBUS	LOC108027362|XP_016954273.1|DBIA
OG0009033	LOC108594225|XP_017834824.2|DBUS	LOC108036793|XP_016968629.1|DBIA
OG0009034	LOC108594500|XP_017835099.1|DBUS	LOC108032755|XP_016962234.1|DBIA
OG0009035	LOC108602895|XP_017850788.1|DBUS	LOC108032815|XP_016962318.1|DBIA
OG0009036	LOC108594633|XP_033150954.1|DBUS	LOC108036577|XP_016968318.1|DBIA
OG0009037	LOC108596920|XP_017838627.2|DBUS	LOC108034842|XP_016965466.1|DBIA
OG0009038	LOC108602766|XP_017846427.1|DBUS	LOC108024739|XP_016950325.1|DBIA
OG0009039	LOC108602268|XP_017845812.1|DBUS	LOC108026173|XP_016952435.1|DBIA
OG0009040	LOC108595439|XP_017836160.1|DBUS	LOC108022175|XP_016946508.1|DBIA
OG0009041	LOC108603733|XP_017848271.1|DBUS	LOC108031673|XP_016960802.1|DBIA
OG0009043	LOC108607823|XP_017854360.1|DBUS	LOC108032748|XP_016962225.1|DBIA
OG0009044	LOC108607480|XP_017853810.2|DBUS	LOC108029085|XP_016956661.1|DBIA
OG0009045	LOC108604284|XP_017849176.1|DBUS	LOC108027343|XP_016954250.1|DBIA
OG0009046	LOC108600640|XP_033149454.1|DBUS	LOC108030835|XP_016959448.1|DBIA
OG0009047	LOC108595318|XP_017836027.1|DBUS	LOC108030441|XP_016958820.1|DBIA
OG0009048	LOC108600047|XP_017842885.1|DBUS	LOC108032517|XP_016961841.1|DBIA
OG0009049	LOC108602103|XP_017845616.1|DBUS	LOC108026277|XP_016952629.1|DBIA
OG0009050	LOC108603311|XP_017847501.2|DBUS	LOC108032551|XP_016961917.1|DBIA
OG0009051	LOC108596579|XP_017837992.1|DBUS	LOC108029593|XP_016957450.1|DBIA
OG0009052	LOC108604570|XP_017849589.1|DBUS	LOC108027446|XP_016954386.1|DBIA
OG0009053	LOC108603377|XP_017847634.1|DBUS	LOC108026360|XP_016952756.1|DBIA
OG0009054	LOC108603851|XP_017848493.1|DBUS	LOC108031920|XP_016961180.1|DBIA
OG0009055	LOC108598937|XP_017841191.1|DBUS	LOC108033617|XP_016963469.1|DBIA
OG0009056	LOC108608468|XP_017855344.2|DBUS	LOC108033375|XP_016963182.1|DBIA
OG0009057	LOC108599697|XP_017842183.1|DBUS	LOC108029017|XP_016956555.1|DBIA
OG0009058	LOC108607348|XP_017853521.1|DBUS	LOC108036006|XP_016967391.1|DBIA
OG0009059	LOC108601026|XP_017844392.1|DBUS	LOC108028736|XP_016956191.1|DBIA
OG0009060	LOC108601472|XP_017844860.1|DBUS	LOC108024602|XP_016950105.1|DBIA
OG0009061	LOC108596928|XP_017838638.1|DBUS	LOC108022748|XP_016947330.1|DBIA
OG0009062	LOC108595236|XP_017835924.1|DBUS	LOC108036337|XP_016967868.1|DBIA
OG0009064	LOC108595053|XP_017835685.1|DBUS	LOC108030031|XP_016958077.1|DBIA
OG0009065	LOC108604505|XP_017849492.1|DBUS	LOC108024725|XP_016950308.1|DBIA
OG0009066	LOC108599019|XP_017841288.2|DBUS	LOC108034516|XP_016964929.1|DBIA
OG0009067	LOC108599986|XP_017842747.1|DBUS	LOC108030817|XP_016959406.1|DBIA
OG0009068	LOC108596265|XP_017837313.1|DBUS	LOC108029914|XP_016957896.1|DBIA
OG0009069	LOC108594379|XP_017835028.1|DBUS	LOC108033315|XP_016963083.1|DBIA
OG0009070	LOC108597566|XP_017839664.1|DBUS	LOC108036600|XP_016968349.1|DBIA
OG0009071	LOC108602884|XP_017846675.1|DBUS	LOC108026141|XP_016952359.1|DBIA
OG0009072	LOC108602266|XP_017845810.1|DBUS	LOC108027329|XP_016954228.1|DBIA
OG0009073	LOC108604322|XP_017849234.1|DBUS	LOC108032136|XP_016961460.1|DBIA
OG0009074	LOC108604626|XP_017849663.1|DBUS	LOC108024968|XP_016950700.1|DBIA
OG0009075	LOC108601932|XP_017845399.1|DBUS	LOC108032930|XP_016962489.1|DBIA
OG0009076	LOC108604596|XP_017849618.1|DBUS	LOC108031845|XP_016961084.1|DBIA
OG0009077	LOC108598138|XP_017840244.1|DBUS, LOC108605362|XP_017850520.1|DBUS	LOC108032916|XP_016962468.1|DBIA
OG0009078	LOC108603588|XP_017848018.1|DBUS	LOC108024517|XP_016949957.1|DBIA
OG0009079	LOC108603498|XP_017847850.1|DBUS	LOC108031411|XP_016960297.1|DBIA
OG0009081	LOC108602661|XP_017846296.1|DBUS	LOC108025156|XP_016950922.1|DBIA
OG0009082	LOC108602148|XP_017845669.1|DBUS	LOC108024378|XP_016949770.1|DBIA
OG0009083	LOC108605374|XP_033150268.1|DBUS	LOC108023794|XP_016948922.1|DBIA
OG0009084	LOC108604805|XP_017849896.1|DBUS	LOC108031790|XP_016960992.1|DBIA
OG0009086	LOC108604420|XP_017849375.1|DBUS	LOC108024982|XP_016950719.1|DBIA
OG0009087	LOC108604075|XP_017848833.1|DBUS	LOC108024801|XP_016950410.1|DBIA
OG0009088	LOC108601577|XP_033149787.1|DBUS	LOC108025400|XP_016951366.1|DBIA
OG0009089	LOC108607075|XP_017853184.1|DBUS	LOC108024351|XP_016949742.1|DBIA
OG0009090	LOC108602991|XP_017846874.1|DBUS	LOC108025427|XP_016951401.1|DBIA
OG0009091	LOC108602223|XP_017845759.1|DBUS	LOC108024934|XP_016950621.1|DBIA
OG0009092	LOC108602190|XP_017845726.2|DBUS	LOC108027434|XP_016954371.1|DBIA
OG0009093	LOC108603334|XP_017847548.1|DBUS	LOC108024759|XP_016950360.1|DBIA
OG0009094	LOC108601382|XP_017844771.1|DBUS	LOC108026093|XP_016952282.1|DBIA
OG0009095	LOC108601381|XP_033149909.1|DBUS	LOC108025988|XP_016952170.1|DBIA
OG0009096	LOC108602612|XP_017846238.1|DBUS	LOC108025139|XP_016950901.1|DBIA
OG0009097	LOC108602651|XP_017846286.1|DBUS	LOC108025154|XP_016950920.1|DBIA
OG0009098	LOC108604386|XP_017849331.1|DBUS	LOC108025389|XP_016951350.1|DBIA
OG0009099	LOC108604609|XP_017849637.1|DBUS	LOC108025482|XP_016951486.1|DBIA
OG0009100	LOC108600459|XP_033149877.1|DBUS	LOC108028985|XP_016956515.1|DBIA
OG0009101	LOC108607525|XP_017853931.1|DBUS	LOC108027721|XP_016954763.1|DBIA
OG0009102	LOC108608526|XP_017855425.1|DBUS	LOC108029137|XP_016956749.1|DBIA
OG0009103	LOC108608205|XP_017854967.1|DBUS	LOC108029009|XP_016956542.1|DBIA
OG0009104	LOC108603764|XP_017848342.1|DBUS	LOC108029264|XP_016956952.1|DBIA
OG0009105	LOC108601893|XP_017845361.1|DBUS	LOC108036812|XP_016968650.1|DBIA
OG0009106	LOC108608319|XP_017855179.2|DBUS	LOC108032807|XP_016962307.1|DBIA
OG0009107	LOC108597936|XP_017840044.1|DBUS	LOC108034227|XP_016964562.1|DBIA
OG0009108	LOC108602001|XP_017845491.1|DBUS	LOC108026434|XP_016952859.1|DBIA
OG0009109	LOC108607867|XP_017854444.1|DBUS	LOC108034319|XP_016964678.1|DBIA
OG0009110	LOC108607534|XP_017853903.1|DBUS	LOC108029058|XP_016956614.1|DBIA
OG0009111	LOC108598670|XP_017840875.1|DBUS	LOC108035100|XP_016966015.1|DBIA
