Orthogroup	DBUS.longest_only	DSER.longest_only
OG0009014	LOC108599755|XP_017842258.1|DBUS	LOC110188515|XP_020813910.1|DSER
OG0009015	LOC108600998|XP_017844352.1|DBUS	LOC110176733|XP_020798835.1|DSER
OG0009016	LOC108599909|XP_017842595.1|DBUS	LOC110189073|XP_020814702.1|DSER
OG0009017	LOC108596538|XP_017837919.1|DBUS	LOC110185609|XP_020810213.1|DSER
OG0009018	LOC108607365|XP_017853569.1|DBUS	LOC110185462|XP_020809962.1|DSER
OG0009019	LOC108607395|XP_017853652.1|DBUS	LOC110185399|XP_020809845.1|DSER
OG0009020	LOC108601695|XP_017845094.1|DBUS	LOC110191713|XP_020818287.1|DSER
OG0009021	LOC108604638|XP_017849676.1|DBUS	LOC110187668|XP_020812747.1|DSER
OG0009022	LOC108602118|XP_017845632.2|DBUS	LOC110187817|XP_020812954.1|DSER
OG0009023	LOC108602505|XP_033149978.1|DBUS	LOC110177384|XP_020799744.1|DSER
OG0009024	LOC108603177|XP_017847226.1|DBUS	LOC110188822|XP_020814369.1|DSER
OG0009025	LOC108602944|XP_017846781.1|DBUS	LOC110191272|XP_020817726.1|DSER
OG0009026	LOC108601490|XP_017844876.1|DBUS	LOC110176421|XP_020798424.1|DSER
OG0009027	LOC108596368|XP_017837523.1|DBUS	LOC110178536|XP_020801355.1|DSER
OG0009028	LOC108598916|XP_017841169.2|DBUS	LOC110190691|XP_020816962.1|DSER
OG0009029	LOC108608401|XP_017855248.1|DBUS	LOC110185742|XP_020810392.1|DSER
OG0009030	LOC108607635|XP_017854048.1|DBUS	LOC110185621|XP_020810229.1|DSER
OG0009031	LOC108604410|XP_017849366.1|DBUS	LOC110188338|XP_020813704.1|DSER
OG0009032	LOC108604411|XP_017849367.1|DBUS	LOC110188339|XP_020813705.1|DSER
OG0009033	LOC108594225|XP_017834824.2|DBUS	LOC110182608|XP_020806329.1|DSER
OG0009034	LOC108594500|XP_017835099.1|DBUS	LOC110182374|XP_020806073.1|DSER
OG0009035	LOC108602895|XP_017850788.1|DBUS	LOC110183447|XP_020807386.1|DSER
OG0009036	LOC108594633|XP_033150954.1|DBUS	LOC110178289|XP_020801023.1|DSER
OG0009037	LOC108596920|XP_017838627.2|DBUS	LOC110183759|XP_020807776.1|DSER, LOC110178065|XP_020800731.1|DSER
OG0009038	LOC108602766|XP_017846427.1|DBUS	LOC110189019|XP_020814639.1|DSER
OG0009039	LOC108602268|XP_017845812.1|DBUS	LOC110191926|XP_020818586.1|DSER
OG0009040	LOC108595439|XP_017836160.1|DBUS	LOC110190993|XP_020817367.1|DSER
OG0009041	LOC108603733|XP_017848271.1|DBUS	LOC110188389|XP_020813768.1|DSER
OG0009043	LOC108607823|XP_017854360.1|DBUS	LOC110185805|XP_020810469.1|DSER
OG0009044	LOC108607480|XP_017853810.2|DBUS	LOC110182309|XP_020805984.1|DSER
OG0009045	LOC108604284|XP_017849176.1|DBUS	LOC110191732|XP_020818316.1|DSER
OG0009046	LOC108600640|XP_033149454.1|DBUS	LOC110191346|XP_020817852.1|DSER
OG0009047	LOC108595318|XP_017836027.1|DBUS	LOC110189379|XP_020815085.1|DSER
OG0009048	LOC108600047|XP_017842885.1|DBUS	LOC110185080|XP_020809419.1|DSER
OG0009049	LOC108602103|XP_017845616.1|DBUS	LOC110191739|XP_020818328.1|DSER
OG0009050	LOC108603311|XP_017847501.2|DBUS	LOC110186014|XP_020810709.1|DSER
OG0009051	LOC108596579|XP_017837992.1|DBUS	LOC110179640|XP_020802913.1|DSER
OG0009052	LOC108604570|XP_017849589.1|DBUS	LOC110185303|XP_020809717.1|DSER
OG0009053	LOC108603377|XP_017847634.1|DBUS	LOC110186203|XP_020810922.1|DSER
OG0009054	LOC108603851|XP_017848493.1|DBUS	LOC110176575|XP_020798644.1|DSER
OG0009055	LOC108598937|XP_017841191.1|DBUS	LOC110181425|XP_020804825.1|DSER
OG0009056	LOC108608468|XP_017855344.2|DBUS	LOC110185607|XP_020810211.1|DSER
OG0009057	LOC108599697|XP_017842183.1|DBUS	LOC110181870|XP_020805453.1|DSER
OG0009058	LOC108607348|XP_017853521.1|DBUS	LOC110185401|XP_020809859.1|DSER
OG0009059	LOC108601026|XP_017844392.1|DBUS	LOC110185192|XP_020809575.1|DSER
OG0009060	LOC108601472|XP_017844860.1|DBUS	LOC110186320|XP_020811119.1|DSER
OG0009061	LOC108596928|XP_017838638.1|DBUS	LOC110176326|XP_020798304.1|DSER
OG0009062	LOC108595236|XP_017835924.1|DBUS	LOC110181605|XP_020805064.1|DSER
OG0009064	LOC108595053|XP_017835685.1|DBUS	LOC110177706|XP_020800201.1|DSER
OG0009065	LOC108604505|XP_017849492.1|DBUS	LOC110185490|XP_020810044.1|DSER
OG0009066	LOC108599019|XP_017841288.2|DBUS	LOC110190598|XP_020816851.1|DSER
OG0009067	LOC108599986|XP_017842747.1|DBUS	LOC110190317|XP_020816365.1|DSER
OG0009068	LOC108596265|XP_017837313.1|DBUS	LOC110191562|XP_020818098.1|DSER
OG0009069	LOC108594379|XP_017835028.1|DBUS	LOC110184971|XP_020809278.1|DSER
OG0009070	LOC108597566|XP_017839664.1|DBUS	LOC110179319|XP_020802471.1|DSER
OG0009071	LOC108602884|XP_017846675.1|DBUS	LOC110191945|XP_020818624.1|DSER
OG0009072	LOC108602266|XP_017845810.1|DBUS	LOC110188498|XP_020813888.1|DSER
OG0009073	LOC108604322|XP_017849234.1|DBUS	LOC110188709|XP_020814176.1|DSER
OG0009074	LOC108604626|XP_017849663.1|DBUS	LOC110186698|XP_020811629.1|DSER
OG0009075	LOC108601932|XP_017845399.1|DBUS	LOC110187673|XP_020812754.1|DSER
OG0009076	LOC108604596|XP_017849618.1|DBUS	LOC110188507|XP_020813900.1|DSER
OG0009077	LOC108598138|XP_017840244.1|DBUS, LOC108605362|XP_017850520.1|DBUS	LOC110187755|XP_020812875.1|DSER
OG0009078	LOC108603588|XP_017848018.1|DBUS	LOC110189949|XP_020815899.1|DSER
OG0009079	LOC108603498|XP_017847850.1|DBUS	LOC110186356|XP_020811166.1|DSER
OG0009081	LOC108602661|XP_017846296.1|DBUS	LOC110186224|XP_020810946.1|DSER
OG0009082	LOC108602148|XP_017845669.1|DBUS	LOC110188375|XP_020813749.1|DSER
OG0009083	LOC108605374|XP_033150268.1|DBUS	LOC110184528|XP_020808762.1|DSER
OG0009084	LOC108604805|XP_017849896.1|DBUS	LOC110186355|XP_020811161.1|DSER
OG0009086	LOC108604420|XP_017849375.1|DBUS	LOC110176405|XP_020798403.1|DSER
OG0009087	LOC108604075|XP_017848833.1|DBUS	LOC110177444|XP_020799836.1|DSER
OG0009088	LOC108601577|XP_033149787.1|DBUS	LOC110186278|XP_020811051.1|DSER
OG0009089	LOC108607075|XP_017853184.1|DBUS	LOC110181700|XP_020805202.1|DSER
OG0009090	LOC108602991|XP_017846874.1|DBUS	LOC110176461|XP_020798477.1|DSER
OG0009091	LOC108602223|XP_017845759.1|DBUS	LOC110188434|XP_020813820.1|DSER
OG0009092	LOC108602190|XP_017845726.2|DBUS	LOC110188527|XP_020813931.1|DSER
OG0009093	LOC108603334|XP_017847548.1|DBUS	LOC110186579|XP_020811455.1|DSER, LOC110186571|XP_020811443.1|DSER
OG0009095	LOC108601381|XP_033149909.1|DBUS	LOC110186316|XP_020811098.1|DSER
OG0009096	LOC108602612|XP_017846238.1|DBUS	LOC110186332|XP_020811137.1|DSER
OG0009097	LOC108602651|XP_017846286.1|DBUS	LOC110186333|XP_020811138.1|DSER
OG0009098	LOC108604386|XP_017849331.1|DBUS	LOC110186422|XP_020811261.1|DSER
OG0009099	LOC108604609|XP_017849637.1|DBUS	LOC110186403|XP_020811228.1|DSER
OG0009100	LOC108600459|XP_033149877.1|DBUS	LOC110182387|XP_020806086.1|DSER
OG0009101	LOC108607525|XP_017853931.1|DBUS	LOC110185997|XP_020810684.1|DSER
OG0009102	LOC108608526|XP_017855425.1|DBUS	LOC110187566|XP_020812614.1|DSER
OG0009103	LOC108608205|XP_017854967.1|DBUS	LOC110187585|XP_020812631.1|DSER
OG0009104	LOC108603764|XP_017848342.1|DBUS	LOC110187583|XP_020812629.1|DSER
OG0009105	LOC108601893|XP_017845361.1|DBUS	LOC110181288|XP_020804669.1|DSER, LOC110183952|XP_020807969.1|DSER, LOC110183948|XP_020807968.1|DSER
OG0009106	LOC108608319|XP_017855179.2|DBUS	LOC110182227|XP_020805912.1|DSER, LOC110178422|XP_020801221.1|DSER
OG0009107	LOC108597936|XP_017840044.1|DBUS	LOC110182666|XP_020806404.1|DSER, LOC110180301|XP_020803614.1|DSER
OG0009108	LOC108602001|XP_017845491.1|DBUS	LOC110191794|XP_020818403.1|DSER
OG0009109	LOC108607867|XP_017854444.1|DBUS	LOC110183028|XP_020806874.1|DSER
OG0009110	LOC108607534|XP_017853903.1|DBUS	LOC110187601|XP_020812652.1|DSER
OG0009111	LOC108598670|XP_017840875.1|DBUS	LOC110190157|XP_020816152.1|DSER
OG0009112	LOC108607927|XP_017854530.1|DBUS	LOC110178197|XP_020800890.1|DSER
OG0009113	LOC108596470|XP_033149904.1|DBUS	LOC110183434|XP_020807374.1|DSER
OG0009114	LOC108600905|XP_017844224.1|DBUS	LOC110178149|XP_020800836.1|DSER
OG0009115	LOC108606099|XP_017851434.2|DBUS	LOC110186099|XP_020810800.1|DSER
OG0009116	LOC108594797|XP_017835428.1|DBUS	LOC110186078|XP_020810772.1|DSER
OG0009117	LOC108603487|XP_017847554.2|DBUS	LOC110182707|XP_020806463.1|DSER
OG0009119	LOC108607748|XP_017854265.1|DBUS	LOC110186122|XP_020810830.1|DSER
OG0009120	LOC108598062|XP_033149586.1|DBUS	LOC110190722|XP_020817003.1|DSER
OG0009121	LOC108597079|XP_017838903.1|DBUS	LOC110184056|XP_020808092.1|DSER
OG0009122	LOC108595756|XP_017836535.1|DBUS	LOC110178489|XP_020801293.1|DSER
OG0009123	LOC108595877|XP_017836656.1|DBUS	LOC110182909|XP_020806727.1|DSER
OG0009124	LOC108594848|XP_017835475.1|DBUS	LOC110185992|XP_020810678.1|DSER
OG0009125	LOC108595550|XP_017836297.1|DBUS	LOC110189578|XP_020815370.1|DSER
OG0009127	LOC108596278|XP_017837339.1|DBUS	LOC110178190|XP_020800885.1|DSER
OG0009128	LOC108595788|XP_017836569.1|DBUS	LOC110189695|XP_020815529.1|DSER
OG0009129	LOC108595784|XP_017836565.1|DBUS	LOC110179958|XP_020803201.1|DSER
OG0009130	LOC108595246|XP_017835936.1|DBUS	LOC110182891|XP_020806695.1|DSER
OG0009131	LOC108596790|XP_017838382.1|DBUS	LOC110182945|XP_020806789.1|DSER
OG0009132	LOC108596810|XP_017838414.1|DBUS	LOC110184068|XP_020808107.1|DSER
OG0009133	LOC108594714|XP_017835342.1|DBUS	LOC110180840|XP_020804178.1|DSER
OG0009134	LOC108594827|XP_017835454.1|DBUS, LOC108594826|XP_017835453.1|DBUS	LOC110178255|XP_020800968.1|DSER
OG0009135	LOC108594646|XP_017835277.1|DBUS	LOC110188962|XP_020814564.1|DSER
OG0009136	LOC108596068|XP_017836951.1|DBUS	LOC110178282|XP_020801012.1|DSER
OG0009137	LOC108597740|XP_017839930.1|DBUS	LOC110178224|XP_020800927.1|DSER
OG0009138	LOC108595835|XP_017836614.1|DBUS	LOC110178226|XP_020800933.1|DSER
OG0009139	LOC108596276|XP_017837337.1|DBUS	LOC110176772|XP_020798874.1|DSER
OG0009140	LOC108595502|XP_017836244.1|DBUS	LOC110177401|XP_020799768.1|DSER
OG0009141	LOC108595495|XP_017836237.1|DBUS	LOC110189613|XP_020815408.1|DSER
OG0009142	LOC108596135|XP_017837091.1|DBUS	LOC110189662|XP_020815466.1|DSER
OG0009143	LOC108594932|XP_017835555.1|DBUS	LOC110179977|XP_020803226.1|DSER
OG0009144	LOC108595783|XP_017836564.1|DBUS	LOC110180320|XP_020803638.1|DSER
OG0009145	LOC108595500|XP_017836241.1|DBUS	LOC110177757|XP_020800279.1|DSER
OG0009146	LOC108597422|XP_017839463.1|DBUS	LOC110189476|XP_020815216.1|DSER
OG0009147	LOC108594996|XP_017835618.1|DBUS	LOC110183261|XP_020807149.1|DSER, LOC110187292|XP_020812373.1|DSER
OG0009148	LOC108597434|XP_017839481.1|DBUS	LOC110179568|XP_020802816.1|DSER
OG0009149	LOC108595641|XP_033149012.1|DBUS	LOC110181714|XP_020805227.1|DSER
OG0009150	LOC108600034|XP_017842861.1|DBUS	LOC110180254|XP_020803604.1|DSER
OG0009151	LOC108596607|XP_017838027.1|DBUS	LOC110179320|XP_020802470.1|DSER
OG0009152	LOC108596530|XP_017838211.1|DBUS	LOC110191790|XP_020818404.1|DSER
OG0009153	LOC108595603|XP_017836358.1|DBUS	LOC110191658|XP_020818215.1|DSER
OG0009154	LOC108604273|XP_017849161.1|DBUS	LOC110177437|XP_020799823.1|DSER
OG0009155	LOC108595479|XP_017836217.1|DBUS	LOC110178246|XP_020800956.1|DSER
OG0009156	LOC108601269|XP_017844320.1|DBUS	LOC110183784|XP_020807799.1|DSER, LOC110179291|XP_020802435.1|DSER
OG0009157	LOC108598610|XP_017840797.2|DBUS	LOC110181392|XP_020804786.1|DSER
OG0009158	LOC108598714|XP_017840932.1|DBUS	LOC110178712|XP_020801574.1|DSER
OG0009159	LOC108606438|XP_017852039.1|DBUS	LOC110184273|XP_020808397.1|DSER
OG0009160	LOC108607014|XP_017853086.1|DBUS	LOC110180188|XP_020803503.1|DSER
OG0009161	LOC108606775|XP_017852683.1|DBUS	LOC110183498|XP_020807440.1|DSER
OG0009162	LOC108598999|XP_017841265.1|DBUS	LOC110190161|XP_020816155.1|DSER
OG0009163	LOC108601164|XP_017844585.1|DBUS	LOC110190640|XP_020816896.1|DSER
OG0009164	LOC108598602|XP_017840786.2|DBUS	LOC110177551|XP_020799980.1|DSER
OG0009165	LOC108597968|XP_033149605.1|DBUS	LOC110184694|XP_020808965.1|DSER
OG0009166	LOC108597887|XP_017839994.1|DBUS	LOC110178882|XP_020801815.1|DSER
OG0009167	LOC108600282|XP_017843241.1|DBUS	LOC110190486|XP_020816658.1|DSER
OG0009168	LOC108600283|XP_017843242.1|DBUS	LOC110190487|XP_020816659.1|DSER
OG0009169	LOC108599735|XP_017842232.2|DBUS	LOC110190561|XP_020816782.1|DSER
OG0009170	LOC108598893|XP_017841143.1|DBUS	LOC110190582|XP_020816829.1|DSER
OG0009171	LOC108598596|XP_017840779.1|DBUS	LOC110190375|XP_020816447.1|DSER
OG0009172	LOC108600205|XP_017843110.1|DBUS, LOC108598087|XP_017840190.1|DBUS	LOC110178891|XP_020801824.1|DSER
OG0009173	LOC108599838|XP_017842437.1|DBUS	LOC110188871|XP_020814443.1|DSER
OG0009175	LOC108607869|XP_017854450.1|DBUS	LOC110183873|XP_020807885.1|DSER, LOC110183888|XP_020807892.1|DSER, LOC110178074|XP_020800738.1|DSER
OG0009176	LOC108598781|XP_017841010.2|DBUS	LOC110190023|XP_020815979.1|DSER
OG0009177	LOC108599507|XP_017841904.1|DBUS, LOC108599131|XP_017841408.2|DBUS, LOC108598870|XP_017841118.1|DBUS, LOC108599284|XP_017841571.1|DBUS, LOC108594830|XP_017835457.1|DBUS, LOC108598872|XP_017841121.1|DBUS, LOC108594832|XP_017835458.1|DBUS, LOC108608423|XP_017855282.2|DBUS	LOC110179979|XP_020803227.1|DSER
OG0009178	LOC108598884|XP_017841134.2|DBUS	LOC110179975|XP_020803220.1|DSER
OG0009179	LOC108599208|XP_017841492.1|DBUS	LOC110190017|XP_020815974.1|DSER
OG0009180	LOC108599056|XP_017841325.1|DBUS	LOC110185302|XP_020809712.1|DSER
OG0009181	LOC108598129|XP_017840236.1|DBUS, LOC108598277|XP_017840383.2|DBUS	LOC110184649|XP_020808909.1|DSER
OG0009182	LOC108598750|XP_033149466.1|DBUS	LOC110176217|XP_020798151.1|DSER
OG0009183	LOC108599232|XP_017841519.1|DBUS	LOC110190047|XP_020816012.1|DSER
OG0009185	LOC108598426|XP_017840541.2|DBUS	LOC110179835|XP_020803102.1|DSER
OG0009186	LOC108598959|XP_017841218.1|DBUS	LOC110176694|XP_020798785.1|DSER
OG0009187	LOC108602363|XP_017845953.1|DBUS	LOC110190850|XP_020817159.1|DSER
OG0009188	LOC108596236|XP_017837264.1|DBUS	LOC110177906|XP_020800535.1|DSER
OG0009189	LOC108598643|XP_017841264.1|DBUS	LOC110188393|XP_020813774.1|DSER
OG0009190	LOC108599260|XP_017841544.2|DBUS	LOC110188803|XP_020814337.1|DSER
OG0009191	LOC108594650|XP_017835281.1|DBUS	LOC110178306|XP_020801057.1|DSER
OG0009192	LOC108596074|XP_017836976.1|DBUS	LOC110180334|XP_020803652.1|DSER
OG0009194	LOC108606310|XP_017851843.1|DBUS	LOC110184883|XP_020809187.1|DSER, LOC110185874|XP_020810545.1|DSER
OG0009195	LOC108599024|XP_017841294.1|DBUS	LOC110184749|XP_020809038.1|DSER
OG0009196	LOC108598082|XP_033149341.1|DBUS	LOC110184701|XP_020808971.1|DSER
OG0009197	LOC108601024|XP_033149575.1|DBUS	LOC110188056|XP_020813265.1|DSER
OG0009198	LOC108598633|XP_017840823.2|DBUS, LOC108599167|XP_017841441.2|DBUS	LOC110179973|XP_020803214.1|DSER
OG0009199	LOC108599211|XP_033149402.1|DBUS	LOC110190886|XP_020817204.1|DSER, LOC110190894|XP_020817212.1|DSER
OG0009200	LOC108597073|XP_017838892.1|DBUS	LOC110179571|XP_020802815.1|DSER, LOC110180176|XP_020803496.1|DSER
OG0009201	LOC108597227|XP_017839159.1|DBUS	LOC110191550|XP_020818085.1|DSER
OG0009202	LOC108595873|XP_017836654.1|DBUS	LOC110179398|XP_020802585.1|DSER
OG0009203	LOC108595499|XP_017836240.1|DBUS	LOC110189605|XP_020815397.1|DSER
OG0009205	LOC108594891|XP_017835518.1|DBUS	LOC110182960|XP_020806810.1|DSER
OG0009206	LOC108596619|XP_017838053.1|DBUS	LOC110178620|XP_020801467.1|DSER
OG0009207	LOC108602487|XP_017846100.1|DBUS	LOC110191829|XP_020818453.1|DSER
OG0009209	LOC108602207|XP_017845743.1|DBUS	LOC110187808|XP_020812943.1|DSER, LOC110187809|XP_020812944.1|DSER
OG0009210	LOC108595573|XP_017836322.1|DBUS	LOC110191646|XP_020818201.1|DSER
OG0009211	LOC108608160|XP_017854906.1|DBUS	LOC110187444|XP_020812492.1|DSER
OG0009213	LOC117135018|XP_033150707.1|DBUS	LOC110187195|XP_020812252.1|DSER
OG0009219	LOC108601618|XP_017845006.2|DBUS	LOC110191371|XP_020817882.1|DSER
OG0009220	LOC108607059|XP_017853161.1|DBUS	LOC110179733|XP_020803009.1|DSER, LOC110179718|XP_020802992.1|DSER
OG0009221	LOC108604238|XP_017849103.1|DBUS	LOC110183377|XP_020807298.1|DSER
OG0009222	LOC108605738|XP_017851023.1|DBUS	LOC110181897|XP_020805488.1|DSER
OG0009224	LOC108601545|XP_017844933.1|DBUS	LOC110191809|XP_020818420.1|DSER
OG0009225	LOC108607163|XP_017853302.1|DBUS	LOC110182498|XP_020806206.1|DSER
OG0009226	LOC108605990|XP_033150338.1|DBUS	LOC110184164|XP_020808233.1|DSER
OG0009228	LOC108605838|XP_017851135.1|DBUS	LOC110179714|XP_020802987.1|DSER
OG0009230	LOC108594433|XP_017835096.2|DBUS	LOC110182648|XP_020806374.1|DSER
OG0009231	LOC108605106|XP_017850158.1|DBUS	LOC110187104|XP_020812169.1|DSER
OG0009236	LOC108602747|XP_017846393.1|DBUS	LOC110177547|XP_020799974.1|DSER
OG0009238	LOC108598976|XP_017841239.2|DBUS	LOC110179019|XP_020802023.1|DSER
OG0009239	LOC108598474|XP_017840612.1|DBUS	LOC110190253|XP_020816276.1|DSER
OG0009241	LOC108608428|XP_017855285.2|DBUS	LOC110185687|XP_020810314.1|DSER
OG0009243	LOC117134727|XP_033149249.1|DBUS	LOC110178220|XP_020800921.1|DSER
OG0009245	LOC108601429|XP_017844816.1|DBUS	LOC110189855|XP_020815735.1|DSER
OG0009247	LOC108602153|XP_017845675.1|DBUS	LOC110190975|XP_020817335.1|DSER
OG0009248	LOC108607036|XP_017853118.1|DBUS	LOC110175930|XP_020797768.1|DSER
OG0009249	LOC108607905|XP_033149912.1|DBUS	LOC110183437|XP_020807377.1|DSER
OG0009251	LOC108605908|XP_017851212.1|DBUS	LOC110180341|XP_020803661.1|DSER
OG0009252	LOC108606957|XP_017853004.1|DBUS	LOC110179482|XP_020802713.1|DSER
OG0009253	LOC108605634|XP_017850906.1|DBUS	LOC110184135|XP_020808205.1|DSER
OG0009254	LOC108607066|XP_017853171.1|DBUS	LOC110182650|XP_020806376.1|DSER
OG0009255	LOC108605924|XP_017851230.1|DBUS	LOC110179625|XP_020802890.1|DSER
OG0009256	LOC108607162|XP_017853301.1|DBUS	LOC110181689|XP_020805189.1|DSER
OG0009257	LOC108605768|XP_017851060.1|DBUS	LOC110181501|XP_020804930.1|DSER
OG0009258	LOC108605379|XP_033150356.1|DBUS	LOC110187046|XP_020812077.1|DSER
OG0009259	LOC108605468|XP_017850643.1|DBUS	LOC110179087|XP_020802131.1|DSER
OG0009260	LOC108606968|XP_017853020.1|DBUS	LOC110180340|XP_020803660.1|DSER
OG0009261	LOC108606455|XP_017852057.1|DBUS	LOC110191977|XP_020818661.1|DSER
OG0009262	LOC108605588|XP_017850847.1|DBUS	LOC110181588|XP_020805041.1|DSER
OG0009263	LOC108606383|XP_017851937.1|DBUS	LOC110180632|XP_020803978.1|DSER
OG0009264	LOC108605254|XP_017850363.1|DBUS	LOC110182038|XP_020805626.1|DSER
OG0009265	LOC108606635|XP_017852419.1|DBUS	LOC110181772|XP_020805306.1|DSER
OG0009267	LOC108599011|XP_017841281.2|DBUS	LOC110185717|XP_020810354.1|DSER
OG0009269	LOC108601855|XP_017845295.1|DBUS	LOC110187740|XP_020812856.1|DSER
OG0009270	LOC108594707|XP_017835336.1|DBUS	LOC110189319|XP_020815021.1|DSER
OG0009271	LOC108606901|XP_017852921.1|DBUS	LOC110179705|XP_020802974.1|DSER
OG0009272	LOC108598321|XP_017840427.1|DBUS	LOC110179696|XP_020802966.1|DSER
OG0009273	LOC108601408|XP_017844799.1|DBUS	LOC110177023|XP_020799197.1|DSER
OG0009274	LOC108599873|XP_017842514.1|DBUS	LOC110182802|XP_020806594.1|DSER
OG0009275	LOC108604978|XP_017850036.1|DBUS	LOC110179673|XP_020802943.1|DSER
OG0009276	LOC108595721|XP_017836491.1|DBUS	LOC110177760|XP_020800283.1|DSER
OG0009277	LOC108605007|XP_017850062.1|DBUS	LOC110180547|XP_020803900.1|DSER
OG0009278	LOC108604934|XP_033150259.1|DBUS	LOC110178858|XP_020801781.1|DSER
OG0009279	LOC108603585|XP_017848019.1|DBUS	LOC110185950|XP_020810628.1|DSER
OG0009280	LOC108606806|XP_017852765.1|DBUS	LOC110180537|XP_020803885.1|DSER
OG0009281	LOC108607269|XP_017853451.1|DBUS	LOC110180296|XP_020803610.1|DSER
OG0009282	LOC108606722|XP_017852597.1|DBUS	LOC110178089|XP_020800751.1|DSER
OG0009283	LOC108594498|XP_017835185.2|DBUS	LOC110183293|XP_020807184.1|DSER
OG0009284	LOC108598745|XP_017840969.1|DBUS	LOC110185214|XP_020809603.1|DSER
OG0009285	LOC108607423|XP_017853717.1|DBUS	LOC110185452|XP_020809949.1|DSER
OG0009287	LOC108599897|XP_017842577.1|DBUS	LOC110178752|XP_020801642.1|DSER
OG0009288	LOC108605055|XP_017850111.1|DBUS	LOC110181598|XP_020805050.1|DSER
OG0009290	LOC108595921|XP_017836699.1|DBUS	LOC110181406|XP_020804805.1|DSER
OG0009292	LOC108605939|XP_017851249.1|DBUS	LOC110179709|XP_020802981.1|DSER
OG0009293	LOC108606746|XP_017852633.1|DBUS	LOC110179725|XP_020803003.1|DSER
OG0009294	LOC108594867|XP_017835494.1|DBUS	LOC110186751|XP_020811713.1|DSER
OG0009295	LOC108605129|XP_033150410.1|DBUS	LOC110187107|XP_020812171.1|DSER
OG0009296	LOC108603649|XP_017848104.1|DBUS	LOC110176536|XP_020798585.1|DSER
OG0009297	LOC108601826|XP_017845256.1|DBUS	LOC110176440|XP_020798447.1|DSER
OG0009299	LOC108603655|XP_033150110.1|DBUS	LOC110187622|XP_020812676.1|DSER
OG0009300	LOC108603652|XP_017848115.1|DBUS	LOC110187620|XP_020812670.1|DSER
OG0009301	LOC108601620|XP_033150122.1|DBUS	LOC110191785|XP_020818394.1|DSER
OG0009302	LOC108601677|XP_017845075.1|DBUS	LOC110188602|XP_020814025.1|DSER
OG0009303	LOC108601302|XP_033150052.1|DBUS	LOC110188036|XP_020813238.1|DSER
OG0009304	LOC108602434|XP_017846044.1|DBUS	LOC110188707|XP_020814174.1|DSER
OG0009305	LOC108603384|XP_017847644.1|DBUS	LOC110177369|XP_020799722.1|DSER
OG0009306	LOC108605482|XP_017850662.1|DBUS	LOC110181577|XP_020805028.1|DSER
OG0009307	LOC108603480|XP_017847817.1|DBUS	LOC110187618|XP_020812667.1|DSER
OG0009308	LOC108602968|XP_017846839.1|DBUS	LOC110191939|XP_020818614.1|DSER
OG0009309	LOC117135097|XP_033150960.1|DBUS	LOC110177455|XP_020799848.1|DSER
OG0009310	LOC108602213|XP_017845749.1|DBUS	LOC110191208|XP_020817635.1|DSER
OG0009311	LOC108602302|XP_017845873.1|DBUS	LOC110186732|XP_020811656.1|DSER
OG0009312	LOC108602508|XP_017846127.2|DBUS	LOC110191111|XP_020817514.1|DSER
OG0009313	LOC108604821|XP_017849920.1|DBUS	LOC110191117|XP_020817521.1|DSER
OG0009314	LOC108601672|XP_017845066.1|DBUS	LOC110191761|XP_020818356.1|DSER
OG0009315	LOC108602827|XP_017846550.1|DBUS	LOC110186806|XP_020811747.1|DSER
OG0009316	LOC108603087|XP_017847066.1|DBUS	LOC110188300|XP_020813664.1|DSER, LOC110188487|XP_020813875.1|DSER
OG0009317	LOC108601943|XP_017845412.1|DBUS	LOC110177447|XP_020799839.1|DSER
OG0009318	LOC108602782|XP_017846483.1|DBUS	LOC110187926|XP_020813096.1|DSER
OG0009319	LOC108602920|XP_017846750.1|DBUS	LOC110191864|XP_020818502.1|DSER
OG0009320	LOC108602397|XP_017845997.1|DBUS	LOC110186233|XP_020810956.1|DSER
OG0009321	LOC108602613|XP_017846240.1|DBUS	LOC110186223|XP_020810945.1|DSER
OG0009322	LOC108601734|XP_017845144.1|DBUS	LOC110188332|XP_020813699.1|DSER
OG0009323	LOC108602172|XP_017845697.1|DBUS	LOC110191798|XP_020818407.1|DSER
OG0009324	LOC108602709|XP_017846352.1|DBUS	LOC110185269|XP_020809678.1|DSER
OG0009325	LOC108603915|XP_017848589.1|DBUS	LOC110190492|XP_020816670.1|DSER
OG0009326	LOC108602641|XP_017846275.1|DBUS	LOC110176500|XP_020798533.1|DSER
OG0009327	LOC108602462|XP_017846074.1|DBUS	LOC110186407|XP_020811236.1|DSER
OG0009328	LOC108602529|XP_033149979.1|DBUS	LOC110191134|XP_020817545.1|DSER
OG0009329	LOC108601570|XP_033149783.1|DBUS	LOC110187841|XP_020812977.1|DSER
OG0009330	LOC108602011|XP_017845503.1|DBUS	LOC110191326|XP_020817819.1|DSER
OG0009331	LOC108602458|XP_017846069.1|DBUS	LOC110186847|XP_020811795.1|DSER
OG0009332	LOC108602880|XP_017846670.1|DBUS	LOC110188105|XP_020813335.1|DSER
OG0009333	LOC108601288|XP_033150011.1|DBUS	LOC110190272|XP_020816308.1|DSER
OG0009334	LOC108601405|XP_017844793.1|DBUS	LOC110186955|XP_020811949.1|DSER
OG0009335	LOC108604842|XP_017849950.1|DBUS	LOC110186428|XP_020811270.1|DSER
