Orthogroup	DBUS.longest_only	AAEG.longest_only
OG0006334	LOC108605172|XP_017850246.1|DBUS	LOC5572548|XP_021698233.1|AAEG
OG0006335	LOC108604738|XP_017849809.1|DBUS	LOC5566388|XP_021698878.1|AAEG
OG0006336	LOC108606225|XP_017851612.1|DBUS	LOC5572011|XP_021698892.1|AAEG
OG0006337	LOC108606563|XP_017852269.1|DBUS	LOC5580122|XP_021699339.1|AAEG
OG0006338	LOC108602382|XP_017845982.1|DBUS	LOC5567929|XP_001651968.2|AAEG
OG0006339	LOC108606368|XP_017851905.1|DBUS	LOC5580055|XP_021699699.1|AAEG
OG0006340	LOC108605496|XP_017850730.1|DBUS	LOC5580058|XP_011493555.1|AAEG
OG0006341	LOC108606470|XP_017852087.1|DBUS	LOC5580070|XP_001654823.1|AAEG
OG0006342	LOC108607245|XP_017853416.2|DBUS	LOC5576247|XP_021699775.1|AAEG
OG0006343	LOC108605846|XP_017851143.1|DBUS	LOC5569694|XP_001658675.2|AAEG
OG0006344	LOC108607063|XP_017853166.1|DBUS	LOC5568097|XP_021699868.1|AAEG
OG0006345	LOC108603134|XP_017847143.1|DBUS	LOC5564403|XP_021699994.1|AAEG
OG0006346	LOC108604500|XP_017849485.1|DBUS	LOC5564392|XP_001648745.1|AAEG
OG0006347	LOC108603844|XP_017848482.1|DBUS	LOC5564399|XP_021700076.1|AAEG
OG0006348	LOC108605559|XP_017850813.1|DBUS	LOC23687419|XP_021700400.1|AAEG
OG0006349	LOC108606809|XP_017852767.2|DBUS	LOC5576477|XP_021700521.1|AAEG
OG0006350	LOC108603031|XP_017846935.1|DBUS	LOC5576483|XP_001662676.2|AAEG
OG0006351	LOC108607189|XP_017853337.1|DBUS	LOC5576486|XP_001662679.2|AAEG
OG0006352	LOC108596099|XP_017837008.1|DBUS	LOC5576487|XP_001662680.2|AAEG
OG0006353	LOC108602114|XP_017845628.1|DBUS	LOC5575639|XP_021700696.1|AAEG
OG0006354	LOC108604237|XP_017849099.1|DBUS	LOC5570714|XP_021700801.1|AAEG
OG0006355	LOC108607205|XP_017853359.1|DBUS	LOC5570702|XP_021700994.1|AAEG
OG0006356	LOC108605285|XP_017850422.1|DBUS	LOC5571573|XP_001653710.2|AAEG
OG0006357	LOC108605201|XP_017850289.1|DBUS	LOC5571574|XP_021701329.1|AAEG
OG0006358	LOC108599642|XP_017842106.1|DBUS	LOC5567106|XP_001651492.1|AAEG
OG0006359	LOC108603041|XP_017846949.1|DBUS	LOC5567104|XP_021701584.1|AAEG
OG0006360	LOC108605800|XP_017851092.1|DBUS	LOC5567102|XP_021701592.1|AAEG
OG0006361	LOC108602212|XP_017845748.1|DBUS	LOC5565274|XP_001649600.2|AAEG
OG0006362	LOC108607102|XP_017853217.1|DBUS	LOC5565253|XP_021701766.1|AAEG
OG0006363	LOC108606729|XP_017852608.1|DBUS	LOC5564185|XP_001648523.2|AAEG
OG0006364	LOC108608122|XP_017854844.2|DBUS	LOC5567564|XP_001657555.2|AAEG
OG0006365	LOC108606898|XP_017852915.2|DBUS	LOC5567562|XP_021702952.1|AAEG
OG0006366	LOC108605969|XP_017851280.1|DBUS	LOC5567558|XP_021702974.1|AAEG
OG0006367	LOC108605361|XP_017850519.1|DBUS	LOC110681435|XP_021712879.1|AAEG, LOC5568687|XP_021703023.1|AAEG
OG0006368	LOC108602286|XP_017845852.1|DBUS	LOC5568679|XP_001658089.1|AAEG
OG0006369	LOC108602279|XP_017845825.1|DBUS	LOC5568680|XP_021703108.1|AAEG
OG0006370	LOC108605584|XP_017850844.1|DBUS	LOC5576891|XP_021703357.1|AAEG
OG0006371	LOC108602068|XP_017845576.1|DBUS	LOC5576876|XP_001662974.1|AAEG
OG0006372	LOC108604628|XP_017849666.1|DBUS	LOC5576871|XP_021703551.1|AAEG
OG0006373	LOC108605819|XP_017851113.1|DBUS	LOC5575874|XP_021703663.1|AAEG
OG0006374	LOC108607117|XP_017853239.1|DBUS	LOC5573561|XP_001660932.2|AAEG
OG0006375	LOC108606929|XP_017852968.1|DBUS	LOC5564049|XP_021703880.1|AAEG
OG0006376	LOC108606637|XP_017852422.1|DBUS	LOC5564048|XP_021703893.1|AAEG
OG0006377	LOC108605521|XP_017850760.1|DBUS	LOC5564055|XP_001648371.1|AAEG
OG0006378	LOC108603037|XP_017846944.1|DBUS	LOC5564041|XP_001648374.1|AAEG
OG0006379	LOC108606044|XP_017851380.1|DBUS	LOC5564052|XP_001648386.2|AAEG
OG0006380	LOC108605228|XP_017850327.1|DBUS	LOC5579306|XP_001647614.2|AAEG
OG0006381	LOC108606516|XP_017852175.1|DBUS	LOC5571507|XP_021704110.1|AAEG
OG0006382	LOC108606720|XP_017852591.1|DBUS	LOC5571505|XP_021704117.1|AAEG
OG0006383	LOC108606565|XP_017852271.1|DBUS	LOC5579338|XP_021704112.1|AAEG
OG0006384	LOC108606921|XP_017852952.1|DBUS	LOC5571500|XP_001659750.2|AAEG
OG0006385	LOC108604016|XP_017848749.1|DBUS	LOC5571497|XP_001659747.2|AAEG
OG0006386	LOC108607832|XP_017854380.1|DBUS	LOC5571495|XP_001659745.2|AAEG
OG0006387	LOC108602306|XP_017845879.1|DBUS	LOC5571492|XP_001659742.2|AAEG
OG0006388	LOC108605131|XP_017850183.1|DBUS	LOC5580104|XP_021704389.1|AAEG
OG0006389	LOC108604922|XP_017849980.1|DBUS	LOC5580117|XP_021704405.1|AAEG
OG0006390	LOC108602239|XP_017845775.1|DBUS	LOC5572862|XP_001660621.2|AAEG
OG0006391	LOC108604400|XP_017849349.1|DBUS	LOC5575868|XP_021704753.1|AAEG
OG0006392	LOC108607062|XP_017853165.1|DBUS	LOC5577255|XP_021705012.1|AAEG
OG0006393	LOC108607773|XP_017854292.1|DBUS	LOC5579201|XP_001657324.1|AAEG
OG0006394	LOC108603953|XP_017848635.1|DBUS	LOC5578147|XP_001663718.1|AAEG
OG0006395	LOC108604151|XP_017848954.1|DBUS	LOC5578144|XP_001663714.2|AAEG
OG0006396	LOC108605355|XP_017850513.1|DBUS	LOC5565046|XP_001649414.2|AAEG
OG0006397	LOC108607247|XP_017853418.1|DBUS	LOC5565042|XP_021705270.1|AAEG
OG0006398	LOC108605218|XP_017850315.1|DBUS	LOC5565039|XP_001649398.2|AAEG
OG0006399	LOC108606437|XP_017852038.1|DBUS	LOC5565032|XP_001649389.2|AAEG
OG0006400	LOC108606434|XP_017852035.1|DBUS	LOC5565047|XP_001649385.2|AAEG
OG0006401	LOC108599264|XP_017841549.2|DBUS	LOC5565049|XP_021694261.1|AAEG
OG0006402	LOC108602798|XP_017846509.1|DBUS	LOC110677913|XP_021705581.1|AAEG
OG0006403	LOC108601470|XP_017844858.1|DBUS	LOC5565262|XP_001649612.2|AAEG
OG0006404	LOC108603216|XP_017847300.1|DBUS	LOC5565261|XP_021705657.1|AAEG
OG0006405	LOC108600936|XP_017844262.1|DBUS	LOC5576554|XP_021705756.1|AAEG
OG0006406	LOC108601885|XP_017845348.1|DBUS	LOC5576005|XP_001662347.2|AAEG
OG0006407	LOC108607020|XP_017853094.1|DBUS	LOC5576014|XP_001662348.2|AAEG, LOC110678003|XP_021706017.1|AAEG
OG0006408	LOC108605719|XP_017851001.1|DBUS	LOC5572170|XP_021706154.1|AAEG
OG0006409	LOC108605731|XP_017851015.1|DBUS	LOC110680525|XP_021712014.1|AAEG, LOC5575293|XP_001655672.2|AAEG
OG0006410	LOC108605703|XP_017850984.1|DBUS	LOC5569672|XP_001652937.1|AAEG
OG0006411	LOC108605759|XP_017851050.1|DBUS	LOC5569674|XP_001652936.2|AAEG
OG0006412	LOC108604583|XP_017849603.1|DBUS	LOC5564601|XP_001648949.2|AAEG
OG0006413	LOC108604084|XP_017848848.1|DBUS	LOC5566651|XP_021706607.1|AAEG
OG0006414	LOC108601939|XP_017845408.1|DBUS	LOC5566638|XP_001651016.2|AAEG
OG0006415	LOC108606701|XP_017852565.2|DBUS	LOC110678372|XP_021706861.1|AAEG, LOC5568056|XP_021705352.1|AAEG
OG0006416	LOC108607236|XP_017853403.1|DBUS	LOC110678495|XP_021707149.1|AAEG
OG0006417	LOC108598170|XP_017840278.1|DBUS	LOC5577671|XP_021707516.1|AAEG
OG0006418	LOC108606686|XP_017852527.1|DBUS	LOC110678669|XP_021707543.1|AAEG
OG0006419	LOC108601722|XP_017845128.1|DBUS	LOC5578712|XP_001664017.2|AAEG
OG0006420	LOC108603345|XP_017847565.2|DBUS	LOC5578715|XP_021707890.1|AAEG
OG0006421	LOC108599430|XP_017841638.2|DBUS	LOC5565264|XP_001649608.2|AAEG
OG0006422	LOC108607939|XP_017854545.2|DBUS	LOC5564418|XP_021708064.1|AAEG
OG0006423	LOC108603059|XP_017846985.1|DBUS	LOC23687841|XP_011493522.1|AAEG
OG0006424	LOC108603062|XP_017846987.1|DBUS	LOC5572775|XP_001654177.1|AAEG
OG0006425	LOC108603058|XP_017846984.1|DBUS	LOC5572780|XP_001654178.2|AAEG
OG0006426	LOC108603057|XP_017846983.1|DBUS	LOC5572779|XP_021708158.1|AAEG
OG0006427	LOC108601750|XP_017845163.1|DBUS	LOC5580228|XP_001655936.1|AAEG
OG0006428	LOC108604131|XP_017848923.1|DBUS	LOC5576866|XP_021708395.1|AAEG
OG0006429	LOC108603154|XP_033150045.1|DBUS	LOC5578696|XP_001657095.2|AAEG
OG0006430	LOC108598409|XP_017840521.1|DBUS	LOC5568284|XP_021708752.1|AAEG
OG0006431	LOC108604214|XP_017849068.1|DBUS	LOC5570607|XP_021709327.1|AAEG
OG0006432	LOC108601349|XP_017844736.1|DBUS	LOC5570605|XP_021709391.1|AAEG
OG0006433	LOC108603141|XP_017847167.1|DBUS	LOC5574577|XP_021709421.1|AAEG
OG0006434	LOC108607829|XP_017854381.1|DBUS	LOC5574585|XP_001655209.2|AAEG
OG0006435	LOC108603394|XP_017847660.1|DBUS	LOC5574602|XP_001655214.2|AAEG
OG0006436	LOC108598543|XP_017840716.1|DBUS	LOC110679386|XP_021709561.1|AAEG
OG0006437	LOC108606211|XP_017851577.1|DBUS	LOC5574604|XP_021709565.1|AAEG, LOC110680584|XP_021712075.1|AAEG
OG0006438	LOC108605734|XP_017851022.1|DBUS	LOC5574595|XP_001655227.1|AAEG
OG0006439	LOC108604143|XP_017848941.1|DBUS	LOC5575887|XP_021709907.1|AAEG
OG0006440	LOC108604144|XP_017848942.1|DBUS	LOC110679488|XP_021709944.1|AAEG
OG0006441	LOC108601415|XP_017844803.1|DBUS	LOC5573864|XP_001654896.2|AAEG
OG0006442	LOC108601236|XP_017844624.1|DBUS	LOC5573865|XP_021710083.1|AAEG
OG0006443	LOC108603370|XP_017847622.1|DBUS	LOC5567419|XP_001657407.2|AAEG
OG0006444	LOC108604788|XP_017849876.1|DBUS	LOC5567402|XP_001657421.1|AAEG
OG0006445	LOC108605841|XP_017851138.1|DBUS	LOC5578528|XP_001663919.2|AAEG
OG0006446	LOC108601848|XP_017845284.1|DBUS	LOC5578527|XP_021710791.1|AAEG
OG0006447	LOC108601901|XP_017845367.1|DBUS	LOC5569452|XP_021710822.1|AAEG
OG0006448	LOC108601823|XP_017845249.1|DBUS	LOC5569458|XP_001658541.1|AAEG
OG0006449	LOC108604163|XP_017848983.1|DBUS	LOC110679696|XP_021710973.1|AAEG
OG0006450	LOC108607883|XP_017854476.1|DBUS	LOC5578686|XP_001657084.1|AAEG
OG0006451	LOC108606658|XP_017852471.1|DBUS	LOC23687749|XP_021711806.1|AAEG
OG0006452	LOC108607863|XP_017854438.1|DBUS	LOC5572732|XP_001660548.1|AAEG
OG0006453	LOC108600853|XP_017844143.1|DBUS	LOC5572736|XP_001660556.1|AAEG, LOC110680508|XP_021712000.1|AAEG
OG0006454	LOC108606621|XP_017852396.1|DBUS	LOC5567800|XP_001657703.1|AAEG
OG0006455	LOC108603212|XP_017847289.1|DBUS	LOC5569269|XP_021712455.1|AAEG
OG0006456	LOC108604643|XP_017849681.1|DBUS	LOC5569267|XP_001658413.1|AAEG
OG0006457	LOC108601799|XP_017845223.1|DBUS	LOC5571791|XP_001659920.2|AAEG
OG0006458	LOC108598343|XP_033150571.1|DBUS	LOC5571785|XP_021712709.1|AAEG
OG0006459	LOC108604783|XP_017849869.1|DBUS	LOC5567067|XP_021712815.1|AAEG
OG0006460	LOC108604647|XP_017849686.1|DBUS	LOC5567061|XP_001651465.2|AAEG
OG0006461	LOC108603476|XP_017847807.1|DBUS	LOC5577526|XP_001663417.2|AAEG
OG0006462	LOC108601331|XP_017844719.1|DBUS	LOC5577533|XP_021712953.1|AAEG
OG0006463	LOC108602683|XP_017846314.1|DBUS	LOC5564080|XP_021712956.1|AAEG
OG0006464	LOC108600847|XP_017844135.1|DBUS	LOC110681487|XP_021712963.1|AAEG
OG0006465	LOC108606499|XP_017852153.1|DBUS	LOC5573377|XP_001660868.1|AAEG
OG0006466	LOC108605679|XP_017850959.1|DBUS	LOC5573379|XP_021712989.1|AAEG
OG0006467	LOC108604679|XP_017849724.1|DBUS	LOC5570620|XP_021713007.1|AAEG
OG0006468	LOC108604176|XP_017849004.1|DBUS	LOC5577011|XP_001663109.2|AAEG
OG0006469	LOC108605222|XP_017850320.1|DBUS	LOC5577985|XP_001656721.1|AAEG
OG0006470	LOC108600885|XP_017844194.1|DBUS	LOC5572597|XP_021713032.1|AAEG
OG0006471	LOC108603551|XP_033150104.1|DBUS	LOC5572590|XP_001654104.2|AAEG
OG0006472	LOC108601851|XP_017845290.1|DBUS	LOC5572580|XP_001654102.2|AAEG
OG0006473	LOC108599630|XP_017842087.1|DBUS	LOC110681502|XP_021713062.1|AAEG, LOC5572583|XP_021713054.1|AAEG
OG0006474	LOC108595538|XP_017836283.1|DBUS	LOC5572579|XP_001654094.2|AAEG
OG0006475	LOC108602070|XP_017845579.1|DBUS	LOC5572581|XP_001654090.1|AAEG
OG0006476	LOC108605111|XP_017850162.1|DBUS	LOC5580305|XP_001662923.2|AAEG
OG0006477	LOC108600756|XP_017844007.1|DBUS	LOC5580310|XP_001662922.1|AAEG
OG0006478	LOC108603021|XP_017846907.1|DBUS	LOC5567835|XP_001657742.1|AAEG
OG0006479	LOC108603619|XP_017848060.1|DBUS	LOC110681517|XP_021713143.1|AAEG
OG0006480	LOC108594680|XP_017835310.1|DBUS	LOC5567829|XP_021713150.1|AAEG
OG0006481	LOC108594973|XP_017835595.1|DBUS, LOC108608559|XP_017855470.1|DBUS	LOC5576288|XP_001662578.1|AAEG
OG0006482	LOC108604375|XP_017849318.1|DBUS	LOC5574628|XP_001661544.2|AAEG
OG0006483	LOC108603853|XP_017848496.1|DBUS	LOC5575917|XP_021713246.1|AAEG
OG0006484	LOC108603852|XP_017848494.1|DBUS	LOC5569220|XP_021694302.1|AAEG
OG0006485	LOC108604455|XP_017849424.1|DBUS	LOC5569231|XP_001652791.2|AAEG
OG0006486	LOC108602319|XP_017845892.1|DBUS	LOC23687834|XP_021713276.1|AAEG
OG0006487	LOC108601803|XP_017845228.1|DBUS	LOC5578516|XP_001663907.2|AAEG
OG0006488	LOC108599922|XP_017842618.1|DBUS	LOC5580006|XP_001653894.1|AAEG
OG0006489	LOC108603293|XP_017847453.1|DBUS	LOC5574614|XP_001661531.2|AAEG
OG0006490	LOC108603966|XP_017848658.1|DBUS	LOC5567597|XP_021713385.1|AAEG
OG0006491	LOC108608359|XP_017855195.1|DBUS	LOC5567596|XP_001657573.2|AAEG
OG0006492	LOC108604702|XP_017849751.1|DBUS	LOC5577938|XP_021713399.1|AAEG
OG0006493	LOC108605261|XP_017850376.1|DBUS	LOC5580194|XP_021713405.1|AAEG
OG0006494	LOC108606739|XP_017852623.1|DBUS	LOC5580192|XP_021713406.1|AAEG
OG0006495	LOC108605575|XP_017850834.1|DBUS	LOC5580191|XP_021713407.1|AAEG
OG0006496	LOC108604526|XP_017849526.1|DBUS	LOC5580190|XP_021713408.1|AAEG
OG0006497	LOC108601929|XP_017845395.1|DBUS	LOC5580184|XP_021713412.1|AAEG
OG0006498	LOC108601778|XP_017845194.1|DBUS	LOC5580182|XP_021713413.1|AAEG
OG0006499	LOC108603462|XP_017847784.1|DBUS	LOC5580170|XP_021692917.1|AAEG
OG0006500	LOC108594485|XP_033149018.1|DBUS	LOC5580162|XP_021692929.1|AAEG
OG0006501	LOC108603047|XP_017846955.1|DBUS	LOC5580166|XP_001655586.1|AAEG
OG0006502	LOC108602075|XP_017845584.1|DBUS	LOC5580171|XP_001655580.2|AAEG
OG0006503	LOC108604115|XP_017848888.1|DBUS	LOC5580173|XP_001655578.1|AAEG
OG0006504	LOC108602297|XP_017845867.1|DBUS	LOC5578271|XP_021692940.1|AAEG
OG0006505	LOC108603921|XP_017848602.1|DBUS	LOC5578278|XP_021692945.1|AAEG
OG0006506	LOC108600875|XP_017844177.1|DBUS	LOC5575985|XP_021692952.1|AAEG
OG0006507	LOC108601758|XP_017845171.2|DBUS	LOC5564685|XP_021692996.1|AAEG
OG0006508	LOC108602473|XP_017846086.1|DBUS	LOC5564693|XP_021692998.1|AAEG
OG0006509	LOC108605325|XP_017850483.1|DBUS	LOC5573798|XP_001661045.2|AAEG
OG0006510	LOC117134730|XP_033149264.1|DBUS	LOC5573469|XP_021693046.1|AAEG
OG0006511	LOC108603155|XP_017847200.1|DBUS	LOC5563548|XP_021693062.1|AAEG
OG0006512	LOC108601441|XP_017844828.1|DBUS	LOC5580091|XP_001654841.2|AAEG
OG0006513	LOC108602877|XP_017846662.2|DBUS	LOC5566474|XP_021693097.1|AAEG
OG0006514	LOC108604523|XP_017849521.1|DBUS	LOC5566473|XP_001650857.1|AAEG
OG0006515	LOC108603018|XP_017846904.1|DBUS	LOC5566472|XP_001650856.2|AAEG
OG0006516	LOC108601615|XP_017845003.1|DBUS	LOC5578940|XP_001657228.2|AAEG
OG0006517	LOC108602273|XP_017845818.1|DBUS, LOC108601796|XP_017845221.1|DBUS	LOC5578938|XP_021693141.1|AAEG
OG0006518	LOC108603137|XP_017847150.2|DBUS	LOC5578934|XP_021693153.1|AAEG
OG0006519	LOC108601798|XP_017845222.1|DBUS	LOC110680823|XP_021712295.1|AAEG, LOC5578931|XP_001657219.1|AAEG
OG0006520	LOC108604142|XP_017848940.1|DBUS	LOC5578926|XP_001657212.1|AAEG
OG0006521	LOC108602150|XP_017845672.1|DBUS	LOC5563723|XP_001647993.2|AAEG
OG0006522	LOC108604772|XP_017849855.1|DBUS	LOC5563722|XP_021693218.1|AAEG
OG0006523	LOC108602616|XP_017846243.1|DBUS	LOC5563708|XP_001647996.1|AAEG
OG0006524	LOC108608467|XP_017855343.2|DBUS	LOC5563714|XP_021693240.1|AAEG
OG0006525	LOC108606283|XP_017851752.1|DBUS	LOC5576740|XP_021693241.1|AAEG
OG0006526	LOC108601457|XP_017844844.1|DBUS	LOC5576714|XP_001656220.1|AAEG
OG0006527	LOC108603899|XP_017848564.1|DBUS	LOC5576712|XP_001656218.2|AAEG, LOC110680903|XP_021712381.1|AAEG
OG0006528	LOC108603896|XP_017848560.1|DBUS	LOC110680904|XP_021712382.1|AAEG, LOC5576738|XP_001656217.2|AAEG
OG0006529	LOC108601458|XP_017844845.1|DBUS	LOC110674096|XP_021693383.1|AAEG
OG0006530	LOC108601459|XP_017844846.2|DBUS	LOC110674097|XP_021693385.1|AAEG
OG0006531	LOC108602731|XP_017846371.1|DBUS	LOC5564498|XP_021693386.1|AAEG
OG0006532	LOC108602315|XP_017845888.1|DBUS	LOC5573637|XP_021693390.1|AAEG
OG0006533	LOC108595324|XP_017836032.1|DBUS	LOC5567119|XP_021693403.1|AAEG
OG0006534	LOC108603727|XP_017848259.1|DBUS	LOC5573313|XP_001654528.1|AAEG
OG0006535	LOC108604058|XP_017848810.1|DBUS	LOC5573315|XP_001654535.1|AAEG
OG0006536	LOC108602342|XP_017845926.1|DBUS	LOC5573322|XP_021693452.1|AAEG
OG0006537	LOC108602435|XP_017846045.1|DBUS	LOC5569641|XP_021694321.1|AAEG
OG0006538	LOC108603283|XP_017847434.1|DBUS	LOC5565349|XP_021694322.1|AAEG
OG0006539	LOC108603534|XP_033150099.1|DBUS	LOC5579481|XP_001647778.2|AAEG
OG0006540	LOC108604700|XP_017849750.1|DBUS	LOC5577200|XP_001663291.2|AAEG
OG0006541	LOC108603615|XP_017848054.1|DBUS	LOC5576518|XP_001662710.2|AAEG
OG0006542	LOC108603617|XP_017848055.1|DBUS	LOC5576534|XP_021693731.1|AAEG
OG0006543	LOC108604009|XP_017848740.1|DBUS	LOC5576528|XP_021693736.1|AAEG
OG0006544	LOC108603488|XP_017847829.1|DBUS	LOC110674164|XP_021693738.1|AAEG
OG0006545	LOC108606136|XP_017851478.1|DBUS	LOC5575641|XP_001655789.2|AAEG
OG0006546	LOC108601810|XP_017845235.1|DBUS	LOC5575644|XP_021693741.1|AAEG
OG0006547	LOC108603324|XP_017847534.1|DBUS	LOC5575651|XP_021693762.1|AAEG
OG0006548	LOC108602646|XP_017846281.1|DBUS	LOC5565608|XP_001649950.2|AAEG
OG0006549	LOC108604691|XP_017849737.1|DBUS	LOC5565594|XP_001649963.1|AAEG
OG0006550	LOC108602403|XP_017846003.1|DBUS	LOC5565589|XP_001649965.1|AAEG
OG0006551	LOC108605321|XP_017850480.1|DBUS	LOC110674175|XP_021693810.1|AAEG
OG0006552	LOC108607099|XP_017853212.1|DBUS	LOC5569686|XP_001658684.2|AAEG
OG0006553	LOC108602468|XP_017846080.1|DBUS	LOC5577664|XP_001656662.2|AAEG
OG0006554	LOC108603013|XP_017846898.1|DBUS	LOC5577649|XP_021693827.1|AAEG
OG0006555	LOC108604388|XP_017849334.1|DBUS	LOC5577642|XP_021693845.1|AAEG
OG0006556	LOC108604665|XP_017849705.1|DBUS	LOC5577637|XP_001656635.1|AAEG
OG0006557	LOC108603816|XP_017848433.1|DBUS	LOC5577631|XP_021693882.1|AAEG
OG0006558	LOC108604032|XP_017848773.1|DBUS	LOC5565932|XP_021693909.1|AAEG
OG0006559	LOC108601787|XP_017845202.1|DBUS	LOC5565935|XP_001650313.2|AAEG
OG0006560	LOC108603127|XP_017847134.1|DBUS	LOC5565931|XP_021693915.1|AAEG
OG0006561	LOC108603126|XP_017847133.1|DBUS	LOC5565930|XP_001650308.2|AAEG
OG0006562	LOC108604361|XP_017849291.2|DBUS	LOC5565937|XP_021693929.1|AAEG
OG0006563	LOC108602950|XP_017846788.1|DBUS	LOC5568360|XP_001658012.1|AAEG
OG0006564	LOC108602245|XP_017845784.1|DBUS	LOC5568358|XP_001658010.2|AAEG
OG0006565	LOC108601360|XP_017844749.1|DBUS	LOC5568352|XP_021693940.1|AAEG
OG0006566	LOC108603529|XP_017847912.1|DBUS	LOC5577579|XP_021694031.1|AAEG
OG0006567	LOC108602183|XP_017845711.1|DBUS	LOC5576107|XP_001662452.2|AAEG
OG0006568	LOC108603802|XP_033149828.1|DBUS	LOC5576108|XP_001662453.2|AAEG
OG0006569	LOC108598954|XP_017841214.1|DBUS	LOC5576109|XP_001662454.2|AAEG
OG0006570	LOC108604258|XP_017849140.1|DBUS	LOC5576110|XP_021694084.1|AAEG
OG0006571	LOC108602841|XP_017846581.1|DBUS	LOC5576116|XP_001662462.1|AAEG
OG0006572	LOC108602026|XP_017845517.1|DBUS	LOC5576132|XP_001662478.2|AAEG
OG0006573	LOC108604687|XP_017849732.1|DBUS	LOC110674229|XP_021694111.1|AAEG
OG0006574	LOC108604503|XP_017849488.1|DBUS	LOC5576136|XP_021694113.1|AAEG
OG0006575	LOC108602999|XP_017846883.1|DBUS	LOC5565180|XP_001649527.2|AAEG
OG0006576	LOC108603997|XP_017848720.1|DBUS	LOC110674238|XP_021694147.1|AAEG
OG0006577	LOC108604454|XP_017849423.1|DBUS	LOC5565138|XP_001649513.2|AAEG
OG0006578	LOC108603995|XP_017848717.1|DBUS	LOC5565141|XP_001649511.2|AAEG
OG0006579	LOC108597687|XP_017839854.2|DBUS	LOC5565143|XP_001649510.2|AAEG
OG0006580	LOC108604218|XP_017849072.1|DBUS	LOC110674240|XP_021694152.1|AAEG
OG0006581	LOC108601937|XP_017845403.1|DBUS	LOC5577592|XP_001656580.2|AAEG
OG0006582	LOC108604282|XP_017849174.1|DBUS	LOC5577591|XP_021694159.1|AAEG
OG0006583	LOC108604422|XP_017849377.1|DBUS	LOC5565080|XP_021694165.1|AAEG
OG0006585	LOC108607179|XP_017853327.1|DBUS	LOC5564410|XP_021694178.1|AAEG
OG0006586	LOC108604610|XP_017849638.1|DBUS	LOC5572611|XP_001654122.2|AAEG
OG0006587	LOC108604608|XP_017849636.1|DBUS	LOC5572612|XP_001654123.2|AAEG
OG0006588	LOC108604288|XP_017849188.1|DBUS	LOC5572615|XP_021694184.1|AAEG
OG0006589	LOC108601543|XP_033150091.1|DBUS	LOC5572675|XP_021694204.1|AAEG
OG0006590	LOC108601653|XP_017845042.1|DBUS	LOC5572678|XP_001660498.2|AAEG
OG0006591	LOC108600152|XP_017843036.2|DBUS	LOC5566106|XP_021695274.1|AAEG
OG0006592	LOC108604562|XP_017849580.1|DBUS	LOC5566140|XP_001650507.1|AAEG
OG0006593	LOC108604560|XP_017849577.1|DBUS	LOC5566139|XP_001650506.1|AAEG
OG0006594	LOC108598905|XP_017841157.2|DBUS	LOC5566121|XP_001650501.2|AAEG
OG0006595	LOC108596663|XP_033149251.1|DBUS	LOC5566108|XP_021695437.1|AAEG
OG0006596	LOC108596557|XP_017837943.1|DBUS	LOC5570944|XP_021699203.1|AAEG
OG0006597	LOC108599834|XP_017842431.1|DBUS	LOC5570945|XP_021695449.1|AAEG
OG0006598	LOC117134993|XP_033150598.1|DBUS	LOC5570951|XP_021695450.1|AAEG
OG0006599	LOC108600362|XP_017843383.1|DBUS	LOC5571446|XP_001659697.2|AAEG
OG0006600	LOC108600468|XP_017843557.1|DBUS	LOC5571447|XP_021695466.1|AAEG
OG0006601	LOC108599500|XP_017841856.1|DBUS	LOC5571450|XP_001659703.1|AAEG
OG0006602	LOC108599501|XP_017841857.1|DBUS	LOC5571451|XP_001659704.1|AAEG
OG0006603	LOC108598013|XP_017840117.1|DBUS	LOC5571452|XP_001659705.2|AAEG
OG0006604	LOC108599057|XP_017841326.1|DBUS	LOC5573691|XP_021695485.1|AAEG
OG0006605	LOC108605803|XP_017851098.1|DBUS	LOC5574880|XP_021712349.1|AAEG, LOC110675294|XP_021695487.1|AAEG
OG0006606	LOC108597975|XP_017840080.1|DBUS	LOC23687391|XP_011493608.2|AAEG
OG0006607	LOC108600636|XP_033149380.1|DBUS	LOC5574895|XP_021695492.1|AAEG
OG0006608	LOC108604624|XP_017849661.1|DBUS	LOC5570277|XP_001659030.1|AAEG
OG0006609	LOC108603593|XP_017848023.1|DBUS	LOC5579871|XP_021695537.1|AAEG
OG0006610	LOC108600617|XP_017843783.1|DBUS	LOC5579867|XP_021695542.1|AAEG
OG0006611	LOC108601094|XP_017844493.1|DBUS	LOC5579865|XP_021695552.1|AAEG
OG0006612	LOC108599135|XP_017841413.1|DBUS	LOC5579863|XP_001664324.1|AAEG
OG0006613	LOC108599101|XP_017841379.1|DBUS	LOC5579876|XP_021695557.1|AAEG
OG0006614	LOC108598402|XP_017840514.1|DBUS	LOC5579861|XP_001664322.3|AAEG
OG0006615	LOC108598689|XP_017840898.1|DBUS	LOC5567814|XP_021695570.1|AAEG
OG0006616	LOC108599777|XP_017842320.1|DBUS	LOC5567811|XP_021695577.1|AAEG
OG0006617	LOC108600042|XP_017842876.1|DBUS	LOC5567808|XP_001657712.2|AAEG
OG0006618	LOC108598902|XP_017841154.1|DBUS	LOC5569147|XP_021695600.1|AAEG
OG0006619	LOC108599750|XP_017842252.1|DBUS	LOC5569150|XP_001658335.2|AAEG
