Orthogroup	DBUS.longest_only	SLEB.longest_only
OG0007378	LOC108605110|XP_017850161.2|DBUS	LOC115629600|XP_030381952.1|SLEB
OG0007379	LOC108607228|XP_017853394.1|DBUS	LOC115629603|XP_030381957.1|SLEB
OG0007380	LOC108606935|XP_017852974.1|DBUS	LOC115629275|XP_030381561.1|SLEB
OG0007381	LOC108607195|XP_017853345.1|DBUS	LOC115629553|XP_030381899.1|SLEB
OG0007382	LOC108605215|XP_017850313.1|DBUS	LOC115626909|XP_030378280.1|SLEB
OG0007383	LOC108606207|XP_017851560.1|DBUS	LOC115626654|XP_030377920.1|SLEB
OG0007384	LOC108605673|XP_017850954.1|DBUS	LOC115626720|XP_030378024.1|SLEB
OG0007385	LOC117134903|XP_033150227.1|DBUS	LOC115627467|XP_030378999.1|SLEB
OG0007386	LOC108605775|XP_017851067.1|DBUS	LOC115628033|XP_030379835.1|SLEB
OG0007387	LOC108605821|XP_017851116.1|DBUS	LOC115629285|XP_030381585.1|SLEB
OG0007388	LOC108606615|XP_017852375.1|DBUS	LOC115629302|XP_030381609.1|SLEB
OG0007389	LOC108607441|XP_017853761.1|DBUS	LOC115629079|XP_030381255.1|SLEB
OG0007390	LOC108606841|XP_017852821.1|DBUS	LOC115630230|XP_030382643.1|SLEB
OG0007391	LOC108604650|XP_017849689.1|DBUS	LOC115623716|XP_030374057.1|SLEB
OG0007392	LOC108606471|XP_017852088.1|DBUS	LOC115629669|XP_030382046.1|SLEB
OG0007393	LOC108603375|XP_033150068.1|DBUS	LOC115625601|XP_030376592.1|SLEB
OG0007394	LOC108606398|XP_017851966.1|DBUS	LOC115627170|XP_030378620.1|SLEB
OG0007395	LOC108606320|XP_017851818.1|DBUS	LOC115627489|XP_030379034.1|SLEB
OG0007396	LOC108603830|XP_017848456.1|DBUS	LOC115625595|XP_030376575.1|SLEB
OG0007397	LOC108607858|XP_033150561.1|DBUS	LOC115630464|XP_030382892.1|SLEB
OG0007398	LOC108595051|XP_017835682.1|DBUS	LOC115627806|XP_030379499.1|SLEB
OG0007399	LOC108607165|XP_017853305.2|DBUS	LOC115627316|XP_030378820.1|SLEB
OG0007400	LOC108605307|XP_017850466.1|DBUS	LOC115627294|XP_030378786.1|SLEB
OG0007401	LOC108606348|XP_017851886.1|DBUS	LOC115628770|XP_030380845.1|SLEB
OG0007402	LOC108604287|XP_017849187.1|DBUS	LOC115624338|XP_030374850.1|SLEB
OG0007403	LOC108603001|XP_017846885.1|DBUS	LOC115624352|XP_030374870.1|SLEB
OG0007404	LOC108603536|XP_017847924.1|DBUS	LOC115624379|XP_030374942.1|SLEB
OG0007405	LOC108602864|XP_017846641.1|DBUS	LOC115624361|XP_030374880.1|SLEB
OG0007406	LOC108603621|XP_017848066.1|DBUS	LOC115623344|XP_030373482.1|SLEB
OG0007407	LOC108607820|XP_017854357.2|DBUS	LOC115626269|XP_030377443.1|SLEB
OG0007408	LOC108600612|XP_017843779.1|DBUS	LOC115630984|XP_030383430.1|SLEB
OG0007409	LOC108608516|XP_017855407.2|DBUS	LOC115630430|XP_030382846.1|SLEB
OG0007410	LOC108607184|XP_017853329.1|DBUS	LOC115627885|XP_030379631.1|SLEB
OG0007411	LOC108606734|XP_017852616.1|DBUS	LOC115629946|XP_030382415.1|SLEB
OG0007412	LOC108605632|XP_017850904.1|DBUS	LOC115626718|XP_030378022.1|SLEB
OG0007413	LOC108596415|XP_017837619.1|DBUS	LOC115631224|XP_030383795.1|SLEB
OG0007414	LOC108605873|XP_017851176.1|DBUS	LOC115627018|XP_030378403.1|SLEB
OG0007415	LOC108605108|XP_017850160.1|DBUS	LOC115626995|XP_030378369.1|SLEB
OG0007416	LOC108605069|XP_033150486.1|DBUS	LOC115629907|XP_030382372.1|SLEB
OG0007417	LOC108605647|XP_017850919.1|DBUS	LOC115629283|XP_030381576.1|SLEB
OG0007418	LOC108597474|XP_017839537.1|DBUS	LOC115628854|XP_030380968.1|SLEB
OG0007419	LOC108603672|XP_017848159.1|DBUS	LOC115621926|XP_030371630.1|SLEB
OG0007420	LOC108597391|XP_017839416.1|DBUS	LOC115625481|XP_030376393.1|SLEB
OG0007421	LOC108606721|XP_033150235.1|DBUS	LOC115629703|XP_030382083.1|SLEB
OG0007422	LOC108605594|XP_017850857.1|DBUS	LOC115626834|XP_030378174.1|SLEB
OG0007423	LOC108605476|XP_017850654.1|DBUS	LOC115629533|XP_030381872.1|SLEB
OG0007424	LOC108598461|XP_017840595.1|DBUS	LOC115622338|XP_030372109.1|SLEB
OG0007425	LOC108599725|XP_017842213.1|DBUS	LOC115630566|XP_030383045.1|SLEB
OG0007426	LOC108607019|XP_017853093.1|DBUS	LOC115627251|XP_030378737.1|SLEB
OG0007427	LOC108605720|XP_017851002.1|DBUS	LOC115627173|XP_030378629.1|SLEB
OG0007428	LOC108606427|XP_033150435.1|DBUS	LOC115629903|XP_030382365.1|SLEB
OG0007429	LOC108594706|XP_017835335.1|DBUS	LOC115624871|XP_030375575.1|SLEB
OG0007430	LOC108599038|XP_017841307.1|DBUS	LOC115632863|XP_030385987.1|SLEB
OG0007431	LOC108596670|XP_017838170.1|DBUS	LOC115630578|XP_030383055.1|SLEB
OG0007432	LOC108599106|XP_017841386.2|DBUS	LOC115632630|XP_030385720.1|SLEB
OG0007433	LOC108605014|XP_017850070.1|DBUS	LOC115626758|XP_030378074.1|SLEB
OG0007434	LOC108601125|XP_017844535.1|DBUS	LOC115622326|XP_030372095.1|SLEB
OG0007435	LOC108600551|XP_017843699.1|DBUS	LOC115622231|XP_030371988.1|SLEB
OG0007436	LOC108600763|XP_017844013.1|DBUS	LOC115626349|XP_030377561.1|SLEB
OG0007437	LOC108601066|XP_017844446.1|DBUS	LOC115622594|XP_030372451.1|SLEB
OG0007438	LOC108598140|XP_033149615.1|DBUS	LOC115624960|XP_030375675.1|SLEB
OG0007439	LOC108606081|XP_017851417.1|DBUS	LOC115627765|XP_030379419.1|SLEB
OG0007440	LOC108605415|XP_033150420.1|DBUS	LOC115628941|XP_030381074.1|SLEB
OG0007441	LOC108595732|XP_017836504.1|DBUS	LOC115634484|XP_030388080.1|SLEB
OG0007442	LOC108604777|XP_017849863.1|DBUS	LOC115623398|XP_030373567.1|SLEB
OG0007443	LOC108596964|XP_017838700.1|DBUS	LOC115633375|XP_030386679.1|SLEB, LOC115621180|XP_030370608.1|SLEB
OG0007444	LOC108595277|XP_017835979.1|DBUS	LOC115625868|XP_030376942.1|SLEB
OG0007445	LOC108595276|XP_017835978.1|DBUS	LOC115625859|XP_030376931.1|SLEB
OG0007446	LOC108600306|XP_017843287.1|DBUS	LOC115631516|XP_030384146.1|SLEB
OG0007447	LOC108601280|XP_017844672.1|DBUS	LOC115631974|XP_030384736.1|SLEB
OG0007448	LOC108596155|XP_017837147.1|DBUS	LOC115622985|XP_030372998.1|SLEB
OG0007449	LOC108599830|XP_017842428.1|DBUS	LOC115622984|XP_030372997.1|SLEB
OG0007450	LOC108607466|XP_017853792.1|DBUS	LOC115622180|XP_030371928.1|SLEB
OG0007451	LOC108601001|XP_017844355.2|DBUS	LOC115633994|XP_030387376.1|SLEB
OG0007452	LOC108599503|XP_017841858.2|DBUS	LOC115623339|XP_030373475.1|SLEB
OG0007453	LOC108600908|XP_017844226.1|DBUS	LOC115622152|XP_030371881.1|SLEB
OG0007454	LOC108599621|XP_017842069.1|DBUS	LOC115622552|XP_030372380.1|SLEB
OG0007455	LOC108595729|XP_017836500.1|DBUS	LOC115620074|XP_030369096.1|SLEB
OG0007456	LOC108606801|XP_017852759.1|DBUS	LOC115627041|XP_030378435.1|SLEB
OG0007457	LOC108600801|XP_017844073.1|DBUS	LOC115624664|XP_030375312.1|SLEB
OG0007458	LOC108594363|XP_017835012.1|DBUS	LOC115626318|XP_030377517.1|SLEB
OG0007459	LOC108602911|XP_033149860.1|DBUS	LOC115620958|XP_030370337.1|SLEB
OG0007460	LOC108597057|XP_017838867.1|DBUS	LOC115632338|XP_030385307.1|SLEB
OG0007461	LOC108599439|XP_017841753.2|DBUS	LOC115622999|XP_030373019.1|SLEB
OG0007462	LOC108599446|XP_017841766.1|DBUS	LOC115623005|XP_030373035.1|SLEB
OG0007463	LOC108599441|XP_017841760.2|DBUS	LOC115623002|XP_030373026.1|SLEB
OG0007464	LOC108599440|XP_017841754.1|DBUS	LOC115623000|XP_030373023.1|SLEB
OG0007465	LOC108599040|XP_017841308.2|DBUS	LOC115624676|XP_030375334.1|SLEB
OG0007466	LOC108597025|XP_017838796.1|DBUS	LOC115624546|XP_030375132.1|SLEB
OG0007467	LOC108597730|XP_017839914.1|DBUS	LOC115624609|XP_030375219.1|SLEB
OG0007468	LOC108596201|XP_017837206.1|DBUS	LOC115626896|XP_030378268.1|SLEB
OG0007469	LOC108601159|XP_033149365.1|DBUS	LOC115622319|XP_030372085.1|SLEB
OG0007470	LOC108606807|XP_017852769.1|DBUS	LOC115625889|XP_030376975.1|SLEB
OG0007471	LOC108595044|XP_017835674.1|DBUS	LOC115634338|XP_030387854.1|SLEB
OG0007472	LOC108605831|XP_017851126.1|DBUS	LOC115627204|XP_030378682.1|SLEB
OG0007473	LOC108599671|XP_017842145.1|DBUS	LOC115628174|XP_030380021.1|SLEB
OG0007474	LOC108595257|XP_017835953.1|DBUS	LOC115633642|XP_030386943.1|SLEB
OG0007475	LOC108597978|XP_033149580.1|DBUS	LOC115622712|XP_030372603.1|SLEB
OG0007476	LOC108607108|XP_017853224.1|DBUS	LOC115627892|XP_030379644.1|SLEB
OG0007477	LOC108606588|XP_017852307.1|DBUS	LOC115627891|XP_030379638.1|SLEB
OG0007478	LOC108598005|XP_017840113.1|DBUS	LOC115631107|XP_030383626.1|SLEB
OG0007479	LOC108605574|XP_017850833.1|DBUS	LOC115628686|XP_030380720.1|SLEB
OG0007481	LOC108599460|XP_017841784.2|DBUS	LOC115628301|XP_030380209.1|SLEB
OG0007482	LOC108607546|XP_017853921.1|DBUS	LOC115631560|XP_030384211.1|SLEB
OG0007483	LOC108595149|XP_017835804.1|DBUS	LOC115620067|XP_030369078.1|SLEB
OG0007484	LOC108605587|XP_017850846.1|DBUS	LOC115626869|XP_030378236.1|SLEB
OG0007485	LOC108605943|XP_017851252.1|DBUS	LOC115627566|XP_030379149.1|SLEB
OG0007486	LOC117134961|XP_033150501.1|DBUS	LOC115627268|XP_030378756.1|SLEB
OG0007487	LOC108607336|XP_017853508.1|DBUS	LOC115627781|XP_030379450.1|SLEB
OG0007488	LOC108600775|XP_017844032.1|DBUS	LOC115628153|XP_030379987.1|SLEB
OG0007489	LOC108604146|XP_017848945.1|DBUS	LOC115624347|XP_030374859.1|SLEB
OG0007490	LOC108605297|XP_017850445.1|DBUS	LOC115620963|XP_030370344.1|SLEB
OG0007491	LOC108607072|XP_017853180.1|DBUS	LOC115633362|XP_030386663.1|SLEB
OG0007492	LOC108597430|XP_017839476.1|DBUS	LOC115629403|XP_030381721.1|SLEB
OG0007493	LOC108605386|XP_017850545.1|DBUS	LOC115629114|XP_030381303.1|SLEB
OG0007494	LOC108605997|XP_017851312.1|DBUS	LOC115630499|XP_030382949.1|SLEB
OG0007495	LOC108606416|XP_017852001.1|DBUS, LOC108605064|XP_017850120.1|DBUS	LOC115628753|XP_030380822.1|SLEB
OG0007496	LOC108600878|XP_017844183.1|DBUS	LOC115623165|XP_030373239.1|SLEB
OG0007497	LOC108600495|XP_017843618.1|DBUS	LOC115622937|XP_030372927.1|SLEB
OG0007498	LOC108600431|XP_017843492.2|DBUS	LOC115622398|XP_030372186.1|SLEB
OG0007499	LOC108600323|XP_017843319.2|DBUS	LOC115629399|XP_030381714.1|SLEB
OG0007500	LOC108598680|XP_017840892.1|DBUS	LOC115624606|XP_030375214.1|SLEB
OG0007501	LOC108600933|XP_017844259.2|DBUS	LOC115632469|XP_030385495.1|SLEB
OG0007502	LOC108595207|XP_017835884.1|DBUS	LOC115624659|XP_030375299.1|SLEB
OG0007503	LOC108594308|XP_017834942.1|DBUS	LOC115630648|XP_030383148.1|SLEB
OG0007504	LOC108600955|XP_017844291.1|DBUS	LOC115626359|XP_030377572.1|SLEB
OG0007505	LOC108600737|XP_017843971.1|DBUS	LOC115624638|XP_030375263.1|SLEB
OG0007506	LOC108598860|XP_017841107.1|DBUS	LOC115624721|XP_030375402.1|SLEB
OG0007507	LOC108608031|XP_017854697.1|DBUS	LOC115631266|XP_030383838.1|SLEB
OG0007508	LOC108608425|XP_017855281.1|DBUS	LOC115631743|XP_030384442.1|SLEB
OG0007510	LOC108597302|XP_017839270.1|DBUS	LOC115622002|XP_030371720.1|SLEB
OG0007511	LOC108607601|XP_017853994.2|DBUS	LOC115626162|XP_030377297.1|SLEB
OG0007512	LOC108603932|XP_017848616.1|DBUS	LOC115623832|XP_030374237.1|SLEB
OG0007513	LOC108598713|XP_017840935.1|DBUS	LOC115631122|XP_030383648.1|SLEB
OG0007514	LOC108599852|XP_033149678.1|DBUS	LOC115628297|XP_030380205.1|SLEB
OG0007515	LOC108600379|XP_017843412.1|DBUS	LOC115631710|XP_030384397.1|SLEB
OG0007516	LOC108607458|XP_017853783.2|DBUS	LOC115628597|XP_030380641.1|SLEB
OG0007517	LOC108599973|XP_017842731.1|DBUS	LOC115628189|XP_030380041.1|SLEB
OG0007518	LOC108596588|XP_017838004.1|DBUS	LOC115624751|XP_030375441.1|SLEB
OG0007519	LOC108597693|XP_017839858.1|DBUS	LOC115620046|XP_030369026.1|SLEB
OG0007520	LOC108605654|XP_017850929.1|DBUS	LOC115627135|XP_030378567.1|SLEB
OG0007521	LOC108605660|XP_017850935.1|DBUS	LOC115627117|XP_030378543.1|SLEB
OG0007522	LOC108605909|XP_017851214.1|DBUS	LOC115631767|XP_030384463.1|SLEB, LOC115627176|XP_030378635.1|SLEB
OG0007523	LOC108597402|XP_033150926.1|DBUS	LOC115624713|XP_030375396.1|SLEB
OG0007524	LOC108608517|XP_017855409.1|DBUS	LOC115630432|XP_030382847.1|SLEB
OG0007525	LOC108608409|XP_017855256.1|DBUS	LOC115625857|XP_030376926.1|SLEB
OG0007526	LOC108601645|XP_017845033.1|DBUS	LOC115621792|XP_030371423.1|SLEB
OG0007527	LOC108601141|XP_017844557.1|DBUS	LOC115632289|XP_030385242.1|SLEB
OG0007528	LOC108596237|XP_017837265.2|DBUS	LOC115624874|XP_030375579.1|SLEB
OG0007529	LOC108595268|XP_017835970.1|DBUS	LOC115634168|XP_030387616.1|SLEB
OG0007530	LOC117134677|XP_033149016.1|DBUS	LOC115630041|XP_030382534.1|SLEB
OG0007531	LOC108595800|XP_017836580.1|DBUS	LOC115624877|XP_030375582.1|SLEB
OG0007532	LOC108597769|XP_017839971.1|DBUS	LOC115631568|XP_030384259.1|SLEB
OG0007533	LOC108600048|XP_017842882.1|DBUS	LOC115633862|XP_030387214.1|SLEB
OG0007534	LOC108598838|XP_017841081.1|DBUS	LOC115622133|XP_030371850.1|SLEB
OG0007535	LOC108599015|XP_017841283.2|DBUS	LOC115623152|XP_030373222.1|SLEB
OG0007536	LOC108603539|XP_017847940.1|DBUS	LOC115625177|XP_030376001.1|SLEB
OG0007537	LOC108600229|XP_033149772.1|DBUS	LOC115622147|XP_030371873.1|SLEB
OG0007538	LOC108600432|XP_033149314.1|DBUS	LOC115622796|XP_030372721.1|SLEB
OG0007539	LOC108595435|XP_033150825.1|DBUS	LOC115630484|XP_030382925.1|SLEB
OG0007540	LOC108603235|XP_017847343.1|DBUS	LOC115620906|XP_030370259.1|SLEB
OG0007541	LOC108595060|XP_017835694.1|DBUS	LOC115627704|XP_030379311.1|SLEB
OG0007542	LOC108595081|XP_017835721.1|DBUS	LOC115626441|XP_030377678.1|SLEB
OG0007543	LOC108607368|XP_017853572.1|DBUS	LOC115627718|XP_030379322.1|SLEB
OG0007544	LOC108598429|XP_017840546.1|DBUS	LOC115623222|XP_030373321.1|SLEB
OG0007545	LOC108597169|XP_017839076.1|DBUS	LOC115626004|XP_030377112.1|SLEB
OG0007546	LOC108602221|XP_017845757.1|DBUS	LOC115625511|XP_030376435.1|SLEB
OG0007547	LOC108596290|XP_017837368.1|DBUS	LOC115633944|XP_030387321.1|SLEB
OG0007548	LOC108600580|XP_017843737.1|DBUS	LOC115632482|XP_030385516.1|SLEB
OG0007549	LOC108599122|XP_017841399.1|DBUS	LOC115631681|XP_030384356.1|SLEB
OG0007550	LOC108600628|XP_017843803.1|DBUS	LOC115623185|XP_030373267.1|SLEB
OG0007551	LOC108595098|XP_017835738.2|DBUS	LOC115634416|XP_030387980.1|SLEB
OG0007552	LOC108602428|XP_017846038.1|DBUS	LOC115631960|XP_030384685.1|SLEB
OG0007553	LOC108608126|XP_017854845.1|DBUS	LOC115631457|XP_030384065.1|SLEB
OG0007554	LOC108599182|XP_017841463.1|DBUS	LOC115622691|XP_030372576.1|SLEB
OG0007555	LOC108596196|XP_017837199.1|DBUS	LOC115625082|XP_030375837.1|SLEB
OG0007556	LOC108596589|XP_017838005.1|DBUS	LOC115624711|XP_030375393.1|SLEB
OG0007557	LOC108597423|XP_017839465.1|DBUS	LOC115624529|XP_030375110.1|SLEB
OG0007558	LOC108595101|XP_033148900.1|DBUS	LOC115632528|XP_030385588.1|SLEB
OG0007559	LOC108602856|XP_017846624.1|DBUS	LOC115625955|XP_030377054.1|SLEB
OG0007560	LOC108598319|XP_017840424.1|DBUS	LOC115627335|XP_030378878.1|SLEB
OG0007561	LOC108601000|XP_033149497.1|DBUS	LOC115633701|XP_030387020.1|SLEB
OG0007562	LOC108598578|XP_017840756.2|DBUS	LOC115623224|XP_030373326.1|SLEB
OG0007563	LOC108601040|XP_017844415.1|DBUS	LOC115633117|XP_030386366.1|SLEB
OG0007564	LOC108601143|XP_017844560.1|DBUS	LOC115634080|XP_030387494.1|SLEB
OG0007565	LOC108604506|XP_017849494.1|DBUS	LOC115630050|XP_030382541.1|SLEB
OG0007566	LOC108597565|XP_017839663.1|DBUS	LOC115628159|XP_030379989.1|SLEB
OG0007567	LOC108604191|XP_017849031.1|DBUS	LOC115620524|XP_030369650.1|SLEB
OG0007568	LOC108596593|XP_017838011.1|DBUS	LOC115624578|XP_030375173.1|SLEB
OG0007569	LOC108597219|XP_017839149.1|DBUS	LOC115631003|XP_030383465.1|SLEB
OG0007570	LOC108597567|XP_017839667.1|DBUS	LOC115624577|XP_030375171.1|SLEB
OG0007571	LOC108596592|XP_017838010.1|DBUS	LOC115624600|XP_030375201.1|SLEB
OG0007572	LOC108595330|XP_017836039.1|DBUS	LOC115629019|XP_030381179.1|SLEB
OG0007573	LOC108595978|XP_017836754.1|DBUS	LOC115633880|XP_030387244.1|SLEB
OG0007574	LOC108597172|XP_017839075.1|DBUS	LOC115626457|XP_030377702.1|SLEB
OG0007575	LOC108597311|XP_017839285.1|DBUS	LOC115624594|XP_030375193.1|SLEB
OG0007576	LOC108606750|XP_033150503.1|DBUS	LOC115627198|XP_030378672.1|SLEB
OG0007577	LOC108605928|XP_017851237.1|DBUS	LOC115626671|XP_030377957.1|SLEB
OG0007579	LOC108596219|XP_017837236.1|DBUS	LOC115620807|XP_030370092.1|SLEB
OG0007580	LOC108598638|XP_017840832.2|DBUS	LOC115622256|XP_030372016.1|SLEB
OG0007581	LOC108607839|XP_017854392.2|DBUS	LOC115631140|XP_030383670.1|SLEB
OG0007582	LOC108601894|XP_017845357.1|DBUS	LOC115623592|XP_030373852.1|SLEB
OG0007583	LOC108595657|XP_017836423.1|DBUS	LOC115627603|XP_030379185.1|SLEB
OG0007584	LOC117134953|XP_033150467.1|DBUS	LOC115629289|XP_030381589.1|SLEB
OG0007585	LOC108599452|XP_017841774.2|DBUS	LOC115623001|XP_030373025.1|SLEB
OG0007586	LOC108607580|XP_017853965.1|DBUS	LOC115621360|XP_030370844.1|SLEB
OG0007587	LOC108597394|XP_017839419.1|DBUS	LOC115624705|XP_030375380.1|SLEB
OG0007588	LOC108607955|XP_017854572.2|DBUS	LOC115630415|XP_030382809.1|SLEB
OG0007589	LOC108606743|XP_017852630.1|DBUS	LOC115626761|XP_030378078.1|SLEB
OG0007590	LOC108600425|XP_017843481.1|DBUS	LOC115633122|XP_030386372.1|SLEB
OG0007591	LOC108596702|XP_017838214.2|DBUS	LOC115634439|XP_030388006.1|SLEB
OG0007592	LOC108595385|XP_017836099.1|DBUS	LOC115630287|XP_030382686.1|SLEB
OG0007593	LOC108605511|XP_017850750.1|DBUS	LOC115627121|XP_030378551.1|SLEB
OG0007594	LOC108595201|XP_017835878.1|DBUS	LOC115625775|XP_030376808.1|SLEB
OG0007595	LOC108595421|XP_017836138.1|DBUS	LOC115632499|XP_030385542.1|SLEB
OG0007596	LOC108599150|XP_017841427.1|DBUS	LOC115622951|XP_030372946.1|SLEB
OG0007597	LOC108599675|XP_017842154.2|DBUS	LOC115625423|XP_030376326.1|SLEB
OG0007598	LOC108597151|XP_017839039.1|DBUS	LOC115633808|XP_030387153.1|SLEB
OG0007599	LOC108598876|XP_017841125.1|DBUS	LOC115624671|XP_030375332.1|SLEB
OG0007600	LOC108600538|XP_017843679.1|DBUS	LOC115621040|XP_030370425.1|SLEB
OG0007601	LOC108599072|XP_017841344.1|DBUS	LOC115624692|XP_030375362.1|SLEB
OG0007602	LOC108599258|XP_017841543.1|DBUS	LOC115624740|XP_030375427.1|SLEB
OG0007603	LOC108601035|XP_017844403.1|DBUS	LOC115624786|XP_030375478.1|SLEB
OG0007604	LOC108600960|XP_017844303.1|DBUS	LOC115632600|XP_030385685.1|SLEB
OG0007605	LOC108599826|XP_017842419.1|DBUS	LOC115623150|XP_030373220.1|SLEB
OG0007606	LOC108599829|XP_017842425.1|DBUS	LOC115623286|XP_030373429.1|SLEB
OG0007607	LOC108604292|XP_017849193.1|DBUS	LOC115620527|XP_030369656.1|SLEB
OG0007608	LOC108599952|XP_017842692.1|DBUS	LOC115634378|XP_030387922.1|SLEB
OG0007609	LOC108606694|XP_017852550.1|DBUS	LOC115627226|XP_030378709.1|SLEB
OG0007610	LOC108595127|XP_017839954.1|DBUS	LOC115629227|XP_030381502.1|SLEB
OG0007611	LOC108607377|XP_017853588.1|DBUS	LOC115627862|XP_030379585.1|SLEB
OG0007612	LOC108597332|XP_017839316.2|DBUS	LOC115634743|XP_030388495.1|SLEB
OG0007613	LOC108597718|XP_017839898.1|DBUS	LOC115633376|XP_030386683.1|SLEB
OG0007614	LOC108600767|XP_017844017.1|DBUS	LOC115632427|XP_030385428.1|SLEB
OG0007615	LOC108600114|XP_017842975.1|DBUS	LOC115633032|XP_030386236.1|SLEB
OG0007616	LOC108601984|XP_017845468.1|DBUS	LOC115620666|XP_030369880.1|SLEB
OG0007617	LOC108600867|XP_017844166.1|DBUS	LOC115630373|XP_030382768.1|SLEB
OG0007618	LOC108600351|XP_017843364.1|DBUS	LOC115622296|XP_030372059.1|SLEB
OG0007619	LOC108600320|XP_017843311.1|DBUS	LOC115622541|XP_030372367.1|SLEB
OG0007620	LOC108598378|XP_033149459.1|DBUS	LOC115623197|XP_030373281.1|SLEB
OG0007621	LOC108596988|XP_017838742.1|DBUS	LOC115632800|XP_030385915.1|SLEB
OG0007622	LOC108599620|XP_017842068.2|DBUS	LOC115623219|XP_030373318.1|SLEB
OG0007623	LOC108599795|XP_017842348.2|DBUS	LOC115623248|XP_030373371.1|SLEB
OG0007624	LOC108599234|XP_017841521.2|DBUS	LOC115633758|XP_030387093.1|SLEB
OG0007625	LOC108600339|XP_017843345.2|DBUS	LOC115622121|XP_030371829.1|SLEB
OG0007626	LOC108600163|XP_017843053.1|DBUS	LOC115632530|XP_030385586.1|SLEB
OG0007627	LOC108600161|XP_017843052.1|DBUS	LOC115632529|XP_030385585.1|SLEB
OG0007628	LOC108607349|XP_017853523.1|DBUS	LOC115627977|XP_030379733.1|SLEB
OG0007629	LOC108599965|XP_017842707.2|DBUS	LOC115622881|XP_030372834.1|SLEB
OG0007630	LOC108601487|XP_017844874.1|DBUS	LOC115623811|XP_030374215.1|SLEB
OG0007631	LOC108603635|XP_017848084.1|DBUS	LOC115620496|XP_030369607.1|SLEB
OG0007632	LOC108598832|XP_017841074.1|DBUS	LOC115624556|XP_030375144.1|SLEB
OG0007633	LOC108607796|XP_017854325.1|DBUS	LOC115631881|XP_030384590.1|SLEB
OG0007634	LOC108601865|XP_017845312.1|DBUS	LOC115633259|XP_030386523.1|SLEB, LOC115632045|XP_030384876.1|SLEB, LOC115620715|XP_030369952.1|SLEB
OG0007635	LOC108608459|XP_017855332.2|DBUS	LOC115626039|XP_030377150.1|SLEB
OG0007636	LOC108600224|XP_017843136.1|DBUS	LOC115633812|XP_030387156.1|SLEB
OG0007637	LOC108600815|XP_017844093.2|DBUS	LOC115632671|XP_030385765.1|SLEB
OG0007638	LOC108594760|XP_033149183.1|DBUS	LOC115631948|XP_030384665.1|SLEB
OG0007639	LOC108606216|XP_017851596.1|DBUS	LOC115623446|XP_030373656.1|SLEB
OG0007640	LOC108596412|XP_017837609.1|DBUS	LOC115631215|XP_030383783.1|SLEB
OG0007641	LOC108602423|XP_017846027.1|DBUS, LOC108602472|XP_017846085.1|DBUS, LOC108603380|XP_017847639.1|DBUS	LOC115624475|XP_030375038.1|SLEB, LOC115624162|XP_030374619.1|SLEB
OG0007642	LOC108596691|XP_017838200.1|DBUS	LOC115634440|XP_030388009.1|SLEB
OG0007643	LOC108603260|XP_017847400.1|DBUS	LOC115623774|XP_030374170.1|SLEB
OG0007644	LOC108604311|XP_017849222.1|DBUS	LOC115620413|XP_030369496.1|SLEB
OG0007645	LOC108602506|XP_017846122.1|DBUS	LOC115623507|XP_030373747.1|SLEB, LOC115623505|XP_030373743.1|SLEB, LOC115623962|XP_030374389.1|SLEB, LOC115623506|XP_030373744.1|SLEB
OG0007646	LOC108603859|XP_017848546.1|DBUS, LOC108600499|XP_017843626.2|DBUS	LOC115630590|XP_030383069.1|SLEB
OG0007647	LOC108607916|XP_033150899.1|DBUS	LOC115629073|XP_030381249.1|SLEB
OG0007648	LOC108597654|XP_017839798.1|DBUS	LOC115627600|XP_030379187.1|SLEB
OG0007649	LOC108600887|XP_017844196.2|DBUS	LOC115632434|XP_030385437.1|SLEB, LOC115632770|XP_030385878.1|SLEB, LOC115632748|XP_030385856.1|SLEB
OG0007650	LOC108595870|XP_017836651.1|DBUS	LOC115620199|XP_030369192.1|SLEB, LOC115620202|XP_030369197.1|SLEB
OG0007651	LOC108607202|XP_017853354.1|DBUS	LOC115629259|XP_030381540.1|SLEB
OG0007652	LOC108596041|XP_017836911.1|DBUS	LOC115625798|XP_030376839.1|SLEB
OG0007653	LOC108598200|XP_033149624.1|DBUS	LOC115620883|XP_030370221.1|SLEB
OG0007654	LOC108600054|XP_017842890.1|DBUS	LOC115622992|XP_030373012.1|SLEB
OG0007655	LOC108594655|XP_033148966.1|DBUS, LOC108598866|XP_017841113.2|DBUS	LOC115627159|XP_030378644.1|SLEB
OG0007656	LOC108599224|XP_017841509.1|DBUS	LOC115624307|XP_030374789.1|SLEB
OG0007658	LOC108596599|XP_017838017.1|DBUS	LOC115623099|XP_030373165.1|SLEB, LOC115623098|XP_030373164.1|SLEB
OG0007659	LOC108595960|XP_017836736.1|DBUS	LOC115634455|XP_030388037.1|SLEB
OG0007659	LOC108597755|XP_017839953.1|DBUS	LOC115634267|XP_030387756.1|SLEB, LOC115634458|XP_030388043.1|SLEB
OG0007660	LOC108601483|XP_017844870.1|DBUS, LOC108602495|XP_017846111.1|DBUS	LOC115623983|XP_030374414.1|SLEB
OG0007664	LOC108602241|XP_017845779.1|DBUS	LOC115620215|XP_030369213.1|SLEB
OG0007665	LOC108605032|XP_033150285.1|DBUS	LOC115633285|XP_030386554.1|SLEB
