Orthogroup	DBUS.longest_only	DMEL.longest_only
OG0008960	LOC108601059|XP_033149669.1|DBUS	CG44837|NP_001287037.1|DMEL
OG0008961	LOC108600293|XP_017843266.2|DBUS	CG5050|NP_609839.2|DMEL
OG0008962	LOC108606965|XP_017853016.1|DBUS	CG10761|NP_572456.1|DMEL
OG0008963	LOC108604980|XP_017850039.1|DBUS	CG18258|NP_573201.1|DMEL
OG0008964	LOC108605776|XP_017851068.1|DBUS	CG14785|NP_569912.2|DMEL
OG0008965	LOC108607511|XP_017853867.2|DBUS, LOC117134868|XP_033150094.1|DBUS	CG13131|NP_609337.2|DMEL
OG0008966	LOC108603243|XP_017848644.2|DBUS	CG31823|NP_723939.1|DMEL
OG0008967	LOC108599163|XP_017841439.1|DBUS	vers|NP_648545.1|DMEL
OG0008968	LOC108602977|XP_017846854.1|DBUS	CG31928|NP_722705.1|DMEL
OG0008969	LOC108605685|XP_017850969.1|DBUS, LOC108604862|XP_017849965.1|DBUS	CG31659|NP_722702.1|DMEL
OG0008970	LOC108603208|XP_017847287.1|DBUS	CG5565|NP_608598.1|DMEL
OG0008971	LOC108599007|XP_017841272.1|DBUS	eIF4E3|NP_648194.1|DMEL
OG0008972	LOC108599116|XP_017841394.1|DBUS	CG14820|NP_648060.1|DMEL
OG0008973	LOC108599016|XP_017841284.2|DBUS	Best4|NP_001097609.1|DMEL
OG0008975	LOC117134848|XP_033149918.1|DBUS	CG33758|NP_001027397.1|DMEL, CG33757|NP_001027398.1|DMEL
OG0008978	LOC108595754|XP_017836533.1|DBUS	Tsp42A|NP_523623.1|DMEL
OG0008979	LOC108600095|XP_017842950.1|DBUS	CG16852|NP_609661.3|DMEL
OG0008985	LOC108598105|XP_017840211.2|DBUS	Cpr72Ec|NP_648884.1|DMEL
OG0008987	LOC108607485|XP_017853816.1|DBUS	CG14036|NP_608903.1|DMEL
OG0008989	LOC108605620|XP_017850890.1|DBUS	dwg|NP_477338.3|DMEL
OG0008990	LOC108598189|XP_033149564.1|DBUS	CG32037|NP_648326.1|DMEL
OG0008992	LOC108601592|XP_017844980.1|DBUS	CG4565|NP_001097743.1|DMEL
OG0008993	LOC108600777|XP_033149508.1|DBUS	CG6175|NP_001261708.1|DMEL
OG0008994	LOC108607543|XP_017853917.1|DBUS	CG8292|NP_609198.1|DMEL
OG0008995	LOC108595607|XP_017836362.1|DBUS	Ir60a|NP_611901.1|DMEL
OG0008997	LOC108606395|XP_017851962.1|DBUS	CG4293|NP_569847.1|DMEL
OG0008999	LOC108605412|XP_017850570.2|DBUS	tgy|NP_573349.4|DMEL
OG0009001	LOC108594396|XP_017835051.2|DBUS	CG17343|NP_609940.1|DMEL
OG0009002	LOC108604031|XP_017848772.1|DBUS	CG42359|NP_732404.2|DMEL
OG0009003	LOC108598940|XP_017841195.2|DBUS	CG14118|NP_648612.1|DMEL
OG0009005	LOC108608535|XP_017855438.2|DBUS	Rsph1|NP_609609.1|DMEL
OG0009006	LOC108603495|XP_017847842.1|DBUS	CG5180|NP_001138087.1|DMEL
OG0009007	LOC108598451|XP_017840582.1|DBUS	CG13314|NP_648275.1|DMEL
OG0009008	LOC108602927|XP_017846757.1|DBUS	ninaE|NP_524407.1|DMEL
OG0009009	LOC108598124|XP_017840230.1|DBUS	CG12003|NP_647625.2|DMEL
OG0009010	LOC108600584|XP_017843747.1|DBUS	CG7182|NP_648212.1|DMEL
OG0009011	LOC108599744|XP_017842243.1|DBUS	Teh4|NP_647866.2|DMEL
OG0009012	LOC108596572|XP_017837970.1|DBUS	TAF1C-like|NP_611585.1|DMEL
OG0009013	LOC108606656|XP_017852462.1|DBUS	CG14442|NP_572342.1|DMEL
OG0009014	LOC108599755|XP_017842258.1|DBUS	aos|NP_524107.2|DMEL
OG0009015	LOC108600998|XP_017844352.1|DBUS	CG8563|NP_648116.2|DMEL
OG0009016	LOC108599909|XP_017842595.1|DBUS	CG8042|NP_648165.1|DMEL
OG0009017	LOC108596538|XP_017837919.1|DBUS	daw|NP_523461.1|DMEL
OG0009018	LOC108607365|XP_017853569.1|DBUS	Syt7|NP_726557.3|DMEL
OG0009019	LOC108607395|XP_017853652.1|DBUS	CG1674|NP_001245414.1|DMEL
OG0009020	LOC108601695|XP_017845094.1|DBUS	CG34404|NP_650457.2|DMEL
OG0009021	LOC108604638|XP_017849676.1|DBUS	CG9775|NP_649482.2|DMEL
OG0009022	LOC108602118|XP_017845632.2|DBUS	beat-Va|NP_001189214.1|DMEL
OG0009023	LOC108602505|XP_033149978.1|DBUS	CG5984|NP_651548.1|DMEL
OG0009024	LOC108603177|XP_017847226.1|DBUS	AstA|NP_524489.2|DMEL
OG0009025	LOC108602944|XP_017846781.1|DBUS	DNAlig3|NP_650187.2|DMEL
OG0009026	LOC108601490|XP_017844876.1|DBUS	CG34290|NP_001097899.2|DMEL
OG0009027	LOC108596368|XP_017837523.1|DBUS	CG15071|NP_611360.1|DMEL
OG0009028	LOC108598916|XP_017841169.2|DBUS	CG3448|NP_648316.1|DMEL
OG0009029	LOC108608401|XP_017855248.1|DBUS	Tsp26A|NP_001097093.1|DMEL
OG0009030	LOC108607635|XP_017854048.1|DBUS	CG4577|NP_001259855.1|DMEL
OG0009031	LOC108604410|XP_017849366.1|DBUS	CG1227|NP_649712.1|DMEL
OG0009032	LOC108604411|XP_017849367.1|DBUS	CG10053|NP_649711.1|DMEL
OG0009033	LOC108594225|XP_017834824.2|DBUS	DnaJ-H|NP_001260431.1|DMEL
OG0009034	LOC108594500|XP_017835099.1|DBUS	kek3|NP_523575.1|DMEL
OG0009035	LOC108602895|XP_017850788.1|DBUS	CG13123|NP_609315.1|DMEL
OG0009036	LOC108594633|XP_033150954.1|DBUS	CG1688|NP_610516.1|DMEL
OG0009037	LOC108596920|XP_017838627.2|DBUS	E23|NP_995622.1|DMEL
OG0009038	LOC108602766|XP_017846427.1|DBUS	CG42487|NP_001163752.1|DMEL
OG0009039	LOC108602268|XP_017845812.1|DBUS	CG4287|NP_650514.1|DMEL
OG0009040	LOC108595439|XP_017836160.1|DBUS	CG12866|NP_001286425.1|DMEL
OG0009041	LOC108603733|XP_017848271.1|DBUS	CG6040|NP_650781.2|DMEL
OG0009043	LOC108607823|XP_017854360.1|DBUS	msb1l|NP_609991.1|DMEL
OG0009044	LOC108607480|XP_017853810.2|DBUS	CG9121|NP_608901.1|DMEL
OG0009045	LOC108604284|XP_017849176.1|DBUS	CG15186|NP_001246950.1|DMEL
OG0009046	LOC108600640|XP_033149454.1|DBUS	CG14562|NP_649372.1|DMEL
OG0009047	LOC108595318|XP_017836027.1|DBUS	CG17002|NP_610253.1|DMEL
OG0009048	LOC108600047|XP_017842885.1|DBUS	Hacd2|NP_609655.2|DMEL
OG0009049	LOC108602103|XP_017845616.1|DBUS	CG10407|NP_001303466.1|DMEL
OG0009050	LOC108603311|XP_017847501.2|DBUS	CG7968|NP_609684.1|DMEL
OG0009051	LOC108596579|XP_017837992.1|DBUS	plu|NP_476683.1|DMEL
OG0009052	LOC108604570|XP_017849589.1|DBUS	CG2846|NP_649749.2|DMEL
OG0009053	LOC108603377|XP_017847634.1|DBUS	CG5746|NP_001138106.1|DMEL
OG0009054	LOC108603851|XP_017848493.1|DBUS	Tk|NP_001262493.1|DMEL
OG0009055	LOC108598937|XP_017841191.1|DBUS	CG10561|NP_476608.1|DMEL
OG0009056	LOC108608468|XP_017855344.2|DBUS	Atac1|NP_609088.1|DMEL
OG0009057	LOC108599697|XP_017842183.1|DBUS	wac|NP_612020.2|DMEL
OG0009058	LOC108607348|XP_017853521.1|DBUS	CG32017|NP_726650.2|DMEL
OG0009059	LOC108601026|XP_017844392.1|DBUS	Oatp74D|NP_648989.1|DMEL
OG0009060	LOC108601472|XP_017844860.1|DBUS	CG16789|NP_649910.3|DMEL
OG0009061	LOC108596928|XP_017838638.1|DBUS	CG15706|NP_611099.2|DMEL
OG0009062	LOC108595236|XP_017835924.1|DBUS	CG4282|NP_611118.3|DMEL
OG0009064	LOC108595053|XP_017835685.1|DBUS	Lap1|NP_611007.1|DMEL
OG0009065	LOC108604505|XP_017849492.1|DBUS	CG4393|NP_651143.2|DMEL
OG0009066	LOC108599019|XP_017841288.2|DBUS	CG18178|NP_648350.1|DMEL
OG0009067	LOC108599986|XP_017842747.1|DBUS	Srpk79D|NP_001246881.1|DMEL
OG0009068	LOC108596265|XP_017837313.1|DBUS	CG1360|NP_610300.1|DMEL
OG0009069	LOC108594379|XP_017835028.1|DBUS	firl|NP_001033900.2|DMEL
OG0009070	LOC108597566|XP_017839664.1|DBUS	hebe|NP_001097248.1|DMEL
OG0009071	LOC108602884|XP_017846675.1|DBUS	ymp|NP_001287531.1|DMEL
OG0009072	LOC108602266|XP_017845810.1|DBUS	CG18268|NP_649739.1|DMEL
OG0009073	LOC108604322|XP_017849234.1|DBUS	CG4462|NP_650849.1|DMEL
OG0009074	LOC108604626|XP_017849663.1|DBUS	CG6791|NP_650090.1|DMEL
OG0009075	LOC108601932|XP_017845399.1|DBUS	CG14657|NP_649501.1|DMEL
OG0009076	LOC108604596|XP_017849618.1|DBUS	CG9837|NP_649838.5|DMEL
OG0009077	LOC108598138|XP_017840244.1|DBUS, LOC108605362|XP_017850520.1|DBUS	rpk|NP_001246909.1|DMEL
OG0009078	LOC108603588|XP_017848018.1|DBUS	CG17721|NP_001247041.1|DMEL
OG0009079	LOC108603498|XP_017847850.1|DBUS	mld|NP_001247289.1|DMEL
OG0009081	LOC108602661|XP_017846296.1|DBUS	E_spl_malpha-BFM|NP_524506.1|DMEL
OG0009082	LOC108602148|XP_017845669.1|DBUS	CG31287|NP_732119.1|DMEL
OG0009083	LOC108605374|XP_033150268.1|DBUS	dec-1|NP_511072.2|DMEL
OG0009084	LOC108604805|XP_017849896.1|DBUS	Cap-H2|NP_650014.2|DMEL
OG0009086	LOC108604420|XP_017849375.1|DBUS	CG34112|NP_001246902.1|DMEL
OG0009087	LOC108604075|XP_017848833.1|DBUS	CG33213|NP_788749.1|DMEL
OG0009088	LOC108601577|XP_033149787.1|DBUS	PH4alphaSG2|NP_651801.1|DMEL
OG0009089	LOC108607075|XP_017853184.1|DBUS	CG11076|NP_726630.2|DMEL
OG0009090	LOC108602991|XP_017846874.1|DBUS	CG15514|NP_651739.1|DMEL
OG0009091	LOC108602223|XP_017845759.1|DBUS	TwdlG|NP_649444.1|DMEL
OG0009092	LOC108602190|XP_017845726.2|DBUS	lbl|NP_001262805.1|DMEL
OG0009093	LOC108603334|XP_017847548.1|DBUS	Su_var_3-7|NP_524342.3|DMEL
OG0009094	LOC108601382|XP_017844771.1|DBUS	ppk30|NP_651706.1|DMEL
OG0009095	LOC108601381|XP_033149909.1|DBUS	ppk21|NP_651704.2|DMEL
OG0009096	LOC108602612|XP_017846238.1|DBUS	CG6403|NP_651501.2|DMEL
OG0009097	LOC108602651|XP_017846286.1|DBUS	CG14247|NP_651502.2|DMEL
OG0009098	LOC108604386|XP_017849331.1|DBUS	Rb97D|NP_524520.1|DMEL
OG0009099	LOC108604609|XP_017849637.1|DBUS	CG11504|NP_651758.1|DMEL
OG0009100	LOC108600459|XP_033149877.1|DBUS	sna|NP_476732.1|DMEL
OG0009101	LOC108607525|XP_017853931.1|DBUS	a5|NP_476998.1|DMEL
OG0009102	LOC108608526|XP_017855425.1|DBUS	TTLL4B|NP_722946.1|DMEL
OG0009103	LOC108608205|XP_017854967.1|DBUS	CG2816|NP_608803.2|DMEL
OG0009104	LOC108603764|XP_017848342.1|DBUS	CG10031|NP_608802.2|DMEL
OG0009105	LOC108601893|XP_017845361.1|DBUS	A16|NP_609598.1|DMEL
OG0009106	LOC108608319|XP_017855179.2|DBUS	CG33543|NP_001014458.3|DMEL
OG0009107	LOC108597936|XP_017840044.1|DBUS	CG5177|NP_609114.1|DMEL
OG0009108	LOC108602001|XP_017845491.1|DBUS	CG5404|NP_650482.1|DMEL
OG0009109	LOC108607867|XP_017854444.1|DBUS	atilla|NP_609558.3|DMEL
OG0009110	LOC108607534|XP_017853903.1|DBUS	CG11911|NP_608518.1|DMEL
OG0009111	LOC108598670|XP_017840875.1|DBUS	CG15021|NP_647902.1|DMEL
OG0009112	LOC108607927|XP_017854530.1|DBUS	cbt|NP_722636.1|DMEL
OG0009113	LOC108596470|XP_033149904.1|DBUS	CG31871|NP_723607.1|DMEL
OG0009114	LOC108600905|XP_017844224.1|DBUS	mbm|NP_608511.1|DMEL
OG0009115	LOC108606099|XP_017851434.2|DBUS	CG34179|NP_001285654.1|DMEL
OG0009116	LOC108594797|XP_017835428.1|DBUS	CG3119|NP_608717.2|DMEL
OG0009117	LOC108603487|XP_017847554.2|DBUS	CG11149|NP_723110.1|DMEL
OG0009119	LOC108607748|XP_017854265.1|DBUS	NimC2|NP_788047.1|DMEL
OG0009120	LOC108598062|XP_033149586.1|DBUS	Ir67a|NP_648329.3|DMEL
OG0009121	LOC108597079|XP_017838903.1|DBUS	CG18190|NP_611384.2|DMEL
OG0009122	LOC108595756|XP_017836535.1|DBUS	CG3906|NP_611802.1|DMEL
OG0009123	LOC108595877|XP_017836656.1|DBUS	CG13437|NP_611507.1|DMEL
OG0009124	LOC108594848|XP_017835475.1|DBUS	ppk|NP_477232.1|DMEL
OG0009125	LOC108595550|XP_017836297.1|DBUS	Tsp42Ei|NP_523635.2|DMEL
OG0009127	LOC108596278|XP_017837339.1|DBUS	CG4681|NP_611937.2|DMEL
OG0009128	LOC108595788|XP_017836569.1|DBUS	CG12164|NP_610268.2|DMEL
OG0009129	LOC108595784|XP_017836565.1|DBUS	CG14752|NP_610393.1|DMEL
OG0009130	LOC108595246|XP_017835936.1|DBUS	MFS12|NP_610332.3|DMEL
OG0009131	LOC108596790|XP_017838382.1|DBUS	CG12159|NP_610330.1|DMEL
OG0009132	LOC108596810|XP_017838414.1|DBUS	Ance-5|NP_573392.2|DMEL
OG0009133	LOC108594714|XP_017835342.1|DBUS	CG17047|NP_610865.1|DMEL
OG0009134	LOC108594827|XP_017835454.1|DBUS, LOC108594826|XP_017835453.1|DBUS	CG30080|NP_725491.1|DMEL
OG0009135	LOC108594646|XP_017835277.1|DBUS	CG13742|NP_001260813.1|DMEL
OG0009136	LOC108596068|XP_017836951.1|DBUS	reb|NP_610713.2|DMEL
OG0009137	LOC108597740|XP_017839930.1|DBUS	Cpr49Ac|NP_725150.2|DMEL
OG0009138	LOC108595835|XP_017836614.1|DBUS	CG13155|NP_610770.1|DMEL
OG0009139	LOC108596276|XP_017837337.1|DBUS	CG3548|NP_611941.1|DMEL
OG0009140	LOC108595502|XP_017836244.1|DBUS	Cpr47Ee|NP_610659.1|DMEL
OG0009141	LOC108595495|XP_017836237.1|DBUS	lbm|NP_523639.1|DMEL
OG0009142	LOC108596135|XP_017837091.1|DBUS	Spn43Ad|NP_610261.1|DMEL
OG0009143	LOC108594932|XP_017835555.1|DBUS	CG34445|NP_001097420.1|DMEL
OG0009144	LOC108595783|XP_017836564.1|DBUS	CG43325|NP_611699.1|DMEL
OG0009145	LOC108595500|XP_017836241.1|DBUS	CG13501|NP_611631.1|DMEL
OG0009146	LOC108597422|XP_017839463.1|DBUS	CG6329|NP_610904.1|DMEL
OG0009147	LOC108594996|XP_017835618.1|DBUS	CG34458|NP_001097340.1|DMEL
OG0009148	LOC108597434|XP_017839481.1|DBUS	rgr|NP_001163089.2|DMEL
OG0009149	LOC108595641|XP_033149012.1|DBUS	Ir56b|NP_611430.1|DMEL
OG0009150	LOC108600034|XP_017842861.1|DBUS	CG13330|NP_610880.1|DMEL
OG0009151	LOC108596607|XP_017838027.1|DBUS	lambdaTry|NP_610673.1|DMEL
OG0009152	LOC108596530|XP_017838211.1|DBUS	Map60|NP_476952.1|DMEL
OG0009153	LOC108595603|XP_017836358.1|DBUS	CG3163|NP_611872.1|DMEL
OG0009154	LOC108604273|XP_017849161.1|DBUS	CG12426|NP_651591.2|DMEL
OG0009155	LOC108595479|XP_017836217.1|DBUS	CG8252|NP_610420.1|DMEL
OG0009156	LOC108601269|XP_017844320.1|DBUS	CG17005|NP_609280.2|DMEL
OG0009157	LOC108598610|XP_017840797.2|DBUS	CG31798|NP_724182.1|DMEL
OG0009158	LOC108598714|XP_017840932.1|DBUS	Dic61B|NP_728477.1|DMEL
OG0009159	LOC108606438|XP_017852039.1|DBUS	CG15642|NP_573028.1|DMEL
OG0009160	LOC108607014|XP_017853086.1|DBUS	CG42329|NP_608590.2|DMEL
OG0009161	LOC108606775|XP_017852683.1|DBUS	CG5273|NP_569857.1|DMEL
OG0009162	LOC108598999|XP_017841265.1|DBUS	Mip|NP_648971.1|DMEL
OG0009163	LOC108601164|XP_017844585.1|DBUS	CG34382|NP_001097565.1|DMEL
OG0009164	LOC108598602|XP_017840786.2|DBUS	CG42676|NP_995960.2|DMEL
OG0009165	LOC108597968|XP_033149605.1|DBUS	CG6462|NP_648011.1|DMEL
OG0009166	LOC108597887|XP_017839994.1|DBUS	Ir68b|NP_648548.1|DMEL
OG0009167	LOC108600282|XP_017843241.1|DBUS	CG32436|NP_730622.1|DMEL
OG0009168	LOC108600283|XP_017843242.1|DBUS	ebd2|NP_649307.1|DMEL
OG0009169	LOC108599735|XP_017842232.2|DBUS	CG44838|NP_001287006.1|DMEL
OG0009170	LOC108598893|XP_017841143.1|DBUS	l_3_72Dr|NP_730120.1|DMEL
OG0009171	LOC108598596|XP_017840779.1|DBUS	Ilp8|NP_648949.2|DMEL
OG0009172	LOC108600205|XP_017843110.1|DBUS, LOC108598087|XP_017840190.1|DBUS	CG42255|NP_729748.3|DMEL
OG0009173	LOC108599838|XP_017842437.1|DBUS	CG12182|NP_647731.2|DMEL
OG0009174	LOC108605730|XP_017851014.1|DBUS	CG12535|NP_726860.1|DMEL
OG0009175	LOC108607869|XP_017854450.1|DBUS	Glt|NP_477504.1|DMEL
OG0009176	LOC108598781|XP_017841010.2|DBUS	CG13484|NP_648690.1|DMEL
OG0009178	LOC108598884|XP_017841134.2|DBUS	comm|NP_524095.1|DMEL
OG0009179	LOC108599208|XP_017841492.1|DBUS	CG11131|NP_649429.1|DMEL
OG0009180	LOC108599056|XP_017841325.1|DBUS	CG7924|NP_648698.1|DMEL
OG0009181	LOC108598129|XP_017840236.1|DBUS, LOC108598277|XP_017840383.2|DBUS	CG5665|NP_001246844.1|DMEL
OG0009182	LOC108598750|XP_033149466.1|DBUS	CG12316|NP_648752.1|DMEL
OG0009183	LOC108599232|XP_017841519.1|DBUS	CG33263|NP_996072.1|DMEL
OG0009185	LOC108598426|XP_017840541.2|DBUS	CG11248|NP_649348.1|DMEL
OG0009186	LOC108598959|XP_017841218.1|DBUS	cmpy|NP_001097652.1|DMEL
OG0009187	LOC108602363|XP_017845953.1|DBUS	CG3995|NP_650591.1|DMEL
OG0009188	LOC108596236|XP_017837264.1|DBUS	CG14488|NP_611266.2|DMEL
OG0009189	LOC108598643|XP_017841264.1|DBUS	Gagr|NP_648891.1|DMEL
OG0009190	LOC108599260|XP_017841544.2|DBUS	CG32302|NP_728732.1|DMEL
OG0009191	LOC108594650|XP_017835281.1|DBUS	Obp46a|NP_610574.1|DMEL
OG0009192	LOC108596074|XP_017836976.1|DBUS	CG34026|NP_001285057.1|DMEL
OG0009193	LOC108608063|XP_017854738.2|DBUS	CG15286|NP_609706.2|DMEL
OG0009194	LOC108606310|XP_017851843.1|DBUS	CG1339|NP_610307.2|DMEL
OG0009195	LOC108599024|XP_017841294.1|DBUS	CG32061|NP_729611.1|DMEL
OG0009196	LOC108598082|XP_033149341.1|DBUS	can|NP_524827.1|DMEL
OG0009197	LOC108601024|XP_033149575.1|DBUS	CG10588|NP_649271.1|DMEL
OG0009198	LOC108598633|XP_017840823.2|DBUS, LOC108599167|XP_017841441.2|DBUS	CG42570|NP_001163449.1|DMEL
OG0009199	LOC108599211|XP_033149402.1|DBUS	CG32199|NP_730347.1|DMEL
OG0009200	LOC108597073|XP_017838892.1|DBUS	CG12914|NP_610566.1|DMEL
OG0009201	LOC108597227|XP_017839159.1|DBUS	BomT2|NP_652367.1|DMEL
OG0009202	LOC108595873|XP_017836654.1|DBUS	CG15873|NP_611910.2|DMEL
OG0009203	LOC108595499|XP_017836240.1|DBUS	eIF3f2|NP_610210.2|DMEL
OG0009205	LOC108594891|XP_017835518.1|DBUS	CG13427|NP_611486.1|DMEL
OG0009206	LOC108596619|XP_017838053.1|DBUS	CG12868|NP_610971.2|DMEL
OG0009207	LOC108602487|XP_017846100.1|DBUS	CG31294|NP_732055.1|DMEL
OG0009209	LOC108602207|XP_017845743.1|DBUS	Ugt304A1|NP_652619.1|DMEL
OG0009210	LOC108595573|XP_017836322.1|DBUS	BomBc1|NP_611318.2|DMEL
OG0009211	LOC108608160|XP_017854906.1|DBUS	del|NP_610091.2|DMEL
OG0009214	LOC108600053|XP_017842889.1|DBUS	CG32487|NP_728791.1|DMEL
OG0009219	LOC108601618|XP_017845006.2|DBUS	CG15563|NP_651854.2|DMEL
OG0009220	LOC108607059|XP_017853161.1|DBUS	mei-217|NP_001027069.3|DMEL
OG0009221	LOC108604238|XP_017849103.1|DBUS	LSm-4|NP_001260345.1|DMEL
OG0009222	LOC108605738|XP_017851023.1|DBUS	UBL3|NP_573083.2|DMEL
OG0009224	LOC108601545|XP_017844933.1|DBUS	zen2|NP_476794.1|DMEL
OG0009225	LOC108607163|XP_017853302.1|DBUS	rush|NP_569923.2|DMEL
OG0009226	LOC108605990|XP_033150338.1|DBUS	CG46311|NP_001334677.1|DMEL
OG0009228	LOC108605838|XP_017851135.1|DBUS	CG18262|NP_572453.1|DMEL
OG0009231	LOC108605106|XP_017850158.1|DBUS	CG15601|NP_573058.1|DMEL
OG0009236	LOC108602747|XP_017846393.1|DBUS	CG32163|NP_730181.1|DMEL
OG0009238	LOC108598976|XP_017841239.2|DBUS	CG32095|NP_729755.1|DMEL
OG0009239	LOC108598474|XP_017840612.1|DBUS	COX8|NP_649328.1|DMEL
OG0009241	LOC108608428|XP_017855285.2|DBUS	CG8813|NP_608727.1|DMEL
OG0009243	LOC117134727|XP_033149249.1|DBUS	CG46319|NP_001334715.1|DMEL
OG0009245	LOC108601429|XP_017844816.1|DBUS	CG14313|NP_650687.1|DMEL
OG0009247	LOC108602153|XP_017845675.1|DBUS	Glut3|NP_536732.1|DMEL
OG0009248	LOC108607036|XP_017853118.1|DBUS	CG11151|NP_572917.1|DMEL
OG0009249	LOC108607905|XP_033149912.1|DBUS	Lip1|NP_523540.1|DMEL
OG0009251	LOC108605908|XP_017851212.1|DBUS	CG17163|NP_001015255.1|DMEL
OG0009252	LOC108606957|XP_017853004.1|DBUS	CG32815|NP_726709.2|DMEL
OG0009253	LOC108605634|XP_017850906.1|DBUS	CG12118|NP_572537.1|DMEL
OG0009254	LOC108607066|XP_017853171.1|DBUS	CG3777|NP_569839.2|DMEL
OG0009255	LOC108605924|XP_017851230.1|DBUS	Coa8|NP_569956.1|DMEL
OG0009256	LOC108607162|XP_017853301.1|DBUS	CG6659|NP_573317.1|DMEL
OG0009257	LOC108605768|XP_017851060.1|DBUS	CG4768|NP_573164.2|DMEL
OG0009258	LOC108605379|XP_033150356.1|DBUS	CG43737|NP_001096985.2|DMEL
OG0009259	LOC108605468|XP_017850643.1|DBUS	CG15343|NP_572469.1|DMEL
OG0009260	LOC108606968|XP_017853020.1|DBUS	Rab21|NP_001036321.2|DMEL
OG0009261	LOC108606455|XP_017852057.1|DBUS	meso18E|NP_652615.1|DMEL
OG0009262	LOC108605588|XP_017850847.1|DBUS	CG9782|NP_573137.1|DMEL
OG0009263	LOC108606383|XP_017851937.1|DBUS	CG7992|NP_573369.1|DMEL
OG0009264	LOC108605254|XP_017850363.1|DBUS	CG7884|NP_001259701.1|DMEL
OG0009265	LOC108606635|XP_017852419.1|DBUS	CG14195|NP_728227.1|DMEL
OG0009266	LOC108608213|XP_033150684.1|DBUS	CG9932|NP_609599.1|DMEL
OG0009267	LOC108599011|XP_017841281.2|DBUS	CG31643|NP_723145.1|DMEL
OG0009269	LOC108601855|XP_017845295.1|DBUS	Ada2a|NP_001014636.1|DMEL
OG0009270	LOC108594707|XP_017835336.1|DBUS	robls54B|NP_001097356.1|DMEL
OG0009271	LOC108606901|XP_017852921.1|DBUS	CG5004|NP_573195.1|DMEL
OG0009272	LOC108598321|XP_017840427.1|DBUS	CG13251|NP_649246.1|DMEL
OG0009273	LOC108601408|XP_017844799.1|DBUS	CG15414|NP_608784.1|DMEL
OG0009274	LOC108599873|XP_017842514.1|DBUS	BtbVII|NP_647774.2|DMEL
OG0009275	LOC108604978|XP_017850036.1|DBUS	CG13361|NP_569855.2|DMEL
OG0009276	LOC108595721|XP_017836491.1|DBUS	CG8152|NP_611028.1|DMEL
OG0009277	LOC108605007|XP_017850062.1|DBUS	CG14627|NP_569889.2|DMEL
OG0009278	LOC108604934|XP_033150259.1|DBUS	CG32813|NP_001368967.1|DMEL
OG0009279	LOC108603585|XP_017848019.1|DBUS	CG17375|NP_609076.3|DMEL
OG0009280	LOC108606806|XP_017852765.1|DBUS	Proc-R|NP_572183.1|DMEL
OG0009281	LOC108607269|XP_017853451.1|DBUS	Rph|NP_572651.1|DMEL
OG0009282	LOC108606722|XP_017852597.1|DBUS	CG13693|NP_608505.1|DMEL
OG0009283	LOC108594498|XP_017835185.2|DBUS	mthl15|NP_723538.3|DMEL
OG0009284	LOC108598745|XP_017840969.1|DBUS	Dysb|NP_649064.1|DMEL
OG0009285	LOC108607423|XP_017853717.1|DBUS	Slip1|NP_651933.1|DMEL
OG0009287	LOC108599897|XP_017842577.1|DBUS	CG9948|NP_648063.1|DMEL
OG0009288	LOC108605055|XP_017850111.1|DBUS	fs_1_M3|NP_572284.4|DMEL
OG0009290	LOC108595921|XP_017836699.1|DBUS	Cpr47Ed|NP_610658.1|DMEL
OG0009292	LOC108605939|XP_017851249.1|DBUS	CG2129|NP_572449.1|DMEL
OG0009293	LOC108606746|XP_017852633.1|DBUS	cyr|NP_572442.1|DMEL
OG0009294	LOC108594867|XP_017835494.1|DBUS	Nach|NP_001334724.1|DMEL
OG0009295	LOC108605129|XP_033150410.1|DBUS	HUWE1|NP_001285288.1|DMEL
OG0009296	LOC108603649|XP_017848104.1|DBUS	CG14546|NP_651448.2|DMEL
OG0009297	LOC108601826|XP_017845256.1|DBUS	CG14540|NP_651451.1|DMEL
OG0009299	LOC108603655|XP_033150110.1|DBUS	CG17190|NP_001247200.1|DMEL
OG0009300	LOC108603652|XP_017848115.1|DBUS	CG4836|NP_001138085.1|DMEL
OG0009301	LOC108601620|XP_033150122.1|DBUS	CG4582|NP_651403.1|DMEL
OG0009302	LOC108601677|XP_017845075.1|DBUS	CG18744|NP_652647.2|DMEL
OG0009303	LOC108601302|XP_033150052.1|DBUS	CG14329|NP_650636.2|DMEL
OG0009304	LOC108602434|XP_017846044.1|DBUS	CG4459|NP_650850.1|DMEL
OG0009305	LOC108603384|XP_017847644.1|DBUS	CG31279|NP_732136.2|DMEL
OG0009306	LOC108605482|XP_017850662.1|DBUS	Vago|NP_572680.1|DMEL
OG0009307	LOC108603480|XP_017847817.1|DBUS	Leash|NP_650037.2|DMEL
OG0009308	LOC108602968|XP_017846839.1|DBUS	CG1024|NP_001262315.1|DMEL
OG0009309	LOC117135097|XP_033150960.1|DBUS	CG42232|NP_001138060.1|DMEL
OG0009310	LOC108602213|XP_017845749.1|DBUS	CG7794|NP_650674.1|DMEL
OG0009311	LOC108602302|XP_017845873.1|DBUS	dpr5|NP_650080.3|DMEL
OG0009312	LOC108602508|XP_017846127.2|DBUS	CG10317|NP_650539.2|DMEL
OG0009313	LOC108604821|XP_017849920.1|DBUS	CG14879|NP_732131.1|DMEL
