Orthogroup	DBUS.longest_only	DSUP.longest_only
OG0009872	LOC108597127|XP_017839000.1|DBUS	LOC119549064|XP_037712697.1|DSUP
OG0009873	LOC108598048|XP_017840152.1|DBUS	LOC119552155|XP_037717888.1|DSUP
OG0009874	LOC108598196|XP_017840301.1|DBUS, LOC108598376|XP_033149631.1|DBUS	LOC119554800|XP_037721778.1|DSUP
OG0009875	LOC108598934|XP_017841188.1|DBUS	LOC119552610|XP_037718202.1|DSUP
OG0009876	LOC108597656|XP_017839801.1|DBUS, LOC108594800|XP_033149219.1|DBUS	LOC119549738|XP_037713908.1|DSUP
OG0009877	LOC108596272|XP_017837329.1|DBUS	LOC119550247|XP_037714749.1|DSUP, LOC119551746|XP_037717194.1|DSUP
OG0009878	LOC108596932|XP_017838644.1|DBUS	LOC119550069|XP_037714464.1|DSUP
OG0009879	LOC108597542|XP_017839636.1|DBUS	LOC119551028|XP_037716016.1|DSUP
OG0009880	LOC108596182|XP_017837182.1|DBUS	LOC119551723|XP_037717153.1|DSUP
OG0009881	LOC108595747|XP_017836525.1|DBUS, LOC108597094|XP_017838946.1|DBUS	LOC119551894|XP_037717425.1|DSUP
OG0009882	LOC108595159|XP_017835818.1|DBUS	LOC119550830|XP_037715706.1|DSUP, LOC119558818|XP_037728018.1|DSUP
OG0009883	LOC108595357|XP_017836070.1|DBUS	LOC119550547|XP_037715207.1|DSUP
OG0009884	LOC108595761|XP_017836538.1|DBUS	LOC119550500|XP_037715120.1|DSUP
OG0009885	LOC108597333|XP_017836889.1|DBUS	LOC119549628|XP_037713741.1|DSUP
OG0009886	LOC108596053|XP_017836935.1|DBUS	LOC119551989|XP_037717638.1|DSUP
OG0009887	LOC108595253|XP_017835947.1|DBUS	LOC119551587|XP_037716915.1|DSUP
OG0009888	LOC108595814|XP_017836593.1|DBUS	LOC119551212|XP_037716375.1|DSUP
OG0009889	LOC108595547|XP_017836295.1|DBUS	LOC119550922|XP_037715866.1|DSUP
OG0009890	LOC108596467|XP_017837714.1|DBUS	LOC119550681|XP_037715471.1|DSUP
OG0009891	LOC108596897|XP_017838576.1|DBUS	LOC119560164|XP_037729450.1|DSUP
OG0009892	LOC108605993|XP_017851305.1|DBUS	LOC119556420|XP_037724565.1|DSUP
OG0009893	LOC108595401|XP_017836116.1|DBUS	LOC119551544|XP_037716862.1|DSUP
OG0009894	LOC108601319|XP_017844707.1|DBUS, LOC108602083|XP_017845596.1|DBUS, LOC108601293|XP_017844681.1|DBUS	LOC119560431|XP_037729798.1|DSUP, LOC119560311|XP_037729613.1|DSUP
OG0009895	LOC108604027|XP_017848767.2|DBUS	LOC119561120|XP_037730969.1|DSUP
OG0009896	LOC108602276|XP_017845822.1|DBUS	LOC119555942|XP_037723578.1|DSUP
OG0009897	LOC108602453|XP_017846065.1|DBUS, LOC108602374|XP_017845968.1|DBUS	LOC119556122|XP_037723940.1|DSUP
OG0009898	LOC108601696|XP_017845097.1|DBUS	LOC119546041|XP_037707993.1|DSUP
OG0009899	LOC108602556|XP_017846180.1|DBUS	LOC119560872|XP_037730478.1|DSUP
OG0009900	LOC108601970|XP_017845451.1|DBUS	LOC119547855|XP_037710814.1|DSUP, LOC119563303|XP_037732563.1|DSUP
OG0009901	LOC108604474|XP_017849450.1|DBUS	LOC119557977|XP_037726991.1|DSUP
OG0009902	LOC108602379|XP_017845972.1|DBUS, LOC108597461|XP_017839521.1|DBUS, LOC108602247|XP_017845785.1|DBUS	LOC119558197|XP_037727415.1|DSUP
OG0009903	LOC108603132|XP_017847142.1|DBUS, LOC108608027|XP_017854692.1|DBUS	LOC119559959|XP_037729121.1|DSUP
OG0009904	LOC108604730|XP_017849801.1|DBUS	LOC119559978|XP_037729149.1|DSUP
OG0009905	LOC108603986|XP_017848704.1|DBUS	LOC119559865|XP_037728901.1|DSUP
OG0009907	LOC108602227|XP_017845762.1|DBUS	LOC119559791|XP_037728803.1|DSUP
OG0009909	LOC108604513|XP_017849506.1|DBUS	LOC119549005|XP_037712563.1|DSUP
OG0009910	LOC108601264|XP_017844653.1|DBUS	LOC119560981|XP_037730685.1|DSUP, LOC119560982|XP_037730686.1|DSUP
OG0009911	LOC108595817|XP_017836597.1|DBUS	LOC119551360|XP_037716609.1|DSUP
OG0009912	LOC108607675|XP_017854120.2|DBUS	LOC119547589|XP_037710436.1|DSUP
OG0009913	LOC108594267|XP_017834886.2|DBUS	LOC119548304|XP_037711402.1|DSUP
OG0009916	LOC108608532|XP_017855439.2|DBUS	LOC119545966|XP_037707860.1|DSUP
OG0009925	LOC108603820|XP_017848438.1|DBUS	LOC119563160|XP_037732348.1|DSUP
OG0009926	LOC108606365|XP_017851903.1|DBUS	LOC119554175|XP_037720893.1|DSUP
OG0009930	LOC108605389|XP_017850547.1|DBUS	LOC119555906|XP_037723524.1|DSUP
OG0009931	LOC108596164|XP_017837159.1|DBUS	LOC119549218|XP_037713012.1|DSUP
OG0009932	LOC108596729|XP_017838263.1|DBUS	LOC119549613|XP_037713712.1|DSUP
OG0009933	LOC108596023|XP_017836869.1|DBUS	LOC119550044|XP_037714426.1|DSUP
OG0009937	LOC108602742|XP_017846385.1|DBUS	LOC119560777|XP_037730330.1|DSUP
OG0009938	LOC108607225|XP_017853388.1|DBUS	LOC119557019|XP_037725484.1|DSUP
OG0009941	LOC108604744|XP_017849823.2|DBUS	LOC119547961|XP_037710938.1|DSUP
OG0009942	LOC108597119|XP_017838987.1|DBUS	LOC119549684|XP_037713825.1|DSUP, LOC119559624|XP_037728588.1|DSUP, LOC119559623|XP_037728585.1|DSUP
OG0009943	LOC108600793|XP_017844060.1|DBUS	LOC119546985|XP_037709567.1|DSUP
OG0009945	LOC108605581|XP_017850840.1|DBUS	LOC119557406|XP_037726081.1|DSUP
OG0009946	LOC108603752|XP_017848315.1|DBUS	LOC119548591|XP_037711861.1|DSUP
OG0009947	LOC108599597|XP_017842037.1|DBUS	LOC119553585|XP_037719961.1|DSUP
OG0009948	LOC108606623|XP_017852398.1|DBUS	LOC119556466|XP_037724642.1|DSUP
OG0009949	LOC108602701|XP_017846341.1|DBUS	LOC119560930|XP_037730593.1|DSUP
OG0009950	LOC108601597|XP_017844986.1|DBUS	LOC119561437|XP_037731021.1|DSUP
OG0009951	LOC108602510|XP_017846129.1|DBUS	LOC119559858|XP_037728891.1|DSUP
OG0009952	LOC108602240|XP_017845778.1|DBUS	LOC119545792|XP_037707599.1|DSUP
OG0009953	LOC108602229|XP_017845764.1|DBUS	LOC119553992|XP_037720630.1|DSUP
OG0009957	LOC108604315|XP_017849226.1|DBUS	LOC119549554|XP_037713635.1|DSUP
OG0009958	LOC108601904|XP_017845369.1|DBUS	LOC119550467|XP_037715086.1|DSUP
OG0009960	LOC108603211|XP_017847288.1|DBUS	LOC119560457|XP_037729832.1|DSUP
OG0009961	LOC108602526|XP_017846148.1|DBUS	LOC119560117|XP_037729392.1|DSUP
OG0009962	LOC108603205|XP_017847279.1|DBUS	LOC119554587|XP_037721500.1|DSUP
OG0009963	LOC108603909|XP_017848582.1|DBUS	LOC119560661|XP_037730158.1|DSUP
OG0009964	LOC108601792|XP_017845217.1|DBUS	LOC119563358|XP_037732636.1|DSUP
OG0009965	LOC108602599|XP_017846225.1|DBUS	LOC119563107|XP_037732278.1|DSUP
OG0009966	LOC108607847|XP_017854412.1|DBUS	LOC119548819|XP_037712358.1|DSUP
OG0009967	LOC108600023|XP_017842237.2|DBUS	LOC119546770|XP_037709249.1|DSUP
OG0009968	LOC108607535|XP_017853904.1|DBUS	LOC119546068|XP_037708067.1|DSUP
OG0009969	LOC108594270|XP_017834891.1|DBUS	LOC119546807|XP_037709315.1|DSUP
OG0009970	LOC108599690|XP_017842178.1|DBUS	LOC119546556|XP_037708848.1|DSUP
OG0009971	LOC108606165|XP_017851509.1|DBUS	LOC119546343|XP_037708480.1|DSUP
OG0009972	LOC108596703|XP_017838218.2|DBUS	LOC119547127|XP_037709768.1|DSUP
OG0009973	LOC108596398|XP_017837573.1|DBUS	LOC119549244|XP_037713071.1|DSUP
OG0009974	LOC108607960|XP_017854580.1|DBUS	LOC119547640|XP_037710507.1|DSUP
OG0009975	LOC108596830|XP_017838445.1|DBUS	LOC119548118|XP_037711142.1|DSUP
OG0009976	LOC108607739|XP_017854252.1|DBUS	LOC119547120|XP_037709758.1|DSUP
OG0009977	LOC108607130|XP_017853259.2|DBUS	LOC119548670|XP_037712037.1|DSUP
OG0009978	LOC108607147|XP_017853271.1|DBUS	LOC119548671|XP_037712038.1|DSUP
OG0009979	LOC108599567|XP_017841958.2|DBUS	LOC119548231|XP_037711300.1|DSUP
OG0009981	LOC108595561|XP_017836310.1|DBUS	LOC119549861|XP_037714085.1|DSUP
OG0009983	LOC108595922|XP_017836701.1|DBUS	LOC119549043|XP_037712665.1|DSUP
OG0009984	LOC108601147|XP_017844565.1|DBUS	LOC119550841|XP_037715735.1|DSUP
OG0009985	LOC108597157|XP_017839053.1|DBUS	LOC119550382|XP_037714960.1|DSUP
OG0009986	LOC108597061|XP_017838874.1|DBUS	LOC119550839|XP_037715733.1|DSUP
OG0009990	LOC108595806|XP_017836586.1|DBUS	LOC119550258|XP_037714764.1|DSUP
OG0009991	LOC108596984|XP_017838729.1|DBUS	LOC119552037|XP_037717706.1|DSUP
OG0009992	LOC108605886|XP_017851188.1|DBUS	LOC119557153|XP_037725671.1|DSUP
OG0009993	LOC108606871|XP_017852872.2|DBUS	LOC119556836|XP_037725230.1|DSUP
OG0009994	LOC108606061|XP_017851397.1|DBUS	LOC119557556|XP_037726268.1|DSUP
OG0009995	LOC108605088|XP_033150416.1|DBUS	LOC119558389|XP_037727845.1|DSUP
OG0009996	LOC108606779|XP_017852691.1|DBUS	LOC119556717|XP_037725042.1|DSUP
OG0009997	LOC108605995|XP_017851307.1|DBUS	LOC119558138|XP_037727299.1|DSUP
OG0009998	LOC108605799|XP_017851091.1|DBUS	LOC119556665|XP_037724943.1|DSUP
OG0009999	LOC108605650|XP_017850923.1|DBUS	LOC119556517|XP_037724717.1|DSUP
OG0010000	LOC108606201|XP_017851554.1|DBUS	LOC119557807|XP_037726665.1|DSUP
OG0010001	LOC108607113|XP_017853233.1|DBUS	LOC119557403|XP_037726079.1|DSUP
OG0010002	LOC108599290|XP_017841578.1|DBUS	LOC119553395|XP_037719687.1|DSUP
OG0010003	LOC108608536|XP_017855440.2|DBUS	LOC119548885|XP_037712458.1|DSUP
OG0010004	LOC108605761|XP_017851053.1|DBUS	LOC119557626|XP_037726382.1|DSUP
OG0010005	LOC108607144|XP_017853275.1|DBUS	LOC119557266|XP_037725880.1|DSUP
OG0010006	LOC108606896|XP_017852912.1|DBUS	LOC119558202|XP_037727422.1|DSUP
OG0010007	LOC108605810|XP_017851103.1|DBUS	LOC119556438|XP_037724599.1|DSUP
OG0010008	LOC108605571|XP_017850828.1|DBUS	LOC119557847|XP_037726758.1|DSUP
OG0010009	LOC108601017|XP_017843564.2|DBUS	LOC119548638|XP_037711966.1|DSUP
OG0010010	LOC108607055|XP_017853156.1|DBUS	LOC119556792|XP_037725157.1|DSUP
OG0010011	LOC108604981|XP_017850040.1|DBUS	LOC119558060|XP_037727139.1|DSUP
OG0010012	LOC108605935|XP_017851245.1|DBUS	LOC119557751|XP_037726565.1|DSUP
OG0010013	LOC108606069|XP_017851404.1|DBUS	LOC119557740|XP_037726553.1|DSUP
OG0010014	LOC108606122|XP_017851465.1|DBUS	LOC119558381|XP_037727831.1|DSUP
OG0010015	LOC108605925|XP_017851232.1|DBUS	LOC119556479|XP_037724659.1|DSUP
OG0010016	LOC108605368|XP_017850525.2|DBUS	LOC119555892|XP_037723484.1|DSUP
OG0010017	LOC108605923|XP_017851229.1|DBUS	LOC119557741|XP_037726554.1|DSUP
OG0010018	LOC108606886|XP_017852901.1|DBUS	LOC119556288|XP_037724272.1|DSUP
OG0010019	LOC108605922|XP_033150314.1|DBUS	LOC119556462|XP_037724637.1|DSUP
OG0010020	LOC108607200|XP_017853352.1|DBUS	LOC119557082|XP_037725563.1|DSUP
OG0010021	LOC108606527|XP_017852191.1|DBUS	LOC119555929|XP_037723556.1|DSUP
OG0010022	LOC108606106|XP_017851440.1|DBUS	LOC119556530|XP_037724735.1|DSUP
OG0010023	LOC108606146|XP_017851486.1|DBUS	LOC119557559|XP_037726273.1|DSUP
OG0010024	LOC108605019|XP_017850074.1|DBUS	LOC119557769|XP_037726595.1|DSUP
OG0010025	LOC108606293|XP_017851767.1|DBUS	LOC119556988|XP_037725445.1|DSUP
OG0010026	LOC108605173|XP_017850248.1|DBUS	LOC119556454|XP_037724622.1|DSUP
OG0010027	LOC108605139|XP_033150242.1|DBUS	LOC119557096|XP_037725589.1|DSUP
OG0010028	LOC108606490|XP_017852122.1|DBUS	LOC119558223|XP_037727470.1|DSUP
OG0010029	LOC108606138|XP_017851481.1|DBUS	LOC119556599|XP_037724839.1|DSUP
OG0010030	LOC108606175|XP_017851515.1|DBUS	LOC119557786|XP_037726613.1|DSUP
OG0010031	LOC108605115|XP_033150243.1|DBUS	LOC119556778|XP_037725133.1|DSUP
OG0010032	LOC108604133|XP_017848932.1|DBUS	LOC119547380|XP_037710134.1|DSUP
OG0010033	LOC108604929|XP_033150304.1|DBUS	LOC119557982|XP_037726997.1|DSUP
OG0010034	LOC108605049|XP_017850106.1|DBUS	LOC119558034|XP_037727106.1|DSUP
OG0010035	LOC108605385|XP_017850544.1|DBUS	LOC119558040|XP_037727115.1|DSUP
OG0010036	LOC108605048|XP_017850105.1|DBUS	LOC119557852|XP_037726768.1|DSUP
OG0010037	LOC108605047|XP_017850104.1|DBUS	LOC119558056|XP_037727134.1|DSUP
OG0010038	LOC108606196|XP_033150365.1|DBUS	LOC119555902|XP_037723520.1|DSUP
OG0010039	LOC108597701|XP_017839875.1|DBUS	LOC119551588|XP_037716917.1|DSUP
OG0010040	LOC108594509|XP_017835199.1|DBUS	LOC119547878|XP_037710842.1|DSUP
OG0010041	LOC108604918|XP_017849977.1|DBUS	LOC119557172|XP_037725705.1|DSUP
OG0010042	LOC108605553|XP_017850803.1|DBUS	LOC119556642|XP_037724899.1|DSUP
OG0010043	LOC108605859|XP_017851159.1|DBUS	LOC119556571|XP_037724797.1|DSUP
OG0010044	LOC108605445|XP_017850616.1|DBUS	LOC119557614|XP_037726349.1|DSUP
OG0010045	LOC108606916|XP_017852946.1|DBUS	LOC119556423|XP_037724567.1|DSUP
OG0010046	LOC108606917|XP_017852947.1|DBUS	LOC119557519|XP_037726221.1|DSUP
OG0010047	LOC108605933|XP_017851241.1|DBUS	LOC119557033|XP_037725507.1|DSUP
OG0010048	LOC108607085|XP_017853196.1|DBUS	LOC119556069|XP_037723811.1|DSUP
OG0010049	LOC108607046|XP_017853141.1|DBUS	LOC119556328|XP_037724346.1|DSUP
OG0010050	LOC108607282|XP_017853468.1|DBUS	LOC119556327|XP_037724344.1|DSUP
OG0010051	LOC117134907|XP_033150247.1|DBUS	LOC119557782|XP_037726610.1|DSUP
OG0010052	LOC108606763|XP_017852664.1|DBUS	LOC119558917|XP_037728047.1|DSUP
OG0010053	LOC108605808|XP_017851101.1|DBUS	LOC119556999|XP_037725458.1|DSUP
OG0010054	LOC108606745|XP_017852632.1|DBUS	LOC119557763|XP_037726587.1|DSUP
OG0010055	LOC108607221|XP_017853382.1|DBUS	LOC119558276|XP_037727579.1|DSUP
OG0010056	LOC108606614|XP_017852373.1|DBUS	LOC119556389|XP_037724492.1|DSUP
OG0010057	LOC108606524|XP_017852186.1|DBUS	LOC119556275|XP_037724252.1|DSUP
OG0010058	LOC108604982|XP_033150399.1|DBUS	LOC119557616|XP_037726352.1|DSUP
OG0010059	LOC108606454|XP_017852055.1|DBUS	LOC119558247|XP_037727500.1|DSUP
OG0010060	LOC108605182|XP_017850263.1|DBUS	LOC119556251|XP_037724219.1|DSUP
OG0010061	LOC108597998|XP_017840103.1|DBUS	LOC119555409|XP_037722694.1|DSUP
OG0010062	LOC108598043|XP_017840147.1|DBUS	LOC119554351|XP_037721145.1|DSUP
OG0010063	LOC108598288|XP_033149366.1|DBUS	LOC119554388|XP_037721198.1|DSUP
OG0010064	LOC108599588|XP_017842022.2|DBUS	LOC119554692|XP_037721622.1|DSUP
OG0010065	LOC108599086|XP_017841363.1|DBUS	LOC119553553|XP_037719921.1|DSUP
OG0010067	LOC108599433|XP_017841747.1|DBUS	LOC119554220|XP_037720975.1|DSUP
OG0010068	LOC108600593|XP_017843760.1|DBUS	LOC119552579|XP_037718137.1|DSUP
OG0010069	LOC108598503|XP_017840663.1|DBUS	LOC119553742|XP_037720267.1|DSUP
OG0010070	LOC108599544|XP_017841917.1|DBUS	LOC119555695|XP_037723278.1|DSUP
OG0010071	LOC108600300|XP_017843271.1|DBUS	LOC119553245|XP_037719448.1|DSUP
OG0010072	LOC108599363|XP_017841656.1|DBUS	LOC119554089|XP_037720765.1|DSUP
OG0010073	LOC108598765|XP_017840994.1|DBUS	LOC119554974|XP_037722031.1|DSUP
OG0010074	LOC108606793|XP_017852741.1|DBUS	LOC119556587|XP_037724816.1|DSUP
OG0010075	LOC108600270|XP_033149318.1|DBUS	LOC119554302|XP_037721091.1|DSUP
OG0010078	LOC108599161|XP_017841437.1|DBUS	LOC119553977|XP_037720612.1|DSUP
OG0010079	LOC108598100|XP_017840205.1|DBUS	LOC119553828|XP_037720389.1|DSUP
OG0010080	LOC108599351|XP_017841643.2|DBUS	LOC119554581|XP_037721491.1|DSUP
OG0010082	LOC108599751|XP_017842253.1|DBUS	LOC119553955|XP_037720577.1|DSUP
OG0010083	LOC108598223|XP_017840406.2|DBUS	LOC119554760|XP_037721722.1|DSUP
OG0010084	LOC108600427|XP_017843484.2|DBUS	LOC119553858|XP_037720437.1|DSUP
OG0010086	LOC108600907|XP_017844225.1|DBUS	LOC119554860|XP_037721870.1|DSUP
OG0010087	LOC108600230|XP_017843147.2|DBUS	LOC119555567|XP_037722945.1|DSUP
OG0010088	LOC108599410|XP_017841709.1|DBUS	LOC119555040|XP_037722150.1|DSUP
OG0010089	LOC108600188|XP_017843084.1|DBUS	LOC119553510|XP_037719861.1|DSUP
OG0010090	LOC108607418|XP_017853702.1|DBUS	LOC119554532|XP_037721451.1|DSUP
OG0010091	LOC108601844|XP_017845280.1|DBUS	LOC119550317|XP_037714852.1|DSUP
OG0010092	LOC108604225|XP_017849079.1|DBUS	LOC119561795|XP_037731207.1|DSUP
OG0010093	LOC108597575|XP_017839676.1|DBUS	LOC119550780|XP_037715638.1|DSUP
OG0010094	LOC108602909|XP_017846710.1|DBUS	LOC119545717|XP_037707460.1|DSUP
OG0010095	LOC108603664|XP_017848145.1|DBUS	LOC119562868|XP_037731910.1|DSUP
OG0010096	LOC108605613|XP_017850883.1|DBUS	LOC119557646|XP_037726425.1|DSUP
OG0010097	LOC108606148|XP_017851490.1|DBUS	LOC119556897|XP_037725307.1|DSUP
OG0010098	LOC108599864|XP_033150732.1|DBUS	LOC119562747|XP_037731880.1|DSUP
OG0010100	LOC108600357|XP_017843372.2|DBUS	LOC119552862|XP_037718676.1|DSUP
OG0010101	LOC108598847|XP_017841092.1|DBUS	LOC119553020|XP_037719004.1|DSUP
OG0010102	LOC108600952|XP_017844289.2|DBUS	LOC119553598|XP_037719981.1|DSUP
OG0010103	LOC117134801|XP_033149618.1|DBUS	LOC119555041|XP_037722151.1|DSUP
OG0010104	LOC108599191|XP_017841476.1|DBUS	LOC119552506|XP_037718044.1|DSUP
OG0010105	LOC108600574|XP_017843732.2|DBUS	LOC119548278|XP_037711370.1|DSUP
OG0010106	LOC108595145|XP_017835800.1|DBUS	LOC119551661|XP_037717031.1|DSUP
OG0010108	LOC108594878|XP_017835504.1|DBUS	LOC119549967|XP_037714289.1|DSUP
OG0010110	LOC108598040|XP_017840143.1|DBUS	LOC119552883|XP_037718714.1|DSUP
OG0010111	LOC108603240|XP_017847356.1|DBUS	LOC119563263|XP_037732506.1|DSUP
OG0010112	LOC108602732|XP_017846372.1|DBUS	LOC119563477|XP_037732829.1|DSUP
OG0010113	LOC108606403|XP_017851977.1|DBUS	LOC119556535|XP_037724743.1|DSUP
OG0010114	LOC108606027|XP_017851343.1|DBUS	LOC119557322|XP_037725972.1|DSUP
OG0010115	LOC108605657|XP_017850933.1|DBUS	LOC119555901|XP_037723519.1|DSUP
OG0010117	LOC117134952|XP_033150466.1|DBUS	LOC119557521|XP_037726223.1|DSUP
OG0010118	LOC108606501|XP_017852158.1|DBUS	LOC119556515|XP_037724715.1|DSUP
OG0010119	LOC108604994|XP_017850050.1|DBUS	LOC119557123|XP_037725635.1|DSUP
OG0010120	LOC108605683|XP_017850964.1|DBUS	LOC119556134|XP_037723950.1|DSUP
OG0010121	LOC108605358|XP_017850515.1|DBUS	LOC119557440|XP_037726130.1|DSUP
OG0010122	LOC108606792|XP_017852740.1|DBUS	LOC119558022|XP_037727077.1|DSUP
OG0010123	LOC108605954|XP_017851263.1|DBUS	LOC119557115|XP_037725622.1|DSUP
OG0010125	LOC108605508|XP_017850745.1|DBUS	LOC119557657|XP_037726439.1|DSUP
OG0010126	LOC108595220|XP_017835112.2|DBUS	LOC119548606|XP_037711892.1|DSUP
OG0010128	LOC108600578|XP_017843740.1|DBUS	LOC119547887|XP_037710852.1|DSUP
OG0010129	LOC108594506|XP_017835193.2|DBUS	LOC119548532|XP_037711755.1|DSUP
OG0010130	LOC108608274|XP_017855070.1|DBUS	LOC119548007|XP_037711000.1|DSUP
OG0010131	LOC108607571|XP_017853951.1|DBUS	LOC119548183|XP_037711226.1|DSUP
OG0010132	LOC108608320|XP_017855143.2|DBUS	LOC119546083|XP_037708088.1|DSUP
OG0010133	LOC108607678|XP_017854124.2|DBUS	LOC119546086|XP_037708092.1|DSUP
OG0010134	LOC108607519|XP_017853878.1|DBUS	LOC119546207|XP_037708271.1|DSUP
OG0010135	LOC108599408|XP_017841710.1|DBUS	LOC119547088|XP_037709715.1|DSUP
OG0010136	LOC108601038|XP_017844413.1|DBUS	LOC119547390|XP_037710166.1|DSUP
OG0010137	LOC108600934|XP_017844302.1|DBUS	LOC119562613|XP_037731766.1|DSUP
OG0010138	LOC108607684|XP_017854134.1|DBUS	LOC119546062|XP_037708059.1|DSUP
OG0010139	LOC108608311|XP_017855127.2|DBUS	LOC119548083|XP_037711097.1|DSUP
OG0010140	LOC108606273|XP_017851743.1|DBUS	LOC119547545|XP_037710372.1|DSUP
OG0010141	LOC108603720|XP_017848252.1|DBUS	LOC119547924|XP_037710892.1|DSUP
OG0010142	LOC108603446|XP_017847769.1|DBUS	LOC119547819|XP_037710771.1|DSUP
OG0010143	LOC108600514|XP_017843647.2|DBUS	LOC119546695|XP_037709101.1|DSUP
OG0010144	LOC108603918|XP_017848601.1|DBUS	LOC119548866|XP_037712422.1|DSUP
OG0010145	LOC108596185|XP_017837192.1|DBUS	LOC119547658|XP_037710534.1|DSUP
OG0010146	LOC108608246|XP_017855022.2|DBUS	LOC119548809|XP_037712322.1|DSUP
OG0010147	LOC108604093|XP_017848867.1|DBUS	LOC119546967|XP_037709541.1|DSUP
OG0010148	LOC108608036|XP_017854704.2|DBUS	LOC119548785|XP_037712278.1|DSUP
OG0010149	LOC108604612|XP_017849644.1|DBUS	LOC119547800|XP_037710745.1|DSUP
OG0010150	LOC108603687|XP_017848202.2|DBUS	LOC119547673|XP_037710559.1|DSUP
OG0010151	LOC108605638|XP_017850913.1|DBUS	LOC119548521|XP_037711740.1|DSUP
OG0010152	LOC108608053|XP_017854724.2|DBUS	LOC119547623|XP_037710477.1|DSUP
OG0010153	LOC108600058|XP_017842896.1|DBUS	LOC119547325|XP_037710054.1|DSUP
OG0010154	LOC108598861|XP_017841111.2|DBUS	LOC119547404|XP_037710181.1|DSUP
OG0010155	LOC108604484|XP_017849467.1|DBUS	LOC119547861|XP_037710821.1|DSUP
OG0010156	LOC108599190|XP_017841475.1|DBUS	LOC119553471|XP_037719807.1|DSUP
OG0010157	LOC108599089|XP_017841366.1|DBUS	LOC119554647|XP_037721576.1|DSUP
OG0010158	LOC108600130|XP_017843009.1|DBUS	LOC119554546|XP_037721435.1|DSUP
OG0010159	LOC108601174|XP_017844596.1|DBUS	LOC119552852|XP_037718655.1|DSUP
OG0010160	LOC108601170|XP_017844592.1|DBUS	LOC119553693|XP_037720176.1|DSUP
OG0010161	LOC108599118|XP_033149311.1|DBUS, LOC108599786|XP_033149368.1|DBUS	LOC119554079|XP_037720751.1|DSUP
OG0010163	LOC108599033|XP_017841303.2|DBUS	LOC119554952|XP_037722000.1|DSUP
OG0010164	LOC108600721|XP_017843948.1|DBUS	LOC119554274|XP_037721054.1|DSUP
OG0010165	LOC108599421|XP_017841723.1|DBUS	LOC119554253|XP_037721018.1|DSUP
OG0010166	LOC108599241|XP_017841527.2|DBUS	LOC119552887|XP_037718722.1|DSUP
OG0010167	LOC108598117|XP_017840223.1|DBUS	LOC119555359|XP_037722625.1|DSUP
OG0010169	LOC108600755|XP_033150648.1|DBUS	LOC119555078|XP_037722219.1|DSUP
OG0010170	LOC108599227|XP_017841512.2|DBUS	LOC119553765|XP_037720300.1|DSUP
OG0010171	LOC108599006|XP_017841271.1|DBUS	LOC119553815|XP_037720363.1|DSUP
OG0010172	LOC108599315|XP_017841607.1|DBUS	LOC119554449|XP_037721288.1|DSUP
OG0010173	LOC108597765|XP_017839966.1|DBUS	LOC119550090|XP_037714498.1|DSUP
OG0010174	LOC108596399|XP_017837571.1|DBUS	LOC119551115|XP_037716224.1|DSUP
OG0010175	LOC108595825|XP_017836604.1|DBUS	LOC119550678|XP_037715465.1|DSUP
OG0010176	LOC117134702|XP_033149098.1|DBUS	LOC119551487|XP_037716778.1|DSUP
OG0010177	LOC108597501|XP_017839576.1|DBUS	LOC119550046|XP_037714427.1|DSUP
OG0010178	LOC108594813|XP_017835441.1|DBUS	LOC119551078|XP_037716169.1|DSUP
OG0010179	LOC108601990|XP_017845473.1|DBUS, LOC108598131|XP_017840238.1|DBUS	LOC119552601|XP_037718190.1|DSUP
OG0010180	LOC108599359|XP_017841652.1|DBUS	LOC119554378|XP_037721187.1|DSUP
OG0010181	LOC108598830|XP_017841076.2|DBUS	LOC119553641|XP_037720047.1|DSUP
OG0010182	LOC108597272|XP_017839224.1|DBUS	LOC119551287|XP_037716485.1|DSUP
OG0010183	LOC108597273|XP_017839225.1|DBUS	LOC119550579|XP_037715299.1|DSUP
OG0010184	LOC108594937|XP_017835561.1|DBUS	LOC119551651|XP_037717015.1|DSUP
OG0010185	LOC108595956|XP_017836732.1|DBUS	LOC119550303|XP_037714831.1|DSUP
OG0010186	LOC108599344|XP_017841635.1|DBUS	LOC119553630|XP_037720028.1|DSUP
OG0010187	LOC108595175|XP_017835841.1|DBUS	LOC119549952|XP_037714264.1|DSUP
OG0010188	LOC108595805|XP_017836585.1|DBUS	LOC119550436|XP_037715035.1|DSUP
OG0010189	LOC108595944|XP_017836719.1|DBUS	LOC119551407|XP_037716672.1|DSUP
OG0010190	LOC108597772|XP_017839976.1|DBUS	LOC119551535|XP_037716853.1|DSUP
OG0010192	LOC108596004|XP_017836778.1|DBUS	LOC119550853|XP_037715750.1|DSUP
OG0010193	LOC108595274|XP_017835975.1|DBUS	LOC119549976|XP_037714303.1|DSUP
OG0010194	LOC108599066|XP_017841336.1|DBUS	LOC119554091|XP_037720767.1|DSUP
OG0010195	LOC108599238|XP_017841524.1|DBUS	LOC119554023|XP_037720667.1|DSUP
OG0010196	LOC108597174|XP_017839079.1|DBUS	LOC119552014|XP_037717676.1|DSUP
OG0010197	LOC108597444|XP_017839496.1|DBUS	LOC119551467|XP_037716748.1|DSUP
OG0010198	LOC108595070|XP_017835706.1|DBUS	LOC119551036|XP_037716073.1|DSUP
