Orthogroup	DBUS.longest_only	CCAP.longest_only
OG0008870	LOC108598972|XP_017841234.1|DBUS	CCAP1982_LOCUS14603|CAD7006280.1|CCAP
OG0008871	LOC108600945|XP_017844277.1|DBUS	CCAP1982_LOCUS14487|CAD7006160.1|CCAP
OG0008872	LOC108596422|XP_017837635.1|DBUS	CCAP1982_LOCUS6870|CAD6998261.1|CCAP
OG0008875	LOC108596435|XP_017837653.1|DBUS	CCAP1982_LOCUS21585|CAD7013525.1|CCAP
OG0008876	LOC108607421|XP_017853709.1|DBUS	CCAP1982_LOCUS10392|CAD7001905.1|CCAP
OG0008877	LOC108600681|XP_017843877.1|DBUS	CCAP1982_LOCUS14436|CAD7006104.1|CCAP
OG0008878	LOC108598158|XP_017840267.1|DBUS	CCAP1982_LOCUS7850|CAD6999323.1|CCAP
OG0008879	LOC108605897|XP_017851201.1|DBUS	CCAP1982_LOCUS21392|CAD7013322.1|CCAP
OG0008881	LOC108597483|XP_017839549.1|DBUS	CCAP1982_LOCUS19739|CAD7011653.1|CCAP
OG0008882	LOC108607715|XP_033149961.1|DBUS	CCAP1982_LOCUS7724|CAD6999188.1|CCAP
OG0008883	LOC108603437|XP_017847748.1|DBUS	CCAP1982_LOCUS4530|CAD6995828.1|CCAP
OG0008884	LOC108602590|XP_017846218.1|DBUS	CCAP1982_LOCUS4838|CAD6996145.1|CCAP, CCAP1982_LOCUS4837|CAD6996144.1|CCAP
OG0008885	LOC108594513|XP_017835205.2|DBUS	CCAP1982_LOCUS5772|CAD6997126.1|CCAP
OG0008886	LOC108596466|XP_017837712.1|DBUS	CCAP1982_LOCUS20331|CAD7012234.1|CCAP
OG0008887	LOC108597116|XP_017838982.1|DBUS	CCAP1982_LOCUS21718|CAD7013676.1|CCAP
OG0008888	LOC108598851|XP_017841098.1|DBUS	CCAP1982_LOCUS12807|CAD7004397.1|CCAP
OG0008889	LOC108595264|XP_017836002.1|DBUS	CCAP1982_LOCUS19841|CAD7011727.1|CCAP
OG0008891	LOC108600942|XP_017844270.1|DBUS	CCAP1982_LOCUS12910|CAD7004511.1|CCAP
OG0008892	LOC108597184|XP_017839099.1|DBUS	CCAP1982_LOCUS22399|CAD7014407.1|CCAP
OG0008893	LOC108598588|XP_017840771.1|DBUS	CCAP1982_LOCUS13223|CAD7004834.1|CCAP
OG0008894	LOC108604593|XP_017849616.1|DBUS	CCAP1982_LOCUS3280|CAD6994537.1|CCAP
OG0008895	LOC108602783|XP_017846484.1|DBUS	CCAP1982_LOCUS520|CAD6991603.1|CCAP
OG0008897	LOC108602867|XP_017846645.1|DBUS	CCAP1982_LOCUS740|CAD6991841.1|CCAP
OG0008898	LOC108596594|XP_017838012.1|DBUS	CCAP1982_LOCUS19439|CAD7011334.1|CCAP
OG0008899	LOC108607451|XP_017853777.2|DBUS	CCAP1982_LOCUS8803|CAD7000318.1|CCAP, CCAP1982_LOCUS8802|CAD7000317.1|CCAP
OG0008900	LOC108607581|XP_017853966.1|DBUS	CCAP1982_LOCUS6726|CAD6998112.1|CCAP
OG0008901	LOC108601009|XP_017844368.1|DBUS	CCAP1982_LOCUS11548|CAD7003085.1|CCAP
OG0008902	LOC108607356|XP_017853539.1|DBUS, LOC117134976|XP_033150550.1|DBUS	CCAP1982_LOCUS10029|CAD7001533.1|CCAP
OG0008903	LOC108603400|XP_017847677.2|DBUS	CCAP1982_LOCUS7300|CAD6998746.1|CCAP
OG0008904	LOC108594879|XP_017835506.1|DBUS	CCAP1982_LOCUS23071|CAD7015121.1|CCAP
OG0008905	LOC108607335|XP_033150530.1|DBUS	CCAP1982_LOCUS10031|CAD7001535.1|CCAP
OG0008906	LOC108600127|XP_017842998.1|DBUS	CCAP1982_LOCUS12106|CAD7003668.1|CCAP, CCAP1982_LOCUS12107|CAD7003669.1|CCAP
OG0008907	LOC108601528|XP_017844917.1|DBUS	CCAP1982_LOCUS413|CAD6991489.1|CCAP
OG0008908	LOC108603737|XP_017848281.1|DBUS	CCAP1982_LOCUS4378|CAD6995671.1|CCAP, CCAP1982_LOCUS4376|CAD6995669.1|CCAP, CCAP1982_LOCUS4377|CAD6995670.1|CCAP
OG0008909	LOC108601976|XP_017845459.1|DBUS	CCAP1982_LOCUS1393|CAD6992545.1|CCAP
OG0008910	LOC108603756|XP_017848323.1|DBUS	CCAP1982_LOCUS1337|CAD6992485.1|CCAP, CCAP1982_LOCUS1332|CAD6992480.1|CCAP
OG0008911	LOC108603317|XP_017847519.1|DBUS	CCAP1982_LOCUS2275|CAD6993462.1|CCAP
OG0008912	LOC108602224|XP_017845760.1|DBUS	CCAP1982_LOCUS2311|CAD6993498.1|CCAP, CCAP1982_LOCUS2310|CAD6993497.1|CCAP
OG0008913	LOC108603278|XP_017847427.1|DBUS	CCAP1982_LOCUS2840|CAD6994069.1|CCAP
OG0008914	LOC108602649|XP_017846284.1|DBUS	CCAP1982_LOCUS2760|CAD6993977.1|CCAP
OG0008915	LOC108602413|XP_017846015.1|DBUS	CCAP1982_LOCUS3581|CAD6994846.1|CCAP
OG0008916	LOC108608515|XP_033150028.1|DBUS	CCAP1982_LOCUS8302|CAD6999780.1|CCAP, CCAP1982_LOCUS8300|CAD6999778.1|CCAP
OG0008917	LOC108600039|XP_017842664.2|DBUS	CCAP1982_LOCUS8136|CAD6999613.1|CCAP, CCAP1982_LOCUS8138|CAD6999615.1|CCAP
OG0008918	LOC108607279|XP_017853463.1|DBUS, LOC108594512|XP_017835203.1|DBUS	CCAP1982_LOCUS7279|CAD6998722.1|CCAP
OG0008919	LOC108603166|XP_033150829.1|DBUS	CCAP1982_LOCUS7561|CAD6999014.1|CCAP, CCAP1982_LOCUS7562|CAD6999015.1|CCAP, CCAP1982_LOCUS7563|CAD6999016.1|CCAP, CCAP1982_LOCUS7560|CAD6999013.1|CCAP
OG0008920	LOC108598749|XP_017840974.2|DBUS	CCAP1982_LOCUS7759|CAD6999225.1|CCAP, CCAP1982_LOCUS7760|CAD6999226.1|CCAP
OG0008921	LOC108608192|XP_017854951.1|DBUS	CCAP1982_LOCUS2132|CAD6993315.1|CCAP, CCAP1982_LOCUS9115|CAD7000641.1|CCAP
OG0008922	LOC108601081|XP_017844474.1|DBUS	CCAP1982_LOCUS6595|CAD6997979.1|CCAP
OG0008923	LOC108595243|XP_017835931.1|DBUS	CCAP1982_LOCUS21920|CAD7013907.1|CCAP
OG0008924	LOC108597105|XP_017838966.1|DBUS	CCAP1982_LOCUS22040|CAD7014034.1|CCAP
OG0008925	LOC108596660|XP_017838136.1|DBUS	CCAP1982_LOCUS23261|CAD7015316.1|CCAP
OG0008926	LOC108595310|XP_033148948.1|DBUS	CCAP1982_LOCUS23319|CAD7015375.1|CCAP
OG0008927	LOC108595199|XP_017835875.1|DBUS	CCAP1982_LOCUS23406|CAD7015466.1|CCAP, CCAP1982_LOCUS23407|CAD7015467.1|CCAP
OG0008928	LOC108595826|XP_017836605.1|DBUS	CCAP1982_LOCUS23369|CAD7015427.1|CCAP
OG0008929	LOC108594941|XP_017835564.1|DBUS, LOC108595811|XP_017836591.1|DBUS	CCAP1982_LOCUS22113|CAD7014107.1|CCAP
OG0008930	LOC108601434|XP_017844820.1|DBUS, LOC108601435|XP_017844822.1|DBUS	CCAP1982_LOCUS22409|CAD7014413.1|CCAP
OG0008931	LOC108595531|XP_017836274.1|DBUS	CCAP1982_LOCUS22283|CAD7014280.1|CCAP
OG0008932	LOC108595974|XP_017836750.1|DBUS	CCAP1982_LOCUS21274|CAD7013203.1|CCAP, CCAP1982_LOCUS21273|CAD7013202.1|CCAP
OG0008933	LOC108595916|XP_017836696.1|DBUS	CCAP1982_LOCUS21287|CAD7013216.1|CCAP
OG0008935	LOC108595216|XP_017835893.1|DBUS	CCAP1982_LOCUS21498|CAD7013433.1|CCAP, CCAP1982_LOCUS21497|CAD7013432.1|CCAP
OG0008936	LOC108597477|XP_017839541.1|DBUS	CCAP1982_LOCUS19449|CAD7011346.1|CCAP
OG0008937	LOC108596193|XP_017837198.1|DBUS	CCAP1982_LOCUS20341|CAD7012245.1|CCAP, CCAP1982_LOCUS20342|CAD7012246.1|CCAP, CCAP1982_LOCUS20343|CAD7012247.1|CCAP, CCAP1982_LOCUS20340|CAD7012244.1|CCAP
OG0008939	LOC108597141|XP_017839022.1|DBUS	CCAP1982_LOCUS20782|CAD7012675.1|CCAP
OG0008940	LOC108596985|XP_017838730.2|DBUS	CCAP1982_LOCUS21046|CAD7012952.1|CCAP
OG0008946	LOC108606126|XP_017851470.1|DBUS	CCAP1982_LOCUS19692|CAD7011603.1|CCAP
OG0008949	LOC108599367|XP_017841661.1|DBUS	CCAP1982_LOCUS12415|CAD7003993.1|CCAP
OG0008950	LOC108605621|XP_017850892.1|DBUS	CCAP1982_LOCUS12886|CAD7004481.1|CCAP
OG0008951	LOC108599364|XP_017841654.2|DBUS	CCAP1982_LOCUS12900|CAD7004501.1|CCAP
OG0008952	LOC108606079|XP_017851412.1|DBUS	CCAP1982_LOCUS12363|CAD7003941.1|CCAP, CCAP1982_LOCUS12373|CAD7003951.1|CCAP
OG0008953	LOC108599883|XP_017842553.1|DBUS	CCAP1982_LOCUS13060|CAD7004665.1|CCAP
OG0008955	LOC108598312|XP_017840417.1|DBUS	CCAP1982_LOCUS11543|CAD7003080.1|CCAP
OG0008956	LOC108598186|XP_017840291.2|DBUS	CCAP1982_LOCUS14575|CAD7006249.1|CCAP
OG0008957	LOC108600104|XP_033149721.1|DBUS	CCAP1982_LOCUS12274|CAD7003841.1|CCAP
OG0008958	LOC108598586|XP_017840769.1|DBUS	CCAP1982_LOCUS13525|CAD7005164.1|CCAP
OG0008959	LOC108599136|XP_017841414.1|DBUS	CCAP1982_LOCUS13474|CAD7005112.1|CCAP, CCAP1982_LOCUS13473|CAD7005111.1|CCAP
OG0008960	LOC108601059|XP_033149669.1|DBUS	CCAP1982_LOCUS13422|CAD7005052.1|CCAP
OG0008961	LOC108600293|XP_017843266.2|DBUS	CCAP1982_LOCUS7054|CAD6998457.1|CCAP
OG0008985	LOC108598105|XP_017840211.2|DBUS	CCAP1982_LOCUS12236|CAD7003803.1|CCAP
OG0008990	LOC108598189|XP_033149564.1|DBUS	CCAP1982_LOCUS11431|CAD7002967.1|CCAP
OG0008991	LOC108601869|XP_017845316.1|DBUS	CCAP1982_LOCUS4200|CAD6995485.1|CCAP
OG0008992	LOC108601592|XP_017844980.1|DBUS	CCAP1982_LOCUS3524|CAD6994793.1|CCAP
OG0008993	LOC108600777|XP_033149508.1|DBUS	CCAP1982_LOCUS13676|CAD7005315.1|CCAP
OG0008994	LOC108607543|XP_017853917.1|DBUS	CCAP1982_LOCUS6730|CAD6998118.1|CCAP
OG0008995	LOC108595607|XP_017836362.1|DBUS	CCAP1982_LOCUS19479|CAD7011378.1|CCAP
OG0008999	LOC108605412|XP_017850570.2|DBUS	CCAP1982_LOCUS4623|CAD6995921.1|CCAP, CCAP1982_LOCUS4622|CAD6995920.1|CCAP
OG0009003	LOC108598940|XP_017841195.2|DBUS	CCAP1982_LOCUS14538|CAD7006210.1|CCAP
OG0009005	LOC108608535|XP_017855438.2|DBUS	CCAP1982_LOCUS8449|CAD6999940.1|CCAP
OG0009006	LOC108603495|XP_017847842.1|DBUS	CCAP1982_LOCUS3116|CAD6994363.1|CCAP
OG0009007	LOC108598451|XP_017840582.1|DBUS	CCAP1982_LOCUS14979|CAD7006678.1|CCAP
OG0009008	LOC108602927|XP_017846757.1|DBUS	CCAP1982_LOCUS93|CAD6991153.1|CCAP
OG0009009	LOC108598124|XP_017840230.1|DBUS	CCAP1982_LOCUS12773|CAD7004361.1|CCAP
OG0009010	LOC108600584|XP_017843747.1|DBUS	CCAP1982_LOCUS14898|CAD7006587.1|CCAP
OG0009011	LOC108599744|XP_017842243.1|DBUS	CCAP1982_LOCUS12729|CAD7004309.1|CCAP
OG0009014	LOC108599755|XP_017842258.1|DBUS	CCAP1982_LOCUS13336|CAD7004957.1|CCAP
OG0009015	LOC108600998|XP_017844352.1|DBUS	CCAP1982_LOCUS12356|CAD7003934.1|CCAP
OG0009016	LOC108599909|XP_017842595.1|DBUS	CCAP1982_LOCUS10869|CAD7002375.1|CCAP
OG0009017	LOC108596538|XP_017837919.1|DBUS	CCAP1982_LOCUS5361|CAD6996677.1|CCAP
OG0009018	LOC108607365|XP_017853569.1|DBUS	CCAP1982_LOCUS10355|CAD7001867.1|CCAP, CCAP1982_LOCUS10357|CAD7001869.1|CCAP
OG0009019	LOC108607395|XP_017853652.1|DBUS	CCAP1982_LOCUS10619|CAD7002131.1|CCAP
OG0009020	LOC108601695|XP_017845094.1|DBUS	CCAP1982_LOCUS2828|CAD6994056.1|CCAP
OG0009021	LOC108604638|XP_017849676.1|DBUS	CCAP1982_LOCUS4666|CAD6995955.1|CCAP
OG0009022	LOC108602118|XP_017845632.2|DBUS	CCAP1982_LOCUS1965|CAD6993139.1|CCAP
OG0009023	LOC108602505|XP_033149978.1|DBUS	CCAP1982_LOCUS3398|CAD6994663.1|CCAP
OG0009024	LOC108603177|XP_017847226.1|DBUS	CCAP1982_LOCUS2458|CAD6993649.1|CCAP
OG0009025	LOC108602944|XP_017846781.1|DBUS	CCAP1982_LOCUS3816|CAD6995093.1|CCAP
OG0009026	LOC108601490|XP_017844876.1|DBUS	CCAP1982_LOCUS20439|CAD7012345.1|CCAP
OG0009027	LOC108596368|XP_017837523.1|DBUS	CCAP1982_LOCUS21777|CAD7013746.1|CCAP
OG0009028	LOC108598916|XP_017841169.2|DBUS	CCAP1982_LOCUS11381|CAD7002914.1|CCAP
OG0009029	LOC108608401|XP_017855248.1|DBUS	CCAP1982_LOCUS5388|CAD6996704.1|CCAP
OG0009030	LOC108607635|XP_017854048.1|DBUS	CCAP1982_LOCUS7038|CAD6998438.1|CCAP
OG0009031	LOC108604410|XP_017849366.1|DBUS	CCAP1982_LOCUS4387|CAD6995680.1|CCAP
OG0009032	LOC108604411|XP_017849367.1|DBUS	CCAP1982_LOCUS4386|CAD6995679.1|CCAP
OG0009033	LOC108594225|XP_017834824.2|DBUS	CCAP1982_LOCUS8791|CAD7000303.1|CCAP
OG0009034	LOC108594500|XP_017835099.1|DBUS	CCAP1982_LOCUS7585|CAD6999038.1|CCAP
OG0009035	LOC108602895|XP_017850788.1|DBUS	CCAP1982_LOCUS7736|CAD6999202.1|CCAP
OG0009036	LOC108594633|XP_033150954.1|DBUS	CCAP1982_LOCUS20353|CAD7012257.1|CCAP
OG0009037	LOC108596920|XP_017838627.2|DBUS	CCAP1982_LOCUS6931|CAD6998326.1|CCAP
OG0009038	LOC108602766|XP_017846427.1|DBUS	CCAP1982_LOCUS3917|CAD6995198.1|CCAP
OG0009039	LOC108602268|XP_017845812.1|DBUS	CCAP1982_LOCUS4800|CAD6996100.1|CCAP
OG0009040	LOC108595439|XP_017836160.1|DBUS	CCAP1982_LOCUS5253|CAD6996584.1|CCAP
OG0009041	LOC108603733|XP_017848271.1|DBUS	CCAP1982_LOCUS2610|CAD6993813.1|CCAP
OG0009043	LOC108607823|XP_017854360.1|DBUS	CCAP1982_LOCUS2208|CAD6993392.1|CCAP
OG0009044	LOC108607480|XP_017853810.2|DBUS	CCAP1982_LOCUS8461|CAD6999953.1|CCAP
OG0009046	LOC108600640|XP_033149454.1|DBUS	CCAP1982_LOCUS13800|CAD7005440.1|CCAP
OG0009047	LOC108595318|XP_017836027.1|DBUS	CCAP1982_LOCUS23383|CAD7015441.1|CCAP
OG0009048	LOC108600047|XP_017842885.1|DBUS	CCAP1982_LOCUS5609|CAD6996939.1|CCAP
OG0009049	LOC108602103|XP_017845616.1|DBUS	CCAP1982_LOCUS923|CAD6992042.1|CCAP
OG0009050	LOC108603311|XP_017847501.2|DBUS	CCAP1982_LOCUS6009|CAD6997372.1|CCAP
OG0009052	LOC108604570|XP_017849589.1|DBUS	CCAP1982_LOCUS4264|CAD6995553.1|CCAP
OG0009053	LOC108603377|XP_017847634.1|DBUS	CCAP1982_LOCUS5061|CAD6996384.1|CCAP
OG0009054	LOC108603851|XP_017848493.1|DBUS	CCAP1982_LOCUS5162|CAD6996493.1|CCAP
OG0009055	LOC108598937|XP_017841191.1|DBUS	CCAP1982_LOCUS5834|CAD6997195.1|CCAP
OG0009056	LOC108608468|XP_017855344.2|DBUS	CCAP1982_LOCUS11346|CAD7002877.1|CCAP
OG0009057	LOC108599697|XP_017842183.1|DBUS	CCAP1982_LOCUS22424|CAD7014428.1|CCAP
OG0009058	LOC108607348|XP_017853521.1|DBUS	CCAP1982_LOCUS9823|CAD7001326.1|CCAP
OG0009059	LOC108601026|XP_017844392.1|DBUS	CCAP1982_LOCUS13234|CAD7004849.1|CCAP
OG0009060	LOC108601472|XP_017844860.1|DBUS	CCAP1982_LOCUS717|CAD6991816.1|CCAP
OG0009061	LOC108596928|XP_017838638.1|DBUS	CCAP1982_LOCUS19686|CAD7011597.1|CCAP
OG0009062	LOC108595236|XP_017835924.1|DBUS	CCAP1982_LOCUS21703|CAD7013661.1|CCAP, CCAP1982_LOCUS21701|CAD7013659.1|CCAP
OG0009064	LOC108595053|XP_017835685.1|DBUS	CCAP1982_LOCUS10160|CAD7001669.1|CCAP
OG0009065	LOC108604505|XP_017849492.1|DBUS	CCAP1982_LOCUS485|CAD6991566.1|CCAP
OG0009066	LOC108599019|XP_017841288.2|DBUS	CCAP1982_LOCUS11170|CAD7002692.1|CCAP
OG0009067	LOC108599986|XP_017842747.1|DBUS	CCAP1982_LOCUS14161|CAD7005815.1|CCAP
OG0009068	LOC108596265|XP_017837313.1|DBUS	CCAP1982_LOCUS22489|CAD7014487.1|CCAP
OG0009069	LOC108594379|XP_017835028.1|DBUS	CCAP1982_LOCUS7799|CAD6999269.1|CCAP
OG0009071	LOC108602884|XP_017846675.1|DBUS	CCAP1982_LOCUS4781|CAD6996074.1|CCAP, CCAP1982_LOCUS4779|CAD6996072.1|CCAP
OG0009072	LOC108602266|XP_017845810.1|DBUS	CCAP1982_LOCUS4696|CAD6995990.1|CCAP, CCAP1982_LOCUS4697|CAD6995991.1|CCAP, CCAP1982_LOCUS4698|CAD6995992.1|CCAP
OG0009073	LOC108604322|XP_017849234.1|DBUS	CCAP1982_LOCUS103|CAD6991164.1|CCAP
OG0009074	LOC108604626|XP_017849663.1|DBUS	CCAP1982_LOCUS4576|CAD6995875.1|CCAP, CCAP1982_LOCUS4575|CAD6995874.1|CCAP
OG0009075	LOC108601932|XP_017845399.1|DBUS	CCAP1982_LOCUS735|CAD6991836.1|CCAP
OG0009076	LOC108604596|XP_017849618.1|DBUS	CCAP1982_LOCUS4960|CAD6996277.1|CCAP
OG0009077	LOC108598138|XP_017840244.1|DBUS, LOC108605362|XP_017850520.1|DBUS	CCAP1982_LOCUS4889|CAD6996199.1|CCAP
OG0009078	LOC108603588|XP_017848018.1|DBUS	CCAP1982_LOCUS4867|CAD6996175.1|CCAP
OG0009079	LOC108603498|XP_017847850.1|DBUS	CCAP1982_LOCUS552|CAD6991638.1|CCAP, CCAP1982_LOCUS545|CAD6991631.1|CCAP, CCAP1982_LOCUS551|CAD6991637.1|CCAP
OG0009081	LOC108602661|XP_017846296.1|DBUS	CCAP1982_LOCUS344|CAD6991417.1|CCAP
OG0009082	LOC108602148|XP_017845669.1|DBUS	CCAP1982_LOCUS5090|CAD6996417.1|CCAP
OG0009083	LOC108605374|XP_033150268.1|DBUS	CCAP1982_LOCUS4292|CAD6995582.1|CCAP, CCAP1982_LOCUS4293|CAD6995583.1|CCAP
OG0009084	LOC108604805|XP_017849896.1|DBUS	CCAP1982_LOCUS4255|CAD6995544.1|CCAP
OG0009086	LOC108604420|XP_017849375.1|DBUS	CCAP1982_LOCUS1993|CAD6993169.1|CCAP
OG0009087	LOC108604075|XP_017848833.1|DBUS	CCAP1982_LOCUS2170|CAD6993352.1|CCAP, CCAP1982_LOCUS2750|CAD6993965.1|CCAP
OG0009088	LOC108601577|XP_033149787.1|DBUS	CCAP1982_LOCUS1142|CAD6992274.1|CCAP
OG0009089	LOC108607075|XP_017853184.1|DBUS	CCAP1982_LOCUS3988|CAD6995267.1|CCAP
OG0009090	LOC108602991|XP_017846874.1|DBUS	CCAP1982_LOCUS3889|CAD6995168.1|CCAP
OG0009091	LOC108602223|XP_017845759.1|DBUS	CCAP1982_LOCUS2313|CAD6993500.1|CCAP
OG0009092	LOC108602190|XP_017845726.2|DBUS	CCAP1982_LOCUS2768|CAD6993985.1|CCAP
OG0009093	LOC108603334|XP_017847548.1|DBUS	CCAP1982_LOCUS2711|CAD6993920.1|CCAP
OG0009094	LOC108601382|XP_017844771.1|DBUS	CCAP1982_LOCUS2505|CAD6993699.1|CCAP
OG0009095	LOC108601381|XP_033149909.1|DBUS	CCAP1982_LOCUS2504|CAD6993698.1|CCAP
OG0009096	LOC108602612|XP_017846238.1|DBUS	CCAP1982_LOCUS2969|CAD6994207.1|CCAP
OG0009097	LOC108602651|XP_017846286.1|DBUS	CCAP1982_LOCUS2970|CAD6994208.1|CCAP
OG0009098	LOC108604386|XP_017849331.1|DBUS	CCAP1982_LOCUS1913|CAD6993085.1|CCAP, CCAP1982_LOCUS2992|CAD6994230.1|CCAP
OG0009099	LOC108604609|XP_017849637.1|DBUS	CCAP1982_LOCUS1054|CAD6992181.1|CCAP
OG0009100	LOC108600459|XP_033149877.1|DBUS	CCAP1982_LOCUS8621|CAD7000128.1|CCAP, CCAP1982_LOCUS8620|CAD7000127.1|CCAP
OG0009101	LOC108607525|XP_017853931.1|DBUS	CCAP1982_LOCUS8640|CAD7000147.1|CCAP, CCAP1982_LOCUS8641|CAD7000148.1|CCAP
OG0009102	LOC108608526|XP_017855425.1|DBUS	CCAP1982_LOCUS8701|CAD7000209.1|CCAP, CCAP1982_LOCUS8707|CAD7000215.1|CCAP
OG0009103	LOC108608205|XP_017854967.1|DBUS	CCAP1982_LOCUS8743|CAD7000253.1|CCAP
OG0009104	LOC108603764|XP_017848342.1|DBUS	CCAP1982_LOCUS8744|CAD7000254.1|CCAP, CCAP1982_LOCUS8768|CAD7000278.1|CCAP
OG0009105	LOC108601893|XP_017845361.1|DBUS	CCAP1982_LOCUS8217|CAD6999690.1|CCAP
OG0009106	LOC108608319|XP_017855179.2|DBUS	CCAP1982_LOCUS8494|CAD6999988.1|CCAP, CCAP1982_LOCUS8493|CAD6999987.1|CCAP
OG0009107	LOC108597936|XP_017840044.1|DBUS	CCAP1982_LOCUS8063|CAD6999542.1|CCAP
OG0009108	LOC108602001|XP_017845491.1|DBUS	CCAP1982_LOCUS9172|CAD7000699.1|CCAP
OG0009109	LOC108607867|XP_017854444.1|DBUS	CCAP1982_LOCUS7308|CAD6998754.1|CCAP
OG0009110	LOC108607534|XP_017853903.1|DBUS	CCAP1982_LOCUS7387|CAD6998839.1|CCAP
OG0009111	LOC108598670|XP_017840875.1|DBUS	CCAP1982_LOCUS7963|CAD6999439.1|CCAP
OG0009112	LOC108607927|XP_017854530.1|DBUS	CCAP1982_LOCUS7556|CAD6999009.1|CCAP, CCAP1982_LOCUS7555|CAD6999008.1|CCAP
OG0009113	LOC108596470|XP_033149904.1|DBUS	CCAP1982_LOCUS7941|CAD6999415.1|CCAP
OG0009114	LOC108600905|XP_017844224.1|DBUS	CCAP1982_LOCUS7902|CAD6999375.1|CCAP
OG0009115	LOC108606099|XP_017851434.2|DBUS	CCAP1982_LOCUS6265|CAD6997630.1|CCAP
OG0009116	LOC108594797|XP_017835428.1|DBUS	CCAP1982_LOCUS5370|CAD6996686.1|CCAP, CCAP1982_LOCUS5371|CAD6996687.1|CCAP
OG0009117	LOC108603487|XP_017847554.2|DBUS	CCAP1982_LOCUS7761|CAD6999227.1|CCAP
OG0009119	LOC108607748|XP_017854265.1|DBUS	CCAP1982_LOCUS6054|CAD6997413.1|CCAP
OG0009120	LOC108598062|XP_033149586.1|DBUS	CCAP1982_LOCUS21847|CAD7013827.1|CCAP, CCAP1982_LOCUS21845|CAD7013825.1|CCAP, CCAP1982_LOCUS21846|CAD7013826.1|CCAP
OG0009121	LOC108597079|XP_017838903.1|DBUS	CCAP1982_LOCUS21943|CAD7013929.1|CCAP
OG0009122	LOC108595756|XP_017836535.1|DBUS	CCAP1982_LOCUS22032|CAD7014026.1|CCAP
OG0009123	LOC108595877|XP_017836656.1|DBUS	CCAP1982_LOCUS22043|CAD7014037.1|CCAP
OG0009124	LOC108594848|XP_017835475.1|DBUS	CCAP1982_LOCUS23411|CAD7015471.1|CCAP
OG0009125	LOC108595550|XP_017836297.1|DBUS	CCAP1982_LOCUS23371|CAD7015429.1|CCAP
OG0009127	LOC108596278|XP_017837339.1|DBUS	CCAP1982_LOCUS22820|CAD7014853.1|CCAP
OG0009128	LOC108595788|XP_017836569.1|DBUS	CCAP1982_LOCUS22109|CAD7014103.1|CCAP
OG0009129	LOC108595784|XP_017836565.1|DBUS	CCAP1982_LOCUS22130|CAD7014124.1|CCAP
OG0009130	LOC108595246|XP_017835936.1|DBUS	CCAP1982_LOCUS22701|CAD7014722.1|CCAP
OG0009131	LOC108596790|XP_017838382.1|DBUS	CCAP1982_LOCUS22704|CAD7014726.1|CCAP
OG0009132	LOC108596810|XP_017838414.1|DBUS	CCAP1982_LOCUS22744|CAD7014770.1|CCAP
OG0009133	LOC108594714|XP_017835342.1|DBUS	CCAP1982_LOCUS22519|CAD7014518.1|CCAP
OG0009134	LOC108594827|XP_017835454.1|DBUS, LOC108594826|XP_017835453.1|DBUS	CCAP1982_LOCUS7220|CAD6998653.1|CCAP
OG0009135	LOC108594646|XP_017835277.1|DBUS	CCAP1982_LOCUS7212|CAD6998643.1|CCAP, CCAP1982_LOCUS7213|CAD6998645.1|CCAP
OG0009136	LOC108596068|XP_017836951.1|DBUS	CCAP1982_LOCUS22941|CAD7014981.1|CCAP
OG0009137	LOC108597740|XP_017839930.1|DBUS	CCAP1982_LOCUS21267|CAD7013196.1|CCAP
OG0009138	LOC108595835|XP_017836614.1|DBUS	CCAP1982_LOCUS21269|CAD7013198.1|CCAP
OG0009139	LOC108596276|XP_017837337.1|DBUS	CCAP1982_LOCUS21183|CAD7013110.1|CCAP, CCAP1982_LOCUS21187|CAD7013114.1|CCAP
OG0009140	LOC108595502|XP_017836244.1|DBUS	CCAP1982_LOCUS21281|CAD7013210.1|CCAP
OG0009141	LOC108595495|XP_017836237.1|DBUS	CCAP1982_LOCUS21464|CAD7013399.1|CCAP
OG0009142	LOC108596135|XP_017837091.1|DBUS	CCAP1982_LOCUS21503|CAD7013438.1|CCAP, CCAP1982_LOCUS21501|CAD7013436.1|CCAP
OG0009143	LOC108594932|XP_017835555.1|DBUS	CCAP1982_LOCUS21544|CAD7013482.1|CCAP
OG0009145	LOC108595500|XP_017836241.1|DBUS	CCAP1982_LOCUS19965|CAD7011856.1|CCAP
OG0009146	LOC108597422|XP_017839463.1|DBUS	CCAP1982_LOCUS19781|CAD7011697.1|CCAP
OG0009147	LOC108594996|XP_017835618.1|DBUS	CCAP1982_LOCUS20323|CAD7012225.1|CCAP
OG0009148	LOC108597434|XP_017839481.1|DBUS	CCAP1982_LOCUS19993|CAD7011881.1|CCAP
OG0009149	LOC117134615|XP_033149220.1|DBUS, LOC108595641|XP_033149012.1|DBUS	CCAP1982_LOCUS20028|CAD7011916.1|CCAP, CCAP1982_LOCUS20027|CAD7011915.1|CCAP
OG0009150	LOC108600034|XP_017842861.1|DBUS	CCAP1982_LOCUS20559|CAD7012481.1|CCAP
OG0009151	LOC108596607|XP_017838027.1|DBUS	CCAP1982_LOCUS20661|CAD7012576.1|CCAP
OG0009152	LOC108596530|XP_017838211.1|DBUS	CCAP1982_LOCUS20690|CAD7012606.1|CCAP
