Orthogroup	DBUS.longest_only	DMAU.longest_only
OG0009391	LOC108607463|XP_017854277.1|DBUS	LOC117150138|XP_033172838.1|DMAU
OG0009392	LOC108595613|XP_017836367.1|DBUS	LOC117137482|XP_033154853.1|DMAU
OG0009393	LOC108602567|XP_017846190.1|DBUS	LOC117144928|XP_033166272.1|DMAU
OG0009394	LOC108595625|XP_017836380.1|DBUS	LOC117136339|XP_033153091.1|DMAU
OG0009395	LOC108596128|XP_017837080.1|DBUS	LOC117138033|XP_033155734.1|DMAU
OG0009396	LOC108596554|XP_017837940.1|DBUS	LOC117135733|XP_033152068.1|DMAU
OG0009397	LOC108595869|XP_017836650.1|DBUS	LOC117137205|XP_033154450.1|DMAU
OG0009398	LOC108595123|XP_017835773.1|DBUS	LOC117135752|XP_033152099.1|DMAU
OG0009399	LOC108596717|XP_017838240.1|DBUS	LOC117136811|XP_033153766.1|DMAU
OG0009400	LOC108597595|XP_017839706.1|DBUS	LOC117136520|XP_033153356.1|DMAU
OG0009401	LOC108608281|XP_017855084.1|DBUS	LOC117150585|XP_033173434.1|DMAU
OG0009402	LOC108601856|XP_017845297.1|DBUS	LOC117143588|XP_033164227.1|DMAU
OG0009403	LOC108595295|XP_017835996.1|DBUS	LOC117138116|XP_033155867.1|DMAU
OG0009404	LOC108597212|XP_017839140.1|DBUS	LOC117135525|XP_033151680.1|DMAU
OG0009405	LOC108595374|XP_017836090.1|DBUS	LOC117137880|XP_033155500.1|DMAU
OG0009407	LOC108595355|XP_017836067.1|DBUS	LOC117137481|XP_033154852.1|DMAU
OG0009408	LOC108594904|XP_017835531.1|DBUS	LOC117135718|XP_033152041.1|DMAU
OG0009409	LOC108595893|XP_017836672.1|DBUS	LOC117138210|XP_033156036.1|DMAU
OG0009410	LOC108594771|XP_033149187.1|DBUS	LOC117136824|XP_033153790.1|DMAU
OG0009411	LOC108595154|XP_017835808.1|DBUS	LOC117136974|XP_033154035.1|DMAU
OG0009412	LOC108597604|XP_017839716.1|DBUS	LOC117136912|XP_033153925.1|DMAU
OG0009413	LOC108595892|XP_017836671.1|DBUS	LOC117135839|XP_033152243.1|DMAU
OG0009414	LOC108597062|XP_017838875.1|DBUS	LOC117135838|XP_033152242.1|DMAU
OG0009415	LOC108594726|XP_033149240.1|DBUS	LOC117137583|XP_033154980.1|DMAU
OG0009416	LOC108595875|XP_017836655.1|DBUS	LOC117136004|XP_033152511.1|DMAU
OG0009417	LOC108595954|XP_017836728.1|DBUS	LOC117136025|XP_033152534.1|DMAU
OG0009418	LOC108595881|XP_017836661.2|DBUS	LOC117136006|XP_033152513.1|DMAU
OG0009419	LOC108595713|XP_017836485.1|DBUS	LOC117136009|XP_033152516.1|DMAU
OG0009420	LOC108595714|XP_017836486.1|DBUS	LOC117136017|XP_033152525.1|DMAU
OG0009421	LOC108595048|XP_017835677.1|DBUS	LOC117137430|XP_033154752.1|DMAU
OG0009422	LOC108597004|XP_017838770.1|DBUS	LOC117135819|XP_033152217.1|DMAU
OG0009423	LOC108595304|XP_017836007.1|DBUS	LOC117135703|XP_033152009.1|DMAU
OG0009424	LOC108595583|XP_017836333.1|DBUS	LOC117135616|XP_033151869.1|DMAU
OG0009425	LOC108595771|XP_017836549.1|DBUS	LOC117137653|XP_033155080.1|DMAU
OG0009426	LOC108595503|XP_017836245.1|DBUS	LOC117136661|XP_033153553.1|DMAU
OG0009427	LOC108597707|XP_017839882.1|DBUS	LOC117136884|XP_033153884.1|DMAU
OG0009428	LOC108594962|XP_017835585.1|DBUS	LOC117137580|XP_033154976.1|DMAU
OG0009429	LOC108594892|XP_017835519.1|DBUS	LOC117136463|XP_033153281.1|DMAU
OG0009430	LOC108595356|XP_017836068.1|DBUS	LOC117138145|XP_033155914.1|DMAU
OG0009431	LOC108597334|XP_017839320.1|DBUS	LOC117136436|XP_033153241.1|DMAU
OG0009432	LOC108595841|XP_017836621.1|DBUS	LOC117137466|XP_033154804.1|DMAU
OG0009433	LOC108595285|XP_017835986.1|DBUS	LOC117135996|XP_033152502.1|DMAU
OG0009434	LOC108595166|XP_017835827.1|DBUS	LOC117135985|XP_033152491.1|DMAU
OG0009435	LOC108595164|XP_017835824.1|DBUS	LOC117135988|XP_033152494.1|DMAU
OG0009436	LOC108597103|XP_017838964.1|DBUS	LOC117137145|XP_033154340.1|DMAU
OG0009437	LOC108596532|XP_017838212.2|DBUS	LOC117137569|XP_033154965.1|DMAU
OG0009438	LOC108595337|XP_017836046.1|DBUS	LOC117137330|XP_033154611.1|DMAU
OG0009439	LOC108595818|XP_017836598.1|DBUS	LOC117137300|XP_033154568.1|DMAU
OG0009440	LOC108597469|XP_017839531.1|DBUS	LOC117135518|XP_033151669.1|DMAU
OG0009441	LOC108605076|XP_033150414.1|DBUS, LOC108605086|XP_033150412.1|DBUS	LOC117146906|XP_033169407.1|DMAU
OG0009442	LOC108607111|XP_017853229.1|DBUS	LOC117148013|XP_033171065.1|DMAU
OG0009443	LOC108595751|XP_017836529.1|DBUS	LOC117137281|XP_033154543.1|DMAU
OG0009444	LOC108606717|XP_017852583.1|DBUS	LOC117147992|XP_033171036.1|DMAU
OG0009445	LOC108605946|XP_017851256.1|DBUS	LOC117148272|XP_033171477.1|DMAU
OG0009446	LOC108604945|XP_033150372.1|DBUS	LOC117146682|XP_033168938.1|DMAU
OG0009447	LOC108605062|XP_033150336.1|DBUS	LOC117146805|XP_033169239.1|DMAU
OG0009448	LOC108607030|XP_017853109.1|DBUS	LOC117147613|XP_033170462.1|DMAU
OG0009449	LOC108605099|XP_017850151.1|DBUS	LOC117148721|XP_033172163.1|DMAU
OG0009450	LOC108606911|XP_017852941.1|DBUS	LOC117148066|XP_033171147.1|DMAU
OG0009451	LOC108604787|XP_017849879.1|DBUS, LOC108605227|XP_017850330.1|DBUS	LOC117146544|XP_033168731.1|DMAU
OG0009453	LOC108603135|XP_017847145.1|DBUS	LOC117142451|XP_033162312.1|DMAU
OG0009454	LOC108598177|XP_017840282.1|DBUS	LOC117140826|XP_033159824.1|DMAU
OG0009455	LOC108605150|XP_017850213.1|DBUS	LOC117147459|XP_033170240.1|DMAU
OG0009456	LOC108606661|XP_017852475.1|DBUS	LOC117147453|XP_033170229.1|DMAU
OG0009457	LOC108606133|XP_017851475.1|DBUS	LOC117147020|XP_033169599.1|DMAU
OG0009458	LOC108604977|XP_017850035.1|DBUS	LOC117147272|XP_033169994.1|DMAU
OG0009459	LOC108599930|XP_033149711.1|DBUS	LOC117139426|XP_033157608.1|DMAU
OG0009460	LOC108598500|XP_017840659.1|DBUS	LOC117140985|XP_033160126.1|DMAU
OG0009461	LOC108597952|XP_033149604.1|DBUS	LOC117141404|XP_033160717.1|DMAU
OG0009462	LOC117134999|XP_033150639.1|DBUS	LOC117140750|XP_033159723.1|DMAU
OG0009463	LOC108598270|XP_017840375.2|DBUS	LOC117139022|XP_033157009.1|DMAU
OG0009464	LOC108599171|XP_017841447.2|DBUS	LOC117141496|XP_033160874.1|DMAU
OG0009465	LOC108598585|XP_033149383.1|DBUS	LOC117141163|XP_033160391.1|DMAU
OG0009466	LOC108600903|XP_017844219.1|DBUS	LOC117140960|XP_033160071.1|DMAU
OG0009467	LOC108599262|XP_017841546.1|DBUS	LOC117140667|XP_033159605.1|DMAU
OG0009468	LOC108600278|XP_017843234.1|DBUS	LOC117140848|XP_033159864.1|DMAU
OG0009469	LOC108600600|XP_017843768.2|DBUS	LOC117142066|XP_033161834.1|DMAU
OG0009470	LOC108598338|XP_017840445.1|DBUS	LOC117140451|XP_033159270.1|DMAU
OG0009471	LOC108604839|XP_017849951.2|DBUS	LOC117148559|XP_033171897.1|DMAU
OG0009472	LOC108599432|XP_017841746.1|DBUS	LOC117141994|XP_033161730.1|DMAU
OG0009473	LOC108599393|XP_017841690.1|DBUS	LOC117140713|XP_033159670.1|DMAU
OG0009474	LOC108600149|XP_017843033.1|DBUS	LOC117139718|XP_033158127.1|DMAU
OG0009475	LOC117134800|XP_033149609.1|DBUS	LOC117141524|XP_033160906.1|DMAU
OG0009477	LOC108598101|XP_017840207.1|DBUS	LOC117140517|XP_033159387.1|DMAU
OG0009478	LOC108599715|XP_017842201.1|DBUS	LOC117140054|XP_033158683.1|DMAU
OG0009479	LOC108595660|XP_017836425.1|DBUS	LOC117137284|XP_033154551.1|DMAU
OG0009480	LOC108598693|XP_017840903.2|DBUS	LOC117141199|XP_033160440.1|DMAU
OG0009481	LOC108597948|XP_017840052.1|DBUS	LOC117140308|XP_033159044.1|DMAU
OG0009482	LOC108600365|XP_017843388.1|DBUS	LOC117138980|XP_033156939.1|DMAU
OG0009483	LOC108598323|XP_017840429.1|DBUS	LOC117138981|XP_033156942.1|DMAU
OG0009484	LOC108604812|XP_017849907.1|DBUS	LOC117145365|XP_033166880.1|DMAU
OG0009485	LOC108600164|XP_017843054.1|DBUS	LOC117139661|XP_033158016.1|DMAU
OG0009486	LOC108600166|XP_017843060.1|DBUS	LOC117139664|XP_033158025.1|DMAU
OG0009487	LOC108599373|XP_017841666.1|DBUS	LOC117139417|XP_033157586.1|DMAU
OG0009488	LOC108599317|XP_017841609.1|DBUS	LOC117141370|XP_033160667.1|DMAU
OG0009489	LOC108599624|XP_017842072.1|DBUS	LOC117140067|XP_033158703.1|DMAU
OG0009490	LOC108597421|XP_017839460.1|DBUS	LOC117136291|XP_033153018.1|DMAU
OG0009491	LOC108600089|XP_017842938.1|DBUS	LOC117141441|XP_033160785.1|DMAU
OG0009492	LOC108599369|XP_017841663.1|DBUS	LOC117140211|XP_033158890.1|DMAU
OG0009493	LOC108599648|XP_017842112.1|DBUS	LOC117141349|XP_033160645.1|DMAU
OG0009494	LOC108599651|XP_017842115.1|DBUS	LOC117140682|XP_033159629.1|DMAU
OG0009495	LOC108600068|XP_017842910.1|DBUS	LOC117138991|XP_033156953.1|DMAU
OG0009496	LOC108600693|XP_017843899.2|DBUS	LOC117139296|XP_033157419.1|DMAU
OG0009497	LOC108602445|XP_017846056.1|DBUS	LOC117143892|XP_033164685.1|DMAU
OG0009498	LOC108600843|XP_017844130.1|DBUS	LOC117140313|XP_033159050.1|DMAU
OG0009499	LOC108600954|XP_017844290.1|DBUS	LOC117140467|XP_033159303.1|DMAU
OG0009500	LOC108599105|XP_017841385.2|DBUS	LOC117140412|XP_033159177.1|DMAU
OG0009501	LOC108599075|XP_017841352.1|DBUS	LOC117141658|XP_033161139.1|DMAU
OG0009502	LOC108602038|XP_017845535.1|DBUS	LOC117144557|XP_033165692.1|DMAU
OG0009503	LOC108599801|XP_017842408.2|DBUS	LOC117150840|XP_033173799.1|DMAU
OG0009504	LOC108601808|XP_017845233.1|DBUS	LOC117143643|XP_033164312.1|DMAU
OG0009505	LOC108606189|XP_017851574.1|DBUS	LOC117150676|XP_033173572.1|DMAU
OG0009506	LOC108598593|XP_017840775.2|DBUS	LOC117140046|XP_033158674.1|DMAU
OG0009507	LOC108598662|XP_017840862.1|DBUS	LOC117139917|XP_033158490.1|DMAU
OG0009508	LOC108600904|XP_017844220.2|DBUS	LOC117150580|XP_033173425.1|DMAU
OG0009509	LOC108597780|XP_017839985.1|DBUS	LOC117137999|XP_033155676.1|DMAU
OG0009510	LOC108606479|XP_017852104.1|DBUS	LOC117147045|XP_033169682.1|DMAU
OG0009511	LOC108606667|XP_017852486.1|DBUS	LOC117145463|XP_033167025.1|DMAU
OG0009512	LOC108607211|XP_017853368.1|DBUS	LOC117147949|XP_033170984.1|DMAU, LOC117147950|XP_033170985.1|DMAU
OG0009513	LOC108605772|XP_017851065.2|DBUS	LOC117148703|XP_033172136.1|DMAU
OG0009514	LOC108606075|XP_017851410.1|DBUS	LOC117137684|XP_033155143.1|DMAU
OG0009515	LOC108608157|XP_017854899.1|DBUS, LOC108601154|XP_017844573.2|DBUS	LOC117150294|XP_033173005.1|DMAU
OG0009517	LOC108607721|XP_017854231.1|DBUS, LOC108607722|XP_017854232.1|DBUS	LOC117135303|XP_033151380.1|DMAU
OG0009518	LOC108599288|XP_017841573.1|DBUS	LOC117140406|XP_033159169.1|DMAU
OG0009519	LOC108597910|XP_017840017.1|DBUS	LOC117141689|XP_033161183.1|DMAU
OG0009521	LOC108600781|XP_017844039.1|DBUS	LOC117140081|XP_033158725.1|DMAU
OG0009522	LOC108595453|XP_017836181.1|DBUS	LOC117136713|XP_033153627.1|DMAU
OG0009523	LOC108596904|XP_017838582.1|DBUS	LOC117135999|XP_033152505.1|DMAU
OG0009524	LOC108597265|XP_017839212.1|DBUS	LOC117136196|XP_033152832.1|DMAU
OG0009525	LOC108596878|XP_017838544.1|DBUS, LOC108596874|XP_017838541.1|DBUS	LOC117136784|XP_033153730.1|DMAU
OG0009526	LOC108594770|XP_017835398.1|DBUS	LOC117137446|XP_033154776.1|DMAU
OG0009527	LOC108595572|XP_017836321.2|DBUS	LOC117149074|XP_033172611.1|DMAU, LOC117135911|XP_033152369.1|DMAU
OG0009528	LOC108597492|XP_017839561.1|DBUS, LOC108597493|XP_017839562.1|DBUS	LOC117137525|XP_033154904.1|DMAU
OG0009529	LOC108596302|XP_017837386.1|DBUS	LOC117138370|XP_033156328.1|DMAU
OG0009530	LOC108594703|XP_017835333.1|DBUS	LOC117137193|XP_033154410.1|DMAU
OG0009531	LOC108597668|XP_017839827.1|DBUS	LOC117137030|XP_033154126.1|DMAU
OG0009532	LOC108594721|XP_017835348.1|DBUS	LOC117138391|XP_033156354.1|DMAU
OG0009533	LOC108595269|XP_017835971.1|DBUS	LOC117138131|XP_033155891.1|DMAU
OG0009534	LOC108595578|XP_017836328.1|DBUS	LOC117136695|XP_033153604.1|DMAU
OG0009535	LOC108594745|XP_017835371.1|DBUS	LOC117137406|XP_033154721.1|DMAU
OG0009537	LOC108604464|XP_017849435.1|DBUS	LOC117142931|XP_033163122.1|DMAU
OG0009538	LOC108603998|XP_017848721.1|DBUS	LOC117143989|XP_033164823.1|DMAU
OG0009539	LOC108602431|XP_017846039.1|DBUS	LOC117143483|XP_033164087.1|DMAU
OG0009540	LOC108602820|XP_017846540.1|DBUS	LOC117145353|XP_033166862.1|DMAU
OG0009542	LOC108604831|XP_017849934.1|DBUS	LOC117145242|XP_033166709.1|DMAU
OG0009543	LOC108601559|XP_017844946.1|DBUS	LOC117144622|XP_033165807.1|DMAU
OG0009545	LOC108606095|XP_017851429.1|DBUS	LOC117142607|XP_033162576.1|DMAU
OG0009548	LOC108598161|XP_017840266.1|DBUS	LOC117140195|XP_033158867.1|DMAU
OG0009556	LOC108594657|XP_017835288.1|DBUS	LOC117137324|XP_033154603.1|DMAU
OG0009557	LOC108604796|XP_017849886.1|DBUS	LOC117143204|XP_033163640.1|DMAU
OG0009560	LOC108605694|XP_017850975.1|DBUS	LOC117148340|XP_033171567.1|DMAU
OG0009562	LOC108607430|XP_017842793.1|DBUS	LOC117143151|XP_033163545.1|DMAU
OG0009563	LOC108598154|XP_017840260.2|DBUS	LOC117141552|XP_033160949.1|DMAU
OG0009564	LOC108606808|XP_017852766.1|DBUS	LOC117148631|XP_033172022.1|DMAU
OG0009565	LOC108599366|XP_017841660.2|DBUS	LOC117138996|XP_033156963.1|DMAU
OG0009567	LOC108601221|XP_017844608.1|DBUS	LOC117142468|XP_033162373.1|DMAU
OG0009569	LOC108605944|XP_017851253.1|DBUS	LOC117147777|XP_033170704.1|DMAU
OG0009570	LOC108603571|XP_017847977.1|DBUS	LOC117142729|XP_033162790.1|DMAU
OG0009571	LOC108601782|XP_017845198.1|DBUS	LOC117145403|XP_033166932.1|DMAU
OG0009572	LOC108605868|XP_017851170.1|DBUS	LOC117147695|XP_033170573.1|DMAU
OG0009573	LOC108605563|XP_017850819.1|DBUS	LOC117146645|XP_033168870.1|DMAU
OG0009574	LOC108607071|XP_017853178.1|DBUS	LOC117146502|XP_033168645.1|DMAU
OG0009575	LOC108594773|XP_017835401.1|DBUS	LOC117136775|XP_033153714.1|DMAU
OG0009576	LOC108603897|XP_017848561.1|DBUS	LOC117143916|XP_033164722.1|DMAU
OG0009577	LOC108603544|XP_017847949.1|DBUS	LOC117150791|XP_033173727.1|DMAU
OG0009578	LOC108604365|XP_017849298.1|DBUS	LOC117144585|XP_033165763.1|DMAU
OG0009579	LOC108606680|XP_017852515.1|DBUS	LOC117146597|XP_033168813.1|DMAU
OG0009581	LOC108595132|XP_017835786.2|DBUS	LOC117147041|XP_033169668.1|DMAU
OG0009582	LOC108599571|XP_017841976.2|DBUS	LOC117140418|XP_033159183.1|DMAU
OG0009583	LOC108606169|XP_017851510.1|DBUS	LOC117148868|XP_033172431.1|DMAU
OG0009584	LOC108606013|XP_017851327.1|DBUS	LOC117148637|XP_033172030.1|DMAU
OG0009585	LOC108603815|XP_017848424.1|DBUS	LOC117142332|XP_033162139.1|DMAU
OG0009586	LOC108599365|XP_017841658.2|DBUS	LOC117140422|XP_033159198.1|DMAU
OG0009588	LOC108602469|XP_017846081.1|DBUS	LOC117145223|XP_033166686.1|DMAU
OG0009589	LOC108599523|XP_017841886.1|DBUS	LOC117139271|XP_033157385.1|DMAU
OG0009590	LOC108601011|XP_017844372.1|DBUS	LOC117141011|XP_033160160.1|DMAU
OG0009591	LOC108604109|XP_017848880.1|DBUS	LOC117142398|XP_033162235.1|DMAU
OG0009592	LOC108603229|XP_017847333.1|DBUS	LOC117142725|XP_033162784.1|DMAU
OG0009593	LOC108602013|XP_017845505.1|DBUS	LOC117145006|XP_033166386.1|DMAU
OG0009594	LOC108602848|XP_017846607.1|DBUS	LOC117145711|XP_033167348.1|DMAU
OG0009595	LOC108602559|XP_017846183.1|DBUS	LOC117145524|XP_033167106.1|DMAU
OG0009596	LOC108602060|XP_017845568.1|DBUS	LOC117143674|XP_033164351.1|DMAU
OG0009597	LOC108602443|XP_017846054.1|DBUS	LOC117144780|XP_033166040.1|DMAU
OG0009598	LOC108603993|XP_017848712.1|DBUS	LOC117144779|XP_033166038.1|DMAU
OG0009600	LOC108601222|XP_033150107.1|DBUS	LOC117143769|XP_033164488.1|DMAU
OG0009601	LOC108601531|XP_017844920.1|DBUS	LOC117142243|XP_033161986.1|DMAU
OG0009602	LOC108607103|XP_017853219.1|DBUS	LOC117144323|XP_033165326.1|DMAU
OG0009603	LOC108603089|XP_017847068.1|DBUS	LOC117142220|XP_033161950.1|DMAU
OG0009604	LOC108606324|XP_017851831.1|DBUS	LOC117148418|XP_033171677.1|DMAU
OG0009605	LOC108602565|XP_017846187.1|DBUS	LOC117144858|XP_033166151.1|DMAU
OG0009606	LOC108602254|XP_017845797.1|DBUS	LOC117145173|XP_033166613.1|DMAU
OG0009607	LOC108602446|XP_017846057.1|DBUS	LOC117145024|XP_033166416.1|DMAU
OG0009608	LOC108601525|XP_017844913.1|DBUS	LOC117145874|XP_033167589.1|DMAU
OG0009609	LOC108603871|XP_017848531.1|DBUS	LOC117142917|XP_033163106.1|DMAU
OG0009610	LOC108604286|XP_017849185.1|DBUS	LOC117144498|XP_033165575.1|DMAU
OG0009611	LOC108601489|XP_017844875.1|DBUS	LOC117145742|XP_033167394.1|DMAU
OG0009612	LOC108601404|XP_017844792.1|DBUS	LOC117144717|XP_033165947.1|DMAU
OG0009613	LOC108594742|XP_017835373.1|DBUS	LOC117150530|XP_033173346.1|DMAU
OG0009614	LOC108602650|XP_017846285.1|DBUS	LOC117142951|XP_033163166.1|DMAU
OG0009615	LOC108602540|XP_017846162.1|DBUS	LOC117143723|XP_033164416.1|DMAU
OG0009616	LOC108604106|XP_017848876.1|DBUS	LOC117143629|XP_033164295.1|DMAU
OG0009617	LOC108603022|XP_017846911.1|DBUS	LOC117143991|XP_033164825.1|DMAU
OG0009619	LOC108603910|XP_017848583.1|DBUS	LOC117143171|XP_033163576.1|DMAU
OG0009620	LOC108604161|XP_017848980.1|DBUS	LOC117144149|XP_033165070.1|DMAU
OG0009621	LOC108602496|XP_017846112.1|DBUS	LOC117143521|XP_033164135.1|DMAU
OG0009622	LOC108602557|XP_017846181.1|DBUS	LOC117143466|XP_033164070.1|DMAU
OG0009624	LOC108604815|XP_017849912.1|DBUS	LOC117145786|XP_033167457.1|DMAU
OG0009625	LOC108602140|XP_017845659.1|DBUS	LOC117144954|XP_033166300.1|DMAU
OG0009626	LOC108601352|XP_017844741.1|DBUS	LOC117143690|XP_033164369.1|DMAU
OG0009627	LOC108601351|XP_017844738.1|DBUS	LOC117145376|XP_033166891.1|DMAU
OG0009628	LOC108602910|XP_017846711.1|DBUS	LOC117144550|XP_033165683.1|DMAU
OG0009629	LOC108601425|XP_017844813.1|DBUS	LOC117143949|XP_033164774.1|DMAU
OG0009630	LOC108604095|XP_017848865.1|DBUS	LOC117143959|XP_033164785.1|DMAU
OG0009631	LOC108601675|XP_017845070.1|DBUS	LOC117142629|XP_033162623.1|DMAU
OG0009632	LOC108605118|XP_017850170.1|DBUS	LOC117147472|XP_033170256.1|DMAU
OG0009633	LOC108595665|XP_017836434.1|DBUS	LOC117137855|XP_033155456.1|DMAU
OG0009634	LOC108604135|XP_017848933.1|DBUS	LOC117143544|XP_033164174.1|DMAU
OG0009635	LOC108604065|XP_017848818.1|DBUS	LOC117144829|XP_033166104.1|DMAU
OG0009636	LOC108600065|XP_017842905.1|DBUS	LOC117139344|XP_033157482.1|DMAU
OG0009637	LOC108604659|XP_017849698.1|DBUS	LOC117143741|XP_033164442.1|DMAU
OG0009638	LOC108602671|XP_017846305.1|DBUS	LOC117144492|XP_033165569.1|DMAU
OG0009639	LOC108602554|XP_017846177.1|DBUS	LOC117145467|XP_033167031.1|DMAU
OG0009640	LOC108602338|XP_017845915.1|DBUS	LOC117144874|XP_033166173.1|DMAU
OG0009641	LOC108602546|XP_017846167.1|DBUS	LOC117145361|XP_033166875.1|DMAU
OG0009642	LOC108602663|XP_017846298.1|DBUS	LOC117145590|XP_033167187.1|DMAU
OG0009643	LOC108602669|XP_017846303.1|DBUS	LOC117143516|XP_033164130.1|DMAU
OG0009644	LOC108602191|XP_017845728.1|DBUS	LOC117144931|XP_033166275.1|DMAU
OG0009645	LOC108602748|XP_017846395.1|DBUS	LOC117145176|XP_033166617.1|DMAU
OG0009646	LOC108601576|XP_033149786.1|DBUS	LOC117144493|XP_033165570.1|DMAU
OG0009647	LOC108602169|XP_017845691.1|DBUS	LOC117145612|XP_033167218.1|DMAU
OG0009648	LOC108603444|XP_017847760.1|DBUS	LOC117142958|XP_033163176.1|DMAU
OG0009649	LOC108606570|XP_017852279.1|DBUS	LOC117144533|XP_033165655.1|DMAU
OG0009650	LOC108607870|XP_017854451.2|DBUS	LOC117142980|XP_033163226.1|DMAU
OG0009651	LOC108607366|XP_017853573.1|DBUS	LOC117150878|XP_033173903.1|DMAU
OG0009652	LOC108608017|XP_017854680.1|DBUS	LOC117135293|XP_033151358.1|DMAU
OG0009653	LOC108608204|XP_017854966.1|DBUS	LOC117150998|XP_033174094.1|DMAU
OG0009654	LOC108608203|XP_017854965.1|DBUS	LOC117151000|XP_033174097.1|DMAU
OG0009655	LOC108598676|XP_017840889.2|DBUS	LOC117139680|XP_033158057.1|DMAU
OG0009656	LOC108607698|XP_017854174.1|DBUS	LOC117139410|XP_033157582.1|DMAU
OG0009657	LOC108598383|XP_017840530.2|DBUS	LOC117150868|XP_033173878.1|DMAU
OG0009658	LOC108594380|XP_017835029.1|DBUS	LOC117146112|XP_033167994.1|DMAU
OG0009659	LOC108596664|XP_017838156.2|DBUS	LOC117147279|XP_033170009.1|DMAU
OG0009660	LOC108606228|XP_017851626.1|DBUS	LOC117150765|XP_033173692.1|DMAU
OG0009661	LOC108607012|XP_017853087.1|DBUS	LOC117150748|XP_033173673.1|DMAU
OG0009662	LOC108608008|XP_017854661.1|DBUS	LOC117147696|XP_033170578.1|DMAU
OG0009663	LOC108594246|XP_017834850.2|DBUS	LOC117137598|XP_033155004.1|DMAU
OG0009664	LOC108608043|XP_017854713.1|DBUS	LOC117136073|XP_033152621.1|DMAU
OG0009665	LOC108597261|XP_033150509.1|DBUS	LOC117150640|XP_033173506.1|DMAU
OG0009666	LOC108594269|XP_017834890.1|DBUS	LOC117150363|XP_033173114.1|DMAU
OG0009667	LOC108608265|XP_017855049.1|DBUS	LOC117143262|XP_033163728.1|DMAU
OG0009668	LOC108603622|XP_017848071.1|DBUS	LOC117149690|XP_033172702.1|DMAU
OG0009669	LOC108607920|XP_017854522.2|DBUS	LOC117139803|XP_033158320.1|DMAU
OG0009670	LOC108608472|XP_017855350.1|DBUS	LOC117150756|XP_033173683.1|DMAU
OG0009671	LOC108603494|XP_017847845.1|DBUS	LOC117141961|XP_033161648.1|DMAU
OG0009672	LOC108603351|XP_017847578.2|DBUS	LOC117150789|XP_033173725.1|DMAU
OG0009673	LOC108602897|XP_017846739.1|DBUS	LOC117149113|XP_033172637.1|DMAU
OG0009674	LOC108598492|XP_033149035.1|DBUS	LOC117140648|XP_033159590.1|DMAU
OG0009675	LOC108607805|XP_017854337.1|DBUS	LOC117150418|XP_033173178.1|DMAU
OG0009676	LOC108596050|XP_033150783.1|DBUS	LOC117140059|XP_033158693.1|DMAU
OG0009677	LOC108594501|XP_017835189.1|DBUS	LOC117135120|XP_033151030.1|DMAU
OG0009678	LOC108607736|XP_017854246.2|DBUS	LOC117148100|XP_033171207.1|DMAU
OG0009679	LOC108608112|XP_017854829.1|DBUS	LOC117150360|XP_033173111.1|DMAU
OG0009680	LOC108602994|XP_017846880.2|DBUS	LOC117150934|XP_033173991.1|DMAU
OG0009682	LOC108594785|XP_033149192.1|DBUS	LOC117138337|XP_033156266.1|DMAU
OG0009683	LOC108595593|XP_017836344.1|DBUS	LOC117137671|XP_033155121.1|DMAU
OG0009684	LOC108595797|XP_017836577.1|DBUS	LOC117137670|XP_033155120.1|DMAU
OG0009685	LOC108595674|XP_017836442.1|DBUS	LOC117137442|XP_033154772.1|DMAU
OG0009686	LOC108595490|XP_017836232.2|DBUS	LOC117138049|XP_033155754.1|DMAU
OG0009687	LOC108595562|XP_017836311.1|DBUS	LOC117136588|XP_033153451.1|DMAU
OG0009688	LOC108597688|XP_017839852.1|DBUS	LOC117135938|XP_033152409.1|DMAU
OG0009689	LOC108595984|XP_017836761.2|DBUS	LOC117138435|XP_033156437.1|DMAU
OG0009690	LOC108596683|XP_017838189.1|DBUS	LOC117136568|XP_033153415.1|DMAU
OG0009691	LOC108596563|XP_017837952.1|DBUS	LOC117135482|XP_033151592.1|DMAU
OG0009692	LOC108595296|XP_017835997.1|DBUS	LOC117138115|XP_033155866.1|DMAU
OG0009693	LOC108596586|XP_017838002.1|DBUS	LOC117135871|XP_033152298.1|DMAU
OG0009694	LOC108596719|XP_017838241.1|DBUS	LOC117136812|XP_033153769.1|DMAU
OG0009695	LOC108596330|XP_017837454.1|DBUS	LOC117137680|XP_033155140.1|DMAU
OG0009696	LOC108597022|XP_017838791.1|DBUS	LOC117136889|XP_033153890.1|DMAU
OG0009697	LOC108602692|XP_017846320.1|DBUS	LOC117140849|XP_033159866.1|DMAU
OG0009698	LOC108596682|XP_017838188.1|DBUS	LOC117137069|XP_033154185.1|DMAU
OG0009699	LOC108597771|XP_017839973.1|DBUS	LOC117137313|XP_033154585.1|DMAU
OG0009700	LOC108596782|XP_017838372.1|DBUS	LOC117136059|XP_033152599.1|DMAU
OG0009701	LOC108604773|XP_017849859.1|DBUS	LOC117142549|XP_033162490.1|DMAU
OG0009702	LOC108596681|XP_017838186.1|DBUS	LOC117137068|XP_033154184.1|DMAU
OG0009703	LOC108608351|XP_017855185.2|DBUS	LOC117135344|XP_033151436.1|DMAU
OG0009704	LOC108595702|XP_017836475.1|DBUS	LOC117136301|XP_033153038.1|DMAU
OG0009705	LOC108596946|XP_017838674.1|DBUS	LOC117135795|XP_033152179.1|DMAU
