Orthogroup	DBUS.longest_only	DNOV.longest_only
OG0008067	LOC108606237|XP_017851667.1|DBUS	LOC115766841|XP_030566743.1|DNOV
OG0008068	LOC108606902|XP_017852924.1|DBUS	LOC115765397|XP_030564786.1|DNOV
OG0008069	LOC108602174|XP_017845699.1|DBUS	LOC115761393|XP_030559009.1|DNOV
OG0008070	LOC108604544|XP_017849551.1|DBUS	LOC115772085|XP_030573901.1|DNOV
OG0008071	LOC108605996|XP_017851308.1|DBUS	LOC115768870|XP_030569434.1|DNOV
OG0008072	LOC108606607|XP_017852363.1|DBUS	LOC115769121|XP_030569685.1|DNOV
OG0008073	LOC108605829|XP_017851124.1|DBUS	LOC115771346|XP_030572876.1|DNOV
OG0008074	LOC108605514|XP_017850753.1|DBUS	LOC115771310|XP_030572824.1|DNOV
OG0008075	LOC108594695|XP_017835325.1|DBUS	LOC115762609|XP_030560769.1|DNOV
OG0008076	LOC108606558|XP_017852248.2|DBUS	LOC115768781|XP_030569336.1|DNOV
OG0008077	LOC108602233|XP_017845770.1|DBUS	LOC115765628|XP_030565139.1|DNOV
OG0008078	LOC108605513|XP_017850752.1|DBUS	LOC115768289|XP_030568692.1|DNOV
OG0008079	LOC108605771|XP_017851064.1|DBUS	LOC115766423|XP_030566207.1|DNOV
OG0008080	LOC108605428|XP_017850593.1|DBUS	LOC115767987|XP_030568246.1|DNOV
OG0008081	LOC108606401|XP_017851973.1|DBUS	LOC115768489|XP_030568931.1|DNOV
OG0008082	LOC108604926|XP_017849985.1|DBUS	LOC115768908|XP_030569494.1|DNOV
OG0008083	LOC108604830|XP_017849933.1|DBUS	LOC115763698|XP_030562245.1|DNOV
OG0008084	LOC108602972|XP_017846844.1|DBUS	LOC115771650|XP_030573316.1|DNOV
OG0008085	LOC108601586|XP_017844975.1|DBUS	LOC115771906|XP_030573656.1|DNOV
OG0008086	LOC108603193|XP_017847260.1|DBUS	LOC115763809|XP_030562413.1|DNOV
OG0008087	LOC108606515|XP_017852174.1|DBUS	LOC115764388|XP_030563216.1|DNOV
OG0008088	LOC108605038|XP_017850095.1|DBUS	LOC115766358|XP_030566118.1|DNOV
OG0008089	LOC108598514|XP_017840679.1|DBUS	LOC115769863|XP_030570721.1|DNOV
OG0008090	LOC108604925|XP_017849984.1|DBUS	LOC115767023|XP_030567007.1|DNOV
OG0008091	LOC108604057|XP_017848809.1|DBUS	LOC115764086|XP_030562797.1|DNOV
OG0008092	LOC108603933|XP_033149847.1|DBUS	LOC115763676|XP_030562208.1|DNOV
OG0008093	LOC108605391|XP_017850550.1|DBUS	LOC115766830|XP_030566728.1|DNOV
OG0008094	LOC108608560|XP_017855472.1|DBUS	LOC115760202|XP_030557295.1|DNOV
OG0008095	LOC108604303|XP_017849210.1|DBUS	LOC115767931|XP_030568163.1|DNOV
OG0008096	LOC108606486|XP_017852115.1|DBUS	LOC115767545|XP_030567687.1|DNOV
OG0008097	LOC108605661|XP_017850937.1|DBUS	LOC115767310|XP_030567408.1|DNOV
OG0008098	LOC108598226|XP_017841430.1|DBUS	LOC115770155|XP_030571168.1|DNOV
OG0008099	LOC108599666|XP_017842137.1|DBUS	LOC115770128|XP_030571121.1|DNOV
OG0008100	LOC108603912|XP_017848584.1|DBUS	LOC115770640|XP_030571847.1|DNOV
OG0008101	LOC108606866|XP_017852865.1|DBUS	LOC115765148|XP_030564411.1|DNOV
OG0008103	LOC108605902|XP_017851204.1|DBUS	LOC115768052|XP_030568351.1|DNOV
OG0008105	LOC108603108|XP_017847102.1|DBUS	LOC115761633|XP_030559323.1|DNOV
OG0008106	LOC108599888|XP_017842560.1|DBUS	LOC115771462|XP_030573040.1|DNOV
OG0008107	LOC108603264|XP_017847409.1|DBUS	LOC115766083|XP_030565749.1|DNOV
OG0008108	LOC108606473|XP_017852090.1|DBUS	LOC115768001|XP_030568270.1|DNOV
OG0008109	LOC108605672|XP_017850953.1|DBUS	LOC115766470|XP_030566274.1|DNOV
OG0008110	LOC108605783|XP_017851074.1|DBUS	LOC115767551|XP_030567693.1|DNOV
OG0008111	LOC108605582|XP_017850841.1|DBUS	LOC115768162|XP_030568518.1|DNOV
OG0008112	LOC108606498|XP_017852151.1|DBUS	LOC115767297|XP_030567389.1|DNOV
OG0008113	LOC108606021|XP_017851337.1|DBUS	LOC115767375|XP_030567494.1|DNOV
OG0008114	LOC108605624|XP_017850896.1|DBUS	LOC115767374|XP_030567493.1|DNOV
OG0008115	LOC108605248|XP_033150510.1|DBUS	LOC115765232|XP_030564544.1|DNOV
OG0008116	LOC108605292|XP_017850431.1|DBUS	LOC115765266|XP_030564613.1|DNOV
OG0008118	LOC108606050|XP_017851388.1|DBUS	LOC115768353|XP_030568777.1|DNOV
OG0008119	LOC108607232|XP_017853398.1|DBUS	LOC115769010|XP_030569581.1|DNOV
OG0008120	LOC108605853|XP_017851152.1|DBUS	LOC115768479|XP_030568917.1|DNOV
OG0008121	LOC108594746|XP_017835374.1|DBUS	LOC115766533|XP_030566360.1|DNOV
OG0008122	LOC108607083|XP_017853192.1|DBUS	LOC115768021|XP_030568298.1|DNOV
OG0008123	LOC108607255|XP_017853427.1|DBUS	LOC115768516|XP_030568962.1|DNOV
OG0008124	LOC108607272|XP_017853454.1|DBUS	LOC115766859|XP_030566778.1|DNOV
OG0008125	LOC108606433|XP_017852033.1|DBUS	LOC115768018|XP_030568291.1|DNOV
OG0008126	LOC108605022|XP_017850078.1|DBUS	LOC115768918|XP_030569510.1|DNOV
OG0008127	LOC108605417|XP_017850576.1|DBUS	LOC115768007|XP_030568276.1|DNOV
OG0008128	LOC108605351|XP_017850509.1|DBUS	LOC115767994|XP_030568256.1|DNOV
OG0008129	LOC108607095|XP_017853210.1|DBUS	LOC115768362|XP_030568790.1|DNOV
OG0008130	LOC108605619|XP_017850889.1|DBUS	LOC115766455|XP_030566247.1|DNOV
OG0008131	LOC108605953|XP_017851262.1|DBUS	LOC115767230|XP_030567289.1|DNOV
OG0008132	LOC108602926|XP_017846756.1|DBUS	LOC115770600|XP_030571797.1|DNOV
OG0008133	LOC108605688|XP_017850968.1|DBUS	LOC115767574|XP_030567720.1|DNOV
OG0008134	LOC108605024|XP_017850080.1|DBUS	LOC115766368|XP_030566127.1|DNOV
OG0008135	LOC108603559|XP_017847967.1|DBUS	LOC115759559|XP_030556385.1|DNOV
OG0008136	LOC108597410|XP_017839450.1|DBUS	LOC115768556|XP_030569025.1|DNOV
OG0008137	LOC108607104|XP_033150343.1|DBUS	LOC115767790|XP_030567982.1|DNOV
OG0008138	LOC108598431|XP_017840550.1|DBUS	LOC115762663|XP_030560831.1|DNOV
OG0008139	LOC108605271|XP_017850392.1|DBUS	LOC115765177|XP_030564457.1|DNOV
OG0008140	LOC108605539|XP_017850779.1|DBUS	LOC115768036|XP_030568318.1|DNOV
OG0008141	LOC108606564|XP_017852270.1|DBUS	LOC115771366|XP_030572910.1|DNOV
OG0008142	LOC108606215|XP_017851595.1|DBUS	LOC115768156|XP_030568511.1|DNOV
OG0008143	LOC108606367|XP_017851904.1|DBUS	LOC115763306|XP_030561660.1|DNOV
OG0008144	LOC108597392|XP_017839417.1|DBUS	LOC115762478|XP_030560562.1|DNOV
OG0008145	LOC108605135|XP_017850194.1|DBUS	LOC115768584|XP_030569089.1|DNOV
OG0008146	LOC108605918|XP_017851223.1|DBUS	LOC115767235|XP_030567296.1|DNOV
OG0008147	LOC108606992|XP_017853055.1|DBUS	LOC115767205|XP_030567257.1|DNOV
OG0008148	LOC108606411|XP_017851983.1|DBUS	LOC115768736|XP_030569279.1|DNOV
OG0008149	LOC108606758|XP_017852655.1|DBUS	LOC115766857|XP_030566773.1|DNOV
OG0008150	LOC108605206|XP_017850298.1|DBUS	LOC115768314|XP_030568723.1|DNOV
OG0008151	LOC117134950|XP_033150422.1|DBUS	LOC115768172|XP_030568530.1|DNOV
OG0008152	LOC108606818|XP_033150183.1|DBUS	LOC115767279|XP_030567371.1|DNOV
OG0008154	LOC108600428|XP_017843485.1|DBUS	LOC115770475|XP_030571619.1|DNOV
OG0008155	LOC108600555|XP_017843704.2|DBUS	LOC115766305|XP_030566046.1|DNOV
OG0008156	LOC108602401|XP_017846001.1|DBUS	LOC115772059|XP_030573863.1|DNOV
OG0008157	LOC108601860|XP_017845305.1|DBUS	LOC115761956|XP_030559854.1|DNOV
OG0008158	LOC108606905|XP_017852929.1|DBUS	LOC115765125|XP_030564381.1|DNOV
OG0008159	LOC108600013|XP_017842808.2|DBUS	LOC115766402|XP_030566183.1|DNOV
OG0008160	LOC108597200|XP_017839124.1|DBUS	LOC115758079|XP_030554456.1|DNOV
OG0008161	LOC108605406|XP_017850565.1|DBUS	LOC115766298|XP_030566033.1|DNOV
OG0008162	LOC108606850|XP_017852837.2|DBUS	LOC115766485|XP_030566306.1|DNOV
OG0008163	LOC108600582|XP_017843743.1|DBUS	LOC115769693|XP_030570476.1|DNOV
OG0008164	LOC108607204|XP_017853357.1|DBUS	LOC115767603|XP_030567756.1|DNOV
OG0008165	LOC108606732|XP_017852612.1|DBUS	LOC115766863|XP_030566782.1|DNOV
OG0008166	LOC108606733|XP_017852614.1|DBUS	LOC115766898|XP_030566834.1|DNOV
OG0008167	LOC108606127|XP_017851471.1|DBUS	LOC115768591|XP_030569100.1|DNOV
OG0008168	LOC108607109|XP_017853227.1|DBUS	LOC115768597|XP_030569107.1|DNOV
OG0008169	LOC108605726|XP_017851007.1|DBUS	LOC115767113|XP_030567127.1|DNOV
OG0008170	LOC108596092|XP_017837001.1|DBUS	LOC115757964|XP_030554304.1|DNOV
OG0008171	LOC108607021|XP_017853095.1|DBUS	LOC115766375|XP_030566134.1|DNOV
OG0008172	LOC108601449|XP_017844836.1|DBUS	LOC115765679|XP_030565198.1|DNOV
OG0008173	LOC108608376|XP_017855211.1|DBUS	LOC115758879|XP_030555533.1|DNOV
OG0008174	LOC108596061|XP_017836946.1|DBUS	LOC115757809|XP_030554092.1|DNOV
OG0008175	LOC108606836|XP_017852818.1|DBUS	LOC115767207|XP_030567259.1|DNOV
OG0008176	LOC108606643|XP_017852431.1|DBUS	LOC115767544|XP_030567686.1|DNOV
OG0008177	LOC108606552|XP_017852242.1|DBUS	LOC115767601|XP_030567754.1|DNOV
OG0008178	LOC108607206|XP_017853360.1|DBUS	LOC115768999|XP_030569569.1|DNOV
OG0008179	LOC108605326|XP_033150498.1|DBUS	LOC115769008|XP_030569578.1|DNOV
OG0008180	LOC108606523|XP_017852184.1|DBUS	LOC115767072|XP_030567073.1|DNOV
OG0008181	LOC108606525|XP_017852187.1|DBUS	LOC115767073|XP_030567074.1|DNOV
OG0008182	LOC108595480|XP_017836218.1|DBUS	LOC115764501|XP_030563450.1|DNOV
OG0008183	LOC108597743|XP_017839937.1|DBUS	LOC115757954|XP_030554289.1|DNOV
OG0008184	LOC108600912|XP_017844236.1|DBUS	LOC115763174|XP_030561487.1|DNOV
OG0008186	LOC108597286|XP_017839248.1|DBUS	LOC115761387|XP_030559003.1|DNOV
OG0008187	LOC108597159|XP_017839058.1|DBUS	LOC115761406|XP_030559027.1|DNOV
OG0008188	LOC108607745|XP_017854262.1|DBUS	LOC115759694|XP_030556552.1|DNOV
OG0008189	LOC108607603|XP_017853996.1|DBUS	LOC115763482|XP_030561927.1|DNOV
OG0008190	LOC117134617|XP_033149560.1|DBUS	LOC115769471|XP_030570148.1|DNOV
OG0008191	LOC108605677|XP_017850956.1|DBUS	LOC115764392|XP_030563230.1|DNOV
OG0008192	LOC108607153|XP_017853287.1|DBUS	LOC115768996|XP_030569564.1|DNOV
OG0008193	LOC108604999|XP_033150402.1|DBUS	LOC115765260|XP_030564599.1|DNOV
OG0008194	LOC108599225|XP_017841514.2|DBUS	LOC115758352|XP_030554795.1|DNOV
OG0008195	LOC108594702|XP_017835332.1|DBUS	LOC115758050|XP_030554424.1|DNOV
OG0008197	LOC108598195|XP_033149417.1|DBUS	LOC115770433|XP_030571563.1|DNOV
OG0008198	LOC108606766|XP_017852666.1|DBUS	LOC115767057|XP_030567053.1|DNOV
OG0008199	LOC108605637|XP_017850909.1|DBUS	LOC115767182|XP_030567232.1|DNOV
OG0008200	LOC108595391|XP_017836106.1|DBUS	LOC115772035|XP_030573832.1|DNOV
OG0008201	LOC108600553|XP_017843703.1|DBUS	LOC115766295|XP_030566034.1|DNOV
OG0008202	LOC108600380|XP_033149299.1|DBUS	LOC115771540|XP_030573137.1|DNOV
OG0008203	LOC108598763|XP_017840991.1|DBUS	LOC115762798|XP_030561014.1|DNOV
OG0008204	LOC108606445|XP_017852048.1|DBUS	LOC115766882|XP_030566812.1|DNOV
OG0008205	LOC108607145|XP_017853276.1|DBUS	LOC115767811|XP_030568003.1|DNOV
OG0008206	LOC108599951|XP_017842688.1|DBUS	LOC115771560|XP_030573169.1|DNOV
OG0008207	LOC108598929|XP_017841183.2|DBUS	LOC115770303|XP_030571398.1|DNOV
OG0008208	LOC108597044|XP_017838832.1|DBUS	LOC115767451|XP_030567609.1|DNOV
OG0008209	LOC108599681|XP_017842167.2|DBUS	LOC115767707|XP_030567860.1|DNOV
OG0008210	LOC108594712|XP_017835339.1|DBUS	LOC115764445|XP_030563315.1|DNOV
OG0008211	LOC108608170|XP_017854916.2|DBUS	LOC115763561|XP_030562041.1|DNOV
OG0008213	LOC108607133|XP_017853258.1|DBUS	LOC115771358|XP_030572900.1|DNOV
OG0008214	LOC108600126|XP_017842997.1|DBUS	LOC115770361|XP_030571465.1|DNOV
OG0008215	LOC108606826|XP_017852799.1|DBUS	LOC115767216|XP_030567270.1|DNOV
OG0008216	LOC108599798|XP_017842357.1|DBUS	LOC115770404|XP_030571522.1|DNOV
OG0008217	LOC117134959|XP_033150497.1|DBUS	LOC115769009|XP_030569579.1|DNOV
OG0008218	LOC108597016|XP_017838786.1|DBUS	LOC115767501|XP_030567671.1|DNOV
OG0008219	LOC108606388|XP_017851946.1|DBUS	LOC115768697|XP_030569242.1|DNOV
OG0008220	LOC108606910|XP_017852939.1|DBUS	LOC115768872|XP_030569438.1|DNOV
OG0008221	LOC108595477|XP_033150081.1|DBUS	LOC115767712|XP_030567868.1|DNOV
OG0008222	LOC108600417|XP_017843468.1|DBUS	LOC115771405|XP_030572963.1|DNOV
OG0008223	LOC108600061|XP_033149320.1|DBUS	LOC115770294|XP_030571390.1|DNOV
OG0008224	LOC108599949|XP_017842686.2|DBUS	LOC115770496|XP_030571649.1|DNOV
OG0008225	LOC108606613|XP_017852372.1|DBUS	LOC115771363|XP_030572904.1|DNOV
OG0008226	LOC108605506|XP_017850743.1|DBUS	LOC115771336|XP_030572863.1|DNOV
OG0008227	LOC108601411|XP_017844798.1|DBUS	LOC115761725|XP_030559466.1|DNOV
OG0008228	LOC108603029|XP_017846928.1|DBUS	LOC115764887|XP_030564029.1|DNOV
OG0008229	LOC108602584|XP_017846209.1|DBUS	LOC115761828|XP_030559630.1|DNOV
OG0008230	LOC108604541|XP_017849548.1|DBUS	LOC115765740|XP_030565264.1|DNOV
OG0008232	LOC108600348|XP_017843360.2|DBUS	LOC115767146|XP_030567175.1|DNOV
OG0008233	LOC108600563|XP_033149951.1|DBUS	LOC115758739|XP_030555349.1|DNOV
OG0008234	LOC108595192|XP_017835864.1|DBUS	LOC115760545|XP_030557793.1|DNOV
OG0008235	LOC108606059|XP_017851395.1|DBUS	LOC115768622|XP_030569140.1|DNOV
OG0008236	LOC108596822|XP_017838428.1|DBUS	LOC115760623|XP_030557933.1|DNOV
OG0008237	LOC108596942|XP_017838669.1|DBUS	LOC115765195|XP_030564520.1|DNOV
OG0008238	LOC108600876|XP_017844178.1|DBUS	LOC115765832|XP_030565416.1|DNOV
OG0008239	LOC108599025|XP_017841295.1|DBUS	LOC115770463|XP_030571599.1|DNOV
OG0008240	LOC108594823|XP_017835449.1|DBUS	LOC115760774|XP_030558122.1|DNOV
OG0008243	LOC108596511|XP_017837841.1|DBUS	LOC115762049|XP_030559987.1|DNOV
OG0008244	LOC108602901|XP_017846698.1|DBUS	LOC115761522|XP_030559153.1|DNOV
OG0008245	LOC108596640|XP_017838092.1|DBUS	LOC115766556|XP_030566395.1|DNOV
OG0008246	LOC108595554|XP_017836303.1|DBUS	LOC115757805|XP_030554082.1|DNOV
OG0008247	LOC108604529|XP_017849530.1|DBUS	LOC115771816|XP_030573555.1|DNOV, LOC115771815|XP_030573554.1|DNOV, LOC115771814|XP_030573553.1|DNOV
OG0008248	LOC108603951|XP_017848633.1|DBUS	LOC115761312|XP_030558903.1|DNOV
OG0008249	LOC108596119|XP_017837055.1|DBUS	LOC115758551|XP_030555108.1|DNOV
OG0008249	LOC108602277|XP_017845823.1|DBUS	LOC115759549|XP_030556367.1|DNOV
OG0008250	LOC108596087|XP_017836993.1|DBUS	LOC115761111|XP_030558600.1|DNOV
OG0008251	LOC108595455|XP_017836183.1|DBUS	LOC115762284|XP_030560308.1|DNOV
OG0008252	LOC108595152|XP_017835806.1|DBUS	LOC115765015|XP_030564228.1|DNOV, LOC115762404|XP_030560452.1|DNOV
OG0008253	LOC108596362|XP_017837513.1|DBUS	LOC115771884|XP_030573632.1|DNOV
OG0008254	LOC108598740|XP_017840964.1|DBUS	LOC115769942|XP_030570846.1|DNOV
OG0008255	LOC108599221|XP_017841505.1|DBUS	LOC115771377|XP_030572922.1|DNOV
OG0008255	LOC108599813|XP_017842401.2|DBUS	LOC115767121|XP_030567140.1|DNOV
OG0008256	LOC108596134|XP_017837090.1|DBUS	LOC115762036|XP_030559963.1|DNOV
OG0008257	LOC108604939|XP_017849998.1|DBUS	LOC115768459|XP_030568887.1|DNOV
OG0008258	LOC108601784|XP_017845204.2|DBUS	LOC115765548|XP_030565038.1|DNOV
OG0008259	LOC108608500|XP_017855386.2|DBUS	LOC115763470|XP_030561913.1|DNOV
OG0008260	LOC108595645|XP_017836407.1|DBUS, LOC108602372|XP_017845964.1|DBUS	LOC115769590|XP_030570325.1|DNOV
OG0008260	LOC108600199|XP_017843100.2|DBUS	LOC115769656|XP_030570428.1|DNOV
OG0008262	LOC108594733|XP_017835359.1|DBUS, LOC108595115|XP_033149243.1|DBUS	LOC115762484|XP_030560582.1|DNOV
OG0008264	LOC108595117|XP_017835768.1|DBUS	LOC115757872|XP_030554171.1|DNOV, LOC115758153|XP_030554547.1|DNOV
OG0008265	LOC108603675|XP_033150002.1|DBUS	LOC115764963|XP_030564148.1|DNOV, LOC115764974|XP_030564159.1|DNOV
OG0008266	LOC108603269|XP_017847416.1|DBUS	LOC115761805|XP_030559610.1|DNOV
OG0008267	LOC108603762|XP_017848331.1|DBUS	LOC115761252|XP_030558822.1|DNOV
OG0008268	LOC108608300|XP_017855116.1|DBUS	LOC115768538|XP_030568998.1|DNOV
OG0008269	LOC108594277|XP_017834900.1|DBUS	LOC115758972|XP_030555635.1|DNOV
OG0008270	LOC108605457|XP_017850632.1|DBUS	LOC115767841|XP_030568049.1|DNOV
OG0008271	LOC108599545|XP_017841918.1|DBUS	LOC115770066|XP_030571022.1|DNOV
OG0008272	LOC108606510|XP_017852169.1|DBUS	LOC115768583|XP_030569088.1|DNOV
OG0008273	LOC108603821|XP_017848439.1|DBUS	LOC115764806|XP_030563913.1|DNOV
OG0008274	LOC108605341|XP_017850500.1|DBUS	LOC115765090|XP_030564333.1|DNOV
OG0008275	LOC108605864|XP_033150238.1|DBUS	LOC115767600|XP_030567753.1|DNOV
OG0008276	LOC108606731|XP_017852611.1|DBUS	LOC115769066|XP_030569640.1|DNOV
OG0008277	LOC108607263|XP_017853440.1|DBUS	LOC115766333|XP_030566084.1|DNOV
OG0008278	LOC108597418|XP_017839462.1|DBUS	LOC115763108|XP_030561412.1|DNOV
OG0008279	LOC108606477|XP_017852093.1|DBUS	LOC115766275|XP_030566000.1|DNOV
OG0008280	LOC108605785|XP_017851077.1|DBUS	LOC115767249|XP_030567315.1|DNOV
OG0008281	LOC108605603|XP_017850869.1|DBUS	LOC115766276|XP_030566003.1|DNOV
OG0008282	LOC108605177|XP_017850254.1|DBUS	LOC115769085|XP_030569657.1|DNOV
OG0008283	LOC108606371|XP_017851910.1|DBUS	LOC115767229|XP_030567286.1|DNOV
OG0008284	LOC108607427|XP_017853726.1|DBUS	LOC115766767|XP_030566624.1|DNOV
OG0008285	LOC108606007|XP_017851319.1|DBUS	LOC115765393|XP_030564782.1|DNOV
OG0008286	LOC108606993|XP_017853057.1|DBUS	LOC115768847|XP_030569406.1|DNOV
OG0008287	LOC108605449|XP_017850620.1|DBUS	LOC115767871|XP_030568091.1|DNOV
OG0008288	LOC108602294|XP_017845863.1|DBUS	LOC115761985|XP_030559892.1|DNOV
OG0008289	LOC108602483|XP_017846095.1|DBUS	LOC115771691|XP_030573367.1|DNOV
OG0008290	LOC108605847|XP_017851144.1|DBUS	LOC115764412|XP_030563270.1|DNOV
OG0008291	LOC108606778|XP_017852688.1|DBUS	LOC115768602|XP_030569115.1|DNOV
OG0008292	LOC108606863|XP_017852856.1|DBUS	LOC115765089|XP_030564332.1|DNOV
OG0008293	LOC108602206|XP_017845742.1|DBUS	LOC115766023|XP_030565654.1|DNOV
OG0008294	LOC108603888|XP_017848549.1|DBUS	LOC115761367|XP_030558976.1|DNOV
OG0008295	LOC108606629|XP_017852405.1|DBUS	LOC115765119|XP_030564372.1|DNOV
OG0008296	LOC108606421|XP_017852010.1|DBUS	LOC115765176|XP_030564456.1|DNOV
OG0008297	LOC108605462|XP_017850637.1|DBUS	LOC115767855|XP_030568071.1|DNOV
OG0008298	LOC108605532|XP_017850773.1|DBUS	LOC115768236|XP_030568621.1|DNOV
OG0008299	LOC108604104|XP_017848873.1|DBUS	LOC115771784|XP_030573506.1|DNOV
OG0008300	LOC108607024|XP_017853097.1|DBUS	LOC115766389|XP_030566157.1|DNOV
OG0008301	LOC108604598|XP_017849623.1|DBUS	LOC115759642|XP_030556491.1|DNOV
OG0008302	LOC108606534|XP_017852202.1|DBUS	LOC115767244|XP_030567305.1|DNOV
OG0008303	LOC108607058|XP_017853160.1|DBUS	LOC115768383|XP_030568816.1|DNOV
OG0008304	LOC108607154|XP_017853290.1|DBUS	LOC115771335|XP_030572861.1|DNOV
OG0008305	LOC117134895|XP_033150167.1|DBUS	LOC115766331|XP_030566081.1|DNOV
OG0008307	LOC108601767|XP_017845179.1|DBUS	LOC115764640|XP_030563668.1|DNOV
OG0008310	LOC108600225|XP_017843137.1|DBUS	LOC115771434|XP_030573000.1|DNOV
OG0008312	LOC108603483|XP_033150108.1|DBUS	LOC115759477|XP_030556271.1|DNOV
OG0008313	LOC108606676|XP_017852512.1|DBUS	LOC115764241|XP_030563018.1|DNOV, LOC115764350|XP_030563168.1|DNOV
OG0008314	LOC108596105|XP_017837014.1|DBUS	LOC115758005|XP_030554362.1|DNOV
OG0008315	LOC108598548|XP_017840677.1|DBUS	LOC115769575|XP_030570299.1|DNOV
OG0008317	LOC108602132|XP_017845648.1|DBUS	LOC115772101|XP_030573923.1|DNOV
OG0008318	LOC108605190|XP_017850270.1|DBUS	LOC115765121|XP_030564376.1|DNOV
OG0008319	LOC108596232|XP_017837259.1|DBUS	LOC115761131|XP_030558651.1|DNOV
OG0008320	LOC108606611|XP_017852369.1|DBUS	LOC115765209|XP_030564509.1|DNOV
OG0008321	LOC108604473|XP_017849449.1|DBUS	LOC115759586|XP_030556415.1|DNOV
OG0008322	LOC117134986|XP_033150573.1|DBUS	LOC115763956|XP_030562606.1|DNOV
OG0008323	LOC108603972|XP_017848672.1|DBUS	LOC115764933|XP_030564103.1|DNOV
OG0008324	LOC108605523|XP_017850763.1|DBUS	LOC115769054|XP_030569627.1|DNOV
OG0008325	LOC108606514|XP_017852171.1|DBUS	LOC115765198|XP_030564494.1|DNOV
OG0008326	LOC108604376|XP_017849319.1|DBUS	LOC115765004|XP_030564211.1|DNOV
OG0008328	LOC108606168|XP_017851508.2|DBUS	LOC115767583|XP_030567729.1|DNOV
OG0008330	LOC108595595|XP_017836347.1|DBUS	LOC115761041|XP_030558516.1|DNOV
OG0008331	LOC108598719|XP_017840938.1|DBUS	LOC115769391|XP_030570046.1|DNOV
OG0008332	LOC108600923|XP_017844244.1|DBUS	LOC115769754|XP_030570558.1|DNOV
OG0008333	LOC108600813|XP_017844087.1|DBUS	LOC115769380|XP_030570035.1|DNOV
OG0008334	LOC108600489|XP_017843607.2|DBUS	LOC115769378|XP_030570030.1|DNOV
OG0008335	LOC108599537|XP_017841911.1|DBUS	LOC115770522|XP_030571680.1|DNOV
OG0008336	LOC108598325|XP_017840431.1|DBUS	LOC115769834|XP_030570667.1|DNOV
OG0008337	LOC108597337|XP_017839330.1|DBUS	LOC115760846|XP_030558252.1|DNOV
OG0008338	LOC108600388|XP_017843423.1|DBUS	LOC115769345|XP_030569972.1|DNOV
OG0008339	LOC108605504|XP_017850742.1|DBUS	LOC115767263|XP_030567347.1|DNOV
OG0008340	LOC108596235|XP_017837263.1|DBUS	LOC115761098|XP_030558584.1|DNOV
OG0008341	LOC108598420|XP_017840536.1|DBUS	LOC115762917|XP_030561157.1|DNOV
OG0008343	LOC108603142|XP_017847168.1|DBUS	LOC115764782|XP_030563881.1|DNOV
OG0008344	LOC108600347|XP_033149277.1|DBUS	LOC115767140|XP_030567165.1|DNOV
OG0008345	LOC108599874|XP_017842517.1|DBUS	LOC115771016|XP_030572397.1|DNOV
OG0008346	LOC108607281|XP_017853466.1|DBUS	LOC115769157|XP_030569712.1|DNOV
OG0008348	LOC108599592|XP_017842027.1|DBUS	LOC115770959|XP_030572291.1|DNOV
OG0008349	LOC108599023|XP_017841293.1|DBUS	LOC115769886|XP_030570756.1|DNOV
OG0008350	LOC108607239|XP_017853405.1|DBUS	LOC115764275|XP_030563060.1|DNOV
OG0008351	LOC108600719|XP_017843946.1|DBUS	LOC115767640|XP_030567788.1|DNOV
OG0008352	LOC108601058|XP_017844439.1|DBUS	LOC115762613|XP_030560771.1|DNOV
OG0008353	LOC108599104|XP_017840851.1|DBUS	LOC115771293|XP_030572778.1|DNOV
OG0008354	LOC108606472|XP_017852089.1|DBUS	LOC115764235|XP_030563010.1|DNOV
OG0008355	LOC108597485|XP_017839551.1|DBUS	LOC115771443|XP_030573017.1|DNOV
OG0008356	LOC108607057|XP_017853158.1|DBUS	LOC115768575|XP_030569074.1|DNOV
OG0008357	LOC108604108|XP_017848879.1|DBUS	LOC115766177|XP_030565880.1|DNOV
OG0008358	LOC108600446|XP_017843565.1|DBUS	LOC115759200|XP_030555942.1|DNOV
OG0008359	LOC108597373|XP_017839390.1|DBUS	LOC115760984|XP_030558448.1|DNOV
OG0008360	LOC108597591|XP_017839701.1|DBUS	LOC115760968|XP_030558429.1|DNOV
OG0008361	LOC108607971|XP_017854598.1|DBUS	LOC115763515|XP_030561973.1|DNOV
OG0008362	LOC108607115|XP_017853237.1|DBUS	LOC115767757|XP_030567935.1|DNOV
OG0008363	LOC108597490|XP_017839555.1|DBUS	LOC115764496|XP_030563483.1|DNOV
OG0008364	LOC108598639|XP_017842123.2|DBUS	LOC115769982|XP_030570907.1|DNOV
OG0008365	LOC108596966|XP_017838703.1|DBUS	LOC115757697|XP_030553904.1|DNOV
OG0008366	LOC117134659|XP_033148933.1|DBUS	LOC115761282|XP_030558863.1|DNOV
OG0008367	LOC108605701|XP_017850982.1|DBUS	LOC115767043|XP_030567032.1|DNOV
OG0008368	LOC108608020|XP_017854687.1|DBUS	LOC115763146|XP_030561456.1|DNOV
OG0008369	LOC108605515|XP_017850754.1|DBUS	LOC115771312|XP_030572826.1|DNOV
OG0008370	LOC108602184|XP_017845713.1|DBUS	LOC115760395|XP_030557554.1|DNOV
OG0008371	LOC108603482|XP_017847819.1|DBUS	LOC115765596|XP_030565106.1|DNOV
