Orthogroup	DBUS.longest_only	DPSE.longest_only
OG0008685	LOC108596397|XP_017837569.1|DBUS	LOC6898827|XP_002138800.2|DPSE
OG0008686	LOC108604260|XP_017849143.1|DBUS	LOC4800578|XP_001357829.4|DPSE
OG0008687	LOC108596046|XP_017836920.1|DBUS	LOC4804298|XP_001360878.1|DPSE
OG0008688	LOC108606157|XP_017851498.1|DBUS	LOC6901836|XP_033238414.1|DPSE
OG0008689	LOC108602787|XP_017846488.1|DBUS	LOC4802803|XP_001359648.3|DPSE
OG0008691	LOC108599029|XP_017841256.2|DBUS	LOC4812962|XP_033238688.1|DPSE
OG0008692	LOC108605695|XP_017850976.1|DBUS	LOC4814724|XP_001354766.4|DPSE
OG0008694	LOC108605320|XP_017850479.1|DBUS	LOC4814392|XP_001354386.2|DPSE
OG0008695	LOC108597416|XP_017839455.1|DBUS	LOC4805570|XP_001361955.2|DPSE
OG0008697	LOC108598113|XP_017840219.1|DBUS	LOC4812649|XP_001353037.3|DPSE
OG0008698	LOC108606820|XP_017852790.1|DBUS	LOC4814905|XP_001354590.3|DPSE
OG0008702	LOC108594536|XP_017835228.2|DBUS	LOC4802593|XP_001359485.3|DPSE
OG0008704	LOC108599194|XP_017841482.1|DBUS	LOC4816830|XP_001356698.3|DPSE
OG0008705	LOC108600641|XP_017843825.1|DBUS	LOC4818089|XP_001357389.2|DPSE
OG0008706	LOC108601694|XP_017845093.1|DBUS	LOC4801980|XP_001358992.2|DPSE
OG0008707	LOC108606178|XP_017851517.1|DBUS	LOC6902688|XP_002133203.2|DPSE
OG0008708	LOC108606804|XP_017852763.1|DBUS	LOC6901535|XP_015041764.1|DPSE
OG0008709	LOC108604033|XP_017848777.1|DBUS	LOC4801238|XP_015037105.2|DPSE
OG0008710	LOC108603337|XP_017847551.1|DBUS	LOC4801283|XP_001358403.2|DPSE
OG0008711	LOC108603486|XP_017847824.1|DBUS	LOC4803299|XP_033232727.1|DPSE
OG0008712	LOC108597109|XP_017838976.1|DBUS	LOC4805661|XP_001362023.2|DPSE
OG0008714	LOC108594306|XP_017834940.2|DBUS	LOC4816848|XP_001356637.3|DPSE
OG0008715	LOC108601940|XP_017845409.1|DBUS	LOC4801971|XP_001358984.2|DPSE
OG0008716	LOC108602128|XP_017845644.2|DBUS	LOC4802140|XP_001359119.3|DPSE
OG0008717	LOC108600627|XP_017843802.2|DBUS	LOC4811947|XP_001352519.2|DPSE
OG0008719	LOC108603497|XP_017847846.1|DBUS	LOC4801984|XP_015037518.2|DPSE
OG0008721	LOC108605071|XP_017850127.1|DBUS	LOC4815977|XP_001355530.3|DPSE
OG0008722	LOC108602889|XP_017846687.1|DBUS	LOC4803019|XP_001359821.3|DPSE
OG0008723	LOC108600624|XP_017843796.1|DBUS	LOC4814169|XP_001354263.1|DPSE
OG0008724	LOC108602765|XP_033149878.1|DBUS	LOC26534002|XP_015035716.1|DPSE
OG0008725	LOC108594780|XP_017835408.1|DBUS	LOC4804416|XP_001360984.2|DPSE
OG0008726	LOC108594678|XP_033149154.1|DBUS	LOC6898339|XP_033233896.1|DPSE
OG0008727	LOC108602217|XP_017845752.1|DBUS	LOC4801413|XP_033232342.1|DPSE
OG0008728	LOC108604234|XP_017849092.1|DBUS	LOC4800796|XP_001358007.3|DPSE
OG0008729	LOC108605784|XP_017851076.1|DBUS	LOC4814412|XP_001354349.1|DPSE
OG0008730	LOC108607241|XP_017853408.1|DBUS	LOC6901912|XP_002133446.1|DPSE
OG0008731	LOC108603215|XP_017847299.1|DBUS	LOC4801953|XP_001358968.4|DPSE
OG0008732	LOC108608554|XP_017855465.1|DBUS	LOC4816584|XP_001355914.4|DPSE
OG0008734	LOC108601599|XP_033149791.1|DBUS, LOC108601824|XP_017845250.1|DBUS	LOC4802744|XP_001359607.4|DPSE
OG0008735	LOC108595830|XP_017836610.1|DBUS	LOC4804641|XP_033234779.1|DPSE
OG0008736	LOC108596551|XP_017837937.1|DBUS	LOC4805097|XP_001361557.3|DPSE
OG0008737	LOC108603768|XP_017848344.1|DBUS	LOC4803022|XP_001359824.3|DPSE
OG0008738	LOC108608140|XP_017854865.2|DBUS	LOC4816234|XP_001355855.2|DPSE
OG0008739	LOC108600764|XP_017844014.1|DBUS	LOC4812083|XP_001352994.1|DPSE
OG0008740	LOC108595987|XP_017836764.2|DBUS	LOC4805425|XP_001361826.4|DPSE
OG0008741	LOC108597725|XP_017839908.1|DBUS	LOC6898868|XP_002138839.2|DPSE
OG0008742	LOC108599480|XP_017841810.1|DBUS	LOC4813705|XP_001353477.1|DPSE
OG0008743	LOC108595880|XP_017836660.1|DBUS	LOC4804741|XP_001361253.2|DPSE
OG0008744	LOC108595828|XP_017836608.1|DBUS	LOC4804138|XP_001360744.1|DPSE
OG0008745	LOC108605103|XP_017850156.1|DBUS	LOC4814745|XP_001354587.4|DPSE
OG0008746	LOC108603227|XP_017847327.1|DBUS	LOC6897987|XP_033232736.1|DPSE
OG0008747	LOC108601039|XP_017844409.1|DBUS	LOC6900878|XP_002135235.2|DPSE
OG0008748	LOC108608124|XP_017854842.1|DBUS	LOC26532810|XP_033236618.1|DPSE, LOC6903178|XP_002132878.2|DPSE
OG0008749	LOC108607648|XP_017854077.1|DBUS	LOC4817250|XP_001356800.3|DPSE
OG0008750	LOC108599088|XP_017854621.2|DBUS	LOC4817351|XP_001356322.2|DPSE
OG0008753	LOC108598544|XP_017840717.1|DBUS	LOC6900782|XP_002135141.2|DPSE, LOC6900777|XP_002135136.1|DPSE
OG0008755	LOC108601277|XP_017844666.2|DBUS	LOC4801182|XP_001358315.4|DPSE
OG0008756	LOC108602614|XP_017846241.1|DBUS	LOC26532104|XP_015037195.1|DPSE
OG0008757	LOC108602520|XP_017846143.1|DBUS	LOC13036449|XP_003736527.1|DPSE
OG0008758	LOC108608545|XP_017855452.2|DBUS	LOC6903288|XP_033235264.1|DPSE
OG0008759	LOC108608010|XP_033150844.1|DBUS	LOC4817213|XP_033236019.1|DPSE
OG0008760	LOC108601567|XP_017844959.2|DBUS	LOC4816695|XP_001356050.3|DPSE
OG0008761	LOC108608273|XP_017855069.1|DBUS	LOC6898341|XP_033234607.1|DPSE, LOC6902397|XP_002133332.1|DPSE
OG0008762	LOC108596360|XP_017837510.1|DBUS	LOC6898151|XP_002138229.2|DPSE
OG0008763	LOC108605865|XP_017851197.2|DBUS	LOC4816241|XP_001355861.3|DPSE
OG0008764	LOC108594216|XP_033150067.1|DBUS	LOC6902708|XP_033236370.1|DPSE, LOC26533284|XP_033236584.1|DPSE, LOC26534307|XP_033236032.1|DPSE
OG0008765	LOC108596187|XP_017837191.1|DBUS	LOC4804934|XP_001361416.3|DPSE
OG0008766	LOC108606970|XP_017853026.2|DBUS	LOC6903140|XP_002132846.2|DPSE
OG0008767	LOC108605937|XP_017851247.1|DBUS, LOC108595606|XP_017836361.1|DBUS	LOC4804804|XP_001361306.1|DPSE
OG0008768	LOC108597251|XP_017839193.1|DBUS	LOC4805590|XP_001361971.1|DPSE
OG0008769	LOC108597557|XP_017839653.1|DBUS	LOC4805713|XP_001362067.2|DPSE
OG0008770	LOC108597615|XP_017839743.1|DBUS	LOC6898113|XP_002138193.2|DPSE, LOC6896828|XP_033241692.1|DPSE
OG0008771	LOC108594735|XP_017835362.1|DBUS	LOC4805024|XP_002138738.2|DPSE, LOC26532250|XP_033234117.1|DPSE
OG0008772	LOC108595802|XP_017836581.1|DBUS	LOC4804740|XP_001361252.2|DPSE
OG0008773	LOC108597441|XP_017839494.1|DBUS	LOC6898332|XP_002138387.1|DPSE
OG0008774	LOC108595267|XP_017835969.1|DBUS	LOC4804628|XP_001361160.3|DPSE
OG0008775	LOC108596197|XP_017837201.1|DBUS	LOC4804094|XP_001360712.4|DPSE
OG0008776	LOC108596781|XP_017838370.1|DBUS	LOC4803949|XP_001360587.4|DPSE
OG0008777	LOC108597190|XP_017839107.1|DBUS	LOC4804213|XP_001360808.4|DPSE
OG0008778	LOC108595148|XP_017835803.1|DBUS	LOC4805584|XP_015040729.1|DPSE
OG0008779	LOC108605466|XP_017850640.1|DBUS	LOC4815379|XP_001354639.2|DPSE
OG0008780	LOC108606407|XP_017851981.1|DBUS	LOC4802310|XP_001359251.2|DPSE
OG0008781	LOC108605273|XP_017850394.1|DBUS	LOC4815628|XP_015041293.2|DPSE
OG0008782	LOC108600515|XP_017843643.2|DBUS	LOC6900932|XP_033240215.1|DPSE
OG0008783	LOC108595644|XP_017836406.1|DBUS	LOC4803717|XP_001360391.4|DPSE
OG0008784	LOC108600844|XP_017844133.1|DBUS	LOC4812281|XP_001352979.2|DPSE
OG0008786	LOC108603537|XP_017847936.1|DBUS	LOC6902586|XP_002133114.3|DPSE, LOC4816303|XP_001356078.4|DPSE
OG0008787	LOC108599635|XP_017842096.1|DBUS, LOC108599634|XP_017842095.1|DBUS, LOC108599632|XP_017842093.1|DBUS, LOC108599633|XP_017842094.1|DBUS	LOC117185171|XP_033241287.1|DPSE
OG0008788	LOC108599279|XP_017841565.1|DBUS, LOC108598128|XP_017840234.1|DBUS	LOC4812199|XP_001352701.3|DPSE
OG0008789	LOC108598785|XP_017841017.1|DBUS	LOC4814108|XP_001354241.3|DPSE
OG0008790	LOC108597435|XP_017839482.1|DBUS	LOC4804004|XP_001360635.4|DPSE
OG0008791	LOC108597475|XP_017839538.1|DBUS	LOC4804114|XP_001360726.3|DPSE
OG0008792	LOC108596978|XP_017838721.1|DBUS	LOC4805707|XP_001362063.1|DPSE
OG0008793	LOC108596808|XP_017838408.1|DBUS	LOC4805568|XP_001361953.3|DPSE
OG0008794	LOC108596035|XP_017836888.1|DBUS	LOC4817505|XP_001356923.3|DPSE
OG0008795	LOC108601697|XP_017845098.2|DBUS	LOC4802401|XP_033232310.1|DPSE
OG0008796	LOC108601448|XP_017844835.1|DBUS	LOC4802228|XP_001359191.3|DPSE
OG0008797	LOC108602115|XP_017845629.1|DBUS	LOC4801063|XP_001358223.3|DPSE
OG0008805	LOC108606831|XP_017852805.1|DBUS	LOC4815025|XP_033241521.1|DPSE
OG0008806	LOC117134923|XP_033150318.1|DBUS	LOC6901862|XP_033240624.1|DPSE
OG0008807	LOC108606533|XP_017852201.1|DBUS	LOC6901315|XP_015041562.2|DPSE
OG0008808	LOC108606584|XP_017852302.1|DBUS	LOC6901163|XP_002133864.3|DPSE
OG0008809	LOC108602461|XP_017846073.1|DBUS	LOC4800435|XP_001357713.1|DPSE
OG0008811	LOC108604165|XP_017848987.1|DBUS	LOC4800692|XP_001357917.2|DPSE
OG0008813	LOC108601973|XP_017845455.1|DBUS	LOC4801518|XP_001358596.5|DPSE
OG0008816	LOC108598497|XP_017840654.2|DBUS	LOC4812019|XP_001352818.3|DPSE
OG0008819	LOC108595177|XP_017835842.1|DBUS	LOC4804645|XP_001361174.2|DPSE
OG0008820	LOC108605109|XP_017850164.2|DBUS	LOC6902789|XP_015035763.2|DPSE
OG0008821	LOC108606316|XP_017851814.1|DBUS	LOC6901907|XP_002133441.3|DPSE
OG0008822	LOC108596606|XP_017838032.1|DBUS	LOC117183915|XP_033235287.1|DPSE
OG0008829	LOC108605192|XP_017850273.1|DBUS	LOC4814980|XP_001354514.1|DPSE
OG0008830	LOC108605408|XP_033150330.1|DBUS	LOC6901021|XP_015042199.1|DPSE
OG0008831	LOC108606689|XP_017852533.1|DBUS	LOC4815666|XP_001355355.1|DPSE
OG0008832	LOC108606688|XP_017852530.1|DBUS	LOC4816028|XP_033240819.1|DPSE
OG0008833	LOC108605813|XP_017851108.1|DBUS	LOC4814971|XP_001354772.2|DPSE
OG0008834	LOC108604339|XP_017849252.1|DBUS	LOC13036285|XP_003736669.2|DPSE
OG0008835	LOC108601708|XP_017845113.1|DBUS	LOC26533920|XP_015037440.2|DPSE
OG0008837	LOC108597065|XP_017838878.1|DBUS	LOC6898258|XP_002138324.1|DPSE
OG0008838	LOC108607707|XP_017854196.2|DBUS	LOC4816867|XP_001356360.4|DPSE
OG0008839	LOC108596104|XP_017837013.1|DBUS	LOC6898187|XP_002138256.1|DPSE
OG0008840	LOC108602385|XP_017845988.1|DBUS	LOC4816669|XP_001356035.3|DPSE
OG0008841	LOC108597950|XP_033149603.1|DBUS	LOC4812054|XP_001352674.3|DPSE
OG0008842	LOC108595599|XP_033149140.1|DBUS, LOC108594779|XP_017835407.1|DBUS	LOC4804554|XP_001361097.5|DPSE
OG0008843	LOC108599644|XP_017842109.1|DBUS	LOC6899968|XP_002135336.1|DPSE
OG0008845	LOC108599607|XP_017842053.2|DBUS	LOC4816405|XP_001356020.2|DPSE
OG0008846	LOC108601062|XP_017844443.1|DBUS	LOC6903350|XP_002132231.3|DPSE, LOC6903351|XP_002132232.3|DPSE
OG0008847	LOC108603369|XP_017847621.1|DBUS	LOC4802273|XP_001359225.1|DPSE
OG0008849	LOC108606931|XP_017852970.1|DBUS	LOC4815123|XP_015042161.2|DPSE
OG0008850	LOC108594792|XP_017835420.1|DBUS	LOC4804403|XP_001360973.2|DPSE
OG0008851	LOC108601229|XP_017844620.2|DBUS	LOC4816436|XP_001356047.2|DPSE
OG0008852	LOC108594689|XP_017835318.1|DBUS	LOC4803581|XP_001360285.3|DPSE
OG0008854	LOC108594393|XP_017835045.1|DBUS	LOC4817180|XP_015036134.2|DPSE
OG0008855	LOC108605147|XP_017850210.1|DBUS	LOC4815381|XP_001354861.3|DPSE
OG0008856	LOC108607346|XP_017853519.1|DBUS	LOC4811778|XP_001352348.2|DPSE
OG0008857	LOC108599943|XP_017842656.1|DBUS	LOC4812836|XP_001353234.2|DPSE
OG0008858	LOC108598768|XP_017840997.2|DBUS	LOC6897581|XP_002137726.2|DPSE
OG0008859	LOC108598813|XP_017841047.1|DBUS	LOC4813732|XP_001353870.1|DPSE
OG0008860	LOC108604391|XP_017849338.1|DBUS	LOC4800246|XP_001357637.1|DPSE
OG0008861	LOC108595481|XP_017836220.1|DBUS	LOC4805082|XP_001361544.1|DPSE
OG0008862	LOC108603940|XP_017848623.1|DBUS	LOC4802099|XP_033232839.1|DPSE
OG0008863	LOC108608481|XP_017855365.2|DBUS	LOC6902678|XP_002133194.2|DPSE
OG0008864	LOC108595006|XP_017835630.1|DBUS	LOC4805252|XP_001361684.5|DPSE
OG0008865	LOC108597253|XP_017839198.2|DBUS	LOC4817759|XP_001357155.2|DPSE
OG0008866	LOC108596405|XP_017837587.2|DBUS	LOC4817719|XP_033236403.1|DPSE
OG0008867	LOC108605021|XP_017850077.1|DBUS	LOC6901387|XP_015041657.2|DPSE
OG0008868	LOC108597331|XP_017839315.1|DBUS	LOC4804569|XP_001361110.3|DPSE
OG0008869	LOC108600899|XP_017844213.2|DBUS	LOC4813750|XP_001353377.2|DPSE
OG0008870	LOC108598972|XP_017841234.1|DBUS	LOC4812544|XP_001352927.3|DPSE
OG0008871	LOC108600945|XP_017844277.1|DBUS	LOC4812503|XP_001352904.3|DPSE
OG0008872	LOC108596422|XP_017837635.1|DBUS	LOC4817742|XP_001357142.3|DPSE
OG0008873	LOC108603942|XP_017848666.1|DBUS	LOC117183404|XP_033233165.1|DPSE, LOC4816209|XP_001355764.2|DPSE
OG0008874	LOC108594888|XP_017835514.1|DBUS	LOC4804161|XP_001360766.3|DPSE
OG0008875	LOC108596435|XP_017837653.1|DBUS	LOC4804762|XP_033233998.1|DPSE
OG0008876	LOC108607421|XP_017853709.1|DBUS	LOC4811845|XP_001382226.1|DPSE
OG0008877	LOC108600681|XP_017843877.1|DBUS	LOC4813791|XP_001353416.3|DPSE
OG0008878	LOC108598158|XP_017840267.1|DBUS	LOC4818066|XP_001357422.3|DPSE
OG0008879	LOC108605897|XP_017851201.1|DBUS	LOC4804768|XP_015040190.2|DPSE
OG0008880	LOC108597448|XP_017839502.2|DBUS	LOC6902032|XP_002133566.1|DPSE
OG0008881	LOC108597483|XP_017839549.1|DBUS	LOC4805593|XP_001361973.1|DPSE
OG0008882	LOC108607715|XP_033149961.1|DBUS	LOC4817100|XP_001356354.4|DPSE
OG0008883	LOC108603437|XP_017847748.1|DBUS	LOC4802533|XP_001359434.3|DPSE
OG0008884	LOC108602590|XP_017846218.1|DBUS	LOC6897703|XP_033241887.1|DPSE
OG0008885	LOC108594513|XP_017835205.2|DBUS	LOC4816758|XP_001356275.3|DPSE
OG0008886	LOC108596466|XP_017837712.1|DBUS	LOC4805692|XP_001362051.4|DPSE
OG0008887	LOC108597116|XP_017838982.1|DBUS	LOC4804431|XP_001360996.2|DPSE
OG0008888	LOC108598851|XP_017841098.1|DBUS	LOC4812883|XP_001353644.3|DPSE
OG0008889	LOC108595264|XP_017836002.1|DBUS	LOC4805711|XP_001362065.2|DPSE
OG0008891	LOC108600942|XP_017844270.1|DBUS	LOC4812335|XP_033240988.1|DPSE
OG0008892	LOC108597184|XP_017839099.1|DBUS	LOC6898452|XP_002138495.2|DPSE
OG0008893	LOC108598588|XP_017840771.1|DBUS	LOC4814161|XP_001354277.1|DPSE
OG0008894	LOC108604593|XP_017849616.1|DBUS	LOC4800620|XP_001357862.3|DPSE
OG0008895	LOC108602783|XP_017846484.1|DBUS	LOC4802804|XP_001359649.2|DPSE
OG0008897	LOC108602867|XP_017846645.1|DBUS	LOC4802853|XP_033237150.1|DPSE
OG0008898	LOC108596594|XP_017838012.1|DBUS	LOC4804165|XP_033234804.1|DPSE
OG0008899	LOC108607451|XP_017853777.2|DBUS	LOC4816953|XP_001356891.3|DPSE
OG0008900	LOC108607581|XP_017853966.1|DBUS	LOC4816983|XP_001356590.3|DPSE
OG0008901	LOC108601009|XP_017844368.1|DBUS	LOC4813473|XP_033239047.1|DPSE
OG0008902	LOC108607356|XP_017853539.1|DBUS	LOC4811658|XP_033237051.1|DPSE
OG0008903	LOC108603400|XP_017847677.2|DBUS	LOC4817431|XP_015036133.2|DPSE
OG0008904	LOC108594879|XP_017835506.1|DBUS	LOC6898370|XP_015039611.2|DPSE
OG0008905	LOC108607335|XP_033150530.1|DBUS	LOC4811774|XP_033237093.1|DPSE
OG0008906	LOC108600127|XP_017842998.1|DBUS	LOC4813231|XP_001353766.4|DPSE
OG0008907	LOC108601528|XP_017844917.1|DBUS	LOC4802149|XP_001359126.3|DPSE
OG0008908	LOC108603737|XP_017848281.1|DBUS	LOC4802934|XP_033235390.1|DPSE
OG0008909	LOC108601976|XP_017845459.1|DBUS	LOC4800631|XP_033233176.1|DPSE
OG0008910	LOC108603756|XP_017848323.1|DBUS	LOC4800708|XP_001357933.5|DPSE
OG0008911	LOC108603317|XP_017847519.1|DBUS	LOC4801973|XP_003736635.2|DPSE
OG0008912	LOC108602224|XP_017845760.1|DBUS	LOC4802763|XP_033232427.1|DPSE
OG0008913	LOC108603278|XP_017847427.1|DBUS	LOC4801663|XP_001358715.1|DPSE
OG0008914	LOC108602649|XP_017846284.1|DBUS	LOC4801582|XP_001358652.2|DPSE
OG0008915	LOC108602413|XP_017846015.1|DBUS	LOC4802260|XP_002137679.2|DPSE
OG0008916	LOC108608515|XP_033150028.1|DBUS	LOC4816861|XP_015035843.2|DPSE
OG0008917	LOC108600039|XP_017842664.2|DBUS	LOC4817173|XP_033235289.1|DPSE
OG0008919	LOC108603166|XP_033150829.1|DBUS	LOC6902812|XP_002132549.2|DPSE
OG0008920	LOC108598749|XP_017840974.2|DBUS	LOC6900341|XP_002134738.2|DPSE
OG0008921	LOC108608192|XP_017854951.1|DBUS	LOC6903375|XP_002132257.2|DPSE
OG0008922	LOC108601081|XP_017844474.1|DBUS	LOC6903541|XP_033235585.1|DPSE
OG0008923	LOC108595243|XP_017835931.1|DBUS	LOC4804063|XP_001360684.3|DPSE
OG0008924	LOC108597105|XP_017838966.1|DBUS	LOC6898486|XP_015039942.1|DPSE
OG0008925	LOC108596660|XP_017838136.1|DBUS	LOC4804810|XP_001361312.2|DPSE
OG0008926	LOC108595310|XP_033148948.1|DBUS	LOC4805504|XP_001361897.3|DPSE
OG0008927	LOC108595199|XP_017835875.1|DBUS	LOC4805589|XP_033234359.1|DPSE
OG0008928	LOC108595826|XP_017836605.1|DBUS	LOC4803465|XP_001360183.1|DPSE
OG0008929	LOC108594941|XP_017835564.1|DBUS, LOC108595811|XP_017836591.1|DBUS	LOC4803626|XP_001360314.1|DPSE
OG0008930	LOC108601434|XP_017844820.1|DBUS, LOC108601435|XP_017844822.1|DBUS	LOC4801635|XP_001358691.3|DPSE
OG0008931	LOC108595531|XP_017836274.1|DBUS	LOC4804717|XP_001361235.2|DPSE
OG0008932	LOC108595974|XP_017836750.1|DBUS	LOC4804699|XP_001361218.2|DPSE
OG0008933	LOC108595916|XP_017836696.1|DBUS	LOC4804737|XP_001361250.2|DPSE
OG0008935	LOC108595216|XP_017835893.1|DBUS	LOC4803476|XP_001360194.3|DPSE
OG0008936	LOC108597477|XP_017839541.1|DBUS	LOC4803690|XP_001360367.3|DPSE
OG0008937	LOC108596193|XP_017837198.1|DBUS	LOC4804361|XP_001360935.3|DPSE
OG0008939	LOC108597141|XP_017839022.1|DBUS	LOC4804970|XP_001361446.3|DPSE
OG0008940	LOC108596985|XP_017838730.2|DBUS	LOC4805712|XP_015040836.2|DPSE
OG0008941	LOC108606867|XP_017852867.1|DBUS	LOC6901802|XP_033240669.1|DPSE
OG0008942	LOC108605530|XP_017850770.1|DBUS	LOC4815293|XP_001354629.3|DPSE
OG0008943	LOC108607008|XP_017853077.1|DBUS	LOC4815201|XP_001354918.2|DPSE
OG0008944	LOC108606849|XP_017852835.1|DBUS	LOC4815970|XP_001355311.2|DPSE
OG0008945	LOC108607045|XP_017853140.1|DBUS	LOC6901124|XP_002134599.2|DPSE
OG0008946	LOC108606126|XP_017851470.1|DBUS	LOC6901321|XP_002134022.3|DPSE
OG0008947	LOC108605008|XP_017850063.1|DBUS, LOC108605009|XP_017850064.1|DBUS	LOC6902096|XP_002133627.2|DPSE
OG0008948	LOC108604910|XP_033150174.1|DBUS	LOC6901118|XP_002134593.2|DPSE
OG0008949	LOC108599367|XP_017841661.1|DBUS	LOC6900948|XP_002134649.3|DPSE
OG0008950	LOC108605621|XP_017850892.1|DBUS	LOC4815288|XP_001354645.2|DPSE
OG0008951	LOC108599364|XP_017841654.2|DBUS	LOC4812138|XP_001352587.2|DPSE
OG0008952	LOC108606079|XP_017851412.1|DBUS	LOC4815216|XP_001354616.3|DPSE
OG0008953	LOC108599883|XP_017842553.1|DBUS	LOC4813775|XP_001353383.4|DPSE
OG0008955	LOC108598312|XP_017840417.1|DBUS	LOC4813436|XP_001353343.1|DPSE
OG0008956	LOC108598186|XP_017840291.2|DBUS	LOC6900124|XP_002135475.2|DPSE
OG0008957	LOC108600104|XP_033149721.1|DBUS	LOC26532882|XP_015042905.2|DPSE
OG0008958	LOC108598586|XP_017840769.1|DBUS	LOC4813454|XP_001353523.2|DPSE
OG0008959	LOC108599136|XP_017841414.1|DBUS	LOC4812807|XP_033238173.1|DPSE, LOC117185411|XP_033241555.1|DPSE
OG0008960	LOC108601059|XP_033149669.1|DBUS	LOC4813773|XP_001353272.4|DPSE
OG0008961	LOC108600293|XP_017843266.2|DBUS	LOC4817421|XP_001356565.4|DPSE, LOC6902908|XP_002132641.3|DPSE
OG0008962	LOC108606965|XP_017853016.1|DBUS	LOC4815264|XP_001354775.2|DPSE, LOC6896862|XP_002137053.2|DPSE
OG0008963	LOC108604980|XP_017850039.1|DBUS	LOC6901224|XP_002133925.2|DPSE, LOC117185184|XP_033241370.1|DPSE, LOC4814447|XP_001354611.3|DPSE
OG0008964	LOC108605776|XP_017851068.1|DBUS	LOC4815887|XP_001355442.2|DPSE
OG0008965	LOC108607511|XP_017853867.2|DBUS, LOC117134868|XP_033150094.1|DBUS	LOC4817086|XP_001356316.4|DPSE
OG0008966	LOC108603243|XP_017848644.2|DBUS	LOC4816720|XP_001356180.2|DPSE
OG0008967	LOC108599163|XP_017841439.1|DBUS	LOC6900596|XP_002134969.2|DPSE
OG0008968	LOC108602977|XP_017846854.1|DBUS	LOC4817634|XP_001357029.2|DPSE
OG0008969	LOC108605685|XP_017850969.1|DBUS, LOC108604862|XP_017849965.1|DBUS	LOC4817628|XP_001357024.4|DPSE
OG0008970	LOC108603208|XP_017847287.1|DBUS	LOC4817630|XP_001357026.1|DPSE, LOC6903193|XP_002132892.1|DPSE
OG0008971	LOC108599007|XP_017841272.1|DBUS	LOC6902494|XP_002133039.2|DPSE, LOC4814110|XP_001354200.2|DPSE
OG0008972	LOC108599116|XP_017841394.1|DBUS	LOC4812166|XP_001352838.2|DPSE
OG0008973	LOC108599016|XP_017841284.2|DBUS	LOC4813601|XP_001353162.2|DPSE
OG0008975	LOC117134848|XP_033149918.1|DBUS	LOC6898478|XP_002138520.1|DPSE
OG0008978	LOC108595754|XP_017836533.1|DBUS	LOC4804842|XP_001361338.3|DPSE
OG0008979	LOC108600095|XP_017842950.1|DBUS	LOC6903428|XP_002132307.3|DPSE, LOC6903436|XP_002132315.3|DPSE
OG0008985	LOC108598105|XP_017840211.2|DBUS	LOC4812151|XP_001352570.2|DPSE
OG0008987	LOC108607485|XP_017853816.1|DBUS	LOC4816356|XP_001355963.3|DPSE
OG0008989	LOC108605620|XP_017850890.1|DBUS	LOC6901255|XP_002133956.2|DPSE
OG0008990	LOC108598189|XP_033149564.1|DBUS	LOC4812309|XP_001352618.2|DPSE
OG0008991	LOC108601869|XP_017845316.1|DBUS	LOC26532184|XP_015038083.2|DPSE
OG0008992	LOC108601592|XP_017844980.1|DBUS	LOC4802104|XP_033232840.1|DPSE
OG0008993	LOC108600777|XP_033149508.1|DBUS	LOC4813278|XP_033238008.1|DPSE
OG0008994	LOC108607543|XP_017853917.1|DBUS	LOC4817291|XP_001356607.1|DPSE
OG0008995	LOC108595607|XP_017836362.1|DBUS	LOC4805625|XP_001361997.3|DPSE
OG0008997	LOC108606395|XP_017851962.1|DBUS	LOC4815294|XP_001354796.2|DPSE
OG0008999	LOC108605412|XP_017850570.2|DBUS	LOC4814702|XP_001355122.3|DPSE
OG0009001	LOC108594396|XP_017835051.2|DBUS	LOC4816661|XP_015036860.1|DPSE
OG0009002	LOC108604031|XP_017848772.1|DBUS	LOC13036292|XP_033232726.1|DPSE
OG0009003	LOC108598940|XP_017841195.2|DBUS	LOC6902048|XP_002133582.2|DPSE
OG0009005	LOC108608535|XP_017855438.2|DBUS	LOC4816489|XP_001355919.1|DPSE
OG0009006	LOC108603495|XP_017847842.1|DBUS	LOC4800252|XP_001357540.2|DPSE
OG0009007	LOC108598451|XP_017840582.1|DBUS	LOC4813988|XP_001354172.1|DPSE
OG0009008	LOC108602927|XP_017846757.1|DBUS	LOC4802902|XP_001359729.2|DPSE
OG0009009	LOC108598124|XP_017840230.1|DBUS	LOC4813065|XP_001353648.3|DPSE
OG0009010	LOC108600584|XP_017843747.1|DBUS	LOC4813936|XP_001354098.1|DPSE
OG0009011	LOC108599744|XP_017842243.1|DBUS	LOC4812650|XP_001353038.3|DPSE
OG0009012	LOC108596572|XP_017837970.1|DBUS	LOC4805282|XP_001361707.2|DPSE
OG0009013	LOC108606656|XP_017852462.1|DBUS	LOC6901848|XP_002133386.2|DPSE
OG0009014	LOC108599755|XP_017842258.1|DBUS	LOC4812157|XP_001352583.3|DPSE
OG0009015	LOC108600998|XP_017844352.1|DBUS	LOC117183170|XP_015042644.2|DPSE
OG0009016	LOC108599909|XP_017842595.1|DBUS	LOC4811857|XP_001352513.2|DPSE
OG0009017	LOC108596538|XP_017837919.1|DBUS	LOC6902662|XP_033236864.1|DPSE
OG0009018	LOC108607365|XP_017853569.1|DBUS	LOC6899894|XP_033237063.1|DPSE
OG0009019	LOC108607395|XP_017853652.1|DBUS	LOC4811780|XP_033237294.1|DPSE
