Orthogroup	DBUS.longest_only	BCOP.longest_only
OG0006831	LOC108600644|XP_033149381.1|DBUS	LOC119073811|XP_037035479.1|BCOP
OG0006832	LOC108599311|XP_017841603.1|DBUS	LOC119073957|XP_037035741.1|BCOP
OG0006833	LOC108599383|XP_017841677.1|DBUS	LOC119073961|XP_037035758.1|BCOP
OG0006835	LOC108601166|XP_017844587.1|DBUS	LOC119079310|XP_037043000.1|BCOP
OG0006837	LOC108598579|XP_017840759.2|DBUS	LOC119073471|XP_037034871.1|BCOP
OG0006838	LOC108598481|XP_017840622.1|DBUS	LOC119073623|XP_037035104.1|BCOP
OG0006839	LOC108600973|XP_017844324.1|DBUS	LOC119073505|XP_037034915.1|BCOP
OG0006840	LOC108594247|XP_017834856.2|DBUS	LOC119079938|XP_037043941.1|BCOP
OG0006841	LOC108598313|XP_017840418.1|DBUS	LOC119080431|XP_037044683.1|BCOP
OG0006842	LOC108598093|XP_033149303.1|DBUS	LOC119076665|XP_037039457.1|BCOP
OG0006843	LOC108606810|XP_017852771.1|DBUS	LOC119083495|XP_037049114.1|BCOP
OG0006844	LOC108603233|XP_017847341.1|DBUS	LOC119083483|XP_037049108.1|BCOP
OG0006845	LOC108600548|XP_017843696.2|DBUS	LOC119081214|XP_037045829.1|BCOP
OG0006846	LOC108601131|XP_017844543.1|DBUS	LOC119081209|XP_037045822.1|BCOP
OG0006847	LOC108600760|XP_017844009.1|DBUS	LOC119081871|XP_037047003.1|BCOP
OG0006848	LOC108594807|XP_033149010.1|DBUS	LOC119075813|XP_037038279.1|BCOP
OG0006849	LOC108599583|XP_017842014.1|DBUS	LOC119075963|XP_037038440.1|BCOP
OG0006850	LOC108599493|XP_017841829.1|DBUS	LOC119080760|XP_037045216.1|BCOP
OG0006851	LOC108599498|XP_033149770.1|DBUS	LOC119081385|XP_037046170.1|BCOP
OG0006852	LOC108596861|XP_017838497.1|DBUS	LOC119073848|XP_037035585.1|BCOP
OG0006853	LOC108598176|XP_017840281.1|DBUS	LOC119080477|XP_037044752.1|BCOP
OG0006854	LOC108597037|XP_017838819.1|DBUS	LOC119073937|XP_037035707.1|BCOP
OG0006855	LOC108600120|XP_017842991.1|DBUS	LOC119080681|XP_037045009.1|BCOP
OG0006856	LOC108596284|XP_017837345.1|DBUS	LOC119073393|XP_037034715.1|BCOP
OG0006857	LOC108594665|XP_033149148.1|DBUS	LOC119082334|XP_037047738.1|BCOP
OG0006858	LOC108600311|XP_017843291.2|DBUS	LOC119075553|XP_037037918.1|BCOP
OG0006859	LOC108596971|XP_017838709.1|DBUS	LOC119079974|XP_037044006.1|BCOP
OG0006860	LOC108597018|XP_017838788.1|DBUS	LOC119082966|XP_037048505.1|BCOP, LOC119082190|XP_037047509.1|BCOP
OG0006861	LOC108597289|XP_017839252.1|DBUS	LOC119073523|XP_037034953.1|BCOP
OG0006862	LOC108598450|XP_017840579.2|DBUS	LOC119080722|XP_037045103.1|BCOP
OG0006863	LOC108605628|XP_017850900.1|DBUS	LOC119067887|XP_037027064.1|BCOP
OG0006864	LOC108596706|XP_017838217.1|DBUS	LOC119066054|XP_037024174.1|BCOP
OG0006865	LOC108604480|XP_017849456.1|DBUS	LOC119067733|XP_037026740.1|BCOP
OG0006866	LOC108597576|XP_017839678.1|DBUS	LOC119079526|XP_037043402.1|BCOP, LOC119073062|XP_037034261.1|BCOP
OG0006869	LOC108596785|XP_017838378.1|DBUS	LOC119077831|XP_037041044.1|BCOP
OG0006871	LOC108595371|XP_017836087.1|DBUS	LOC119079945|XP_037043949.1|BCOP
OG0006872	LOC108595847|XP_017836626.1|DBUS	LOC119073898|XP_037035682.1|BCOP
OG0006873	LOC108596259|XP_017837305.1|DBUS	LOC119073866|XP_037035629.1|BCOP
OG0006874	LOC108608282|XP_017855085.2|DBUS	LOC119078512|XP_037041968.1|BCOP
OG0006876	LOC108596545|XP_017837927.1|DBUS	LOC119066525|XP_037024941.1|BCOP
OG0006877	LOC108602582|XP_017846211.1|DBUS	LOC119066526|XP_037024945.1|BCOP
OG0006878	LOC108607993|XP_017854640.1|DBUS	LOC119076252|XP_037038814.1|BCOP
OG0006879	LOC108597292|XP_017839258.1|DBUS	LOC119076276|XP_037038837.1|BCOP
OG0006880	LOC108594675|XP_017835308.1|DBUS	LOC119081755|XP_037046833.1|BCOP
OG0006881	LOC108594388|XP_017835043.2|DBUS	LOC119070813|XP_037031188.1|BCOP
OG0006882	LOC108595301|XP_017836004.1|DBUS	LOC119082031|XP_037047249.1|BCOP
OG0006884	LOC108594447|XP_017835110.1|DBUS	LOC119085271|XP_037051518.1|BCOP
OG0006885	LOC108607879|XP_033149980.1|DBUS	LOC119078824|XP_037042426.1|BCOP
OG0006886	LOC108601409|XP_017844796.1|DBUS	LOC119083913|XP_037049623.1|BCOP
OG0006887	LOC108606439|XP_017852040.1|DBUS	LOC119081677|XP_037046658.1|BCOP, LOC119076383|XP_037038997.1|BCOP
OG0006888	LOC108594240|XP_017834843.1|DBUS	LOC119085152|XP_037051338.1|BCOP
OG0006889	LOC108608156|XP_017854898.1|DBUS	LOC119078528|XP_037041989.1|BCOP
OG0006890	LOC108608183|XP_033149863.1|DBUS	LOC119071059|XP_037031578.1|BCOP
OG0006891	LOC108608558|XP_017855469.1|DBUS	LOC119083267|XP_037048842.1|BCOP
OG0006892	LOC108608544|XP_017855450.1|DBUS	LOC119068012|XP_037027266.1|BCOP
OG0006893	LOC108608103|XP_017854803.1|DBUS	LOC119066328|XP_037024623.1|BCOP
OG0006894	LOC108608101|XP_017854798.1|DBUS	LOC119066339|XP_037024640.1|BCOP
OG0006895	LOC108606828|XP_017852800.1|DBUS	LOC119081002|XP_037045571.1|BCOP
OG0006896	LOC108599483|XP_017841822.2|DBUS	LOC119085145|XP_037051318.1|BCOP
OG0006897	LOC108608291|XP_033150581.1|DBUS	LOC119070891|XP_037031309.1|BCOP
OG0006898	LOC108607794|XP_017854323.1|DBUS	LOC119066462|XP_037024863.1|BCOP
OG0006899	LOC108594430|XP_033149965.1|DBUS	LOC119070832|XP_037031233.1|BCOP
OG0006900	LOC108595867|XP_017836647.1|DBUS	LOC119077018|XP_037040026.1|BCOP
OG0006901	LOC108607598|XP_017853989.1|DBUS	LOC119079371|XP_037043136.1|BCOP
OG0006902	LOC108606912|XP_017852942.1|DBUS	LOC119081357|XP_037046102.1|BCOP
OG0006903	LOC108601230|XP_033150113.1|DBUS	LOC119068286|XP_037027717.1|BCOP
OG0006904	LOC108608460|XP_017855333.1|DBUS	LOC119078771|XP_037042376.1|BCOP
OG0006905	LOC108607911|XP_017854514.1|DBUS	LOC119078885|XP_037042501.1|BCOP, LOC119078886|XP_037042502.1|BCOP
OG0006906	LOC108598384|XP_017840495.1|DBUS	LOC119066821|XP_037025364.1|BCOP
OG0006907	LOC108607501|XP_033149547.1|DBUS	LOC119085887|XP_037052298.1|BCOP
OG0006908	LOC108608356|XP_017855191.1|DBUS	LOC119082289|XP_037047658.1|BCOP
OG0006909	LOC117134988|XP_033150580.1|DBUS	LOC119066441|XP_037024831.1|BCOP
OG0006910	LOC108608341|XP_017855173.1|DBUS	LOC119081919|XP_037047056.1|BCOP
OG0006912	LOC108604264|XP_017849151.1|DBUS	LOC119076978|XP_037039969.1|BCOP
OG0006913	LOC108608015|XP_017854678.1|DBUS	LOC119066647|XP_037025113.1|BCOP
OG0006914	LOC108599959|XP_017842698.1|DBUS	LOC119078448|XP_037041876.1|BCOP
OG0006916	LOC108608091|XP_033150868.1|DBUS	LOC119070679|XP_037031015.1|BCOP
OG0006917	LOC108607607|XP_017853999.1|DBUS	LOC119082557|XP_037047972.1|BCOP
OG0006918	LOC108606064|XP_017851403.1|DBUS	LOC119077153|XP_037040237.1|BCOP
OG0006919	LOC108608093|XP_017854786.1|DBUS	LOC119072823|XP_037034020.1|BCOP
OG0006920	LOC108607985|XP_033150845.1|DBUS	LOC119084576|XP_037050526.1|BCOP
OG0006921	LOC108607868|XP_017854446.1|DBUS	LOC119082106|XP_037047369.1|BCOP
OG0006923	LOC108600312|XP_017843300.2|DBUS	LOC119082118|XP_037047393.1|BCOP
OG0006924	LOC108608221|XP_017854988.1|DBUS	LOC119082748|XP_037048225.1|BCOP
OG0006925	LOC108604403|XP_017849354.1|DBUS	LOC119082746|XP_037048224.1|BCOP
OG0006926	LOC108607931|XP_017854536.2|DBUS	LOC119072877|XP_037034080.1|BCOP
OG0006927	LOC108607932|XP_017854538.2|DBUS	LOC119071868|XP_037032824.1|BCOP
OG0006928	LOC108598278|XP_017840420.2|DBUS	LOC119085426|XP_037051735.1|BCOP
OG0006929	LOC108608420|XP_017855271.1|DBUS	LOC119075603|XP_037037967.1|BCOP
OG0006930	LOC108598060|XP_017840201.2|DBUS	LOC119075613|XP_037037985.1|BCOP
OG0006931	LOC108594217|XP_017834932.1|DBUS	LOC119085937|XP_037052385.1|BCOP
OG0006932	LOC108608166|XP_017854912.1|DBUS	LOC119072886|XP_037034104.1|BCOP
OG0006933	LOC108602280|XP_017845833.1|DBUS	LOC119072890|XP_037034108.1|BCOP
OG0006934	LOC108603478|XP_017847816.1|DBUS	LOC119072819|XP_037034015.1|BCOP
OG0006935	LOC108599967|XP_017842714.1|DBUS	LOC119075625|XP_037037998.1|BCOP
OG0006936	LOC108608251|XP_017855027.1|DBUS	LOC119078596|XP_037042079.1|BCOP
OG0006937	LOC108603526|XP_017847913.1|DBUS	LOC119076233|XP_037038787.1|BCOP
OG0006939	LOC108605525|XP_017850765.1|DBUS	LOC119081841|XP_037046977.1|BCOP
OG0006940	LOC108594407|XP_017835063.1|DBUS	LOC119084688|XP_037050664.1|BCOP
OG0006941	LOC108607924|XP_033150848.1|DBUS	LOC119085373|XP_037051650.1|BCOP
OG0006942	LOC108596924|XP_017838631.1|DBUS	LOC119079999|XP_037044061.1|BCOP
OG0006943	LOC108597550|XP_033150889.1|DBUS	LOC119076924|XP_037039843.1|BCOP
OG0006944	LOC108606557|XP_017852250.1|DBUS	LOC119083009|XP_037048543.1|BCOP
OG0006945	LOC108607577|XP_017853963.1|DBUS	LOC119074229|XP_037036143.1|BCOP
OG0006946	LOC108604556|XP_017849574.1|DBUS	LOC119067297|XP_037026092.1|BCOP
OG0006947	LOC108600522|XP_017843659.2|DBUS	LOC119074773|XP_037036975.1|BCOP
OG0006948	LOC108594329|XP_017834968.1|DBUS	LOC119075676|XP_037038089.1|BCOP
OG0006949	LOC108594355|XP_017835002.1|DBUS	LOC119070906|XP_037031327.1|BCOP
OG0006950	LOC108598119|XP_017840228.1|DBUS	LOC119073592|XP_037035060.1|BCOP
OG0006952	LOC108601883|XP_017845346.1|DBUS	LOC119068424|XP_037027888.1|BCOP
OG0006953	LOC108599912|XP_017842599.1|DBUS	LOC119078706|XP_037042269.1|BCOP
OG0006954	LOC108608364|XP_033150781.1|DBUS	LOC119066724|XP_037025239.1|BCOP
OG0006955	LOC108601716|XP_017845123.1|DBUS	LOC119069593|XP_037029578.1|BCOP
OG0006956	LOC108600716|XP_017843945.2|DBUS	LOC119078413|XP_037041810.1|BCOP
OG0006957	LOC108608252|XP_033149245.1|DBUS	LOC119078647|XP_037042137.1|BCOP
OG0006958	LOC108595563|XP_017836313.1|DBUS	LOC119072006|XP_037033019.1|BCOP
OG0006959	LOC108598836|XP_017841077.1|DBUS	LOC119079533|XP_037043413.1|BCOP
OG0006961	LOC108598732|XP_017840957.1|DBUS	LOC119078520|XP_037041978.1|BCOP
OG0006962	LOC108594253|XP_017834862.1|DBUS	LOC119078599|XP_037042083.1|BCOP
OG0006963	LOC108607121|XP_033149539.1|DBUS	LOC119075657|XP_037038061.1|BCOP
OG0006964	LOC108594408|XP_017835065.1|DBUS	LOC119075641|XP_037038018.1|BCOP
OG0006965	LOC108607795|XP_017854324.1|DBUS	LOC119085920|XP_037052369.1|BCOP
OG0006966	LOC108599667|XP_017842141.1|DBUS	LOC119070953|XP_037031403.1|BCOP
OG0006967	LOC108597498|XP_017839570.1|DBUS	LOC119081566|XP_037046493.1|BCOP
OG0006968	LOC108596559|XP_017837946.1|DBUS	LOC119075560|XP_037037926.1|BCOP
OG0006969	LOC108598377|XP_017840487.1|DBUS	LOC119073662|XP_037035161.1|BCOP
OG0006970	LOC108604720|XP_017849786.1|DBUS	LOC119081657|XP_037046634.1|BCOP
OG0006971	LOC108607633|XP_017854046.1|DBUS	LOC119077110|XP_037040173.1|BCOP
OG0006972	LOC108608279|XP_017855076.1|DBUS	LOC119070921|XP_037031355.1|BCOP
OG0006973	LOC108606258|XP_017851703.1|DBUS	LOC119072062|XP_037033092.1|BCOP
OG0006974	LOC108594248|XP_017834858.2|DBUS	LOC119082243|XP_037047602.1|BCOP
OG0006975	LOC108607481|XP_017853813.2|DBUS	LOC119078756|XP_037042356.1|BCOP
OG0006976	LOC108607942|XP_017854548.1|DBUS	LOC119071577|XP_037032414.1|BCOP
OG0006977	LOC108596475|XP_017837725.1|DBUS	LOC119083766|XP_037049444.1|BCOP
OG0006978	LOC108607881|XP_017854471.1|DBUS	LOC119079161|XP_037042873.1|BCOP
OG0006979	LOC108607714|XP_017854205.1|DBUS	LOC119075330|XP_037037651.1|BCOP
OG0006980	LOC108599002|XP_017842590.2|DBUS	LOC119081962|XP_037047161.1|BCOP
OG0006981	LOC108608225|XP_017854993.1|DBUS	LOC119081952|XP_037047140.1|BCOP
OG0006982	LOC108608377|XP_017855212.1|DBUS	LOC119066086|XP_037024249.1|BCOP
OG0006983	LOC108601137|XP_017844556.1|DBUS	LOC119085899|XP_037052337.1|BCOP
OG0006984	LOC108608297|XP_017855111.1|DBUS	LOC119085814|XP_037052193.1|BCOP
OG0006985	LOC108607540|XP_017853914.2|DBUS	LOC119072678|XP_037033847.1|BCOP
OG0006986	LOC108594309|XP_017834943.2|DBUS	LOC119072681|XP_037033851.1|BCOP
OG0006988	LOC108607575|XP_017853957.2|DBUS	LOC119071147|XP_037031770.1|BCOP
OG0006989	LOC108607494|XP_017853829.1|DBUS	LOC119076544|XP_037039234.1|BCOP
OG0006990	LOC108594477|XP_033149895.1|DBUS	LOC119072679|XP_037033848.1|BCOP
OG0006991	LOC108601837|XP_017845269.1|DBUS	LOC119083999|XP_037049706.1|BCOP
OG0006992	LOC108607478|XP_033149369.1|DBUS	LOC119085825|XP_037052217.1|BCOP
OG0006993	LOC108607685|XP_017854135.1|DBUS	LOC119081946|XP_037047107.1|BCOP
OG0006994	LOC108608206|XP_017854969.1|DBUS	LOC119080662|XP_037044982.1|BCOP
OG0006998	LOC117134662|XP_033148942.1|DBUS	LOC119078533|XP_037041995.1|BCOP
OG0006999	LOC108602084|XP_017845600.1|DBUS	LOC119081140|XP_037045780.1|BCOP
OG0007000	LOC108608488|XP_017855373.1|DBUS	LOC119077635|XP_037040751.1|BCOP
OG0007001	LOC108595710|XP_017836481.1|DBUS	LOC119081481|XP_037046376.1|BCOP
OG0007002	LOC108607522|XP_017853884.1|DBUS	LOC119078738|XP_037042318.1|BCOP
OG0007004	LOC108607199|XP_017853355.1|DBUS	LOC119075317|XP_037037632.1|BCOP
OG0007005	LOC108604174|XP_017849042.1|DBUS	LOC119075356|XP_037037683.1|BCOP
OG0007006	LOC108605266|XP_017850426.1|DBUS	LOC119078935|XP_037042574.1|BCOP
OG0007007	LOC108597199|XP_017839127.1|DBUS	LOC119082607|XP_037048065.1|BCOP
OG0007008	LOC108604987|XP_017850081.1|DBUS	LOC119071748|XP_037032677.1|BCOP
OG0007009	LOC108608167|XP_017854913.1|DBUS	LOC119070865|XP_037031270.1|BCOP
OG0007010	LOC108594265|XP_017834880.2|DBUS	LOC119066644|XP_037025106.1|BCOP
OG0007011	LOC108602596|XP_017846222.1|DBUS	LOC119067119|XP_037025790.1|BCOP
OG0007013	LOC108597049|XP_017838857.2|DBUS	LOC119085930|XP_037052377.1|BCOP
OG0007014	LOC108597744|XP_033149186.1|DBUS	LOC119085935|XP_037052383.1|BCOP
OG0007015	LOC108608055|XP_017854725.2|DBUS	LOC119078437|XP_037041852.1|BCOP
OG0007016	LOC108607864|XP_017854440.2|DBUS	LOC119084659|XP_037050621.1|BCOP
OG0007017	LOC108594331|XP_017834969.1|DBUS	LOC119066308|XP_037024588.1|BCOP
OG0007018	LOC108607600|XP_017853992.1|DBUS	LOC119066310|XP_037024591.1|BCOP
OG0007019	LOC108607822|XP_017854359.1|DBUS	LOC119072573|XP_037033714.1|BCOP
OG0007020	LOC108608086|XP_017854777.1|DBUS	LOC119085236|XP_037051444.1|BCOP
OG0007021	LOC108608172|XP_033149748.1|DBUS	LOC119070899|XP_037031321.1|BCOP
OG0007022	LOC108608564|XP_017855477.1|DBUS	LOC119078773|XP_037042378.1|BCOP
OG0007023	LOC108596712|XP_017838232.1|DBUS	LOC119070852|XP_037031259.1|BCOP
OG0007024	LOC108601933|XP_017845400.1|DBUS	LOC119070829|XP_037031226.1|BCOP
OG0007025	LOC108605968|XP_017851277.1|DBUS	LOC119066243|XP_037024459.1|BCOP
OG0007026	LOC108607713|XP_017854203.1|DBUS	LOC119066248|XP_037024467.1|BCOP
OG0007027	LOC108608127|XP_017854846.1|DBUS	LOC119086045|XP_037052513.1|BCOP
OG0007028	LOC108607536|XP_033150308.1|DBUS	LOC119066414|XP_037024781.1|BCOP
OG0007030	LOC108607198|XP_017853351.1|DBUS	LOC119069493|XP_037029458.1|BCOP
OG0007031	LOC108596390|XP_017837561.1|DBUS	LOC119071585|XP_037032426.1|BCOP
OG0007032	LOC108598691|XP_017840901.1|DBUS	LOC119079281|XP_037042962.1|BCOP
OG0007033	LOC108607569|XP_017853949.1|DBUS	LOC119070853|XP_037031261.1|BCOP
OG0007034	LOC108608042|XP_017854712.1|DBUS	LOC119067253|XP_037026024.1|BCOP
OG0007035	LOC108597543|XP_017839637.1|DBUS	LOC119074138|XP_037036020.1|BCOP
OG0007036	LOC108599799|XP_017842358.1|DBUS	LOC119073875|XP_037035647.1|BCOP, LOC119073216|XP_037034421.1|BCOP
OG0007037	LOC108602840|XP_017846580.1|DBUS	LOC119070490|XP_037030741.1|BCOP
OG0007038	LOC108597355|XP_017839353.1|DBUS	LOC119079632|XP_037043532.1|BCOP
OG0007039	LOC108595165|XP_017835826.1|DBUS	LOC119072831|XP_037034034.1|BCOP
OG0007040	LOC108596685|XP_017838195.2|DBUS	LOC119082119|XP_037047399.1|BCOP
OG0007041	LOC108595570|XP_033150749.1|DBUS	LOC119075649|XP_037038031.1|BCOP
OG0007042	LOC108599318|XP_017841613.2|DBUS	LOC119085398|XP_037051695.1|BCOP
OG0007043	LOC108603831|XP_017848457.1|DBUS	LOC119074323|XP_037036293.1|BCOP
OG0007044	LOC108605900|XP_033150900.1|DBUS	LOC119075597|XP_037037962.1|BCOP
OG0007045	LOC108604724|XP_017849792.1|DBUS	LOC119074801|XP_037036980.1|BCOP
OG0007046	LOC108602700|XP_017846340.1|DBUS	LOC119078745|XP_037042339.1|BCOP
OG0007048	LOC108608347|XP_017855181.2|DBUS	LOC119076324|XP_037038891.1|BCOP
OG0007049	LOC108594457|XP_017835122.1|DBUS	LOC119072941|XP_037034163.1|BCOP
OG0007050	LOC108598511|XP_017840680.1|DBUS	LOC119082230|XP_037047582.1|BCOP
OG0007051	LOC108608060|XP_017854732.1|DBUS	LOC119084673|XP_037050646.1|BCOP
OG0007052	LOC108605607|XP_017850872.1|DBUS	LOC119082298|XP_037047674.1|BCOP
OG0007053	LOC108604321|XP_017849233.1|DBUS	LOC119072991|XP_037034211.1|BCOP
OG0007054	LOC108595163|XP_017835823.1|DBUS	LOC119081638|XP_037046605.1|BCOP
OG0007055	LOC108597054|XP_017838862.1|DBUS	LOC119081530|XP_037046425.1|BCOP
OG0007056	LOC108601156|XP_017844575.2|DBUS	LOC119084607|XP_037050565.1|BCOP
OG0007057	LOC108605697|XP_017850977.1|DBUS	LOC119084600|XP_037050548.1|BCOP
OG0007058	LOC108605458|XP_017850633.1|DBUS	LOC119068571|XP_037028110.1|BCOP
OG0007059	LOC108606995|XP_017853062.1|DBUS	LOC119077135|XP_037040209.1|BCOP
OG0007060	LOC108601945|XP_017845418.1|DBUS	LOC119077134|XP_037040208.1|BCOP
OG0007061	LOC108594533|XP_017835225.1|DBUS	LOC119077151|XP_037040232.1|BCOP
OG0007062	LOC108607934|XP_017854539.1|DBUS	LOC119070730|XP_037031081.1|BCOP
OG0007063	LOC108601673|XP_017845073.1|DBUS	LOC119070882|XP_037031297.1|BCOP
OG0007064	LOC108596328|XP_017837443.1|DBUS	LOC119075302|XP_037037607.1|BCOP
OG0007065	LOC108608168|XP_017854918.1|DBUS	LOC119082296|XP_037047670.1|BCOP
OG0007066	LOC108599206|XP_017841490.1|DBUS	LOC119070889|XP_037031306.1|BCOP
OG0007067	LOC108607584|XP_017853972.1|DBUS	LOC119076211|XP_037038758.1|BCOP
OG0007068	LOC108596570|XP_017837969.2|DBUS	LOC119070885|XP_037031302.1|BCOP
OG0007069	LOC108608381|XP_033150809.1|DBUS	LOC119071547|XP_037032342.1|BCOP
OG0007071	LOC108597450|XP_017839505.1|DBUS	LOC119081306|XP_037045962.1|BCOP
OG0007072	LOC108602605|XP_017846232.1|DBUS	LOC119066272|XP_037024525.1|BCOP
OG0007073	LOC108608073|XP_017854758.1|DBUS	LOC119078873|XP_037042485.1|BCOP
OG0007074	LOC108595074|XP_017835711.1|DBUS	LOC119085999|XP_037052469.1|BCOP
OG0007075	LOC108608134|XP_017854855.1|DBUS	LOC119077130|XP_037040200.1|BCOP
OG0007076	LOC108596687|XP_017838192.1|DBUS	LOC119081410|XP_037046198.1|BCOP
OG0007077	LOC108605258|XP_017850374.1|DBUS	LOC119085902|XP_037052341.1|BCOP
OG0007078	LOC108597914|XP_017840023.1|DBUS	LOC119075624|XP_037037996.1|BCOP
OG0007079	LOC108607627|XP_017854036.1|DBUS	LOC119075626|XP_037037999.1|BCOP
OG0007080	LOC108607909|XP_017854512.1|DBUS	LOC119066258|XP_037024504.1|BCOP
OG0007081	LOC108606043|XP_017851383.2|DBUS	LOC119072894|XP_037034114.1|BCOP
OG0007082	LOC108596893|XP_017838573.1|DBUS	LOC119085897|XP_037052331.1|BCOP
OG0007083	LOC108601053|XP_017844434.1|DBUS	LOC119085906|XP_037052344.1|BCOP
OG0007084	LOC108607050|XP_017853150.1|DBUS	LOC119085989|XP_037052449.1|BCOP
OG0007085	LOC108598316|XP_033150634.1|DBUS	LOC119079037|XP_037042719.1|BCOP
OG0007086	LOC108607772|XP_017854291.1|DBUS	LOC119066785|XP_037025342.1|BCOP
OG0007087	LOC108598766|XP_033149595.1|DBUS	LOC119085875|XP_037052282.1|BCOP
OG0007088	LOC108607743|XP_017854255.1|DBUS	LOC119085880|XP_037052287.1|BCOP
OG0007089	LOC108594402|XP_017835058.2|DBUS	LOC119081691|XP_037046683.1|BCOP
OG0007090	LOC108606268|XP_033150704.1|DBUS	LOC119077511|XP_037040638.1|BCOP
OG0007091	LOC108596735|XP_017838286.1|DBUS	LOC119077108|XP_037040163.1|BCOP
OG0007092	LOC108604280|XP_017849173.1|DBUS	LOC119067099|XP_037025757.1|BCOP
OG0007093	LOC108594232|XP_017834832.1|DBUS	LOC119084627|XP_037050590.1|BCOP
OG0007094	LOC108603678|XP_017848059.1|DBUS	LOC119072766|XP_037033955.1|BCOP
OG0007095	LOC108600709|XP_017843932.1|DBUS	LOC119084623|XP_037050586.1|BCOP
OG0007096	LOC108597155|XP_017839055.1|DBUS	LOC119084629|XP_037050592.1|BCOP
OG0007097	LOC108605322|XP_033150694.1|DBUS	LOC119070924|XP_037031361.1|BCOP
OG0007098	LOC108608163|XP_017854907.2|DBUS	LOC119070919|XP_037031352.1|BCOP
OG0007099	LOC108602881|XP_017846671.1|DBUS	LOC119082776|XP_037048267.1|BCOP
OG0007100	LOC108608065|XP_017854742.2|DBUS	LOC119082762|XP_037048244.1|BCOP
OG0007101	LOC108602447|XP_017846061.1|DBUS	LOC119066201|XP_037024416.1|BCOP
OG0007102	LOC108594720|XP_033149644.1|DBUS	LOC119076247|XP_037038805.1|BCOP
OG0007103	LOC108604122|XP_017848903.1|DBUS	LOC119066793|XP_037025351.1|BCOP
OG0007105	LOC108607476|XP_033149409.1|DBUS	LOC119075292|XP_037037598.1|BCOP
OG0007106	LOC108598609|XP_033149886.1|DBUS	LOC119066490|XP_037024894.1|BCOP
OG0007107	LOC108608110|XP_017854827.2|DBUS	LOC119066040|XP_037024157.1|BCOP
OG0007108	LOC108608499|XP_033149936.1|DBUS	LOC119066665|XP_037025140.1|BCOP
OG0007109	LOC108607457|XP_017853782.1|DBUS	LOC119077057|XP_037040082.1|BCOP
OG0007110	LOC108607630|XP_017854043.1|DBUS	LOC119068109|XP_037027450.1|BCOP
OG0007111	LOC108607550|XP_017853927.1|DBUS	LOC119076960|XP_037039934.1|BCOP
OG0007112	LOC108607984|XP_017854627.2|DBUS	LOC119076958|XP_037039932.1|BCOP
OG0007113	LOC108604522|XP_017849520.1|DBUS	LOC119069871|XP_037029940.1|BCOP
OG0007114	LOC108608327|XP_017855155.2|DBUS	LOC119085973|XP_037052429.1|BCOP
OG0007115	LOC108599746|XP_017842249.2|DBUS	LOC119085972|XP_037052428.1|BCOP
OG0007116	LOC108607947|XP_017854552.1|DBUS	LOC119083392|XP_037049003.1|BCOP
OG0007117	LOC108604387|XP_017849336.2|DBUS	LOC119075618|XP_037037992.1|BCOP
OG0007118	LOC108608014|XP_017854683.1|DBUS	LOC119076240|XP_037038796.1|BCOP
OG0007119	LOC108605966|XP_017851275.1|DBUS	LOC119076707|XP_037039926.1|BCOP
OG0007120	LOC108605522|XP_017850761.1|DBUS	LOC119074839|XP_037037031.1|BCOP, LOC119067302|XP_037026102.1|BCOP
OG0007121	LOC108605978|XP_017851289.1|DBUS	LOC119084708|XP_037050711.1|BCOP
OG0007122	LOC108607047|XP_017853142.2|DBUS	LOC119076062|XP_037038594.1|BCOP
OG0007123	LOC108605402|XP_033150230.1|DBUS	LOC119069659|XP_037029675.1|BCOP
OG0007124	LOC117135001|XP_033150650.1|DBUS	LOC119076427|XP_037039067.1|BCOP
OG0007125	LOC108600943|XP_017844275.2|DBUS	LOC119073786|XP_037035395.1|BCOP
OG0007126	LOC108601067|XP_017844448.2|DBUS	LOC119077636|XP_037040752.1|BCOP
OG0007127	LOC108598468|XP_017840602.2|DBUS	LOC119076422|XP_037039059.1|BCOP
OG0007128	LOC108599140|XP_017841423.1|DBUS	LOC119076435|XP_037039080.1|BCOP
OG0007129	LOC108598458|XP_017840592.1|DBUS	LOC119070286|XP_037030451.1|BCOP
OG0007130	LOC108601064|XP_017844445.1|DBUS	LOC119070850|XP_037031260.1|BCOP
OG0007131	LOC108599989|XP_017842757.2|DBUS	LOC119070900|XP_037031324.1|BCOP
OG0007132	LOC108598456|XP_033149342.1|DBUS	LOC119071122|XP_037031669.1|BCOP
OG0007133	LOC108598509|XP_017840675.1|DBUS	LOC119071213|XP_037031913.1|BCOP
OG0007134	LOC108600505|XP_017843629.1|DBUS	LOC119077902|XP_037041168.1|BCOP
OG0007135	LOC108600257|XP_017843184.1|DBUS	LOC119071299|XP_037032072.1|BCOP
OG0007136	LOC108600102|XP_017842961.1|DBUS	LOC119074974|XP_037037269.1|BCOP
OG0007137	LOC108606493|XP_017852129.1|DBUS	LOC119072068|XP_037033101.1|BCOP
OG0007138	LOC108606330|XP_017851841.1|DBUS	LOC119071991|XP_037033014.1|BCOP
OG0007139	LOC108605240|XP_017850343.1|DBUS	LOC119072710|XP_037033878.1|BCOP
OG0007140	LOC108605423|XP_017850587.1|DBUS	LOC119075228|XP_037037513.1|BCOP
OG0007141	LOC108605068|XP_033150485.1|DBUS	LOC119073958|XP_037035745.1|BCOP
